,L US Equity,L US Equity,L US Equity,L US Equity,L US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-03-16,31.987,37.258,31.624,32.802,2949123.0
2020-03-17,33.725,37.003,31.656,36.041,2852034.0
2020-03-18,32.704,34.255,31.07,33.95,2518354.0
2020-03-19,33.371,37.523,31.408,36.62,2331796.0
2020-03-20,36.846,37.268,30.299,30.682,3513845.0
2020-03-21,36.846,37.268,30.299,30.682,3513845.0
2020-03-22,36.846,37.268,30.299,30.682,3513845.0
2020-03-23,30.662,31.408,27.993,29.19,1796851.0
2020-03-24,31.075,33.362,29.946,33.116,1846222.0
2020-03-25,33.155,34.52,31.644,32.674,2510083.0
2020-03-26,33.008,35.04,32.115,34.755,1160057.0
2020-03-27,33.224,34.323,32.419,33.077,1097956.0
2020-03-28,33.224,34.323,32.419,33.077,1097956.0
2020-03-29,33.224,34.323,32.419,33.077,1097956.0
2020-03-30,33.097,34.912,32.292,34.775,1361722.0
2020-03-31,34.196,34.706,33.734,34.186,1932372.0
2020-04-01,32.223,32.586,31.281,32.027,1277732.0
2020-04-02,31.801,33.97,31.556,32.566,1380129.0
2020-04-03,32.027,33.097,31.781,32.095,1425127.0
2020-04-04,32.027,33.097,31.781,32.095,1425127.0
2020-04-05,32.027,33.097,31.781,32.095,1425127.0
2020-04-06,33.882,35.334,33.607,35.04,1301461.0
2020-04-07,36.934,37.346,35.511,35.599,1372262.0
2020-04-08,35.963,37.523,35.315,37.268,1046564.0
2020-04-09,37.719,39.722,37.719,38.691,1474506.0
2020-04-10,37.719,39.722,37.719,38.691,1474506.0
2020-04-11,37.719,39.722,37.719,38.691,1474506.0
2020-04-12,37.719,39.722,37.719,38.691,1474506.0
2020-04-13,38.681,38.681,36.296,36.728,842431.0
2020-04-14,37.582,37.808,36.139,36.728,1110935.0
2020-04-15,35.403,35.623,33.774,33.921,1296698.0
2020-04-16,33.872,33.95,32.38,33.371,1791956.0
2020-04-17,34.588,35.707,34.215,35.472,1686658.0
2020-04-18,34.588,35.707,34.215,35.472,1686658.0
2020-04-19,34.588,35.707,34.215,35.472,1686658.0
2020-04-20,34.736,35.282,33.813,34.323,1118629.0
2020-04-21,33.155,33.852,32.939,33.087,867045.0
2020-04-22,33.901,34.029,33.077,33.146,778507.0
2020-04-23,33.362,33.666,32.262,32.311,1440013.0
2020-04-24,32.939,32.939,31.565,31.801,2221009.0
2020-04-25,32.939,32.939,31.565,31.801,2221009.0
2020-04-26,32.939,32.939,31.565,31.801,2221009.0
2020-04-27,31.565,32.081,30.8,31.958,2479674.0
2020-04-28,33.038,34.068,32.714,33.479,1336916.0
2020-04-29,34.52,36.257,34.51,36.021,2207398.0
2020-04-30,35.344,35.511,33.892,34.019,1451255.0
2020-05-01,33.165,33.263,30.957,31.035,1850395.0
2020-05-02,33.165,33.263,30.957,31.035,1850395.0
2020-05-03,33.165,33.263,30.957,31.035,1850395.0
2020-05-04,30.535,31.271,29.573,31.173,2092061.0
2020-05-05,31.438,31.714,30.132,30.221,1418108.0
2020-05-06,30.358,30.358,28.984,29.131,1492099.0
2020-05-07,29.475,31.124,29.347,29.779,1186013.0
2020-05-08,30.417,30.761,29.799,30.446,920919.0
2020-05-09,30.417,30.761,29.799,30.446,920919.0
2020-05-10,30.417,30.761,29.799,30.446,920919.0
2020-05-11,29.985,29.985,28.955,29.455,1447749.0
2020-05-12,29.543,29.573,28.788,29.053,1556674.0
2020-05-13,28.621,28.876,27.718,28.267,2390171.0
2020-05-14,27.728,28.896,26.82,28.552,1463460.0
2020-05-15,28.179,29.337,27.639,29.259,4071274.0
2020-05-16,28.179,29.337,27.639,29.259,4071274.0
2020-05-17,28.179,29.337,27.639,29.259,4071274.0
2020-05-18,30.868,31.497,30.682,31.065,1705687.0
2020-05-19,30.947,31.143,30.476,30.486,1197205.0
2020-05-20,30.957,31.84,30.957,31.595,1045181.0
2020-05-21,31.477,31.86,31.241,31.497,1144393.0
2020-05-22,31.644,31.683,30.731,31.32,846314.0
2020-05-23,31.644,31.683,30.731,31.32,846314.0
2020-05-24,31.644,31.683,30.731,31.32,846314.0
2020-05-25,31.644,31.683,30.731,31.32,846314.0
2020-05-26,32.729,33.093,32.365,32.493,1011383.0
2020-05-27,33.811,34.174,33.25,33.673,1070232.0
2020-05-28,34.115,34.224,33.043,33.22,1021330.0
2020-05-29,32.719,33.083,32.119,32.689,2610591.0
2020-05-30,32.719,33.083,32.119,32.689,2610591.0
2020-05-31,32.719,33.083,32.119,32.689,2610591.0
2020-06-01,32.611,33.329,32.208,33.211,1000637.0
2020-06-02,33.663,34.509,33.456,34.066,1668283.0
2020-06-03,34.774,35.305,34.696,34.892,1131034.0
2020-06-04,34.725,35.915,33.978,35.895,1176229.0
2020-06-05,38.088,39.16,37.548,38.433,1478676.0
2020-06-06,38.088,39.16,37.548,38.433,1478676.0
2020-06-07,38.088,39.16,37.548,38.433,1478676.0
2020-06-08,39.131,39.406,38.457,39.288,1403138.0
2020-06-09,38.049,38.265,37.223,37.626,1150250.0
2020-06-10,37.253,37.253,35.414,35.571,1699180.0
2020-06-11,33.653,33.988,31.613,31.657,2472364.0
2020-06-12,33.191,33.211,31.185,32.473,1934313.0
2020-06-13,33.191,33.211,31.185,32.473,1934313.0
2020-06-14,33.191,33.211,31.185,32.473,1934313.0
2020-06-15,30.821,33.26,30.664,33.024,1399342.0
2020-06-16,34.814,34.814,32.778,33.358,1275911.0
2020-06-17,33.466,33.466,32.591,32.847,1505945.0
2020-06-18,32.385,33.466,31.972,33.319,1521704.0
2020-06-19,34.056,34.273,33.329,34.155,4920178.0
2020-06-20,34.056,34.273,33.329,34.155,4920178.0
2020-06-21,34.056,34.273,33.329,34.155,4920178.0
2020-06-22,33.791,33.791,32.994,33.496,1524986.0
2020-06-23,34.076,34.42,33.732,33.771,1273761.0
2020-06-24,33.22,33.22,31.883,32.621,1110942.0
2020-06-25,32.335,33.338,32.168,33.279,1062495.0
2020-06-26,32.768,32.935,31.755,32.267,2485906.0
2020-06-27,32.768,32.935,31.755,32.267,2485906.0
2020-06-28,32.768,32.935,31.755,32.267,2485906.0
2020-06-29,32.65,33.26,32.296,33.132,871594.0
2020-06-30,32.984,33.978,32.788,33.722,1014204.0
2020-07-01,33.614,33.988,32.906,32.984,984496.0
2020-07-02,33.87,34.391,33.004,33.132,991991.0
2020-07-03,33.87,34.391,33.004,33.132,991991.0
2020-07-04,33.87,34.391,33.004,33.132,991991.0
2020-07-05,33.87,34.391,33.004,33.132,991991.0
2020-07-06,33.958,34.587,33.801,33.948,852138.0
2020-07-07,33.604,33.732,33.004,33.112,727310.0
2020-07-08,32.827,33.683,32.827,33.358,880660.0
2020-07-09,33.102,33.407,31.814,32.276,1067158.0
2020-07-10,32.375,33.958,32.188,33.929,1003865.0
2020-07-11,32.375,33.958,32.188,33.929,1003865.0
2020-07-12,32.375,33.958,32.188,33.929,1003865.0
2020-07-13,34.135,34.646,33.879,34.096,920458.0
2020-07-14,34.401,35.059,33.968,34.932,800956.0
2020-07-15,35.758,36.092,35.064,35.453,754465.0
2020-07-16,35.237,36.161,34.981,35.64,465620.0
2020-07-17,35.699,35.817,35.355,35.571,737939.0
2020-07-18,35.699,35.817,35.355,35.571,737939.0
2020-07-19,35.699,35.817,35.355,35.571,737939.0
2020-07-20,35.315,35.414,34.656,34.853,729711.0
2020-07-21,35.109,36.22,34.948,35.846,863325.0
2020-07-22,35.374,36.122,35.237,36.063,603369.0
2020-07-23,36.023,36.653,35.964,36.446,544310.0
2020-07-24,36.672,36.918,36.161,36.259,751272.0
2020-07-25,36.672,36.918,36.161,36.259,751272.0
2020-07-26,36.672,36.918,36.161,36.259,751272.0
2020-07-27,36.063,36.063,35.345,35.679,493151.0
2020-07-28,35.532,36.023,35.443,35.777,721540.0
2020-07-29,35.797,36.842,35.797,36.751,683085.0
2020-07-30,35.748,36.289,35.207,35.925,636557.0
2020-07-31,35.905,35.974,35.158,35.807,655689.0
2020-08-01,35.905,35.974,35.158,35.807,655689.0
2020-08-02,35.905,35.974,35.158,35.807,655689.0
2020-08-03,33.417,35.448,33.142,35.01,1471718.0
2020-08-04,34.912,35.191,34.519,34.794,904691.0
2020-08-05,35.433,36.269,35.217,35.876,897297.0
2020-08-06,35.65,36.564,35.65,35.905,767900.0
2020-08-07,35.777,37.164,35.772,37.135,604957.0
2020-08-08,35.777,37.164,35.772,37.135,604957.0
2020-08-09,35.777,37.164,35.772,37.135,604957.0
2020-08-10,37.331,38.157,37.233,37.961,804378.0
2020-08-11,38.924,39.514,37.941,37.97,1215587.0
2020-08-12,38.747,38.787,37.38,37.508,781690.0
2020-08-13,36.958,37.695,36.672,37.233,541093.0
2020-08-14,36.869,37.43,36.702,36.987,577930.0
2020-08-15,36.869,37.43,36.702,36.987,577930.0
2020-08-16,36.869,37.43,36.702,36.987,577930.0
2020-08-17,36.987,37.105,36.141,36.19,567155.0
2020-08-18,36.311,36.932,35.69,35.828,1233511.0
2020-08-19,36.025,36.39,35.484,35.671,852279.0
2020-08-20,35.218,35.71,35.07,35.08,657313.0
2020-08-21,35.109,35.434,34.638,34.794,860531.0
2020-08-22,35.109,35.434,34.638,34.794,860531.0
2020-08-23,35.109,35.434,34.638,34.794,860531.0
2020-08-24,34.922,36.065,34.922,36.065,1080880.0
2020-08-25,36.518,36.587,35.651,35.937,776190.0
2020-08-26,35.779,35.917,35.099,35.365,974433.0
2020-08-27,35.553,36.498,35.395,36.232,612613.0
2020-08-28,36.449,36.449,35.543,36.37,594758.0
2020-08-29,36.449,36.449,35.543,36.37,594758.0
2020-08-30,36.449,36.449,35.543,36.37,594758.0
2020-08-31,36.163,36.232,35.306,35.326,1274261.0
2020-09-01,35.05,36.094,34.784,35.631,989182.0
2020-09-02,35.474,36.232,35.326,36.055,1304357.0
2020-09-03,36.479,37.336,35.799,36.075,1050669.0
2020-09-04,36.695,37.011,36.025,36.321,846912.0
2020-09-05,36.695,37.011,36.025,36.321,846912.0
2020-09-06,36.695,37.011,36.025,36.321,846912.0
2020-09-07,36.695,37.011,36.025,36.321,846912.0
2020-09-08,35.897,35.986,34.725,35.099,1103191.0
2020-09-09,35.493,35.809,35.08,35.277,1042497.0
2020-09-10,35.592,35.897,34.607,34.636,959100.0
2020-09-11,34.449,35.07,34.154,34.745,1009162.0
2020-09-12,34.449,35.07,34.154,34.745,1009162.0
2020-09-13,34.449,35.07,34.154,34.745,1009162.0
2020-09-14,35.03,35.927,34.806,35.562,1022606.0
2020-09-15,35.631,36.025,34.824,34.863,1241070.0
2020-09-16,35.119,36.942,34.912,36.518,2435573.0
2020-09-17,36.065,36.695,35.858,36.439,923753.0
2020-09-18,36.282,36.725,36.075,36.144,2222892.0
2020-09-19,36.282,36.725,36.075,36.144,2222892.0
2020-09-20,36.282,36.725,36.075,36.144,2222892.0
2020-09-21,35.198,35.379,33.622,34.301,1478474.0
2020-09-22,34.104,34.784,33.868,34.203,967647.0
2020-09-23,34.252,34.627,33.011,33.041,801409.0
2020-09-24,33.031,33.671,32.341,33.041,861822.0
2020-09-25,32.568,33.287,32.41,33.178,752019.0
2020-09-26,32.568,33.287,32.41,33.178,752019.0
2020-09-27,32.568,33.287,32.41,33.178,752019.0
2020-09-28,33.947,34.666,33.612,34.213,702501.0
2020-09-29,33.947,34.183,33.326,33.691,703810.0
2020-09-30,33.976,34.538,33.819,34.233,1007207.0
2020-10-01,34.39,34.597,33.858,34.341,808064.0
2020-10-02,33.76,35.265,33.494,34.971,561132.0
2020-10-03,33.76,35.265,33.494,34.971,561132.0
2020-10-04,33.76,35.265,33.494,34.971,561132.0
2020-10-05,35.553,35.907,35.011,35.612,447160.0
2020-10-06,36.006,36.045,34.952,34.971,706063.0
2020-10-07,35.247,35.72,35.198,35.562,588097.0
2020-10-08,35.937,36.508,35.779,36.439,465821.0
2020-10-09,36.754,36.882,36.124,36.429,527289.0
2020-10-10,36.754,36.882,36.124,36.429,527289.0
2020-10-11,36.754,36.882,36.124,36.429,527289.0
2020-10-12,36.311,36.932,36.222,36.804,599131.0
2020-10-13,36.36,36.705,35.237,35.346,621235.0
2020-10-14,35.237,35.74,34.794,34.824,763160.0
2020-10-15,34.282,35.149,34.203,35.109,399813.0
2020-10-16,35.09,35.671,34.764,35.208,357107.0
2020-10-17,35.09,35.671,34.764,35.208,357107.0
2020-10-18,35.09,35.671,34.764,35.208,357107.0
2020-10-19,35.149,35.444,34.37,34.42,409820.0
2020-10-20,34.794,35.405,34.646,34.715,688156.0
2020-10-21,34.715,35.336,34.597,35.07,775297.0
2020-10-22,34.932,35.602,34.804,35.395,739014.0
2020-10-23,35.72,36.016,35.434,35.69,545520.0
2020-10-24,35.72,36.016,35.434,35.69,545520.0
2020-10-25,35.72,36.016,35.434,35.69,545520.0
2020-10-26,35.188,35.21,34.37,34.607,706803.0
2020-10-27,34.439,34.656,33.641,33.641,758458.0
2020-10-28,32.696,33.395,32.622,32.765,972311.0
2020-10-29,32.558,34.031,32.262,33.71,863415.0
2020-10-30,33.661,34.361,33.563,34.164,907873.0
2020-10-31,33.661,34.361,33.563,34.164,907873.0
2020-11-01,33.661,34.361,33.563,34.164,907873.0
2020-11-02,35.602,37.011,34.863,36.774,1242176.0
2020-11-03,37.464,37.69,37.001,37.326,813318.0
2020-11-04,36.262,37.237,35.71,35.868,1022494.0
2020-11-05,36.055,37.631,36.055,37.326,895026.0
2020-11-06,37.464,38.015,37.079,37.129,764012.0
2020-11-07,37.464,38.015,37.079,37.129,764012.0
2020-11-08,37.464,38.015,37.079,37.129,764012.0
2020-11-09,40.764,42.813,40.424,41.916,1272265.0
2020-11-10,42.33,42.783,41.581,41.729,1086287.0
2020-11-11,41.946,41.951,40.439,40.734,915605.0
2020-11-12,40.429,40.976,39.976,40.439,829350.0
2020-11-13,41.02,41.838,40.655,41.67,611520.0
2020-11-14,41.02,41.838,40.655,41.67,611520.0
2020-11-15,41.02,41.838,40.655,41.67,611520.0
2020-11-16,43.167,43.167,42.054,42.98,590702.0
2020-11-17,42.37,43.158,41.946,43.02,654554.0
2020-11-18,43.128,43.463,42.429,42.429,574361.0
2020-11-19,42.025,42.296,41.247,42.182,846570.0
2020-11-20,42.054,42.645,41.65,41.778,808336.0
2020-11-21,42.054,42.645,41.65,41.778,808336.0
2020-11-22,42.054,42.645,41.65,41.778,808336.0
2020-11-23,42.389,42.951,42.222,42.882,955361.0
2020-11-24,43.851,44.394,43.614,44.285,1244098.0
2020-11-25,43.95,43.999,42.953,43.772,705320.0
2020-11-26,43.95,43.999,42.953,43.772,705320.0
2020-11-27,43.673,43.775,42.736,42.825,493556.0
2020-11-28,43.673,43.775,42.736,42.825,493556.0
2020-11-29,43.673,43.775,42.736,42.825,493556.0
2020-11-30,42.529,43.003,41.178,41.345,3555988.0
2020-12-01,42.381,42.825,41.927,41.987,1107555.0
2020-12-02,41.74,42.125,41.355,41.996,869321.0
2020-12-03,41.937,42.608,41.779,42.046,793526.0
2020-12-04,42.213,43.022,42.1,42.766,1025407.0
2020-12-05,42.213,43.022,42.1,42.766,1025407.0
2020-12-06,42.213,43.022,42.1,42.766,1025407.0
2020-12-07,42.411,42.726,42.085,42.184,876115.0
2020-12-08,41.641,42.914,41.602,42.786,1077034.0
2020-12-09,42.835,42.998,42.401,42.578,868695.0
2020-12-10,42.223,43.18,41.996,43.072,965858.0
2020-12-11,42.411,43.318,42.401,43.072,870148.0
2020-12-12,42.411,43.318,42.401,43.072,870148.0
2020-12-13,42.411,43.318,42.401,43.072,870148.0
2020-12-14,43.752,43.762,42.282,42.292,1251452.0
2020-12-15,42.667,43.93,42.652,43.733,1246230.0
2020-12-16,43.812,44.004,43.486,43.762,1060778.0
2020-12-17,43.95,44.137,43.407,43.812,1253060.0
2020-12-18,43.792,44.029,42.815,43.21,3606971.0
2020-12-19,43.792,44.029,42.815,43.21,3606971.0
2020-12-20,43.792,44.029,42.815,43.21,3606971.0
2020-12-21,43.082,43.427,42.332,43.18,1206704.0
2020-12-22,43.003,43.387,42.45,42.47,920080.0
2020-12-23,42.904,43.792,42.904,43.506,1043902.0
2020-12-24,43.516,43.644,43.151,43.407,300127.0
2020-12-25,43.516,43.644,43.151,43.407,300127.0
2020-12-26,43.516,43.644,43.151,43.407,300127.0
2020-12-27,43.516,43.644,43.151,43.407,300127.0
2020-12-28,43.703,44.325,43.604,43.821,523628.0
2020-12-29,44.029,44.334,43.387,43.466,586698.0
2020-12-30,43.456,44.132,43.338,43.821,742514.0
2020-12-31,43.693,44.512,43.673,44.413,590521.0
2021-01-01,43.693,44.512,43.673,44.413,590521.0
2021-01-02,43.693,44.512,43.673,44.413,590521.0
2021-01-03,43.693,44.512,43.673,44.413,590521.0
2021-01-04,44.433,44.759,43.565,43.802,982814.0
2021-01-05,43.95,44.68,43.9,44.117,927989.0
2021-01-06,45.025,46.475,44.986,46.238,1076759.0
2021-01-07,46.534,46.534,45.676,46.12,1005378.0
2021-01-08,46.298,46.298,45.321,45.952,616396.0
2021-01-09,46.298,46.298,45.321,45.952,616396.0
2021-01-10,46.298,46.298,45.321,45.952,616396.0
2021-01-11,45.4,46.09,45.134,45.923,885182.0
2021-01-12,46.13,46.426,45.735,46.288,606463.0
2021-01-13,46.13,46.801,45.755,46.505,602362.0
2021-01-14,46.85,46.996,46.455,46.761,486744.0
2021-01-15,46.209,46.919,45.696,46.554,557914.0
2021-01-16,46.209,46.919,45.696,46.554,557914.0
2021-01-17,46.209,46.919,45.696,46.554,557914.0
2021-01-18,46.209,46.919,45.696,46.554,557914.0
2021-01-19,46.85,47.264,46.534,46.919,445531.0
2021-01-20,46.899,47.136,46.347,46.712,535619.0
2021-01-21,46.564,46.84,45.883,45.903,533738.0
2021-01-22,45.331,45.967,45.173,45.864,645305.0
2021-01-23,45.331,45.967,45.173,45.864,645305.0
2021-01-24,45.331,45.967,45.173,45.864,645305.0
2021-01-25,45.282,46.11,45.045,46.1,740302.0
2021-01-26,46.258,46.603,45.499,45.597,513531.0
2021-01-27,44.907,45.73,44.601,44.739,816126.0
2021-01-28,45.311,46.081,45.212,45.42,657294.0
2021-01-29,45.134,45.804,44.502,44.68,1602447.0
2021-01-30,45.134,45.804,44.502,44.68,1602447.0
2021-01-31,45.134,45.804,44.502,44.68,1602447.0
2021-02-01,45.015,45.538,44.556,45.262,667237.0
2021-02-02,45.607,45.864,45.005,45.548,673240.0
2021-02-03,45.36,46.436,45.341,46.268,657287.0
2021-02-04,46.455,47.255,46.377,47.166,693185.0
2021-02-05,47.669,47.807,47.136,47.156,836982.0
2021-02-06,47.669,47.807,47.136,47.156,836982.0
2021-02-07,47.669,47.807,47.136,47.156,836982.0
2021-02-08,47.935,48.192,46.587,47.768,739488.0
2021-02-09,47.541,47.856,47.442,47.452,574966.0
2021-02-10,47.61,47.649,47.008,47.343,552138.0
2021-02-11,47.343,47.708,46.939,47.57,471417.0
2021-02-12,47.452,47.975,47.403,47.965,634493.0
2021-02-13,47.452,47.975,47.403,47.965,634493.0
2021-02-14,47.452,47.975,47.403,47.965,634493.0
2021-02-15,47.452,47.975,47.403,47.965,634493.0
2021-02-16,48.419,48.631,47.935,48.113,919691.0
2021-02-17,48.103,48.113,47.195,47.866,1052184.0
2021-02-18,47.629,47.629,46.643,46.722,905510.0
2021-02-19,47.077,47.629,46.89,47.412,772813.0
2021-02-20,47.077,47.629,46.89,47.412,772813.0
2021-02-21,47.077,47.629,46.89,47.412,772813.0
2021-02-22,47.343,48.823,47.255,48.813,1557716.0
2021-02-23,49.24,50.08,48.707,49.833,1446483.0
2021-02-24,49.813,50.189,49.606,49.764,860110.0
2021-02-25,50.228,50.228,48.026,48.134,1068733.0
2021-02-26,47.937,48.05,47.024,47.225,1925986.0
2021-02-27,47.937,48.05,47.024,47.225,1925986.0
2021-02-28,47.937,48.05,47.024,47.225,1925986.0
2021-03-01,48.026,49.339,48.01,48.915,1017866.0
2021-03-02,48.875,49.24,48.653,48.776,812734.0
2021-03-03,48.687,49.883,48.549,48.984,777908.0
2021-03-04,48.835,49.003,47.571,48.361,772330.0
2021-03-05,49.033,49.764,48.589,49.438,990851.0
2021-03-06,49.033,49.764,48.589,49.438,990851.0
2021-03-07,49.033,49.764,48.589,49.438,990851.0
2021-03-08,49.754,50.534,49.339,49.586,1411915.0
2021-03-09,49.092,49.754,48.024,48.569,1048727.0
2021-03-10,48.5,50.041,48.322,49.883,811955.0
2021-03-11,49.458,49.957,48.984,49.596,755208.0
2021-03-12,50.278,50.979,49.655,50.939,1134824.0
2021-03-13,50.278,50.979,49.655,50.939,1134824.0
2021-03-14,50.278,50.979,49.655,50.939,1134824.0
2021-03-15,50.88,51.423,50.554,51.394,1272866.0
2021-03-16,50.969,50.969,49.739,50.752,1943969.0
2021-03-17,51.117,51.532,50.821,51.483,1351677.0
2021-03-18,51.72,52.638,51.364,52.214,1341563.0
2021-03-19,51.927,52.322,51.265,51.759,3396327.0
2021-03-20,51.927,52.322,51.265,51.759,3396327.0
2021-03-21,51.927,52.322,51.265,51.759,3396327.0
2021-03-22,51.423,51.483,50.495,51.068,3138061.0
2021-03-23,50.742,51.285,50.189,50.396,1163517.0
2021-03-24,50.604,51.093,50.248,50.278,957709.0
2021-03-25,50.436,51.532,49.784,51.364,625469.0
2021-03-26,51.759,52.075,51.236,52.016,470289.0
2021-03-27,51.759,52.075,51.236,52.016,470289.0
2021-03-28,51.759,52.075,51.236,52.016,470289.0
2021-03-29,51.295,51.898,50.979,51.502,875229.0
2021-03-30,51.74,52.174,51.468,52.026,678492.0
2021-03-31,51.779,51.957,50.604,50.653,1114117.0
2021-04-01,50.436,51.621,50.179,51.611,885862.0
2021-04-02,50.436,51.621,50.179,51.611,885862.0
2021-04-03,50.436,51.621,50.179,51.611,885862.0
2021-04-04,50.436,51.621,50.179,51.611,885862.0
2021-04-05,52.016,52.248,51.651,52.095,814962.0
2021-04-06,52.174,52.708,51.927,52.411,649594.0
2021-04-07,52.401,52.777,52.075,52.698,648249.0
2021-04-08,52.036,52.441,51.982,52.362,633456.0
2021-04-09,52.875,52.994,52.337,52.955,746978.0
2021-04-10,52.875,52.994,52.337,52.955,746978.0
2021-04-11,52.875,52.994,52.337,52.955,746978.0
2021-04-12,52.994,53.537,52.955,53.518,700034.0
2021-04-13,53.211,53.266,52.53,52.836,639620.0
2021-04-14,52.767,53.666,52.767,53.359,560614.0
2021-04-15,53.379,53.498,53.024,53.369,436648.0
2021-04-16,53.764,53.913,53.399,53.705,541159.0
2021-04-17,53.764,53.913,53.399,53.705,541159.0
2021-04-18,53.764,53.913,53.399,53.705,541159.0
2021-04-19,53.834,53.873,53.3,53.597,368991.0
2021-04-20,53.28,53.468,52.875,53.271,449321.0
2021-04-21,53.113,54.169,53.113,54.14,355611.0
2021-04-22,53.903,54.13,53.557,53.616,377617.0
2021-04-23,53.735,54.723,53.597,54.535,519715.0
2021-04-24,53.735,54.723,53.597,54.535,519715.0
2021-04-25,53.735,54.723,53.597,54.535,519715.0
2021-04-26,54.644,55.177,54.515,54.555,762855.0
2021-04-27,54.347,54.97,54.199,54.881,596717.0
2021-04-28,55.167,55.167,54.505,54.713,355712.0
2021-04-29,55.019,55.513,54.94,55.463,613010.0
2021-04-30,55.454,55.76,54.96,55.068,673744.0
2021-05-01,55.454,55.76,54.96,55.068,673744.0
2021-05-02,55.454,55.76,54.96,55.068,673744.0
2021-05-03,54.91,56.738,54.545,56.343,890282.0
2021-05-04,56.106,56.866,55.908,56.777,934092.0
2021-05-05,56.708,56.836,56.214,56.58,918282.0
2021-05-06,56.896,57.508,56.283,57.469,1210349.0
2021-05-07,56.708,57.775,56.599,57.725,650651.0
2021-05-08,56.708,57.775,56.599,57.725,650651.0
2021-05-09,56.708,57.775,56.599,57.725,650651.0
2021-05-10,57.883,58.664,57.686,57.716,957776.0
2021-05-11,57.469,57.745,56.728,57.004,825697.0
2021-05-12,57.419,57.419,55.868,55.967,869764.0
2021-05-13,55.651,57.804,55.572,57.439,607348.0
2021-05-14,57.587,58.491,57.469,58.209,479899.0
2021-05-15,57.587,58.491,57.469,58.209,479899.0
2021-05-16,57.587,58.491,57.469,58.209,479899.0
2021-05-17,57.943,58.091,57.399,57.735,736038.0
2021-05-18,57.597,58.101,57.399,57.429,689249.0
2021-05-19,56.985,57.498,56.254,57.498,691700.0
2021-05-20,57.479,57.479,56.491,57.054,1037641.0
2021-05-21,57.36,57.39,56.708,57.034,1421940.0
2021-05-22,57.36,57.39,56.708,57.034,1421940.0
2021-05-23,57.36,57.39,56.708,57.034,1421940.0
2021-05-24,57.37,58.081,57.291,57.864,543267.0
2021-05-25,57.827,58.232,56.69,56.719,926853.0
2021-05-26,57.154,57.352,56.601,56.887,1087272.0
2021-05-27,57.392,57.629,56.828,57.53,2514367.0
2021-05-28,57.797,57.896,56.966,57.728,724391.0
2021-05-29,57.797,57.896,56.966,57.728,724391.0
2021-05-30,57.797,57.896,56.966,57.728,724391.0
2021-05-31,57.797,57.896,56.966,57.728,724391.0
2021-06-01,58.183,58.568,57.698,57.846,654631.0
2021-06-02,58.074,58.074,57.352,57.639,859811.0
2021-06-03,57.372,57.906,57.154,57.54,713255.0
2021-06-04,57.619,57.664,57.026,57.411,770349.0
2021-06-05,57.619,57.664,57.026,57.411,770349.0
2021-06-06,57.619,57.664,57.026,57.411,770349.0
2021-06-07,57.51,57.51,56.581,56.67,737245.0
2021-06-08,56.294,56.927,55.988,56.709,675994.0
2021-06-09,56.393,56.393,55.809,55.819,934097.0
2021-06-10,56.304,56.403,55.216,55.295,586482.0
2021-06-11,55.483,55.963,55.483,55.622,790718.0
2021-06-12,55.483,55.963,55.483,55.622,790718.0
2021-06-13,55.483,55.963,55.483,55.622,790718.0
2021-06-14,55.414,55.711,54.806,55.196,751075.0
2021-06-15,55.226,56.314,55.093,55.879,890700.0
2021-06-16,55.602,55.948,55.315,55.503,860095.0
2021-06-17,55.77,55.958,53.634,53.852,1223035.0
2021-06-18,52.853,53.298,52.339,52.418,2481630.0
2021-06-19,52.853,53.298,52.339,52.418,2481630.0
2021-06-20,52.853,53.298,52.339,52.418,2481630.0
2021-06-21,52.972,54.01,52.754,53.95,872687.0
2021-06-22,53.931,54.143,53.337,53.812,861257.0
2021-06-23,53.832,54.237,53.565,53.624,791095.0
2021-06-24,53.95,54.702,53.743,54.504,829704.0
2021-06-25,54.682,55.186,54.395,54.999,1143667.0
2021-06-26,54.682,55.186,54.395,54.999,1143667.0
2021-06-27,54.682,55.186,54.395,54.999,1143667.0
2021-06-28,54.742,54.742,53.782,53.901,1008315.0
2021-06-29,54.188,54.426,53.624,53.802,594639.0
2021-06-30,53.525,54.099,53.525,54.039,811877.0
2021-07-01,54.475,54.86,54.109,54.583,682707.0
2021-07-02,54.633,54.633,54.277,54.376,578446.0
2021-07-03,54.633,54.633,54.277,54.376,578446.0
2021-07-04,54.633,54.633,54.277,54.376,578446.0
2021-07-05,54.633,54.633,54.277,54.376,578446.0
2021-07-06,54.02,54.059,53.001,53.308,1224116.0
2021-07-07,52.912,53.753,52.902,53.496,786483.0
2021-07-08,52.645,53.011,51.983,52.289,932251.0
2021-07-09,52.981,54.193,52.981,54.099,1231627.0
2021-07-10,52.981,54.193,52.981,54.099,1231627.0
2021-07-11,52.981,54.193,52.981,54.099,1231627.0
2021-07-12,53.634,54.613,53.486,54.435,786034.0
2021-07-13,54.386,54.504,53.634,53.654,866055.0
2021-07-14,53.772,54.514,53.545,53.792,707826.0
2021-07-15,53.09,54.475,53.09,53.98,1038297.0
2021-07-16,54.188,54.227,53.308,53.416,958828.0
2021-07-17,54.188,54.227,53.308,53.416,958828.0
2021-07-18,54.188,54.227,53.308,53.416,958828.0
