,TMP US Equity,TMP US Equity,TMP US Equity,TMP US Equity,TMP US Equity
2021-03-15,83.1074,83.1074,80.5888,82.4665,61007.0
2021-03-16,82.0241,82.0241,79.1985,79.7221,36141.0
2021-03-17,80.2999,80.2999,77.2666,78.1874,53103.0
2021-03-18,78.8735,78.8735,76.2826,76.8875,72739.0
2021-03-19,76.0569,78.8013,74.6396,78.5305,237099.0
2021-03-20,76.0569,78.8013,74.6396,78.5305,237099.0
2021-03-21,76.0569,78.8013,74.6396,78.5305,237099.0
2021-03-22,77.5645,77.5645,75.091,75.7951,35389.0
2021-03-23,74.6577,74.6577,72.5091,72.6716,33283.0
2021-03-24,74.1702,78.1603,73.2133,73.2223,33161.0
2021-03-25,73.123,75.6597,72.3556,75.5333,31592.0
2021-03-26,76.8784,77.2395,75.8583,76.6437,29389.0
2021-03-27,76.8784,77.2395,75.8583,76.6437,29389.0
2021-03-28,76.8784,77.2395,75.8583,76.6437,29389.0
2021-03-29,75.8673,76.9958,74.5584,74.8563,44913.0
2021-03-30,75.5875,76.7611,75.425,76.1743,38609.0
2021-03-31,76.1743,76.9597,74.1973,74.6577,52092.0
2021-04-01,73.7278,74.5222,72.9153,74.5132,38800.0
2021-04-02,73.7278,74.5222,72.9153,74.5132,38800.0
2021-04-03,73.7278,74.5222,72.9153,74.5132,38800.0
2021-04-04,73.7278,74.5222,72.9153,74.5132,38800.0
2021-04-05,75.0278,75.0278,72.9334,73.5473,36200.0
2021-04-06,73.3216,73.8452,72.5633,73.0327,33058.0
2021-04-07,72.2293,73.3667,71.8501,71.9675,37258.0
2021-04-08,71.7959,73.0959,71.5432,72.7619,50212.0
2021-04-09,72.6987,73.3396,72.1661,72.8973,29430.0
2021-04-10,72.6987,73.3396,72.1661,72.8973,29430.0
2021-04-11,72.6987,73.3396,72.1661,72.8973,29430.0
2021-04-12,73.5834,73.5834,72.8792,72.8883,15933.0
2021-04-13,73.2403,73.2403,71.4998,71.5071,29012.0
2021-04-14,71.5071,73.0508,71.5071,72.3647,15358.0
2021-04-15,73.0327,73.0327,71.2904,72.0758,21646.0
2021-04-16,73.2494,73.2494,71.8862,72.0307,35239.0
2021-04-17,73.2494,73.2494,71.8862,72.0307,35239.0
2021-04-18,73.2494,73.2494,71.8862,72.0307,35239.0
2021-04-19,71.4619,72.8791,70.9835,71.3084,36702.0
2021-04-20,71.3084,71.3084,69.187,69.4217,53509.0
2021-04-21,69.4217,71.146,69.4217,70.9203,18915.0
2021-04-22,70.8119,71.2182,69.9904,70.3606,21260.0
2021-04-23,70.7366,72.5813,70.7366,71.6605,53429.0
2021-04-24,70.7366,72.5813,70.7366,71.6605,53429.0
2021-04-25,70.7366,72.5813,70.7366,71.6605,53429.0
2021-04-26,72.5272,72.5272,70.8119,71.2904,21694.0
2021-04-27,71.0828,71.6064,70.2432,70.7307,24862.0
2021-04-28,71.5161,71.56,70.1439,70.4599,15997.0
2021-04-29,71.2001,71.6154,70.4779,70.7668,19002.0
2021-04-30,69.8009,71.9223,69.8009,70.5501,58365.0
2021-05-01,69.8009,71.9223,69.8009,70.5501,58365.0
2021-05-02,69.8009,71.9223,69.8009,70.5501,58365.0
2021-05-03,72.2202,72.7077,71.4709,72.473,72965.0
2021-05-04,72.6535,73.0508,71.7959,72.6355,24713.0
2021-05-05,72.0893,72.9605,71.3446,72.3195,32528.0
2021-05-06,72.0307,73.3306,71.4348,72.7348,32181.0
2021-05-07,71.498,72.5777,71.498,72.4459,29113.0
2021-05-08,71.498,72.5777,71.498,72.4459,29113.0
2021-05-09,71.498,72.5777,71.498,72.4459,29113.0
2021-05-10,72.3459,73.2912,71.6279,71.637,35809.0
2021-05-11,70.3737,71.6188,70.3737,71.2189,25626.0
2021-05-12,71.3007,71.7575,69.792,69.8102,29476.0
2021-05-13,70.4191,75.1362,70.4191,74.6908,82674.0
2021-05-14,74.6636,75.6815,73.9001,75.6451,42070.0
2021-05-15,74.6636,75.6815,73.9001,75.6451,42070.0
2021-05-16,74.6636,75.6815,73.9001,75.6451,42070.0
2021-05-17,75.4361,76.3631,74.3182,76.3631,40255.0
2021-05-18,75.8814,76.345,73.6729,74.1364,37023.0
2021-05-19,73.1367,73.9092,72.2914,73.682,25032.0
2021-05-20,73.4366,73.7729,72.7095,73.5002,21582.0
2021-05-21,74.7272,74.9817,73.582,74.5727,26867.0
2021-05-22,74.7272,74.9817,73.582,74.5727,26867.0
2021-05-23,74.7272,74.9817,73.582,74.5727,26867.0
2021-05-24,75.0089,75.0316,73.482,74.091,37702.0
2021-05-25,73.6184,73.9819,71.2917,71.3462,50934.0
2021-05-26,72.3369,73.2684,71.3553,72.7277,28073.0
2021-05-27,73.8547,74.2909,73.0912,74.2637,31447.0
2021-05-28,74.9908,74.9908,73.0458,73.7547,27489.0
2021-05-29,74.9908,74.9908,73.0458,73.7547,27489.0
2021-05-30,74.9908,74.9908,73.0458,73.7547,27489.0
2021-05-31,74.9908,74.9908,73.0458,73.7547,27489.0
2021-06-01,75.2271,75.8178,73.3821,74.809,49717.0
2021-06-02,74.9726,75.3997,73.4775,73.8183,29259.0
2021-06-03,73.8456,75.0998,73.7092,75.018,28236.0
2021-06-04,74.9635,75.3361,74.7454,74.9817,24054.0
2021-06-05,74.9635,75.3361,74.7454,74.9817,24054.0
2021-06-06,74.9635,75.3361,74.7454,74.9817,24054.0
2021-06-07,75.5542,76.3359,75.1725,76.1541,22882.0
2021-06-08,76.2995,77.6901,76.0905,77.4083,30760.0
2021-06-09,76.8539,77.2266,75.427,75.5452,25522.0
2021-06-10,76.4449,76.4449,74.8999,75.0998,29491.0
2021-06-11,75.7815,75.8178,75.1271,75.1816,15805.0
2021-06-12,75.7815,75.8178,75.1271,75.1816,15805.0
2021-06-13,75.7815,75.8178,75.1271,75.1816,15805.0
2021-06-14,75.5361,75.8178,73.6093,74.0819,34353.0
2021-06-15,75.6451,75.736,73.9819,75.736,27655.0
2021-06-16,75.1998,76.8539,74.5454,76.4268,27100.0
2021-06-17,75.8996,76.0996,73.3366,73.4639,39411.0
2021-06-18,71.8915,72.7095,70.51,71.2371,118456.0
2021-06-19,71.8915,72.7095,70.51,71.2371,118456.0
2021-06-20,71.8915,72.7095,70.51,71.2371,118456.0
2021-06-21,71.5734,73.5275,71.5734,73.0094,36660.0
2021-06-22,72.3369,73.2366,71.8915,72.7004,29305.0
2021-06-23,72.7004,73.0321,72.2278,72.2823,32217.0
2021-06-24,72.2823,73.3639,72.0642,73.1276,23967.0
2021-06-25,73.1094,73.7451,72.6277,72.8367,152983.0
2021-06-26,73.1094,73.7451,72.6277,72.8367,152983.0
2021-06-27,73.1094,73.7451,72.6277,72.8367,152983.0
2021-06-28,72.9549,72.9549,70.6554,71.0735,36232.0
2021-06-29,71.2644,71.6461,70.8414,70.919,17098.0
2021-06-30,70.5191,71.9688,70.401,70.4919,36898.0
2021-07-01,70.9099,71.5734,70.8781,71.1462,20572.0
2021-07-02,71.2189,71.9642,69.792,69.792,21271.0
2021-07-03,71.2189,71.9642,69.792,69.792,21271.0
2021-07-04,71.2189,71.9642,69.792,69.792,21271.0
2021-07-05,71.2189,71.9642,69.792,69.792,21271.0
2021-07-06,69.9738,69.9738,67.6744,67.9198,33515.0
2021-07-07,67.8925,69.842,67.7016,68.4651,47563.0
2021-07-08,67.2654,69.1195,66.8609,67.4381,49835.0
2021-07-09,68.5287,70.7555,68.5287,70.3464,33671.0
2021-07-10,68.5287,70.7555,68.5287,70.3464,33671.0
2021-07-11,68.5287,70.7555,68.5287,70.3464,33671.0
2021-07-12,70.0465,70.71,69.2013,70.71,19416.0
2021-07-13,70.2192,70.2192,69.074,69.0831,28499.0
2021-07-14,69.3558,69.3558,68.7468,69.1649,22164.0
2021-07-15,67.9379,70.101,67.9379,69.7193,32570.0
2021-07-16,70.4555,70.8736,68.4742,68.7286,34539.0
2021-07-17,70.4555,70.8736,68.4742,68.7286,34539.0
2021-07-18,70.4555,70.8736,68.4742,68.7286,34539.0
2021-07-19,67.0745,68.456,66.511,66.92,39092.0
2021-07-20,66.9927,70.4191,66.9927,68.2924,55392.0
2021-07-21,69.1376,69.8829,68.7923,68.9377,23842.0
2021-07-22,68.8832,69.3001,67.0836,67.3199,23656.0
2021-07-23,67.4835,68.9604,67.4835,68.6559,21551.0
2021-07-24,67.4835,68.9604,67.4835,68.6559,21551.0
2021-07-25,67.4835,68.9604,67.4835,68.6559,21551.0
2021-07-26,68.7286,69.7466,68.7286,69.1195,16803.0
2021-07-27,68.4833,69.7284,68.4416,68.7923,22219.0
2021-07-28,69.5103,70.0283,68.4833,69.583,24173.0
2021-07-29,70.2101,70.6645,69.6693,69.7011,19309.0
2021-07-30,69.8466,70.0283,69.1195,69.7557,23061.0
2021-07-31,69.8466,70.0283,69.1195,69.7557,23061.0
2021-08-01,69.8466,70.0283,69.1195,69.7557,23061.0
2021-08-02,70.0303,71.4032,68.7305,69.1882,35599.0
2021-08-03,69.2889,70.7808,68.639,70.5337,51977.0
2021-08-04,69.3163,70.2591,69.147,69.5726,21375.0
2021-08-05,69.6001,70.6758,69.6001,70.552,14915.0
2021-08-06,71.2385,72.7579,71.2385,72.4375,21679.0
2021-08-07,71.2385,72.7579,71.2385,72.4375,21679.0
2021-08-08,71.2385,72.7579,71.2385,72.4375,21679.0
2021-08-09,71.9158,72.3094,71.3666,71.687,17112.0
2021-08-10,72.0165,73.2247,70.7717,72.4925,21750.0
2021-08-11,72.941,74.8631,71.9616,74.8356,26808.0
2021-08-12,74.8082,74.8082,73.6469,74.2498,18733.0
2021-08-13,74.799,74.8723,73.6915,74.0942,23449.0
2021-08-14,74.799,74.8723,73.6915,74.0942,23449.0
2021-08-15,74.799,74.8723,73.6915,74.0942,23449.0
2021-08-16,73.9386,74.7716,73.0233,74.5427,19957.0
2021-08-17,73.7556,73.7556,71.8584,73.0416,16415.0
2021-08-18,73.2888,73.6824,72.044,72.4284,17742.0
2021-08-19,72.9776,72.9776,71.4215,72.3185,25475.0
2021-08-20,71.4673,73.5908,71.4673,73.2339,29995.0
2021-08-21,71.4673,73.5908,71.4673,73.2339,29995.0
2021-08-22,71.4673,73.5908,71.4673,73.2339,29995.0
2021-08-23,73.7464,73.7464,72.7396,72.7854,22128.0
2021-08-24,73.1149,73.1149,71.989,72.5565,17661.0
2021-08-25,70.4788,73.5359,70.4788,72.227,24871.0
2021-08-26,72.2362,72.2362,70.7808,70.7808,23645.0
2021-08-27,70.9639,73.8105,70.9639,73.7922,39393.0
2021-08-28,70.9639,73.8105,70.9639,73.7922,39393.0
2021-08-29,70.9639,73.8105,70.9639,73.7922,39393.0
2021-08-30,73.8837,73.8837,71.4673,71.4673,22641.0
2021-08-31,72.4284,72.8494,71.5771,72.8494,36347.0
2021-09-01,73.1332,73.1332,71.5314,72.8311,27855.0
2021-09-02,73.2247,73.8105,71.7511,73.005,24785.0
2021-09-03,73.1332,73.1332,71.7511,72.5291,30446.0
2021-09-04,73.1332,73.1332,71.7511,72.5291,30446.0
2021-09-05,73.1332,73.1332,71.7511,72.5291,30446.0
2021-09-06,73.1332,73.1332,71.7511,72.5291,30446.0
2021-09-07,72.703,72.8677,70.8815,71.092,39372.0
2021-09-08,71.0737,71.4582,70.0028,70.5337,28718.0
2021-09-09,70.7076,71.3483,70.131,70.2774,43892.0
2021-09-10,70.8357,70.8357,68.8587,69.2065,26781.0
2021-09-11,70.8357,70.8357,68.8587,69.2065,26781.0
2021-09-12,70.8357,70.8357,68.8587,69.2065,26781.0
2021-09-13,69.6458,70.7717,69.1058,70.4971,46065.0
2021-09-14,70.6435,70.6435,69.0509,69.1699,34068.0
2021-09-15,69.4719,70.5566,68.9777,70.012,31145.0
2021-09-16,70.2591,70.2591,68.7122,68.7214,25993.0
2021-09-17,69.0784,72.7121,68.3095,71.2568,224502.0
2021-09-18,69.0784,72.7121,68.3095,71.2568,224502.0
2021-09-19,69.0784,72.7121,68.3095,71.2568,224502.0
2021-09-20,69.5177,69.5726,68.099,68.7671,49056.0
2021-09-21,69.3804,69.3804,67.9434,68.0807,21157.0
2021-09-22,68.5017,70.854,68.5017,69.3896,27246.0
2021-09-23,70.0211,72.0531,70.0211,71.3209,23121.0
2021-09-24,71.8792,72.1629,71.3117,71.7968,21913.0
2021-09-25,71.8792,72.1629,71.3117,71.7968,21913.0
2021-09-26,71.8792,72.1629,71.3117,71.7968,21913.0
2021-09-27,71.9524,75.0553,71.9524,73.8013,37457.0
2021-09-28,72.584,73.8673,71.4124,72.767,22920.0
2021-09-29,73.719,74.5061,73.2247,74.2041,19995.0
2021-09-30,74.6343,75.0096,73.481,74.0576,20334.0
2021-10-01,74.14,76.0713,71.9045,74.9821,40156.0
2021-10-02,74.14,76.0713,71.9045,74.9821,40156.0
2021-10-03,74.14,76.0713,71.9045,74.9821,40156.0
2021-10-04,73.6966,75.8516,73.3895,74.14,30789.0
2021-10-05,74.378,75.8059,73.7098,75.3482,23815.0
2021-10-06,75.0553,75.2475,73.9386,74.8082,10221.0
2021-10-07,75.7876,76.0988,75.1468,75.9706,31671.0
2021-10-08,75.513,76.7486,75.513,75.6686,15810.0
2021-10-09,75.513,76.7486,75.513,75.6686,15810.0
2021-10-10,75.513,76.7486,75.513,75.6686,15810.0
2021-10-11,75.9706,76.3358,74.3414,74.3505,16409.0
2021-10-12,74.6526,75.2109,74.2773,74.8082,23421.0
2021-10-13,74.9455,74.9455,73.7991,74.378,8228.0
2021-10-14,75.0553,75.4581,72.7914,75.275,19386.0
2021-10-15,76.8859,76.8859,74.9729,74.9729,30779.0
2021-10-16,76.8859,76.8859,74.9729,74.9729,30779.0
2021-10-17,76.8859,76.8859,74.9729,74.9729,30779.0
2021-10-18,74.9455,75.2384,74.1583,74.5336,12000.0
2021-10-19,75.2658,75.2658,74.3597,74.5427,14950.0
2021-10-20,74.8082,75.9798,74.8082,75.8974,19781.0
2021-10-21,72.9226,75.8333,72.9226,74.6526,24649.0
2021-10-22,73.9661,75.6137,73.9661,75.0187,11651.0
2021-10-23,73.9661,75.6137,73.9661,75.0187,11651.0
2021-10-24,73.9661,75.6137,73.9661,75.0187,11651.0
2021-10-25,75.934,76.8859,75.1468,76.648,31304.0
2021-10-26,76.8768,77.4992,76.1537,76.2544,36248.0
2021-10-27,76.1354,76.3642,73.5954,73.7098,25764.0
2021-10-28,74.7784,75.2841,74.3959,74.9272,22101.0
2021-10-29,74.5885,75.2841,74.3871,75.156,26459.0
2021-10-30,74.5885,75.2841,74.3871,75.156,26459.0
2021-10-31,74.5885,75.2841,74.3871,75.156,26459.0
2021-11-01,76.0316,77.4234,76.004,76.9994,29251.0
2021-11-02,77.1192,77.5893,75.3496,75.5616,20815.0
2021-11-03,74.9771,78.4373,74.9771,77.7276,28623.0
2021-11-04,77.4879,77.6077,75.2113,76.4464,33157.0
2021-11-05,77.0547,79.1747,77.0547,78.0963,49564.0
2021-11-06,77.0547,79.1747,77.0547,78.0963,49564.0
2021-11-07,77.0547,79.1747,77.0547,78.0963,49564.0
2021-11-08,78.594,79.0087,77.6446,78.3267,28300.0
2021-11-09,77.5893,78.0778,76.8704,77.3958,34644.0
2021-11-10,77.3958,78.299,77.2206,77.2206,33548.0
2021-11-11,77.6077,78.2345,77.3312,77.8658,27481.0
2021-11-12,78.3451,78.3451,76.898,77.322,23338.0
2021-11-13,78.3451,78.3451,76.898,77.322,23338.0
2021-11-14,78.3451,78.3451,76.898,77.322,23338.0
2021-11-15,77.9764,79.0364,77.2346,78.1884,37512.0
2021-11-16,78.5018,78.5018,77.2524,77.4511,16041.0
2021-11-17,76.9349,77.3312,76.0593,77.1838,27245.0
2021-11-18,77.1192,77.4511,76.1238,77.3312,25021.0
2021-11-19,76.4187,77.0639,76.0869,76.4003,15690.0
2021-11-20,76.4187,77.0639,76.0869,76.4003,15690.0
2021-11-21,76.4187,77.0639,76.0869,76.4003,15690.0
2021-11-22,77.1469,78.9719,76.557,77.0086,28053.0
2021-11-23,77.4326,78.3912,77.2466,78.3635,19381.0
2021-11-24,77.8566,78.7599,77.4142,77.4511,14998.0
2021-11-25,77.8566,78.7599,77.4142,77.4511,14998.0
2021-11-26,75.6169,77.0271,72.6674,73.838,38621.0
2021-11-27,75.6169,77.0271,72.6674,73.838,38621.0
2021-11-28,75.6169,77.0271,72.6674,73.838,38621.0
2021-11-29,74.732,75.4878,72.2987,72.3171,31639.0
2021-11-30,72.2895,72.5568,71.248,72.0406,43610.0
2021-12-01,73.7089,74.5569,71.3862,71.3862,31990.0
2021-12-02,71.3033,74.5569,71.1654,74.5016,31876.0
2021-12-03,74.6306,74.6306,72.3079,72.6213,22936.0
2021-12-04,74.6306,74.6306,72.3079,72.6213,22936.0
2021-12-05,74.6306,74.6306,72.3079,72.6213,22936.0
2021-12-06,74.0315,75.1468,74.0131,74.6952,20660.0
2021-12-07,75.2021,75.3588,73.0729,73.1928,21522.0
2021-12-08,74.0868,74.2066,72.907,74.2066,17036.0
2021-12-09,73.1006,73.3679,72.9439,72.9439,20301.0
2021-12-10,73.1836,73.4877,72.3725,73.2204,21934.0
2021-12-11,73.1836,73.4877,72.3725,73.2204,21934.0
2021-12-12,73.1836,73.4877,72.3725,73.2204,21934.0
2021-12-13,72.8057,73.6997,72.2065,72.9623,28725.0
2021-12-14,73.1467,74.4417,72.5844,73.1743,28917.0
2021-12-15,74.0315,75.2897,72.7504,75.2205,57111.0
2021-12-16,75.7367,77.3307,74.9071,75.451,56247.0
2021-12-17,75.3127,75.3957,73.2296,73.9762,282620.0
2021-12-18,75.3127,75.3957,73.2296,73.9762,282620.0
2021-12-19,75.3127,75.3957,73.2296,73.9762,282620.0
2021-12-20,73.4232,73.8564,72.0775,73.0545,38387.0
2021-12-21,73.8287,75.4325,73.8287,75.239,30115.0
2021-12-22,74.2804,75.7736,74.0315,75.2297,27131.0
2021-12-23,74.8611,76.1699,74.8611,75.9763,23557.0
2021-12-24,74.8611,76.1699,74.8611,75.9763,23557.0
2021-12-25,74.8611,76.1699,74.8611,75.9763,23557.0
2021-12-26,74.8611,76.1699,74.8611,75.9763,23557.0
2021-12-27,76.2528,77.0455,75.4325,77.0455,19175.0
2021-12-28,76.6768,77.5156,76.1238,76.8059,21372.0
2021-12-29,76.6215,77.2575,75.2758,76.9533,14147.0
2021-12-30,76.5847,76.8243,76.1699,76.7874,32898.0
2021-12-31,77.5663,77.5663,76.2528,77.0363,13668.0
2022-01-01,77.5663,77.5663,76.2528,77.0363,13668.0
2022-01-02,77.5663,77.5663,76.2528,77.0363,13668.0
2022-01-03,77.1192,78.7691,76.6584,77.5156,49546.0
2022-01-04,78.3728,79.1931,78.3728,78.3912,27707.0
2022-01-05,77.0455,78.9903,77.0455,77.9303,25873.0
2022-01-06,77.7368,79.3959,77.7368,79.2484,28718.0
2022-01-07,79.2668,79.6539,78.8244,79.5433,15546.0
2022-01-08,79.2668,79.6539,78.8244,79.5433,15546.0
2022-01-09,79.2668,79.6539,78.8244,79.5433,15546.0
2022-01-10,79.3959,79.3959,78.1976,78.4373,20670.0
2022-01-11,78.9903,78.9903,77.3405,77.5893,23094.0
2022-01-12,77.6815,78.3866,77.1653,77.3589,24280.0
2022-01-13,78.2437,79.0456,77.7921,78.087,13086.0
2022-01-14,77.617,79.2484,77.6077,79.2115,21159.0
2022-01-15,77.617,79.2484,77.6077,79.2115,21159.0
2022-01-16,77.617,79.2484,77.6077,79.2115,21159.0
2022-01-17,77.617,79.2484,77.6077,79.2115,21159.0
2022-01-18,78.9627,78.9995,77.3312,77.746,39548.0
2022-01-19,77.193,77.5985,76.4187,76.4187,27437.0
2022-01-20,76.5201,77.2391,74.5292,74.6859,25504.0
2022-01-21,74.4924,77.1008,74.4924,74.7597,29654.0
2022-01-22,74.4924,77.1008,74.4924,74.7597,29654.0
2022-01-23,74.4924,77.1008,74.4924,74.7597,29654.0
2022-01-24,73.6536,77.1561,73.6536,76.4464,33623.0
2022-01-25,76.0224,77.4142,75.0454,76.2252,31708.0
2022-01-26,76.8519,77.5893,74.6767,75.368,34219.0
2022-01-27,75.368,77.2391,73.6075,73.6997,25260.0
2022-01-28,72.8978,73.8426,71.3217,73.3495,28583.0
2022-01-29,72.8978,73.8426,71.3217,73.3495,28583.0
2022-01-30,72.8978,73.8426,71.3217,73.3495,28583.0
2022-01-31,71.8563,73.9209,71.6061,73.331,31856.0
2022-02-01,73.7181,74.5753,71.3309,74.5753,30423.0
2022-02-02,74.5661,75.1376,72.8425,73.9486,36295.0
2022-02-03,73.5338,74.4094,72.8517,73.4601,24259.0
2022-02-04,73.2942,73.9578,72.6582,73.8011,18875.0
2022-02-05,73.2942,73.9578,72.6582,73.8011,18875.0
2022-02-06,73.2942,73.9578,72.6582,73.8011,18875.0
2022-02-07,73.012,73.5783,72.9861,73.5412,27614.0
2022-02-08,73.8568,75.1286,73.8568,74.9429,16330.0
2022-02-09,74.8315,74.8315,72.3158,72.585,40585.0
2022-02-10,72.585,73.9589,71.9074,72.1858,40540.0
2022-02-11,72.5293,74.0053,72.1487,72.6593,28030.0
2022-02-12,72.5293,74.0053,72.1487,72.6593,28030.0
2022-02-13,72.5293,74.0053,72.1487,72.6593,28030.0
2022-02-14,73.2534,73.7268,72.3715,72.4365,34279.0
2022-02-15,73.9868,75.5742,73.5226,75.4257,52429.0
2022-02-16,74.8037,75.1472,74.2552,74.618,17510.0
2022-02-17,74.6366,75.0079,73.5969,74.0425,39327.0
2022-02-18,72.8728,74.6923,72.8728,74.321,27867.0
2022-02-19,72.8728,74.6923,72.8728,74.321,27867.0
2022-02-20,72.8728,74.6923,72.8728,74.321,27867.0
2022-02-21,72.8728,74.6923,72.8728,74.321,27867.0
2022-02-22,74.3303,75.175,73.829,74.0796,38453.0
2022-02-23,74.5438,74.9708,72.1023,72.3344,33960.0
2022-02-24,71.0626,72.093,70.0229,71.471,34705.0
2022-02-25,72.0373,74.1817,72.0373,73.6804,39266.0
2022-02-26,72.0373,74.1817,72.0373,73.6804,39266.0
2022-02-27,72.0373,74.1817,72.0373,73.6804,39266.0
2022-02-28,72.78,74.14,72.78,73.4298,31085.0
2022-03-01,72.8171,72.8171,70.19,70.7098,60170.0
2022-03-02,71.0162,73.4948,71.0162,73.2627,31847.0
2022-03-03,73.2441,74.0146,72.4434,73.8197,30136.0
2022-03-04,72.2508,73.6944,72.2508,73.1327,24828.0
2022-03-05,72.2508,73.6944,72.2508,73.1327,24828.0
2022-03-06,72.2508,73.6944,72.2508,73.1327,24828.0
2022-03-07,72.9285,73.3741,72.4365,72.7521,31022.0
2022-03-08,73.0306,73.5969,71.5824,71.601,33291.0
2022-03-09,73.6804,73.7361,72.8264,73.2998,27817.0
2022-03-10,72.0002,73.569,72.0002,73.3462,19058.0
2022-03-11,73.5876,74.7573,73.5876,74.0518,24394.0
2022-03-12,73.5876,74.7573,73.5876,74.0518,24394.0
2022-03-13,73.5876,74.7573,73.5876,74.0518,24394.0
2022-03-14,74.9522,75.2771,74.5345,75.0915,28610.0
2022-03-15,74.8872,75.3978,73.8243,74.6366,35814.0
2022-03-16,74.7758,75.2214,74.3767,75.0636,28300.0
2022-03-17,75.1008,75.1657,73.901,74.8037,26539.0
2022-03-18,74.5345,74.5345,72.8449,73.6155,99796.0
2022-03-19,74.5345,74.5345,72.8449,73.6155,99796.0
2022-03-20,74.5345,74.5345,72.8449,73.6155,99796.0
2022-03-21,74.6737,74.6737,73.4484,73.9404,28725.0
2022-03-22,73.9404,75.6206,73.9404,74.5716,34299.0
2022-03-23,73.764,73.764,72.2787,72.585,32170.0
2022-03-24,72.288,73.0863,72.223,73.0863,21070.0
2022-03-25,72.9749,74.8223,72.5015,74.4788,28419.0
2022-03-26,72.9749,74.8223,72.5015,74.4788,28419.0
2022-03-27,72.9749,74.8223,72.5015,74.4788,28419.0
2022-03-28,73.8011,74.4138,72.3808,73.8754,30521.0
2022-03-29,74.7201,75.1936,73.7176,74.4974,33551.0
2022-03-30,74.6644,74.6644,72.4643,72.52,30440.0
2022-03-31,72.9563,73.4391,72.3482,72.6593,55362.0
2022-04-01,72.5479,73.6108,72.3994,73.3648,44340.0
2022-04-02,72.5479,73.6108,72.3994,73.3648,44340.0
2022-04-03,72.5479,73.6108,72.3994,73.3648,44340.0
2022-04-04,73.1513,73.1513,72.0559,72.1394,29308.0
2022-04-05,72.1766,72.6964,71.2018,71.4339,67148.0
2022-04-06,71.3039,72.2044,70.552,70.552,74001.0
2022-04-07,71.0811,71.109,70.1719,70.3663,53445.0
2022-04-08,70.8769,71.2297,69.6701,69.6701,44903.0
2022-04-09,70.8769,71.2297,69.6701,69.6701,44903.0
2022-04-10,70.8769,71.2297,69.6701,69.6701,44903.0
2022-04-11,69.8929,71.4061,69.8929,70.6077,62782.0
2022-04-12,70.9976,71.6381,70.8212,70.8212,49497.0
2022-04-13,70.6263,72.0187,70.6263,71.4061,52892.0
2022-04-14,71.9352,72.1766,71.109,71.4246,29365.0
2022-04-15,71.9352,72.1766,71.109,71.4246,29365.0
2022-04-16,71.9352,72.1766,71.109,71.4246,29365.0
2022-04-17,71.9352,72.1766,71.109,71.4246,29365.0
2022-04-18,71.0626,71.963,71.0626,71.4618,22505.0
2022-04-19,70.4035,73.3091,70.4035,73.0492,39661.0
2022-04-20,72.6129,74.1167,72.6129,73.4112,51507.0
2022-04-21,73.8568,73.8568,72.3808,72.5572,49541.0
2022-04-22,72.5572,72.5572,71.0255,71.0255,37998.0
2022-04-23,72.5572,72.5572,71.0255,71.0255,37998.0
2022-04-24,72.5572,72.5572,71.0255,71.0255,37998.0
2022-04-25,70.6541,71.601,69.6144,71.4061,62292.0
2022-04-26,70.2178,71.0162,69.698,69.8001,61131.0
2022-04-27,70.2178,70.4035,68.9182,69.1967,33614.0
2022-04-28,69.5401,70.3292,68.881,70.2085,30049.0
2022-04-29,68.8996,70.1296,67.3215,67.7671,49203.0
2022-04-30,68.8996,70.1296,67.3215,67.7671,49203.0
2022-05-01,68.8996,70.1296,67.3215,67.7671,49203.0
2022-05-02,68.3612,70.4777,68.0641,69.1317,61107.0
2022-05-03,68.9367,69.6068,68.1013,68.8346,31776.0
2022-05-04,69.4287,70.8305,68.881,70.5706,37352.0
2022-05-05,70.0693,70.0693,68.1198,68.8903,37375.0
2022-05-06,68.8903,68.8903,67.7206,68.6397,39899.0
2022-05-07,68.8903,68.8903,67.7206,68.6397,39899.0
2022-05-08,68.8903,68.8903,67.7206,68.6397,39899.0
2022-05-09,68.0129,70.2394,67.9848,69.6688,33720.0
2022-05-10,69.4162,70.5388,68.4526,68.8923,27797.0
2022-05-11,69.1916,70.4733,67.9877,68.1532,59238.0
2022-05-12,68.7613,68.78,67.4983,68.6584,31782.0
2022-05-13,69.0887,69.0887,67.5077,67.6854,36965.0
2022-05-14,69.0887,69.0887,67.5077,67.6854,36965.0
2022-05-15,69.0887,69.0887,67.5077,67.6854,36965.0
2022-05-16,68.0597,68.5836,67.2364,67.9755,62334.0
2022-05-17,68.4339,69.5378,68.4339,69.3413,46340.0
2022-05-18,68.1345,69.042,67.4703,67.8538,64634.0
2022-05-19,67.6574,68.49,65.9407,66.1792,87665.0
2022-05-20,67.4983,67.4983,65.2016,66.4693,144410.0
2022-05-21,67.4983,67.4983,65.2016,66.4693,144410.0
2022-05-22,67.4983,67.4983,65.2016,66.4693,144410.0
2022-05-23,67.3019,68.8268,67.0774,67.8632,53626.0
2022-05-24,67.779,69.1355,67.1896,68.8174,44442.0
2022-05-25,69.3039,69.905,68.8365,69.0513,39073.0
2022-05-26,69.8933,70.464,69.1355,69.9775,37331.0
2022-05-27,70.2488,71.0533,69.7904,71.0533,28116.0
2022-05-28,70.2488,71.0533,69.7904,71.0533,28116.0
2022-05-29,70.2488,71.0533,69.7904,71.0533,28116.0
