,RUTH US Equity,RUTH US Equity,RUTH US Equity,RUTH US Equity,RUTH US Equity
2020-03-13,12.1468,12.7752,11.328,11.9734,634669.0
2020-03-14,12.1468,12.7752,11.328,11.9734,634669.0
2020-03-15,12.1468,12.7752,11.328,11.9734,634669.0
2020-03-16,10.7019,10.7019,7.947,8.0144,731561.0
2020-03-17,8.0433,8.4081,5.0861,5.2209,2077126.0
2020-03-18,5.0283,5.0668,2.23,4.0072,3387400.0
2020-03-19,3.9976,4.7489,3.3233,4.2962,2661441.0
2020-03-20,4.5274,5.4328,3.8627,3.959,2439265.0
2020-03-21,4.5274,5.4328,3.8627,3.959,2439265.0
2020-03-22,4.5274,5.4328,3.8627,3.959,2439265.0
2020-03-23,4.0361,4.3539,3.7567,4.2576,1618441.0
2020-03-24,5.009,6.9066,4.8645,6.0879,3484079.0
2020-03-25,6.4924,7.9566,6.4924,6.9933,3427072.0
2020-03-26,7.1956,7.9855,7.0608,7.8025,2268342.0
2020-03-27,7.263,7.369,6.5213,6.8103,1757874.0
2020-03-28,7.263,7.369,6.5213,6.8103,1757874.0
2020-03-29,7.263,7.369,6.5213,6.8103,1757874.0
2020-03-30,6.3672,6.6947,5.6929,6.1071,1588797.0
2020-03-31,6.1264,6.8874,6.1071,6.4346,1675859.0
2020-04-01,6.1168,6.3287,5.6833,5.8374,904472.0
2020-04-02,5.9819,6.2034,5.4425,5.6255,1228892.0
2020-04-03,5.8374,5.8951,4.9608,5.3269,1428522.0
2020-04-04,5.8374,5.8951,4.9608,5.3269,1428522.0
2020-04-05,5.8374,5.8951,4.9608,5.3269,1428522.0
2020-04-06,5.7603,6.5886,5.7507,6.2805,1294106.0
2020-04-07,7.6676,7.7832,6.5021,6.7814,2585187.0
2020-04-08,6.9259,7.7928,6.714,7.4653,1339703.0
2020-04-09,7.947,9.2281,7.9373,8.366,1883734.0
2020-04-10,7.947,9.2281,7.9373,8.366,1883734.0
2020-04-11,7.947,9.2281,7.9373,8.366,1883734.0
2020-04-12,7.947,9.2281,7.9373,8.366,1883734.0
2020-04-13,8.6694,8.732,7.369,7.735,2101772.0
2020-04-14,8.6887,8.8139,7.7447,7.8314,1288415.0
2020-04-15,7.8121,7.947,7.3305,7.7061,1254003.0
2020-04-16,7.7061,8.0144,6.8537,7.1378,1212883.0
2020-04-17,8.207,8.4093,7.7061,8.1878,1276320.0
2020-04-18,8.207,8.4093,7.7061,8.1878,1276320.0
2020-04-19,8.207,8.4093,7.7061,8.1878,1276320.0
2020-04-20,7.8506,8.2648,7.5328,7.6243,1428987.0
2020-04-21,7.4172,7.995,7.4172,7.7254,1020494.0
2020-04-22,7.9662,8.5924,7.8217,8.419,1265737.0
2020-04-23,8.496,8.5538,8.1011,8.2648,880707.0
2020-04-24,8.13,8.3226,7.7166,8.0722,1048638.0
2020-04-25,8.13,8.3226,7.7166,8.0722,1048638.0
2020-04-26,8.13,8.3226,7.7166,8.0722,1048638.0
2020-04-27,8.2552,9.1029,8.248,8.9969,1450195.0
2020-04-28,9.9217,10.0373,8.6983,9.1511,1621013.0
2020-04-29,9.7772,11.1643,9.5076,10.8849,2523730.0
2020-04-30,10.673,11.723,10.2347,10.8416,2315718.0
2020-05-01,9.8542,10.3455,9.3437,9.4978,2069048.0
2020-05-02,9.8542,10.3455,9.3437,9.4978,2069048.0
2020-05-03,9.8542,10.3455,9.3437,9.4978,2069048.0
2020-05-04,9.0644,9.6134,8.5828,9.3244,1142751.0
2020-05-05,9.6327,9.729,8.5538,8.6213,1588222.0
2020-05-06,8.7176,9.13,8.5153,8.6887,828732.0
2020-05-07,8.679,9.0355,8.6694,8.8235,925289.0
2020-05-08,8.7657,9.2955,8.2263,9.257,2104117.0
2020-05-09,8.7657,9.2955,8.2263,9.257,2104117.0
2020-05-10,8.7657,9.2955,8.2263,9.257,2104117.0
2020-05-11,8.785,9.1511,8.5827,8.6983,1147636.0
2020-05-12,8.785,9.0017,8.0626,8.0722,1113279.0
2020-05-13,8.0048,8.0915,7.1322,7.3112,1517777.0
2020-05-14,7.0222,7.658,6.6466,7.4653,1444447.0
2020-05-15,7.369,7.9855,7.3162,7.7832,1277896.0
2020-05-16,7.369,7.9855,7.3162,7.7832,1277896.0
2020-05-17,7.369,7.9855,7.3162,7.7832,1277896.0
2020-05-18,8.3419,8.6213,8.1107,8.5057,1737482.0
2020-05-19,8.4382,8.9488,7.9084,8.6309,1393958.0
2020-05-20,8.8621,8.9969,8.5405,8.785,1400516.0
2020-05-21,8.0192,8.0433,7.658,7.7832,4701699.0
2020-05-22,7.841,7.947,7.4798,7.6965,1907493.0
2020-05-23,7.841,7.947,7.4798,7.6965,1907493.0
2020-05-24,7.841,7.947,7.4798,7.6965,1907493.0
2020-05-25,7.841,7.947,7.4798,7.6965,1907493.0
2020-05-26,7.9277,8.4093,7.735,8.1782,3542408.0
2020-05-27,8.4479,9.0451,8.4479,9.0355,5043958.0
2020-05-28,8.9777,9.0547,8.3419,8.4382,2571341.0
2020-05-29,8.2263,8.5153,7.788,7.8121,2172199.0
2020-05-30,8.2263,8.5153,7.788,7.8121,2172199.0
2020-05-31,8.2263,8.5153,7.788,7.8121,2172199.0
2020-06-01,7.9373,8.5538,7.8506,8.1589,1314759.0
2020-06-02,8.3323,8.419,7.9662,8.1396,1100893.0
2020-06-03,8.3901,9.1029,8.3226,8.8524,2861821.0
2020-06-04,9.0066,10.0178,8.7657,9.6953,2936481.0
2020-06-05,11.0969,11.3666,10.0662,10.307,3372294.0
2020-06-06,11.0969,11.3666,10.0662,10.307,3372294.0
2020-06-07,11.0969,11.3666,10.0662,10.307,3372294.0
2020-06-08,11.0969,12.9174,11.0872,12.5899,4111501.0
2020-06-09,12.1468,12.1757,10.2106,10.6586,3471751.0
2020-06-10,11.0583,11.0969,9.5364,9.8783,2959422.0
2020-06-11,8.7272,9.4882,8.4382,8.4816,3238246.0
2020-06-12,9.6038,9.6905,8.4671,9.2763,2759703.0
2020-06-13,9.6038,9.6905,8.4671,9.2763,2759703.0
2020-06-14,9.6038,9.6905,8.4671,9.2763,2759703.0
2020-06-15,8.5442,9.4689,8.4768,9.3726,2553128.0
2020-06-16,10.1143,10.2485,9.2282,9.4015,2153837.0
2020-06-17,9.2955,9.3341,8.7368,8.7802,1699169.0
2020-06-18,8.8043,8.968,8.5924,8.9295,1365406.0
2020-06-19,8.9777,9.1222,8.1011,8.1011,3406969.0
2020-06-20,8.9777,9.1222,8.1011,8.1011,3406969.0
2020-06-21,8.9777,9.1222,8.1011,8.1011,3406969.0
2020-06-22,8.2648,8.2841,7.7158,7.9084,1813983.0
2020-06-23,8.1011,8.7079,8.0814,8.6213,1693061.0
2020-06-24,8.2937,8.3901,7.7351,7.9807,1782208.0
2020-06-25,7.6965,8.1782,7.6291,7.8025,1493385.0
2020-06-26,7.7158,7.8025,7.2245,7.5617,1924701.0
2020-06-27,7.7158,7.8025,7.2245,7.5617,1924701.0
2020-06-28,7.7158,7.8025,7.2245,7.5617,1924701.0
2020-06-29,7.5809,8.0048,7.2727,7.9855,1768938.0
2020-06-30,7.8892,8.0626,7.6965,7.8603,1052317.0
2020-07-01,7.9855,8.3515,7.6291,7.6965,1052078.0
2020-07-02,8.0048,8.0337,7.3786,7.4461,1429006.0
2020-07-03,8.0048,8.0337,7.3786,7.4461,1429006.0
2020-07-04,8.0048,8.0337,7.3786,7.4461,1429006.0
2020-07-05,8.0048,8.0337,7.3786,7.4461,1429006.0
2020-07-06,7.658,7.6965,7.3786,7.5906,965538.0
2020-07-07,7.4075,7.475,6.9355,6.9548,1671798.0
2020-07-08,6.9355,7.0608,6.6562,7.0319,1316363.0
2020-07-09,6.9933,7.0608,6.4539,6.5213,1488594.0
2020-07-10,6.5213,6.5406,6.2805,6.531,2027810.0
2020-07-11,6.5213,6.5406,6.2805,6.531,2027810.0
2020-07-12,6.5213,6.5406,6.2805,6.531,2027810.0
2020-07-13,6.6466,6.6466,6.2034,6.2034,1383717.0
2020-07-14,6.1553,6.2805,5.9241,5.9819,1217980.0
2020-07-15,6.3961,7.0319,6.3383,6.9933,3685816.0
2020-07-16,6.5599,7.1088,6.5406,6.8777,1107318.0
2020-07-17,6.9837,6.9837,6.5888,6.7236,853610.0
2020-07-18,6.9837,6.9837,6.5888,6.7236,853610.0
2020-07-19,6.9837,6.9837,6.5888,6.7236,853610.0
2020-07-20,6.7236,6.8007,6.4346,6.4828,793160.0
2020-07-21,6.6273,6.9259,6.6128,6.8488,1330607.0
2020-07-22,6.714,7.0319,6.608,6.9355,664768.0
2020-07-23,6.8392,7.003,6.7043,6.897,984216.0
2020-07-24,6.8488,7.1667,6.791,7.1378,779488.0
2020-07-25,6.8488,7.1667,6.791,7.1378,779488.0
2020-07-26,6.8488,7.1667,6.791,7.1378,779488.0
2020-07-27,7.0415,7.2341,6.8633,6.9837,750132.0
2020-07-28,6.9259,7.3166,6.9163,7.1282,882011.0
2020-07-29,7.1764,7.6098,7.1696,7.6098,971877.0
2020-07-30,7.3786,7.5424,7.1378,7.4172,913791.0
2020-07-31,7.2149,7.4075,6.3672,6.4491,2759182.0
2020-08-01,7.2149,7.4075,6.3672,6.4491,2759182.0
2020-08-02,7.2149,7.4075,6.3672,6.4491,2759182.0
2020-08-03,6.6562,6.791,6.3576,6.3672,1505192.0
2020-08-04,6.3961,7.552,6.3961,7.0704,3628256.0
2020-08-05,7.2149,7.5809,7.0897,7.4846,1726984.0
2020-08-06,7.4172,8.0264,7.4075,7.7447,1766191.0
2020-08-07,7.6869,7.9373,7.5039,7.9181,1174756.0
2020-08-08,7.6869,7.9373,7.5039,7.9181,1174756.0
2020-08-09,7.6869,7.9373,7.5039,7.9181,1174756.0
2020-08-10,8.0818,8.2835,7.8217,8.1011,1237891.0
2020-08-11,8.5153,8.6116,8.1396,8.2167,1551989.0
2020-08-12,8.4382,8.4382,7.9634,8.13,672157.0
2020-08-13,8.0433,8.5057,8.0048,8.4671,666670.0
2020-08-14,8.3419,8.5249,8.1011,8.4382,631632.0
2020-08-15,8.3419,8.5249,8.1011,8.4382,631632.0
2020-08-16,8.3419,8.5249,8.1011,8.4382,631632.0
2020-08-17,8.4382,8.4575,7.9566,8.2648,1073590.0
2020-08-18,8.2456,8.3612,7.9662,8.2841,1005345.0
2020-08-19,8.2937,8.4575,8.1107,8.1396,767776.0
2020-08-20,8.0433,8.4382,7.9874,8.313,999933.0
2020-08-21,8.2937,8.4479,8.1493,8.1782,810468.0
2020-08-22,8.2937,8.4479,8.1493,8.1782,810468.0
2020-08-23,8.2937,8.4479,8.1493,8.1782,810468.0
2020-08-24,8.3419,8.9247,8.1396,8.7657,1528147.0
2020-08-25,8.8139,9.3196,8.7176,9.257,2024472.0
2020-08-26,9.074,9.257,8.9777,9.2185,1755299.0
2020-08-27,9.2955,9.7483,9.2623,9.5749,1397401.0
2020-08-28,9.7097,10.8271,9.5556,10.6152,3335052.0
2020-08-29,9.7097,10.8271,9.5556,10.6152,3335052.0
2020-08-30,9.7097,10.8271,9.5556,10.6152,3335052.0
2020-08-31,10.6152,10.6441,9.6038,9.8976,1922594.0
2020-09-01,9.835,10.5863,9.835,10.4515,1709958.0
2020-09-02,10.5574,11.0294,10.5478,10.7212,1080251.0
2020-09-03,10.7501,11.2895,10.1432,10.5382,1977213.0
2020-09-04,10.8464,11.1739,10.3166,10.6538,1130035.0
2020-09-05,10.8464,11.1739,10.3166,10.6538,1130035.0
2020-09-06,10.8464,11.1739,10.3166,10.6538,1130035.0
2020-09-07,10.8464,11.1739,10.3166,10.6538,1130035.0
2020-09-08,10.3937,11.1065,10.3166,10.779,1019400.0
2020-09-09,10.9331,11.1932,10.4424,11.0969,1611912.0
2020-09-10,11.1354,11.5207,10.9044,10.9524,949164.0
2020-09-11,10.9813,11.0102,10.307,10.6634,1191399.0
2020-09-12,10.9813,11.0102,10.307,10.6634,1191399.0
2020-09-13,10.9813,11.0102,10.307,10.6634,1191399.0
2020-09-14,10.7212,10.9524,10.5437,10.9042,733591.0
2020-09-15,11.068,12.3962,11.0102,11.8193,2944735.0
2020-09-16,11.8482,11.9831,11.4533,11.7711,1318364.0
2020-09-17,11.54,12.0023,11.3858,11.5978,1272226.0
2020-09-18,11.6267,11.983,11.0583,11.0776,1984978.0
2020-09-19,11.6267,11.983,11.0583,11.0776,1984978.0
2020-09-20,11.6267,11.983,11.0583,11.0776,1984978.0
2020-09-21,10.6152,10.6318,9.6423,10.2155,2131911.0
2020-09-22,10.4033,11.0487,10.2782,10.9524,1183252.0
2020-09-23,11.0005,11.1739,10.1432,10.2106,1220505.0
2020-09-24,10.1143,10.6971,9.9986,10.384,1096623.0
2020-09-25,10.3262,10.6538,10.2781,10.6441,609382.0
2020-09-26,10.3262,10.6538,10.2781,10.6441,609382.0
2020-09-27,10.3262,10.6538,10.2781,10.6441,609382.0
2020-09-28,10.9331,11.1258,10.7308,11.0102,1127592.0
2020-09-29,10.9331,10.9331,10.3284,10.8368,1211685.0
2020-09-30,10.962,11.3762,10.5863,10.6538,1056621.0
2020-10-01,10.7886,10.9138,10.4707,10.6441,750392.0
2020-10-02,10.1336,10.779,10.102,10.673,760634.0
2020-10-03,10.1336,10.779,10.102,10.673,760634.0
2020-10-04,10.1336,10.779,10.102,10.673,760634.0
2020-10-05,10.856,11.0198,10.3166,10.3166,636174.0
2020-10-06,10.4418,10.9138,10.3262,10.4996,1333018.0
2020-10-07,10.779,10.8849,10.384,10.4804,743209.0
2020-10-08,10.5285,10.9716,10.437,10.9331,674342.0
2020-10-09,10.9475,11.1546,10.8368,10.9235,590430.0
2020-10-10,10.9475,11.1546,10.8368,10.9235,590430.0
2020-10-11,10.9475,11.1546,10.8368,10.9235,590430.0
2020-10-12,11.4244,11.7326,11.0487,11.2991,989810.0
2020-10-13,11.0969,11.1258,10.7019,10.9331,771180.0
2020-10-14,10.9813,11.1161,10.7693,10.8849,662011.0
2020-10-15,10.7597,10.9813,10.6826,10.9427,578540.0
2020-10-16,10.9909,11.2317,10.7404,10.8368,562778.0
2020-10-17,10.9909,11.2317,10.7404,10.8368,562778.0
2020-10-18,10.9909,11.2317,10.7404,10.8368,562778.0
2020-10-19,10.9235,11.3955,10.8746,11.2221,790284.0
2020-10-20,11.2991,11.5978,11.2221,11.2991,625263.0
2020-10-21,11.0631,11.4099,10.9538,11.3088,414987.0
2020-10-22,11.2991,11.9253,11.2606,11.8578,663400.0
2020-10-23,11.8578,11.8771,11.2702,11.6748,700382.0
2020-10-24,11.8578,11.8771,11.2702,11.6748,700382.0
2020-10-25,11.8578,11.8771,11.2702,11.6748,700382.0
2020-10-26,11.4533,11.5303,10.6152,10.9138,855253.0
2020-10-27,10.8079,11.0631,10.7501,10.8753,385124.0
2020-10-28,10.4129,10.596,10.2106,10.2877,1219191.0
2020-10-29,10.5767,11.2124,10.2875,11.1932,950587.0
2020-10-30,11.5207,11.7133,9.5845,10.7693,3214614.0
2020-10-31,11.5207,11.7133,9.5845,10.7693,3214614.0
2020-11-01,11.5207,11.7133,9.5845,10.7693,3214614.0
2020-11-02,11.3666,11.3666,10.2299,10.3359,1263494.0
2020-11-03,10.5093,11.2028,10.4515,10.9813,1283813.0
2020-11-04,11.0391,11.5592,10.7019,11.3858,898627.0
2020-11-05,11.4918,11.8386,11.4051,11.4533,758676.0
2020-11-06,11.4244,11.5496,11.2124,11.4822,457870.0
2020-11-07,11.4244,11.5496,11.2124,11.4822,457870.0
2020-11-08,11.4244,11.5496,11.2124,11.4822,457870.0
2020-11-09,13.5147,15.1522,13.3124,13.977,2659676.0
2020-11-10,14.0252,14.4394,13.0716,13.3702,1294923.0
2020-11-11,13.3509,13.3654,12.5514,12.7826,589015.0
2020-11-12,12.5418,13.1005,12.4454,12.7344,777368.0
2020-11-13,12.85,13.4328,12.6381,13.3413,609893.0
2020-11-14,12.85,13.4328,12.6381,13.3413,609893.0
2020-11-15,12.85,13.4328,12.6381,13.3413,609893.0
2020-11-16,14.2178,14.8921,13.8518,14.4972,1330663.0
2020-11-17,14.1408,14.2779,13.7994,14.1986,689354.0
2020-11-18,14.3527,14.7187,14.2901,14.3142,529208.0
2020-11-19,14.0252,14.449,13.9578,14.2371,433015.0
2020-11-20,14.0541,14.2082,13.5147,13.8325,623213.0
2020-11-21,14.0541,14.2082,13.5147,13.8325,623213.0
2020-11-22,14.0541,14.2082,13.5147,13.8325,623213.0
2020-11-23,14.2421,14.555,14.0445,14.3816,850111.0
2020-11-24,14.8632,16.2407,14.6898,15.9421,1603140.0
2020-11-25,15.6435,15.7591,15.1715,15.5375,854372.0
2020-11-26,15.6435,15.7591,15.1715,15.5375,854372.0
2020-11-27,15.6627,16.224,15.5279,15.7687,492219.0
2020-11-28,15.6627,16.224,15.5279,15.7687,492219.0
2020-11-29,15.6627,16.224,15.5279,15.7687,492219.0
2020-11-30,15.5664,15.6724,14.6802,14.9981,891527.0
2020-12-01,15.3641,15.865,15.0174,15.788,705873.0
2020-12-02,15.9421,16.3852,15.4412,16.1444,433302.0
2020-12-03,16.2985,16.5875,16.0384,16.1347,466391.0
2020-12-04,16.2696,16.4815,16.0288,16.2118,418476.0
2020-12-05,16.2696,16.4815,16.0288,16.2118,418476.0
2020-12-06,16.2696,16.4815,16.0288,16.2118,418476.0
2020-12-07,16.0962,16.1829,15.4605,15.6916,556402.0
2020-12-08,15.5568,15.9806,15.4605,15.9325,603634.0
2020-12-09,16.077,16.2022,15.5953,15.9903,701377.0
2020-12-10,15.6916,16.1155,15.6627,15.9614,702983.0
2020-12-11,15.5761,15.8169,15.393,15.682,1224207.0
2020-12-12,15.5761,15.8169,15.393,15.682,1224207.0
2020-12-13,15.5761,15.8169,15.393,15.682,1224207.0
2020-12-14,15.9903,16.2439,15.3738,15.5086,576162.0
2020-12-15,15.4605,15.9614,15.4605,15.9325,632644.0
2020-12-16,15.6627,16.3563,15.6627,16.1829,597279.0
2020-12-17,16.2022,16.39,16.0095,16.3274,643398.0
2020-12-18,16.3756,16.5201,15.5664,15.9806,1221705.0
2020-12-19,16.3756,16.5201,15.5664,15.9806,1221705.0
2020-12-20,16.3756,16.5201,15.5664,15.9806,1221705.0
2020-12-21,15.446,16.2022,15.4219,16.0866,660190.0
2020-12-22,16.0866,16.626,15.788,16.4334,527117.0
2020-12-23,16.6067,16.8283,16.3274,16.3852,310110.0
2020-12-24,16.4045,16.6645,16.2696,16.5779,161011.0
2020-12-25,16.4045,16.6645,16.2696,16.5779,161011.0
2020-12-26,16.4045,16.6645,16.2696,16.5779,161011.0
2020-12-27,16.4045,16.6645,16.2696,16.5779,161011.0
2020-12-28,16.9728,16.9728,16.1059,16.26,447886.0
2020-12-29,16.2503,16.7512,16.2503,16.6934,527240.0
2020-12-30,16.7801,16.9054,16.4334,16.626,398832.0
2020-12-31,16.5393,17.3581,16.2696,17.0788,611915.0
2021-01-01,16.5393,17.3581,16.2696,17.0788,611915.0
2021-01-02,16.5393,17.3581,16.2696,17.0788,611915.0
2021-01-03,16.5393,17.3581,16.2696,17.0788,611915.0
2021-01-04,17.2232,17.2329,15.3641,15.9614,1245601.0
2021-01-05,15.788,16.4815,15.788,16.0288,675959.0
2021-01-06,16.4045,17.57,15.9614,16.9054,1009165.0
2021-01-07,17.3485,17.3485,16.6742,16.8379,509948.0
2021-01-08,17.0499,17.2425,16.4912,16.7705,380373.0
2021-01-09,17.0499,17.2425,16.4912,16.7705,380373.0
2021-01-10,17.0499,17.2425,16.4912,16.7705,380373.0
2021-01-11,16.7994,17.1173,16.5586,16.7609,442619.0
2021-01-12,16.8187,17.2232,16.6742,16.8572,437496.0
2021-01-13,16.8283,17.021,16.3563,16.8476,414292.0
2021-01-14,16.9632,17.8975,16.9482,17.7916,821318.0
2021-01-15,17.7241,18.2973,17.4063,18.1287,602932.0
2021-01-16,17.7241,18.2973,17.4063,18.1287,602932.0
2021-01-17,17.7241,18.2973,17.4063,18.1287,602932.0
2021-01-18,17.7241,18.2973,17.4063,18.1287,602932.0
2021-01-19,18.225,18.8512,17.9264,18.7163,969392.0
2021-01-20,18.9764,19.1112,18.2828,18.803,739239.0
2021-01-21,18.8126,18.8801,18.3214,18.6392,362902.0
2021-01-22,18.4177,18.9475,18.1961,18.8223,383254.0
2021-01-23,18.4177,18.9475,18.1961,18.8223,383254.0
2021-01-24,18.4177,18.9475,18.1961,18.8223,383254.0
2021-01-25,18.8223,19.2365,18.0613,18.1191,564800.0
2021-01-26,18.1961,18.3888,17.4448,17.8494,656495.0
2021-01-27,17.3966,18.2732,17.3485,17.6374,436321.0
2021-01-28,17.6952,18.4177,17.387,18.042,393565.0
2021-01-29,17.9939,18.1769,17.2329,17.5219,547029.0
2021-01-30,17.9939,18.1769,17.2329,17.5219,547029.0
2021-01-31,17.9939,18.1769,17.2329,17.5219,547029.0
2021-02-01,17.676,17.9361,16.9825,17.8205,463775.0
2021-02-02,18.1094,18.2925,17.5989,17.8205,273659.0
2021-02-03,17.7819,18.2058,17.6663,17.9457,516331.0
2021-02-04,18.1961,18.5526,17.9747,18.2828,486443.0
2021-02-05,18.4659,18.7259,18.3021,18.6778,485660.0
2021-02-06,18.4659,18.7259,18.3021,18.6778,485660.0
2021-02-07,18.4659,18.7259,18.3021,18.6778,485660.0
2021-02-08,18.8704,19.1112,18.5526,18.8223,362315.0
2021-02-09,18.8223,19.3713,18.6016,19.1305,411272.0
2021-02-10,19.3135,19.8241,19.092,19.3135,403767.0
2021-02-11,19.2654,19.4099,18.6681,18.9186,366264.0
2021-02-12,18.7645,18.909,18.5428,18.8415,178743.0
2021-02-13,18.7645,18.909,18.5428,18.8415,178743.0
2021-02-14,18.7645,18.909,18.5428,18.8415,178743.0
2021-02-15,18.7645,18.909,18.5428,18.8415,178743.0
2021-02-16,18.9186,18.9956,18.3647,18.8512,287983.0
2021-02-17,18.7356,19.2654,18.3481,19.1401,406020.0
2021-02-18,18.9379,20.1419,18.8909,19.7663,579257.0
2021-02-19,19.9204,20.1034,19.6266,19.9108,750768.0
2021-02-20,19.9204,20.1034,19.6266,19.9108,750768.0
2021-02-21,19.9204,20.1034,19.6266,19.9108,750768.0
2021-02-22,19.8048,21.3846,19.6566,21.1437,682612.0
2021-02-23,21.1823,21.9144,20.6717,21.5965,594679.0
2021-02-24,21.635,22.9258,21.635,22.8295,688629.0
2021-02-25,22.9065,22.9065,21.5291,21.9144,397052.0
2021-02-26,22.0107,22.3671,21.2112,21.9673,366141.0
2021-02-27,22.0107,22.3671,21.2112,21.9673,366141.0
2021-02-28,22.0107,22.3671,21.2112,21.9673,366141.0
2021-03-01,22.4731,22.5326,21.8469,22.0685,274665.0
2021-03-02,22.0877,22.2804,21.7699,22.0396,247651.0
2021-03-03,22.1455,23.0125,21.8132,22.5501,389995.0
2021-03-04,22.6946,22.8791,21.2497,21.7988,496370.0
2021-03-05,21.8758,23.3689,21.0137,23.1281,658645.0
2021-03-06,21.8758,23.3689,21.0137,23.1281,658645.0
2021-03-07,21.8758,23.3689,21.0137,23.1281,658645.0
2021-03-08,23.3882,24.8331,23.3882,24.5633,753003.0
2021-03-09,24.8716,24.8716,23.4845,23.6771,506228.0
2021-03-10,23.8987,24.3322,23.4568,24.284,382850.0
2021-03-11,24.2262,25.0353,24.178,24.8427,370424.0
2021-03-12,24.65,25.5592,24.65,25.4592,543143.0
2021-03-13,24.65,25.5592,24.65,25.4592,543143.0
2021-03-14,24.65,25.5592,24.65,25.4592,543143.0
2021-03-15,25.8252,25.883,24.8042,25.5074,431027.0
2021-03-16,25.3532,25.3532,24.2647,24.467,349756.0
2021-03-17,24.4189,24.6597,24.0913,24.4574,293979.0
2021-03-18,24.3129,24.4622,23.393,23.5615,434924.0
2021-03-19,23.3785,24.0047,22.7428,23.9083,723694.0
2021-03-20,23.3785,24.0047,22.7428,23.9083,723694.0
2021-03-21,23.3785,24.0047,22.7428,23.9083,723694.0
2021-03-22,23.7542,24.1588,22.9547,22.9547,339181.0
2021-03-23,22.9162,23.1811,22.0396,22.0877,392529.0
2021-03-24,22.4827,23.2244,21.558,21.5772,383885.0
2021-03-25,21.5291,23.5712,21.1919,23.4074,663953.0
2021-03-26,23.7349,24.6982,23.706,24.5826,414638.0
2021-03-27,23.7349,24.6982,23.706,24.5826,414638.0
2021-03-28,23.7349,24.6982,23.706,24.5826,414638.0
2021-03-29,24.5922,24.8042,23.4074,23.523,342114.0
2021-03-30,23.4749,24.3225,23.4749,24.3129,280416.0
2021-03-31,24.2551,24.8812,23.8794,23.918,532160.0
2021-04-01,23.8891,24.178,23.4363,24.0143,272199.0
2021-04-02,23.8891,24.178,23.4363,24.0143,272199.0
2021-04-03,23.8891,24.178,23.4363,24.0143,272199.0
2021-04-04,23.8891,24.178,23.4363,24.0143,272199.0
2021-04-05,24.2744,24.2744,23.3015,23.3689,255948.0
2021-04-06,23.5615,24.178,23.4556,23.4749,186911.0
2021-04-07,23.4074,24.1732,23.1281,23.8602,331104.0
2021-04-08,23.8409,24.0528,23.34,23.8987,309012.0
2021-04-09,24.0336,24.0336,23.3111,23.7446,283660.0
2021-04-10,24.0336,24.0336,23.3111,23.7446,283660.0
2021-04-11,24.0336,24.0336,23.3111,23.7446,283660.0
2021-04-12,23.6097,24.2455,23.5712,23.8602,244922.0
2021-04-13,23.7927,24.1202,23.2148,23.629,352368.0
2021-04-14,23.6964,24.6211,23.6964,23.9565,284302.0
2021-04-15,24.0817,24.2358,23.5808,24.2262,207223.0
2021-04-16,24.2262,24.6019,23.8313,24.0336,167994.0
2021-04-17,24.2262,24.6019,23.8313,24.0336,167994.0
2021-04-18,24.2262,24.6019,23.8313,24.0336,167994.0
2021-04-19,24.0624,24.0624,23.4363,23.6579,239972.0
2021-04-20,23.4845,23.5615,22.1842,22.9836,331105.0
2021-04-21,22.8873,23.5519,22.5116,23.4556,204183.0
2021-04-22,23.4556,24.0336,23.3882,23.7253,347735.0
2021-04-23,23.7157,23.8024,23.3496,23.5712,176221.0
2021-04-24,23.7157,23.8024,23.3496,23.5712,176221.0
2021-04-25,23.7157,23.8024,23.3496,23.5712,176221.0
2021-04-26,23.6579,24.2166,23.6001,23.7349,191174.0
2021-04-27,23.661,23.9469,23.2629,23.706,261550.0
2021-04-28,23.7253,24.1299,23.5327,23.7446,309980.0
2021-04-29,24.0817,25.1606,23.918,25.0739,527183.0
2021-04-30,25.0739,25.8005,24.8331,25.1509,407807.0
2021-05-01,25.0739,25.8005,24.8331,25.1509,407807.0
2021-05-02,25.0739,25.8005,24.8331,25.1509,407807.0
2021-05-03,25.411,25.5323,24.8523,25.3051,341348.0
2021-05-04,25.4496,26.1046,24.756,26.0564,508631.0
2021-05-05,26.3454,26.4805,25.3147,25.5555,290382.0
2021-05-06,25.6326,25.9071,25.0835,25.7193,542587.0
2021-05-07,26.2683,26.3936,25.3821,26.0757,574442.0
2021-05-08,26.2683,26.3936,25.3821,26.0757,574442.0
2021-05-09,26.2683,26.3936,25.3821,26.0757,574442.0
2021-05-10,26.4899,27.6747,25.8445,25.8541,581023.0
2021-05-11,25.122,25.5074,23.6386,24.6693,461127.0
2021-05-12,24.5248,24.5248,22.2226,22.2804,705295.0
2021-05-13,22.5116,23.2485,21.8277,23.1666,680068.0
2021-05-14,23.4556,24.2021,23.4267,24.1491,324517.0
2021-05-15,23.4556,24.2021,23.4267,24.1491,324517.0
2021-05-16,23.4556,24.2021,23.4267,24.1491,324517.0
2021-05-17,23.918,24.1299,23.2533,23.6386,291083.0
2021-05-18,23.7349,23.8602,23.1184,23.4267,253683.0
2021-05-19,22.9258,23.5519,22.2611,23.4749,247900.0
2021-05-20,23.4749,23.5904,22.7331,23.0895,240322.0
2021-05-21,23.3593,23.8467,22.7139,22.8776,258972.0
2021-05-22,23.3593,23.8467,22.7139,22.8776,258972.0
