,MGRC US Equity,MGRC US Equity,MGRC US Equity,MGRC US Equity,MGRC US Equity
2021-03-14,74.5129,75.8973,73.8955,75.785,54064.0
2021-03-15,75.7008,78.4415,75.1677,77.5903,96893.0
2021-03-16,77.1787,77.1975,76.2621,76.8888,66433.0
2021-03-17,77.1694,79.1805,77.1413,79.0963,92313.0
2021-03-18,79.0963,81.1541,77.74,78.3573,95462.0
2021-03-19,78.0487,78.9373,76.0376,77.9271,657372.0
2021-03-20,78.0487,78.9373,76.0376,77.9271,657372.0
2021-03-21,78.0487,78.9373,76.0376,77.9271,657372.0
2021-03-22,77.4874,77.4874,74.7467,75.9627,103060.0
2021-03-23,75.1677,76.1411,73.0256,73.484,103495.0
2021-03-24,73.8394,75.495,72.717,72.9227,69458.0
2021-03-25,72.6795,74.3632,71.66,73.9517,86329.0
2021-03-26,73.9891,77.16,73.5401,76.7485,109777.0
2021-03-27,73.9891,77.16,73.5401,76.7485,109777.0
2021-03-28,73.9891,77.16,73.5401,76.7485,109777.0
2021-03-29,76.7485,78.3012,75.1302,75.149,59373.0
2021-03-30,75.5138,76.5146,75.5138,75.9815,69545.0
2021-03-31,76.2527,76.7017,74.8216,75.4389,119288.0
2021-04-01,75.7382,77.3004,75.64,76.6923,53440.0
2021-04-02,75.7382,77.3004,75.64,76.6923,53440.0
2021-04-03,75.7382,77.3004,75.64,76.6923,53440.0
2021-04-04,75.7382,77.3004,75.64,76.6923,53440.0
2021-04-05,77.4968,77.6184,76.2153,77.0197,44969.0
2021-04-06,77.1133,78.058,76.2714,76.365,66007.0
2021-04-07,76.5614,76.7017,74.8964,75.0367,75588.0
2021-04-08,75.3828,75.9066,74.6368,75.2425,87942.0
2021-04-09,75.2518,76.552,75.2518,76.1779,40703.0
2021-04-10,75.2518,76.552,75.2518,76.1779,40703.0
2021-04-11,75.2518,76.552,75.2518,76.1779,40703.0
2021-04-12,76.1779,77.4594,75.8974,76.2527,57934.0
2021-04-13,76.3463,77.0665,74.3352,75.2331,78092.0
2021-04-14,74.1751,77.3445,74.1751,76.2159,51788.0
2021-04-15,76.8366,77.0529,75.614,76.2817,28898.0
2021-04-16,76.8836,78.2097,76.578,77.4009,65022.0
2021-04-17,76.8836,78.2097,76.578,77.4009,65022.0
2021-04-18,76.8836,78.2097,76.578,77.4009,65022.0
2021-04-19,77.2034,77.2034,75.4447,76.5357,61917.0
2021-04-20,76.2911,77.0623,74.0152,74.9463,72122.0
2021-04-21,75.1532,76.8366,74.9651,76.3852,79510.0
2021-04-22,76.8554,76.8554,75.4353,75.7457,64796.0
2021-04-23,76.2065,77.7301,76.2065,76.9589,37390.0
2021-04-24,76.2065,77.7301,76.2065,76.9589,37390.0
2021-04-25,76.2065,77.7301,76.2065,76.9589,37390.0
2021-04-26,76.9683,77.7865,76.4416,77.1282,75342.0
2021-04-27,77.5232,78.8868,76.6297,77.0529,44076.0
2021-04-28,76.5733,78.7914,76.4087,78.2755,47343.0
2021-04-29,74.7676,78.6517,74.2879,77.3633,105030.0
2021-04-30,77.1376,78.2473,75.2347,77.0999,101629.0
2021-05-01,77.1376,78.2473,75.2347,77.0999,101629.0
2021-05-02,77.1376,78.2473,75.2347,77.0999,101629.0
2021-05-03,77.8711,78.8962,77.5232,77.5514,58907.0
2021-05-04,77.3821,77.8241,75.8115,76.2817,77036.0
2021-05-05,76.7896,76.7896,75.4682,76.1877,46462.0
2021-05-06,76.4228,77.7959,75.7973,77.1658,37380.0
2021-05-07,76.9024,78.0498,76.2065,78.0216,34574.0
2021-05-08,76.9024,78.0498,76.2065,78.0216,34574.0
2021-05-09,76.9024,78.0498,76.2065,78.0216,34574.0
2021-05-10,78.0498,78.2097,77.0207,77.5796,80087.0
2021-05-11,76.1783,77.5514,76.0372,77.5514,58025.0
2021-05-12,77.2222,77.8335,75.8961,76.2253,112552.0
2021-05-13,76.2159,77.8147,76.2159,77.2316,73331.0
2021-05-14,78.3038,81.0876,78.1909,80.9559,103357.0
2021-05-15,78.3038,81.0876,78.1909,80.9559,103357.0
2021-05-16,78.3038,81.0876,78.1909,80.9559,103357.0
2021-05-17,80.354,81.064,78.5483,79.9214,77745.0
2021-05-18,79.9684,79.9684,78.6235,79.122,101764.0
2021-05-19,78.4542,79.2348,77.1094,78.7364,112281.0
2021-05-20,78.5295,79.0937,77.683,79.0091,77880.0
2021-05-21,79.6957,80.8712,79.0937,80.7114,70558.0
2021-05-22,79.6957,80.8712,79.0937,80.7114,70558.0
2021-05-23,79.6957,80.8712,79.0937,80.7114,70558.0
2021-05-24,80.8806,81.6612,80.8806,81.3039,70985.0
2021-05-25,81.7835,81.8211,79.1032,79.1878,130285.0
2021-05-26,79.1314,79.7897,78.473,79.2912,52065.0
2021-05-27,79.8273,80.9559,79.564,80.1189,82958.0
2021-05-28,80.6173,80.6737,79.1878,80.6267,29192.0
2021-05-29,80.6173,80.6737,79.1878,80.6267,29192.0
2021-05-30,80.6173,80.6737,79.1878,80.6267,29192.0
2021-05-31,80.6173,80.6737,79.1878,80.6267,29192.0
2021-06-01,80.9559,82.3196,80.3536,81.5954,73843.0
2021-06-02,81.981,81.981,79.9966,80.053,78170.0
2021-06-03,79.6486,79.6486,77.2833,78.7646,103198.0
2021-06-04,78.7552,79.4887,78.3884,78.9057,48660.0
2021-06-05,78.7552,79.4887,78.3884,78.9057,48660.0
2021-06-06,78.7552,79.4887,78.3884,78.9057,48660.0
2021-06-07,79.216,80.053,78.6705,80.053,52560.0
2021-06-08,80.1377,80.7302,79.6063,80.4104,67622.0
2021-06-09,80.1565,80.6079,78.9151,79.169,56661.0
2021-06-10,79.7333,79.7333,77.8899,78.2003,57937.0
2021-06-11,78.7364,80.5703,78.5154,79.7145,57026.0
2021-06-12,78.7364,80.5703,78.5154,79.7145,57026.0
2021-06-13,78.7364,80.5703,78.5154,79.7145,57026.0
2021-06-14,79.9308,79.9308,78.9997,79.3101,373070.0
2021-06-15,79.6204,80.8266,79.1409,80.3164,110546.0
2021-06-16,80.1189,80.3728,77.589,77.8241,110874.0
2021-06-17,78.8915,78.8915,74.4478,75.0873,156093.0
2021-06-18,73.9023,75.788,72.896,73.4791,254868.0
2021-06-19,73.9023,75.788,72.896,73.4791,254868.0
2021-06-20,73.9023,75.788,72.896,73.4791,254868.0
2021-06-21,74.2785,75.8397,74.1092,75.3319,139968.0
2021-06-22,75.3413,75.5576,74.3067,74.7488,73489.0
2021-06-23,75.0027,75.4823,74.034,74.4948,193938.0
2021-06-24,75.1344,75.9338,73.8882,75.8303,123545.0
2021-06-25,75.6986,77.2316,75.6986,76.1783,402427.0
2021-06-26,75.6986,77.2316,75.6986,76.1783,402427.0
2021-06-27,75.6986,77.2316,75.6986,76.1783,402427.0
2021-06-28,76.2159,76.5915,75.5388,75.6422,73458.0
2021-06-29,75.8679,76.9307,74.7958,74.9745,89553.0
2021-06-30,75.708,76.7896,74.7864,76.7144,150730.0
2021-07-01,76.3382,78.2661,76.3382,77.4103,159650.0
2021-07-02,77.3633,78.7468,76.4698,76.6579,91607.0
2021-07-03,77.3633,78.7468,76.4698,76.6579,91607.0
2021-07-04,77.3633,78.7468,76.4698,76.6579,91607.0
2021-07-05,77.3633,78.7468,76.4698,76.6579,91607.0
2021-07-06,77.4056,77.4056,73.4885,73.987,142386.0
2021-07-07,74.0528,74.7629,72.7362,72.9713,145854.0
2021-07-08,71.6546,74.2221,71.0715,73.2534,135260.0
2021-07-09,73.987,76.6485,72.9148,76.3852,138130.0
2021-07-10,73.987,76.6485,72.9148,76.3852,138130.0
2021-07-11,73.987,76.6485,72.9148,76.3852,138130.0
2021-07-12,75.8679,76.8084,74.9839,76.4792,84258.0
2021-07-13,75.7739,76.6391,75.2942,75.3883,62055.0
2021-07-14,75.661,76.4228,74.5983,74.6547,74396.0
2021-07-15,74.3096,74.6831,73.2447,73.6003,98615.0
2021-07-16,74.1393,74.1393,72.7966,73.241,77539.0
2021-07-17,74.1393,74.1393,72.7966,73.241,77539.0
2021-07-18,74.1393,74.1393,72.7966,73.241,77539.0
2021-07-19,72.1346,72.5128,70.6215,71.17,88881.0
2021-07-20,71.5388,73.4963,71.5388,72.6074,118294.0
2021-07-21,73.118,75.0187,72.9667,73.5814,69316.0
2021-07-22,73.2221,74.1252,72.1156,72.8532,91092.0
2021-07-23,73.4679,73.4679,72.6263,72.9005,57259.0
2021-07-24,73.4679,73.4679,72.6263,72.9005,57259.0
2021-07-25,73.4679,73.4679,72.6263,72.9005,57259.0
2021-07-26,73.014,73.5719,72.8911,72.9478,46241.0
2021-07-27,72.4844,74.0069,72.2102,72.2102,53048.0
2021-07-28,72.4372,73.4112,71.2929,72.6263,61843.0
2021-07-29,73.345,74.6422,72.4844,73.6476,49491.0
2021-07-30,73.5814,75.0472,73.5814,74.1583,54413.0
2021-07-31,73.5814,75.0472,73.5814,74.1583,54413.0
2021-08-01,73.5814,75.0472,73.5814,74.1583,54413.0
2021-08-02,74.3663,76.0306,74.2528,74.6122,68798.0
2021-08-03,74.5933,75.8321,73.7611,74.2244,91742.0
2021-08-04,72.475,72.475,68.4181,69.969,206953.0
2021-08-05,70.4087,70.4087,67.8791,68.1817,132192.0
2021-08-06,68.9477,69.4678,68.1628,68.1912,78439.0
2021-08-07,68.9477,69.4678,68.1628,68.1912,78439.0
2021-08-08,68.9477,69.4678,68.1628,68.1912,78439.0
2021-08-09,67.9453,69.9643,66.9713,68.56,211325.0
2021-08-10,68.5883,69.5009,67.2266,68.5883,135110.0
2021-08-11,68.9855,69.8272,68.1344,68.5883,105809.0
2021-08-12,68.6073,68.6073,67.4441,67.6332,57495.0
2021-08-13,67.4157,67.6143,66.2053,66.3944,69784.0
2021-08-14,67.4157,67.6143,66.2053,66.3944,69784.0
2021-08-15,67.4157,67.6143,66.2053,66.3944,69784.0
2021-08-16,66.054,66.7821,64.8719,66.1107,125997.0
2021-08-17,65.5055,65.7041,64.2478,64.6828,95676.0
2021-08-18,64.5315,65.3731,63.4345,65.0138,120303.0
2021-08-19,64.2572,65.0847,63.8033,64.8246,124668.0
2021-08-20,64.6544,65.3968,63.5575,65.0232,171090.0
2021-08-21,64.6544,65.3968,63.5575,65.0232,171090.0
2021-08-22,64.6544,65.3968,63.5575,65.0232,171090.0
2021-08-23,65.515,66.4417,65.0232,66.2526,88040.0
2021-08-24,66.3093,66.924,65.8649,65.9405,54168.0
2021-08-25,66.0445,66.5741,65.5622,65.5906,53168.0
2021-08-26,65.5244,65.5244,64.2194,64.2194,70996.0
2021-08-27,64.4369,66.6592,64.4369,66.2999,61363.0
2021-08-28,64.4369,66.6592,64.4369,66.2999,61363.0
2021-08-29,64.4369,66.6592,64.4369,66.2999,61363.0
2021-08-30,66.5079,66.8294,65.3258,65.7136,66127.0
2021-08-31,65.4866,66.2242,63.9452,65.9878,65239.0
2021-09-01,66.3188,67.3023,65.1462,67.0942,90655.0
2021-09-02,67.5008,67.6521,67.1557,67.6332,63560.0
2021-09-03,67.5576,67.5576,66.6618,67.4157,46535.0
2021-09-04,67.5576,67.5576,66.6618,67.4157,46535.0
2021-09-05,67.5576,67.5576,66.6618,67.4157,46535.0
2021-09-06,67.5576,67.5576,66.6618,67.4157,46535.0
2021-09-07,67.4346,67.6332,66.1202,67.5008,138976.0
2021-09-08,67.1699,67.1888,66.2809,66.6592,54369.0
2021-09-09,66.6498,67.1604,66.0162,66.3944,119379.0
2021-09-10,66.8956,67.0564,65.3069,65.3069,61351.0
2021-09-11,66.8956,67.0564,65.3069,65.3069,61351.0
2021-09-12,66.8956,67.0564,65.3069,65.3069,61351.0
2021-09-13,65.8932,65.9074,64.5504,65.2124,67190.0
2021-09-14,65.4866,65.5812,64.4747,64.6639,64297.0
2021-09-15,64.9097,65.8743,64.3329,65.6852,104145.0
2021-09-16,65.5717,66.8549,65.3731,66.5836,83969.0
2021-09-17,66.924,67.1415,65.184,66.8956,324495.0
2021-09-18,66.924,67.1415,65.184,66.8956,324495.0
2021-09-19,66.924,67.1415,65.184,66.8956,324495.0
2021-09-20,65.5055,66.6308,65.3542,66.3282,75794.0
2021-09-21,66.5741,67.5292,65.5717,67.3779,65468.0
2021-09-22,67.6143,68.456,66.8389,68.0777,108978.0
2021-09-23,68.2385,69.2976,67.255,68.7113,124911.0
2021-09-24,68.5883,68.8437,67.8413,68.3141,68712.0
2021-09-25,68.5883,68.8437,67.8413,68.3141,68712.0
2021-09-26,68.5883,68.8437,67.8413,68.3141,68712.0
2021-09-27,68.4843,70.5648,66.262,69.7231,68218.0
2021-09-28,69.6286,70.1581,66.3944,68.5127,69387.0
2021-09-29,68.6545,69.5718,66.8389,69.3732,63445.0
2021-09-30,69.7704,70.0257,68.0115,68.0399,62184.0
2021-10-01,68.3803,69.7988,67.6521,69.2408,61701.0
2021-10-02,68.3803,69.7988,67.6521,69.2408,61701.0
2021-10-03,68.3803,69.7988,67.6521,69.2408,61701.0
2021-10-04,69.1274,69.9217,68.4654,69.742,98575.0
2021-10-05,69.4867,71.2551,69.4867,70.6215,77274.0
2021-10-06,70.2905,70.9998,69.3922,70.631,71279.0
2021-10-07,70.9241,71.9832,70.6782,70.839,87749.0
2021-10-08,70.7823,70.9903,69.8082,70.3283,46626.0
2021-10-09,70.7823,70.9903,69.8082,70.3283,46626.0
2021-10-10,70.7823,70.9903,69.8082,70.3283,46626.0
2021-10-11,70.612,71.1984,70.404,70.735,38450.0
2021-10-12,70.631,71.326,70.1014,71.1794,43421.0
2021-10-13,71.1889,72.3804,70.8201,71.8698,58977.0
2021-10-14,72.4262,72.8323,71.9792,72.4547,44839.0
2021-10-15,73.3107,73.6055,71.7604,72.0838,115658.0
2021-10-16,73.3107,73.6055,71.7604,72.0838,115658.0
2021-10-17,73.3107,73.6055,71.7604,72.0838,115658.0
2021-10-18,71.9982,72.0933,70.971,71.0186,81523.0
2021-10-19,71.6558,71.6558,70.2577,71.1517,67164.0
2021-10-20,71.1517,72.8066,71.1517,72.4452,47355.0
2021-10-21,72.4167,73.2346,71.5369,72.9683,42157.0
2021-10-22,72.8352,72.9807,72.1509,72.3691,36496.0
2021-10-23,72.8352,72.9807,72.1509,72.3691,36496.0
2021-10-24,72.8352,72.9807,72.1509,72.3691,36496.0
2021-10-25,72.3596,73.2061,72.2835,73.0634,34981.0
2021-10-26,72.8732,73.2346,72.1028,72.274,56142.0
2021-10-27,72.3501,72.3501,71.1137,71.5607,71421.0
2021-10-28,71.6938,72.74,71.2183,71.5797,139063.0
2021-10-29,68.2699,69.6204,66.6625,68.6123,192212.0
2021-10-30,68.2699,69.6204,66.6625,68.6123,192212.0
2021-10-31,68.2699,69.6204,66.6625,68.6123,192212.0
2021-11-01,69.0688,70.4099,67.8038,70.2767,141922.0
2021-11-02,70.4574,71.0851,69.9154,70.6952,107545.0
2021-11-03,70.4194,73.6341,69.8202,73.5104,113106.0
2021-11-04,73.986,74.2047,72.2835,72.6259,58716.0
2021-11-05,73.3107,75.4221,73.3107,75.2795,78189.0
2021-11-06,73.3107,75.4221,73.3107,75.2795,78189.0
2021-11-07,73.3107,75.4221,73.3107,75.2795,78189.0
2021-11-08,76.0308,76.2686,74.005,74.7754,60594.0
2021-11-09,74.7183,75.2795,73.7102,74.9846,41879.0
2021-11-10,75.0797,75.484,74.2998,75.2319,118662.0
2021-11-11,75.4031,76.4303,74.9941,76.126,49075.0
2021-11-12,76.3923,76.7251,75.4317,76.145,46202.0
2021-11-13,76.3923,76.7251,75.4317,76.145,46202.0
2021-11-14,76.3923,76.7251,75.4317,76.145,46202.0
2021-11-15,76.5349,76.7394,75.4697,76.0974,58964.0
2021-11-16,75.9262,76.4874,75.5077,76.2496,66512.0
2021-11-17,76.126,76.202,75.1083,76.0879,53325.0
2021-11-18,76.0784,76.6491,75.2985,76.0879,81178.0
2021-11-19,75.5838,76.3067,75.5173,75.8311,57119.0
2021-11-20,75.5838,76.3067,75.5173,75.8311,57119.0
2021-11-21,75.5838,76.3067,75.5173,75.8311,57119.0
2021-11-22,76.2496,77.6762,75.4221,76.4684,63997.0
2021-11-23,76.7156,76.9249,76.0689,76.4113,81259.0
2021-11-24,76.4113,76.7899,75.639,75.9357,32076.0
2021-11-25,76.4113,76.7899,75.639,75.9357,32076.0
2021-11-26,74.5757,74.5757,72.2169,73.2917,52645.0
2021-11-27,74.5757,74.5757,72.2169,73.2917,52645.0
2021-11-28,74.5757,74.5757,72.2169,73.2917,52645.0
2021-11-29,74.1952,74.5566,73.111,74.1286,108102.0
2021-11-30,73.7197,73.9479,72.8637,73.5199,150706.0
2021-12-01,74.8039,76.2116,74.3759,74.3759,144563.0
2021-12-02,74.7944,76.0784,74.7278,75.0607,81457.0
2021-12-03,75.6361,75.6361,73.2251,73.8814,41770.0
2021-12-04,75.6361,75.6361,73.2251,73.8814,41770.0
2021-12-05,75.6361,75.6361,73.2251,73.8814,41770.0
2021-12-06,74.2428,75.6124,73.986,74.7564,150866.0
2021-12-07,75.6219,76.4398,74.9133,75.6029,108982.0
2021-12-08,75.9833,76.3732,74.395,74.6137,84971.0
2021-12-09,74.1857,75.2034,73.7696,74.2618,164756.0
2021-12-10,74.9276,74.9276,73.6341,73.8623,82435.0
2021-12-11,74.9276,74.9276,73.6341,73.8623,82435.0
2021-12-12,74.9276,74.9276,73.6341,73.8623,82435.0
2021-12-13,73.6531,73.6531,71.3039,71.4085,91925.0
2021-12-14,71.1993,71.9934,70.2006,70.6381,160742.0
2021-12-15,70.9234,71.6368,69.1829,71.1042,111957.0
2021-12-16,71.7604,72.0457,70.4717,71.0946,144224.0
2021-12-17,71.1707,72.1456,70.4669,71.6748,195662.0
2021-12-18,71.1707,72.1456,70.4669,71.6748,195662.0
2021-12-19,71.1707,72.1456,70.4669,71.6748,195662.0
2021-12-20,70.9044,71.8365,68.9452,71.6273,117693.0
2021-12-21,72.0838,73.6246,71.6558,73.2917,83929.0
2021-12-22,73.3107,74.88,72.9659,74.6327,63227.0
2021-12-23,74.842,76.0784,74.4425,75.7075,71022.0
2021-12-24,74.842,76.0784,74.4425,75.7075,71022.0
2021-12-25,74.842,76.0784,74.4425,75.7075,71022.0
2021-12-26,74.842,76.0784,74.4425,75.7075,71022.0
2021-12-27,75.8882,76.5064,75.0988,75.988,34539.0
2021-12-28,75.8311,76.7632,75.3746,75.9072,46742.0
2021-12-29,75.8121,76.2306,75.3556,75.6599,37799.0
2021-12-30,75.7836,76.2876,75.0322,75.4031,57279.0
2021-12-31,75.289,76.7917,75.289,76.3352,50678.0
2022-01-01,75.289,76.7917,75.289,76.3352,50678.0
2022-01-02,75.289,76.7917,75.289,76.3352,50678.0
2022-01-03,76.2306,77.8474,75.4126,75.8311,71586.0
2022-01-04,75.8311,77.9045,75.8311,77.8189,64033.0
2022-01-05,78.0947,78.5798,76.2876,76.3637,71681.0
2022-01-06,76.6681,77.1008,75.2319,76.5064,50397.0
2022-01-07,76.3542,76.5635,75.327,75.327,67958.0
2022-01-08,76.3542,76.5635,75.327,75.327,67958.0
2022-01-09,76.3542,76.5635,75.327,75.327,67958.0
2022-01-10,75.3175,75.7265,73.5247,74.5566,72705.0
2022-01-11,73.6436,75.5458,73.558,75.1463,65623.0
2022-01-12,75.4602,76.2306,74.1572,74.6137,66251.0
2022-01-13,74.695,75.7184,74.695,75.068,47749.0
2022-01-14,74.6854,74.9054,73.9538,74.7811,30311.0
2022-01-15,74.6854,74.9054,73.9538,74.7811,30311.0
2022-01-16,74.6854,74.9054,73.9538,74.7811,30311.0
2022-01-17,74.6854,74.9054,73.9538,74.7811,30311.0
2022-01-18,74.1307,74.6807,73.2317,73.9681,59595.0
2022-01-19,74.1116,74.5898,73.643,73.643,78209.0
2022-01-20,73.8629,75.4984,73.1743,73.3369,63653.0
2022-01-21,73.0404,74.6568,72.5814,72.5814,138046.0
2022-01-22,73.0404,74.6568,72.5814,72.5814,138046.0
2022-01-23,73.0404,74.6568,72.5814,72.5814,138046.0
2022-01-24,71.558,74.8863,70.7546,74.5611,149039.0
2022-01-25,73.7769,74.7428,72.4283,74.0542,81918.0
2022-01-26,74.2168,75.508,72.6866,73.4899,143549.0
2022-01-27,73.7386,74.6902,72.4044,72.8013,77496.0
2022-01-28,72.7153,72.9619,71.2328,72.6866,132516.0
2022-01-29,72.7153,72.9619,71.2328,72.6866,132516.0
2022-01-30,72.7153,72.9619,71.2328,72.6866,132516.0
2022-01-31,72.5575,73.9825,71.9693,72.8874,94870.0
2022-02-01,72.2657,73.7697,72.1715,72.7535,169698.0
2022-02-02,72.8205,73.1361,71.4432,71.998,106332.0
2022-02-03,72.2227,72.897,71.5867,71.7589,69246.0
2022-02-04,71.7302,72.2418,71.1659,71.7302,64805.0
2022-02-05,71.7302,72.2418,71.1659,71.7302,64805.0
2022-02-06,71.7302,72.2418,71.1659,71.7302,64805.0
2022-02-07,71.7302,72.5814,71.1754,72.0458,89951.0
2022-02-08,71.8354,73.6047,71.8354,73.5282,62190.0
2022-02-09,73.7577,75.3439,73.643,74.3124,71069.0
2022-02-10,73.5665,74.1786,72.0649,72.4857,105426.0
2022-02-11,72.7535,74.3507,71.5198,72.4092,50625.0
2022-02-12,72.7535,74.3507,71.5198,72.4092,50625.0
2022-02-13,72.7535,74.3507,71.5198,72.4092,50625.0
2022-02-14,72.7439,72.9735,71.6441,72.0458,49105.0
2022-02-15,72.5048,73.5234,72.1056,72.6961,37250.0
2022-02-16,72.7248,72.9675,71.7875,72.9257,49700.0
2022-02-17,72.3805,72.4188,71.1085,71.2902,66124.0
2022-02-18,71.032,71.9023,71.032,71.3763,79049.0
2022-02-19,71.032,71.9023,71.032,71.3763,79049.0
2022-02-20,71.032,71.9023,71.032,71.3763,79049.0
2022-02-21,71.032,71.9023,71.032,71.3763,79049.0
2022-02-22,71.1085,71.6823,68.9853,69.7982,78474.0
2022-02-23,70.2956,70.7164,68.0671,68.3636,90576.0
2022-02-24,74.5994,75.9861,70.133,75.441,230951.0
2022-02-25,74.9915,78.4537,74.6376,77.7077,107139.0
2022-02-26,74.9915,78.4537,74.6376,77.7077,107139.0
2022-02-27,74.9915,78.4537,74.6376,77.7077,107139.0
2022-02-28,76.5982,78.3198,76.4745,77.7364,115898.0
2022-03-01,77.9276,77.9276,75.4506,76.2444,94136.0
2022-03-02,76.0674,77.8607,76.0674,76.9234,93747.0
2022-03-03,76.9904,77.3251,75.6705,76.3591,82053.0
2022-03-04,76.0244,77.2486,75.594,77.1625,58799.0
2022-03-05,76.0244,77.2486,75.594,77.1625,58799.0
2022-03-06,76.0244,77.2486,75.594,77.1625,58799.0
2022-03-07,77.2869,78.1954,75.7375,75.7949,101222.0
2022-03-08,76.2731,77.1625,75.7518,75.9479,83854.0
2022-03-09,76.0914,77.526,75.9575,76.9904,78815.0
2022-03-10,75.9383,78.425,75.9096,78.3389,93509.0
2022-03-11,78.425,80.2517,78.0329,80.0413,128845.0
2022-03-12,78.425,80.2517,78.0329,80.0413,128845.0
2022-03-13,78.425,80.2517,78.0329,80.0413,128845.0
2022-03-14,80.443,84.8616,80.3665,84.4694,210941.0
2022-03-15,84.8616,85.0242,80.9642,81.3229,130533.0
2022-03-16,81.6385,83.4843,81.3707,82.6236,127474.0
2022-03-17,82.4323,83.427,81.8967,82.1071,68711.0
2022-03-18,80.5864,82.1932,79.9935,81.1603,215764.0
2022-03-19,80.5864,82.1932,79.9935,81.1603,215764.0
2022-03-20,80.5864,82.1932,79.9935,81.1603,215764.0
2022-03-21,81.2846,82.1884,80.6725,81.495,81760.0
2022-03-22,82.0306,82.7479,81.0551,81.2942,54365.0
2022-03-23,81.2559,81.8967,80.376,80.5769,48717.0
2022-03-24,80.9786,82.308,79.6205,81.1985,79044.0
2022-03-25,82.1071,82.3175,81.0838,81.5046,49432.0
2022-03-26,82.1071,82.3175,81.0838,81.5046,49432.0
2022-03-27,82.1071,82.3175,81.0838,81.5046,49432.0
2022-03-28,81.1699,81.6337,80.3665,81.2751,44626.0
2022-03-29,81.7341,82.8722,81.3229,82.4227,60983.0
2022-03-30,82.2602,82.4801,80.9499,81.3133,53788.0
2022-03-31,81.0646,82.3175,81.036,81.2751,88725.0
2022-04-01,81.1507,81.9971,80.2995,81.7054,70098.0
2022-04-02,81.1507,81.9971,80.2995,81.7054,70098.0
2022-04-03,81.1507,81.9971,80.2995,81.7054,70098.0
2022-04-04,81.2464,81.5428,79.6779,80.0413,108022.0
2022-04-05,80.4812,81.7819,80.4812,80.8447,89137.0
2022-04-06,80.7969,81.1498,79.5057,80.29,76759.0
2022-04-07,80.0126,80.3521,78.9893,79.1518,59335.0
2022-04-08,79.5057,79.85,78.5632,79.6205,66653.0
2022-04-09,79.5057,79.85,78.5632,79.6205,66653.0
2022-04-10,79.5057,79.85,78.5632,79.6205,66653.0
2022-04-11,79.2092,80.1848,78.7406,79.0466,68442.0
2022-04-12,79.4579,80.1848,78.9749,79.2475,95175.0
2022-04-13,79.6562,80.9641,79.4542,80.8294,63642.0
2022-04-14,81.0987,81.6372,80.8487,81.3872,49238.0
2022-04-15,81.0987,81.6372,80.8487,81.3872,49238.0
2022-04-16,81.0987,81.6372,80.8487,81.3872,49238.0
2022-04-17,81.0987,81.6372,80.8487,81.3872,49238.0
2022-04-18,81.2141,82.7528,81.2141,82.6278,66219.0
2022-04-19,82.5989,84.8781,82.5989,84.7723,100407.0
2022-04-20,84.7723,86.9842,84.7723,86.5514,107489.0
2022-04-21,86.9457,87.869,86.2822,87.0611,97747.0
2022-04-22,86.4745,86.5755,82.7913,83.7337,80748.0
2022-04-23,86.4745,86.5755,82.7913,83.7337,80748.0
2022-04-24,86.4745,86.5755,82.7913,83.7337,80748.0
2022-04-25,83.224,83.2529,81.2141,82.9548,105473.0
2022-04-26,82.2335,83.3779,79.9735,80.0697,108145.0
2022-04-27,80.3967,82.0989,80.0987,81.6276,70723.0
2022-04-28,82.3104,82.3104,80.4928,81.4641,71267.0
2022-04-29,82.9644,83.5029,79.5937,80.262,115121.0
2022-04-30,82.9644,83.5029,79.5937,80.262,115121.0
2022-05-01,82.9644,83.5029,79.5937,80.262,115121.0
2022-05-02,80.0409,82.4739,77.6981,78.9542,81266.0
2022-05-03,79.0407,80.2188,78.3194,78.8291,83097.0
2022-05-04,79.0311,79.7716,77.7905,79.4158,85496.0
2022-05-05,78.9734,79.4158,76.5596,78.2329,95440.0
2022-05-06,78.0598,78.7522,77.0019,78.0117,88496.0
2022-05-07,78.0598,78.7522,77.0019,78.0117,88496.0
2022-05-08,78.0598,78.7522,77.0019,78.0117,88496.0
2022-05-09,77.4539,79.9832,77.2823,78.4348,100214.0
2022-05-10,78.7618,79.5023,76.8577,78.156,68426.0
2022-05-11,77.954,79.6658,76.8288,77.2616,74991.0
2022-05-12,76.9635,77.8867,75.9729,76.4442,156491.0
2022-05-13,77.0404,79.0599,76.0595,78.7234,116578.0
2022-05-14,77.0404,79.0599,76.0595,78.7234,116578.0
2022-05-15,77.0404,79.0599,76.0595,78.7234,116578.0
2022-05-16,79.0984,79.4446,77.4299,77.9348,57921.0
2022-05-17,78.9542,80.791,78.7041,80.3294,72772.0
2022-05-18,79.4927,80.214,77.9203,78.406,66284.0
2022-05-19,77.6559,78.733,76.8096,77.4347,90880.0
2022-05-20,78.2233,78.2233,76.3768,77.2616,64099.0
2022-05-21,78.2233,78.2233,76.3768,77.2616,64099.0
2022-05-22,78.2233,78.2233,76.3768,77.2616,64099.0
2022-05-23,78.0213,79.4927,77.2617,78.3771,43868.0
2022-05-24,77.8963,78.1656,76.2999,77.9636,55686.0
2022-05-25,77.5982,79.1657,77.5982,78.281,48404.0
2022-05-26,78.8965,79.4446,77.8578,78.6849,44862.0
2022-05-27,79.2427,79.9735,78.8003,78.9445,57808.0
2022-05-28,79.2427,79.9735,78.8003,78.9445,57808.0
