,UPBD US Equity,UPBD US Equity,UPBD US Equity,UPBD US Equity,UPBD US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-06-10,19.3088,19.6746,19.2437,19.325,1604278.0
2019-06-11,19.3088,20.0567,19.3088,20.0324,1743323.0
2019-06-12,20.0811,20.9348,20.073,20.5283,1624570.0
2019-06-13,20.5689,21.1055,20.5689,21.0974,959711.0
2019-06-14,21.1218,21.4226,20.8779,21.0567,726565.0
2019-06-15,21.1218,21.4226,20.8779,21.0567,726565.0
2019-06-16,21.1218,21.4226,20.8779,21.0567,726565.0
2019-06-17,21.1462,21.4876,21.0649,21.2275,557877.0
2019-06-18,21.3657,21.5201,20.7884,20.9754,666208.0
2019-06-19,20.9998,21.1299,20.2763,20.4551,1426714.0
2019-06-20,20.5202,20.821,20.3494,20.4389,1862769.0
2019-06-21,20.3494,20.3901,19.5771,19.6584,1339200.0
2019-06-22,20.3494,20.3901,19.5771,19.6584,1339200.0
2019-06-23,20.3494,20.3901,19.5771,19.6584,1339200.0
2019-06-24,20.3088,20.3657,19.699,19.9592,1691767.0
2019-06-25,19.9836,20.8941,19.8616,20.5852,1039263.0
2019-06-26,20.6096,20.7722,20.386,20.5364,1457946.0
2019-06-27,20.6746,21.1543,20.6545,21.1543,724852.0
