,UPBD US Equity,UPBD US Equity,UPBD US Equity,UPBD US Equity,UPBD US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-06-28,21.138,22.0892,21.1218,21.6502,3124580.0
2019-06-29,21.138,22.0892,21.1218,21.6502,3124580.0
2019-06-30,21.138,22.0892,21.1218,21.6502,3124580.0
2019-07-01,21.886,22.1868,21.638,22.0242,1930056.0
2019-07-02,22.138,22.512,21.9998,22.3738,713915.0
2019-07-03,22.4714,22.7071,22.2112,22.3657,450494.0
2019-07-04,22.4714,22.7071,22.2112,22.3657,450494.0
2019-07-05,22.325,22.3901,21.9836,22.3006,953946.0
2019-07-06,22.325,22.3901,21.9836,22.3006,953946.0
2019-07-07,22.325,22.3901,21.9836,22.3006,953946.0
2019-07-08,22.2031,22.5283,22.0079,22.4388,692452.0
2019-07-09,22.3575,22.5608,22.1502,22.2437,1014189.0
2019-07-10,22.2681,22.6502,22.1299,22.4632,737984.0
2019-07-11,22.5201,22.6665,22.2275,22.3819,717124.0
2019-07-12,22.4144,22.7234,22.3575,22.6258,642996.0
2019-07-13,22.4144,22.7234,22.3575,22.6258,642996.0
2019-07-14,22.4144,22.7234,22.3575,22.6258,642996.0
2019-07-15,22.7234,22.9673,22.4957,22.5933,770371.0
2019-07-16,22.5364,22.699,22.138,22.3494,519165.0
2019-07-17,22.3413,22.3981,21.4876,21.5201,674304.0
2019-07-18,21.5608,21.7071,21.073,21.4307,1493757.0
2019-07-19,21.3819,21.6746,21.1787,21.1787,563971.0
2019-07-20,21.3819,21.6746,21.1787,21.1787,563971.0
2019-07-21,21.3819,21.6746,21.1787,21.1787,563971.0
2019-07-22,21.2437,21.634,21.2437,21.447,1075297.0
2019-07-23,21.4876,21.5201,20.9348,21.1949,625819.0
2019-07-24,21.1299,21.6827,20.8538,21.6258,642094.0
2019-07-25,21.6258,22.2112,21.4632,21.6502,597874.0
2019-07-26,21.6502,21.7884,21.4307,21.5608,425604.0
2019-07-27,21.6502,21.7884,21.4307,21.5608,425604.0
2019-07-28,21.6502,21.7884,21.4307,21.5608,425604.0
2019-07-29,21.5445,21.9266,21.325,21.6584,360025.0
2019-07-30,21.5771,21.8941,21.3657,21.886,1015197.0
2019-07-31,21.8453,22.1421,21.6949,21.9754,818507.0
2019-08-01,22.0649,22.577,21.7071,21.9185,788978.0
2019-08-02,21.8128,21.9023,21.2356,21.2356,771046.0
2019-08-03,21.8128,21.9023,21.2356,21.2356,771046.0
2019-08-04,21.8128,21.9023,21.2356,21.2356,771046.0
2019-08-05,21.0567,21.138,20.0527,20.4876,1061475.0
2019-08-06,20.5689,21.1218,20.2844,20.6909,1376183.0
2019-08-07,20.6015,20.7884,19.9267,20.4226,1285959.0
2019-08-08,20.6909,21.6096,19.4307,21.512,2711976.0
2019-08-09,21.5933,22.1705,21.138,21.5283,1061569.0
2019-08-10,21.5933,22.1705,21.138,21.5283,1061569.0
2019-08-11,21.5933,22.1705,21.138,21.5283,1061569.0
2019-08-12,21.5445,22.4226,21.3296,22.3331,1049260.0
2019-08-13,22.2681,22.5201,21.9998,22.2031,844838.0
2019-08-14,22.3169,22.4307,21.764,22.1949,868831.0
2019-08-15,22.1462,22.1949,21.1055,21.2437,795018.0
2019-08-16,21.3657,21.5527,20.8291,20.9267,1041220.0
2019-08-17,21.3657,21.5527,20.8291,20.9267,1041220.0
2019-08-18,21.3657,21.5527,20.8291,20.9267,1041220.0
2019-08-19,21.0486,21.2356,20.6258,20.7397,1136961.0
2019-08-20,20.7559,20.8372,20.3494,20.4551,787645.0
2019-08-21,20.7315,20.8941,20.3332,20.8128,861907.0
2019-08-22,20.7966,21.2762,20.7397,20.7559,632982.0
2019-08-23,20.6258,20.7234,19.9998,20.073,779172.0
2019-08-24,20.6258,20.7234,19.9998,20.073,779172.0
2019-08-25,20.6258,20.7234,19.9998,20.073,779172.0
2019-08-26,20.1299,20.8941,19.9958,20.821,541108.0
2019-08-27,20.8454,21.26,20.6665,20.8454,477106.0
2019-08-28,20.8454,21.3819,20.6584,21.325,468972.0
2019-08-29,21.4307,21.9673,21.1136,21.8128,549985.0
2019-08-30,21.8941,21.9104,20.7397,20.7559,907171.0
2019-08-31,21.8941,21.9104,20.7397,20.7559,907171.0
2019-09-01,21.8941,21.9104,20.7397,20.7559,907171.0
2019-09-02,21.8941,21.9104,20.7397,20.7559,907171.0
2019-09-03,20.6258,20.6584,20.1787,20.3738,732589.0
2019-09-04,20.5689,20.821,20.2763,20.6421,647766.0
2019-09-05,20.7966,21.2356,20.6421,20.8291,615614.0
2019-09-06,20.8372,21.1462,20.1868,20.2112,503373.0
2019-09-07,20.8372,21.1462,20.1868,20.2112,503373.0
2019-09-08,20.8372,21.1462,20.1868,20.2112,503373.0
2019-09-09,20.1868,21.008,20.1868,20.821,928025.0
2019-09-10,20.7559,21.3893,20.6909,21.2519,910431.0
2019-09-11,21.0567,21.1949,20.3738,21.008,605039.0
2019-09-12,21.073,21.2844,20.7234,20.7315,620977.0
2019-09-13,20.6909,21.138,20.6909,20.9917,537694.0
2019-09-14,20.6909,21.138,20.6909,20.9917,537694.0
2019-09-15,20.6909,21.138,20.6909,20.9917,537694.0
2019-09-16,20.8697,20.9307,20.6421,20.8616,607604.0
2019-09-17,20.8697,21.447,20.5445,21.2356,972694.0
2019-09-18,21.2112,21.3901,20.7803,21.0567,584398.0
2019-09-19,21.0405,21.1299,20.6584,21.1055,916938.0
2019-09-20,21.1466,21.4421,21.0686,21.0891,1423380.0
2019-09-21,21.1466,21.4421,21.0686,21.0891,1423380.0
2019-09-22,21.1466,21.4421,21.0686,21.0891,1423380.0
2019-09-23,21.163,21.4421,21.0973,21.2286,588545.0
2019-09-24,21.3518,21.9264,21.1507,21.1794,1060960.0
2019-09-25,21.1219,21.4257,20.613,21.1137,553131.0
2019-09-26,21.0809,21.401,20.9003,21.3272,475509.0
2019-09-27,21.3025,21.5652,20.9906,21.0809,681789.0
2019-09-28,21.3025,21.5652,20.9906,21.0809,681789.0
2019-09-29,21.3025,21.5652,20.9906,21.0809,681789.0
2019-09-30,21.1794,21.3518,20.7936,21.1712,699303.0
2019-10-01,21.1383,21.7622,21.1383,21.4339,661513.0
2019-10-02,21.3846,21.5488,20.9331,21.2451,907433.0
2019-10-03,21.2861,21.3189,20.4652,20.6458,793642.0
2019-10-04,20.6869,21.2451,20.6704,21.2204,686806.0
2019-10-05,20.6869,21.2451,20.6704,21.2204,686806.0
2019-10-06,20.6869,21.2451,20.6704,21.2204,686806.0
2019-10-07,21.163,21.5078,21.0686,21.2697,508002.0
2019-10-08,20.9824,21.3682,20.9026,21.2451,465226.0
2019-10-09,21.3518,21.3518,20.9824,21.2204,513381.0
2019-10-10,21.3107,21.4831,21.2286,21.282,471574.0
2019-10-11,21.3846,22.2384,21.2943,21.7704,1221239.0
2019-10-12,21.3846,22.2384,21.2943,21.7704,1221239.0
2019-10-13,21.3846,22.2384,21.2943,21.7704,1221239.0
2019-10-14,21.7622,21.8278,21.2286,21.3764,468913.0
2019-10-15,21.4092,21.5283,20.7443,20.773,747601.0
2019-10-16,20.8018,21.6555,20.6869,21.5529,1172435.0
2019-10-17,21.6637,22.263,21.6637,22.0742,680468.0
2019-10-18,21.9182,22.0413,21.5073,21.6473,516037.0
2019-10-19,21.9182,22.0413,21.5073,21.6473,516037.0
2019-10-20,21.9182,22.0413,21.5073,21.6473,516037.0
2019-10-21,21.8279,22.1727,21.8117,21.951,367394.0
2019-10-22,21.9757,22.1645,21.8525,22.0331,378497.0
2019-10-23,22.0578,22.7637,22.0003,22.6324,654668.0
2019-10-24,22.6899,22.7063,21.1876,21.204,902684.0
2019-10-25,21.2451,21.4913,20.9988,21.3764,505246.0
2019-10-26,21.2451,21.4913,20.9988,21.3764,505246.0
2019-10-27,21.2451,21.4913,20.9988,21.3764,505246.0
2019-10-28,21.3189,21.8115,21.2451,21.3518,574407.0
2019-10-29,21.4092,22.1399,21.3436,21.6801,459068.0
2019-10-30,21.7212,21.8936,21.3764,21.5406,427483.0
2019-10-31,21.5324,21.5324,21.0316,21.2369,581404.0
2019-11-01,21.4092,21.4092,20.3749,20.6458,715269.0
2019-11-02,21.4092,21.4092,20.3749,20.6458,715269.0
2019-11-03,21.4092,21.4092,20.3749,20.6458,715269.0
2019-11-04,20.8182,20.9495,19.9398,20.2436,730580.0
2019-11-05,20.0055,20.4406,19.8617,20.2928,1002996.0
2019-11-06,20.2928,20.2928,19.4637,19.6853,1057232.0
2019-11-07,18.9465,19.8906,17.8876,18.3801,1771796.0
2019-11-08,18.2898,18.6674,18.2077,18.4129,1258307.0
2019-11-09,18.2898,18.6674,18.2077,18.4129,1258307.0
2019-11-10,18.2898,18.6674,18.2077,18.4129,1258307.0
2019-11-11,18.3801,18.3883,18.0517,18.3391,876571.0
2019-11-12,19.0779,19.5868,18.6756,19.513,904030.0
2019-11-13,19.6197,19.8906,19.1518,19.2256,744656.0
2019-11-14,19.3324,19.8085,19.1764,19.7346,702770.0
2019-11-15,19.907,20.0794,19.6525,20.0506,699911.0
2019-11-16,19.907,20.0794,19.6525,20.0506,699911.0
2019-11-17,19.907,20.0794,19.6525,20.0506,699911.0
2019-11-18,19.9398,20.301,19.9398,20.1861,735914.0
2019-11-19,20.1861,20.498,20.1738,20.3092,840606.0
2019-11-20,20.3174,20.4652,20.0301,20.1943,771074.0
2019-11-21,20.2107,20.3339,20.0301,20.1861,498863.0
2019-11-22,20.2354,20.7689,20.1204,20.6294,658051.0
2019-11-23,20.2354,20.7689,20.1204,20.6294,658051.0
2019-11-24,20.2354,20.7689,20.1204,20.6294,658051.0
2019-11-25,20.6294,21.5488,20.613,21.3518,643623.0
2019-11-26,21.3682,21.9182,21.3682,21.5406,561489.0
2019-11-27,21.5898,21.7417,21.2861,21.3559,273963.0
2019-11-28,21.5898,21.7417,21.2861,21.3559,273963.0
2019-11-29,21.3436,21.6104,21.3025,21.3682,183763.0
2019-11-30,21.3436,21.6104,21.3025,21.3682,183763.0
2019-12-01,21.3436,21.6104,21.3025,21.3682,183763.0
2019-12-02,21.3846,21.438,21.0727,21.1794,400148.0
2019-12-03,21.0398,21.2533,20.8921,21.1712,526760.0
2019-12-04,21.204,21.4257,21.048,21.1055,387949.0
2019-12-05,21.1794,21.3764,21.0563,21.36,418180.0
2019-12-06,21.5734,22.0003,21.401,21.951,591947.0
2019-12-07,21.5734,22.0003,21.401,21.951,591947.0
2019-12-08,21.5734,22.0003,21.401,21.951,591947.0
2019-12-09,22.0331,22.616,21.9264,22.5011,691051.0
2019-12-10,22.5996,22.9854,22.419,22.6775,1036676.0
2019-12-11,22.7309,22.8623,22.3779,22.7309,575970.0
2019-12-12,22.7063,23.2973,22.5749,22.8212,470793.0
2019-12-13,22.772,23.1578,22.7063,22.9772,400465.0
2019-12-14,22.772,23.1578,22.7063,22.9772,400465.0
2019-12-15,22.772,23.1578,22.7063,22.9772,400465.0
2019-12-16,23.1003,23.5026,22.9772,23.1249,381756.0
2019-12-17,23.0921,23.4041,23.0841,23.2645,384618.0
2019-12-18,23.207,23.7406,23.1906,23.6585,592329.0
2019-12-19,23.6667,23.6667,22.7514,23.1332,1154150.0
2019-12-20,23.0921,23.3548,22.7966,23.2235,2556702.0
2019-12-21,23.0921,23.3548,22.7966,23.2235,2556702.0
2019-12-22,23.0921,23.3548,22.7966,23.2235,2556702.0
2019-12-23,23.2481,23.322,22.9614,23.2235,620349.0
2019-12-24,23.2152,23.4779,23.2152,23.3712,241771.0
2019-12-25,23.2152,23.4779,23.2152,23.3712,241771.0
2019-12-26,23.4451,23.5682,23.2481,23.3466,447920.0
2019-12-27,23.3548,23.4779,23.0511,23.4123,321587.0
2019-12-28,23.3548,23.4779,23.0511,23.4123,321587.0
2019-12-29,23.3548,23.4779,23.0511,23.4123,321587.0
2019-12-30,23.4944,23.7242,23.2809,23.7078,285481.0
2019-12-31,23.5436,23.7694,23.3466,23.675,459914.0
2020-01-01,23.5436,23.7694,23.3466,23.675,459914.0
2020-01-02,23.7653,23.7981,23.2317,23.3712,1287557.0
2020-01-03,23.2219,23.9269,23.1141,23.8108,962840.0
2020-01-04,23.2219,23.9269,23.1141,23.8108,962840.0
2020-01-05,23.2219,23.9269,23.1141,23.8108,962840.0
2020-01-06,23.6449,23.9683,23.3795,23.8771,451086.0
2020-01-07,23.8854,24.043,23.6366,23.9683,559779.0
2020-01-08,24.0513,24.2794,23.9186,23.9601,426193.0
2020-01-09,24.0596,24.2858,23.8937,24.0845,439895.0
2020-01-10,24.0015,24.2752,23.9435,24.2254,567885.0
2020-01-11,24.0015,24.2752,23.9435,24.2254,567885.0
2020-01-12,24.0015,24.2752,23.9435,24.2254,567885.0
2020-01-13,24.3167,24.7106,24.2669,24.6816,537005.0
2020-01-14,24.6401,24.7728,24.4494,24.7645,435101.0
2020-01-15,24.7065,25.0963,24.6318,25.0838,535848.0
2020-01-16,25.3285,25.71,25.1792,25.5027,388812.0
2020-01-17,25.5192,25.8261,25.4197,25.7929,319433.0
2020-01-18,25.5192,25.8261,25.4197,25.7929,319433.0
2020-01-19,25.5192,25.8261,25.4197,25.7929,319433.0
2020-01-20,25.5192,25.8261,25.4197,25.7929,319433.0
2020-01-21,25.7846,25.7846,24.9553,25.0216,579461.0
2020-01-22,25.1377,25.3202,24.9719,25.1958,344295.0
2020-01-23,25.2124,25.2373,24.9719,25.0382,492021.0
2020-01-24,25.1958,25.2787,24.8889,25.2124,313689.0
2020-01-25,25.1958,25.2787,24.8889,25.2124,313689.0
2020-01-26,25.1958,25.2787,24.8889,25.2124,313689.0
2020-01-27,24.9055,25.2538,24.8806,24.9719,302814.0
2020-01-28,25.1212,25.3078,24.9138,25.1377,331102.0
2020-01-29,25.2373,25.4446,25.0963,25.1212,333608.0
2020-01-30,25.0548,25.1626,24.6484,24.8806,375180.0
2020-01-31,24.8972,24.8972,24.1425,24.1591,429309.0
2020-02-01,24.8972,24.8972,24.1425,24.1591,429309.0
2020-02-02,24.8972,24.8972,24.1425,24.1591,429309.0
2020-02-03,24.2586,24.5489,23.2136,23.3795,753473.0
2020-02-04,23.5205,23.6615,21.7208,21.9033,1509071.0
2020-02-05,22.2267,22.9317,22.0774,22.9151,588660.0
2020-02-06,22.9731,23.2883,22.799,23.0395,323275.0
2020-02-07,23.0063,23.0063,22.6301,22.7575,356803.0
2020-02-08,23.0063,23.0063,22.6301,22.7575,356803.0
2020-02-09,23.0063,23.0063,22.6301,22.7575,356803.0
2020-02-10,22.799,23.1141,22.6746,22.9814,343272.0
2020-02-11,23.0478,23.5537,22.9524,23.5122,466905.0
2020-02-12,23.6947,23.8357,23.3961,23.5122,372435.0
2020-02-13,23.5205,23.9601,23.4044,23.8357,237190.0
2020-02-14,23.9352,24.0231,23.139,23.197,381386.0
2020-02-15,23.9352,24.0231,23.139,23.197,381386.0
2020-02-16,23.9352,24.0231,23.139,23.197,381386.0
2020-02-17,23.9352,24.0231,23.139,23.197,381386.0
2020-02-18,23.0229,23.6698,23.0229,23.5288,926257.0
2020-02-19,23.5205,23.5537,22.2682,22.3926,782215.0
2020-02-20,22.1852,22.1852,21.0905,21.3227,1223543.0
2020-02-21,21.2978,21.3434,20.5929,20.6592,1101672.0
2020-02-22,21.2978,21.3434,20.5929,20.6592,1101672.0
2020-02-23,21.2978,21.3434,20.5929,20.6592,1101672.0
2020-02-24,20.3109,20.9578,19.9957,20.8583,1272629.0
2020-02-25,22.6248,22.6248,20.1036,20.5431,1948114.0
2020-02-26,20.3607,20.5804,19.4318,19.4898,1144405.0
2020-02-27,19.1332,19.3571,18.5775,18.7019,1000815.0
2020-02-28,18.2458,18.5444,17.3335,17.657,950008.0
2020-02-29,18.2458,18.5444,17.3335,17.657,950008.0
2020-03-01,18.2458,18.5444,17.3335,17.657,950008.0
2020-03-02,17.7233,18.2458,17.4082,18.2292,739547.0
2020-03-03,18.1297,18.2458,17.1013,17.3418,889217.0
2020-03-04,17.4225,17.7565,17.0101,17.4164,551102.0
2020-03-05,17.1013,17.1096,16.3258,16.5954,704111.0
2020-03-06,16.189,16.3715,15.8158,16.1807,603666.0
2020-03-07,16.189,16.3715,15.8158,16.1807,603666.0
2020-03-08,16.189,16.3715,15.8158,16.1807,603666.0
2020-03-09,15.3099,15.4758,14.721,14.9367,738736.0
2020-03-10,15.3762,15.6085,14.5137,15.4343,733322.0
2020-03-11,15.1108,15.1274,14.3147,14.8206,845839.0
2020-03-12,13.4024,14.0824,12.5896,13.0872,1195953.0
2020-03-13,13.8336,14.3105,13.4355,14.2649,1191075.0
2020-03-14,13.8336,14.3105,13.4355,14.2649,1191075.0
2020-03-15,13.8336,14.3105,13.4355,14.2649,1191075.0
2020-03-16,13.0292,13.419,12.5398,12.7472,1333391.0
2020-03-17,12.8052,14.3147,12.4818,13.336,1805516.0
2020-03-18,12.5813,13.0126,11.4119,11.8515,1327610.0
2020-03-19,11.7602,13.6678,11.528,12.3325,1437330.0
2020-03-20,12.4901,13.4024,11.0636,11.3124,1670893.0
2020-03-21,12.4901,13.4024,11.0636,11.3124,1670893.0
2020-03-22,12.4901,13.4024,11.0636,11.3124,1670893.0
2020-03-23,11.4783,11.6789,9.6952,10.0103,989636.0
2020-03-24,10.5079,11.9095,10.5079,11.8598,862073.0
2020-03-25,12.1335,13.0789,11.8266,12.432,925191.0
2020-03-26,12.656,13.137,12.3242,12.8301,903901.0
2020-03-27,12.5398,12.6435,11.786,12.4071,731362.0
2020-03-28,12.5398,12.6435,11.786,12.4071,731362.0
2020-03-29,12.5398,12.6435,11.786,12.4071,731362.0
2020-03-30,12.4071,12.5896,11.7851,12.0422,421140.0
2020-03-31,11.9759,12.2164,11.5197,11.7271,576708.0
2020-04-01,11.2792,11.3539,10.5411,10.7028,557707.0
2020-04-02,10.5743,11.3953,10.5743,10.9972,629126.0
2020-04-03,11.1548,11.1548,10.2342,10.4747,625524.0
2020-04-04,11.1548,11.1548,10.2342,10.4747,625524.0
2020-04-05,11.1548,11.1548,10.2342,10.4747,625524.0
2020-04-06,11.0553,12.1418,11.0221,12.0588,694766.0
2020-04-07,12.6228,13.3393,12.4818,13.0292,1162145.0
2020-04-08,13.137,15.4592,13.137,15.1606,1330155.0
2020-04-09,15.7577,15.99,15.0528,15.5587,975288.0
2020-04-10,15.7577,15.99,15.0528,15.5587,975288.0
2020-04-11,15.7577,15.99,15.0528,15.5587,975288.0
2020-04-12,15.7577,15.99,15.0528,15.5587,975288.0
2020-04-13,15.3679,15.6002,14.7001,15.086,580123.0
2020-04-14,15.426,15.6278,14.7376,15.3514,678128.0
2020-04-15,14.8123,15.0362,14.182,14.24,878753.0
2020-04-16,14.1156,14.5137,13.9166,14.182,1100365.0
2020-04-17,14.9284,15.2767,14.6796,14.7625,831756.0
2020-04-18,14.9284,15.2767,14.6796,14.7625,831756.0
2020-04-19,14.9284,15.2767,14.6796,14.7625,831756.0
2020-04-20,14.4639,15.0694,14.1654,14.4557,656892.0
2020-04-21,13.8336,14.5859,13.5682,13.5931,595276.0
2020-04-22,13.8917,14.1239,13.4853,13.7341,417941.0
2020-04-23,13.8502,14.4474,13.7756,14.1156,525082.0
2020-04-24,14.3561,14.5324,14.0161,14.3561,332977.0
2020-04-25,14.3561,14.5324,14.0161,14.3561,332977.0
2020-04-26,14.3561,14.5324,14.0161,14.3561,332977.0
2020-04-27,14.5469,15.3514,14.4722,15.1606,480553.0
2020-04-28,15.5421,15.8158,15.1523,15.426,428391.0
2020-04-29,15.9651,17.234,15.766,17.0681,611867.0
2020-04-30,16.6783,17.1593,16.4295,16.5083,738271.0
2020-05-01,15.7743,16.1475,15.5338,15.7909,476722.0
2020-05-02,15.7743,16.1475,15.5338,15.7909,476722.0
2020-05-03,15.7743,16.1475,15.5338,15.7909,476722.0
2020-05-04,15.4343,15.6582,15.1274,15.5836,560689.0
2020-05-05,15.8821,16.1724,15.2352,15.3348,429786.0
2020-05-06,15.4675,15.8365,14.9699,15.1108,443698.0
2020-05-07,17.1013,18.2956,16.1725,17.3252,883249.0
2020-05-08,18.1629,19.7552,18.1629,19.7138,1268428.0
2020-05-09,18.1629,19.7552,18.1629,19.7138,1268428.0
2020-05-10,18.1629,19.7552,18.1629,19.7138,1268428.0
2020-05-11,19.3157,20.0331,19.1125,19.8962,972730.0
2020-05-12,20.145,20.2694,18.7683,18.8015,588004.0
2020-05-13,18.5195,19.0586,18.2043,18.6024,642255.0
2020-05-14,19.241,19.7843,18.5444,19.6889,918785.0
2020-05-15,19.521,20.1927,19.4328,20.1549,585869.0
2020-05-16,19.521,20.1927,19.4328,20.1549,585869.0
2020-05-17,19.521,20.1927,19.4328,20.1549,585869.0
2020-05-18,20.9903,21.4017,20.7552,20.8727,1000480.0
2020-05-19,20.7132,21.4017,20.3774,20.4697,526499.0
2020-05-20,21.0071,21.2422,20.5285,20.8979,814416.0
2020-05-21,20.9735,21.2925,20.7384,21.0658,502925.0
2020-05-22,21.1078,21.4101,20.688,21.3933,358338.0
2020-05-23,21.1078,21.4101,20.688,21.3933,358338.0
2020-05-24,21.1078,21.4101,20.688,21.3933,358338.0
2020-05-25,21.1078,21.4101,20.688,21.3933,358338.0
2020-05-26,22.0566,22.1154,21.578,21.7375,525011.0
2020-05-27,22.5184,22.5184,21.2506,21.7207,671600.0
2020-05-28,21.8215,21.9558,21.1498,21.5192,490481.0
2020-05-29,21.2841,21.5276,20.8392,21.3765,505369.0
2020-05-30,21.2841,21.5276,20.8392,21.3765,505369.0
2020-05-31,21.2841,21.5276,20.8392,21.3765,505369.0
2020-06-01,21.3765,21.6158,21.0155,21.1498,616540.0
2020-06-02,21.3429,22.3253,21.1918,22.2161,505560.0
2020-06-03,22.5268,22.6527,21.8551,22.3337,369922.0
2020-06-04,22.2581,22.7115,22.1741,22.468,369595.0
2020-06-05,23.2488,23.6686,22.9046,22.955,511737.0
2020-06-06,23.2488,23.6686,22.9046,22.955,511737.0
2020-06-07,23.2488,23.6686,22.9046,22.955,511737.0
2020-06-08,23.7022,24.0297,23.1397,23.9121,634626.0
2020-06-09,23.4168,24.0465,23.1909,23.7526,457747.0
2020-06-10,23.6518,23.6518,22.5184,22.5352,471494.0
2020-06-11,21.494,21.7123,20.8643,21.1498,596285.0
2020-06-12,21.9306,22.0902,20.6292,20.9063,456555.0
2020-06-13,21.9306,22.0902,20.6292,20.9063,456555.0
2020-06-14,21.9306,22.0902,20.6292,20.9063,456555.0
2020-06-15,20.4781,21.8551,20.3606,21.8299,369324.0
2020-06-16,22.7283,23.0381,21.704,22.2665,265894.0
2020-06-17,22.1825,22.3337,21.7123,21.9223,259900.0
2020-06-18,21.7711,22.1238,21.3009,21.494,255408.0
2020-06-19,21.9978,22.0062,20.7972,20.9063,775046.0
2020-06-20,21.9978,22.0062,20.7972,20.9063,775046.0
2020-06-21,21.9978,22.0062,20.7972,20.9063,775046.0
2020-06-22,20.73,21.8551,20.4529,21.7459,569102.0
2020-06-23,22.0482,22.2161,21.5118,21.7879,386398.0
2020-06-24,21.4101,21.5654,20.5957,21.1666,409844.0
2020-06-25,20.8643,21.8467,20.7468,21.8383,480092.0
2020-06-26,21.8299,22.1154,21.4857,21.8383,614552.0
2020-06-27,21.8299,22.1154,21.4857,21.8383,614552.0
2020-06-28,21.8299,22.1154,21.4857,21.8383,614552.0
2020-06-29,22.2077,22.8206,21.9306,22.7787,406376.0
2020-06-30,22.7535,23.6854,22.7535,23.358,608122.0
2020-07-01,22.4344,22.7199,21.939,22.3463,499454.0
2020-07-02,22.8374,23.0053,22.2917,22.4008,428441.0
2020-07-03,22.8374,23.0053,22.2917,22.4008,428441.0
2020-07-04,22.8374,23.0053,22.2917,22.4008,428441.0
2020-07-05,22.8374,23.0053,22.2917,22.4008,428441.0
2020-07-06,22.9046,22.913,22.2917,22.6653,332452.0
2020-07-07,22.3337,22.6359,22.1993,22.3337,417470.0
2020-07-08,22.3337,22.5939,22.1993,22.5939,447277.0
2020-07-09,22.7213,22.7213,21.9234,22.0423,324585.0
2020-07-10,22.1186,22.4751,22.0677,22.3733,260301.0
2020-07-11,22.1186,22.4751,22.0677,22.3733,260301.0
2020-07-12,22.1186,22.4751,22.0677,22.3733,260301.0
2020-07-13,22.6279,22.9165,22.0253,22.0507,334018.0
2020-07-14,21.9065,22.3478,21.847,22.246,357766.0
2020-07-15,22.7807,23.2305,22.5741,23.1669,406440.0
2020-07-16,23.0438,23.396,22.7552,23.222,412103.0
2020-07-17,23.2051,23.2899,22.8274,23.1711,434230.0
2020-07-18,23.2051,23.2899,22.8274,23.1711,434230.0
2020-07-19,23.2051,23.2899,22.8274,23.1711,434230.0
2020-07-20,23.0438,23.239,22.1356,22.7637,485443.0
2020-07-21,23.0777,23.6931,23.0268,23.5955,346383.0
2020-07-22,23.5191,23.9902,23.4107,23.7652,312337.0
2020-07-23,23.6804,23.8841,23.2899,23.5955,384152.0
2020-07-24,23.6294,23.7186,23.1796,23.239,241634.0
2020-07-25,23.6294,23.7186,23.1796,23.239,241634.0
2020-07-26,23.6294,23.7186,23.1796,23.239,241634.0
2020-07-27,23.2305,23.5361,22.9589,23.4851,235842.0
2020-07-28,23.3239,23.6804,23.239,23.3069,373764.0
2020-07-29,23.4427,25.5604,23.3154,25.433,741886.0
2020-07-30,25.0129,25.3185,24.2193,24.7583,424548.0
2020-07-31,24.6649,24.7668,24.1132,24.5461,327522.0
2020-08-01,24.6649,24.7668,24.1132,24.5461,327522.0
2020-08-02,24.6649,24.7668,24.1132,24.5461,327522.0
2020-08-03,24.6734,25.2251,24.2405,25.1445,456510.0
2020-08-04,25.0129,26.0569,24.8092,25.9381,536215.0
2020-08-05,26.5492,27.1263,25.955,26.9141,758907.0
2020-08-06,27.4998,27.5931,25.6049,27.0414,1100171.0
2020-08-07,25.7089,27.4913,25.641,27.1603,708380.0
2020-08-08,25.7089,27.4913,25.641,27.1603,708380.0
2020-08-09,25.7089,27.4913,25.641,27.1603,708380.0
2020-08-10,27.3809,28.2127,27.1433,27.8181,431085.0
2020-08-11,27.8732,28.3485,27.5422,27.6356,908743.0
2020-08-12,28.3697,28.3697,27.0245,27.5846,738756.0
2020-08-13,27.5931,28.2382,27.0414,27.0584,720786.0
2020-08-14,27.0924,27.7714,26.9761,27.6101,657948.0
2020-08-15,27.0924,27.7714,26.9761,27.6101,657948.0
2020-08-16,27.0924,27.7714,26.9761,27.6101,657948.0
2020-08-17,27.6865,28.4419,27.6186,27.9326,703640.0
2020-08-18,27.712,27.9496,27.0839,27.6016,681389.0
2020-08-19,27.5846,28.0005,27.2876,27.2961,534279.0
2020-08-20,26.9735,27.3326,26.9396,26.9481,690103.0
2020-08-21,26.7274,27.1178,26.286,26.5746,2384312.0
2020-08-22,26.7274,27.1178,26.286,26.5746,2384312.0
2020-08-23,26.7274,27.1178,26.286,26.5746,2384312.0
2020-08-24,26.9566,27.6525,26.8462,27.313,733120.0
2020-08-25,27.33,27.3894,26.7529,26.9481,433772.0
2020-08-26,26.9651,27.5083,26.8208,27.0839,461720.0
2020-08-27,27.1263,27.5846,26.9905,27.1857,356166.0
2020-08-28,27.347,27.6538,26.9481,27.0245,312685.0
2020-08-29,27.347,27.6538,26.9481,27.0245,312685.0
2020-08-30,27.347,27.6538,26.9481,27.0245,312685.0
2020-08-31,26.8717,26.8717,25.8192,26.0569,578888.0
2020-09-01,25.8786,26.8123,25.7768,26.6171,556070.0
2020-09-02,26.5831,26.6595,26.1078,26.3964,336498.0
2020-09-03,26.3794,26.4303,25.3524,25.4627,814015.0
2020-09-04,25.7174,25.7428,24.5461,24.9959,533874.0
2020-09-05,25.7174,25.7428,24.5461,24.9959,533874.0
2020-09-06,25.7174,25.7428,24.5461,24.9959,533874.0
