,OSK US Equity,OSK US Equity,OSK US Equity,OSK US Equity,OSK US Equity
2020-03-15,57.5042,57.7565,52.3462,56.0652,898636.0
2020-03-16,50.5241,52.9723,49.7672,50.2251,846329.0
2020-03-17,51.7202,54.9533,50.3185,54.5701,1268091.0
2020-03-18,50.5241,53.2059,47.0761,49.3748,1002925.0
2020-03-19,48.104,51.0287,47.1789,49.9541,720291.0
2020-03-20,50.1503,51.2529,46.9079,47.3751,964658.0
2020-03-21,50.1503,51.2529,46.9079,47.3751,964658.0
2020-03-22,50.1503,51.2529,46.9079,47.3751,964658.0
2020-03-23,46.721,47.3097,43.6561,45.581,1025298.0
2020-03-24,47.2536,51.6361,46.6182,51.3931,993147.0
2020-03-25,51.9444,57.0744,50.5521,55.0187,930410.0
2020-03-26,55.6167,58.6909,53.346,58.2144,526930.0
2020-03-27,55.8503,56.1587,53.5797,54.1216,621150.0
2020-03-28,55.8503,56.1587,53.5797,54.1216,621150.0
2020-03-29,55.8503,56.1587,53.5797,54.1216,621150.0
2020-03-30,53.7198,58.135,52.4864,57.6724,656613.0
2020-03-31,57.1211,61.027,56.7754,60.1112,1527396.0
2020-04-01,57.8593,60.7747,57.8228,59.915,1022856.0
2020-04-02,59.6814,62.5594,58.3639,59.6908,750254.0
2020-04-03,59.018,59.8776,56.495,58.0088,619980.0
2020-04-04,59.018,59.8776,56.495,58.0088,619980.0
2020-04-05,59.018,59.8776,56.495,58.0088,619980.0
2020-04-06,60.9242,62.1623,60.1533,60.5598,1196788.0
2020-04-07,63.0453,64.0311,58.8685,58.9152,968249.0
2020-04-08,59.2703,60.5317,58.7456,59.7094,888273.0
2020-04-09,61.1485,61.8586,59.3497,61.4288,1479494.0
2020-04-10,61.1485,61.8586,59.3497,61.4288,1479494.0
2020-04-11,61.1485,61.8586,59.3497,61.4288,1479494.0
2020-04-12,61.1485,61.8586,59.3497,61.4288,1479494.0
2020-04-13,60.485,60.485,58.3545,59.3357,523837.0
2020-04-14,60.8214,62.1343,60.186,61.8399,614730.0
2020-04-15,59.7842,60.0552,56.4483,57.5136,536918.0
2020-04-16,57.3547,57.3547,54.8645,56.2801,717630.0
2020-04-17,58.0836,60.1673,57.8406,59.6627,646515.0
2020-04-18,58.0836,60.1673,57.8406,59.6627,646515.0
2020-04-19,58.0836,60.1673,57.8406,59.6627,646515.0
2020-04-20,59.5039,61.597,58.4106,60.7373,760564.0
2020-04-21,59.0647,59.6113,57.892,58.0181,725201.0
2020-04-22,59.3076,59.8579,58.1303,58.3639,348850.0
2020-04-23,58.4667,61.2886,58.4013,59.2703,390567.0
2020-04-24,59.8216,59.859,58.205,59.3076,421749.0
2020-04-25,59.8216,59.859,58.205,59.3076,421749.0
2020-04-26,59.8216,59.859,58.205,59.3076,421749.0
2020-04-27,60.0458,62.9332,59.3777,62.4099,530227.0
2020-04-28,63.4752,64.8207,62.4099,62.9052,565636.0
2020-04-29,64.6152,68.6388,61.625,67.6894,716426.0
2020-04-30,66.8858,67.2783,63.0734,63.1014,709474.0
2020-05-01,61.5035,62.0396,59.0927,59.4758,501635.0
2020-05-02,61.5035,62.0396,59.0927,59.4758,501635.0
2020-05-03,61.5035,62.0396,59.0927,59.4758,501635.0
2020-05-04,58.4199,59.5506,57.4295,58.4293,709069.0
2020-05-05,59.5319,60.9803,59.3824,59.4758,474579.0
2020-05-06,60.0832,60.1673,58.205,58.5134,350132.0
2020-05-07,58.9245,60.0739,58.9245,59.1581,325050.0
2020-05-08,60.3355,62.4473,60.0178,62.2791,382778.0
2020-05-09,60.3355,62.4473,60.0178,62.2791,382778.0
2020-05-10,60.3355,62.4473,60.0178,62.2791,382778.0
2020-05-11,61.1952,61.3914,59.4058,60.0832,768040.0
2020-05-12,60.429,60.8681,56.8408,56.8408,325797.0
2020-05-13,56.4203,56.738,55.0,55.3831,420876.0
2020-05-14,54.2091,56.0499,51.9598,56.0311,461521.0
2020-05-15,55.524,57.9189,55.3268,57.299,298814.0
2020-05-16,55.524,57.9189,55.3268,57.299,298814.0
2020-05-17,55.524,57.9189,55.3268,57.299,298814.0
2020-05-18,59.816,62.3518,59.1868,61.8071,563497.0
2020-05-19,61.7695,62.8683,60.3138,60.3889,582934.0
2020-05-20,61.591,63.2346,61.591,62.07,366397.0
2020-05-21,61.7601,62.4081,61.1309,61.9198,574703.0
2020-05-22,62.2673,62.4269,61.1966,61.6662,490547.0
2020-05-23,62.2673,62.4269,61.1966,61.6662,490547.0
2020-05-24,62.2673,62.4269,61.1966,61.6662,490547.0
2020-05-25,62.2673,62.4269,61.1966,61.6662,490547.0
2020-05-26,63.8639,66.9068,63.7465,65.9582,583731.0
2020-05-27,67.5266,70.6823,67.2918,70.5038,731723.0
2020-05-28,71.2552,71.2552,68.3719,68.7288,463197.0
2020-05-29,67.752,68.123,66.3621,67.4515,416413.0
2020-05-30,67.752,68.123,66.3621,67.4515,416413.0
2020-05-31,67.752,68.123,66.3621,67.4515,416413.0
2020-06-01,67.8741,68.9354,66.935,67.8647,332378.0
2020-06-02,68.7476,69.0951,67.7332,68.447,473900.0
2020-06-03,69.6867,71.5369,69.1232,71.0579,361650.0
2020-06-04,71.659,76.1201,71.4266,76.0168,927347.0
2020-06-05,78.8906,80.4591,77.4819,78.4304,589665.0
2020-06-06,78.8906,80.4591,77.4819,78.4304,589665.0
2020-06-07,78.8906,80.4591,77.4819,78.4304,589665.0
2020-06-08,79.4917,81.7551,79.4917,80.074,895055.0
2020-06-09,78.4117,79.6889,76.9773,77.6415,547049.0
2020-06-10,77.1438,77.1438,73.3777,73.7346,534638.0
2020-06-11,70.7386,70.7386,66.6438,66.7002,616237.0
2020-06-12,69.621,69.621,65.1553,67.2918,599859.0
2020-06-13,69.621,69.621,65.1553,67.2918,599859.0
2020-06-14,69.621,69.621,65.1553,67.2918,599859.0
2020-06-15,64.5776,69.0763,64.4649,68.879,455007.0
2020-06-16,72.3728,72.9457,69.3674,70.5508,506042.0
2020-06-17,70.5038,71.0016,69.1608,69.9121,371205.0
2020-06-18,69.3956,70.8137,68.7945,69.2923,307544.0
2020-06-19,69.8558,70.2878,68.3061,69.0011,547566.0
2020-06-20,69.8558,70.2878,68.3061,69.0011,547566.0
2020-06-21,69.8558,70.2878,68.3061,69.0011,547566.0
2020-06-22,68.7194,68.9072,67.5266,68.1371,426375.0
2020-06-23,69.6492,69.6492,68.1653,68.2404,437565.0
2020-06-24,67.32,67.32,65.1599,65.1975,382603.0
2020-06-25,64.6997,65.8737,63.8732,65.8173,516873.0
2020-06-26,65.8549,66.0146,64.7091,65.0754,624785.0
2020-06-27,65.8549,66.0146,64.7091,65.0754,624785.0
2020-06-28,65.8549,66.0146,64.7091,65.0754,624785.0
2020-06-29,66.1273,67.7614,66.1273,67.1322,292538.0
2020-06-30,66.456,68.0432,66.456,67.2637,499311.0
2020-07-01,68.7476,68.8133,65.8079,65.9582,406072.0
2020-07-02,67.799,68.9589,67.1369,67.4233,379422.0
2020-07-03,67.799,68.9589,67.1369,67.4233,379422.0
2020-07-04,67.799,68.9589,67.1369,67.4233,379422.0
2020-07-05,67.799,68.9589,67.1369,67.4233,379422.0
2020-07-06,68.6724,69.2077,66.7941,67.3951,466288.0
2020-07-07,66.6814,66.9584,65.3665,65.8831,349858.0
2020-07-08,66.1085,66.9162,65.545,66.6814,468490.0
2020-07-09,66.5499,66.5499,65.0519,65.9582,742959.0
2020-07-10,66.1648,67.7896,66.1023,67.6581,389140.0
2020-07-11,66.1648,67.7896,66.1023,67.6581,389140.0
2020-07-12,66.1648,67.7896,66.1023,67.6581,389140.0
2020-07-13,68.6255,70.3066,67.8553,68.7851,524641.0
2020-07-14,68.879,70.8889,68.1089,70.6916,514659.0
2020-07-15,72.0535,73.6688,71.7999,73.0678,483692.0
2020-07-16,72.8799,73.913,72.0488,72.6921,291286.0
2020-07-17,72.7578,73.1992,72.1943,72.4761,262939.0
2020-07-18,72.7578,73.1992,72.1943,72.4761,262939.0
2020-07-19,72.7578,73.1992,72.1943,72.4761,262939.0
2020-07-20,72.0441,72.6827,70.748,71.0391,367584.0
2020-07-21,71.5369,74.0069,71.5369,73.1241,312664.0
2020-07-22,72.7484,74.4296,72.7015,74.3732,372782.0
2020-07-23,74.0351,75.0306,73.5655,74.5798,373354.0
2020-07-24,74.7583,74.7583,73.5373,73.8661,149090.0
2020-07-25,74.7583,74.7583,73.5373,73.8661,149090.0
2020-07-26,74.7583,74.7583,73.5373,73.8661,149090.0
2020-07-27,73.9694,75.8195,73.3777,75.7068,408571.0
2020-07-28,74.9555,75.6035,74.2887,74.5517,360530.0
2020-07-29,75.1246,76.1953,74.2981,75.5941,342537.0
2020-07-30,75.5002,76.909,73.3683,75.3969,554100.0
2020-07-31,74.8616,74.9649,72.7484,73.9318,490952.0
2020-08-01,74.8616,74.9649,72.7484,73.9318,490952.0
2020-08-02,74.8616,74.9649,72.7484,73.9318,490952.0
2020-08-03,74.2136,75.8101,73.4246,74.9743,493013.0
2020-08-04,74.8616,75.4439,73.4904,73.8379,336098.0
2020-08-05,74.7113,75.6646,74.2605,75.3969,315916.0
2020-08-06,75.5847,75.8101,74.7207,75.1152,368909.0
2020-08-07,75.5096,75.951,74.4953,75.9416,297067.0
2020-08-08,75.5096,75.951,74.4953,75.9416,297067.0
2020-08-09,75.5096,75.951,74.4953,75.9416,297067.0
2020-08-10,76.4018,78.3544,76.4018,77.8388,285802.0
2020-08-11,78.3741,79.9895,78.3459,78.5431,358173.0
2020-08-12,79.21,79.629,77.6228,78.2238,381425.0
2020-08-13,77.1813,77.8435,75.3218,76.383,316751.0
2020-08-14,75.7609,76.8921,75.6384,76.1663,418715.0
2020-08-15,75.7609,76.8921,75.6384,76.1663,418715.0
2020-08-16,75.7609,76.8921,75.6384,76.1663,418715.0
2020-08-17,76.4773,76.4773,75.3933,75.4498,390839.0
2020-08-18,75.4498,75.6007,74.3846,74.4695,328948.0
2020-08-19,74.3469,75.411,74.0554,74.2998,250201.0
2020-08-20,73.3006,73.3006,72.4334,73.0555,449737.0
2020-08-21,73.1026,73.9227,73.0555,73.1686,362426.0
2020-08-22,73.1026,73.9227,73.0555,73.1686,362426.0
2020-08-23,73.1026,73.9227,73.0555,73.1686,362426.0
2020-08-24,73.5174,74.9644,73.3949,74.3187,218435.0
2020-08-25,74.7994,74.7994,72.6125,73.1403,255842.0
2020-08-26,73.376,73.7436,72.603,73.244,208320.0
2020-08-27,73.4797,74.3375,73.0555,73.7813,204189.0
2020-08-28,74.149,74.6674,73.744,74.2527,237247.0
2020-08-29,74.149,74.6674,73.744,74.2527,237247.0
2020-08-30,74.149,74.6674,73.744,74.2527,237247.0
2020-08-31,73.9887,74.0264,72.537,72.5936,278089.0
2020-09-01,72.4805,74.3187,71.7546,74.2527,267706.0
2020-09-02,74.6203,74.7806,73.6117,74.5072,213820.0
2020-09-03,74.8937,75.0681,72.6879,73.2723,358742.0
2020-09-04,74.4978,74.9408,72.5842,73.9887,370857.0
2020-09-05,74.4978,74.9408,72.5842,73.9887,370857.0
2020-09-06,74.4978,74.9408,72.5842,73.9887,370857.0
2020-09-07,74.4978,74.9408,72.5842,73.9887,370857.0
2020-09-08,73.4891,73.7248,71.3587,71.453,468415.0
2020-09-09,71.9243,72.9707,71.519,72.1411,366606.0
2020-09-10,73.1309,73.2535,71.0005,71.0288,398992.0
2020-09-11,71.1514,73.0178,71.0288,72.5748,344481.0
2020-09-12,71.1514,73.0178,71.0288,72.5748,344481.0
2020-09-13,71.1514,73.0178,71.0288,72.5748,344481.0
2020-09-14,73.0461,73.5928,72.5276,72.9612,400250.0
2020-09-15,73.1969,73.9116,71.6415,72.7821,420747.0
2020-09-16,73.1309,74.5072,72.3957,73.8285,524785.0
2020-09-17,73.0555,75.0916,72.4522,74.5732,509820.0
2020-09-18,74.724,75.7326,72.8387,73.1498,816598.0
2020-09-19,74.724,75.7326,72.8387,73.1498,816598.0
2020-09-20,74.724,75.7326,72.8387,73.1498,816598.0
2020-09-21,71.7452,72.0752,67.6635,68.6533,528822.0
2020-09-22,68.6345,69.662,67.5221,68.4459,302287.0
2020-09-23,68.7005,69.629,66.7209,66.7869,338359.0
2020-09-24,66.6455,68.5591,65.9479,67.2393,342388.0
2020-09-25,66.702,68.2433,66.5606,67.6164,258625.0
2020-09-26,66.702,68.2433,66.5606,67.6164,258625.0
2020-09-27,66.702,68.2433,66.5606,67.6164,258625.0
2020-09-28,68.757,70.3784,68.6675,68.9738,292761.0
2020-09-29,69.1435,69.5111,68.2103,68.6156,236833.0
2020-09-30,69.2378,70.4255,68.5496,69.2849,409057.0
2020-10-01,69.6714,69.9071,68.2668,69.0492,426619.0
2020-10-02,67.5504,71.519,67.5504,70.171,450686.0
2020-10-03,67.5504,71.519,67.5504,70.171,450686.0
2020-10-04,67.5504,71.519,67.5504,70.171,450686.0
2020-10-05,71.0759,73.1451,70.8686,72.6784,349824.0
2020-10-06,73.2629,73.9699,71.5661,71.7924,464092.0
2020-10-07,72.9801,74.3469,72.735,73.6871,313044.0
2020-10-08,74.1301,74.1396,72.6313,74.1113,274059.0
2020-10-09,74.8843,75.2329,73.7018,73.8756,230776.0
2020-10-10,74.8843,75.2329,73.7018,73.8756,230776.0
2020-10-11,74.8843,75.2329,73.7018,73.8756,230776.0
2020-10-12,74.6297,75.3839,73.9982,75.0068,202708.0
2020-10-13,74.149,75.0068,73.4561,74.1301,341100.0
2020-10-14,74.1396,75.3933,73.8662,73.9416,179826.0
2020-10-15,72.9895,75.3177,72.8387,74.9125,213910.0
2020-10-16,74.9879,76.4868,74.6863,75.4593,353902.0
2020-10-17,74.9879,76.4868,74.6863,75.4593,353902.0
2020-10-18,74.9879,76.4868,74.6863,75.4593,353902.0
2020-10-19,77.6934,78.3155,75.2519,76.072,400652.0
2020-10-20,76.4396,76.6941,75.3367,75.4593,419569.0
2020-10-21,74.6863,75.4121,73.4891,73.5268,447395.0
2020-10-22,73.5268,74.6109,72.6973,73.6211,333233.0
2020-10-23,74.5638,75.2613,73.574,73.9227,283143.0
2020-10-24,74.5638,75.2613,73.574,73.9227,283143.0
2020-10-25,74.5638,75.2613,73.574,73.9227,283143.0
2020-10-26,72.6502,72.8434,70.2181,71.7169,347285.0
2020-10-27,71.6887,71.8631,69.1529,69.2472,704619.0
2020-10-28,67.6824,68.4836,66.8529,67.1074,435869.0
2020-10-29,66.7869,68.066,63.8364,65.3258,970075.0
2020-10-30,64.8921,65.7877,62.9126,63.497,605437.0
2020-10-31,64.8921,65.7877,62.9126,63.497,605437.0
2020-11-01,64.8921,65.7877,62.9126,63.497,605437.0
2020-11-02,64.4208,66.9471,63.6761,66.3721,867695.0
2020-11-03,67.3619,69.3603,67.1639,68.9078,775554.0
2020-11-04,67.5976,68.0406,64.3548,65.3823,782828.0
2020-11-05,65.8065,67.6635,65.7311,65.9573,531033.0
2020-11-06,66.3815,66.3815,64.0061,64.6282,407741.0
2020-11-07,66.3815,66.3815,64.0061,64.6282,407741.0
2020-11-08,66.3815,66.3815,64.0061,64.6282,407741.0
2020-11-09,67.8803,71.3964,67.409,69.7562,723578.0
2020-11-10,70.6517,71.4954,69.9259,70.3972,573463.0
2020-11-11,70.9817,71.6321,68.3705,69.2755,540820.0
2020-11-12,68.8136,70.1993,67.9463,69.7751,727551.0
2020-11-13,70.5042,72.1044,69.7467,71.5173,547399.0
2020-11-14,70.5042,72.1044,69.7467,71.5173,547399.0
2020-11-15,70.5042,72.1044,69.7467,71.5173,547399.0
2020-11-16,73.6572,74.7367,71.8203,74.6041,684750.0
2020-11-17,73.2785,73.733,71.7824,72.5778,574094.0
2020-11-18,72.8713,76.7819,72.8713,75.0207,777153.0
2020-11-19,74.4147,76.138,73.6383,75.9297,692992.0
2020-11-20,75.409,76.8861,75.409,76.2706,756203.0
2020-11-21,75.409,76.8861,75.409,76.2706,756203.0
2020-11-22,75.409,76.8861,75.409,76.2706,756203.0
2020-11-23,77.1701,81.0476,76.8499,80.1433,1266968.0
2020-11-24,81.1375,82.6052,80.5126,82.3022,707962.0
2020-11-25,81.7435,81.7435,79.5279,79.8498,591174.0
2020-11-26,81.7435,81.7435,79.5279,79.8498,591174.0
2020-11-27,79.5941,80.2001,78.3821,79.0734,238382.0
2020-11-28,79.5941,80.2001,78.3821,79.0734,238382.0
2020-11-29,79.5941,80.2001,78.3821,79.0734,238382.0
2020-11-30,78.7893,79.1964,76.157,76.2233,770406.0
2020-12-01,78.0602,78.6851,76.9334,78.1075,881281.0
2020-12-02,77.7761,78.4389,76.1475,76.4695,1196383.0
2020-12-03,76.6967,77.7383,76.2233,77.227,513880.0
2020-12-04,79.2249,80.4558,78.6946,80.1149,647890.0
2020-12-05,79.2249,80.4558,78.6946,80.1149,647890.0
2020-12-06,79.2249,80.4558,78.6946,80.1149,647890.0
2020-12-07,79.4237,79.6415,78.2401,78.9787,807329.0
2020-12-08,78.6378,81.1281,78.5668,80.2475,561090.0
2020-12-09,80.7209,81.6394,79.8782,81.0239,558832.0
2020-12-10,80.3043,81.2315,80.0486,80.8819,1458483.0
2020-12-11,80.2285,82.7093,80.2285,81.7909,1257377.0
2020-12-12,80.2285,82.7093,80.2285,81.7909,1257377.0
2020-12-13,80.2285,82.7093,80.2285,81.7909,1257377.0
2020-12-14,82.3969,83.0502,80.4463,81.2512,478587.0
2020-12-15,82.3211,83.2396,80.6925,83.0218,559557.0
2020-12-16,83.3248,83.9876,81.6536,81.8098,471484.0
2020-12-17,81.9803,82.4632,80.8629,81.6962,463825.0
2020-12-18,82.0371,82.6903,80.7967,81.1943,1177681.0
2020-12-19,82.0371,82.6903,80.7967,81.1943,1177681.0
2020-12-20,82.0371,82.6903,80.7967,81.1943,1177681.0
2020-12-21,79.8214,81.1186,79.0686,80.1907,350079.0
2020-12-22,80.2475,80.7398,78.6473,79.4048,426958.0
2020-12-23,79.8687,81.5163,79.5309,80.8629,475825.0
2020-12-24,81.4311,81.4311,80.3439,81.0618,194196.0
2020-12-25,81.4311,81.4311,80.3439,81.0618,194196.0
2020-12-26,81.4311,81.4311,80.3439,81.0618,194196.0
2020-12-27,81.4311,81.4311,80.3439,81.0618,194196.0
2020-12-28,81.4311,82.5344,81.0618,81.5163,484331.0
2020-12-29,81.9045,81.9045,79.774,80.1812,703396.0
2020-12-30,80.4369,82.2548,80.2854,81.1091,537726.0
2020-12-31,80.9198,82.1412,80.9198,81.4973,312487.0
2021-01-01,80.9198,82.1412,80.9198,81.4973,312487.0
2021-01-02,80.9198,82.1412,80.9198,81.4973,312487.0
2021-01-03,80.9198,82.1412,80.9198,81.4973,312487.0
2021-01-04,81.9424,82.8419,79.4994,80.5505,399106.0
2021-01-05,80.3516,82.5957,80.3516,82.0371,541332.0
2021-01-06,83.3248,88.1539,83.3248,86.8472,1336745.0
2021-01-07,87.813,88.0497,86.6199,87.51,1023605.0
2021-01-08,88.0686,88.0686,85.9895,87.1407,545532.0
2021-01-09,88.0686,88.0686,85.9895,87.1407,545532.0
2021-01-10,88.0686,88.0686,85.9895,87.1407,545532.0
2021-01-11,85.9666,88.2959,85.8151,87.7846,714527.0
2021-01-12,89.489,91.5437,88.6368,90.8335,978605.0
2021-01-13,90.1707,91.3543,88.7125,88.8735,547708.0
2021-01-14,89.7257,90.7199,89.1102,89.9245,348490.0
2021-01-15,89.0818,89.5931,86.762,89.0155,1189922.0
2021-01-16,89.0818,89.5931,86.762,89.0155,1189922.0
2021-01-17,89.0818,89.5931,86.762,89.0155,1189922.0
2021-01-18,89.0818,89.5931,86.762,89.0155,1189922.0
2021-01-19,90.0381,91.7993,89.5552,90.4832,565737.0
2021-01-20,90.7767,91.4585,89.3943,90.4926,728022.0
2021-01-21,90.5684,91.3732,89.4227,89.5268,541963.0
2021-01-22,88.4474,90.4737,88.0876,89.934,600303.0
2021-01-23,88.4474,90.4737,88.0876,89.934,600303.0
2021-01-24,88.4474,90.4737,88.0876,89.934,600303.0
2021-01-25,89.934,90.7862,87.1218,88.3811,1094870.0
2021-01-26,88.7031,89.8961,86.8377,87.5763,628778.0
2021-01-27,86.0707,89.186,83.6183,85.0765,1217928.0
2021-01-28,85.9098,91.6005,85.9098,89.9908,1460507.0
2021-01-29,89.2522,89.4937,86.5252,86.7241,735691.0
2021-01-30,89.2522,89.4937,86.5252,86.7241,735691.0
2021-01-31,89.2522,89.4937,86.5252,86.7241,735691.0
2021-02-01,88.1349,89.1481,87.207,88.3432,1084582.0
2021-02-02,89.0439,91.2028,88.4758,89.3564,726373.0
2021-02-03,88.7315,90.6063,87.5289,90.54,640474.0
2021-02-04,90.7294,93.551,90.3506,93.5226,922260.0
2021-02-05,94.2517,94.4411,90.8714,91.3164,840392.0
2021-02-06,94.2517,94.4411,90.8714,91.3164,840392.0
2021-02-07,94.2517,94.4411,90.8714,91.3164,840392.0
2021-02-08,92.2917,93.1723,91.0797,92.5,611386.0
2021-02-09,92.6326,93.4753,90.9471,93.0681,412820.0
2021-02-10,93.5605,94.1949,92.4479,93.0492,425981.0
2021-02-11,93.3817,94.0278,91.6431,93.8567,512555.0
2021-02-12,93.8662,94.6215,93.2392,94.1703,325080.0
2021-02-13,93.8662,94.6215,93.2392,94.1703,325080.0
2021-02-14,93.8662,94.6215,93.2392,94.1703,325080.0
2021-02-15,93.8662,94.6215,93.2392,94.1703,325080.0
2021-02-16,94.9113,95.7379,94.0088,94.0848,401393.0
2021-02-17,96.0324,96.0324,94.0373,94.2083,623563.0
2021-02-18,93.2297,94.0373,92.1371,92.1561,380137.0
2021-02-19,93.2107,95.3198,92.8592,94.8448,567536.0
2021-02-20,93.2107,95.3198,92.8592,94.8448,567536.0
2021-02-21,93.2107,95.3198,92.8592,94.8448,567536.0
2021-02-22,94.1228,99.1391,93.9042,98.1225,1444092.0
2021-02-23,98.0465,113.7701,96.5872,104.1459,5920526.0
2021-02-24,110.7489,114.7201,106.1506,107.3096,4864547.0
2021-02-25,105.932,107.1291,101.2672,103.0819,2352745.0
2021-02-26,102.3218,104.3739,100.3172,100.7067,873197.0
2021-02-27,102.3218,104.3739,100.3172,100.7067,873197.0
2021-02-28,102.3218,104.3739,100.3172,100.7067,873197.0
2021-03-01,102.6258,106.3691,101.8468,105.1245,1098128.0
2021-03-02,105.172,106.312,102.1318,102.3123,513871.0
2021-03-03,101.7993,106.9581,101.2768,103.4049,515501.0
2021-03-04,102.9678,104.1839,99.5951,101.2577,572824.0
2021-03-05,102.9678,108.6207,102.0558,107.9747,1056430.0
2021-03-06,102.9678,108.6207,102.0558,107.9747,1056430.0
2021-03-07,102.9678,108.6207,102.0558,107.9747,1056430.0
2021-03-08,108.6967,110.5113,106.8821,106.9296,872433.0
2021-03-09,107.1101,108.1457,105.5074,105.7135,462668.0
2021-03-10,106.4071,108.3262,105.7088,108.3167,450653.0
2021-03-11,108.7727,110.1218,107.3096,107.7657,405019.0
2021-03-12,107.9557,110.2453,107.7324,110.1503,423696.0
2021-03-13,107.9557,110.2453,107.7324,110.1503,423696.0
2021-03-14,107.9557,110.2453,107.7324,110.1503,423696.0
2021-03-15,110.6349,112.041,109.3903,111.8984,458939.0
2021-03-16,111.9459,111.9649,110.1788,110.6634,349786.0
2021-03-17,111.2144,114.4636,110.9674,114.2831,543118.0
2021-03-18,113.8081,117.3233,113.238,113.6086,616975.0
2021-03-19,113.6181,114.8151,111.3284,114.2926,850257.0
2021-03-20,113.6181,114.8151,111.3284,114.2926,850257.0
2021-03-21,113.6181,114.8151,111.3284,114.2926,850257.0
2021-03-22,113.39,113.8033,111.8129,112.5635,542480.0
2021-03-23,111.4994,112.2167,106.8061,107.8322,625903.0
2021-03-24,109.2098,111.2809,108.7537,108.8297,290089.0
2021-03-25,108.0697,111.0244,106.1981,110.6634,299708.0
2021-03-26,111.9554,114.9006,111.1574,114.1976,513660.0
2021-03-27,111.9554,114.9006,111.1574,114.1976,513660.0
2021-03-28,111.9554,114.9006,111.1574,114.1976,513660.0
2021-03-29,114.0266,115.6797,112.7345,113.143,410657.0
2021-03-30,113.3425,115.4422,113.143,113.8651,370855.0
2021-03-31,114.6346,114.8721,111.4234,112.7345,697684.0
2021-04-01,113.6086,114.2071,112.136,113.5706,383392.0
2021-04-02,113.6086,114.2071,112.136,113.5706,383392.0
2021-04-03,113.6086,114.2071,112.136,113.5706,383392.0
2021-04-04,113.6086,114.2071,112.136,113.5706,383392.0
2021-04-05,115.7937,116.6963,113.7511,114.8151,345807.0
2021-04-06,114.3021,115.9077,112.44,112.706,1210077.0
2021-04-07,113.333,113.9981,111.9269,113.8176,680601.0
2021-04-08,112.7725,113.8081,111.2144,113.4375,728684.0
2021-04-09,113.8176,114.2023,112.8315,114.0646,684312.0
2021-04-10,113.8176,114.2023,112.8315,114.0646,684312.0
2021-04-11,113.8176,114.2023,112.8315,114.0646,684312.0
2021-04-12,115.0146,115.6512,113.7226,115.3852,301845.0
2021-04-13,115.6132,115.7272,112.9055,113.9601,221705.0
2021-04-14,113.9316,115.5657,113.9316,114.4826,368257.0
2021-04-15,115.0812,115.0812,113.1858,114.7961,430827.0
2021-04-16,118.7579,118.7579,114.6536,114.9766,415836.0
2021-04-17,118.7579,118.7579,114.6536,114.9766,415836.0
2021-04-18,118.7579,118.7579,114.6536,114.9766,415836.0
2021-04-19,114.5491,116.1547,113.5991,115.8412,420809.0
2021-04-20,114.9196,115.0907,112.0932,113.067,516901.0
2021-04-21,113.067,116.8483,112.8295,116.6203,682266.0
2021-04-22,117.3803,117.3803,114.8246,115.5562,413149.0
2021-04-23,116.1832,119.1474,115.9742,118.3019,619068.0
2021-04-24,116.1832,119.1474,115.9742,118.3019,619068.0
2021-04-25,116.1832,119.1474,115.9742,118.3019,619068.0
2021-04-26,119.1854,119.86,117.1428,117.4183,374472.0
2021-04-27,117.2283,119.0999,116.4967,117.2283,430831.0
2021-04-28,120.8955,123.5272,119.2424,121.9406,830570.0
2021-04-29,123.0997,123.2327,120.4205,122.0166,566816.0
2021-04-30,120.5725,121.2245,117.5608,118.2164,590585.0
2021-05-01,120.5725,121.2245,117.5608,118.2164,590585.0
2021-05-02,120.5725,121.2245,117.5608,118.2164,590585.0
2021-05-03,120.1545,122.8052,119.3089,121.4371,590902.0
2021-05-04,121.0,122.9049,120.7245,121.0666,544705.0
2021-05-05,122.0356,123.9642,120.2685,123.6317,379224.0
2021-05-06,123.5462,125.7599,123.0807,125.6459,330325.0
2021-05-07,125.0853,127.66,123.8407,127.2895,888130.0
2021-05-08,125.0853,127.66,123.8407,127.2895,888130.0
2021-05-09,125.0853,127.66,123.8407,127.2895,888130.0
2021-05-10,128.002,129.6361,126.2662,126.3964,307721.0
2021-05-11,124.3443,126.6814,122.5677,125.9119,627433.0
2021-05-12,126.2824,126.8334,122.4156,122.7007,370480.0
2021-05-13,122.5006,128.3013,122.1492,127.0059,907342.0
2021-05-14,127.8632,129.511,127.0821,128.93,467365.0
2021-05-15,127.8632,129.511,127.0821,128.93,467365.0
2021-05-16,127.8632,129.511,127.0821,128.93,467365.0
2021-05-17,128.93,130.7445,127.1583,130.4159,497911.0
2021-05-18,130.4254,130.9396,127.6822,127.6822,829475.0
2021-05-19,126.6821,126.7202,124.0389,126.7011,531172.0
2021-05-20,126.6916,126.9869,124.4247,124.9485,411157.0
2021-05-21,125.9772,127.5015,124.7199,125.5296,462238.0
2021-05-22,125.9772,127.5015,124.7199,125.5296,462238.0
2021-05-23,125.9772,127.5015,124.7199,125.5296,462238.0
2021-05-24,126.3011,126.3985,124.7866,125.3867,355364.0
2021-05-25,125.2438,126.3392,123.4626,123.8532,378376.0
2021-05-26,124.4342,125.7661,123.5579,124.358,381103.0
2021-05-27,126.2058,126.8631,124.9485,125.4629,406434.0
2021-05-28,126.0725,126.0725,124.1294,125.1962,347510.0
