,SSB US Equity,SSB US Equity,SSB US Equity,SSB US Equity,SSB US Equity
2021-03-14,83.9566,86.3548,83.3362,84.9104,425641.0
2021-03-15,84.7807,85.4057,81.1602,82.0121,300587.0
2021-03-16,80.8639,81.6695,79.2898,81.1139,308188.0
2021-03-17,82.3825,82.6418,80.3917,81.864,257096.0
2021-03-18,82.6788,84.8826,80.8732,81.4288,211801.0
2021-03-19,80.901,81.4843,79.299,80.6046,1019810.0
2021-03-20,80.901,81.4843,79.299,80.6046,1019810.0
2021-03-21,80.901,81.4843,79.299,80.6046,1019810.0
2021-03-22,79.7435,79.7435,76.4841,76.6323,347605.0
2021-03-23,75.5211,76.5953,72.6414,73.2062,362781.0
2021-03-24,74.5396,75.7804,72.3636,72.3729,370595.0
2021-03-25,71.9284,74.0211,70.9376,73.3914,381868.0
2021-03-26,75.0026,75.66,73.5026,75.0304,390220.0
2021-03-27,75.0026,75.66,73.5026,75.0304,390220.0
2021-03-28,75.0026,75.66,73.5026,75.0304,390220.0
2021-03-29,73.6507,74.7619,71.3451,71.8173,303762.0
2021-03-30,72.2432,73.8729,72.0118,73.0859,333863.0
2021-03-31,73.0303,73.9192,71.5812,72.697,362148.0
2021-04-01,72.5673,74.0026,71.9006,73.734,232826.0
2021-04-02,72.5673,74.0026,71.9006,73.734,232826.0
2021-04-03,72.5673,74.0026,71.9006,73.734,232826.0
2021-04-04,72.5673,74.0026,71.9006,73.734,232826.0
2021-04-05,74.9656,75.0211,72.2247,72.6692,276111.0
2021-04-06,72.2525,73.0674,71.2062,72.234,311871.0
2021-04-07,72.1599,73.2988,71.8358,72.0581,267003.0
2021-04-08,71.6599,73.1229,70.4932,72.8451,290448.0
2021-04-09,73.197,74.1322,72.9146,73.947,210347.0
2021-04-10,73.197,74.1322,72.9146,73.947,210347.0
2021-04-11,73.197,74.1322,72.9146,73.947,210347.0
2021-04-12,74.41,76.3452,74.41,76.1601,430011.0
2021-04-13,76.0489,76.0489,73.7989,73.9933,445501.0
2021-04-14,74.0766,75.8545,73.734,73.8822,478581.0
2021-04-15,73.8452,74.7248,71.2062,73.4192,409818.0
2021-04-16,74.4748,76.586,73.8174,76.086,296956.0
2021-04-17,74.4748,76.586,73.8174,76.086,296956.0
2021-04-18,74.4748,76.586,73.8174,76.086,296956.0
2021-04-19,75.8267,76.7851,75.0026,75.7989,329763.0
2021-04-20,75.2063,76.9193,72.734,73.697,442196.0
2021-04-21,73.3451,75.5397,73.1507,75.4285,236657.0
2021-04-22,75.5489,75.8082,73.8452,73.9378,169215.0
2021-04-23,74.5767,77.5953,74.0766,77.0027,391176.0
2021-04-24,74.5767,77.5953,74.0766,77.0027,391176.0
2021-04-25,74.5767,77.5953,74.0766,77.0027,391176.0
2021-04-26,78.012,78.6231,76.9795,77.1045,360493.0
2021-04-27,76.9564,78.512,74.4841,77.7434,392724.0
2021-04-28,77.8546,79.3268,77.3823,78.3268,365390.0
2021-04-29,79.2528,80.4009,76.7527,78.2805,354848.0
2021-04-30,78.1879,79.262,77.5397,78.0768,475635.0
2021-05-01,78.1879,79.262,77.5397,78.0768,475635.0
2021-05-02,78.1879,79.262,77.5397,78.0768,475635.0
2021-05-03,78.7064,79.4935,77.5305,78.549,326180.0
2021-05-04,78.4009,79.9935,77.4286,79.9287,369521.0
2021-05-05,79.2157,80.8732,78.4935,80.5954,396695.0
2021-05-06,81.7158,82.3732,79.7528,82.2806,244490.0
2021-05-07,80.6417,83.1047,79.9148,83.0029,250879.0
2021-05-08,80.6417,83.1047,79.9148,83.0029,250879.0
2021-05-09,80.6417,83.1047,79.9148,83.0029,250879.0
2021-05-10,83.3362,84.7159,82.5399,82.5862,325765.0
2021-05-11,81.5491,82.8038,80.3083,80.4658,249335.0
2021-05-12,81.3732,82.0584,79.5954,79.8546,329930.0
2021-05-13,79.5846,83.4484,79.5846,82.9457,229449.0
2021-05-14,83.0015,84.3701,80.9253,84.1094,202337.0
2021-05-15,83.0015,84.3701,80.9253,84.1094,202337.0
2021-05-16,83.0015,84.3701,80.9253,84.1094,202337.0
2021-05-17,82.4801,84.2026,81.9401,83.4763,233877.0
2021-05-18,83.3181,83.5635,81.7446,81.7632,221936.0
2021-05-19,80.9998,83.2808,78.216,82.5546,320413.0
2021-05-20,82.1263,83.4205,81.1301,83.0015,268676.0
2021-05-21,83.8488,85.3105,83.5614,84.6774,217837.0
2021-05-22,83.8488,85.3105,83.5614,84.6774,217837.0
2021-05-23,83.8488,85.3105,83.5614,84.6774,217837.0
2021-05-24,84.696,84.9474,83.3553,83.737,305433.0
2021-05-25,83.6439,84.3422,79.5939,79.7615,322174.0
2021-05-26,80.0595,81.4932,79.3891,81.1674,313594.0
2021-05-27,82.536,83.2157,81.7074,82.2381,322543.0
2021-05-28,82.2613,82.9177,81.1488,82.685,184053.0
2021-05-29,82.2613,82.9177,81.1488,82.685,184053.0
2021-05-30,82.2613,82.9177,81.1488,82.685,184053.0
2021-05-31,82.2613,82.9177,81.1488,82.685,184053.0
2021-06-01,83.1784,84.0815,82.5546,83.7184,214716.0
2021-06-02,84.7286,84.7286,82.5732,82.927,211282.0
2021-06-03,83.1412,84.1653,82.4848,83.5694,188743.0
2021-06-04,83.2157,83.8953,82.4755,83.5601,210835.0
2021-06-05,83.2157,83.8953,82.4755,83.5601,210835.0
2021-06-06,83.2157,83.8953,82.4755,83.5601,210835.0
2021-06-07,84.1839,84.547,82.4243,84.0722,229938.0
2021-06-08,83.6067,84.1467,82.1077,83.7463,296830.0
2021-06-09,82.9084,83.5229,80.7857,80.8601,229648.0
2021-06-10,82.1357,82.1357,79.5288,79.5567,226616.0
2021-06-11,80.0688,81.2977,79.7522,80.2922,224376.0
2021-06-12,80.0688,81.2977,79.7522,80.2922,224376.0
2021-06-13,80.0688,81.2977,79.7522,80.2922,224376.0
2021-06-14,80.5808,81.2512,78.905,79.6591,391378.0
2021-06-15,79.7895,81.7819,79.417,80.9719,345950.0
2021-06-16,80.4319,82.7781,79.9757,82.4522,223522.0
2021-06-17,82.8432,82.8619,78.5698,79.1191,442129.0
2021-06-18,77.797,78.4488,75.1529,75.4043,991325.0
2021-06-19,77.797,78.4488,75.1529,75.4043,991325.0
2021-06-20,77.797,78.4488,75.1529,75.4043,991325.0
2021-06-21,76.2236,78.2905,75.4229,78.1788,491425.0
2021-06-22,77.9646,78.9422,76.8846,78.5046,406653.0
2021-06-23,78.4395,78.6862,77.3129,77.6108,394075.0
2021-06-24,77.7412,79.1564,76.9591,79.1005,272056.0
2021-06-25,79.7429,79.7429,77.8343,78.5326,757566.0
2021-06-26,79.7429,79.7429,77.8343,78.5326,757566.0
2021-06-27,79.7429,79.7429,77.8343,78.5326,757566.0
2021-06-28,75.3158,78.6722,75.3158,77.5177,295526.0
2021-06-29,77.7039,78.4488,75.9629,76.3819,182660.0
2021-06-30,76.1119,76.6612,75.7721,76.1212,272843.0
2021-07-01,76.7822,77.3874,76.1864,76.4098,217557.0
2021-07-02,76.4191,76.6798,74.9574,75.1529,158953.0
2021-07-03,76.4191,76.6798,74.9574,75.1529,158953.0
2021-07-04,76.4191,76.6798,74.9574,75.1529,158953.0
2021-07-05,76.4191,76.6798,74.9574,75.1529,158953.0
2021-07-06,74.6222,74.6222,72.425,72.6857,407312.0
2021-07-07,72.006,72.9464,71.7826,72.4995,393791.0
2021-07-08,70.8609,72.5646,70.535,71.885,337771.0
2021-07-09,73.0767,74.3802,72.4064,74.0822,617657.0
2021-07-10,73.0767,74.3802,72.4064,74.0822,617657.0
2021-07-11,73.0767,74.3802,72.4064,74.0822,617657.0
2021-07-12,73.2629,74.0171,72.7741,73.7843,240965.0
2021-07-13,73.5888,73.5888,71.8059,72.0247,225383.0
2021-07-14,71.885,72.8067,70.7678,71.5405,480027.0
2021-07-15,70.9726,73.4957,70.7864,73.4305,382513.0
2021-07-16,74.2591,74.2591,71.0843,71.1309,234122.0
2021-07-17,74.2591,74.2591,71.0843,71.1309,234122.0
2021-07-18,74.2591,74.2591,71.0843,71.1309,234122.0
2021-07-19,69.9205,70.4512,67.9747,68.4122,314997.0
2021-07-20,68.4309,71.8384,68.4309,69.4643,357867.0
2021-07-21,70.5071,72.1084,70.3116,71.2053,309168.0
2021-07-22,70.8003,70.8003,68.1888,68.3564,221639.0
2021-07-23,66.3174,66.3174,62.2767,63.8874,948484.0
2021-07-24,66.3174,66.3174,62.2767,63.8874,948484.0
2021-07-25,66.3174,66.3174,62.2767,63.8874,948484.0
2021-07-26,64.986,66.5219,64.1481,66.3081,812099.0
2021-07-27,65.7029,65.959,64.2971,64.9302,445933.0
2021-07-28,65.6285,67.1926,64.7626,66.1778,542564.0
2021-07-29,66.6433,67.3136,65.6098,65.7216,347690.0
2021-07-30,65.2002,66.4571,63.7478,64.0923,480727.0
2021-07-31,65.2002,66.4571,63.7478,64.0923,480727.0
2021-08-01,65.2002,66.4571,63.7478,64.0923,480727.0
2021-08-02,64.2971,66.2802,63.4964,63.5243,515992.0
2021-08-03,63.5429,65.7867,62.8633,65.2467,462384.0
2021-08-04,64.2598,65.0117,63.7943,64.2133,466068.0
2021-08-05,64.3623,65.9543,64.2598,65.1536,391884.0
2021-08-06,66.4385,68.0398,65.256,67.6395,406699.0
2021-08-07,66.4385,68.0398,65.256,67.6395,406699.0
2021-08-08,66.4385,68.0398,65.256,67.6395,406699.0
2021-08-09,67.0809,68.3005,66.4757,66.9878,519786.0
2021-08-10,66.8854,67.4254,66.1964,67.1181,467002.0
2021-08-11,67.1181,67.5306,66.2698,67.4556,471313.0
2021-08-12,67.4368,67.9149,66.6213,67.015,264463.0
2021-08-13,67.5493,67.5493,66.4244,67.2306,744850.0
2021-08-14,67.5493,67.5493,66.4244,67.2306,744850.0
2021-08-15,67.5493,67.5493,66.4244,67.2306,744850.0
2021-08-16,65.6183,66.8744,65.5151,66.6869,520779.0
2021-08-17,66.2651,66.8744,65.6183,66.1245,499565.0
2021-08-18,65.8807,66.6213,64.3153,64.3903,489037.0
2021-08-19,64.2028,64.8308,62.5389,63.3404,396286.0
2021-08-20,63.3029,64.9668,63.0873,64.4278,258177.0
2021-08-21,63.3029,64.9668,63.0873,64.4278,258177.0
2021-08-22,63.3029,64.9668,63.0873,64.4278,258177.0
2021-08-23,64.9152,65.4027,64.6527,65.2339,198053.0
2021-08-24,65.2246,65.7167,65.1121,65.4683,347593.0
2021-08-25,65.6183,66.1245,65.1589,65.3277,383477.0
2021-08-26,65.8714,65.876,64.5871,64.6246,237605.0
2021-08-27,65.2995,66.4338,64.6715,66.1245,422041.0
2021-08-28,65.2995,66.4338,64.6715,66.1245,422041.0
2021-08-29,65.2995,66.4338,64.6715,66.1245,422041.0
2021-08-30,66.0776,66.0776,63.7435,63.7809,284618.0
2021-08-31,64.109,65.0183,63.5091,64.2871,294372.0
2021-09-01,65.0277,65.0277,63.3404,63.9872,320005.0
2021-09-02,64.2778,65.1871,63.5091,64.7465,360741.0
2021-09-03,64.8215,65.4683,64.1559,64.6902,228626.0
2021-09-04,64.8215,65.4683,64.1559,64.6902,228626.0
2021-09-05,64.8215,65.4683,64.1559,64.6902,228626.0
2021-09-06,64.8215,65.4683,64.1559,64.6902,228626.0
2021-09-07,65.1589,65.1589,63.3591,63.6028,391151.0
2021-09-08,63.3497,63.5091,62.4498,63.2091,326379.0
2021-09-09,62.9842,63.7341,62.7686,62.9935,401865.0
2021-09-10,63.1623,63.4341,62.253,62.3561,359225.0
2021-09-11,63.1623,63.4341,62.253,62.3561,359225.0
2021-09-12,63.1623,63.4341,62.253,62.3561,359225.0
2021-09-13,62.8342,63.481,61.9811,62.8998,342026.0
2021-09-14,62.9654,63.0966,61.3906,61.5781,302478.0
2021-09-15,62.1546,62.3795,61.4187,61.7843,440085.0
2021-09-16,62.2811,62.2811,60.7719,60.8375,601669.0
2021-09-17,61.0344,61.2875,60.1438,60.6688,1428584.0
2021-09-18,61.0344,61.2875,60.1438,60.6688,1428584.0
2021-09-19,61.0344,61.2875,60.1438,60.6688,1428584.0
2021-09-20,59.1783,61.3953,58.6815,59.7407,679899.0
2021-09-21,61.2031,62.1874,60.0688,60.8469,461655.0
2021-09-22,61.4562,62.3327,60.9781,61.7655,451857.0
2021-09-23,62.1124,65.0464,62.0186,64.6434,362136.0
2021-09-24,64.8824,66.3213,64.4934,65.9464,367155.0
2021-09-25,64.8824,66.3213,64.4934,65.9464,367155.0
2021-09-26,64.8824,66.3213,64.4934,65.9464,367155.0
2021-09-27,66.6775,69.6772,66.6775,69.1335,535809.0
2021-09-28,69.696,70.3053,68.8523,69.5741,869610.0
2021-09-29,69.2366,71.5427,68.6949,71.4208,524311.0
2021-09-30,71.7676,71.9832,69.6866,69.9959,507877.0
2021-10-01,69.9303,73.155,69.9303,72.4144,453023.0
2021-10-02,69.9303,73.155,69.9303,72.4144,453023.0
2021-10-03,69.9303,73.155,69.9303,72.4144,453023.0
2021-10-04,72.3488,73.8205,71.6036,72.7332,370579.0
2021-10-05,73.3987,73.9049,72.3301,72.7425,489818.0
2021-10-06,71.9176,72.2926,69.8366,72.2832,323676.0
2021-10-07,72.8831,73.8393,72.3769,73.1831,308041.0
2021-10-08,73.0706,73.7643,72.6207,73.155,222657.0
2021-10-09,73.0706,73.7643,72.6207,73.155,222657.0
2021-10-10,73.0706,73.7643,72.6207,73.155,222657.0
2021-10-11,73.8112,73.9237,71.5427,71.8332,319461.0
2021-10-12,71.5801,72.2363,70.9099,72.1801,162796.0
2021-10-13,71.9645,71.9645,70.5115,71.7395,154208.0
2021-10-14,72.8738,72.8925,71.8707,72.7894,161731.0
2021-10-15,74.0174,74.383,72.4894,72.5738,241040.0
2021-10-16,74.0174,74.383,72.4894,72.5738,241040.0
2021-10-17,74.0174,74.383,72.4894,72.5738,241040.0
2021-10-18,73.2487,73.2768,71.7676,71.8989,229745.0
2021-10-19,71.8239,72.8831,71.7114,72.6957,190472.0
2021-10-20,72.6863,74.8798,72.6863,74.8329,222616.0
2021-10-21,74.3736,75.0485,73.9237,74.5048,161990.0
2021-10-22,74.3924,75.086,74.0643,74.5423,170948.0
2021-10-23,74.3924,75.086,74.0643,74.5423,170948.0
2021-10-24,74.3924,75.086,74.0643,74.5423,170948.0
2021-10-25,75.1423,75.4797,73.6799,73.8674,280073.0
2021-10-26,73.9143,73.9143,72.6019,72.7332,248712.0
2021-10-27,72.227,72.6675,69.396,69.6678,348275.0
2021-10-28,72.1051,73.1737,70.8677,72.3582,549893.0
2021-10-29,72.6675,73.4643,72.6675,73.2019,305737.0
2021-10-30,72.6675,73.4643,72.6675,73.2019,305737.0
2021-10-31,72.6675,73.4643,72.6675,73.2019,305737.0
2021-11-01,74.0549,77.617,73.1081,77.5702,496319.0
2021-11-02,77.8045,77.8045,74.3924,75.4704,315588.0
2021-11-03,73.8018,77.8561,73.8018,76.7921,453615.0
2021-11-04,76.4921,76.4921,75.1142,76.1359,252455.0
2021-11-05,77.2796,78.292,75.9297,77.4014,358697.0
2021-11-06,77.2796,78.292,75.9297,77.4014,358697.0
2021-11-07,77.2796,78.292,75.9297,77.4014,358697.0
2021-11-08,77.5889,78.9388,77.1671,77.9076,345822.0
2021-11-09,77.2233,78.1232,76.4828,77.8514,236905.0
2021-11-10,78.106,79.2187,77.9362,78.502,278202.0
2021-11-11,78.4549,79.2375,76.9367,78.6812,241069.0
2021-11-12,78.6152,79.0348,78.04,78.7943,226093.0
2021-11-13,78.6152,79.0348,78.04,78.7943,226093.0
2021-11-14,78.6152,79.0348,78.04,78.7943,226093.0
2021-11-15,79.2847,79.9636,78.8509,79.3318,257056.0
2021-11-16,79.0395,79.7656,78.0965,78.3229,331361.0
2021-11-17,77.9928,78.304,76.8518,77.974,290156.0
2021-11-18,77.7382,78.6435,76.6255,77.2667,328074.0
2021-11-19,76.22,78.8792,75.5128,76.5218,341388.0
2021-11-20,76.22,78.8792,75.5128,76.5218,341388.0
2021-11-21,76.22,78.8792,75.5128,76.5218,341388.0
2021-11-22,77.6722,79.6524,76.8047,77.493,307306.0
2021-11-23,77.8891,79.1904,77.1819,77.7948,434630.0
2021-11-24,77.0404,78.2427,76.8518,77.5591,189003.0
2021-11-25,77.0404,78.2427,76.8518,77.5591,189003.0
2021-11-26,74.4473,75.0508,72.8348,73.5986,257192.0
2021-11-27,74.4473,75.0508,72.8348,73.5986,257192.0
2021-11-28,74.4473,75.0508,72.8348,73.5986,257192.0
2021-11-29,74.7207,75.1168,73.1035,74.7679,425469.0
2021-11-30,73.7117,74.4944,72.8725,73.6835,521550.0
2021-12-01,75.3902,75.8051,71.8352,71.8541,425629.0
2021-12-02,72.6273,75.5458,71.6938,74.7962,314014.0
2021-12-03,75.0036,75.1828,73.2308,73.5703,385768.0
2021-12-04,75.0036,75.1828,73.2308,73.5703,385768.0
2021-12-05,75.0036,75.1828,73.2308,73.5703,385768.0
2021-12-06,74.7207,76.998,73.7683,75.8617,361813.0
2021-12-07,76.4746,76.4746,73.9663,74.5698,311708.0
2021-12-08,74.5133,75.0602,73.8249,74.2587,195189.0
2021-12-09,73.5703,74.4944,72.9762,73.8155,171466.0
2021-12-10,74.1455,74.9848,72.7876,74.7302,240845.0
2021-12-11,74.1455,74.9848,72.7876,74.7302,240845.0
2021-12-12,74.1455,74.9848,72.7876,74.7302,240845.0
2021-12-13,74.1455,74.1455,72.7971,73.3911,264757.0
2021-12-14,73.806,74.9753,73.4147,74.3813,360876.0
2021-12-15,74.8244,75.013,72.6226,74.0795,404911.0
2021-12-16,76.6821,77.2196,73.5609,74.1927,355269.0
2021-12-17,74.4284,74.5698,72.0804,73.608,1110919.0
2021-12-18,74.4284,74.5698,72.0804,73.608,1110919.0
2021-12-19,74.4284,74.5698,72.0804,73.608,1110919.0
2021-12-20,72.0993,72.6132,70.2888,71.8635,406012.0
2021-12-21,72.6933,73.7683,72.1559,73.2591,292535.0
2021-12-22,73.2591,73.806,72.7499,73.476,268980.0
2021-12-23,74.0701,75.1969,73.9899,74.5321,167386.0
2021-12-24,74.0701,75.1969,73.9899,74.5321,167386.0
2021-12-25,74.0701,75.1969,73.9899,74.5321,167386.0
2021-12-26,74.0701,75.1969,73.9899,74.5321,167386.0
2021-12-27,74.4661,75.9183,71.5806,75.8806,237484.0
2021-12-28,75.626,77.3988,74.881,77.0216,231183.0
2021-12-29,76.9556,77.3422,75.1551,75.7486,236595.0
2021-12-30,75.6448,76.7575,75.5788,75.956,167577.0
2021-12-31,75.7768,76.4086,74.8716,75.5411,124399.0
2022-01-01,75.7768,76.4086,74.8716,75.5411,124399.0
2022-01-02,75.7768,76.4086,74.8716,75.5411,124399.0
2022-01-03,76.088,78.5775,76.088,78.4832,458185.0
2022-01-04,79.3413,82.0099,79.2941,80.7934,436567.0
2022-01-05,80.7934,82.3965,80.3691,80.6614,298965.0
2022-01-06,81.7741,83.4337,80.8972,83.4243,344277.0
2022-01-07,83.4526,85.2725,83.2923,84.8859,397225.0
2022-01-08,83.4526,85.2725,83.2923,84.8859,397225.0
2022-01-09,83.4526,85.2725,83.2923,84.8859,397225.0
2022-01-10,85.1971,85.8572,84.4333,85.6591,378251.0
2022-01-11,85.4894,85.8666,83.6978,85.5837,430130.0
2022-01-12,84.4899,86.1589,84.3484,85.5271,597664.0
2022-01-13,85.5554,86.885,82.5756,86.2626,307722.0
2022-01-14,85.1782,87.9364,84.6549,87.828,303043.0
2022-01-15,85.1782,87.9364,84.6549,87.828,303043.0
2022-01-16,85.1782,87.9364,84.6549,87.828,303043.0
2022-01-17,85.1782,87.9364,84.6549,87.828,303043.0
2022-01-18,87.696,88.0166,82.4436,82.8491,361517.0
2022-01-19,83.33,83.6601,80.5765,81.048,286544.0
2022-01-20,80.7086,81.9391,78.7566,79.0018,372593.0
2022-01-21,78.238,79.9919,77.7099,77.9645,408905.0
2022-01-22,78.238,79.9919,77.7099,77.9645,408905.0
2022-01-23,78.238,79.9919,77.7099,77.9645,408905.0
2022-01-24,77.0499,79.6996,76.5124,79.2375,539193.0
2022-01-25,80.0108,81.0386,77.0593,79.6713,454772.0
2022-01-26,80.7746,81.4347,78.2521,79.8222,455918.0
2022-01-27,80.586,81.4535,77.3799,77.9362,518174.0
2022-01-28,77.9645,79.2753,75.6448,77.5213,419374.0
2022-01-29,77.9645,79.2753,75.6448,77.5213,419374.0
2022-01-30,77.9645,79.2753,75.6448,77.5213,419374.0
2022-01-31,77.0027,80.2748,76.1635,79.5959,430527.0
2022-02-01,79.3035,80.0862,78.1531,79.9825,455388.0
2022-02-02,80.1051,80.5011,78.6906,80.0956,343906.0
2022-02-03,80.1994,81.0056,79.2753,79.709,250309.0
2022-02-04,79.9542,82.1324,79.4356,81.7175,343565.0
2022-02-05,79.9542,82.1324,79.4356,81.7175,343565.0
2022-02-06,79.9542,82.1324,79.4356,81.7175,343565.0
2022-02-07,81.6232,82.6086,81.2461,82.1324,214070.0
2022-02-08,82.9905,83.8204,82.5285,83.7166,379546.0
2022-02-09,83.9429,84.4333,82.6416,82.868,339271.0
2022-02-10,82.9723,84.4516,82.574,83.0766,325872.0
2022-02-11,82.5835,84.6791,82.318,82.9249,241482.0
2022-02-12,82.5835,84.6791,82.318,82.9249,241482.0
2022-02-13,82.5835,84.6791,82.318,82.9249,241482.0
2022-02-14,83.3516,84.1766,82.3085,82.6594,454504.0
2022-02-15,83.2568,86.0727,83.0292,85.8739,349345.0
2022-02-16,85.3998,86.386,84.5559,85.3429,293715.0
2022-02-17,84.4705,84.7835,82.6783,82.8964,267230.0
2022-02-18,82.6025,84.3046,82.5361,83.2568,304969.0
2022-02-19,82.6025,84.3046,82.5361,83.2568,304969.0
2022-02-20,82.6025,84.3046,82.5361,83.2568,304969.0
2022-02-21,82.6025,84.3046,82.5361,83.2568,304969.0
2022-02-22,82.7352,84.6412,82.3891,83.8542,366332.0
2022-02-23,84.3283,85.0679,82.8585,83.2947,345794.0
2022-02-24,80.2792,81.7301,79.3025,81.5594,732156.0
2022-02-25,82.3464,85.2576,82.1663,85.2196,312933.0
2022-02-26,82.3464,85.2576,82.1663,85.2196,312933.0
2022-02-27,82.3464,85.2576,82.1663,85.2196,312933.0
2022-02-28,83.2757,85.4377,83.0861,85.3429,392851.0
2022-03-01,84.0628,85.0205,80.0327,81.0568,1146558.0
2022-03-02,81.6352,85.1248,81.6352,84.499,525106.0
2022-03-03,84.5654,85.2955,82.6783,83.674,520900.0
2022-03-04,81.9861,82.4792,79.0181,80.0137,451913.0
2022-03-05,81.9861,82.4792,79.0181,80.0137,451913.0
2022-03-06,81.9861,82.4792,79.0181,80.0137,451913.0
2022-03-07,79.881,80.1939,77.1595,77.2922,686067.0
2022-03-08,78.231,80.5353,76.9604,77.3017,372163.0
2022-03-09,78.9707,82.0335,78.9612,81.0094,420029.0
2022-03-10,80.0706,81.4171,79.843,80.7723,281820.0
2022-03-11,81.512,82.9818,81.512,81.9292,310665.0
2022-03-12,81.512,82.9818,81.512,81.9292,310665.0
2022-03-13,81.512,82.9818,81.512,81.9292,310665.0
2022-03-14,83.2093,83.674,80.6585,81.1611,372222.0
2022-03-15,81.5594,82.3939,78.9517,80.5068,415617.0
2022-03-16,81.6352,83.7878,81.109,83.6645,392098.0
2022-03-17,82.5171,82.5171,79.9474,80.5732,492955.0
2022-03-18,80.8577,81.3697,79.0181,81.2275,922595.0
2022-03-19,80.8577,81.3697,79.0181,81.2275,922595.0
2022-03-20,80.8577,81.3697,79.0181,81.2275,922595.0
2022-03-21,81.2275,81.9482,77.8896,79.1508,641603.0
2022-03-22,80.3551,81.3318,79.7008,80.6491,625550.0
2022-03-23,79.5491,79.9758,77.5009,77.8043,447563.0
2022-03-24,78.0888,78.9517,77.3302,78.4965,280372.0
2022-03-25,78.25,79.5338,78.25,79.1887,252789.0
2022-03-26,78.25,79.5338,78.25,79.1887,252789.0
2022-03-27,78.25,79.5338,78.25,79.1887,252789.0
2022-03-28,78.9612,78.9612,77.3017,78.4207,259123.0
2022-03-29,79.7293,80.962,79.331,80.9146,279212.0
2022-03-30,81.1611,81.237,77.8707,78.8094,437169.0
2022-03-31,78.5724,79.587,77.1879,77.3681,338578.0
2022-04-01,78.2689,78.4396,76.069,76.894,612635.0
2022-04-02,78.2689,78.4396,76.069,76.894,612635.0
2022-04-03,78.2689,78.4396,76.069,76.894,612635.0
2022-04-04,76.7043,77.0172,75.1966,76.088,351464.0
2022-04-05,75.8983,76.5431,74.8742,74.969,413295.0
2022-04-06,74.6371,74.7876,73.6794,73.9923,363102.0
2022-04-07,74.1914,74.1914,72.4751,73.2147,329515.0
2022-04-08,73.632,74.2958,72.9303,73.082,315928.0
2022-04-09,73.632,74.2958,72.9303,73.082,315928.0
2022-04-10,73.632,74.2958,72.9303,73.082,315928.0
2022-04-11,73.0061,74.483,72.8544,73.3001,224240.0
2022-04-12,73.2622,74.2389,72.8734,73.3475,229659.0
2022-04-13,72.6837,74.4285,72.6837,74.2294,277337.0
2022-04-14,74.2673,74.8932,72.8829,73.7458,297102.0
2022-04-15,74.2673,74.8932,72.8829,73.7458,297102.0
2022-04-16,74.2673,74.8932,72.8829,73.7458,297102.0
2022-04-17,74.2673,74.8932,72.8829,73.7458,297102.0
2022-04-18,73.5846,74.3005,73.1673,73.8311,285056.0
2022-04-19,74.0871,77.2353,73.888,77.0267,446770.0
2022-04-20,77.9181,79.2362,76.5716,78.4586,321623.0
2022-04-21,78.6388,79.7387,77.956,78.3922,360225.0
2022-04-22,78.0414,78.1646,74.8552,74.9121,386018.0
2022-04-23,78.0414,78.1646,74.8552,74.9121,386018.0
2022-04-24,78.0414,78.1646,74.8552,74.9121,386018.0
2022-04-25,74.2768,74.8552,72.1337,74.5707,259301.0
2022-04-26,73.2527,74.182,72.3329,72.5604,546792.0
2022-04-27,72.9018,73.5372,71.8587,72.1527,405352.0
2022-04-28,72.8639,73.907,71.7687,73.4897,340840.0
2022-04-29,73.338,74.5044,72.8165,73.4328,519124.0
2022-04-30,73.338,74.5044,72.8165,73.4328,519124.0
2022-05-01,73.338,74.5044,72.8165,73.4328,519124.0
2022-05-02,74.2104,74.457,71.4794,73.3949,388093.0
2022-05-03,73.7742,74.7414,72.4561,74.1061,511571.0
2022-05-04,74.0966,77.2828,73.5182,76.9698,369403.0
2022-05-05,75.9931,76.4293,73.6936,74.5233,284057.0
2022-05-06,74.5328,75.7466,73.5466,75.4052,638873.0
2022-05-07,74.5328,75.7466,73.5466,75.4052,638873.0
2022-05-08,74.5328,75.7466,73.5466,75.4052,638873.0
2022-05-09,74.438,75.4858,73.4708,73.9165,473634.0
2022-05-10,74.2578,74.7983,70.4411,71.6217,410423.0
2022-05-11,71.6217,72.7691,70.4648,70.7493,404584.0
2022-05-12,70.692,71.0833,69.1934,71.0738,397986.0
2022-05-13,71.4174,72.1906,70.7588,71.971,289289.0
2022-05-14,71.4174,72.1906,70.7588,71.971,289289.0
2022-05-15,71.4174,72.1906,70.7588,71.971,289289.0
2022-05-16,71.971,72.0665,70.0906,71.2456,311137.0
2022-05-17,72.706,73.9755,71.5606,73.7655,430185.0
2022-05-18,72.8683,73.3626,71.0356,72.1429,290220.0
2022-05-19,71.2074,72.5915,71.1501,71.532,348325.0
2022-05-20,72.1047,72.9256,70.0524,71.5988,235228.0
2022-05-21,72.1047,72.9256,70.0524,71.5988,235228.0
2022-05-22,72.1047,72.9256,70.0524,71.5988,235228.0
2022-05-23,72.6201,73.5937,69.4703,72.7824,268098.0
2022-05-24,72.5628,72.8683,70.6729,72.7728,464176.0
2022-05-25,72.8587,74.6914,72.5819,74.386,266500.0
2022-05-26,74.8632,76.8105,74.6914,76.3332,232664.0
2022-05-27,76.3237,77.3736,75.7366,77.3259,172333.0
2022-05-28,76.3237,77.3736,75.7366,77.3259,172333.0
