,GRA US Equity,GRA US Equity,GRA US Equity,GRA US Equity,GRA US Equity
2019-08-13,62.558,63.6571,62.1339,62.6352,602559.0
2019-08-14,61.6961,62.1802,60.8975,61.0959,546357.0
2019-08-15,61.9575,63.0369,61.7881,62.1705,689520.0
2019-08-16,62.2673,63.1676,62.2479,62.7126,436224.0
2019-08-17,62.2673,63.1676,62.2479,62.7126,436224.0
2019-08-18,62.2673,63.1676,62.2479,62.7126,436224.0
2019-08-19,63.2838,63.3951,62.7514,62.8966,480509.0
2019-08-20,62.732,62.8772,62.2092,62.5481,405474.0
2019-08-21,62.9353,63.2935,62.4996,62.9546,275253.0
2019-08-22,62.9353,63.2881,62.3969,62.4803,522764.0
2019-08-23,62.2964,63.6614,62.035,63.1289,628828.0
2019-08-24,62.2964,63.6614,62.035,63.1289,628828.0
2019-08-25,62.2964,63.6614,62.035,63.1289,628828.0
2019-08-26,63.4,63.9324,62.8288,63.429,577334.0
2019-08-27,64.0776,64.2519,63.429,63.855,389037.0
2019-08-28,64.0292,64.6294,63.8453,64.097,223421.0
2019-08-29,64.7456,65.2587,64.3971,64.7456,303373.0
2019-08-30,65.22,65.6362,64.8134,65.5491,490287.0
2019-08-31,65.22,65.6362,64.8134,65.5491,490287.0
2019-09-01,65.22,65.6362,64.8134,65.5491,490287.0
2019-09-02,65.22,65.6362,64.8134,65.5491,490287.0
2019-09-03,65.0748,66.13,64.4165,66.0235,548576.0
2019-09-04,66.5753,67.2917,66.5366,67.0981,335043.0
2019-09-05,67.5143,68.221,66.6721,67.5434,554683.0
2019-09-06,67.6983,68.2017,66.5608,67.8628,324051.0
2019-09-07,67.6983,68.2017,66.5608,67.8628,324051.0
2019-09-08,67.6983,68.2017,66.5608,67.8628,324051.0
2019-09-09,68.1049,68.1049,67.5531,67.7854,461991.0
2019-09-10,67.8048,68.0081,67.2917,67.6402,385560.0
2019-09-11,67.9984,69.131,67.5627,69.131,518108.0
2019-09-12,69.2956,69.3731,67.8048,67.95,421739.0
2019-09-13,67.9887,68.0323,67.0497,67.2239,647120.0
2019-09-14,67.9887,68.0323,67.0497,67.2239,647120.0
2019-09-15,67.9887,68.0323,67.0497,67.2239,647120.0
2019-09-16,66.5559,66.5753,63.9034,64.7069,1086548.0
2019-09-17,64.6585,65.8299,64.0002,64.8618,1173956.0
2019-09-18,65.0554,66.5462,64.5617,66.4688,699577.0
2019-09-19,66.3042,66.4829,64.7359,64.8231,652185.0
2019-09-20,64.9199,66.1493,64.7843,65.491,1469404.0
2019-09-21,64.9199,66.1493,64.7843,65.491,1469404.0
2019-09-22,64.9199,66.1493,64.7843,65.491,1469404.0
2019-09-23,65.0651,65.704,64.6682,65.5588,463585.0
2019-09-24,65.7911,66.1397,64.4842,64.765,486748.0
2019-09-25,64.6198,65.0651,64.4165,64.8521,389275.0
2019-09-26,64.7262,65.5394,64.4407,65.2587,317683.0
2019-09-27,65.5878,65.675,64.339,64.6488,558755.0
2019-09-28,65.5878,65.675,64.339,64.6488,558755.0
2019-09-29,65.5878,65.675,64.339,64.6488,558755.0
2019-09-30,64.8231,64.8715,64.4261,64.6294,451678.0
2019-10-01,64.8811,66.3526,63.6614,64.126,437394.0
2019-10-02,63.6226,63.7291,62.4609,62.7223,371052.0
2019-10-03,62.3544,63.1483,61.7252,63.1192,375059.0
2019-10-04,62.974,63.4581,62.8772,63.1289,316421.0
2019-10-05,62.974,63.4581,62.8772,63.1289,316421.0
2019-10-06,62.974,63.4581,62.8772,63.1289,316421.0
2019-10-07,63.0127,63.3225,62.5481,62.6739,350919.0
2019-10-08,62.1705,62.5287,61.7058,62.2383,626252.0
2019-10-09,62.5771,62.945,62.3351,62.6933,349622.0
2019-10-10,62.6158,63.187,62.5287,62.8772,283392.0
2019-10-11,63.4581,63.8937,63.0515,63.1773,498963.0
2019-10-12,63.4581,63.8937,63.0515,63.1773,498963.0
2019-10-13,63.4581,63.8937,63.0515,63.1773,498963.0
2019-10-14,63.2741,63.8162,63.0369,63.7775,249882.0
2019-10-15,64.0873,64.4842,63.5065,63.6129,266822.0
2019-10-16,63.4581,64.5714,63.3806,63.4581,575008.0
2019-10-17,63.6129,64.4721,63.6081,63.8743,481453.0
2019-10-18,63.7582,64.3003,63.5065,63.7678,407101.0
2019-10-19,63.7582,64.3003,63.5065,63.7678,407101.0
2019-10-20,63.7582,64.3003,63.5065,63.7678,407101.0
2019-10-21,63.9808,64.5472,63.187,63.2354,355101.0
2019-10-22,63.2064,64.2906,62.8191,63.9034,626746.0
2019-10-23,63.8356,64.0873,63.4677,63.9711,759974.0
2019-10-24,65.8783,66.5172,63.4096,63.7485,769471.0
2019-10-25,63.7678,65.4426,63.2451,64.8424,737611.0
2019-10-26,63.7678,65.4426,63.2451,64.8424,737611.0
2019-10-27,63.7678,65.4426,63.2451,64.8424,737611.0
2019-10-28,64.8521,65.2587,64.31,65.0167,547073.0
2019-10-29,64.6875,64.915,63.9034,63.9711,378448.0
2019-10-30,63.8743,64.5423,63.4581,64.4939,291390.0
2019-10-31,64.4261,64.4261,63.8259,64.3293,294809.0
2019-11-01,64.6294,65.1038,64.3487,65.0457,346282.0
2019-11-02,64.6294,65.1038,64.3487,65.0457,346282.0
2019-11-03,64.6294,65.1038,64.3487,65.0457,346282.0
2019-11-04,65.3168,65.8492,65.007,65.2393,256065.0
2019-11-05,65.3361,65.5491,64.8715,65.0554,351986.0
2019-11-06,64.9392,66.5366,64.6778,66.5075,441399.0
2019-11-07,66.798,66.9722,65.7137,66.3236,303746.0
2019-11-08,66.4204,66.5172,65.8928,66.2074,291419.0
2019-11-09,66.4204,66.5172,65.8928,66.2074,291419.0
2019-11-10,66.4204,66.5172,65.8928,66.2074,291419.0
2019-11-11,66.0041,66.1493,65.5298,65.888,249701.0
2019-11-12,65.9557,67.19,65.4039,67.0303,428619.0
2019-11-13,66.6998,66.865,65.8834,66.0875,355048.0
2019-11-14,65.8737,66.3985,65.8737,66.2528,234096.0
2019-11-15,66.5249,66.9039,65.4947,65.7279,412979.0
2019-11-16,66.5249,66.9039,65.4947,65.7279,412979.0
2019-11-17,66.5249,66.9039,65.4947,65.7279,412979.0
2019-11-18,66.6124,67.2829,65.9904,66.8456,481879.0
2019-11-19,67.0205,67.2781,66.5249,67.0691,469634.0
2019-11-20,66.865,66.9331,65.796,66.0584,379091.0
2019-11-21,66.0778,66.6221,65.6502,66.3208,310597.0
2019-11-22,66.4277,66.8359,65.553,65.5724,188545.0
2019-11-23,66.4277,66.8359,65.553,65.5724,188545.0
2019-11-24,66.4277,66.8359,65.553,65.5724,188545.0
2019-11-25,65.864,66.1847,65.1643,66.0001,383056.0
2019-11-26,66.1847,66.3208,65.2323,65.553,413012.0
2019-11-27,65.6113,65.9036,64.9019,65.2712,264746.0
2019-11-28,65.6113,65.9036,64.9019,65.2712,264746.0
2019-11-29,65.1351,65.4947,64.7366,64.9504,166246.0
2019-11-30,65.1351,65.4947,64.7366,64.9504,166246.0
2019-12-01,65.1351,65.4947,64.7366,64.9504,166246.0
2019-12-02,64.8921,65.2955,64.4791,64.5811,170805.0
2019-12-03,64.2021,64.309,63.2983,64.0758,231506.0
2019-12-04,64.2604,65.1254,63.7842,63.7939,375230.0
2019-12-05,63.9008,64.3576,63.6676,64.2215,263050.0
2019-12-06,64.6978,64.7269,64.1049,64.1146,262907.0
2019-12-07,64.6978,64.7269,64.1049,64.1146,262907.0
2019-12-08,64.6978,64.7269,64.1049,64.1146,262907.0
2019-12-09,64.1244,64.4354,63.8231,64.3187,286508.0
2019-12-10,64.1438,64.2799,63.5995,63.7648,330373.0
2019-12-11,63.8814,64.4256,63.7259,64.2604,276713.0
2019-12-12,64.1729,64.7949,64.032,64.6492,400185.0
2019-12-13,64.6783,65.1837,64.3187,64.5325,284680.0
2019-12-14,64.6783,65.1837,64.3187,64.5325,284680.0
2019-12-15,64.6783,65.1837,64.3187,64.5325,284680.0
2019-12-16,64.8338,65.3392,64.552,64.931,222526.0
2019-12-17,65.0282,66.6318,65.0282,66.3208,423200.0
2019-12-18,66.2722,67.3704,65.9126,67.2246,555897.0
2019-12-19,67.2829,67.5745,67.1177,67.2927,299218.0
2019-12-20,67.4676,68.3326,67.4579,68.2451,442483.0
2019-12-21,67.4676,68.3326,67.4579,68.2451,442483.0
2019-12-22,67.4676,68.3326,67.4579,68.2451,442483.0
2019-12-23,68.352,68.5075,67.8515,68.284,623574.0
2019-12-24,68.2937,68.2937,67.6328,67.8466,265565.0
2019-12-25,68.2937,68.2937,67.6328,67.8466,265565.0
2019-12-26,67.8952,68.2257,67.2052,67.8661,193590.0
2019-12-27,67.9633,68.3229,67.2635,67.3704,255530.0
2019-12-28,67.9633,68.3229,67.2635,67.3704,255530.0
2019-12-29,67.9633,68.3229,67.2635,67.3704,255530.0
2019-12-30,67.3413,67.7397,66.9622,67.1372,274022.0
2019-12-31,67.0789,68.1965,67.0789,67.8855,364444.0
2020-01-01,67.0789,68.1965,67.0789,67.8855,364444.0
2020-01-02,68.0119,68.4103,67.7009,67.8855,384574.0
2020-01-03,67.1372,67.7203,66.9471,67.351,390166.0
2020-01-04,67.1372,67.7203,66.9471,67.351,390166.0
2020-01-05,67.1372,67.7203,66.9471,67.351,390166.0
2020-01-06,67.176,67.2149,66.3305,66.6221,416051.0
2020-01-07,66.4666,67.0497,66.3208,66.4569,277316.0
2020-01-08,66.5249,66.8067,66.0292,66.6998,206080.0
2020-01-09,66.7581,66.9136,66.0487,66.5638,421563.0
2020-01-10,66.6124,67.3218,66.2722,66.9914,210274.0
2020-01-11,66.6124,67.3218,66.2722,66.9914,210274.0
2020-01-12,66.6124,67.3218,66.2722,66.9914,210274.0
2020-01-13,67.04,67.3704,66.8602,67.2635,179117.0
2020-01-14,67.1177,68.0105,67.1177,67.5648,175133.0
2020-01-15,67.4579,68.8088,67.4579,68.5367,351877.0
2020-01-16,68.7894,71.2968,68.7894,69.6932,681364.0
2020-01-17,69.6835,69.8098,68.9837,69.3239,279225.0
2020-01-18,69.6835,69.8098,68.9837,69.3239,279225.0
2020-01-19,69.6835,69.8098,68.9837,69.3239,279225.0
2020-01-20,69.6835,69.8098,68.9837,69.3239,279225.0
2020-01-21,69.1295,69.7029,68.8865,69.4114,271649.0
2020-01-22,69.4211,69.7515,68.663,68.7796,390570.0
2020-01-23,68.4784,68.6436,67.5128,68.2159,503616.0
2020-01-24,68.3229,68.4784,67.04,67.3801,334937.0
2020-01-25,68.3229,68.4784,67.04,67.3801,334937.0
2020-01-26,68.3229,68.4784,67.04,67.3801,334937.0
2020-01-27,66.3014,66.9185,66.0681,66.5638,367276.0
2020-01-28,66.8067,67.1177,66.2139,67.0594,312008.0
2020-01-29,67.2732,67.4773,66.9234,67.419,433627.0
2020-01-30,66.9719,67.0594,66.107,66.7679,344112.0
2020-01-31,66.4083,66.865,65.0379,65.4655,518735.0
2020-02-01,66.4083,66.865,65.0379,65.4655,518735.0
2020-02-02,66.4083,66.865,65.0379,65.4655,518735.0
2020-02-03,65.796,66.2916,64.3673,64.62,965552.0
2020-02-04,65.0282,65.0282,60.7033,61.2282,1810576.0
2020-02-05,61.5878,62.2972,60.7422,60.9949,1113893.0
2020-02-06,60.3243,60.9463,59.8724,60.4409,893267.0
2020-02-07,60.1785,60.2466,58.6527,59.4691,575755.0
2020-02-08,60.1785,60.2466,58.6527,59.4691,575755.0
2020-02-09,60.1785,60.2466,58.6527,59.4691,575755.0
2020-02-10,59.4399,60.6062,59.1726,60.0036,640004.0
2020-02-11,60.2854,61.8113,60.0133,60.9658,694496.0
2020-02-12,61.1407,62.5888,61.1407,61.2962,552943.0
2020-02-13,60.956,61.51,60.7714,61.3934,356993.0
2020-02-14,61.442,61.5878,60.9415,61.2087,495922.0
2020-02-15,61.442,61.5878,60.9415,61.2087,495922.0
2020-02-16,61.442,61.5878,60.9415,61.2087,495922.0
2020-02-17,61.442,61.5878,60.9415,61.2087,495922.0
2020-02-18,61.131,61.7287,60.7325,60.8394,288928.0
2020-02-19,60.956,61.9959,60.8783,61.6752,616688.0
2020-02-20,61.5003,62.3944,61.5003,61.9959,304756.0
2020-02-21,61.9959,62.1806,60.9901,61.3545,284490.0
2020-02-22,61.9959,62.1806,60.9901,61.3545,284490.0
2020-02-23,61.9959,62.1806,60.9901,61.3545,284490.0
2020-02-24,59.9678,60.6221,58.3078,58.6105,820382.0
2020-02-25,58.6398,58.6496,55.6516,56.1985,900548.0
2020-02-26,56.4622,56.9211,54.9681,55.3978,473428.0
2020-02-27,54.7825,55.2415,52.9662,52.9662,749292.0
2020-02-28,51.9702,55.3294,51.626,55.2317,1175246.0
2020-02-29,51.9702,55.3294,51.626,55.2317,1175246.0
2020-03-01,51.9702,55.3294,51.626,55.2317,1175246.0
2020-03-02,55.7298,57.2141,55.0267,57.0774,786346.0
2020-03-03,56.843,57.7219,55.3392,55.8665,688216.0
2020-03-04,56.6477,56.6672,54.2357,55.1829,742235.0
2020-03-05,54.0209,54.0209,52.8881,53.2299,647993.0
2020-03-06,51.8823,52.7709,50.8862,52.5561,717627.0
2020-03-07,51.8823,52.7709,50.8862,52.5561,717627.0
2020-03-08,51.8823,52.7709,50.8862,52.5561,717627.0
2020-03-09,49.9976,49.9976,44.744,44.8318,861274.0
2020-03-10,46.238,46.8728,42.9667,46.4919,931309.0
2020-03-11,45.1541,46.0232,44.1385,45.5642,973220.0
2020-03-12,43.8065,44.8416,41.9316,42.4784,1051046.0
