,GRA US Equity,GRA US Equity,GRA US Equity,GRA US Equity,GRA US Equity
2020-03-13,44.9197,45.0467,39.1681,40.8672,1001418.0
2020-03-14,44.9197,45.0467,39.1681,40.8672,1001418.0
2020-03-15,44.9197,45.0467,39.1681,40.8672,1001418.0
2020-03-16,36.6194,38.5821,33.348,33.3968,645371.0
2020-03-17,33.8851,34.764,29.2076,31.1997,1132585.0
2020-03-18,29.0514,29.2955,26.4831,27.3424,2018200.0
2020-03-19,27.1081,32.1176,26.1218,30.7603,815126.0
2020-03-20,31.2095,31.7954,28.6656,31.0532,1117662.0
2020-03-21,31.2095,31.7954,28.6656,31.0532,1117662.0
2020-03-22,31.2095,31.7954,28.6656,31.0532,1117662.0
2020-03-23,30.2232,31.0727,29.1783,30.5161,1186595.0
2020-03-24,32.0981,32.7719,30.6431,32.6352,787247.0
2020-03-25,32.6449,35.5549,31.6001,34.3245,954494.0
2020-03-26,35.0472,38.2892,34.969,38.0841,901282.0
2020-03-27,36.2776,37.84,35.9651,37.3322,687338.0
2020-03-28,36.2776,37.84,35.9651,37.3322,687338.0
2020-03-29,36.2776,37.84,35.9651,37.3322,687338.0
2020-03-30,36.5998,37.4543,35.262,36.5217,668173.0
2020-03-31,36.258,36.5217,34.2074,34.764,692327.0
2020-04-01,33.4847,33.9242,32.3129,32.9769,656688.0
2020-04-02,33.0648,34.9593,32.352,33.2504,595397.0
2020-04-03,33.3383,33.9535,32.9721,33.0648,597453.0
2020-04-04,33.3383,33.9535,32.9721,33.0648,597453.0
2020-04-05,33.3383,33.9535,32.9721,33.0648,597453.0
2020-04-06,34.6956,36.0334,34.4905,35.8479,911086.0
2020-04-07,37.8205,40.4571,37.3078,38.2013,944216.0
2020-04-08,38.5138,39.4512,37.5959,39.0411,721597.0
2020-04-09,39.92,42.498,39.92,41.2773,531088.0
2020-04-10,39.92,42.498,39.92,41.2773,531088.0
2020-04-11,39.92,42.498,39.92,41.2773,531088.0
2020-04-12,39.92,42.498,39.92,41.2773,531088.0
2020-04-13,41.0723,41.4824,38.6017,39.1876,430278.0
2020-04-14,39.8907,41.3359,38.8653,39.0606,503209.0
2020-04-15,37.1076,37.4103,36.5315,37.0393,578835.0
2020-04-16,36.9611,36.9611,34.4515,36.0725,580015.0
2020-04-17,37.381,38.8653,37.381,38.7482,332932.0
2020-04-18,37.381,38.8653,37.381,38.7482,332932.0
2020-04-19,37.381,38.8653,37.381,38.7482,332932.0
2020-04-20,37.9865,38.5431,37.1906,38.2404,403632.0
2020-04-21,37.0685,38.797,36.4289,36.9123,838192.0
2020-04-22,37.6252,38.0646,36.9247,37.8107,325713.0
2020-04-23,38.5821,40.5742,38.2013,39.3048,553556.0
2020-04-24,39.4122,40.6524,39.2852,40.3594,430866.0
2020-04-25,39.4122,40.6524,39.2852,40.3594,430866.0
2020-04-26,39.4122,40.6524,39.2852,40.3594,430866.0
2020-04-27,40.418,42.6347,40.418,42.332,505410.0
2020-04-28,43.3085,44.451,42.6933,43.6112,606788.0
2020-04-29,44.8904,48.445,44.5194,48.0641,931910.0
2020-04-30,46.6677,47.693,44.1678,46.1209,1334555.0
2020-05-01,45.4959,45.7107,43.2011,44.8318,858121.0
2020-05-02,45.4959,45.7107,43.2011,44.8318,858121.0
2020-05-03,45.4959,45.7107,43.2011,44.8318,858121.0
2020-05-04,44.6365,46.0916,43.7235,46.033,662545.0
2020-05-05,47.5368,48.2399,47.0583,47.7126,728331.0
2020-05-06,47.986,48.4645,46.4333,46.9607,1008392.0
2020-05-07,48.943,50.3492,47.7223,47.9079,743824.0
2020-05-08,48.9039,50.9253,48.9039,50.8765,643051.0
2020-05-09,48.9039,50.9253,48.9039,50.8765,643051.0
2020-05-10,48.9039,50.9253,48.9039,50.8765,643051.0
2020-05-11,50.0074,50.6861,49.2896,49.939,855720.0
2020-05-12,50.1246,50.8667,47.654,47.654,404796.0
2020-05-13,47.2829,47.2829,43.8456,44.5096,617115.0
2020-05-14,43.5331,45.4373,41.5215,45.3592,716950.0
2020-05-15,44.9881,46.3747,44.5877,45.6619,309700.0
2020-05-16,44.9881,46.3747,44.5877,45.6619,309700.0
2020-05-17,44.9881,46.3747,44.5877,45.6619,309700.0
2020-05-18,47.6345,49.2164,47.0583,48.6696,435536.0
2020-05-19,48.5035,49.6265,47.2829,48.6696,455861.0
2020-05-20,49.7109,50.6835,49.4103,50.0253,402171.0
2020-05-21,49.9565,51.0372,49.7453,50.3986,253624.0
2020-05-22,50.4772,51.1453,49.3081,51.0568,384812.0
2020-05-23,50.4772,51.1453,49.3081,51.0568,384812.0
2020-05-24,50.4772,51.1453,49.3081,51.0568,384812.0
2020-05-25,50.4772,51.1453,49.3081,51.0568,384812.0
2020-05-26,53.0512,53.8371,51.8919,53.2477,498109.0
2020-05-27,54.3676,54.9866,53.0119,53.3557,634407.0
2020-05-28,53.7487,53.7487,50.8751,51.1453,471572.0
2020-05-29,50.7326,51.9312,49.819,51.2828,581061.0
2020-05-30,50.7326,51.9312,49.819,51.2828,581061.0
2020-05-31,50.7326,51.9312,49.819,51.2828,581061.0
2020-06-01,51.3712,52.3438,50.9881,52.0491,283568.0
2020-06-02,52.0982,53.3656,52.0982,53.1298,331754.0
2020-06-03,54.0336,55.9985,53.6799,55.6841,430728.0
2020-06-04,55.2616,56.2883,54.6182,56.2441,437803.0
2020-06-05,58.5135,59.4664,56.5977,56.8335,537731.0
2020-06-06,58.5135,59.4664,56.5977,56.8335,537731.0
2020-06-07,58.5135,59.4664,56.5977,56.8335,537731.0
2020-06-08,57.4525,58.4644,57.3051,57.5016,617338.0
2020-06-09,56.7255,57.1233,55.6497,56.8925,446688.0
2020-06-10,56.8434,57.2363,55.2027,55.3206,962106.0
2020-06-11,52.9136,53.1887,49.1264,49.4162,564605.0
2020-06-12,51.3123,51.8821,48.1489,49.5636,709366.0
2020-06-13,51.3123,51.8821,48.1489,49.5636,709366.0
2020-06-14,51.3123,51.8821,48.1489,49.5636,709366.0
2020-06-15,48.0899,50.3741,47.6675,50.0253,427849.0
2020-06-16,52.1768,52.8056,50.3691,50.6442,508225.0
2020-06-17,50.6541,50.9242,48.3404,48.532,553069.0
2020-06-18,48.0015,48.9741,47.8148,48.7874,545651.0
2020-06-19,50.4772,51.5579,48.7187,49.3278,754879.0
2020-06-20,50.4772,51.5579,48.7187,49.3278,754879.0
2020-06-21,50.4772,51.5579,48.7187,49.3278,754879.0
2020-06-22,49.1313,49.2001,47.9327,49.0232,362589.0
2020-06-23,49.5439,50.1432,49.033,49.2688,542162.0
2020-06-24,48.5713,48.5713,45.85,47.0682,628312.0
2020-06-25,46.4787,48.6204,46.017,48.5124,533630.0
2020-06-26,48.2471,48.2471,46.7047,48.0801,1538492.0
2020-06-27,48.2471,48.2471,46.7047,48.0801,1538492.0
2020-06-28,48.2471,48.2471,46.7047,48.0801,1538492.0
2020-06-29,48.6597,49.6962,47.9327,49.4457,387828.0
2020-06-30,49.5439,50.1825,48.8906,49.9172,583309.0
2020-07-01,49.9958,51.1747,49.8386,50.9783,1100562.0
2020-07-02,52.1179,52.2063,49.8681,50.6148,568675.0
2020-07-03,52.1179,52.2063,49.8681,50.6148,568675.0
2020-07-04,52.1179,52.2063,49.8681,50.6148,568675.0
2020-07-05,52.1179,52.2063,49.8681,50.6148,568675.0
2020-07-06,51.6267,51.6267,49.593,50.3397,750207.0
2020-07-07,49.8386,50.6295,49.1509,49.1902,460562.0
2020-07-08,49.2394,49.4653,47.7559,48.4829,519344.0
2020-07-09,48.4436,48.591,45.4177,46.7243,415632.0
2020-07-10,46.7342,47.6773,46.6359,47.4906,295855.0
2020-07-11,46.7342,47.6773,46.6359,47.4906,295855.0
2020-07-12,46.7342,47.6773,46.6359,47.4906,295855.0
2020-07-13,47.8738,48.1587,46.8717,47.1566,487329.0
2020-07-14,46.9798,47.9278,46.7833,47.8738,316617.0
2020-07-15,49.0723,50.2906,48.866,49.9172,398405.0
2020-07-16,49.6323,50.1825,49.2295,49.76,199820.0
2020-07-17,49.9762,50.5263,49.3671,49.5341,239118.0
2020-07-18,49.9762,50.5263,49.3671,49.5341,239118.0
2020-07-19,49.9762,50.5263,49.3671,49.5341,239118.0
2020-07-20,49.1804,49.7797,48.2962,48.3355,201951.0
2020-07-21,48.7678,49.7502,48.3945,49.0036,219786.0
2020-07-22,48.6401,49.4277,48.5418,49.092,218957.0
2020-07-23,49.0429,49.7797,48.6597,49.0822,268528.0
2020-07-24,48.9544,48.9544,48.198,48.7383,276868.0
2020-07-25,48.9544,48.9544,48.198,48.7383,276868.0
2020-07-26,48.9544,48.9544,48.198,48.7383,276868.0
2020-07-27,48.6008,49.1804,48.1636,49.1706,345474.0
2020-07-28,48.7776,49.2787,47.7755,48.0997,235766.0
2020-07-29,48.365,49.3179,47.5398,49.2099,302146.0
2020-07-30,48.8267,48.8267,46.4296,46.5966,710964.0
2020-07-31,46.5082,46.7243,44.8381,45.3195,449215.0
2020-08-01,46.5082,46.7243,44.8381,45.3195,449215.0
2020-08-02,46.5082,46.7243,44.8381,45.3195,449215.0
2020-08-03,45.231,45.5356,43.3546,44.3763,536382.0
2020-08-04,44.2093,45.5798,44.0423,44.9854,384380.0
2020-08-05,45.231,46.2872,45.0346,45.1426,339713.0
2020-08-06,44.8086,45.3489,44.6907,45.1328,580228.0
2020-08-07,44.8577,46.4591,44.8086,46.2233,664636.0
2020-08-08,44.8577,46.4591,44.8086,46.2233,664636.0
2020-08-09,44.8577,46.4591,44.8086,46.2233,664636.0
2020-08-10,46.2429,46.8422,46.184,46.4787,620242.0
2020-08-11,47.2548,47.6454,46.685,46.8226,613655.0
2020-08-12,47.245,47.5594,45.85,46.1251,349876.0
2020-08-13,45.8401,46.2724,45.2703,45.4766,427656.0
2020-08-14,45.1524,45.4374,44.4451,44.8184,629210.0
2020-08-15,45.1524,45.4374,44.4451,44.8184,629210.0
2020-08-16,45.1524,45.4374,44.4451,44.8184,629210.0
2020-08-17,44.9265,45.8401,44.003,44.062,416241.0
2020-08-18,43.9146,44.2093,42.9715,43.1581,671862.0
2020-08-19,43.257,43.3658,42.1393,42.159,674160.0
2020-08-20,41.7831,42.5448,41.7831,42.3272,661931.0
2020-08-21,41.9711,42.347,40.9522,41.0907,533742.0
2020-08-22,41.9711,42.347,40.9522,41.0907,533742.0
2020-08-23,41.9711,42.347,40.9522,41.0907,533742.0
2020-08-24,41.4073,43.2769,41.0882,43.1284,548818.0
2020-08-25,43.2669,43.5439,41.3479,41.9711,391904.0
2020-08-26,41.6249,42.0107,41.1402,41.5062,542807.0
2020-08-27,41.8821,43.1284,41.5556,42.4459,754022.0
2020-08-28,42.3074,42.5745,41.6249,42.1096,285549.0
2020-08-29,42.3074,42.5745,41.6249,42.1096,285549.0
2020-08-30,42.3074,42.5745,41.6249,42.1096,285549.0
2020-08-31,41.9414,41.9513,40.2598,40.2697,386063.0
2020-09-01,39.963,41.6051,39.963,41.5853,365770.0
2020-09-02,41.7634,43.0493,41.7386,42.9405,346815.0
2020-09-03,43.0295,43.5142,41.4172,41.6051,372875.0
2020-09-04,42.2481,42.3964,41.3776,42.2777,425405.0
2020-09-05,42.2481,42.3964,41.3776,42.2777,425405.0
2020-09-06,42.2481,42.3964,41.3776,42.2777,425405.0
2020-09-07,42.2481,42.3964,41.3776,42.2777,425405.0
2020-09-08,41.9612,43.0196,41.6694,42.2975,551806.0
2020-09-09,42.4162,42.6833,41.5062,42.2382,554752.0
2020-09-10,42.3668,42.7031,41.9019,42.2481,468133.0
2020-09-11,42.5844,42.9652,42.0991,42.7229,289871.0
2020-09-12,42.5844,42.9652,42.0991,42.7229,289871.0
2020-09-13,42.5844,42.9652,42.0991,42.7229,289871.0
2020-09-14,42.9603,43.4845,42.53,43.3263,248215.0
2020-09-15,43.4351,43.6824,42.7624,42.8713,416057.0
2020-09-16,43.1482,44.4441,42.6833,43.8901,441497.0
2020-09-17,43.2966,46.9961,42.802,46.5609,994480.0
2020-09-18,46.2839,46.4323,44.266,44.4836,978082.0
2020-09-19,46.2839,46.4323,44.266,44.4836,978082.0
2020-09-20,46.2839,46.4323,44.266,44.4836,978082.0
2020-09-21,43.3757,43.3757,41.7287,42.0008,1068675.0
2020-09-22,41.615,41.9019,39.5872,40.2301,564131.0
2020-09-23,40.0916,41.0215,39.4388,39.5575,506578.0
2020-09-24,39.0629,41.249,38.7117,40.8236,1030369.0
2020-09-25,40.5961,41.2579,40.3884,40.9522,609368.0
2020-09-26,40.5961,41.2579,40.3884,40.9522,609368.0
2020-09-27,40.5961,41.2579,40.3884,40.9522,609368.0
2020-09-28,41.7337,42.6437,41.3281,41.3776,436176.0
2020-09-29,41.4468,41.5853,40.1609,40.1906,224282.0
2020-09-30,40.1411,40.8335,39.6366,39.8542,292109.0
2020-10-01,39.6861,40.2697,38.9936,39.1222,514187.0
2020-10-02,38.2814,40.24,38.2814,39.6663,479167.0
2020-10-03,38.2814,40.24,38.2814,39.6663,479167.0
2020-10-04,38.2814,40.24,38.2814,39.6663,479167.0
2020-10-05,40.1114,40.7346,39.8147,39.8839,372510.0
2020-10-06,40.4477,40.606,39.3596,39.3695,516505.0
2020-10-07,39.6465,39.9927,39.1717,39.8048,615996.0
2020-10-08,40.2697,41.0066,40.0224,40.9127,482157.0
2020-10-09,41.4369,41.8326,40.6159,40.7049,221779.0
2020-10-10,41.4369,41.8326,40.6159,40.7049,221779.0
2020-10-11,41.4369,41.8326,40.6159,40.7049,221779.0
2020-10-12,40.7148,40.9819,40.0125,40.4477,285502.0
2020-10-13,40.1114,40.4181,39.2607,39.6267,236723.0
2020-10-14,40.151,43.8308,40.151,43.257,1673393.0
2020-10-15,42.8218,47.1346,42.3074,47.0357,1559297.0
2020-10-16,46.3532,46.8676,44.5726,45.641,727698.0
2020-10-17,46.3532,46.8676,44.5726,45.641,727698.0
2020-10-18,46.3532,46.8676,44.5726,45.641,727698.0
2020-10-19,45.4332,46.6302,44.9584,45.542,466224.0
2020-10-20,45.819,46.8577,45.4629,46.0366,424260.0
2020-10-21,45.9971,46.4917,45.0475,46.2938,515295.0
2020-10-22,46.2938,47.3127,46.0564,47.194,454933.0
2020-10-23,47.8073,48.3414,47.006,48.1535,455642.0
2020-10-24,47.8073,48.3414,47.006,48.1535,455642.0
2020-10-25,47.8073,48.3414,47.006,48.1535,455642.0
2020-10-26,47.4215,47.7183,45.9031,46.2938,860191.0
2020-10-27,46.2246,46.2246,44.4539,45.7795,398939.0
2020-10-28,44.5034,44.5034,41.6941,41.8524,1156200.0
2020-10-29,41.3875,44.266,41.3677,43.5241,935950.0
2020-10-30,43.1482,43.35,41.7831,43.0196,458395.0
2020-10-31,43.1482,43.35,41.7831,43.0196,458395.0
2020-11-01,43.1482,43.35,41.7831,43.0196,458395.0
2020-11-02,43.3263,44.4144,43.3263,43.7813,414588.0
2020-11-03,44.8101,44.8892,43.0889,43.7121,303642.0
2020-11-04,43.0691,43.8209,41.0709,42.5448,265494.0
2020-11-05,43.2175,44.4292,43.1977,44.2462,284569.0
2020-11-06,44.4243,45.0277,43.4252,43.5736,320276.0
2020-11-07,44.4243,45.0277,43.4252,43.5736,320276.0
2020-11-08,44.4243,45.0277,43.4252,43.5736,320276.0
2020-11-09,55.3943,56.3835,51.9915,55.3844,3342689.0
2020-11-10,56.2153,57.3727,53.6484,53.9303,1301617.0
2020-11-11,53.9402,54.3656,52.9214,53.416,562043.0
2020-11-12,53.2181,53.5841,51.032,51.7442,912880.0
2020-11-13,51.9124,53.9303,51.9124,53.7918,656924.0
2020-11-14,51.9124,53.9303,51.9124,53.7918,656924.0
2020-11-15,51.9124,53.9303,51.9124,53.7918,656924.0
2020-11-16,55.879,56.7198,54.6722,56.245,702241.0
2020-11-17,55.3202,56.2351,54.4053,54.8926,379323.0
2020-11-18,55.2605,55.2804,53.6893,53.8286,329009.0
2020-11-19,53.3612,54.1567,53.1921,53.928,313074.0
2020-11-20,53.5799,54.9025,53.2717,54.6738,546104.0
2020-11-21,53.5799,54.9025,53.2717,54.6738,546104.0
2020-11-22,53.5799,54.9025,53.2717,54.6738,546104.0
2020-11-23,54.8329,56.1854,54.6738,55.36,507450.0
2020-11-24,56.0561,57.3687,55.6285,56.1854,435800.0
2020-11-25,55.8075,56.1655,54.6937,55.3003,189785.0
2020-11-26,55.8075,56.1655,54.6937,55.3003,189785.0
2020-11-27,55.1909,55.6484,54.7832,55.6384,195749.0
2020-11-28,55.1909,55.6484,54.7832,55.6384,195749.0
2020-11-29,55.1909,55.6484,54.7832,55.6384,195749.0
2020-11-30,55.1611,55.5688,53.6048,54.4153,738196.0
2020-12-01,55.181,55.6583,54.4451,55.4793,483889.0
2020-12-02,55.2705,56.066,54.992,55.6682,380108.0
2020-12-03,55.6881,56.8914,55.2456,55.4694,325789.0
2020-12-04,55.5589,57.4682,55.5241,56.8218,338783.0
2020-12-05,55.5589,57.4682,55.5241,56.8218,338783.0
2020-12-06,55.5589,57.4682,55.5241,56.8218,338783.0
2020-12-07,56.7422,56.9113,55.6881,56.4936,335394.0
2020-12-08,56.3146,57.4184,55.8373,56.066,310512.0
2020-12-09,56.4538,56.6826,54.7136,55.5191,311852.0
2020-12-10,55.0517,56.6826,55.0517,55.5589,440509.0
2020-12-11,55.002,55.539,54.276,54.3954,511033.0
2020-12-12,55.002,55.539,54.276,54.3954,511033.0
2020-12-13,55.002,55.539,54.276,54.3954,511033.0
2020-12-14,55.0418,55.2705,53.2518,53.4606,467692.0
2020-12-15,54.0473,54.5346,53.4606,54.2064,634456.0
2020-12-16,54.3755,54.4053,53.4109,53.9877,289481.0
2020-12-17,54.3457,55.708,54.0274,55.5787,908212.0
2020-12-18,55.5787,55.9964,54.8528,54.9125,719948.0
2020-12-19,55.5787,55.9964,54.8528,54.9125,719948.0
2020-12-20,55.5787,55.9964,54.8528,54.9125,719948.0
2020-12-21,53.9777,55.7279,53.4009,55.5688,302164.0
2020-12-22,55.7478,55.7478,53.8484,53.9081,434105.0
2020-12-23,54.1269,54.7434,53.7092,54.2661,168871.0
2020-12-24,54.4451,55.1313,53.9976,55.002,73946.0
2020-12-25,54.4451,55.1313,53.9976,55.002,73946.0
2020-12-26,54.4451,55.1313,53.9976,55.002,73946.0
2020-12-27,54.4451,55.1313,53.9976,55.002,73946.0
2020-12-28,55.3898,55.3898,54.1368,54.2959,266452.0
2020-12-29,54.7335,54.7832,53.4407,54.0075,181381.0
2020-12-30,54.3854,54.9721,53.8087,54.107,159758.0
2020-12-31,54.0672,55.0616,53.57,54.5147,263893.0
2021-01-01,54.0672,55.0616,53.57,54.5147,263893.0
2021-01-02,54.0672,55.0616,53.57,54.5147,263893.0
2021-01-03,54.0672,55.0616,53.57,54.5147,263893.0
2021-01-04,54.5943,54.7583,53.5899,53.9081,330099.0
2021-01-05,54.1567,55.887,53.9479,55.529,570892.0
2021-01-06,56.1953,56.9511,54.6241,55.2506,733636.0
2021-01-07,55.708,55.9069,54.2661,54.992,580425.0
2021-01-08,55.0915,55.6881,54.5247,55.6484,322680.0
2021-01-09,55.0915,55.6881,54.5247,55.6484,322680.0
2021-01-10,55.0915,55.6881,54.5247,55.6484,322680.0
2021-01-11,59.6062,59.6857,57.9256,59.1885,936377.0
2021-01-12,59.6659,60.3421,58.5919,59.1488,325077.0
2021-01-13,58.9698,59.9741,58.204,58.3035,336111.0
2021-01-14,58.9698,59.1587,58.1742,58.3234,207667.0
2021-01-15,58.1742,64.5684,58.1742,62.8978,1341411.0
2021-01-16,58.1742,64.5684,58.1742,62.8978,1341411.0
2021-01-17,58.1742,64.5684,58.1742,62.8978,1341411.0
2021-01-18,58.1742,64.5684,58.1742,62.8978,1341411.0
2021-01-19,63.4745,63.6038,61.4956,61.5056,767642.0
2021-01-20,61.6547,61.9531,61.1675,61.4658,543244.0
2021-01-21,61.2271,61.9879,61.2271,61.3862,446058.0
2021-01-22,61.1575,61.4061,60.5608,60.7597,696517.0
2021-01-23,61.1575,61.4061,60.5608,60.7597,696517.0
2021-01-24,61.1575,61.4061,60.5608,60.7597,696517.0
2021-01-25,60.3819,60.6603,59.1189,59.6161,675004.0
2021-01-26,59.7255,60.4117,58.8206,58.8504,405949.0
2021-01-27,58.6714,59.0962,57.2892,57.6869,515779.0
2021-01-28,58.0748,59.6659,57.9753,58.8206,342215.0
2021-01-29,58.4825,59.2283,57.5278,57.6969,707866.0
2021-01-30,58.4825,59.2283,57.5278,57.6969,707866.0
2021-01-31,58.4825,59.2283,57.5278,57.6969,707866.0
2021-02-01,58.0052,58.6416,57.7466,58.2836,277443.0
2021-02-02,58.7808,60.2327,58.6714,60.1531,462086.0
2021-02-03,59.9542,60.7697,59.9542,60.5211,281670.0
2021-02-04,60.362,60.889,60.1631,60.3719,333857.0
2021-02-05,61.078,61.4047,59.6559,60.6603,266973.0
2021-02-06,61.078,61.4047,59.6559,60.6603,266973.0
2021-02-07,61.078,61.4047,59.6559,60.6603,266973.0
2021-02-08,61.2569,61.4383,60.6603,60.8691,370600.0
2021-02-09,60.6503,61.605,60.4017,60.6305,421428.0
2021-02-10,61.078,61.9332,59.7355,60.1332,296773.0
2021-02-11,60.3222,61.1476,59.6509,59.815,417607.0
2021-02-12,59.6161,60.531,59.6161,59.825,260882.0
2021-02-13,59.6161,60.531,59.6161,59.825,260882.0
2021-02-14,59.6161,60.531,59.6161,59.825,260882.0
2021-02-15,59.6161,60.531,59.6161,59.825,260882.0
2021-02-16,60.0338,60.4763,59.2681,59.5764,334184.0
2021-02-17,59.4869,60.3719,59.467,59.5664,248771.0
2021-02-18,59.3675,59.7703,58.7858,58.9499,519273.0
2021-02-19,59.2084,60.004,59.1189,59.288,336773.0
2021-02-20,59.2084,60.004,59.1189,59.288,336773.0
2021-02-21,59.2084,60.004,59.1189,59.288,336773.0
2021-02-22,59.0593,60.8293,59.0593,60.2327,254603.0
2021-02-23,59.5764,61.1376,59.5614,60.6901,365893.0
2021-02-24,60.9089,61.2768,60.3023,60.9188,230607.0
2021-02-25,60.6603,61.0083,59.1587,59.2681,483920.0
2021-02-26,59.6758,59.9692,58.1543,58.93,548692.0
2021-02-27,59.6758,59.9692,58.1543,58.93,548692.0
2021-02-28,59.6758,59.9692,58.1543,58.93,548692.0
2021-03-01,59.46,61.35,59.3,60.16,375371.0
2021-03-02,60.12,60.77,59.9,59.95,190521.0
2021-03-03,59.65,60.56,59.48,59.54,218961.0
2021-03-04,59.4,60.06,57.92,59.25,285002.0
2021-03-05,59.61,60.52,58.41,60.35,260034.0
2021-03-06,59.61,60.52,58.41,60.35,260034.0
2021-03-07,59.61,60.52,58.41,60.35,260034.0
2021-03-08,59.92,60.89,59.27,59.33,849687.0
2021-03-09,59.61,60.725,59.36,59.88,573179.0
2021-03-10,60.0,61.33,59.08,60.92,360378.0
2021-03-11,61.35,61.49,60.47,60.73,308295.0
2021-03-12,60.62,60.62,59.47,60.34,464331.0
2021-03-13,60.62,60.62,59.47,60.34,464331.0
2021-03-14,60.62,60.62,59.47,60.34,464331.0
2021-03-15,60.41,60.86,59.16,60.14,442189.0
2021-03-16,60.17,60.29,59.4,60.0,140027.0
2021-03-17,60.09,61.0,59.97,60.21,258679.0
2021-03-18,60.12,60.89,58.935,59.53,382046.0
2021-03-19,59.01,59.93,58.5,58.79,644520.0
2021-03-20,59.01,59.93,58.5,58.79,644520.0
2021-03-21,59.01,59.93,58.5,58.79,644520.0
2021-03-22,59.1,60.01,58.42,59.4,443169.0
2021-03-23,59.21,59.9,57.94,58.11,624562.0
2021-03-24,58.33,59.31,58.01,58.7,382808.0
2021-03-25,58.32,60.29,57.7,59.99,385194.0
2021-03-26,60.28,61.19,59.9,60.88,325161.0
2021-03-27,60.28,61.19,59.9,60.88,325161.0
2021-03-28,60.28,61.19,59.9,60.88,325161.0
2021-03-29,60.84,60.98,59.19,60.62,286430.0
2021-03-30,60.01,60.5,59.8,60.12,319084.0
2021-03-31,60.11,60.39,59.525,59.86,269392.0
2021-04-01,63.15,63.5,59.35,61.19,1749146.0
2021-04-02,63.15,63.5,59.35,61.19,1749146.0
2021-04-03,63.15,63.5,59.35,61.19,1749146.0
2021-04-04,63.15,63.5,59.35,61.19,1749146.0
2021-04-05,62.5,62.98,62.0,62.59,562938.0
2021-04-06,63.49,64.4,63.12,64.12,968875.0
2021-04-07,63.81,63.97,63.13,63.21,624058.0
2021-04-08,63.22,63.425,62.445,63.28,417895.0
2021-04-09,63.13,64.07,62.55,62.7,475562.0
2021-04-10,63.13,64.07,62.55,62.7,475562.0
2021-04-11,63.13,64.07,62.55,62.7,475562.0
2021-04-12,62.67,62.97,62.22,62.42,252864.0
2021-04-13,62.53,62.835,61.94,62.47,296684.0
2021-04-14,62.46,63.0,62.06,62.92,229785.0
2021-04-15,65.12,65.17,63.66,64.31,776628.0
2021-04-16,64.46,64.82,64.035,64.78,310063.0
2021-04-17,64.46,64.82,64.035,64.78,310063.0
2021-04-18,64.46,64.82,64.035,64.78,310063.0
2021-04-19,64.86,65.05,64.24,64.89,174809.0
2021-04-20,64.56,64.87,64.16,64.42,273304.0
2021-04-21,64.58,65.06,64.3,64.47,215173.0
2021-04-22,64.59,64.91,63.13,63.25,425051.0
2021-04-23,63.5,64.24,63.5,64.24,297538.0
2021-04-24,63.5,64.24,63.5,64.24,297538.0
2021-04-25,63.5,64.24,63.5,64.24,297538.0
2021-04-26,68.4,68.44,68.24,68.38,16717715.0
2021-04-27,68.34,68.45,68.29,68.37,6310126.0
2021-04-28,68.35,68.84,68.34,68.66,2895339.0
2021-04-29,68.7,68.785,68.56,68.63,833624.0
2021-04-30,68.63,68.87,68.54,68.73,1852956.0
2021-05-01,68.63,68.87,68.54,68.73,1852956.0
2021-05-02,68.63,68.87,68.54,68.73,1852956.0
2021-05-03,68.66,68.8,68.65,68.75,1274153.0
2021-05-04,68.7,68.86,68.37,68.46,1569613.0
2021-05-05,68.5,68.62,68.3,68.3,1829651.0
2021-05-06,68.35,68.53,68.0605,68.48,1923857.0
2021-05-07,68.5,68.5,68.25,68.39,2085567.0
2021-05-08,68.5,68.5,68.25,68.39,2085567.0
2021-05-09,68.5,68.5,68.25,68.39,2085567.0
2021-05-10,68.45,68.52,68.33,68.37,1404695.0
2021-05-11,68.25,68.49,68.24,68.42,1935443.0
2021-05-12,68.4,68.5,68.25,68.28,2526421.0
2021-05-13,68.3,68.62,68.23,68.3,1743172.0
2021-05-14,68.48,68.66,68.34,68.36,1139504.0
2021-05-15,68.48,68.66,68.34,68.36,1139504.0
2021-05-16,68.48,68.66,68.34,68.36,1139504.0
2021-05-17,68.24,68.61,68.22,68.51,1125082.0
2021-05-18,68.55,68.6,68.43,68.57,831348.0
2021-05-19,68.5,68.73,68.42,68.61,1394064.0
2021-05-20,68.65,68.69,68.46,68.5,959771.0
2021-05-21,68.59,68.76,68.42,68.42,1355719.0
2021-05-22,68.59,68.76,68.42,68.42,1355719.0
2021-05-23,68.59,68.76,68.42,68.42,1355719.0
2021-05-24,68.5,68.58,68.36,68.38,1061254.0
2021-05-25,68.4,68.52,68.36,68.44,852857.0
2021-05-26,68.48,68.51,68.35,68.35,1041835.0
2021-05-27,68.47,68.56,68.25,68.49,843473.0
2021-05-28,68.43,68.52,68.37,68.52,580513.0
2021-05-29,68.43,68.52,68.37,68.52,580513.0
2021-05-30,68.43,68.52,68.37,68.52,580513.0
2021-05-31,68.43,68.52,68.37,68.52,580513.0
2021-06-01,68.6,68.75,68.49,68.72,644901.0
2021-06-02,68.8,68.8,68.67,68.77,468523.0
2021-06-03,68.81,68.86,68.62,68.75,561794.0
2021-06-04,68.79,68.8,68.62,68.74,369605.0
2021-06-05,68.79,68.8,68.62,68.74,369605.0
2021-06-06,68.79,68.8,68.62,68.74,369605.0
