,GATX US Equity,GATX US Equity,GATX US Equity,GATX US Equity,GATX US Equity
2021-03-15,94.8697,94.8697,91.9683,92.5335,203974.0
2021-03-16,92.119,92.6606,91.0168,91.582,135400.0
2021-03-17,91.8458,92.4534,89.7357,90.0277,184861.0
2021-03-18,89.5473,90.0843,85.4213,85.4213,487599.0
2021-03-19,86.1278,87.5126,83.3206,83.3206,962479.0
2021-03-20,86.1278,87.5126,83.3206,83.3206,962479.0
2021-03-21,86.1278,87.5126,83.3206,83.3206,962479.0
2021-03-22,83.3112,84.8326,81.983,83.2924,313262.0
2021-03-23,82.2844,83.3206,81.465,82.2467,330742.0
2021-03-24,83.2264,85.751,82.8685,83.9989,311785.0
2021-03-25,83.3112,85.4873,82.1808,85.1387,208118.0
2021-03-26,86.6459,87.7575,85.2989,87.7104,178834.0
2021-03-27,86.6459,87.7575,85.2989,87.7104,178834.0
2021-03-28,86.6459,87.7575,85.2989,87.7104,178834.0
2021-03-29,87.635,89.6132,85.4873,85.5815,274779.0
2021-03-30,85.5815,87.8234,85.572,87.2959,155483.0
2021-03-31,87.8517,89.0009,86.5611,87.3619,252542.0
2021-04-01,87.635,88.7466,86.7213,88.7089,140726.0
2021-04-02,87.635,88.7466,86.7213,88.7089,140726.0
2021-04-03,87.635,88.7466,86.7213,88.7089,140726.0
2021-04-04,87.635,88.7466,86.7213,88.7089,140726.0
2021-04-05,89.4154,90.2444,88.8879,89.6698,143366.0
2021-04-06,89.5002,90.8473,88.9727,89.5473,123516.0
2021-04-07,89.7075,90.2444,88.1437,88.4546,101967.0
2021-04-08,88.3981,88.7466,86.8814,88.4169,126983.0
2021-04-09,87.9647,89.1988,87.96,88.5394,106104.0
2021-04-10,87.9647,89.1988,87.96,88.5394,106104.0
2021-04-11,87.9647,89.1988,87.96,88.5394,106104.0
2021-04-12,88.8785,90.7248,88.8785,90.1408,141822.0
2021-04-13,89.5567,91.0828,88.0778,88.4546,142911.0
2021-04-14,88.8408,91.3654,87.7104,90.1502,156795.0
2021-04-15,90.3574,90.8944,89.4437,90.6306,140753.0
2021-04-16,91.2429,91.4031,89.8299,90.3198,163175.0
2021-04-17,91.2429,91.4031,89.8299,90.3198,163175.0
2021-04-18,91.2429,91.4031,89.8299,90.3198,163175.0
2021-04-19,89.5379,90.9603,88.6712,90.1314,237260.0
2021-04-20,90.1502,91.0922,84.4699,86.9097,319751.0
2021-04-21,86.4104,89.2176,86.4104,89.2176,227897.0
2021-04-22,89.3683,89.9995,88.5582,88.5676,141091.0
2021-04-23,89.0669,91.0451,87.9271,90.706,152309.0
2021-04-24,89.0669,91.0451,87.9271,90.706,152309.0
2021-04-25,89.0669,91.0451,87.9271,90.706,152309.0
2021-04-26,91.469,92.0248,90.5082,91.3748,170434.0
2021-04-27,91.2052,91.761,90.527,91.3465,147128.0
2021-04-28,91.6291,92.4864,90.4705,91.9023,91029.0
2021-04-29,92.6842,92.703,91.5302,92.2603,66618.0
2021-04-30,91.4502,92.3451,90.6165,92.0436,243007.0
2021-05-01,91.4502,92.3451,90.6165,92.0436,243007.0
2021-05-02,91.4502,92.3451,90.6165,92.0436,243007.0
2021-05-03,92.7878,93.0798,91.1864,92.477,151485.0
2021-05-04,92.0719,93.6921,90.6777,93.4472,181967.0
2021-05-05,93.5697,95.1334,92.5241,94.4175,218347.0
2021-05-06,94.9544,95.6233,94.1443,95.5102,163814.0
2021-05-07,95.2182,97.7993,94.5588,97.6486,115686.0
2021-05-08,95.2182,97.7993,94.5588,97.6486,115686.0
2021-05-09,95.2182,97.7993,94.5588,97.6486,115686.0
2021-05-10,97.6863,100.1449,97.3189,98.3268,193597.0
2021-05-11,96.8385,98.2515,96.8385,97.7334,134354.0
2021-05-12,97.4602,97.4602,93.5132,93.8146,153608.0
2021-05-13,93.7392,96.2073,93.7392,94.3327,208185.0
2021-05-14,95.2841,95.6609,94.2479,95.595,103196.0
2021-05-15,95.2841,95.6609,94.2479,95.595,103196.0
2021-05-16,95.2841,95.6609,94.2479,95.595,103196.0
2021-05-17,94.6813,94.9639,93.0704,93.8805,115465.0
2021-05-18,93.89,93.9559,91.2994,91.3465,111763.0
2021-05-19,90.0654,90.7719,88.5488,90.6683,88832.0
2021-05-20,90.4422,91.7422,89.8205,91.29,127222.0
2021-05-21,92.2415,92.5335,91.3418,92.1473,70464.0
2021-05-22,92.2415,92.5335,91.3418,92.1473,70464.0
2021-05-23,92.2415,92.5335,91.3418,92.1473,70464.0
2021-05-24,92.6936,93.7298,91.4784,93.3248,79638.0
2021-05-25,93.2965,94.6483,91.6009,91.6951,119426.0
2021-05-26,91.6197,92.3097,91.0451,91.5444,132522.0
2021-05-27,92.8538,93.5885,92.2038,92.7596,140576.0
2021-05-28,92.769,93.0516,91.7799,92.9385,67348.0
2021-05-29,92.769,93.0516,91.7799,92.9385,67348.0
2021-05-30,92.769,93.0516,91.7799,92.9385,67348.0
2021-05-31,92.769,93.0516,91.7799,92.9385,67348.0
2021-06-01,94.0407,95.3218,92.9951,94.361,106452.0
2021-06-02,94.6718,94.7189,93.0327,93.7204,200185.0
2021-06-03,93.2682,93.2682,91.7846,91.8929,158279.0
2021-06-04,92.0436,92.0436,89.9194,90.9792,164490.0
2021-06-05,92.0436,92.0436,89.9194,90.9792,164490.0
2021-06-06,92.0436,92.0436,89.9194,90.9792,164490.0
2021-06-07,91.3277,91.3748,90.2915,90.4799,140699.0
2021-06-08,90.3574,91.5255,89.6321,90.9226,125365.0
2021-06-09,91.0168,91.1857,90.1314,90.9132,175206.0
2021-06-10,91.8081,91.9306,91.0639,91.4313,138490.0
2021-06-11,91.3936,92.0578,91.3936,91.6574,132105.0
2021-06-12,91.3936,92.0578,91.3936,91.6574,132105.0
2021-06-13,91.3936,92.0578,91.3936,91.6574,132105.0
2021-06-14,91.3734,91.4302,90.2087,90.4454,127148.0
2021-06-15,90.5117,91.6527,90.3223,91.3923,100466.0
2021-06-16,90.9094,91.4018,90.2277,90.739,118080.0
2021-06-17,90.7295,90.7295,85.5406,85.7016,181731.0
2021-06-18,84.5937,84.679,83.1829,83.1829,324098.0
2021-06-19,84.5937,84.679,83.1829,83.1829,324098.0
2021-06-20,84.5937,84.679,83.1829,83.1829,324098.0
2021-06-21,83.8552,86.7905,83.5901,85.9288,161960.0
2021-06-22,85.3039,85.9288,84.9252,85.7773,132783.0
2021-06-23,85.5596,85.7205,84.6837,84.8589,176761.0
2021-06-24,85.5217,87.5764,84.7168,87.3681,103842.0
2021-06-25,87.6806,88.154,85.5217,85.6921,770943.0
2021-06-26,87.6806,88.154,85.5217,85.6921,770943.0
2021-06-27,87.6806,88.154,85.5217,85.6921,770943.0
2021-06-28,85.7584,85.7584,83.751,84.0919,181195.0
2021-06-29,83.8931,84.3523,81.9046,82.0372,128368.0
2021-06-30,82.1129,84.428,81.791,83.77,240550.0
2021-07-01,84.8589,85.3228,83.7416,84.073,99816.0
2021-07-02,84.1108,84.1108,82.8894,83.145,96192.0
2021-07-03,84.1108,84.1108,82.8894,83.145,96192.0
2021-07-04,84.1108,84.1108,82.8894,83.145,96192.0
2021-07-05,84.1108,84.1108,82.8894,83.145,96192.0
2021-07-06,83.2871,83.3249,80.9862,82.0845,134209.0
2021-07-07,81.2039,83.3439,81.0714,82.2928,110242.0
2021-07-08,80.8063,82.8515,80.3518,81.2134,114558.0
2021-07-09,82.4822,84.0635,81.8383,82.8799,190063.0
2021-07-10,82.4822,84.0635,81.8383,82.8799,190063.0
2021-07-11,82.4822,84.0635,81.8383,82.8799,190063.0
2021-07-12,82.0751,84.0067,82.0751,83.4575,110650.0
2021-07-13,82.8136,83.751,82.3686,82.8231,92554.0
2021-07-14,83.5522,83.7226,82.2313,82.8515,106924.0
2021-07-15,81.9709,83.9309,81.9709,83.3249,105623.0
2021-07-16,85.4743,86.8947,82.5769,83.7984,247278.0
2021-07-17,85.4743,86.8947,82.5769,83.7984,247278.0
2021-07-18,85.4743,86.8947,82.5769,83.7984,247278.0
2021-07-19,81.8194,82.6527,80.1056,81.4312,317983.0
2021-07-20,81.5732,86.5348,81.3412,86.0709,262124.0
2021-07-21,87.0462,88.7316,86.0519,86.3265,181011.0
2021-07-22,85.8626,85.8626,84.1392,84.2813,119378.0
2021-07-23,85.2755,85.4649,83.6279,85.1903,88947.0
2021-07-24,85.2755,85.4649,83.6279,85.1903,88947.0
2021-07-25,85.2755,85.4649,83.6279,85.1903,88947.0
2021-07-26,86.7621,86.9704,84.963,86.1466,115460.0
2021-07-27,85.0104,86.5301,84.6411,85.6069,118754.0
2021-07-28,86.1277,86.5159,84.1392,85.9004,89772.0
2021-07-29,87.0083,87.6806,86.3076,87.1124,79260.0
2021-07-30,86.4117,87.4628,85.5122,87.3492,164839.0
2021-07-31,86.4117,87.4628,85.5122,87.3492,164839.0
2021-08-01,86.4117,87.4628,85.5122,87.3492,164839.0
2021-08-02,87.5575,88.457,85.0956,85.3418,79618.0
2021-08-03,85.9288,87.1503,85.0293,86.942,93327.0
2021-08-04,85.8436,86.5064,84.2339,84.4138,78813.0
2021-08-05,84.9914,86.175,84.7168,85.427,103360.0
2021-08-06,86.7242,88.1067,85.7111,87.8605,163302.0
2021-08-07,86.7242,88.1067,85.7111,87.8605,163302.0
2021-08-08,86.7242,88.1067,85.7111,87.8605,163302.0
2021-08-09,87.8321,87.8321,85.891,86.1561,129862.0
2021-08-10,86.3549,88.1114,85.7821,87.5575,93142.0
2021-08-11,87.5859,89.811,87.5859,89.7732,86707.0
2021-08-12,89.9057,89.9341,88.7221,88.9683,83562.0
2021-08-13,89.2524,89.3281,88.1635,88.9588,52809.0
2021-08-14,89.2524,89.3281,88.1635,88.9588,52809.0
2021-08-15,89.2524,89.3281,88.1635,88.9588,52809.0
2021-08-16,88.1919,89.3092,87.406,88.3907,67598.0
2021-08-17,87.3113,88.4286,86.0993,86.8947,121299.0
2021-08-18,86.497,87.1408,82.8231,82.9273,213736.0
2021-08-19,82.1698,82.9888,80.8347,81.2418,209254.0
2021-08-20,81.0903,81.9472,80.1434,81.8478,172941.0
2021-08-21,81.0903,81.9472,80.1434,81.8478,172941.0
2021-08-22,81.0903,81.9472,80.1434,81.8478,172941.0
2021-08-23,82.2076,83.2776,82.1698,82.1792,116305.0
2021-08-24,82.4538,83.145,82.0372,83.0314,95871.0
2021-08-25,82.9367,84.8257,82.4159,84.5085,143515.0
2021-08-26,84.054,84.8399,83.5617,84.3286,141131.0
2021-08-27,84.2245,87.8226,84.2245,86.9515,217011.0
2021-08-28,84.2245,87.8226,84.2245,86.9515,217011.0
2021-08-29,84.2245,87.8226,84.2245,86.9515,217011.0
2021-08-30,87.1598,87.6664,86.2224,87.0462,121246.0
2021-08-31,86.5727,87.5007,86.3455,86.8094,137953.0
2021-09-01,86.9515,87.4054,85.517,86.6011,109277.0
2021-09-02,86.9041,86.9041,85.446,85.9478,167551.0
2021-09-03,85.5027,85.7489,84.9536,85.6069,134890.0
2021-09-04,85.5027,85.7489,84.9536,85.6069,134890.0
2021-09-05,85.5027,85.7489,84.9536,85.6069,134890.0
2021-09-06,85.5027,85.7489,84.9536,85.6069,134890.0
2021-09-07,85.1619,85.6069,84.0824,84.1866,100761.0
2021-09-08,83.5995,84.518,82.5769,83.8173,232983.0
2021-09-09,83.9499,85.0246,83.1166,84.1298,97271.0
2021-09-10,84.4044,84.5653,83.5901,83.6847,83909.0
2021-09-11,84.4044,84.5653,83.5901,83.6847,83909.0
2021-09-12,84.4044,84.5653,83.5901,83.6847,83909.0
2021-09-13,84.2718,84.3665,83.1734,84.3002,145242.0
2021-09-14,84.843,84.843,82.0149,82.2529,141186.0
2021-09-15,82.5005,83.7003,82.5005,83.4718,98234.0
2021-09-16,84.0431,84.0431,82.3672,82.7386,132342.0
2021-09-17,82.9004,83.0814,81.7768,82.3386,465417.0
2021-09-18,82.9004,83.0814,81.7768,82.3386,465417.0
2021-09-19,82.9004,83.0814,81.7768,82.3386,465417.0
2021-09-20,81.415,82.5291,80.4628,81.7197,174903.0
2021-09-21,82.5672,82.729,80.7389,80.7865,120308.0
2021-09-22,81.5007,82.9576,81.25,81.9768,89553.0
2021-09-23,82.3862,83.8051,82.3862,83.3575,122689.0
2021-09-24,82.9957,85.0525,82.8624,84.0526,113681.0
2021-09-25,82.9957,85.0525,82.8624,84.0526,113681.0
2021-09-26,82.9957,85.0525,82.8624,84.0526,113681.0
2021-09-27,84.3097,87.1378,84.3097,86.0333,160178.0
2021-09-28,85.7762,86.8046,84.8906,85.0049,78606.0
2021-09-29,85.0429,86.5665,84.3726,86.5665,133332.0
2021-09-30,87.3568,87.3568,85.281,85.281,231712.0
2021-10-01,85.7762,88.6423,85.6238,87.2616,144001.0
2021-10-02,85.7762,88.6423,85.6238,87.2616,144001.0
2021-10-03,85.7762,88.6423,85.6238,87.2616,144001.0
2021-10-04,87.6901,88.4138,86.995,88.0996,110004.0
2021-10-05,88.8137,88.8137,87.1759,87.2807,91243.0
2021-10-06,86.138,87.7473,85.4524,87.7473,76896.0
2021-10-07,88.1758,88.7518,87.8806,88.2519,88608.0
2021-10-08,88.0139,88.728,87.0855,87.2235,76247.0
2021-10-09,88.0139,88.728,87.0855,87.2235,76247.0
2021-10-10,88.0139,88.728,87.0855,87.2235,76247.0
2021-10-11,87.833,88.709,87.5473,87.6235,39800.0
2021-10-12,87.2997,88.1853,87.2711,88.071,80884.0
2021-10-13,87.6806,88.6138,87.195,88.052,69865.0
2021-10-14,88.9185,89.6041,87.7473,89.5755,90974.0
2021-10-15,92.1656,92.1656,90.2516,91.2133,156153.0
2021-10-16,92.1656,92.1656,90.2516,91.2133,156153.0
2021-10-17,92.1656,92.1656,90.2516,91.2133,156153.0
2021-10-18,90.8705,91.8228,90.3564,91.6323,124545.0
2021-10-19,91.5847,92.2417,91.2514,91.5847,141895.0
2021-10-20,91.5657,94.0414,91.4514,93.7367,110983.0
2021-10-21,92.9273,93.5558,90.5658,91.0991,169263.0
2021-10-22,91.299,91.4895,88.9185,89.2708,128757.0
2021-10-23,91.299,91.4895,88.9185,89.2708,128757.0
2021-10-24,91.299,91.4895,88.9185,89.2708,128757.0
2021-10-25,89.2137,91.08,88.9661,90.9277,108567.0
2021-10-26,90.9372,91.7085,90.3944,91.4038,152555.0
2021-10-27,90.9753,91.7371,88.709,88.8328,134276.0
2021-10-28,89.6041,90.9753,89.4136,90.9658,61061.0
2021-10-29,90.8039,91.8037,90.1659,90.3183,99487.0
2021-10-30,90.8039,91.8037,90.1659,90.3183,99487.0
2021-10-31,90.8039,91.8037,90.1659,90.3183,99487.0
2021-11-01,90.7658,92.8416,90.0802,92.1084,94368.0
2021-11-02,92.8512,93.0464,91.9275,92.6131,108532.0
2021-11-03,92.4036,95.0698,92.2894,94.3938,108245.0
2021-11-04,94.9175,96.6315,94.689,95.3365,135795.0
2021-11-05,96.641,99.7072,96.641,99.3453,147160.0
2021-11-06,96.641,99.7072,96.641,99.3453,147160.0
2021-11-07,96.641,99.7072,96.641,99.3453,147160.0
2021-11-08,99.9833,100.9022,99.4834,100.7546,99070.0
2021-11-09,100.7451,100.7451,99.2929,99.5834,108039.0
2021-11-10,99.5834,100.488,98.8121,99.5834,140121.0
2021-11-11,99.4786,100.1452,99.2691,99.7357,68307.0
2021-11-12,99.9452,100.0785,98.5931,99.5643,91059.0
2021-11-13,99.9452,100.0785,98.5931,99.5643,91059.0
2021-11-14,99.9452,100.0785,98.5931,99.5643,91059.0
2021-11-15,100.3356,100.3356,97.1838,97.5171,146171.0
2021-11-16,96.9933,97.798,96.5077,96.6505,113620.0
2021-11-17,95.9554,97.0219,95.3555,96.7838,110911.0
2021-11-18,96.86,97.698,95.6697,97.2695,234623.0
2021-11-19,96.3077,97.3647,95.7174,97.079,115688.0
2021-11-20,96.3077,97.3647,95.7174,97.079,115688.0
2021-11-21,96.3077,97.3647,95.7174,97.079,115688.0
2021-11-22,97.8503,100.9546,97.8503,99.431,95123.0
2021-11-23,99.8786,102.0115,99.8786,100.4118,128689.0
2021-11-24,99.9833,100.3071,98.5074,99.2882,72332.0
2021-11-25,99.9833,100.3071,98.5074,99.2882,72332.0
2021-11-26,96.2125,97.3076,94.2319,97.0029,127119.0
2021-11-27,96.2125,97.3076,94.2319,97.0029,127119.0
2021-11-28,96.2125,97.3076,94.2319,97.0029,127119.0
2021-11-29,98.0693,98.0693,95.9935,96.4506,129436.0
2021-11-30,95.2032,95.9554,93.6606,93.7939,119630.0
2021-12-01,95.9649,95.9649,91.9085,91.937,135960.0
2021-12-02,92.7655,95.8126,91.9561,95.2508,98637.0
2021-12-03,95.8126,96.9838,94.927,95.9935,118211.0
2021-12-04,95.8126,96.9838,94.927,95.9935,118211.0
2021-12-05,95.8126,96.9838,94.927,95.9935,118211.0
2021-12-06,97.4694,101.145,97.4694,100.5451,160417.0
2021-12-07,100.2214,102.202,100.1357,101.3355,111602.0
2021-12-08,101.2879,102.0211,100.5308,100.6499,120294.0
2021-12-09,99.831,100.4547,98.9644,99.5358,83052.0
2021-12-10,100.6403,100.7213,98.4693,99.2025,133919.0
2021-12-11,100.6403,100.7213,98.4693,99.2025,133919.0
2021-12-12,100.6403,100.7213,98.4693,99.2025,133919.0
2021-12-13,98.3836,98.7454,97.2028,97.7932,119804.0
2021-12-14,97.5062,98.5779,96.5015,97.0182,216984.0
2021-12-15,96.3292,98.4583,95.7838,98.0612,147284.0
2021-12-16,99.1137,100.128,97.1426,97.8698,137453.0
2021-12-17,97.3818,99.3721,95.956,96.224,319964.0
2021-12-18,97.3818,99.3721,95.956,96.224,319964.0
2021-12-19,97.3818,99.3721,95.956,96.224,319964.0
2021-12-20,94.8269,96.2144,92.8844,95.8603,245982.0
2021-12-21,96.8842,98.7358,96.8842,98.3578,139220.0
2021-12-22,98.3195,98.5922,97.3339,98.3769,114534.0
2021-12-23,98.9224,99.4582,98.5827,98.6257,66934.0
2021-12-24,98.9224,99.4582,98.5827,98.6257,66934.0
2021-12-25,98.9224,99.4582,98.5827,98.6257,66934.0
2021-12-26,98.9224,99.4582,98.5827,98.6257,66934.0
2021-12-27,98.53,99.219,97.4228,98.8745,91217.0
2021-12-28,99.1711,99.9749,98.4918,98.6162,121978.0
2021-12-29,98.4631,99.7548,98.3674,99.3051,111515.0
2021-12-30,99.6974,100.2333,98.5683,98.664,65400.0
2021-12-31,98.243,100.3385,98.243,99.6974,70643.0
2022-01-01,98.243,100.3385,98.243,99.6974,70643.0
2022-01-02,98.243,100.3385,98.243,99.6974,70643.0
2022-01-03,99.707,101.6686,98.8362,99.4295,99120.0
2022-01-04,99.9749,101.7212,99.7788,100.8361,85502.0
2022-01-05,100.9127,102.2619,100.1663,100.3577,116039.0
2022-01-06,100.6735,101.4485,100.2811,100.7691,102884.0
2022-01-07,100.329,100.7404,98.4248,98.4631,138549.0
2022-01-08,100.329,100.7404,98.4248,98.4631,138549.0
2022-01-09,100.329,100.7404,98.4248,98.4631,138549.0
2022-01-10,98.8554,99.1616,96.5349,97.1521,162998.0
2022-01-11,97.0469,97.0469,94.1188,96.6163,143855.0
2022-01-12,97.1808,98.3865,96.3101,96.3771,125567.0
2022-01-13,96.6641,98.3769,96.2144,97.2,62985.0
2022-01-14,96.2431,97.5062,95.6977,97.3818,113155.0
2022-01-15,96.2431,97.5062,95.6977,97.3818,113155.0
2022-01-16,96.2431,97.5062,95.6977,97.3818,113155.0
2022-01-17,96.2431,97.5062,95.6977,97.3818,113155.0
2022-01-18,96.1857,97.6401,95.6289,96.3101,101104.0
2022-01-19,96.0134,97.0564,93.7648,94.1475,110735.0
2022-01-20,93.7552,95.2862,92.0807,92.3677,159522.0
2022-01-21,92.3103,93.583,90.9324,91.1333,178455.0
2022-01-22,92.3103,93.583,90.9324,91.1333,178455.0
2022-01-23,92.3103,93.583,90.9324,91.1333,178455.0
2022-01-24,90.0616,92.2625,89.0186,91.6883,332282.0
2022-01-25,90.5592,98.7685,90.5592,97.6306,414000.0
2022-01-26,98.9319,101.2092,97.9081,99.219,236065.0
2022-01-27,100.4055,100.6735,97.5612,98.5779,181351.0
2022-01-28,98.9032,100.4247,96.9847,100.3577,209921.0
2022-01-29,98.9032,100.4247,96.9847,100.3577,209921.0
2022-01-30,98.9032,100.4247,96.9847,100.3577,209921.0
2022-01-31,99.0563,99.9558,96.6258,99.9462,195401.0
2022-02-01,99.6687,101.2476,98.5013,101.0275,142679.0
2022-02-02,100.4247,102.5872,98.7597,100.0419,334009.0
2022-02-03,100.9892,102.2045,99.7836,100.4438,491447.0
2022-02-04,100.195,100.195,98.3004,99.085,132437.0
2022-02-05,100.195,100.195,98.3004,99.085,132437.0
2022-02-06,100.195,100.195,98.3004,99.085,132437.0
2022-02-07,98.7884,99.7548,97.9081,98.8649,101539.0
2022-02-08,98.731,100.4247,98.4682,100.1376,133454.0
2022-02-09,100.9509,101.6877,99.5826,99.7166,119335.0
2022-02-10,98.7597,98.8554,97.1713,97.6784,186458.0
2022-02-11,97.8507,98.8168,96.7981,97.3722,113967.0
2022-02-12,97.8507,98.8168,96.7981,97.3722,113967.0
2022-02-13,97.8507,98.8168,96.7981,97.3722,113967.0
2022-02-14,97.9081,99.0755,97.066,98.731,116707.0
2022-02-15,99.8697,101.372,99.8553,100.75,108748.0
2022-02-16,100.5586,103.2188,100.5586,103.1422,207001.0
2022-02-17,102.4341,102.8456,101.0371,101.1136,120295.0
2022-02-18,101.0945,102.2523,100.5012,101.0849,87850.0
2022-02-19,101.0945,102.2523,100.5012,101.0849,87850.0
2022-02-20,101.0945,102.2523,100.5012,101.0849,87850.0
2022-02-21,101.0945,102.2523,100.5012,101.0849,87850.0
2022-02-22,100.9509,102.6446,99.8123,101.0945,150010.0
2022-02-23,102.0035,102.0968,98.6544,99.0755,147461.0
2022-02-24,97.4501,100.6815,96.7385,100.5853,181411.0
2022-02-25,100.9604,102.8934,99.9492,102.4703,122505.0
2022-02-26,100.9604,102.8934,99.9492,102.4703,122505.0
2022-02-27,100.9604,102.8934,99.9492,102.4703,122505.0
2022-02-28,101.1239,102.7444,100.3335,102.5472,193499.0
2022-03-01,101.8259,101.8836,99.7967,100.7296,181527.0
2022-03-02,101.4605,104.9611,101.4509,104.4514,147236.0
2022-03-03,105.3554,107.375,104.461,107.1923,141444.0
2022-03-04,106.2787,110.2159,105.8603,110.0678,201112.0
2022-03-05,106.2787,110.2159,105.8603,110.0678,201112.0
2022-03-06,106.2787,110.2159,105.8603,110.0678,201112.0
2022-03-07,110.414,111.847,108.3559,110.6929,207790.0
2022-03-08,111.0776,113.5828,110.8179,111.4142,326758.0
2022-03-09,112.6644,112.6644,109.5196,110.6737,219209.0
2022-03-10,108.7406,112.5971,108.5483,112.5971,177446.0
2022-03-11,112.5394,115.5495,112.5394,115.338,198575.0
2022-03-12,112.5394,115.5495,112.5394,115.338,198575.0
2022-03-13,112.5394,115.5495,112.5394,115.338,198575.0
2022-03-14,115.8669,117.1941,115.2899,116.7421,215535.0
2022-03-15,116.7421,117.4056,114.1022,117.3287,375615.0
2022-03-16,117.2518,119.2858,115.8092,119.0598,399656.0
2022-03-17,118.1462,121.2717,118.1173,120.0984,200582.0
2022-03-18,120.0696,120.2138,117.0103,118.6463,293969.0
2022-03-19,120.0696,120.2138,117.0103,118.6463,293969.0
2022-03-20,120.0696,120.2138,117.0103,118.6463,293969.0
2022-03-21,118.4635,119.9878,117.8794,119.3387,141428.0
2022-03-22,119.9638,120.4374,117.6557,117.9154,124854.0
2022-03-23,117.6749,117.7134,116.2516,117.3287,123838.0
2022-03-24,117.7519,118.1077,116.6939,118.0596,90501.0
2022-03-25,118.7424,121.0505,118.6655,120.887,161364.0
2022-03-26,118.7424,121.0505,118.6655,120.887,161364.0
2022-03-27,118.7424,121.0505,118.6655,120.887,161364.0
2022-03-28,119.7138,120.5793,118.7136,120.2138,105684.0
2022-03-29,121.1371,121.9353,120.5601,121.5699,140505.0
2022-03-30,122.1276,122.696,120.1561,121.5795,164067.0
2022-03-31,120.637,120.6562,117.1845,118.6078,229798.0
2022-04-01,119.2425,120.0119,116.7517,117.1364,278124.0
2022-04-02,119.2425,120.0119,116.7517,117.1364,278124.0
2022-04-03,119.2425,120.0119,116.7517,117.1364,278124.0
2022-04-04,116.7613,117.5114,113.9435,115.8765,222909.0
2022-04-05,115.1552,115.9727,112.3855,112.5586,235666.0
2022-04-06,112.0104,113.4049,111.0776,112.876,258879.0
2022-04-07,112.424,113.3809,110.7506,112.4817,287748.0
2022-04-08,112.7125,113.6934,110.7121,112.4336,246535.0
2022-04-09,112.7125,113.6934,110.7121,112.4336,246535.0
2022-04-10,112.7125,113.6934,110.7121,112.4336,246535.0
2022-04-11,112.7125,113.8281,111.0535,111.443,188907.0
2022-04-12,111.847,112.9145,110.6641,111.3853,201918.0
2022-04-13,111.8662,113.4626,111.645,112.876,255788.0
2022-04-14,113.3376,113.6934,111.8794,112.7991,198410.0
2022-04-15,113.3376,113.6934,111.8794,112.7991,198410.0
2022-04-16,113.3376,113.6934,111.8794,112.7991,198410.0
2022-04-17,113.3376,113.6934,111.8794,112.7991,198410.0
2022-04-18,112.9337,114.821,112.3132,113.4915,268499.0
2022-04-19,114.1262,115.7804,113.9917,115.0206,257877.0
2022-04-20,115.3957,117.598,109.8755,110.4429,545575.0
2022-04-21,110.8083,111.645,107.5,108.1348,269348.0
2022-04-22,107.5577,107.8366,105.3458,105.5766,272381.0
2022-04-23,107.5577,107.8366,105.3458,105.5766,272381.0
2022-04-24,107.5577,107.8366,105.3458,105.5766,272381.0
2022-04-25,104.5764,106.5383,102.6915,105.9805,198612.0
2022-04-26,104.8746,106.2017,102.9223,103.557,239705.0
2022-04-27,103.1723,103.1723,100.9412,101.2489,230873.0
2022-04-28,102.2972,103.2396,100.4074,101.874,140362.0
2022-04-29,101.297,101.4605,99.3159,99.4313,173936.0
2022-04-30,101.297,101.4605,99.3159,99.4313,173936.0
2022-05-01,101.297,101.4605,99.3159,99.4313,173936.0
2022-05-02,99.6717,99.6717,96.248,98.5465,295193.0
2022-05-03,98.6234,101.0504,97.9022,100.3449,190418.0
2022-05-04,100.0372,104.8361,100.0372,104.586,204967.0
2022-05-05,103.6724,104.3552,102.5087,103.682,208153.0
2022-05-06,103.0088,104.461,101.3162,102.7396,257947.0
2022-05-07,103.0088,104.461,101.3162,102.7396,257947.0
2022-05-08,103.0088,104.461,101.3162,102.7396,257947.0
2022-05-09,101.8548,103.0473,100.9123,101.4893,209812.0
2022-05-10,102.0952,103.5955,100.9219,102.5087,180925.0
2022-05-11,102.5376,104.1533,101.2201,101.297,216127.0
2022-05-12,101.6047,102.3837,99.8352,102.2779,252438.0
2022-05-13,102.7492,105.3506,102.3885,104.3071,248408.0
2022-05-14,102.7492,105.3506,102.3885,104.3071,248408.0
2022-05-15,102.7492,105.3506,102.3885,104.3071,248408.0
2022-05-16,103.8167,106.5095,103.8167,106.221,180313.0
2022-05-17,107.3846,109.9332,106.798,109.4908,235611.0
2022-05-18,108.6733,109.5677,105.3266,105.7209,214545.0
2022-05-19,104.6437,105.0092,100.0852,100.5469,223331.0
2022-05-20,101.5759,101.7298,97.3444,100.4988,227441.0
2022-05-21,101.5759,101.7298,97.3444,100.4988,227441.0
2022-05-22,101.5759,101.7298,97.3444,100.4988,227441.0
2022-05-23,101.9894,103.4031,101.1095,101.8933,124154.0
2022-05-24,96.7962,102.1625,96.7962,101.4509,201474.0
2022-05-25,100.8835,103.6436,100.8835,101.8933,102388.0
2022-05-26,102.4318,103.105,101.0854,101.1239,105943.0
2022-05-27,101.6913,102.98,101.3162,102.6626,125748.0
2022-05-28,101.6913,102.98,101.3162,102.6626,125748.0
2022-05-29,101.6913,102.98,101.3162,102.6626,125748.0
2022-05-30,101.6913,102.98,101.3162,102.6626,125748.0
