,MSM US Equity,MSM US Equity,MSM US Equity,MSM US Equity,MSM US Equity
2022-05-28,78.3757,79.3608,77.9946,79.2121,393477.0
2022-05-29,78.3757,79.3608,77.9946,79.2121,393477.0
2022-05-30,78.3757,79.3608,77.9946,79.2121,393477.0
2022-05-31,78.8218,79.3237,77.976,78.9333,316321.0
2022-06-01,79.2307,79.6675,78.1155,79.1006,342574.0
2022-06-02,79.4817,79.8069,78.5523,79.0541,306607.0
2022-06-03,79.1843,79.1843,78.1526,78.5523,253216.0
2022-06-04,79.1843,79.1843,78.1526,78.5523,253216.0
2022-06-05,79.1843,79.1843,78.1526,78.5523,253216.0
2022-06-06,78.8311,79.5839,78.2084,79.1192,217299.0
2022-06-07,78.608,80.0858,78.1898,80.0672,225607.0
2022-06-08,79.6582,80.0485,78.3664,78.6917,239199.0
2022-06-09,78.543,78.8961,76.7214,76.805,334248.0
2022-06-10,75.4853,76.3775,74.9462,75.699,434511.0
2022-06-11,75.4853,76.3775,74.9462,75.699,434511.0
2022-06-12,75.4853,76.3775,74.9462,75.699,434511.0
2022-06-13,73.8867,74.6674,73.5243,73.6172,445434.0
2022-06-14,73.6823,74.2864,72.0279,73.1618,376369.0
2022-06-15,73.673,73.8914,72.0837,72.7064,340127.0
2022-06-16,71.4703,71.4703,69.026,69.6208,393449.0
2022-06-17,70.0762,70.4154,67.6505,67.762,981738.0
2022-06-18,70.0762,70.4154,67.6505,67.762,981738.0
2022-06-19,70.0762,70.4154,67.6505,67.762,981738.0
2022-06-20,70.0762,70.4154,67.6505,67.762,981738.0
2022-06-21,68.4962,69.6301,67.9758,68.5055,329249.0
2022-06-22,67.6505,68.7286,67.2323,68.2732,256623.0
2022-06-23,68.2639,68.4777,67.1951,68.1617,264424.0
2022-06-24,68.6914,70.5409,68.3847,70.2342,452656.0
2022-06-25,68.6914,70.5409,68.3847,70.2342,452656.0
2022-06-26,68.6914,70.5409,68.3847,70.2342,452656.0
2022-06-27,70.5223,71.8606,70.1273,71.1822,494862.0
2022-06-28,71.5168,71.5354,68.1895,68.3661,713693.0
2022-06-29,69.6394,70.4061,68.7844,70.0019,657072.0
2022-06-30,67.9107,70.3364,67.9107,69.8067,648510.0
2022-07-01,69.8624,70.0483,68.1059,69.4256,432953.0
2022-07-02,69.8624,70.0483,68.1059,69.4256,432953.0
2022-07-03,69.8624,70.0483,68.1059,69.4256,432953.0
2022-07-04,69.8624,70.0483,68.1059,69.4256,432953.0
2022-07-05,68.3475,68.8122,66.6305,68.7936,517098.0
2022-07-06,69.0725,69.7974,68.1152,69.1189,448779.0
2022-07-07,69.4442,69.8532,68.6914,69.2305,367065.0
2022-07-08,69.0074,69.2909,68.0594,68.7379,335629.0
2022-07-09,69.0074,69.2909,68.0594,68.7379,335629.0
2022-07-10,69.0074,69.2909,68.0594,68.7379,335629.0
2022-07-11,68.2966,69.6534,68.2966,69.1323,319186.0
2022-07-12,68.9632,70.0242,68.7849,69.2261,289095.0
2022-07-13,68.4656,69.6862,68.0149,69.0665,851124.0
2022-07-14,67.9586,68.4093,67.5267,68.2497,209292.0
2022-07-15,70.1651,71.4138,70.1369,70.5125,567688.0
2022-07-16,70.1651,71.4138,70.1369,70.5125,567688.0
2022-07-17,70.1651,71.4138,70.1369,70.5125,567688.0
2022-07-18,70.6063,70.9725,69.5266,69.7895,374418.0
2022-07-19,70.3153,71.6157,69.9867,71.5734,275531.0
2022-07-20,71.442,72.625,71.3105,72.2588,351440.0
2022-07-21,71.9208,73.0663,71.6579,72.963,222471.0
2022-07-22,73.2635,73.9677,72.7752,73.2353,336480.0
2022-07-23,73.2635,73.9677,72.7752,73.2353,336480.0
2022-07-24,73.2635,73.9677,72.7752,73.2353,336480.0
2022-07-25,73.4043,74.2775,72.9349,74.2212,309763.0
2022-07-26,73.9677,74.7563,73.6954,74.362,355303.0
2022-07-27,74.2306,75.376,73.2259,74.8596,301014.0
2022-07-28,75.3291,76.1272,74.8127,75.9769,216645.0
2022-07-29,76.4182,77.7139,76.2023,77.6106,352623.0
2022-07-30,76.4182,77.7139,76.2023,77.6106,352623.0
2022-07-31,76.4182,77.7139,76.2023,77.6106,352623.0
2022-08-01,76.9534,77.789,76.5403,77.4041,210042.0
2022-08-02,77.3384,77.5778,76.5215,76.5215,193568.0
2022-08-03,77.0473,77.5517,76.2492,77.16,234754.0
2022-08-04,77.2445,77.6858,76.822,77.0942,197923.0
2022-08-05,76.606,77.5919,76.606,77.0567,561539.0
2022-08-06,76.606,77.5919,76.606,77.0567,561539.0
2022-08-07,76.606,77.5919,76.606,77.0567,561539.0
2022-08-08,77.451,78.1747,76.991,77.2914,537842.0
2022-08-09,77.2914,77.8829,76.775,77.4886,724026.0
2022-08-10,78.5777,79.7795,78.3745,79.0096,354065.0
2022-08-11,79.4415,80.3335,78.9909,79.0096,337452.0
2022-08-12,79.4134,80.5964,79.357,80.4086,259670.0
2022-08-13,79.4134,80.5964,79.357,80.4086,259670.0
2022-08-14,79.4134,80.5964,79.357,80.4086,259670.0
2022-08-15,79.9298,80.8781,79.7326,80.8217,294480.0
2022-08-16,80.3617,81.6808,80.1645,81.0189,241818.0
2022-08-17,80.3241,80.7372,80.1363,80.6527,171751.0
2022-08-18,80.5588,81.263,80.4086,81.0659,147858.0
2022-08-19,80.5307,80.6997,79.9767,80.3241,242058.0
2022-08-20,80.5307,80.6997,79.9767,80.3241,242058.0
2022-08-21,80.5307,80.6997,79.9767,80.3241,242058.0
2022-08-22,79.6669,79.8077,78.9064,79.0096,283644.0
2022-08-23,79.1411,79.5261,78.3899,78.4651,184574.0
2022-08-24,78.4275,78.7092,77.8735,78.4463,224178.0
2022-08-25,78.7092,79.3946,78.5965,79.2631,190592.0
2022-08-26,79.2819,79.667,76.8407,76.8971,273925.0
2022-08-27,79.2819,79.667,76.8407,76.8971,273925.0
2022-08-28,79.2819,79.667,76.8407,76.8971,273925.0
2022-08-29,76.5778,77.282,75.9018,76.8501,210214.0
2022-08-30,76.9722,76.9722,75.1319,75.5169,279678.0
2022-08-31,75.4136,75.8924,73.9771,74.3714,605544.0
2022-09-01,74.2212,74.8127,73.8832,74.3338,287822.0
2022-09-02,74.9723,75.5544,73.4137,73.7799,211632.0
2022-09-03,74.9723,75.5544,73.4137,73.7799,211632.0
2022-09-04,74.9723,75.5544,73.4137,73.7799,211632.0
2022-09-05,74.9723,75.5544,73.4137,73.7799,211632.0
2022-09-06,74.2681,74.2681,73.0945,73.6954,234486.0
2022-09-07,73.4137,75.1319,73.4137,75.085,192136.0
2022-09-08,74.4465,74.8878,73.9583,74.8127,180448.0
2022-09-09,75.1789,76.0427,74.9254,75.2821,206782.0
2022-09-10,75.1789,76.0427,74.9254,75.2821,206782.0
2022-09-11,75.1789,76.0427,74.9254,75.2821,206782.0
2022-09-12,75.5732,76.0802,75.254,75.9206,239934.0
2022-09-13,74.7657,75.1601,72.9442,73.3574,240631.0
2022-09-14,73.2823,73.3339,71.1979,72.0335,395424.0
2022-09-15,71.733,72.1556,71.0007,71.7988,289968.0
2022-09-16,71.3856,71.8457,70.1744,71.1228,569204.0
2022-09-17,71.3856,71.8457,70.1744,71.1228,569204.0
2022-09-18,71.3856,71.8457,70.1744,71.1228,569204.0
2022-09-19,70.9444,72.1368,70.6815,71.8457,254928.0
2022-09-20,71.3856,71.4514,70.6157,71.0946,282774.0
2022-09-21,71.7049,72.7001,70.2402,70.2496,319080.0
2022-09-22,70.1181,70.1838,68.8787,69.1886,258232.0
2022-09-23,68.4656,68.7285,66.9774,67.7051,648299.0
2022-09-24,68.4656,68.7285,66.9774,67.7051,648299.0
2022-09-25,68.4656,68.7285,66.9774,67.7051,648299.0
2022-09-26,67.4422,68.1088,66.9681,67.583,411001.0
2022-09-27,67.9117,68.9351,67.1888,67.9117,399465.0
2022-09-28,68.5032,70.5735,67.9304,70.0336,543221.0
2022-09-29,69.4609,69.6815,68.3999,68.8036,457960.0
2022-09-30,69.0478,69.9162,68.306,68.3623,388190.0
2022-10-01,69.0478,69.9162,68.306,68.3623,388190.0
2022-10-02,69.0478,69.9162,68.306,68.3623,388190.0
2022-10-03,68.982,70.55,68.6112,70.0336,284623.0
2022-10-04,71.0664,72.1227,71.0664,72.0523,230583.0
2022-10-05,71.1791,72.118,70.9303,71.4608,249425.0
2022-10-06,71.2354,71.6673,70.043,70.597,283652.0
2022-10-07,70.0899,70.1087,68.5126,68.8694,244183.0
2022-10-08,70.0899,70.1087,68.5126,68.8694,244183.0
2022-10-09,70.0899,70.1087,68.5126,68.8694,244183.0
2022-10-10,69.3482,70.2496,69.1792,69.6299,196838.0
2022-10-11,69.4139,70.5782,69.2074,70.1557,421489.0
2022-10-12,71.0195,71.9396,70.212,70.212,456730.0
2022-10-13,68.8694,72.5118,68.7004,71.949,315369.0
2022-10-14,72.287,72.3621,70.1651,70.3528,312613.0
2022-10-15,72.287,72.3621,70.1651,70.3528,312613.0
2022-10-16,72.287,72.3621,70.1651,70.3528,312613.0
2022-10-17,71.1885,72.5217,71.1885,72.0804,459260.0
2022-10-18,73.2259,74.2024,73.1273,73.7235,403604.0
2022-10-19,73.1132,73.9113,72.1274,72.7659,435586.0
2022-10-20,72.963,73.5545,70.8458,72.1086,610791.0
2022-10-21,72.7471,74.4559,72.6438,74.1648,544988.0
2022-10-22,72.7471,74.4559,72.6438,74.1648,544988.0
2022-10-23,72.7471,74.4559,72.6438,74.1648,544988.0
2022-10-24,74.8502,75.4746,74.3057,75.1319,785980.0
2022-10-25,74.7657,75.4605,74.4043,75.2821,637860.0
2022-10-26,75.8549,76.3901,74.6155,75.5732,230190.0
2022-10-27,76.2398,77.0849,75.7939,76.2868,272351.0
2022-10-28,76.7093,77.8454,76.6999,77.6482,202956.0
2022-10-29,76.7093,77.8454,76.6999,77.6482,202956.0
2022-10-30,76.7093,77.8454,76.6999,77.6482,202956.0
2022-10-31,77.5261,78.2867,77.4886,77.9111,346437.0
2022-11-01,78.343,79.2631,77.789,79.2068,251398.0
2022-11-02,78.9627,79.7889,77.3102,77.3853,327314.0
2022-11-03,76.5403,78.1271,75.9535,77.2914,271169.0
2022-11-04,78.0989,78.3712,76.6436,77.5261,475115.0
2022-11-05,78.0989,78.3712,76.6436,77.5261,475115.0
2022-11-06,78.0989,78.3712,76.6436,77.5261,475115.0
2022-11-07,78.0707,78.1552,77.1506,77.7984,260151.0
2022-11-08,77.8454,79.166,77.5348,77.9956,265846.0
2022-11-09,77.5261,78.6716,77.3196,77.3478,316175.0
2022-11-10,79.5354,80.2866,79.019,80.2114,309574.0
2022-11-11,80.3241,81.0283,79.6105,79.9485,293603.0
2022-11-12,80.3241,81.0283,79.6105,79.9485,293603.0
2022-11-13,80.3241,81.0283,79.6105,79.9485,293603.0
2022-11-14,79.6643,80.7115,79.3515,79.579,219154.0
2022-11-15,80.2234,80.2234,78.6076,79.8064,243635.0
2022-11-16,79.8064,80.0196,78.8966,79.3136,395062.0
2022-11-17,78.8587,79.2567,77.8731,79.1999,220395.0
2022-11-18,79.9012,80.9816,79.1809,80.7541,568848.0
2022-11-19,79.9012,80.9816,79.1809,80.7541,568848.0
2022-11-20,79.9012,80.9816,79.1809,80.7541,568848.0
2022-11-21,80.7162,80.8299,79.8064,80.2992,296057.0
2022-11-22,80.5551,81.2943,80.3324,81.0005,370801.0
2022-11-23,80.8678,81.2564,79.6927,79.7022,265106.0
2022-11-24,80.8678,81.2564,79.6927,79.7022,265106.0
2022-11-25,79.6263,80.4224,79.1809,79.7022,172831.0
2022-11-26,79.6263,80.4224,79.1809,79.7022,172831.0
2022-11-27,79.6263,80.4224,79.1809,79.7022,172831.0
2022-11-28,79.7022,80.1002,78.7734,79.162,274196.0
2022-11-29,79.0577,79.887,79.0198,79.3705,219725.0
2022-11-30,79.2094,81.3417,78.001,81.3417,429696.0
2022-12-01,81.7871,81.8203,80.3466,81.0669,251850.0
2022-12-02,80.4224,81.7303,80.3466,81.1711,154273.0
2022-12-03,80.4224,81.7303,80.3466,81.1711,154273.0
2022-12-04,80.4224,81.7303,80.3466,81.1711,154273.0
2022-12-05,80.3276,80.5267,79.2188,80.0718,313712.0
2022-12-06,80.0244,80.2803,78.4133,79.3231,309298.0
2022-12-07,79.2852,80.0623,78.8397,79.5884,218561.0
2022-12-08,79.9201,80.0424,78.9156,79.6643,332100.0
2022-12-09,79.4652,80.4509,78.8966,78.9156,156872.0
2022-12-10,79.4652,80.4509,78.8966,78.9156,156872.0
2022-12-11,79.4652,80.4509,78.8966,78.9156,156872.0
2022-12-12,78.925,79.8159,78.5081,79.7875,242000.0
2022-12-13,81.7303,81.7303,78.6313,79.4652,408405.0
2022-12-14,79.6263,80.3087,78.7071,79.3326,230532.0
2022-12-15,78.3848,78.4701,77.5319,77.7688,404782.0
2022-12-16,76.859,77.882,76.8496,77.5983,919279.0
2022-12-17,76.859,77.882,76.8496,77.5983,919279.0
2022-12-18,76.859,77.882,76.8496,77.5983,919279.0
2022-12-19,77.5603,78.129,76.9538,77.3992,368967.0
2022-12-20,77.3992,78.0532,77.1922,77.3803,189046.0
2022-12-21,78.1384,79.1904,77.5224,79.0767,290912.0
2022-12-22,78.5649,78.9724,77.0202,78.309,322693.0
2022-12-23,78.4322,79.4368,78.1148,78.925,246460.0
2022-12-24,78.4322,79.4368,78.1148,78.925,246460.0
2022-12-25,78.4322,79.4368,78.1148,78.925,246460.0
2022-12-26,78.4322,79.4368,78.1148,78.925,246460.0
2022-12-27,78.9724,79.4937,78.6028,79.0862,185709.0
2022-12-28,79.1999,79.3894,77.077,77.077,200494.0
2022-12-29,77.4277,78.4228,77.3992,77.7309,213452.0
2022-12-30,77.3613,77.6835,76.8685,77.4277,240002.0
2022-12-31,77.3613,77.6835,76.8685,77.4277,240002.0
2023-01-01,77.3613,77.6835,76.8685,77.4277,240002.0
2023-01-02,77.3613,77.6835,76.8685,77.4277,240002.0
2023-01-03,77.5224,77.9394,76.5937,77.3992,288967.0
2023-01-04,77.5698,78.238,76.8875,77.2381,421032.0
2023-01-05,76.9538,77.6883,72.8218,73.0019,688359.0
2023-01-06,73.8169,74.2718,72.7507,74.2623,608829.0
2023-01-07,73.8169,74.2718,72.7507,74.2623,608829.0
2023-01-08,73.8169,74.2718,72.7507,74.2623,608829.0
2023-01-09,74.741,76.1483,74.157,75.4973,612846.0
2023-01-10,75.6314,76.8281,74.9325,76.5409,456608.0
2023-01-11,76.7898,78.0056,76.6653,77.7184,427693.0
2023-01-12,78.0248,78.3694,76.9956,77.0387,434960.0
2023-01-13,76.5887,77.1344,76.3973,76.9621,252497.0
2023-01-14,76.5887,77.1344,76.3973,76.9621,252497.0
2023-01-15,76.5887,77.1344,76.3973,76.9621,252497.0
2023-01-16,76.5887,77.1344,76.3973,76.9621,252497.0
2023-01-17,77.0483,77.6131,75.2484,75.708,392552.0
2023-01-18,75.8611,76.4547,74.406,74.4155,382093.0
2023-01-19,74.1475,74.7219,73.8986,73.9368,390949.0
2023-01-20,74.3102,75.6601,73.4752,75.6601,389559.0
2023-01-21,74.3102,75.6601,73.4752,75.6601,389559.0
2023-01-22,74.3102,75.6601,73.4752,75.6601,389559.0
2023-01-23,75.9952,76.8089,75.8707,76.4643,302014.0
2023-01-24,76.627,77.5365,75.8804,77.2589,239142.0
2023-01-25,76.9621,77.3068,76.1292,77.01,209673.0
2023-01-26,77.5461,78.4556,77.1871,78.1779,374216.0
2023-01-27,78.3407,78.9343,77.7759,78.3503,301808.0
2023-01-28,78.3407,78.9343,77.7759,78.3503,301808.0
2023-01-29,78.3407,78.9343,77.7759,78.3503,301808.0
2023-01-30,78.0918,78.7332,77.3068,77.3355,190664.0
2023-01-31,77.3068,79.3651,77.3068,79.1736,469491.0
2023-02-01,78.7332,82.8403,78.7332,82.4956,572419.0
2023-02-02,83.1179,86.2006,82.4956,85.789,697948.0
2023-02-03,85.406,85.5774,83.9795,85.0135,416696.0
2023-02-04,85.406,85.5774,83.9795,85.0135,416696.0
2023-02-05,85.406,85.5774,83.9795,85.0135,416696.0
2023-02-06,84.6784,85.1284,83.3094,85.0709,472213.0
2023-02-07,84.5444,85.6358,83.7881,85.3964,339507.0
2023-02-08,85.0518,85.205,83.52,83.6157,250137.0
2023-02-09,83.9125,84.0561,82.6009,82.8403,355582.0
2023-02-10,82.352,82.5914,81.9308,82.4669,255336.0
2023-02-11,82.352,82.5914,81.9308,82.4669,255336.0
2023-02-12,82.352,82.5914,81.9308,82.4669,255336.0
2023-02-13,82.668,83.1562,82.1893,83.1466,271927.0
2023-02-14,82.8307,83.1562,81.6244,82.3042,327882.0
2023-02-15,82.0361,82.735,81.6723,82.6488,152582.0
2023-02-16,81.768,83.4817,81.3372,82.3616,319467.0
2023-02-17,82.4286,83.4434,82.2084,82.9839,350520.0
2023-02-18,82.4286,83.4434,82.2084,82.9839,350520.0
2023-02-19,82.4286,83.4434,82.2084,82.9839,350520.0
2023-02-20,82.4286,83.4434,82.2084,82.9839,350520.0
2023-02-21,82.218,82.2659,80.5522,80.7532,303640.0
2023-02-22,80.9447,81.5143,80.0448,80.2363,294403.0
2023-02-23,80.5905,80.8777,79.5278,80.4756,195282.0
2023-02-24,80.0065,80.5713,79.0874,80.4277,339443.0
2023-02-25,80.0065,80.5713,79.0874,80.4277,339443.0
2023-02-26,80.0065,80.5713,79.0874,80.4277,339443.0
2023-02-27,80.8777,81.8734,80.4852,80.6671,273231.0
2023-02-28,80.4277,81.1266,80.2937,80.916,375486.0
2023-03-01,80.7245,82.0073,80.3416,81.7968,263117.0
2023-03-02,81.6819,82.0457,81.05,81.9212,352702.0
2023-03-03,82.3616,82.5055,80.7532,82.2754,288511.0
2023-03-04,82.3616,82.5055,80.7532,82.2754,288511.0
2023-03-05,82.3616,82.5055,80.7532,82.2754,288511.0
2023-03-06,82.3042,82.9312,81.2223,81.3947,305365.0
2023-03-07,81.3181,81.8542,80.8586,81.2606,236743.0
2023-03-08,81.2798,81.7393,80.7676,81.6915,207713.0
2023-03-09,82.1223,82.159,80.3129,80.332,185710.0
2023-03-10,80.3224,80.3224,78.2354,78.7332,349159.0
2023-03-11,80.3224,80.3224,78.2354,78.7332,349159.0
2023-03-12,80.3224,80.3224,78.2354,78.7332,349159.0
2023-03-13,78.0152,78.3981,76.5552,77.6227,522043.0
2023-03-14,78.8481,79.882,78.1301,78.7236,332098.0
2023-03-15,77.3642,77.5269,75.179,76.7898,413835.0
2023-03-16,76.1483,77.4216,75.9664,77.211,215431.0
2023-03-17,77.0578,77.0578,74.6644,74.9038,830627.0
2023-03-18,77.0578,77.0578,74.6644,74.9038,830627.0
2023-03-19,77.0578,77.0578,74.6644,74.9038,830627.0
2023-03-20,75.6122,77.3355,75.55,77.2014,318916.0
2023-03-21,78.1684,78.8912,77.594,78.1875,214994.0
2023-03-22,78.1205,78.4843,76.8759,76.8855,179981.0
2023-03-23,76.8089,77.9386,75.8803,76.6462,253318.0
2023-03-24,76.359,77.7471,75.8994,77.4408,261696.0
2023-03-25,76.359,77.7471,75.8994,77.4408,261696.0
2023-03-26,76.359,77.7471,75.8994,77.4408,261696.0
2023-03-27,78.1684,78.6566,77.8237,78.3407,274245.0
2023-03-28,78.2258,79.4752,78.1779,78.8481,174994.0
2023-03-29,79.4608,79.4608,78.5896,79.3555,249673.0
2023-03-30,79.9491,79.9491,78.8098,78.9917,156583.0
2023-03-31,79.547,80.466,79.3411,80.4182,223439.0
2023-04-01,79.547,80.466,79.3411,80.4182,223439.0
2023-04-02,79.547,80.466,79.3411,80.4182,223439.0
2023-04-03,80.0927,80.9734,79.9682,80.782,518311.0
2023-04-04,84.2476,85.1762,79.4991,80.0735,1308830.0
2023-04-05,80.332,82.577,79.9203,80.9543,1044701.0
2023-04-06,80.8203,81.4904,80.5713,80.8873,523914.0
2023-04-07,80.8203,81.4904,80.5713,80.8873,523914.0
2023-04-08,80.8203,81.4904,80.5713,80.8873,523914.0
2023-04-09,80.8203,81.4904,80.5713,80.8873,523914.0
2023-04-10,81.0032,82.3562,80.9839,82.1919,426449.0
2023-04-11,82.5591,83.7003,82.3369,83.1679,358205.0
2023-04-12,83.8831,84.7722,83.5303,84.5306,451934.0
2023-04-13,84.057,85.0524,82.7042,84.5306,355431.0
2023-04-14,84.5596,85.8642,84.5596,85.4486,484773.0
2023-04-15,84.5596,85.8642,84.5596,85.4486,484773.0
2023-04-16,84.5596,85.8642,84.5596,85.4486,484773.0
2023-04-17,85.7772,86.7726,85.2613,86.1251,358839.0
2023-04-18,86.386,87.1205,85.8642,87.0915,450889.0
2023-04-19,87.0142,87.3331,86.4151,86.9272,461633.0
2023-04-20,86.8306,88.4928,86.6663,88.1062,486793.0
2023-04-21,88.4251,88.7054,87.9951,88.2319,369776.0
2023-04-22,88.4251,88.7054,87.9951,88.2319,369776.0
2023-04-23,88.4251,88.7054,87.9951,88.2319,369776.0
2023-04-24,88.4058,88.5556,87.4877,87.6907,249482.0
2023-04-25,87.4297,87.7731,86.4054,86.6276,356293.0
2023-04-26,86.0575,86.7194,85.178,85.3037,393963.0
2023-04-27,85.7386,88.4976,85.6323,87.9226,373002.0
2023-04-28,87.9419,88.4638,87.2558,87.681,289344.0
2023-04-29,87.9419,88.4638,87.2558,87.681,289344.0
2023-04-30,87.9419,88.4638,87.2558,87.681,289344.0
2023-05-01,87.8646,88.6764,87.6617,88.3382,278207.0
2023-05-02,87.9516,88.3382,87.2075,88.1062,286023.0
2023-05-03,88.3865,88.8407,87.5071,87.7487,324605.0
2023-05-04,87.1495,87.2171,85.7869,86.5793,245823.0
2023-05-05,87.3911,88.2608,87.3379,87.6713,253642.0
2023-05-06,87.3911,88.2608,87.3379,87.6713,253642.0
2023-05-07,87.3911,88.2608,87.3379,87.6713,253642.0
2023-05-08,87.6327,87.9903,87.1495,87.797,208814.0
2023-05-09,87.3234,87.4732,86.7339,86.9176,302059.0
2023-05-10,87.7003,88.1835,85.9898,87.1205,205749.0
2023-05-11,86.4634,87.7487,86.4634,87.7293,215634.0
2023-05-12,88.1062,88.3478,87.0432,87.8646,178649.0
2023-05-13,88.1062,88.3478,87.0432,87.8646,178649.0
2023-05-14,88.1062,88.3478,87.0432,87.8646,178649.0
2023-05-15,87.8066,88.1062,87.2316,87.6327,221463.0
2023-05-16,87.1302,88.3768,86.8113,87.9323,382410.0
2023-05-17,88.2029,88.9083,87.9081,88.7344,327819.0
2023-05-18,88.6764,90.0873,88.4348,89.6718,367141.0
2023-05-19,90.3386,90.4739,89.1886,89.9907,377229.0
2023-05-20,90.3386,90.4739,89.1886,89.9907,377229.0
2023-05-21,90.3386,90.4739,89.1886,89.9907,377229.0
2023-05-22,89.9617,90.9039,89.3625,90.8121,474307.0
2023-05-23,90.3676,90.5609,89.2756,89.2949,354897.0
2023-05-24,89.2466,89.2466,87.3911,87.5844,286182.0
2023-05-25,87.3718,88.3623,87.0722,88.1256,208197.0
2023-05-26,88.3092,89.6331,88.1014,89.3046,306868.0
2023-05-27,88.3092,89.6331,88.1014,89.3046,306868.0
2023-05-28,88.3092,89.6331,88.1014,89.3046,306868.0
2023-05-29,88.3092,89.6331,88.1014,89.3046,306868.0
2023-05-30,89.5945,89.6138,88.5798,89.034,225670.0
2023-05-31,88.7151,88.7151,86.7629,86.8982,497173.0
2023-06-01,87.1978,87.9419,86.2411,87.9129,384300.0
2023-06-02,88.7634,90.9571,88.4445,90.3966,275954.0
2023-06-03,88.7634,90.9571,88.4445,90.3966,275954.0
2023-06-04,88.7634,90.9571,88.4445,90.3966,275954.0
2023-06-05,90.068,90.1381,88.0676,89.8071,372680.0
2023-06-06,88.8117,90.1212,86.9659,89.7008,498126.0
2023-06-07,90.1067,92.1168,89.6138,91.9138,376290.0
2023-06-08,91.9138,92.7836,91.1697,92.513,256206.0
2023-06-09,92.5323,92.7063,91.5369,92.0974,195262.0
2023-06-10,92.5323,92.7063,91.5369,92.0974,195262.0
2023-06-11,92.5323,92.7063,91.5369,92.0974,195262.0
2023-06-12,92.1168,92.5516,91.421,92.2424,266862.0
2023-06-13,92.3487,94.1559,92.3004,93.1122,489139.0
2023-06-14,92.8802,93.9046,92.8802,93.2571,484125.0
2023-06-15,93.1411,94.2428,92.3294,94.2332,403646.0
2023-06-16,94.5424,95.0643,93.8949,94.3781,1338980.0
2023-06-17,94.5424,95.0643,93.8949,94.3781,1338980.0
2023-06-18,94.5424,95.0643,93.8949,94.3781,1338980.0
2023-06-19,94.5424,95.0643,93.8949,94.3781,1338980.0
2023-06-20,93.8756,94.4168,92.8609,92.9092,435041.0
2023-06-21,93.1605,94.0689,92.3004,93.8949,383290.0
2023-06-22,93.7886,93.7886,92.571,92.8609,297249.0
2023-06-23,92.3487,93.1411,91.9622,92.8995,490995.0
2023-06-24,92.3487,93.1411,91.9622,92.8995,490995.0
2023-06-25,92.3487,93.1411,91.9622,92.8995,490995.0
2023-06-26,92.9285,94.0592,92.8706,92.9189,449304.0
2023-06-27,93.0638,94.1861,92.8657,93.7403,511536.0
2023-06-28,93.808,93.808,92.5227,92.7256,669264.0
2023-06-29,89.8071,92.4742,88.918,91.1214,765721.0
2023-06-30,92.9865,93.0832,91.764,92.0781,548116.0
2023-07-01,92.9865,93.0832,91.764,92.0781,548116.0
2023-07-02,92.9865,93.0832,91.764,92.0781,548116.0
2023-07-03,92.0395,92.7063,91.45,92.513,252393.0
2023-07-04,92.0395,92.7063,91.45,92.513,252393.0
2023-07-05,91.5369,92.8609,91.3726,92.0105,464828.0
2023-07-06,91.5466,91.9863,90.3289,91.2373,477218.0
2023-07-07,91.0344,93.0155,91.0344,92.2424,573065.0
2023-07-08,91.0344,93.0155,91.0344,92.2424,573065.0
2023-07-09,91.0344,93.0155,91.0344,92.2424,573065.0
2023-07-10,92.3204,94.7273,92.2229,94.3473,538594.0
2023-07-11,94.3473,95.9064,94.3473,95.6433,407774.0
2023-07-12,96.4618,96.5788,95.3266,96.2377,324119.0
2023-07-13,95.7505,95.8772,94.8442,95.4387,370921.0
2023-07-14,95.6336,95.6336,94.3424,95.0196,303580.0
2023-07-15,95.6336,95.6336,94.3424,95.0196,303580.0
2023-07-16,95.6336,95.6336,94.3424,95.0196,303580.0
2023-07-17,95.0099,95.4289,94.8442,95.0002,252939.0
2023-07-18,94.7955,95.9746,94.7955,95.1853,254909.0
2023-07-19,94.7371,96.8029,94.7371,96.3059,405575.0
2023-07-20,96.9198,97.2219,96.2086,96.686,249177.0
2023-07-21,96.7639,97.7676,96.4862,96.8419,445422.0
2023-07-22,96.7639,97.7676,96.4862,96.8419,445422.0
2023-07-23,96.7639,97.7676,96.4862,96.8419,445422.0
2023-07-24,96.9686,97.8748,96.6665,97.1147,362829.0
2023-07-25,96.8614,98.021,96.647,97.4558,499337.0
2023-07-26,97.0952,98.0502,96.8857,97.3973,1370408.0
2023-07-27,97.3194,97.3194,95.8187,96.7347,384085.0
2023-07-28,97.5143,97.7725,96.7883,97.3389,268427.0
2023-07-29,97.5143,97.7725,96.7883,97.3389,268427.0
2023-07-30,97.5143,97.7725,96.7883,97.3389,268427.0
2023-07-31,97.3973,98.3523,97.3291,98.3426,257305.0
2023-08-01,97.8358,98.9662,97.602,98.6252,311611.0
2023-08-02,98.2938,98.8688,97.982,98.1574,227992.0
2023-08-03,97.5435,97.5435,95.2535,96.5788,403851.0
2023-08-04,96.9881,96.9881,95.8967,96.4521,493445.0
2023-08-05,96.9881,96.9881,95.8967,96.4521,493445.0
2023-08-06,96.9881,96.9881,95.8967,96.4521,493445.0
2023-08-07,96.8321,98.7372,96.8321,98.5667,394317.0
2023-08-08,98.1866,99.6386,97.3291,99.1806,666301.0
2023-08-09,99.4827,100.2915,99.1319,100.0186,408883.0
2023-08-10,100.1551,101.2952,99.356,99.6094,424126.0
