,WAFD US Equity,WAFD US Equity,WAFD US Equity,WAFD US Equity,WAFD US Equity
2021-03-14,29.83,30.8778,29.83,30.8504,408518.0
2021-03-15,30.896,30.978,30.0213,30.3493,411750.0
2021-03-16,30.2035,30.3311,29.666,30.1124,794367.0
2021-03-17,30.2764,30.5315,29.8209,30.0122,230334.0
2021-03-18,30.2855,30.9507,30.0213,30.1489,347853.0
2021-03-19,30.0578,30.2218,29.2286,29.9803,1200088.0
2021-03-20,30.0578,30.2218,29.2286,29.9803,1200088.0
2021-03-21,30.0578,30.2218,29.2286,29.9803,1200088.0
2021-03-22,29.6386,29.8755,29.1831,29.584,545169.0
2021-03-23,29.4746,29.4746,28.6091,28.7549,561715.0
2021-03-24,28.9918,29.4746,28.2537,28.2629,852613.0
2021-03-25,28.3175,28.7002,27.7435,28.5362,792666.0
2021-03-26,28.846,29.2104,28.3995,29.2013,852730.0
2021-03-27,28.846,29.2104,28.3995,29.2013,852730.0
2021-03-28,28.846,29.2104,28.3995,29.2013,852730.0
2021-03-29,28.8369,29.0191,28.0442,28.2537,838062.0
2021-03-30,28.3995,28.6364,28.0989,28.4451,471220.0
2021-03-31,28.354,28.6729,27.944,28.0624,524998.0
2021-04-01,27.8346,28.2173,27.7891,28.1353,401472.0
2021-04-02,27.8346,28.2173,27.7891,28.1353,401472.0
2021-04-03,27.8346,28.2173,27.7891,28.1353,401472.0
2021-04-04,27.8346,28.2173,27.7891,28.1353,401472.0
2021-04-05,28.3813,28.4269,27.9349,28.0806,1592487.0
2021-04-06,28.5453,28.5453,28.0989,28.2537,1100592.0
2021-04-07,28.3813,28.4815,27.8984,28.1854,473516.0
2021-04-08,28.026,28.1626,27.5249,28.0989,583469.0
2021-04-09,28.3084,28.436,28.0169,28.3266,224949.0
2021-04-10,28.3084,28.436,28.0169,28.3266,224949.0
2021-04-11,28.3084,28.436,28.0169,28.3266,224949.0
2021-04-12,28.4724,28.682,28.3859,28.6364,238640.0
2021-04-13,28.3722,28.4633,27.9895,28.0715,394873.0
2021-04-14,28.1353,29.1558,28.0624,28.9553,512237.0
2021-04-15,29.1375,29.4199,28.5726,29.3744,510210.0
2021-04-16,29.6569,30.2673,29.5566,30.1215,600967.0
2021-04-17,29.6569,30.2673,29.5566,30.1215,600967.0
2021-04-18,29.6569,30.2673,29.5566,30.1215,600967.0
2021-04-19,30.2035,30.24,29.5841,29.8482,559076.0
2021-04-20,29.7206,29.994,28.9735,29.0464,480759.0
2021-04-21,28.9735,29.6842,28.928,29.6204,370763.0
2021-04-22,29.6478,29.7389,29.3106,29.4564,406240.0
2021-04-23,29.4746,30.3038,29.3446,30.0395,403549.0
2021-04-24,29.4746,30.3038,29.3446,30.0395,403549.0
2021-04-25,29.4746,30.3038,29.3446,30.0395,403549.0
2021-04-26,30.3402,30.4587,29.6478,29.9393,1016144.0
2021-04-27,29.8118,30.2035,29.7616,30.1671,310775.0
2021-04-28,30.2673,30.4587,29.8664,30.0213,428156.0
2021-04-29,30.3038,30.4313,29.8391,29.8938,310113.0
2021-04-30,29.6933,29.9211,29.5658,29.6569,664788.0
2021-05-01,29.6933,29.9211,29.5658,29.6569,664788.0
2021-05-02,29.6933,29.9211,29.5658,29.6569,664788.0
2021-05-03,29.9302,30.2582,29.5566,30.0669,321472.0
2021-05-04,30.0304,30.2947,29.7662,30.0578,1461001.0
2021-05-05,30.0213,30.1944,29.5566,30.0304,390948.0
2021-05-06,30.1956,30.5167,29.8836,30.5167,501449.0
2021-05-07,30.2048,30.3883,29.9937,30.324,222456.0
2021-05-08,30.2048,30.3883,29.9937,30.324,222456.0
2021-05-09,30.2048,30.3883,29.9937,30.324,222456.0
2021-05-10,30.2782,30.8195,30.0946,30.113,332203.0
2021-05-11,29.8377,30.3699,29.7552,30.0579,1299927.0
2021-05-12,30.2415,30.3883,29.4432,29.535,436715.0
2021-05-13,29.379,30.9204,29.3606,30.7002,660094.0
2021-05-14,30.9663,30.9663,30.3974,30.7553,254837.0
2021-05-15,30.9663,30.9663,30.3974,30.7553,254837.0
2021-05-16,30.9663,30.9663,30.3974,30.7553,254837.0
2021-05-17,30.6635,31.0947,30.5075,31.003,259537.0
2021-05-18,30.8745,31.1957,30.8011,30.8103,572716.0
2021-05-19,30.5626,30.8103,30.2782,30.792,526573.0
2021-05-20,30.6635,30.8837,30.2598,30.7369,380940.0
2021-05-21,30.9571,31.1681,30.5947,31.0122,256644.0
2021-05-22,30.9571,31.1681,30.5947,31.0122,256644.0
2021-05-23,30.9571,31.1681,30.5947,31.0122,256644.0
2021-05-24,31.1681,31.1681,30.4892,30.6819,229371.0
2021-05-25,30.5718,30.8745,29.7735,29.8744,514617.0
2021-05-26,29.8744,30.3699,29.8102,30.2323,308695.0
2021-05-27,30.7369,30.9296,30.3791,30.4158,303293.0
2021-05-28,30.4892,30.6176,30.1864,30.5901,322065.0
2021-05-29,30.4892,30.6176,30.1864,30.5901,322065.0
2021-05-30,30.4892,30.6176,30.1864,30.5901,322065.0
2021-05-31,30.4892,30.6176,30.1864,30.5901,322065.0
2021-06-01,30.636,30.9846,30.4617,30.7094,305194.0
2021-06-02,30.8745,30.8837,30.425,30.6543,435764.0
2021-06-03,30.6452,30.8562,30.4617,30.792,632087.0
2021-06-04,30.636,30.8654,30.3883,30.8195,200831.0
2021-06-05,30.636,30.8654,30.3883,30.8195,200831.0
2021-06-06,30.636,30.8654,30.3883,30.8195,200831.0
2021-06-07,30.847,31.0764,30.5718,30.7186,251862.0
2021-06-08,30.7002,30.8287,30.2323,30.7277,483687.0
2021-06-09,30.5442,31.0122,30.2323,30.3883,374913.0
2021-06-10,30.7461,30.8562,30.0488,30.0763,408356.0
2021-06-11,30.1864,30.3607,30.0488,30.324,270951.0
2021-06-12,30.1864,30.3607,30.0488,30.324,270951.0
2021-06-13,30.1864,30.3607,30.0488,30.324,270951.0
2021-06-14,30.3516,30.6819,29.59,29.8561,379191.0
2021-06-15,30.1222,30.5167,29.7643,30.2598,387412.0
2021-06-16,30.1772,30.5718,29.7185,30.48,389394.0
2021-06-17,30.4892,30.558,29.4065,29.4707,371751.0
2021-06-18,29.067,29.1771,28.1954,28.2413,1271904.0
2021-06-19,29.067,29.1771,28.1954,28.2413,1271904.0
2021-06-20,29.067,29.1771,28.1954,28.2413,1271904.0
2021-06-21,28.5991,29.3239,28.3697,29.2872,495732.0
2021-06-22,29.2872,29.5625,28.9019,29.4249,436703.0
2021-06-23,29.6451,29.6451,29.2047,29.2322,409392.0
2021-06-24,29.3882,29.8469,29.1588,29.7827,310572.0
2021-06-25,29.8469,30.3516,29.7276,29.9662,1552848.0
2021-06-26,29.8469,30.3516,29.7276,29.9662,1552848.0
2021-06-27,29.8469,30.3516,29.7276,29.9662,1552848.0
2021-06-28,29.8744,29.8744,29.0579,29.3698,369301.0
2021-06-29,29.535,29.7643,29.0395,29.223,369209.0
2021-06-30,29.1404,29.3331,29.09,29.1588,470389.0
2021-07-01,29.5258,29.6175,29.1588,29.2597,343531.0
2021-07-02,29.3423,29.4983,29.0487,29.1221,711420.0
2021-07-03,29.3423,29.4983,29.0487,29.1221,711420.0
2021-07-04,29.3423,29.4983,29.0487,29.1221,711420.0
2021-07-05,29.3423,29.4983,29.0487,29.1221,711420.0
2021-07-06,28.9019,28.9019,27.6907,27.966,285089.0
2021-07-07,27.7091,28.177,27.6999,27.9477,324996.0
2021-07-08,27.3604,27.7917,27.2228,27.4614,367925.0
2021-07-09,27.9385,28.6817,27.8467,28.6174,373293.0
2021-07-10,27.9385,28.6817,27.8467,28.6174,373293.0
2021-07-11,27.9385,28.6817,27.8467,28.6174,373293.0
2021-07-12,28.278,28.7092,26.6182,28.6725,269401.0
2021-07-13,28.5257,28.5257,27.7641,27.7825,290930.0
2021-07-14,27.8192,28.8927,27.8192,28.8285,709451.0
2021-07-15,28.6541,29.7322,28.4982,29.5258,786545.0
2021-07-16,29.7276,29.7276,29.1313,29.223,541672.0
2021-07-17,29.7276,29.7276,29.1313,29.223,541672.0
2021-07-18,29.7276,29.7276,29.1313,29.223,541672.0
2021-07-19,28.6358,28.8285,28.1036,28.3422,477168.0
2021-07-20,28.3605,29.5854,28.3605,28.9477,631322.0
2021-07-21,29.2597,29.59,28.7964,29.2505,440357.0
2021-07-22,29.1037,29.2047,28.544,28.7,365206.0
2021-07-23,29.0028,29.2414,28.7734,29.1496,292568.0
2021-07-24,29.0028,29.2414,28.7734,29.1496,292568.0
2021-07-25,29.0028,29.2414,28.7734,29.1496,292568.0
2021-07-26,29.2964,29.5717,29.1129,29.3606,225521.0
2021-07-27,29.067,29.2597,28.8743,29.168,1155030.0
2021-07-28,28.9156,29.7368,28.9156,29.4983,258669.0
2021-07-29,29.8194,29.9754,29.5074,29.8102,233110.0
2021-07-30,29.6818,30.1405,29.5074,29.6084,348873.0
2021-07-31,29.6818,30.1405,29.5074,29.6084,348873.0
2021-08-01,29.6818,30.1405,29.5074,29.6084,348873.0
2021-08-02,29.801,30.2782,29.2414,29.2597,398853.0
2021-08-03,29.3148,29.4891,28.8468,29.3698,372211.0
2021-08-04,29.012,29.3423,28.8009,29.168,298869.0
2021-08-05,29.3528,29.7872,29.2881,29.7502,288016.0
2021-08-06,30.1938,30.6467,30.1014,30.4064,329989.0
2021-08-07,30.1938,30.6467,30.1014,30.4064,329989.0
2021-08-08,30.1938,30.6467,30.1014,30.4064,329989.0
2021-08-09,30.2862,30.4341,29.935,30.1384,328438.0
2021-08-10,30.0552,30.5912,29.8241,30.5358,400596.0
2021-08-11,30.6097,31.1458,30.4434,31.1458,944486.0
2021-08-12,31.192,31.2751,30.9239,30.9702,199568.0
2021-08-13,31.0256,31.0256,30.5866,30.9147,279720.0
2021-08-14,31.0256,31.0256,30.5866,30.9147,279720.0
2021-08-15,31.0256,31.0256,30.5866,30.9147,279720.0
2021-08-16,30.6652,30.887,30.3509,30.6282,293478.0
2021-08-17,30.4896,30.8685,30.1569,30.4434,303721.0
2021-08-18,30.3787,30.4942,30.0552,30.0922,387141.0
2021-08-19,29.7964,30.1846,29.7132,30.1014,326624.0
2021-08-20,30.009,30.9239,29.9258,30.9239,673273.0
2021-08-21,30.009,30.9239,29.9258,30.9239,673273.0
2021-08-22,30.009,30.9239,29.9258,30.9239,673273.0
2021-08-23,30.9794,31.1273,30.6291,30.9147,638369.0
2021-08-24,31.0533,31.0811,30.8223,30.9424,208829.0
2021-08-25,31.0164,31.3214,30.85,31.0903,529210.0
2021-08-26,31.155,31.155,30.582,30.6652,511000.0
2021-08-27,30.24,31.1827,30.24,31.118,358909.0
2021-08-28,30.24,31.1827,30.24,31.118,358909.0
2021-08-29,30.24,31.1827,30.24,31.118,358909.0
2021-08-30,31.1735,31.192,30.6097,30.6837,316705.0
2021-08-31,30.7576,30.9424,30.4711,30.7761,568451.0
2021-09-01,30.85,30.8593,30.1661,30.619,372891.0
2021-09-02,30.7114,30.7483,30.4711,30.5727,387141.0
2021-09-03,30.6282,30.7391,30.2862,30.5081,448012.0
2021-09-04,30.6282,30.7391,30.2862,30.5081,448012.0
2021-09-05,30.6282,30.7391,30.2862,30.5081,448012.0
2021-09-06,30.6282,30.7391,30.2862,30.5081,448012.0
2021-09-07,30.5912,30.85,30.2955,30.4434,493188.0
2021-09-08,30.314,30.6652,30.277,30.5358,405664.0
2021-09-09,30.5081,30.9239,30.4434,30.619,898336.0
2021-09-10,30.6744,30.7992,30.1384,30.1661,885405.0
2021-09-11,30.6744,30.7992,30.1384,30.1661,885405.0
2021-09-12,30.6744,30.7992,30.1384,30.1661,885405.0
2021-09-13,30.3602,30.7382,30.1291,30.6559,497765.0
2021-09-14,30.7299,30.7299,29.8981,29.972,579893.0
2021-09-15,29.9258,30.5635,29.9258,30.4711,533062.0
2021-09-16,30.6467,30.9147,30.0829,30.1938,554007.0
2021-09-17,30.277,30.6374,30.1661,30.4341,2885021.0
2021-09-18,30.277,30.6374,30.1661,30.4341,2885021.0
2021-09-19,30.277,30.6374,30.1661,30.4341,2885021.0
2021-09-20,30.4341,30.4341,29.3528,29.9997,679150.0
2021-09-21,30.2123,30.2308,29.5099,29.5561,409010.0
2021-09-22,29.8519,30.2215,29.7872,29.935,332070.0
2021-09-23,30.1569,30.6559,30.046,30.3971,799635.0
2021-09-24,30.3694,30.9979,30.3694,30.887,983375.0
2021-09-25,30.3694,30.9979,30.3694,30.887,983375.0
2021-09-26,30.3694,30.9979,30.3694,30.887,983375.0
2021-09-27,31.118,32.2548,30.9979,31.9868,1151519.0
2021-09-28,31.8944,32.2548,31.6356,31.7003,999537.0
2021-09-29,31.6448,32.1901,31.4323,32.0884,352065.0
2021-09-30,32.1809,32.3842,31.6818,31.7095,307399.0
2021-10-01,31.8851,32.643,31.7372,32.2086,333531.0
2021-10-02,31.8851,32.643,31.7372,32.2086,333531.0
2021-10-03,31.8851,32.643,31.7372,32.2086,333531.0
2021-10-04,32.2456,32.5968,32.0884,32.3195,281239.0
2021-10-05,32.4119,32.7539,32.1624,32.4396,293045.0
2021-10-06,32.1994,32.3195,31.7742,32.1439,528721.0
2021-10-07,32.4119,32.6892,32.2086,32.5413,397887.0
2021-10-08,32.5136,32.7169,32.4304,32.4581,265223.0
2021-10-09,32.5136,32.7169,32.4304,32.4581,265223.0
2021-10-10,32.5136,32.7169,32.4304,32.4581,265223.0
2021-10-11,32.6522,32.7077,32.1809,32.1901,219097.0
2021-10-12,32.033,32.2363,31.8574,32.1162,404314.0
2021-10-13,32.07,32.1439,31.5524,32.0977,380257.0
2021-10-14,32.4396,32.6245,32.0884,32.5598,278201.0
2021-10-15,34.0108,34.0477,32.8093,33.2899,474522.0
2021-10-16,34.0108,34.0477,32.8093,33.2899,474522.0
2021-10-17,34.0108,34.0477,32.8093,33.2899,474522.0
2021-10-18,33.4285,33.8444,32.9202,32.9849,419229.0
2021-10-19,33.1605,33.2206,32.6984,32.9202,331426.0
2021-10-20,32.8093,33.4748,32.8093,33.4655,367166.0
2021-10-21,33.4378,33.6134,33.2622,33.4748,292515.0
2021-10-22,33.4932,33.7705,33.4054,33.5764,225923.0
2021-10-23,33.4932,33.7705,33.4054,33.5764,225923.0
2021-10-24,33.4932,33.7705,33.4054,33.5764,225923.0
2021-10-25,33.8028,33.806,33.2622,33.3361,526674.0
2021-10-26,33.3361,33.4378,33.0589,33.1143,273209.0
2021-10-27,32.8833,33.0404,32.1994,32.3287,317863.0
2021-10-28,32.4027,32.8001,32.264,32.7631,286232.0
2021-10-29,32.8278,32.9757,32.5321,32.6799,209428.0
2021-10-30,32.8278,32.9757,32.5321,32.6799,209428.0
2021-10-31,32.8278,32.9757,32.5321,32.6799,209428.0
2021-11-01,32.8463,33.3731,32.7724,33.3546,305034.0
2021-11-02,33.3176,33.4655,33.0496,33.0958,437043.0
2021-11-03,32.948,34.0016,32.948,33.6319,315077.0
2021-11-04,33.697,33.7435,32.8878,33.1482,203637.0
2021-11-05,33.3807,33.9667,33.2691,33.697,259492.0
2021-11-06,33.3807,33.9667,33.2691,33.697,259492.0
2021-11-07,33.3807,33.9667,33.2691,33.697,259492.0
2021-11-08,33.7435,33.8923,33.2691,33.4365,202049.0
2021-11-09,33.2412,33.8458,32.739,32.8506,221567.0
2021-11-10,33.018,33.4179,32.9343,33.3249,198604.0
2021-11-11,33.3621,33.4644,33.111,33.4179,163241.0
2021-11-12,33.3807,33.3807,32.8413,33.1482,179375.0
2021-11-13,33.3807,33.3807,32.8413,33.1482,179375.0
2021-11-14,33.3807,33.3807,32.8413,33.1482,179375.0
2021-11-15,33.297,33.3807,33.0087,33.1575,726628.0
2021-11-16,33.204,33.204,32.7111,32.8041,329808.0
2021-11-17,32.8041,32.8041,32.0321,32.5437,293725.0
2021-11-18,32.5623,33.2133,32.553,32.8599,360349.0
2021-11-19,32.553,32.6832,31.8972,32.1716,354954.0
2021-11-20,32.553,32.6832,31.8972,32.1716,354954.0
2021-11-21,32.553,32.6832,31.8972,32.1716,354954.0
2021-11-22,32.432,33.2226,32.2553,32.6925,253907.0
2021-11-23,33.0366,33.1947,32.6925,33.0738,195241.0
2021-11-24,32.9715,33.1064,32.6553,32.8227,162313.0
2021-11-25,32.9715,33.1064,32.6553,32.8227,162313.0
2021-11-26,31.5113,32.074,29.8743,30.6835,233933.0
2021-11-27,31.5113,32.074,29.8743,30.6835,233933.0
2021-11-28,31.5113,32.074,29.8743,30.6835,233933.0
2021-11-29,31.2601,31.4834,30.3022,30.5533,392388.0
2021-11-30,30.1347,30.451,29.7069,30.2184,407651.0
2021-12-01,30.8695,31.4276,29.8185,29.8185,397589.0
2021-12-02,30.0975,31.009,29.8278,30.7951,273259.0
2021-12-03,31.009,31.5866,30.2929,30.5347,258893.0
2021-12-04,31.009,31.5866,30.2929,30.5347,258893.0
2021-12-05,31.009,31.5866,30.2929,30.5347,258893.0
2021-12-06,30.9811,31.5206,30.8974,31.3718,369496.0
2021-12-07,31.5857,31.7856,31.0369,31.2415,282867.0
2021-12-08,31.3904,31.5159,30.916,31.0369,222906.0
2021-12-09,30.8695,30.8695,30.3673,30.5905,204985.0
2021-12-10,30.7951,30.9625,30.3581,30.7579,182449.0
2021-12-11,30.7951,30.9625,30.3581,30.7579,182449.0
2021-12-12,30.7951,30.9625,30.3581,30.7579,182449.0
2021-12-13,30.6184,30.6463,29.9859,30.3859,278925.0
2021-12-14,30.4882,31.0648,30.3859,30.5533,402530.0
2021-12-15,30.7114,31.0369,30.4138,30.7486,347589.0
2021-12-16,30.9439,31.1392,30.0789,30.2091,463894.0
2021-12-17,30.3115,30.3115,29.5627,29.9301,1596618.0
2021-12-18,30.3115,30.3115,29.5627,29.9301,1596618.0
2021-12-19,30.3115,30.3115,29.5627,29.9301,1596618.0
2021-12-20,29.5023,29.9208,29.0512,29.8557,517730.0
2021-12-21,29.9766,30.5626,29.9766,30.3859,379709.0
2021-12-22,30.3673,30.5626,30.1533,30.4882,239999.0
2021-12-23,30.7114,30.9811,30.6556,30.6556,353311.0
2021-12-24,30.7114,30.9811,30.6556,30.6556,353311.0
2021-12-25,30.7114,30.9811,30.6556,30.6556,353311.0
2021-12-26,30.7114,30.9811,30.6556,30.6556,353311.0
2021-12-27,30.7951,30.9346,30.4231,30.9253,197802.0
2021-12-28,30.9067,31.4369,30.6928,31.2601,229704.0
2021-12-29,31.2043,31.4462,31.0834,31.2136,190570.0
2021-12-30,30.0278,31.4555,30.0278,30.9253,242499.0
2021-12-31,30.8602,31.2136,30.7951,31.0462,156853.0
2022-01-01,30.8602,31.2136,30.7951,31.0462,156853.0
2022-01-02,30.8602,31.2136,30.7951,31.0462,156853.0
2022-01-03,31.1857,31.8647,30.9904,31.288,235221.0
2022-01-04,31.7996,32.2135,31.4463,31.8926,216761.0
2022-01-05,32.1251,32.5809,31.8979,32.0879,643769.0
2022-01-06,32.6925,33.3435,32.3855,33.2505,399898.0
2022-01-07,33.2226,33.5295,32.925,33.4923,508194.0
2022-01-08,33.2226,33.5295,32.925,33.4923,508194.0
2022-01-09,33.2226,33.5295,32.925,33.4923,508194.0
2022-01-10,33.697,34.0969,33.604,33.8179,373841.0
2022-01-11,33.8923,33.9295,32.9529,33.5761,332283.0
2022-01-12,33.604,33.8644,33.0552,33.6877,1084720.0
2022-01-13,33.7714,34.3294,33.7064,34.2271,825931.0
2022-01-14,34.4038,34.8968,33.7993,34.8782,699745.0
2022-01-15,34.4038,34.8968,33.7993,34.8782,699745.0
2022-01-16,34.4038,34.8968,33.7993,34.8782,699745.0
2022-01-17,34.4038,34.8968,33.7993,34.8782,699745.0
2022-01-18,35.0921,35.399,34.6363,34.7759,559880.0
2022-01-19,34.8875,34.8875,33.8086,33.9667,675768.0
2022-01-20,33.8458,35.1665,32.8227,32.9064,477226.0
2022-01-21,32.5995,33.2412,32.2274,32.3669,386772.0
2022-01-22,32.5995,33.2412,32.2274,32.3669,386772.0
2022-01-23,32.5995,33.2412,32.2274,32.3669,386772.0
2022-01-24,32.0135,33.1389,31.9298,33.0366,938040.0
2022-01-25,32.7762,33.3807,32.1902,33.0459,333586.0
2022-01-26,33.1017,33.4644,32.2646,32.646,471346.0
2022-01-27,32.7762,33.1854,32.0972,32.3297,547114.0
2022-01-28,32.3111,32.553,31.7159,32.5251,463027.0
2022-01-29,32.3111,32.553,31.7159,32.5251,463027.0
2022-01-30,32.3111,32.553,31.7159,32.5251,463027.0
2022-01-31,32.2832,32.6367,31.7903,32.5716,695442.0
2022-02-01,32.4506,32.6599,32.1065,32.5344,473486.0
2022-02-02,32.4413,32.6088,31.9856,32.553,409356.0
2022-02-03,32.6841,32.9276,32.3844,32.6934,379180.0
2022-02-04,32.7871,32.9744,32.361,32.7777,335484.0
2022-02-05,32.7871,32.9744,32.361,32.7777,335484.0
2022-02-06,32.7871,32.9744,32.361,32.7777,335484.0
2022-02-07,32.8245,33.0961,32.553,32.8901,271737.0
2022-02-08,33.0306,33.7891,33.0306,33.6768,970520.0
2022-02-09,33.4801,33.9015,33.3864,33.4239,535226.0
2022-02-10,33.452,33.7517,32.965,33.1898,973309.0
2022-02-11,33.1149,33.7985,32.965,33.2647,343574.0
2022-02-12,33.1149,33.7985,32.965,33.2647,343574.0
2022-02-13,33.1149,33.7985,32.965,33.2647,343574.0
2022-02-14,33.3677,33.5925,32.5998,32.8339,1607540.0
2022-02-15,33.2553,33.9764,33.1336,33.8828,1236535.0
2022-02-16,33.7704,34.2574,33.4801,34.0888,558322.0
2022-02-17,33.9483,33.9671,33.1617,33.1991,266337.0
2022-02-18,33.0587,33.8266,33.0587,33.6112,392673.0
2022-02-19,33.0587,33.8266,33.0587,33.6112,392673.0
2022-02-20,33.0587,33.8266,33.0587,33.6112,392673.0
2022-02-21,33.0587,33.8266,33.0587,33.6112,392673.0
2022-02-22,33.5176,33.8313,33.1898,33.4707,389505.0
2022-02-23,33.6674,33.8641,33.2085,33.2741,394090.0
2022-02-24,32.1596,32.2158,30.989,32.0379,979759.0
2022-02-25,32.2907,33.7142,32.2907,33.658,438685.0
2022-02-26,32.2907,33.7142,32.2907,33.658,438685.0
2022-02-27,32.2907,33.7142,32.2907,33.658,438685.0
2022-02-28,33.246,33.3864,32.9182,33.3209,512243.0
2022-03-01,33.0306,33.4426,31.8599,32.2252,795867.0
2022-03-02,32.3937,33.5831,32.1643,33.246,332023.0
2022-03-03,33.246,33.4801,32.773,33.1055,456098.0
2022-03-04,32.4968,32.7215,32.0566,32.581,535748.0
2022-03-05,32.4968,32.7215,32.0566,32.581,535748.0
2022-03-06,32.4968,32.7215,32.0566,32.581,535748.0
2022-03-07,32.2533,32.3095,31.1763,31.2231,385219.0
2022-03-08,31.5509,32.1128,31.0077,31.3449,589690.0
2022-03-09,32.0753,32.3469,31.7007,31.9442,398175.0
2022-03-10,31.5977,32.0847,31.5884,31.9911,223271.0
2022-03-11,32.1315,32.8245,32.1315,32.5342,354358.0
2022-03-12,32.1315,32.8245,32.1315,32.5342,354358.0
2022-03-13,32.1315,32.8245,32.1315,32.5342,354358.0
2022-03-14,33.0025,33.1991,31.785,32.0472,318969.0
2022-03-15,32.7777,33.2833,32.0379,32.4687,486423.0
2022-03-16,32.5436,33.171,32.4827,32.9837,453364.0
2022-03-17,32.8807,32.8807,32.272,32.5436,236186.0
2022-03-18,32.4031,32.4031,31.5603,32.169,583113.0
2022-03-19,32.4031,32.4031,31.5603,32.169,583113.0
2022-03-20,32.4031,32.4031,31.5603,32.169,583113.0
2022-03-21,32.169,32.6466,31.9536,32.1971,245716.0
2022-03-22,32.3469,32.8058,32.2439,32.3376,413166.0
2022-03-23,32.1877,32.2018,31.2699,31.2699,195325.0
2022-03-24,31.476,31.6071,31.1014,31.4853,228455.0
2022-03-25,31.4104,32.1315,31.4104,32.066,236063.0
2022-03-26,31.4104,32.1315,31.4104,32.066,236063.0
2022-03-27,31.4104,32.1315,31.4104,32.066,236063.0
2022-03-28,31.9536,32.0941,31.3168,31.7195,200456.0
2022-03-29,32.1503,32.3937,31.8318,32.1877,326240.0
2022-03-30,32.2626,32.4172,31.0358,31.2418,258199.0
2022-03-31,31.0639,31.373,30.7174,30.7361,467250.0
2022-04-01,31.0826,31.2044,30.5769,30.8298,323432.0
2022-04-02,31.0826,31.2044,30.5769,30.8298,323432.0
2022-04-03,31.0826,31.2044,30.5769,30.8298,323432.0
2022-04-04,30.8391,30.8391,29.8371,30.4271,765520.0
2022-04-05,30.4271,30.7642,29.8708,29.9588,361651.0
2022-04-06,30.1368,30.1368,29.5936,29.6404,271595.0
2022-04-07,29.6217,29.7622,29.0972,29.3126,280702.0
2022-04-08,29.4625,29.7594,29.2003,29.3595,268362.0
2022-04-09,29.4625,29.7594,29.2003,29.3595,268362.0
2022-04-10,29.4625,29.7594,29.2003,29.3595,268362.0
2022-04-11,29.3126,29.912,29.1909,29.2752,268492.0
2022-04-12,29.2939,29.603,28.835,28.9942,243991.0
2022-04-13,28.938,29.8652,28.6477,29.7809,438959.0
2022-04-14,29.5749,29.6592,29.0411,29.528,568832.0
2022-04-15,29.5749,29.6592,29.0411,29.528,568832.0
2022-04-16,29.5749,29.6592,29.0411,29.528,568832.0
2022-04-17,29.5749,29.6592,29.0411,29.528,568832.0
2022-04-18,29.603,30.2211,29.2845,29.8839,390719.0
2022-04-19,30.0525,30.4271,29.9448,30.3803,711641.0
2022-04-20,30.6518,30.9422,30.5676,30.8017,340362.0
2022-04-21,31.0171,31.2512,30.5301,30.6425,391709.0
2022-04-22,30.605,30.6331,29.8558,29.8652,335947.0
2022-04-23,30.605,30.6331,29.8558,29.8652,335947.0
2022-04-24,30.605,30.6331,29.8558,29.8652,335947.0
2022-04-25,29.7247,30.0057,28.9755,29.7715,578481.0
2022-04-26,29.4344,29.8277,28.9661,28.9755,404543.0
2022-04-27,29.0926,29.1722,28.6196,28.8725,431852.0
2022-04-28,29.2284,29.5561,28.8538,29.425,368112.0
2022-04-29,29.2845,29.4625,28.3949,28.4979,405738.0
2022-04-30,29.2845,29.4625,28.3949,28.4979,405738.0
2022-05-01,29.2845,29.4625,28.3949,28.4979,405738.0
2022-05-02,28.732,28.9467,28.1046,28.5822,352159.0
2022-05-03,28.5634,28.8912,28.348,28.8819,350776.0
2022-05-04,28.9568,30.0899,28.8163,30.015,391637.0
2022-05-05,29.4812,29.7809,29.0411,29.3782,322530.0
2022-05-06,29.322,29.4625,28.7788,29.1722,282262.0
2022-05-07,29.322,29.4625,28.7788,29.1722,282262.0
2022-05-08,29.322,29.4625,28.7788,29.1722,282262.0
2022-05-09,28.8069,29.2892,28.7695,28.9099,517828.0
2022-05-10,28.8725,29.3033,28.2825,28.7507,346169.0
2022-05-11,28.8538,29.3501,28.7226,28.7414,421513.0
2022-05-12,28.6384,29.1253,28.423,29.1066,606897.0
2022-05-13,29.2658,29.425,28.5728,28.7976,556072.0
2022-05-14,29.2658,29.425,28.5728,28.7976,556072.0
2022-05-15,29.2658,29.425,28.5728,28.7976,556072.0
2022-05-16,28.6852,29.0036,28.3995,28.6852,352656.0
2022-05-17,29.1815,29.7903,28.9053,29.7528,298213.0
2022-05-18,29.4718,29.9307,29.322,29.528,367016.0
2022-05-19,29.2261,29.6554,29.0845,29.1883,358495.0
2022-05-20,29.4337,29.5941,28.8212,29.2827,1411316.0
2022-05-21,29.4337,29.5941,28.8212,29.2827,1411316.0
2022-05-22,29.4337,29.5941,28.8212,29.2827,1411316.0
2022-05-23,29.7451,30.1226,29.5752,29.6507,308055.0
2022-05-24,29.6602,29.83,29.0373,29.8017,448297.0
2022-05-25,29.8206,30.2452,29.5941,30.0565,335291.0
2022-05-26,30.3396,30.6558,30.0565,30.3207,332180.0
2022-05-27,30.2641,30.7265,30.2641,30.6982,245247.0
2022-05-28,30.2641,30.7265,30.2641,30.6982,245247.0
