,SLGN US Equity,SLGN US Equity,SLGN US Equity,SLGN US Equity,SLGN US Equity
2020-03-14,25.4364,25.9254,24.5149,25.9066,793888.0
2020-03-15,25.4364,25.9254,24.5149,25.9066,793888.0
2020-03-16,23.9893,25.8027,23.5077,25.1416,951180.0
2020-03-17,25.5005,28.0222,25.5005,27.0305,1102258.0
2020-03-18,25.8971,27.8333,25.2455,25.6894,1103678.0
2020-03-19,25.6327,26.9172,24.4049,24.9432,1005354.0
2020-03-20,24.9432,25.6894,24.2018,24.6788,1100745.0
2020-03-21,24.9432,25.6894,24.2018,24.6788,1100745.0
2020-03-22,24.9432,25.6894,24.2018,24.6788,1100745.0
2020-03-23,24.7166,25.1416,23.4604,23.9138,853651.0
2020-03-24,24.6788,24.8582,23.2763,24.1499,877271.0
2020-03-25,23.9043,25.9538,23.7154,25.2549,1142870.0
2020-03-26,25.3021,26.3717,24.9149,26.1333,824202.0
2020-03-27,25.661,26.9455,25.118,25.9255,409298.0
2020-03-28,25.661,26.9455,25.118,25.9255,409298.0
2020-03-29,25.661,26.9455,25.118,25.9255,409298.0
2020-03-30,26.2938,27.6727,25.7838,27.5122,695149.0
2020-03-31,27.3422,27.5791,26.7188,27.4083,485919.0
2020-04-01,26.9455,27.4933,26.5347,27.1911,567999.0
2020-04-02,27.0683,28.6266,27.0683,28.5322,888545.0
2020-04-03,28.4566,28.8439,27.5405,28.0222,903701.0
2020-04-04,28.4566,28.8439,27.5405,28.0222,903701.0
2020-04-05,28.4566,28.8439,27.5405,28.0222,903701.0
2020-04-06,28.3244,29.0375,27.3422,27.9561,691092.0
2020-04-07,28.2772,29.0422,28.1355,28.6361,873337.0
2020-04-08,28.9383,29.5617,28.145,29.42,486083.0
2020-04-09,29.4767,30.8461,29.4767,29.7883,573248.0
2020-04-10,29.4767,30.8461,29.4767,29.7883,573248.0
2020-04-11,29.4767,30.8461,29.4767,29.7883,573248.0
2020-04-12,29.4767,30.8461,29.4767,29.7883,573248.0
2020-04-13,29.6561,29.7883,29.2028,29.4294,341190.0
2020-04-14,29.9867,30.525,29.8639,30.4117,518379.0
2020-04-15,29.9772,30.61,29.8922,30.4683,1012891.0
2020-04-16,30.7895,31.6111,30.4022,31.545,1154200.0
2020-04-17,31.8378,32.0692,30.9878,31.205,699731.0
2020-04-18,31.8378,32.0692,30.9878,31.205,699731.0
2020-04-19,31.8378,32.0692,30.9878,31.205,699731.0
2020-04-20,31.1106,31.3656,30.7139,30.8367,688115.0
2020-04-21,30.4683,30.8981,30.3172,30.6478,815285.0
2020-04-22,30.3361,31.7811,29.8591,31.3561,1319608.0
2020-04-23,31.7056,32.1967,31.0539,31.8284,1050774.0
2020-04-24,32.31,32.5367,31.9889,32.2439,690605.0
2020-04-25,32.31,32.5367,31.9889,32.2439,690605.0
2020-04-26,32.31,32.5367,31.9889,32.2439,690605.0
2020-04-27,32.1211,32.9712,31.9511,32.9334,726844.0
2020-04-28,33.1884,33.6701,32.8389,33.4434,796294.0
2020-04-29,33.6134,33.944,33.1412,33.1789,1272190.0
2020-04-30,33.0656,33.0656,32.1495,32.5839,1106019.0
2020-05-01,32.2439,32.48,31.7623,32.0078,776605.0
2020-05-02,32.2439,32.48,31.7623,32.0078,776605.0
2020-05-03,32.2439,32.48,31.7623,32.0078,776605.0
2020-05-04,31.7623,32.1786,31.4506,31.9417,980970.0
2020-05-05,31.97,32.1684,31.7056,31.7811,607643.0
2020-05-06,32.0078,32.0078,31.3278,31.4884,379534.0
2020-05-07,31.6017,32.0173,31.3089,31.7434,421176.0
2020-05-08,32.1211,32.3856,31.8189,31.9039,471727.0
2020-05-09,32.1211,32.3856,31.8189,31.9039,471727.0
2020-05-10,32.1211,32.3856,31.8189,31.9039,471727.0
2020-05-11,31.8567,31.9323,31.5356,31.6867,610383.0
2020-05-12,31.7623,31.9795,30.6195,30.6289,534584.0
2020-05-13,30.4967,30.662,29.6183,30.1756,862876.0
2020-05-14,30.015,30.8508,29.2878,30.7895,633264.0
2020-05-15,30.4872,31.0539,30.3267,31.0067,1103229.0
2020-05-16,30.4872,31.0539,30.3267,31.0067,1103229.0
2020-05-17,30.4872,31.0539,30.3267,31.0067,1103229.0
2020-05-18,31.4506,32.0928,31.3051,31.6017,1072448.0
2020-05-19,31.545,31.63,30.9595,30.9783,625364.0
2020-05-20,31.29,31.4553,30.695,30.8178,600235.0
2020-05-21,30.9028,31.12,30.3456,30.5817,529637.0
2020-05-22,30.5156,30.7092,30.0906,30.5817,542764.0
2020-05-23,30.5156,30.7092,30.0906,30.5817,542764.0
2020-05-24,30.5156,30.7092,30.0906,30.5817,542764.0
2020-05-25,30.5156,30.7092,30.0906,30.5817,542764.0
2020-05-26,31.0161,31.3939,30.7611,31.1106,1064003.0
2020-05-27,31.4128,31.6017,31.0256,31.5167,801326.0
2020-05-28,31.715,31.9039,31.5261,31.7906,608501.0
2020-05-29,31.7053,31.8001,31.2693,31.6958,618663.0
2020-05-30,31.7053,31.8001,31.2693,31.6958,618663.0
2020-05-31,31.7053,31.8001,31.2693,31.6958,618663.0
2020-06-01,31.7716,31.8569,31.402,31.4588,544370.0
2020-06-02,31.4304,31.4399,30.7195,30.9091,834801.0
2020-06-03,31.0987,31.3735,30.966,31.1934,882835.0
2020-06-04,31.2219,32.1508,31.0607,32.0844,1120718.0
2020-06-05,32.4541,32.6816,31.9233,32.0749,625692.0
2020-06-06,32.4541,32.6816,31.9233,32.0749,625692.0
2020-06-07,32.4541,32.6816,31.9233,32.0749,625692.0
2020-06-08,32.2266,32.4162,31.6911,32.3593,500084.0
2020-06-09,32.3688,32.3688,31.7242,31.9422,614808.0
2020-06-10,31.8854,31.9802,31.4252,31.5157,619503.0
2020-06-11,31.3641,31.3641,29.8191,29.8475,440166.0
2020-06-12,30.4541,30.6342,29.4494,29.8475,501586.0
2020-06-13,30.4541,30.6342,29.4494,29.8475,501586.0
2020-06-14,30.4541,30.6342,29.4494,29.8475,501586.0
2020-06-15,29.5347,30.0655,29.0798,29.6106,591626.0
2020-06-16,30.293,30.5394,29.9233,29.9992,644899.0
2020-06-17,30.1603,30.2077,29.5632,29.8617,471401.0
2020-06-18,29.5347,29.7906,29.4873,29.6864,395608.0
2020-06-19,29.9233,30.0276,29.5537,29.9139,804409.0
2020-06-20,29.9233,30.0276,29.5537,29.9139,804409.0
2020-06-21,29.9233,30.0276,29.5537,29.9139,804409.0
2020-06-22,29.7717,29.8432,29.3831,29.7812,436820.0
2020-06-23,29.8096,29.8096,29.3611,29.4589,425228.0
2020-06-24,29.3452,29.9707,29.0892,29.8665,953540.0
2020-06-25,29.8191,29.8191,29.4399,29.639,699134.0
2020-06-26,29.5442,29.9693,29.402,29.6579,838286.0
2020-06-27,29.5442,29.9693,29.402,29.6579,838286.0
2020-06-28,29.5442,29.9693,29.402,29.6579,838286.0
2020-06-29,29.857,30.511,29.7717,30.1129,536001.0
2020-06-30,30.1413,30.857,30.0608,30.7006,453641.0
2020-07-01,30.6153,30.9565,30.4541,30.8522,608076.0
2020-07-02,30.9849,31.3641,30.947,31.1176,468584.0
2020-07-03,30.9849,31.3641,30.947,31.1176,468584.0
2020-07-04,30.9849,31.3641,30.947,31.1176,468584.0
2020-07-05,30.9849,31.3641,30.947,31.1176,468584.0
2020-07-06,31.4304,31.4399,30.9375,31.3356,553553.0
2020-07-07,31.1081,31.6484,31.0228,31.3735,398939.0
2020-07-08,31.4588,31.6342,30.9186,31.0987,678730.0
2020-07-09,31.0607,31.2788,30.639,30.8617,361692.0
2020-07-10,30.8901,31.1461,30.5868,31.1461,684376.0
2020-07-11,30.8901,31.1461,30.5868,31.1461,684376.0
2020-07-12,30.8901,31.1461,30.5868,31.1461,684376.0
2020-07-13,31.2029,31.4731,30.947,30.9849,342287.0
2020-07-14,31.0892,31.6579,31.0892,31.6531,333912.0
2020-07-15,31.9233,32.3214,31.4114,31.9517,541470.0
2020-07-16,31.9612,32.4351,31.7527,32.3024,817866.0
2020-07-17,32.3403,33.0512,32.3214,32.9943,717228.0
2020-07-18,32.3403,33.0512,32.3214,32.9943,717228.0
2020-07-19,32.3403,33.0512,32.3214,32.9943,717228.0
2020-07-20,32.9375,33.5346,32.9375,33.4493,560081.0
2020-07-21,33.4114,33.8853,33.4019,33.4683,691800.0
2020-07-22,35.7526,36.4255,34.2265,36.0748,1359753.0
2020-07-23,36.1886,36.9563,35.762,36.0085,927185.0
2020-07-24,35.8473,36.217,35.5725,35.7336,599506.0
2020-07-25,35.8473,36.217,35.5725,35.7336,599506.0
2020-07-26,35.8473,36.217,35.5725,35.7336,599506.0
2020-07-27,35.7905,36.5392,35.6625,36.1222,982550.0
2020-07-28,36.1412,36.3592,35.6009,36.0843,704298.0
2020-07-29,36.0653,36.6767,36.0653,36.5772,521230.0
2020-07-30,36.3781,36.4064,36.0369,36.3307,553479.0
2020-07-31,36.2454,36.5014,35.8568,36.2549,620215.0
2020-08-01,36.2454,36.5014,35.8568,36.2549,620215.0
2020-08-02,36.2454,36.5014,35.8568,36.2549,620215.0
2020-08-03,36.217,36.4703,35.8758,36.0464,800315.0
2020-08-04,36.0653,36.0653,35.544,35.6862,797725.0
2020-08-05,35.762,36.416,35.762,36.0653,937355.0
2020-08-06,36.1791,36.2454,36.0274,36.0748,543049.0
2020-08-07,35.762,36.4824,35.762,36.4824,355013.0
2020-08-08,35.762,36.4824,35.762,36.4824,355013.0
2020-08-09,35.762,36.4824,35.762,36.4824,355013.0
2020-08-10,36.6056,36.9554,35.9326,36.1175,442468.0
2020-08-11,36.2834,36.4824,35.5061,35.544,436111.0
2020-08-12,35.6578,35.9753,35.5251,35.6957,548954.0
2020-08-13,35.5819,35.9895,35.2786,35.9137,403016.0
2020-08-14,35.8284,36.018,35.7146,35.8568,255945.0
2020-08-15,35.8284,36.018,35.7146,35.8568,255945.0
2020-08-16,35.8284,36.018,35.7146,35.8568,255945.0
2020-08-17,36.1127,36.1791,35.8947,35.999,453793.0
2020-08-18,35.9232,36.2976,35.6275,36.0132,367238.0
2020-08-19,36.2549,36.2549,35.7099,35.8284,233987.0
2020-08-20,35.544,35.7905,35.345,35.5156,273269.0
2020-08-21,35.5725,35.672,35.2881,35.563,377039.0
2020-08-22,35.5725,35.672,35.2881,35.563,377039.0
2020-08-23,35.5725,35.672,35.2881,35.563,377039.0
2020-08-24,35.8,35.8758,35.544,35.7905,274819.0
2020-08-25,35.8758,35.8758,35.1459,35.7431,396785.0
2020-08-26,35.8853,35.8853,35.3829,35.7241,1149950.0
2020-08-27,35.7905,36.3023,35.7241,36.1317,366727.0
2020-08-28,36.2834,36.326,35.762,36.217,344177.0
2020-08-29,36.2834,36.326,35.762,36.217,344177.0
2020-08-30,36.2834,36.326,35.762,36.217,344177.0
2020-08-31,36.0649,36.3692,35.9128,36.1885,452569.0
2020-09-01,36.198,36.4975,36.141,36.2741,462966.0
2020-09-02,36.3216,37.6813,36.198,37.5482,951380.0
2020-09-03,37.5482,37.7383,36.3501,36.4167,691811.0
2020-09-04,36.6174,36.7447,35.4183,36.5783,315811.0
2020-09-05,36.6174,36.7447,35.4183,36.5783,315811.0
2020-09-06,36.6174,36.7447,35.4183,36.5783,315811.0
2020-09-07,36.6174,36.7447,35.4183,36.5783,315811.0
2020-09-08,36.3026,36.3026,35.076,35.095,391440.0
2020-09-09,35.4278,35.9888,35.2947,35.3423,421137.0
2020-09-10,35.2947,35.4373,34.9286,34.9524,336550.0
2020-09-11,34.9524,35.637,34.8003,35.3613,436693.0
2020-09-12,34.9524,35.637,34.8003,35.3613,436693.0
2020-09-13,34.9524,35.637,34.8003,35.3613,436693.0
2020-09-14,35.4849,35.599,34.8383,34.9049,501169.0
2020-09-15,35.1331,35.3613,34.7623,35.0285,486966.0
2020-09-16,35.2472,35.5229,34.8859,34.9429,481423.0
2020-09-17,34.5245,34.9809,34.2013,34.8859,685354.0
2020-09-18,35.038,35.3137,34.8383,35.1045,1002753.0
2020-09-19,35.038,35.3137,34.8383,35.1045,1002753.0
2020-09-20,35.038,35.3137,34.8383,35.1045,1002753.0
2020-09-21,34.6957,34.7242,33.5072,33.7544,464288.0
2020-09-22,33.5357,34.2488,33.3455,34.1727,415502.0
2020-09-23,33.9826,34.1918,33.6783,33.7354,370419.0
2020-09-24,33.6783,34.2963,33.5357,34.0681,344079.0
2020-09-25,33.878,34.9049,33.878,34.7908,417710.0
2020-09-26,33.878,34.9049,33.878,34.7908,417710.0
2020-09-27,33.878,34.9049,33.878,34.7908,417710.0
2020-09-28,35.057,35.1521,34.3677,34.9809,342272.0
2020-09-29,35.0475,35.0855,34.3819,34.9049,235402.0
2020-09-30,34.8764,35.3137,34.4699,34.9619,365258.0
2020-10-01,35.1045,35.3423,34.7527,34.9144,305407.0
2020-10-02,34.4295,35.4183,34.4295,35.1901,251294.0
2020-10-03,34.4295,35.4183,34.4295,35.1901,251294.0
2020-10-04,34.4295,35.4183,34.4295,35.1901,251294.0
2020-10-05,35.2377,35.7796,35.2377,35.7321,437115.0
2020-10-06,35.9128,36.1219,35.58,35.656,390859.0
2020-10-07,35.7606,36.2741,35.7226,36.16,492913.0
2020-10-08,36.3121,36.7495,36.1885,36.7305,272554.0
2020-10-09,36.6924,37.2154,36.6116,36.797,416117.0
2020-10-10,36.6924,37.2154,36.6116,36.797,416117.0
2020-10-11,36.6924,37.2154,36.6116,36.797,416117.0
2020-10-12,36.9111,38.4515,36.8446,37.6528,1046785.0
2020-10-13,37.5197,38.0046,37.5006,37.6433,552933.0
2020-10-14,37.4246,37.8287,37.1774,37.377,673419.0
2020-10-15,36.9872,37.5767,36.6829,37.5387,417915.0
2020-10-16,37.7098,38.0046,37.4626,37.7383,419045.0
2020-10-17,37.7098,38.0046,37.4626,37.7383,419045.0
2020-10-18,37.7098,38.0046,37.4626,37.7383,419045.0
2020-10-19,37.9095,37.9095,36.5688,36.7019,467067.0
2020-10-20,36.9587,37.3105,36.5023,36.721,541060.0
2020-10-21,37.2059,37.5387,34.2773,34.5341,1291145.0
2020-10-22,34.0016,34.1442,32.8986,33.8875,1163459.0
2020-10-23,34.6672,34.8435,33.4073,33.9826,655164.0
2020-10-24,34.6672,34.8435,33.4073,33.9826,655164.0
2020-10-25,34.6672,34.8435,33.4073,33.9826,655164.0
2020-10-26,33.6973,33.6973,32.9652,33.4786,369984.0
2020-10-27,33.336,33.8162,33.2076,33.6308,685228.0
2020-10-28,33.1268,33.5262,32.8321,33.0603,644910.0
2020-10-29,32.9176,33.4549,32.9176,33.2314,591978.0
2020-10-30,33.0698,33.355,32.4137,32.756,658417.0
2020-10-31,33.0698,33.355,32.4137,32.756,658417.0
2020-11-01,33.0698,33.355,32.4137,32.756,658417.0
2020-11-02,33.1839,33.3931,32.8606,33.0603,477673.0
2020-11-03,33.3075,33.7068,33.1744,33.4121,662764.0
2020-11-04,33.4501,33.916,33.1839,33.5547,271239.0
2020-11-05,33.8685,34.3249,33.8495,34.1252,299425.0
2020-11-06,34.2868,34.3819,33.9493,34.2393,281481.0
2020-11-07,34.2868,34.3819,33.9493,34.2393,281481.0
2020-11-08,34.2868,34.3819,33.9493,34.2393,281481.0
2020-11-09,35.3993,35.4849,32.4327,32.5849,834976.0
2020-11-10,32.6039,33.2695,32.2996,33.2504,484822.0
2020-11-11,33.2885,33.935,33.0222,33.4121,526018.0
2020-11-12,33.2124,33.3455,32.737,33.2219,389088.0
2020-11-13,33.2219,33.7829,33.1934,33.5024,298624.0
2020-11-14,33.2219,33.7829,33.1934,33.5024,298624.0
2020-11-15,33.2219,33.7829,33.1934,33.5024,298624.0
2020-11-16,33.7163,33.9636,33.5262,33.8399,470823.0
2020-11-17,33.6593,33.8827,33.3265,33.4121,524577.0
2020-11-18,33.3645,33.7401,33.0888,33.3645,726244.0
2020-11-19,33.279,33.4501,32.699,32.7845,562160.0
2020-11-20,32.718,32.9367,32.4422,32.6609,864690.0
2020-11-21,32.718,32.9367,32.4422,32.6609,864690.0
2020-11-22,32.718,32.9367,32.4422,32.6609,864690.0
2020-11-23,32.8321,33.1744,32.7465,32.8796,421501.0
2020-11-24,32.3281,33.2504,32.0429,32.8986,715282.0
2020-11-25,33.0508,33.0508,32.2806,32.3281,297996.0
2020-11-26,33.0508,33.0508,32.2806,32.3281,297996.0
2020-11-27,32.3852,32.5563,32.2045,32.4517,130037.0
2020-11-28,32.3852,32.5563,32.2045,32.4517,130037.0
2020-11-29,32.3852,32.5563,32.2045,32.4517,130037.0
2020-11-30,32.4231,32.6712,32.2227,32.2514,513541.0
2020-12-01,32.4231,32.9479,32.0796,32.8334,366507.0
2020-12-02,32.6807,32.9575,32.2895,32.4517,307963.0
2020-12-03,33.0529,33.0529,32.3754,32.4613,363442.0
2020-12-04,33.091,33.3296,32.7094,33.2723,444293.0
2020-12-05,33.091,33.3296,32.7094,33.2723,444293.0
2020-12-06,33.091,33.3296,32.7094,33.2723,444293.0
2020-12-07,33.3296,33.5491,33.1865,33.3964,440329.0
2020-12-08,33.3964,33.6063,33.2533,33.3487,310446.0
2020-12-09,33.3964,33.8067,33.3964,33.7781,307854.0
2020-12-10,33.8544,34.0452,33.5634,33.654,384058.0
2020-12-11,33.4632,33.988,33.4441,33.8448,329476.0
2020-12-12,33.4632,33.988,33.4441,33.8448,329476.0
2020-12-13,33.4632,33.988,33.4441,33.8448,329476.0
2020-12-14,34.217,34.4078,33.7017,33.7781,477582.0
2020-12-15,33.8639,34.2647,33.6063,34.2074,307862.0
2020-12-16,34.341,34.799,34.2742,34.6464,482338.0
2020-12-17,34.8086,35.2284,34.5653,34.7895,471551.0
2020-12-18,34.9326,35.2666,34.7275,34.8849,1038400.0
2020-12-19,34.9326,35.2666,34.7275,34.8849,1038400.0
2020-12-20,34.9326,35.2666,34.7275,34.8849,1038400.0
2020-12-21,34.3887,34.7648,34.0834,34.7132,264272.0
2020-12-22,34.6177,35.0662,34.4746,34.6559,269299.0
2020-12-23,34.57,35.0423,34.57,34.8181,372168.0
2020-12-24,34.9612,35.2666,34.8754,35.1616,111457.0
2020-12-25,34.9612,35.2666,34.8754,35.1616,111457.0
2020-12-26,34.9612,35.2666,34.8754,35.1616,111457.0
2020-12-27,34.9612,35.2666,34.8754,35.1616,111457.0
2020-12-28,35.1616,35.2952,34.7322,34.8944,210233.0
2020-12-29,35.0376,35.1998,34.842,34.8849,221447.0
2020-12-30,34.904,35.4574,34.904,35.3525,282296.0
2020-12-31,35.257,35.4479,34.9994,35.3811,209754.0
2021-01-01,35.257,35.4479,34.9994,35.3811,209754.0
2021-01-02,35.257,35.4479,34.9994,35.3811,209754.0
2021-01-03,35.257,35.4479,34.9994,35.3811,209754.0
2021-01-04,35.591,35.7628,34.7179,34.9326,328552.0
2021-01-05,34.9612,35.4097,34.9612,35.238,417675.0
2021-01-06,35.238,36.8028,35.238,36.6311,437236.0
2021-01-07,35.9727,36.3639,35.6673,36.2208,493883.0
2021-01-08,36.2112,36.2208,35.1807,35.5051,300934.0
2021-01-09,36.2112,36.2208,35.1807,35.5051,300934.0
2021-01-10,36.2112,36.2208,35.1807,35.5051,300934.0
2021-01-11,35.2189,35.715,35.2189,35.4002,294597.0
2021-01-12,35.4956,35.6673,35.1044,35.5051,456401.0
2021-01-13,35.5051,35.5815,34.6082,34.9422,331629.0
2021-01-14,35.1044,35.1044,34.0357,34.6177,472150.0
2021-01-15,34.6368,34.8754,34.3601,34.4174,343199.0
2021-01-16,34.6368,34.8754,34.3601,34.4174,343199.0
2021-01-17,34.6368,34.8754,34.3601,34.4174,343199.0
2021-01-18,34.6368,34.8754,34.3601,34.4174,343199.0
2021-01-19,34.675,34.7609,34.1693,34.5223,341221.0
2021-01-20,34.4651,35.1235,34.4651,35.0662,696698.0
2021-01-21,35.1998,35.4192,35.0567,35.2284,403550.0
2021-01-22,35.2475,35.8868,34.8754,35.6864,576943.0
2021-01-23,35.2475,35.8868,34.8754,35.6864,576943.0
2021-01-24,35.2475,35.8868,34.8754,35.6864,576943.0
2021-01-25,35.82,36.0204,34.9803,35.0376,425459.0
2021-01-26,35.0757,35.1282,34.1788,34.6177,446555.0
2021-01-27,36.4307,36.965,34.1693,34.2838,1234982.0
2021-01-28,35.0662,35.5146,33.9784,34.3029,869204.0
2021-01-29,34.3601,35.0376,34.1788,34.7609,678751.0
2021-01-30,34.3601,35.0376,34.1788,34.7609,678751.0
2021-01-31,34.3601,35.0376,34.1788,34.7609,678751.0
2021-02-01,35.2475,35.8295,34.799,35.696,718106.0
2021-02-02,35.8677,36.5261,35.4765,35.5147,805258.0
2021-02-03,35.7914,35.8868,35.0757,35.1616,354035.0
2021-02-04,35.0376,35.3525,34.4364,35.238,416331.0
2021-02-05,35.3525,36.0681,35.2666,35.9631,356210.0
2021-02-06,35.3525,36.0681,35.2666,35.9631,356210.0
2021-02-07,35.3525,36.0681,35.2666,35.9631,356210.0
2021-02-08,36.0967,36.7456,36.0204,36.6406,355226.0
2021-02-09,36.7742,37.0127,36.4211,36.5452,249278.0
2021-02-10,36.7456,36.965,36.1397,36.9555,324261.0
2021-02-11,37.0223,37.1272,36.3734,36.4593,313318.0
2021-02-12,36.4688,37.0127,36.4688,37.0032,247555.0
2021-02-13,36.4688,37.0127,36.4688,37.0032,247555.0
2021-02-14,36.4688,37.0127,36.4688,37.0032,247555.0
2021-02-15,36.4688,37.0127,36.4688,37.0032,247555.0
2021-02-16,36.9269,37.0414,36.4402,36.6597,197515.0
2021-02-17,36.6692,36.9746,36.4593,36.4784,335475.0
2021-02-18,36.4307,36.9841,36.2971,36.8028,401461.0
2021-02-19,37.0127,37.1263,36.6024,36.9078,468457.0
2021-02-20,37.0127,37.1263,36.6024,36.9078,468457.0
2021-02-21,37.0127,37.1263,36.6024,36.9078,468457.0
2021-02-22,36.6311,36.8791,36.3353,36.383,618867.0
2021-02-23,36.2208,36.9078,36.0586,36.8124,423013.0
2021-02-24,37.1463,37.4039,36.6597,36.9269,439820.0
2021-02-25,36.9555,37.1272,36.3543,36.4211,332356.0
2021-02-26,36.4975,36.7265,35.8009,35.8391,503054.0
2021-02-27,36.4975,36.7265,35.8009,35.8391,503054.0
2021-02-28,36.4975,36.7265,35.8009,35.8391,503054.0
2021-03-01,35.925,37.2131,35.925,37.0318,362000.0
2021-03-02,36.9364,37.6139,36.7837,37.3276,285419.0
2021-03-03,37.2322,37.652,36.9698,37.2513,294670.0
2021-03-04,37.3467,37.633,36.5166,37.0127,472306.0
2021-03-05,37.3372,38.6186,37.1368,38.5299,571194.0
2021-03-06,37.3372,38.6186,37.1368,38.5299,571194.0
2021-03-07,37.3372,38.6186,37.1368,38.5299,571194.0
2021-03-08,38.5299,39.9325,38.1625,39.818,524600.0
2021-03-09,39.7226,40.8675,39.7226,40.5623,489987.0
2021-03-10,40.5528,40.5528,39.6797,40.3619,485225.0
2021-03-11,40.3142,40.5241,39.2169,39.3791,362902.0
2021-03-12,39.4841,40.1806,39.131,40.0852,247149.0
2021-03-13,39.4841,40.1806,39.131,40.0852,247149.0
2021-03-14,39.4841,40.1806,39.131,40.0852,247149.0
2021-03-15,40.1138,41.2302,39.9707,41.2016,372173.0
2021-03-16,41.2016,41.2686,40.7229,41.1059,220070.0
2021-03-17,41.192,41.2782,40.4166,40.9623,311955.0
2021-03-18,40.6942,40.9144,40.2443,40.3687,577250.0
2021-03-19,40.5123,40.5554,39.5359,39.7082,1005488.0
2021-03-20,40.5123,40.5554,39.5359,39.7082,1005488.0
2021-03-21,40.5123,40.5554,39.5359,39.7082,1005488.0
2021-03-22,40.005,40.6847,38.9615,40.407,338955.0
2021-03-23,40.4932,40.6751,39.7369,39.8327,303953.0
2021-03-24,39.8422,40.5506,39.7369,40.1007,239558.0
2021-03-25,40.1869,41.1633,39.8949,41.0197,319103.0
2021-03-26,41.2686,41.3356,40.7421,41.1729,246303.0
2021-03-27,41.2686,41.3356,40.7421,41.1729,246303.0
2021-03-28,41.2686,41.3356,40.7421,41.1729,246303.0
2021-03-29,40.8474,41.843,40.6751,41.5654,373268.0
2021-03-30,41.4218,41.5989,40.7134,40.8953,464756.0
2021-03-31,40.8857,41.1011,40.2156,40.2347,434228.0
2021-04-01,38.9179,40.7517,38.9179,40.1964,389052.0
2021-04-02,38.9179,40.7517,38.9179,40.1964,389052.0
2021-04-03,38.9179,40.7517,38.9179,40.1964,389052.0
2021-04-04,38.9179,40.7517,38.9179,40.1964,389052.0
2021-04-05,40.5123,40.5889,39.9954,40.5506,385812.0
2021-04-06,40.2539,40.8953,40.072,40.8665,180011.0
2021-04-07,40.9718,41.0963,40.139,40.2539,211472.0
2021-04-08,40.34,40.5123,40.1199,40.2539,271076.0
2021-04-09,40.4358,40.6559,40.139,40.3113,284063.0
2021-04-10,40.4358,40.6559,40.139,40.3113,284063.0
2021-04-11,40.4358,40.6559,40.139,40.3113,284063.0
2021-04-12,40.6081,40.6847,40.1677,40.474,248441.0
2021-04-13,40.273,40.6464,40.2347,40.5219,241381.0
2021-04-14,40.3783,40.7134,40.0015,40.4453,324291.0
2021-04-15,40.4836,40.924,39.8084,40.6559,174035.0
2021-04-16,40.9335,41.7664,40.924,41.6898,309166.0
2021-04-17,40.9335,41.7664,40.924,41.6898,309166.0
2021-04-18,40.9335,41.7664,40.924,41.6898,309166.0
2021-04-19,41.8717,41.8717,41.2399,41.843,308135.0
2021-04-20,41.8525,42.5992,41.6611,41.7472,339179.0
2021-04-21,41.8621,42.5992,41.7377,42.2929,324487.0
2021-04-22,42.1876,42.336,41.6419,41.7951,155598.0
2021-04-23,41.977,42.245,41.6994,41.9961,182940.0
2021-04-24,41.977,42.245,41.6994,41.9961,182940.0
2021-04-25,41.977,42.245,41.6994,41.9961,182940.0
2021-04-26,42.2259,42.6471,41.4409,41.4601,230096.0
2021-04-27,41.4026,41.6707,41.0771,41.259,359486.0
2021-04-28,40.8282,41.5749,39.4593,39.5072,538884.0
2021-04-29,39.3827,40.6847,39.2487,40.5076,486410.0
2021-04-30,40.2922,40.6847,40.0481,40.3687,739886.0
2021-05-01,40.2922,40.6847,40.0481,40.3687,739886.0
2021-05-02,40.2922,40.6847,40.0481,40.3687,739886.0
2021-05-03,40.6847,41.1441,40.3496,40.7325,440646.0
2021-05-04,40.8665,41.0006,40.7134,40.8378,564254.0
2021-05-05,40.8091,41.5749,40.3975,41.3787,390605.0
2021-05-06,41.7089,41.7089,40.857,41.2686,406658.0
2021-05-07,41.2494,41.5175,40.9479,41.3739,240634.0
2021-05-08,41.2494,41.5175,40.9479,41.3739,240634.0
2021-05-09,41.2494,41.5175,40.9479,41.3739,240634.0
2021-05-10,41.4313,41.8621,41.1537,41.2016,214104.0
2021-05-11,41.0963,41.3739,40.7229,41.2638,287527.0
2021-05-12,41.1729,41.2016,40.6272,40.6368,230968.0
2021-05-13,40.8282,41.977,40.6559,41.6994,368903.0
2021-05-14,42.0536,42.2594,41.393,41.4218,301609.0
2021-05-15,42.0536,42.2594,41.393,41.4218,301609.0
2021-05-16,42.0536,42.2594,41.393,41.4218,301609.0
2021-05-17,41.5749,42.0201,41.1729,41.9483,287101.0
2021-05-18,41.9674,42.0775,41.7281,41.843,356111.0
2021-05-19,41.5462,41.7664,40.6942,40.991,385148.0
2021-05-20,41.5175,41.7472,41.058,41.4122,267618.0
2021-05-21,41.6707,41.6707,41.1154,41.3643,456692.0
2021-05-22,41.6707,41.6707,41.1154,41.3643,456692.0
2021-05-23,41.6707,41.6707,41.1154,41.3643,456692.0
2021-05-24,41.3643,41.551,41.1824,41.3356,217724.0
2021-05-25,41.4505,41.4505,40.6942,40.7708,262636.0
2021-05-26,40.5985,40.8474,40.1342,40.4645,334249.0
2021-05-27,40.7134,41.0197,40.2539,40.3975,343887.0
2021-05-28,40.311,40.6568,40.2342,40.4647,287498.0
