,VCTR US Equity,VCTR US Equity,VCTR US Equity,VCTR US Equity,VCTR US Equity
2020-03-15,12.1455,13.2569,11.4463,13.2569,179918.0
2020-03-16,9.8956,12.8625,9.1248,12.0648,457664.0
2020-03-17,12.9253,12.9253,12.1006,12.2441,357425.0
2020-03-18,11.1774,13.7947,11.1416,12.2172,432889.0
2020-03-19,12.1275,13.1763,11.1864,12.504,370078.0
2020-03-20,12.6116,13.1045,11.7331,12.9342,310644.0
2020-03-21,12.6116,13.1045,11.7331,12.9342,310644.0
2020-03-22,12.6116,13.1045,11.7331,12.9342,310644.0
2020-03-23,12.7729,13.5079,11.5987,12.495,326926.0
2020-03-24,13.0149,13.4362,12.3964,13.1763,95539.0
2020-03-25,13.4362,14.3236,12.997,14.0278,155351.0
2020-03-26,14.0995,15.0586,13.6782,14.7897,131853.0
2020-03-27,14.4222,14.6956,13.6961,14.5028,101938.0
2020-03-28,14.4222,14.6956,13.6961,14.5028,101938.0
2020-03-29,14.4222,14.6956,13.6961,14.5028,101938.0
2020-03-30,14.5028,14.8838,13.248,14.6732,114970.0
2020-03-31,14.5118,14.96,14.1264,14.6642,87425.0
2020-04-01,14.0367,14.476,13.723,14.1353,128404.0
2020-04-02,14.1174,14.3415,13.7678,13.9023,166253.0
2020-04-03,13.8575,13.8754,13.2908,13.4541,91599.0
2020-04-04,13.8575,13.8754,13.2908,13.4541,91599.0
2020-04-05,13.8575,13.8754,13.2908,13.4541,91599.0
2020-04-06,13.0597,14.3415,12.8356,14.3415,202050.0
2020-04-07,14.3415,15.3813,13.8825,14.6104,339430.0
2020-04-08,13.7678,14.189,12.9432,13.732,240654.0
2020-04-09,13.983,14.1981,13.23,13.4721,102938.0
2020-04-10,13.983,14.1981,13.23,13.4721,102938.0
2020-04-11,13.983,14.1981,13.23,13.4721,102938.0
2020-04-12,13.983,14.1981,13.23,13.4721,102938.0
2020-04-13,13.4721,13.553,12.5578,12.8088,116154.0
2020-04-14,12.8715,13.2549,12.3247,13.1045,130785.0
2020-04-15,12.6474,12.8356,11.8945,12.6026,133014.0
2020-04-16,12.5757,12.5757,12.1455,12.5757,104499.0
2020-04-17,13.2211,13.2211,12.6116,12.9163,133019.0
2020-04-18,13.2211,13.2211,12.6116,12.9163,133019.0
2020-04-19,13.2211,13.2211,12.6116,12.9163,133019.0
2020-04-20,12.746,12.746,12.1813,12.5219,138013.0
2020-04-21,12.2889,12.8356,12.1006,12.504,68200.0
2020-04-22,12.7908,13.1045,12.3158,13.0866,115239.0
2020-04-23,13.1583,13.5617,13.0418,13.4541,156335.0
2020-04-24,13.49,13.49,12.737,13.1135,191268.0
2020-04-25,13.49,13.49,12.737,13.1135,191268.0
2020-04-26,13.49,13.49,12.737,13.1135,191268.0
2020-04-27,13.1583,13.248,12.6474,13.1135,131746.0
2020-04-28,13.1673,13.3197,12.7281,13.1135,114008.0
2020-04-29,13.4183,13.796,13.1314,13.741,151280.0
2020-04-30,13.6155,13.6692,13.2435,13.5258,138556.0
2020-05-01,13.3914,13.3914,12.9701,13.3645,142227.0
2020-05-02,13.3914,13.3914,12.9701,13.3645,142227.0
2020-05-03,13.3914,13.3914,12.9701,13.3645,142227.0
2020-05-04,13.2211,13.2569,12.8984,13.1045,167543.0
2020-05-05,13.0956,13.3017,12.8267,12.8805,241607.0
2020-05-06,13.0597,13.3735,12.8177,13.23,136943.0
2020-05-07,13.4362,13.6424,13.1225,13.2031,143271.0
2020-05-08,13.4183,13.6424,13.0956,13.3376,197968.0
2020-05-09,13.4183,13.6424,13.0956,13.3376,197968.0
2020-05-10,13.4183,13.6424,13.0956,13.3376,197968.0
2020-05-11,13.8216,14.5656,13.3434,13.6334,220019.0
2020-05-12,13.6692,14.0995,13.2211,13.4272,177528.0
2020-05-13,13.3914,13.4631,12.3247,12.6743,188427.0
2020-05-14,12.5936,12.5936,11.6256,12.253,369751.0
2020-05-15,12.1544,13.2838,11.9124,12.5219,304826.0
2020-05-16,12.1544,13.2838,11.9124,12.5219,304826.0
2020-05-17,12.1544,13.2838,11.9124,12.5219,304826.0
2020-05-18,12.8625,13.8933,12.8625,13.8575,210506.0
2020-05-19,14.0099,14.0726,13.2569,13.8575,99793.0
2020-05-20,14.0816,14.1264,13.4093,13.6961,170565.0
2020-05-21,13.6692,14.0726,13.6692,14.0009,59207.0
2020-05-22,13.9471,14.0547,13.8037,13.974,41905.0
2020-05-23,13.9471,14.0547,13.8037,13.974,41905.0
2020-05-24,13.9471,14.0547,13.8037,13.974,41905.0
2020-05-25,13.9471,14.0547,13.8037,13.974,41905.0
2020-05-26,14.6283,15.0048,14.1802,14.718,124181.0
2020-05-27,15.0407,15.193,14.6007,15.0407,92910.0
2020-05-28,15.193,15.5695,14.8703,14.8703,99363.0
2020-05-29,14.9331,15.0138,13.4676,14.9779,192415.0
2020-05-30,14.9331,15.0138,13.4676,14.9779,192415.0
2020-05-31,14.9331,15.0138,13.4676,14.9779,192415.0
2020-06-01,14.951,15.6681,14.7717,15.1572,78627.0
2020-06-02,15.2916,15.5336,15.0944,15.3992,98087.0
2020-06-03,15.5336,16.179,15.2647,15.8922,172367.0
2020-06-04,15.9101,16.0894,15.0675,15.6591,163830.0
2020-06-05,15.9101,16.2842,15.7757,16.0535,206549.0
2020-06-06,15.9101,16.2842,15.7757,16.0535,206549.0
2020-06-07,15.9101,16.2842,15.7757,16.0535,206549.0
2020-06-08,16.2866,17.2008,16.2418,17.0754,576052.0
2020-06-09,17.1203,17.1473,16.3609,17.0125,172665.0
2020-06-10,17.1023,17.4708,15.8801,16.2486,140139.0
2020-06-11,15.907,15.907,13.6378,13.7771,172957.0
2020-06-12,14.1456,14.7657,14.0512,14.2085,76358.0
2020-06-13,14.1456,14.7657,14.0512,14.2085,76358.0
2020-06-14,14.1456,14.7657,14.0512,14.2085,76358.0
2020-06-15,14.0827,14.559,13.5327,14.2984,135391.0
2020-06-16,14.8645,15.1162,14.0827,14.4871,275536.0
2020-06-17,14.6219,15.224,14.4511,15.1252,124719.0
2020-06-18,15.269,15.3139,14.55,14.7927,83924.0
2020-06-19,14.9454,14.9454,14.1096,14.8286,137867.0
2020-06-20,14.9454,14.9454,14.1096,14.8286,137867.0
2020-06-21,14.9454,14.9454,14.1096,14.8286,137867.0
2020-06-22,14.7657,15.2959,14.6578,15.0892,99681.0
2020-06-23,15.1072,15.269,14.523,14.7387,73542.0
2020-06-24,14.577,14.8106,14.1186,14.6578,123810.0
2020-06-25,14.5949,14.8251,14.3343,14.6219,147009.0
2020-06-26,14.559,14.6264,14.2534,14.559,317790.0
2020-06-27,14.559,14.6264,14.2534,14.559,317790.0
2020-06-28,14.559,14.6264,14.2534,14.559,317790.0
2020-06-29,14.6309,14.8645,14.3793,14.7927,222978.0
2020-06-30,14.7387,15.6464,14.7208,15.4487,194112.0
2020-07-01,15.5026,15.8172,15.4307,15.5655,200682.0
2020-07-02,15.7453,16.0508,15.5655,15.8172,153520.0
2020-07-03,15.7453,16.0508,15.5655,15.8172,153520.0
2020-07-04,15.7453,16.0508,15.5655,15.8172,153520.0
2020-07-05,15.7453,16.0508,15.5655,15.8172,153520.0
2020-07-06,16.4912,16.4912,15.8802,16.1856,264505.0
2020-07-07,16.0508,16.1362,15.8262,15.97,207559.0
2020-07-08,15.961,16.3204,15.934,16.2126,74764.0
2020-07-09,16.4463,16.5721,15.7992,16.0688,157042.0
2020-07-10,16.0508,16.8507,15.8262,16.8507,120761.0
2020-07-11,16.0508,16.8507,15.8262,16.8507,120761.0
2020-07-12,16.0508,16.8507,15.8262,16.8507,120761.0
2020-07-13,16.9765,17.1652,15.7363,15.97,253480.0
2020-07-14,15.925,16.7698,15.8711,16.4103,189083.0
2020-07-15,16.4912,17.1293,16.3025,17.0214,111819.0
2020-07-16,16.8956,17.2281,16.2126,17.1383,82989.0
2020-07-17,17.0754,17.1383,16.7518,17.0933,105986.0
2020-07-18,17.0754,17.1383,16.7518,17.0933,105986.0
2020-07-19,17.0754,17.1383,16.7518,17.0933,105986.0
2020-07-20,17.0754,17.5067,16.8687,17.5067,88917.0
2020-07-21,17.7224,17.9022,17.0843,17.2641,107188.0
2020-07-22,17.2192,17.4708,16.9945,17.4169,80348.0
2020-07-23,17.3899,17.3899,16.9226,17.1383,82512.0
2020-07-24,17.0304,17.2461,16.7608,16.9316,108617.0
2020-07-25,17.0304,17.2461,16.7608,16.9316,108617.0
2020-07-26,17.0304,17.2461,16.7608,16.9316,108617.0
2020-07-27,17.0484,17.0574,16.644,17.0304,59691.0
2020-07-28,16.9406,17.2057,16.5721,16.9585,69983.0
2020-07-29,16.9675,17.0394,16.4193,16.7249,111383.0
2020-07-30,16.5182,16.653,16.2036,16.3834,43468.0
2020-07-31,16.4642,16.4642,15.7453,15.952,45967.0
2020-08-01,16.4642,16.4642,15.7453,15.952,45967.0
2020-08-02,16.4642,16.4642,15.7453,15.952,45967.0
2020-08-03,15.925,16.4373,15.8531,16.3923,101591.0
2020-08-04,16.3474,16.3879,15.907,16.3294,81223.0
2020-08-05,16.3204,16.626,16.0598,16.1946,124875.0
2020-08-06,16.5361,16.9927,16.2935,16.3789,100669.0
2020-08-07,16.3564,16.9855,16.3564,16.8327,83407.0
2020-08-08,16.3564,16.9855,16.3564,16.8327,83407.0
2020-08-09,16.3564,16.9855,16.3564,16.8327,83407.0
2020-08-10,16.8507,17.0574,16.653,16.9406,52508.0
2020-08-11,17.0394,17.2461,16.8507,17.0035,47065.0
2020-08-12,17.1113,17.1203,16.4822,16.7069,53856.0
2020-08-13,16.8776,16.9091,16.1317,16.5272,58826.0
2020-08-14,16.4373,16.8146,16.3025,16.5272,632865.0
2020-08-15,16.4373,16.8146,16.3025,16.5272,632865.0
2020-08-16,16.4373,16.8146,16.3025,16.5272,632865.0
2020-08-17,16.5002,16.5811,16.0149,16.0958,124029.0
2020-08-18,16.0239,16.0508,15.7273,15.8082,91615.0
2020-08-19,15.7722,15.8936,15.4397,15.6914,101629.0
2020-08-20,15.5566,15.8172,15.224,15.7183,73989.0
2020-08-21,15.6824,15.7543,15.1072,15.6284,110799.0
2020-08-22,15.6824,15.7543,15.1072,15.6284,110799.0
2020-08-23,15.6824,15.7543,15.1072,15.6284,110799.0
2020-08-24,15.7183,15.7767,15.4307,15.5386,73518.0
2020-08-25,15.5835,15.6824,15.278,15.4487,63761.0
2020-08-26,15.4577,15.57,15.3049,15.3498,72465.0
2020-08-27,15.3588,15.3768,15.233,15.233,59592.0
2020-08-28,15.269,15.2869,15.0713,15.269,49595.0
2020-08-29,15.269,15.2869,15.0713,15.269,49595.0
2020-08-30,15.269,15.2869,15.0713,15.269,49595.0
2020-08-31,15.1521,15.6914,15.1431,15.6284,139940.0
2020-09-01,15.6015,15.907,15.4757,15.8262,95930.0
2020-09-02,15.907,16.4103,15.5341,16.3115,107684.0
2020-09-03,16.2306,16.4283,15.916,16.2036,112571.0
2020-09-04,16.3115,16.3294,15.6464,16.0778,76578.0
2020-09-05,16.3115,16.3294,15.6464,16.0778,76578.0
2020-09-06,16.3115,16.3294,15.6464,16.0778,76578.0
2020-09-07,16.3115,16.3294,15.6464,16.0778,76578.0
2020-09-08,15.916,15.961,15.4667,15.7812,51397.0
2020-09-09,16.0067,16.0067,15.5107,15.5197,53482.0
2020-09-10,15.646,15.7136,14.7712,14.8253,51295.0
2020-09-11,14.8344,15.1319,14.7622,14.9426,84029.0
2020-09-12,14.8344,15.1319,14.7622,14.9426,84029.0
2020-09-13,14.8344,15.1319,14.7622,14.9426,84029.0
2020-09-14,15.0959,15.6099,15.0923,15.2852,60945.0
2020-09-15,15.2852,15.5423,14.9065,15.1319,107343.0
2020-09-16,15.0959,15.4205,15.0147,15.0778,48028.0
2020-09-17,14.9426,15.1184,14.8073,15.0598,70770.0
2020-09-18,15.0508,15.3123,14.9696,15.0237,95494.0
2020-09-19,15.0508,15.3123,14.9696,15.0237,95494.0
2020-09-20,15.0508,15.3123,14.9696,15.0237,95494.0
2020-09-21,14.9155,14.9426,14.5812,14.7802,41595.0
2020-09-22,14.7893,14.929,14.5638,14.7712,66711.0
2020-09-23,14.8344,15.3664,14.4736,14.4736,62073.0
2020-09-24,14.5097,14.9651,14.4286,14.6991,49546.0
2020-09-25,14.6089,15.0057,14.4466,14.7622,87480.0
2020-09-26,14.6089,15.0057,14.4466,14.7622,87480.0
2020-09-27,14.6089,15.0057,14.4466,14.7622,87480.0
2020-09-28,14.9426,15.5197,14.9426,15.159,62012.0
2020-09-29,15.2221,15.2492,14.9426,15.15,39252.0
2020-09-30,15.2311,15.3303,14.9696,15.2311,82042.0
2020-10-01,15.177,15.3394,14.9065,15.15,119889.0
2020-10-02,14.8975,15.7181,14.8975,15.6009,104316.0
2020-10-03,14.8975,15.7181,14.8975,15.6009,104316.0
2020-10-04,14.8975,15.7181,14.8975,15.6009,104316.0
2020-10-05,15.7812,16.1059,15.7812,15.8263,38886.0
2020-10-06,15.8263,16.1059,15.5828,15.6009,62919.0
2020-10-07,15.7993,16.1059,15.4656,15.6911,57740.0
2020-10-08,15.8804,16.674,15.8804,16.665,125737.0
2020-10-09,16.5207,16.8093,16.4215,16.701,45148.0
2020-10-10,16.5207,16.8093,16.4215,16.701,45148.0
2020-10-11,16.5207,16.8093,16.4215,16.701,45148.0
2020-10-12,16.683,17.2692,16.683,17.0798,74838.0
2020-10-13,17.0798,17.188,16.7191,17.1339,77446.0
2020-10-14,17.1159,17.5397,16.8724,17.0888,85393.0
2020-10-15,16.8453,17.2782,16.701,17.188,34705.0
2020-10-16,17.3503,17.5848,17.3323,17.3864,54001.0
2020-10-17,17.3503,17.5848,17.3323,17.3864,54001.0
2020-10-18,17.3503,17.5848,17.3323,17.3864,54001.0
2020-10-19,17.5217,17.6569,17.206,17.2511,41911.0
2020-10-20,17.2692,17.5307,17.1339,17.5307,62674.0
2020-10-21,17.4585,17.8553,17.2511,17.5577,90346.0
2020-10-22,17.5487,17.8463,17.5487,17.702,47193.0
2020-10-23,17.8193,17.9455,17.5397,17.9455,43114.0
2020-10-24,17.8193,17.9455,17.5397,17.9455,43114.0
2020-10-25,17.8193,17.9455,17.5397,17.9455,43114.0
2020-10-26,17.7561,17.8463,17.3954,17.7742,71337.0
2020-10-27,17.6569,17.9185,17.2962,17.7832,211798.0
2020-10-28,17.4946,17.6119,16.9085,17.0708,80268.0
2020-10-29,16.9716,17.3323,16.7101,16.8183,31482.0
2020-10-30,16.7101,16.7101,16.2682,16.5387,66915.0
2020-10-31,16.7101,16.7101,16.2682,16.5387,66915.0
2020-11-01,16.7101,16.7101,16.2682,16.5387,66915.0
2020-11-02,16.5748,16.5748,16.2583,16.4486,35855.0
2020-11-03,16.6109,16.9626,16.4486,16.5117,27544.0
2020-11-04,16.683,17.0708,16.683,17.0257,36614.0
2020-11-05,17.8193,17.9185,17.5127,17.693,54494.0
2020-11-06,17.8283,17.8373,16.8363,17.2782,50029.0
2020-11-07,17.8283,17.8373,16.8363,17.2782,50029.0
2020-11-08,17.8283,17.8373,16.8363,17.2782,50029.0
2020-11-09,17.9004,17.9004,17.2872,17.711,46879.0
2020-11-10,17.684,17.711,17.3864,17.4495,52014.0
2020-11-11,17.4405,17.5397,17.2511,17.5397,29342.0
2020-11-12,17.4856,17.7832,17.436,17.675,40863.0
2020-11-13,17.711,17.9635,17.5127,17.8193,34590.0
2020-11-14,17.711,17.9635,17.5127,17.8193,34590.0
2020-11-15,17.711,17.9635,17.5127,17.8193,34590.0
2020-11-16,18.0357,18.216,17.9906,18.171,34152.0
2020-11-17,18.0808,18.1087,17.9004,18.0357,37157.0
2020-11-18,18.1439,18.216,18.0718,18.198,46988.0
2020-11-19,17.3503,17.4766,16.3043,17.179,204624.0
2020-11-20,17.0347,17.0437,16.5838,16.5838,109635.0
2020-11-21,17.0347,17.0437,16.5838,16.5838,109635.0
2020-11-22,17.0347,17.0437,16.5838,16.5838,109635.0
2020-11-23,16.7642,17.4676,16.681,17.1519,58136.0
2020-11-24,17.2241,18.5317,17.2151,18.2431,82359.0
2020-11-25,18.216,18.4595,17.8644,18.4325,73369.0
2020-11-26,18.216,18.4595,17.8644,18.4325,73369.0
2020-11-27,18.4415,18.9375,18.3152,18.4054,41640.0
2020-11-28,18.4415,18.9375,18.3152,18.4054,41640.0
2020-11-29,18.4415,18.9375,18.3152,18.4054,41640.0
2020-11-30,18.1439,18.9555,18.1439,18.5136,109620.0
2020-12-01,18.7301,19.5507,18.7301,19.3658,103500.0
2020-12-02,19.1629,19.7401,18.9827,19.6679,98616.0
2020-12-03,19.7491,21.228,19.7491,20.7591,213789.0
2020-12-04,20.8132,20.962,19.7942,20.227,123438.0
2020-12-05,20.8132,20.962,19.7942,20.227,123438.0
2020-12-06,20.8132,20.962,19.7942,20.227,123438.0
2020-12-07,20.0557,20.1497,19.6207,19.9475,128657.0
2020-12-08,20.0016,20.6328,19.8573,20.3533,96544.0
2020-12-09,20.3895,21.0408,20.3895,20.8056,110529.0
2020-12-10,20.8689,21.0317,20.5794,20.9141,39673.0
2020-12-11,20.7332,21.2307,20.7332,21.1764,64658.0
2020-12-12,20.7332,21.2307,20.7332,21.1764,64658.0
2020-12-13,20.7332,21.2307,20.7332,21.1764,64658.0
2020-12-14,21.2398,21.8006,20.2538,20.3442,86896.0
2020-12-15,20.2447,20.6246,19.6567,20.3895,105957.0
2020-12-16,20.5885,20.688,19.887,20.2447,70271.0
2020-12-17,20.3261,21.095,20.109,20.9141,60163.0
2020-12-18,20.9141,21.0768,19.6658,20.9593,106710.0
2020-12-19,20.9141,21.0768,19.6658,20.9593,106710.0
2020-12-20,20.9141,21.0768,19.6658,20.9593,106710.0
2020-12-21,20.7241,20.9774,20.1271,20.9051,63254.0
2020-12-22,20.9141,21.0046,20.3895,20.887,51451.0
2020-12-23,20.9955,22.0358,20.8508,21.6921,58042.0
2020-12-24,21.7192,22.0539,21.3212,21.5202,46698.0
2020-12-25,21.7192,22.0539,21.3212,21.5202,46698.0
2020-12-26,21.7192,22.0539,21.3212,21.5202,46698.0
2020-12-27,21.7192,22.0539,21.3212,21.5202,46698.0
2020-12-28,21.6106,22.0901,21.4478,21.7102,22348.0
2020-12-29,21.7192,21.9182,21.3393,21.6468,37933.0
2020-12-30,21.6559,22.47,21.5383,22.0991,41604.0
2020-12-31,22.2167,22.5786,22.1263,22.4429,41931.0
2021-01-01,22.2167,22.5786,22.1263,22.4429,41931.0
2021-01-02,22.2167,22.5786,22.1263,22.4429,41931.0
2021-01-03,22.2167,22.5786,22.1263,22.4429,41931.0
2021-01-04,22.4429,22.9133,22.2891,22.5333,73181.0
2021-01-05,22.4338,23.5555,21.3393,21.5202,78787.0
2021-01-06,21.5654,22.28,21.4659,21.7282,87278.0
2021-01-07,22.0991,22.9716,20.896,21.0498,57129.0
2021-01-08,21.0498,21.6921,20.8689,21.5021,46571.0
2021-01-09,21.0498,21.6921,20.8689,21.5021,46571.0
2021-01-10,21.0498,21.6921,20.8689,21.5021,46571.0
2021-01-11,21.6106,21.6106,20.991,21.2579,29890.0
2021-01-12,21.3393,21.9725,21.1451,21.8368,35541.0
2021-01-13,21.9544,22.546,21.7844,22.271,29970.0
2021-01-14,22.4519,22.502,22.0539,22.1082,24649.0
2021-01-15,22.0358,22.5831,21.7107,22.0991,23612.0
2021-01-16,22.0358,22.5831,21.7107,22.0991,23612.0
2021-01-17,22.0358,22.5831,21.7107,22.0991,23612.0
2021-01-18,22.0358,22.5831,21.7107,22.0991,23612.0
2021-01-19,22.1986,22.2891,22.0177,22.0539,27922.0
2021-01-20,22.1896,22.1896,21.6468,21.8187,23249.0
2021-01-21,21.9182,22.3795,21.6106,21.6559,35392.0
2021-01-22,21.5473,21.7467,20.8598,21.1584,61451.0
2021-01-23,21.5473,21.7467,20.8598,21.1584,61451.0
2021-01-24,21.5473,21.7467,20.8598,21.1584,61451.0
2021-01-25,21.2036,21.4912,20.0909,20.2719,58141.0
2021-01-26,20.299,20.8056,20.299,20.507,62651.0
2021-01-27,20.4709,20.5432,19.6477,19.6477,49170.0
2021-01-28,19.9191,19.9191,19.503,19.6386,48262.0
2021-01-29,19.6025,19.8919,19.0922,19.1954,65265.0
2021-01-30,19.6025,19.8919,19.0922,19.1954,65265.0
2021-01-31,19.6025,19.8919,19.0922,19.1954,65265.0
2021-02-01,18.7974,20.3352,14.193,19.8919,49881.0
2021-02-02,20.0909,21.2126,19.5572,20.9413,44350.0
2021-02-03,20.688,21.5745,20.6346,20.9865,59930.0
2021-02-04,20.9684,22.3027,20.5613,21.9182,71944.0
2021-02-05,22.1534,22.461,21.7463,22.3705,70496.0
2021-02-06,22.1534,22.461,21.7463,22.3705,70496.0
2021-02-07,22.1534,22.461,21.7463,22.3705,70496.0
2021-02-08,22.2258,22.7866,22.0603,22.4791,55195.0
2021-02-09,22.3976,22.8138,22.1444,22.5514,46442.0
2021-02-10,22.4157,22.5198,21.9453,22.4067,43316.0
2021-02-11,22.3162,23.3656,22.1172,23.1032,108329.0
2021-02-12,23.1213,23.2751,22.4429,22.7233,42180.0
2021-02-13,23.1213,23.2751,22.4429,22.7233,42180.0
2021-02-14,23.1213,23.2751,22.4429,22.7233,42180.0
2021-02-15,23.1213,23.2751,22.4429,22.7233,42180.0
2021-02-16,22.7776,22.8629,22.1805,22.5695,80045.0
2021-02-17,22.669,23.0128,21.9363,22.3162,68482.0
2021-02-18,22.2891,22.2891,21.7192,21.7554,38381.0
2021-02-19,21.8187,22.0901,21.6287,21.7192,62464.0
2021-02-20,21.8187,22.0901,21.6287,21.7192,62464.0
2021-02-21,21.8187,22.0901,21.6287,21.7192,62464.0
2021-02-22,21.7282,22.5333,21.7282,22.4248,69367.0
2021-02-23,22.4248,22.4248,21.484,21.9634,74502.0
2021-02-24,21.8097,22.6147,21.7282,22.2167,37309.0
2021-02-25,22.1353,22.4953,21.6016,21.6921,29475.0
2021-02-26,21.8458,21.8458,21.1131,21.484,60465.0
2021-02-27,21.8458,21.8458,21.1131,21.484,60465.0
2021-02-28,21.8458,21.8458,21.1131,21.484,60465.0
2021-03-01,21.7916,22.8711,21.7916,22.6419,96410.0
2021-03-02,22.6147,22.6328,22.0774,22.2981,46339.0
2021-03-03,22.3615,22.7504,21.9363,22.1715,157455.0
2021-03-04,22.2529,22.3343,20.8106,21.3845,85036.0
2021-03-05,21.3483,22.2981,21.2579,22.1986,106494.0
2021-03-06,21.3483,22.2981,21.2579,22.1986,106494.0
2021-03-07,21.3483,22.2981,21.2579,22.1986,106494.0
2021-03-08,22.4067,22.9947,22.3977,22.6147,84176.0
2021-03-09,22.8871,23.1368,22.5875,22.7055,75911.0
2021-03-10,22.7328,23.1776,22.7055,23.0142,116054.0
2021-03-11,23.0596,23.4046,22.7418,23.0777,49651.0
2021-03-12,23.105,23.7768,23.105,23.6951,118382.0
2021-03-13,23.105,23.7768,23.105,23.6951,118382.0
2021-03-14,23.105,23.7768,23.105,23.6951,118382.0
2021-03-15,23.7859,24.4577,23.3773,24.3124,211851.0
2021-03-16,24.2126,24.603,23.9947,24.1853,72428.0
2021-03-17,24.2398,24.5394,24.0401,24.4305,51534.0
2021-03-18,24.6393,24.7119,23.6588,23.7586,92405.0
2021-03-19,23.7223,24.5122,23.4046,24.0582,163879.0
2021-03-20,23.7223,24.5122,23.4046,24.0582,163879.0
2021-03-21,23.7223,24.5122,23.4046,24.0582,163879.0
2021-03-22,24.0673,24.1672,23.2502,23.5135,60806.0
2021-03-23,23.3229,23.341,22.642,22.6511,92392.0
2021-03-24,22.8871,23.1912,22.5512,22.76,40093.0
2021-03-25,22.6238,23.6361,22.4422,23.2956,139525.0
2021-03-26,23.568,23.913,23.3773,23.6497,63495.0
2021-03-27,23.568,23.913,23.3773,23.6497,63495.0
2021-03-28,23.568,23.913,23.3773,23.6497,63495.0
2021-03-29,23.568,23.8267,23.1231,23.5226,87501.0
2021-03-30,23.7042,23.7223,23.0414,23.3501,160588.0
2021-03-31,23.3319,23.7132,23.0687,23.2048,122926.0
2021-04-01,23.4409,23.8767,23.1776,23.5044,101103.0
2021-04-02,23.4409,23.8767,23.1776,23.5044,101103.0
2021-04-03,23.4409,23.8767,23.1776,23.5044,101103.0
2021-04-04,23.4409,23.8767,23.1776,23.5044,101103.0
2021-04-05,23.8676,24.4305,23.7802,24.1672,53810.0
2021-04-06,24.2307,24.4032,23.8948,23.9584,58495.0
2021-04-07,24.0038,24.8299,24.0038,24.4395,108109.0
2021-04-08,24.5848,24.6574,24.1671,24.5122,50591.0
2021-04-09,24.9661,26.455,24.9661,26.3642,287740.0
2021-04-10,24.9661,26.455,24.9661,26.3642,287740.0
2021-04-11,24.9661,26.455,24.9661,26.3642,287740.0
2021-04-12,26.3279,26.5912,25.5017,25.7015,152488.0
2021-04-13,25.647,26.1009,24.8208,24.8208,108880.0
2021-04-14,25.0296,25.2929,24.5303,24.8753,96604.0
2021-04-15,24.957,25.2475,24.7391,25.0387,95179.0
2021-04-16,25.1204,25.1386,24.603,25.0569,107757.0
2021-04-17,25.1204,25.1386,24.603,25.0569,107757.0
2021-04-18,25.1204,25.1386,24.603,25.0569,107757.0
2021-04-19,24.9479,26.0646,24.9479,25.9103,157654.0
2021-04-20,25.647,25.9829,25.0115,25.3474,63399.0
2021-04-21,25.5653,26.1145,24.1944,25.5834,138160.0
2021-04-22,25.6651,26.921,25.1478,25.7559,62722.0
2021-04-23,25.9375,26.3869,25.4336,26.1009,153451.0
2021-04-24,25.9375,26.3869,25.4336,26.1009,153451.0
2021-04-25,25.9375,26.3869,25.4336,26.1009,153451.0
2021-04-26,26.3279,26.3914,25.874,26.0011,69291.0
2021-04-27,26.0828,26.2008,25.3111,25.6833,64220.0
2021-04-28,25.7105,25.7741,25.2838,25.5653,98309.0
2021-04-29,25.7378,25.8104,25.3292,25.5471,122642.0
2021-04-30,25.3202,25.3387,25.1023,25.1931,105347.0
2021-05-01,25.3202,25.3387,25.1023,25.1931,105347.0
2021-05-02,25.3202,25.3387,25.1023,25.1931,105347.0
2021-05-03,25.3565,25.883,25.3565,25.5744,52522.0
2021-05-04,25.5562,25.6606,25.2566,25.4382,111843.0
2021-05-05,25.4654,25.7196,25.1861,25.42,65431.0
2021-05-06,25.4563,25.7378,24.7391,25.647,225803.0
2021-05-07,25.4563,27.2357,25.4563,27.0088,263005.0
2021-05-08,25.4563,27.2357,25.4563,27.0088,263005.0
2021-05-09,25.4563,27.2357,25.4563,27.0088,263005.0
2021-05-10,27.5081,27.9166,26.8635,27.0088,242981.0
2021-05-11,26.5458,27.0359,26.1735,26.3279,102872.0
2021-05-12,26.337,26.337,24.5666,24.8208,138831.0
2021-05-13,24.8935,25.7378,24.8935,25.5108,58495.0
2021-05-14,25.7922,26.9725,25.7832,26.8181,81125.0
2021-05-15,25.7922,26.9725,25.7832,26.8181,81125.0
2021-05-16,25.7922,26.9725,25.7832,26.8181,81125.0
2021-05-17,26.8817,27.377,26.5912,26.7183,46557.0
2021-05-18,26.6184,27.2721,26.4822,26.9543,96683.0
2021-05-19,26.6184,26.8181,26.0918,26.4277,91903.0
2021-05-20,26.346,27.0451,26.2008,26.6729,38897.0
2021-05-21,26.8454,27.4082,26.7909,27.0179,58529.0
2021-05-22,26.8454,27.4082,26.7909,27.0179,58529.0
2021-05-23,26.8454,27.4082,26.7909,27.0179,58529.0
2021-05-24,27.1813,27.499,27.1086,27.2539,51075.0
2021-05-25,27.2539,27.4173,26.4958,26.6002,43629.0
2021-05-26,26.6547,27.2357,26.6366,26.8726,34977.0
2021-05-27,26.9452,27.3356,26.8726,27.0269,70650.0
2021-05-28,27.2357,27.5444,26.8454,27.2539,67589.0
2021-05-29,27.2357,27.5444,26.8454,27.2539,67589.0
2021-05-30,27.2357,27.5444,26.8454,27.2539,67589.0
