,WMT US Equity,WMT US Equity,WMT US Equity,WMT US Equity,WMT US Equity
2020-03-01,33.5886,33.8475,32.5531,33.5855,52512228.0
2020-03-02,33.5605,36.3044,33.4638,36.143,51222717.0
2020-03-03,36.2054,36.6577,35.0389,35.2167,33340932.0
2020-03-04,35.6315,36.4425,35.3914,36.4206,24625266.0
2020-03-05,35.6814,36.5703,35.5286,36.1555,25639515.0
2020-03-06,35.5161,36.7762,35.2479,36.5641,29411133.0
2020-03-07,35.5161,36.7762,35.2479,36.5641,29411133.0
2020-03-08,35.5161,36.7762,35.2479,36.5641,29411133.0
2020-03-09,35.5005,37.6246,35.1606,36.5423,59243529.0
2020-03-10,36.8355,37.6402,35.8436,37.3626,37797186.0
2020-03-11,36.6514,37.1255,35.1824,35.6908,31629003.0
2020-03-12,33.0677,34.7738,32.1195,32.4533,56323338.0
2020-03-13,33.7601,35.7407,32.4002,35.5879,42962124.0
2020-03-14,33.7601,35.7407,32.4002,35.5879,42962124.0
2020-03-15,33.7601,35.7407,32.4002,35.5879,42962124.0
2020-03-16,32.8119,34.7236,31.8139,33.2985,36753894.0
2020-03-17,35.173,37.2004,34.4525,37.1973,52806090.0
2020-03-18,35.8686,39.9482,35.7126,38.2328,77355828.0
2020-03-19,38.9909,39.7866,36.8512,37.4214,57100437.0
2020-03-20,37.437,38.4677,35.053,35.7046,55423554.0
2020-03-21,37.437,38.4677,35.053,35.7046,55423554.0
2020-03-22,37.437,38.4677,35.053,35.7046,55423554.0
2020-03-23,35.7672,36.823,35.1532,35.8017,39365883.0
2020-03-24,36.2998,36.7697,34.8713,36.0367,42705135.0
2020-03-25,35.3913,35.714,33.85,34.2729,53287503.0
2020-03-26,34.2729,34.7334,33.473,34.4045,58293972.0
2020-03-27,34.4953,35.1751,34.0225,34.3293,36160359.0
2020-03-28,34.4953,35.1751,34.0225,34.3293,36160359.0
2020-03-29,34.4953,35.1751,34.0225,34.3293,36160359.0
2020-03-30,35.0436,36.2779,34.7545,36.0868,29212620.0
2020-03-31,35.8111,36.4001,35.2879,35.5949,26271540.0
2020-04-01,35.1344,36.1933,35.0248,35.7578,28269513.0
2020-04-02,35.4571,37.3149,35.1924,37.1707,29515473.0
2020-04-03,36.7196,37.5655,36.6632,37.4308,28624989.0
2020-04-04,36.7196,37.5655,36.6632,37.4308,28624989.0
2020-04-05,36.7196,37.5655,36.6632,37.4308,28624989.0
2020-04-06,37.2992,39.5955,37.2616,39.4953,47768694.0
2020-04-07,38.8405,39.6269,38.1075,38.2171,41369718.0
2020-04-08,38.7497,38.7873,37.7785,38.1701,27876534.0
2020-04-09,37.036,38.4928,36.8606,38.1576,32833197.0
2020-04-10,37.036,38.4928,36.8606,38.1576,32833197.0
2020-04-11,37.036,38.4928,36.8606,38.1576,32833197.0
2020-04-12,37.036,38.4928,36.8606,38.1576,32833197.0
2020-04-13,37.9915,39.37,37.9602,39.2541,24193989.0
2020-04-14,39.818,40.6607,39.4844,40.4132,34098924.0
2020-04-15,40.4132,40.6889,39.8242,40.338,22435293.0
2020-04-16,40.4132,41.6413,40.1782,41.4564,31882344.0
2020-04-17,41.1901,41.6569,40.6403,41.3906,30915273.0
2020-04-18,41.1901,41.6569,40.6403,41.3906,30915273.0
2020-04-19,41.1901,41.6569,40.6403,41.3906,30915273.0
2020-04-20,41.4752,41.7854,40.6513,40.6795,24401823.0
2020-04-21,40.7484,41.0492,40.15,40.479,27900717.0
2020-04-22,40.7265,41.4721,40.3819,41.2246,19455108.0
2020-04-23,40.6795,41.0678,40.0153,40.266,28839891.0
2020-04-24,40.5228,40.692,40.2754,40.551,17348283.0
2020-04-25,40.5228,40.692,40.2754,40.551,17348283.0
2020-04-26,40.5228,40.692,40.2754,40.551,17348283.0
2020-04-27,40.7265,40.8228,40.1532,40.1939,17923815.0
2020-04-28,40.1876,40.8017,40.0059,40.0999,20732082.0
2020-04-29,39.3386,39.3982,38.3925,38.7215,44611974.0
2020-04-30,38.5586,38.6702,37.9195,38.0793,40497780.0
2020-05-01,38.0573,38.7497,37.838,38.5084,31144035.0
2020-05-02,38.0573,38.7497,37.838,38.5084,31144035.0
2020-05-03,38.0573,38.7497,37.838,38.5084,31144035.0
2020-05-04,38.7967,38.9721,38.1294,38.7528,17807637.0
2020-05-05,38.7841,39.2415,38.615,39.0755,19337250.0
2020-05-06,39.2259,39.3136,38.485,38.6275,17309175.0
2020-05-07,38.8478,39.0114,38.231,38.3538,27348540.0
2020-05-08,38.6244,38.7062,38.2688,38.6842,20833056.0
2020-05-09,38.6244,38.7062,38.2688,38.6842,20833056.0
2020-05-10,38.6244,38.7062,38.2688,38.6842,20833056.0
2020-05-11,38.7156,39.1152,38.7062,38.9139,25341915.0
2020-05-12,39.1687,39.54,38.9485,38.9485,19100175.0
2020-05-13,38.8604,39.7225,38.7314,38.9264,29175165.0
2020-05-14,39.2852,39.3733,38.1681,38.8352,22233018.0
2020-05-15,38.8509,39.6281,38.7314,39.6281,31770129.0
2020-05-16,38.8509,39.6281,38.7314,39.6281,31770129.0
2020-05-17,38.8509,39.6281,38.7314,39.6281,31770129.0
2020-05-18,40.119,40.451,39.6785,40.1693,39107712.0
2020-05-19,41.4563,41.5318,39.2726,39.3166,74746320.0
2020-05-20,39.8012,39.8327,39.2159,39.4739,32246406.0
2020-05-21,39.2977,39.6911,39.0964,39.3292,22448220.0
2020-05-22,39.3638,39.4425,38.9453,39.1215,22359486.0
2020-05-23,39.3638,39.4425,38.9453,39.1215,22359486.0
2020-05-24,39.3638,39.4425,38.9453,39.1215,22359486.0
2020-05-25,39.3638,39.4425,38.9453,39.1215,22359486.0
2020-05-26,39.1247,39.4928,38.9013,38.9736,23730546.0
2020-05-27,39.0083,39.1719,38.0832,38.5394,31073685.0
2020-05-28,38.9296,39.3166,38.7534,38.9201,24437919.0
2020-05-29,39.0932,39.2395,38.3663,39.0366,29317293.0
2020-05-30,39.0932,39.2395,38.3663,39.0366,29317293.0
2020-05-31,39.0932,39.2395,38.3663,39.0366,29317293.0
2020-06-01,38.8415,39.1467,38.5017,39.0051,20567256.0
2020-06-02,38.8887,39.0657,38.6432,38.9988,19187805.0
2020-06-03,38.9862,39.0145,38.596,38.8509,20262999.0
2020-06-04,38.6401,38.9821,38.3317,38.423,24014889.0
2020-06-05,38.5677,38.6023,37.7307,38.2499,39337167.0
2020-06-06,38.5677,38.6023,37.7307,38.2499,39337167.0
2020-06-07,38.5677,38.6023,37.7307,38.2499,39337167.0
2020-06-08,37.6269,38.1492,37.5891,38.1492,28344192.0
2020-06-09,38.2625,38.3884,37.9353,38.1838,20746311.0
2020-06-10,38.2499,38.5457,38.1147,38.1241,28141647.0
2020-06-11,38.0706,38.5709,37.5954,37.7874,34162938.0
2020-06-12,37.9195,37.995,36.834,37.0479,32359332.0
2020-06-13,37.9195,37.995,36.834,37.0479,32359332.0
2020-06-14,37.9195,37.995,36.834,37.0479,32359332.0
2020-06-15,37.2556,37.3437,36.8182,37.1549,32703165.0
2020-06-16,37.6961,37.8314,37.2997,37.6489,25185630.0
2020-06-17,37.715,37.8,37.2556,37.4538,20167011.0
2020-06-18,37.2997,37.4633,37.0228,37.1266,20069922.0
2020-06-19,37.4098,37.8535,37.0511,37.7119,40028754.0
2020-06-20,37.4098,37.8535,37.0511,37.7119,40028754.0
2020-06-21,37.4098,37.8535,37.0511,37.7119,40028754.0
2020-06-22,38.0643,38.4167,37.8849,38.2877,27338541.0
2020-06-23,38.6244,38.6558,38.0613,38.0957,19727745.0
2020-06-24,37.9919,38.11,37.6269,37.8535,20614830.0
2020-06-25,37.6835,37.8094,37.2493,37.6678,20569845.0
2020-06-26,37.6332,38.0234,37.136,37.2304,26991510.0
2020-06-27,37.6332,38.0234,37.136,37.2304,26991510.0
2020-06-28,37.6332,38.0234,37.136,37.2304,26991510.0
2020-06-29,37.2871,37.6584,37.1974,37.4633,16511352.0
2020-06-30,37.5136,37.8,37.2997,37.6898,20509074.0
2020-07-01,37.586,37.7339,37.3374,37.6615,19733763.0
2020-07-02,37.7874,38.036,37.4003,37.5105,17695677.0
2020-07-03,37.7874,38.036,37.4003,37.5105,17695677.0
2020-07-04,37.7874,38.036,37.4003,37.5105,17695677.0
2020-07-05,37.7874,38.036,37.4003,37.5105,17695677.0
2020-07-06,37.6961,37.7181,37.199,37.4098,21694992.0
2020-07-07,37.2713,40.1347,37.199,39.9459,93458028.0
2020-07-08,40.2763,40.3172,39.1436,39.1561,52217115.0
2020-07-09,39.5243,40.333,39.3166,40.1977,42771714.0
2020-07-10,40.5076,41.3367,40.0435,41.1196,44236878.0
2020-07-11,40.5076,41.3367,40.0435,41.1196,44236878.0
2020-07-12,40.5076,41.3367,40.0435,41.1196,44236878.0
2020-07-13,41.3241,42.0479,40.5564,40.7546,42338334.0
2020-07-14,40.6791,41.6923,40.5992,41.5381,26455665.0
2020-07-15,41.6199,42.2052,41.1574,41.535,31731369.0
2020-07-16,41.5507,41.7647,41.2958,41.5979,17676495.0
2020-07-17,41.966,41.966,41.3682,41.4531,18189507.0
2020-07-18,41.966,41.966,41.3682,41.4531,18189507.0
2020-07-19,41.966,41.966,41.3682,41.4531,18189507.0
2020-07-20,41.5224,41.7678,41.2644,41.3682,18342549.0
2020-07-21,41.3965,42.1611,41.3619,41.6388,21721203.0
2020-07-22,41.7143,41.8591,41.2801,41.7426,16164531.0
2020-07-23,41.8496,41.8968,41.3178,41.4217,16796256.0
2020-07-24,41.2046,41.6608,41.0661,41.2958,13037349.0
2020-07-25,41.2046,41.6608,41.0661,41.2958,13037349.0
2020-07-26,41.2046,41.6608,41.0661,41.2958,13037349.0
2020-07-27,41.1762,41.5287,41.1762,41.2864,14045550.0
2020-07-28,41.3776,41.6545,41.1951,41.4594,14414163.0
2020-07-29,41.3965,41.4909,40.8584,41.1228,14223327.0
2020-07-30,40.7231,41.0378,40.5029,40.9434,13788363.0
2020-07-31,40.7955,40.934,40.1568,40.7168,21634605.0
2020-08-01,40.7955,40.934,40.1568,40.7168,21634605.0
2020-08-02,40.7955,40.934,40.1568,40.7168,21634605.0
2020-08-03,40.8773,40.9418,40.3617,40.6854,14976264.0
2020-08-04,40.7955,41.4437,40.5721,41.4217,18219675.0
2020-08-05,41.0472,41.1416,40.5375,40.8459,25510719.0
2020-08-06,40.6319,40.978,40.6004,40.7011,14496420.0
2020-08-07,40.7735,41.0504,40.6256,40.8962,16558461.0
2020-08-08,40.7735,41.0504,40.6256,40.8962,16558461.0
2020-08-09,40.7735,41.0504,40.6256,40.8962,16558461.0
2020-08-10,40.9812,41.6419,40.7955,41.4972,17683062.0
2020-08-11,41.7206,41.8087,40.8208,40.9686,25360065.0
2020-08-12,41.0535,41.6073,40.6162,41.5003,19116336.0
2020-08-13,41.4561,41.6931,41.3044,41.6583,19867332.0
2020-08-14,41.8131,42.0122,41.5888,41.8953,20106261.0
2020-08-15,41.8131,42.0122,41.5888,41.8953,20106261.0
2020-08-16,41.8131,42.0122,41.5888,41.8953,20106261.0
2020-08-17,42.4482,43.0106,42.2902,42.8431,39464991.0
2020-08-18,43.0232,43.4852,42.0754,42.5619,80232531.0
2020-08-19,42.404,42.5461,41.6599,41.8352,38155203.0
2020-08-20,41.4561,41.7278,41.0896,41.2539,26810646.0
2020-08-21,41.2476,41.9174,41.1054,41.5888,24863982.0
2020-08-22,41.2476,41.9174,41.1054,41.5888,24863982.0
2020-08-23,41.2476,41.9174,41.1054,41.5888,24863982.0
2020-08-24,41.7847,41.8574,41.1781,41.494,19813650.0
2020-08-25,41.3266,41.4645,40.9695,41.2728,21722457.0
2020-08-26,41.1401,41.3518,40.979,41.295,18814668.0
2020-08-27,41.415,44.028,41.3582,43.1686,119018727.0
2020-08-28,44.5493,44.5714,43.5509,44.3281,64050939.0
2020-08-29,44.5493,44.5714,43.5509,44.3281,64050939.0
2020-08-30,44.5493,44.5714,43.5509,44.3281,64050939.0
2020-08-31,43.4371,43.8826,42.821,43.87,45236331.0
2020-09-01,44.6125,47.2633,44.2491,46.6314,107124621.0
2020-09-02,47.7878,47.8131,46.0058,46.6598,51665964.0
2020-09-03,46.3502,47.2665,44.8052,45.6677,48015009.0
2020-09-04,45.5035,45.8252,44.2649,45.1275,33982089.0
2020-09-05,45.5035,45.8252,44.2649,45.1275,33982089.0
2020-09-06,45.5035,45.8252,44.2649,45.1275,33982089.0
2020-09-07,45.5035,45.8252,44.2649,45.1275,33982089.0
2020-09-08,44.6788,44.8336,43.6836,43.7436,33966753.0
2020-09-09,44.2618,45.058,44.0595,44.1986,33669102.0
2020-09-10,44.2523,44.4024,43.1546,43.2254,33709251.0
2020-09-11,43.3013,43.7404,42.8273,43.1907,28879731.0
2020-09-12,43.3013,43.7404,42.8273,43.1907,28879731.0
2020-09-13,43.3013,43.7404,42.8273,43.1907,28879731.0
2020-09-14,43.0137,44.5809,42.9316,43.3866,45733938.0
2020-09-15,43.6741,43.9426,43.1844,43.3992,30427866.0
2020-09-16,43.731,43.8171,42.9853,43.0517,27877947.0
2020-09-17,42.7894,43.4656,42.6599,43.1875,37245078.0
2020-09-18,43.1085,43.4529,42.5746,42.7452,54709059.0
2020-09-19,43.1085,43.4529,42.5746,42.7452,54709059.0
2020-09-20,43.1085,43.4529,42.5746,42.7452,54709059.0
2020-09-21,43.1275,43.3613,42.7452,43.3076,47275503.0
2020-09-22,43.3076,43.9142,43.1496,43.6994,33102054.0
2020-09-23,43.9174,43.9932,42.9124,42.9664,23133324.0
2020-09-24,42.8842,43.5366,42.6757,43.1907,29453082.0
2020-09-25,43.1338,43.4545,42.9569,43.3708,22618788.0
2020-09-26,43.1338,43.4545,42.9569,43.3708,22618788.0
2020-09-27,43.1338,43.4545,42.9569,43.3708,22618788.0
2020-09-28,43.336,43.6172,43.197,43.3645,21196977.0
2020-09-29,43.3645,43.6457,43.0927,43.3297,27722724.0
2020-09-30,43.4087,44.7831,43.3491,44.2049,34826451.0
2020-10-01,44.4861,45.6172,44.3155,45.2065,43290999.0
2020-10-02,44.9727,45.2128,44.2743,44.3913,24584922.0
2020-10-03,44.9727,45.2128,44.2743,44.3913,24584922.0
2020-10-04,44.9727,45.2128,44.2743,44.3913,24584922.0
2020-10-05,44.6409,44.9252,44.5698,44.802,14259117.0
2020-10-06,44.8242,45.1622,44.3123,44.4324,21475443.0
2020-10-07,44.6314,44.723,44.3123,44.5145,16949196.0
2020-10-08,44.7104,44.8937,44.5872,44.663,14676870.0
2020-10-09,44.7578,45.2886,44.7262,45.1117,14494806.0
2020-10-10,44.7578,45.2886,44.7262,45.1117,14494806.0
2020-10-11,44.7578,45.2886,44.7262,45.1117,14494806.0
2020-10-12,45.1875,45.9363,45.1875,45.5761,18402447.0
2020-10-13,45.712,46.3202,45.6109,46.2017,23800347.0
2020-10-14,46.2554,46.2949,45.4213,45.4782,19722327.0
2020-10-15,45.2096,45.8004,45.1298,45.6646,13705425.0
2020-10-16,45.9395,46.1764,45.6456,45.7215,16942023.0
2020-10-17,45.9395,46.1764,45.6456,45.7215,16942023.0
2020-10-18,45.9395,46.1764,45.6456,45.7215,16942023.0
2020-10-19,45.8447,45.93,45.1025,45.1654,14643210.0
2020-10-20,45.5319,45.9805,45.3771,45.4655,14529636.0
2020-10-21,45.4466,46.0424,45.4466,45.6235,13114281.0
2020-10-22,45.5572,45.6741,45.0832,45.355,13354731.0
2020-10-23,45.4877,45.5414,45.1338,45.4497,10540467.0
2020-10-24,45.4877,45.5414,45.1338,45.4497,10540467.0
2020-10-25,45.4877,45.5414,45.1338,45.4497,10540467.0
2020-10-26,45.1306,45.2204,44.5303,44.9158,16111791.0
2020-10-27,44.881,45.4023,44.8557,45.1401,11830953.0
2020-10-28,44.5366,44.9063,44.1954,44.246,16849323.0
2020-10-29,44.2333,44.584,43.8226,44.208,15154044.0
2020-10-30,43.9742,44.2618,43.4024,43.8384,18608217.0
2020-10-31,43.9742,44.2618,43.4024,43.8384,18608217.0
2020-11-01,43.9742,44.2618,43.4024,43.8384,18608217.0
2020-11-02,44.4197,44.4892,43.9268,44.3597,16575654.0
2020-11-03,44.7546,45.5477,44.7294,45.1117,15413223.0
2020-11-04,44.7294,45.6204,44.6555,44.8526,17927481.0
2020-11-05,45.4971,45.5698,45.1622,45.3297,14202705.0
2020-11-06,45.6109,46.1985,45.355,46.0564,16198464.0
2020-11-07,45.6109,46.1985,45.355,46.0564,16198464.0
2020-11-08,45.6109,46.1985,45.355,46.0564,16198464.0
2020-11-09,46.7609,46.8239,45.3328,45.3518,28198572.0
2020-11-10,45.4181,46.2671,45.3487,45.99,18199332.0
2020-11-11,46.4197,47.0627,46.2554,46.7546,18805821.0
2020-11-12,46.9126,46.9855,46.4766,46.8336,12576993.0
2020-11-13,47.0579,47.6883,46.6093,47.5635,19811514.0
2020-11-14,47.0579,47.6883,46.6093,47.5635,19811514.0
2020-11-15,47.0579,47.6883,46.6093,47.5635,19811514.0
2020-11-16,47.5603,48.4671,47.1654,48.1638,34560411.0
2020-11-17,47.5508,48.418,47.1338,47.1938,42711639.0
2020-11-18,47.3486,47.9205,47.0927,47.1053,24936867.0
2020-11-19,47.2222,48.1669,47.178,48.0627,18590604.0
2020-11-20,47.7625,48.2649,47.3328,47.4687,21962565.0
2020-11-21,47.7625,48.2649,47.3328,47.4687,21962565.0
2020-11-22,47.7625,48.2649,47.3328,47.4687,21962565.0
2020-11-23,47.5097,47.8352,47.1938,47.6867,18557142.0
2020-11-24,47.9426,48.0184,47.4782,47.8225,17168769.0
2020-11-25,47.7878,48.148,47.7751,47.971,13833321.0
2020-11-26,47.7878,48.148,47.7751,47.971,13833321.0
2020-11-27,48.0721,48.2522,47.7404,47.8984,10999581.0
2020-11-28,48.0721,48.2522,47.7404,47.8984,10999581.0
2020-11-29,48.0721,48.2522,47.7404,47.8984,10999581.0
2020-11-30,47.8984,48.3249,47.4244,48.2744,32695554.0
2020-12-01,48.5303,48.5491,47.9173,48.227,22941273.0
2020-12-02,48.0247,48.2206,47.245,47.5571,23547048.0
2020-12-03,47.4813,47.4813,46.8842,47.1717,25725849.0
2020-12-04,47.238,47.238,46.6282,47.0485,20889204.0
2020-12-05,47.238,47.238,46.6282,47.0485,20889204.0
2020-12-06,47.238,47.238,46.6282,47.0485,20889204.0
2020-12-07,46.9063,47.0737,46.4955,46.7957,18479214.0
2020-12-08,46.5587,47.3455,46.5019,47.2191,20716362.0
2020-12-09,47.3928,47.3928,46.7262,46.8462,20139693.0
2020-12-10,46.8526,46.9794,46.4784,46.6274,20652354.0
2020-12-11,46.5894,46.7759,46.2786,46.6148,16860786.0
2020-12-12,46.5894,46.7759,46.2786,46.6148,16860786.0
2020-12-13,46.5894,46.7759,46.2786,46.6148,16860786.0
2020-12-14,46.8367,46.8431,46.1074,46.1867,25087956.0
2020-12-15,46.1454,46.4118,45.9361,46.1645,31894500.0
2020-12-16,46.3738,46.5799,46.0059,46.1169,25651044.0
2020-12-17,46.3167,46.4372,46.0281,46.3294,30679371.0
2020-12-18,46.4927,46.6718,46.0313,46.2818,41384232.0
2020-12-19,46.4927,46.6718,46.0313,46.2818,41384232.0
2020-12-20,46.4927,46.6718,46.0313,46.2818,41384232.0
2020-12-21,46.1391,46.5101,46.0008,46.2881,25553004.0
2020-12-22,46.0281,46.3706,45.3907,45.7269,37662171.0
2020-12-23,45.5176,45.7332,45.1244,45.4161,20430450.0
2020-12-24,45.5176,45.7871,45.4034,45.5049,9054471.0
2020-12-25,45.5176,45.7871,45.4034,45.5049,9054471.0
2020-12-26,45.5176,45.7871,45.4034,45.5049,9054471.0
2020-12-27,45.5176,45.7871,45.4034,45.5049,9054471.0
2020-12-28,45.6761,46.0757,45.451,46.0503,19344975.0
2020-12-29,46.1835,46.2485,45.5334,45.7586,17938140.0
2020-12-30,45.9425,46.0281,45.6444,45.7205,18751155.0
2020-12-31,45.7269,45.7491,45.2988,45.711,17814054.0
2021-01-01,45.7269,45.7491,45.2988,45.711,17814054.0
2021-01-02,45.7269,45.7491,45.2988,45.711,17814054.0
2021-01-03,45.7269,45.7491,45.2988,45.711,17814054.0
2021-01-04,45.7586,46.5799,45.7522,46.4657,32182242.0
2021-01-05,46.4879,46.637,45.8188,46.2184,26497959.0
2021-01-06,46.0091,46.9636,45.9841,46.5069,21918906.0
2021-01-07,46.8114,46.8558,46.3103,46.5038,20537913.0
2021-01-08,46.5767,46.6148,46.2374,46.4974,24478200.0
2021-01-09,46.5767,46.6148,46.2374,46.4974,24478200.0
2021-01-10,46.5767,46.6148,46.2374,46.4974,24478200.0
2021-01-11,46.2977,46.9287,46.2977,46.7067,26347242.0
2021-01-12,47.249,47.5439,47.0333,47.2395,23373429.0
2021-01-13,47.1697,47.2712,46.7511,46.7575,16069623.0
2021-01-14,46.8748,46.9319,46.3088,46.6052,23017098.0
2021-01-15,46.0249,46.2659,45.5591,45.8664,35920479.0
2021-01-16,46.0249,46.2659,45.5591,45.8664,35920479.0
2021-01-17,46.0249,46.2659,45.5591,45.8664,35920479.0
2021-01-18,46.0249,46.2659,45.5591,45.8664,35920479.0
2021-01-19,45.8664,46.0027,45.2417,45.47,24123459.0
2021-01-20,45.5334,46.1898,45.3114,46.1423,23775711.0
2021-01-21,46.0947,46.212,45.73,45.933,14349855.0
2021-01-22,46.1708,46.7226,46.0186,46.4023,19219356.0
2021-01-23,46.1708,46.7226,46.0186,46.4023,19219356.0
2021-01-24,46.1708,46.7226,46.0186,46.4023,19219356.0
2021-01-25,46.0947,46.3769,45.7491,46.3611,19031163.0
2021-01-26,46.1803,46.8716,46.1296,46.7765,15031485.0
2021-01-27,46.6021,46.8875,45.5207,45.6127,29910342.0
2021-01-28,45.8093,46.3801,45.5461,45.5842,22301622.0
2021-01-29,45.4034,45.5842,44.506,44.5504,32509116.0
2021-01-30,45.4034,45.5842,44.506,44.5504,32509116.0
2021-01-31,45.4034,45.5842,44.506,44.5504,32509116.0
2021-02-01,44.6836,44.8675,44.1382,44.1635,25945089.0
2021-02-02,44.3189,45.0768,44.2175,44.6392,27002364.0
2021-02-03,44.6043,45.0451,44.5948,44.7755,14966796.0
2021-02-04,44.9626,45.4034,44.7946,45.1973,17346267.0
2021-02-05,45.4922,45.933,45.1973,45.7776,20451747.0
2021-02-06,45.4922,45.933,45.1973,45.7776,20451747.0
2021-02-07,45.4922,45.933,45.1973,45.7776,20451747.0
2021-02-08,45.9203,46.1645,45.8093,45.9901,15825351.0
2021-02-09,45.8474,46.3991,45.8474,46.2437,15907008.0
2021-02-10,46.2437,46.2659,45.5172,45.7047,18576957.0
2021-02-11,45.7078,45.9647,45.5715,45.6698,12791460.0
2021-02-12,45.7142,45.8569,45.5588,45.8125,13423593.0
2021-02-13,45.7142,45.8569,45.5588,45.8125,13423593.0
2021-02-14,45.7142,45.8569,45.5588,45.8125,13423593.0
2021-02-15,45.7142,45.8569,45.5588,45.8125,13423593.0
2021-02-16,46.2786,46.4213,45.9583,46.1898,27891087.0
2021-02-17,45.8696,46.7733,45.822,46.6782,26026695.0
2021-02-18,44.0779,44.617,43.6022,43.653,96927399.0
2021-02-19,43.6974,44.2111,43.6561,43.8686,36605976.0
2021-02-20,43.6974,44.2111,43.6561,43.8686,36605976.0
2021-02-21,43.6974,44.2111,43.6561,43.8686,36605976.0
2021-02-22,43.6783,43.8686,43.2059,43.6625,32106630.0
2021-02-23,43.4786,43.5674,42.8285,42.9585,31300191.0
2021-02-24,43.0854,43.1773,42.1911,42.2419,46565715.0
2021-02-25,42.207,42.4955,41.6945,41.8423,33324696.0
2021-02-26,41.6933,41.7979,41.1795,41.1986,42470790.0
2021-02-27,41.6933,41.7979,41.1795,41.1986,42470790.0
2021-02-28,41.6933,41.7979,41.1795,41.1986,42470790.0
2021-03-01,41.725,42.0389,41.5823,41.6584,34634544.0
2021-03-02,41.7028,42.096,41.2271,41.2588,29230698.0
2021-03-03,41.0654,41.2017,40.447,40.4597,41837283.0
2021-03-04,40.5453,41.0908,40.0443,40.4407,45347913.0
2021-03-05,40.2187,41.1434,40.1933,40.9449,34073589.0
2021-03-06,40.2187,41.1434,40.1933,40.9449,34073589.0
2021-03-07,40.2187,41.1434,40.1933,40.9449,34073589.0
2021-03-08,41.0115,41.1732,40.5295,40.5517,40988391.0
2021-03-09,40.8434,41.1859,40.6912,40.8719,31988649.0
2021-03-10,40.8624,42.1911,40.7388,41.9152,44929344.0
2021-03-11,42.2894,42.3306,41.7091,41.8994,35489664.0
2021-03-12,42.023,42.6573,41.8836,42.5304,28437561.0
2021-03-13,42.023,42.6573,41.8836,42.5304,28437561.0
2021-03-14,42.023,42.6573,41.8836,42.5304,28437561.0
2021-03-15,42.727,42.7302,42.1198,42.3116,25098075.0
2021-03-16,42.1182,42.5812,42.1182,42.2989,19880859.0
2021-03-17,42.0167,42.2197,41.8518,41.9469,24156180.0
2021-03-18,41.7654,42.017,41.3738,41.3992,29815413.0
2021-03-19,41.4375,42.1921,41.3642,41.9501,57703563.0
2021-03-20,41.4375,42.1921,41.3642,41.9501,57703563.0
2021-03-21,41.4375,42.1921,41.3642,41.9501,57703563.0
2021-03-22,41.7145,42.1762,41.7113,42.1507,24653850.0
2021-03-23,41.9406,42.7653,41.9151,42.6507,29154786.0
2021-03-24,42.8067,42.8067,42.3673,42.3864,23547432.0
2021-03-25,42.4341,42.8386,42.31,42.673,28126002.0
2021-03-26,42.6698,43.0519,42.4854,43.0296,28653504.0
2021-03-27,42.6698,43.0519,42.4854,43.0296,28653504.0
2021-03-28,42.6698,43.0519,42.4854,43.0296,28653504.0
2021-03-29,42.9882,43.6283,42.8608,43.52,30146511.0
2021-03-30,43.4117,43.813,43.1379,43.2239,27230178.0
2021-03-31,43.1634,43.5805,42.9755,43.2525,24546036.0
2021-04-01,43.2875,43.5901,43.0933,43.1856,25595154.0
2021-04-02,43.2875,43.5901,43.0933,43.1856,25595154.0
2021-04-03,43.2875,43.5901,43.0933,43.1856,25595154.0
2021-04-04,43.2875,43.5901,43.0933,43.1856,25595154.0
2021-04-05,43.5359,44.6313,43.3703,44.3989,40043166.0
2021-04-06,44.297,44.8823,44.1091,44.6122,31044690.0
2021-04-07,44.6759,44.8192,44.4689,44.5167,20361576.0
2021-04-08,44.7237,44.937,44.4721,44.488,19095459.0
2021-04-09,44.4626,44.609,44.1708,44.5103,20676483.0
2021-04-10,44.4626,44.609,44.1708,44.5103,20676483.0
2021-04-11,44.4626,44.609,44.1708,44.5103,20676483.0
2021-04-12,44.6027,44.7014,44.3702,44.5167,18723123.0
2021-04-13,44.5167,44.5804,44.2205,44.3798,17397993.0
2021-04-14,44.3002,44.4084,44.0773,44.3638,21924492.0
2021-04-15,44.3893,44.73,44.3256,44.6313,21710331.0
2021-04-16,44.8638,44.8861,44.488,44.7746,26488383.0
2021-04-17,44.8638,44.8861,44.488,44.7746,26488383.0
2021-04-18,44.8638,44.8861,44.488,44.7746,26488383.0
2021-04-19,44.6727,44.7619,44.4562,44.488,19280973.0
2021-04-20,44.3957,45.144,44.2046,44.8319,24451977.0
2021-04-21,44.8256,45.1217,44.7491,44.9625,17335089.0
2021-04-22,44.9243,45.0421,44.3957,44.4753,19705113.0
2021-04-23,44.2938,44.6893,44.2715,44.5485,22983996.0
2021-04-24,44.2938,44.6893,44.2715,44.5485,22983996.0
2021-04-25,44.2938,44.6893,44.2715,44.5485,22983996.0
2021-04-26,44.5517,44.5804,43.8289,43.9149,22846233.0
2021-04-27,43.9435,44.2444,43.8002,44.0645,16151439.0
2021-04-28,44.055,44.1314,43.9005,43.9085,14286588.0
2021-04-29,43.9117,44.5804,43.9117,44.4626,19595958.0
2021-04-30,44.488,44.5772,44.297,44.5517,19680021.0
2021-05-01,44.488,44.5772,44.297,44.5517,19680021.0
