,TXN US Equity,TXN US Equity,TXN US Equity,TXN US Equity,TXN US Equity
2021-03-02,163.2887,163.3714,160.1437,160.8242,5401784.0
2021-03-03,160.0886,161.4955,156.6586,156.8701,4715866.0
2021-03-04,156.7827,157.1091,148.6675,150.1204,8318914.0
2021-03-05,154.0634,155.2516,148.9985,154.4332,5681162.0
2021-03-06,154.0634,155.2516,148.9985,154.4332,5681162.0
2021-03-07,154.0634,155.2516,148.9985,154.4332,5681162.0
2021-03-08,153.0078,154.7366,148.7594,149.0721,6065421.0
2021-03-09,153.7251,158.0287,152.9159,156.6586,7610263.0
2021-03-10,157.8448,159.0862,155.693,155.7942,4270661.0
2021-03-11,158.6356,161.4771,158.5989,160.8794,5002903.0
2021-03-12,159.1046,160.0978,157.0126,159.6104,3514616.0
2021-03-13,159.1046,160.0978,157.0126,159.6104,3514616.0
2021-03-14,159.1046,160.0978,157.0126,159.6104,3514616.0
2021-03-15,159.5184,161.0081,157.946,160.8426,3876751.0
2021-03-16,162.0748,164.429,161.6886,162.8933,4132604.0
2021-03-17,161.33,165.6888,160.392,164.9255,4004804.0
2021-03-18,161.9921,165.3117,160.2265,160.3368,4214415.0
2021-03-19,161.5599,163.73,158.5805,161.8266,8447253.0
2021-03-20,161.5599,163.73,158.5805,161.8266,8447253.0
2021-03-21,161.5599,163.73,158.5805,161.8266,8447253.0
2021-03-22,163.9508,167.0773,163.4542,165.6152,4476247.0
2021-03-23,167.2796,167.8865,163.4174,164.4014,4688580.0
2021-03-24,165.514,167.9969,164.4014,164.5117,5056100.0
2021-03-25,163.2519,165.0175,159.7759,164.1347,4878534.0
2021-03-26,163.4634,173.6799,162.7741,173.0637,6363526.0
2021-03-27,163.4634,173.6799,162.7741,173.0637,6363526.0
2021-03-28,163.4634,173.6799,162.7741,173.0637,6363526.0
2021-03-29,169.9832,172.604,168.9624,171.2062,4983805.0
2021-03-30,173.3488,173.3488,169.7717,170.9855,4458700.0
2021-03-31,172.512,175.1328,171.5281,173.7902,5427730.0
2021-04-01,175.7397,177.0547,174.7374,176.6133,4581397.0
2021-04-02,175.7397,177.0547,174.7374,176.6133,4581397.0
2021-04-03,175.7397,177.0547,174.7374,176.6133,4581397.0
2021-04-04,175.7397,177.0547,174.7374,176.6133,4581397.0
2021-04-05,178.3973,181.6893,178.057,181.0916,4323937.0
2021-04-06,178.5996,181.0089,177.5145,178.9398,3506904.0
2021-04-07,178.8203,178.8478,176.1075,177.5605,3678962.0
2021-04-08,180.3192,180.3192,177.7996,179.5008,3157403.0
2021-04-09,177.7628,179.8318,177.2386,179.7123,3127318.0
2021-04-10,177.7628,179.8318,177.2386,179.7123,3127318.0
2021-04-11,177.7628,179.8318,177.2386,179.7123,3127318.0
2021-04-12,177.1472,179.0594,175.9512,176.9535,4505091.0
2021-04-13,176.6869,177.4777,174.4983,175.8593,4009373.0
2021-04-14,175.142,176.0983,173.8086,175.0224,3555152.0
2021-04-15,176.4938,177.9651,175.473,177.634,4471900.0
2021-04-16,178.0846,179.1145,176.2271,176.4938,5792918.0
2021-04-17,178.0846,179.1145,176.2271,176.4938,5792918.0
2021-04-18,178.0846,179.1145,176.2271,176.4938,5792918.0
2021-04-19,175.0366,175.7305,171.7028,172.0154,5334947.0
2021-04-20,171.9419,171.9419,169.459,170.3694,4258954.0
2021-04-21,172.7879,173.9281,170.0843,173.7074,4796529.0
2021-04-22,171.6476,173.6063,169.9096,170.8568,3853113.0
2021-04-23,171.9787,174.7282,171.5097,173.6339,3512433.0
2021-04-24,171.9787,174.7282,171.5097,173.6339,3512433.0
2021-04-25,171.9787,174.7282,171.5097,173.6339,3512433.0
2021-04-26,173.6707,176.7237,172.7741,175.9696,3842256.0
2021-04-27,175.6891,177.0271,174.5167,174.9121,3864051.0
2021-04-28,167.0313,169.2015,165.5232,167.1969,9434237.0
2021-04-29,168.8613,171.0867,167.9601,170.8752,4547337.0
2021-04-30,168.4526,169.1142,165.6324,166.9084,6193598.0
2021-05-01,168.4526,169.1142,165.6324,166.9084,6193598.0
2021-05-02,168.4526,169.1142,165.6324,166.9084,6193598.0
2021-05-03,167.8145,168.1011,164.1807,165.3226,5136070.0
2021-05-04,164.8279,165.7433,162.3036,165.5399,5222294.0
2021-05-05,167.3707,169.3726,165.9514,167.9625,5257339.0
2021-05-06,168.2214,170.9121,166.3906,170.3851,4525823.0
2021-05-07,172.632,173.9265,171.4484,173.6121,4591506.0
2021-05-08,172.632,173.9265,171.4484,173.6121,4591506.0
2021-05-09,172.632,173.9265,171.4484,173.6121,4591506.0
2021-05-10,173.1775,173.1775,168.1197,168.3323,4580438.0
2021-05-11,164.9666,169.7008,164.042,169.3957,4641488.0
2021-05-12,166.1502,166.5293,162.9879,163.293,5297959.0
2021-05-13,166.4279,167.0193,163.894,165.5029,4361497.0
2021-05-14,167.0841,170.9861,165.9745,169.4604,4433534.0
2021-05-15,167.0841,170.9861,165.9745,169.4604,4433534.0
2021-05-16,167.0841,170.9861,165.9745,169.4604,4433534.0
2021-05-17,168.5173,168.6375,165.3735,167.2043,4162535.0
2021-05-18,167.4632,168.1567,165.1331,165.392,3454202.0
2021-05-19,162.0355,168.2214,161.8136,168.0272,4780154.0
2021-05-20,168.545,172.484,168.5443,171.3375,5386990.0
2021-05-21,172.6227,172.6227,170.265,171.0693,3682338.0
2021-05-22,172.6227,172.6227,170.265,171.0693,3682338.0
2021-05-23,172.6227,172.6227,170.265,171.0693,3682338.0
2021-05-24,172.4024,175.0823,172.4024,174.472,4165908.0
2021-05-25,175.1932,175.3874,173.7231,174.4813,4270225.0
2021-05-26,173.8895,175.4753,172.8446,174.1669,4221629.0
2021-05-27,174.5182,175.7295,173.7231,174.8789,10107761.0
2021-05-28,175.7295,176.6357,175.0083,175.5169,3306624.0
2021-05-29,175.7295,176.6357,175.0083,175.5169,3306624.0
2021-05-30,175.7295,176.6357,175.0083,175.5169,3306624.0
2021-05-31,175.7295,176.6357,175.0083,175.5169,3306624.0
2021-06-01,176.9593,177.5603,173.871,174.7587,4817511.0
2021-06-02,175.221,176.4785,174.1484,176.3768,3137967.0
2021-06-03,173.5474,173.7046,170.9676,171.9847,4205441.0
2021-06-04,173.6306,176.0347,173.3532,175.748,3462960.0
2021-06-05,173.6306,176.0347,173.3532,175.748,3462960.0
2021-06-06,173.6306,176.0347,173.3532,175.748,3462960.0
2021-06-07,174.9436,175.4984,173.5196,174.3426,2726265.0
2021-06-08,175.6556,175.6556,172.0864,172.8446,3063666.0
2021-06-09,173.9172,173.9496,172.1419,172.4008,2866943.0
2021-06-10,172.2991,174.6662,171.8922,173.834,3188714.0
2021-06-11,173.908,174.5182,172.8539,174.4535,2309380.0
2021-06-12,173.908,174.5182,172.8539,174.4535,2309380.0
2021-06-13,173.908,174.5182,172.8539,174.4535,2309380.0
2021-06-14,174.0744,176.0069,172.9741,175.9237,3360449.0
2021-06-15,176.1086,176.3583,173.9405,174.398,2600234.0
2021-06-16,175.6001,176.1364,172.2621,173.5844,3357942.0
2021-06-17,173.1313,175.2487,172.1696,173.5104,3222379.0
2021-06-18,171.9893,172.2714,168.7484,169.2755,7535331.0
2021-06-19,171.9893,172.2714,168.7484,169.2755,7535331.0
2021-06-20,171.9893,172.2714,168.7484,169.2755,7535331.0
2021-06-21,170.3666,172.5765,169.5436,172.0864,3771261.0
2021-06-22,171.5131,173.1683,170.4498,172.9463,3299760.0
2021-06-23,172.4285,173.3532,171.9755,172.0772,2473274.0
2021-06-24,173.8802,174.4813,173.3255,174.398,2876892.0
2021-06-25,173.8802,175.9145,173.233,173.9912,4639336.0
2021-06-26,173.8802,175.9145,173.233,173.9912,4639336.0
2021-06-27,173.8802,175.9145,173.233,173.9912,4639336.0
2021-06-28,174.7309,177.884,174.7309,177.098,3228688.0
2021-06-29,177.0888,178.4665,176.5386,178.3463,2108687.0
2021-06-30,178.3093,178.4573,177.061,177.81,2687656.0
2021-07-01,177.5554,177.9764,175.7388,176.46,3455953.0
2021-07-02,178.1167,178.2723,176.5247,177.7268,2390089.0
2021-07-03,178.1167,178.2723,176.5247,177.7268,2390089.0
2021-07-04,178.1167,178.2723,176.5247,177.7268,2390089.0
2021-07-05,178.1167,178.2723,176.5247,177.7268,2390089.0
2021-07-06,178.0689,178.24,175.2626,176.7929,2619753.0
2021-07-07,178.2446,178.448,174.7402,175.4799,2749520.0
2021-07-08,173.4225,175.0361,171.4022,174.0559,3147227.0
2021-07-09,173.9912,176.4831,172.9094,175.933,3109182.0
2021-07-10,173.9912,176.4831,172.9094,175.933,3109182.0
2021-07-11,173.9912,176.4831,172.9094,175.933,3109182.0
2021-07-12,176.1919,177.5511,175.7665,177.4586,4069516.0
2021-07-13,176.8206,177.9579,176.3444,176.7929,2695080.0
2021-07-14,178.4573,179.4651,176.3583,176.8669,3590215.0
2021-07-15,176.1179,176.8669,173.2792,174.0744,4259863.0
2021-07-16,175.0083,175.9052,171.7351,172.0957,4337576.0
2021-07-17,175.0083,175.9052,171.7351,172.0957,4337576.0
2021-07-18,175.0083,175.9052,171.7351,172.0957,4337576.0
2021-07-19,170.3897,172.2898,169.5529,172.2066,4181576.0
2021-07-20,172.9614,174.9251,171.7628,173.6213,4287544.0
2021-07-21,174.2537,179.6084,174.2537,179.6038,6352791.0
2021-07-22,171.7443,173.5196,169.7008,170.0522,12673944.0
2021-07-23,171.2609,173.8086,169.3734,173.7342,5982992.0
2021-07-24,171.2609,173.8086,169.3734,173.7342,5982992.0
2021-07-25,171.2609,173.8086,169.3734,173.7342,5982992.0
2021-07-26,172.3441,175.724,172.3023,175.0452,4516737.0
2021-07-27,174.3572,174.6501,169.4385,172.1349,4649895.0
2021-07-28,173.2414,174.3386,172.0326,173.7342,2956943.0
2021-07-29,174.6547,177.0861,174.3014,176.505,3081776.0
2021-07-30,175.2684,177.5464,175.1475,177.2396,2521715.0
2021-07-31,175.2684,177.5464,175.1475,177.2396,2521715.0
2021-08-01,175.2684,177.5464,175.1475,177.2396,2521715.0
2021-08-02,178.8946,180.0104,177.0443,177.3325,2922773.0
2021-08-03,177.5278,178.0113,174.2828,176.0494,3703460.0
2021-08-04,176.5608,179.7919,175.9657,178.876,3793588.0
2021-08-05,180.1963,180.2893,178.1415,179.6013,2769531.0
2021-08-06,178.8667,180.0383,178.6994,179.4153,2414308.0
2021-08-07,178.8667,180.0383,178.6994,179.4153,2414308.0
2021-08-08,178.8667,180.0383,178.6994,179.4153,2414308.0
2021-08-09,179.7128,179.9453,176.9699,177.0815,2396200.0
2021-08-10,177.1652,177.1652,173.7063,176.3376,3497331.0
2021-08-11,177.751,177.751,174.8035,176.1982,2339370.0
2021-08-12,175.5938,175.7871,173.0926,174.6826,3949601.0
2021-08-13,174.3758,175.5287,173.8737,175.4543,1923680.0
2021-08-14,174.3758,175.5287,173.8737,175.4543,1923680.0
2021-08-15,174.3758,175.5287,173.8737,175.4543,1923680.0
2021-08-16,175.2591,176.6259,174.8964,176.5236,2506170.0
2021-08-17,175.3149,175.4915,172.107,173.2414,3411822.0
2021-08-18,172.6742,173.4645,170.6751,170.8983,2862557.0
2021-08-19,169.9173,172.916,169.1828,172.0512,3871756.0
2021-08-20,172.2558,173.0926,170.452,171.9862,3855334.0
2021-08-21,172.2558,173.0926,170.452,171.9862,3855334.0
2021-08-22,172.2558,173.0926,170.452,171.9862,3855334.0
2021-08-23,172.7579,175.3985,172.544,174.664,3529034.0
2021-08-24,174.7291,176.2261,174.3665,174.6361,3268153.0
2021-08-25,175.1475,175.8449,174.1805,174.8872,3163578.0
2021-08-26,174.4873,175.3521,173.4738,174.7756,3643709.0
2021-08-27,175.1754,177.4069,174.8593,177.1466,2859989.0
2021-08-28,175.1754,177.4069,174.8593,177.1466,2859989.0
2021-08-29,175.1754,177.4069,174.8593,177.1466,2859989.0
2021-08-30,177.9555,178.7923,177.3186,177.9927,2356491.0
2021-08-31,178.6157,179.1736,175.8356,177.5092,4227735.0
2021-09-01,178.3135,178.3181,174.9615,175.1289,4536639.0
2021-09-02,175.9285,176.1238,174.8407,176.1145,2061416.0
2021-09-03,175.4264,177.4348,174.9894,176.5515,2103441.0
2021-09-04,175.4264,177.4348,174.9894,176.5515,2103441.0
2021-09-05,175.4264,177.4348,174.9894,176.5515,2103441.0
2021-09-06,175.4264,177.4348,174.9894,176.5515,2103441.0
2021-09-07,176.0401,176.7561,175.2498,176.161,2295952.0
2021-09-08,175.2684,175.7744,173.9852,175.5473,2021629.0
2021-09-09,176.3469,177.2489,175.0452,175.2405,1827894.0
2021-09-10,176.0494,179.8663,176.0494,177.2675,3331718.0
2021-09-11,176.0494,179.8663,176.0494,177.2675,3331718.0
2021-09-12,176.0494,179.8663,176.0494,177.2675,3331718.0
2021-09-13,179.4153,180.5032,177.816,180.3637,3687232.0
2021-09-14,181.3121,182.558,180.1963,181.4144,3239617.0
2021-09-15,182.3628,183.7203,181.154,183.6366,3995869.0
2021-09-16,182.7859,183.4879,181.1726,183.0044,2661473.0
2021-09-17,183.46,183.46,180.9448,182.4744,5819573.0
2021-09-18,183.46,183.46,180.9448,182.4744,5819573.0
2021-09-19,183.46,183.46,180.9448,182.4744,5819573.0
2021-09-20,179.3409,180.1406,176.4399,179.0713,4614316.0
2021-09-21,180.3451,180.8379,177.4395,179.4153,3093468.0
2021-09-22,181.0797,182.8928,180.1406,182.1675,3526368.0
2021-09-23,182.5209,185.1243,182.0467,184.7245,2757054.0
2021-09-24,183.5157,186.8166,183.2833,186.5655,3191769.0
2021-09-25,183.5157,186.8166,183.2833,186.5655,3191769.0
2021-09-26,183.5157,186.8166,183.2833,186.5655,3191769.0
2021-09-27,184.3154,186.3795,183.7947,186.268,3022270.0
2021-09-28,183.6273,185.1336,180.8937,181.2098,4274598.0
2021-09-29,180.8751,182.0745,178.6203,179.5176,3436848.0
2021-09-30,180.8286,181.3028,178.6157,178.718,3272316.0
2021-10-01,179.8523,180.6891,176.8305,180.187,2986088.0
2021-10-02,179.8523,180.6891,176.8305,180.187,2986088.0
2021-10-03,179.8523,180.6891,176.8305,180.187,2986088.0
2021-10-04,179.4897,180.7356,175.7612,177.035,3934248.0
2021-10-05,178.7365,181.5167,177.2953,180.2707,3860158.0
2021-10-06,178.5692,180.996,178.1508,180.7449,3103428.0
2021-10-07,182.0653,183.8691,181.34,181.6003,2873192.0
2021-10-08,182.4093,182.5859,180.3684,181.5353,2574223.0
2021-10-09,182.4093,182.5859,180.3684,181.5353,2574223.0
2021-10-10,182.4093,182.5859,180.3684,181.5353,2574223.0
2021-10-11,181.2098,182.4558,179.7407,179.7965,2280205.0
2021-10-12,180.3079,180.5962,174.1898,175.2498,6225112.0
2021-10-13,175.882,176.0866,173.4274,173.9666,3797435.0
2021-10-14,176.0773,179.062,175.6682,178.9783,3413837.0
2021-10-15,179.3224,181.1261,179.1178,180.8007,2649003.0
2021-10-16,179.3224,181.1261,179.1178,180.8007,2649003.0
2021-10-17,179.3224,181.1261,179.1178,180.8007,2649003.0
2021-10-18,179.6106,182.2977,178.1694,181.2284,2804669.0
2021-10-19,180.9495,184.6036,180.2335,184.3154,2666322.0
2021-10-20,184.1945,185.9797,183.2182,185.3847,3043279.0
2021-10-21,185.6311,187.4302,185.0313,187.1606,3276309.0
2021-10-22,187.4023,188.0253,184.227,185.0964,3649240.0
2021-10-23,187.4023,188.0253,184.227,185.0964,3649240.0
2021-10-24,187.4023,188.0253,184.227,185.0964,3649240.0
2021-10-25,185.9611,188.0625,185.0871,186.1471,4255061.0
2021-10-26,186.0355,186.3331,182.6975,183.1531,5837478.0
2021-10-27,172.6091,175.287,170.6658,173.9666,10365475.0
2021-10-28,174.5896,176.2912,173.1577,174.6826,5123007.0
2021-10-29,174.3738,176.2168,174.2241,175.3936,4552271.0
2021-10-30,174.3738,176.2168,174.2241,175.3936,4552271.0
2021-10-31,174.3738,176.2168,174.2241,175.3936,4552271.0
2021-11-01,174.6919,176.4133,174.0791,175.3842,4203904.0
2021-11-02,174.1493,177.1617,174.1119,177.1336,4009677.0
2021-11-03,176.5162,177.854,174.6358,176.9933,3666866.0
2021-11-04,177.2833,178.8924,176.273,178.7895,4827970.0
2021-11-05,181.1658,182.831,179.4538,180.9319,4510522.0
2021-11-06,181.1658,182.831,179.4538,180.9319,4510522.0
2021-11-07,181.1658,182.831,179.4538,180.9319,4510522.0
2021-11-08,181.5291,182.7842,179.3602,179.9589,5213902.0
2021-11-09,180.2115,181.4464,178.116,178.4902,4314936.0
2021-11-10,177.4143,178.6586,174.458,174.9632,4304584.0
2021-11-11,176.4788,176.6472,175.169,176.4413,2554845.0
2021-11-12,176.7314,179.4725,175.2345,177.8259,3121684.0
2021-11-13,176.7314,179.4725,175.2345,177.8259,3121684.0
2021-11-14,176.7314,179.4725,175.2345,177.8259,3121684.0
2021-11-15,178.8924,179.538,176.3478,177.0307,2985254.0
2021-11-16,176.9091,177.985,176.0297,176.3665,3312037.0
2021-11-17,176.2636,177.9756,175.1784,177.3488,4167752.0
2021-11-18,178.2843,181.6429,177.8774,180.9974,4677555.0
2021-11-19,181.3937,182.6626,180.1975,182.5784,5133458.0
2021-11-20,181.3937,182.6626,180.1975,182.5784,5133458.0
2021-11-21,181.3937,182.6626,180.1975,182.5784,5133458.0
2021-11-22,183.0836,184.2156,179.828,180.0899,4712643.0
2021-11-23,181.1284,181.1658,178.1908,180.2209,4881500.0
2021-11-24,180.4267,181.1845,177.8446,181.119,6494330.0
2021-11-25,180.4267,181.1845,177.8446,181.119,6494330.0
2021-11-26,177.6201,180.1086,175.2906,176.1233,3324890.0
2021-11-27,177.6201,180.1086,175.2906,176.1233,3324890.0
2021-11-28,177.6201,180.1086,175.2906,176.1233,3324890.0
2021-11-29,178.7521,182.1762,177.5733,181.8487,4576415.0
2021-11-30,180.8477,182.1481,178.6866,179.9683,8775583.0
2021-12-01,183.1117,187.0129,179.276,179.3976,7279100.0
2021-12-02,178.1814,182.3446,177.7511,181.1003,4236799.0
2021-12-03,182.0826,183.3924,179.3228,180.9132,4901026.0
2021-12-04,182.0826,183.3924,179.3228,180.9132,4901026.0
2021-12-05,182.0826,183.3924,179.3228,180.9132,4901026.0
2021-12-06,182.5878,182.6626,177.5266,182.0639,4084647.0
2021-12-07,183.7385,186.9754,183.2988,186.1989,5815641.0
2021-12-08,185.7031,185.7031,181.3716,183.7291,4255930.0
2021-12-09,182.962,184.2063,180.7916,180.9319,3626664.0
2021-12-10,183.383,183.7011,180.3808,183.3643,3264337.0
2021-12-11,183.383,183.7011,180.3808,183.3643,3264337.0
2021-12-12,183.383,183.7011,180.3808,183.3643,3264337.0
2021-12-13,183.4578,184.0566,180.4735,180.7822,6178322.0
2021-12-14,178.6586,179.3228,176.0297,178.0037,6130424.0
2021-12-15,179.6222,181.2219,175.7584,180.9693,6342123.0
2021-12-16,181.4932,181.7037,175.6181,176.1046,5452305.0
2021-12-17,175.3,177.1711,173.6628,174.2896,8439069.0
2021-12-18,175.3,177.1711,173.6628,174.2896,8439069.0
2021-12-19,175.3,177.1711,173.6628,174.2896,8439069.0
2021-12-20,171.8105,173.1296,170.9862,172.3624,4474511.0
2021-12-21,175.3468,175.4029,172.3624,174.3551,6089506.0
2021-12-22,173.9996,174.9539,172.2876,174.879,3375644.0
2021-12-23,175.169,176.7594,174.9445,175.3187,3266661.0
2021-12-24,175.169,176.7594,174.9445,175.3187,3266661.0
2021-12-25,175.169,176.7594,174.9445,175.3187,3266661.0
2021-12-26,175.169,176.7594,174.9445,175.3187,3266661.0
2021-12-27,175.9549,179.5754,175.9455,179.4725,3405917.0
2021-12-28,180.3706,180.4267,178.1066,178.7802,2807445.0
2021-12-29,179.0515,180.8196,178.4621,178.5089,2755238.0
2021-12-30,178.565,179.5005,176.8249,177.1991,2109201.0
2021-12-31,177.1991,177.7511,176.1326,176.3197,2813894.0
2022-01-01,177.1991,177.7511,176.1326,176.3197,2813894.0
2022-01-02,177.1991,177.7511,176.1326,176.3197,2813894.0
2022-01-03,176.6472,178.3311,175.3748,178.3124,3783000.0
2022-01-04,178.6866,179.7157,176.0671,178.4995,4137512.0
2022-01-05,178.1347,179.2573,174.6171,174.7761,5047424.0
2022-01-06,174.6358,176.3665,173.8125,174.72,4502594.0
2022-01-07,170.2388,172.194,167.3667,167.8719,7414192.0
2022-01-08,170.2388,172.194,167.3667,167.8719,7414192.0
2022-01-09,170.2388,172.194,167.3667,167.8719,7414192.0
2022-01-10,166.4312,171.4175,165.4769,171.1649,7195772.0
2022-01-11,170.7346,174.0838,169.5278,172.7366,5239279.0
2022-01-12,174.009,175.2626,172.5121,174.037,4240119.0
2022-01-13,176.7875,177.4003,171.773,172.2782,5361110.0
2022-01-14,171.4456,175.1316,171.2024,174.9539,4731493.0
2022-01-15,171.4456,175.1316,171.2024,174.9539,4731493.0
2022-01-16,171.4456,175.1316,171.2024,174.9539,4731493.0
2022-01-17,171.4456,175.1316,171.2024,174.9539,4731493.0
2022-01-18,171.773,172.4747,169.5745,170.5288,7383578.0
2022-01-19,171.614,171.745,166.7025,166.8054,5207497.0
2022-01-20,167.2544,168.9197,162.2026,162.268,6057774.0
2022-01-21,162.8387,167.9748,162.1558,164.3169,11527890.0
2022-01-22,162.8387,167.9748,162.1558,164.3169,11527890.0
2022-01-23,162.8387,167.9748,162.1558,164.3169,11527890.0
2022-01-24,164.4478,167.1047,160.0882,166.8428,11726198.0
2022-01-25,163.6339,166.5341,161.8845,162.7452,8157572.0
2022-01-26,170.5194,171.4363,164.822,166.8334,12852710.0
2022-01-27,169.2378,169.35,161.9406,163.5404,6755587.0
2022-01-28,163.6817,167.1284,159.5193,166.9589,7322071.0
2022-01-29,163.6817,167.1284,159.5193,166.9589,7322071.0
2022-01-30,163.6817,167.1284,159.5193,166.9589,7322071.0
2022-01-31,167.3262,169.172,165.5934,169.0307,6980753.0
2022-02-01,169.1249,171.0837,166.3346,170.7258,6233689.0
2022-02-02,170.9707,177.2802,170.9142,176.8941,8993765.0
2022-02-03,174.4456,175.6793,164.6893,165.358,11691391.0
2022-02-04,162.4292,162.7023,157.7488,161.431,11408619.0
2022-02-05,162.4292,162.7023,157.7488,161.431,11408619.0
2022-02-06,162.4292,162.7023,157.7488,161.431,11408619.0
2022-02-07,162.4292,162.448,159.0672,160.0466,6418908.0
2022-02-08,160.122,163.0978,158.6811,162.5705,4622189.0
2022-02-09,164.1149,166.8741,162.9754,166.4127,7140590.0
2022-02-10,162.1278,166.5257,159.8489,160.7152,7583414.0
2022-02-11,160.0278,161.3726,154.1137,154.82,7564212.0
2022-02-12,160.0278,161.3726,154.1137,154.82,7564212.0
2022-02-13,160.0278,161.3726,154.1137,154.82,7564212.0
2022-02-14,154.3868,155.9972,151.6558,153.0025,7468021.0
2022-02-15,155.2061,157.0472,154.5187,156.4869,6969987.0
2022-02-16,155.1873,159.1143,154.6599,158.4363,4594280.0
2022-02-17,156.3927,157.6358,154.6317,155.0555,6807676.0
2022-02-18,155.6205,158.3138,154.481,157.0237,6359284.0
2022-02-19,155.6205,158.3138,154.481,157.0237,6359284.0
2022-02-20,155.6205,158.3138,154.481,157.0237,6359284.0
2022-02-21,155.6205,158.3138,154.481,157.0237,6359284.0
2022-02-22,156.3833,161.1673,155.3945,156.9766,7293808.0
2022-02-23,158.2291,160.056,155.7335,155.9878,5893890.0
2022-02-24,154.2362,160.0278,151.7971,159.7076,7754828.0
2022-02-25,159.8394,161.0072,157.4004,160.8659,4830065.0
2022-02-26,159.8394,161.0072,157.4004,160.8659,4830065.0
2022-02-27,159.8394,161.0072,157.4004,160.8659,4830065.0
2022-02-28,158.8035,160.6022,157.2591,160.0843,5656824.0
2022-03-01,159.491,160.0984,154.7918,157.5416,6049736.0
2022-03-02,158.6717,161.511,158.0596,160.1879,5304114.0
2022-03-03,161.7135,162.6835,159.4439,161.0354,5154240.0
2022-03-04,159.604,161.7511,158.3421,160.0749,6804786.0
2022-03-05,159.604,161.7511,158.3421,160.0749,6804786.0
2022-03-06,159.604,161.7511,158.3421,160.0749,6804786.0
2022-03-07,160.9036,161.0072,155.1591,155.2815,7064847.0
2022-03-08,155.225,162.6364,152.9272,157.5887,7486503.0
2022-03-09,162.5422,163.8512,159.5616,162.4104,6047344.0
2022-03-10,159.604,163.3144,158.7659,162.6835,6079155.0
2022-03-11,163.7664,165.2073,160.0372,160.4327,4869906.0
2022-03-12,163.7664,165.2073,160.0372,160.4327,4869906.0
2022-03-13,163.7664,165.2073,160.0372,160.4327,4869906.0
2022-03-14,160.056,161.6476,156.4116,157.0048,4863167.0
2022-03-15,158.7565,162.5799,158.102,162.2785,5138676.0
2022-03-16,163.6346,166.1867,161.4404,166.0548,5660414.0
2022-03-17,165.5934,168.0796,165.0284,168.0701,4930846.0
2022-03-18,167.8159,169.8406,165.4969,169.6052,9031479.0
2022-03-19,167.8159,169.8406,165.4969,169.6052,9031479.0
2022-03-20,167.8159,169.8406,165.4969,169.6052,9031479.0
2022-03-21,168.8424,170.6505,167.3686,169.9442,5030585.0
2022-03-22,170.335,172.0913,169.511,171.724,3802974.0
2022-03-23,171.3944,172.3362,168.5975,168.6446,4821128.0
2022-03-24,169.8312,173.5887,169.1625,173.4757,4169424.0
2022-03-25,173.9089,175.3497,172.5245,174.1255,3738761.0
2022-03-26,173.9089,175.3497,172.5245,174.1255,3738761.0
2022-03-27,173.9089,175.3497,172.5245,174.1255,3738761.0
2022-03-28,172.4868,174.9636,171.4039,174.86,3117048.0
2022-03-29,177.0166,180.1902,176.3762,179.8794,5835722.0
2022-03-30,178.9283,179.7758,175.83,176.5269,3865719.0
2022-03-31,177.1672,177.6287,172.5057,172.7882,7170698.0
2022-04-01,173.6828,174.1019,169.2756,171.4698,4631765.0
2022-04-02,173.6828,174.1019,169.2756,171.4698,4631765.0
2022-04-03,173.6828,174.1019,169.2756,171.4698,4631765.0
2022-04-04,170.9707,172.6658,170.0431,172.0631,4644903.0
2022-04-05,171.046,171.2532,166.0925,166.8553,6956458.0
2022-04-06,164.8023,169.1437,164.6328,166.9212,6933138.0
2022-04-07,165.9795,168.5033,165.0849,167.2508,4178547.0
2022-04-08,166.8647,166.9683,163.7005,163.9642,4504564.0
2022-04-09,166.8647,166.9683,163.7005,163.9642,4504564.0
2022-04-10,166.8647,166.9683,163.7005,163.9642,4504564.0
2022-04-11,162.7023,164.275,161.77,161.9207,4347851.0
2022-04-12,165.1932,166.0925,162.3444,162.9189,4550879.0
2022-04-13,163.2108,165.2638,162.3633,164.9059,5229054.0
2022-04-14,164.7129,165.8477,163.418,163.5404,4578456.0
2022-04-15,164.7129,165.8477,163.418,163.5404,4578456.0
2022-04-16,164.7129,165.8477,163.418,163.5404,4578456.0
2022-04-17,164.7129,165.8477,163.418,163.5404,4578456.0
2022-04-18,162.9189,167.232,162.9189,166.2714,3564025.0
2022-04-19,165.1885,168.8892,165.0189,168.6258,4671970.0
2022-04-20,171.013,172.9577,168.6447,168.9648,4553809.0
2022-04-21,170.7917,172.5622,166.4692,166.9024,4734969.0
2022-04-22,166.9777,167.2791,162.8483,163.2108,6355869.0
2022-04-23,166.9777,167.2791,162.8483,163.2108,6355869.0
2022-04-24,166.9777,167.2791,162.8483,163.2108,6355869.0
2022-04-25,162.9754,164.9624,161.6664,163.7759,8737621.0
2022-04-26,161.4404,162.4386,158.5587,158.6246,9591653.0
2022-04-27,151.1944,161.9018,151.1473,159.5193,12570425.0
2022-04-28,160.1502,166.5728,160.0843,165.6028,8233639.0
2022-04-29,163.8983,165.7723,160.0278,160.3291,6698576.0
2022-04-30,163.8983,165.7723,160.0278,160.3291,6698576.0
2022-05-01,163.8983,165.7723,160.0278,160.3291,6698576.0
2022-05-02,160.6117,163.9736,158.2856,163.8606,5851582.0
2022-05-03,163.7476,164.6046,161.9772,162.4857,5438583.0
