,COLB US Equity,COLB US Equity,COLB US Equity,COLB US Equity,COLB US Equity
2021-03-14,43.2219,43.9768,43.0744,43.7773,380974.0
2021-03-15,43.3,43.569,41.7121,42.2327,298093.0
2021-03-16,41.903,42.1546,41.2609,41.903,226709.0
2021-03-17,42.3889,42.71,41.3563,41.7294,248884.0
2021-03-18,42.4323,43.5257,41.4084,41.5906,363745.0
2021-03-19,40.1588,41.4518,40.091,41.2348,1249197.0
2021-03-20,40.1588,41.4518,40.091,41.2348,1249197.0
2021-03-21,40.1588,41.4518,40.091,41.2348,1249197.0
2021-03-22,40.8704,41.1654,39.5341,39.6035,313142.0
2021-03-23,38.7271,39.6729,33.5554,38.6577,248388.0
2021-03-24,38.6403,40.1371,37.6337,37.6598,430800.0
2021-03-25,37.4949,38.2758,37.0523,38.0068,537117.0
2021-03-26,38.4234,39.2651,38.111,39.1436,374589.0
2021-03-27,38.4234,39.2651,38.111,39.1436,374589.0
2021-03-28,38.4234,39.2651,38.111,39.1436,374589.0
2021-03-29,38.1717,39.0742,37.5383,37.6077,399036.0
2021-03-30,38.1717,38.8659,37.9895,38.2064,394226.0
2021-03-31,37.7292,38.3453,37.2346,37.3908,389395.0
2021-04-01,37.1912,37.7856,37.0176,37.4515,228372.0
2021-04-02,37.1912,37.7856,37.0176,37.4515,228372.0
2021-04-03,37.1912,37.7856,37.0176,37.4515,228372.0
2021-04-04,37.1912,37.7856,37.0176,37.4515,228372.0
2021-04-05,38.0242,38.4451,37.2085,37.7031,278353.0
2021-04-06,37.7118,38.1197,37.3647,37.7118,216850.0
2021-04-07,37.7986,38.4971,37.0697,37.2606,187923.0
2021-04-08,37.1391,37.7986,36.5317,37.7986,264020.0
2021-04-09,37.9374,38.5709,37.868,38.432,216731.0
2021-04-10,37.9374,38.5709,37.868,38.432,216731.0
2021-04-11,37.9374,38.5709,37.868,38.432,216731.0
2021-04-12,38.7097,38.9353,37.8159,38.5969,222871.0
2021-04-13,38.4234,38.5101,37.6337,37.7552,183173.0
2021-04-14,37.6598,38.6924,37.6598,38.2064,229012.0
2021-04-15,38.1544,38.1934,36.7226,37.9374,187025.0
2021-04-16,38.6143,38.6143,37.6945,38.0416,188023.0
2021-04-17,38.6143,38.6143,37.6945,38.0416,188023.0
2021-04-18,38.6143,38.6143,37.6945,38.0416,188023.0
2021-04-19,38.1197,38.2455,37.2346,37.7205,170940.0
2021-04-20,37.3734,37.3734,35.959,36.1412,306193.0
2021-04-21,35.9416,37.3213,35.8375,37.2172,199891.0
2021-04-22,37.3647,37.7812,37.0003,37.1391,188207.0
2021-04-23,37.2693,39.0915,37.0523,38.3106,462622.0
2021-04-24,37.2693,39.0915,37.0523,38.3106,462622.0
2021-04-25,37.2693,39.0915,37.0523,38.3106,462622.0
2021-04-26,38.38,38.5015,37.7205,37.7899,268366.0
2021-04-27,38.0936,38.0936,37.3821,37.6598,379236.0
2021-04-28,37.6077,38.1978,37.3821,38.163,314420.0
2021-04-29,38.1197,39.0395,37.6972,38.0589,312223.0
2021-04-30,38.1023,38.5882,37.6164,37.7726,400296.0
2021-05-01,38.1023,38.5882,37.6164,37.7726,400296.0
2021-05-02,38.1023,38.5882,37.6164,37.7726,400296.0
2021-05-03,38.3973,38.5535,36.2714,38.0849,447269.0
2021-05-04,38.0242,38.3366,37.3734,38.2932,226251.0
2021-05-05,38.3453,38.701,37.8073,38.0936,230770.0
2021-05-06,38.3626,38.7357,37.7205,38.7271,265608.0
2021-05-07,38.2411,38.5015,37.9201,38.4407,250469.0
2021-05-08,38.2411,38.5015,37.9201,38.4407,250469.0
2021-05-09,38.2411,38.5015,37.9201,38.4407,250469.0
2021-05-10,38.111,38.8312,37.6684,37.868,356373.0
2021-05-11,37.1431,38.0165,37.1431,37.3003,171034.0
2021-05-12,37.7807,37.868,35.8943,36.0078,195908.0
2021-05-13,36.1126,38.0776,35.7895,37.737,299291.0
2021-05-14,38.0689,38.5579,37.7283,38.4269,309070.0
2021-05-15,38.0689,38.5579,37.7283,38.4269,309070.0
2021-05-16,38.0689,38.5579,37.7283,38.4269,309070.0
2021-05-17,38.3221,38.6016,37.7108,38.1562,130343.0
2021-05-18,38.0601,38.3221,37.1169,37.1344,126403.0
2021-05-19,36.7239,37.5623,36.1388,37.5012,317179.0
2021-05-20,37.3003,38.0077,36.7239,37.8331,285730.0
2021-05-21,38.3833,38.5405,37.6584,38.0165,179924.0
2021-05-22,38.3833,38.5405,37.6584,38.0165,179924.0
2021-05-23,38.3833,38.5405,37.6584,38.0165,179924.0
2021-05-24,38.1213,38.1213,37.213,37.4313,152068.0
2021-05-25,37.4488,38.0339,36.0951,36.1388,331135.0
2021-05-26,36.1388,36.6715,36.1213,36.6279,226129.0
2021-05-27,37.0995,37.6671,36.9073,37.3702,238841.0
2021-05-28,37.3615,37.7981,36.8658,37.6933,475755.0
2021-05-29,37.3615,37.7981,36.8658,37.6933,475755.0
2021-05-30,37.3615,37.7981,36.8658,37.6933,475755.0
2021-05-31,37.3615,37.7981,36.8658,37.6933,475755.0
2021-06-01,37.8593,38.1999,37.3309,37.9379,343195.0
2021-06-02,38.1213,38.1213,37.2479,37.3353,171247.0
2021-06-03,37.3353,37.606,36.8462,37.4663,200015.0
2021-06-04,37.2043,37.6409,37.0252,37.5536,146770.0
2021-06-05,37.2043,37.6409,37.0252,37.5536,146770.0
2021-06-06,37.2043,37.6409,37.0252,37.5536,146770.0
2021-06-07,37.7283,38.0732,37.4051,37.6846,210479.0
2021-06-08,37.4488,37.9903,37.2829,37.6147,329312.0
2021-06-09,37.3964,37.475,36.7414,36.7501,221550.0
2021-06-10,37.3789,37.4837,35.8069,35.8506,635400.0
2021-06-11,36.165,36.8811,35.9117,36.0951,216995.0
2021-06-12,36.165,36.8811,35.9117,36.0951,216995.0
2021-06-13,36.165,36.8811,35.9117,36.0951,216995.0
2021-06-14,36.1825,36.4532,35.2218,35.641,215273.0
2021-06-15,35.903,36.4008,35.5624,36.165,470552.0
2021-06-16,35.9467,37.0209,35.4925,36.7589,254531.0
2021-06-17,37.0034,37.0034,34.8375,34.986,421945.0
2021-06-18,34.3048,35.0209,33.5799,33.641,849918.0
2021-06-19,34.3048,35.0209,33.5799,33.641,849918.0
2021-06-20,34.3048,35.0209,33.5799,33.641,849918.0
2021-06-21,33.9729,35.3703,33.9729,35.0646,287647.0
2021-06-22,35.0122,35.4401,34.2611,34.689,267993.0
2021-06-23,34.8375,34.8375,34.2786,34.3222,411523.0
2021-06-24,34.0166,34.1301,33.2131,34.0777,1266032.0
2021-06-25,34.0777,34.7589,33.8768,34.6192,1613498.0
2021-06-26,34.0777,34.7589,33.8768,34.6192,1613498.0
2021-06-27,34.0777,34.7589,33.8768,34.6192,1613498.0
2021-06-28,34.4882,34.4969,33.4751,33.6498,618517.0
2021-06-29,33.9991,34.2436,33.3441,33.4489,371400.0
2021-06-30,35.0733,35.0733,33.2655,33.676,414024.0
2021-07-01,33.9904,34.0952,33.4052,33.5537,255839.0
2021-07-02,33.4489,33.6498,32.7328,32.759,222619.0
2021-07-03,33.4489,33.6498,32.7328,32.759,222619.0
2021-07-04,33.4489,33.6498,32.7328,32.759,222619.0
2021-07-05,33.4489,33.6498,32.7328,32.759,222619.0
2021-07-06,32.3398,32.5756,31.5188,31.7983,374772.0
2021-07-07,31.5276,32.2524,30.9162,31.0472,845300.0
2021-07-08,30.1652,30.9162,29.8769,30.366,590801.0
2021-07-09,31.0647,31.5887,30.8114,31.5014,385294.0
2021-07-10,31.0647,31.5887,30.8114,31.5014,385294.0
2021-07-11,31.0647,31.5887,30.8114,31.5014,385294.0
2021-07-12,31.0123,31.6935,30.532,31.5625,375412.0
2021-07-13,31.414,31.5538,30.497,30.6979,337123.0
2021-07-14,30.8114,31.152,30.2263,30.4621,225325.0
2021-07-15,30.1564,30.9512,29.9206,30.9162,221139.0
2021-07-16,31.2044,31.2656,30.2569,30.3311,279306.0
2021-07-17,31.2044,31.2656,30.2569,30.3311,279306.0
2021-07-18,31.2044,31.2656,30.2569,30.3311,279306.0
2021-07-19,29.4315,29.842,29.008,29.4053,346786.0
2021-07-20,29.3617,30.8551,29.2918,30.104,440302.0
2021-07-21,30.5145,30.9512,30.4184,30.5145,241118.0
2021-07-22,30.2962,30.366,29.4228,29.5451,290670.0
2021-07-23,29.8944,30.4621,29.6761,30.1652,260168.0
2021-07-24,29.8944,30.4621,29.6761,30.1652,260168.0
2021-07-25,29.8944,30.4621,29.6761,30.1652,260168.0
2021-07-26,30.1914,30.7241,30.1914,30.4446,217019.0
2021-07-27,30.1564,30.5669,29.9206,30.2263,161678.0
2021-07-28,30.3835,30.8027,29.8769,30.4184,180676.0
2021-07-29,30.532,30.9686,30.0909,30.3835,269663.0
2021-07-30,30.628,31.2787,30.4621,30.5145,303032.0
2021-07-31,30.628,31.2787,30.4621,30.5145,303032.0
2021-08-01,30.628,31.2787,30.4621,30.5145,303032.0
2021-08-02,30.5058,31.4228,30.2088,30.6018,376348.0
2021-08-03,29.9468,31.0822,29.9468,30.9774,335290.0
2021-08-04,30.3398,30.925,30.3311,30.5058,221725.0
2021-08-05,30.5844,31.1957,30.4097,31.0996,207456.0
2021-08-06,31.676,32.3136,31.3616,32.0428,293039.0
2021-08-07,31.676,32.3136,31.3616,32.0428,293039.0
2021-08-08,31.676,32.3136,31.3616,32.0428,293039.0
2021-08-09,31.7459,32.331,30.3573,31.7983,267811.0
2021-08-10,31.7279,32.9072,31.6839,32.7224,414095.0
2021-08-11,32.784,33.048,32.2735,32.9424,233551.0
2021-08-12,32.9424,33.1537,32.564,32.696,229155.0
2021-08-13,32.872,32.916,32.3616,32.7488,219436.0
2021-08-14,32.872,32.916,32.3616,32.7488,219436.0
2021-08-15,32.872,32.916,32.3616,32.7488,219436.0
2021-08-16,32.4936,32.96,32.3352,32.9336,374272.0
2021-08-17,32.608,32.8544,31.9567,32.3,183643.0
2021-08-18,32.2295,32.4496,31.7367,31.7807,190842.0
2021-08-19,31.4726,31.6927,31.0414,31.5255,299588.0
2021-08-20,31.455,32.1855,31.3406,32.1415,266476.0
2021-08-21,31.455,32.1855,31.3406,32.1415,266476.0
2021-08-22,31.455,32.1855,31.3406,32.1415,266476.0
2021-08-23,32.3352,32.5419,32.1415,32.3,147882.0
2021-08-24,32.3,32.52,32.1019,32.1767,153878.0
2021-08-25,32.3,32.5112,31.8863,31.8951,247812.0
2021-08-26,31.9831,32.4452,31.4815,31.4991,192794.0
2021-08-27,31.6311,32.4848,31.6311,32.4848,356393.0
2021-08-28,31.6311,32.4848,31.6311,32.4848,356393.0
2021-08-29,31.6311,32.4848,31.6311,32.4848,356393.0
2021-08-30,32.564,32.6432,31.7455,31.7895,186257.0
2021-08-31,31.8863,32.3352,31.6927,32.0007,217514.0
2021-09-01,32.0887,32.1591,31.411,31.7719,211177.0
2021-09-02,31.7719,32.1063,31.2438,31.5695,234360.0
2021-09-03,31.6751,31.7103,31.1382,31.323,315536.0
2021-09-04,31.6751,31.7103,31.1382,31.323,315536.0
2021-09-05,31.6751,31.7103,31.1382,31.323,315536.0
2021-09-06,31.6751,31.7103,31.1382,31.323,315536.0
2021-09-07,31.4022,31.6135,30.9006,30.9182,204435.0
2021-09-08,30.839,30.971,30.215,30.5837,238526.0
2021-09-09,30.4957,31.3406,30.4121,30.6453,286634.0
2021-09-10,30.7334,31.1206,29.598,29.6244,181685.0
2021-09-11,30.7334,31.1206,29.598,29.6244,181685.0
2021-09-12,30.7334,31.1206,29.598,29.6244,181685.0
2021-09-13,30.0381,30.1868,29.6156,30.0557,317046.0
2021-09-14,30.1965,30.1965,29.0259,29.1404,233218.0
2021-09-15,29.0964,29.6244,29.0964,29.378,280563.0
2021-09-16,29.5188,29.6684,29.0348,29.2372,239847.0
2021-09-17,29.422,30.0821,29.0171,30.0645,1379753.0
2021-09-18,29.422,30.0821,29.0171,30.0645,1379753.0
2021-09-19,29.422,30.0821,29.0171,30.0645,1379753.0
2021-09-20,29.1492,29.422,28.6915,29.29,443056.0
2021-09-21,29.5364,30.0117,29.2768,29.6596,391175.0
2021-09-22,30.0909,30.7158,29.7388,30.1437,867499.0
2021-09-23,29.9061,31.8863,29.9061,31.6223,537674.0
2021-09-24,31.6047,32.8104,31.3582,32.6344,433753.0
2021-09-25,31.6047,32.8104,31.3582,32.6344,433753.0
2021-09-26,31.6047,32.8104,31.3582,32.6344,433753.0
2021-09-27,33.0656,34.245,32.8544,33.7169,576156.0
2021-09-28,34.0162,34.3066,33.1255,33.6465,601833.0
2021-09-29,33.6289,34.5178,33.2505,34.0074,681539.0
2021-09-30,34.4122,35.0547,33.3561,33.4353,3115816.0
2021-10-01,33.4793,34.6674,33.3825,34.2362,724029.0
2021-10-02,33.4793,34.6674,33.3825,34.2362,724029.0
2021-10-03,33.4793,34.6674,33.3825,34.2362,724029.0
2021-10-04,34.0514,34.641,34.0514,34.3066,497351.0
2021-10-05,34.4474,34.8435,34.0602,34.3858,533979.0
2021-10-06,34.025,34.4122,33.6465,34.377,469056.0
2021-10-07,35.2571,35.7148,35.1867,35.5387,562859.0
2021-10-08,35.3099,35.8556,34.9711,35.5299,278785.0
2021-10-09,35.3099,35.8556,34.9711,35.5299,278785.0
2021-10-10,35.3099,35.8556,34.9711,35.5299,278785.0
2021-10-11,35.8028,35.8952,34.7907,34.8259,277816.0
2021-10-12,31.4736,32.0323,29.5049,29.8685,4027310.0
2021-10-13,29.8862,30.5336,29.2211,30.5247,3042577.0
2021-10-14,30.8794,31.0479,30.2675,30.4006,1339090.0
2021-10-15,30.844,31.11,30.4272,30.8617,1440095.0
2021-10-16,30.844,31.11,30.4272,30.8617,1440095.0
2021-10-17,30.844,31.11,30.4272,30.8617,1440095.0
2021-10-18,30.7996,31.4825,30.5957,31.0745,1158116.0
2021-10-19,31.1366,31.2608,30.7642,31.0834,1000895.0
2021-10-20,30.977,31.6421,30.6843,31.4825,1107629.0
2021-10-21,31.2673,31.447,30.8528,31.0834,812505.0
2021-10-22,31.0923,31.4293,30.8351,31.4115,877752.0
2021-10-23,31.0923,31.4293,30.8351,31.4115,877752.0
2021-10-24,31.0923,31.4293,30.8351,31.4115,877752.0
2021-10-25,31.5712,31.651,31.2475,31.3583,429281.0
2021-10-26,31.3317,31.3849,30.8351,30.9149,449175.0
2021-10-27,30.6932,30.6932,30.0547,30.0813,731872.0
2021-10-28,30.0813,30.8262,29.7443,30.2675,455552.0
2021-10-29,30.4981,30.64,30.1345,30.2675,1168560.0
2021-10-30,30.4981,30.64,30.1345,30.2675,1168560.0
2021-10-31,30.4981,30.64,30.1345,30.2675,1168560.0
2021-11-01,30.4892,31.1544,30.3296,31.0302,644251.0
2021-11-02,31.11,31.11,30.6577,30.7109,468924.0
2021-11-03,30.5424,32.3427,30.3926,32.2008,737160.0
2021-11-04,32.2806,32.2806,31.314,31.58,433634.0
2021-11-05,31.8284,32.5112,31.8284,32.4048,443035.0
2021-11-06,31.8284,32.5112,31.8284,32.4048,443035.0
2021-11-07,31.8284,32.5112,31.8284,32.4048,443035.0
2021-11-08,32.5999,32.7507,32.2097,32.3072,404160.0
2021-11-09,32.1565,32.2895,31.8106,32.1476,518405.0
2021-11-10,32.1121,32.529,32.1121,32.2984,394444.0
2021-11-11,32.4137,32.5467,32.0589,32.1299,332721.0
2021-11-12,32.1653,32.1742,31.549,31.9259,476063.0
2021-11-13,32.1653,32.1742,31.549,31.9259,476063.0
2021-11-14,32.1653,32.1742,31.549,31.9259,476063.0
2021-11-15,31.9259,32.3072,31.7663,31.9348,572614.0
2021-11-16,31.8461,31.8816,31.5047,31.6421,622819.0
2021-11-17,31.4115,31.6333,30.8794,31.0657,568146.0
2021-11-18,31.0036,31.3583,30.1877,30.5602,1209791.0
2021-11-19,30.1611,30.4493,29.833,30.1877,927115.0
2021-11-20,30.1611,30.4493,29.833,30.1877,927115.0
2021-11-21,30.1611,30.4493,29.833,30.1877,927115.0
2021-11-22,30.9149,30.9149,30.099,30.1256,594554.0
2021-11-23,30.4449,30.6134,29.7886,30.5691,558994.0
2021-11-24,30.4715,30.8174,30.3296,30.4892,406145.0
2021-11-25,30.4715,30.8174,30.3296,30.4892,406145.0
2021-11-26,29.3807,29.5758,28.3342,28.9905,598878.0
2021-11-27,29.3807,29.5758,28.3342,28.9905,598878.0
2021-11-28,29.3807,29.5758,28.3342,28.9905,598878.0
2021-11-29,29.4963,29.4963,28.6978,29.2654,766094.0
2021-11-30,29.1945,29.3364,28.7333,29.1413,1125362.0
2021-12-01,29.6822,30.0281,28.5914,28.618,863983.0
2021-12-02,29.1102,29.7532,28.6092,29.4073,881586.0
2021-12-03,29.4428,29.6157,28.6535,28.8575,1001358.0
2021-12-04,29.4428,29.6157,28.6535,28.8575,1001358.0
2021-12-05,29.4428,29.6157,28.6535,28.8575,1001358.0
2021-12-06,29.3984,30.2232,29.2933,29.966,758636.0
2021-12-07,30.1788,30.2941,29.4871,29.6379,576461.0
2021-12-08,29.8064,30.0547,29.6379,29.7354,515198.0
2021-12-09,29.4339,30.037,29.2211,29.4339,356284.0
2021-12-10,29.6822,29.8064,29.3098,29.5137,529770.0
2021-12-11,29.6822,29.8064,29.3098,29.5137,529770.0
2021-12-12,29.6822,29.8064,29.3098,29.5137,529770.0
2021-12-13,29.3541,29.7266,28.5914,29.0703,869824.0
2021-12-14,29.2033,29.9217,29.1989,29.2831,553858.0
2021-12-15,29.3541,29.8685,29.0348,29.2299,1238080.0
2021-12-16,29.5847,29.864,28.9462,28.955,1030719.0
2021-12-17,28.9728,29.0614,27.0927,27.7489,3795005.0
2021-12-18,28.9728,29.0614,27.0927,27.7489,3795005.0
2021-12-19,28.9728,29.0614,27.0927,27.7489,3795005.0
2021-12-20,27.3587,27.4563,26.6847,27.3853,1220508.0
2021-12-21,27.6248,28.2979,27.6248,28.2278,891941.0
2021-12-22,28.0416,28.4584,27.9795,28.4318,521543.0
2021-12-23,28.7333,29.0614,28.6136,28.6801,407517.0
2021-12-24,28.7333,29.0614,28.6136,28.6801,407517.0
2021-12-25,28.7333,29.0614,28.6136,28.6801,407517.0
2021-12-26,28.7333,29.0614,28.6136,28.6801,407517.0
2021-12-27,28.9195,29.088,28.4978,29.0703,373253.0
2021-12-28,29.8773,29.8773,28.9462,29.1767,292205.0
2021-12-29,29.2565,29.3098,28.9772,29.0614,299750.0
2021-12-30,29.0614,29.425,28.822,29.2211,470099.0
2021-12-31,29.1767,29.3452,29.0082,29.0171,287302.0
2022-01-01,29.1767,29.3452,29.0082,29.0171,287302.0
2022-01-02,29.1767,29.3452,29.0082,29.0171,287302.0
2022-01-03,29.5182,30.1079,29.3364,29.629,657041.0
2022-01-04,29.9217,30.5513,29.7354,29.9394,723956.0
2022-01-05,30.1434,30.3473,29.8773,29.8951,794859.0
2022-01-06,30.4804,31.6066,29.9128,31.5002,942464.0
2022-01-07,31.4914,32.0412,31.181,31.9702,1100386.0
2022-01-08,31.4914,32.0412,31.181,31.9702,1100386.0
2022-01-09,31.4914,32.0412,31.181,31.9702,1100386.0
2022-01-10,32.1742,32.6265,31.8461,32.5467,1504640.0
2022-01-11,32.6708,32.6708,32.1565,32.5733,623780.0
2022-01-12,32.5201,33.03,32.3427,32.7773,876194.0
2022-01-13,32.9192,33.3936,32.5644,32.662,887495.0
2022-01-14,32.3871,32.8127,32.0944,32.7684,768206.0
2022-01-15,32.3871,32.8127,32.0944,32.7684,768206.0
2022-01-16,32.3871,32.8127,32.0944,32.7684,768206.0
2022-01-17,32.3871,32.8127,32.0944,32.7684,768206.0
2022-01-18,32.8393,33.0078,32.0767,32.1831,622293.0
2022-01-19,32.2806,32.3782,31.11,31.1189,583251.0
2022-01-20,30.9504,31.7751,30.7198,30.9504,1049527.0
2022-01-21,30.8351,32.0057,30.5868,31.0657,1165927.0
2022-01-22,30.8351,32.0057,30.5868,31.0657,1165927.0
2022-01-23,30.8351,32.0057,30.5868,31.0657,1165927.0
2022-01-24,30.5424,31.5357,30.3695,31.447,823934.0
2022-01-25,31.3317,32.325,30.6223,31.988,812456.0
2022-01-26,32.3959,32.458,31.1544,31.6155,922710.0
2022-01-27,31.7574,32.0235,30.3917,30.5424,883786.0
2022-01-28,30.507,30.773,29.8685,30.6223,807471.0
2022-01-29,30.507,30.773,29.8685,30.6223,807471.0
2022-01-30,30.507,30.773,29.8685,30.6223,807471.0
2022-01-31,30.5513,30.8883,29.9217,30.8351,934385.0
2022-02-01,30.6294,31.2019,30.4236,31.1482,771163.0
2022-02-02,31.0677,31.1929,30.6651,30.9424,1104095.0
2022-02-03,30.8709,31.3182,30.6383,30.7993,609008.0
2022-02-04,31.0498,31.7833,30.7814,31.5686,535319.0
2022-02-05,31.0498,31.7833,30.7814,31.5686,535319.0
2022-02-06,31.0498,31.7833,30.7814,31.5686,535319.0
2022-02-07,31.5507,31.8191,31.2913,31.6402,433411.0
2022-02-08,31.8549,32.2932,31.7028,32.2574,889694.0
2022-02-09,32.1769,32.3648,31.8817,32.007,789714.0
2022-02-10,32.0159,32.6197,31.837,32.0517,520298.0
2022-02-11,31.6402,32.5795,31.6402,32.1411,806667.0
2022-02-12,31.6402,32.5795,31.6402,32.1411,806667.0
2022-02-13,31.6402,32.5795,31.6402,32.1411,806667.0
2022-02-14,32.2574,32.5169,31.7475,31.9175,1131738.0
2022-02-15,32.3201,32.9283,32.2664,32.8747,930607.0
2022-02-16,32.7763,33.6261,32.651,33.2146,946068.0
2022-02-17,32.8926,32.9731,32.1411,32.1769,704104.0
2022-02-18,32.0785,32.6689,32.0785,32.4721,647239.0
2022-02-19,32.0785,32.6689,32.0785,32.4721,647239.0
2022-02-20,32.0785,32.6689,32.0785,32.4721,647239.0
2022-02-21,32.0785,32.6689,32.0785,32.4721,647239.0
2022-02-22,32.49,32.8747,32.168,32.5079,949990.0
2022-02-23,32.7226,32.9641,31.7744,31.9086,677015.0
2022-02-24,30.7009,31.2555,29.5648,31.175,1138327.0
2022-02-25,31.5686,33.1699,31.3897,33.0715,1092707.0
2022-02-26,31.5686,33.1699,31.3897,33.0715,1092707.0
2022-02-27,31.5686,33.1699,31.3897,33.0715,1092707.0
2022-02-28,32.4453,32.7942,32.007,32.7673,966802.0
2022-03-01,32.0606,32.5169,30.2447,30.7456,1083279.0
2022-03-02,30.9782,32.8121,30.9782,32.4095,936012.0
2022-03-03,32.49,32.651,31.6581,32.1054,503799.0
2022-03-04,31.336,31.7788,30.3923,30.8619,531226.0
2022-03-05,31.336,31.7788,30.3923,30.8619,531226.0
2022-03-06,31.336,31.7788,30.3923,30.8619,531226.0
2022-03-07,30.5757,30.8619,29.5112,29.5738,922260.0
2022-03-08,29.9763,31.2645,29.8422,30.3163,1324749.0
2022-03-09,31.336,31.828,30.8977,30.9424,817142.0
2022-03-10,30.4952,31.0235,30.3431,30.9246,618601.0
2022-03-11,31.2555,31.9533,31.2376,31.5418,779910.0
2022-03-12,31.2555,31.9533,31.2376,31.5418,779910.0
2022-03-13,31.2555,31.9533,31.2376,31.5418,779910.0
2022-03-14,32.2395,32.2395,30.2805,30.522,858410.0
2022-03-15,30.7814,31.1482,29.8422,30.5667,744986.0
2022-03-16,30.9872,31.5597,30.4594,31.1124,770604.0
2022-03-17,30.5936,30.7993,30.2089,30.7188,649239.0
2022-03-18,30.3878,30.7904,29.4754,30.2626,1570547.0
2022-03-19,30.3878,30.7904,29.4754,30.2626,1570547.0
2022-03-20,30.3878,30.7904,29.4754,30.2626,1570547.0
2022-03-21,30.4326,30.8372,29.8556,30.1552,540143.0
2022-03-22,30.6562,31.0561,30.446,30.7725,779335.0
2022-03-23,30.4415,30.7456,29.3054,29.3233,675914.0
2022-03-24,29.5022,29.7437,29.1623,29.7259,597815.0
2022-03-25,29.7259,30.6204,29.7259,30.4773,766873.0
2022-03-26,29.7259,30.6204,29.7259,30.4773,766873.0
2022-03-27,29.7259,30.6204,29.7259,30.4773,766873.0
2022-03-28,30.2626,30.2626,29.3591,29.9406,1085212.0
2022-03-29,30.4147,30.7993,30.1284,30.7278,1065393.0
2022-03-30,30.7188,30.8172,29.2517,29.5738,1011338.0
2022-03-31,29.3591,29.8243,28.6792,28.8671,1248349.0
2022-04-01,29.3144,29.3949,27.7131,27.8294,2193477.0
2022-04-02,29.3144,29.3949,27.7131,27.8294,2193477.0
2022-04-03,29.3144,29.3949,27.7131,27.8294,2193477.0
2022-04-04,27.7757,28.1201,26.8454,27.8741,1353402.0
2022-04-05,27.8563,28.0978,27.3821,27.4895,1167184.0
2022-04-06,27.2658,27.5611,27.1853,27.2837,1413866.0
2022-04-07,27.3285,27.3374,26.6039,26.8454,904553.0
2022-04-08,27.069,27.1853,26.6576,26.9975,695254.0
2022-04-09,27.069,27.1853,26.6576,26.9975,695254.0
2022-04-10,27.069,27.1853,26.6576,26.9975,695254.0
2022-04-11,27.0869,27.5789,26.9975,27.0064,707159.0
2022-04-12,27.1496,27.4,26.5323,26.6754,706361.0
2022-04-13,26.2729,27.3195,26.1387,27.2569,516863.0
2022-04-14,27.3016,27.4358,26.9125,26.9975,401918.0
2022-04-15,27.3016,27.4358,26.9125,26.9975,401918.0
2022-04-16,27.3016,27.4358,26.9125,26.9975,401918.0
2022-04-17,27.3016,27.4358,26.9125,26.9975,401918.0
2022-04-18,26.917,27.2032,26.8141,27.0154,537066.0
2022-04-19,27.2927,28.1157,27.2032,28.0173,676591.0
2022-04-20,28.1157,28.6345,27.9547,27.9725,692369.0
2022-04-21,27.9904,28.7597,27.8831,28.0799,918253.0
2022-04-22,28.5629,28.5629,27.6863,28.062,1177855.0
2022-04-23,28.5629,28.5629,27.6863,28.062,1177855.0
2022-04-24,28.5629,28.5629,27.6863,28.062,1177855.0
2022-04-25,27.8652,27.9185,26.8633,27.8652,1041747.0
2022-04-26,27.3464,27.7936,26.7917,26.8007,815893.0
2022-04-27,26.8454,27.1138,26.3802,26.5592,761800.0
2022-04-28,26.7112,27.0959,26.0254,26.3445,1235697.0
2022-04-29,26.4071,26.4071,25.0026,25.1189,908758.0
2022-04-30,26.4071,26.4071,25.0026,25.1189,908758.0
2022-05-01,26.4071,26.4071,25.0026,25.1189,908758.0
2022-05-02,25.3068,25.9777,25.0474,25.933,1127649.0
2022-05-03,26.0866,26.7736,25.7431,26.7013,919849.0
2022-05-04,26.7374,27.5329,26.3488,27.4877,1024978.0
2022-05-05,27.1171,27.2075,26.4934,26.9273,1059728.0
2022-05-06,26.9724,27.0267,25.7431,26.1228,956607.0
2022-05-07,26.9724,27.0267,25.7431,26.1228,956607.0
2022-05-08,26.9724,27.0267,25.7431,26.1228,956607.0
2022-05-09,25.7431,26.4753,25.6166,26.0866,707721.0
2022-05-10,26.2584,26.4663,25.3093,25.8335,581266.0
2022-05-11,26.0234,26.2312,25.1466,25.255,649221.0
2022-05-12,25.1737,25.707,24.9567,25.707,644724.0
2022-05-13,25.8878,26.0505,25.4449,25.7251,545040.0
2022-05-14,25.8878,26.0505,25.4449,25.7251,545040.0
2022-05-15,25.8878,26.0505,25.4449,25.7251,545040.0
2022-05-16,25.5172,25.8064,25.1194,25.4177,456638.0
2022-05-17,25.9058,26.4211,25.7609,26.4211,569267.0
2022-05-18,26.2312,26.5205,25.9782,26.2132,712726.0
2022-05-19,25.9149,26.177,25.5443,25.5804,1042468.0
2022-05-20,25.7974,26.0685,25.3454,26.0143,660051.0
2022-05-21,25.7974,26.0685,25.3454,26.0143,660051.0
2022-05-22,25.7974,26.0685,25.3454,26.0143,660051.0
2022-05-23,26.4301,26.8685,26.0505,26.403,979595.0
2022-05-24,26.2493,26.3759,25.3454,25.7793,922491.0
2022-05-25,25.8245,26.5295,25.6708,26.1861,802769.0
2022-05-26,26.3488,26.8278,26.3216,26.638,728610.0
