,COLB US Equity,COLB US Equity,COLB US Equity,COLB US Equity,COLB US Equity
2020-02-03,32.1012,32.5582,31.9859,32.5459,358835.0
2020-02-04,33.0297,33.2465,32.9045,33.0297,160351.0
2020-02-05,33.3633,33.747,33.1482,33.6469,168297.0
2020-02-06,33.8888,33.9722,33.3716,33.4217,147471.0
2020-02-07,33.2132,33.3132,32.646,32.7294,143645.0
2020-02-08,33.2132,33.3132,32.646,32.7294,143645.0
2020-02-09,33.2132,33.3132,32.646,32.7294,143645.0
2020-02-10,32.671,32.9963,32.5167,32.9963,240727.0
2020-02-11,33.1548,33.43,33.0046,33.0755,275662.0
2020-02-12,33.3883,33.4384,32.8462,33.0213,181182.0
2020-02-13,32.8879,33.43,32.8462,33.3132,176555.0
2020-02-14,33.3383,33.3389,32.7461,32.9379,236971.0
2020-02-15,33.3383,33.3389,32.7461,32.9379,236971.0
2020-02-16,33.3383,33.3389,32.7461,32.9379,236971.0
2020-02-17,33.3383,33.3389,32.7461,32.9379,236971.0
2020-02-18,32.646,32.8378,32.2039,32.4166,210295.0
2020-02-19,32.6126,32.7169,32.4792,32.6084,167921.0
2020-02-20,32.5042,32.9212,32.4958,32.7794,218098.0
2020-02-21,32.6877,32.7294,32.2623,32.2706,290651.0
2020-02-22,32.6877,32.7294,32.2623,32.2706,290651.0
2020-02-23,32.6877,32.7294,32.2623,32.2706,290651.0
2020-02-24,31.3615,31.5366,30.8777,31.2614,237158.0
2020-02-25,31.2114,31.2197,29.9602,29.9769,419054.0
2020-02-26,30.2355,30.4273,29.4931,29.5432,476939.0
2020-02-27,28.9343,29.7851,28.6257,28.6507,396168.0
2020-02-28,27.6999,28.2754,27.2078,27.6915,568566.0
2020-02-29,27.6999,28.2754,27.2078,27.6915,568566.0
2020-03-01,27.6999,28.2754,27.2078,27.6915,568566.0
2020-03-02,27.7332,29.1428,27.5914,29.1011,387993.0
2020-03-03,29.0344,29.368,28.1086,28.3505,507936.0
2020-03-04,28.6674,28.951,27.9918,28.8509,490793.0
2020-03-05,27.9584,28.3338,26.2194,26.9158,778454.0
2020-03-06,25.6897,26.9992,25.648,26.5488,666886.0
2020-03-07,25.6897,26.9992,25.648,26.5488,666886.0
2020-03-08,25.6897,26.9992,25.648,26.5488,666886.0
2020-03-09,24.3135,25.0225,23.1124,23.1541,444168.0
2020-03-10,24.1133,25.0058,23.4169,24.889,500238.0
2020-03-11,24.2885,24.5971,23.004,23.2626,644521.0
2020-03-12,21.4526,23.5962,20.8521,22.1616,701863.0
2020-03-13,23.5712,24.2051,22.2116,23.6796,777116.0
2020-03-14,23.5712,24.2051,22.2116,23.6796,777116.0
2020-03-15,23.5712,24.2051,22.2116,23.6796,777116.0
2020-03-16,20.8604,22.2867,20.652,21.2357,802040.0
2020-03-17,21.6361,24.4136,21.169,24.2301,997739.0
2020-03-18,22.6787,24.4636,21.9697,22.9539,933673.0
2020-03-19,22.5286,23.9256,19.6426,23.2125,1053712.0
2020-03-20,22.8872,23.5628,20.2765,20.5768,1157316.0
2020-03-21,22.8872,23.5628,20.2765,20.5768,1157316.0
2020-03-22,22.8872,23.5628,20.2765,20.5768,1157316.0
2020-03-23,20.3182,21.3275,18.2477,18.4249,744067.0
2020-03-24,19.1839,20.3099,18.942,20.2765,594523.0
2020-03-25,20.3933,20.777,19.1255,19.2256,838400.0
2020-03-26,19.5092,22.0531,19.088,21.878,562809.0
2020-03-27,20.802,21.9197,20.3983,21.1607,399981.0
2020-03-28,20.802,21.9197,20.3983,21.1607,399981.0
2020-03-29,20.802,21.9197,20.3983,21.1607,399981.0
2020-03-30,21.1273,22.2783,20.7395,22.2283,366930.0
2020-03-31,22.0865,22.4743,21.4025,22.3534,543520.0
2020-04-01,21.9572,21.9572,21.0939,21.5527,500831.0
2020-04-02,21.3608,22.6453,21.3608,22.4368,446490.0
2020-04-03,22.1866,22.5202,19.4258,19.8595,750791.0
2020-04-04,22.1866,22.5202,19.4258,19.8595,750791.0
2020-04-05,22.1866,22.5202,19.4258,19.8595,750791.0
2020-04-06,21.0022,21.4276,20.0722,20.9021,579114.0
2020-04-07,21.9614,22.4577,20.2849,20.7103,785558.0
2020-04-08,21.3191,22.1616,20.4352,21.8029,541718.0
2020-04-09,22.3534,23.5962,22.1949,23.4377,552557.0
2020-04-10,22.3534,23.5962,22.1949,23.4377,552557.0
2020-04-11,22.3534,23.5962,22.1949,23.4377,552557.0
2020-04-12,22.3534,23.5962,22.1949,23.4377,552557.0
2020-04-13,23.6796,23.6796,21.7445,21.9781,390511.0
2020-04-14,22.5369,22.6787,21.4025,21.9614,453113.0
2020-04-15,20.9355,21.2941,20.5393,20.6519,397206.0
2020-04-16,20.5768,20.9188,19.1589,19.6927,488283.0
2020-04-17,20.1264,21.169,20.1264,20.9772,326518.0
2020-04-18,20.1264,21.169,20.1264,20.9772,326518.0
2020-04-19,20.1264,21.169,20.1264,20.9772,326518.0
2020-04-20,20.3933,21.3942,20.0263,20.9438,337832.0
2020-04-21,20.1931,20.7978,19.9095,20.6686,268879.0
2020-04-22,21.2608,21.2691,20.1347,20.46,278602.0
2020-04-23,20.5685,21.1523,20.4767,20.7686,247884.0
2020-04-24,20.8771,21.2107,20.5851,20.8187,286614.0
2020-04-25,20.8771,21.2107,20.5851,20.8187,286614.0
2020-04-26,20.8771,21.2107,20.5851,20.8187,286614.0
2020-04-27,21.169,22.5661,21.1106,22.1073,487257.0
2020-04-28,22.7955,23.1458,22.32,22.5119,403490.0
2020-04-29,23.4294,24.3135,22.979,23.713,552729.0
2020-04-30,22.5953,23.0957,21.4109,22.5119,555803.0
2020-05-01,21.7195,22.0615,19.7761,20.2765,647282.0
2020-05-02,21.7195,22.0615,19.7761,20.2765,647282.0
2020-05-03,21.7195,22.0615,19.7761,20.2765,647282.0
2020-05-04,19.9596,20.2599,19.4591,20.1431,376124.0
2020-05-05,20.5685,20.5851,19.0171,19.2089,385852.0
2020-05-06,19.334,19.8136,18.7752,18.8503,363650.0
2020-05-07,19.0254,19.4508,18.9086,19.2006,614838.0
2020-05-08,19.8261,20.2599,19.5342,20.1431,423071.0
2020-05-09,19.8261,20.2599,19.5342,20.1431,423071.0
2020-05-10,19.8261,20.2599,19.5342,20.1431,423071.0
2020-05-11,19.8762,19.9784,18.892,19.0087,538975.0
2020-05-12,19.0338,19.2762,17.8494,17.866,392366.0
2020-05-13,17.7393,17.8745,16.5899,17.1815,410618.0
2020-05-14,16.8688,17.6548,16.1504,17.4435,653460.0
2020-05-15,17.1561,17.6125,17.0125,17.3674,486376.0
2020-05-16,17.1561,17.6125,17.0125,17.3674,486376.0
2020-05-17,17.1561,17.6125,17.0125,17.3674,486376.0
2020-05-18,18.128,19.2943,18.128,19.0661,385632.0
2020-05-19,18.8379,19.1422,18.0604,18.0773,316432.0
2020-05-20,18.5506,19.3112,18.4584,19.2605,414218.0
2020-05-21,19.1422,19.7,19.1422,19.3704,325517.0
2020-05-22,19.4718,19.6493,18.8295,19.007,239621.0
2020-05-23,19.4718,19.6493,18.8295,19.007,239621.0
2020-05-24,19.4718,19.6493,18.8295,19.007,239621.0
2020-05-25,19.4718,19.6493,18.8295,19.007,239621.0
2020-05-26,19.9197,20.8071,19.0661,20.5071,446598.0
2020-05-27,21.2466,22.4847,20.8663,22.4044,447660.0
2020-05-28,23.0467,23.0467,21.0606,21.2804,484229.0
2020-05-29,20.8155,20.9339,20.1732,20.5874,395236.0
2020-05-30,20.8155,20.9339,20.1732,20.5874,395236.0
2020-05-31,20.8155,20.9339,20.1732,20.5874,395236.0
2020-06-01,20.824,21.3226,20.0,20.8155,458968.0
2020-06-02,21.0606,21.2466,20.3423,20.5705,207243.0
2020-06-03,21.2381,22.5776,21.2381,22.2016,446886.0
2020-06-04,22.0917,22.7002,21.7705,22.4297,451490.0
2020-06-05,23.689,25.2356,23.4693,24.8384,563812.0
2020-06-06,23.689,25.2356,23.4693,24.8384,563812.0
2020-06-07,23.689,25.2356,23.4693,24.8384,563812.0
2020-06-08,25.506,26.0892,25.2483,26.0384,698361.0
2020-06-09,25.0919,26.461,25.0412,25.6328,798170.0
2020-06-10,25.4131,25.9032,24.2468,24.2806,583343.0
2020-06-11,22.827,22.9706,21.5677,21.9691,512012.0
2020-06-12,23.0974,23.1566,21.7452,22.5227,494917.0
2020-06-13,23.0974,23.1566,21.7452,22.5227,494917.0
2020-06-14,23.0974,23.1566,21.7452,22.5227,494917.0
2020-06-15,21.5255,23.0467,21.2973,22.8692,480088.0
2020-06-16,23.9087,24.72,23.1735,24.5172,657296.0
2020-06-17,24.6186,24.644,23.2918,23.596,580085.0
2020-06-18,23.2749,24.6524,23.2749,24.12,510538.0
2020-06-19,24.4919,24.4919,22.903,23.5538,946267.0
2020-06-20,24.4919,24.4919,22.903,23.5538,946267.0
2020-06-21,24.4919,24.4919,22.903,23.5538,946267.0
2020-06-22,23.427,23.858,23.0298,23.6552,303108.0
2020-06-23,24.1538,24.3651,23.2833,23.3932,470504.0
2020-06-24,22.9537,22.9537,21.9565,22.1931,379508.0
2020-06-25,22.1339,23.3256,21.9903,23.2918,355605.0
2020-06-26,22.827,22.9622,22.0832,22.2776,968652.0
2020-06-27,22.827,22.9622,22.0832,22.2776,968652.0
2020-06-28,22.827,22.9622,22.0832,22.2776,968652.0
2020-06-29,22.5143,23.6805,22.5143,23.4101,315269.0
2020-06-30,23.1735,24.1792,23.1735,23.9552,346958.0
2020-07-01,24.0439,24.1538,22.4974,22.5903,400936.0
2020-07-02,23.3425,23.8242,22.5312,22.6326,223180.0
2020-07-03,23.3425,23.8242,22.5312,22.6326,223180.0
2020-07-04,23.3425,23.8242,22.5312,22.6326,223180.0
2020-07-05,23.3425,23.8242,22.5312,22.6326,223180.0
2020-07-06,23.2918,23.7143,22.1593,22.9706,481154.0
2020-07-07,22.6833,22.7931,22.2354,22.3875,427714.0
2020-07-08,22.3114,22.6748,21.6522,22.2523,380955.0
2020-07-09,22.1593,22.3875,21.4494,21.7198,392273.0
2020-07-10,21.6945,22.7509,21.6945,22.7255,282387.0
2020-07-11,21.6945,22.7509,21.6945,22.7255,282387.0
2020-07-12,21.6945,22.7509,21.6945,22.7255,282387.0
2020-07-13,23.1227,23.8918,22.6495,23.4608,491099.0
2020-07-14,23.2326,24.0186,22.7931,23.2664,374016.0
2020-07-15,23.7566,24.7116,23.6214,24.42,382346.0
2020-07-16,24.0862,24.9651,23.765,24.5003,303122.0
2020-07-17,24.4158,24.8088,24.1369,24.1961,401611.0
2020-07-18,24.4158,24.8088,24.1369,24.1961,401611.0
2020-07-19,24.4158,24.8088,24.1369,24.1961,401611.0
2020-07-20,23.9172,24.3186,23.7989,23.8834,448858.0
2020-07-21,24.2552,25.7004,24.2552,25.6835,455046.0
2020-07-22,25.4046,25.6581,24.906,25.2271,383355.0
2020-07-23,25.3116,26.3596,25.1426,26.0892,523090.0
2020-07-24,25.9962,26.2244,25.2525,25.3285,368574.0
2020-07-25,25.9962,26.2244,25.2525,25.3285,368574.0
2020-07-26,25.9962,26.2244,25.2525,25.3285,368574.0
2020-07-27,25.2778,25.2778,24.0608,24.3144,257431.0
2020-07-28,24.0355,24.8468,24.0355,24.1285,194754.0
2020-07-29,24.0439,24.8637,23.858,24.8384,251637.0
2020-07-30,24.1961,24.6693,23.9298,24.5426,225938.0
2020-07-31,24.475,24.5257,23.6045,24.4496,477545.0
2020-08-01,24.475,24.5257,23.6045,24.4496,477545.0
2020-08-02,24.475,24.5257,23.6045,24.4496,477545.0
2020-08-03,24.6271,24.6693,24.1792,24.5003,281687.0
2020-08-04,24.3808,24.4576,23.9541,24.4534,268835.0
2020-08-05,24.7734,25.2598,24.3638,25.1318,362266.0
2020-08-06,24.9526,25.0209,23.6584,24.6795,219470.0
2020-08-07,24.543,25.7718,24.2358,25.7462,266797.0
2020-08-08,24.543,25.7718,24.2358,25.7462,266797.0
2020-08-09,24.543,25.7718,24.2358,25.7462,266797.0
2020-08-10,25.8828,26.7532,25.6438,26.4033,326245.0
2020-08-11,26.9409,27.453,26.3094,26.4887,342498.0
2020-08-12,27.0177,27.0604,25.8742,26.3265,217325.0
2020-08-13,26.1985,26.3862,25.5158,25.6267,193977.0
2020-08-14,25.3366,25.9553,25.2171,25.8614,414030.0
2020-08-15,25.3366,25.9553,25.2171,25.8614,414030.0
2020-08-16,25.3366,25.9553,25.2171,25.8614,414030.0
2020-08-17,25.695,25.9425,25.4305,25.7292,227604.0
2020-08-18,25.6438,25.6438,24.6112,24.7222,321850.0
2020-08-19,24.816,25.1489,24.4363,24.6624,408911.0
2020-08-20,24.3126,24.6454,23.8348,23.8944,552903.0
2020-08-21,23.8859,24.1504,23.5957,23.7408,1121007.0
2020-08-22,23.8859,24.1504,23.5957,23.7408,1121007.0
2020-08-23,23.8859,24.1504,23.5957,23.7408,1121007.0
2020-08-24,23.8944,24.9526,23.6725,24.9185,350249.0
2020-08-25,25.1318,25.2683,24.7392,24.927,201208.0
2020-08-26,24.8758,24.9014,24.1675,24.176,217830.0
2020-08-27,24.1163,24.5771,23.8773,24.2016,410521.0
2020-08-28,24.5088,24.5088,23.8347,24.048,187537.0
2020-08-29,24.5088,24.5088,23.8347,24.048,187537.0
2020-08-30,24.5088,24.5088,23.8347,24.048,187537.0
2020-08-31,23.8773,24.3083,23.6896,23.8176,417482.0
2020-09-01,23.5787,23.7408,23.2714,23.536,241515.0
2020-09-02,23.4848,23.7749,23.0496,23.2544,374142.0
2020-09-03,23.5019,24.2784,23.2586,23.4421,386904.0
2020-09-04,24.0139,24.2796,23.4037,23.7835,268350.0
2020-09-05,24.0139,24.2796,23.4037,23.7835,268350.0
2020-09-06,24.0139,24.2796,23.4037,23.7835,268350.0
2020-09-07,24.0139,24.2796,23.4037,23.7835,268350.0
2020-09-08,23.425,23.425,22.4095,22.5461,267078.0
2020-09-09,23.2501,23.425,21.9487,22.0938,290094.0
2020-09-10,22.0938,22.1604,21.8719,21.8975,280000.0
2020-09-11,21.8122,21.9914,21.5476,21.778,212206.0
2020-09-12,21.8122,21.9914,21.5476,21.778,212206.0
2020-09-13,21.8122,21.9914,21.5476,21.778,212206.0
2020-09-14,21.8207,22.1962,21.5818,22.0127,271002.0
2020-09-15,22.1109,22.2133,21.7823,22.0767,368938.0
2020-09-16,21.9914,22.5973,21.7866,22.2303,437354.0
2020-09-17,21.7951,22.2389,21.6756,21.7354,331045.0
2020-09-18,21.8207,21.8634,21.249,21.761,1166957.0
2020-09-19,21.8207,21.8634,21.249,21.761,1166957.0
2020-09-20,21.8207,21.8634,21.249,21.761,1166957.0
2020-09-21,21.2148,22.3327,20.2548,20.5151,452706.0
2020-09-22,20.5748,20.7113,19.8665,20.1822,331417.0
2020-09-23,20.2334,20.9119,19.6873,19.7214,307212.0
2020-09-24,19.8494,20.1566,19.3118,19.6702,322439.0
2020-09-25,19.4995,19.8153,19.3033,19.7043,236995.0
2020-09-26,19.4995,19.8153,19.3033,19.7043,236995.0
2020-09-27,19.4995,19.8153,19.3033,19.7043,236995.0
2020-09-28,20.0542,20.4895,19.6873,20.2761,253238.0
2020-09-29,20.2249,20.2334,19.7726,20.1396,200318.0
2020-09-30,20.242,20.6985,20.1908,20.3529,336200.0
2020-10-01,20.2676,20.5577,19.9518,20.5577,296730.0
2020-10-02,20.2164,21.3172,20.0286,21.1209,216350.0
2020-10-03,20.2164,21.3172,20.0286,21.1209,216350.0
2020-10-04,20.2164,21.3172,20.0286,21.1209,216350.0
2020-10-05,21.3258,21.7012,21.1337,21.633,244520.0
2020-10-06,21.889,22.5802,21.7354,21.778,329719.0
2020-10-07,21.9914,22.5631,21.8634,22.2218,426113.0
2020-10-08,22.529,22.7424,22.2474,22.6058,205693.0
2020-10-09,22.6912,22.9472,22.2218,22.2645,271705.0
2020-10-10,22.6912,22.9472,22.2218,22.2645,271705.0
2020-10-11,22.6912,22.9472,22.2218,22.2645,271705.0
2020-10-12,22.2218,22.8362,22.1962,22.6912,301967.0
2020-10-13,22.5205,22.529,21.1977,21.8292,239194.0
2020-10-14,21.8804,22.1365,21.6586,21.6927,210404.0
2020-10-15,21.4282,22.3327,21.2575,22.2901,219498.0
2020-10-16,22.2303,22.721,21.6964,22.3754,220996.0
2020-10-17,22.2303,22.721,21.6964,22.3754,220996.0
2020-10-18,22.2303,22.721,21.6964,22.3754,220996.0
2020-10-19,22.4522,22.6912,22.0341,22.0853,234775.0
2020-10-20,22.401,22.8021,22.2815,22.4522,175617.0
2020-10-21,22.3925,22.7338,22.2645,22.5034,180190.0
2020-10-22,22.6741,23.6043,22.4181,23.5531,205090.0
2020-10-23,23.7408,24.1419,23.4848,24.0309,249822.0
2020-10-24,23.7408,24.1419,23.4848,24.0309,249822.0
2020-10-25,23.7408,24.1419,23.4848,24.0309,249822.0
2020-10-26,23.7152,23.7195,23.4165,23.5872,226524.0
2020-10-27,23.4336,23.5957,22.6485,22.6997,244270.0
2020-10-28,22.145,22.5119,21.394,21.9914,277922.0
2020-10-29,22.0511,23.6811,21.6756,23.4848,393026.0
2020-10-30,23.3482,24.3808,23.3482,24.2443,558740.0
2020-10-31,23.3482,24.3808,23.3482,24.2443,558740.0
2020-11-01,23.3482,24.3808,23.3482,24.2443,558740.0
2020-11-02,24.6624,25.3835,24.3552,25.3622,447458.0
2020-11-03,25.9425,26.4204,25.6011,26.1729,365745.0
2020-11-04,25.5158,25.9425,24.1077,24.1675,301666.0
2020-11-05,24.0651,24.799,24.0224,24.1589,397097.0
2020-11-06,24.4832,24.6036,23.5019,23.6213,237861.0
2020-11-07,24.4832,24.6036,23.5019,23.6213,237861.0
2020-11-08,24.4832,24.6036,23.5019,23.6213,237861.0
2020-11-09,26.3714,29.4749,25.0007,28.6129,417396.0
2020-11-10,28.1732,30.4663,28.1732,29.9362,506460.0
2020-11-11,29.9836,30.3715,28.1215,28.4749,226389.0
2020-11-12,27.9059,28.7206,27.4663,27.8671,404114.0
2020-11-13,28.1473,28.6904,26.8973,28.4663,236182.0
2020-11-14,28.1473,28.6904,26.8973,28.4663,236182.0
2020-11-15,28.1473,28.6904,26.8973,28.4663,236182.0
2020-11-16,29.7163,30.3801,29.1646,30.3801,311645.0
2020-11-17,29.9319,30.6733,29.4318,30.5267,393011.0
2020-11-18,30.8802,30.9319,29.3801,29.4232,265492.0
2020-11-19,29.5267,29.5267,28.5784,28.9835,177540.0
2020-11-20,28.4232,28.9835,28.2077,28.7853,405415.0
2020-11-21,28.4232,28.9835,28.2077,28.7853,405415.0
2020-11-22,28.4232,28.9835,28.2077,28.7853,405415.0
2020-11-23,29.2077,29.3672,28.018,28.712,415498.0
2020-11-24,29.3629,30.5526,29.2077,30.3629,677373.0
2020-11-25,29.8629,31.0353,29.2336,29.5956,281637.0
2020-11-26,29.8629,31.0353,29.2336,29.5956,281637.0
2020-11-27,29.656,30.0267,28.518,28.9577,110431.0
2020-11-28,29.656,30.0267,28.518,28.9577,110431.0
2020-11-29,29.656,30.0267,28.518,28.9577,110431.0
2020-11-30,28.6215,29.156,27.1128,27.2507,384522.0
2020-12-01,27.8542,28.5525,27.8197,28.3111,365130.0
2020-12-02,28.2853,28.8284,27.0783,28.7249,222305.0
2020-12-03,28.8456,29.3887,28.4066,29.1646,489461.0
2020-12-04,29.7336,30.0181,29.3086,29.9232,183630.0
2020-12-05,29.7336,30.0181,29.3086,29.9232,183630.0
2020-12-06,29.7336,30.0181,29.3086,29.9232,183630.0
2020-12-07,29.6301,30.2767,29.3111,30.087,228292.0
2020-12-08,29.587,30.3801,29.587,29.85,353312.0
2020-12-09,30.1474,30.4663,29.3629,29.5525,291717.0
2020-12-10,29.1387,29.4922,29.0439,29.4318,322383.0
2020-12-11,28.9404,29.5612,28.7853,28.9749,277469.0
2020-12-12,28.9404,29.5612,28.7853,28.9749,277469.0
2020-12-13,28.9404,29.5612,28.7853,28.9749,277469.0
2020-12-14,29.4318,29.4318,28.6301,28.8715,439744.0
2020-12-15,29.1905,29.7077,28.837,29.5784,307234.0
2020-12-16,29.4836,29.7594,29.3111,29.6215,328334.0
2020-12-17,29.1215,29.9232,29.0439,29.6129,356739.0
2020-12-18,29.6646,30.1646,29.4749,29.6387,1131059.0
2020-12-19,29.6646,30.1646,29.4749,29.6387,1131059.0
2020-12-20,29.6646,30.1646,29.4749,29.6387,1131059.0
2020-12-21,29.7767,29.9577,28.8629,29.3629,272298.0
2020-12-22,29.406,29.406,28.7422,28.7422,273998.0
2020-12-23,29.1215,29.9232,29.0854,29.8543,185702.0
2020-12-24,30.1043,30.1043,29.4491,29.9232,62737.0
2020-12-25,30.1043,30.1043,29.4491,29.9232,62737.0
2020-12-26,30.1043,30.1043,29.4491,29.9232,62737.0
2020-12-27,30.1043,30.1043,29.4491,29.9232,62737.0
2020-12-28,30.0525,30.6819,28.906,30.406,335441.0
2020-12-29,30.475,30.9922,29.6215,29.7077,244019.0
2020-12-30,29.6905,30.5095,29.6905,30.3801,308069.0
2020-12-31,30.3457,31.0267,30.0556,30.9491,310317.0
2021-01-01,30.3457,31.0267,30.0556,30.9491,310317.0
2021-01-02,30.3457,31.0267,30.0556,30.9491,310317.0
2021-01-03,30.3457,31.0267,30.0556,30.9491,310317.0
2021-01-04,31.0353,31.475,29.8543,30.3112,534535.0
2021-01-05,30.2939,31.544,30.2939,31.2509,406545.0
2021-01-06,31.9319,34.9406,31.9319,34.2165,1047757.0
2021-01-07,34.9579,34.9579,34.3544,34.6216,625760.0
2021-01-08,34.8716,34.8716,33.5613,34.5268,579333.0
2021-01-09,34.8716,34.8716,33.5613,34.5268,579333.0
2021-01-10,34.8716,34.8716,33.5613,34.5268,579333.0
2021-01-11,34.2596,35.4751,32.6043,35.2941,311357.0
2021-01-12,35.432,36.5269,35.1389,36.1303,250736.0
2021-01-13,35.9837,36.1217,35.3458,35.6734,313644.0
2021-01-14,35.8458,37.0441,35.8458,36.6303,378005.0
2021-01-15,35.9665,36.5958,35.738,36.1044,421430.0
2021-01-16,35.9665,36.5958,35.738,36.1044,421430.0
2021-01-17,35.9665,36.5958,35.738,36.1044,421430.0
2021-01-18,35.9665,36.5958,35.738,36.1044,421430.0
2021-01-19,36.1475,36.6088,35.5225,36.1993,350556.0
2021-01-20,36.182,36.4924,35.4492,36.0613,345016.0
2021-01-21,36.1562,36.3889,35.0872,35.432,234696.0
2021-01-22,34.8285,36.3372,34.8285,36.2079,412523.0
2021-01-23,34.8285,36.3372,34.8285,36.2079,412523.0
2021-01-24,34.8285,36.3372,34.8285,36.2079,412523.0
2021-01-25,35.5096,36.1906,35.2251,36.1131,287020.0
2021-01-26,36.5441,36.5441,35.6174,35.8027,244608.0
2021-01-27,34.7768,35.613,34.0095,34.8027,423952.0
2021-01-28,36.2165,36.2165,34.4837,35.1648,612579.0
2021-01-29,33.9233,34.8458,32.8974,33.2078,465970.0
2021-01-30,33.9233,34.8458,32.8974,33.2078,465970.0
2021-01-31,33.9233,34.8458,32.8974,33.2078,465970.0
2021-02-01,33.3026,34.4665,32.9492,34.2423,416097.0
2021-02-02,34.8544,34.9061,33.8975,34.7682,183409.0
2021-02-03,34.5182,34.6303,33.9837,34.3802,269576.0
2021-02-04,34.4837,35.9234,34.4061,35.5958,254640.0
2021-02-05,36.0613,36.1993,35.1303,35.8286,185681.0
2021-02-06,36.0613,36.1993,35.1303,35.8286,185681.0
2021-02-07,36.0613,36.1993,35.1303,35.8286,185681.0
2021-02-08,36.0182,37.2338,35.7251,37.1131,308408.0
2021-02-09,36.6619,37.5556,36.5057,37.1565,341900.0
2021-02-10,37.3994,37.7726,36.8701,36.9395,271854.0
2021-02-11,36.5924,37.4949,36.1933,37.0263,307490.0
2021-02-12,36.792,37.573,36.5838,37.3908,320977.0
2021-02-13,36.792,37.573,36.5838,37.3908,320977.0
2021-02-14,36.792,37.573,36.5838,37.3908,320977.0
2021-02-15,36.792,37.573,36.5838,37.3908,320977.0
2021-02-16,37.5209,38.1717,37.3821,37.7726,230753.0
2021-02-17,37.7118,38.0199,37.5335,37.8333,236206.0
2021-02-18,37.8246,37.9244,37.3647,37.625,300408.0
2021-02-19,37.9721,38.6403,37.9721,38.5448,232318.0
2021-02-20,37.9721,38.6403,37.9721,38.5448,232318.0
2021-02-21,37.9721,38.6403,37.9721,38.5448,232318.0
2021-02-22,38.701,40.0634,38.1978,39.8551,230234.0
2021-02-23,39.9419,41.096,39.6599,40.3671,381367.0
2021-02-24,40.7402,42.0852,40.5927,41.7815,326891.0
2021-02-25,41.929,43.1438,39.8985,39.9766,493706.0
2021-02-26,39.6469,39.9115,38.432,38.432,470712.0
2021-02-27,39.6469,39.9115,38.432,38.432,470712.0
2021-02-28,39.6469,39.9115,38.432,38.432,470712.0
2021-03-01,39.508,39.6252,38.6056,39.187,543946.0
2021-03-02,39.3605,39.5688,38.7618,38.9266,419544.0
2021-03-03,39.187,40.6101,38.5796,39.6122,603798.0
2021-03-04,39.7944,40.5927,38.8225,39.5601,367370.0
2021-03-05,40.3411,41.2956,39.6816,41.0352,299974.0
2021-03-06,40.3411,41.2956,39.6816,41.0352,299974.0
2021-03-07,40.3411,41.2956,39.6816,41.0352,299974.0
2021-03-08,41.8422,43.2567,41.1177,42.5538,355081.0
2021-03-09,42.1633,42.3021,40.6795,40.8877,502925.0
2021-03-10,41.0439,42.493,40.7923,42.3629,467979.0
2021-03-11,42.1199,42.9182,42.0765,42.8488,272725.0
2021-03-12,43.2219,43.9768,43.0744,43.7773,380974.0
2021-03-13,43.2219,43.9768,43.0744,43.7773,380974.0
