,LRCX US Equity,LRCX US Equity,LRCX US Equity,LRCX US Equity,LRCX US Equity
2020-03-01,261.3592,279.0125,259.3124,278.0459,3199237.0
2020-03-02,281.0876,284.7926,269.1245,284.5842,2347251.0
2020-03-03,284.5557,292.1363,273.4597,276.1792,2510294.0
2020-03-04,283.2007,290.2412,278.3965,290.1843,1916962.0
2020-03-05,282.2342,293.4155,280.4812,283.4471,2037002.0
2020-03-06,275.5254,283.0111,270.2948,278.9745,2048884.0
2020-03-07,275.5254,283.0111,270.2948,278.9745,2048884.0
2020-03-08,275.5254,283.0111,270.2948,278.9745,2048884.0
2020-03-09,258.687,268.4076,253.2196,253.5702,2649495.0
2020-03-10,261.2265,272.768,253.4185,272.4932,2372482.0
2020-03-11,263.9366,269.5746,258.2919,262.1267,3144769.0
2020-03-12,243.5922,251.6654,225.0009,225.3799,3684436.0
2020-03-13,240.6832,249.1545,229.9093,248.0553,2692038.0
2020-03-14,240.6832,249.1545,229.9093,248.0553,2692038.0
2020-03-15,240.6832,249.1545,229.9093,248.0553,2692038.0
2020-03-16,212.0855,232.8847,201.9086,202.3444,3096041.0
2020-03-17,205.6894,225.3562,193.0488,217.2782,3669655.0
2020-03-18,192.774,204.0501,171.8705,183.9615,3607202.0
2020-03-19,180.5313,190.8371,177.2148,184.7859,3343882.0
2020-03-20,189.5238,212.3887,177.3001,178.0392,3904532.0
2020-03-21,189.5238,212.3887,177.3001,178.0392,3904532.0
2020-03-22,189.5238,212.3887,177.3001,178.0392,3904532.0
2020-03-23,180.6829,189.4669,176.0967,182.7392,3027167.0
2020-03-24,199.6976,221.7559,197.6719,219.8589,2921518.0
2020-03-25,220.9838,238.4188,217.6378,222.6329,2837430.0
2020-03-26,228.953,248.7807,224.0151,248.1706,3168414.0
2020-03-27,241.5074,250.5919,229.1627,229.9444,3203300.0
2020-03-28,241.5074,250.5919,229.1627,229.9444,3203300.0
2020-03-29,241.5074,250.5919,229.1627,229.9444,3203300.0
2020-03-30,234.9394,245.8759,229.9634,243.3662,2129752.0
2020-03-31,240.4588,243.0707,226.9607,228.7814,2787519.0
2020-04-01,218.2479,226.1075,209.9165,212.8906,2465518.0
2020-04-02,209.3159,215.779,205.828,210.2596,1891406.0
2020-04-03,212.6332,213.9487,203.3199,207.9528,1490645.0
2020-04-04,212.6332,213.9487,203.3199,207.9528,1490645.0
2020-04-05,212.6332,213.9487,203.3199,207.9528,1490645.0
2020-04-06,220.7931,240.6018,218.3671,239.0289,3327154.0
2020-04-07,251.8311,252.6128,239.6866,244.2432,2577810.0
2020-04-08,247.7417,259.543,245.3024,254.281,1892262.0
2020-04-09,258.9996,264.4522,243.8047,246.2069,2620622.0
2020-04-10,258.9996,264.4522,243.8047,246.2069,2620622.0
2020-04-11,258.9996,264.4522,243.8047,246.2069,2620622.0
2020-04-12,258.9996,264.4522,243.8047,246.2069,2620622.0
2020-04-13,244.2337,247.1792,238.5427,246.6835,1410748.0
2020-04-14,253.7567,261.6592,251.2687,259.7717,1626992.0
2020-04-15,253.5661,253.9474,246.4643,250.5252,1542788.0
2020-04-16,257.3886,262.0882,250.9827,258.0559,2077816.0
2020-04-17,265.1531,267.1214,258.7804,265.9774,1831932.0
2020-04-18,265.1531,267.1214,258.7804,265.9774,1831932.0
2020-04-19,265.1531,267.1214,258.7804,265.9774,1831932.0
2020-04-20,260.2674,262.0691,253.8902,254.2619,1782290.0
2020-04-21,250.1534,251.0971,231.2313,232.2417,2999011.0
2020-04-22,243.514,260.5915,243.514,259.0759,3580980.0
2020-04-23,256.2828,263.5466,250.5061,251.6214,2624899.0
2020-04-24,255.9778,256.1208,246.0449,254.2047,1529036.0
2020-04-25,255.9778,256.1208,246.0449,254.2047,1529036.0
2020-04-26,255.9778,256.1208,246.0449,254.2047,1529036.0
2020-04-27,257.5697,261.5991,250.5919,252.0504,2136257.0
2020-04-28,257.5983,258.7993,247.3413,249.61,1731622.0
2020-04-29,255.4726,268.7705,252.7749,266.9021,2155848.0
2020-04-30,262.1454,262.8031,242.8038,243.3472,3887149.0
2020-05-01,235.1968,235.4542,218.9533,224.0342,5715119.0
2020-05-02,235.1968,235.4542,218.9533,224.0342,5715119.0
2020-05-03,235.1968,235.4542,218.9533,224.0342,5715119.0
2020-05-04,223.0428,223.998,220.5643,223.5576,2631292.0
2020-05-05,229.3664,240.2586,228.6861,231.4601,2268594.0
2020-05-06,237.6943,242.5941,232.604,233.1282,2350763.0
2020-05-07,238.314,241.8982,235.5495,236.0547,1545484.0
2020-05-08,241.0825,253.9188,240.2729,252.9941,2839754.0
2020-05-09,241.0825,253.9188,240.2729,252.9941,2839754.0
2020-05-10,241.0825,253.9188,240.2729,252.9941,2839754.0
2020-05-11,250.2011,252.7939,246.9886,249.9723,1762619.0
2020-05-12,252.8739,254.4335,243.7571,244.0144,1764482.0
2020-05-13,243.9954,245.2155,230.4782,236.5886,2545932.0
2020-05-14,232.175,257.3695,229.1055,256.4258,3575974.0
2020-05-15,240.9354,246.0257,237.1796,240.068,3681863.0
2020-05-16,240.9354,246.0257,237.1796,240.068,3681863.0
2020-05-17,240.9354,246.0257,237.1796,240.068,3681863.0
2020-05-18,247.3588,250.6968,241.6122,245.4348,2660685.0
2020-05-19,245.797,255.6632,244.423,249.4289,1901455.0
2020-05-20,255.4726,260.6354,254.6337,258.4944,2059835.0
2020-05-21,257.6174,258.6078,247.8465,248.5138,1772661.0
2020-05-22,250.0962,251.4975,245.5873,248.9332,1756202.0
2020-05-23,250.0962,251.4975,245.5873,248.9332,1756202.0
2020-05-24,250.0962,251.4975,245.5873,248.9332,1756202.0
2020-05-25,250.0962,251.4975,245.5873,248.9332,1756202.0
2020-05-26,256.9024,259.3333,253.4135,253.9092,1909875.0
2020-05-27,255.7776,263.5371,246.1402,263.2035,2458679.0
2020-05-28,260.2388,266.7258,252.9607,254.3477,2289238.0
2020-05-29,257.8652,262.908,253.6518,260.8775,2795193.0
2020-05-30,257.8652,262.908,253.6518,260.8775,2795193.0
2020-05-31,257.8652,262.908,253.6518,260.8775,2795193.0
2020-06-01,257.951,263.3554,257.2456,258.3037,1379910.0
2020-06-02,259.6764,260.7059,254.6146,258.7708,1697723.0
2020-06-03,265.4913,276.4442,262.6696,273.4796,2427962.0
2020-06-04,272.1831,279.8759,269.9239,278.1982,2059388.0
2020-06-05,285.8719,295.5093,285.3857,290.6668,2499581.0
2020-06-06,285.8719,295.5093,285.3857,290.6668,2499581.0
2020-06-07,285.8719,295.5093,285.3857,290.6668,2499581.0
2020-06-08,292.5066,293.6314,282.3639,283.6794,1689387.0
2020-06-09,281.8301,291.477,279.4088,288.1978,1632360.0
2020-06-10,287.3208,290.4285,285.4525,287.216,1607283.0
2020-06-11,278.6272,284.6708,268.7038,269.228,2062483.0
2020-06-12,279.1161,280.6385,263.7278,271.2204,2163756.0
2020-06-13,279.1161,280.6385,263.7278,271.2204,2163756.0
2020-06-14,279.1161,280.6385,263.7278,271.2204,2163756.0
2020-06-15,262.9556,278.1014,261.6783,277.5309,2110263.0
2020-06-16,290.4413,295.4849,286.795,292.3554,2553688.0
2020-06-17,297.2459,300.9304,294.4035,300.2988,1844219.0
2020-06-18,300.5189,304.0743,299.1025,301.275,1274043.0
2020-06-19,306.5387,311.1468,300.0691,301.7056,2610169.0
2020-06-20,306.5387,311.1468,300.0691,301.7056,2610169.0
2020-06-21,306.5387,311.1468,300.0691,301.7056,2610169.0
2020-06-22,298.5953,301.3133,293.8691,298.8824,1540985.0
2020-06-23,301.4855,305.3519,299.0738,302.4043,1764727.0
2020-06-24,297.6765,303.0264,290.9103,292.6425,1790889.0
2020-06-25,294.9298,299.916,287.6906,299.1695,1593490.0
2020-06-26,298.9781,299.2556,287.4554,289.5226,4233681.0
2020-06-27,298.9781,299.2556,287.4554,289.5226,4233681.0
2020-06-28,298.9781,299.2556,287.4554,289.5226,4233681.0
2020-06-29,290.6997,295.7242,287.6946,295.2074,1476150.0
2020-06-30,297.8201,311.8024,295.6572,309.5629,2789573.0
2020-07-01,308.3092,308.9026,302.5383,303.8398,1527301.0
2020-07-02,308.9887,313.3803,304.95,309.7926,1711241.0
2020-07-03,308.9887,313.3803,304.95,309.7926,1711241.0
2020-07-04,308.9887,313.3803,304.95,309.7926,1711241.0
2020-07-05,308.9887,313.3803,304.95,309.7926,1711241.0
2020-07-06,315.8315,322.5116,314.8457,320.5688,1415067.0
2020-07-07,317.8604,322.7796,313.4293,313.8026,1276500.0
2020-07-08,318.4921,320.9899,315.2381,319.4587,989671.0
2020-07-09,322.8657,324.3667,316.8268,321.3345,1659898.0
2020-07-10,320.6932,325.6698,316.444,325.3731,1432759.0
2020-07-11,320.6932,325.6698,316.444,325.3731,1432759.0
2020-07-12,320.6932,325.6698,316.444,325.3731,1432759.0
2020-07-13,328.2634,335.1923,322.3776,322.6552,2160427.0
2020-07-14,321.6311,332.5796,317.1618,331.1919,2018797.0
2020-07-15,332.1585,333.8142,321.1909,328.4739,1637014.0
2020-07-16,325.6507,331.814,324.33,330.0626,1183227.0
2020-07-17,332.9146,333.3644,326.493,331.3929,1128990.0
2020-07-18,332.9146,333.3644,326.493,331.3929,1128990.0
2020-07-19,332.9146,333.3644,326.493,331.3929,1128990.0
2020-07-20,331.3929,340.6474,327.3159,338.5515,1248346.0
2020-07-21,342.016,346.6385,337.2021,341.681,1743670.0
2020-07-22,344.5043,347.4041,341.1834,346.4088,1036703.0
2020-07-23,343.4324,351.7682,335.8336,339.5756,1724860.0
2020-07-24,329.4214,333.0486,321.8321,330.8665,2003052.0
2020-07-25,329.4214,333.0486,321.8321,330.8665,2003052.0
2020-07-26,329.4214,333.0486,321.8321,330.8665,2003052.0
2020-07-27,332.5126,344.607,331.7805,342.6955,1752260.0
2020-07-28,339.3746,343.509,333.6228,333.9386,1332399.0
2020-07-29,336.9724,346.294,334.0056,345.3273,2167323.0
2020-07-30,351.974,365.0901,351.3088,362.2765,2567844.0
2020-07-31,363.2526,363.8269,353.4239,360.9557,2040329.0
2020-08-01,363.2526,363.8269,353.4239,360.9557,2040329.0
2020-08-02,363.2526,363.8269,353.4239,360.9557,2040329.0
2020-08-03,364.4394,371.0381,362.889,365.0232,1517996.0
2020-08-04,365.7601,369.1767,363.8843,368.4206,1148235.0
2020-08-05,368.057,370.4591,365.8558,366.9946,846470.0
2020-08-06,360.8026,363.2909,354.8594,361.5778,1699860.0
2020-08-07,362.1233,365.2911,350.7059,356.4385,1385459.0
2020-08-08,362.1233,365.2911,350.7059,356.4385,1385459.0
2020-08-09,362.1233,365.2911,350.7059,356.4385,1385459.0
2020-08-10,356.4385,360.6304,353.2899,359.6159,929245.0
2020-08-11,362.5827,364.5064,351.6055,353.1559,1110113.0
2020-08-12,356.1897,366.8128,354.0364,365.1284,1223566.0
2020-08-13,363.6833,366.0185,358.2953,360.8218,1076446.0
2020-08-14,362.7167,368.4493,356.9745,357.587,1344708.0
2020-08-15,362.7167,368.4493,356.9745,357.587,1344708.0
2020-08-16,362.7167,368.4493,356.9745,357.587,1344708.0
2020-08-17,360.372,367.6646,356.7926,362.7933,1418435.0
2020-08-18,365.54,366.2597,356.9075,358.477,1047285.0
2020-08-19,357.9602,360.0274,352.4381,356.1993,1074829.0
2020-08-20,344.6287,347.7869,340.0062,343.0975,2214003.0
2020-08-21,340.6283,341.3844,335.2785,338.2549,2555541.0
2020-08-22,340.6283,341.3844,335.2785,338.2549,2555541.0
2020-08-23,340.6283,341.3844,335.2785,338.2549,2555541.0
2020-08-24,343.9588,345.1742,332.3978,335.9388,1682341.0
2020-08-25,337.8816,340.992,335.4412,337.3552,1310322.0
2020-08-26,337.4031,338.7908,333.1156,336.6853,1194983.0
2020-08-27,339.6138,339.6138,324.0429,326.78,1902198.0
2020-08-28,327.938,336.8671,326.78,335.7091,1596368.0
2020-08-29,327.938,336.8671,326.78,335.7091,1596368.0
2020-08-30,327.938,336.8671,326.78,335.7091,1596368.0
2020-08-31,333.5749,334.1444,321.7938,321.8895,2533407.0
2020-09-01,324.9616,331.613,323.0648,325.9282,2087778.0
2020-09-02,331.1154,349.4531,329.4597,347.117,2763134.0
2020-09-03,341.9442,341.9442,324.8133,326.8566,2556555.0
2020-09-04,324.4352,325.2966,305.9549,318.8079,2471089.0
2020-09-05,324.4352,325.2966,305.9549,318.8079,2471089.0
2020-09-06,324.4352,325.2966,305.9549,318.8079,2471089.0
2020-09-07,324.4352,325.2966,305.9549,318.8079,2471089.0
2020-09-08,297.6,302.8637,289.2067,289.714,3113834.0
2020-09-09,297.6,298.4134,287.4314,287.9817,3086742.0
2020-09-10,290.7093,292.5759,283.0721,284.7278,2085604.0
2020-09-11,287.6276,290.3035,279.7225,281.3591,1727381.0
2020-09-12,287.6276,290.3035,279.7225,281.3591,1727381.0
2020-09-13,287.6276,290.3035,279.7225,281.3591,1727381.0
2020-09-14,288.8048,295.3605,286.7567,292.298,1954683.0
2020-09-15,297.2644,299.3772,289.9819,295.6572,1714344.0
2020-09-16,298.2795,300.873,292.7219,293.4273,1415901.0
2020-09-17,283.4454,295.3318,283.4454,292.7478,1913606.0
2020-09-18,295.016,297.4755,288.9196,294.0111,2660415.0
2020-09-19,295.016,297.4755,288.9196,294.0111,2660415.0
2020-09-20,295.016,297.4755,288.9196,294.0111,2660415.0
2020-09-21,291.9726,304.1652,287.776,301.4281,1880324.0
2020-09-22,304.6533,305.9932,296.865,304.9978,1507635.0
2020-09-23,308.5293,313.5155,302.2897,303.3996,2228904.0
2020-09-24,300.5285,319.8223,300.5285,313.1135,2206767.0
2020-09-25,310.7688,317.6307,308.1656,316.0803,1551210.0
2020-09-26,310.7688,317.6307,308.1656,316.0803,1551210.0
2020-09-27,310.7688,317.6307,308.1656,316.0803,1551210.0
2020-09-28,317.1809,323.3347,314.5778,322.1479,1792770.0
2020-09-29,320.8197,329.1133,320.6828,324.4537,1805651.0
2020-09-30,322.0807,324.9533,317.2385,318.7277,1989476.0
2020-10-01,325.8276,325.9333,320.0631,325.818,1693487.0
2020-10-02,316.4315,322.6762,315.6629,315.807,1196017.0
2020-10-03,316.4315,322.6762,315.6629,315.807,1196017.0
2020-10-04,316.4315,322.6762,315.6629,315.807,1196017.0
2020-10-05,319.9286,329.5841,319.5539,328.7963,1540746.0
2020-10-06,327.5761,337.2989,326.087,327.5954,1425129.0
2020-10-07,333.7633,337.7024,330.026,332.1973,1108422.0
2020-10-08,334.6953,341.7087,333.379,341.4781,1193015.0
2020-10-09,346.7334,350.3458,345.0713,348.4724,1196062.0
2020-10-10,346.7334,350.3458,345.0713,348.4724,1196062.0
2020-10-11,346.7334,350.3458,345.0713,348.4724,1196062.0
2020-10-12,354.9286,358.7331,352.7189,355.5819,1454858.0
2020-10-13,357.3977,363.6426,352.9783,359.5017,1229284.0
2020-10-14,360.5874,366.9667,355.678,359.545,1414518.0
2020-10-15,348.53,361.5289,344.8311,360.7507,1683004.0
2020-10-16,361.7211,361.7211,350.3362,350.6341,1591534.0
2020-10-17,361.7211,361.7211,350.3362,350.6341,1591534.0
2020-10-18,361.7211,361.7211,350.3362,350.6341,1591534.0
2020-10-19,353.0744,355.1499,347.7999,349.2986,1358975.0
2020-10-20,351.6332,354.0447,348.2706,349.2986,933281.0
2020-10-21,348.8279,356.437,347.8047,352.2289,1681056.0
2020-10-22,346.2146,349.068,339.2204,343.9569,2233307.0
2020-10-23,345.8688,348.2706,336.5639,340.0274,1231672.0
2020-10-24,345.8688,348.2706,336.5639,340.0274,1231672.0
2020-10-25,345.8688,348.2706,336.5639,340.0274,1231672.0
2020-10-26,336.6072,339.5951,329.8243,333.9843,1236579.0
2020-10-27,334.849,335.9442,329.0941,330.3335,1075819.0
2020-10-28,323.7043,331.0156,320.2264,325.597,1639242.0
2020-10-29,325.7123,344.1298,325.5044,339.3933,1608109.0
2020-10-30,334.3878,338.8745,324.9917,328.6522,1750141.0
2020-10-31,334.3878,338.8745,324.9917,328.6522,1750141.0
2020-11-01,334.3878,338.8745,324.9917,328.6522,1750141.0
2020-11-02,334.4551,340.5558,331.6305,337.174,1342831.0
2020-11-03,342.6902,358.5218,341.1803,355.9854,1716235.0
2020-11-04,359.2135,368.158,352.863,365.4103,1528449.0
2020-11-05,374.6911,384.6253,373.202,384.02,1812919.0
2020-11-06,384.1833,395.8372,380.3115,393.3488,1473785.0
2020-11-07,384.1833,395.8372,380.3115,393.3488,1473785.0
2020-11-08,384.1833,395.8372,380.3115,393.3488,1473785.0
2020-11-09,408.3173,418.8855,399.488,399.9396,1935197.0
2020-11-10,393.0318,399.4208,388.5835,391.8597,1485557.0
2020-11-11,395.8084,411.7856,393.9061,407.3565,1441594.0
2020-11-12,408.1732,409.278,400.0068,402.034,950391.0
2020-11-13,408.5383,412.8808,407.443,409.5759,1136020.0
2020-11-14,408.5383,412.8808,407.443,409.5759,1136020.0
2020-11-15,408.5383,412.8808,407.443,409.5759,1136020.0
2020-11-16,413.8896,422.3922,410.306,422.0463,1346707.0
2020-11-17,418.4051,420.634,412.1122,414.9753,991868.0
2020-11-18,418.9912,421.616,413.121,413.4381,1304749.0
2020-11-19,412.1218,421.6428,408.3173,420.4995,1125015.0
2020-11-20,421.2874,427.4938,416.3635,416.6181,1445875.0
2020-11-21,421.2874,427.4938,416.3635,416.6181,1445875.0
2020-11-22,421.2874,427.4938,416.3635,416.6181,1445875.0
2020-11-23,419.4427,432.2132,417.9728,431.1254,1089392.0
2020-11-24,432.3359,433.412,423.449,428.9157,1201137.0
2020-11-25,430.8468,431.8844,423.2088,429.2423,849217.0
2020-11-26,430.8468,431.8844,423.2088,429.2423,849217.0
2020-11-27,432.5185,442.5343,432.163,438.6192,727900.0
2020-11-28,432.5185,442.5343,432.163,438.6192,727900.0
2020-11-29,432.5185,442.5343,432.163,438.6192,727900.0
2020-11-30,437.3318,438.9555,428.1087,434.8915,1434529.0
2020-12-01,442.0011,451.0609,439.628,449.2931,1402121.0
2020-12-02,447.9577,462.0999,447.2756,460.409,1811558.0
2020-12-03,461.2928,472.4471,460.409,465.0686,1595588.0
2020-12-04,467.8259,481.9105,467.0765,480.3541,1755149.0
2020-12-05,467.8259,481.9105,467.0765,480.3541,1755149.0
2020-12-06,467.8259,481.9105,467.0765,480.3541,1755149.0
2020-12-07,479.8256,489.4523,475.9058,488.7125,1565179.0
2020-12-08,487.0175,497.6417,486.7592,492.8353,1328707.0
2020-12-09,490.3117,495.7442,471.7063,475.6613,1999930.0
2020-12-10,471.924,477.9392,466.9635,472.1166,1303077.0
2020-12-11,470.4985,476.0947,465.9328,473.6096,1495006.0
2020-12-12,470.4985,476.0947,465.9328,473.6096,1495006.0
2020-12-13,470.4985,476.0947,465.9328,473.6096,1495006.0
2020-12-14,477.4528,482.5482,472.1407,473.7734,1054755.0
2020-12-15,481.6042,484.7347,474.544,477.1061,1185790.0
2020-12-16,477.761,478.2089,471.2787,475.1604,1514815.0
2020-12-17,471.6254,473.783,465.0949,468.3505,1433477.0
2020-12-18,466.4241,467.84,460.1247,463.2744,2587675.0
2020-12-19,466.4241,467.84,460.1247,463.2744,2587675.0
2020-12-20,466.4241,467.84,460.1247,463.2744,2587675.0
2020-12-21,451.8604,466.8768,451.4944,465.4512,1703242.0
2020-12-22,461.7911,464.0161,455.9829,459.4023,966553.0
2020-12-23,461.9741,463.101,453.5845,453.7964,720735.0
2020-12-24,456.2526,462.6676,455.5013,462.6676,332968.0
2020-12-25,456.2526,462.6676,455.5013,462.6676,332968.0
2020-12-26,456.2526,462.6676,455.5013,462.6676,332968.0
2020-12-27,456.2526,462.6676,455.5013,462.6676,332968.0
2020-12-28,467.7148,469.4967,457.8708,458.5836,692797.0
2020-12-29,458.1598,459.4649,451.7448,455.8095,901668.0
2020-12-30,460.77,470.3732,458.6028,466.6264,882033.0
2020-12-31,464.5555,466.1736,448.3739,454.8945,1663104.0
2021-01-01,464.5555,466.1736,448.3739,454.8945,1663104.0
2021-01-02,464.5555,466.1736,448.3739,454.8945,1663104.0
2021-01-03,464.5555,466.1736,448.3739,454.8945,1663104.0
2021-01-04,460.5581,473.8601,455.9058,460.4329,1768588.0
2021-01-05,461.8103,480.4773,461.8103,476.3548,1609933.0
2021-01-06,472.4827,487.1042,471.009,478.2234,1334221.0
2021-01-07,488.6646,498.6723,488.0096,495.5322,1298392.0
2021-01-08,495.0892,503.0356,479.7453,483.1743,1441896.0
2021-01-09,495.0892,503.0356,479.7453,483.1743,1441896.0
2021-01-10,495.0892,503.0356,479.7453,483.1743,1441896.0
2021-01-11,477.2891,500.7816,475.3916,497.4779,1189572.0
2021-01-12,501.09,518.0713,499.8378,516.7036,1879191.0
2021-01-13,514.5845,514.5845,503.9411,507.1293,1361325.0
2021-01-14,522.4443,549.5297,522.3865,537.2681,2003383.0
2021-01-15,532.6385,534.2812,517.5127,527.3855,1526426.0
2021-01-16,532.6385,534.2812,517.5127,527.3855,1526426.0
2021-01-17,532.6385,534.2812,517.5127,527.3855,1526426.0
2021-01-18,532.6385,534.2812,517.5127,527.3855,1526426.0
2021-01-19,539.233,561.0497,538.135,558.6802,2035120.0
2021-01-20,562.167,563.8778,538.9826,542.2864,1850987.0
2021-01-21,548.4509,549.3226,531.4021,543.4326,1241882.0
2021-01-22,542.0648,554.4035,536.6227,543.1051,1199782.0
2021-01-23,542.0648,554.4035,536.6227,543.1051,1199782.0
2021-01-24,542.0648,554.4035,536.6227,543.1051,1199782.0
2021-01-25,550.3292,554.4324,532.3268,546.8713,1675261.0
2021-01-26,549.2889,550.2714,530.1471,532.3268,1430957.0
2021-01-27,518.7841,524.9197,493.1724,496.0909,2252454.0
2021-01-28,507.0041,508.5741,485.4571,488.6838,2490114.0
2021-01-29,486.4299,487.2968,463.352,466.1448,2825192.0
2021-01-30,486.4299,487.2968,463.352,466.1448,2825192.0
2021-01-31,486.4299,487.2968,463.352,466.1448,2825192.0
2021-02-01,472.9835,486.4203,469.0079,483.0009,1693831.0
2021-02-02,493.6444,498.4122,486.4203,497.083,1458710.0
2021-02-03,500.9647,502.3036,483.025,485.7749,1604896.0
2021-02-04,485.9387,501.35,481.7391,500.4157,1401236.0
2021-02-05,505.2221,505.6845,490.4465,491.0052,1236711.0
2021-02-06,505.2221,505.6845,490.4465,491.0052,1236711.0
2021-02-07,505.2221,505.6845,490.4465,491.0052,1236711.0
2021-02-08,496.0524,513.7273,495.2433,513.1782,1465752.0
2021-02-09,515.9137,521.0958,507.5049,508.6511,944397.0
2021-02-10,513.3901,516.9251,502.1013,512.9085,868154.0
2021-02-11,520.1326,555.3571,519.3428,551.1575,2972700.0
2021-02-12,549.2022,575.7482,544.2128,564.5943,2012101.0
2021-02-13,549.2022,575.7482,544.2128,564.5943,2012101.0
2021-02-14,549.2022,575.7482,544.2128,564.5943,2012101.0
2021-02-15,549.2022,575.7482,544.2128,564.5943,2012101.0
2021-02-16,568.293,581.3923,565.4034,570.0172,1451965.0
2021-02-17,562.2152,567.744,549.9921,564.3535,1453826.0
2021-02-18,557.351,560.9148,546.2224,556.513,1138273.0
2021-02-19,572.5119,579.8515,567.0312,576.3936,1698611.0
2021-02-20,572.5119,579.8515,567.0312,576.3936,1698611.0
2021-02-21,572.5119,579.8515,567.0312,576.3936,1698611.0
2021-02-22,567.7055,570.8263,544.887,546.9098,1615462.0
2021-02-23,536.0737,547.8825,516.6747,541.9493,1716739.0
2021-02-24,535.698,575.8735,533.6175,574.9392,1517010.0
2021-02-25,568.293,570.6625,524.5922,527.5011,2674990.0
2021-02-26,536.4397,553.5174,525.1124,546.3222,1783628.0
2021-02-27,536.4397,553.5174,525.1124,546.3222,1783628.0
2021-02-28,536.4397,553.5174,525.1124,546.3222,1783628.0
2021-03-01,555.3475,578.4067,554.4228,576.7789,1768318.0
2021-03-02,572.1555,576.7307,551.3405,552.2652,1463618.0
2021-03-03,549.7513,560.1828,529.7743,530.9494,1631788.0
2021-03-04,528.3777,539.3775,492.6137,509.3543,2541986.0
2021-03-05,522.7081,529.8803,497.2757,527.5493,2216042.0
2021-03-06,522.7081,529.8803,497.2757,527.5493,2216042.0
2021-03-07,522.7081,529.8803,497.2757,527.5493,2216042.0
2021-03-08,522.8392,534.1184,483.2128,484.1182,1913760.0
2021-03-09,506.5513,526.6824,504.2782,523.5135,1726609.0
2021-03-10,528.474,531.6815,496.7603,499.6162,1972493.0
2021-03-11,514.2275,522.4636,509.5855,515.6922,1612670.0
2021-03-12,505.6845,508.3333,497.7862,505.5111,1433734.0
2021-03-13,505.6845,508.3333,497.7862,505.5111,1433734.0
2021-03-14,505.6845,508.3333,497.7862,505.5111,1433734.0
2021-03-15,502.4096,517.5512,501.1092,517.0022,1067251.0
2021-03-16,523.8189,540.8705,520.763,528.328,1526450.0
2021-03-17,520.314,538.9491,511.7399,533.9572,1358489.0
2021-03-18,523.452,536.6715,514.9552,520.594,2518468.0
2021-03-19,523.2732,532.0068,514.2505,523.6258,2379220.0
2021-03-20,523.2732,532.0068,514.2505,523.6258,2379220.0
2021-03-21,523.2732,532.0068,514.2505,523.6258,2379220.0
2021-03-22,534.9131,548.0321,531.0895,540.7353,1444160.0
2021-03-23,544.8775,545.1382,524.8134,525.6535,1429455.0
2021-03-24,551.0087,555.9136,532.6247,533.4165,1969657.0
2021-03-25,526.0976,532.6054,506.9315,529.1488,1446341.0
2021-03-26,530.7805,564.623,530.1337,564.1016,1871604.0
2021-03-27,530.7805,564.623,530.1337,564.1016,1871604.0
2021-03-28,530.7805,564.623,530.1337,564.1016,1871604.0
2021-03-29,562.2767,562.4505,540.465,550.6418,1759759.0
2021-03-30,545.5341,556.9758,542.7533,552.8336,904893.0
2021-03-31,563.8795,582.698,563.3919,574.7322,2369802.0
2021-04-01,590.1713,617.9501,589.0996,617.2742,2463353.0
2021-04-02,590.1713,617.9501,589.0996,617.2742,2463353.0
2021-04-03,590.1713,617.9501,589.0996,617.2742,2463353.0
2021-04-04,590.1713,617.9501,589.0996,617.2742,2463353.0
2021-04-05,627.3187,643.0543,617.5253,638.0335,2345377.0
2021-04-06,637.2611,643.6723,621.8123,630.0001,2323593.0
2021-04-07,630.0001,644.4244,628.069,636.0831,1468940.0
2021-04-08,644.037,645.951,631.4773,644.9854,1204469.0
2021-04-09,642.2433,645.8544,634.0941,639.1921,1273546.0
2021-04-10,642.2433,645.8544,634.0941,639.1921,1273546.0
2021-04-11,642.2433,645.8544,634.0941,639.1921,1273546.0
2021-04-12,635.9672,636.8748,622.7778,627.8663,1581057.0
2021-04-13,632.974,634.5817,615.8259,622.7682,1350395.0
2021-04-14,618.8481,629.4401,612.1568,618.3653,894521.0
2021-04-15,625.6938,629.3243,615.8645,627.1228,1090188.0
2021-04-16,628.3973,629.8263,618.7515,621.5323,1113628.0
2021-04-17,628.3973,629.8263,618.7515,621.5323,1113628.0
2021-04-18,628.3973,629.8263,618.7515,621.5323,1113628.0
2021-04-19,621.5441,626.0028,588.3079,600.3096,2421872.0
2021-04-20,595.4915,603.5538,587.2457,591.9093,1372404.0
2021-04-21,598.2336,619.157,596.1674,619.157,2074046.0
2021-04-22,621.7157,627.5477,589.9492,593.3673,2436743.0
2021-04-23,599.3826,608.2946,592.4307,605.8711,1489320.0
2021-04-24,599.3826,608.2946,592.4307,605.8711,1489320.0
2021-04-25,599.3826,608.2946,592.4307,605.8711,1489320.0
2021-04-26,605.3304,621.1847,602.2407,621.0109,1298827.0
2021-04-27,625.0565,626.64,617.757,622.662,991923.0
2021-04-28,621.8123,621.8123,611.703,616.0673,737972.0
2021-04-29,619.8506,620.8468,607.8312,618.8867,894113.0
2021-04-30,608.7002,615.5218,598.4654,599.0737,1366677.0
2021-05-01,608.7002,615.5218,598.4654,599.0737,1366677.0
2021-05-02,608.7002,615.5218,598.4654,599.0737,1366677.0
