,LRCX US Equity,LRCX US Equity,LRCX US Equity,LRCX US Equity,LRCX US Equity
2019-03-23,170.166,172.1541,167.0554,167.4965,2204703.0
2019-03-24,170.166,172.1541,167.0554,167.4965,2204703.0
2019-03-25,167.1045,168.7566,165.1444,167.1605,1273356.0
2019-03-26,167.7672,170.5253,167.0765,168.0565,1649891.0
2019-03-27,168.1685,168.7566,165.303,165.8071,1390478.0
2019-03-28,165.9284,167.0671,162.5122,163.9776,1665611.0
2019-03-29,165.9284,167.8138,165.2844,167.0858,1583045.0
2019-03-30,165.9284,167.8138,165.2844,167.0858,1583045.0
2019-03-31,165.9284,167.8138,165.2844,167.0858,1583045.0
2019-04-01,169.8766,172.6861,169.3633,172.3968,1798714.0
2019-04-02,172.7421,173.4328,170.8287,171.9861,1361781.0
2019-04-03,175.1316,180.2186,173.8249,178.7812,3245005.0
2019-04-04,176.9611,180.9093,176.6997,178.3051,2142696.0
2019-04-05,180.3399,182.7481,179.2105,182.1507,2146786.0
2019-04-06,180.3399,182.7481,179.2105,182.1507,2146786.0
2019-04-07,180.3399,182.7481,179.2105,182.1507,2146786.0
2019-04-08,180.7039,181.656,178.5945,180.6853,1713271.0
2019-04-09,179.0425,179.1638,176.5651,177.7731,1734722.0
2019-04-10,177.1571,178.8476,176.037,178.1278,1450590.0
2019-04-11,178.5665,180.5826,177.8104,178.5665,1194245.0
2019-04-12,181.18,182.2907,179.6492,181.152,1161935.0
2019-04-13,181.18,182.2907,179.6492,181.152,1161935.0
2019-04-14,181.18,182.2907,179.6492,181.152,1161935.0
2019-04-15,180.4939,180.4939,177.2924,179.9666,1419373.0
2019-04-16,181.544,183.7655,180.9544,181.656,1551370.0
2019-04-17,184.1948,184.7828,181.348,183.2148,1693557.0
2019-04-18,183.6254,184.1388,181.516,181.796,1409865.0
2019-04-19,183.6254,184.1388,181.516,181.796,1409865.0
2019-04-20,183.6254,184.1388,181.516,181.796,1409865.0
2019-04-21,183.6254,184.1388,181.516,181.796,1409865.0
2019-04-22,183.2148,183.6441,180.2279,182.216,1177077.0
2019-04-23,182.0107,183.1681,180.5173,181.8053,2048565.0
2019-04-24,182.1507,186.659,181.628,182.4214,2601779.0
2019-04-25,189.4778,195.5448,189.0117,191.4192,4758311.0
2019-04-26,189.4778,193.3887,186.3043,192.642,2865388.0
2019-04-27,189.4778,193.3887,186.3043,192.642,2865388.0
2019-04-28,189.4778,193.3887,186.3043,192.642,2865388.0
2019-04-29,192.9593,193.8927,190.7659,192.39,1607729.0
2019-04-30,192.4926,194.8961,191.611,193.6127,1604608.0
2019-05-01,194.1821,195.1155,190.3085,190.3738,1136879.0
2019-05-02,190.3738,193.566,189.848,193.062,1340074.0
2019-05-03,193.5754,194.9008,192.4366,193.9394,1257785.0
2019-05-04,193.5754,194.9008,192.4366,193.9394,1257785.0
2019-05-05,193.5754,194.9008,192.4366,193.9394,1257785.0
2019-05-06,186.9856,191.6059,185.5109,190.9152,1283096.0
2019-05-07,187.5083,188.4604,181.8707,186.6216,2934203.0
2019-05-08,185.2775,188.2644,183.9645,186.4069,1555092.0
2019-05-09,182.9441,186.6496,180.1719,185.3989,1939046.0
2019-05-10,183.9615,186.2109,181.0026,184.7175,1756304.0
2019-05-11,183.9615,186.2109,181.0026,184.7175,1756304.0
2019-05-12,183.9615,186.2109,181.0026,184.7175,1756304.0
2019-05-13,178.5571,179.2199,174.4876,175.757,2856580.0
2019-05-14,177.7731,181.1333,176.849,179.6212,1656301.0
2019-05-15,178.4265,184.7175,177.9504,182.4587,1608748.0
2019-05-16,179.2479,183.3921,177.9583,181.5067,1761521.0
2019-05-17,180.2279,186.6776,180.1439,181.2266,2444172.0
2019-05-18,180.2279,186.6776,180.1439,181.2266,2444172.0
2019-05-19,180.2279,186.6776,180.1439,181.2266,2444172.0
2019-05-20,176.0743,177.0171,170.5673,171.4354,3244050.0
2019-05-21,174.1796,176.0463,173.1342,174.4596,2031371.0
2019-05-22,173.0315,175.9717,172.8168,174.7116,1132483.0
2019-05-23,171.5567,173.4982,170.1287,173.0968,1849473.0
2019-05-24,174.3382,175.4583,169.5966,169.7833,2138202.0
2019-05-25,174.3382,175.4583,169.5966,169.7833,2138202.0
2019-05-26,174.3382,175.4583,169.5966,169.7833,2138202.0
2019-05-27,174.3382,175.4583,169.5966,169.7833,2138202.0
2019-05-28,171.3141,171.7434,166.7498,167.0018,2552696.0
2019-05-29,165.331,166.5164,163.0629,165.7697,2566205.0
2019-05-30,166.0964,170.0633,165.6951,166.7218,1263335.0
2019-05-31,164.5657,166.0871,162.9042,162.9789,1576715.0
2019-06-01,164.5657,166.0871,162.9042,162.9789,1576715.0
2019-06-02,164.5657,166.0871,162.9042,162.9789,1576715.0
2019-06-03,163.7909,165.6251,159.6467,160.9441,2412674.0
2019-06-04,162.9136,168.7566,161.2521,168.4019,2398619.0
2019-06-05,169.0926,170.9594,167.0111,170.1753,1946805.0
2019-06-06,170.2033,172.9101,169.55,172.3408,1589038.0
2019-06-07,173.2648,176.653,172.332,174.2449,1619395.0
2019-06-08,173.2648,176.653,172.332,174.2449,1619395.0
2019-06-09,173.2648,176.653,172.332,174.2449,1619395.0
2019-06-10,175.561,180.8626,175.561,178.4358,1688989.0
2019-06-11,182.9795,183.3363,177.7786,178.295,1477963.0
2019-06-12,172.1459,172.9439,167.8744,168.8695,2686301.0
2019-06-13,169.7708,171.0569,167.8087,169.1606,1648382.0
2019-06-14,165.5274,166.5977,162.88,165.9781,2187699.0
2019-06-15,165.5274,166.5977,162.88,165.9781,2187699.0
2019-06-16,165.5274,166.5977,162.88,165.9781,2187699.0
2019-06-17,165.9687,165.9687,161.8286,161.9506,1972164.0
2019-06-18,164.2695,172.7843,163.7564,169.3953,2369819.0
2019-06-19,170.5406,172.1459,168.4377,170.3153,1234073.0
2019-06-20,173.7512,175.0749,171.193,172.6998,1126915.0
2019-06-21,171.5075,173.6761,171.2634,171.8267,1991601.0
2019-06-22,171.5075,173.6761,171.2634,171.8267,1991601.0
2019-06-23,171.5075,173.6761,171.2634,171.8267,1991601.0
2019-06-24,170.9443,171.7704,169.5548,170.1744,1678358.0
2019-06-25,170.1369,170.503,164.8327,165.058,2079898.0
2019-06-26,168.3907,171.3667,167.6585,170.1838,1994111.0
2019-06-27,171.6953,175.3566,171.5639,174.737,1891165.0
2019-06-28,178.0791,178.1213,175.6382,176.3423,2336720.0
2019-06-29,178.0791,178.1213,175.6382,176.3423,2336720.0
2019-06-30,178.0791,178.1213,175.6382,176.3423,2336720.0
2019-07-01,182.6604,185.8335,177.5439,179.6281,2374520.0
2019-07-02,179.2807,179.2807,174.1643,175.7321,1526390.0
2019-07-03,175.9198,176.3892,173.293,173.5447,1048034.0
2019-07-04,175.9198,176.3892,173.293,173.5447,1048034.0
2019-07-05,171.9675,172.8969,170.0149,172.3994,1953704.0
2019-07-06,171.9675,172.8969,170.0149,172.3994,1953704.0
2019-07-07,171.9675,172.8969,170.0149,172.3994,1953704.0
2019-07-08,168.2312,171.2541,167.9683,170.2965,1496774.0
2019-07-09,169.0667,172.7749,168.8977,171.8737,1744094.0
2019-07-10,174.0047,177.9758,172.4745,172.9439,1778218.0
2019-07-11,174.3708,174.3708,171.1602,173.5729,1613176.0
2019-07-12,175.0562,181.0081,174.1174,179.5342,1975300.0
2019-07-13,175.0562,181.0081,174.1174,179.5342,1975300.0
2019-07-14,175.0562,181.0081,174.1174,179.5342,1975300.0
2019-07-15,180.5856,181.8812,179.3934,180.9518,1009150.0
2019-07-16,179.3746,180.7734,177.8068,178.1917,1109138.0
2019-07-17,178.7925,180.7171,176.5958,179.9848,1579812.0
2019-07-18,181.2616,187.8519,180.3979,186.0963,2108901.0
2019-07-19,188.0302,188.5069,184.8759,186.3216,1531946.0
2019-07-20,188.0302,188.5069,184.8759,186.3216,1531946.0
2019-07-21,188.0302,188.5069,184.8759,186.3216,1531946.0
2019-07-22,190.4617,195.1463,190.4523,194.5267,2358082.0
2019-07-23,194.8928,197.1459,193.7287,196.9206,1949802.0
2019-07-24,197.1459,205.1162,196.2165,203.6986,3140818.0
2019-07-25,200.6006,201.1545,197.2116,197.85,2084401.0
2019-07-26,198.5071,199.8684,196.7234,197.85,1124894.0
2019-07-27,198.5071,199.8684,196.7234,197.85,1124894.0
2019-07-28,198.5071,199.8684,196.7234,197.85,1124894.0
2019-07-29,197.4369,198.2443,195.1275,197.9157,1092144.0
2019-07-30,195.8597,199.7088,194.8552,198.3851,956002.0
2019-07-31,197.803,199.3614,193.5409,195.841,2652546.0
2019-08-01,195.165,204.3746,191.5554,193.1654,2974934.0
2019-08-02,191.8136,193.3039,188.1992,191.5976,2424555.0
2019-08-03,191.8136,193.3039,188.1992,191.5976,2424555.0
2019-08-04,191.8136,193.3039,188.1992,191.5976,2424555.0
2019-08-05,185.6551,186.5939,179.8909,181.684,2282462.0
2019-08-06,185.1575,187.4388,181.2991,182.6134,2004054.0
2019-08-07,180.6701,185.2702,179.0366,184.4065,2144308.0
2019-08-08,188.7062,190.0017,186.2278,189.1474,1732699.0
2019-08-09,187.1384,188.0208,182.5195,183.3644,1880063.0
2019-08-10,187.1384,188.0208,182.5195,183.3644,1880063.0
2019-08-11,187.1384,188.0208,182.5195,183.3644,1880063.0
2019-08-12,182.4914,185.1106,181.9347,184.2938,1306010.0
2019-08-13,184.2938,193.9071,183.1485,193.0997,2327985.0
2019-08-14,187.1478,189.2037,185.181,186.3498,1920730.0
2019-08-15,187.5045,188.6404,184.4218,186.7535,1042446.0
2019-08-16,186.7535,193.7005,186.2278,192.5552,2001425.0
2019-08-17,186.7535,193.7005,186.2278,192.5552,2001425.0
2019-08-18,186.7535,193.7005,186.2278,192.5552,2001425.0
2019-08-19,197.1459,198.2865,194.4703,195.3152,1395143.0
2019-08-20,195.4654,195.9536,192.7591,194.1042,854912.0
2019-08-21,196.3104,196.7516,194.2544,195.2589,928281.0
2019-08-22,195.4373,198.5728,193.447,197.5777,990650.0
2019-08-23,194.9397,196.6765,187.5233,188.1241,2031503.0
2019-08-24,194.9397,196.6765,187.5233,188.1241,2031503.0
2019-08-25,194.9397,196.6765,187.5233,188.1241,2031503.0
2019-08-26,191.8136,192.9495,187.7955,189.016,1250233.0
2019-08-27,190.978,190.978,186.0118,187.5421,1291741.0
2019-08-28,187.4388,191.3348,185.0918,190.8372,1195416.0
2019-08-29,194.3295,197.1459,193.6536,194.9491,1817877.0
2019-08-30,198.4414,200.0087,196.5263,197.6247,1194334.0
2019-08-31,198.4414,200.0087,196.5263,197.6247,1194334.0
2019-09-01,198.4414,200.0087,196.5263,197.6247,1194334.0
2019-09-02,198.4414,200.0087,196.5263,197.6247,1194334.0
2019-09-03,198.0847,200.9104,196.2259,199.9059,1852933.0
2019-09-04,202.1027,208.6179,202.0558,208.0358,2403659.0
2019-09-05,213.2649,218.0386,211.73,212.8612,2837340.0
2019-09-06,213.2086,215.8654,211.3216,213.969,1680713.0
2019-09-07,213.2086,215.8654,211.3216,213.969,1680713.0
2019-09-08,213.2086,215.8654,211.3216,213.969,1680713.0
2019-09-09,215.6588,218.4001,214.2037,216.2409,2194798.0
2019-09-10,215.5931,217.7993,212.6266,217.7429,1727696.0
2019-09-11,217.9682,220.3809,216.4474,219.6862,1828766.0
2019-09-12,220.6156,221.8736,217.5101,220.4936,1230823.0
2019-09-13,222.1459,223.3381,219.6205,221.1414,1598186.0
2019-09-14,222.1459,223.3381,219.6205,221.1414,1598186.0
2019-09-15,222.1459,223.3381,219.6205,221.1414,1598186.0
2019-09-16,218.5409,222.5683,216.5037,220.5593,1159619.0
2019-09-17,219.8552,222.3055,218.1748,222.2867,1437665.0
2019-09-18,220.625,224.0798,219.9773,223.094,1497360.0
2019-09-19,224.183,224.2769,220.9489,222.3618,1273169.0
2019-09-20,222.6904,224.7463,219.0291,220.9067,3483699.0
2019-09-21,222.6904,224.7463,219.0291,220.9067,3483699.0
2019-09-22,222.6904,224.7463,219.0291,220.9067,3483699.0
2019-09-23,220.6156,225.3941,220.0336,223.6573,1261297.0
2019-09-24,224.5585,225.3096,219.9773,221.423,1822257.0
2019-09-25,218.7287,227.1496,218.5221,226.8116,1744094.0
2019-09-26,227.0463,229.9848,226.3422,227.9664,1696481.0
2019-09-27,224.1924,224.1924,213.5325,215.9968,2941387.0
2019-09-28,224.1924,224.1924,213.5325,215.9968,2941387.0
2019-09-29,224.1924,224.1924,213.5325,215.9968,2941387.0
2019-09-30,216.7515,220.1246,214.4494,218.0536,1563702.0
2019-10-01,219.8368,222.2239,215.3174,217.3742,1507812.0
2019-10-02,214.3456,216.61,213.1851,215.1193,1481907.0
2019-10-03,216.3647,217.1148,212.4491,216.1099,1414502.0
2019-10-04,217.1667,220.2236,216.4685,220.0915,1078066.0
2019-10-05,217.1667,220.2236,216.4685,220.0915,1078066.0
2019-10-06,217.1667,220.2236,216.4685,220.0915,1078066.0
2019-10-07,219.9972,221.2521,218.8178,219.0254,1186042.0
2019-10-08,216.8836,218.1857,212.2887,214.8362,1509846.0
2019-10-09,218.8933,221.4785,218.0158,219.9594,1597303.0
2019-10-10,219.45,223.9977,219.0499,221.3653,1306482.0
2019-10-11,226.2621,226.7055,223.2428,223.6957,1208298.0
2019-10-12,226.2621,226.7055,223.2428,223.6957,1208298.0
2019-10-13,226.2621,226.7055,223.2428,223.6957,1208298.0
2019-10-14,223.0636,224.8374,222.3276,222.9315,782290.0
2019-10-15,224.3279,229.8144,223.4238,228.3755,1799280.0
2019-10-16,224.5543,226.3375,220.5539,221.4974,1999578.0
2019-10-17,225.394,226.7149,221.988,222.7617,1283522.0
2019-10-18,222.3843,222.3843,217.2233,220.4972,1523859.0
2019-10-19,222.3843,222.3843,217.2233,220.4972,1523859.0
2019-10-20,222.3843,222.3843,217.2233,220.4972,1523859.0
2019-10-21,223.5919,226.3187,221.9597,224.9883,1283661.0
2019-10-22,226.0545,226.4838,221.5728,221.6389,1053733.0
2019-10-23,219.4311,222.1767,218.0913,220.0066,2060282.0
2019-10-24,238.188,250.8309,237.7162,250.5951,5736034.0
2019-10-25,250.029,255.3409,248.1514,254.7937,2511291.0
2019-10-26,250.029,255.3409,248.1514,254.7937,2511291.0
2019-10-27,250.029,255.3409,248.1514,254.7937,2511291.0
2019-10-28,257.143,266.0686,256.7279,265.3609,2528072.0
2019-10-29,264.625,266.8988,260.0018,260.8698,2079740.0
2019-10-30,260.7944,262.6342,258.5205,261.8794,1172719.0
2019-10-31,261.1529,261.8605,252.133,255.7277,2699293.0
2019-11-01,258.3507,262.7757,256.9201,262.5399,1545603.0
2019-11-02,258.3507,262.7757,256.9201,262.5399,1545603.0
2019-11-03,258.3507,262.7757,256.9201,262.5399,1545603.0
2019-11-04,264.1816,265.8044,258.9028,262.3889,1293182.0
2019-11-05,263.757,264.9552,258.8885,262.2474,1483957.0
2019-11-06,260.8415,261.0869,254.9824,259.9452,1690745.0
2019-11-07,262.5304,262.5776,256.9166,258.6243,1106721.0
2019-11-08,255.9731,257.8129,253.8973,257.2751,1373088.0
2019-11-09,255.9731,257.8129,253.8973,257.2751,1373088.0
2019-11-10,255.9731,257.8129,253.8973,257.2751,1373088.0
2019-11-11,254.4257,257.6808,253.4554,255.9353,1179389.0
2019-11-12,260.0301,260.9453,253.803,254.7559,1106146.0
2019-11-13,253.6803,257.4544,252.5481,257.0675,903275.0
2019-11-14,256.4448,260.2283,255.5107,259.5489,1203385.0
2019-11-15,264.3136,269.7221,264.1816,267.6537,2126628.0
2019-11-16,264.3136,269.7221,264.1816,267.6537,2126628.0
2019-11-17,264.3136,269.7221,264.1816,267.6537,2126628.0
2019-11-18,266.7856,269.6209,264.9364,266.729,1366239.0
2019-11-19,268.4934,268.4934,260.9548,261.1246,1366373.0
2019-11-20,260.3887,261.5963,255.1239,258.6432,1273121.0
2019-11-21,250.7083,254.4446,248.0476,248.9911,2406970.0
2019-11-22,250.4819,251.6046,245.4247,247.1796,1273610.0
2019-11-23,250.4819,251.6046,245.4247,247.1796,1273610.0
2019-11-24,250.4819,251.6046,245.4247,247.1796,1273610.0
2019-11-25,249.1515,254.8031,248.7741,253.8124,1988561.0
2019-11-26,254.7465,256.0768,252.1236,254.3314,1790026.0
2019-11-27,255.5013,256.6854,254.1615,255.6334,875649.0
2019-11-28,255.5013,256.6854,254.1615,255.6334,875649.0
2019-11-29,255.5013,255.5013,250.7743,251.7556,759037.0
2019-11-30,255.5013,255.5013,250.7743,251.7556,759037.0
2019-12-01,255.5013,255.5013,250.7743,251.7556,759037.0
2019-12-02,251.4254,251.4254,246.5626,248.0853,1316737.0
2019-12-03,242.2828,246.8211,241.0657,243.2735,1625911.0
2019-12-04,247.9061,249.5006,246.604,248.0193,1207264.0
2019-12-05,249.6987,250.2648,247.6042,249.8591,1103850.0
2019-12-06,252.8595,257.1855,251.7745,254.6144,1358893.0
2019-12-07,252.8595,257.1855,251.7745,254.6144,1358893.0
2019-12-08,252.8595,257.1855,251.7745,254.6144,1358893.0
2019-12-09,255.9825,256.8316,251.9726,252.8784,1045076.0
2019-12-10,254.423,257.3889,253.1722,254.8873,1183024.0
2019-12-11,254.6599,261.5771,254.4372,260.9612,1558624.0
2019-12-12,260.061,270.5601,259.7199,269.7736,1827795.0
2019-12-13,269.0061,273.725,265.8033,267.1678,2278644.0
2019-12-14,269.0061,273.725,265.8033,267.1678,2278644.0
2019-12-15,269.0061,273.725,265.8033,267.1678,2278644.0
2019-12-16,271.1476,273.3175,269.3472,269.3472,1526293.0
2019-12-17,271.4793,275.9802,270.3706,275.3359,2102064.0
2019-12-18,275.1843,276.9278,271.8488,272.9196,1411934.0
2019-12-19,275.3738,278.027,273.1659,277.9133,1332827.0
2019-12-20,282.1773,283.6935,278.3207,281.8173,3350926.0
2019-12-21,282.1773,283.6935,278.3207,281.8173,3350926.0
2019-12-22,282.1773,283.6935,278.3207,281.8173,3350926.0
2019-12-23,282.7364,283.3239,278.8419,279.0125,1160884.0
2019-12-24,280.1874,280.557,276.7999,279.0409,386612.0
2019-12-25,280.1874,280.557,276.7999,279.0409,386612.0
2019-12-26,279.5052,279.8368,277.7711,279.4578,622043.0
2019-12-27,280.4054,280.8318,277.4158,278.3018,608281.0
2019-12-28,280.4054,280.8318,277.4158,278.3018,608281.0
2019-12-29,280.4054,280.8318,277.4158,278.3018,608281.0
2019-12-30,277.1742,277.8422,272.5595,277.2026,850605.0
2019-12-31,276.2171,277.25,273.3934,277.0699,915380.0
2020-01-01,276.2171,277.25,273.3934,277.0699,915380.0
2020-01-02,280.2727,284.082,279.0513,282.2721,1506417.0
2020-01-03,276.7383,281.2487,276.4256,279.2399,962205.0
2020-01-04,276.7383,281.2487,276.4256,279.2399,962205.0
2020-01-05,276.7383,281.2487,276.4256,279.2399,962205.0
2020-01-06,274.5968,276.7193,272.4647,274.0282,1340668.0
2020-01-07,276.4445,282.8833,276.0996,280.7086,1561967.0
2020-01-08,281.8836,285.8539,279.7231,284.243,1553726.0
2020-01-09,286.2803,287.9481,278.1123,282.31,1375168.0
2020-01-10,283.4281,285.4864,277.5911,278.9082,1405199.0
2020-01-11,283.4281,285.4864,277.5911,278.9082,1405199.0
2020-01-12,283.4281,285.4864,277.5911,278.9082,1405199.0
2020-01-13,278.9461,281.7415,277.1694,281.7036,1399931.0
2020-01-14,284.4041,288.4124,281.1824,284.9916,1732244.0
2020-01-15,283.5892,284.7926,281.1634,282.6985,1082948.0
2020-01-16,285.9961,291.1489,285.1732,289.9095,1606960.0
2020-01-17,290.9519,292.3164,286.3182,291.852,1929917.0
2020-01-18,290.9519,292.3164,286.3182,291.852,1929917.0
2020-01-19,290.9519,292.3164,286.3182,291.852,1929917.0
2020-01-20,290.9519,292.3164,286.3182,291.852,1929917.0
2020-01-21,292.0321,295.5538,291.1982,292.4964,1500159.0
2020-01-22,294.6948,298.8262,294.4579,295.0169,1503992.0
2020-01-23,295.6423,296.2867,291.4256,296.0403,1556587.0
2020-01-24,299.3284,300.1243,287.787,290.4686,1632588.0
2020-01-25,299.3284,300.1243,287.787,290.4686,1632588.0
2020-01-26,299.3284,300.1243,287.787,290.4686,1632588.0
2020-01-27,281.4572,283.0183,277.3447,278.3871,1911264.0
2020-01-28,283.1154,287.3511,277.9752,285.8729,1814954.0
2020-01-29,286.3846,288.0523,280.3959,282.5848,1815761.0
2020-01-30,301.7068,302.2753,289.7295,294.6474,3943128.0
2020-01-31,291.852,292.7712,281.6846,282.5753,2436457.0
2020-02-01,291.852,292.7712,281.6846,282.5753,2436457.0
2020-02-02,291.852,292.7712,281.6846,282.5753,2436457.0
2020-02-03,284.2715,293.3492,284.2715,292.269,1947758.0
2020-02-04,299.9633,309.6853,299.5463,308.3398,2531048.0
2020-02-05,313.8641,315.0998,306.7289,308.5483,2157194.0
2020-02-06,308.9083,309.7138,306.0656,306.5584,1262497.0
2020-02-07,303.8199,304.4358,298.2197,298.8641,1602888.0
2020-02-08,303.8199,304.4358,298.2197,298.8641,1602888.0
2020-02-09,303.8199,304.4358,298.2197,298.8641,1602888.0
2020-02-10,297.5185,303.1187,296.5899,303.0618,1088697.0
2020-02-11,305.9424,309.6948,305.9424,308.5956,1520740.0
2020-02-12,310.8035,317.607,310.8035,317.0764,1687166.0
2020-02-13,317.4839,326.2678,316.1288,323.6715,2110509.0
2020-02-14,323.5862,326.1636,319.1043,321.511,1109935.0
2020-02-15,323.5862,326.1636,319.1043,321.511,1109935.0
2020-02-16,323.5862,326.1636,319.1043,321.511,1109935.0
2020-02-17,323.5862,326.1636,319.1043,321.511,1109935.0
2020-02-18,306.293,314.5938,306.0656,308.2829,2753842.0
2020-02-19,313.8168,317.8249,312.9829,316.3468,1539560.0
2020-02-20,314.5464,316.5268,307.0321,311.2678,1887801.0
2020-02-21,309.1168,309.8938,298.7125,300.1907,2161396.0
2020-02-22,309.1168,309.8938,298.7125,300.1907,2161396.0
2020-02-23,309.1168,309.8938,298.7125,300.1907,2161396.0
2020-02-24,283.5134,289.3006,279.6473,284.7074,3102246.0
2020-02-25,289.7863,290.8097,274.2177,276.8994,2549829.0
2020-02-26,280.7086,288.6587,279.1735,281.0497,2379977.0
2020-02-27,270.6643,278.3539,267.2247,270.7212,2872175.0
2020-02-28,261.3592,279.0125,259.3124,278.0459,3199237.0
2020-02-29,261.3592,279.0125,259.3124,278.0459,3199237.0
