,NSP US Equity,NSP US Equity,NSP US Equity,NSP US Equity,NSP US Equity
2021-03-13,87.6135,88.6892,86.6954,88.2811,268186.0
2021-03-14,87.6135,88.6892,86.6954,88.2811,268186.0
2021-03-15,87.9937,87.9937,83.3478,83.7743,363254.0
2021-03-16,83.524,83.524,80.8561,81.9753,290795.0
2021-03-17,82.2906,83.4081,81.9661,82.8285,253227.0
2021-03-18,82.541,85.8145,81.725,81.7899,345337.0
2021-03-19,81.9383,82.9027,80.5565,80.5844,1265869.0
2021-03-20,81.9383,82.9027,80.5565,80.5844,1265869.0
2021-03-21,81.9383,82.9027,80.5565,80.5844,1265869.0
2021-03-22,80.6956,80.6956,76.9863,77.5798,339020.0
2021-03-23,76.9678,77.705,75.7926,76.2445,262388.0
2021-03-24,77.0234,78.6555,76.0219,76.1147,221087.0
2021-03-25,75.7159,76.6618,73.1472,76.0312,292634.0
2021-03-26,77.0142,77.756,75.8365,77.3295,233185.0
2021-03-27,77.0142,77.756,75.8365,77.3295,233185.0
2021-03-28,77.0142,77.756,75.8365,77.3295,233185.0
2021-03-29,77.1347,78.8503,75.8365,76.0034,358523.0
2021-03-30,76.2352,77.7375,76.1981,77.2089,268241.0
2021-03-31,77.2738,78.6184,76.8472,77.654,309666.0
2021-04-01,77.9786,79.4838,77.9786,79.4252,162625.0
2021-04-02,77.9786,79.4838,77.9786,79.4252,162625.0
2021-04-03,77.9786,79.4838,77.9786,79.4252,162625.0
2021-04-04,77.9786,79.4838,77.9786,79.4252,162625.0
2021-04-05,80.3154,80.6771,78.3866,78.9523,102181.0
2021-04-06,78.5072,80.0465,78.1455,79.6756,141726.0
2021-04-07,79.5736,79.5736,77.8951,78.3681,144131.0
2021-04-08,78.4886,79.6385,78.062,79.5179,130549.0
2021-04-09,79.4808,80.3433,78.8595,80.1763,129681.0
2021-04-10,79.4808,80.3433,78.8595,80.1763,129681.0
2021-04-11,79.4808,80.3433,78.8595,80.1763,129681.0
2021-04-12,80.0001,81.0527,79.8147,80.4916,126225.0
2021-04-13,79.9909,80.4082,78.7297,78.8503,272631.0
2021-04-14,78.8503,80.6956,78.8503,79.9074,160696.0
2021-04-15,80.7606,81.0295,79.3668,80.9831,122738.0
2021-04-16,81.7899,81.9475,80.3154,81.0387,130221.0
2021-04-17,81.7899,81.9475,80.3154,81.0387,130221.0
2021-04-18,81.7899,81.9475,80.3154,81.0387,130221.0
2021-04-19,80.8069,80.9182,79.7034,80.4453,116130.0
2021-04-20,80.1114,80.8162,79.4716,79.5087,220410.0
2021-04-21,79.5643,80.7791,78.7019,80.64,214959.0
2021-04-22,80.8255,81.7342,79.7869,80.5009,306866.0
2021-04-23,80.6029,82.0449,80.028,81.3355,199786.0
2021-04-24,80.6029,82.0449,80.028,81.3355,199786.0
2021-04-25,80.6029,82.0449,80.028,81.3355,199786.0
2021-04-26,81.7992,83.524,81.7621,82.5132,283707.0
2021-04-27,82.6245,83.3385,81.2149,81.7157,547490.0
2021-04-28,81.8362,82.4483,80.997,81.3355,144678.0
2021-04-29,81.9939,83.2087,81.58,82.9954,221714.0
2021-04-30,82.4576,82.6245,81.15,81.1778,278229.0
2021-05-01,82.4576,82.6245,81.15,81.1778,278229.0
2021-05-02,82.4576,82.6245,81.15,81.1778,278229.0
2021-05-03,82.0403,83.8578,81.9475,82.2164,338057.0
2021-05-04,82.541,83.5054,79.1006,81.4839,422387.0
2021-05-05,81.725,81.725,78.9801,80.6029,289418.0
2021-05-06,80.7791,80.8069,79.7776,80.7884,163698.0
2021-05-07,80.6771,82.4205,80.6771,82.3834,102082.0
2021-05-08,80.6771,82.4205,80.6771,82.3834,102082.0
2021-05-09,80.6771,82.4205,80.6771,82.3834,102082.0
2021-05-10,82.5317,82.8192,80.9738,81.6044,209996.0
2021-05-11,80.2876,80.7976,78.6833,79.1377,233549.0
2021-05-12,78.8224,79.3696,76.8009,76.9122,336636.0
2021-05-13,77.2924,81.2613,77.2924,80.7142,249723.0
2021-05-14,81.3262,82.8656,80.7142,82.8563,202293.0
2021-05-15,81.3262,82.8656,80.7142,82.8563,202293.0
2021-05-16,81.3262,82.8656,80.7142,82.8563,202293.0
2021-05-17,81.6601,82.5317,81.3726,82.4205,158135.0
2021-05-18,82.5688,82.8888,81.5951,81.9383,355254.0
2021-05-19,80.6771,81.2057,79.657,81.1408,185142.0
2021-05-20,81.252,82.6708,80.9321,82.5596,191295.0
2021-05-21,83.0325,84.34,82.031,82.235,234540.0
2021-05-22,83.0325,84.34,82.031,82.235,234540.0
2021-05-23,83.0325,84.34,82.031,82.235,234540.0
2021-05-24,82.4205,85.2302,81.6601,84.8779,400567.0
2021-05-25,84.7666,85.2024,84.0989,84.1175,320022.0
2021-05-26,84.7851,85.9257,84.2844,85.8608,261064.0
2021-05-27,86.5192,87.2054,86.0556,86.6583,245965.0
2021-05-28,87.4836,87.4836,85.0448,85.4899,121473.0
2021-05-29,87.4836,87.4836,85.0448,85.4899,121473.0
2021-05-30,87.4836,87.4836,85.0448,85.4899,121473.0
2021-05-31,87.4836,87.4836,85.0448,85.4899,121473.0
2021-06-01,86.2781,86.5053,84.7851,84.9984,182584.0
2021-06-02,84.915,84.915,81.1222,82.3277,236513.0
2021-06-03,81.6044,83.1716,80.9367,82.5781,298082.0
2021-06-04,82.847,84.1267,82.3834,83.9691,154073.0
2021-06-05,82.847,84.1267,82.3834,83.9691,154073.0
2021-06-06,82.847,84.1267,82.3834,83.9691,154073.0
2021-06-07,83.7836,84.2519,83.2365,84.1082,185981.0
2021-06-08,84.3864,86.0834,83.7557,85.9814,278768.0
2021-06-09,86.1584,86.4193,84.5277,84.947,184736.0
2021-06-10,85.0402,85.0402,83.0787,84.099,288920.0
2021-06-11,84.3506,85.8136,84.099,85.795,199790.0
2021-06-12,84.3506,85.8136,84.099,85.795,199790.0
2021-06-13,84.3506,85.8136,84.099,85.795,199790.0
2021-06-14,86.177,86.5917,85.7342,86.4845,162821.0
2021-06-15,86.6616,88.1712,86.2423,88.0128,154718.0
2021-06-16,88.0594,88.0594,85.7933,86.6709,225488.0
2021-06-17,86.4193,88.2085,86.1677,87.9382,313863.0
2021-06-18,87.0996,87.4071,85.3384,85.8229,348454.0
2021-06-19,87.0996,87.4071,85.3384,85.8229,348454.0
2021-06-20,87.0996,87.4071,85.3384,85.8229,348454.0
2021-06-21,86.9971,87.7146,85.8882,87.463,148228.0
2021-06-22,87.3325,88.0594,86.2609,87.7984,142780.0
2021-06-23,87.8264,88.2178,87.0437,87.873,184155.0
2021-06-24,88.4041,88.6185,87.6307,88.0687,199994.0
2021-06-25,87.7612,88.6371,87.0623,87.1555,1228046.0
2021-06-26,87.7612,88.6371,87.0623,87.1555,1228046.0
2021-06-27,87.7612,88.6371,87.0623,87.1555,1228046.0
2021-06-28,87.5655,87.845,83.9266,85.0868,314227.0
2021-06-29,84.9936,84.9936,83.6424,83.8661,188043.0
2021-06-30,83.5399,84.3972,82.8876,84.2108,223529.0
2021-07-01,84.947,85.795,84.8725,85.7484,145718.0
2021-07-02,86.1211,86.3914,85.2172,85.972,90423.0
2021-07-03,86.1211,86.3914,85.2172,85.972,90423.0
2021-07-04,86.1211,86.3914,85.2172,85.972,90423.0
2021-07-05,86.1211,86.3914,85.2172,85.972,90423.0
2021-07-06,85.7298,86.3401,83.894,85.7298,166964.0
2021-07-07,85.1706,86.5964,85.1706,85.9348,109122.0
2021-07-08,84.2202,86.2516,83.894,84.8445,90548.0
2021-07-09,85.59,86.7082,85.4036,86.6616,114338.0
2021-07-10,85.59,86.7082,85.4036,86.6616,114338.0
2021-07-11,85.59,86.7082,85.4036,86.6616,114338.0
2021-07-12,86.4752,87.3046,86.2329,87.0343,113678.0
2021-07-13,87.2859,88.2457,86.643,87.7984,154896.0
2021-07-14,88.4321,88.7489,87.7705,87.9475,120585.0
2021-07-15,87.5748,88.0407,86.8666,87.4071,112695.0
2021-07-16,88.0594,88.2457,86.4193,86.4752,97515.0
2021-07-17,88.0594,88.2457,86.4193,86.4752,97515.0
2021-07-18,88.0594,88.2457,86.4193,86.4752,97515.0
2021-07-19,85.0309,86.3448,83.9965,85.2918,109886.0
2021-07-20,85.4968,88.6185,85.3337,87.6307,176388.0
2021-07-21,87.873,88.4088,87.0437,87.5189,112888.0
2021-07-22,86.9039,87.23,86.1118,86.2982,98628.0
2021-07-23,88.5253,88.6418,87.2393,87.4816,136762.0
2021-07-24,88.5253,88.6418,87.2393,87.4816,136762.0
2021-07-25,88.5253,88.6418,87.2393,87.4816,136762.0
2021-07-26,87.7425,88.2457,86.6616,87.5096,91041.0
2021-07-27,87.2487,89.0331,87.2487,88.926,139790.0
2021-07-28,89.0564,90.3517,88.3296,89.718,127096.0
2021-07-29,90.3797,93.0261,90.3051,91.619,134733.0
2021-07-30,91.1531,92.7838,90.8642,92.2993,174141.0
2021-07-31,91.1531,92.7838,90.8642,92.2993,174141.0
2021-08-01,91.1531,92.7838,90.8642,92.2993,174141.0
2021-08-02,92.905,94.2608,91.9079,92.1595,159948.0
2021-08-03,94.2189,94.2189,91.3861,93.5759,161500.0
2021-08-04,92.6161,93.6784,92.5043,92.5602,131813.0
2021-08-05,92.4949,94.8059,91.9219,94.4984,128370.0
2021-08-06,95.4769,95.5048,94.2561,94.9737,150938.0
2021-08-07,95.4769,95.5048,94.2561,94.9737,150938.0
2021-08-08,95.4769,95.5048,94.2561,94.9737,150938.0
2021-08-09,94.9923,95.0016,93.2032,94.7966,213853.0
2021-08-10,94.8152,96.7348,94.3586,96.2316,170767.0
2021-08-11,96.1478,96.9305,95.6725,96.8653,123839.0
2021-08-12,97.3778,97.909,96.8187,97.8251,131909.0
2021-08-13,97.3126,98.3702,96.9305,97.9369,111185.0
2021-08-14,97.3126,98.3702,96.9305,97.9369,111185.0
2021-08-15,97.3126,98.3702,96.9305,97.9369,111185.0
2021-08-16,97.1635,98.4494,96.6789,97.8065,135132.0
2021-08-17,96.9026,98.5892,96.3341,96.9864,193851.0
2021-08-18,96.9771,97.3405,96.3062,96.3994,210667.0
2021-08-19,95.7285,98.9899,95.6912,98.7476,131759.0
2021-08-20,98.1326,99.0365,97.7412,98.906,158037.0
2021-08-21,98.1326,99.0365,97.7412,98.906,158037.0
2021-08-22,98.1326,99.0365,97.7412,98.906,158037.0
2021-08-23,99.2695,100.3271,98.6358,99.7074,118810.0
2021-08-24,99.9404,100.8722,99.0738,100.8443,153188.0
2021-08-25,101.0959,101.6923,100.4436,100.8163,136487.0
2021-08-26,100.4156,101.7202,100.2106,101.1891,123013.0
2021-08-27,101.3661,103.9473,101.3661,103.2298,161532.0
2021-08-28,101.3661,103.9473,101.3661,103.2298,161532.0
2021-08-29,101.3661,103.9473,101.3661,103.2298,161532.0
2021-08-30,103.5094,104.6555,103.0807,103.8821,129749.0
2021-08-31,103.3882,103.9799,102.2514,102.8198,211120.0
2021-09-01,103.1553,103.8531,102.5682,103.0434,114722.0
2021-09-02,103.6025,106.5379,103.2391,106.2863,313895.0
2021-09-03,105.1401,106.5379,104.9351,106.4167,129215.0
2021-09-04,105.1401,106.5379,104.9351,106.4167,129215.0
2021-09-05,105.1401,106.5379,104.9351,106.4167,129215.0
2021-09-06,105.1401,106.5379,104.9351,106.4167,129215.0
2021-09-07,105.6899,106.0766,103.6678,104.5903,199480.0
2021-09-08,104.348,105.0795,103.5,104.2176,126765.0
2021-09-09,103.8527,103.9556,100.4658,100.6716,251350.0
2021-09-10,101.4388,101.4388,98.0894,98.37,435838.0
2021-09-11,101.4388,101.4388,98.0894,98.37,435838.0
2021-09-12,101.4388,101.4388,98.0894,98.37,435838.0
2021-09-13,99.2869,100.1103,98.2531,100.1103,164416.0
2021-09-14,100.2038,100.2038,98.0987,98.9314,162840.0
2021-09-15,98.4636,100.6904,98.1081,100.1758,141989.0
2021-09-16,100.129,100.129,98.3981,99.4741,89171.0
2021-09-17,99.8296,100.2693,98.0426,99.1466,520781.0
2021-09-18,99.8296,100.2693,98.0426,99.1466,520781.0
2021-09-19,99.8296,100.2693,98.0426,99.1466,520781.0
2021-09-20,97.2192,99.3899,97.2192,99.2402,116967.0
2021-09-21,100.6342,100.6342,98.1455,98.9127,86077.0
2021-09-22,99.6518,101.0272,99.0811,100.3442,100994.0
2021-09-23,101.0459,102.3932,100.3535,101.626,62560.0
2021-09-24,101.5324,104.3112,100.9946,104.0492,219409.0
2021-09-25,101.5324,104.3112,100.9946,104.0492,219409.0
2021-09-26,101.5324,104.3112,100.9946,104.0492,219409.0
2021-09-27,103.3849,107.0899,103.3849,106.2853,348222.0
2021-09-28,106.2666,106.2666,102.2902,102.6832,150803.0
2021-09-29,103.0574,105.0035,102.2341,104.4421,119053.0
2021-09-30,105.5555,106.4163,103.5627,103.6095,147283.0
2021-10-01,104.2082,108.8016,103.4317,108.0162,216019.0
2021-10-02,104.2082,108.8016,103.4317,108.0162,216019.0
2021-10-03,104.2082,108.8016,103.4317,108.0162,216019.0
2021-10-04,107.7916,108.5401,106.4537,108.2127,155988.0
2021-10-05,107.8291,110.7154,106.7999,110.1307,227047.0
2021-10-06,108.6898,110.0371,107.3425,109.981,170870.0
2021-10-07,110.7201,112.9001,110.7201,112.7504,342647.0
2021-10-08,113.0498,114.1538,110.8979,111.7212,254094.0
2021-10-09,113.0498,114.1538,110.8979,111.7212,254094.0
2021-10-10,113.0498,114.1538,110.8979,111.7212,254094.0
2021-10-11,111.3844,112.1235,109.8406,109.8406,139859.0
2021-10-12,110.6733,111.6089,109.8406,110.3739,94426.0
2021-10-13,110.1119,111.1692,108.2875,110.6733,132604.0
2021-10-14,112.0112,112.0112,108.8582,109.981,193211.0
2021-10-15,111.5902,112.2498,110.271,110.3458,160308.0
2021-10-16,111.5902,112.2498,110.271,110.3458,160308.0
2021-10-17,111.5902,112.2498,110.271,110.3458,160308.0
2021-10-18,109.4851,110.3833,108.1097,109.7283,132683.0
2021-10-19,110.1119,110.1119,108.6758,109.9997,89903.0
2021-10-20,110.2429,111.506,109.326,111.4499,170824.0
2021-10-21,111.1785,113.7608,110.3892,113.0498,188526.0
2021-10-22,113.1807,115.2952,113.1807,115.0333,168543.0
2021-10-23,113.1807,115.2952,113.1807,115.0333,168543.0
2021-10-24,113.1807,115.2952,113.1807,115.0333,168543.0
2021-10-25,115.1268,117.2226,114.776,117.1945,220757.0
2021-10-26,117.6623,117.7839,115.0894,115.9876,185576.0
2021-10-27,115.9314,116.4741,114.3315,115.1175,197969.0
2021-10-28,116.0718,117.55,115.1268,117.3068,111899.0
2021-10-29,117.26,118.3921,115.3326,116.9513,234836.0
2021-10-30,117.26,118.3921,115.3326,116.9513,234836.0
2021-10-31,117.26,118.3921,115.3326,116.9513,234836.0
2021-11-01,117.391,120.9931,117.1571,120.8808,299333.0
2021-11-02,120.9089,120.9089,114.7994,115.3139,236996.0
2021-11-03,114.7619,115.0333,112.3481,113.5924,290667.0
2021-11-04,114.5467,116.6144,113.162,113.7889,178506.0
2021-11-05,114.9303,115.3701,113.1995,113.9573,184573.0
2021-11-06,114.9303,115.3701,113.1995,113.9573,184573.0
2021-11-07,114.9303,115.3701,113.1995,113.9573,184573.0
2021-11-08,114.5654,114.5935,113.0123,114.0134,155072.0
2021-11-09,113.6953,114.5,112.5456,113.555,196208.0
2021-11-10,113.6673,114.0696,111.656,112.3574,118918.0
2021-11-11,112.5258,113.6766,112.0883,112.3387,146215.0
2021-11-12,112.9656,113.293,112.0674,112.32,99801.0
2021-11-13,112.9656,113.293,112.0674,112.32,99801.0
2021-11-14,112.9656,113.293,112.0674,112.32,99801.0
2021-11-15,113.1433,113.1433,110.8604,111.5809,90567.0
2021-11-16,110.9633,112.0758,110.9259,111.7399,144942.0
2021-11-17,111.6276,111.8054,110.7388,111.4312,128635.0
2021-11-18,111.2534,111.4686,109.4289,110.2991,127095.0
2021-11-19,110.0184,111.1692,109.5786,109.9342,68739.0
2021-11-20,110.0184,111.1692,109.5786,109.9342,68739.0
2021-11-21,110.0184,111.1692,109.5786,109.9342,68739.0
2021-11-22,111.8896,113.4123,110.7201,112.7971,236602.0
2021-11-23,112.8252,117.26,112.6662,117.101,268716.0
2021-11-24,116.4554,117.4378,115.473,117.0355,90865.0
2021-11-25,116.4554,117.4378,115.473,117.0355,90865.0
2021-11-26,114.5,115.7443,107.6326,108.2875,211184.0
2021-11-27,114.5,115.7443,107.6326,108.2875,211184.0
2021-11-28,114.5,115.7443,107.6326,108.2875,211184.0
2021-11-29,110.402,112.6755,109.8406,112.4416,181794.0
2021-11-30,110.7762,111.3703,108.1659,108.2875,276383.0
2021-12-01,111.0943,111.0943,105.359,105.462,201794.0
2021-12-02,106.4256,109.7611,105.9204,109.1857,357378.0
2021-12-03,109.5966,109.7423,107.5515,108.9085,181154.0
2021-12-04,109.5966,109.7423,107.5515,108.9085,181154.0
2021-12-05,109.5966,109.7423,107.5515,108.9085,181154.0
2021-12-06,110.6287,112.3872,109.5106,111.5653,156253.0
2021-12-07,112.6356,113.5722,109.2525,110.3229,171011.0
2021-12-08,110.7721,110.7721,108.3303,110.4185,139519.0
2021-12-09,109.0327,109.9215,106.978,106.978,136525.0
2021-12-10,108.3447,108.3447,105.8981,107.2552,116930.0
2021-12-11,108.3447,108.3447,105.8981,107.2552,116930.0
2021-12-12,108.3447,108.3447,105.8981,107.2552,116930.0
2021-12-13,106.8443,107.2122,104.5889,105.1718,137711.0
2021-12-14,104.3022,105.9459,103.4516,104.6462,161596.0
2021-12-15,104.3213,107.7139,104.0728,107.0067,173177.0
2021-12-16,107.7139,107.7139,103.0885,104.5698,182280.0
2021-12-17,104.111,106.4333,103.27,105.4968,424170.0
2021-12-18,104.111,106.4333,103.27,105.4968,424170.0
2021-12-19,104.111,106.4333,103.27,105.4968,424170.0
2021-12-20,104.3595,104.78,100.6802,104.2639,189268.0
2021-12-21,106.0033,107.0545,105.5923,106.8251,101874.0
2021-12-22,107.1692,108.7556,105.9268,108.6887,72970.0
2021-12-23,109.4532,110.4567,108.746,109.9215,73533.0
2021-12-24,109.4532,110.4567,108.746,109.9215,73533.0
2021-12-25,109.4532,110.4567,108.746,109.9215,73533.0
2021-12-26,109.4532,110.4567,108.746,109.9215,73533.0
2021-12-27,110.1413,112.0336,109.7686,112.0336,56817.0
2021-12-28,111.5653,112.3824,110.9536,111.4219,60724.0
2021-12-29,112.1865,113.3237,111.5079,113.0466,90916.0
2021-12-30,113.7729,114.2507,112.1196,112.2247,99477.0
2021-12-31,111.5079,113.6295,111.4888,112.8746,110617.0
2022-01-01,111.5079,113.6295,111.4888,112.8746,110617.0
2022-01-02,111.5079,113.6295,111.4888,112.8746,110617.0
2022-01-03,113.0848,114.1647,110.6383,112.607,150247.0
2022-01-04,113.4002,114.0978,112.1291,112.2629,101387.0
2022-01-05,112.7694,112.7694,107.6996,107.8477,108354.0
2022-01-06,108.2969,110.1891,107.6948,109.3003,132924.0
2022-01-07,108.316,109.6778,105.5541,105.5541,113213.0
2022-01-08,108.316,109.6778,105.5541,105.5541,113213.0
2022-01-09,108.316,109.6778,105.5541,105.5541,113213.0
2022-01-10,105.2292,106.5002,103.6462,106.3855,154387.0
2022-01-11,106.5576,106.9064,102.4864,106.0797,258617.0
2022-01-12,107.0258,108.0962,104.0632,104.1301,141178.0
2022-01-13,104.3977,105.7643,103.1362,103.5567,88417.0
2022-01-14,102.7826,103.9963,101.3491,102.0754,89406.0
2022-01-15,102.7826,103.9963,101.3491,102.0754,89406.0
2022-01-16,102.7826,103.9963,101.3491,102.0754,89406.0
2022-01-17,102.7826,103.9963,101.3491,102.0754,89406.0
2022-01-18,100.5655,101.6454,98.9982,100.8617,142127.0
2022-01-19,101.0338,101.8461,100.3457,101.2918,99715.0
2022-01-20,101.4543,102.7635,99.6289,100.2023,192902.0
2022-01-21,100.0781,102.4386,99.973,100.0972,168761.0
2022-01-22,100.0781,102.4386,99.973,100.0972,168761.0
2022-01-23,100.0781,102.4386,99.973,100.0972,168761.0
2022-01-24,98.7879,102.0802,97.4595,101.6549,233487.0
2022-01-25,99.8201,100.0112,96.4465,97.4022,150006.0
2022-01-26,98.7879,100.6515,95.8253,96.5994,160186.0
2022-01-27,97.192,99.3518,95.1181,95.8922,109190.0
2022-01-28,95.4909,99.5716,94.0573,99.562,138326.0
2022-01-29,95.4909,99.5716,94.0573,99.562,138326.0
2022-01-30,95.4909,99.5716,94.0573,99.562,138326.0
2022-01-31,98.2814,102.8304,98.2814,102.7635,220262.0
2022-02-01,102.5724,103.4134,100.7948,101.158,164615.0
2022-02-02,101.1102,102.6584,100.2119,102.085,131619.0
2022-02-03,100.7375,102.6297,100.0972,100.9382,88760.0
2022-02-04,100.0876,103.3656,99.648,102.5533,130973.0
2022-02-05,100.0876,103.3656,99.648,102.5533,130973.0
2022-02-06,100.0876,103.3656,99.648,102.5533,130973.0
2022-02-07,102.0372,103.4707,101.6645,102.5724,113938.0
2022-02-08,102.3908,106.29,102.3908,105.6783,110772.0
2022-02-09,106.4524,108.2586,104.9616,105.8599,115037.0
2022-02-10,103.3847,106.5432,102.2761,103.595,199965.0
2022-02-11,91.8115,93.3119,86.6031,87.8741,820726.0
2022-02-12,91.8115,93.3119,86.6031,87.8741,820726.0
2022-02-13,91.8115,93.3119,86.6031,87.8741,820726.0
2022-02-14,88.2277,92.4231,88.1178,90.1391,354507.0
2022-02-15,90.9705,91.7255,89.4988,90.378,260230.0
2022-02-16,90.4927,90.4927,88.1465,88.7247,248724.0
2022-02-17,88.2086,88.6674,86.1109,86.2304,230026.0
2022-02-18,86.0106,87.9554,84.9785,86.1444,286971.0
2022-02-19,86.0106,87.9554,84.9785,86.1444,286971.0
2022-02-20,86.0106,87.9554,84.9785,86.1444,286971.0
2022-02-21,86.0106,87.9554,84.9785,86.1444,286971.0
2022-02-22,85.6761,87.8646,84.601,85.0453,415814.0
2022-02-23,85.4754,86.1587,80.2192,82.5319,521355.0
2022-02-24,80.6684,83.1244,80.4677,82.9715,535939.0
2022-02-25,83.2965,86.5935,83.2009,86.4597,628463.0
2022-02-26,83.2965,86.5935,83.2009,86.4597,628463.0
2022-02-27,83.2965,86.5935,83.2009,86.4597,628463.0
2022-02-28,84.9689,86.2638,84.5963,85.9628,511077.0
2022-03-01,85.9819,86.928,82.6848,83.5449,288240.0
2022-03-02,83.975,88.027,83.5641,87.1478,222084.0
2022-03-03,87.6066,87.9745,86.0584,87.2338,207736.0
2022-03-04,85.7525,86.7847,84.7348,85.9055,202647.0
2022-03-05,85.7525,86.7847,84.7348,85.9055,202647.0
2022-03-06,85.7525,86.7847,84.7348,85.9055,202647.0
2022-03-07,85.1027,85.7621,81.366,81.5285,297283.0
2022-03-08,81.3565,84.6822,80.525,81.9681,222079.0
2022-03-09,84.3411,85.1865,83.3996,83.976,267050.0
2022-03-10,82.2275,84.3987,82.2275,84.0529,213560.0
2022-03-11,84.4468,84.4468,82.9096,83.486,214446.0
2022-03-12,84.4468,84.4468,82.9096,83.486,214446.0
2022-03-13,84.4468,84.4468,82.9096,83.486,214446.0
2022-03-14,85.052,90.0861,84.6581,88.9909,330292.0
2022-03-15,89.7403,90.7106,88.3617,90.3359,313645.0
2022-03-16,91.46,93.9963,91.0373,93.5639,283632.0
2022-03-17,92.9779,94.2845,92.7954,94.0443,161694.0
2022-03-18,93.8233,96.0714,92.4111,95.1299,1577362.0
2022-03-19,93.8233,96.0714,92.4111,95.1299,1577362.0
2022-03-20,93.8233,96.0714,92.4111,95.1299,1577362.0
2022-03-21,94.6591,95.2644,93.2421,93.8041,160896.0
2022-03-22,94.1788,94.7648,92.2285,92.7858,145965.0
2022-03-23,91.9691,92.7569,91.6041,92.0556,149206.0
2022-03-24,92.6993,94.0827,91.8058,93.9578,124066.0
2022-03-25,94.6495,94.8417,92.3246,93.0067,109967.0
2022-03-26,94.6495,94.8417,92.3246,93.0067,109967.0
2022-03-27,94.6495,94.8417,92.3246,93.0067,109967.0
2022-03-28,92.6224,93.4871,92.2766,93.4006,92853.0
2022-03-29,95.0915,98.7614,93.3334,98.0024,217499.0
2022-03-30,98.1369,98.2282,96.7247,97.1282,130153.0
2022-03-31,96.9456,98.1754,96.2443,96.4749,179523.0
2022-04-01,96.398,98.4732,96.398,98.2906,153625.0
2022-04-02,96.398,98.4732,96.398,98.2906,153625.0
2022-04-03,96.398,98.4732,96.398,98.2906,153625.0
2022-04-04,98.7134,99.1265,97.5413,98.0216,114431.0
2022-04-05,97.7719,98.6317,96.9072,97.4836,121035.0
2022-04-06,96.6766,97.5509,95.8696,96.84,196847.0
2022-04-07,97.0321,97.6854,96.3884,97.0513,116713.0
2022-04-08,96.936,98.0793,96.2059,96.2635,102907.0
2022-04-09,96.936,98.0793,96.2059,96.2635,102907.0
2022-04-10,96.936,98.0793,96.2059,96.2635,102907.0
2022-04-11,96.1579,97.5029,95.4181,95.7351,95529.0
2022-04-12,96.9841,98.5789,95.0915,96.2059,113526.0
2022-04-13,96.5037,97.0994,95.3316,96.6863,81945.0
2022-04-14,97.2531,97.647,96.2962,96.6959,124816.0
2022-04-15,97.2531,97.647,96.2962,96.6959,124816.0
2022-04-16,97.2531,97.647,96.2962,96.6959,124816.0
2022-04-17,97.2531,97.647,96.2962,96.6959,124816.0
2022-04-18,96.302,97.3107,95.1971,96.3404,93362.0
2022-04-19,96.8784,99.1073,96.7295,98.8094,95983.0
2022-04-20,99.9143,100.875,99.6453,99.7125,128232.0
2022-04-21,100.9326,101.0352,97.7719,98.4444,168624.0
2022-04-22,98.0889,98.3771,94.5487,94.6399,132234.0
2022-04-23,98.0889,98.3771,94.5487,94.6399,132234.0
2022-04-24,98.0889,98.3771,94.5487,94.6399,132234.0
2022-04-25,94.5919,95.1971,92.8626,95.0338,141067.0
2022-04-26,97.5125,106.3606,97.5125,103.4689,401337.0
2022-04-27,104.4392,107.2829,103.5265,104.1318,312276.0
2022-04-28,105.4288,105.8707,102.8925,105.3231,184006.0
2022-04-29,104.0645,105.7122,101.144,101.8837,214665.0
2022-04-30,104.0645,105.7122,101.144,101.8837,214665.0
2022-05-01,104.0645,105.7122,101.144,101.8837,214665.0
2022-05-02,101.3745,102.8877,99.602,101.6147,253749.0
2022-05-03,101.5763,103.1423,100.875,102.6715,169520.0
2022-05-04,102.4217,104.7659,101.2929,104.5449,168248.0
2022-05-05,103.0654,103.3728,98.0024,99.7701,195646.0
2022-05-06,99.5204,100.0007,95.226,97.378,225715.0
2022-05-07,99.5204,100.0007,95.226,97.378,225715.0
2022-05-08,99.5204,100.0007,95.226,97.378,225715.0
2022-05-09,96.4365,97.1474,94.9666,96.0714,164277.0
2022-05-10,97.5989,98.2522,95.2836,97.1954,160905.0
2022-05-11,97.3972,99.1073,94.9281,95.2644,216081.0
2022-05-12,95.1875,96.0138,90.9076,91.9788,282211.0
2022-05-13,93.17,95.495,93.17,94.1115,165466.0
2022-05-14,93.17,95.495,93.17,94.1115,165466.0
2022-05-15,93.17,95.495,93.17,94.1115,165466.0
2022-05-16,93.8137,94.8801,92.3246,93.1316,208168.0
2022-05-17,94.2941,96.35,93.8521,95.6679,144265.0
2022-05-18,94.4094,94.688,90.4128,91.3255,154774.0
2022-05-19,90.4416,91.5945,89.3272,90.4512,137101.0
2022-05-20,90.9604,91.3495,87.4634,89.6058,126977.0
2022-05-21,90.9604,91.3495,87.4634,89.6058,126977.0
2022-05-22,90.9604,91.3495,87.4634,89.6058,126977.0
2022-05-23,90.7106,90.7106,88.6931,89.1831,168995.0
2022-05-24,88.2512,90.4224,87.2617,89.5578,174045.0
2022-05-25,89.6442,91.9211,88.9363,90.2879,402999.0
2022-05-26,90.7779,95.1779,90.6482,94.515,287958.0
2022-05-27,94.7072,96.3308,94.7072,96.0618,140483.0
2022-05-28,94.7072,96.3308,94.7072,96.0618,140483.0
