,IFF US Equity,IFF US Equity,IFF US Equity,IFF US Equity,IFF US Equity
2021-04-30,131.15,131.46,129.117,129.619,1087727.0
2021-05-01,131.15,131.46,129.117,129.619,1087727.0
2021-05-02,131.15,131.46,129.117,129.619,1087727.0
2021-05-03,130.722,132.144,130.188,131.397,969431.0
2021-05-04,130.494,132.664,129.373,132.655,1057489.0
2021-05-05,133.111,133.174,131.579,131.898,917053.0
2021-05-06,131.761,133.594,131.242,133.576,1183409.0
2021-05-07,132.773,134.059,132.668,133.521,835893.0
2021-05-08,132.773,134.059,132.668,133.521,835893.0
2021-05-09,132.773,134.059,132.668,133.521,835893.0
2021-05-10,134.022,134.022,129.901,130.111,1465121.0
2021-05-11,129.145,129.318,124.613,126.437,2589817.0
2021-05-12,126.172,128.488,123.328,123.346,1769429.0
2021-05-13,124.103,127.029,123.693,126.409,888594.0
2021-05-14,127.048,129.322,126.966,128.743,1098084.0
2021-05-15,127.048,129.322,126.966,128.743,1098084.0
2021-05-16,127.048,129.322,126.966,128.743,1098084.0
2021-05-17,128.443,130.849,128.142,130.147,1433197.0
2021-05-18,130.622,131.287,129.418,129.482,1929070.0
2021-05-19,128.479,129.491,127.485,129.391,1792365.0
2021-05-20,129.418,130.102,126.888,127.075,1181442.0
2021-05-21,127.786,129.464,127.64,128.133,1308372.0
2021-05-22,127.786,129.464,127.64,128.133,1308372.0
2021-05-23,127.786,129.464,127.64,128.133,1308372.0
2021-05-24,129.026,129.892,128.224,129.336,1045035.0
2021-05-25,129.528,130.293,128.607,129.117,779038.0
2021-05-26,128.88,129.477,127.886,129.19,984383.0
2021-05-27,129.792,130.603,129.3,130.23,3640027.0
2021-05-28,129.5,130.704,128.511,129.163,911129.0
2021-05-29,129.5,130.704,128.511,129.163,911129.0
2021-05-30,129.5,130.704,128.511,129.163,911129.0
2021-05-31,129.5,130.704,128.511,129.163,911129.0
2021-06-01,130.54,130.922,128.402,129.746,1973357.0
2021-06-02,130.375,131.88,129.464,130.986,1888568.0
2021-06-03,130.403,131.433,129.464,130.111,1092568.0
2021-06-04,130.676,130.777,129.19,130.375,1415038.0
2021-06-05,130.676,130.777,129.19,130.375,1415038.0
2021-06-06,130.676,130.777,129.19,130.375,1415038.0
2021-06-07,130.777,131.752,129.682,130.54,696101.0
2021-06-08,130.612,132.185,130.102,132.026,994190.0
2021-06-09,132.035,134.378,131.889,134.104,1137928.0
2021-06-10,134.961,135.089,134.077,134.706,1493799.0
2021-06-11,135.39,135.636,132.773,134.733,1835426.0
2021-06-12,135.39,135.636,132.773,134.733,1835426.0
2021-06-13,135.39,135.636,132.773,134.733,1835426.0
2021-06-14,134.478,134.943,133.648,134.724,1303510.0
2021-06-15,134.961,135.021,133.439,134.232,859030.0
2021-06-16,134.396,135.153,133.594,134.268,791327.0
2021-06-17,134.25,134.998,131.944,132.937,1412154.0
2021-06-18,131.087,132.773,130.922,132.071,1842609.0
2021-06-19,131.087,132.773,130.922,132.071,1842609.0
2021-06-20,131.087,132.773,130.922,132.071,1842609.0
2021-06-21,133.375,135.481,132.801,135.308,820953.0
2021-06-22,135.736,136.52,134.505,135.937,900311.0
2021-06-23,135.9,136.785,135.28,135.344,927059.0
2021-06-24,136.096,136.545,134.959,136.022,617915.0
2021-06-25,136.352,137.461,136.16,136.517,827089.0
2021-06-26,136.352,137.461,136.16,136.517,827089.0
2021-06-27,136.352,137.461,136.16,136.517,827089.0
2021-06-28,136.673,136.811,135.321,136.362,1014439.0
2021-06-29,136.508,137.498,135.839,136.334,664529.0
2021-06-30,135.647,137.067,135.161,136.921,1462736.0
2021-07-01,137.36,137.617,136.691,136.911,871507.0
2021-07-02,136.976,137.535,135.967,137.461,955718.0
2021-07-03,136.976,137.535,135.967,137.461,955718.0
2021-07-04,136.976,137.535,135.967,137.461,955718.0
2021-07-05,136.976,137.535,135.967,137.461,955718.0
2021-07-06,137.104,137.461,134.964,135.555,1060086.0
2021-07-07,135.051,136.646,134.51,136.371,642536.0
2021-07-08,134.675,135.592,134.034,135.454,1406216.0
2021-07-09,136.985,137.118,134.776,135.363,1707945.0
2021-07-10,136.985,137.118,134.776,135.363,1707945.0
2021-07-11,136.985,137.118,134.776,135.363,1707945.0
2021-07-12,134.776,136.581,134.643,136.169,2216146.0
2021-07-13,136.197,136.197,132.457,133.301,1222690.0
2021-07-14,132.806,133.456,132.1,132.622,2025473.0
2021-07-15,132.677,133.502,131.376,131.972,1083152.0
2021-07-16,132.008,133.044,130.762,131.44,1343497.0
2021-07-17,132.008,133.044,130.762,131.44,1343497.0
2021-07-18,132.008,133.044,130.762,131.44,1343497.0
2021-07-19,130.67,130.973,127.958,128.407,2290289.0
2021-07-20,128.572,132.338,128.388,131.779,1260239.0
2021-07-21,132.338,133.145,131.614,132.87,656462.0
2021-07-22,132.632,134.272,132.063,133.85,1298589.0
2021-07-23,134.611,136.068,133.594,135.94,582651.0
2021-07-24,134.611,136.068,133.594,135.94,582651.0
2021-07-25,134.611,136.068,133.594,135.94,582651.0
2021-07-26,135.949,136.737,135.555,136.371,692808.0
2021-07-27,135.647,136.801,134.941,136.701,1003592.0
2021-07-28,136.902,136.957,135.234,136.068,774242.0
2021-07-29,136.875,137.562,136.224,136.673,720402.0
2021-07-30,136.673,138.176,136.325,138.057,738038.0
2021-07-31,136.673,138.176,136.325,138.057,738038.0
2021-08-01,136.673,138.176,136.325,138.057,738038.0
2021-08-02,138.836,139.294,136.985,137.095,1063638.0
2021-08-03,136.6,138.094,135.958,137.571,981409.0
2021-08-04,136.554,137.498,135.427,135.445,2313527.0
2021-08-05,136.27,137.233,135.431,135.711,1045476.0
2021-08-06,135.711,138.937,134.886,138.442,1697869.0
2021-08-07,135.711,138.937,134.886,138.442,1697869.0
2021-08-08,135.711,138.937,134.886,138.442,1697869.0
2021-08-09,138.937,140.981,137.956,140.889,1632755.0
2021-08-10,141.375,143.428,140.871,143.29,1269319.0
2021-08-11,143.913,143.959,142.859,143.684,793544.0
2021-08-12,143.712,143.712,142.3,143.052,1197823.0
2021-08-13,143.327,143.941,142.603,143.657,555374.0
2021-08-14,143.327,143.941,142.603,143.657,555374.0
2021-08-15,143.327,143.941,142.603,143.657,555374.0
2021-08-16,143.428,143.473,141.833,142.566,1090336.0
2021-08-17,141.925,142.905,140.463,141.897,793256.0
2021-08-18,141.201,141.65,138.772,138.854,1047964.0
2021-08-19,137.782,138.708,136.801,136.921,1368984.0
2021-08-20,136.563,137.47,135.986,137.251,929957.0
2021-08-21,136.563,137.47,135.986,137.251,929957.0
2021-08-22,136.563,137.47,135.986,137.251,929957.0
2021-08-23,137.617,137.975,136.499,137.69,1088241.0
2021-08-24,138.314,139.368,137.654,138.653,1395661.0
2021-08-25,138.268,139.701,137.49,139.001,818291.0
2021-08-26,138.827,139.056,137.755,138.414,811407.0
2021-08-27,139.12,139.688,137.984,139.148,686874.0
2021-08-28,139.12,139.688,137.984,139.148,686874.0
2021-08-29,139.12,139.688,137.984,139.148,686874.0
2021-08-30,139.248,139.624,138.414,138.57,480435.0
2021-08-31,138.24,139.138,137.26,138.845,1122790.0
2021-09-01,138.836,139.01,137.525,137.892,640841.0
2021-09-02,138.414,139.278,137.828,138.781,583001.0
2021-09-03,138.46,139.643,137.196,138.304,1209973.0
2021-09-04,138.46,139.643,137.196,138.304,1209973.0
2021-09-05,138.46,139.643,137.196,138.304,1209973.0
2021-09-06,138.46,139.643,137.196,138.304,1209973.0
2021-09-07,137.507,138.24,135.894,137.535,926420.0
2021-09-08,137.333,138.506,136.398,138.405,800547.0
2021-09-09,137.764,139.551,137.709,138.24,1166090.0
2021-09-10,138.185,138.447,135.078,135.262,1062839.0
2021-09-11,138.185,138.447,135.078,135.262,1062839.0
2021-09-12,138.185,138.447,135.078,135.262,1062839.0
2021-09-13,136.499,136.554,133.649,135.262,2561615.0
2021-09-14,135.216,135.308,131.138,131.743,1550359.0
2021-09-15,131.834,133.058,131.431,132.256,814272.0
2021-09-16,131.999,132.778,130.982,131.165,748682.0
2021-09-17,129.644,130.162,123.412,123.916,4507372.0
2021-09-18,129.644,130.162,123.412,123.916,4507372.0
2021-09-19,129.644,130.162,123.412,123.916,4507372.0
2021-09-20,123.128,125.73,121.865,123.696,1720476.0
2021-09-21,123.824,124.379,120.424,121.506,1500294.0
2021-09-22,122.926,123.261,120.14,121.533,1815500.0
2021-09-23,122.492,124.382,122.487,122.52,1266869.0
2021-09-24,122.105,123.801,121.008,122.289,1504034.0
2021-09-25,122.105,123.801,121.008,122.289,1504034.0
2021-09-26,122.105,123.801,121.008,122.289,1504034.0
2021-09-27,122.188,123.773,121.104,121.321,1186547.0
2021-09-28,121.054,123.912,120.325,122.556,2185484.0
2021-09-29,122.63,124.737,122.317,123.617,1416166.0
2021-09-30,124.151,125.654,123.073,123.285,1714496.0
2021-10-01,126.779,132.532,125.092,130.089,4299145.0
2021-10-02,126.779,132.532,125.092,130.089,4299145.0
2021-10-03,126.779,132.532,125.092,130.089,4299145.0
2021-10-04,129.619,130.79,126.207,127.231,2185138.0
2021-10-05,127.231,128.033,124.631,124.898,1874674.0
2021-10-06,124.327,126.853,123.893,126.779,1012846.0
2021-10-07,127.941,128.724,126.954,127.461,805329.0
2021-10-08,127.074,128.761,127.074,127.268,660021.0
2021-10-09,127.074,128.761,127.074,127.268,660021.0
2021-10-10,127.074,128.761,127.074,127.268,660021.0
2021-10-11,127.978,129.757,127.332,129.075,1104206.0
2021-10-12,129.065,132.357,129.01,132.246,1265232.0
2021-10-13,132.219,133.196,130.688,133.085,1364825.0
2021-10-14,134.376,137.483,133.897,136.745,1215040.0
2021-10-15,137.483,137.557,135.87,136.063,982414.0
2021-10-16,137.483,137.557,135.87,136.063,982414.0
2021-10-17,137.483,137.557,135.87,136.063,982414.0
2021-10-18,135.086,135.906,133.834,134.164,935801.0
2021-10-19,134.791,136.174,133.694,135.538,759051.0
2021-10-20,135.353,135.353,133.251,134.394,668212.0
2021-10-21,133.906,134.597,133.362,134.468,687469.0
2021-10-22,134.8,134.942,133.731,133.98,581586.0
2021-10-23,134.8,134.942,133.731,133.98,581586.0
2021-10-24,134.8,134.942,133.731,133.98,581586.0
2021-10-25,134.68,135.054,133.961,134.92,1068438.0
2021-10-26,135.547,137.206,134.44,136.533,959189.0
2021-10-27,136.69,137.594,135.427,136.69,1549930.0
2021-10-28,137.022,138.405,136.589,136.893,929116.0
2021-10-29,136.155,137.151,134.832,135.943,936488.0
2021-10-30,136.155,137.151,134.832,135.943,936488.0
2021-10-31,136.155,137.151,134.832,135.943,936488.0
2021-11-01,135.999,136.428,132.763,132.836,900934.0
2021-11-02,132.744,134.256,132.606,133.131,1286807.0
2021-11-03,133.519,134.957,133.26,133.952,1801895.0
2021-11-04,133.878,133.989,130.255,130.799,1102540.0
2021-11-05,131.168,132.901,130.955,132.394,1201250.0
2021-11-06,131.168,132.901,130.955,132.394,1201250.0
2021-11-07,131.168,132.901,130.955,132.394,1201250.0
2021-11-08,132.965,136.045,132.726,136.017,2134175.0
2021-11-09,134.662,142.12,133.841,141.171,2856342.0
2021-11-10,141.576,142.412,139.06,139.336,1397863.0
2021-11-11,139.401,139.857,137.28,138.525,855237.0
2021-11-12,138.801,142.904,138.216,140.673,894382.0
2021-11-13,138.801,142.904,138.216,140.673,894382.0
2021-11-14,138.801,142.904,138.216,140.673,894382.0
2021-11-15,140.489,140.618,138.977,140.47,1448783.0
2021-11-16,140.802,142.01,140.161,141.014,970129.0
2021-11-17,140.719,141.226,139.101,140.903,1151892.0
2021-11-18,140.544,141.18,138.248,138.34,790091.0
2021-11-19,138.635,139.142,137.778,138.322,1015544.0
2021-11-20,138.635,139.142,137.778,138.322,1015544.0
2021-11-21,138.635,139.142,137.778,138.322,1015544.0
2021-11-22,138.718,140.064,137.63,137.63,626849.0
2021-11-23,137.4,137.695,135.206,136.063,883627.0
2021-11-24,135.196,136.469,135.16,135.962,557476.0
2021-11-25,135.196,136.469,135.16,135.962,557476.0
2021-11-26,133.196,134.302,132.458,133.288,711177.0
2021-11-27,133.196,134.302,132.458,133.288,711177.0
2021-11-28,133.196,134.302,132.458,133.288,711177.0
2021-11-29,134.035,136.386,133.316,135.704,1735485.0
2021-11-30,135.279,135.455,130.817,131.075,1812447.0
2021-12-01,132.763,135.15,130.439,130.458,1181175.0
2021-12-02,129.868,131.389,128.955,129.536,1712514.0
2021-12-03,129.517,131.315,127.793,129.785,1268974.0
2021-12-04,129.517,131.315,127.793,129.785,1268974.0
2021-12-05,129.517,131.315,127.793,129.785,1268974.0
2021-12-06,131.048,132.928,130.605,131.868,1281945.0
2021-12-07,133.472,135.169,132.933,133.786,1110522.0
2021-12-08,134.118,136.644,132.836,136.598,1204126.0
2021-12-09,136.441,137.271,135.15,135.971,1155440.0
2021-12-10,137.151,137.151,134.625,135.639,1050358.0
2021-12-11,137.151,137.151,134.625,135.639,1050358.0
2021-12-12,137.151,137.151,134.625,135.639,1050358.0
2021-12-13,135.27,136.681,134.551,135.067,1925731.0
2021-12-14,134.837,136.307,133.592,134.339,1960018.0
2021-12-15,134.33,134.413,131.389,133.694,965600.0
2021-12-16,134.579,136.063,133.5,134.523,1449483.0
2021-12-17,134.007,134.007,131.518,133.159,3280454.0
2021-12-18,134.007,134.007,131.518,133.159,3280454.0
2021-12-19,134.007,134.007,131.518,133.159,3280454.0
2021-12-20,131.306,131.896,128.724,131.186,1010888.0
2021-12-21,131.758,133.039,130.439,131.555,1010979.0
2021-12-22,131.121,131.481,130.605,131.121,677538.0
2021-12-23,131.315,132.431,131.112,131.924,627014.0
2021-12-24,131.315,132.431,131.112,131.924,627014.0
2021-12-25,131.315,132.431,131.112,131.924,627014.0
2021-12-26,131.315,132.431,131.112,131.924,627014.0
2021-12-27,132.665,134.658,132.1,134.621,533312.0
2021-12-28,134.427,136.995,134.065,136.689,694761.0
2021-12-29,136.717,138.784,136.383,138.126,1606473.0
2021-12-30,137.987,138.997,137.542,137.727,402676.0
2021-12-31,137.69,140.202,137.579,139.665,810148.0
2022-01-01,137.69,140.202,137.579,139.665,810148.0
2022-01-02,137.69,140.202,137.579,139.665,810148.0
2022-01-03,139.785,140.786,138.033,138.246,946939.0
2022-01-04,138.599,140.277,137.848,138.765,1794649.0
2022-01-05,138.932,139.702,134.306,134.352,1409718.0
2022-01-06,134.445,134.738,132.026,133.333,682595.0
2022-01-07,133.5,133.5,131.581,131.618,1601863.0
2022-01-08,133.5,133.5,131.581,131.618,1601863.0
2022-01-09,133.5,133.5,131.581,131.618,1601863.0
2022-01-10,130.644,130.987,127.362,130.338,2062413.0
2022-01-11,130.709,135.66,130.482,135.502,1030055.0
2022-01-12,136.503,137.968,134.575,135.437,1023173.0
2022-01-13,136.355,137.041,135.02,135.242,1108012.0
2022-01-14,133.917,135.539,132.48,135.159,925892.0
2022-01-15,133.917,135.539,132.48,135.159,925892.0
2022-01-16,133.917,135.539,132.48,135.159,925892.0
2022-01-17,133.917,135.539,132.48,135.159,925892.0
2022-01-18,133.982,134.427,129.865,130.922,1818885.0
2022-01-19,131.979,132.554,129.105,129.216,1204821.0
2022-01-20,129.226,135.029,128.234,130.718,3723539.0
2022-01-21,131.006,133.305,128.605,129.133,1253448.0
2022-01-22,131.006,133.305,128.605,129.133,1253448.0
2022-01-23,131.006,133.305,128.605,129.133,1253448.0
2022-01-24,126.417,127.01,121.429,126.658,2030266.0
2022-01-25,124.118,125.434,122.263,124.257,1601227.0
2022-01-26,126.584,127.307,122.263,123.515,1354919.0
2022-01-27,125.137,126.097,121.401,122.338,1041719.0
2022-01-28,122.217,122.481,119.009,121.179,2261505.0
2022-01-29,122.217,122.481,119.009,121.179,2261505.0
2022-01-30,122.217,122.481,119.009,121.179,2261505.0
2022-01-31,120.78,122.643,120.113,122.3,2591737.0
2022-02-01,122.569,124.943,122.449,124.321,1477068.0
2022-02-02,123.997,124.488,122.875,123.673,2269972.0
2022-02-03,122.671,122.911,119.436,119.584,886619.0
2022-02-04,117.934,119.158,116.247,117.832,1897977.0
2022-02-05,117.934,119.158,116.247,117.832,1897977.0
2022-02-06,117.934,119.158,116.247,117.832,1897977.0
2022-02-07,117.999,119.584,117.276,118.638,2237575.0
2022-02-08,118.898,119.925,118.388,119.519,1807584.0
2022-02-09,120.817,124.961,120.622,122.931,2426048.0
2022-02-10,123.566,132.702,121.967,126.454,3659899.0
2022-02-11,125.805,129.04,124.006,124.08,1974278.0
2022-02-12,125.805,129.04,124.006,124.08,1974278.0
2022-02-13,125.805,129.04,124.006,124.08,1974278.0
2022-02-14,123.784,124.099,120.831,122.013,1254517.0
2022-02-15,123.255,125.453,123.246,125.397,1251364.0
2022-02-16,125.397,127.659,124.386,127.455,1530501.0
2022-02-17,126.083,127.084,125.239,125.805,1816543.0
2022-02-18,125.981,126.176,124.196,124.961,1330265.0
2022-02-19,125.981,126.176,124.196,124.961,1330265.0
2022-02-20,125.981,126.176,124.196,124.961,1330265.0
2022-02-21,125.981,126.176,124.196,124.961,1330265.0
2022-02-22,125.388,125.517,122.857,123.988,2811428.0
2022-02-23,124.998,126.352,123.033,123.663,1496664.0
2022-02-24,121.188,125.842,120.511,125.786,1736630.0
2022-02-25,126.055,129.902,125.721,129.383,1518930.0
2022-02-26,126.055,129.902,125.721,129.383,1518930.0
2022-02-27,126.055,129.902,125.721,129.383,1518930.0
2022-02-28,128.048,128.568,123.116,123.302,3178907.0
2022-03-01,123.302,123.663,118.166,119.046,1631092.0
2022-03-02,120.854,121.318,118.555,120.261,1524918.0
2022-03-03,121.318,121.61,115.347,117.767,1317218.0
2022-03-04,116.098,117.072,114.42,114.494,1716660.0
2022-03-05,116.098,117.072,114.42,114.494,1716660.0
2022-03-06,116.098,117.072,114.42,114.494,1716660.0
2022-03-07,113.938,114.226,107.402,107.671,2627391.0
2022-03-08,108.014,111.899,105.131,110.981,3020492.0
2022-03-09,113.159,113.966,110.536,112.01,2257601.0
2022-03-10,110.647,112.575,109.451,112.39,1564355.0
2022-03-11,113.039,114.448,109.451,109.525,1331612.0
2022-03-12,113.039,114.448,109.451,109.525,1331612.0
2022-03-13,113.039,114.448,109.451,109.525,1331612.0
2022-03-14,110.758,111.611,107.727,108.014,1844678.0
2022-03-15,108.2,112.038,108.2,111.695,1609203.0
2022-03-16,112.946,116.256,112.367,115.867,1741683.0
2022-03-17,114.773,118.546,114.068,117.331,1403278.0
2022-03-18,117.248,120.252,116.367,119.714,2634628.0
2022-03-19,117.248,120.252,116.367,119.714,2634628.0
2022-03-20,117.248,120.252,116.367,119.714,2634628.0
2022-03-21,119.547,120.029,116.284,117.341,1507607.0
2022-03-22,117.934,119.213,117.341,118.258,1641635.0
2022-03-23,117.99,118.527,116.247,116.933,851674.0
2022-03-24,116.205,119.638,115.449,119.396,1573079.0
2022-03-25,119.563,120.842,118.659,120.814,1272181.0
2022-03-26,119.563,120.842,118.659,120.814,1272181.0
2022-03-27,119.563,120.842,118.659,120.814,1272181.0
2022-03-28,120.916,121.718,118.425,121.616,1486279.0
2022-03-29,122.801,125.45,122.707,125.161,1140057.0
2022-03-30,124.704,125.012,121.709,122.409,711407.0
2022-03-31,122.306,123.556,121.485,122.521,1406538.0
2022-04-01,123.23,125.525,122.791,125.32,1258568.0
2022-04-02,123.23,125.525,122.791,125.32,1258568.0
2022-04-03,123.23,125.525,122.791,125.32,1258568.0
2022-04-04,125.515,125.539,121.84,122.064,1028696.0
2022-04-05,121.336,122.707,120.599,120.72,894413.0
2022-04-06,119.629,120.17,115.878,117.082,2720693.0
2022-04-07,116.028,118.472,114.348,117.455,2443457.0
2022-04-08,117.427,118.388,114.348,115.934,2496862.0
2022-04-09,117.427,118.388,114.348,115.934,2496862.0
2022-04-10,117.427,118.388,114.348,115.934,2496862.0
2022-04-11,115.412,118.845,115.334,117.24,1813980.0
2022-04-12,117.586,118.267,115.645,116.084,852766.0
2022-04-13,115.897,119.246,115.841,119.041,1209843.0
2022-04-14,119.778,120.347,116.774,117.017,1745490.0
2022-04-15,119.778,120.347,116.774,117.017,1745490.0
2022-04-16,119.778,120.347,116.774,117.017,1745490.0
2022-04-17,119.778,120.347,116.774,117.017,1745490.0
2022-04-18,116.718,117.268,114.111,114.498,1342217.0
2022-04-19,114.656,117.143,114.227,116.186,1309633.0
2022-04-20,116.112,117.53,116.102,116.755,1115938.0
2022-04-21,118.341,119.181,116.252,116.475,1477571.0
2022-04-22,115.738,117.334,115.738,116.252,1917489.0
2022-04-23,115.738,117.334,115.738,116.252,1917489.0
2022-04-24,115.738,117.334,115.738,116.252,1917489.0
2022-04-25,115.934,115.934,112.576,114.815,1188289.0
2022-04-26,115.253,115.729,111.615,111.783,1316116.0
2022-04-27,112.557,116.401,112.557,114.983,1516102.0
2022-04-28,115.682,117.296,114.013,116.774,1380486.0
2022-04-29,116.746,117.436,112.79,113.164,837181.0
2022-04-30,116.746,117.436,112.79,113.164,837181.0
2022-05-01,116.746,117.436,112.79,113.164,837181.0
2022-05-02,113.518,114.656,111.774,113.415,1281975.0
2022-05-03,114.274,115.599,113.21,113.723,867829.0
2022-05-04,113.994,118.22,113.742,118.005,947900.0
2022-05-05,116.205,117.726,113.565,114.516,999905.0
2022-05-06,114.022,114.507,111.671,113.957,1427770.0
2022-05-07,114.022,114.507,111.671,113.957,1427770.0
2022-05-08,114.022,114.507,111.671,113.957,1427770.0
2022-05-09,112.165,113.677,111.093,111.475,1874930.0
2022-05-10,115.748,120.767,112.926,117.082,2900032.0
2022-05-11,116.447,122.409,116.447,119.414,2963963.0
2022-05-12,118.78,121.037,117.8,119.909,2730386.0
2022-05-13,120.627,123.528,120.627,123.295,2067299.0
2022-05-14,120.627,123.528,120.627,123.295,2067299.0
2022-05-15,120.627,123.528,120.627,123.295,2067299.0
2022-05-16,122.474,123.118,118.388,119.377,1165469.0
2022-05-17,121.56,121.56,117.698,121.121,1526959.0
2022-05-18,119.703,120.678,118.08,118.435,1416244.0
2022-05-19,117.791,121.774,117.558,120.356,1057461.0
2022-05-20,121.121,121.653,117.362,120.282,826498.0
2022-05-21,121.121,121.653,117.362,120.282,826498.0
2022-05-22,121.121,121.653,117.362,120.282,826498.0
2022-05-23,121.765,121.765,118.938,120.45,777027.0
2022-05-24,120.067,120.202,117.483,119.918,841007.0
2022-05-25,120.058,121.532,119.815,120.991,579297.0
2022-05-26,122.269,123.5,121.63,122.213,584376.0
2022-05-27,122.801,124.069,122.334,124.041,950014.0
2022-05-28,122.801,124.069,122.334,124.041,950014.0
2022-05-29,122.801,124.069,122.334,124.041,950014.0
2022-05-30,122.801,124.069,122.334,124.041,950014.0
2022-05-31,122.679,123.827,121.056,123.304,1408917.0
2022-06-01,123.696,124.555,121.345,123.295,712205.0
2022-06-02,124.135,125.114,123.211,124.834,943441.0
2022-06-03,123.482,124.769,123.211,123.678,504021.0
2022-06-04,123.482,124.769,123.211,123.678,504021.0
2022-06-05,123.482,124.769,123.211,123.678,504021.0
2022-06-06,124.079,125.646,123.062,123.696,430836.0
2022-06-07,122.791,125.665,122.707,125.497,822223.0
2022-06-08,124.396,126.103,123.958,124.004,733758.0
2022-06-09,122.997,124.293,122.011,122.026,561542.0
2022-06-10,120.105,120.524,115.953,116.522,1335656.0
2022-06-11,120.105,120.524,115.953,116.522,1335656.0
2022-06-12,120.105,120.524,115.953,116.522,1335656.0
2022-06-13,114.292,114.292,111.027,111.54,1133636.0
2022-06-14,111.699,112.053,108.63,109.311,1300546.0
2022-06-15,111.27,111.634,106.717,108.62,1287017.0
2022-06-16,104.693,106.083,101.615,102.211,2788086.0
2022-06-17,101.446,102.15,98.311,101.045,3948318.0
2022-06-18,101.446,102.15,98.311,101.045,3948318.0
2022-06-19,101.446,102.15,98.311,101.045,3948318.0
2022-06-20,101.446,102.15,98.311,101.045,3948318.0
2022-06-21,103.107,106.008,102.631,105.374,2139347.0
2022-06-22,104.655,109.861,104.655,107.949,2233855.0
2022-06-23,108.662,109.86,107.831,109.311,1683760.0
2022-06-24,110.024,114.092,110.024,114.045,1453206.0
2022-06-25,110.024,114.092,110.024,114.045,1453206.0
2022-06-26,110.024,114.092,110.024,114.045,1453206.0
2022-06-27,114.665,115.031,111.762,111.913,1188376.0
2022-06-28,113.012,113.608,109.564,109.611,979830.0
2022-06-29,110.015,110.363,107.526,110.259,910498.0
2022-06-30,109.085,112.161,108.897,111.894,1308518.0
2022-07-01,111.499,113.209,108.94,112.025,1420577.0
2022-07-02,111.499,113.209,108.94,112.025,1420577.0
2022-07-03,111.499,113.209,108.94,112.025,1420577.0
2022-07-04,111.499,113.209,108.94,112.025,1420577.0
2022-07-05,110.043,111.725,107.761,111.687,1097725.0
2022-07-06,111.969,112.626,110.419,112.185,890911.0
2022-07-07,113.068,113.353,110.17,110.457,1249353.0
2022-07-08,110.597,110.597,109.085,109.508,803738.0
2022-07-09,110.597,110.597,109.085,109.508,803738.0
2022-07-10,110.597,110.597,109.085,109.508,803738.0
2022-07-11,107.939,110.142,107.939,109.17,495065.0
2022-07-12,108.662,111.433,108.662,109.931,583221.0
2022-07-13,106.596,109.132,106.596,107.986,688800.0
2022-07-14,106.896,106.896,105.215,106.295,1681758.0
2022-07-15,108.183,109.198,106.281,108.944,784093.0
2022-07-16,108.183,109.198,106.281,108.944,784093.0
2022-07-17,108.183,109.198,106.281,108.944,784093.0
2022-07-18,109.667,110.09,107.037,107.498,703657.0
2022-07-19,108.803,111.161,108.55,110.56,992439.0
2022-07-20,110.842,112.429,110.447,112.11,775120.0
2022-07-21,111.959,114.994,111.828,114.909,921692.0
2022-07-22,115.632,116.431,114.026,114.843,771596.0
2022-07-23,115.632,116.431,114.026,114.843,771596.0
2022-07-24,115.632,116.431,114.026,114.843,771596.0
2022-07-25,114.984,116.459,114.712,115.595,775587.0
2022-07-26,115.463,115.764,112.974,113.65,859632.0
2022-07-27,112.636,114.214,110.114,113.904,1432277.0
2022-07-28,114.796,116.929,113.829,116.769,1206037.0
2022-07-29,117.041,118.845,116.337,116.525,1165061.0
2022-07-30,117.041,118.845,116.337,116.525,1165061.0
2022-07-31,117.041,118.845,116.337,116.525,1165061.0
2022-08-01,114.984,117.681,114.637,117.558,825477.0
2022-08-02,117.455,118.338,116.506,116.703,775533.0
2022-08-03,117.098,119.258,116.027,118.864,1038571.0
2022-08-04,119.502,120.958,119.117,119.239,874578.0
2022-08-05,117.84,119.484,117.727,119.051,877280.0
2022-08-06,117.84,119.484,117.727,119.051,877280.0
2022-08-07,117.84,119.484,117.727,119.051,877280.0
2022-08-08,120.385,121.362,119.455,119.916,1058089.0
2022-08-09,119.296,119.887,112.387,112.842,1867212.0
2022-08-10,114.12,116.496,113.782,115.585,1386864.0
2022-08-11,116.938,117.516,114.693,114.815,942102.0
2022-08-12,115.04,116.9,114.505,116.825,768661.0
2022-08-13,115.04,116.9,114.505,116.825,768661.0
2022-08-14,115.04,116.9,114.505,116.825,768661.0
2022-08-15,116.14,117.534,115.867,117.004,972597.0
2022-08-16,116.346,117.553,115.868,116.994,907371.0
2022-08-17,115.773,116.543,114.608,115.426,799880.0
2022-08-18,115.698,116.224,114.27,114.646,700551.0
2022-08-19,114.035,114.317,111.696,112.082,1133950.0
2022-08-20,114.035,114.317,111.696,112.082,1133950.0
2022-08-21,114.035,114.317,111.696,112.082,1133950.0
2022-08-22,110.381,110.701,107.864,108.258,1344991.0
2022-08-23,108.118,108.785,106.972,108.54,928289.0
2022-08-24,109.301,111.199,108.634,109.949,941719.0
2022-08-25,110.804,111.913,110.222,111.837,580557.0
2022-08-26,111.997,112.166,107.197,107.291,781622.0
2022-08-27,111.997,112.166,107.197,107.291,781622.0
2022-08-28,111.997,112.166,107.197,107.291,781622.0
2022-08-29,106.38,107.822,106.079,106.173,810249.0
