,OXM US Equity,OXM US Equity,OXM US Equity,OXM US Equity,OXM US Equity
2021-03-14,84.5253,87.3569,84.2496,87.1045,78338.0
2021-03-15,86.1607,88.5156,86.1607,87.9549,76617.0
2021-03-16,87.5438,87.5438,84.9085,85.4505,66357.0
2021-03-17,84.9645,85.1795,83.1329,83.4039,112937.0
2021-03-18,83.1516,84.8804,81.7779,82.3106,126472.0
2021-03-19,82.3386,83.3759,79.75,82.404,301383.0
2021-03-20,82.3386,83.3759,79.75,82.404,301383.0
2021-03-21,82.3386,83.3759,79.75,82.404,301383.0
2021-03-22,82.7031,82.7031,79.9089,80.7219,81920.0
2021-03-23,79.5071,80.1893,75.1336,76.0962,141763.0
2021-03-24,77.853,78.8716,75.2458,75.3672,89160.0
2021-03-25,74.2739,78.0773,72.5217,77.2269,164070.0
2021-03-26,81.4134,83.2474,79.6145,82.6003,153082.0
2021-03-27,81.4134,83.2474,79.6145,82.6003,153082.0
2021-03-28,81.4134,83.2474,79.6145,82.6003,153082.0
2021-03-29,82.7498,83.0255,78.2735,78.4231,106935.0
2021-03-30,78.6754,80.9509,78.2175,80.4976,103669.0
2021-03-31,80.507,82.2171,79.4417,81.6938,137494.0
2021-04-01,82.0956,82.0956,79.3155,79.965,61660.0
2021-04-02,82.0956,82.0956,79.3155,79.965,61660.0
2021-04-03,82.0956,82.0956,79.3155,79.965,61660.0
2021-04-04,82.0956,82.0956,79.3155,79.965,61660.0
2021-04-05,81.2079,82.1797,79.208,81.7125,54921.0
2021-04-06,82.0769,82.8152,81.2452,82.0863,55313.0
2021-04-07,82.0396,82.4601,80.2266,80.4883,67344.0
2021-04-08,80.7406,80.9182,79.3202,80.6752,165254.0
2021-04-09,81.077,82.6096,80.0304,82.5162,161545.0
2021-04-10,81.077,82.6096,80.0304,82.5162,161545.0
2021-04-11,81.077,82.6096,80.0304,82.5162,161545.0
2021-04-12,81.7592,84.9739,81.7592,84.5347,80452.0
2021-04-13,84.8804,84.8804,81.4508,83.7123,100514.0
2021-04-14,83.3852,84.9272,82.5722,82.8152,60575.0
2021-04-15,83.5659,83.5659,81.8392,82.4961,48366.0
2021-04-16,83.1812,83.9788,82.4023,83.4064,38334.0
2021-04-17,83.1812,83.9788,82.4023,83.4064,38334.0
2021-04-18,83.1812,83.9788,82.4023,83.4064,38334.0
2021-04-19,83.3688,83.3688,80.2955,80.7131,77358.0
2021-04-20,80.5442,81.6328,78.2263,79.953,253645.0
2021-04-21,80.3659,83.4674,80.3659,82.9559,120679.0
2021-04-22,83.2375,84.8234,82.4398,82.6463,94208.0
2021-04-23,83.1342,84.9829,82.5571,84.448,91673.0
2021-04-24,83.1342,84.9829,82.5571,84.448,91673.0
2021-04-25,83.1342,84.9829,82.5571,84.448,91673.0
2021-04-26,85.058,85.4427,84.0351,84.5325,92498.0
2021-04-27,85.0674,88.9243,84.5888,88.1923,200642.0
2021-04-28,87.8451,88.6427,87.0756,87.4979,76489.0
2021-04-29,88.7647,89.3137,87.0756,87.1882,57369.0
2021-04-30,86.3812,87.4322,85.18,85.6117,70152.0
2021-05-01,86.3812,87.4322,85.18,85.6117,70152.0
2021-05-02,86.3812,87.4322,85.18,85.6117,70152.0
2021-05-03,86.7378,88.0328,85.9589,87.0756,124467.0
2021-05-04,86.2686,88.3049,85.4334,88.2861,90500.0
2021-05-05,88.0703,88.9383,87.6386,88.5395,91178.0
2021-05-06,88.9055,89.2809,87.1131,89.2621,78404.0
2021-05-07,89.0556,90.9034,88.2205,88.9524,97231.0
2021-05-08,89.0556,90.9034,88.2205,88.9524,97231.0
2021-05-09,89.0556,90.9034,88.2205,88.9524,97231.0
2021-05-10,89.2152,89.2433,86.5125,86.5782,65022.0
2021-05-11,84.8703,86.9878,83.7724,86.8222,89661.0
2021-05-12,86.1184,86.8034,80.7413,81.4732,140169.0
2021-05-13,82.0457,86.0995,82.0457,85.1425,95060.0
2021-05-14,85.8463,88.6709,85.8463,88.5677,38467.0
2021-05-15,85.8463,88.6709,85.8463,88.5677,38467.0
2021-05-16,85.8463,88.6709,85.8463,88.5677,38467.0
2021-05-17,87.4885,90.2005,86.6815,89.7501,37239.0
2021-05-18,89.8251,90.7166,87.451,87.8263,100095.0
2021-05-19,86.6627,86.6627,84.007,85.3208,35429.0
2021-05-20,84.7671,86.2779,82.7683,86.0527,54259.0
2021-05-21,86.9817,86.9817,85.4803,86.1278,41469.0
2021-05-22,86.9817,86.9817,85.4803,86.1278,41469.0
2021-05-23,86.9817,86.9817,85.4803,86.1278,41469.0
2021-05-24,86.5219,87.404,85.8463,87.1976,53763.0
2021-05-25,87.329,88.6746,85.8369,85.9495,115092.0
2021-05-26,86.7002,90.3788,86.5642,89.2809,64967.0
2021-05-27,90.407,91.2422,89.4216,90.4539,57817.0
2021-05-28,91.0169,91.0169,87.6903,89.8533,40369.0
2021-05-29,91.0169,91.0169,87.6903,89.8533,40369.0
2021-05-30,91.0169,91.0169,87.6903,89.8533,40369.0
2021-05-31,91.0169,91.0169,87.6903,89.8533,40369.0
2021-06-01,90.4539,91.214,89.797,90.6791,78236.0
2021-06-02,90.9325,90.9325,87.4791,88.9993,135948.0
2021-06-03,88.8867,89.3238,86.9161,89.2152,77691.0
2021-06-04,89.6938,89.6938,86.4093,88.7741,47442.0
2021-06-05,89.6938,89.6938,86.4093,88.7741,47442.0
2021-06-06,89.6938,89.6938,86.4093,88.7741,47442.0
2021-06-07,89.3935,91.1905,89.2339,90.6416,47514.0
2021-06-08,90.407,92.3401,88.6615,91.7677,72600.0
2021-06-09,92.0961,92.2463,89.6187,92.0586,125428.0
2021-06-10,100.5419,107.4204,99.4908,99.5659,394231.0
2021-06-11,100.4574,101.5646,97.8768,99.5471,117083.0
2021-06-12,100.4574,101.5646,97.8768,99.5471,117083.0
2021-06-13,100.4574,101.5646,97.8768,99.5471,117083.0
2021-06-14,99.5471,101.424,96.0375,96.9946,121796.0
2021-06-15,97.0322,97.1636,94.9958,96.7413,115372.0
2021-06-16,97.6234,98.0926,94.4046,96.929,81113.0
2021-06-17,96.8257,96.8257,92.9313,94.2826,83301.0
2021-06-18,92.7155,93.9448,91.2328,91.4768,134929.0
2021-06-19,92.7155,93.9448,91.2328,91.4768,134929.0
2021-06-20,92.7155,93.9448,91.2328,91.4768,134929.0
2021-06-21,92.5653,94.9114,91.3782,93.8416,102263.0
2021-06-22,92.8187,95.2867,91.6644,93.6539,320169.0
2021-06-23,93.804,94.3061,92.19,93.2316,293919.0
2021-06-24,91.5049,94.1043,89.1589,94.0292,217133.0
2021-06-25,94.5454,96.3941,91.5518,91.899,462042.0
2021-06-26,94.5454,96.3941,91.5518,91.899,462042.0
2021-06-27,94.5454,96.3941,91.5518,91.899,462042.0
2021-06-28,91.9084,92.9032,90.2427,90.5571,117326.0
2021-06-29,91.4111,92.3307,90.4445,90.848,86034.0
2021-06-30,90.2944,92.753,89.9941,92.753,113552.0
2021-07-01,93.5413,94.292,91.9647,92.6498,79411.0
2021-07-02,92.5278,92.5278,90.3225,90.8762,60182.0
2021-07-03,92.5278,92.5278,90.3225,90.8762,60182.0
2021-07-04,92.5278,92.5278,90.3225,90.8762,60182.0
2021-07-05,92.5278,92.5278,90.3225,90.8762,60182.0
2021-07-06,90.36,90.5007,86.9348,89.1495,125418.0
2021-07-07,89.2809,89.7688,87.5917,88.868,159140.0
2021-07-08,86.8222,90.0316,86.6472,89.0087,171198.0
2021-07-09,90.4633,94.5548,89.7688,94.3577,101479.0
2021-07-10,90.4633,94.5548,89.7688,94.3577,101479.0
2021-07-11,90.4633,94.5548,89.7688,94.3577,101479.0
2021-07-12,93.1847,95.7559,92.7999,95.6246,127269.0
2021-07-13,95.4838,96.6146,94.902,96.1876,197668.0
2021-07-14,96.6568,97.0322,94.3483,94.4328,171738.0
2021-07-15,93.5658,94.4128,88.5714,89.3347,105616.0
2021-07-16,90.5597,90.5597,85.1978,85.358,105098.0
2021-07-17,90.5597,90.5597,85.1978,85.358,105098.0
2021-07-18,90.5597,90.5597,85.1978,85.358,105098.0
2021-07-19,82.5969,84.8491,81.4943,82.2576,170715.0
2021-07-20,82.9267,85.9422,82.6487,84.736,259842.0
2021-07-21,86.2249,87.7138,84.9622,85.7349,113804.0
2021-07-22,85.9799,85.9799,81.9137,82.0221,97474.0
2021-07-23,83.0304,83.8031,82.1728,83.4356,95188.0
2021-07-24,83.0304,83.8031,82.1728,83.4356,95188.0
2021-07-25,83.0304,83.8031,82.1728,83.4356,95188.0
2021-07-26,83.445,85.3203,83.0869,84.5099,99573.0
2021-07-27,83.4167,84.8821,81.7582,82.0126,99938.0
2021-07-28,83.0963,83.0963,80.2033,81.5415,163848.0
2021-07-29,82.8513,83.935,81.6074,82.3236,94319.0
2021-07-30,82.2105,84.001,81.2588,81.9184,80961.0
2021-07-31,82.2105,84.001,81.2588,81.9184,80961.0
2021-08-01,82.2105,84.001,81.2588,81.9184,80961.0
2021-08-02,83.0492,84.868,80.9384,81.0232,181008.0
2021-08-03,82.2011,83.0209,79.5908,81.5132,155959.0
2021-08-04,80.863,82.9396,79.93,80.2316,145796.0
2021-08-05,80.6933,82.3519,80.5991,80.9572,97603.0
2021-08-06,82.399,83.8219,82.3566,83.1246,88750.0
2021-08-07,82.399,83.8219,82.3566,83.1246,88750.0
2021-08-08,82.399,83.8219,82.3566,83.1246,88750.0
2021-08-09,82.9267,83.69,81.8242,82.7759,80981.0
2021-08-10,82.7759,86.9317,82.7759,86.6301,89755.0
2021-08-11,85.8951,88.741,85.8951,88.562,105610.0
2021-08-12,89.0897,89.6362,87.0542,87.1579,118199.0
2021-08-13,87.3746,87.8929,85.5512,86.9129,48105.0
2021-08-14,87.3746,87.8929,85.5512,86.9129,48105.0
2021-08-15,87.3746,87.8929,85.5512,86.9129,48105.0
2021-08-16,86.5265,87.1296,84.8585,86.9034,49495.0
2021-08-17,85.7161,85.7161,82.6534,84.5852,84422.0
2021-08-18,84.1895,86.4323,83.6853,84.0481,85984.0
2021-08-19,82.7288,84.1706,82.154,83.8031,91089.0
2021-08-20,83.4167,85.603,82.7948,85.4239,109950.0
2021-08-21,83.4167,85.603,82.7948,85.4239,109950.0
2021-08-22,83.4167,85.603,82.7948,85.4239,109950.0
2021-08-23,86.338,86.6207,85.0564,86.0647,101901.0
2021-08-24,86.2249,88.2651,85.9799,87.9023,58811.0
2021-08-25,88.1379,88.8635,87.073,88.0531,78543.0
2021-08-26,87.4783,87.4783,85.047,85.5653,64469.0
2021-08-27,86.2249,89.231,86.2249,88.675,120641.0
2021-08-28,86.2249,89.231,86.2249,88.675,120641.0
2021-08-29,86.2249,89.231,86.2249,88.675,120641.0
2021-08-30,88.675,89.2144,87.205,87.4688,78469.0
2021-08-31,87.205,87.7798,85.0187,85.0941,93980.0
2021-09-01,85.5276,88.5525,85.2166,87.5254,175976.0
2021-09-02,87.9966,88.8729,85.292,88.1473,238902.0
2021-09-03,90.7953,96.2044,88.5431,88.7222,405078.0
2021-09-04,90.7953,96.2044,88.5431,88.7222,405078.0
2021-09-05,90.7953,96.2044,88.5431,88.7222,405078.0
2021-09-06,90.7953,96.2044,88.5431,88.7222,405078.0
2021-09-07,88.1568,88.7693,83.307,83.6429,249005.0
2021-09-08,83.1717,84.3874,81.8147,84.246,183308.0
2021-09-09,84.6135,87.1673,84.6135,84.8114,182127.0
2021-09-10,85.8668,86.7998,83.6523,83.8691,136718.0
2021-09-11,85.8668,86.7998,83.6523,83.8691,136718.0
2021-09-12,85.8668,86.7998,83.6523,83.8691,136718.0
2021-09-13,84.6795,85.7726,83.266,85.0941,254667.0
2021-09-14,86.093,86.093,81.9844,82.4555,135303.0
2021-09-15,82.3613,83.511,81.5697,82.8702,99967.0
2021-09-16,82.9173,83.9633,81.4943,81.7017,103367.0
2021-09-17,81.9278,83.4544,79.93,81.8053,500568.0
2021-09-18,81.9278,83.4544,79.93,81.8053,500568.0
2021-09-19,81.9278,83.4544,79.93,81.8053,500568.0
2021-09-20,79.6285,81.2399,78.8463,80.2504,119043.0
2021-09-21,81.0043,81.4095,79.8358,80.5426,112070.0
2021-09-22,81.042,83.1152,80.8347,82.2859,75574.0
2021-09-23,82.8325,84.9433,82.4084,83.0115,85358.0
2021-09-24,82.4838,84.9433,80.7593,84.4533,119356.0
2021-09-25,82.4838,84.9433,80.7593,84.4533,119356.0
2021-09-26,82.4838,84.9433,80.7593,84.4533,119356.0
2021-09-27,84.8114,89.8153,84.8114,88.4395,166333.0
2021-09-28,88.5525,89.4949,87.5725,88.4866,139059.0
2021-09-29,88.8918,89.8436,87.3934,89.052,115928.0
2021-09-30,89.297,90.2111,84.8868,84.9716,128727.0
2021-10-01,85.8574,87.4029,84.6889,87.0448,128661.0
2021-10-02,85.8574,87.4029,84.6889,87.0448,128661.0
2021-10-03,85.8574,87.4029,84.6889,87.0448,128661.0
2021-10-04,86.4605,88.8729,85.6813,88.006,145404.0
2021-10-05,88.1096,90.2016,87.629,88.3075,122431.0
2021-10-06,87.6479,87.9777,84.3214,85.914,146137.0
2021-10-07,87.1296,88.675,87.0636,87.6856,133239.0
2021-10-08,87.5725,87.5725,83.9727,84.2931,101606.0
2021-10-09,87.5725,87.5725,83.9727,84.2931,101606.0
2021-10-10,87.5725,87.5725,83.9727,84.2931,101606.0
2021-10-11,84.1047,85.6878,83.8691,83.9256,92434.0
2021-10-12,84.3308,85.8291,83.8738,85.7538,58176.0
2021-10-13,85.6313,86.3239,84.2684,86.159,71527.0
2021-10-14,87.456,88.4784,87.2382,87.6642,57819.0
2021-10-15,89.1884,89.5103,87.1246,87.1246,84508.0
2021-10-16,89.1884,89.5103,87.1246,87.1246,84508.0
2021-10-17,89.1884,89.5103,87.1246,87.1246,84508.0
2021-10-18,86.4998,87.8252,85.8277,87.1152,86922.0
2021-10-19,87.4749,87.7116,86.1495,86.1874,101639.0
2021-10-20,86.1874,87.2004,85.6099,86.3862,58811.0
2021-10-21,86.2158,88.0429,86.2158,87.4844,50534.0
2021-10-22,87.1909,87.669,86.4903,86.9826,49002.0
2021-10-23,87.1909,87.669,86.4903,86.9826,49002.0
2021-10-24,87.1909,87.669,86.4903,86.9826,49002.0
2021-10-25,86.6797,87.74,86.443,86.6891,71844.0
2021-10-26,87.3518,87.3518,85.8655,85.9318,60784.0
2021-10-27,85.5342,86.1779,83.9958,84.1615,63524.0
2021-10-28,84.6064,86.2205,84.578,86.1211,59360.0
2021-10-29,85.9602,88.0429,85.3922,87.7779,97443.0
2021-10-30,85.9602,88.0429,85.3922,87.7779,97443.0
2021-10-31,85.9602,88.0429,85.3922,87.7779,97443.0
2021-11-01,87.8063,91.6307,87.101,91.5268,103444.0
2021-11-02,91.7351,91.8297,87.8157,87.9199,56687.0
2021-11-03,88.4216,92.3788,87.2193,91.7445,62641.0
2021-11-04,92.3599,93.6947,90.9777,92.8711,67931.0
2021-11-05,94.9254,96.7526,93.9598,94.6698,79042.0
2021-11-06,94.9254,96.7526,93.9598,94.6698,79042.0
2021-11-07,94.9254,96.7526,93.9598,94.6698,79042.0
2021-11-08,94.9538,96.0047,94.0639,95.2568,60732.0
2021-11-09,95.3704,96.6579,94.9254,96.4117,59883.0
2021-11-10,96.194,97.2164,95.323,96.0993,60763.0
2021-11-11,96.6579,97.3679,95.7112,96.2887,43165.0
2021-11-12,96.2508,97.7182,96.2413,96.7431,45137.0
2021-11-13,96.2508,97.7182,96.2413,96.7431,45137.0
2021-11-14,96.2508,97.7182,96.2413,96.7431,45137.0
2021-11-15,97.4531,98.2294,95.9764,97.9738,67871.0
2021-11-16,98.2673,99.3086,98.0874,98.788,60665.0
2021-11-17,98.2673,99.2802,97.9359,98.8921,57644.0
2021-11-18,99.3086,101.7417,98.3809,101.221,77273.0
2021-11-19,100.2364,103.8244,98.5891,100.7571,219042.0
2021-11-20,100.2364,103.8244,98.5891,100.7571,219042.0
2021-11-21,100.2364,103.8244,98.5891,100.7571,219042.0
2021-11-22,101.5428,104.4871,101.344,102.9534,88518.0
2021-11-23,102.7546,103.635,101.2304,102.0919,55712.0
2021-11-24,101.2967,101.2967,97.8507,98.059,95280.0
2021-11-25,101.2967,101.2967,97.8507,98.059,95280.0
2021-11-26,95.5786,95.6118,91.0534,94.3479,54243.0
2021-11-27,95.5786,95.6118,91.0534,94.3479,54243.0
2021-11-28,95.5786,95.6118,91.0534,94.3479,54243.0
2021-11-29,96.3076,96.3928,92.8143,93.6758,110059.0
2021-11-30,92.6249,93.3681,89.9363,90.4475,113767.0
2021-12-01,93.1078,95.5881,90.386,90.5233,102030.0
2021-12-02,91.3753,92.7007,90.8736,92.0096,79555.0
2021-12-03,91.9433,93.529,90.6463,92.7764,187262.0
2021-12-04,91.9433,93.529,90.6463,92.7764,187262.0
2021-12-05,91.9433,93.529,90.6463,92.7764,187262.0
2021-12-06,94.7077,97.491,92.4261,97.2448,134133.0
2021-12-07,97.8602,101.5618,97.8602,100.634,121011.0
2021-12-08,100.5961,101.9594,98.5087,99.0246,218244.0
2021-12-09,103.7771,103.7771,94.9231,95.181,243750.0
2021-12-10,96.6011,96.6011,94.1681,94.2533,105916.0
2021-12-11,96.6011,96.6011,94.1681,94.2533,105916.0
2021-12-12,96.6011,96.6011,94.1681,94.2533,105916.0
2021-12-13,94.3763,94.4142,89.9458,91.2333,107996.0
2021-12-14,91.7256,93.2214,90.998,91.8108,158955.0
2021-12-15,91.8108,92.4924,89.463,92.2463,141137.0
2021-12-16,93.5432,93.5432,89.0559,89.1127,98314.0
2021-12-17,88.7056,92.2747,87.314,91.309,501880.0
2021-12-18,88.7056,92.2747,87.314,91.309,501880.0
2021-12-19,88.7056,92.2747,87.314,91.309,501880.0
2021-12-20,90.031,90.031,86.1827,87.8536,130362.0
2021-12-21,89.3778,91.7256,89.3778,90.883,122431.0
2021-12-22,90.7505,91.7351,90.7505,91.4321,63933.0
2021-12-23,91.3753,91.8164,90.0215,90.883,55825.0
2021-12-24,91.3753,91.8164,90.0215,90.883,55825.0
2021-12-25,91.3753,91.8164,90.0215,90.883,55825.0
2021-12-26,91.3753,91.8164,90.0215,90.883,55825.0
2021-12-27,91.6688,93.9882,90.6369,93.9409,100012.0
2021-12-28,93.7042,95.1337,93.7042,93.8935,70873.0
2021-12-29,94.1775,95.9668,93.0511,95.4366,59501.0
2021-12-30,95.9668,96.8567,95.5502,95.8059,47381.0
2021-12-31,96.1656,97.0744,94.3858,96.1088,48818.0
2022-01-01,96.1656,97.0744,94.3858,96.1088,48818.0
2022-01-02,96.1656,97.0744,94.3858,96.1088,48818.0
2022-01-03,96.4401,98.4945,93.8367,94.329,191441.0
2022-01-04,95.0864,97.0744,93.8462,94.2627,303375.0
2022-01-05,95.2568,97.3639,94.0639,94.1586,200455.0
2022-01-06,94.5089,95.9952,92.4451,95.0769,98665.0
2022-01-07,94.471,95.4595,92.6155,92.6533,94787.0
2022-01-08,94.471,95.4595,92.6155,92.6533,94787.0
2022-01-09,94.471,95.4595,92.6155,92.6533,94787.0
2022-01-10,91.4605,91.6782,89.179,91.5646,155451.0
2022-01-11,90.7505,91.7019,89.6902,91.2806,115587.0
2022-01-12,91.451,92.1611,89.5008,90.6179,124014.0
2022-01-13,91.3692,93.1092,90.9793,91.3787,65551.0
2022-01-14,90.0189,91.0649,88.2883,89.2012,74052.0
2022-01-15,90.0189,91.0649,88.2883,89.2012,74052.0
2022-01-16,90.0189,91.0649,88.2883,89.2012,74052.0
2022-01-17,90.0189,91.0649,88.2883,89.2012,74052.0
2022-01-18,88.1837,89.1346,87.7083,87.7749,92322.0
2022-01-19,88.5546,88.6497,86.9191,87.6798,114645.0
2022-01-20,87.8509,89.1536,83.9333,84.1045,124770.0
2022-01-21,83.8858,86.1299,82.693,83.7242,139245.0
2022-01-22,83.8858,86.1299,82.693,83.7242,139245.0
2022-01-23,83.8858,86.1299,82.693,83.7242,139245.0
2022-01-24,82.1742,86.9001,81.7368,86.7479,174307.0
2022-01-25,85.16,86.5007,83.7717,85.3121,133993.0
2022-01-26,86.5482,87.3089,82.1552,83.1156,120951.0
2022-01-27,83.1536,85.2455,82.992,83.553,74894.0
2022-01-28,80.843,81.3565,75.1473,76.973,309852.0
2022-01-29,80.843,81.3565,75.1473,76.973,309852.0
2022-01-30,80.843,81.3565,75.1473,76.973,309852.0
2022-01-31,74.4912,78.4801,72.4658,78.3422,297389.0
2022-02-01,77.2773,80.9666,77.2773,80.1869,192972.0
2022-02-02,79.9872,80.9571,78.4468,80.4056,146924.0
2022-02-03,79.5879,80.5958,78.5229,78.6845,105953.0
2022-02-04,78.133,78.8509,77.03,78.2947,147210.0
2022-02-05,78.133,78.8509,77.03,78.2947,147210.0
2022-02-06,78.133,78.8509,77.03,78.2947,147210.0
2022-02-07,77.7527,79.8636,77.3248,79.4928,116625.0
2022-02-08,79.198,82.5831,79.198,82.3739,102170.0
2022-02-09,82.7257,84.4849,82.2218,82.8779,167575.0
2022-02-10,81.1188,83.2868,81.1188,82.3359,207119.0
2022-02-11,82.7923,83.4104,80.4817,82.0982,158657.0
2022-02-12,82.7923,83.4104,80.4817,82.0982,158657.0
2022-02-13,82.7923,83.4104,80.4817,82.0982,158657.0
2022-02-14,81.889,84.152,80.8335,81.2709,133442.0
2022-02-15,82.2218,83.9666,82.2218,83.3248,86160.0
2022-02-16,82.6782,83.2963,80.5293,82.3074,190443.0
2022-02-17,81.9175,82.9825,80.9952,81.2424,159944.0
2022-02-18,81.0332,82.6782,80.1398,81.1473,104929.0
2022-02-19,81.0332,82.6782,80.1398,81.1473,104929.0
2022-02-20,81.0332,82.6782,80.1398,81.1473,104929.0
2022-02-21,81.0332,82.6782,80.1398,81.1473,104929.0
2022-02-22,80.9001,82.2788,79.236,79.5213,145541.0
2022-02-23,80.5578,80.824,79.3033,79.4452,193925.0
2022-02-24,78.1711,82.3321,77.553,81.0617,239137.0
2022-02-25,81.2329,83.4199,80.5387,82.973,133299.0
2022-02-26,81.2329,83.4199,80.5387,82.973,133299.0
2022-02-27,81.2329,83.4199,80.5387,82.973,133299.0
2022-02-28,82.0316,84.4183,82.0316,84.0474,127233.0
2022-03-01,83.4104,83.9429,80.2154,81.0617,200131.0
2022-03-02,81.6513,84.8462,81.6513,84.2281,141555.0
2022-03-03,84.3707,84.3803,82.5261,83.6766,150322.0
2022-03-04,82.5546,82.9207,79.5879,81.1378,155864.0
2022-03-05,82.5546,82.9207,79.5879,81.1378,155864.0
2022-03-06,82.5546,82.9207,79.5879,81.1378,155864.0
2022-03-07,81.5086,81.6132,78.4468,78.7986,194514.0
2022-03-08,79.0934,81.8129,79.015,80.1489,192387.0
2022-03-09,81.9555,83.0015,81.347,81.6417,76547.0
2022-03-10,79.9682,81.404,79.198,79.5688,119001.0
2022-03-11,80.0253,80.225,78.9508,79.2075,128864.0
2022-03-12,80.0253,80.225,78.9508,79.2075,128864.0
2022-03-13,80.0253,80.225,78.9508,79.2075,128864.0
2022-03-14,79.6544,80.9761,78.9365,79.1885,154915.0
2022-03-15,79.9587,81.8319,78.1425,79.1124,135741.0
2022-03-16,80.2154,83.3343,79.3787,79.9872,285958.0
2022-03-17,80.282,82.0078,79.4452,81.5847,252982.0
2022-03-18,81.6703,82.7448,80.1108,82.6402,341792.0
2022-03-19,81.6703,82.7448,80.1108,82.6402,341792.0
2022-03-20,81.6703,82.7448,80.1108,82.6402,341792.0
2022-03-21,82.8018,83.0585,81.6516,82.3834,247881.0
2022-03-22,82.9635,83.6766,80.862,81.366,221971.0
2022-03-23,81.0712,81.2329,77.9238,78.5704,245285.0
2022-03-24,84.152,88.8808,82.2503,87.3945,973051.0
2022-03-25,88.1457,88.5261,85.6354,87.4135,230192.0
2022-03-26,88.1457,88.5261,85.6354,87.4135,230192.0
2022-03-27,88.1457,88.5261,85.6354,87.4135,230192.0
2022-03-28,86.7764,87.0057,85.1219,86.6148,209108.0
2022-03-29,87.8414,89.6386,87.8414,89.2392,180324.0
2022-03-30,89.4579,89.4579,86.1013,86.6053,181830.0
2022-03-31,86.5863,87.5276,84.927,86.0538,257212.0
2022-04-01,86.5863,86.7669,85.2265,85.6925,346898.0
2022-04-02,86.5863,86.7669,85.2265,85.6925,346898.0
2022-04-03,86.5863,86.7669,85.2265,85.6925,346898.0
2022-04-04,85.9777,87.385,85.1267,87.0047,277826.0
2022-04-05,87.1188,87.7463,84.6655,86.3866,319142.0
2022-04-06,85.3121,86.1964,82.7543,83.5625,319791.0
2022-04-07,84.7131,85.5974,83.0681,85.0459,345220.0
2022-04-08,86.0062,88.7543,85.2741,86.5007,248719.0
2022-04-09,86.0062,88.7543,85.2741,86.5007,248719.0
2022-04-10,86.0062,88.7543,85.2741,86.5007,248719.0
2022-04-11,86.2059,87.0522,84.057,84.8652,211126.0
2022-04-12,85.8826,87.6988,85.6164,86.4912,222571.0
2022-04-13,86.6634,88.969,86.6634,88.5002,158324.0
2022-04-14,88.835,90.2222,88.3854,88.4906,195988.0
2022-04-15,88.835,90.2222,88.3854,88.4906,195988.0
2022-04-16,88.835,90.2222,88.3854,88.4906,195988.0
2022-04-17,88.835,90.2222,88.3854,88.4906,195988.0
2022-04-18,88.2993,90.7388,87.8688,90.0117,268596.0
2022-04-19,90.3848,92.346,90.3848,91.5137,198012.0
2022-04-20,92.8051,93.9149,91.6189,92.5373,217108.0
2022-04-21,93.3696,93.9292,90.9588,91.6285,207223.0
2022-04-22,90.6048,91.9155,88.151,88.5385,233126.0
2022-04-23,90.6048,91.9155,88.151,88.5385,233126.0
2022-04-24,90.6048,91.9155,88.151,88.5385,233126.0
2022-04-25,87.9071,92.0924,86.893,91.4276,265930.0
2022-04-26,90.3465,90.8956,88.2036,88.6724,205487.0
2022-04-27,88.2323,89.3421,86.7974,88.6533,234082.0
2022-04-28,89.3708,90.4039,87.2183,89.8491,110607.0
2022-04-29,89.0072,89.9065,85.3719,85.7163,183850.0
2022-04-30,89.0072,89.9065,85.3719,85.7163,183850.0
2022-05-01,89.0072,89.9065,85.3719,85.7163,183850.0
2022-05-02,85.6302,87.4766,84.5875,86.1277,191762.0
2022-05-03,86.0607,86.9982,84.3579,85.2667,254223.0
2022-05-04,85.6972,86.6539,82.7316,86.2234,169993.0
2022-05-05,84.884,86.1254,81.7366,83.0951,167113.0
2022-05-06,82.3393,83.9944,80.493,81.3635,202398.0
2022-05-07,82.3393,83.9944,80.493,81.3635,202398.0
2022-05-08,82.3393,83.9944,80.493,81.3635,202398.0
2022-05-09,80.1008,81.9184,79.2972,79.5842,136449.0
2022-05-10,79.9955,80.8948,77.3265,78.2544,163842.0
2022-05-11,78.4457,80.6365,76.8386,76.9629,216863.0
2022-05-12,76.5324,79.9955,76.5324,79.3641,168751.0
2022-05-13,80.2156,81.794,79.8999,80.3208,134717.0
2022-05-14,80.2156,81.794,79.8999,80.3208,134717.0
2022-05-15,80.2156,81.794,79.8999,80.3208,134717.0
2022-05-16,79.6033,81.6936,78.6562,81.3253,137344.0
2022-05-17,82.3298,84.2048,81.067,83.4395,139424.0
2022-05-18,81.4114,82.148,78.6801,80.0434,231758.0
2022-05-19,79.3928,81.3157,78.1109,79.6607,200872.0
2022-05-20,80.4643,80.4643,76.676,79.0102,178683.0
2022-05-21,80.4643,80.4643,76.676,79.0102,178683.0
2022-05-22,80.4643,80.4643,76.676,79.0102,178683.0
2022-05-23,79.4024,80.6078,78.1779,79.8138,158393.0
2022-05-24,79.1058,79.1058,74.4326,75.901,207488.0
2022-05-25,75.2984,81.6218,75.2984,81.0766,188016.0
2022-05-26,81.9662,85.9077,81.9662,84.5205,172858.0
2022-05-27,84.5205,87.864,84.5205,87.3905,132607.0
2022-05-28,84.5205,87.864,84.5205,87.3905,132607.0
2022-05-29,84.5205,87.864,84.5205,87.3905,132607.0
