,BLMN US Equity,BLMN US Equity,BLMN US Equity,BLMN US Equity,BLMN US Equity
2020-03-07,14.8734,15.1383,14.4365,14.7526,2141342.0
2020-03-08,14.8734,15.1383,14.4365,14.7526,2141342.0
2020-03-09,13.8602,14.0368,12.4658,12.5401,1886402.0
2020-03-10,13.1444,13.1444,11.7314,12.8469,2453282.0
2020-03-11,12.4007,12.4007,10.681,10.9227,2384939.0
2020-03-12,9.8815,9.8815,8.4778,9.1193,2591874.0
2020-03-13,9.7886,10.1976,8.4685,10.0303,2401952.0
2020-03-14,9.7886,10.1976,8.4685,10.0303,2401952.0
2020-03-15,9.7886,10.1976,8.4685,10.0303,2401952.0
2020-03-16,8.6823,8.8311,6.8046,6.9626,2754754.0
2020-03-17,7.3902,7.3902,4.2203,5.8006,6077070.0
2020-03-18,5.2801,5.5589,4.6479,5.1499,3264389.0
2020-03-19,5.1406,6.3305,4.555,5.4846,4146792.0
2020-03-20,5.8657,5.987,4.4248,4.4899,4584457.0
2020-03-21,5.8657,5.987,4.4248,4.4899,4584457.0
2020-03-22,5.8657,5.987,4.4248,4.4899,4584457.0
2020-03-23,5.0848,5.3358,4.3226,5.1127,4396890.0
2020-03-24,5.8006,7.2368,5.7727,6.628,5020493.0
2020-03-25,6.9812,8.4964,6.8046,7.1764,7365444.0
2020-03-26,7.2973,7.7063,6.6094,7.288,3450199.0
2020-03-27,6.786,6.8975,5.717,6.1911,3378705.0
2020-03-28,6.786,6.8975,5.717,6.1911,3378705.0
2020-03-29,6.786,6.8975,5.717,6.1911,3378705.0
2020-03-30,6.2747,6.3491,5.7449,6.3026,2031815.0
2020-03-31,6.3305,7.0174,6.3026,6.6373,2136118.0
2020-04-01,6.3863,6.3863,5.6147,5.6984,2416871.0
2020-04-02,5.8006,6.0795,5.5125,5.5868,1744269.0
2020-04-03,5.6891,5.8285,4.9733,5.4195,2431091.0
2020-04-04,5.6891,5.8285,4.9733,5.4195,2431091.0
2020-04-05,5.6891,5.8285,4.9733,5.4195,2431091.0
2020-04-06,6.0051,6.4467,5.875,6.4327,2928485.0
2020-04-07,7.6691,8.0038,6.0051,6.2933,4451696.0
2020-04-08,6.6187,7.3623,6.3956,7.1392,2456893.0
2020-04-09,7.9852,9.2122,7.6784,8.4778,5357500.0
2020-04-10,7.9852,9.2122,7.6784,8.4778,5357500.0
2020-04-11,7.9852,9.2122,7.6784,8.4778,5357500.0
2020-04-12,7.9852,9.2122,7.6784,8.4778,5357500.0
2020-04-13,8.6452,8.6916,7.6412,7.9061,2624510.0
2020-04-14,8.3663,9.0728,8.013,8.3756,2856523.0
2020-04-15,7.948,8.0502,7.4832,7.4925,2313204.0
2020-04-16,7.9015,8.0874,7.446,7.7435,2152144.0
2020-04-17,8.9705,8.9984,8.0409,8.6266,4088132.0
2020-04-18,8.9705,8.9984,8.0409,8.6266,4088132.0
2020-04-19,8.9705,8.9984,8.0409,8.6266,4088132.0
2020-04-20,8.3477,8.7846,8.1525,8.3012,3387899.0
2020-04-21,7.9573,8.5522,7.9573,8.0874,2294846.0
2020-04-22,8.3384,8.8125,8.3198,8.5801,3298872.0
2020-04-23,8.7195,9.2866,8.5847,8.7288,2607167.0
2020-04-24,8.9891,9.0077,8.4592,8.7288,1887189.0
2020-04-25,8.9891,9.0077,8.4592,8.7288,1887189.0
2020-04-26,8.9891,9.0077,8.4592,8.7288,1887189.0
2020-04-27,8.9798,10.0581,8.9101,9.7235,3401664.0
2020-04-28,10.4857,10.6624,9.849,10.5229,3543710.0
2020-04-29,11.4618,12.662,11.2108,12.5773,5399789.0
2020-04-30,12.1497,12.5215,11.169,11.2015,3694146.0
2020-05-01,10.7089,10.8762,9.7188,9.8164,2937049.0
2020-05-02,10.7089,10.8762,9.7188,9.8164,2937049.0
2020-05-03,10.7089,10.8762,9.7188,9.8164,2937049.0
2020-05-04,9.3517,9.9497,8.9472,9.6863,2309543.0
2020-05-05,8.9798,9.3331,8.3756,8.8404,16116755.0
2020-05-06,8.8776,9.3795,8.7521,8.9147,7058155.0
2020-05-07,8.9519,9.2122,8.7939,9.1843,5112465.0
2020-05-08,9.5748,10.6624,9.1286,10.4067,7376418.0
2020-05-09,9.5748,10.6624,9.1286,10.4067,7376418.0
2020-05-10,9.5748,10.6624,9.1286,10.4067,7376418.0
2020-05-11,10.3463,11.1272,10.1046,10.6066,4646062.0
2020-05-12,10.8297,10.932,9.4679,9.5376,5090584.0
2020-05-13,9.6677,9.8169,8.3756,8.5243,4639118.0
2020-05-14,8.0409,8.7381,7.776,8.6916,5031896.0
2020-05-15,8.6638,9.426,8.5431,9.2866,4645152.0
2020-05-16,8.6638,9.426,8.5431,9.2866,4645152.0
2020-05-17,8.6638,9.426,8.5431,9.2866,4645152.0
2020-05-18,9.9187,10.2068,9.6026,9.9001,4497490.0
2020-05-19,9.8072,10.6252,9.2448,10.1418,4677267.0
2020-05-20,10.43,10.746,10.1418,10.2905,3934808.0
2020-05-21,10.2905,10.6996,10.1976,10.5462,2796983.0
2020-05-22,10.6252,10.6438,10.0085,10.0674,2592928.0
2020-05-23,10.6252,10.6438,10.0085,10.0674,2592928.0
2020-05-24,10.6252,10.6438,10.0085,10.0674,2592928.0
2020-05-25,10.6252,10.6438,10.0085,10.0674,2592928.0
2020-05-26,10.6996,10.7739,10.1604,10.2812,4422051.0
2020-05-27,10.6159,11.341,10.0674,11.2666,5216365.0
2020-05-28,11.5548,11.5734,10.4486,10.5973,4193195.0
2020-05-29,10.5973,10.9134,10.2626,10.6066,5282570.0
2020-05-30,10.5973,10.9134,10.2626,10.6066,5282570.0
2020-05-31,10.5973,10.9134,10.2626,10.6066,5282570.0
2020-06-01,10.588,10.918,10.3091,10.7089,3133445.0
2020-06-02,10.7832,10.8483,10.3928,10.6624,3560676.0
2020-06-03,11.0249,11.6198,10.9598,11.4618,4213628.0
2020-06-04,11.5641,12.4565,11.2294,12.3356,7510513.0
2020-06-05,13.6092,13.6742,12.503,12.7539,6764207.0
2020-06-06,13.6092,13.6742,12.503,12.7539,6764207.0
2020-06-07,13.6092,13.6742,12.503,12.7539,6764207.0
2020-06-08,13.3396,14.39,12.7911,13.2885,7820625.0
2020-06-09,12.7168,12.9677,11.75,12.08,3511724.0
2020-06-10,12.2148,12.2148,10.8483,11.3131,5420356.0
2020-06-11,10.0024,10.7646,9.8722,9.9838,5657721.0
2020-06-12,10.8297,10.9412,10.0395,10.8762,3177614.0
2020-06-13,10.8297,10.9412,10.0395,10.8762,3177614.0
2020-06-14,10.8297,10.9412,10.0395,10.8762,3177614.0
2020-06-15,10.1232,11.592,9.9931,11.2666,3547291.0
2020-06-16,12.0846,12.1965,11.0435,11.2201,3093028.0
2020-06-17,11.0807,11.1551,10.6134,10.6717,4346369.0
2020-06-18,10.43,10.9412,10.2441,10.8948,2807532.0
2020-06-19,10.997,11.1086,10.086,10.2255,4994573.0
2020-06-20,10.997,11.1086,10.086,10.2255,4994573.0
2020-06-21,10.997,11.1086,10.086,10.2255,4994573.0
2020-06-22,10.0581,10.1232,9.4632,9.5376,4660188.0
2020-06-23,9.7049,10.4486,9.6398,10.2255,3910730.0
2020-06-24,9.8815,9.8815,9.1843,9.5933,4261951.0
2020-06-25,9.3145,9.9094,9.268,9.3795,3694151.0
2020-06-26,9.2959,9.4446,8.7009,8.8497,4456027.0
2020-06-27,9.2959,9.4446,8.7009,8.8497,4456027.0
2020-06-28,9.2959,9.4446,8.7009,8.8497,4456027.0
2020-06-29,9.017,9.9188,8.8962,9.849,3564225.0
2020-06-30,9.6491,9.9977,9.3795,9.9094,2789946.0
2020-07-01,10.0351,10.1465,9.2122,9.9419,5530292.0
2020-07-02,10.1232,10.2255,9.3052,9.4632,4076045.0
2020-07-03,10.1232,10.2255,9.3052,9.4632,4076045.0
2020-07-04,10.1232,10.2255,9.3052,9.4632,4076045.0
2020-07-05,10.1232,10.2255,9.3052,9.4632,4076045.0
2020-07-06,9.6677,9.8072,9.2773,9.6956,2614760.0
2020-07-07,9.5748,9.8164,9.3702,9.426,2811485.0
2020-07-08,9.3609,9.5562,9.11,9.4725,3507102.0
2020-07-09,9.3888,9.4539,8.7195,9.0077,4301979.0
2020-07-10,8.8869,9.5376,8.7567,9.3749,2655962.0
2020-07-11,8.8869,9.5376,8.7567,9.3749,2655962.0
2020-07-12,8.8869,9.5376,8.7567,9.3749,2655962.0
2020-07-13,9.5655,9.6584,8.9891,9.0356,4119495.0
2020-07-14,8.924,9.2401,8.8125,9.0124,2625147.0
2020-07-15,9.4818,10.179,9.3145,10.1325,4209647.0
2020-07-16,9.8164,9.9931,9.6584,9.77,1689154.0
2020-07-17,9.8257,9.928,9.598,9.7188,1559909.0
2020-07-18,9.8257,9.928,9.598,9.7188,1559909.0
2020-07-19,9.8257,9.928,9.598,9.7188,1559909.0
2020-07-20,9.677,9.7142,9.268,9.5004,1896546.0
2020-07-21,9.6584,9.9466,9.5469,9.6863,2363140.0
2020-07-22,9.5376,10.2952,9.5098,9.9187,2884440.0
2020-07-23,9.9745,10.1697,9.6863,10.0024,3275548.0
2020-07-24,10.3649,10.9784,9.8164,10.746,8298810.0
2020-07-25,10.3649,10.9784,9.8164,10.746,8298810.0
2020-07-26,10.3649,10.9784,9.8164,10.746,8298810.0
2020-07-27,11.1272,11.3317,10.5043,10.7553,5055232.0
2020-07-28,10.6903,11.0342,10.588,10.8018,1990487.0
2020-07-29,10.8762,11.2108,10.8762,11.0807,2046563.0
2020-07-30,10.8111,11.0184,10.7181,10.9412,2332117.0
2020-07-31,10.8297,10.8669,10.5694,10.7089,2338012.0
2020-08-01,10.8297,10.8669,10.5694,10.7089,2338012.0
2020-08-02,10.8297,10.8669,10.5694,10.7089,2338012.0
2020-08-03,10.6438,10.6438,9.6119,10.1418,4290946.0
2020-08-04,10.0581,10.6438,10.0117,10.5415,2449093.0
2020-08-05,10.6159,10.7832,10.43,10.6438,1878411.0
2020-08-06,10.5787,11.1829,10.5322,10.7553,2670191.0
2020-08-07,10.6903,11.1829,10.6345,11.1458,2284339.0
2020-08-08,10.6903,11.1829,10.6345,11.1458,2284339.0
2020-08-09,10.6903,11.1829,10.6345,11.1458,2284339.0
2020-08-10,11.248,11.6013,11.1365,11.3874,2232432.0
2020-08-11,11.75,12.0289,11.406,11.5176,2600734.0
2020-08-12,11.7686,11.8429,11.3874,11.5455,1712271.0
2020-08-13,11.4711,11.9545,11.4304,11.908,2827218.0
2020-08-14,11.8151,12.1358,11.7035,12.0568,1802424.0
2020-08-15,11.8151,12.1358,11.7035,12.0568,1802424.0
2020-08-16,11.8151,12.1358,11.7035,12.0568,1802424.0
2020-08-17,12.0475,12.0475,11.4944,11.6431,1736101.0
2020-08-18,11.5641,11.6663,11.3596,11.5548,1594932.0
2020-08-19,11.5269,11.7267,11.3874,11.406,1056896.0
2020-08-20,11.1922,11.671,11.1644,11.4711,1086193.0
2020-08-21,11.4432,11.6106,11.2573,11.3735,1534815.0
2020-08-22,11.4432,11.6106,11.2573,11.3735,1534815.0
2020-08-23,11.4432,11.6106,11.2573,11.3735,1534815.0
2020-08-24,11.4897,11.7314,11.1365,11.5548,1269566.0
2020-08-25,11.7128,11.9173,11.4432,11.7593,1067311.0
2020-08-26,11.7128,11.8801,11.5827,11.7128,1282818.0
2020-08-27,11.7686,12.159,11.75,12.066,2067481.0
2020-08-28,12.2241,13.2792,12.2055,13.1258,4276789.0
2020-08-29,12.2241,13.2792,12.2055,13.1258,4276789.0
2020-08-30,12.2241,13.2792,12.2055,13.1258,4276789.0
2020-08-31,13.0514,13.4511,12.6331,13.3303,3626610.0
2020-09-01,14.1762,15.1012,13.9903,14.9664,7157436.0
2020-09-02,15.1337,15.4683,14.6317,15.1709,2994234.0
2020-09-03,15.2452,15.6171,14.6131,15.1523,3669366.0
2020-09-04,15.4962,16.4723,15.3661,15.71,5529792.0
2020-09-05,15.4962,16.4723,15.3661,15.71,5529792.0
2020-09-06,15.4962,16.4723,15.3661,15.71,5529792.0
2020-09-07,15.4962,16.4723,15.3661,15.71,5529792.0
2020-09-08,15.6171,16.0447,15.3475,15.4869,4105602.0
2020-09-09,15.5427,15.5799,14.9666,15.5334,2476424.0
2020-09-10,15.6728,15.961,15.3661,15.4126,2612718.0
2020-09-11,15.4126,15.552,14.8548,15.143,4343362.0
2020-09-12,15.4126,15.552,14.8548,15.143,4343362.0
2020-09-13,15.4126,15.552,14.8548,15.143,4343362.0
2020-09-14,15.1523,16.2027,15.0872,15.6728,3163324.0
2020-09-15,15.645,16.1469,15.3196,15.5799,4618201.0
2020-09-16,15.6357,15.6914,15.1244,15.2638,2517566.0
2020-09-17,15.0407,15.1523,14.2878,14.5759,2456540.0
2020-09-18,14.5109,15.0779,13.9717,14.0275,4359820.0
2020-09-19,14.5109,15.0779,13.9717,14.0275,4359820.0
2020-09-20,14.5109,15.0779,13.9717,14.0275,4359820.0
2020-09-21,13.572,13.572,12.9213,13.5348,2516633.0
2020-09-22,13.572,13.8509,13.3303,13.6928,1390122.0
2020-09-23,13.8137,13.9438,13.1537,13.1816,1950339.0
2020-09-24,13.0886,13.9996,13.07,13.7765,3020546.0
2020-09-25,13.7765,14.4318,13.5069,14.1809,2996743.0
2020-09-26,13.7765,14.4318,13.5069,14.1809,2996743.0
2020-09-27,13.7765,14.4318,13.5069,14.1809,2996743.0
2020-09-28,14.4737,14.6815,14.1948,14.5573,2605724.0
2020-09-29,14.4458,14.5016,13.5348,14.06,3345726.0
2020-09-30,14.2134,14.548,14.0926,14.1948,2200330.0
2020-10-01,14.3157,14.7061,14.1669,14.6782,1550628.0
2020-10-02,14.0647,15.1058,13.9438,15.0082,2000439.0
2020-10-03,14.0647,15.1058,13.9438,15.0082,2000439.0
2020-10-04,14.0647,15.1058,13.9438,15.0082,2000439.0
2020-10-05,15.1523,15.5427,14.8641,15.2452,1597333.0
2020-10-06,15.4312,15.8299,14.6828,14.892,3053152.0
2020-10-07,15.1523,15.2174,14.8362,15.0779,1635319.0
2020-10-08,15.2917,15.71,15.143,15.6868,2230575.0
2020-10-09,15.7937,16.4165,15.7844,16.1098,2506182.0
2020-10-10,15.7937,16.4165,15.7844,16.1098,2506182.0
2020-10-11,15.7937,16.4165,15.7844,16.1098,2506182.0
2020-10-12,16.3979,16.5978,15.8681,16.1098,2874950.0
2020-10-13,15.8123,16.3236,15.4962,16.0075,2130502.0
2020-10-14,16.0912,16.463,15.9564,15.9982,2392173.0
2020-10-15,15.6914,16.3886,15.6264,16.2306,2274883.0
2020-10-16,16.2864,16.3979,15.9285,16.1562,1815552.0
2020-10-17,16.2864,16.3979,15.9285,16.1562,1815552.0
2020-10-18,16.2864,16.3979,15.9285,16.1562,1815552.0
2020-10-19,16.2771,16.6536,15.8774,15.9052,2564922.0
2020-10-20,16.2771,16.3143,15.6914,15.7193,2461331.0
2020-10-21,15.7658,16.226,15.6391,15.8774,2369232.0
2020-10-22,15.8867,16.4909,15.7565,16.4816,4547748.0
2020-10-23,16.3979,16.3979,14.2878,15.1151,11735783.0
2020-10-24,16.3979,16.3979,14.2878,15.1151,11735783.0
2020-10-25,16.3979,16.3979,14.2878,15.1151,11735783.0
2020-10-26,14.9664,15.0221,13.5906,14.1576,5652198.0
2020-10-27,14.1297,14.4737,13.6371,13.73,3519409.0
2020-10-28,13.4325,13.5301,13.0421,13.0514,3118793.0
2020-10-29,13.0607,13.479,12.8887,13.3768,2492076.0
2020-10-30,13.3024,13.5441,12.6982,12.9956,2497789.0
2020-10-31,13.3024,13.5441,12.6982,12.9956,2497789.0
2020-11-01,13.3024,13.5441,12.6982,12.9956,2497789.0
2020-11-02,13.2001,13.321,12.8841,13.2745,2274696.0
2020-11-03,13.4604,13.6463,13.2745,13.4697,1791717.0
2020-11-04,13.4697,13.7858,13.2559,13.5627,2568314.0
2020-11-05,13.73,13.981,13.4,13.4697,2031975.0
2020-11-06,13.479,13.7068,13.1909,13.4418,1505365.0
2020-11-07,13.479,13.7068,13.1909,13.4418,1505365.0
2020-11-08,13.479,13.7068,13.1909,13.4418,1505365.0
2020-11-09,15.6264,16.7791,15.0872,15.1337,7168766.0
2020-11-10,15.1895,15.4497,14.9059,15.3847,2538555.0
2020-11-11,15.4033,15.4683,14.4272,14.7804,2450371.0
2020-11-12,14.4644,14.6689,14.232,14.5109,1451155.0
2020-11-13,14.6782,14.9106,14.5109,14.813,1218393.0
2020-11-14,14.6782,14.9106,14.5109,14.813,1218393.0
2020-11-15,14.6782,14.9106,14.5109,14.813,1218393.0
2020-11-16,15.71,16.3003,15.4405,15.5659,2996986.0
2020-11-17,15.2545,15.9145,15.2359,15.6728,1481488.0
2020-11-18,15.7379,16.2306,15.7007,15.7658,1591575.0
2020-11-19,15.552,16.0912,15.4033,16.0633,1131071.0
2020-11-20,15.961,16.1841,15.7007,15.8774,1771530.0
2020-11-21,15.961,16.1841,15.7007,15.8774,1771530.0
2020-11-22,15.961,16.1841,15.7007,15.8774,1771530.0
2020-11-23,16.2399,16.2957,15.9099,16.1841,2071341.0
2020-11-24,16.5002,16.9231,16.3143,16.6582,1722743.0
2020-11-25,16.3979,16.8813,16.2213,16.8674,1572193.0
2020-11-26,16.3979,16.8813,16.2213,16.8674,1572193.0
2020-11-27,16.714,16.8348,16.3979,16.5188,797073.0
2020-11-28,16.714,16.8348,16.3979,16.5188,797073.0
2020-11-29,16.714,16.8348,16.3979,16.5188,797073.0
2020-11-30,16.5095,16.5095,15.8123,16.2678,1508662.0
2020-12-01,16.5467,16.8255,16.1376,16.5885,2252095.0
2020-12-02,16.3886,16.9743,15.9424,16.8627,2214689.0
2020-12-03,17.0208,17.1648,16.5281,16.9092,2384036.0
2020-12-04,17.0765,17.1416,16.7326,17.0022,1264246.0
2020-12-05,17.0765,17.1416,16.7326,17.0022,1264246.0
2020-12-06,17.0765,17.1416,16.7326,17.0022,1264246.0
2020-12-07,16.8348,16.8546,16.2591,16.4258,1762931.0
2020-12-08,16.2771,16.5653,16.0912,16.2678,1765109.0
2020-12-09,16.5467,16.7605,16.3886,16.6303,1146239.0
2020-12-10,16.4444,16.9929,16.3979,16.9557,1207448.0
2020-12-11,16.9231,17.1044,16.5281,16.5838,1212018.0
2020-12-12,16.9231,17.1044,16.5281,16.5838,1212018.0
2020-12-13,16.9231,17.1044,16.5281,16.5838,1212018.0
2020-12-14,16.9929,17.281,16.6257,16.8627,2432836.0
2020-12-15,16.8999,17.4762,16.8999,17.467,1957125.0
2020-12-16,17.1509,17.6343,16.872,17.3833,2020193.0
2020-12-17,17.2996,17.5878,17.1974,17.4112,957781.0
2020-12-18,17.3833,17.941,17.281,17.2996,3111571.0
2020-12-19,17.3833,17.941,17.281,17.2996,3111571.0
2020-12-20,17.3833,17.941,17.281,17.2996,3111571.0
2020-12-21,16.7605,17.3647,16.5745,17.3461,1521194.0
2020-12-22,17.3461,17.5785,17.2067,17.4019,914535.0
2020-12-23,17.5599,17.8481,17.4298,17.5785,1116560.0
2020-12-24,17.6157,17.8574,17.3647,17.6157,455552.0
2020-12-25,17.6157,17.8574,17.3647,17.6157,455552.0
2020-12-26,17.6157,17.8574,17.3647,17.6157,455552.0
2020-12-27,17.6157,17.8574,17.3647,17.6157,455552.0
2020-12-28,17.8481,17.8481,17.3926,17.532,1165612.0
2020-12-29,17.5227,17.5971,17.0951,17.4855,1315428.0
2020-12-30,17.4762,17.7551,17.3182,17.5041,1466530.0
2020-12-31,17.4391,18.5918,17.2717,18.0526,2976656.0
2021-01-01,17.4391,18.5918,17.2717,18.0526,2976656.0
2021-01-02,17.4391,18.5918,17.2717,18.0526,2976656.0
2021-01-03,17.4391,18.5918,17.2717,18.0526,2976656.0
2021-01-04,18.0619,18.0898,16.6861,17.0486,3485274.0
2021-01-05,17.0672,17.9132,17.0579,17.6994,2216426.0
2021-01-06,17.7458,19.0287,17.7458,18.852,3461111.0
2021-01-07,18.9171,19.354,18.8334,19.1216,2359142.0
2021-01-08,19.2425,19.5678,18.9357,19.2192,1572792.0
2021-01-09,19.2425,19.5678,18.9357,19.2192,1572792.0
2021-01-10,19.2425,19.5678,18.9357,19.2192,1572792.0
2021-01-11,18.7312,19.2332,18.7033,19.0658,2763093.0
2021-01-12,19.2611,19.5306,18.8985,19.4842,1547487.0
2021-01-13,19.2611,19.6701,19.0473,19.2239,1588916.0
2021-01-14,19.4284,19.8374,19.354,19.6794,1705643.0
2021-01-15,19.3447,20.0419,19.2982,19.949,1918619.0
2021-01-16,19.3447,20.0419,19.2982,19.949,1918619.0
2021-01-17,19.3447,20.0419,19.2982,19.949,1918619.0
2021-01-18,19.3447,20.0419,19.2982,19.949,1918619.0
2021-01-19,20.0512,20.7112,19.8467,20.4881,2825309.0
2021-01-20,20.5253,21.3154,20.4881,20.9436,2479593.0
2021-01-21,20.7484,20.8692,20.5067,20.7298,1746059.0
2021-01-22,20.8135,20.8599,20.249,20.5904,1436691.0
2021-01-23,20.8135,20.8599,20.249,20.5904,1436691.0
2021-01-24,20.8135,20.8599,20.249,20.5904,1436691.0
2021-01-25,20.609,21.2783,20.2645,20.4788,1265881.0
2021-01-26,20.8878,20.9157,19.6329,19.7863,1449301.0
2021-01-27,19.3633,20.0744,18.3036,18.6103,3360227.0
2021-01-28,18.8242,19.8792,18.6847,19.5678,2411712.0
2021-01-29,19.512,19.949,19.275,19.5864,1858438.0
2021-01-30,19.512,19.949,19.275,19.5864,1858438.0
2021-01-31,19.512,19.949,19.275,19.5864,1858438.0
2021-02-01,19.7259,20.2929,19.605,19.9954,1683181.0
2021-02-02,20.4323,20.6553,20.0978,20.4323,1654471.0
2021-02-03,20.4509,20.9808,20.3626,20.5997,2698831.0
2021-02-04,20.7298,21.2132,20.6183,21.1295,3453886.0
2021-02-05,21.3805,22.1056,21.269,21.6966,2271700.0
2021-02-06,21.3805,22.1056,21.269,21.6966,2271700.0
2021-02-07,21.3805,22.1056,21.269,21.6966,2271700.0
2021-02-08,21.836,21.836,21.3711,21.6129,1615287.0
2021-02-09,21.3898,21.9987,21.2876,21.7616,876980.0
2021-02-10,21.8546,22.2822,21.6594,21.9755,1227997.0
2021-02-11,22.0777,22.2171,21.52,21.7616,1632788.0
2021-02-12,21.5293,21.7152,21.018,21.1667,1027187.0
2021-02-13,21.5293,21.7152,21.018,21.1667,1027187.0
2021-02-14,21.5293,21.7152,21.018,21.1667,1027187.0
2021-02-15,21.5293,21.7152,21.018,21.1667,1027187.0
2021-02-16,21.2225,21.4735,20.7391,21.0645,1766437.0
2021-02-17,21.0645,21.1016,20.2464,20.8878,2702102.0
2021-02-18,20.2929,22.8679,20.1721,22.4495,4862593.0
2021-02-19,22.998,24.0205,22.8493,23.0817,4900381.0
2021-02-20,22.998,24.0205,22.8493,23.0817,4900381.0
2021-02-21,22.998,24.0205,22.8493,23.0817,4900381.0
2021-02-22,22.9422,24.8572,22.9329,24.1693,3975503.0
2021-02-23,24.0391,24.5783,23.2862,23.7417,2582962.0
2021-02-24,23.6952,24.7735,23.6952,24.6434,4309113.0
2021-02-25,24.6527,24.7828,22.5951,23.2769,2652850.0
2021-02-26,23.2118,23.6115,22.5053,23.091,2249132.0
2021-02-27,23.2118,23.6115,22.5053,23.091,2249132.0
2021-02-28,23.2118,23.6115,22.5053,23.091,2249132.0
2021-03-01,23.5743,24.1786,23.1839,24.0763,2116731.0
2021-03-02,24.0763,24.4017,23.7324,24.0484,4629006.0
2021-03-03,24.3645,25.0617,23.9462,24.2622,2015006.0
2021-03-04,24.2715,24.9408,23.3048,23.9927,2835639.0
2021-03-05,24.2529,25.2244,23.4442,25.1082,2850620.0
2021-03-06,24.2529,25.2244,23.4442,25.1082,2850620.0
2021-03-07,24.2529,25.2244,23.4442,25.1082,2850620.0
2021-03-08,25.4149,26.0006,25.0059,25.2987,2257561.0
2021-03-09,25.2755,25.7217,24.1693,24.2436,2693007.0
2021-03-10,24.5225,25.4056,24.3645,25.2662,2046182.0
2021-03-11,25.3499,26.0006,24.9966,25.0989,1987908.0
2021-03-12,24.9501,26.5397,24.9501,26.4747,1871457.0
2021-03-13,24.9501,26.5397,24.9501,26.4747,1871457.0
2021-03-14,24.9501,26.5397,24.9501,26.4747,1871457.0
2021-03-15,26.5304,27.1068,26.1307,26.7814,1543920.0
2021-03-16,26.6141,26.7256,25.8425,25.9262,1217963.0
2021-03-17,26.0749,26.3724,25.7124,26.2701,1073740.0
2021-03-18,25.9634,26.5723,25.4428,25.7589,1500773.0
2021-03-19,25.731,26.549,25.0245,26.3724,1862507.0
2021-03-20,25.731,26.549,25.0245,26.3724,1862507.0
2021-03-21,25.731,26.549,25.0245,26.3724,1862507.0
2021-03-22,26.8744,27.3717,25.9216,26.0285,2033274.0
2021-03-23,25.4428,26.047,24.7921,24.9966,1044411.0
2021-03-24,25.4893,25.9727,24.3391,24.3645,1602091.0
2021-03-25,24.1972,26.6978,23.9369,26.549,1791758.0
2021-03-26,27.2369,27.8412,26.7907,27.1533,1969034.0
2021-03-27,27.2369,27.8412,26.7907,27.1533,1969034.0
2021-03-28,27.2369,27.8412,26.7907,27.1533,1969034.0
2021-03-29,27.0882,27.1161,25.7124,25.8797,1743416.0
2021-03-30,25.7589,26.4933,25.7589,26.0563,930524.0
2021-03-31,25.9448,26.3445,25.0896,25.1453,2592269.0
2021-04-01,25.2011,25.731,24.6527,25.3406,1825864.0
2021-04-02,25.2011,25.731,24.6527,25.3406,1825864.0
2021-04-03,25.2011,25.731,24.6527,25.3406,1825864.0
2021-04-04,25.2011,25.731,24.6527,25.3406,1825864.0
2021-04-05,25.8054,25.8054,24.2715,24.6899,2105697.0
2021-04-06,25.0431,25.4893,24.6062,24.7596,1406244.0
2021-04-07,24.8851,26.0935,24.7828,25.7589,1549917.0
2021-04-08,25.7496,26.1911,25.2476,26.1307,1543060.0
2021-04-09,25.9401,26.2516,25.7496,26.1493,1573849.0
2021-04-10,25.9401,26.2516,25.7496,26.1493,1573849.0
2021-04-11,25.9401,26.2516,25.7496,26.1493,1573849.0
2021-04-12,26.2516,26.7303,25.6938,26.0563,1258403.0
2021-04-13,25.7868,25.9169,24.7084,25.071,1930234.0
2021-04-14,25.1453,26.3166,25.1453,25.7496,1230391.0
2021-04-15,25.7403,26.0935,25.3406,26.0006,933962.0
2021-04-16,26.4933,26.7134,26.1307,26.1772,864198.0
2021-04-17,26.4933,26.7134,26.1307,26.1772,864198.0
2021-04-18,26.4933,26.7134,26.1307,26.1772,864198.0
2021-04-19,25.9727,26.7071,25.9634,26.5118,1097115.0
2021-04-20,26.3631,26.5861,25.3313,25.9541,1268300.0
2021-04-21,25.9355,26.3259,25.5823,25.8518,1359016.0
2021-04-22,26.0842,26.893,26.0842,26.6141,1405967.0
2021-04-23,26.6141,26.6141,25.7961,26.2051,1669243.0
2021-04-24,26.6141,26.6141,25.7961,26.2051,1669243.0
2021-04-25,26.6141,26.6141,25.7961,26.2051,1669243.0
2021-04-26,26.3352,26.6606,25.5544,25.9448,1068677.0
2021-04-27,26.3352,26.9673,26.0935,26.6885,2060965.0
2021-04-28,26.6792,27.1811,26.5025,26.7814,1655781.0
2021-04-29,27.8969,30.1651,27.5437,29.1705,6184524.0
2021-04-30,29.3006,30.4998,28.9939,29.375,2809243.0
2021-05-01,29.3006,30.4998,28.9939,29.375,2809243.0
2021-05-02,29.3006,30.4998,28.9939,29.375,2809243.0
2021-05-03,29.6724,29.7003,28.3896,28.5105,1966592.0
2021-05-04,28.4564,28.752,28.1479,28.6964,1120061.0
2021-05-05,28.7707,28.8916,27.6091,28.1014,1279988.0
2021-05-06,28.1014,28.5009,26.9023,27.5065,2418832.0
2021-05-07,27.8597,28.4547,27.5623,28.12,1916534.0
2021-05-08,27.8597,28.4547,27.5623,28.12,1916534.0
