,BLMN US Equity,BLMN US Equity,BLMN US Equity,BLMN US Equity,BLMN US Equity
2019-02-09,16.7758,17.1726,16.4803,17.1456,2030355.0
2019-02-10,16.7758,17.1726,16.4803,17.1456,2030355.0
2019-02-11,17.2989,17.6687,17.0103,17.1546,1122632.0
2019-02-12,17.2267,17.6957,17.1365,17.371,1163360.0
2019-02-13,17.4432,17.5559,17.0644,17.4342,2294653.0
2019-02-14,18.4894,19.3282,18.3992,18.9945,4689545.0
2019-02-15,19.7431,20.0407,19.2967,19.5627,2634996.0
2019-02-16,19.7431,20.0407,19.2967,19.5627,2634996.0
2019-02-17,19.7431,20.0407,19.2967,19.5627,2634996.0
2019-02-18,19.7431,20.0407,19.2967,19.5627,2634996.0
2019-02-19,19.5357,19.7701,18.8863,19.202,1760049.0
2019-02-20,19.1839,19.5266,19.1749,19.4365,1433079.0
2019-02-21,19.4184,19.8694,19.4184,19.8153,1252143.0
2019-02-22,19.8515,20.0146,19.6703,19.8787,1155756.0
2019-02-23,19.8515,20.0146,19.6703,19.8787,1155756.0
2019-02-24,19.8515,20.0146,19.6703,19.8787,1155756.0
2019-02-25,19.9331,19.9784,19.4619,19.5797,1207795.0
2019-02-26,19.5253,19.7065,19.1901,19.2354,1584969.0
2019-02-27,19.1992,19.3713,18.7914,18.8549,1496289.0
2019-02-28,18.873,18.873,18.5196,18.7371,2435423.0
2019-03-01,18.7643,18.9273,18.6736,18.7733,1784322.0
2019-03-02,18.7643,18.9273,18.6736,18.7733,1784322.0
2019-03-03,18.7643,18.9273,18.6736,18.7733,1784322.0
2019-03-04,18.7824,19.2354,18.7099,19.1176,2046465.0
2019-03-05,19.172,19.2551,18.9726,19.0361,1348420.0
2019-03-06,19.0179,19.2263,18.7824,18.7824,1470731.0
2019-03-07,18.7461,18.9998,18.574,18.9183,1865768.0
2019-03-08,18.7099,18.9183,18.5015,18.7099,1499439.0
2019-03-09,18.7099,18.9183,18.5015,18.7099,1499439.0
2019-03-10,18.7099,18.9183,18.5015,18.7099,1499439.0
2019-03-11,18.7643,18.9002,18.1164,18.1934,2077748.0
2019-03-12,18.1572,18.3747,17.976,18.3565,1667482.0
2019-03-13,18.4743,18.7099,18.0666,18.284,1643863.0
2019-03-14,18.3022,18.6736,18.2569,18.6555,1359773.0
2019-03-15,18.8367,19.0169,18.4381,18.5468,1781135.0
2019-03-16,18.8367,19.0169,18.4381,18.5468,1781135.0
2019-03-17,18.8367,19.0169,18.4381,18.5468,1781135.0
2019-03-18,18.5468,18.7552,18.5287,18.6736,988400.0
2019-03-19,18.6646,18.6918,18.0983,18.1663,1048752.0
2019-03-20,18.121,18.121,17.4595,17.5501,1530086.0
2019-03-21,17.5501,17.9579,17.532,17.9126,1173682.0
2019-03-22,17.8854,17.9851,17.5592,17.6951,1166530.0
2019-03-23,17.8854,17.9851,17.5592,17.6951,1166530.0
2019-03-24,17.8854,17.9851,17.5592,17.6951,1166530.0
2019-03-25,17.6408,17.9851,17.5864,17.9126,1245601.0
2019-03-26,17.9397,18.2659,17.899,18.2206,839835.0
2019-03-27,18.2297,18.5015,18.0394,18.2116,790604.0
2019-03-28,18.284,18.5377,18.2523,18.4743,672361.0
2019-03-29,18.5559,19.1357,18.3022,18.5287,1199966.0
2019-03-30,18.5559,19.1357,18.3022,18.5287,1199966.0
2019-03-31,18.5559,19.1357,18.3022,18.5287,1199966.0
2019-04-01,18.5649,18.8367,18.5015,18.6827,953801.0
2019-04-02,18.6646,18.8005,18.1572,18.3928,638026.0
2019-04-03,18.5468,18.5468,18.275,18.3475,806534.0
2019-04-04,18.3293,18.6827,18.3203,18.6555,594000.0
2019-04-05,18.6555,18.9636,18.574,18.8186,1408529.0
2019-04-06,18.6555,18.9636,18.574,18.8186,1408529.0
2019-04-07,18.6555,18.9636,18.574,18.8186,1408529.0
2019-04-08,18.6827,18.7824,18.3475,18.4743,771098.0
2019-04-09,18.3928,18.429,17.7857,17.8491,1013572.0
2019-04-10,17.8673,17.9488,17.7314,17.7948,710577.0
2019-04-11,17.7495,17.7857,17.3146,17.4958,1302831.0
2019-04-12,17.532,17.6136,17.0654,17.2602,1063928.0
2019-04-13,17.532,17.6136,17.0654,17.2602,1063928.0
2019-04-14,17.532,17.6136,17.0654,17.2602,1063928.0
2019-04-15,17.2874,17.7223,17.2874,17.4505,1847913.0
2019-04-16,17.4505,17.4958,16.8344,17.0156,959863.0
2019-04-17,16.9612,17.1379,16.8162,17.0337,1176874.0
2019-04-18,17.0065,17.6317,16.9431,17.4324,1101905.0
2019-04-19,17.0065,17.6317,16.9431,17.4324,1101905.0
2019-04-20,17.0065,17.6317,16.9431,17.4324,1101905.0
2019-04-21,17.0065,17.6317,16.9431,17.4324,1101905.0
2019-04-22,17.4414,17.5048,17.0156,17.2512,912071.0
2019-04-23,17.2421,17.6045,17.2421,17.523,757933.0
2019-04-24,17.4867,17.9126,17.4777,17.6589,1159610.0
2019-04-25,17.6408,17.8854,17.378,17.7857,1607236.0
2019-04-26,18.574,19.6703,18.3701,19.027,3028695.0
2019-04-27,18.574,19.6703,18.3701,19.027,3028695.0
2019-04-28,18.574,19.6703,18.3701,19.027,3028695.0
2019-04-29,19.0723,19.0904,18.0847,18.6102,1947347.0
2019-04-30,18.6465,18.7914,17.822,18.1119,1534704.0
2019-05-01,18.0847,18.1345,17.7495,17.831,1145811.0
2019-05-02,17.8491,18.1391,17.7404,17.8129,1082344.0
2019-05-03,17.831,17.9669,17.6996,17.9035,745947.0
2019-05-04,17.831,17.9669,17.6996,17.9035,745947.0
2019-05-05,17.831,17.9669,17.6996,17.9035,745947.0
2019-05-06,17.6861,18.1572,17.6861,18.0938,910791.0
2019-05-07,17.9397,18.13,17.85,17.9941,1107698.0
2019-05-08,17.9488,18.1391,17.8582,17.8673,572666.0
2019-05-09,17.7495,18.1481,17.5773,18.1119,1458138.0
2019-05-10,18.0755,18.3395,17.948,18.3395,857244.0
2019-05-11,18.0755,18.3395,17.948,18.3395,857244.0
2019-05-12,18.0755,18.3395,17.948,18.3395,857244.0
2019-05-13,18.0481,18.4761,17.8296,18.3213,1366567.0
2019-05-14,18.3304,18.5626,18.2212,18.3851,956863.0
2019-05-15,18.3122,18.6218,18.1392,18.4852,893960.0
2019-05-16,18.5308,18.6992,18.0527,18.1938,1594908.0
2019-05-17,18.0573,18.722,18.0573,18.5399,1149630.0
2019-05-18,18.0573,18.722,18.0573,18.5399,1149630.0
2019-05-19,18.0573,18.722,18.0573,18.5399,1149630.0
2019-05-20,18.4488,18.9087,18.4033,18.8131,1159543.0
2019-05-21,18.9223,19.2137,18.9132,18.9405,1066076.0
2019-05-22,18.8404,18.9041,18.335,18.3942,1190324.0
2019-05-23,17.3015,17.7021,16.5548,16.6003,3077714.0
2019-05-24,17.1558,17.1922,16.4819,16.7278,1966116.0
2019-05-25,17.1558,17.1922,16.4819,16.7278,1966116.0
2019-05-26,17.1558,17.1922,16.4819,16.7278,1966116.0
2019-05-27,17.1558,17.1922,16.4819,16.7278,1966116.0
2019-05-28,16.8279,17.2013,16.7779,16.8006,1698082.0
2019-05-29,18.2394,18.3031,17.3561,17.4836,7476090.0
2019-05-30,17.4654,18.2029,17.4107,17.9298,5016298.0
2019-05-31,17.775,17.8387,17.3925,17.5837,20020515.0
2019-06-01,17.775,17.8387,17.3925,17.5837,20020515.0
2019-06-02,17.775,17.8387,17.3925,17.5837,20020515.0
2019-06-03,17.5018,17.7476,17.0829,17.3288,2488719.0
2019-06-04,17.4471,17.9662,17.4471,17.6202,2324971.0
2019-06-05,17.6293,17.8114,17.2468,17.347,2162426.0
2019-06-06,17.3106,17.3561,17.1558,17.2377,1252042.0
2019-06-07,17.2832,17.5245,17.1649,17.2286,1131716.0
2019-06-08,17.2832,17.5245,17.1649,17.2286,1131716.0
2019-06-09,17.2832,17.5245,17.1649,17.2286,1131716.0
2019-06-10,17.2832,17.5564,17.1284,17.265,1126205.0
2019-06-11,17.3288,17.4745,17.1831,17.3652,1356763.0
2019-06-12,17.3652,18.08,17.3379,18.0481,2298573.0
2019-06-13,18.1028,18.4852,17.9844,18.0755,1921239.0
2019-06-14,18.1392,18.3578,18.0573,18.1301,1054457.0
2019-06-15,18.1392,18.3578,18.0573,18.1301,1054457.0
2019-06-16,18.1392,18.3578,18.0573,18.1301,1054457.0
2019-06-17,18.1301,18.1665,17.8296,17.9207,1855780.0
2019-06-18,17.9844,18.0709,17.3197,17.3561,1281879.0
2019-06-19,17.2468,17.438,16.4364,16.6458,1731622.0
2019-06-20,16.6276,16.8644,16.4455,16.7278,1223903.0
2019-06-21,16.7005,17.1284,16.6276,17.0647,1756062.0
2019-06-22,16.7005,17.1284,16.6276,17.0647,1756062.0
2019-06-23,16.7005,17.1284,16.6276,17.0647,1756062.0
2019-06-24,17.092,17.2149,16.9099,17.0283,953061.0
2019-06-25,17.0465,17.3106,16.7756,17.1375,1532020.0
2019-06-26,17.1649,17.2377,16.6731,16.7551,1253398.0
2019-06-27,16.8006,17.1922,16.7096,17.1375,1241477.0
2019-06-28,17.3561,17.5291,17.0829,17.2195,2454966.0
2019-06-29,17.3561,17.5291,17.0829,17.2195,2454966.0
2019-06-30,17.3561,17.5291,17.0829,17.2195,2454966.0
2019-07-01,17.3288,17.3288,16.6549,16.6913,1059493.0
2019-07-02,16.7369,16.8052,16.318,16.5001,1185549.0
2019-07-03,16.5001,16.6413,16.4,16.4819,770384.0
2019-07-04,16.5001,16.6413,16.4,16.4819,770384.0
2019-07-05,16.4364,16.6094,16.3453,16.5274,757681.0
2019-07-06,16.4364,16.6094,16.3453,16.5274,757681.0
2019-07-07,16.4364,16.6094,16.3453,16.5274,757681.0
2019-07-08,16.4819,16.573,16.1268,16.1268,1084264.0
2019-07-09,16.1086,16.1268,15.7762,16.0266,1744115.0
2019-07-10,16.0539,16.2087,15.4848,15.8445,1930780.0
2019-07-11,15.8809,16.0312,15.4802,15.9355,2556599.0
2019-07-12,16.0084,16.1086,15.7853,16.0539,1521918.0
2019-07-13,16.0084,16.1086,15.7853,16.0539,1521918.0
2019-07-14,16.0084,16.1086,15.7853,16.0539,1521918.0
2019-07-15,15.9902,16.3863,15.9173,16.1268,1369441.0
2019-07-16,16.0995,16.2087,15.8627,16.1723,1350782.0
2019-07-17,16.236,16.2861,16.0175,16.2178,1523400.0
2019-07-18,16.2452,16.3362,15.972,16.2907,1642341.0
2019-07-19,16.2725,16.4227,16.2452,16.2452,788342.0
2019-07-20,16.2725,16.4227,16.2452,16.2452,788342.0
2019-07-21,16.2725,16.4227,16.2452,16.2452,788342.0
2019-07-22,16.1541,16.1905,15.8354,15.9173,1619789.0
2019-07-23,16.1541,16.3362,16.0084,16.1723,1406322.0
2019-07-24,16.1177,16.3908,15.9993,16.236,1226995.0
2019-07-25,16.1723,16.3134,15.8809,15.9993,1009599.0
2019-07-26,16.0357,16.2725,15.9355,16.2178,1349365.0
2019-07-27,16.0357,16.2725,15.9355,16.2178,1349365.0
2019-07-28,16.0357,16.2725,15.9355,16.2178,1349365.0
2019-07-29,16.1996,16.5092,16.1086,16.4364,1413066.0
2019-07-30,16.4091,16.5092,15.9355,16.2269,2039212.0
2019-07-31,16.0721,16.491,15.5076,15.5076,2959983.0
2019-08-01,15.5622,15.7807,15.462,15.6168,2334209.0
2019-08-02,15.5622,15.8035,15.4347,15.6806,998269.0
2019-08-03,15.5622,15.8035,15.4347,15.6806,998269.0
2019-08-04,15.5622,15.8035,15.4347,15.6806,998269.0
2019-08-05,15.544,15.7261,15.2617,15.3983,1557613.0
2019-08-06,15.4074,15.5258,15.0158,15.1524,2180190.0
2019-08-07,15.0523,15.1524,14.6562,15.0341,1824723.0
2019-08-08,15.0796,15.3983,14.9248,15.3983,1817446.0
2019-08-09,15.3617,15.7784,15.3525,15.4991,2839530.0
2019-08-10,15.3617,15.7784,15.3525,15.4991,2839530.0
2019-08-11,15.3617,15.7784,15.3525,15.4991,2839530.0
2019-08-12,15.4899,15.5723,15.1327,15.2701,1495661.0
2019-08-13,15.3525,15.8013,15.2792,15.3708,1647256.0
2019-08-14,15.2243,15.3617,14.6014,14.6105,1441768.0
2019-08-15,14.6655,14.6655,14.1892,14.2075,2032806.0
2019-08-16,14.2716,14.3815,14.1983,14.2075,1292903.0
2019-08-17,14.2716,14.3815,14.1983,14.2075,1292903.0
2019-08-18,14.2716,14.3815,14.1983,14.2075,1292903.0
2019-08-19,14.354,14.3824,13.8502,14.0792,1402835.0
2019-08-20,14.0517,14.3632,13.896,13.9785,1746033.0
2019-08-21,14.0334,14.2166,13.896,14.1892,1971744.0
2019-08-22,14.2533,14.6701,14.2075,14.6288,1641477.0
2019-08-23,14.5647,14.7571,14.409,14.464,1467519.0
2019-08-24,14.5647,14.7571,14.409,14.464,1467519.0
2019-08-25,14.5647,14.7571,14.409,14.464,1467519.0
2019-08-26,14.6014,14.7479,14.4823,14.7296,1744999.0
2019-08-27,14.8304,14.8945,14.6197,14.8395,1864593.0
2019-08-28,14.812,15.151,14.7662,15.1235,1043631.0
2019-08-29,15.2151,15.4624,15.1693,15.3525,1477080.0
2019-08-30,15.4349,16.7174,15.0777,16.525,6727895.0
2019-08-31,15.4349,16.7174,15.0777,16.525,6727895.0
2019-09-01,15.4349,16.7174,15.0777,16.525,6727895.0
2019-09-02,15.4349,16.7174,15.0777,16.525,6727895.0
2019-09-03,16.4884,17.0105,16.4517,16.6074,2660672.0
2019-09-04,16.6807,17.2303,16.5342,17.1021,2255835.0
2019-09-05,17.4685,17.67,17.1387,17.441,1875359.0
2019-09-06,17.4135,17.7891,17.2853,17.3036,1654913.0
2019-09-07,17.4135,17.7891,17.2853,17.3036,1654913.0
2019-09-08,17.4135,17.7891,17.2853,17.3036,1654913.0
2019-09-09,17.3036,17.496,16.9647,17.4319,1443525.0
2019-09-10,17.4227,17.7433,17.3787,17.6883,1251504.0
2019-09-11,17.8074,17.9632,17.5876,17.8074,1187925.0
2019-09-12,17.8166,18.009,17.5967,17.6792,1543992.0
2019-09-13,17.7708,18.6227,17.7708,18.5311,2092697.0
2019-09-14,17.7708,18.6227,17.7708,18.5311,2092697.0
2019-09-15,17.7708,18.6227,17.7708,18.5311,2092697.0
2019-09-16,18.4944,19.0441,18.3845,18.9983,1172880.0
2019-09-17,18.9525,19.1723,18.7326,19.0624,917555.0
2019-09-18,19.0624,19.2273,18.8746,19.1906,1122206.0
2019-09-19,19.1448,19.2914,18.6639,18.6776,1914105.0
2019-09-20,18.7509,18.9341,18.1464,18.1647,2732860.0
2019-09-21,18.7509,18.9341,18.1464,18.1647,2732860.0
2019-09-22,18.7509,18.9341,18.1464,18.1647,2732860.0
2019-09-23,18.1097,18.1372,17.725,17.812,1279595.0
2019-09-24,17.8807,18.0273,17.7479,17.7708,1291702.0
2019-09-25,17.6792,18.1006,17.6425,17.9448,1025416.0
2019-09-26,17.8624,17.9448,17.2853,17.4685,1002677.0
2019-09-27,17.5235,17.6883,17.0242,17.1845,1030033.0
2019-09-28,17.5235,17.6883,17.0242,17.1845,1030033.0
2019-09-29,17.5235,17.6883,17.0242,17.1845,1030033.0
2019-09-30,17.1937,17.496,17.1754,17.3403,1075396.0
2019-10-01,17.3677,17.5876,17.2303,17.2853,957262.0
2019-10-02,17.1937,17.2487,16.7998,16.9922,838318.0
2019-10-03,16.9281,17.3861,16.8273,17.3036,1063137.0
2019-10-04,17.267,17.3311,17.0288,17.2166,743680.0
2019-10-05,17.267,17.3311,17.0288,17.2166,743680.0
2019-10-06,17.267,17.3311,17.0288,17.2166,743680.0
2019-10-07,17.2303,17.4593,17.0288,17.267,693263.0
2019-10-08,17.1479,17.5693,16.9555,17.3769,826332.0
2019-10-09,17.4868,17.6883,17.1204,17.18,747310.0
2019-10-10,17.2029,17.5326,17.0013,17.0929,803113.0
2019-10-11,17.2853,17.583,17.2578,17.3906,796257.0
2019-10-12,17.2853,17.583,17.2578,17.3906,796257.0
2019-10-13,17.2853,17.583,17.2578,17.3906,796257.0
2019-10-14,17.3128,17.3265,16.5571,16.6258,1007317.0
2019-10-15,16.1128,16.4884,15.4441,16.4563,1937332.0
2019-10-16,16.5342,16.8548,16.4517,16.6945,919294.0
2019-10-17,16.7265,16.809,16.3876,16.5158,958833.0
2019-10-18,16.3968,16.8456,16.2868,16.6716,911040.0
2019-10-19,16.3968,16.8456,16.2868,16.6716,911040.0
2019-10-20,16.3968,16.8456,16.2868,16.6716,911040.0
2019-10-21,16.8181,17.0288,16.6899,16.8181,878172.0
2019-10-22,16.8364,17.2303,16.6166,17.1571,1490575.0
2019-10-23,17.1571,17.3403,17.0105,17.267,810601.0
2019-10-24,17.3219,17.3586,17.0013,17.1754,564352.0
2019-10-25,17.2303,18.0822,17.212,18.009,760414.0
2019-10-26,17.2303,18.0822,17.212,18.009,760414.0
2019-10-27,17.2303,18.0822,17.212,18.009,760414.0
2019-10-28,18.0181,18.1647,17.8166,17.9723,749083.0
2019-10-29,18.0731,18.5036,17.9403,18.3479,995457.0
2019-10-30,18.3479,18.412,17.7799,18.2196,697596.0
2019-10-31,18.2838,18.2838,17.9082,18.1464,744211.0
2019-11-01,18.2105,18.6135,18.1097,18.412,717581.0
2019-11-02,18.2105,18.6135,18.1097,18.412,717581.0
2019-11-03,18.2105,18.6135,18.1097,18.412,717581.0
2019-11-04,18.4853,18.7693,18.4303,18.6639,885228.0
2019-11-05,18.6685,19.2547,18.5769,19.1906,1633631.0
2019-11-06,20.6013,21.5356,20.4272,21.3204,3551534.0
2019-11-07,21.3433,21.554,21.1692,21.2333,1541765.0
2019-11-08,21.2883,21.3707,21.1692,21.2517,1194429.0
2019-11-09,21.2883,21.3707,21.1692,21.2517,1194429.0
2019-11-10,21.2883,21.3707,21.1692,21.2517,1194429.0
2019-11-11,21.2517,21.3341,20.7753,21.0868,820825.0
2019-11-12,21.0318,21.2608,20.9036,21.1143,844507.0
2019-11-13,21.0593,21.3249,20.9906,21.2425,655875.0
2019-11-14,21.2517,21.3707,21.0776,21.1784,656066.0
2019-11-15,21.2704,21.2704,20.9806,21.2152,832768.0
2019-11-16,21.2704,21.2704,20.9806,21.2152,832768.0
2019-11-17,21.2704,21.2704,20.9806,21.2152,832768.0
2019-11-18,21.1508,21.6844,21.1508,21.6568,673791.0
2019-11-19,21.6936,21.8592,21.2612,21.3072,903920.0
2019-11-20,21.2152,21.3808,20.8472,21.0864,1043782.0
2019-11-21,21.2428,21.4912,20.9944,21.0864,686325.0
2019-11-22,21.2796,21.4912,20.976,21.1692,1249431.0
2019-11-23,21.2796,21.4912,20.976,21.1692,1249431.0
2019-11-24,21.2796,21.4912,20.976,21.1692,1249431.0
2019-11-25,21.2796,21.8224,21.2796,21.7672,715306.0
2019-11-26,21.6844,22.0064,21.5924,21.804,551982.0
2019-11-27,21.8776,21.9788,21.6568,21.8224,381514.0
2019-11-28,21.8776,21.9788,21.6568,21.8224,381514.0
2019-11-29,21.7948,22.2824,21.7948,22.126,262501.0
2019-11-30,21.7948,22.2824,21.7948,22.126,262501.0
2019-12-01,21.7948,22.2824,21.7948,22.126,262501.0
2019-12-02,22.2088,22.3468,21.8592,21.896,710057.0
2019-12-03,21.7212,21.8224,21.5096,21.6016,745002.0
2019-12-04,21.62,21.712,21.1462,21.16,1211638.0
2019-12-05,21.252,21.252,20.5804,20.6172,1097079.0
2019-12-06,20.792,20.9806,20.5712,20.6862,1380477.0
2019-12-07,20.792,20.9806,20.5712,20.6862,1380477.0
2019-12-08,20.792,20.9806,20.5712,20.6862,1380477.0
2019-12-09,20.5988,20.7,20.0974,20.1204,1253279.0
2019-12-10,20.1112,20.2768,19.7892,20.2538,1015492.0
2019-12-11,20.2492,20.4056,19.9272,20.1848,835989.0
2019-12-12,20.47,20.5595,20.0882,20.3136,957384.0
2019-12-13,20.286,20.5068,20.0284,20.1664,596247.0
2019-12-14,20.286,20.5068,20.0284,20.1664,596247.0
2019-12-15,20.286,20.5068,20.0284,20.1664,596247.0
2019-12-16,20.286,20.4424,20.1204,20.1296,891115.0
2019-12-17,20.102,20.47,19.9309,20.3688,1180189.0
2019-12-18,20.378,20.7966,20.2906,20.4608,1325269.0
2019-12-19,20.4424,20.6816,19.7432,20.3964,1555373.0
2019-12-20,20.4148,20.5988,20.0836,20.24,3352837.0
2019-12-21,20.4148,20.5988,20.0836,20.24,3352837.0
2019-12-22,20.4148,20.5988,20.0836,20.24,3352837.0
2019-12-23,20.2584,20.332,19.9824,20.2768,637569.0
2019-12-24,20.194,20.3872,20.1848,20.286,242274.0
2019-12-25,20.194,20.3872,20.1848,20.286,242274.0
2019-12-26,20.2768,20.286,19.9732,20.1664,503561.0
2019-12-27,20.2216,20.3504,19.8812,19.9456,586753.0
2019-12-28,20.2216,20.3504,19.8812,19.9456,586753.0
2019-12-29,20.2216,20.3504,19.8812,19.9456,586753.0
2019-12-30,20.0468,20.4056,19.9916,20.3044,720818.0
2019-12-31,20.2124,20.5206,20.2124,20.3044,812332.0
2020-01-01,20.2124,20.5206,20.2124,20.3044,812332.0
2020-01-02,20.4056,20.4608,19.826,20.332,681503.0
2020-01-03,20.194,20.332,19.9364,20.0008,592118.0
2020-01-04,20.194,20.332,19.9364,20.0008,592118.0
2020-01-05,20.194,20.332,19.9364,20.0008,592118.0
2020-01-06,19.9364,20.4148,19.872,20.378,706508.0
2020-01-07,20.2584,20.3642,19.918,20.056,911975.0
2020-01-08,20.0376,20.3872,20.01,20.3504,808538.0
2020-01-09,20.4792,20.7092,20.2952,20.47,877150.0
2020-01-10,20.4608,20.5988,20.2768,20.4516,704467.0
2020-01-11,20.4608,20.5988,20.2768,20.4516,704467.0
2020-01-12,20.4608,20.5988,20.2768,20.4516,704467.0
2020-01-13,20.5252,20.5804,19.9916,20.0836,965901.0
2020-01-14,20.0836,20.2492,19.7478,19.8904,1048697.0
2020-01-15,19.872,20.2308,19.872,20.056,714297.0
2020-01-16,20.0836,20.4792,19.9916,20.3504,613416.0
2020-01-17,20.424,20.4884,20.2124,20.3688,447662.0
2020-01-18,20.424,20.4884,20.2124,20.3688,447662.0
2020-01-19,20.424,20.4884,20.2124,20.3688,447662.0
2020-01-20,20.424,20.4884,20.2124,20.3688,447662.0
2020-01-21,20.3044,20.3227,19.6788,19.8812,911137.0
2020-01-22,20.0008,20.2216,19.8996,19.9548,934304.0
2020-01-23,19.8076,20.01,19.6052,19.8444,1088450.0
2020-01-24,19.872,20.0836,19.3936,19.642,859485.0
2020-01-25,19.872,20.0836,19.3936,19.642,859485.0
2020-01-26,19.872,20.0836,19.3936,19.642,859485.0
2020-01-27,19.3568,19.5316,19.0164,19.0716,1330895.0
2020-01-28,19.1636,19.3016,18.7496,19.0072,901976.0
2020-01-29,19.0072,19.32,18.7312,19.1084,519913.0
2020-01-30,18.9704,19.0624,18.6024,18.7496,488863.0
2020-01-31,18.6852,19.1728,18.4322,19.1084,1311075.0
2020-02-01,18.6852,19.1728,18.4322,19.1084,1311075.0
2020-02-02,18.6852,19.1728,18.4322,19.1084,1311075.0
2020-02-03,19.55,19.596,18.7312,18.768,885730.0
2020-02-04,18.9888,19.0762,18.6418,18.9244,656864.0
2020-02-05,19.0348,19.3016,18.9152,19.2556,483407.0
2020-02-06,19.2832,19.4304,19.0808,19.2096,596633.0
2020-02-07,19.1268,19.228,18.676,18.7036,703307.0
2020-02-08,19.1268,19.228,18.676,18.7036,703307.0
2020-02-09,19.1268,19.228,18.676,18.7036,703307.0
2020-02-10,18.6852,18.7956,18.469,18.7772,919957.0
2020-02-11,18.814,19.4442,18.8048,19.32,573094.0
2020-02-12,19.3752,19.6328,19.1544,19.412,675098.0
2020-02-13,19.274,19.7432,19.136,19.5316,857122.0
2020-02-14,19.4948,19.918,19.4304,19.8168,1188952.0
2020-02-15,19.4948,19.918,19.4304,19.8168,1188952.0
2020-02-16,19.4948,19.918,19.4304,19.8168,1188952.0
2020-02-17,19.4948,19.918,19.4304,19.8168,1188952.0
2020-02-18,19.3292,20.7,19.1576,20.5252,2121706.0
2020-02-19,20.7828,21.758,20.562,21.206,2247306.0
2020-02-20,21.2704,21.4084,20.5777,21.114,1445710.0
2020-02-21,21.1692,21.6568,21.0293,21.5832,973592.0
2020-02-22,21.1692,21.6568,21.0293,21.5832,973592.0
2020-02-23,21.1692,21.6568,21.0293,21.5832,973592.0
2020-02-24,21.1784,21.5004,20.9116,21.0956,1095893.0
2020-02-25,21.0864,21.4084,19.7248,19.78,1487521.0
2020-02-26,19.872,19.872,17.802,17.8388,1913076.0
2020-02-27,17.4762,17.9132,16.4537,17.1323,2358146.0
2020-02-28,16.6861,16.9929,16.2585,16.7233,1720274.0
2020-02-29,16.6861,16.9929,16.2585,16.7233,1720274.0
2020-03-01,16.6861,16.9929,16.2585,16.7233,1720274.0
2020-03-02,16.8255,17.1881,15.9517,17.1509,1754696.0
2020-03-03,17.1044,17.4205,16.5188,16.621,1252073.0
2020-03-04,16.8069,16.9464,16.1005,16.7884,1783525.0
2020-03-05,16.37,16.4165,15.3428,15.4962,1897360.0
2020-03-06,14.8734,15.1383,14.4365,14.7526,2141342.0
