,JAZZ US Equity,JAZZ US Equity,JAZZ US Equity,JAZZ US Equity,JAZZ US Equity
2021-09-15,134.87,136.18,132.25,133.2,869954.0
2021-09-16,132.92,133.59,127.83,131.74,1062503.0
2021-09-17,131.5,134.58,131.32,133.22,1214352.0
2021-09-18,131.5,134.58,131.32,133.22,1214352.0
2021-09-19,131.5,134.58,131.32,133.22,1214352.0
2021-09-20,131.0,132.43,128.26,128.64,933216.0
2021-09-21,129.14,130.71,127.8,129.1,703580.0
2021-09-22,129.97,131.539,128.43,129.55,383802.0
2021-09-23,131.11,134.98,130.19,134.5,1255857.0
2021-09-24,133.89,138.64,133.89,135.35,860737.0
2021-09-25,133.89,138.64,133.89,135.35,860737.0
2021-09-26,133.89,138.64,133.89,135.35,860737.0
2021-09-27,134.99,137.17,133.66,133.83,397720.0
2021-09-28,133.27,134.265,131.31,133.1,557128.0
2021-09-29,132.44,133.35,131.41,131.63,527217.0
2021-09-30,131.87,132.23,129.8,130.21,499136.0
2021-10-01,130.51,131.38,129.7,129.97,498576.0
2021-10-02,130.51,131.38,129.7,129.97,498576.0
2021-10-03,130.51,131.38,129.7,129.97,498576.0
2021-10-04,130.06,130.4,126.7,127.21,685337.0
2021-10-05,127.76,129.16,126.008,128.08,1155292.0
2021-10-06,129.4,137.33,128.7,136.91,1219978.0
2021-10-07,137.02,141.38,135.61,138.48,714836.0
2021-10-08,138.43,139.83,135.75,135.97,442145.0
2021-10-09,138.43,139.83,135.75,135.97,442145.0
2021-10-10,138.43,139.83,135.75,135.97,442145.0
2021-10-11,135.77,138.82,135.77,136.68,498606.0
2021-10-12,137.23,138.03,134.81,135.05,504887.0
2021-10-13,134.42,136.0,133.02,134.59,530085.0
2021-10-14,132.8,137.52,132.438,137.21,429742.0
2021-10-15,138.76,141.21,138.15,140.7,672097.0
2021-10-16,138.76,141.21,138.15,140.7,672097.0
2021-10-17,138.76,141.21,138.15,140.7,672097.0
2021-10-18,139.76,140.69,138.85,140.36,587071.0
2021-10-19,141.04,144.93,139.455,144.0,458561.0
2021-10-20,145.0,146.66,144.0,145.67,499468.0
2021-10-21,145.1,146.415,143.0,144.14,295601.0
2021-10-22,144.34,145.275,143.4,144.84,506049.0
2021-10-23,144.34,145.275,143.4,144.84,506049.0
2021-10-24,144.34,145.275,143.4,144.84,506049.0
2021-10-25,144.57,145.46,142.53,142.68,377268.0
2021-10-26,143.48,143.48,137.11,137.37,627205.0
2021-10-27,137.97,138.255,133.56,133.96,725613.0
2021-10-28,134.71,136.36,133.19,133.89,563417.0
2021-10-29,133.11,133.68,130.125,133.04,745943.0
2021-10-30,133.11,133.68,130.125,133.04,745943.0
2021-10-31,133.11,133.68,130.125,133.04,745943.0
2021-11-01,134.03,138.38,133.08,135.85,461530.0
2021-11-02,135.01,136.78,134.02,135.2,458956.0
2021-11-03,134.41,136.99,133.85,136.91,299845.0
2021-11-04,136.89,137.53,133.03,133.53,376976.0
2021-11-05,133.62,136.64,133.0,135.06,478409.0
2021-11-06,133.62,136.64,133.0,135.06,478409.0
2021-11-07,133.62,136.64,133.0,135.06,478409.0
2021-11-08,135.06,136.95,133.17,133.31,398484.0
2021-11-09,132.18,133.275,131.06,132.0,424949.0
2021-11-10,137.53,139.35,132.96,136.32,861350.0
2021-11-11,135.67,138.085,134.64,135.49,649422.0
2021-11-12,135.79,141.43,135.06,139.53,700851.0
2021-11-13,135.79,141.43,135.06,139.53,700851.0
2021-11-14,135.79,141.43,135.06,139.53,700851.0
2021-11-15,138.63,140.3,137.36,139.18,389767.0
2021-11-16,138.34,139.065,137.23,137.96,434301.0
2021-11-17,136.53,136.53,129.675,133.09,827165.0
2021-11-18,133.42,133.64,130.165,130.32,599873.0
2021-11-19,130.84,131.99,128.165,128.37,415249.0
2021-11-20,130.84,131.99,128.165,128.37,415249.0
2021-11-21,130.84,131.99,128.165,128.37,415249.0
2021-11-22,129.16,130.1,127.32,129.42,600000.0
2021-11-23,128.97,129.93,127.84,129.55,580513.0
2021-11-24,128.35,129.75,127.52,129.31,288927.0
2021-11-25,128.35,129.75,127.52,129.31,288927.0
2021-11-26,127.6,128.99,122.785,124.09,384616.0
2021-11-27,127.6,128.99,122.785,124.09,384616.0
2021-11-28,127.6,128.99,122.785,124.09,384616.0
2021-11-29,124.92,125.84,121.14,122.41,1269498.0
2021-11-30,120.58,121.45,117.64,119.87,1759599.0
2021-12-01,122.11,125.18,121.0,121.16,723327.0
2021-12-02,121.3,123.68,120.34,122.7,535591.0
2021-12-03,123.63,124.415,119.64,120.26,481661.0
2021-12-04,123.63,124.415,119.64,120.26,481661.0
2021-12-05,123.63,124.415,119.64,120.26,481661.0
2021-12-06,121.06,123.76,120.355,121.51,654771.0
2021-12-07,122.58,125.195,122.05,123.79,517026.0
2021-12-08,124.48,128.67,124.31,126.11,446759.0
2021-12-09,124.39,125.37,122.375,123.09,404675.0
2021-12-10,124.22,125.67,121.96,122.72,420420.0
2021-12-11,124.22,125.67,121.96,122.72,420420.0
2021-12-12,124.22,125.67,121.96,122.72,420420.0
2021-12-13,122.98,124.765,122.02,123.64,282399.0
2021-12-14,120.06,123.805,120.06,120.78,441710.0
2021-12-15,121.12,122.8,119.76,121.73,902916.0
2021-12-16,122.96,126.9,122.303,124.53,780180.0
2021-12-17,123.79,126.11,121.655,125.29,1723483.0
2021-12-18,123.79,126.11,121.655,125.29,1723483.0
2021-12-19,123.79,126.11,121.655,125.29,1723483.0
2021-12-20,124.53,126.79,122.92,126.5,623661.0
2021-12-21,127.49,131.13,126.02,126.43,498579.0
2021-12-22,126.43,128.13,125.85,127.7,323780.0
2021-12-23,128.74,129.76,127.83,128.19,306127.0
2021-12-24,128.74,129.76,127.83,128.19,306127.0
2021-12-25,128.74,129.76,127.83,128.19,306127.0
2021-12-26,128.74,129.76,127.83,128.19,306127.0
2021-12-27,128.01,130.51,127.66,129.61,336217.0
2021-12-28,129.61,131.04,129.15,130.47,299922.0
2021-12-29,130.3,131.97,129.24,131.53,355924.0
2021-12-30,131.65,132.62,128.11,128.26,312354.0
2021-12-31,127.89,129.63,126.88,127.4,365268.0
2022-01-01,127.89,129.63,126.88,127.4,365268.0
2022-01-02,127.89,129.63,126.88,127.4,365268.0
2022-01-03,128.28,131.02,126.14,131.01,426964.0
2022-01-04,133.04,134.38,129.27,129.64,731267.0
2022-01-05,131.29,133.13,129.65,129.8,484261.0
2022-01-06,130.79,133.44,129.48,132.74,597931.0
2022-01-07,133.36,135.22,133.29,134.43,409794.0
2022-01-08,133.36,135.22,133.29,134.43,409794.0
2022-01-09,133.36,135.22,133.29,134.43,409794.0
2022-01-10,142.05,147.39,140.13,146.49,2127147.0
2022-01-11,148.03,151.87,146.72,149.74,1594657.0
2022-01-12,151.1,151.166,144.64,145.07,776623.0
2022-01-13,146.47,146.78,142.48,143.59,670117.0
2022-01-14,143.95,145.885,143.72,144.3,527314.0
2022-01-15,143.95,145.885,143.72,144.3,527314.0
2022-01-16,143.95,145.885,143.72,144.3,527314.0
2022-01-17,143.95,145.885,143.72,144.3,527314.0
2022-01-18,144.54,144.85,139.51,142.75,665333.0
2022-01-19,142.53,142.53,138.92,140.64,675595.0
2022-01-20,140.85,144.48,138.95,139.13,502628.0
2022-01-21,137.79,139.56,135.4,136.76,721653.0
2022-01-22,137.79,139.56,135.4,136.76,721653.0
2022-01-23,137.79,139.56,135.4,136.76,721653.0
2022-01-24,132.82,135.845,129.58,135.67,777718.0
2022-01-25,133.7,133.7,129.59,131.04,802331.0
2022-01-26,131.61,136.72,130.48,133.02,766648.0
2022-01-27,134.0,137.615,133.68,135.05,590085.0
2022-01-28,134.48,136.32,133.17,136.2,319436.0
2022-01-29,134.48,136.32,133.17,136.2,319436.0
2022-01-30,134.48,136.32,133.17,136.2,319436.0
2022-01-31,134.88,139.93,134.47,138.91,576757.0
2022-02-01,138.91,142.93,137.77,140.79,446994.0
2022-02-02,140.0,142.01,138.14,140.74,486605.0
2022-02-03,140.32,140.32,137.6,139.61,383559.0
2022-02-04,139.55,142.04,138.01,140.94,408440.0
2022-02-05,139.55,142.04,138.01,140.94,408440.0
2022-02-06,139.55,142.04,138.01,140.94,408440.0
2022-02-07,140.94,142.78,140.24,141.13,305938.0
2022-02-08,141.44,141.44,138.44,139.63,660805.0
2022-02-09,139.81,146.235,139.3,145.08,462512.0
2022-02-10,143.22,146.61,141.02,143.2,343717.0
2022-02-11,143.26,146.7,141.6,141.95,806651.0
2022-02-12,143.26,146.7,141.6,141.95,806651.0
2022-02-13,143.26,146.7,141.6,141.95,806651.0
2022-02-14,141.8,143.675,141.09,142.31,576161.0
2022-02-15,142.42,146.45,142.42,144.47,462474.0
2022-02-16,144.32,146.65,142.42,144.59,509302.0
2022-02-17,143.38,143.57,139.73,140.9,572404.0
2022-02-18,140.09,141.74,137.195,137.89,551306.0
2022-02-19,140.09,141.74,137.195,137.89,551306.0
2022-02-20,140.09,141.74,137.195,137.89,551306.0
2022-02-21,140.09,141.74,137.195,137.89,551306.0
2022-02-22,136.02,138.03,134.88,135.47,677121.0
2022-02-23,135.67,136.78,133.81,134.21,484797.0
2022-02-24,129.86,134.87,129.51,134.61,816371.0
2022-02-25,134.43,139.71,134.27,139.2,508473.0
2022-02-26,134.43,139.71,134.27,139.2,508473.0
2022-02-27,134.43,139.71,134.27,139.2,508473.0
2022-02-28,137.46,140.005,136.11,137.42,804599.0
2022-03-01,135.93,137.44,134.73,136.63,782769.0
2022-03-02,141.99,155.97,141.498,153.1,1886142.0
2022-03-03,153.02,154.63,149.85,152.9,764997.0
2022-03-04,151.91,154.815,151.12,154.42,753982.0
2022-03-05,151.91,154.815,151.12,154.42,753982.0
2022-03-06,151.91,154.815,151.12,154.42,753982.0
2022-03-07,151.97,159.94,151.3,153.96,827787.0
2022-03-08,147.32,159.4,146.39,153.6,915982.0
2022-03-09,153.57,156.05,152.99,154.04,589833.0
2022-03-10,152.36,155.71,151.74,155.19,318841.0
2022-03-11,155.57,157.46,154.55,154.68,334677.0
2022-03-12,155.57,157.46,154.55,154.68,334677.0
2022-03-13,155.57,157.46,154.55,154.68,334677.0
2022-03-14,154.84,156.6,153.21,153.93,432127.0
2022-03-15,153.93,155.37,152.89,154.73,306345.0
2022-03-16,155.86,158.585,153.04,158.33,523000.0
2022-03-17,157.71,159.881,157.14,157.47,660520.0
2022-03-18,156.89,158.76,155.0,156.61,704185.0
2022-03-19,156.89,158.76,155.0,156.61,704185.0
2022-03-20,156.89,158.76,155.0,156.61,704185.0
2022-03-21,156.86,160.43,156.86,159.89,592194.0
2022-03-22,159.89,161.98,158.65,159.48,449577.0
2022-03-23,159.98,162.15,158.02,158.47,475682.0
2022-03-24,159.92,160.29,158.26,159.61,451241.0
2022-03-25,160.0,162.755,158.52,160.7,332313.0
2022-03-26,160.0,162.755,158.52,160.7,332313.0
2022-03-27,160.0,162.755,158.52,160.7,332313.0
2022-03-28,161.37,161.592,155.02,158.15,453947.0
2022-03-29,158.7,161.476,157.8,158.15,365074.0
2022-03-30,159.02,159.9,156.975,157.43,274458.0
2022-03-31,158.0,159.0,155.26,155.67,441509.0
2022-04-01,156.03,159.24,155.52,158.9,583301.0
2022-04-02,156.03,159.24,155.52,158.9,583301.0
2022-04-03,156.03,159.24,155.52,158.9,583301.0
2022-04-04,158.64,163.15,155.88,160.73,542901.0
2022-04-05,161.26,165.92,160.995,162.88,738342.0
2022-04-06,156.17,163.57,156.17,163.27,924008.0
2022-04-07,163.27,169.98,162.555,168.66,761458.0
2022-04-08,167.95,169.43,165.55,165.7,459945.0
2022-04-09,167.95,169.43,165.55,165.7,459945.0
2022-04-10,167.95,169.43,165.55,165.7,459945.0
2022-04-11,163.22,165.02,159.655,160.16,379830.0
2022-04-12,160.78,163.7,159.97,160.94,274568.0
2022-04-13,159.59,162.855,159.56,162.3,321571.0
2022-04-14,162.73,167.39,162.3,167.25,679306.0
2022-04-15,162.73,167.39,162.3,167.25,679306.0
2022-04-16,162.73,167.39,162.3,167.25,679306.0
2022-04-17,162.73,167.39,162.3,167.25,679306.0
2022-04-18,166.51,166.553,163.44,164.07,496801.0
2022-04-19,163.7,168.9,163.7,166.54,726950.0
2022-04-20,167.0,168.76,166.44,168.0,427060.0
2022-04-21,169.52,169.89,165.07,165.55,338336.0
2022-04-22,164.92,164.92,161.33,163.0,473466.0
2022-04-23,164.92,164.92,161.33,163.0,473466.0
2022-04-24,164.92,164.92,161.33,163.0,473466.0
2022-04-25,160.51,166.62,159.73,166.14,544585.0
2022-04-26,165.01,166.81,161.77,162.53,620663.0
2022-04-27,162.22,165.03,161.185,162.62,418214.0
2022-04-28,163.57,163.57,158.38,161.19,539149.0
2022-04-29,160.86,162.495,158.93,160.22,539136.0
2022-04-30,160.86,162.495,158.93,160.22,539136.0
2022-05-01,160.86,162.495,158.93,160.22,539136.0
2022-05-02,158.67,159.205,154.77,157.3,684852.0
2022-05-03,157.35,159.415,153.15,156.2,703977.0
2022-05-04,155.76,158.49,151.5,157.43,678879.0
2022-05-05,155.68,161.9,149.64,153.22,1138395.0
2022-05-06,150.75,155.41,149.87,152.64,653775.0
2022-05-07,150.75,155.41,149.87,152.64,653775.0
2022-05-08,150.75,155.41,149.87,152.64,653775.0
2022-05-09,148.92,149.83,141.57,141.87,857184.0
2022-05-10,143.17,144.75,138.0,144.03,867342.0
2022-05-11,142.81,149.17,142.81,143.37,375800.0
2022-05-12,142.77,144.97,140.05,142.81,484534.0
2022-05-13,144.57,148.89,144.105,146.49,418371.0
2022-05-14,144.57,148.89,144.105,146.49,418371.0
2022-05-15,144.57,148.89,144.105,146.49,418371.0
2022-05-16,146.83,149.17,146.365,147.15,370073.0
2022-05-17,149.77,152.995,148.635,152.31,321513.0
2022-05-18,152.31,152.93,147.31,147.52,418216.0
2022-05-19,146.03,151.45,146.03,149.53,424864.0
2022-05-20,149.75,150.52,144.93,148.53,375740.0
2022-05-21,149.75,150.52,144.93,148.53,375740.0
2022-05-22,149.75,150.52,144.93,148.53,375740.0
2022-05-23,150.0,150.83,145.1,145.5,634735.0
2022-05-24,145.2,145.2,141.22,142.98,718537.0
2022-05-25,144.2,149.49,143.25,148.01,738483.0
2022-05-26,151.02,154.25,150.0,152.46,833574.0
2022-05-27,152.61,152.61,149.535,150.91,477924.0
2022-05-28,152.61,152.61,149.535,150.91,477924.0
2022-05-29,152.61,152.61,149.535,150.91,477924.0
2022-05-30,152.61,152.61,149.535,150.91,477924.0
2022-05-31,150.5,150.5,146.945,149.68,1001527.0
2022-06-01,149.68,149.68,144.7,147.55,411533.0
2022-06-02,146.11,151.02,144.96,150.94,383907.0
2022-06-03,150.47,152.04,149.76,151.67,510316.0
2022-06-04,150.47,152.04,149.76,151.67,510316.0
2022-06-05,150.47,152.04,149.76,151.67,510316.0
2022-06-06,152.15,153.274,147.51,149.25,389008.0
2022-06-07,150.32,154.69,148.36,154.57,428165.0
2022-06-08,154.09,155.0,150.08,151.61,466804.0
2022-06-09,152.13,153.03,147.94,148.06,364174.0
2022-06-10,145.6,147.58,144.02,147.5,547396.0
2022-06-11,145.6,147.58,144.02,147.5,547396.0
2022-06-12,145.6,147.58,144.02,147.5,547396.0
2022-06-13,144.3,144.5,141.28,141.59,482980.0
2022-06-14,142.99,145.0,142.34,143.06,604704.0
2022-06-15,143.93,147.2,143.603,145.78,494848.0
2022-06-16,143.1,143.575,140.92,142.56,617127.0
2022-06-17,144.0,145.935,142.48,142.91,976861.0
2022-06-18,144.0,145.935,142.48,142.91,976861.0
2022-06-19,144.0,145.935,142.48,142.91,976861.0
2022-06-20,144.0,145.935,142.48,142.91,976861.0
2022-06-21,143.36,149.88,143.36,149.12,803394.0
2022-06-22,148.07,151.785,148.02,149.05,668163.0
2022-06-23,148.61,151.55,147.815,150.77,536139.0
2022-06-24,152.1,153.93,150.47,153.49,431566.0
2022-06-25,152.1,153.93,150.47,153.49,431566.0
2022-06-26,152.1,153.93,150.47,153.49,431566.0
2022-06-27,153.4,157.645,152.66,156.69,472884.0
2022-06-28,155.47,157.78,154.345,155.24,445754.0
2022-06-29,155.08,157.13,153.93,156.36,274769.0
2022-06-30,154.02,157.58,154.0,156.01,436012.0
2022-07-01,155.9,159.282,153.955,158.58,387954.0
2022-07-02,155.9,159.282,153.955,158.58,387954.0
2022-07-03,155.9,159.282,153.955,158.58,387954.0
2022-07-04,155.9,159.282,153.955,158.58,387954.0
2022-07-05,156.95,160.12,154.92,160.04,490936.0
2022-07-06,159.85,161.23,157.38,160.44,381540.0
2022-07-07,161.11,162.0,158.12,158.3,742622.0
2022-07-08,155.31,158.98,153.3,158.3,700566.0
2022-07-09,155.31,158.98,153.3,158.3,700566.0
2022-07-10,155.31,158.98,153.3,158.3,700566.0
2022-07-11,157.32,158.17,155.12,155.63,243429.0
2022-07-12,155.0,157.105,153.99,154.5,340803.0
2022-07-13,152.63,154.82,151.59,154.01,301773.0
2022-07-14,153.25,156.14,151.69,155.21,276118.0
2022-07-15,156.12,157.615,154.16,157.44,300350.0
2022-07-16,156.12,157.615,154.16,157.44,300350.0
2022-07-17,156.12,157.615,154.16,157.44,300350.0
2022-07-18,158.53,159.07,155.25,155.71,240924.0
2022-07-19,156.19,159.44,156.19,158.93,391400.0
2022-07-20,159.28,159.28,155.7,156.15,482015.0
2022-07-21,156.02,158.97,155.14,158.37,369477.0
2022-07-22,159.39,159.789,156.47,157.53,262876.0
2022-07-23,159.39,159.789,156.47,157.53,262876.0
2022-07-24,159.39,159.789,156.47,157.53,262876.0
2022-07-25,158.52,159.29,156.845,157.66,434241.0
2022-07-26,157.12,158.84,156.0,158.54,337892.0
2022-07-27,158.18,161.81,157.73,159.68,498667.0
2022-07-28,159.81,162.49,153.18,157.74,314242.0
2022-07-29,156.52,156.74,153.96,156.06,688547.0
2022-07-30,156.52,156.74,153.96,156.06,688547.0
2022-07-31,156.52,156.74,153.96,156.06,688547.0
2022-08-01,154.94,155.85,150.3,151.04,724856.0
2022-08-02,152.0,152.903,149.3,152.75,495161.0
2022-08-03,152.82,153.18,150.3,151.66,691452.0
2022-08-04,154.6,159.51,150.13,151.17,873170.0
2022-08-05,151.73,157.92,150.84,153.72,763054.0
2022-08-06,151.73,157.92,150.84,153.72,763054.0
2022-08-07,151.73,157.92,150.84,153.72,763054.0
2022-08-08,152.32,155.51,152.32,154.11,815628.0
2022-08-09,154.65,156.91,153.845,156.55,557056.0
2022-08-10,157.75,158.605,154.97,157.43,522216.0
2022-08-11,157.15,158.17,153.83,154.25,441588.0
2022-08-12,154.03,157.19,154.03,157.08,368855.0
2022-08-13,154.03,157.19,154.03,157.08,368855.0
2022-08-14,154.03,157.19,154.03,157.08,368855.0
2022-08-15,156.86,160.52,155.7,160.26,487843.0
2022-08-16,160.74,161.665,158.5,158.72,430916.0
2022-08-17,157.89,159.31,157.515,157.6,594491.0
2022-08-18,158.0,158.355,155.23,156.55,513629.0
2022-08-19,156.26,156.9,154.7,156.65,417980.0
2022-08-20,156.26,156.9,154.7,156.65,417980.0
2022-08-21,156.26,156.9,154.7,156.65,417980.0
2022-08-22,156.17,157.91,154.92,157.4,347068.0
2022-08-23,157.37,158.62,155.77,156.81,301934.0
2022-08-24,156.81,163.31,156.54,161.18,600043.0
2022-08-25,162.02,162.02,159.0,160.51,412867.0
2022-08-26,160.31,162.55,155.79,155.87,269747.0
2022-08-27,160.31,162.55,155.79,155.87,269747.0
2022-08-28,160.31,162.55,155.79,155.87,269747.0
2022-08-29,154.62,154.62,152.07,152.68,388789.0
2022-08-30,152.96,154.17,151.31,152.15,418689.0
2022-08-31,152.92,155.76,152.58,155.22,679574.0
2022-09-01,154.15,157.26,151.89,157.15,404294.0
2022-09-02,156.36,158.26,154.49,154.88,288127.0
2022-09-03,156.36,158.26,154.49,154.88,288127.0
2022-09-04,156.36,158.26,154.49,154.88,288127.0
2022-09-05,156.36,158.26,154.49,154.88,288127.0
2022-09-06,155.1,155.73,150.57,150.9,471666.0
2022-09-07,149.97,152.45,149.185,152.0,670404.0
2022-09-08,151.28,151.88,149.38,151.55,491180.0
2022-09-09,152.11,154.285,151.99,152.66,374602.0
2022-09-10,152.11,154.285,151.99,152.66,374602.0
2022-09-11,152.11,154.285,151.99,152.66,374602.0
2022-09-12,152.95,154.71,151.09,152.87,611811.0
2022-09-13,151.33,151.95,150.16,151.44,526044.0
2022-09-14,151.63,152.52,149.71,151.82,547289.0
2022-09-15,151.6,154.745,150.505,152.18,479829.0
2022-09-16,151.99,152.59,145.6,147.49,875096.0
2022-09-17,151.99,152.59,145.6,147.49,875096.0
2022-09-18,151.99,152.59,145.6,147.49,875096.0
2022-09-19,146.69,148.415,145.66,148.07,695451.0
2022-09-20,146.07,146.33,137.695,137.84,1212912.0
2022-09-21,138.13,139.33,132.29,133.28,1153878.0
2022-09-22,132.98,133.4,130.48,130.58,694186.0
2022-09-23,129.0,129.81,125.375,127.67,704238.0
2022-09-24,129.0,129.81,125.375,127.67,704238.0
2022-09-25,129.0,129.81,125.375,127.67,704238.0
2022-09-26,127.44,129.67,126.17,127.28,829221.0
2022-09-27,128.23,129.45,125.36,126.59,539044.0
2022-09-28,128.55,129.43,127.15,128.94,605477.0
2022-09-29,128.32,132.78,127.08,132.42,588184.0
2022-09-30,132.81,136.6,132.45,133.29,843420.0
2022-10-01,132.81,136.6,132.45,133.29,843420.0
2022-10-02,132.81,136.6,132.45,133.29,843420.0
2022-10-03,134.79,136.369,133.56,135.45,511246.0
2022-10-04,135.87,139.58,135.87,138.41,458955.0
2022-10-05,138.17,138.98,136.115,136.39,533393.0
2022-10-06,136.39,139.42,135.87,139.09,472552.0
2022-10-07,139.05,139.05,134.87,135.8,537687.0
2022-10-08,139.05,139.05,134.87,135.8,537687.0
2022-10-09,139.05,139.05,134.87,135.8,537687.0
2022-10-10,135.34,136.81,133.35,133.42,278692.0
2022-10-11,133.2,135.76,132.2,133.46,453176.0
2022-10-12,132.99,134.05,130.74,131.15,366458.0
2022-10-13,130.6,135.36,129.14,134.58,282155.0
2022-10-14,135.25,135.94,132.525,133.21,283018.0
2022-10-15,135.25,135.94,132.525,133.21,283018.0
2022-10-16,135.25,135.94,132.525,133.21,283018.0
2022-10-17,135.12,136.33,134.58,135.63,267677.0
2022-10-18,136.84,138.72,134.71,135.08,374433.0
2022-10-19,134.22,134.22,131.64,132.33,345740.0
2022-10-20,131.56,133.215,129.6,129.72,343660.0
2022-10-21,130.41,135.74,129.82,135.01,394723.0
2022-10-22,130.41,135.74,129.82,135.01,394723.0
2022-10-23,130.41,135.74,129.82,135.01,394723.0
2022-10-24,135.12,136.66,133.47,134.79,469656.0
2022-10-25,135.07,137.9,134.42,137.62,353312.0
2022-10-26,138.32,141.53,138.315,139.38,359906.0
2022-10-27,141.02,142.26,139.62,141.35,293208.0
2022-10-28,143.13,144.32,141.01,143.92,402273.0
2022-10-29,143.13,144.32,141.01,143.92,402273.0
2022-10-30,143.13,144.32,141.01,143.92,402273.0
2022-10-31,144.34,144.34,142.77,143.79,361264.0
2022-11-01,144.17,146.44,143.94,145.61,306050.0
2022-11-02,145.65,146.94,143.23,143.23,421267.0
2022-11-03,142.17,145.22,139.225,145.0,447278.0
2022-11-04,144.8,147.105,143.79,146.43,574906.0
2022-11-05,144.8,147.105,143.79,146.43,574906.0
2022-11-06,144.8,147.105,143.79,146.43,574906.0
2022-11-07,147.0,147.63,143.56,145.37,681071.0
2022-11-08,145.17,145.57,142.2,142.67,825144.0
2022-11-09,141.8,144.83,139.36,140.0,920208.0
2022-11-10,150.0,156.04,146.4,149.9,1050866.0
2022-11-11,149.0,149.8,141.76,149.15,771698.0
2022-11-12,149.0,149.8,141.76,149.15,771698.0
2022-11-13,149.0,149.8,141.76,149.15,771698.0
2022-11-14,149.33,153.46,147.66,148.45,629123.0
2022-11-15,149.87,149.97,147.36,148.44,510915.0
2022-11-16,147.92,148.13,142.11,142.74,533141.0
2022-11-17,141.84,145.17,140.32,145.12,511365.0
2022-11-18,146.36,148.25,145.67,147.18,554308.0
2022-11-19,146.36,148.25,145.67,147.18,554308.0
2022-11-20,146.36,148.25,145.67,147.18,554308.0
2022-11-21,147.13,149.47,145.48,148.86,446051.0
2022-11-22,149.28,153.38,148.51,153.21,413140.0
2022-11-23,153.09,153.905,150.75,151.26,341358.0
2022-11-24,153.09,153.905,150.75,151.26,341358.0
2022-11-25,151.53,154.02,150.99,153.0,139627.0
2022-11-26,151.53,154.02,150.99,153.0,139627.0
2022-11-27,151.53,154.02,150.99,153.0,139627.0
2022-11-28,151.76,154.81,151.76,153.96,346924.0
2022-11-29,153.0,156.8,150.785,155.65,579134.0
2022-11-30,155.73,157.45,155.22,156.91,798003.0
2022-12-01,157.0,157.49,155.28,156.54,801350.0
2022-12-02,154.68,157.56,154.165,157.25,464214.0
2022-12-03,154.68,157.56,154.165,157.25,464214.0
2022-12-04,154.68,157.56,154.165,157.25,464214.0
2022-12-05,156.95,156.95,150.86,150.97,530186.0
2022-12-06,150.62,151.91,149.16,149.93,379359.0
2022-12-07,149.64,151.89,149.58,151.1,400222.0
2022-12-08,150.73,151.225,149.335,150.07,641690.0
2022-12-09,151.54,153.17,150.39,151.95,586174.0
2022-12-10,151.54,153.17,150.39,151.95,586174.0
2022-12-11,151.54,153.17,150.39,151.95,586174.0
2022-12-12,153.05,153.37,152.36,152.6,490990.0
2022-12-13,155.45,155.75,150.36,152.26,715492.0
2022-12-14,153.41,158.31,151.92,157.5,1166875.0
2022-12-15,157.2,157.39,152.0,152.96,713813.0
2022-12-16,152.63,159.18,151.17,157.72,2629857.0
2022-12-17,152.63,159.18,151.17,157.72,2629857.0
2022-12-18,152.63,159.18,151.17,157.72,2629857.0
2022-12-19,158.13,159.32,154.24,156.38,917514.0
2022-12-20,157.02,158.33,154.815,156.04,783923.0
2022-12-21,157.6,160.82,156.29,158.46,601410.0
2022-12-22,158.37,160.385,157.41,159.85,448244.0
2022-12-23,160.07,160.86,156.81,157.19,252257.0
2022-12-24,160.07,160.86,156.81,157.19,252257.0
2022-12-25,160.07,160.86,156.81,157.19,252257.0
2022-12-26,160.07,160.86,156.81,157.19,252257.0
2022-12-27,157.47,159.78,157.18,158.48,360970.0
2022-12-28,158.51,160.16,156.9,156.94,250532.0
2022-12-29,157.51,160.45,156.82,158.15,302450.0
2022-12-30,158.2,159.8,157.1,159.31,413101.0
2022-12-31,158.2,159.8,157.1,159.31,413101.0
2023-01-01,158.2,159.8,157.1,159.31,413101.0
2023-01-02,158.2,159.8,157.1,159.31,413101.0
2023-01-03,159.59,160.96,153.57,156.36,493221.0
2023-01-04,157.23,160.62,155.33,160.47,721796.0
2023-01-05,159.6,160.25,157.805,159.38,595795.0
2023-01-06,160.08,160.832,157.87,158.79,500565.0
2023-01-07,160.08,160.832,157.87,158.79,500565.0
2023-01-08,160.08,160.832,157.87,158.79,500565.0
2023-01-09,157.84,157.91,152.17,152.79,577897.0
2023-01-10,151.95,152.6,150.8,152.6,455896.0
2023-01-11,152.19,155.13,151.2,154.89,509593.0
2023-01-12,154.17,157.77,153.0,157.74,600618.0
2023-01-13,157.74,158.93,156.38,156.47,311675.0
2023-01-14,157.74,158.93,156.38,156.47,311675.0
2023-01-15,157.74,158.93,156.38,156.47,311675.0
2023-01-16,157.74,158.93,156.38,156.47,311675.0
2023-01-17,155.87,157.32,155.01,155.78,348078.0
2023-01-18,155.07,158.02,154.825,154.88,402989.0
2023-01-19,157.76,157.76,155.755,156.12,472972.0
2023-01-20,155.5,157.7,154.96,157.24,314788.0
2023-01-21,155.5,157.7,154.96,157.24,314788.0
2023-01-22,155.5,157.7,154.96,157.24,314788.0
2023-01-23,157.46,157.65,154.96,155.54,468445.0
2023-01-24,155.16,156.135,152.85,153.15,437454.0
