,CACC US Equity,CACC US Equity,CACC US Equity,CACC US Equity,CACC US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2023-01-10,391.5,398.13,385.57,397.15,94106.0
2023-01-11,397.6,410.29,393.04,396.56,151086.0
2023-01-12,399.98,418.69,390.6,418.47,129330.0
2023-01-13,407.11,414.56,402.23,410.9,184500.0
2023-01-14,407.11,414.56,402.23,410.9,184500.0
2023-01-15,407.11,414.56,402.23,410.9,184500.0
2023-01-16,407.11,414.56,402.23,410.9,184500.0
2023-01-17,408.21,412.35,392.885,396.25,129217.0
2023-01-18,400.87,411.09,391.295,392.575,92608.0
2023-01-19,381.46,390.45,369.13,381.43,132524.0
2023-01-20,381.59,411.33,381.55,405.99,187629.0
2023-01-21,381.59,411.33,381.55,405.99,187629.0
2023-01-22,381.59,411.33,381.55,405.99,187629.0
2023-01-23,405.46,443.4,400.58,441.72,233803.0
2023-01-24,440.84,457.93,436.09,439.73,96014.0
2023-01-25,435.4,451.0,430.77,448.9,87774.0
2023-01-26,456.32,459.19,443.45,455.95,102538.0
2023-01-27,455.46,473.25,455.46,472.15,110114.0
2023-01-28,455.46,473.25,455.46,472.15,110114.0
2023-01-29,455.46,473.25,455.46,472.15,110114.0
2023-01-30,468.7,472.0,448.74,448.75,128071.0
2023-01-31,457.29,467.46,450.69,462.64,114444.0
2023-02-01,470.89,528.465,470.89,526.08,383691.0
2023-02-02,536.2,572.12,520.14,548.99,315562.0
2023-02-03,535.01,536.9,518.13,527.93,206989.0
2023-02-04,535.01,536.9,518.13,527.93,206989.0
2023-02-05,535.01,536.9,518.13,527.93,206989.0
2023-02-06,516.11,525.76,503.84,511.35,149231.0
2023-02-07,506.34,512.3299,491.6,505.49,129988.0
2023-02-08,506.06,507.09,482.15,482.9,119457.0
2023-02-09,485.87,493.5,482.32,484.23,112579.0
2023-02-10,478.09,484.425,460.53,463.91,132874.0
2023-02-11,478.09,484.425,460.53,463.91,132874.0
2023-02-12,478.09,484.425,460.53,463.91,132874.0
2023-02-13,463.91,493.94,458.35,493.52,101616.0
2023-02-14,487.4,491.825,475.01,487.9,109717.0
2023-02-15,480.36,492.99,475.35,488.31,82885.0
2023-02-16,477.0,489.065,477.0,479.67,97803.0
2023-02-17,474.31,478.87,463.35,468.11,89889.0
2023-02-18,474.31,478.87,463.35,468.11,89889.0
2023-02-19,474.31,478.87,463.35,468.11,89889.0
2023-02-20,474.31,478.87,463.35,468.11,89889.0
2023-02-21,458.0,462.99,448.7,453.65,69565.0
2023-02-22,453.02,459.6,451.1,456.37,71094.0
2023-02-23,461.91,461.91,447.58,457.51,80872.0
2023-02-24,448.53,456.52,441.81,450.06,88673.0
2023-02-25,448.53,456.52,441.81,450.06,88673.0
2023-02-26,448.53,456.52,441.81,450.06,88673.0
2023-02-27,453.23,457.6,440.93,442.21,111698.0
2023-02-28,444.21,455.68,439.11,444.34,83319.0
2023-03-01,439.31,451.73,439.31,444.24,70230.0
2023-03-02,440.33,451.57,434.7,448.82,58426.0
2023-03-03,450.21,453.63,445.37,449.85,47353.0
2023-03-04,450.21,453.63,445.37,449.85,47353.0
2023-03-05,450.21,453.63,445.37,449.85,47353.0
2023-03-06,450.39,458.41,445.04,446.68,59867.0
2023-03-07,446.68,452.77,440.1,441.23,76778.0
2023-03-08,441.23,453.8699,435.97,443.53,62081.0
2023-03-09,448.72,450.74,426.64,427.1,77463.0
2023-03-10,423.06,430.0,405.34,416.51,118537.0
2023-03-11,423.06,430.0,405.34,416.51,118537.0
2023-03-12,423.06,430.0,405.34,416.51,118537.0
2023-03-13,407.48,427.8235,387.7,403.43,109327.0
2023-03-14,415.34,426.87,404.05,406.04,148097.0
2023-03-15,397.39,403.29,391.085,401.92,90755.0
2023-03-16,396.41,413.5,384.6422,405.65,66932.0
2023-03-17,400.61,408.64,388.6375,395.94,137504.0
2023-03-18,400.61,408.64,388.6375,395.94,137504.0
2023-03-19,400.61,408.64,388.6375,395.94,137504.0
2023-03-20,396.1,410.97,394.8,408.79,200534.0
2023-03-21,417.94,436.8,413.93,415.39,97977.0
2023-03-22,417.97,423.07,408.74,408.99,58297.0
2023-03-23,413.29,417.45,397.01,401.74,56415.0
2023-03-24,397.69,406.26,392.07,405.73,53019.0
2023-03-25,397.69,406.26,392.07,405.73,53019.0
2023-03-26,397.69,406.26,392.07,405.73,53019.0
2023-03-27,411.24,413.555,405.92,410.17,43961.0
2023-03-28,410.17,413.995,405.0,413.18,52796.0
2023-03-29,422.36,426.52,418.43,425.07,45682.0
2023-03-30,428.62,432.53,423.38,424.95,38969.0
2023-03-31,427.82,436.61,426.59,436.04,46846.0
2023-04-01,427.82,436.61,426.59,436.04,46846.0
2023-04-02,427.82,436.61,426.59,436.04,46846.0
2023-04-03,434.56,443.72,427.09,433.27,69838.0
2023-04-04,431.97,431.97,422.52,425.67,51637.0
2023-04-05,426.01,428.2,422.25,427.38,66034.0
2023-04-06,421.96,432.8,421.96,427.57,31143.0
2023-04-07,421.96,432.8,421.96,427.57,31143.0
2023-04-08,421.96,432.8,421.96,427.57,31143.0
2023-04-09,421.96,432.8,421.96,427.57,31143.0
2023-04-10,422.8,434.74,422.8,433.41,23779.0
2023-04-11,438.38,457.89,436.0,456.16,75143.0
2023-04-12,458.83,468.575,455.33,463.24,84513.0
2023-04-13,469.14,488.62,466.02,478.59,86815.0
2023-04-14,478.59,488.4,474.34,478.45,57238.0
2023-04-15,478.59,488.4,474.34,478.45,57238.0
2023-04-16,478.59,488.4,474.34,478.45,57238.0
2023-04-17,481.93,490.89,478.65,484.35,67712.0
2023-04-18,484.39,490.335,481.13,484.04,49763.0
2023-04-19,480.13,509.0,473.57,498.48,130262.0
2023-04-20,496.41,500.0,483.24,494.01,75324.0
2023-04-21,498.83,498.83,485.425,490.57,59637.0
2023-04-22,498.83,498.83,485.425,490.57,59637.0
2023-04-23,498.83,498.83,485.425,490.57,59637.0
2023-04-24,494.03,494.51,486.0,494.01,35879.0
2023-04-25,491.72,491.72,475.13,476.01,50721.0
2023-04-26,477.15,483.02,470.04,473.97,99778.0
2023-04-27,476.38,485.07,476.38,479.89,65039.0
2023-04-28,479.37,491.95,479.37,489.5,43263.0
2023-04-29,479.37,491.95,479.37,489.5,43263.0
2023-04-30,479.37,491.95,479.37,489.5,43263.0
2023-05-01,492.75,507.435,490.3301,498.73,127808.0
2023-05-02,436.15,459.925,411.07,430.12,290095.0
2023-05-03,429.05,456.9,429.05,450.98,89870.0
2023-05-04,447.7,449.555,429.27,438.46,57901.0
2023-05-05,448.62,453.97,440.96,450.27,39547.0
2023-05-06,448.62,453.97,440.96,450.27,39547.0
2023-05-07,448.62,453.97,440.96,450.27,39547.0
2023-05-08,449.32,449.32,438.495,446.4,34976.0
2023-05-09,443.92,447.39,436.675,437.6,57623.0
2023-05-10,445.87,445.87,425.87,431.62,49719.0
2023-05-11,426.69,433.02,426.69,429.59,28826.0
2023-05-12,430.05,431.05,423.88,429.9,35973.0
2023-05-13,430.05,431.05,423.88,429.9,35973.0
2023-05-14,430.05,431.05,423.88,429.9,35973.0
2023-05-15,433.07,437.91,431.74,437.85,33342.0
2023-05-16,434.0,435.13,424.7,425.98,34156.0
2023-05-17,425.6075,436.88,424.16,436.87,38445.0
2023-05-18,435.05,442.76,432.75,437.8,58708.0
2023-05-19,441.84,442.0,429.02,435.19,41497.0
2023-05-20,441.84,442.0,429.02,435.19,41497.0
2023-05-21,441.84,442.0,429.02,435.19,41497.0
2023-05-22,434.8,444.95,434.4225,443.84,57964.0
2023-05-23,443.84,455.0,439.19,441.19,61944.0
2023-05-24,431.05,435.93,425.76,433.93,77705.0
2023-05-25,435.27,438.36,430.9,434.26,38786.0
2023-05-26,437.0,447.28,432.6525,445.47,43356.0
2023-05-27,437.0,447.28,432.6525,445.47,43356.0
2023-05-28,437.0,447.28,432.6525,445.47,43356.0
2023-05-29,437.0,447.28,432.6525,445.47,43356.0
2023-05-30,446.0,458.98,446.0,458.98,53506.0
2023-05-31,455.0,455.01,439.535,445.68,96583.0
2023-06-01,442.68,457.615,437.0,449.24,71359.0
2023-06-02,458.08,475.86,457.67,475.19,59924.0
2023-06-03,458.08,475.86,457.67,475.19,59924.0
2023-06-04,458.08,475.86,457.67,475.19,59924.0
2023-06-05,477.55,479.91,461.6,477.62,113253.0
2023-06-06,476.41,500.0,476.41,498.52,114413.0
2023-06-07,501.11,513.34,499.39,512.31,88511.0
2023-06-08,510.0,510.725,499.805,502.12,59247.0
2023-06-09,503.74,507.2,493.34,498.0,51324.0
2023-06-10,503.74,507.2,493.34,498.0,51324.0
2023-06-11,503.74,507.2,493.34,498.0,51324.0
2023-06-12,498.33,502.53,488.1536,490.24,47497.0
2023-06-13,501.1847,509.27,497.79,505.66,50900.0
2023-06-14,504.73,507.0,491.92,494.99,44686.0
2023-06-15,491.69,510.95,485.945,508.94,66187.0
2023-06-16,511.0,511.0,493.16,494.55,62122.0
2023-06-17,511.0,511.0,493.16,494.55,62122.0
2023-06-18,511.0,511.0,493.16,494.55,62122.0
2023-06-19,511.0,511.0,493.16,494.55,62122.0
2023-06-20,489.49,493.47,485.0,492.0,48698.0
2023-06-21,490.58,496.99,490.58,493.31,52155.0
2023-06-22,488.58,496.14,483.99,494.13,44823.0
2023-06-23,486.53,503.56,486.24,501.4,80264.0
2023-06-24,486.53,503.56,486.24,501.4,80264.0
2023-06-25,486.53,503.56,486.24,501.4,80264.0
2023-06-26,500.77,506.13,486.64,488.06,51417.0
2023-06-27,487.01,508.79,487.01,505.3,51883.0
2023-06-28,505.02,509.7099,494.73,505.47,74230.0
2023-06-29,510.82,523.67,503.505,506.58,66372.0
2023-06-30,511.81,514.3,500.65,507.93,80630.0
2023-07-01,511.81,514.3,500.65,507.93,80630.0
2023-07-02,511.81,514.3,500.65,507.93,80630.0
2023-07-03,506.74,515.33,505.4,511.51,33782.0
2023-07-04,506.74,515.33,505.4,511.51,33782.0
2023-07-05,504.64,509.41,503.36,504.6,49074.0
2023-07-06,497.63,505.96,487.65,504.91,66805.0
2023-07-07,506.14,524.77,506.14,511.77,58609.0
2023-07-08,506.14,524.77,506.14,511.77,58609.0
2023-07-09,506.14,524.77,506.14,511.77,58609.0
2023-07-10,513.04,521.29,513.04,517.04,34489.0
2023-07-11,514.94,537.795,514.94,531.83,58443.0
2023-07-12,540.89,542.33,529.0,538.07,69178.0
2023-07-13,537.01,546.78,536.32,545.59,60508.0
2023-07-14,548.21,554.47,542.4,553.84,76446.0
2023-07-15,548.21,554.47,542.4,553.84,76446.0
2023-07-16,548.21,554.47,542.4,553.84,76446.0
2023-07-17,549.3,556.83,548.54,553.65,65277.0
2023-07-18,552.78,571.49,552.78,569.01,87770.0
2023-07-19,571.32,576.05,562.14,573.28,106318.0
2023-07-20,566.26,566.26,549.06,554.67,80468.0
2023-07-21,559.89,559.89,542.16,546.69,64981.0
2023-07-22,559.89,559.89,542.16,546.69,64981.0
2023-07-23,559.89,559.89,542.16,546.69,64981.0
2023-07-24,548.75,555.16,543.84,546.92,55534.0
2023-07-25,546.47,553.01,545.39,550.69,111534.0
2023-07-26,550.82,557.37,539.08,541.4,91584.0
2023-07-27,545.2,550.06,538.255,540.08,49725.0
2023-07-28,544.42,552.45,542.015,547.9,53908.0
2023-07-29,544.42,552.45,542.015,547.9,53908.0
2023-07-30,544.42,552.45,542.015,547.9,53908.0
2023-07-31,545.2,557.17,545.2,556.6,72330.0
2023-08-01,549.48,554.945,543.77,553.1,86009.0
2023-08-02,515.0,515.0,462.52,483.48,264644.0
2023-08-03,479.45,494.32,477.22,490.11,104147.0
2023-08-04,490.16,502.85,487.81,498.31,53723.0
2023-08-05,490.16,502.85,487.81,498.31,53723.0
2023-08-06,490.16,502.85,487.81,498.31,53723.0
2023-08-07,501.36,509.74,498.445,499.18,50222.0
2023-08-08,495.22,509.23,487.85,505.04,53737.0
2023-08-09,507.09,518.98,503.68,503.75,72457.0
2023-08-10,504.51,506.0,496.63,496.65,54085.0
2023-08-11,492.85,502.745,492.85,498.96,46844.0
2023-08-12,492.85,502.745,492.85,498.96,46844.0
2023-08-13,492.85,502.745,492.85,498.96,46844.0
2023-08-14,496.7,496.7,487.56,493.5,62830.0
2023-08-15,490.0,490.0,482.0,485.33,53910.0
2023-08-16,482.66,486.74,474.985,477.99,71926.0
2023-08-17,477.65,484.6,473.98,474.9,70310.0
2023-08-18,469.02,484.17,469.02,481.14,82215.0
2023-08-19,469.02,484.17,469.02,481.14,82215.0
2023-08-20,469.02,484.17,469.02,481.14,82215.0
2023-08-21,479.98,487.24,477.94,485.1,31141.0
2023-08-22,487.09,487.09,470.785,472.62,94080.0
2023-08-23,476.37,488.28,476.005,487.99,65445.0
2023-08-24,488.59,495.445,486.36,493.14,59244.0
2023-08-25,497.95,501.1,488.065,497.75,76232.0
2023-08-26,497.95,501.1,488.065,497.75,76232.0
2023-08-27,497.95,501.1,488.065,497.75,76232.0
2023-08-28,497.29,503.33,490.8,493.33,110945.0
2023-08-29,495.0,501.03,493.44,500.21,66681.0
2023-08-30,499.26,502.4,498.41,502.03,36254.0
2023-08-31,507.85,509.975,499.77,501.77,41830.0
2023-09-01,505.07,509.33,498.0,498.65,56134.0
2023-09-02,505.07,509.33,498.0,498.65,56134.0
2023-09-03,505.07,509.33,498.0,498.65,56134.0
2023-09-04,505.07,509.33,498.0,498.65,56134.0
2023-09-05,498.25,504.05,493.28,500.31,65265.0
2023-09-06,498.76,501.61,491.81,499.93,69888.0
2023-09-07,489.88,491.33,484.26,484.48,97969.0
2023-09-08,481.5,488.105,481.34,485.3,73450.0
2023-09-09,481.5,488.105,481.34,485.3,73450.0
2023-09-10,481.5,488.105,481.34,485.3,73450.0
2023-09-11,487.56,493.65,486.83,489.72,56264.0
2023-09-12,491.57,500.7025,489.925,498.95,35886.0
2023-09-13,492.87,506.02,492.87,505.62,65037.0
2023-09-14,509.01,513.31,506.0,510.19,52619.0
2023-09-15,508.89,512.99,503.355,504.17,57644.0
2023-09-16,508.89,512.99,503.355,504.17,57644.0
2023-09-17,508.89,512.99,503.355,504.17,57644.0
2023-09-18,507.44,507.44,492.41,492.41,26039.0
2023-09-19,492.26,495.0,487.22,487.39,25113.0
2023-09-20,486.26,492.28,482.68,484.61,35802.0
2023-09-21,481.79,482.35,473.29,473.29,34118.0
2023-09-22,471.64,476.87,469.2,470.17,42632.0
2023-09-23,471.64,476.87,469.2,470.17,42632.0
2023-09-24,471.64,476.87,469.2,470.17,42632.0
2023-09-25,465.61,473.85,465.02,469.48,74141.0
2023-09-26,468.7,468.7,457.28,465.65,59393.0
2023-09-27,473.94,479.52,469.47,476.82,39444.0
2023-09-28,476.0,479.38,461.9,466.74,51612.0
2023-09-29,469.43,473.0,458.685,460.12,38278.0
2023-09-30,469.43,473.0,458.685,460.12,38278.0
2023-10-01,469.43,473.0,458.685,460.12,38278.0
2023-10-02,461.4,465.24,449.67,456.79,83093.0
2023-10-03,455.02,455.02,431.95,434.87,80278.0
2023-10-04,435.0,435.0,427.05,433.4,78979.0
2023-10-05,435.99,439.7,420.55,434.14,54833.0
2023-10-06,429.43,442.29,427.095,431.4,54332.0
2023-10-07,429.43,442.29,427.095,431.4,54332.0
2023-10-08,429.43,442.29,427.095,431.4,54332.0
2023-10-09,431.08,435.03,429.53,433.77,38325.0
2023-10-10,432.87,445.64,432.87,437.33,39456.0
2023-10-11,435.89,443.43,430.01,436.14,59959.0
2023-10-12,436.0,436.0,424.78,429.19,59491.0
2023-10-13,432.32,432.32,420.94,422.93,51952.0
2023-10-14,432.32,432.32,420.94,422.93,51952.0
2023-10-15,432.32,432.32,420.94,422.93,51952.0
2023-10-16,426.5,432.06,425.0,431.27,33051.0
2023-10-17,429.77,440.93,429.77,440.12,55302.0
2023-10-18,437.03,437.03,425.66,426.38,41114.0
2023-10-19,422.88,424.87,417.03,418.48,41127.0
2023-10-20,414.365,418.215,408.8,415.51,54975.0
2023-10-21,414.365,418.215,408.8,415.51,54975.0
2023-10-22,414.365,418.215,408.8,415.51,54975.0
2023-10-23,410.64,421.72,408.11,411.73,52716.0
2023-10-24,412.35,421.0,406.0,409.27,68493.0
2023-10-25,410.03,414.74,400.68,410.22,85410.0
2023-10-26,411.09,412.8,405.76,410.92,59836.0
2023-10-27,411.0,412.39,403.78,404.59,72766.0
2023-10-28,411.0,412.39,403.78,404.59,72766.0
2023-10-29,411.0,412.39,403.78,404.59,72766.0
2023-10-30,415.3165,415.3165,394.01,397.06,80549.0
2023-10-31,395.0,408.87,379.77,402.43,146205.0
2023-11-01,400.52,418.5,400.295,415.42,91580.0
2023-11-02,422.78,437.49,420.34,436.25,84929.0
2023-11-03,439.16,459.66,439.0,443.35,69317.0
2023-11-04,439.16,459.66,439.0,443.35,69317.0
2023-11-05,439.16,459.66,439.0,443.35,69317.0
2023-11-06,444.33,444.33,422.68,430.06,60615.0
2023-11-07,429.35,433.9,422.01,426.52,51246.0
2023-11-08,426.52,426.52,419.23,420.19,35014.0
2023-11-09,418.32,419.67,410.29,410.32,42347.0
2023-11-10,415.0,416.395,407.275,411.53,24556.0
2023-11-11,415.0,416.395,407.275,411.53,24556.0
2023-11-12,415.0,416.395,407.275,411.53,24556.0
2023-11-13,411.75,412.23,406.53,407.83,23804.0
2023-11-14,418.3,436.6,418.0,436.6,63319.0
2023-11-15,449.18,453.03,444.57,449.82,94388.0
2023-11-16,448.46,448.46,427.89,430.12,36593.0
2023-11-17,433.94,438.73,433.94,435.21,25690.0
2023-11-18,433.94,438.73,433.94,435.21,25690.0
2023-11-19,433.94,438.73,433.94,435.21,25690.0
2023-11-20,433.94,441.705,433.94,439.9,23519.0
2023-11-21,439.24,439.24,423.38,426.92,36998.0
2023-11-22,429.78,433.42,428.0,431.94,18541.0
2023-11-23,429.78,433.42,428.0,431.94,18541.0
2023-11-24,430.85,438.26,430.85,435.33,20699.0
2023-11-25,430.85,438.26,430.85,435.33,20699.0
2023-11-26,430.85,438.26,430.85,435.33,20699.0
2023-11-27,436.64,437.51,431.81,434.44,48058.0
2023-11-28,433.3,443.8,432.12,440.23,38453.0
2023-11-29,439.42,455.6,439.42,450.85,78556.0
2023-11-30,451.3,457.965,449.02,457.0,89430.0
2023-12-01,457.13,480.425,453.0,473.9,73269.0
2023-12-02,457.13,480.425,453.0,473.9,73269.0
2023-12-03,457.13,480.425,453.0,473.9,73269.0
2023-12-04,469.99,476.0,457.01,460.29,69754.0
2023-12-05,449.95,449.95,434.435,446.47,62690.0
2023-12-06,452.45,467.0,446.33,447.86,38305.0
2023-12-07,448.01,456.91,448.01,455.73,47120.0
2023-12-08,454.47,462.83,452.21,461.07,44955.0
2023-12-09,454.47,462.83,452.21,461.07,44955.0
2023-12-10,454.47,462.83,452.21,461.07,44955.0
2023-12-11,455.56,467.94,455.56,464.56,34121.0
2023-12-12,465.57,472.445,464.24,467.98,58660.0
2023-12-13,470.86,505.27,468.415,499.65,95340.0
2023-12-14,506.88,524.59,506.88,517.24,140753.0
2023-12-15,515.77,515.77,499.845,511.71,117383.0
2023-12-16,515.77,515.77,499.845,511.71,117383.0
2023-12-17,515.77,515.77,499.845,511.71,117383.0
2023-12-18,514.67,519.11,503.8,506.23,53854.0
2023-12-19,506.07,519.3,506.07,516.02,59199.0
2023-12-20,514.6,522.68,509.67,509.67,67900.0
2023-12-21,513.69,527.115,513.69,524.82,41778.0
2023-12-22,523.46,528.67,521.9,528.12,51223.0
2023-12-23,523.46,528.67,521.9,528.12,51223.0
2023-12-24,523.46,528.67,521.9,528.12,51223.0
2023-12-25,523.46,528.67,521.9,528.12,51223.0
2023-12-26,532.365,535.84,529.25,535.45,33566.0
2023-12-27,535.0,538.82,531.915,535.38,35476.0
2023-12-28,535.38,537.82,529.35,534.21,66944.0
2023-12-29,533.35,537.2831,527.08,532.73,81673.0
2023-12-30,533.35,537.2831,527.08,532.73,81673.0
2023-12-31,533.35,537.2831,527.08,532.73,81673.0
2024-01-01,533.35,537.2831,527.08,532.73,81673.0
2024-01-02,523.54,541.4104,522.81,540.11,71618.0
2024-01-03,531.58,533.0,520.87,522.21,70579.0
2024-01-04,522.0,525.99,518.75,521.15,47400.0
2024-01-05,520.0,537.415,517.615,534.27,101370.0
2024-01-06,520.0,537.415,517.615,534.27,101370.0
2024-01-07,520.0,537.415,517.615,534.27,101370.0
2024-01-08,534.78,544.2734,534.78,539.39,68226.0
2024-01-09,531.22,539.06,531.21,533.96,70149.0
2024-01-10,533.96,538.34,532.65,538.06,74948.0
2024-01-11,538.06,540.8897,530.47,535.7,70107.0
2024-01-12,537.28,539.64,521.74,523.99,81266.0
2024-01-13,537.28,539.64,521.74,523.99,81266.0
2024-01-14,537.28,539.64,521.74,523.99,81266.0
2024-01-15,537.28,539.64,521.74,523.99,81266.0
2024-01-16,519.4,524.745,514.585,521.25,49851.0
2024-01-17,513.0,517.04,510.52,516.26,57016.0
2024-01-18,518.23,518.23,508.14,516.43,53971.0
2024-01-19,520.72,534.67,516.0454,531.75,77231.0
2024-01-20,520.72,534.67,516.0454,531.75,77231.0
2024-01-21,520.72,534.67,516.0454,531.75,77231.0
2024-01-22,538.71,549.995,533.14,538.9,96539.0
2024-01-23,543.4,547.065,533.97,544.03,71873.0
2024-01-24,547.09,554.92,546.98,549.2,65359.0
2024-01-25,556.58,559.7,548.5394,550.67,47878.0
2024-01-26,551.01,556.12,549.3,550.52,48409.0
2024-01-27,551.01,556.12,549.3,550.52,48409.0
2024-01-28,551.01,556.12,549.3,550.52,48409.0
2024-01-29,551.83,558.34,545.17,557.62,96140.0
2024-01-30,556.57,557.07,552.07,554.32,49937.0
2024-01-31,552.63,558.316,539.11,541.07,99697.0
2024-02-01,568.0,616.66,568.0,581.39,205075.0
2024-02-02,579.98,591.39,575.34,582.42,114496.0
2024-02-03,579.98,591.39,575.34,582.42,114496.0
2024-02-04,579.98,591.39,575.34,582.42,114496.0
2024-02-05,575.6,575.6,559.145,564.85,88082.0
2024-02-06,566.38,570.96,548.66,554.51,66088.0
2024-02-07,557.28,558.84,541.0,551.48,74464.0
2024-02-08,547.63,557.5901,547.63,555.93,43111.0
2024-02-09,556.84,559.68,549.21,551.87,48592.0
2024-02-10,556.84,559.68,549.21,551.87,48592.0
2024-02-11,556.84,559.68,549.21,551.87,48592.0
2024-02-12,555.205,566.99,555.205,560.83,52633.0
2024-02-13,548.0,562.46,547.04,555.65,70874.0
2024-02-14,561.0,562.76,555.06,556.52,43425.0
2024-02-15,562.74,577.84,561.155,566.38,47696.0
2024-02-16,566.38,570.965,560.51,561.14,39483.0
2024-02-17,566.38,570.965,560.51,561.14,39483.0
2024-02-18,566.38,570.965,560.51,561.14,39483.0
2024-02-19,566.38,570.965,560.51,561.14,39483.0
2024-02-20,553.34,563.425,546.785,550.31,80044.0
2024-02-21,550.3,551.1,544.98,548.83,87380.0
2024-02-22,549.78,555.19,548.6,549.48,40158.0
2024-02-23,553.0,556.05,548.54,550.77,71446.0
2024-02-24,553.0,556.05,548.54,550.77,71446.0
2024-02-25,553.0,556.05,548.54,550.77,71446.0
2024-02-26,552.39,557.54,541.805,543.11,72438.0
2024-02-27,541.56,553.515,541.56,552.3,53460.0
2024-02-28,549.29,557.835,548.57,549.43,78690.0
2024-02-29,554.02,555.84,550.74,553.6,88869.0
2024-03-01,550.45,556.33,548.8,552.0,94803.0
2024-03-02,550.45,556.33,548.8,552.0,94803.0
2024-03-03,550.45,556.33,548.8,552.0,94803.0
2024-03-04,549.62,554.9,544.53,545.81,90080.0
2024-03-05,540.85,552.88,540.85,548.13,79449.0
2024-03-06,550.53,557.39,548.945,549.85,50338.0
2024-03-07,553.0,563.115,549.11,561.68,91179.0
2024-03-08,562.53,564.22,555.55,556.51,52413.0
2024-03-09,562.53,564.22,555.55,556.51,52413.0
2024-03-10,562.53,564.22,555.55,556.51,52413.0
2024-03-11,556.85,559.67,548.43,550.27,53742.0
2024-03-12,547.65,556.26,545.29,555.09,58191.0
2024-03-13,556.61,560.91,551.95,555.3,57712.0
2024-03-14,550.53,555.1,547.17,550.6,52882.0
2024-03-15,549.75,555.27,547.82,548.99,53812.0
2024-03-16,549.75,555.27,547.82,548.99,53812.0
2024-03-17,549.75,555.27,547.82,548.99,53812.0
2024-03-18,551.61,553.035,546.38,547.95,50011.0
2024-03-19,543.5,557.62,543.5,556.04,37538.0
2024-03-20,552.71,569.72,552.71,562.0,49969.0
2024-03-21,566.57,575.7,564.4,566.46,59781.0
2024-03-22,566.37,569.55,552.495,554.11,57667.0
2024-03-23,566.37,569.55,552.495,554.11,57667.0
2024-03-24,566.37,569.55,552.495,554.11,57667.0
2024-03-25,551.53,553.5,548.58,549.59,55351.0
2024-03-26,554.4,554.4,549.065,551.13,57866.0
2024-03-27,553.35,558.035,549.23,551.6,90643.0
2024-03-28,551.6,555.985,549.3885,551.55,66617.0
2024-03-29,551.6,555.985,549.3885,551.55,66617.0
2024-03-30,551.6,555.985,549.3885,551.55,66617.0
2024-03-31,551.6,555.985,549.3885,551.55,66617.0
2024-04-01,552.83,552.83,544.35,544.54,85652.0
2024-04-02,537.25,538.06,534.33,535.74,74478.0
2024-04-03,536.69,544.485,536.69,542.22,77659.0
2024-04-04,543.91,549.6,535.2,535.2,53522.0
2024-04-05,533.27,543.02,532.895,542.02,59898.0
2024-04-06,533.27,543.02,532.895,542.02,59898.0
2024-04-07,533.27,543.02,532.895,542.02,59898.0
2024-04-08,544.0,557.15,544.0,556.75,80262.0
2024-04-09,556.54,559.47,552.04,556.29,42217.0
2024-04-10,543.91,552.44,540.29,543.8,74586.0
2024-04-11,544.69,573.92,544.69,572.49,100746.0
2024-04-12,566.63,567.1,552.395,554.51,81421.0
2024-04-13,566.63,567.1,552.395,554.51,81421.0
2024-04-14,566.63,567.1,552.395,554.51,81421.0
2024-04-15,557.23,560.64,545.4,547.4,61444.0
2024-04-16,540.83,541.01,535.07,537.87,55571.0
2024-04-17,540.17,545.08,531.8701,532.55,40225.0
2024-04-18,532.94,542.61,532.94,536.4,33094.0
2024-04-19,537.94,544.485,533.315,535.48,56509.0
2024-04-20,537.94,544.485,533.315,535.48,56509.0
2024-04-21,537.94,544.485,533.315,535.48,56509.0
2024-04-22,536.31,536.31,519.12,519.18,81307.0
2024-04-23,518.2,527.525,518.2,522.26,34804.0
2024-04-24,520.53,525.53,518.41,522.22,42435.0
2024-04-25,516.14,517.47,506.57,515.52,46898.0
2024-04-26,525.41,531.32,524.17,526.6,26859.0
2024-04-27,525.41,531.32,524.17,526.6,26859.0
2024-04-28,525.41,531.32,524.17,526.6,26859.0
2024-04-29,531.34,537.23,527.2475,529.0,42586.0
2024-04-30,527.8,527.8,512.34,513.72,63729.0
2024-05-01,490.535,505.42,482.98,492.58,170946.0
