,CACC US Equity,CACC US Equity,CACC US Equity,CACC US Equity,CACC US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-04-25,268.0,274.65,256.48,271.78,287209.0
2020-04-26,268.0,274.65,256.48,271.78,287209.0
2020-04-27,273.0,292.9,272.97,291.56,307522.0
2020-04-28,299.02,316.085,292.085,295.91,247026.0
2020-04-29,310.0,335.9873,308.82,335.23,344088.0
2020-04-30,323.88,324.1,300.73,311.57,327776.0
2020-05-01,301.86,304.925,288.36,301.8,208897.0
2020-05-02,301.86,304.925,288.36,301.8,208897.0
2020-05-03,301.86,304.925,288.36,301.8,208897.0
2020-05-04,290.49,307.7265,288.99,305.84,231483.0
2020-05-05,313.45,319.34,302.98,305.98,234576.0
2020-05-06,313.43,313.6,296.03,301.01,266539.0
2020-05-07,306.6,320.6994,306.6,314.8,220420.0
2020-05-08,321.54,335.35,316.2,332.91,262011.0
2020-05-09,321.54,335.35,316.2,332.91,262011.0
2020-05-10,321.54,335.35,316.2,332.91,262011.0
2020-05-11,325.65,328.088,321.18,325.29,183485.0
2020-05-12,324.55,331.32,312.69,312.69,174696.0
2020-05-13,305.87,315.19,297.02,303.83,248446.0
2020-05-14,291.29,316.62,287.86,316.08,237147.0
2020-05-15,313.52,322.465,310.0,313.87,99887.0
2020-05-16,313.52,322.465,310.0,313.87,99887.0
2020-05-17,313.52,322.465,310.0,313.87,99887.0
2020-05-18,331.0,347.94,330.0903,343.97,225168.0
2020-05-19,345.11,352.91,329.41,343.36,197590.0
2020-05-20,349.05,353.9884,339.26,348.15,218148.0
2020-05-21,346.83,353.99,339.94,340.2,291700.0
2020-05-22,340.88,340.88,331.86,334.84,170211.0
2020-05-23,340.88,340.88,331.86,334.84,170211.0
2020-05-24,340.88,340.88,331.86,334.84,170211.0
2020-05-25,340.88,340.88,331.86,334.84,170211.0
2020-05-26,348.09,358.34,340.095,352.96,528679.0
2020-05-27,361.07,380.41,350.56,377.66,375404.0
2020-05-28,378.97,408.31,364.15,367.38,598611.0
2020-05-29,365.64,370.5,355.1701,369.82,237465.0
2020-05-30,365.64,370.5,355.1701,369.82,237465.0
2020-05-31,365.64,370.5,355.1701,369.82,237465.0
2020-06-01,372.96,398.0,372.96,393.63,344165.0
2020-06-02,395.67,398.35,383.19,388.96,314892.0
2020-06-03,398.63,417.275,386.68,416.53,223259.0
2020-06-04,412.54,451.415,410.245,447.97,333499.0
2020-06-05,468.06,493.73,464.04,483.26,571284.0
2020-06-06,468.06,493.73,464.04,483.26,571284.0
2020-06-07,468.06,493.73,464.04,483.26,571284.0
2020-06-08,499.61,499.61,476.17,489.64,210778.0
2020-06-09,476.41,485.33,466.9,477.07,309508.0
2020-06-10,473.58,475.0,441.05,445.47,199481.0
2020-06-11,427.6,432.53,410.0,420.77,281401.0
2020-06-12,440.02,446.31,425.7,438.6,117514.0
2020-06-13,440.02,446.31,425.7,438.6,117514.0
2020-06-14,440.02,446.31,425.7,438.6,117514.0
2020-06-15,425.21,448.53,418.572,435.09,271539.0
2020-06-16,454.0,457.1125,434.0,440.19,208619.0
2020-06-17,434.77,438.55,427.94,434.54,172393.0
2020-06-18,430.28,440.53,424.91,430.0,154327.0
2020-06-19,442.5,442.5,413.735,420.87,257714.0
2020-06-20,442.5,442.5,413.735,420.87,257714.0
2020-06-21,442.5,442.5,413.735,420.87,257714.0
2020-06-22,423.17,429.75,416.3,426.97,116695.0
2020-06-23,434.84,437.34,425.425,427.81,125110.0
2020-06-24,421.01,423.59,406.99,412.5,133340.0
2020-06-25,411.06,425.66,406.11,422.38,164943.0
2020-06-26,419.55,422.1,406.86,411.1,299911.0
2020-06-27,419.55,422.1,406.86,411.1,299911.0
2020-06-28,419.55,422.1,406.86,411.1,299911.0
2020-06-29,393.79,421.27,372.01,420.16,291686.0
2020-06-30,408.87,425.46,408.87,419.01,327202.0
2020-07-01,420.06,430.37,410.05,420.4,142243.0
2020-07-02,429.83,435.7,420.49,421.81,135872.0
2020-07-03,429.83,435.7,420.49,421.81,135872.0
2020-07-04,429.83,435.7,420.49,421.81,135872.0
2020-07-05,429.83,435.7,420.49,421.81,135872.0
2020-07-06,433.9,437.5,426.785,432.89,141139.0
2020-07-07,428.17,431.308,422.1427,426.22,112694.0
2020-07-08,429.78,437.35,427.535,435.79,128992.0
2020-07-09,434.27,440.17,413.94,417.28,122034.0
2020-07-10,418.05,427.96,413.16,427.28,111969.0
2020-07-11,418.05,427.96,413.16,427.28,111969.0
2020-07-12,418.05,427.96,413.16,427.28,111969.0
2020-07-13,434.45,441.75,424.51,429.16,83444.0
2020-07-14,428.63,430.74,418.965,430.06,99932.0
2020-07-15,437.63,450.0,433.04,449.19,161773.0
2020-07-16,445.49,452.235,441.53,447.55,86394.0
2020-07-17,450.0,450.0,431.92,433.26,114793.0
2020-07-18,450.0,450.0,431.92,433.26,114793.0
2020-07-19,450.0,450.0,431.92,433.26,114793.0
2020-07-20,431.81,439.73,421.17,436.0,69038.0
2020-07-21,440.49,444.94,437.87,441.85,64336.0
2020-07-22,441.42,453.23,441.42,451.18,126146.0
2020-07-23,448.89,472.125,447.91,460.42,112195.0
2020-07-24,457.7,465.59,453.0,455.31,55165.0
2020-07-25,457.7,465.59,453.0,455.31,55165.0
2020-07-26,457.7,465.59,453.0,455.31,55165.0
2020-07-27,453.02,460.57,450.0,456.7,55878.0
2020-07-28,456.73,468.67,452.32,463.77,97949.0
2020-07-29,462.24,485.825,462.24,479.5,186774.0
2020-07-30,475.01,493.37,471.17,484.0,159456.0
2020-07-31,500.0,520.0,461.89,467.94,254016.0
2020-08-01,500.0,520.0,461.89,467.94,254016.0
2020-08-02,500.0,520.0,461.89,467.94,254016.0
2020-08-03,468.78,481.0,463.72,478.0,195235.0
2020-08-04,475.18,485.74,468.54,475.01,73675.0
2020-08-05,479.34,499.68,478.455,496.0,100610.0
2020-08-06,490.1,515.0,490.1,514.13,154549.0
2020-08-07,510.99,519.62,509.01,513.61,142370.0
2020-08-08,510.99,519.62,509.01,513.61,142370.0
2020-08-09,510.99,519.62,509.01,513.61,142370.0
2020-08-10,512.1,533.58,512.1,524.41,129864.0
2020-08-11,528.99,539.0,517.29,518.81,111691.0
2020-08-12,525.0,529.35,507.49,515.57,79357.0
2020-08-13,514.71,519.86,495.83,495.83,135491.0
2020-08-14,477.46,487.72,468.85,485.53,233295.0
2020-08-15,477.46,487.72,468.85,485.53,233295.0
2020-08-16,477.46,487.72,468.85,485.53,233295.0
2020-08-17,484.95,484.95,473.22,476.78,109247.0
2020-08-18,478.65,480.9426,462.455,468.39,155336.0
2020-08-19,469.55,469.68,460.0,465.28,89672.0
2020-08-20,458.74,467.0,457.545,460.62,68496.0
2020-08-21,459.96,467.725,458.4736,463.71,55036.0
2020-08-22,459.96,467.725,458.4736,463.71,55036.0
2020-08-23,459.96,467.725,458.4736,463.71,55036.0
2020-08-24,468.82,478.99,465.01,476.67,59415.0
2020-08-25,479.15,480.8,469.065,470.0,61216.0
2020-08-26,470.0,471.0,456.5,461.56,101376.0
2020-08-27,460.1,467.72,456.325,462.26,103717.0
2020-08-28,462.75,462.75,453.72,459.43,55341.0
2020-08-29,462.75,462.75,453.72,459.43,55341.0
2020-08-30,462.75,462.75,453.72,459.43,55341.0
2020-08-31,456.0,456.0,377.55,386.8,601290.0
2020-09-01,380.34,386.0,363.02,374.07,624968.0
2020-09-02,370.9,388.13,370.41,385.7,211917.0
2020-09-03,385.9,385.9,364.03,373.95,256547.0
2020-09-04,377.83,380.83,368.835,375.55,149678.0
2020-09-05,377.83,380.83,368.835,375.55,149678.0
2020-09-06,377.83,380.83,368.835,375.55,149678.0
2020-09-07,377.83,380.83,368.835,375.55,149678.0
2020-09-08,375.0,375.0,360.0,362.37,320313.0
2020-09-09,365.27,367.21,346.0,361.14,200646.0
2020-09-10,359.99,366.227,336.81,343.7,301194.0
2020-09-11,344.22,345.09,334.23,337.85,117484.0
2020-09-12,344.22,345.09,334.23,337.85,117484.0
2020-09-13,344.22,345.09,334.23,337.85,117484.0
2020-09-14,340.94,350.53,335.01,343.56,143819.0
2020-09-15,343.94,355.7527,335.14,336.6,131546.0
2020-09-16,337.88,346.74,330.71,339.53,130860.0
2020-09-17,334.26,335.31,328.15,329.68,129290.0
2020-09-18,328.82,329.08,317.93,319.64,231617.0
2020-09-19,328.82,329.08,317.93,319.64,231617.0
2020-09-20,328.82,329.08,317.93,319.64,231617.0
2020-09-21,308.0,311.9,303.84,308.95,264053.0
2020-09-22,311.34,315.8365,303.32,306.43,309282.0
2020-09-23,307.95,313.4,296.8,297.31,116987.0
2020-09-24,295.79,299.46,288.47,297.84,320977.0
2020-09-25,295.43,304.0,295.43,303.29,102790.0
2020-09-26,295.43,304.0,295.43,303.29,102790.0
2020-09-27,295.43,304.0,295.43,303.29,102790.0
2020-09-28,309.58,322.58,307.74,321.0,241750.0
2020-09-29,319.76,334.0,319.76,333.0,289316.0
2020-09-30,330.8,342.235,329.56,338.64,333929.0
2020-10-01,346.32,348.6,338.03,347.13,191509.0
2020-10-02,340.19,360.83,336.01,353.93,225135.0
2020-10-03,340.19,360.83,336.01,353.93,225135.0
2020-10-04,340.19,360.83,336.01,353.93,225135.0
2020-10-05,359.23,362.8,348.3,350.0,119785.0
2020-10-06,353.79,358.83,333.77,334.91,119450.0
2020-10-07,338.0,345.43,337.49,342.85,94156.0
2020-10-08,347.8,359.88,343.02,356.44,108644.0
2020-10-09,363.39,364.34,351.3,353.82,70941.0
2020-10-10,363.39,364.34,351.3,353.82,70941.0
2020-10-11,363.39,364.34,351.3,353.82,70941.0
2020-10-12,353.81,358.84,342.36,345.59,99528.0
2020-10-13,342.06,347.3,338.0,343.48,73591.0
2020-10-14,342.29,350.0,342.29,346.72,69482.0
2020-10-15,339.26,345.16,337.0,343.63,89224.0
2020-10-16,342.03,345.88,328.71,333.62,243748.0
2020-10-17,342.03,345.88,328.71,333.62,243748.0
2020-10-18,342.03,345.88,328.71,333.62,243748.0
2020-10-19,333.62,343.55,329.65,333.0,231826.0
2020-10-20,336.55,342.375,332.65,340.03,112737.0
2020-10-21,339.59,346.445,334.91,337.97,147360.0
2020-10-22,343.97,343.97,335.12,336.15,96578.0
2020-10-23,340.55,344.525,336.31,339.64,65272.0
2020-10-24,340.55,344.525,336.31,339.64,65272.0
2020-10-25,340.55,344.525,336.31,339.64,65272.0
2020-10-26,337.67,337.67,328.97,334.54,125195.0
2020-10-27,333.81,333.81,323.85,324.58,90348.0
2020-10-28,317.0,320.225,310.16,313.36,189982.0
2020-10-29,313.0,324.02,309.5,318.82,409375.0
2020-10-30,318.8,323.69,266.7401,298.12,663726.0
2020-10-31,318.8,323.69,266.7401,298.12,663726.0
2020-11-01,318.8,323.69,266.7401,298.12,663726.0
2020-11-02,304.02,316.13,300.93,303.13,340111.0
2020-11-03,309.87,315.45,300.0,301.7,196246.0
2020-11-04,302.47,317.445,288.55,305.57,350175.0
2020-11-05,307.7,314.95,306.74,311.11,244701.0
2020-11-06,314.5,317.0,306.95,312.36,275794.0
2020-11-07,314.5,317.0,306.95,312.36,275794.0
2020-11-08,314.5,317.0,306.95,312.36,275794.0
2020-11-09,337.6,348.86,315.62,317.1,318340.0
2020-11-10,317.7,321.51,312.13,315.66,168524.0
2020-11-11,316.68,317.0,312.1,314.91,157448.0
2020-11-12,312.08,313.99,301.83,304.56,205505.0
2020-11-13,302.62,317.75,300.54,313.28,381770.0
2020-11-14,302.62,317.75,300.54,313.28,381770.0
2020-11-15,302.62,317.75,300.54,313.28,381770.0
2020-11-16,320.8,325.72,314.04,315.76,158513.0
2020-11-17,311.16,317.89,305.035,314.18,253475.0
2020-11-18,315.0,316.5,311.44,311.62,219116.0
2020-11-19,311.25,312.4,305.37,307.6,219607.0
2020-11-20,308.65,310.54,292.15,293.31,208877.0
2020-11-21,308.65,310.54,292.15,293.31,208877.0
2020-11-22,308.65,310.54,292.15,293.31,208877.0
2020-11-23,295.29,298.5,283.925,288.29,212894.0
2020-11-24,295.39,311.9,294.09,307.71,330369.0
2020-11-25,306.95,306.95,297.13,298.34,110283.0
2020-11-26,306.95,306.95,297.13,298.34,110283.0
2020-11-27,300.0,302.59,295.97,299.55,106802.0
2020-11-28,300.0,302.59,295.97,299.55,106802.0
2020-11-29,300.0,302.59,295.97,299.55,106802.0
2020-11-30,300.8,302.09,292.46,298.48,305857.0
2020-12-01,300.0,326.07,299.0,322.1,388422.0
2020-12-02,320.68,328.5,315.625,325.73,214752.0
2020-12-03,327.01,335.53,326.66,331.37,176436.0
2020-12-04,333.23,335.99,326.12,332.12,169044.0
2020-12-05,333.23,335.99,326.12,332.12,169044.0
2020-12-06,333.23,335.99,326.12,332.12,169044.0
2020-12-07,330.29,337.24,328.1589,329.15,79166.0
2020-12-08,326.62,335.77,326.62,333.57,143247.0
2020-12-09,337.36,339.57,329.3,330.71,97263.0
2020-12-10,328.11,336.46,328.11,335.85,64693.0
2020-12-11,333.3,338.7,331.4,333.66,94236.0
2020-12-12,333.3,338.7,331.4,333.66,94236.0
2020-12-13,333.3,338.7,331.4,333.66,94236.0
2020-12-14,338.77,342.1738,328.28,330.4,70396.0
2020-12-15,333.03,339.93,327.47,339.4,60419.0
2020-12-16,341.77,342.59,337.0,339.22,82428.0
2020-12-17,340.82,344.97,336.45,337.85,90468.0
2020-12-18,336.77,339.03,329.56,332.2,159748.0
2020-12-19,336.77,339.03,329.56,332.2,159748.0
2020-12-20,336.77,339.03,329.56,332.2,159748.0
2020-12-21,327.95,337.56,326.02,335.79,67291.0
2020-12-22,337.44,338.78,328.72,328.74,51690.0
2020-12-23,331.33,347.08,331.33,339.0,113737.0
2020-12-24,340.23,340.23,327.55,329.0,49068.0
2020-12-25,340.23,340.23,327.55,329.0,49068.0
2020-12-26,340.23,340.23,327.55,329.0,49068.0
2020-12-27,340.23,340.23,327.55,329.0,49068.0
2020-12-28,330.24,340.0,330.24,334.16,88609.0
2020-12-29,334.1,336.99,329.73,333.94,76254.0
2020-12-30,332.75,343.46,332.135,341.31,68971.0
2020-12-31,339.95,346.53,336.6,346.14,79250.0
2021-01-01,339.95,346.53,336.6,346.14,79250.0
2021-01-02,339.95,346.53,336.6,346.14,79250.0
2021-01-03,339.95,346.53,336.6,346.14,79250.0
2021-01-04,350.44,353.2,335.0,336.0,117313.0
2021-01-05,336.87,349.32,335.0001,345.04,147355.0
2021-01-06,342.35,352.74,331.62,333.65,207529.0
2021-01-07,338.28,341.39,335.35,337.02,153693.0
2021-01-08,337.42,342.16,331.4,340.0,122190.0
2021-01-09,337.42,342.16,331.4,340.0,122190.0
2021-01-10,337.42,342.16,331.4,340.0,122190.0
2021-01-11,336.9,341.41,334.245,341.07,74631.0
2021-01-12,342.54,346.555,338.17,341.36,56240.0
2021-01-13,343.47,346.1942,340.41,343.83,65973.0
2021-01-14,345.84,357.27,344.63,355.33,116810.0
2021-01-15,352.44,359.11,352.44,354.97,130842.0
2021-01-16,352.44,359.11,352.44,354.97,130842.0
2021-01-17,352.44,359.11,352.44,354.97,130842.0
2021-01-18,352.44,359.11,352.44,354.97,130842.0
2021-01-19,355.88,356.47,320.19,339.0,411191.0
2021-01-20,339.1,347.99,331.335,345.86,94850.0
2021-01-21,346.78,349.99,342.015,345.87,145963.0
2021-01-22,341.01,344.25,324.61,325.19,186113.0
2021-01-23,341.01,344.25,324.61,325.19,186113.0
2021-01-24,341.01,344.25,324.61,325.19,186113.0
2021-01-25,325.01,355.23,322.3415,353.93,337288.0
2021-01-26,355.98,395.39,351.865,386.32,503107.0
2021-01-27,385.58,469.98,363.21,374.74,690864.0
2021-01-28,374.4,409.99,367.77,371.49,371101.0
2021-01-29,374.76,393.09,371.58,385.77,318193.0
2021-01-30,374.76,393.09,371.58,385.77,318193.0
2021-01-31,374.76,393.09,371.58,385.77,318193.0
2021-02-01,384.1,386.975,364.81,370.49,250160.0
2021-02-02,355.39,356.16,323.3,331.54,528195.0
2021-02-03,332.6,341.33,325.09,339.34,195801.0
2021-02-04,340.18,345.52,329.805,339.21,318475.0
2021-02-05,341.62,347.36,338.88,347.0,111280.0
2021-02-06,341.62,347.36,338.88,347.0,111280.0
2021-02-07,341.62,347.36,338.88,347.0,111280.0
2021-02-08,350.07,350.155,339.76,341.77,100703.0
2021-02-09,342.33,356.025,341.62,350.47,110996.0
2021-02-10,351.62,356.99,349.26,349.5,58079.0
2021-02-11,348.62,357.27,348.62,352.0,82248.0
2021-02-12,352.5951,361.645,352.0,355.51,59470.0
2021-02-13,352.5951,361.645,352.0,355.51,59470.0
2021-02-14,352.5951,361.645,352.0,355.51,59470.0
2021-02-15,352.5951,361.645,352.0,355.51,59470.0
2021-02-16,357.54,364.98,356.44,363.95,79256.0
2021-02-17,365.38,368.9,357.94,358.51,91698.0
2021-02-18,361.15,361.935,351.88,358.15,70613.0
2021-02-19,359.5,369.33,359.5,366.07,49825.0
2021-02-20,359.5,369.33,359.5,366.07,49825.0
2021-02-21,359.5,369.33,359.5,366.07,49825.0
2021-02-22,365.38,370.25,358.0,361.56,79492.0
2021-02-23,358.38,369.57,355.01,364.48,80506.0
2021-02-24,366.39,376.32,363.72,368.43,66195.0
2021-02-25,369.99,375.75,361.7,362.9,100046.0
2021-02-26,362.29,368.91,356.28,363.02,65945.0
2021-02-27,362.29,368.91,356.28,363.02,65945.0
2021-02-28,362.29,368.91,356.28,363.02,65945.0
2021-03-01,370.37,379.22,369.33,378.48,87907.0
2021-03-02,379.65,383.99,368.92,377.75,108746.0
2021-03-03,379.88,388.5,372.4,374.93,65936.0
2021-03-04,376.57,391.52,370.89,378.7,163169.0
2021-03-05,382.33,399.52,374.26,399.52,128078.0
2021-03-06,382.33,399.52,374.26,399.52,128078.0
2021-03-07,382.33,399.52,374.26,399.52,128078.0
2021-03-08,399.0,429.8586,398.99,425.76,223374.0
2021-03-09,424.07,424.07,402.79,408.46,104788.0
2021-03-10,412.82,412.82,397.22,401.15,114534.0
2021-03-11,397.37,397.37,359.17,379.36,270446.0
2021-03-12,378.36,393.02,375.79,384.59,58367.0
2021-03-13,378.36,393.02,375.79,384.59,58367.0
2021-03-14,378.36,393.02,375.79,384.59,58367.0
2021-03-15,376.39,386.47,375.34,381.0,55594.0
2021-03-16,382.73,382.73,371.3558,375.28,73284.0
2021-03-17,378.85,384.02,368.15,372.12,109354.0
2021-03-18,372.07,378.0,364.45,365.09,99411.0
2021-03-19,361.83,367.35,357.06,364.74,175566.0
2021-03-20,361.83,367.35,357.06,364.74,175566.0
2021-03-21,361.83,367.35,357.06,364.74,175566.0
2021-03-22,365.2,379.47,361.93,371.4,91898.0
2021-03-23,370.39,385.45,360.69,378.8,246016.0
2021-03-24,380.95,381.62,356.59,359.68,183896.0
2021-03-25,357.91,361.335,346.49,358.47,106778.0
2021-03-26,358.22,368.755,355.03,367.05,108887.0
2021-03-27,358.22,368.755,355.03,367.05,108887.0
2021-03-28,358.22,368.755,355.03,367.05,108887.0
2021-03-29,362.86,379.35,362.635,377.9,56857.0
2021-03-30,377.41,380.28,372.98,375.54,75565.0
2021-03-31,372.76,375.54,359.28,360.23,81097.0
2021-04-01,364.38,365.08,356.98,362.97,91307.0
2021-04-02,364.38,365.08,356.98,362.97,91307.0
2021-04-03,364.38,365.08,356.98,362.97,91307.0
2021-04-04,364.38,365.08,356.98,362.97,91307.0
2021-04-05,361.28,361.6,352.27,358.2,97452.0
2021-04-06,360.05,360.88,352.1,359.14,86007.0
2021-04-07,359.39,363.16,354.19,359.03,59550.0
2021-04-08,361.1,368.255,357.89,363.1,94343.0
2021-04-09,361.22,368.58,359.3,362.39,23187.0
2021-04-10,361.22,368.58,359.3,362.39,23187.0
2021-04-11,361.22,368.58,359.3,362.39,23187.0
2021-04-12,365.65,377.7,363.4208,367.91,84740.0
2021-04-13,367.79,369.67,358.91,360.68,67060.0
2021-04-14,360.68,365.915,356.67,362.93,49024.0
2021-04-15,367.08,367.6205,360.04,362.85,30630.0
2021-04-16,365.9,379.09,364.8,374.97,83837.0
2021-04-17,365.9,379.09,364.8,374.97,83837.0
2021-04-18,365.9,379.09,364.8,374.97,83837.0
2021-04-19,377.89,377.89,372.2301,374.3,43787.0
2021-04-20,374.58,379.42,369.55,377.23,63714.0
2021-04-21,378.39,384.53,373.86,376.36,63637.0
2021-04-22,374.03,382.2999,366.19,377.99,49980.0
2021-04-23,381.98,381.98,368.78,376.15,54779.0
2021-04-24,381.98,381.98,368.78,376.15,54779.0
2021-04-25,381.98,381.98,368.78,376.15,54779.0
2021-04-26,379.48,387.8,378.965,382.77,66104.0
2021-04-27,381.36,391.63,381.36,390.39,53400.0
2021-04-28,393.0,400.0,386.77,393.31,74205.0
2021-04-29,393.0,403.74,390.57,391.62,136627.0
2021-04-30,385.12,409.22,380.5,394.79,229844.0
2021-05-01,385.12,409.22,380.5,394.79,229844.0
2021-05-02,385.12,409.22,380.5,394.79,229844.0
2021-05-03,392.81,418.87,392.81,415.94,165061.0
2021-05-04,412.98,421.21,401.0,418.17,91432.0
2021-05-05,417.56,429.015,415.27,418.13,89504.0
2021-05-06,420.02,422.38,415.48,417.27,92722.0
2021-05-07,413.31,425.4,413.31,424.03,57065.0
2021-05-08,413.31,425.4,413.31,424.03,57065.0
2021-05-09,413.31,425.4,413.31,424.03,57065.0
2021-05-10,424.0,429.02,416.5171,425.57,48831.0
2021-05-11,418.17,426.18,401.28,420.18,57261.0
2021-05-12,421.55,426.865,414.615,415.47,68708.0
2021-05-13,414.96,422.59,413.16,420.97,100658.0
2021-05-14,422.18,426.08,417.16,421.57,129916.0
2021-05-15,422.18,426.08,417.16,421.57,129916.0
2021-05-16,422.18,426.08,417.16,421.57,129916.0
2021-05-17,427.39,432.73,421.59,429.74,72397.0
2021-05-18,427.79,433.91,427.49,428.17,72148.0
2021-05-19,421.97,432.7299,421.97,430.23,90199.0
2021-05-20,429.32,436.27,424.0,431.43,81770.0
2021-05-21,430.86,435.95,429.14,432.43,79230.0
2021-05-22,430.86,435.95,429.14,432.43,79230.0
2021-05-23,430.86,435.95,429.14,432.43,79230.0
2021-05-24,432.5,441.25,430.0,436.91,74047.0
2021-05-25,436.53,450.32,436.53,439.33,93710.0
2021-05-26,436.88,442.38,436.035,438.52,33824.0
2021-05-27,440.62,447.99,440.62,443.64,71183.0
2021-05-28,445.51,452.81,443.05,447.46,60466.0
2021-05-29,445.51,452.81,443.05,447.46,60466.0
2021-05-30,445.51,452.81,443.05,447.46,60466.0
2021-05-31,445.51,452.81,443.05,447.46,60466.0
2021-06-01,451.73,453.38,448.54,449.07,39527.0
2021-06-02,451.95,463.2,449.4,459.98,85040.0
2021-06-03,430.0,433.13,381.93,385.26,533791.0
2021-06-04,388.0,419.0,386.01,397.34,269953.0
2021-06-05,388.0,419.0,386.01,397.34,269953.0
2021-06-06,388.0,419.0,386.01,397.34,269953.0
2021-06-07,396.18,399.915,387.26,392.49,149755.0
2021-06-08,390.24,408.02,387.02,406.42,134508.0
2021-06-09,406.43,425.0,403.46,417.89,165947.0
2021-06-10,419.21,426.96,415.2,424.92,80733.0
2021-06-11,423.43,436.37,423.43,427.74,117801.0
2021-06-12,423.43,436.37,423.43,427.74,117801.0
2021-06-13,423.43,436.37,423.43,427.74,117801.0
2021-06-14,428.18,431.36,417.77,419.66,107559.0
2021-06-15,417.27,430.81,417.27,427.36,65298.0
2021-06-16,425.96,435.84,423.63,431.78,100224.0
2021-06-17,432.95,446.01,431.38,442.01,120908.0
2021-06-18,438.6,438.6,413.16,413.42,163042.0
2021-06-19,438.6,438.6,413.16,413.42,163042.0
2021-06-20,438.6,438.6,413.16,413.42,163042.0
2021-06-21,419.09,434.92,417.99,432.63,103514.0
2021-06-22,431.22,438.0,426.35,437.94,62339.0
2021-06-23,439.0,444.65,438.75,440.07,52349.0
2021-06-24,443.34,450.49,438.44,447.77,75152.0
2021-06-25,449.13,452.83,447.7,450.0,103861.0
2021-06-26,449.13,452.83,447.7,450.0,103861.0
2021-06-27,449.13,452.83,447.7,450.0,103861.0
2021-06-28,450.0,452.88,445.36,447.5,89252.0
2021-06-29,447.22,451.44,445.633,451.0,88338.0
2021-06-30,451.0,457.42,450.455,454.11,106514.0
2021-07-01,454.39,462.88,452.61,452.71,137655.0
2021-07-02,456.52,458.1,450.92,453.21,113400.0
2021-07-03,456.52,458.1,450.92,453.21,113400.0
2021-07-04,456.52,458.1,450.92,453.21,113400.0
2021-07-05,456.52,458.1,450.92,453.21,113400.0
2021-07-06,449.36,461.9699,446.6,450.78,95283.0
2021-07-07,453.73,453.73,433.54,437.91,152554.0
2021-07-08,430.0,442.41,430.0,438.56,110343.0
2021-07-09,442.35,450.32,440.055,448.65,99162.0
2021-07-10,442.35,450.32,440.055,448.65,99162.0
2021-07-11,442.35,450.32,440.055,448.65,99162.0
2021-07-12,445.53,458.04,444.66,450.8,69862.0
2021-07-13,447.56,449.39,444.115,447.22,85012.0
2021-07-14,448.69,449.99,436.98,438.66,87928.0
2021-07-15,439.61,460.45,439.61,455.57,105335.0
2021-07-16,456.0,465.94,451.48,455.65,92667.0
2021-07-17,456.0,465.94,451.48,455.65,92667.0
2021-07-18,456.0,465.94,451.48,455.65,92667.0
2021-07-19,450.94,460.98,445.0,456.58,121602.0
2021-07-20,460.84,476.76,460.12,468.68,159739.0
2021-07-21,466.45,476.67,462.78,473.33,78087.0
2021-07-22,473.06,477.1,464.7,475.84,80121.0
2021-07-23,474.89,481.9,470.35,476.92,62566.0
2021-07-24,474.89,481.9,470.35,476.92,62566.0
2021-07-25,474.89,481.9,470.35,476.92,62566.0
2021-07-26,478.23,484.32,475.56,476.3,47458.0
2021-07-27,478.21,484.42,472.68,475.8,47863.0
2021-07-28,478.01,480.0,471.98,472.6,32653.0
2021-07-29,472.22,481.61,472.22,481.61,124290.0
2021-07-30,465.0,499.67,461.265,484.77,150276.0
2021-07-31,465.0,499.67,461.265,484.77,150276.0
2021-08-01,465.0,499.67,461.265,484.77,150276.0
2021-08-02,489.19,533.75,489.19,527.68,333811.0
2021-08-03,530.68,547.5999,521.33,541.15,307704.0
2021-08-04,542.72,563.83,529.3382,561.57,254618.0
2021-08-05,558.69,560.44,536.39,544.09,159054.0
2021-08-06,543.92,562.54,543.92,552.52,102947.0
2021-08-07,543.92,562.54,543.92,552.52,102947.0
2021-08-08,543.92,562.54,543.92,552.52,102947.0
2021-08-09,552.37,557.21,546.4,548.36,127738.0
2021-08-10,547.86,552.66,541.99,548.36,149961.0
2021-08-11,546.71,560.51,543.885,556.74,109030.0
2021-08-12,556.26,562.425,555.74,557.68,74737.0
2021-08-13,557.68,565.8093,549.5567,563.1,52841.0
2021-08-14,557.68,565.8093,549.5567,563.1,52841.0
2021-08-15,557.68,565.8093,549.5567,563.1,52841.0
2021-08-16,561.65,573.415,557.04,569.44,99973.0
2021-08-17,567.99,580.55,565.52,575.36,194854.0
2021-08-18,573.51,583.19,572.77,573.22,117850.0
2021-08-19,567.73,582.28,562.6258,577.67,144989.0
2021-08-20,581.32,586.81,565.38,579.93,113997.0
2021-08-21,581.32,586.81,565.38,579.93,113997.0
2021-08-22,581.32,586.81,565.38,579.93,113997.0
2021-08-23,583.91,585.84,553.16,571.59,125742.0
2021-08-24,575.77,586.36,572.7,579.62,100379.0
2021-08-25,575.0,581.86,569.6725,577.68,117571.0
2021-08-26,575.0,583.12,568.15,575.23,65195.0
2021-08-27,575.43,581.72,574.65,579.13,87873.0
2021-08-28,575.43,581.72,574.65,579.13,87873.0
2021-08-29,575.43,581.72,574.65,579.13,87873.0
2021-08-30,580.0,582.63,576.11,576.51,59703.0
2021-08-31,577.37,582.96,573.31,579.68,76500.0
2021-09-01,580.91,614.94,576.775,590.53,218726.0
