,LEN/B US Equity,LEN/B US Equity,LEN/B US Equity,LEN/B US Equity,LEN/B US Equity
2020-03-14,35.8867,35.9054,30.4943,33.3354,240898.0
2020-03-15,35.8867,35.9054,30.4943,33.3354,240898.0
2020-03-16,29.7934,29.7934,26.1861,26.3823,173046.0
2020-03-17,26.9431,27.3075,21.5694,24.0646,586239.0
2020-03-18,21.9993,22.4292,17.6349,20.7563,264373.0
2020-03-19,21.5974,24.7749,19.8779,22.3544,251422.0
2020-03-20,22.7656,24.5226,21.6068,23.6254,233124.0
2020-03-21,22.7656,24.5226,21.6068,23.6254,233124.0
2020-03-22,22.7656,24.5226,21.6068,23.6254,233124.0
2020-03-23,23.6441,23.6441,19.4293,20.3825,185217.0
2020-03-24,21.803,24.9338,21.803,24.7001,143522.0
2020-03-25,24.7375,29.1673,24.5076,28.4009,175303.0
2020-03-26,28.7374,30.1953,28.3823,29.9523,149991.0
2020-03-27,28.5692,29.6719,27.8309,28.2421,116122.0
2020-03-28,28.5692,29.6719,27.8309,28.2421,116122.0
2020-03-29,28.5692,29.6719,27.8309,28.2421,116122.0
2020-03-30,28.4009,28.5879,27.1206,28.4383,99196.0
2020-03-31,28.2608,28.3636,26.7375,27.0272,87688.0
2020-04-01,25.7094,26.13,24.1301,24.2983,115934.0
2020-04-02,24.0086,24.845,22.831,23.5787,71725.0
2020-04-03,23.6254,23.6254,22.831,23.3637,56810.0
2020-04-04,23.6254,23.6254,22.831,23.3637,56810.0
2020-04-05,23.6254,23.6254,22.831,23.3637,56810.0
2020-04-06,24.5039,27.8309,24.5039,27.4384,182696.0
2020-04-07,29.2794,29.9897,27.2982,27.3729,400143.0
2020-04-08,27.9243,30.6345,27.9243,30.4663,114503.0
2020-04-09,31.5317,33.7372,31.027,31.5691,172230.0
2020-04-10,31.5317,33.7372,31.027,31.5691,172230.0
2020-04-11,31.5317,33.7372,31.027,31.5691,172230.0
2020-04-12,31.5317,33.7372,31.027,31.5691,172230.0
2020-04-13,31.027,31.027,28.8589,29.3448,95240.0
2020-04-14,29.4196,31.0083,29.4196,30.4009,103851.0
2020-04-15,29.6906,29.8028,27.6907,28.1019,72563.0
2020-04-16,28.0458,29.2234,27.9056,29.0645,73064.0
2020-04-17,30.6065,30.9336,29.5598,30.6065,565662.0
2020-04-18,30.6065,30.9336,29.5598,30.6065,565662.0
2020-04-19,30.6065,30.9336,29.5598,30.6065,565662.0
2020-04-20,29.7575,29.8044,28.1158,28.4066,121375.0
2020-04-21,27.3746,28.7912,27.3746,28.7068,93743.0
2020-04-22,29.3353,29.7012,28.8672,29.3166,37756.0
2020-04-23,29.6731,30.4798,29.1758,29.4291,73013.0
2020-04-24,29.476,30.9395,29.476,30.6769,68002.0
2020-04-25,29.476,30.9395,29.476,30.6769,68002.0
2020-04-26,29.476,30.9395,29.476,30.6769,68002.0
2020-04-27,30.9208,32.5531,30.705,32.4218,113295.0
2020-04-28,33.2379,35.3675,33.2379,35.2455,142949.0
2020-04-29,36.6152,37.9286,36.4839,37.8535,114777.0
2020-04-30,37.544,37.544,35.1292,35.7897,65483.0
2020-05-01,34.1104,35.4895,34.1104,35.2924,68656.0
2020-05-02,34.1104,35.4895,34.1104,35.2924,68656.0
2020-05-03,34.1104,35.4895,34.1104,35.2924,68656.0
2020-05-04,34.5326,35.5739,34.1855,35.3956,46356.0
2020-05-05,36.1837,37.2062,36.1555,36.2869,146475.0
2020-05-06,36.8685,36.8685,35.3487,36.0805,88817.0
2020-05-07,36.3994,37.2062,35.5082,36.0242,68349.0
2020-05-08,37.1124,38.4258,36.2306,38.1913,145874.0
2020-05-09,37.1124,38.4258,36.2306,38.1913,145874.0
2020-05-10,37.1124,38.4258,36.2306,38.1913,145874.0
2020-05-11,37.4408,38.0036,36.8216,37.4126,67860.0
2020-05-12,37.0406,37.2438,35.8553,35.9491,74653.0
2020-05-13,35.16,35.6771,33.9134,34.6639,72815.0
2020-05-14,33.7821,34.6123,32.6123,34.5419,63768.0
2020-05-15,34.0729,36.1368,33.829,35.9491,36987.0
2020-05-16,34.0729,36.1368,33.829,35.9491,36987.0
2020-05-17,34.0729,36.1368,33.829,35.9491,36987.0
2020-05-18,37.7785,40.5741,37.7785,40.349,69193.0
2020-05-19,39.9362,42.4068,39.1013,41.3809,105337.0
2020-05-20,42.3097,42.3941,39.5985,40.4897,50731.0
2020-05-21,40.2458,42.0095,40.2083,41.6154,179340.0
2020-05-22,41.8875,42.3847,41.0713,42.2534,62240.0
2020-05-23,41.8875,42.3847,41.0713,42.2534,62240.0
2020-05-24,41.8875,42.3847,41.0713,42.2534,62240.0
2020-05-25,41.8875,42.3847,41.0713,42.2534,62240.0
2020-05-26,43.4354,44.533,42.4691,43.2759,108311.0
2020-05-27,44.3735,45.762,43.6981,45.4805,123520.0
2020-05-28,45.9684,46.1841,41.728,41.8781,127407.0
2020-05-29,41.5873,43.154,41.5873,42.1033,92335.0
2020-05-30,41.5873,43.154,41.5873,42.1033,92335.0
2020-05-31,41.5873,43.154,41.5873,42.1033,92335.0
2020-06-01,42.2346,43.2196,41.653,41.8406,114893.0
2020-06-02,41.7937,42.1502,41.3903,41.9719,123844.0
2020-06-03,42.9945,44.7769,42.638,44.5987,113916.0
2020-06-04,43.9139,44.8239,42.6192,43.1352,143326.0
2020-06-05,45.2085,45.6119,43.3697,44.8426,161182.0
2020-06-06,45.2085,45.6119,43.3697,44.8426,161182.0
2020-06-07,45.2085,45.6119,43.3697,44.8426,161182.0
2020-06-08,45.1428,46.1748,43.5292,44.2141,202489.0
2020-06-09,43.7731,44.4721,42.9664,44.2141,217157.0
2020-06-10,43.5386,45.4149,43.032,44.3735,106352.0
2020-06-11,42.2628,43.1446,40.3959,40.4803,143417.0
2020-06-12,42.7506,43.6791,41.3152,42.1689,112350.0
2020-06-13,42.7506,43.6791,41.3152,42.1689,112350.0
2020-06-14,42.7506,43.6791,41.3152,42.1689,112350.0
2020-06-15,40.6679,45.0584,40.6679,44.927,192850.0
2020-06-16,46.2498,46.4843,44.0171,45.2929,132229.0
2020-06-17,45.2742,46.1654,44.5799,44.9177,79249.0
2020-06-18,44.3923,44.7488,43.5105,43.5386,120089.0
2020-06-19,44.6362,44.6362,42.3284,42.3284,120227.0
2020-06-20,44.6362,44.6362,42.3284,42.3284,120227.0
2020-06-21,44.6362,44.6362,42.3284,42.3284,120227.0
2020-06-22,42.1502,43.2478,41.925,43.1821,55105.0
2020-06-23,44.1015,44.1015,42.6286,43.2196,135434.0
2020-06-24,42.5348,42.5911,40.3302,41.2027,222045.0
2020-06-25,40.7805,41.7468,40.1051,41.7468,97688.0
2020-06-26,41.4466,41.4466,40.6023,41.2683,176640.0
2020-06-27,41.4466,41.4466,40.6023,41.2683,176640.0
2020-06-28,41.4466,41.4466,40.6023,41.2683,176640.0
2020-06-29,41.8687,42.6849,40.4709,42.6849,106575.0
2020-06-30,42.5817,43.2947,42.122,43.2384,65240.0
2020-07-01,43.2009,43.2009,41.653,41.9438,114377.0
2020-07-02,43.1821,43.1821,42.0657,42.1408,69448.0
2020-07-03,43.1821,43.1821,42.0657,42.1408,69448.0
2020-07-04,43.1821,43.1821,42.0657,42.1408,69448.0
2020-07-05,43.1821,43.1821,42.0657,42.1408,69448.0
2020-07-06,43.351,43.7169,42.7975,43.623,157158.0
2020-07-07,42.9288,44.8145,42.9288,43.9514,75499.0
2020-07-08,44.5612,46.672,44.5612,46.3249,101863.0
2020-07-09,46.3107,46.5082,44.5332,44.5802,71229.0
2020-07-10,44.4109,46.5553,44.4109,45.9721,56076.0
2020-07-11,44.4109,46.5553,44.4109,45.9721,56076.0
2020-07-12,44.4109,46.5553,44.4109,45.9721,56076.0
2020-07-13,45.991,46.7622,43.9406,44.1758,113537.0
2020-07-14,43.6867,46.8092,43.6867,46.7716,164710.0
2020-07-15,47.571,48.361,46.9221,48.0695,150235.0
2020-07-16,47.6463,49.405,47.4958,49.2357,103903.0
2020-07-17,49.6213,50.4396,48.7655,48.9348,79607.0
2020-07-18,49.6213,50.4396,48.7655,48.9348,79607.0
2020-07-19,49.6213,50.4396,48.7655,48.9348,79607.0
2020-07-20,48.5774,48.5774,47.919,48.3705,47830.0
2020-07-21,48.5397,48.5397,47.4488,48.0695,42953.0
2020-07-22,47.8626,50.1856,47.8626,49.9881,47795.0
2020-07-23,50.3079,51.935,48.5774,49.1605,70383.0
2020-07-24,48.6808,49.358,48.1353,49.1135,61702.0
2020-07-25,48.6808,49.358,48.1353,49.1135,61702.0
2020-07-26,48.6808,49.358,48.1353,49.1135,61702.0
2020-07-27,48.9818,51.3895,48.9818,51.3895,139928.0
2020-07-28,50.9757,52.1325,49.2545,49.2545,79286.0
2020-07-29,49.5273,51.1167,49.5273,51.0791,80320.0
2020-07-30,50.148,51.3331,50.1198,50.6747,76315.0
2020-07-31,50.4866,50.7876,49.6495,50.6653,197920.0
2020-08-01,50.4866,50.7876,49.6495,50.6653,197920.0
2020-08-02,50.4866,50.7876,49.6495,50.6653,197920.0
2020-08-03,50.8816,51.8221,50.8534,51.8127,115306.0
2020-08-04,51.982,51.982,50.9004,51.1732,72317.0
2020-08-05,51.54,52.1889,51.0039,52.1325,95730.0
2020-08-06,52.1983,52.5651,51.8221,52.283,301557.0
2020-08-07,51.9726,52.2454,51.0509,52.0102,55135.0
2020-08-08,51.9726,52.2454,51.0509,52.0102,55135.0
2020-08-09,51.9726,52.2454,51.0509,52.0102,55135.0
2020-08-10,52.6686,55.1609,52.6498,53.9195,248355.0
2020-08-11,54.1358,54.5919,53.0213,53.0542,141243.0
2020-08-12,53.9289,53.9289,52.8567,53.7408,184097.0
2020-08-13,55.208,55.208,53.421,54.2957,145199.0
2020-08-14,53.8442,54.4367,53.6467,54.2675,66440.0
2020-08-15,53.8442,54.4367,53.6467,54.2675,66440.0
2020-08-16,53.8442,54.4367,53.6467,54.2675,66440.0
2020-08-17,54.5496,56.9197,54.4838,56.6375,145308.0
2020-08-18,57.0514,57.9166,56.6469,56.6846,170379.0
2020-08-19,56.8539,56.9761,55.7441,56.6281,220540.0
2020-08-20,55.9886,57.7191,55.9792,56.9103,35479.0
2020-08-21,56.9009,59.2522,56.4118,59.1863,131182.0
2020-08-22,56.9009,59.2522,56.4118,59.1863,131182.0
2020-08-23,56.9009,59.2522,56.4118,59.1863,131182.0
2020-08-24,59.5625,59.7225,58.1424,58.923,172308.0
2020-08-25,59.017,59.0358,57.2112,58.3869,204215.0
2020-08-26,58.4151,58.7697,57.2301,57.3617,85917.0
2020-08-27,57.6815,58.0953,56.1391,56.346,73099.0
2020-08-28,56.6375,57.1266,55.951,56.3554,77142.0
2020-08-29,56.6375,57.1266,55.951,56.3554,77142.0
2020-08-30,56.6375,57.1266,55.951,56.3554,77142.0
2020-08-31,56.4871,56.7954,55.3867,55.7723,57336.0
2020-09-01,55.951,58.0577,55.5089,58.0577,190146.0
2020-09-02,58.3399,58.5092,56.7231,58.2458,70929.0
2020-09-03,58.0953,58.0953,55.0058,56.2707,87333.0
2020-09-04,56.8256,56.8256,53.1576,54.9728,133357.0
2020-09-05,56.8256,56.8256,53.1576,54.9728,133357.0
2020-09-06,56.8256,56.8256,53.1576,54.9728,133357.0
2020-09-07,56.8256,56.8256,53.1576,54.9728,133357.0
2020-09-08,54.4179,56.2049,53.722,54.8224,77605.0
2020-09-09,55.65,56.9573,55.0669,56.3836,320952.0
2020-09-10,57.042,57.6533,55.9133,56.2707,63012.0
2020-09-11,56.4871,58.227,56.4871,58.2176,142538.0
2020-09-12,56.4871,58.227,56.4871,58.2176,142538.0
2020-09-13,56.4871,58.227,56.4871,58.2176,142538.0
2020-09-14,58.7161,59.5016,57.9731,58.97,108348.0
2020-09-15,59.412,59.412,55.9604,56.6752,78659.0
2020-09-16,57.3335,59.7506,57.3335,59.2051,288189.0
2020-09-17,58.3116,59.3932,57.8602,58.5844,80087.0
2020-09-18,58.8571,59.9952,58.3211,59.3932,413085.0
2020-09-19,58.8571,59.9952,58.3211,59.3932,413085.0
2020-09-20,58.8571,59.9952,58.3211,59.3932,413085.0
2020-09-21,58.3681,58.6314,56.045,57.2677,79726.0
2020-09-22,57.2771,60.1786,57.0796,60.1174,199652.0
2020-09-23,60.0234,60.1927,56.7974,56.7974,117438.0
2020-09-24,56.4306,59.2522,56.0356,57.8132,104817.0
2020-09-25,57.531,58.1329,56.8068,57.4088,53513.0
2020-09-26,57.531,58.1329,56.8068,57.4088,53513.0
2020-09-27,57.531,58.1329,56.8068,57.4088,53513.0
2020-09-28,58.6502,59.9199,58.0577,59.8447,190774.0
2020-09-29,59.7977,60.3337,58.7913,59.1957,53829.0
2020-09-30,59.7224,62.4969,59.6472,61.7539,194118.0
2020-10-01,62.4593,62.8073,61.5094,62.6286,85586.0
2020-10-02,61.8386,63.8513,61.6579,63.6067,141881.0
2020-10-03,61.8386,63.8513,61.6579,63.6067,141881.0
2020-10-04,61.8386,63.8513,61.6579,63.6067,141881.0
2020-10-05,63.8136,65.1868,61.7163,63.08,93946.0
2020-10-06,63.0518,63.5597,60.6723,61.2084,187976.0
2020-10-07,62.0925,62.243,60.4278,61.105,49418.0
2020-10-08,61.6505,64.124,61.6505,64.124,143081.0
2020-10-09,64.6507,64.914,63.3904,64.2275,83679.0
2020-10-10,64.6507,64.914,63.3904,64.2275,83679.0
2020-10-11,64.6507,64.914,63.3904,64.2275,83679.0
2020-10-12,64.6507,64.6507,63.4186,64.0017,76745.0
2020-10-13,64.3121,64.3121,62.3935,63.1082,118041.0
2020-10-14,63.3998,63.7666,62.6615,63.4374,70226.0
2020-10-15,63.2297,65.0233,62.7672,64.8723,94275.0
2020-10-16,64.9006,66.8642,64.7307,64.7685,104051.0
2020-10-17,64.9006,66.8642,64.7307,64.7685,104051.0
2020-10-18,64.9006,66.8642,64.7307,64.7685,104051.0
2020-10-19,64.9573,64.9573,62.7719,62.9843,63195.0
2020-10-20,63.1259,64.7024,63.1259,63.8339,122102.0
2020-10-21,64.1548,64.1548,61.1246,61.37,117052.0
2020-10-22,61.5022,61.5022,58.2076,58.7174,117588.0
2020-10-23,58.7174,60.0578,58.2925,59.8785,123255.0
2020-10-24,58.7174,60.0578,58.2925,59.8785,123255.0
2020-10-25,58.7174,60.0578,58.2925,59.8785,123255.0
2020-10-26,59.0006,59.0194,56.5933,57.2541,90255.0
2020-10-27,57.509,57.509,55.1773,55.4605,53886.0
2020-10-28,54.3088,56.3573,54.3088,55.1773,32677.0
2020-10-29,55.385,56.126,54.1106,54.3183,57720.0
2020-10-30,53.9501,54.7903,52.8739,53.7047,197900.0
2020-10-31,53.9501,54.7903,52.8739,53.7047,197900.0
2020-11-01,53.9501,54.7903,52.8739,53.7047,197900.0
2020-11-02,54.6581,56.3951,54.2994,55.6682,106226.0
2020-11-03,56.2818,57.1692,55.4888,57.037,99856.0
2020-11-04,57.4241,61.7759,57.4241,60.3222,162212.0
2020-11-05,60.8414,61.2001,59.6898,59.8218,53972.0
2020-11-06,59.9068,59.9068,57.5279,57.6034,46013.0
2020-11-07,59.9068,59.9068,57.5279,57.6034,46013.0
2020-11-08,59.9068,59.9068,57.5279,57.6034,46013.0
2020-11-09,59.5103,59.5103,53.6669,53.6669,147800.0
2020-11-10,54.1861,58.0471,53.0061,57.5185,177480.0
2020-11-11,57.6978,58.2831,56.9521,58.2831,83100.0
2020-11-12,57.6412,59.0761,56.1402,56.4612,82257.0
2020-11-13,56.9237,58.3445,56.9237,57.9621,73835.0
2020-11-14,56.9237,58.3445,56.9237,57.9621,73835.0
2020-11-15,56.9237,58.3445,56.9237,57.9621,73835.0
2020-11-16,58.7362,58.7362,56.9096,58.0565,66091.0
2020-11-17,58.2642,58.5946,57.1503,57.7733,89425.0
2020-11-18,57.7733,58.7362,57.7497,57.9149,163112.0
2020-11-19,58.2831,58.7126,57.3769,57.9055,56467.0
2020-11-20,58.1132,58.2265,57.2353,57.4429,43216.0
2020-11-21,58.1132,58.2265,57.2353,57.4429,43216.0
2020-11-22,58.1132,58.2265,57.2353,57.4429,43216.0
2020-11-23,57.4429,59.5764,57.4429,59.3404,93157.0
2020-11-24,60.3127,60.3127,57.7639,57.83,44105.0
2020-11-25,57.7828,58.774,57.2919,58.1321,45899.0
2020-11-26,57.7828,58.774,57.2919,58.1321,45899.0
2020-11-27,58.1509,59.1988,58.0282,58.4342,37775.0
2020-11-28,58.1509,59.1988,58.0282,58.4342,37775.0
2020-11-29,58.1509,59.1988,58.0282,58.4342,37775.0
2020-11-30,58.4342,58.4342,56.6405,57.3013,67860.0
2020-12-01,58.1132,58.1132,55.1868,55.3378,64474.0
2020-12-02,55.2056,55.3189,53.8463,53.8557,48152.0
2020-12-03,53.8274,57.037,53.8274,56.9521,145879.0
2020-12-04,56.7633,56.8293,55.3284,56.008,55090.0
2020-12-05,56.7633,56.8293,55.3284,56.008,55090.0
2020-12-06,56.7633,56.8293,55.3284,56.008,55090.0
2020-12-07,56.008,57.6978,55.3567,57.4146,69042.0
2020-12-08,56.9709,56.9709,54.4835,54.8941,62128.0
2020-12-09,54.7525,55.1962,53.9218,54.8564,92470.0
2020-12-10,54.6392,55.3567,54.2616,54.7148,32662.0
2020-12-11,54.8658,55.8098,54.8002,55.1301,39992.0
2020-12-12,54.8658,55.8098,54.8002,55.1301,39992.0
2020-12-13,54.8658,55.8098,54.8002,55.1301,39992.0
2020-12-14,56.0458,57.1597,56.0458,56.3385,66433.0
2020-12-15,56.8199,57.5185,55.621,55.8759,117688.0
2020-12-16,56.3101,56.5084,55.4228,56.2818,48932.0
2020-12-17,60.4166,61.6155,58.7268,60.5487,89086.0
2020-12-18,61.3134,62.3046,60.511,61.1057,84462.0
2020-12-19,61.3134,62.3046,60.511,61.1057,84462.0
2020-12-20,61.3134,62.3046,60.511,61.1057,84462.0
2020-12-21,60.3222,60.747,59.2554,60.2089,49310.0
2020-12-22,60.3033,60.9351,59.803,60.8603,61566.0
2020-12-23,60.8131,60.8131,59.0289,59.5198,44279.0
2020-12-24,59.1138,60.8225,58.9014,60.8225,24603.0
2020-12-25,59.1138,60.8225,58.9014,60.8225,24603.0
2020-12-26,59.1138,60.8225,58.9014,60.8225,24603.0
2020-12-27,59.1138,60.8225,58.9014,60.8225,24603.0
2020-12-28,61.1246,61.1246,59.01,59.2838,40120.0
2020-12-29,59.4726,59.6765,58.4961,58.9156,26562.0
2020-12-30,59.2554,59.8171,58.8023,58.8306,37594.0
2020-12-31,58.9156,58.9156,57.6601,57.7733,42097.0
2021-01-01,58.9156,58.9156,57.6601,57.7733,42097.0
2021-01-02,58.9156,58.9156,57.6601,57.7733,42097.0
2021-01-03,58.9156,58.9156,57.6601,57.7733,42097.0
2021-01-04,58.3303,58.3303,55.0924,56.4045,59332.0
2021-01-05,56.1119,56.4175,55.234,55.8287,139513.0
2021-01-06,56.1591,56.1591,54.3749,55.5738,91139.0
2021-01-07,55.4133,57.8489,55.4133,57.6223,97323.0
2021-01-08,57.7828,57.9716,55.5596,55.8381,79456.0
2021-01-09,57.7828,57.9716,55.5596,55.8381,79456.0
2021-01-10,57.7828,57.9716,55.5596,55.8381,79456.0
2021-01-11,54.441,57.948,54.3844,57.4618,105870.0
2021-01-12,58.0471,58.3114,56.6783,58.2737,67921.0
2021-01-13,58.2925,60.4071,57.8017,58.0282,56378.0
2021-01-14,58.0471,58.4625,56.8907,57.1031,48316.0
2021-01-15,57.0181,58.6324,56.9521,58.3586,60427.0
2021-01-16,57.0181,58.6324,56.9521,58.3586,60427.0
2021-01-17,57.0181,58.6324,56.9521,58.3586,60427.0
2021-01-18,57.0181,58.6324,56.9521,58.3586,60427.0
2021-01-19,58.538,59.8218,58.4153,59.5292,78501.0
2021-01-20,59.6519,63.9849,59.6519,63.1353,135535.0
2021-01-21,63.0598,65.0705,63.0598,63.4657,119045.0
2021-01-22,63.6828,64.3625,62.8002,64.3342,128937.0
2021-01-23,63.6828,64.3625,62.8002,64.3342,128937.0
2021-01-24,63.6828,64.3625,62.8002,64.3342,128937.0
2021-01-25,64.3248,66.4393,64.3248,65.7313,119352.0
2021-01-26,65.7691,67.2606,64.372,65.2688,157278.0
2021-01-27,65.0989,66.1089,63.3855,64.2304,62929.0
2021-01-28,64.4767,65.121,63.4913,64.3156,77067.0
2021-01-29,64.3156,64.344,62.5154,63.425,62357.0
2021-01-30,64.3156,64.344,62.5154,63.425,62357.0
2021-01-31,64.3156,64.344,62.5154,63.425,62357.0
2021-02-01,64.0882,64.5999,62.269,64.4293,48956.0
2021-02-02,64.7988,65.5284,64.0314,65.121,168717.0
2021-02-03,65.2347,65.5947,64.5572,65.1115,66051.0
2021-02-04,65.7084,66.8454,64.9599,66.2485,64674.0
2021-02-05,66.2485,69.4605,66.2485,69.1383,73356.0
2021-02-06,66.2485,69.4605,66.2485,69.1383,73356.0
2021-02-07,66.2485,69.4605,66.2485,69.1383,73356.0
2021-02-08,69.3657,72.6251,69.3657,72.3409,61749.0
2021-02-09,72.3409,72.6725,70.7207,71.0144,46757.0
2021-02-10,70.9765,72.2272,69.6879,71.3934,117979.0
2021-02-11,71.5544,72.483,71.2323,72.3124,114478.0
2021-02-12,72.0092,72.0945,70.8154,70.8344,102329.0
2021-02-13,72.0092,72.0945,70.8154,70.8344,102329.0
2021-02-14,72.0092,72.0945,70.8154,70.8344,102329.0
2021-02-15,72.0092,72.0945,70.8154,70.8344,102329.0
2021-02-16,71.5071,71.5071,67.9066,68.3046,120603.0
2021-02-17,68.314,68.5481,66.9402,67.8877,55236.0
2021-02-18,68.1151,68.1151,67.0065,67.0065,54198.0
2021-02-19,67.0349,68.4751,67.0349,67.9824,34321.0
2021-02-20,67.0349,68.4751,67.0349,67.9824,34321.0
2021-02-21,67.0349,68.4751,67.0349,67.9824,34321.0
2021-02-22,67.7171,68.2335,65.3294,65.3294,80880.0
2021-02-23,65.0736,65.4242,63.4108,65.2631,62920.0
2021-02-24,65.1968,65.6705,62.5438,65.5853,66953.0
2021-02-25,64.9031,64.9031,61.1557,61.4542,68615.0
2021-02-26,61.6342,63.4913,61.4826,62.6859,52124.0
2021-02-27,61.6342,63.4913,61.4826,62.6859,52124.0
2021-02-28,61.6342,63.4913,61.4826,62.6859,52124.0
2021-03-01,62.9702,64.5335,62.6954,62.8849,47035.0
2021-03-02,62.8849,64.3006,62.0037,64.0408,38823.0
2021-03-03,63.8419,63.8419,61.0752,61.1415,53865.0
2021-03-04,60.9426,63.2734,59.256,60.9236,60800.0
2021-03-05,61.71,65.5,60.7057,65.121,58526.0
2021-03-06,61.71,65.5,60.7057,65.121,58526.0
2021-03-07,61.71,65.5,60.7057,65.121,58526.0
2021-03-08,66.1538,67.6697,66.0685,66.6275,45558.0
2021-03-09,68.0772,68.1909,67.1581,67.8213,85390.0
2021-03-10,68.9299,71.0852,68.243,69.8963,40211.0
2021-03-11,71.0523,71.0523,68.7499,69.7542,27857.0
2021-03-12,68.693,68.8446,66.6464,67.3192,39370.0
2021-03-13,68.693,68.8446,66.6464,67.3192,39370.0
2021-03-14,68.693,68.8446,66.6464,67.3192,39370.0
2021-03-15,68.5414,69.1952,66.9828,69.1952,44740.0
2021-03-16,69.8111,70.607,68.2761,68.333,63387.0
2021-03-17,68.1056,78.2248,67.0539,77.3815,128137.0
2021-03-18,77.3815,77.3815,72.5588,72.7293,79465.0
2021-03-19,73.1652,74.0748,71.6587,72.8241,134760.0
2021-03-20,73.1652,74.0748,71.6587,72.8241,134760.0
2021-03-21,73.1652,74.0748,71.6587,72.8241,134760.0
2021-03-22,73.5821,74.7854,73.0704,74.1506,36325.0
2021-03-23,74.5485,74.9938,72.5019,73.0136,52206.0
2021-03-24,72.9567,74.6622,72.2651,72.4356,41043.0
2021-03-25,72.0187,76.3487,71.7674,76.3393,63734.0
2021-03-26,76.2256,79.0112,75.7423,78.5659,41269.0
2021-03-27,76.2256,79.0112,75.7423,78.5659,41269.0
2021-03-28,76.2256,79.0112,75.7423,78.5659,41269.0
2021-03-29,77.9974,79.4281,75.6665,76.254,28616.0
2021-03-30,76.5667,79.1581,75.3349,78.5753,84478.0
2021-03-31,79.2481,79.2481,77.6805,78.0163,43249.0
2021-04-01,78.907,79.3997,77.4952,79.3997,46711.0
2021-04-02,78.907,79.3997,77.4952,79.3997,46711.0
2021-04-03,78.907,79.3997,77.4952,79.3997,46711.0
2021-04-04,78.907,79.3997,77.4952,79.3997,46711.0
2021-04-05,79.8734,80.4324,78.7743,80.1956,42931.0
2021-04-06,80.2145,81.162,79.3902,80.0724,29329.0
2021-04-07,80.1103,80.8156,78.9354,78.9922,18006.0
2021-04-08,79.087,79.2765,78.0447,78.2911,61750.0
2021-04-09,78.2627,80.9535,78.2627,80.9535,22992.0
2021-04-10,78.2627,80.9535,78.2627,80.9535,22992.0
2021-04-11,78.2627,80.9535,78.2627,80.9535,22992.0
2021-04-12,80.6788,80.6788,79.3514,80.6124,28848.0
2021-04-13,80.7167,80.8635,78.4522,79.6839,68968.0
2021-04-14,79.3997,80.1292,78.9922,79.068,16374.0
2021-04-15,80.1198,80.1198,78.7838,78.8596,42852.0
2021-04-16,78.1774,81.0104,78.1774,80.8304,119429.0
2021-04-17,78.1774,81.0104,78.1774,80.8304,119429.0
2021-04-18,78.1774,81.0104,78.1774,80.8304,119429.0
2021-04-19,80.7072,80.7072,78.3976,79.0207,39148.0
2021-04-20,79.1157,79.2678,75.0103,76.3883,44303.0
2021-04-21,75.7325,77.6902,75.7325,76.7019,170272.0
2021-04-22,76.93,76.93,74.7964,75.8846,124974.0
2021-04-23,75.9986,76.9358,75.571,76.5973,75450.0
2021-04-24,75.9986,76.9358,75.571,76.5973,75450.0
2021-04-25,75.9986,76.9358,75.571,76.5973,75450.0
2021-04-26,77.4336,77.7662,76.5783,77.7662,63756.0
2021-04-27,77.8328,78.8021,77.177,77.4431,40337.0
2021-04-28,77.196,77.4241,76.5118,77.101,33437.0
2021-04-29,77.8043,78.593,77.2721,78.2319,67401.0
2021-04-30,77.4431,77.5857,76.3407,76.5688,71785.0
2021-05-01,77.4431,77.5857,76.3407,76.5688,71785.0
2021-05-02,77.4431,77.5857,76.3407,76.5688,71785.0
2021-05-03,77.2055,79.1347,76.8634,78.6881,88763.0
2021-05-04,78.403,79.6289,77.4336,79.6289,77527.0
2021-05-05,79.7239,79.7239,77.9563,78.5455,56806.0
2021-05-06,78.8972,78.9827,77.6427,78.5455,51581.0
2021-05-07,78.403,80.1516,77.9373,80.1136,44954.0
2021-05-08,78.403,80.1516,77.9373,80.1136,44954.0
2021-05-09,78.403,80.1516,77.9373,80.1136,44954.0
2021-05-10,81.1019,81.9361,79.3438,79.9805,33719.0
2021-05-11,79.5909,79.5909,75.8941,77.4811,100064.0
2021-05-12,76.5213,76.5451,71.1329,71.6366,93196.0
2021-05-13,71.5225,73.9364,71.5225,73.4422,124116.0
2021-05-14,74.3735,74.4876,73.1952,74.4686,94275.0
2021-05-15,74.3735,74.4876,73.1952,74.4686,94275.0
2021-05-16,74.3735,74.4876,73.1952,74.4686,94275.0
2021-05-17,73.7558,73.7558,71.8932,73.2331,25127.0
2021-05-18,73.1666,73.1666,71.1994,71.3515,40694.0
2021-05-19,69.8689,71.0474,69.0516,70.8953,35013.0
2021-05-20,71.3705,72.0547,70.6387,71.9407,62385.0
2021-05-21,72.0927,72.4919,71.2564,71.7981,106723.0
2021-05-22,72.0927,72.4919,71.2564,71.7981,106723.0
2021-05-23,72.0927,72.4919,71.2564,71.7981,106723.0
2021-05-24,72.0262,72.757,71.6746,72.5679,69151.0
2021-05-25,72.3778,75.0293,72.3778,73.2141,76961.0
2021-05-26,73.8033,75.2764,73.58,74.174,76722.0
2021-05-27,75.0863,75.2098,74.2595,74.7632,44744.0
2021-05-28,74.6586,75.2003,73.8889,74.4211,33205.0
