,HUM US Equity,HUM US Equity,HUM US Equity,HUM US Equity,HUM US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-09-30,393.338,408.811,391.314,403.767,701680.0
2020-10-01,405.747,406.937,399.67,405.201,541294.0
2020-10-02,404.196,405.123,395.231,398.323,521457.0
2020-10-03,404.196,405.123,395.231,398.323,521457.0
2020-10-04,404.196,405.123,395.231,398.323,521457.0
2020-10-05,402.704,409.61,400.592,409.357,356583.0
2020-10-06,410.381,411.249,404.206,406.02,702882.0
2020-10-07,408.03,419.707,407.424,418.907,492629.0
2020-10-08,419.58,423.449,415.103,416.868,452462.0
2020-10-09,419.083,425.112,418.546,422.839,348855.0
2020-10-10,419.083,425.112,418.546,422.839,348855.0
2020-10-11,419.083,425.112,418.546,422.839,348855.0
2020-10-12,425.922,429.58,419.327,419.99,634464.0
2020-10-13,417.181,425.165,415.591,422.224,359506.0
2020-10-14,418.995,421.112,411.962,412.654,357899.0
2020-10-15,408.947,424.868,407.981,424.712,537429.0
2020-10-16,425.092,434.311,423.609,427.014,455605.0
2020-10-17,425.092,434.311,423.609,427.014,455605.0
2020-10-18,425.092,434.311,423.609,427.014,455605.0
2020-10-19,426.712,431.619,420.468,422.488,549223.0
2020-10-20,423.922,429.882,420.946,425.736,380820.0
2020-10-21,424.917,429.16,423.073,426.536,878535.0
2020-10-22,425.629,432.848,424.087,430.37,477985.0
2020-10-23,433.141,438.438,430.936,433.443,480009.0
2020-10-24,433.141,438.438,430.936,433.443,480009.0
2020-10-25,433.141,438.438,430.936,433.443,480009.0
2020-10-26,430.77,434.116,420.351,424.487,378391.0
2020-10-27,422.634,424.107,419.283,421.571,434310.0
2020-10-28,412.791,417.029,402.43,403.143,652708.0
2020-10-29,401.835,403.874,386.793,387.046,1255177.0
2020-10-30,388.48,392.285,382.89,389.514,942804.0
2020-10-31,388.48,392.285,382.89,389.514,942804.0
2020-11-01,388.48,392.285,382.89,389.514,942804.0
2020-11-02,394.119,402.918,389.114,398.587,1079358.0
2020-11-03,400.645,419.907,399.65,413.074,971041.0
2020-11-04,434.126,463.09,434.126,440.955,1982086.0
2020-11-05,448.739,451.11,428.243,430.009,1324589.0
2020-11-06,428.799,428.804,417.785,421.971,681796.0
2020-11-07,428.799,428.804,417.785,421.971,681796.0
2020-11-08,428.799,428.804,417.785,421.971,681796.0
2020-11-09,437.101,442.857,412.225,412.644,955162.0
2020-11-10,411.981,420.79,398.889,420.137,1097415.0
2020-11-11,422.888,424.234,411.327,415.581,978641.0
2020-11-12,416.361,424.263,412.659,421.239,755240.0
2020-11-13,424.517,425.668,417.317,422.8,702398.0
2020-11-14,424.517,425.668,417.317,422.8,702398.0
2020-11-15,424.517,425.668,417.317,422.8,702398.0
2020-11-16,424.039,427.156,413.493,418.059,652262.0
2020-11-17,414.781,416.312,407.815,411.903,571201.0
2020-11-18,412.4,413.63,403.601,408.206,545274.0
2020-11-19,406.43,409.074,395.622,397.211,1489900.0
2020-11-20,395.621,399.972,391.846,396.275,743901.0
2020-11-21,395.621,399.972,391.846,396.275,743901.0
2020-11-22,395.621,399.972,391.846,396.275,743901.0
2020-11-23,399.318,402.479,394.772,399.279,1093473.0
2020-11-24,398.587,407.767,397.982,398.206,676473.0
2020-11-25,400.723,400.723,390.275,391.231,750948.0
2020-11-26,400.723,400.723,390.275,391.231,750948.0
2020-11-27,391.124,398.255,391.124,396.548,310149.0
2020-11-28,391.124,398.255,391.124,396.548,310149.0
2020-11-29,391.124,398.255,391.124,396.548,310149.0
2020-11-30,394.129,396.353,385.437,390.724,1336801.0
2020-12-01,395.104,407.333,393.153,395.797,1070803.0
2020-12-02,397.084,398.631,393.553,395.826,793348.0
2020-12-03,396.089,401.567,391.817,393.953,701085.0
2020-12-04,393.933,402.938,393.143,402.684,522782.0
2020-12-05,393.933,402.938,393.143,402.684,522782.0
2020-12-06,393.933,402.938,393.143,402.684,522782.0
2020-12-07,399.757,402.704,388.919,393.865,613569.0
2020-12-08,392.948,400.226,391.792,399.27,731147.0
2020-12-09,399.972,401.923,394.577,398.158,1072215.0
2020-12-10,398.519,398.741,387.514,387.758,833733.0
2020-12-11,388.002,388.197,378.988,381.564,795870.0
2020-12-12,388.002,388.197,378.988,381.564,795870.0
2020-12-13,388.002,388.197,378.988,381.564,795870.0
2020-12-14,383.739,385.856,377.018,378.735,1197338.0
2020-12-15,381.437,385.544,376.325,382.734,970960.0
2020-12-16,382.412,386.402,376.783,383.154,762567.0
2020-12-17,384.012,388.905,383.866,386.646,769534.0
2020-12-18,386.48,387.414,377.788,382.042,1316408.0
2020-12-19,386.48,387.414,377.788,382.042,1316408.0
2020-12-20,386.48,387.414,377.788,382.042,1316408.0
2020-12-21,377.125,380.608,371.916,379.495,851054.0
2020-12-22,378.822,380.578,375.067,378.939,678283.0
2020-12-23,381.983,398.07,381.437,395.182,1638524.0
2020-12-24,394.012,397.284,393.143,394.929,271081.0
2020-12-25,394.012,397.284,393.143,394.929,271081.0
2020-12-26,394.012,397.284,393.143,394.929,271081.0
2020-12-27,394.012,397.284,393.143,394.929,271081.0
2020-12-28,397.816,401.923,393.651,400.157,993194.0
2020-12-29,402.284,403.904,396.441,398.07,591097.0
2020-12-30,396.521,401.465,395.476,396.785,531824.0
2020-12-31,398.241,401.573,394.04,400.85,558369.0
2021-01-01,398.241,401.573,394.04,400.85,558369.0
2021-01-02,398.241,401.573,394.04,400.85,558369.0
2021-01-03,398.241,401.573,394.04,400.85,558369.0
2021-01-04,408.226,408.392,391.294,402.726,1268270.0
2021-01-05,399.531,407.43,399.531,403.693,958356.0
2021-01-06,396.287,428.011,396.189,427.777,1495236.0
2021-01-07,426.985,438.964,425.5,437.41,1421409.0
2021-01-08,436.257,437.713,422.296,426.741,962713.0
2021-01-09,436.257,437.713,422.296,426.741,962713.0
2021-01-10,436.257,437.713,422.296,426.741,962713.0
2021-01-11,424.601,428.221,418.651,423.585,908767.0
2021-01-12,422.432,427.508,412.139,412.769,1045660.0
2021-01-13,410.473,414.02,404.543,406.468,902539.0
2021-01-14,407.318,411.011,395.329,395.701,1020913.0
2021-01-15,393.698,398.192,390.307,397.469,1519496.0
2021-01-16,393.698,398.192,390.307,397.469,1519496.0
2021-01-17,393.698,398.192,390.307,397.469,1519496.0
2021-01-18,393.698,398.192,390.307,397.469,1519496.0
2021-01-19,401.084,406.321,395.564,397.958,903821.0
2021-01-20,398.632,402.677,392.848,401.895,966791.0
2021-01-21,401.065,409.223,401.065,405.08,883903.0
2021-01-22,404.132,404.543,395.867,395.876,864985.0
2021-01-23,404.132,404.543,395.867,395.876,864985.0
2021-01-24,404.132,404.543,395.867,395.876,864985.0
2021-01-25,394.88,401.846,392.169,394.724,894593.0
2021-01-26,396.023,397.723,386.604,386.761,1039249.0
2021-01-27,380.146,382.511,365.901,369.252,2347293.0
2021-01-28,372.984,386.692,371.275,380.84,906105.0
2021-01-29,379.374,381.226,366.546,374.313,1205664.0
2021-01-30,379.374,381.226,366.546,374.313,1205664.0
2021-01-31,379.374,381.226,366.546,374.313,1205664.0
2021-02-01,377.225,380.351,369.978,371.177,947198.0
2021-02-02,374.509,382.315,368.334,368.334,1367026.0
2021-02-03,365.031,379.628,364.992,371.206,1301829.0
2021-02-04,368.06,376.541,365.344,376.248,1204807.0
2021-02-05,377.391,379.306,365.701,370.591,1672187.0
2021-02-06,377.391,379.306,365.701,370.591,1672187.0
2021-02-07,377.391,379.306,365.701,370.591,1672187.0
2021-02-08,373.121,373.229,366.038,369.653,1399820.0
2021-02-09,370.083,376.033,368.344,373.805,1622270.0
2021-02-10,376.052,376.707,368.109,369.321,1602352.0
2021-02-11,370.767,375.105,366.399,372.437,1594490.0
2021-02-12,371.411,372.672,368.617,371.9,1015104.0
2021-02-13,371.411,372.672,368.617,371.9,1015104.0
2021-02-14,371.411,372.672,368.617,371.9,1015104.0
2021-02-15,371.411,372.672,368.617,371.9,1015104.0
2021-02-16,372.75,373.473,361.719,366.536,2446647.0
2021-02-17,365.637,374.44,364.357,368.852,1007591.0
2021-02-18,370.259,371.509,366.756,369.643,910683.0
2021-02-19,369.047,371.275,366.223,368.256,1006053.0
2021-02-20,369.047,371.275,366.223,368.256,1006053.0
2021-02-21,369.047,371.275,366.223,368.256,1006053.0
2021-02-22,364.924,372.994,362.931,371.167,1028362.0
2021-02-23,372.467,373.639,365.852,369.604,982371.0
2021-02-24,368.256,376.482,367.601,372.642,1018384.0
2021-02-25,371.275,376.717,369.164,371.851,815519.0
2021-02-26,374.802,381.074,370.298,370.933,1284961.0
2021-02-27,374.802,381.074,370.298,370.933,1284961.0
2021-02-28,374.802,381.074,370.298,370.933,1284961.0
2021-03-01,372.711,379.091,372.711,376.082,942810.0
2021-03-02,377.43,379.794,373.219,377.43,845419.0
2021-03-03,375.515,378.251,373.424,373.825,548917.0
2021-03-04,373.385,386.99,372.261,379.638,1453744.0
2021-03-05,379.912,391.587,379.711,390.219,1495184.0
2021-03-06,379.912,391.587,379.711,390.219,1495184.0
2021-03-07,379.912,391.587,379.711,390.219,1495184.0
2021-03-08,390.815,398.036,388.402,391.861,1101779.0
2021-03-09,393.141,400.029,392.31,393.6,1029303.0
2021-03-10,396.971,399.384,393.307,393.756,841036.0
2021-03-11,394.04,398.348,391.841,392.193,928165.0
