,HUM US Equity,HUM US Equity,HUM US Equity,HUM US Equity,HUM US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-05-19,380.254,391.326,377.279,383.58,759305.0
2020-05-20,386.847,389.803,378.757,380.391,686413.0
2020-05-21,380.225,387.333,376.715,384.358,691859.0
2020-05-22,385.291,386.745,378.844,383.541,415854.0
2020-05-23,385.291,386.745,378.844,383.541,415854.0
2020-05-24,385.291,386.745,378.844,383.541,415854.0
2020-05-25,385.291,386.745,378.844,383.541,415854.0
2020-05-26,392.915,393.566,385.398,386.128,731318.0
2020-05-27,387.013,388.986,373.064,388.316,835360.0
2020-05-28,393.566,400.156,390.931,392.662,839549.0
2020-05-29,395.074,400.509,386.507,399.313,1810189.0
2020-05-30,395.074,400.509,386.507,399.313,1810189.0
2020-05-31,395.074,400.509,386.507,399.313,1810189.0
2020-06-01,396.659,398.108,388.189,390.416,733989.0
2020-06-02,389.657,399.041,384.309,393.722,769523.0
2020-06-03,393.819,396.104,381.577,382.86,801063.0
2020-06-04,379.418,388.763,375.84,381.441,872522.0
2020-06-05,385.321,391.933,377.75,379.097,1529132.0
2020-06-06,385.321,391.933,377.75,379.097,1529132.0
2020-06-07,385.321,391.933,377.75,379.097,1529132.0
2020-06-08,379.233,391.359,372.956,387.11,1263204.0
2020-06-09,384.095,388.529,379.233,379.408,1050661.0
2020-06-10,382.987,383.706,374.906,381.674,1050296.0
2020-06-11,377.191,377.191,357.617,363.228,1206888.0
2020-06-12,372.757,374.799,360.388,368.265,1076042.0
2020-06-13,372.757,374.799,360.388,368.265,1076042.0
2020-06-14,372.757,374.799,360.388,368.265,1076042.0
2020-06-15,358.813,368.829,355.954,368.391,1012110.0
2020-06-16,377.357,377.357,364.647,367.565,935927.0
2020-06-17,369.383,372.65,366.689,369.509,948970.0
2020-06-18,367.37,368.984,362.703,368.605,793723.0
2020-06-19,374.42,378.971,369.237,370.248,956716.0
2020-06-20,374.42,378.971,369.237,370.248,956716.0
2020-06-21,374.42,378.971,369.237,370.248,956716.0
2020-06-22,368.148,370.9,361.05,369.325,659498.0
2020-06-23,371.406,375.237,365.143,371.24,740473.0
2020-06-24,368.041,371.833,355.804,361.536,711942.0
2020-06-25,360.69,366.505,354.982,365.746,585706.0
2020-06-26,366.437,369.811,362.946,364.297,1159343.0
2020-06-27,366.437,369.811,362.946,364.297,1159343.0
2020-06-28,366.437,369.811,362.946,364.297,1159343.0
2020-06-29,365.198,370.029,363.961,369.503,732479.0
2020-06-30,371.13,379.185,369.153,377.675,909248.0
2020-07-01,378.396,384.737,375.747,381.377,870123.0
2020-07-02,382.789,387.377,379.682,381.708,669014.0
2020-07-03,382.789,387.377,379.682,381.708,669014.0
2020-07-04,382.789,387.377,379.682,381.708,669014.0
2020-07-05,382.789,387.377,379.682,381.708,669014.0
2020-07-06,385.263,386.447,379.497,386.159,733364.0
2020-07-07,383.12,387.226,380.588,381.523,888935.0
2020-07-08,382.789,385.74,374.037,375.971,544490.0
2020-07-09,375.114,377.52,368.783,372.971,942222.0
2020-07-10,375.016,375.016,367.4,371.666,464870.0
2020-07-11,375.016,375.016,367.4,371.666,464870.0
2020-07-12,375.016,375.016,367.4,371.666,464870.0
2020-07-13,372.815,380.247,371.266,371.948,595437.0
2020-07-14,370.37,386.51,369.859,386.237,1093355.0
2020-07-15,382.487,385.56,375.562,385.097,813271.0
2020-07-16,384.688,391.39,382.565,385.604,894590.0
2020-07-17,388.789,394.662,387.357,393.981,672307.0
2020-07-18,388.789,394.662,387.357,393.981,672307.0
2020-07-19,388.789,394.662,387.357,393.981,672307.0
2020-07-20,393.503,394.321,384.416,386.451,506527.0
2020-07-21,389.597,391.088,385.984,387.26,519558.0
2020-07-22,387.893,392.276,384.737,391.916,414981.0
2020-07-23,392.627,396.522,386.325,387.416,297065.0
2020-07-24,388.575,388.633,380.734,381.951,458852.0
2020-07-25,388.575,388.633,380.734,381.951,458852.0
2020-07-26,388.575,388.633,380.734,381.951,458852.0
2020-07-27,380.831,384.036,377.067,380.86,831362.0
2020-07-28,379.906,380.763,374.52,376.604,402583.0
2020-07-29,378.367,390.581,376.945,386.101,804435.0
2020-07-30,380.88,391.253,377.728,388.185,492035.0
2020-07-31,386.257,387.766,377.286,382.253,722654.0
2020-08-01,386.257,387.766,377.286,382.253,722654.0
2020-08-02,386.257,387.766,377.286,382.253,722654.0
2020-08-03,384.961,385.283,377.822,384.299,446368.0
2020-08-04,381.766,386.067,378.786,381.016,748723.0
2020-08-05,384.27,394.234,384.26,393.416,905234.0
2020-08-06,393.231,400.078,392.568,397.039,899971.0
2020-08-07,397.166,407.958,397.166,407.081,915788.0
2020-08-08,397.166,407.958,397.166,407.081,915788.0
2020-08-09,397.166,407.958,397.166,407.081,915788.0
2020-08-10,407.149,412.837,403.974,408.854,639943.0
2020-08-11,412.224,414.406,403.984,404.967,566319.0
2020-08-12,408.26,412.876,406.467,409.146,543232.0
2020-08-13,407.081,409.019,403.26,408.601,322209.0
2020-08-14,406.526,411.055,402.805,411.055,337787.0
2020-08-15,406.526,411.055,402.805,411.055,337787.0
2020-08-16,406.526,411.055,402.805,411.055,337787.0
2020-08-17,409.974,412.419,407.763,409.097,366854.0
2020-08-18,411.571,411.571,404.656,406.331,379087.0
2020-08-19,404.938,410.919,404.295,407.139,685841.0
2020-08-20,406.243,407.412,401.451,403.204,335272.0
2020-08-21,404.724,408.133,401.636,407.909,473515.0
2020-08-22,404.724,408.133,401.636,407.909,473515.0
2020-08-23,404.724,408.133,401.636,407.909,473515.0
2020-08-24,409.117,411.766,394.555,395.529,593948.0
2020-08-25,398.344,398.344,391.394,395.295,527666.0
2020-08-26,393.708,394.565,387.26,393.24,535015.0
2020-08-27,394.01,400.828,391.244,396.864,650502.0
2020-08-28,398.227,402.474,394.273,397.438,537475.0
2020-08-29,398.227,402.474,394.273,397.438,537475.0
2020-08-30,398.227,402.474,394.273,397.438,537475.0
2020-08-31,397.156,405.464,396.123,404.383,1035276.0
2020-09-01,402.406,407.636,402.406,404.071,597449.0
2020-09-02,406.477,417.917,404.578,416.656,736940.0
2020-09-03,417.055,419.919,403.467,410.334,814796.0
2020-09-04,410.266,410.363,399.104,402.454,738885.0
2020-09-05,410.266,410.363,399.104,402.454,738885.0
2020-09-06,410.266,410.363,399.104,402.454,738885.0
2020-09-07,410.266,410.363,399.104,402.454,738885.0
2020-09-08,400.769,400.769,391.117,394.838,630901.0
2020-09-09,396.377,401.276,395.101,397.614,464610.0
2020-09-10,398.49,400.321,382.594,383.149,557230.0
2020-09-11,385.497,386.812,376.292,381.192,731949.0
2020-09-12,385.497,386.812,376.292,381.192,731949.0
2020-09-13,385.497,386.812,376.292,381.192,731949.0
2020-09-14,385.166,395.685,384.016,393.143,430327.0
2020-09-15,394.224,396.425,388.253,389.597,509403.0
2020-09-16,392.997,395.534,388.283,388.701,420408.0
2020-09-17,386.042,388.925,381.347,387.172,559183.0
2020-09-18,387.562,394.974,386.714,392.169,1275253.0
2020-09-19,387.562,394.974,386.714,392.169,1275253.0
2020-09-20,387.562,394.974,386.714,392.169,1275253.0
2020-09-21,383.724,384.99,373.253,384.26,1151810.0
2020-09-22,385.526,388.205,375.104,376.711,1086976.0
2020-09-23,378.503,381.231,374.471,375.406,998401.0
2020-09-24,373.838,377.987,372.778,376.945,379270.0
2020-09-25,374.412,390.727,374.412,390.435,683996.0
2020-09-26,374.412,390.727,374.412,390.435,683996.0
2020-09-27,374.412,390.727,374.412,390.435,683996.0
2020-09-28,393.474,398.831,388.896,389.607,697336.0
2020-09-29,390.792,394.353,388.892,391.68,847649.0
