,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity
2021-05-04,398.0556,398.5626,393.8461,397.6251,101591166.0
2021-05-05,399.3089,399.548,396.9745,397.7494,60162209.0
2021-05-06,397.826,401.0596,395.7643,400.9257,74321368.0
2021-05-07,401.7102,404.5086,401.0118,403.8436,67733790.0
2021-05-08,401.7102,404.5086,401.0118,403.8436,67733790.0
2021-05-09,401.7102,404.5086,401.0118,403.8436,67733790.0
2021-05-10,404.2072,404.4368,399.7203,399.8446,81852446.0
2021-05-11,395.2142,397.2902,392.3058,396.2761,116887975.0
2021-05-12,393.4251,394.7263,386.5082,387.8571,134811046.0
2021-05-13,389.4453,394.4966,389.3974,392.5163,106393963.0
2021-05-14,395.3194,399.4141,395.2907,398.5435,82201629.0
2021-05-15,395.3194,399.4141,395.2907,398.5435,82201629.0
2021-05-16,395.3194,399.4141,395.2907,398.5435,82201629.0
2021-05-17,397.405,398.3617,395.4629,397.5294,65129221.0
2021-05-18,397.7973,398.046,393.9418,394.1044,59810238.0
2021-05-19,389.3018,393.2529,387.7806,393.0712,106467052.0
2021-05-20,393.9705,398.5866,393.8461,397.2998,78022218.0
2021-05-21,398.8209,400.0934,396.5057,396.9745,76578662.0
2021-05-22,398.8209,400.0934,396.5057,396.9745,76578662.0
2021-05-23,398.8209,400.0934,396.5057,396.9745,76578662.0
2021-05-24,399.2706,402.1216,399.0219,401.0214,51376702.0
2021-05-25,402.1311,402.4947,399.5385,400.1316,57451396.0
2021-05-26,400.7344,401.4423,399.6724,400.9257,43088618.0
2021-05-27,401.9781,402.5043,400.8445,401.1362,56707677.0
2021-05-28,402.7434,403.0113,401.6145,401.8537,58520164.0
2021-05-29,402.7434,403.0113,401.6145,401.8537,58520164.0
2021-05-30,402.7434,403.0113,401.6145,401.8537,58520164.0
2021-05-31,402.7434,403.0113,401.6145,401.8537,58520164.0
2021-06-01,404.2742,404.4177,401.0501,401.4997,54216625.0
2021-06-02,402.1694,402.9922,401.1362,402.1311,49097061.0
2021-06-03,399.7585,401.8059,398.2565,400.6387,58138763.0
2021-06-04,402.533,404.609,400.7078,404.3029,55938789.0
2021-06-05,402.533,404.609,400.7078,404.3029,55938789.0
2021-06-06,402.533,404.609,400.7078,404.3029,55938789.0
2021-06-07,404.2933,404.4751,402.9539,403.9106,51555032.0
2021-06-08,404.7908,404.8864,402.1216,403.9967,47134279.0
2021-06-09,404.8577,404.9343,403.1644,403.394,48436342.0
2021-06-10,404.6473,406.245,403.2983,405.2691,51020147.0
2021-06-11,405.8336,406.0536,404.5133,405.9388,45570828.0
2021-06-12,405.8336,406.0536,404.5133,405.9388,45570828.0
2021-06-13,405.8336,406.0536,404.5133,405.9388,45570828.0
2021-06-14,406.0536,406.9529,404.7812,406.8477,42358478.0
2021-06-15,407.0008,407.039,405.2022,406.1015,51508508.0
2021-06-16,406.245,406.4746,401.7389,403.8341,80386082.0
2021-06-17,403.4131,404.7047,401.1649,403.7001,90949659.0
2021-06-18,400.3369,401.0454,398.0429,398.2541,118676302.0
2021-06-19,400.3369,401.0454,398.0429,398.2541,118676302.0
2021-06-20,400.3369,401.0454,398.0429,398.2541,118676302.0
2021-06-21,400.0586,404.1475,399.2235,403.9555,72822028.0
2021-06-22,403.9459,406.9694,403.2068,406.1151,57700303.0
2021-06-23,406.1919,407.0174,405.5392,405.6256,49445414.0
2021-06-24,407.8236,408.4571,407.5645,408.0252,45110288.0
2021-06-25,408.7931,409.9394,408.4571,409.4745,58129525.0
2021-06-26,408.7931,409.9394,408.4571,409.4745,58129525.0
2021-06-27,408.7931,409.9394,408.4571,409.4745,58129525.0
2021-06-28,410.012,410.4728,408.7835,410.3,53159581.0
2021-06-29,410.6935,411.3462,409.9736,410.5208,35970515.0
2021-06-30,410.0504,411.5574,410.0216,410.8663,64827858.0
2021-07-01,411.6438,413.3043,411.5766,413.1411,53441027.0
2021-07-02,414.3313,416.6637,413.2292,416.299,57697668.0
2021-07-03,414.3313,416.6637,413.2292,416.299,57697668.0
2021-07-04,414.3313,416.6637,413.2292,416.299,57697668.0
2021-07-05,414.3313,416.6637,413.2292,416.299,57697668.0
2021-07-06,416.3565,416.5773,412.738,415.5407,68710419.0
2021-07-07,416.2414,417.2972,414.1777,417.0092,63549456.0
2021-07-08,411.5574,414.3889,410.348,413.6114,97595232.0
2021-07-09,415.1568,418.3338,413.4137,418.0267,76238584.0
2021-07-10,415.1568,418.3338,413.4137,418.0267,76238584.0
2021-07-11,415.1568,418.3338,413.4137,418.0267,76238584.0
2021-07-12,417.9403,419.7831,417.4987,419.524,52889585.0
2021-07-13,418.7177,420.2535,417.8251,418.0938,52911312.0
2021-07-14,419.8311,420.3303,417.4412,418.7177,64130352.0
2021-07-15,417.3452,418.0363,415.3391,417.2876,55126358.0
2021-07-16,418.497,418.545,413.6114,414.0145,75874662.0
2021-07-17,418.497,418.545,413.6114,414.0145,75874662.0
2021-07-18,418.497,418.545,413.6114,414.0145,75874662.0
2021-07-19,409.0714,414.0807,405.0209,407.9004,147987000.0
2021-07-20,408.5819,415.0512,407.766,413.7458,99608174.0
2021-07-21,414.9744,417.2396,413.6989,417.0956,64724389.0
2021-07-22,417.278,418.2186,416.2702,417.9691,47878539.0
2021-07-23,419.9463,422.6147,419.2456,422.2691,63766637.0
2021-07-24,419.9463,422.6147,419.2456,422.2691,63766637.0
2021-07-25,419.9463,422.6147,419.2456,422.2691,63766637.0
2021-07-26,421.6644,423.3153,421.6164,423.3057,43719187.0
2021-07-27,422.2403,422.2691,418.4778,421.3765,67397137.0
2021-07-28,422.0196,422.6147,419.7448,421.2037,52472360.0
2021-07-29,422.1491,424.0544,422.1443,422.9506,47435342.0
2021-07-30,420.3207,422.3843,420.1863,420.8966,68951202.0
2021-07-31,420.3207,422.3843,420.1863,420.8966,68951202.0
2021-08-01,420.3207,422.3843,420.1863,420.8966,68951202.0
2021-08-02,422.653,423.2194,419.6488,420.0135,58783297.0
2021-08-03,420.8294,423.5553,418.5834,423.4305,58053896.0
2021-08-04,422.1155,423.4058,421.1077,421.3477,46732212.0
2021-08-05,422.5379,424.1024,422.2115,424.016,38969659.0
2021-08-06,424.3424,425.1486,424.0544,424.7167,46930008.0
2021-08-07,424.3424,425.1486,424.0544,424.7167,46930008.0
2021-08-08,424.3424,425.1486,424.0544,424.7167,46930008.0
2021-08-09,424.6879,425.0094,423.5841,424.3712,41222585.0
2021-08-10,424.8319,425.6285,424.1312,424.8991,43339275.0
2021-08-11,425.9933,426.0528,424.8415,425.9549,44034340.0
2021-08-12,425.8013,427.3727,424.8799,427.2315,38942418.0
2021-08-13,427.6922,428.0281,427.1931,428.0089,39470251.0
2021-08-14,427.6922,428.0281,427.1931,428.0089,39470251.0
2021-08-15,427.6922,428.0281,427.1931,428.0089,39470251.0
2021-08-16,426.6748,429.1511,425.0814,429.0167,73930864.0
2021-08-17,426.3964,427.0875,423.1426,426.2044,92673933.0
2021-08-18,425.1678,426.7659,421.2901,421.5396,89351931.0
2021-08-19,418.7465,423.4209,418.6026,422.1923,92812246.0
2021-08-20,422.5475,425.8877,422.0484,425.5517,72008712.0
2021-08-21,422.5475,425.8877,422.0484,425.5517,72008712.0
2021-08-22,422.5475,425.8877,422.0484,425.5517,72008712.0
2021-08-23,427.2794,430.2261,425.6242,429.2951,54973038.0
2021-08-24,429.9766,430.5237,429.4487,429.9766,38744714.0
2021-08-25,430.1685,431.4039,429.7846,430.8788,40529711.0
2021-08-26,430.5909,430.8308,428.2393,428.3353,57829572.0
2021-08-27,429.1607,432.5489,429.1031,432.165,77235113.0
2021-08-28,429.1607,432.5489,429.1031,432.165,77235113.0
2021-08-29,429.1607,432.5489,429.1031,432.165,77235113.0
2021-08-30,432.8561,434.8717,432.6065,434.0655,48357355.0
2021-08-31,433.9695,434.315,432.8081,433.4224,59300213.0
2021-09-01,434.3822,434.9101,433.408,433.6527,48721378.0
2021-09-02,435.1117,435.8124,433.7583,434.9869,42830867.0
2021-09-03,433.8255,435.4092,433.4128,434.8813,47234364.0
2021-09-04,433.8255,435.4092,433.4128,434.8813,47234364.0
2021-09-05,433.8255,435.4092,433.4128,434.8813,47234364.0
2021-09-06,433.8255,435.4092,433.4128,434.8813,47234364.0
2021-09-07,434.5262,434.6222,432.6375,433.3264,51671534.0
2021-09-08,432.7793,433.528,430.8308,432.7985,56181907.0
2021-09-09,432.5969,434.3918,430.6965,430.946,57970407.0
2021-09-10,432.9233,433.3552,427.4234,427.5482,89948174.0
2021-09-11,432.9233,433.3552,427.4234,427.5482,89948174.0
2021-09-12,432.9233,433.3552,427.4234,427.5482,89948174.0
2021-09-13,430.6197,430.8884,426.2716,428.6424,83738649.0
2021-09-14,430.1206,430.3317,425.4174,426.3292,78197140.0
2021-09-15,426.7611,430.3989,425.6285,429.8902,78792222.0
2021-09-16,429.3527,430.3509,426.1852,429.2087,77786735.0
2021-09-17,428.4175,428.8508,424.6621,425.028,118425037.0
2021-09-18,428.4175,428.8508,424.6621,425.028,118425037.0
2021-09-19,428.4175,428.8508,424.6621,425.028,118425037.0
2021-09-20,418.7498,420.3675,412.9531,417.941,166445534.0
2021-09-21,420.3386,421.6675,417.007,417.5462,92526112.0
2021-09-22,419.8764,423.7088,417.6589,421.6193,102350143.0
2021-09-23,423.5355,428.3886,423.2948,426.742,76395981.0
2021-09-24,425.0665,428.1767,424.8451,427.4449,62094837.0
2021-09-25,425.0665,428.1767,424.8451,427.4449,62094837.0
2021-09-26,425.0665,428.1767,424.8451,427.4449,62094837.0
2021-09-27,426.3857,427.5797,425.5095,426.222,61371108.0
2021-09-28,423.3814,423.7185,416.8818,417.6329,130436306.0
2021-09-29,419.0483,420.8297,417.758,418.3358,82329213.0
2021-09-30,419.8476,420.5697,412.8761,413.2227,140505979.0
2021-10-01,414.9945,419.86,411.3836,418.1336,129240106.0
2021-10-02,414.9945,419.86,411.3836,418.1336,129240106.0
2021-10-03,414.9945,419.86,411.3836,418.1336,129240106.0
2021-10-04,416.9396,417.864,410.5459,412.7413,128569957.0
2021-10-05,414.2819,419.3372,413.4635,417.0359,90682520.0
2021-10-06,413.3479,418.9808,411.6821,418.7691,113032245.0
2021-10-07,422.1297,425.2976,421.9467,422.3896,72437499.0
2021-10-08,423.1792,423.574,420.9742,421.6193,74557404.0
2021-10-09,423.1792,423.574,420.9742,421.6193,74557404.0
2021-10-10,423.1792,423.574,420.9742,421.6193,74557404.0
2021-10-11,420.9453,423.9303,418.4995,418.5669,65233285.0
2021-10-12,419.5105,419.9246,416.7277,417.5366,71181163.0
2021-10-13,418.5862,419.8764,415.5337,419.0387,72973979.0
2021-10-14,422.7941,426.2413,422.3126,426.0872,70236825.0
2021-10-15,428.2538,429.7077,427.6182,429.3322,66260210.0
2021-10-16,428.2538,429.7077,427.6182,429.3322,66260210.0
2021-10-17,428.2538,429.7077,427.6182,429.3322,66260210.0
2021-10-18,427.5027,430.9499,426.8287,430.6033,62213228.0
2021-10-19,432.2691,433.9927,431.6432,433.9253,46996827.0
2021-10-20,434.3971,435.9397,434.2816,435.6296,49571569.0
2021-10-21,435.0134,436.996,434.5704,436.7659,41305438.0
2021-10-22,436.3229,437.8058,434.3201,436.3133,58845088.0
2021-10-23,436.3229,437.8058,434.3201,436.3133,58845088.0
2021-10-24,436.3229,437.8058,434.3201,436.3133,58845088.0
2021-10-25,437.4303,438.9902,435.6104,438.6532,45214507.0
2021-10-26,440.242,441.4841,438.6628,439.048,56075116.0
2021-10-27,439.5198,440.2035,437.0259,437.1029,72437997.0
2021-10-28,438.5665,441.3975,438.5569,441.3204,51437944.0
2021-10-29,438.9613,442.5144,438.6628,442.2159,70162424.0
2021-10-30,438.9613,442.5144,438.6628,442.2159,70162424.0
2021-10-31,438.9613,442.5144,438.6628,442.2159,70162424.0
2021-11-01,443.227,443.6142,441.2049,442.9766,48433642.0
2021-11-02,443.15,445.0854,443.0152,444.7676,48908417.0
2021-11-03,444.1899,447.8971,443.7373,447.483,52509825.0
2021-11-04,448.0993,449.6785,447.743,449.5918,52847087.0
2021-11-05,451.8739,453.1931,449.6014,451.1517,66390563.0
2021-11-06,451.8739,453.1931,449.6014,451.1517,66390563.0
2021-11-07,451.8739,453.1931,449.6014,451.1517,66390563.0
2021-11-08,452.2783,452.7887,450.837,451.5369,50405194.0
2021-11-09,451.9124,452.1532,448.6,450.0444,51149147.0
2021-11-10,448.3112,450.0444,444.9025,446.4238,69429653.0
2021-11-11,447.9549,448.0319,446.549,446.5683,34848495.0
2021-11-12,447.8682,450.5066,446.8957,449.9385,53466654.0
2021-11-13,447.8682,450.5066,446.8957,449.9385,53466654.0
2021-11-14,447.8682,450.5066,446.8957,449.9385,53466654.0
2021-11-15,451.2577,451.4213,448.937,450.0925,46980500.0
2021-11-16,449.8229,453.0342,449.7459,451.8739,48857502.0
2021-11-17,451.6043,451.7873,450.1407,450.7762,47858289.0
2021-11-18,451.8354,452.5768,449.043,452.3072,50625607.0
2021-11-19,452.1917,453.4723,451.1228,451.4984,57315573.0
2021-11-20,452.1917,453.4723,451.1228,451.4984,57315573.0
2021-11-21,452.1917,453.4723,451.1228,451.4984,57315573.0
2021-11-22,453.4242,455.9759,450.0155,450.2273,72761954.0
2021-11-23,449.8903,451.6958,447.2231,450.8243,73206538.0
2021-11-24,448.7733,452.1532,447.9356,452.028,61858813.0
2021-11-25,448.7733,452.1532,447.9356,452.028,61858813.0
2021-11-26,445.1913,446.6935,440.7908,441.9463,112669636.0
2021-11-27,445.1913,446.6935,440.7908,441.9463,112669636.0
2021-11-28,445.1913,446.6935,440.7908,441.9463,112669636.0
2021-11-29,446.8572,449.2548,444.604,447.3675,86268818.0
2021-11-30,444.8639,446.8186,438.4124,438.6628,148559598.0
2021-12-01,444.5173,447.4349,433.5883,433.7905,132485835.0
2021-12-02,434.012,442.0426,433.6075,440.4346,127637758.0
2021-12-03,442.1389,443.227,432.2691,436.6022,137331647.0
2021-12-04,442.1389,443.227,432.2691,436.6022,137331647.0
2021-12-05,442.1389,443.227,432.2691,436.6022,137331647.0
2021-12-06,439.2117,443.6988,436.737,441.773,98977532.0
2021-12-07,447.1845,451.4888,441.6426,450.911,95484688.0
2021-12-08,451.3154,452.5672,449.5148,452.105,72238777.0
2021-12-09,450.7858,452.2101,448.8504,449.0526,61272568.0
2021-12-10,451.8258,453.4338,449.2067,453.2798,77159757.0
2021-12-11,451.8258,453.4338,449.2067,453.2798,77159757.0
2021-12-12,451.8258,453.4338,449.2067,453.2798,77159757.0
2021-12-13,452.7502,453.1064,448.9756,449.2644,87724680.0
2021-12-14,445.9135,448.4652,443.1788,446.1735,97264128.0
2021-12-15,446.2313,453.3953,443.6507,453.145,116899251.0
2021-12-16,455.0419,455.3308,447.5601,449.1489,116568626.0
2021-12-17,445.9952,449.0777,442.6228,444.3718,135636510.0
2021-12-18,445.9952,449.0777,442.6228,444.3718,135636510.0
2021-12-19,445.9952,449.0777,442.6228,444.3718,135636510.0
2021-12-20,439.1634,440.0524,435.936,439.6466,107134822.0
2021-12-21,443.1543,447.5992,440.9318,447.4543,69806260.0
2021-12-22,447.1934,452.0442,446.9905,451.9283,58890223.0
2021-12-23,452.9525,456.2766,452.8462,454.7402,56439745.0
2021-12-24,452.9525,456.2766,452.8462,454.7402,56439745.0
2021-12-25,452.9525,456.2766,452.8462,454.7402,56439745.0
2021-12-26,452.9525,456.2766,452.8462,454.7402,56439745.0
2021-12-27,456.151,461.224,456.1027,461.1757,56808619.0
2021-12-28,461.6202,462.6735,460.0162,460.7989,47274585.0
2021-12-29,460.9052,462.4319,459.8809,461.3883,54502964.0
2021-12-30,461.8232,462.8571,459.6393,460.1128,55329041.0
2021-12-31,459.6103,460.7892,458.673,458.9532,65237431.0
2022-01-01,459.6103,460.7892,458.673,458.9532,65237431.0
2022-01-02,459.6103,460.7892,458.673,458.9532,65237431.0
2022-01-03,460.2481,461.7458,457.8807,461.6106,72668233.0
2022-01-04,463.0697,463.8041,459.5524,461.456,71178678.0
2022-01-05,461.0791,461.8715,452.4985,452.595,104538940.0
2022-01-06,452.1215,454.9528,449.7444,452.1698,86858900.0
2022-01-07,452.1795,453.3874,448.9907,450.3822,85111593.0
2022-01-08,452.1795,453.3874,448.9907,450.3822,85111593.0
2022-01-09,452.1795,453.3874,448.9907,450.3822,85111593.0
2022-01-10,447.1064,450.044,441.2094,449.8217,119361989.0
2022-01-11,449.5512,454.0155,446.4783,453.9188,74303062.0
2022-01-12,455.6968,457.2526,453.1361,455.146,67605444.0
2022-01-13,456.2766,456.9433,447.8215,448.8747,91173121.0
2022-01-14,445.6473,449.4159,444.4008,449.0583,95890948.0
2022-01-15,445.6473,449.4159,444.4008,449.0583,95890948.0
2022-01-16,445.6473,449.4159,444.4008,449.0583,95890948.0
2022-01-17,445.6473,449.4159,444.4008,449.0583,95890948.0
2022-01-18,444.2462,444.4588,439.9655,441.1057,109872376.0
2022-01-19,442.6904,444.1229,436.2452,436.5255,109357569.0
2022-01-20,438.458,443.2799,429.5198,431.694,122379696.0
2022-01-21,430.5441,432.9598,423.1905,423.2195,202271241.0
2022-01-22,430.5441,432.9598,423.1905,423.2195,202271241.0
2022-01-23,430.5441,432.9598,423.1905,423.2195,202271241.0
2022-01-24,417.47,425.5386,406.5799,425.0168,252496719.0
2022-01-25,418.4653,424.9009,412.7545,419.8278,167997325.0
2022-01-26,425.8672,429.0753,414.4069,418.7745,186391088.0
2022-01-27,423.4901,426.7079,414.977,416.7067,149878307.0
2022-01-28,418.0981,427.104,413.4019,427.0557,164457370.0
2022-01-29,418.0981,427.104,413.4019,427.0557,164457370.0
2022-01-30,418.0981,427.104,413.4019,427.0557,164457370.0
2022-01-31,426.3697,435.105,424.9878,434.7475,152251425.0
2022-02-01,435.4915,438.3421,431.876,437.685,123155382.0
2022-02-02,440.1491,442.6808,437.7816,441.9367,117360953.0
2022-02-03,435.7524,437.7043,430.689,431.549,118024442.0
2022-02-04,431.3074,437.5207,428.8724,433.5782,118454352.0
2022-02-05,431.3074,437.5207,428.8724,433.5782,118454352.0
2022-02-06,431.3074,437.5207,428.8724,433.5782,118454352.0
2022-02-07,434.3609,435.7911,430.8243,432.1868,84472859.0
2022-02-08,431.6746,436.6897,430.2155,435.7427,81012036.0
2022-02-09,439.8785,442.4489,439.6708,442.1203,92589929.0
2022-02-10,436.1293,442.2846,432.1288,434.1773,140103712.0
2022-02-11,434.2643,436.3853,424.1472,425.6159,153214597.0
2022-02-12,434.2643,436.3853,424.1472,425.6159,153214597.0
2022-02-13,434.2643,436.3853,424.1472,425.6159,153214597.0
2022-02-14,425.0941,426.7175,420.6685,424.2245,123006262.0
2022-02-15,428.7757,431.2398,428.2443,431.0659,88659503.0
2022-02-16,428.969,432.955,427.0461,431.549,84863585.0
2022-02-17,428.2829,431.5154,421.7121,422.3305,102259108.0
2022-02-18,422.5914,423.8766,417.2671,419.5959,132642896.0
2022-02-19,422.5914,423.8766,417.2671,419.5959,132642896.0
2022-02-20,422.5914,423.8766,417.2671,419.5959,132642896.0
2022-02-21,422.5914,423.8766,417.2671,419.5959,132642896.0
2022-02-22,417.3348,420.8231,411.508,415.0929,124391830.0
2022-02-23,418.0788,418.6586,407.15,407.7297,132578005.0
2022-02-24,397.1681,414.3102,396.8009,413.8657,213942946.0
2022-02-25,415.1316,423.0842,413.4406,422.9973,121804459.0
2022-02-26,415.1316,423.0842,413.4406,422.9973,121804459.0
2022-02-27,415.1316,423.0842,413.4406,422.9973,121804459.0
2022-02-28,417.47,423.4321,416.1849,421.915,145615029.0
2022-03-01,420.3786,422.4368,412.7159,415.4891,137785908.0
2022-03-02,417.7986,424.9009,417.0255,423.1326,117726525.0
2022-03-03,425.6256,426.244,419.1804,421.026,105501715.0
2022-03-04,417.1995,418.7649,413.4599,417.6053,114083256.0
2022-03-05,417.1995,418.7649,413.4599,417.6053,114083256.0
2022-03-06,417.1995,418.7649,413.4599,417.6053,114083256.0
2022-03-07,417.0062,417.7327,405.227,405.2947,137896560.0
2022-03-08,405.4783,412.8125,401.1299,402.2218,164772744.0
2022-03-09,410.8122,415.035,408.5704,413.0057,116990765.0
2022-03-10,408.2805,412.0588,406.2706,411.1408,93972655.0
2022-03-11,413.6918,414.3199,405.3913,405.9131,95636277.0
2022-03-12,413.6918,414.3199,405.3913,405.9131,95636277.0
2022-03-13,413.6918,414.3199,405.3913,405.9131,95636277.0
2022-03-14,406.7055,410.2421,401.7773,402.9466,95729188.0
2022-03-15,405.6232,412.4549,404.3187,411.8075,106219117.0
2022-03-16,415.4022,420.997,410.4837,420.9391,144954805.0
2022-03-17,418.9775,426.2054,418.5909,426.2054,102676870.0
2022-03-18,424.5537,431.2031,423.7976,430.8735,106345544.0
2022-03-19,424.5537,431.2031,423.7976,430.8735,106345544.0
2022-03-20,424.5537,431.2031,423.7976,430.8735,106345544.0
2022-03-21,430.6991,432.754,427.1514,430.7475,88349763.0
2022-03-22,432.1724,436.7475,432.1724,435.7879,74650394.0
2022-03-23,433.1902,434.7217,430.0884,430.1756,79426098.0
2022-03-24,432.2499,436.6699,431.1062,436.6603,64736892.0
2022-03-25,437.3097,439.0738,434.6635,438.7927,77101324.0
2022-03-26,437.3097,439.0738,434.6635,438.7927,77101324.0
2022-03-27,437.3097,439.0738,434.6635,438.7927,77101324.0
2022-03-28,438.1821,441.9139,436.2435,441.9139,68529767.0
2022-03-29,445.8977,447.8848,443.1449,447.3807,86581542.0
2022-03-30,446.2079,447.0366,442.4518,444.6182,79666942.0
2022-03-31,443.8331,444.6764,437.3097,437.7749,121699948.0
2022-04-01,439.3937,439.5391,435.3517,439.0157,89048773.0
2022-04-02,439.3937,439.5391,435.3517,439.0157,89048773.0
2022-04-03,439.3937,439.5391,435.3517,439.0157,89048773.0
2022-04-04,439.2192,442.8832,438.3759,442.7765,59601000.0
2022-04-05,441.245,443.7749,436.0108,437.1837,74214501.0
2022-04-06,433.1708,435.1481,429.8558,432.8121,106897970.0
2022-04-07,431.9107,436.8541,429.9139,434.9931,78097214.0
2022-04-08,434.2176,436.796,432.2499,433.8299,79272711.0
2022-04-09,434.2176,436.796,432.2499,433.8299,79272711.0
2022-04-10,434.2176,436.796,432.2499,433.8299,79272711.0
2022-04-11,430.4761,431.3388,425.901,426.4147,89770538.0
2022-04-12,429.4777,432.0658,423.2452,424.8348,84363635.0
2022-04-13,424.5828,430.4761,424.3986,429.7007,74070394.0
2022-04-14,429.9333,431.0772,424.2435,424.3501,97869451.0
2022-04-15,429.9333,431.0772,424.2435,424.3501,97869451.0
2022-04-16,429.9333,431.0772,424.2435,424.3501,97869451.0
2022-04-17,429.9333,431.0772,424.2435,424.3501,97869451.0
2022-04-18,423.4002,426.25,422.2371,424.5246,66002498.0
2022-04-19,424.418,432.1142,424.2435,431.3776,77821013.0
2022-04-20,433.1998,433.8299,429.8655,431.0577,65224449.0
2022-04-21,434.7701,436.195,423.6813,424.6118,85417327.0
2022-04-22,423.4971,424.6337,412.3793,412.9609,132471772.0
2022-04-23,423.4971,424.6337,412.3793,412.9609,132471772.0
2022-04-24,423.4971,424.6337,412.3793,412.9609,132471772.0
2022-04-25,410.6636,415.5295,405.9819,415.355,119647748.0
2022-04-26,412.7573,412.9609,403.2969,403.326,103996312.0
2022-04-27,404.431,409.9366,402.2695,404.4601,122029990.0
2022-04-28,409.326,416.4503,404.78,414.6765,105449088.0
2022-04-29,410.5861,412.7961,398.5861,399.3519,145491088.0
2022-04-30,410.5861,412.7961,398.5861,399.3519,145491088.0
2022-05-01,410.5861,412.7961,398.5861,399.3519,145491088.0
2022-05-02,399.4197,403.1515,392.5862,401.7557,158312526.0
2022-05-03,402.2695,406.0691,400.6701,403.5974,100028190.0
2022-05-04,404.2759,416.4697,401.0093,415.8881,144247895.0
2022-05-05,411.5166,411.9528,396.8705,401.1063,172929106.0
2022-05-06,398.4795,402.0659,393.2744,398.7121,151770811.0
2022-05-07,398.4795,402.0659,393.2744,398.7121,151770811.0
2022-05-08,398.4795,402.0659,393.2744,398.7121,151770811.0
2022-05-09,392.6637,393.9335,384.3277,385.9464,155586067.0
2022-05-10,392.0724,393.6136,382.6993,386.8382,132497200.0
2022-05-11,385.8495,391.6362,379.9271,380.6928,142360992.0
2022-05-12,377.4166,383.6492,373.3261,380.2954,125090753.0
2022-05-13,384.5313,390.8026,383.465,389.3875,104174421.0
2022-05-14,384.5313,390.8026,383.465,389.3875,104174421.0
2022-05-15,384.5313,390.8026,383.465,389.3875,104174421.0
2022-05-16,387.7009,391.5684,385.3939,387.8075,78622444.0
2022-05-17,394.0498,396.0272,390.2234,395.7848,83029710.0
2022-05-18,391.1128,391.4036,378.5604,379.8302,117674545.0
2022-05-19,376.6896,382.0402,375.226,377.5038,98510715.0
2022-05-20,381.1775,384.8414,368.8577,377.6686,131432197.0
2022-05-21,381.1775,384.8414,368.8577,377.6686,131432197.0
2022-05-22,381.1775,384.8414,368.8577,377.6686,131432197.0
2022-05-23,380.7704,385.5199,378.3956,384.7348,76414878.0
2022-05-24,380.5087,383.0192,375.0806,381.7978,91448831.0
2022-05-25,380.2663,387.1871,379.8592,385.171,91472866.0
2022-05-26,386.4311,394.5441,386.2178,392.8672,82168339.0
2022-05-27,395.3874,402.6282,395.1839,402.5118,84768710.0
2022-05-28,395.3874,402.6282,395.1839,402.5118,84768710.0
2022-05-29,395.3874,402.6282,395.1839,402.5118,84768710.0
2022-05-30,395.3874,402.6282,395.1839,402.5118,84768710.0
2022-05-31,400.8543,403.675,397.4423,400.2533,95936980.0
2022-06-01,402.4246,403.4617,394.4375,397.0159,86585813.0
2022-06-02,396.8511,404.6249,394.5441,404.5764,79609633.0
2022-06-03,399.7396,401.3292,396.9383,397.9367,71874281.0
2022-06-04,399.7396,401.3292,396.9383,397.9367,71874281.0
2022-06-05,399.7396,401.3292,396.9383,397.9367,71874281.0
2022-06-06,402.0465,403.8194,397.9486,399.1483,57508858.0
2022-06-07,395.5716,403.4423,395.0966,402.9771,59272373.0
2022-06-08,401.2226,403.0546,397.7816,398.5958,64349966.0
2022-06-09,396.7735,399.0999,389.1161,389.1161,86289796.0
2022-06-10,382.7574,383.6276,377.7849,377.8334,132893864.0
2022-06-11,382.7574,383.6276,377.7849,377.8334,132893864.0
2022-06-12,382.7574,383.6276,377.7849,377.8334,132893864.0
2022-06-13,368.1889,370.0887,361.8399,363.4877,170004861.0
2022-06-14,365.281,366.3375,359.2131,362.3924,104011831.0
2022-06-15,365.7753,372.1145,360.6962,367.5588,125666797.0
2022-06-16,359.1356,359.5524,352.9029,355.3941,134473288.0
2022-06-17,355.8195,359.5869,352.568,356.1602,111113904.0
2022-06-18,355.8195,359.5869,352.568,356.1602,111113904.0
2022-06-19,355.8195,359.5869,352.568,356.1602,111113904.0
2022-06-20,355.8195,359.5869,352.568,356.1602,111113904.0
2022-06-21,362.0303,366.5424,361.9524,365.126,76811861.0
2022-06-22,360.794,368.6792,360.3656,364.464,90059424.0
2022-06-23,366.6544,368.7863,363.0038,368.0367,79292135.0
2022-06-24,371.2882,379.7478,371.2541,379.7381,98050333.0
2022-06-25,371.2882,379.7478,371.2541,379.7381,98050333.0
2022-06-26,371.2882,379.7478,371.2541,379.7381,98050333.0
2022-06-27,380.6823,380.9841,377.168,378.2876,66009617.0
2022-06-28,379.8841,382.7364,370.4412,370.5581,86689824.0
2022-06-29,371.1227,372.1351,368.3872,370.2563,65675999.0
2022-06-30,366.265,370.566,362.6825,367.2482,112508273.0
2022-07-01,366.5765,371.5802,363.8897,371.1324,74839729.0
2022-07-02,366.5765,371.5802,363.8897,371.1324,74839729.0
2022-07-03,366.5765,371.5802,363.8897,371.1324,74839729.0
2022-07-04,366.5765,371.5802,363.8897,371.1324,74839729.0
