,VMW US Equity,VMW US Equity,VMW US Equity,VMW US Equity,VMW US Equity
2021-03-05,114.8377,118.1844,113.6729,118.0285,1569760.0
2021-03-06,114.8377,118.1844,113.6729,118.0285,1569760.0
2021-03-07,114.8377,118.1844,113.6729,118.0285,1569760.0
2021-03-08,117.848,121.3916,117.4379,117.8152,1413836.0
2021-03-09,119.2507,121.1865,118.2172,118.4304,1069810.0
2021-03-10,119.3737,120.153,117.5979,119.628,1006565.0
2021-03-11,121.3998,122.3595,120.395,121.0225,1070935.0
2021-03-12,120.7436,121.7115,119.5132,121.5311,871380.0
2021-03-13,120.7436,121.7115,119.5132,121.5311,871380.0
2021-03-14,120.7436,121.7115,119.5132,121.5311,871380.0
2021-03-15,121.5311,122.5892,120.8174,122.5728,884293.0
2021-03-16,122.2939,123.4587,120.7354,121.2768,1043056.0
2021-03-17,121.0061,123.6473,120.5098,122.9173,844647.0
2021-03-18,121.7935,122.8763,120.1184,120.5139,1039863.0
2021-03-19,120.5795,121.9166,119.5111,119.7429,1771349.0
2021-03-20,120.5795,121.9166,119.5111,119.7429,1771349.0
2021-03-21,120.5795,121.9166,119.5111,119.7429,1771349.0
2021-03-22,119.1687,120.8174,119.1031,119.7593,890789.0
2021-03-23,120.2104,120.7354,118.3484,118.7011,807657.0
2021-03-24,118.9144,120.194,118.4879,118.5617,912049.0
2021-03-25,117.3887,120.276,117.0852,120.2432,1170817.0
2021-03-26,120.7108,126.3214,120.4442,126.2722,1662696.0
2021-03-27,120.7108,126.3214,120.4442,126.2722,1662696.0
2021-03-28,120.7108,126.3214,120.4442,126.2722,1662696.0
2021-03-29,125.5012,128.453,124.2626,126.8218,1482344.0
2021-03-30,126.3706,127.3338,122.8928,123.1962,1036238.0
2021-03-31,123.7294,124.4266,122.2529,123.4095,833431.0
2021-04-01,124.9024,125.2879,123.7212,125.009,732393.0
2021-04-02,124.9024,125.2879,123.7212,125.009,732393.0
2021-04-03,124.9024,125.2879,123.7212,125.009,732393.0
2021-04-04,124.9024,125.2879,123.7212,125.009,732393.0
2021-04-05,124.5086,126.4117,123.8688,125.05,825155.0
2021-04-06,124.6891,125.009,123.188,123.6309,955877.0
2021-04-07,123.8606,128.167,123.8606,125.9687,922549.0
2021-04-08,125.9441,126.3214,123.2618,125.1402,694280.0
2021-04-09,125.1402,126.5511,124.6891,126.3214,517707.0
2021-04-10,125.1402,126.5511,124.6891,126.3214,517707.0
2021-04-11,125.1402,126.5511,124.6891,126.3214,517707.0
2021-04-12,126.4855,127.9374,125.7144,126.912,624356.0
2021-04-13,127.1417,127.962,126.2148,126.6495,708892.0
2021-04-14,126.953,129.258,126.6126,127.5436,956872.0
2021-04-15,128.61,133.6136,126.0015,131.3087,3756936.0
2021-04-16,131.6532,135.41,131.243,134.6061,2322083.0
2021-04-17,131.6532,135.41,131.243,134.6061,2322083.0
2021-04-18,131.6532,135.41,131.243,134.6061,2322083.0
2021-04-19,134.5241,141.0863,134.4872,139.4703,2574936.0
2021-04-20,139.1832,139.2243,135.5905,136.0662,1510884.0
2021-04-21,136.058,137.7232,135.894,136.1565,1032756.0
2021-04-22,135.3444,136.2631,133.7285,134.9589,1180902.0
2021-04-23,134.5815,137.2392,134.1468,135.9514,922780.0
2021-04-24,134.5815,137.2392,134.1468,135.9514,922780.0
2021-04-25,134.5815,137.2392,134.1468,135.9514,922780.0
2021-04-26,136.3451,136.6158,132.6867,132.7359,884020.0
2021-04-27,133.1215,134.4749,132.6375,133.5152,752552.0
2021-04-28,133.8187,133.9048,131.0872,131.7434,746012.0
2021-04-29,134.5323,134.9014,131.9157,133.3511,727860.0
2021-04-30,132.5227,133.2773,131.1446,131.9239,709287.0
2021-05-01,132.5227,133.2773,131.1446,131.9239,709287.0
2021-05-02,132.5227,133.2773,131.1446,131.9239,709287.0
2021-05-03,131.5711,133.2363,131.2923,131.7352,977731.0
2021-05-04,130.5048,132.2274,129.0447,131.8008,1165615.0
2021-05-05,132.3996,132.8819,130.4638,131.2759,906809.0
2021-05-06,131.5383,133.3757,131.3908,133.1543,1049761.0
2021-05-07,133.8105,135.856,133.6218,134.0402,1204640.0
2021-05-08,133.8105,135.856,133.6218,134.0402,1204640.0
2021-05-09,133.8105,135.856,133.6218,134.0402,1204640.0
2021-05-10,133.4003,134.8604,133.3839,134.2452,1194735.0
2021-05-11,131.9567,132.4734,129.8978,132.0387,1585741.0
2021-05-12,131.3497,132.3504,128.1178,128.3557,1341390.0
2021-05-13,129.1432,133.1502,129.1432,132.9902,1205562.0
2021-05-14,133.9007,135.3198,133.3757,134.7702,875928.0
2021-05-15,133.9007,135.3198,133.3757,134.7702,875928.0
2021-05-16,133.9007,135.3198,133.3757,134.7702,875928.0
2021-05-17,134.5569,135.1967,133.6136,134.0976,776158.0
2021-05-18,134.8604,134.8604,133.0148,133.2035,693998.0
2021-05-19,131.1282,131.8582,129.4877,131.1528,1067667.0
2021-05-20,131.5301,132.8856,131.3251,132.6211,769632.0
2021-05-21,133.3511,134.4421,132.1371,132.375,721156.0
2021-05-22,133.3511,134.4421,132.1371,132.375,721156.0
2021-05-23,133.3511,134.4421,132.1371,132.375,721156.0
2021-05-24,132.4898,134.114,132.1946,133.0394,836425.0
2021-05-25,134.0894,134.1468,132.0797,132.1617,796171.0
2021-05-26,132.3176,133.0968,131.6204,131.85,858837.0
2021-05-27,132.2274,132.6334,130.8903,132.2356,1509492.0
2021-05-28,132.4488,132.4816,128.167,129.5123,1655276.0
2021-05-29,132.4488,132.4816,128.167,129.5123,1655276.0
2021-05-30,132.4488,132.4816,128.167,129.5123,1655276.0
2021-05-31,132.4488,132.4816,128.167,129.5123,1655276.0
2021-06-01,130.7017,133.1871,129.2744,132.2766,1775874.0
2021-06-02,131.4317,133.4824,130.3489,130.9149,1447411.0
2021-06-03,129.824,132.293,129.4384,131.2184,1006921.0
2021-06-04,132.1699,132.9246,131.4973,132.3668,942585.0
2021-06-05,132.1699,132.9246,131.4973,132.3668,942585.0
2021-06-06,132.1699,132.9246,131.4973,132.3668,942585.0
2021-06-07,132.4488,132.6744,131.4645,132.1863,814759.0
2021-06-08,132.7195,134.0566,132.375,132.941,859917.0
2021-06-09,133.5972,134.032,132.7441,132.8836,1281936.0
2021-06-10,132.8836,134.4216,132.859,134.1058,1108358.0
2021-06-11,134.5241,135.1229,133.7777,134.68,749872.0
2021-06-12,134.5241,135.1229,133.7777,134.68,749872.0
2021-06-13,134.5241,135.1229,133.7777,134.68,749872.0
2021-06-14,134.3273,134.9219,130.6032,131.7106,1186591.0
2021-06-15,131.8336,131.9567,130.0783,130.3818,1012243.0
2021-06-16,130.5704,130.9198,128.2901,129.0775,880187.0
2021-06-17,128.774,129.6435,128.0112,128.7412,767995.0
2021-06-18,128.5854,128.692,125.78,126.748,2334471.0
2021-06-19,128.5854,128.692,125.78,126.748,2334471.0
2021-06-20,128.5854,128.692,125.78,126.748,2334471.0
2021-06-21,127.4616,130.2013,126.5511,129.0611,900801.0
2021-06-22,128.7822,129.6107,127.9702,129.3072,971623.0
2021-06-23,129.6927,129.9019,127.839,127.9456,655857.0
2021-06-24,128.7822,129.0632,127.6831,127.8143,521391.0
2021-06-25,128.8561,130.1603,128.5772,128.8807,1627537.0
2021-06-26,128.8561,130.1603,128.5772,128.8807,1627537.0
2021-06-27,128.8561,130.1603,128.5772,128.8807,1627537.0
2021-06-28,129.1267,131.161,128.7494,130.8329,880082.0
2021-06-29,131.243,134.5241,130.6894,132.7031,980278.0
2021-06-30,132.5309,132.9246,131.1938,131.2184,956185.0
2021-07-01,130.0372,130.3859,127.1745,128.0686,1314699.0
2021-07-02,128.003,129.5041,127.478,129.34,627795.0
2021-07-03,128.003,129.5041,127.478,129.34,627795.0
2021-07-04,128.003,129.5041,127.478,129.34,627795.0
2021-07-05,128.003,129.5041,127.478,129.34,627795.0
2021-07-06,128.7904,130.1767,127.8799,128.5936,650052.0
2021-07-07,128.7822,130.3978,128.5936,129.6189,651086.0
2021-07-08,128.0112,130.7427,127.6257,129.783,834588.0
2021-07-09,130.2587,131.0544,129.1596,130.8165,828169.0
2021-07-10,130.2587,131.0544,129.1596,130.8165,828169.0
2021-07-11,130.2587,131.0544,129.1596,130.8165,828169.0
2021-07-12,130.4556,130.5048,126.5347,126.6577,989915.0
2021-07-13,125.8457,126.1082,123.5407,124.0329,1394185.0
2021-07-14,124.9844,125.4109,123.3028,123.4669,1125616.0
2021-07-15,123.1716,125.5094,122.1545,123.8196,854425.0
2021-07-16,124.5661,124.8121,122.8599,123.0978,715088.0
2021-07-17,124.5661,124.8121,122.8599,123.0978,715088.0
2021-07-18,124.5661,124.8121,122.8599,123.0978,715088.0
2021-07-19,121.6787,124.4184,121.2768,123.7294,868090.0
2021-07-20,124.4758,128.3721,124.2133,127.396,1162212.0
2021-07-21,127.437,129.0857,126.912,128.2245,675222.0
2021-07-22,128.2245,129.6025,127.6175,128.7166,421767.0
2021-07-23,128.9873,130.1111,128.61,129.8814,635563.0
2021-07-24,128.9873,130.1111,128.61,129.8814,635563.0
2021-07-25,128.9873,130.1111,128.61,129.8814,635563.0
2021-07-26,129.4056,129.7584,128.6674,129.1103,493598.0
2021-07-27,128.5115,130.7509,127.2319,128.774,619074.0
2021-07-28,128.7084,129.5205,127.2565,127.56,488089.0
2021-07-29,127.1991,127.802,124.6317,126.871,989537.0
2021-07-30,126.2148,127.2729,125.6406,126.1082,675452.0
2021-07-31,126.2148,127.2729,125.6406,126.1082,675452.0
2021-08-01,126.2148,127.2729,125.6406,126.1082,675452.0
2021-08-02,126.6823,127.2073,125.9359,126.4609,840458.0
2021-08-03,126.3706,129.7173,126.0835,129.0365,816510.0
2021-08-04,128.5362,129.1924,127.6831,128.5936,610920.0
2021-08-05,129.1432,130.1357,128.8348,130.1111,572833.0
2021-08-06,129.865,130.2997,128.815,129.0939,537842.0
2021-08-07,129.865,130.2997,128.815,129.0939,537842.0
2021-08-08,129.865,130.2997,128.815,129.0939,537842.0
2021-08-09,128.085,129.8732,127.7733,128.9791,868031.0
2021-08-10,129.6025,130.0126,127.9948,128.651,659448.0
2021-08-11,129.1514,129.2416,128.3639,129.0775,683212.0
2021-08-12,128.5362,129.4302,127.9871,128.4623,634674.0
2021-08-13,128.5362,129.3236,128.3229,129.3236,645460.0
2021-08-14,128.5362,129.3236,128.3229,129.3236,645460.0
2021-08-15,128.5362,129.3236,128.3229,129.3236,645460.0
2021-08-16,129.2416,129.6025,127.355,129.0611,669495.0
2021-08-17,128.5526,128.7084,127.0105,127.56,1158743.0
2021-08-18,126.8218,127.7897,126.5839,126.707,753808.0
2021-08-19,125.9769,126.3953,124.5989,125.5586,756843.0
2021-08-20,126.1656,128.4295,126.0261,127.4534,926302.0
2021-08-21,126.1656,128.4295,126.0261,127.4534,926302.0
2021-08-22,126.1656,128.4295,126.0261,127.4534,926302.0
2021-08-23,128.3803,129.8486,127.6421,129.4302,768431.0
2021-08-24,129.4959,130.3818,128.1506,128.7002,947604.0
2021-08-25,129.2826,131.243,128.0194,130.0044,829098.0
2021-08-26,129.947,131.1364,128.7986,130.2587,1842981.0
2021-08-27,122.3923,123.0404,117.3969,121.5475,5420564.0
2021-08-28,122.3923,123.0404,117.3969,121.5475,5420564.0
2021-08-29,122.3923,123.0404,117.3969,121.5475,5420564.0
2021-08-30,121.4244,123.5243,121.4244,122.704,2030775.0
2021-08-31,123.106,123.3603,121.1947,122.1134,1410563.0
2021-09-01,120.5467,121.6459,119.8905,120.4647,1766911.0
2021-09-02,120.7272,120.8338,119.4476,119.8987,1206731.0
2021-09-03,119.6772,121.3834,118.9882,119.0292,1096113.0
2021-09-04,119.6772,121.3834,118.9882,119.0292,1096113.0
2021-09-05,119.6772,121.3834,118.9882,119.0292,1096113.0
2021-09-06,119.6772,121.3834,118.9882,119.0292,1096113.0
2021-09-07,120.1858,120.4442,118.9062,119.4558,1413137.0
2021-09-08,119.6198,120.3089,119.0128,119.5378,1095936.0
2021-09-09,119.1195,120.1284,118.373,119.3902,1426552.0
2021-09-10,119.6937,119.9643,115.5021,115.9204,1995073.0
2021-09-11,119.6937,119.9643,115.5021,115.9204,1995073.0
2021-09-12,119.6937,119.9643,115.5021,115.9204,1995073.0
2021-09-13,116.593,118.857,115.9942,116.4946,1931001.0
2021-09-14,116.5766,117.0606,114.1158,114.8048,2226564.0
2021-09-15,115.1658,116.6587,114.042,116.3962,1873654.0
2021-09-16,116.511,116.8309,114.3304,114.7474,1346128.0
2021-09-17,114.7638,115.3544,113.0331,114.567,2320841.0
2021-09-18,114.7638,115.3544,113.0331,114.567,2320841.0
2021-09-19,114.7638,115.3544,113.0331,114.567,2320841.0
2021-09-20,112.8526,114.5419,112.3851,113.9518,1766307.0
2021-09-21,114.5588,115.5021,112.869,113.2217,1556314.0
2021-09-22,113.1069,114.7146,112.0241,113.5006,2285717.0
2021-09-23,114.9033,119.0169,114.2664,116.6094,1898287.0
2021-09-24,116.8965,119.9725,116.7983,119.3984,1227888.0
2021-09-25,116.8965,119.9725,116.7983,119.3984,1227888.0
2021-09-26,116.8965,119.9725,116.7983,119.3984,1227888.0
2021-09-27,118.5207,122.7122,118.1926,122.3431,1430844.0
2021-09-28,121.326,123.0321,120.736,122.5482,1369448.0
2021-09-29,122.8435,124.525,122.0642,123.4669,854508.0
2021-09-30,123.1224,124.1559,120.2268,121.974,965708.0
2021-10-01,123.5243,125.1074,122.3137,124.6071,679833.0
2021-10-02,123.5243,125.1074,122.3137,124.6071,679833.0
2021-10-03,123.5243,125.1074,122.3137,124.6071,679833.0
2021-10-04,123.9837,125.2141,120.9405,121.8264,1079554.0
2021-10-05,122.2775,124.3314,121.5721,123.1388,1025133.0
2021-10-06,121.4818,124.4676,120.678,124.1887,1012793.0
2021-10-07,124.6809,126.994,123.3274,126.0589,980213.0
2021-10-08,126.0425,126.4814,120.7518,121.2604,1809874.0
2021-10-09,126.0425,126.4814,120.7518,121.2604,1809874.0
2021-10-10,126.0425,126.4814,120.7518,121.2604,1809874.0
2021-10-11,120.6534,123.2946,120.5877,121.0635,746409.0
2021-10-12,121.0635,122.3677,119.9233,120.2186,828222.0
2021-10-13,120.4893,122.3595,120.2514,122.1052,943845.0
2021-10-14,122.704,125.4437,122.5236,124.9762,765530.0
2021-10-15,125.1895,128.569,124.8695,128.2819,867035.0
2021-10-16,125.1895,128.569,124.8695,128.2819,867035.0
2021-10-17,125.1895,128.569,124.8695,128.2819,867035.0
2021-10-18,127.7733,130.5622,127.2483,129.0939,1254152.0
2021-10-19,129.7337,133.3388,129.6435,132.7277,1713634.0
2021-10-20,132.7277,134.9014,132.5309,133.9007,1817379.0
2021-10-21,134.0976,135.1557,132.4324,135.0983,1828355.0
2021-10-22,135.0163,137.6657,135.0163,137.0341,1799679.0
2021-10-23,135.0163,137.6657,135.0163,137.0341,1799679.0
2021-10-24,135.0163,137.6657,135.0163,137.0341,1799679.0
2021-10-25,136.501,136.6732,133.8318,133.9089,1486932.0
2021-10-26,135.1721,135.1721,129.6025,129.6681,1250042.0
2021-10-27,129.7502,129.865,125.2633,126.1492,2138829.0
2021-10-28,126.1082,127.0597,123.9837,124.9352,1465955.0
2021-10-29,125.1566,127.1253,123.9755,124.4348,1818735.0
2021-10-30,125.1566,127.1253,123.9755,124.4348,1818735.0
2021-10-31,125.1566,127.1253,123.9755,124.4348,1818735.0
2021-11-01,124.2708,126.5921,123.6638,125.05,2249546.0
2021-11-02,125.59,136.06,125.4,134.87,11099046.0
2021-11-03,134.5,136.27,128.72,131.68,4957263.0
2021-11-04,134.4,136.0,128.2,128.27,3345990.0
2021-11-05,129.56,130.205,124.08,124.55,4560076.0
2021-11-06,129.56,130.205,124.08,124.55,4560076.0
2021-11-07,129.56,130.205,124.08,124.55,4560076.0
2021-11-08,125.0,128.79,124.61,128.41,3188111.0
2021-11-09,128.89,130.499,127.7,128.95,2555366.0
2021-11-10,128.02,133.0,124.2701,124.95,3776462.0
2021-11-11,125.83,127.05,123.7601,124.18,3936028.0
2021-11-12,124.7,126.97,124.27,125.54,2876477.0
2021-11-13,124.7,126.97,124.27,125.54,2876477.0
2021-11-14,124.7,126.97,124.27,125.54,2876477.0
2021-11-15,125.0,125.98,123.95,124.66,3011818.0
2021-11-16,126.04,126.29,124.89,124.94,1954701.0
2021-11-17,125.12,126.28,122.65,123.3,2019788.0
2021-11-18,123.39,123.56,120.05,120.31,3081828.0
2021-11-19,120.49,121.47,119.51,120.55,2721364.0
2021-11-20,120.49,121.47,119.51,120.55,2721364.0
2021-11-21,120.49,121.47,119.51,120.55,2721364.0
2021-11-22,122.23,123.21,118.38,118.69,5099552.0
2021-11-23,117.5,117.9,114.01,116.48,4783822.0
2021-11-24,119.71,122.19,117.05,118.7,3951984.0
2021-11-25,119.71,122.19,117.05,118.7,3951984.0
2021-11-26,117.1,123.13,117.07,121.9,2275867.0
2021-11-27,117.1,123.13,117.07,121.9,2275867.0
2021-11-28,117.1,123.13,117.07,121.9,2275867.0
2021-11-29,121.16,121.75,119.36,120.38,2705281.0
2021-11-30,120.58,120.93,115.23,116.74,4972817.0
2021-12-01,118.01,119.186,113.94,114.0,2559561.0
2021-12-02,113.87,118.32,113.87,117.34,2790439.0
2021-12-03,118.08,119.47,116.55,118.86,3832136.0
2021-12-04,118.08,119.47,116.55,118.86,3832136.0
2021-12-05,118.08,119.47,116.55,118.86,3832136.0
2021-12-06,115.85,117.73,112.48,115.58,3161155.0
2021-12-07,117.54,119.665,116.34,116.65,3120700.0
2021-12-08,114.14,115.2,112.63,114.78,3566151.0
2021-12-09,115.09,115.44,112.34,112.78,2922575.0
2021-12-10,113.41,114.19,111.85,113.1,2209324.0
2021-12-11,113.41,114.19,111.85,113.1,2209324.0
2021-12-12,113.41,114.19,111.85,113.1,2209324.0
2021-12-13,112.71,114.0,111.775,111.88,2048912.0
2021-12-14,111.32,112.11,108.8,110.44,2154208.0
2021-12-15,110.71,114.015,110.32,113.29,2589263.0
2021-12-16,114.37,116.22,113.75,114.42,2986263.0
2021-12-17,113.69,116.31,113.69,114.79,4700933.0
2021-12-18,113.69,116.31,113.69,114.79,4700933.0
2021-12-19,113.69,116.31,113.69,114.79,4700933.0
2021-12-20,113.5,115.49,113.4,114.99,2020312.0
2021-12-21,116.06,116.89,115.21,115.88,1985438.0
2021-12-22,116.25,117.415,114.25,115.4,3037127.0
2021-12-23,115.45,117.7,115.26,116.89,2156575.0
2021-12-24,115.45,117.7,115.26,116.89,2156575.0
2021-12-25,115.45,117.7,115.26,116.89,2156575.0
2021-12-26,115.45,117.7,115.26,116.89,2156575.0
2021-12-27,116.87,118.19,115.97,116.28,973977.0
2021-12-28,116.44,118.15,116.32,117.48,1459666.0
2021-12-29,117.55,118.385,117.32,117.88,988260.0
2021-12-30,118.4,118.48,117.21,117.26,977634.0
2021-12-31,117.0,117.99,115.82,115.88,1080468.0
2022-01-01,117.0,117.99,115.82,115.88,1080468.0
2022-01-02,117.0,117.99,115.82,115.88,1080468.0
2022-01-03,116.0,118.73,115.03,118.2,1512901.0
2022-01-04,118.56,121.27,118.56,120.5,2276878.0
2022-01-05,120.13,124.65,120.06,120.98,3194239.0
2022-01-06,120.25,122.5,119.56,120.12,1690816.0
2022-01-07,119.81,121.12,118.92,120.46,1654561.0
2022-01-08,119.81,121.12,118.92,120.46,1654561.0
2022-01-09,119.81,121.12,118.92,120.46,1654561.0
2022-01-10,120.86,122.6,119.21,122.54,1906280.0
2022-01-11,123.08,124.82,122.81,124.26,3159785.0
2022-01-12,124.35,125.75,122.24,122.9,1347543.0
2022-01-13,124.77,124.77,121.875,123.4,1276695.0
2022-01-14,123.01,125.19,122.98,125.18,1556353.0
2022-01-15,123.01,125.19,122.98,125.18,1556353.0
2022-01-16,123.01,125.19,122.98,125.18,1556353.0
2022-01-17,123.01,125.19,122.98,125.18,1556353.0
2022-01-18,125.05,126.96,124.0,124.71,2866973.0
2022-01-19,126.0,128.54,124.08,124.21,2779874.0
2022-01-20,125.0,127.16,124.8,124.96,1424563.0
2022-01-21,125.58,126.4999,123.42,123.74,2120369.0
2022-01-22,125.58,126.4999,123.42,123.74,2120369.0
2022-01-23,125.58,126.4999,123.42,123.74,2120369.0
2022-01-24,121.0,125.49,120.5,125.19,2538181.0
2022-01-25,121.5,124.49,120.45,122.65,3067549.0
2022-01-26,124.81,125.1,121.635,122.36,1454206.0
2022-01-27,123.42,126.38,123.01,124.76,1865886.0
2022-01-28,124.62,129.24,123.91,129.14,1713303.0
2022-01-29,124.62,129.24,123.91,129.14,1713303.0
2022-01-30,124.62,129.24,123.91,129.14,1713303.0
2022-01-31,128.4,130.5,127.66,128.48,1833079.0
2022-02-01,128.36,129.23,126.18,128.47,1452487.0
2022-02-02,128.01,130.95,127.25,130.8,1696993.0
2022-02-03,129.31,131.67,128.78,129.97,1546375.0
2022-02-04,130.0,131.93,129.405,131.07,1081288.0
2022-02-05,130.0,131.93,129.405,131.07,1081288.0
2022-02-06,130.0,131.93,129.405,131.07,1081288.0
2022-02-07,131.69,132.54,130.05,131.72,1204149.0
2022-02-08,131.53,133.3,129.75,132.5,1957157.0
2022-02-09,133.47,136.0,132.98,135.87,2178851.0
2022-02-10,135.0,136.855,131.97,133.77,2397986.0
2022-02-11,132.9,133.13,124.63,125.09,3608309.0
2022-02-12,132.9,133.13,124.63,125.09,3608309.0
2022-02-13,132.9,133.13,124.63,125.09,3608309.0
2022-02-14,124.08,125.65,122.94,123.58,1913746.0
2022-02-15,124.08,127.08,124.08,126.79,1432338.0
2022-02-16,125.79,126.75,124.57,125.9,808769.0
2022-02-17,125.0,128.0,124.3,124.4,1305115.0
2022-02-18,124.0,124.764,121.92,122.67,1330241.0
2022-02-19,124.0,124.764,121.92,122.67,1330241.0
2022-02-20,124.0,124.764,121.92,122.67,1330241.0
2022-02-21,124.0,124.764,121.92,122.67,1330241.0
2022-02-22,120.42,122.55,118.67,120.38,1772613.0
2022-02-23,120.72,121.34,117.93,118.08,1357251.0
2022-02-24,115.04,118.73,114.34,118.12,2947654.0
2022-02-25,115.0,120.3,111.5,118.14,3260830.0
2022-02-26,115.0,120.3,111.5,118.14,3260830.0
2022-02-27,115.0,120.3,111.5,118.14,3260830.0
2022-02-28,115.72,118.35,114.16,117.32,2630203.0
2022-03-01,117.0,117.74,115.2669,115.91,2316275.0
2022-03-02,116.64,120.715,116.49,119.6,1915756.0
2022-03-03,118.53,120.48,116.04,120.1,2335934.0
2022-03-04,119.59,120.06,117.02,119.26,1876021.0
2022-03-05,119.59,120.06,117.02,119.26,1876021.0
2022-03-06,119.59,120.06,117.02,119.26,1876021.0
2022-03-07,119.12,119.27,112.32,112.38,2263121.0
2022-03-08,111.34,112.29,107.88,109.89,2470858.0
2022-03-09,112.37,115.8,111.82,114.83,1834027.0
2022-03-10,113.41,115.27,112.9901,114.01,1056770.0
2022-03-11,114.35,114.73,110.4,110.6,1375865.0
2022-03-12,114.35,114.73,110.4,110.6,1375865.0
2022-03-13,114.35,114.73,110.4,110.6,1375865.0
2022-03-14,110.515,110.515,107.57,108.69,1853525.0
2022-03-15,109.96,111.25,109.64,111.16,1662000.0
2022-03-16,111.97,113.42,110.14,113.0,1940701.0
2022-03-17,112.68,114.05,111.085,113.78,1636505.0
2022-03-18,113.07,115.68,111.95,115.31,3357583.0
2022-03-19,113.07,115.68,111.95,115.31,3357583.0
2022-03-20,113.07,115.68,111.95,115.31,3357583.0
2022-03-21,115.23,116.25,114.28,115.21,1314995.0
2022-03-22,116.0,117.1,115.31,116.8,1052116.0
2022-03-23,116.19,116.895,115.53,116.32,1872353.0
2022-03-24,117.01,117.39,115.83,117.37,782675.0
2022-03-25,117.86,118.41,115.94,118.37,1568170.0
2022-03-26,117.86,118.41,115.94,118.37,1568170.0
2022-03-27,117.86,118.41,115.94,118.37,1568170.0
2022-03-28,117.9,119.11,117.4944,118.76,982998.0
2022-03-29,119.89,120.08,118.21,119.23,1207413.0
2022-03-30,118.69,118.69,116.045,116.19,1513936.0
2022-03-31,114.51,115.53,113.62,113.87,1621959.0
2022-04-01,113.5,114.77,113.15,114.21,971417.0
2022-04-02,113.5,114.77,113.15,114.21,971417.0
2022-04-03,113.5,114.77,113.15,114.21,971417.0
2022-04-04,114.4,115.89,113.34,115.84,1281203.0
2022-04-05,115.15,117.0,115.01,115.53,1445501.0
2022-04-06,113.78,114.33,110.49,111.01,1092886.0
2022-04-07,110.78,111.64,109.7,111.25,1492214.0
2022-04-08,111.26,111.68,109.95,111.05,876406.0
2022-04-09,111.26,111.68,109.95,111.05,876406.0
2022-04-10,111.26,111.68,109.95,111.05,876406.0
2022-04-11,110.29,112.4,109.8231,111.11,771545.0
2022-04-12,111.59,113.91,111.59,111.79,1150668.0
2022-04-13,111.95,114.68,111.95,114.25,1333864.0
2022-04-14,114.35,115.36,113.46,113.73,1069228.0
2022-04-15,114.35,115.36,113.46,113.73,1069228.0
2022-04-16,114.35,115.36,113.46,113.73,1069228.0
2022-04-17,114.35,115.36,113.46,113.73,1069228.0
2022-04-18,113.24,113.4492,108.86,109.47,1361293.0
2022-04-19,108.9,112.28,108.16,111.67,866728.0
2022-04-20,112.34,114.68,110.62,111.2,1361874.0
2022-04-21,112.12,112.89,110.04,110.32,769836.0
2022-04-22,110.11,110.975,108.12,108.18,801847.0
2022-04-23,110.11,110.975,108.12,108.18,801847.0
2022-04-24,110.11,110.975,108.12,108.18,801847.0
2022-04-25,108.0,110.34,106.75,110.17,1107727.0
2022-04-26,109.62,109.79,106.92,107.03,1008597.0
2022-04-27,106.9,108.23,105.69,107.94,909737.0
2022-04-28,109.21,112.185,108.83,110.88,934434.0
2022-04-29,110.0,110.98,107.92,108.04,1572025.0
2022-04-30,110.0,110.98,107.92,108.04,1572025.0
2022-05-01,110.0,110.98,107.92,108.04,1572025.0
2022-05-02,108.3,110.14,107.78,109.74,820089.0
2022-05-03,109.75,110.42,108.19,109.0,900182.0
2022-05-04,108.66,110.02,106.4975,109.85,998202.0
2022-05-05,108.63,108.63,103.22,104.52,1025472.0
2022-05-06,102.85,102.85,99.1,100.63,1561537.0
2022-05-07,102.85,102.85,99.1,100.63,1561537.0
2022-05-08,102.85,102.85,99.1,100.63,1561537.0
2022-05-09,99.41,100.09,98.58,99.19,1635409.0
2022-05-10,100.0,100.65,96.58,97.57,1415492.0
2022-05-11,97.18,99.6,97.18,98.16,1819806.0
2022-05-12,97.85,100.1,97.575,99.61,1620816.0
2022-05-13,100.3,101.33,99.03,100.18,1159195.0
2022-05-14,100.3,101.33,99.03,100.18,1159195.0
2022-05-15,100.3,101.33,99.03,100.18,1159195.0
2022-05-16,100.23,101.69,99.6,100.6,1129883.0
2022-05-17,102.09,102.53,100.57,101.5,1126228.0
2022-05-18,100.0,100.72,92.76,93.63,1589007.0
2022-05-19,92.86,95.715,91.53,94.95,1533010.0
2022-05-20,95.81,96.19,93.125,95.71,1237223.0
2022-05-21,95.81,96.19,93.125,95.71,1237223.0
2022-05-22,95.81,96.19,93.125,95.71,1237223.0
2022-05-23,113.31,125.87,111.56,119.43,16001840.0
2022-05-24,119.09,119.85,114.5701,115.94,6053155.0
2022-05-25,116.2,123.1,116.02,120.54,5378892.0
2022-05-26,120.0,125.82,119.59,124.36,10016108.0
2022-05-27,124.11,130.67,124.0801,129.26,5826066.0
2022-05-28,124.11,130.67,124.0801,129.26,5826066.0
2022-05-29,124.11,130.67,124.0801,129.26,5826066.0
2022-05-30,124.11,130.67,124.0801,129.26,5826066.0
2022-05-31,127.55,131.48,126.33,128.1,5186785.0
2022-06-01,129.32,131.26,128.36,129.41,2600286.0
2022-06-02,128.7,131.71,128.57,131.69,2602422.0
2022-06-03,130.18,132.15,129.85,131.99,3306521.0
