,GD US Equity,GD US Equity,GD US Equity,GD US Equity,GD US Equity
2021-08-28,187.911,188.522,187.197,187.77,622084.0
2021-08-29,187.911,188.522,187.197,187.77,622084.0
2021-08-30,187.968,188.043,186.651,187.272,396028.0
2021-08-31,187.375,188.757,187.31,188.325,786545.0
2021-09-01,188.974,188.974,186.651,187.836,784621.0
2021-09-02,188.325,190.29,188.325,190.196,948634.0
2021-09-03,189.914,190.759,189.152,190.346,881296.0
2021-09-04,189.914,190.759,189.152,190.346,881296.0
2021-09-05,189.914,190.759,189.152,190.346,881296.0
2021-09-06,189.914,190.759,189.152,190.346,881296.0
2021-09-07,189.604,191.089,188.739,190.28,1396927.0
2021-09-08,190.083,192.734,189.51,192.17,1085946.0
2021-09-09,192.734,194.107,191.578,191.615,1237482.0
2021-09-10,192.687,192.863,189.5,189.538,1044996.0
2021-09-11,192.687,192.863,189.5,189.538,1044996.0
2021-09-12,192.687,192.863,189.5,189.538,1044996.0
2021-09-13,190.233,190.741,185.627,187.488,1484880.0
2021-09-14,188.438,188.438,184.202,184.893,1007717.0
2021-09-15,184.846,187.526,184.348,186.604,930879.0
2021-09-16,187.009,187.563,183.173,183.22,819737.0
2021-09-17,182.505,184.075,181.988,183.445,2722349.0
2021-09-18,182.505,184.075,181.988,183.445,2722349.0
2021-09-19,182.505,184.075,181.988,183.445,2722349.0
2021-09-20,182.392,182.928,179.628,181.857,940409.0
2021-09-21,182.327,183.126,179.281,179.751,726210.0
2021-09-22,181.245,183.286,180.822,182.157,698311.0
2021-09-23,183.897,186.04,183.333,184.978,639039.0
2021-09-24,184.884,186.266,184.856,185.608,468901.0
2021-09-25,184.884,186.266,184.856,185.608,468901.0
2021-09-26,184.884,186.266,184.856,185.608,468901.0
2021-09-27,186.304,188.231,185.617,185.927,645937.0
2021-09-28,185.956,186.811,183.652,185.307,887724.0
2021-09-29,186.238,187.582,185.298,186.52,672068.0
2021-09-30,187.056,187.554,184.282,184.301,1059503.0
2021-10-01,185.467,187.375,182.449,186.36,876816.0
2021-10-02,185.467,187.375,182.449,186.36,876816.0
2021-10-03,185.467,187.375,182.449,186.36,876816.0
2021-10-04,185.833,187.789,184.075,185.692,853129.0
2021-10-05,186.369,187.714,184.856,186.304,959077.0
2021-10-06,185.326,187.479,183.333,187.432,727113.0
2021-10-07,189.059,191.234,188.921,190.799,664213.0
2021-10-08,190.997,191.849,189.976,191.168,723110.0
2021-10-09,190.997,191.849,189.976,191.168,723110.0
2021-10-10,190.997,191.849,189.976,191.168,723110.0
2021-10-11,191.527,194.686,190.95,191.887,701681.0
2021-10-12,191.887,194.317,191.716,192.52,796279.0
2021-10-13,192.359,193.003,190.042,192.369,674081.0
2021-10-14,193.627,194.528,192.378,194.024,737121.0
2021-10-15,194.601,197.609,194.601,196.786,1076738.0
2021-10-16,194.601,197.609,194.601,196.786,1076738.0
2021-10-17,194.601,197.609,194.601,196.786,1076738.0
2021-10-18,195.708,196.98,194.592,195.462,591473.0
2021-10-19,195.859,197.703,194.885,197.315,745986.0
2021-10-20,197.315,198.271,196.701,197.145,939477.0
2021-10-21,196.691,196.918,194.043,196.767,831386.0
2021-10-22,197.401,198.819,196.228,198.167,767858.0
2021-10-23,197.401,198.819,196.228,198.167,767858.0
2021-10-24,197.401,198.819,196.228,198.167,767858.0
2021-10-25,197.732,198.271,196.54,196.644,672553.0
2021-10-26,188.415,194.393,187.876,193.485,1855536.0
2021-10-27,193.882,197.401,190.364,194.639,1138782.0
2021-10-28,196.02,196.247,190.194,191.631,1119708.0
2021-10-29,191.622,192.988,190.44,191.764,1485525.0
2021-10-30,191.622,192.988,190.44,191.764,1485525.0
2021-10-31,191.622,192.988,190.44,191.764,1485525.0
2021-11-01,191.82,192.795,188.945,190.95,767695.0
2021-11-02,191.537,192.435,190.08,190.818,847914.0
2021-11-03,190.061,190.345,186.902,190.307,1338372.0
2021-11-04,189.853,190.279,186.902,187.422,1138367.0
2021-11-05,189.399,190.449,188.226,190.108,1306749.0
2021-11-06,189.399,190.449,188.226,190.108,1306749.0
2021-11-07,189.399,190.449,188.226,190.108,1306749.0
2021-11-08,190.969,192.16,189.238,191.66,1086221.0
2021-11-09,191.83,192.591,190.326,191.887,666924.0
2021-11-10,192.076,192.709,190.203,190.421,625178.0
2021-11-11,189.891,190.534,188.037,188.302,904611.0
2021-11-12,188.302,190.534,187.763,190.08,944087.0
2021-11-13,188.302,190.534,187.763,190.08,944087.0
2021-11-14,188.302,190.534,187.763,190.08,944087.0
2021-11-15,191.092,191.092,189.304,190.175,679955.0
2021-11-16,190.023,190.761,187.924,187.971,860095.0
2021-11-17,187.905,189.257,187.905,188.652,617583.0
2021-11-18,188.917,188.917,186.155,187.271,749974.0
2021-11-19,187.082,187.63,185.427,185.673,792391.0
2021-11-20,187.082,187.63,185.427,185.673,792391.0
2021-11-21,187.082,187.63,185.427,185.673,792391.0
2021-11-22,186.524,189.702,185.966,188.557,690153.0
2021-11-23,189.068,190.799,188.68,189.437,604448.0
2021-11-24,189.229,189.768,187.328,187.971,524157.0
2021-11-25,189.229,189.768,187.328,187.971,524157.0
2021-11-26,183.677,184.003,180.461,182.892,847323.0
2021-11-27,183.677,184.003,180.461,182.892,847323.0
2021-11-28,183.677,184.003,180.461,182.892,847323.0
2021-11-29,184.434,185.19,182.665,183.904,878626.0
2021-11-30,182.06,183.223,178.418,178.73,2084017.0
2021-12-01,181.596,183.966,179.165,179.184,1320570.0
2021-12-02,181.066,186.117,180.007,183.942,1246451.0
2021-12-03,184.159,187.328,184.017,186.921,1424211.0
2021-12-04,184.159,187.328,184.017,186.921,1424211.0
2021-12-05,184.159,187.328,184.017,186.921,1424211.0
2021-12-06,189.229,190.96,187.924,188.756,820483.0
2021-12-07,189.163,190.288,188.188,188.519,880209.0
2021-12-08,189.021,191.764,189.021,189.995,781083.0
2021-12-09,189.163,191.187,187.914,190.988,938111.0
2021-12-10,192.161,194.696,190.581,193.825,1038019.0
2021-12-11,192.161,194.696,190.581,193.825,1038019.0
2021-12-12,192.161,194.696,190.581,193.825,1038019.0
2021-12-13,191.887,193.911,191.064,192.463,1017216.0
2021-12-14,193.617,195.367,191.338,192.445,1160356.0
2021-12-15,192.936,195.168,192.331,195.064,781267.0
2021-12-16,195.462,197.751,194.762,195.008,1030114.0
2021-12-17,194.885,195.168,191.234,191.243,2703125.0
2021-12-18,194.885,195.168,191.234,191.243,2703125.0
2021-12-19,194.885,195.168,191.234,191.243,2703125.0
2021-12-20,190.108,190.487,186.354,187.914,969111.0
2021-12-21,189.068,193.192,188.78,192.274,1251826.0
2021-12-22,192.407,193.788,192.255,192.719,608487.0
2021-12-23,193.74,194.696,192.738,193.598,665810.0
2021-12-24,193.74,194.696,192.738,193.598,665810.0
2021-12-25,193.74,194.696,192.738,193.598,665810.0
2021-12-26,193.74,194.696,192.738,193.598,665810.0
2021-12-27,193.958,195.982,193.457,195.906,849230.0
2021-12-28,195.31,197.552,195.31,196.417,899558.0
2021-12-29,196.512,197.259,194.96,196.625,715715.0
2021-12-30,196.445,198.004,195.954,196.294,718602.0
2021-12-31,196.086,198.119,195.15,197.174,868363.0
2022-01-01,196.086,198.119,195.15,197.174,868363.0
2022-01-02,196.086,198.119,195.15,197.174,868363.0
2022-01-03,197.675,198.195,194.97,196.218,722508.0
2022-01-04,197.741,200.947,196.928,200.56,1129504.0
2022-01-05,201.241,202.811,198.649,198.914,876483.0
2022-01-06,201.014,202.442,198.739,200.266,864119.0
2022-01-07,201.051,202.281,200.201,200.597,1408536.0
2022-01-08,201.051,202.281,200.201,200.597,1408536.0
2022-01-09,201.051,202.281,200.201,200.597,1408536.0
2022-01-10,201.08,203.066,198.148,199.198,1235299.0
2022-01-11,199.198,200.285,198.082,200.115,1021722.0
2022-01-12,200.512,201.174,199.217,200.446,968699.0
2022-01-13,201.083,202.705,200.123,201.045,766530.0
2022-01-14,200.18,203.185,199.286,202.691,1110957.0
2022-01-15,200.18,203.185,199.286,202.691,1110957.0
2022-01-16,200.18,203.185,199.286,202.691,1110957.0
2022-01-17,200.18,203.185,199.286,202.691,1110957.0
2022-01-18,201.768,202.12,198.763,200.846,1104804.0
2022-01-19,200.817,203.014,200.085,200.085,826946.0
2022-01-20,200.189,202.558,198.297,198.772,933114.0
2022-01-21,199.038,200.594,196.242,196.451,1237277.0
2022-01-22,199.038,200.594,196.242,196.451,1237277.0
2022-01-23,199.038,200.594,196.242,196.451,1237277.0
2022-01-24,194.449,197.421,190.844,196.965,1464523.0
2022-01-25,194.986,196.737,191.12,195.9,1765985.0
2022-01-26,194.197,199.885,190.977,194.91,1988417.0
2022-01-27,195.063,201.293,195.063,198.601,2402782.0
2022-01-28,199.59,202.596,196.166,202.425,1500393.0
2022-01-29,199.59,202.596,196.166,202.425,1500393.0
2022-01-30,199.59,202.596,196.166,202.425,1500393.0
2022-01-31,200.18,202.234,198.202,201.74,1566383.0
2022-02-01,201.825,203.171,199.5,202.472,1371704.0
2022-02-02,201.93,203.975,200.313,203.623,1888638.0
2022-02-03,197.688,202.832,197.688,201.806,1380752.0
2022-02-04,203.081,205.647,200.484,201.92,1462368.0
2022-02-05,203.081,205.647,200.484,201.92,1462368.0
2022-02-06,203.081,205.647,200.484,201.92,1462368.0
2022-02-07,202.862,203.48,201.255,201.759,1045413.0
2022-02-08,202.938,204.565,201.526,203.984,1064568.0
2022-02-09,205.183,205.611,204.022,204.917,1037906.0
2022-02-10,203.309,205.249,200.037,201.188,1102345.0
2022-02-11,201.302,204.441,200.56,203.319,1206180.0
2022-02-12,201.302,204.441,200.56,203.319,1206180.0
2022-02-13,201.302,204.441,200.56,203.319,1206180.0
2022-02-14,203.309,204.151,199.771,200.855,1227536.0
2022-02-15,201.626,203.706,200.693,202.377,690153.0
2022-02-16,202.291,204.802,202.137,203.937,814126.0
2022-02-17,203.29,205.021,201.873,203.927,1014312.0
2022-02-18,203.385,207.922,203.385,205.278,1609040.0
2022-02-19,203.385,207.922,203.385,205.278,1609040.0
2022-02-20,203.385,207.922,203.385,205.278,1609040.0
2022-02-21,203.385,207.922,203.385,205.278,1609040.0
2022-02-22,209.254,209.349,204.622,206.229,2170106.0
2022-02-23,207.409,208.188,205.268,205.706,1744294.0
2022-02-24,206.201,208.246,201.083,207.856,2062752.0
2022-02-25,207.884,217.053,207.884,216.844,1979575.0
2022-02-26,207.884,217.053,207.884,216.844,1979575.0
2022-02-27,207.884,217.053,207.884,216.844,1979575.0
2022-02-28,218.375,223.512,217.947,222.998,3284841.0
2022-03-01,223.521,225.452,220.763,221.923,2082497.0
2022-03-02,223.521,225.081,217.966,224.234,2780300.0
2022-03-03,225.214,228.049,224.634,226.498,1875393.0
2022-03-04,224.567,233.565,223.578,233.308,3317398.0
2022-03-05,224.567,233.565,223.578,233.308,3317398.0
2022-03-06,224.567,233.565,223.578,233.308,3317398.0
2022-03-07,233.518,242.535,233.489,235.211,4791788.0
2022-03-08,235.296,235.752,223.759,223.816,2769764.0
2022-03-09,223.502,226.774,220.306,225.243,2425462.0
2022-03-10,224.463,227.145,222.893,224.016,1577042.0
2022-03-11,224.282,227.278,221.029,221.124,1804952.0
2022-03-12,224.282,227.278,221.029,221.124,1804952.0
2022-03-13,224.282,227.278,221.029,221.124,1804952.0
2022-03-14,222.903,224.092,219.208,222.408,1379575.0
2022-03-15,223.949,226.765,222.018,226.013,1145926.0
2022-03-16,222.988,224.827,213.415,216.568,2457648.0
2022-03-17,219.184,221.067,216.625,219.25,1712512.0
2022-03-18,219.365,219.831,217.424,218.984,2605238.0
2022-03-19,219.365,219.831,217.424,218.984,2605238.0
2022-03-20,219.365,219.831,217.424,218.984,2605238.0
2022-03-21,219.716,226.841,219.707,224.539,1566433.0
2022-03-22,224.615,226.26,222.665,226.213,1157949.0
2022-03-23,227.04,229.856,226.593,227.982,1370385.0
2022-03-24,228.277,231.473,227.454,229.228,1179460.0
2022-03-25,229.066,232.5,228.623,232.424,1127654.0
2022-03-26,229.066,232.5,228.623,232.424,1127654.0
2022-03-27,229.066,232.5,228.623,232.424,1127654.0
2022-03-28,230.674,231.187,227.782,229.123,1247275.0
2022-03-29,225.737,229.409,222.694,229.314,1643495.0
2022-03-30,230.179,233.632,230.179,232.386,1377832.0
2022-03-31,230.312,233.575,229.371,229.399,1316321.0
2022-04-01,229.39,231.359,227.525,230.664,1004905.0
2022-04-02,229.39,231.359,227.525,230.664,1004905.0
2022-04-03,229.39,231.359,227.525,230.664,1004905.0
2022-04-04,230.645,230.664,225.385,227.544,1158518.0
2022-04-05,226.955,230.826,226.955,227.468,1207266.0
2022-04-06,227.354,230.227,227.083,229.0,1399767.0
2022-04-07,228.904,234.0,227.412,232.929,1266334.0
2022-04-08,234.182,235.339,231.008,231.428,1081393.0
2022-04-09,234.182,235.339,231.008,231.428,1081393.0
2022-04-10,234.182,235.339,231.008,231.428,1081393.0
2022-04-11,233.599,236.085,231.151,232.872,1390400.0
2022-04-12,232.643,235.234,231.486,233.13,754641.0
2022-04-13,234.22,235.836,231.906,233.025,751561.0
2022-04-14,234.067,235.186,232.346,233.054,957530.0
2022-04-15,234.067,235.186,232.346,233.054,957530.0
2022-04-16,234.067,235.186,232.346,233.054,957530.0
2022-04-17,234.067,235.186,232.346,233.054,957530.0
2022-04-18,232.748,237.825,232.633,233.168,1022522.0
2022-04-19,233.388,236.305,232.423,235.779,1182732.0
2022-04-20,236.458,238.743,235.291,236.831,862496.0
2022-04-21,237.127,237.366,231.17,231.447,1264989.0
2022-04-22,230.587,231.801,228.091,228.321,1076416.0
2022-04-23,230.587,231.801,228.091,228.321,1076416.0
2022-04-24,230.587,231.801,228.091,228.321,1076416.0
2022-04-25,228.541,229.258,224.554,228.694,1525143.0
2022-04-26,228.168,231.027,226.542,226.542,1297068.0
2022-04-27,227.24,236.171,226.719,229.459,2281984.0
2022-04-28,231.801,232.614,228.856,230.625,1443610.0
2022-04-29,230.434,231.39,225.644,226.16,1839633.0
2022-04-30,230.434,231.39,225.644,226.16,1839633.0
2022-05-01,230.434,231.39,225.644,226.16,1839633.0
2022-05-02,226.16,228.101,220.327,223.024,1776685.0
2022-05-03,224.305,226.322,222.201,223.148,1829837.0
2022-05-04,223.731,232.69,221.934,232.27,1914555.0
2022-05-05,231.83,233.446,227.565,228.751,2174263.0
2022-05-06,227.948,230.36,225.653,229.095,1329712.0
2022-05-07,227.948,230.36,225.653,229.095,1329712.0
2022-05-08,227.948,230.36,225.653,229.095,1329712.0
2022-05-09,227.546,227.843,218.453,219.314,1915722.0
2022-05-10,219.916,223.588,216.823,219.247,1748846.0
2022-05-11,219.285,222.287,216.18,216.99,1830867.0
2022-05-12,216.111,217.994,209.81,213.692,2121718.0
2022-05-13,215.174,217.335,213.089,216.388,1557764.0
2022-05-14,215.174,217.335,213.089,216.388,1557764.0
2022-05-15,215.174,217.335,213.089,216.388,1557764.0
2022-05-16,216.77,218.338,215.384,217.813,1237388.0
2022-05-17,219.199,222.22,216.884,221.465,1084789.0
2022-05-18,220.413,222.068,215.566,216.072,1929181.0
2022-05-19,214.084,214.552,207.161,208.232,2108665.0
2022-05-20,208.806,208.997,200.975,204.14,1985832.0
2022-05-21,208.806,208.997,200.975,204.14,1985832.0
2022-05-22,208.806,208.997,200.975,204.14,1985832.0
2022-05-23,205.755,208.232,205.383,207.199,1812505.0
2022-05-24,206.712,211.301,206.3,210.182,1480471.0
2022-05-25,210.144,211.416,208.062,210.402,1498717.0
2022-05-26,212.009,214.227,211.043,211.559,1477349.0
2022-05-27,212.888,216.703,212.391,216.579,1403921.0
2022-05-28,212.888,216.703,212.391,216.579,1403921.0
2022-05-29,212.888,216.703,212.391,216.579,1403921.0
2022-05-30,212.888,216.703,212.391,216.579,1403921.0
2022-05-31,214.409,216.34,213.606,215.049,1637274.0
2022-06-01,217.134,218.004,214.39,216.302,1204096.0
2022-06-02,218.644,220.624,214.025,219.381,1101724.0
2022-06-03,218.377,221.675,218.377,220.04,1410440.0
2022-06-04,218.377,221.675,218.377,220.04,1410440.0
2022-06-05,218.377,221.675,218.377,220.04,1410440.0
2022-06-06,221.188,222.22,219.419,219.821,956924.0
2022-06-07,218.836,225.481,218.147,225.252,1341434.0
2022-06-08,223.263,224.056,220.648,221.217,1024624.0
2022-06-09,220.614,221.446,216.828,216.942,823195.0
2022-06-10,214.609,217.153,213.127,214.782,1351968.0
2022-06-11,214.609,217.153,213.127,214.782,1351968.0
2022-06-12,214.609,217.153,213.127,214.782,1351968.0
2022-06-13,211.225,211.932,207.162,207.993,1288531.0
2022-06-14,208.786,209.274,204.957,206.434,1182498.0
2022-06-15,207.677,211.029,205.88,208.366,1276558.0
2022-06-16,205.297,206.224,202.036,202.6,1338733.0
2022-06-17,202.906,204.034,198.995,200.583,3063845.0
2022-06-18,202.906,204.034,198.995,200.583,3063845.0
2022-06-19,202.906,204.034,198.995,200.583,3063845.0
2022-06-20,202.906,204.034,198.995,200.583,3063845.0
2022-06-21,202.285,208.892,202.285,207.056,1233399.0
2022-06-22,204.006,209.308,203.539,206.54,1129363.0
2022-06-23,206.769,208.299,204.565,207.104,1181182.0
2022-06-24,207.897,212.96,207.4,212.582,1675582.0
2022-06-25,207.897,212.96,207.4,212.582,1675582.0
2022-06-26,207.897,212.96,207.4,212.582,1675582.0
2022-06-27,213.29,216.328,212.343,213.701,1277122.0
2022-06-28,214.925,218.004,210.402,210.823,1616946.0
2022-06-29,211.951,212.257,209.36,209.666,1235550.0
2022-06-30,208.531,213.869,207.387,212.772,1343257.0
2022-07-01,212.763,215.879,211.315,215.282,705833.0
2022-07-02,212.763,215.879,211.315,215.282,705833.0
2022-07-03,212.763,215.879,211.315,215.282,705833.0
2022-07-04,212.763,215.879,211.315,215.282,705833.0
2022-07-05,211.772,212.57,201.8,206.31,1613249.0
2022-07-06,205.867,212.253,205.867,211.147,1095430.0
2022-07-07,212.109,213.436,210.899,212.128,951142.0
2022-07-08,212.801,213.638,210.234,212.638,1118605.0
2022-07-09,212.801,213.638,210.234,212.638,1118605.0
2022-07-10,212.801,213.638,210.234,212.638,1118605.0
2022-07-11,211.263,213.359,210.416,211.33,652231.0
2022-07-12,211.493,212.532,207.858,208.329,744623.0
2022-07-13,205.444,208.031,205.069,205.214,850149.0
2022-07-14,201.896,202.829,199.472,202.386,1044390.0
2022-07-15,204.944,204.944,201.963,204.617,857638.0
2022-07-16,204.944,204.944,201.963,204.617,857638.0
2022-07-17,204.944,204.944,201.963,204.617,857638.0
2022-07-18,205.771,206.762,200.78,201.751,1040136.0
2022-07-19,201.665,207.05,200.992,206.454,906093.0
2022-07-20,206.262,209.392,204.531,208.416,1030306.0
2022-07-21,207.608,208.695,206.348,208.579,611437.0
2022-07-22,209.416,211.734,207.8,208.454,834215.0
2022-07-23,209.416,211.734,207.8,208.454,834215.0
2022-07-24,209.416,211.734,207.8,208.454,834215.0
2022-07-25,208.637,211.849,208.637,210.416,745059.0
2022-07-26,210.955,211.224,208.801,209.291,1038136.0
2022-07-27,211.041,213.734,206.565,211.426,1156041.0
2022-07-28,210.628,215.282,209.07,215.225,1032349.0
2022-07-29,214.955,218.735,214.83,217.985,1230163.0
2022-07-30,214.955,218.735,214.83,217.985,1230163.0
2022-07-31,214.955,218.735,214.83,217.985,1230163.0
2022-08-01,217.869,219.374,215.984,217.513,1086357.0
2022-08-02,218.571,220.879,215.436,218.341,1007336.0
2022-08-03,218.466,222.87,215.302,221.831,1215343.0
2022-08-04,222.457,223.918,220.081,220.379,895067.0
2022-08-05,220.216,220.658,217.215,219.995,699734.0
2022-08-06,220.216,220.658,217.215,219.995,699734.0
2022-08-07,220.216,220.658,217.215,219.995,699734.0
2022-08-08,221.533,221.601,216.109,217.138,961826.0
2022-08-09,218.273,219.446,217.451,218.898,878406.0
2022-08-10,220.235,222.043,219.793,221.629,877045.0
2022-08-11,221.966,223.101,220.995,222.937,1447866.0
2022-08-12,223.11,228.977,223.11,228.832,1409304.0
2022-08-13,223.11,228.977,223.11,228.832,1409304.0
2022-08-14,223.11,228.977,223.11,228.832,1409304.0
2022-08-15,227.63,232.91,226.649,232.006,1469473.0
2022-08-16,232.006,233.199,231.487,232.227,807751.0
2022-08-17,230.458,234.122,229.986,233.391,861098.0
2022-08-18,234.324,234.728,232.958,234.353,1026096.0
2022-08-19,233.747,233.92,231.891,232.41,724974.0
2022-08-20,233.747,233.92,231.891,232.41,724974.0
2022-08-21,233.747,233.92,231.891,232.41,724974.0
2022-08-22,230.14,230.713,225.313,225.505,841575.0
2022-08-23,225.313,226.476,224.13,225.034,864889.0
2022-08-24,225.861,226.255,223.928,225.505,783812.0
2022-08-25,225.996,229.025,225.418,228.89,551048.0
2022-08-26,229.938,229.938,223.457,223.678,665441.0
2022-08-27,229.938,229.938,223.457,223.678,665441.0
2022-08-28,229.938,229.938,223.457,223.678,665441.0
2022-08-29,222.13,225.957,221.206,224.745,680404.0
2022-08-30,224.995,225.486,221.629,222.264,659050.0
2022-08-31,222.37,223.764,219.956,220.158,1037782.0
2022-09-01,220.033,220.12,214.946,216.734,1782396.0
2022-09-02,218.591,220.822,215.715,216.263,930915.0
2022-09-03,218.591,220.822,215.715,216.263,930915.0
2022-09-04,218.591,220.822,215.715,216.263,930915.0
2022-09-05,218.591,220.822,215.715,216.263,930915.0
2022-09-06,216.513,218.781,215.09,215.946,926387.0
2022-09-07,214.975,219.139,213.965,219.014,660840.0
2022-09-08,217.985,219.36,216.912,218.966,720809.0
2022-09-09,219.898,223.452,218.946,222.735,994623.0
2022-09-10,219.898,223.452,218.946,222.735,994623.0
2022-09-11,219.898,223.452,218.946,222.735,994623.0
2022-09-12,223.264,228.313,222.081,226.419,1559695.0
2022-09-13,223.187,224.688,218.36,219.244,1367727.0
2022-09-14,219.831,223.505,218.812,221.889,1057476.0
2022-09-15,221.543,221.793,218.658,219.706,983884.0
2022-09-16,217.831,220.514,216.686,218.735,3317893.0
2022-09-17,217.831,220.514,216.686,218.735,3317893.0
2022-09-18,217.831,220.514,216.686,218.735,3317893.0
2022-09-19,217.148,220.467,217.148,220.254,830793.0
2022-09-20,219.408,221.12,216.59,220.331,934098.0
2022-09-21,223.995,227.015,219.456,219.456,983238.0
2022-09-22,220.023,221.697,217.715,219.35,844753.0
2022-09-23,217.167,217.374,210.628,213.397,920309.0
2022-09-24,217.167,217.374,210.628,213.397,920309.0
2022-09-25,217.167,217.374,210.628,213.397,920309.0
2022-09-26,212.84,215.465,210.83,211.984,797505.0
2022-09-27,213.907,214.436,209.224,210.291,741702.0
2022-09-28,209.897,213.407,207.55,212.003,952848.0
2022-09-29,211.474,211.753,204.463,206.214,987266.0
2022-09-30,205.06,207.252,203.906,204.04,1208759.0
2022-10-01,205.06,207.252,203.906,204.04,1208759.0
2022-10-02,205.06,207.252,203.906,204.04,1208759.0
2022-10-03,206.656,212.849,206.089,212.08,1139962.0
2022-10-04,213.542,218.235,213.542,217.956,801541.0
2022-10-05,216.85,220.086,215.821,217.994,984934.0
2022-10-06,217.569,218.652,215.833,216.05,929838.0
2022-10-07,215.306,216.727,213.56,216.312,1226920.0
2022-10-08,215.306,216.727,213.56,216.312,1226920.0
2022-10-09,215.306,216.727,213.56,216.312,1226920.0
2022-10-10,218.748,221.181,215.673,217.985,759812.0
2022-10-11,219.116,222.946,218.594,220.238,1138373.0
2022-10-12,218.778,219.522,215.944,215.963,833289.0
2022-10-13,213.178,222.375,212.511,221.582,792368.0
2022-10-14,222.423,222.423,213.662,213.884,1041692.0
2022-10-15,222.423,222.423,213.662,213.884,1041692.0
2022-10-16,222.423,222.423,213.662,213.884,1041692.0
2022-10-17,216.95,222.269,216.95,221.302,1082893.0
2022-10-18,224.841,230.672,224.183,229.657,1204592.0
2022-10-19,229.986,233.554,228.477,231.485,1158880.0
2022-10-20,232.094,233.08,228.1,229.618,1184123.0
2022-10-21,229.048,235.604,228.545,234.608,1365935.0
2022-10-22,229.048,235.604,228.545,234.608,1365935.0
2022-10-23,229.048,235.604,228.545,234.608,1365935.0
2022-10-24,236.62,238.293,235.247,235.778,955250.0
2022-10-25,235.111,238.37,234.076,237.654,1283078.0
2022-10-26,239.347,240.604,234.811,237.606,1389183.0
2022-10-27,239.182,241.049,237.954,239.83,1140330.0
2022-10-28,239.153,243.902,237.316,242.461,1526907.0
2022-10-29,239.153,243.902,237.316,242.461,1526907.0
2022-10-30,239.153,243.902,237.316,242.461,1526907.0
2022-10-31,240.633,242.596,239.25,241.571,1480947.0
2022-11-01,242.296,243.186,240.991,241.677,1005291.0
2022-11-02,240.797,242.877,237.853,238.254,1419807.0
2022-11-03,235.334,243.558,235.005,240.739,1307878.0
2022-11-04,241.948,244.354,236.929,241.146,1384992.0
2022-11-05,241.948,244.354,236.929,241.146,1384992.0
2022-11-06,241.948,244.354,236.929,241.146,1384992.0
2022-11-07,241.639,243.534,240.004,243.292,846883.0
2022-11-08,243.544,245.256,242.161,244.221,883384.0
2022-11-09,244.027,244.598,241.233,241.3,599024.0
2022-11-10,245.613,246.02,241.397,245.13,1150573.0
2022-11-11,243.389,243.466,234.753,235.121,1395379.0
2022-11-12,243.389,243.466,234.753,235.121,1395379.0
2022-11-13,243.389,243.466,234.753,235.121,1395379.0
2022-11-14,235.817,238.834,234.792,234.821,1461205.0
2022-11-15,236.31,239.153,234.323,238.032,1223376.0
2022-11-16,238.032,239.095,236.165,236.803,709046.0
2022-11-17,234.995,238.68,234.531,238.399,669381.0
2022-11-18,239.714,242.103,239.221,240.043,1020067.0
2022-11-19,239.714,242.103,239.221,240.043,1020067.0
2022-11-20,239.714,242.103,239.221,240.043,1020067.0
2022-11-21,239.289,243.781,239.289,242.325,802447.0
2022-11-22,244.25,244.859,242.741,243.234,730040.0
2022-11-23,242.915,244.878,242.819,243.979,941247.0
2022-11-24,242.915,244.878,242.819,243.979,941247.0
2022-11-25,245.13,245.613,244.134,245.41,368383.0
2022-11-26,245.13,245.613,244.134,245.41,368383.0
2022-11-27,245.13,245.613,244.134,245.41,368383.0
2022-11-28,243.979,245.188,241.619,242.238,656353.0
2022-11-29,242.461,243.452,241.682,242.944,598332.0
2022-11-30,241.948,244.24,239.279,244.076,1907306.0
2022-12-01,244.849,245.207,242.122,243.96,833860.0
2022-12-02,242.383,248.398,242.325,247.315,1059131.0
2022-12-03,242.383,248.398,242.325,247.315,1059131.0
2022-12-04,242.383,248.398,242.325,247.315,1059131.0
2022-12-05,244.298,245.739,242.286,242.644,966917.0
2022-12-06,242.993,243.186,238.389,240.101,847566.0
2022-12-07,239.821,240.826,237.065,238.099,898703.0
2022-12-08,240.227,240.894,238.432,239.521,768943.0
2022-12-09,239.124,241.17,238.38,238.902,748246.0
2022-12-10,239.124,241.17,238.38,238.902,748246.0
2022-12-11,239.124,241.17,238.38,238.902,748246.0
2022-12-12,239.695,241.436,238.254,241.397,765488.0
2022-12-13,244.666,245.575,239.347,240.536,993467.0
2022-12-14,240.797,243.534,239.584,240.817,768936.0
2022-12-15,239.714,240.662,233.951,237.065,914857.0
2022-12-16,236.33,239.134,234.686,238.032,2123165.0
2022-12-17,236.33,239.134,234.686,238.032,2123165.0
2022-12-18,236.33,239.134,234.686,238.032,2123165.0
2022-12-19,237.896,241.644,235.614,236.252,1134927.0
2022-12-20,236.31,241.126,235.962,238.496,848541.0
2022-12-21,239.966,242.228,238.796,241.735,701245.0
2022-12-22,240.314,241.764,234.55,238.467,612717.0
2022-12-23,238.467,240.396,237.964,239.734,581602.0
2022-12-24,238.467,240.396,237.964,239.734,581602.0
2022-12-25,238.467,240.396,237.964,239.734,581602.0
2022-12-26,238.467,240.396,237.964,239.734,581602.0
2022-12-27,241.03,241.561,239.676,240.546,590919.0
2022-12-28,241.03,241.764,238.786,238.834,384705.0
