,INDB US Equity,INDB US Equity,INDB US Equity,INDB US Equity,INDB US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-03-06,57.356,58.8478,55.1709,56.7154,212758.0
2020-03-07,57.356,58.8478,55.1709,56.7154,212758.0
2020-03-08,57.356,58.8478,55.1709,56.7154,212758.0
2020-03-09,52.5909,54.7984,51.1342,51.2395,228328.0
2020-03-10,53.1175,54.583,50.5726,54.2056,195622.0
2020-03-11,52.433,54.153,51.7046,52.0907,171668.0
2020-03-12,48.7736,51.1167,45.79,45.9567,344950.0
2020-03-13,49.1247,50.8008,46.9922,50.7832,306125.0
2020-03-14,49.1247,50.8008,46.9922,50.7832,306125.0
2020-03-15,49.1247,50.8008,46.9922,50.7832,306125.0
2020-03-16,46.0796,51.8319,45.6145,48.6596,356647.0
2020-03-17,49.3353,53.7405,48.2822,52.9244,549004.0
2020-03-18,49.774,55.4517,49.4669,53.5299,400279.0
2020-03-19,52.8103,58.1458,51.8535,56.3644,371919.0
2020-03-20,55.7413,58.7908,50.6691,52.9332,528594.0
2020-03-21,55.7413,58.7908,50.6691,52.9332,528594.0
2020-03-22,55.7413,58.7908,50.6691,52.9332,528594.0
2020-03-23,53.0911,53.0911,44.2719,46.2551,323003.0
2020-03-24,48.5806,50.8666,48.0409,49.8881,455449.0
2020-03-25,50.204,52.6392,48.212,50.8271,399696.0
2020-03-26,51.2571,57.2858,51.2571,56.9084,275377.0
2020-03-27,53.9919,57.5448,52.0033,55.5032,301373.0
2020-03-28,53.9919,57.5448,52.0033,55.5032,301373.0
2020-03-29,53.9919,57.5448,52.0033,55.5032,301373.0
2020-03-30,56.0423,58.0574,54.9994,57.1736,281551.0
2020-03-31,56.2014,57.4431,55.5606,56.8907,243310.0
2020-04-01,54.3012,56.9438,54.3012,56.5637,490429.0
2020-04-02,55.8479,60.0371,55.4855,59.7366,359742.0
2020-04-03,58.9589,60.2581,55.2203,55.8655,326586.0
2020-04-04,58.9589,60.2581,55.2203,55.8655,326586.0
2020-04-05,58.9589,60.2581,55.2203,55.8655,326586.0
2020-04-06,58.2872,60.0548,58.2253,59.7454,291367.0
2020-04-07,60.5851,62.3483,56.9968,57.4387,234223.0
2020-04-08,58.844,59.9222,57.0145,59.4626,184759.0
2020-04-09,60.7618,63.7845,60.3464,63.3072,179048.0
2020-04-10,60.7618,63.7845,60.3464,63.3072,179048.0
2020-04-11,60.7618,63.7845,60.3464,63.3072,179048.0
2020-04-12,60.7618,63.7845,60.3464,63.3072,179048.0
2020-04-13,63.1128,63.1481,60.3288,61.1153,139407.0
2020-04-14,62.4145,63.2542,61.2037,63.1658,382130.0
2020-04-15,61.4335,62.0345,58.4109,58.6849,231746.0
2020-04-16,58.7026,59.7808,55.786,57.5448,279077.0
2020-04-17,58.3667,61.3805,58.3667,60.8414,201475.0
2020-04-18,58.3667,61.3805,58.3667,60.8414,201475.0
2020-04-19,58.3667,61.3805,58.3667,60.8414,201475.0
2020-04-20,59.3477,61.3717,59.3477,60.2669,161614.0
2020-04-21,58.5523,59.171,57.9778,58.7114,195124.0
2020-04-22,60.3376,60.7265,58.9058,59.3301,109571.0
2020-04-23,59.4096,60.4967,57.6243,59.8427,150640.0
2020-04-24,60.3376,62.5825,57.4564,59.1533,246158.0
2020-04-25,60.3376,62.5825,57.4564,59.1533,246158.0
2020-04-26,60.3376,62.5825,57.4564,59.1533,246158.0
2020-04-27,59.9134,63.7049,59.8427,62.6001,166731.0
2020-04-28,63.3867,64.8362,63.3337,64.3236,177604.0
2020-04-29,66.0116,69.1934,65.2427,67.7174,262005.0
2020-04-30,66.0647,66.0647,64.3943,64.4208,272344.0
2020-05-01,63.0597,63.6254,61.1242,62.1229,169598.0
2020-05-02,63.0597,63.6254,61.1242,62.1229,169598.0
2020-05-03,63.0597,63.6254,61.1242,62.1229,169598.0
2020-05-04,61.4335,61.7782,59.8957,60.0636,195897.0
2020-05-05,61.2302,61.46,58.1192,58.4551,129933.0
2020-05-06,58.6318,58.8042,56.5107,57.6243,171758.0
2020-05-07,58.9147,59.3124,56.0865,56.2986,127790.0
2020-05-08,57.2266,59.2594,57.2266,58.95,111337.0
2020-05-09,57.2266,59.2594,57.2266,58.95,111337.0
2020-05-10,57.2266,59.2594,57.2266,58.95,111337.0
2020-05-11,57.6331,57.6331,55.5385,56.387,141842.0
2020-05-12,56.2191,56.2191,54.2747,54.3984,200188.0
2020-05-13,54.3542,54.4426,50.271,50.8985,253127.0
2020-05-14,49.6258,50.9162,48.3001,50.2092,215199.0
2020-05-15,49.8821,50.5096,49.1132,49.7407,189916.0
2020-05-16,49.8821,50.5096,49.1132,49.7407,189916.0
2020-05-17,49.8821,50.5096,49.1132,49.7407,189916.0
2020-05-18,52.0033,55.2292,51.8177,54.8491,208962.0
2020-05-19,54.4779,54.8668,52.8606,52.9048,138623.0
2020-05-20,54.1863,57.1824,53.2495,57.0763,210768.0
2020-05-21,56.8731,58.1192,56.8731,57.4122,153048.0
2020-05-22,57.7304,57.9955,55.8567,56.3693,85465.0
2020-05-23,57.7304,57.9955,55.8567,56.3693,85465.0
2020-05-24,57.7304,57.9955,55.8567,56.3693,85465.0
2020-05-25,57.7304,57.9955,55.8567,56.3693,85465.0
2020-05-26,58.7379,61.4777,58.1458,60.7883,155380.0
2020-05-27,62.8034,66.2856,62.5029,65.6139,226810.0
2020-05-28,66.2238,66.2768,62.7681,63.3514,154420.0
2020-05-29,62.2378,62.6797,60.5851,61.3982,159313.0
2020-05-30,62.2378,62.6797,60.5851,61.3982,159313.0
2020-05-31,62.2378,62.6797,60.5851,61.3982,159313.0
2020-06-01,61.8666,62.9316,61.2126,61.46,162103.0
2020-06-02,62.2113,62.6355,60.3111,60.9209,93894.0
2020-06-03,62.2997,64.4738,62.1848,63.0597,173279.0
2020-06-04,62.1317,65.5211,62.0875,64.571,217589.0
2020-06-05,66.2856,69.4939,65.499,68.1858,261531.0
2020-06-06,66.2856,69.4939,65.499,68.1858,261531.0
2020-06-07,66.2856,69.4939,65.499,68.1858,261531.0
2020-06-08,67.028,69.6264,66.8601,67.4169,194871.0
2020-06-09,66.2856,67.6909,65.5609,66.4182,213721.0
2020-06-10,66.374,66.374,63.1039,63.1835,136738.0
2020-06-11,60.099,60.099,56.1749,56.5682,159415.0
2020-06-12,59.3654,59.3654,56.1925,58.1325,209647.0
2020-06-13,59.3654,59.3654,56.1925,58.1325,209647.0
2020-06-14,59.3654,59.3654,56.1925,58.1325,209647.0
2020-06-15,55.9097,59.7631,55.3352,58.9677,158156.0
2020-06-16,61.8489,62.2466,60.1343,60.4702,187456.0
2020-06-17,60.6646,61.3628,58.7379,58.7379,159933.0
2020-06-18,57.695,60.4967,57.695,58.9058,163346.0
2020-06-19,58.623,60.3376,57.5448,59.8515,582512.0
2020-06-20,58.623,60.3376,57.5448,59.8515,582512.0
2020-06-21,58.623,60.3376,57.5448,59.8515,582512.0
2020-06-22,59.2505,60.4437,58.5137,59.8515,135273.0
2020-06-23,60.9474,61.3407,58.9765,59.003,125706.0
2020-06-24,55.839,57.2443,55.185,55.3794,196373.0
2020-06-25,54.9287,57.0056,54.7961,57.0056,171990.0
2020-06-26,55.7772,56.7297,54.1215,54.7625,257829.0
2020-06-27,55.7772,56.7297,54.1215,54.7625,257829.0
2020-06-28,55.7772,56.7297,54.1215,54.7625,257829.0
2020-06-29,55.893,57.8068,55.3144,57.4062,157635.0
2020-06-30,57.4863,60.0144,57.4062,59.7206,132278.0
2020-07-01,59.9254,59.9254,57.0057,57.1481,150536.0
2020-07-02,59.053,59.5025,56.9255,57.0947,131290.0
2020-07-03,59.053,59.5025,56.9255,57.0947,131290.0
2020-07-04,59.053,59.5025,56.9255,57.0947,131290.0
2020-07-05,59.053,59.5025,56.9255,57.0947,131290.0
2020-07-06,58.5723,59.1954,56.1333,56.7297,109538.0
2020-07-07,56.0799,56.525,55.0651,55.5191,150202.0
2020-07-08,55.5547,56.16,53.9257,55.0384,123603.0
2020-07-09,54.8248,54.8248,53.0656,54.0948,157841.0
2020-07-10,54.1928,55.982,54.1928,55.8663,107483.0
2020-07-11,54.1928,55.982,54.1928,55.8663,107483.0
2020-07-12,54.1928,55.982,54.1928,55.8663,107483.0
2020-07-13,56.7653,57.6911,55.5102,56.7297,133247.0
2020-07-14,56.525,56.9611,55.2253,55.9642,119172.0
2020-07-15,57.6199,59.6939,57.4507,58.9907,153603.0
2020-07-16,58.6079,59.4803,57.7931,58.7059,74949.0
2020-07-17,58.5011,58.9017,57.246,57.5843,108224.0
2020-07-18,58.5011,58.9017,57.246,57.5843,108224.0
2020-07-19,58.5011,58.9017,57.246,57.5843,108224.0
2020-07-20,57.1659,57.8246,56.436,56.4449,81125.0
2020-07-21,57.2015,60.2191,57.2015,59.9521,112636.0
2020-07-22,59.7829,59.7829,58.2519,58.9373,89938.0
2020-07-23,58.5901,60.4951,58.5901,60.1568,113572.0
2020-07-24,60.5307,61.679,59.231,59.4269,96325.0
2020-07-25,60.5307,61.679,59.231,59.4269,96325.0
2020-07-26,60.5307,61.679,59.231,59.4269,96325.0
2020-07-27,59.2578,59.2578,57.2727,58.3498,68716.0
2020-07-28,57.9225,58.9551,57.7712,57.789,73443.0
2020-07-29,57.9314,59.4981,57.6733,59.3468,72158.0
2020-07-30,58.1807,58.4655,57.1481,58.3943,51624.0
2020-07-31,57.9848,58.2074,55.8574,57.4329,135355.0
2020-08-01,57.9848,58.2074,55.8574,57.4329,135355.0
2020-08-02,57.9848,58.2074,55.8574,57.4329,135355.0
2020-08-03,57.9581,58.154,56.8632,57.0591,82130.0
2020-08-04,57.1125,57.1659,55.6348,56.5428,133684.0
2020-08-05,57.2994,58.9774,56.6674,58.6346,133794.0
2020-08-06,58.6346,58.9284,57.4952,58.2875,59411.0
2020-08-07,57.9225,61.0025,57.7712,60.9936,83338.0
2020-08-08,57.9225,61.0025,57.7712,60.9936,83338.0
2020-08-09,57.9225,61.0025,57.7712,60.9936,83338.0
2020-08-10,61.1449,63.2902,61.1449,62.0795,91103.0
2020-08-11,63.2724,64.2426,61.7502,62.3555,137912.0
2020-08-12,63.7976,63.7976,61.0648,61.8659,67245.0
2020-08-13,61.2962,61.4535,60.4061,60.6642,65980.0
2020-08-14,59.9877,61.6968,56.525,61.1938,93419.0
2020-08-15,59.9877,61.6968,56.525,61.1938,93419.0
2020-08-16,59.9877,61.6968,56.525,61.1938,93419.0
2020-08-17,60.8956,60.8956,60.1248,60.4773,68667.0
2020-08-18,60.6375,60.7265,59.1153,59.6227,81165.0
2020-08-19,59.8542,60.4773,58.51,59.0263,108742.0
2020-08-20,58.1094,59.0174,57.3439,57.3795,68872.0
2020-08-21,56.8632,57.5843,56.2846,56.6407,81121.0
2020-08-22,56.8632,57.5843,56.2846,56.6407,81121.0
2020-08-23,56.8632,57.5843,56.2846,56.6407,81121.0
2020-08-24,57.2816,58.4833,56.0087,58.3765,103706.0
2020-08-25,59.0441,59.0441,58.2697,58.3854,68738.0
2020-08-26,58.7593,58.7593,56.9433,57.0502,54183.0
2020-08-27,56.8899,58.7504,56.6674,57.8513,101640.0
2020-08-28,58.5901,58.5901,56.7742,56.9344,65769.0
2020-08-29,58.5901,58.5901,56.7742,56.9344,65769.0
2020-08-30,58.5901,58.5901,56.7742,56.9344,65769.0
2020-08-31,56.97,57.1837,55.9019,55.9464,123320.0
2020-09-01,55.5191,56.436,55.0918,55.8484,90540.0
2020-09-02,55.4924,56.5784,55.3144,56.1155,70375.0
2020-09-03,56.2579,58.1005,55.2253,55.5547,146427.0
2020-09-04,56.7742,57.157,54.6734,55.7772,197900.0
2020-09-05,56.7742,57.157,54.6734,55.7772,197900.0
2020-09-06,56.7742,57.157,54.6734,55.7772,197900.0
2020-09-07,56.7742,57.157,54.6734,55.7772,197900.0
2020-09-08,55.3055,55.9419,52.546,53.0356,159140.0
2020-09-09,53.5429,53.6409,51.8605,52.0119,158646.0
2020-09-10,52.1187,52.6083,50.6588,50.7657,150275.0
2020-09-11,50.7389,50.7568,49.3058,50.009,257158.0
2020-09-12,50.7389,50.7568,49.3058,50.009,257158.0
2020-09-13,50.7389,50.7568,49.3058,50.009,257158.0
2020-09-14,50.7389,51.816,50.2227,50.7389,154144.0
2020-09-15,50.7924,51.0861,49.8577,50.4274,217561.0
2020-09-16,50.5431,50.5609,48.6248,48.8696,241572.0
2020-09-17,48.1041,49.4037,47.8459,48.3711,173146.0
2020-09-18,48.7984,49.0387,47.5967,48.2465,518752.0
2020-09-19,48.7984,49.0387,47.5967,48.2465,518752.0
2020-09-20,48.7984,49.0387,47.5967,48.2465,518752.0
2020-09-21,47.1516,47.5878,45.9633,46.7332,228427.0
2020-09-22,46.751,47.3653,45.6918,45.9677,161586.0
2020-09-23,45.8609,47.0003,44.7393,44.7749,166289.0
2020-09-24,44.8817,45.7541,44.3298,44.944,129310.0
2020-09-25,44.7823,45.2764,44.4895,45.0249,172728.0
2020-09-26,44.7823,45.2764,44.4895,45.0249,172728.0
2020-09-27,44.7823,45.2764,44.4895,45.0249,172728.0
2020-09-28,45.5369,46.4263,45.1507,45.2225,131752.0
2020-09-29,45.0878,46.031,44.2433,45.483,127692.0
2020-09-30,45.6178,47.3965,45.6178,47.0551,259112.0
2020-10-01,46.8216,47.5672,46.2556,46.8485,138522.0
2020-10-02,45.9142,48.0972,45.8197,47.5133,156956.0
2020-10-03,45.9142,48.0972,45.8197,47.5133,156956.0
2020-10-04,45.9142,48.0972,45.8197,47.5133,156956.0
2020-10-05,48.0523,49.0315,47.0843,48.7889,111516.0
2020-10-06,49.6064,51.0348,48.78,49.7322,183080.0
2020-10-07,50.0287,50.945,49.292,49.7142,138652.0
2020-10-08,50.2443,50.6934,49.6873,50.0556,68281.0
2020-10-09,50.7024,50.8282,49.3818,49.4447,109244.0
2020-10-10,50.7024,50.8282,49.3818,49.4447,109244.0
2020-10-11,50.7024,50.8282,49.3818,49.4447,109244.0
2020-10-12,49.4088,49.7592,49.018,49.3998,76529.0
2020-10-13,48.3038,49.1483,47.5223,47.8008,82121.0
2020-10-14,47.7019,48.3218,46.2826,46.3365,124424.0
2020-10-15,45.6537,47.1989,45.6537,47.0462,114441.0
2020-10-16,46.8665,48.0081,46.4892,47.5582,235558.0
2020-10-17,46.8665,48.0081,46.4892,47.5582,235558.0
2020-10-18,46.8665,48.0081,46.4892,47.5582,235558.0
2020-10-19,47.8636,47.8636,46.067,46.1119,111033.0
2020-10-20,46.615,47.4549,45.6344,46.6599,111602.0
2020-10-21,46.7946,47.3606,46.5251,47.0192,237314.0
2020-10-22,46.6419,50.0826,46.6419,49.8759,408873.0
2020-10-23,50.5317,53.0291,50.1041,52.2116,243710.0
2020-10-24,50.5317,53.0291,50.1041,52.2116,243710.0
2020-10-25,50.5317,53.0291,50.1041,52.2116,243710.0
2020-10-26,52.6608,53.3615,52.1038,53.0022,204160.0
2020-10-27,52.9123,53.4693,49.8759,52.2565,160354.0
2020-10-28,51.1336,51.5379,49.8131,50.1724,154780.0
2020-10-29,49.8131,51.1785,48.5374,50.7653,140319.0
2020-10-30,50.6755,51.6884,50.5407,51.466,120389.0
2020-10-31,50.6755,51.6884,50.5407,51.466,120389.0
2020-11-01,50.6755,51.6884,50.5407,51.466,120389.0
2020-11-02,52.1128,53.7568,51.475,53.658,161887.0
2020-11-03,54.8168,56.0386,54.2509,55.5804,185075.0
2020-11-04,54.5114,55.0684,52.2296,52.3823,159668.0
2020-11-05,52.3913,53.4064,51.8972,53.1459,63562.0
2020-11-06,53.7568,54.0442,52.3643,52.544,82446.0
2020-11-07,53.7568,54.0442,52.3643,52.544,82446.0
2020-11-08,53.7568,54.0442,52.3643,52.544,82446.0
2020-11-09,57.2873,63.0726,56.1284,61.0513,232003.0
2020-11-10,62.0395,64.3931,60.7369,63.944,181635.0
2020-11-11,63.944,63.944,59.8296,60.7818,115099.0
2020-11-12,59.7846,61.1681,58.1317,59.4523,105964.0
2020-11-13,59.4253,62.0305,57.5029,61.6262,97382.0
2020-11-14,59.4253,62.0305,57.5029,61.6262,97382.0
2020-11-15,59.4253,62.0305,57.5029,61.6262,97382.0
2020-11-16,63.8811,64.6537,62.9648,64.1686,136822.0
2020-11-17,63.2073,64.0158,61.779,63.6206,111738.0
2020-11-18,64.0697,64.5818,62.0934,62.1024,98734.0
2020-11-19,62.0125,62.5246,60.2967,62.3359,94295.0
2020-11-20,61.4466,62.6414,60.7818,62.3719,196221.0
2020-11-21,61.4466,62.6414,60.7818,62.3719,196221.0
2020-11-22,61.4466,62.6414,60.7818,62.3719,196221.0
2020-11-23,62.7402,63.4229,61.0154,62.7402,162011.0
2020-11-24,64.1147,65.8844,63.4274,65.6059,176237.0
2020-11-25,65.3005,65.9922,63.4589,63.8721,133743.0
2020-11-26,65.3005,65.9922,63.4589,63.8721,133743.0
2020-11-27,63.7014,65.6598,61.8778,63.7643,58126.0
2020-11-28,63.7014,65.6598,61.8778,63.7643,58126.0
2020-11-29,63.7014,65.6598,61.8778,63.7643,58126.0
2020-11-30,62.9738,63.1804,60.5797,60.7638,110847.0
2020-12-01,61.9496,62.6054,60.7369,61.4376,129044.0
2020-12-02,61.3208,63.3421,61.3208,63.3241,107310.0
2020-12-03,63.5936,63.8856,62.282,63.2253,80508.0
2020-12-04,63.6475,65.1028,62.9243,64.9232,71089.0
2020-12-05,63.6475,65.1028,62.9243,64.9232,71089.0
2020-12-06,63.6475,65.1028,62.9243,64.9232,71089.0
2020-12-07,64.447,65.1388,63.5577,64.8603,70747.0
2020-12-08,64.1596,65.8754,63.6745,65.6059,70835.0
2020-12-09,66.4054,66.8007,65.4532,66.109,111783.0
2020-12-10,65.3813,66.3605,63.3421,66.3156,83750.0
2020-12-11,65.3364,67.16,65.3364,66.9893,88717.0
2020-12-12,65.3364,67.16,65.3364,66.9893,88717.0
2020-12-13,65.3364,67.16,65.3364,66.9893,88717.0
2020-12-14,67.3756,68.4536,66.5941,67.4745,120469.0
2020-12-15,68.3458,69.4688,66.5851,69.0106,118792.0
2020-12-16,69.5766,69.5766,68.1302,68.4177,140390.0
2020-12-17,66.648,67.9596,66.1224,66.9354,138309.0
2020-12-18,67.3127,67.9236,66.2347,66.8726,611414.0
2020-12-19,67.3127,67.9236,66.2347,66.8726,611414.0
