,INDB US Equity,INDB US Equity,INDB US Equity,INDB US Equity,INDB US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-12-20,67.3127,67.9236,66.2347,66.8726,611414.0
2020-12-21,67.5014,67.5014,64.7345,65.6418,89904.0
2020-12-22,65.8395,66.4324,63.8901,64.3123,104648.0
2020-12-23,65.0759,66.6749,65.0759,66.657,101900.0
2020-12-24,67.136,67.136,60.4197,66.8648,59754.0
2020-12-25,67.136,67.136,60.4197,66.8648,59754.0
2020-12-26,67.136,67.136,60.4197,66.8648,59754.0
2020-12-27,67.136,67.136,60.4197,66.8648,59754.0
2020-12-28,67.2355,67.7778,66.0784,67.2807,133872.0
2020-12-29,67.353,67.7688,64.9033,65.2558,93003.0
2020-12-30,64.6954,66.4761,64.2434,65.997,101877.0
2020-12-31,65.988,66.5993,64.16,66.0242,80118.0
2021-01-01,65.988,66.5993,64.16,66.0242,80118.0
2021-01-02,65.988,66.5993,64.16,66.0242,80118.0
2021-01-03,65.988,66.5993,64.16,66.0242,80118.0
2021-01-04,66.3044,66.6117,64.4784,65.6264,110708.0
2021-01-05,65.6355,67.9225,65.3643,66.9733,147003.0
2021-01-06,68.736,73.9472,68.1575,71.2399,461620.0
2021-01-07,72.641,73.3009,71.832,72.8761,168060.0
2021-01-08,72.6862,73.4365,68.7993,69.6671,152386.0
2021-01-09,72.6862,73.4365,68.7993,69.6671,152386.0
2021-01-10,72.6862,73.4365,68.7993,69.6671,152386.0
2021-01-11,68.8264,71.1495,68.8264,70.797,83036.0
2021-01-12,71.2942,72.8987,70.8874,72.1168,73930.0
2021-01-13,71.6377,71.6811,70.1733,70.9145,71418.0
2021-01-14,71.4026,72.7676,71.3484,72.2343,87921.0
2021-01-15,71.4659,72.3518,70.562,71.9721,84016.0
2021-01-16,71.4659,72.3518,70.562,71.9721,84016.0
2021-01-17,71.4659,72.3518,70.562,71.9721,84016.0
2021-01-18,71.4659,72.3518,70.562,71.9721,84016.0
2021-01-19,72.7676,72.7676,70.8784,71.6738,174634.0
2021-01-20,71.6738,72.4964,71.4298,72.3156,120444.0
2021-01-21,72.2704,72.7676,70.7518,71.1224,137862.0
2021-01-22,69.6399,70.9868,68.1213,70.5801,268690.0
2021-01-23,69.6399,70.9868,68.1213,70.5801,268690.0
2021-01-24,69.6399,70.9868,68.1213,70.5801,268690.0
2021-01-25,70.0738,71.1586,68.284,70.9055,140361.0
2021-01-26,71.5382,72.1258,70.571,71.0591,100323.0
2021-01-27,69.4049,71.1767,68.3473,69.1699,121753.0
2021-01-28,70.2727,70.9687,68.1801,69.1247,154042.0
2021-01-29,68.8626,69.1789,67.2716,67.8682,137038.0
2021-01-30,68.8626,69.1789,67.2716,67.8682,137038.0
2021-01-31,68.8626,69.1789,67.2716,67.8682,137038.0
2021-02-01,68.0942,69.9428,66.9462,69.3236,96875.0
2021-02-02,70.4897,71.5925,69.5224,70.7789,86957.0
2021-02-03,70.345,70.4716,67.9586,68.9078,152613.0
2021-02-04,69.1789,71.493,69.1789,70.2727,116695.0
2021-02-05,71.1043,71.5834,68.7224,69.4682,108540.0
2021-02-06,71.1043,71.5834,68.7224,69.4682,108540.0
2021-02-07,71.1043,71.5834,68.7224,69.4682,108540.0
2021-02-08,70.1733,71.8637,69.5224,71.8637,94705.0
2021-02-09,71.5382,74.1235,71.258,73.9879,141580.0
2021-02-10,74.1235,74.6568,73.1021,73.2105,103235.0
2021-02-11,73.3461,74.2139,71.5473,73.1744,138410.0
2021-02-12,72.7224,72.8535,70.3993,71.0953,155607.0
2021-02-13,72.7224,72.8535,70.3993,71.0953,155607.0
2021-02-14,72.7224,72.8535,70.3993,71.0953,155607.0
2021-02-15,72.7224,72.8535,70.3993,71.0953,155607.0
2021-02-16,71.9089,73.5269,71.1043,73.1292,134696.0
2021-02-17,72.5145,73.7891,72.1348,73.536,129463.0
2021-02-18,73.1563,74.806,73.1563,74.5936,141623.0
2021-02-19,74.6207,75.8952,74.4489,75.4252,325786.0
2021-02-20,74.6207,75.8952,74.4489,75.4252,325786.0
2021-02-21,74.6207,75.8952,74.4489,75.4252,325786.0
2021-02-22,75.4885,77.3235,75.0546,76.8534,157203.0
2021-02-23,77.0161,79.3845,75.3529,77.1969,149746.0
2021-02-24,77.7483,80.2342,76.1805,79.5924,165473.0
2021-02-25,80.0624,80.5325,78.0105,78.0647,95630.0
2021-02-26,77.5856,78.7291,76.076,77.2964,157447.0
2021-02-27,77.5856,78.7291,76.076,77.2964,157447.0
2021-02-28,77.5856,78.7291,76.076,77.2964,157447.0
2021-03-01,78.7065,79.8545,78.2907,79.4206,72192.0
2021-03-02,79.4116,79.8816,77.7935,77.7935,72762.0
2021-03-03,78.3359,81.3551,78.1913,79.2218,168081.0
2021-03-04,78.8602,82.4127,78.0557,79.276,159106.0
2021-03-05,80.8398,82.25,79.2037,82.1867,167795.0
2021-03-06,80.8398,82.25,79.2037,82.1867,167795.0
2021-03-07,80.8398,82.25,79.2037,82.1867,167795.0
2021-03-08,83.4432,85.9923,82.8059,85.1697,137326.0
2021-03-09,84.3562,86.7336,82.0421,85.2059,174258.0
2021-03-10,85.3053,86.9867,85.3053,86.5256,169956.0
2021-03-11,86.3539,87.9268,83.5969,87.8996,144321.0
2021-03-12,88.5324,90.2589,87.9087,89.1471,188177.0
2021-03-13,88.5324,90.2589,87.9087,89.1471,188177.0
2021-03-14,88.5324,90.2589,87.9087,89.1471,188177.0
2021-03-15,89.3098,89.3098,86.0014,86.7155,113287.0
2021-03-16,86.0194,86.7155,84.0036,84.7178,181619.0
2021-03-17,85.1517,85.6443,83.294,83.859,147196.0
2021-03-18,84.2115,86.8963,83.059,83.4613,137100.0
2021-03-19,80.7494,84.3562,80.5686,81.8703,713691.0
2021-03-20,80.7494,84.3562,80.5686,81.8703,713691.0
2021-03-21,80.7494,84.3562,80.5686,81.8703,713691.0
2021-03-22,81.6715,82.25,78.5619,79.7461,149873.0
2021-03-23,78.3449,78.9777,76.2116,76.4828,179641.0
2021-03-24,77.667,79.8545,76.6726,76.7269,133835.0
2021-03-25,76.1936,78.6884,76.1032,77.8207,135339.0
2021-03-26,78.8569,79.8204,77.2843,79.1205,128234.0
2021-03-27,78.8569,79.8204,77.2843,79.1205,128234.0
2021-03-28,78.8569,79.8204,77.2843,79.1205,128234.0
2021-03-29,78.4569,80.284,76.6571,77.0661,109102.0
2021-03-30,77.6115,79.0478,77.1298,77.1388,150003.0
2021-03-31,77.4934,79.0841,76.1662,76.5298,238365.0
2021-04-01,76.1844,77.6479,76.0299,76.9207,118812.0
2021-04-02,76.1844,77.6479,76.0299,76.9207,118812.0
2021-04-03,76.1844,77.6479,76.0299,76.9207,118812.0
2021-04-04,76.1844,77.6479,76.0299,76.9207,118812.0
2021-04-05,78.0024,78.3842,76.2117,76.9389,121598.0
2021-04-06,76.8298,77.357,76.0026,76.1844,71124.0
2021-04-07,76.3844,76.6025,74.9209,75.2117,96731.0
2021-04-08,75.139,75.5844,73.9028,74.9845,96046.0
2021-04-09,75.3481,75.9662,74.8572,75.8935,65352.0
2021-04-10,75.3481,75.9662,74.8572,75.8935,65352.0
2021-04-11,75.3481,75.9662,74.8572,75.8935,65352.0
2021-04-12,76.2117,76.8207,75.9117,76.0935,90193.0
2021-04-13,75.7844,75.7844,73.7119,73.83,78851.0
2021-04-14,73.5119,75.7662,73.5119,74.7118,112063.0
2021-04-15,75.1208,75.6481,73.0756,74.4936,111042.0
2021-04-16,75.3208,76.1662,74.3982,75.0118,65490.0
2021-04-17,75.3208,76.1662,74.3982,75.0118,65490.0
2021-04-18,75.3208,76.1662,74.3982,75.0118,65490.0
2021-04-19,74.7754,75.7435,73.6391,74.3118,118008.0
2021-04-20,73.8846,73.9119,70.9848,71.0485,173505.0
2021-04-21,70.4667,72.7847,70.1031,72.3302,157561.0
2021-04-22,72.821,73.3892,71.8757,71.8757,109285.0
2021-04-23,68.9214,76.1389,67.1988,74.0209,987874.0
2021-04-24,68.9214,76.1389,67.1988,74.0209,987874.0
2021-04-25,68.9214,76.1389,67.1988,74.0209,987874.0
2021-04-26,75.6662,76.2117,74.0937,75.5117,296199.0
2021-04-27,75.4299,76.3162,74.3845,76.3026,317862.0
2021-04-28,76.5844,77.0752,75.7753,76.5207,297523.0
2021-04-29,76.8116,77.5843,75.2754,75.539,229746.0
2021-04-30,75.139,75.339,74.3664,74.4482,342155.0
2021-05-01,75.139,75.339,74.3664,74.4482,342155.0
2021-05-02,75.139,75.339,74.3664,74.4482,342155.0
2021-05-03,75.5844,75.7481,74.3482,75.7481,374586.0
2021-05-04,75.2208,76.8025,74.9254,75.4663,270907.0
2021-05-05,75.6117,76.2548,73.7573,73.9846,184880.0
2021-05-06,74.2573,74.2755,72.6574,74.2755,205942.0
2021-05-07,73.1574,73.6846,72.3574,72.712,228510.0
2021-05-08,73.1574,73.6846,72.3574,72.712,228510.0
2021-05-09,73.1574,73.6846,72.3574,72.712,228510.0
2021-05-10,73.0847,73.6301,72.0666,72.312,239429.0
2021-05-11,71.0576,72.3938,70.5031,71.0394,187316.0
2021-05-12,71.3393,71.703,69.1759,69.3486,150691.0
2021-05-13,69.1668,71.9029,68.8214,71.5939,280949.0
2021-05-14,71.9029,73.1392,71.4302,72.8938,148102.0
2021-05-15,71.9029,73.1392,71.4302,72.8938,148102.0
2021-05-16,71.9029,73.1392,71.4302,72.8938,148102.0
2021-05-17,71.6302,73.1392,71.6302,72.8756,112574.0
2021-05-18,73.0301,73.1028,71.0576,71.0848,165437.0
2021-05-19,70.2031,71.1303,69.1395,71.0394,231126.0
2021-05-20,70.803,71.5439,69.8486,71.2757,141159.0
2021-05-21,72.1575,72.5938,71.6757,72.3665,126834.0
2021-05-22,72.1575,72.5938,71.6757,72.3665,126834.0
2021-05-23,72.1575,72.5938,71.6757,72.3665,126834.0
2021-05-24,72.2847,72.4574,71.6575,71.6757,142622.0
2021-05-25,71.5939,72.4574,69.6759,69.6759,148405.0
2021-05-26,70.0213,71.6393,69.5577,71.6211,164666.0
2021-05-27,72.2393,73.8573,71.9029,73.7846,249472.0
2021-05-28,73.9028,74.53,72.7349,74.1846,199324.0
2021-05-29,73.9028,74.53,72.7349,74.1846,199324.0
2021-05-30,73.9028,74.53,72.7349,74.1846,199324.0
2021-05-31,73.9028,74.53,72.7349,74.1846,199324.0
2021-06-01,74.3482,75.2481,72.1984,74.4573,206550.0
2021-06-02,74.4664,74.5482,73.3574,73.5119,187311.0
2021-06-03,73.5028,74.1664,72.7756,73.9391,173510.0
2021-06-04,73.5755,74.0937,72.8574,73.9028,114423.0
2021-06-05,73.5755,74.0937,72.8574,73.9028,114423.0
2021-06-06,73.5755,74.0937,72.8574,73.9028,114423.0
2021-06-07,74.1209,74.7118,73.4346,74.3573,246577.0
2021-06-08,74.0846,74.5391,73.6573,74.1209,201163.0
2021-06-09,73.821,73.93,73.2119,73.6573,216861.0
2021-06-10,74.13,74.3573,72.8756,72.8847,217673.0
2021-06-11,73.3392,73.4392,71.9666,72.2756,141752.0
2021-06-12,73.3392,73.4392,71.9666,72.2756,141752.0
2021-06-13,73.3392,73.4392,71.9666,72.2756,141752.0
2021-06-14,72.5211,72.5211,71.103,71.703,195633.0
2021-06-15,71.9938,73.4755,71.5848,72.6665,161061.0
2021-06-16,72.6938,74.4664,71.8302,74.0937,197159.0
2021-06-17,74.3573,74.5209,71.1939,71.4575,264552.0
2021-06-18,70.0122,71.2848,68.5578,68.5941,708413.0
2021-06-19,70.0122,71.2848,68.5578,68.5941,708413.0
2021-06-20,70.0122,71.2848,68.5578,68.5941,708413.0
2021-06-21,69.4668,71.4666,69.4486,70.5849,262911.0
2021-06-22,70.4576,71.0666,69.2668,70.7121,200915.0
2021-06-23,71.003,71.2666,70.4576,70.8212,371448.0
2021-06-24,71.0394,71.6484,70.6667,71.5939,229187.0
2021-06-25,71.5573,72.5496,71.4018,71.7676,629277.0
2021-06-26,71.5573,72.5496,71.4018,71.7676,629277.0
2021-06-27,71.5573,72.5496,71.4018,71.7676,629277.0
2021-06-28,71.4018,72.042,68.8364,69.0147,164447.0
2021-06-29,69.6824,69.9659,68.6397,68.8684,124858.0
2021-06-30,68.4568,69.4536,68.4477,69.0513,123961.0
2021-07-01,69.6183,69.783,68.905,69.3988,125038.0
2021-07-02,69.2891,69.6503,68.1824,68.3196,131414.0
2021-07-03,69.2891,69.6503,68.1824,68.3196,131414.0
2021-07-04,69.2891,69.6503,68.1824,68.3196,131414.0
2021-07-05,69.2891,69.6503,68.1824,68.3196,131414.0
2021-07-06,68.0818,68.0818,65.5576,65.9234,139243.0
2021-07-07,65.5027,66.5362,65.1094,65.7405,221630.0
2021-07-08,64.4326,65.0271,63.5821,64.1125,174586.0
2021-07-09,65.4844,66.1063,64.8625,66.0972,255991.0
2021-07-10,65.4844,66.1063,64.8625,66.0972,255991.0
2021-07-11,65.4844,66.1063,64.8625,66.0972,255991.0
2021-07-12,65.4295,66.5087,64.9174,66.2161,183371.0
2021-07-13,65.9783,65.9783,64.4052,64.9814,153943.0
2021-07-14,65.0454,65.6582,64.6613,65.2558,159826.0
2021-07-15,64.9265,66.335,64.6018,66.3258,119020.0
2021-07-16,66.7831,66.7831,64.9905,65.1094,159772.0
2021-07-17,66.7831,66.7831,64.9905,65.1094,159772.0
2021-07-18,66.7831,66.7831,64.9905,65.1094,159772.0
2021-07-19,63.6644,64.5241,62.7498,63.3717,237719.0
2021-07-20,63.2802,66.2161,63.0333,64.1217,244543.0
2021-07-21,64.6887,65.7771,64.3686,64.4601,114132.0
2021-07-22,64.332,64.6887,62.3199,62.8321,167280.0
2021-07-23,63.7741,64.9905,62.6126,63.262,116745.0
2021-07-24,63.7741,64.9905,62.6126,63.262,116745.0
2021-07-25,63.7741,64.9905,62.6126,63.262,116745.0
2021-07-26,63.3168,64.5598,63.3168,63.9479,118287.0
2021-07-27,63.6095,63.7741,62.6309,63.0607,105236.0
2021-07-28,63.5546,64.6613,62.8778,64.6064,161865.0
2021-07-29,65.0454,65.5027,64.1354,64.579,149106.0
2021-07-30,64.3412,65.5118,64.3412,64.643,189739.0
2021-07-31,64.3412,65.5118,64.3412,64.643,189739.0
2021-08-01,64.3412,65.5118,64.3412,64.643,189739.0
2021-08-02,64.7619,66.0149,64.3206,64.9082,189092.0
2021-08-03,65.3564,65.9874,64.2243,65.8319,147001.0
2021-08-04,65.0637,65.2649,64.3777,64.7985,130117.0
2021-08-05,65.0911,65.6536,64.9631,65.4478,101615.0
2021-08-06,66.4813,67.6428,66.024,67.405,197964.0
2021-08-07,66.4813,67.6428,66.024,67.405,197964.0
2021-08-08,66.4813,67.6428,66.024,67.405,197964.0
2021-08-09,67.0392,67.7251,66.3624,66.7099,148031.0
2021-08-10,67.1307,69.472,66.7648,69.2799,290655.0
2021-08-11,69.4446,70.2677,68.6672,69.6641,213316.0
2021-08-12,69.6275,70.1122,69.033,69.6915,184665.0
2021-08-13,69.4811,70.5786,69.344,69.6275,241728.0
2021-08-14,69.4811,70.5786,69.344,69.6275,241728.0
2021-08-15,69.4811,70.5786,69.344,69.6275,241728.0
2021-08-16,69.1245,70.1579,68.2739,70.1122,284400.0
2021-08-17,69.5086,70.1122,68.5757,69.3622,192668.0
2021-08-18,69.3165,69.8744,68.6123,68.8043,146266.0
2021-08-19,68.1184,69.2433,68.0087,69.2068,253387.0
2021-08-20,69.161,70.9811,69.0787,70.9536,143879.0
2021-08-21,69.161,70.9811,69.0787,70.9536,143879.0
2021-08-22,69.161,70.9811,69.0787,70.9536,143879.0
2021-08-23,71.3378,72.0694,70.9628,71.7036,218902.0
2021-08-24,71.8865,72.2066,70.7799,71.0542,150092.0
2021-08-25,70.9719,71.795,70.7799,70.917,130813.0
2021-08-26,70.9719,71.7402,70.0299,70.0482,156868.0
2021-08-27,70.4049,71.539,70.4049,71.539,174476.0
2021-08-28,70.4049,71.539,70.4049,71.539,174476.0
2021-08-29,70.4049,71.539,70.4049,71.539,174476.0
2021-08-30,71.4658,71.4658,69.344,69.5269,131628.0
2021-08-31,69.847,70.5421,69.4537,70.1488,100721.0
2021-09-01,71.26,71.26,69.1748,69.5817,128457.0
2021-09-02,69.7281,70.0939,69.0696,69.161,113942.0
2021-09-03,69.4446,69.4766,68.4019,68.6763,81790.0
2021-09-04,69.4446,69.4766,68.4019,68.6763,81790.0
2021-09-05,69.4446,69.4766,68.4019,68.6763,81790.0
2021-09-06,69.4446,69.4766,68.4019,68.6763,81790.0
2021-09-07,68.6763,69.3531,67.8806,67.9904,100879.0
2021-09-08,67.6428,68.2464,67.0849,67.4691,108531.0
2021-09-09,67.3319,67.9995,66.527,66.7465,107614.0
2021-09-10,66.8471,67.341,64.7527,64.8442,109943.0
2021-09-11,66.8471,67.341,64.7527,64.8442,109943.0
2021-09-12,66.8471,67.341,64.7527,64.8442,109943.0
2021-09-13,65.3289,65.8045,64.4006,65.3289,126295.0
2021-09-14,65.3655,65.3655,63.1979,63.4997,98356.0
2021-09-15,63.5089,64.4875,63.0425,64.2589,149371.0
2021-09-16,64.4143,64.7161,63.5363,64.3229,115456.0
2021-09-17,65.1826,65.521,64.0028,65.4204,492560.0
2021-09-18,65.1826,65.521,64.0028,65.4204,492560.0
2021-09-19,65.1826,65.521,64.0028,65.4204,492560.0
2021-09-20,63.8107,64.4509,63.1476,64.2314,199126.0
2021-09-21,64.4143,64.8259,63.7375,64.14,159686.0
2021-09-22,65.5438,65.8594,64.6338,65.1734,100095.0
2021-09-23,65.6216,68.091,65.6216,67.5605,187236.0
2021-09-24,67.1831,69.0887,67.1831,68.0484,180338.0
2021-09-25,67.1831,69.0887,67.1831,68.0484,180338.0
2021-09-26,67.1831,69.0887,67.1831,68.0484,180338.0
2021-09-27,68.2233,71.4269,68.2233,70.4419,196879.0
2021-09-28,70.8469,71.9056,69.061,69.3556,121613.0
2021-09-29,69.4937,71.4177,69.2175,71.1691,146131.0
2021-09-30,71.4269,71.9516,69.954,70.1013,143405.0
2021-10-01,70.6168,73.6087,70.1013,72.9458,267279.0
2021-10-02,70.6168,73.6087,70.1013,72.9458,267279.0
2021-10-03,70.6168,73.6087,70.1013,72.9458,267279.0
2021-10-04,72.9735,74.0367,72.0161,72.9919,134548.0
2021-10-05,73.4153,73.4153,71.3441,71.3993,187058.0
2021-10-06,71.1737,72.0069,69.9908,71.9332,126729.0
2021-10-07,72.6236,74.1242,72.0989,74.0413,207716.0
2021-10-08,74.0689,75.1092,73.5534,74.833,119153.0
2021-10-09,74.0689,75.1092,73.5534,74.833,119153.0
2021-10-10,74.0689,75.1092,73.5534,74.833,119153.0
2021-10-11,75.3209,75.7628,74.5292,75.2196,134145.0
2021-10-12,74.9895,75.5787,74.4832,74.6397,147676.0
2021-10-13,74.5292,74.7225,72.3567,73.3785,101627.0
2021-10-14,73.6455,73.9769,73.0287,73.8296,148247.0
2021-10-15,75.4498,75.4498,73.9032,74.0321,175640.0
2021-10-16,75.4498,75.4498,73.9032,74.0321,175640.0
2021-10-17,75.4498,75.4498,73.9032,74.0321,175640.0
2021-10-18,73.802,74.8146,73.802,74.5752,134446.0
2021-10-19,74.879,75.5787,73.5994,75.5326,236768.0
2021-10-20,75.3209,77.7788,75.0493,77.5763,289440.0
2021-10-21,77.429,78.1102,76.4363,76.7846,248880.0
2021-10-22,76.8583,78.2391,75.9009,78.0918,301004.0
2021-10-23,76.8583,78.2391,75.9009,78.0918,301004.0
2021-10-24,76.8583,78.2391,75.9009,78.0918,301004.0
2021-10-25,75.413,77.7052,74.4372,77.024,291172.0
2021-10-26,77.0332,77.0332,75.8088,76.0113,208832.0
2021-10-27,75.4406,75.7996,74.3635,74.741,205015.0
2021-10-28,74.8882,77.742,74.8882,77.5211,220005.0
2021-10-29,77.6039,78.2943,76.7938,77.788,134440.0
2021-10-30,77.6039,78.2943,76.7938,77.788,134440.0
2021-10-31,77.6039,78.2943,76.7938,77.788,134440.0
2021-11-01,79.0078,80.7339,78.0826,80.5221,205441.0
2021-11-02,81.0468,81.3644,79.9053,80.6602,195263.0
2021-11-03,79.7166,84.0571,79.7166,83.6521,253635.0
2021-11-04,83.5324,83.5324,81.1297,82.3264,205444.0
2021-11-05,83.1181,84.3333,81.0192,83.3759,194801.0
2021-11-06,83.1181,84.3333,81.0192,83.3759,194801.0
2021-11-07,83.1181,84.3333,81.0192,83.3759,194801.0
2021-11-08,83.6889,86.0916,83.5232,84.3977,362185.0
2021-11-09,83.7809,84.9316,82.8512,84.4345,382890.0
2021-11-10,84.4714,85.1158,81.3782,81.4979,478584.0
2021-11-11,81.5532,83.6428,81.0837,82.7407,621984.0
2021-11-12,82.6855,83.5968,79.9145,80.8167,4261721.0
2021-11-13,82.6855,83.5968,79.9145,80.8167,4261721.0
2021-11-14,82.6855,83.5968,79.9145,80.8167,4261721.0
2021-11-15,81.2033,82.3909,79.9698,80.5774,363018.0
2021-11-16,80.4577,81.3967,78.7915,80.7154,354914.0
2021-11-17,80.1539,80.1539,78.9203,79.5463,278920.0
2021-11-18,79.4727,79.8593,78.3312,78.9111,314395.0
2021-11-19,78.0642,78.3818,76.803,77.9998,174232.0
2021-11-20,78.0642,78.3818,76.803,77.9998,174232.0
2021-11-21,78.0642,78.3818,76.803,77.9998,174232.0
2021-11-22,79.9007,81.3506,78.4508,79.2057,296751.0
2021-11-23,78.7822,80.4024,78.7822,79.5279,247651.0
2021-11-24,79.1965,79.9514,78.414,79.04,126164.0
2021-11-25,79.1965,79.9514,78.414,79.04,126164.0
2021-11-26,76.3059,77.8525,73.8664,75.2012,181696.0
2021-11-27,76.3059,77.8525,73.8664,75.2012,181696.0
2021-11-28,76.3059,77.8525,73.8664,75.2012,181696.0
2021-11-29,76.3335,76.5545,73.7375,73.894,274338.0
2021-11-30,72.863,73.802,72.0989,72.7801,286787.0
2021-12-01,74.474,75.4398,72.4948,72.6421,248585.0
2021-12-02,73.2404,75.5511,73.1668,75.1184,229678.0
2021-12-03,75.4038,75.4038,72.8952,73.5258,166195.0
2021-12-04,75.4038,75.4038,72.8952,73.5258,166195.0
2021-12-05,75.4038,75.4038,72.8952,73.5258,166195.0
2021-12-06,74.5937,76.9503,73.8388,76.1494,234376.0
2021-12-07,76.4256,77.5395,75.459,75.9101,178852.0
2021-12-08,75.8917,76.6649,75.3209,76.2139,1396056.0
2021-12-09,75.4406,75.795,74.6765,74.6949,185798.0
2021-12-10,75.0816,75.8732,74.0229,75.3209,123969.0
2021-12-11,75.0816,75.8732,74.0229,75.3209,123969.0
2021-12-12,75.0816,75.8732,74.0229,75.3209,123969.0
2021-12-13,74.787,75.3485,73.4614,74.5384,204146.0
2021-12-14,74.6489,76.3427,74.6305,75.4682,175283.0
2021-12-15,75.7996,76.3427,73.9216,74.3175,608881.0
2021-12-16,75.2381,75.9561,73.535,73.7559,270727.0
2021-12-17,73.176,73.8204,71.1369,72.4579,867116.0
2021-12-18,73.176,73.8204,71.1369,72.4579,867116.0
2021-12-19,73.176,73.8204,71.1369,72.4579,867116.0
2021-12-20,71.3625,71.6939,70.3867,71.1507,344871.0
2021-12-21,72.0805,73.6087,72.0713,73.2404,326070.0
2021-12-22,72.9735,73.802,72.6144,73.6915,162566.0
2021-12-23,74.1268,75.2196,73.673,73.9323,157083.0
2021-12-24,74.1268,75.2196,73.673,73.9323,157083.0
2021-12-25,74.1268,75.2196,73.673,73.9323,157083.0
2021-12-26,74.1268,75.2196,73.673,73.9323,157083.0
2021-12-27,74.0897,76.8403,73.3767,75.2937,135833.0
2021-12-28,74.9232,76.2476,74.6639,75.2381,111462.0
2021-12-29,75.2381,76.155,74.5157,75.9142,136318.0
2021-12-30,76.2846,76.7477,74.2842,75.7567,171606.0
2021-12-31,75.59,76.1411,75.0853,75.5067,126343.0
2022-01-01,75.59,76.1411,75.0853,75.5067,126343.0
2022-01-02,75.59,76.1411,75.0853,75.5067,126343.0
2022-01-03,75.9883,77.609,75.9883,77.1644,211180.0
2022-01-04,78.1415,79.577,77.2107,78.3314,381875.0
2022-01-05,78.4147,79.0908,76.9561,77.2385,153300.0
2022-01-06,77.9979,80.2206,76.9514,79.9335,152617.0
2022-01-07,80.2484,80.6837,79.5353,80.2392,128250.0
2022-01-08,80.2484,80.6837,79.5353,80.2392,128250.0
2022-01-09,80.2484,80.6837,79.5353,80.2392,128250.0
2022-01-10,80.5911,81.8599,79.9845,81.7487,221865.0
2022-01-11,81.7395,81.7395,79.665,80.1188,123153.0
2022-01-12,80.1188,80.5454,79.0815,79.4334,199569.0
2022-01-13,79.7576,81.0819,78.9611,79.915,133566.0
2022-01-14,79.1463,80.6374,78.5305,80.5633,120939.0
2022-01-15,79.1463,80.6374,78.5305,80.5633,120939.0
2022-01-16,79.1463,80.6374,78.5305,80.5633,120939.0
2022-01-17,79.1463,80.6374,78.5305,80.5633,120939.0
2022-01-18,81.0958,81.1838,78.5351,78.6833,169084.0
2022-01-19,79.0908,79.5538,76.8079,76.97,147287.0
2022-01-20,77.3682,78.072,73.5711,73.9601,157296.0
2022-01-21,69.5239,78.3684,69.5239,77.3126,341444.0
2022-01-22,69.5239,78.3684,69.5239,77.3126,341444.0
2022-01-23,69.5239,78.3684,69.5239,77.3126,341444.0
2022-01-24,76.7569,77.8405,75.6086,77.3404,262702.0
2022-01-25,76.8218,79.063,75.7104,78.0628,160404.0
2022-01-26,78.0628,79.8317,76.3309,77.8312,186490.0
2022-01-27,78.1369,79.4483,75.979,76.618,184235.0
2022-01-28,76.5162,78.6323,74.7287,76.7477,152028.0
2022-01-29,76.5162,78.6323,74.7287,76.7477,152028.0
2022-01-30,76.5162,78.6323,74.7287,76.7477,152028.0
2022-01-31,75.766,78.5629,74.5806,78.1183,311163.0
2022-02-01,77.5905,78.4008,76.3865,77.9424,173728.0
2022-02-02,77.7849,77.9239,76.2198,77.1181,178493.0
2022-02-03,76.9885,78.0998,76.2013,76.5902,103319.0
2022-02-04,76.9885,78.9333,76.6458,78.5166,129497.0
2022-02-05,76.9885,78.9333,76.6458,78.5166,129497.0
2022-02-06,76.9885,78.9333,76.6458,78.5166,129497.0
2022-02-07,78.4981,79.1278,77.7849,78.674,117780.0
2022-02-08,79.1649,81.0356,79.1093,80.9986,192895.0
2022-02-09,80.8319,81.4802,78.8407,79.3686,141967.0
2022-02-10,79.1834,80.3642,78.5444,79.1649,212636.0
2022-02-11,78.9796,80.6549,77.8776,78.8592,211491.0
2022-02-12,78.9796,80.6549,77.8776,78.8592,211491.0
2022-02-13,78.9796,80.6549,77.8776,78.8592,211491.0
2022-02-14,79.5446,80.3873,78.2387,78.5907,190230.0
2022-02-15,79.6464,80.9338,79.4705,80.8226,187521.0
2022-02-16,80.128,80.8504,79.4797,79.6001,156629.0
2022-02-17,78.9704,79.2112,77.6645,78.5166,176791.0
2022-02-18,77.9424,79.5816,77.396,78.9333,130198.0
2022-02-19,77.9424,79.5816,77.396,78.9333,130198.0
2022-02-20,77.9424,79.5816,77.396,78.9333,130198.0
2022-02-21,77.9424,79.5816,77.396,78.9333,130198.0
2022-02-22,78.3684,79.0167,77.7294,78.1924,160490.0
2022-02-23,78.0257,78.8129,77.2385,77.5164,182720.0
2022-02-24,75.2103,76.5254,73.6869,76.3217,219520.0
2022-02-25,76.8033,80.1465,75.4048,79.5816,179796.0
2022-02-26,76.8033,80.1465,75.4048,79.5816,179796.0
2022-02-27,76.8033,80.1465,75.4048,79.5816,179796.0
2022-02-28,78.1924,80.2114,78.1924,79.6557,204697.0
2022-03-01,79.0722,79.4242,75.0297,75.7382,248953.0
2022-03-02,76.4606,79.3964,76.4235,78.8963,151553.0
2022-03-03,79.1278,79.1278,77.9887,78.9519,150421.0
2022-03-04,77.6182,78.5999,76.2013,77.1459,142860.0
