,NXST US Equity,NXST US Equity,NXST US Equity,NXST US Equity,NXST US Equity
2020-03-15,65.3932,71.4045,61.9148,68.4969,1607673.0
2020-03-16,60.0419,65.8837,54.1822,55.9838,1342534.0
2020-03-17,57.1611,63.0029,52.8086,57.8032,1210730.0
2020-03-18,53.4597,55.4219,44.6657,48.9914,1279123.0
2020-03-19,49.9011,59.7029,47.7784,55.1721,1335018.0
2020-03-20,55.7697,57.1106,42.8373,44.639,1786394.0
2020-03-21,55.7697,57.1106,42.8373,44.639,1786394.0
2020-03-22,55.7697,57.1106,42.8373,44.639,1786394.0
2020-03-23,44.4338,45.8519,38.6812,41.2587,1944384.0
2020-03-24,44.4249,50.686,43.3814,50.2043,1529312.0
2020-03-25,51.0962,63.7655,50.4541,56.6794,1324331.0
2020-03-26,57.3751,62.0486,55.6538,60.2648,835031.0
2020-03-27,55.9481,57.6338,54.4319,55.7608,712241.0
2020-03-28,55.9481,57.6338,54.4319,55.7608,712241.0
2020-03-29,55.9481,57.6338,54.4319,55.7608,712241.0
2020-03-30,54.7976,55.2051,51.4708,53.4241,735948.0
2020-03-31,53.2278,57.8924,50.8465,51.4887,658379.0
2020-04-01,48.813,49.1876,46.0749,47.823,673792.0
2020-04-02,47.4216,51.3727,47.1095,49.5889,457937.0
2020-04-03,49.4997,49.8833,43.7025,45.2633,587332.0
2020-04-04,49.4997,49.8833,43.7025,45.2633,587332.0
2020-04-05,49.4997,49.8833,43.7025,45.2633,587332.0
2020-04-06,48.2333,53.1386,48.2243,52.113,984260.0
2020-04-07,56.1621,57.937,52.1843,52.8086,679111.0
2020-04-08,54.307,58.6862,53.5132,57.5267,648117.0
2020-04-09,60.7821,62.1467,54.4765,56.0105,903837.0
2020-04-10,60.7821,62.1467,54.4765,56.0105,903837.0
2020-04-11,60.7821,62.1467,54.4765,56.0105,903837.0
2020-04-12,60.7821,62.1467,54.4765,56.0105,903837.0
2020-04-13,56.1265,56.1889,50.9624,52.2378,721700.0
2020-04-14,53.3081,58.267,52.6214,56.7151,799621.0
2020-04-15,53.8878,54.3784,51.3549,53.3705,556802.0
2020-04-16,53.103,53.103,49.6692,52.7462,503509.0
2020-04-17,54.6727,59.0519,53.8611,59.0474,643403.0
2020-04-18,54.6727,59.0519,53.8611,59.0474,643403.0
2020-04-19,54.6727,59.0519,53.8611,59.0474,643403.0
2020-04-20,58.3116,58.3116,54.5032,55.074,657994.0
2020-04-21,53.4597,53.8165,51.346,52.443,470765.0
2020-04-22,53.6203,54.0216,50.2164,50.6592,469433.0
2020-04-23,51.3014,53.7897,50.8822,52.3984,671058.0
2020-04-24,53.1386,53.6247,51.6849,52.9068,934575.0
2020-04-25,53.1386,53.6247,51.6849,52.9068,934575.0
2020-04-26,53.1386,53.6247,51.6849,52.9068,934575.0
2020-04-27,53.7719,57.5446,53.7451,57.5178,502142.0
2020-04-28,60.024,62.5124,58.1421,60.3094,632742.0
2020-04-29,62.4321,69.9775,62.2437,67.9975,1921505.0
2020-04-30,66.4634,66.4724,61.7632,62.4678,807325.0
2020-05-01,60.4432,60.6483,56.5813,59.3997,658936.0
2020-05-02,60.4432,60.6483,56.5813,59.3997,658936.0
2020-05-03,60.4432,60.6483,56.5813,59.3997,658936.0
2020-05-04,58.0262,59.3908,56.3494,57.4821,640933.0
2020-05-05,58.4365,59.0519,56.0194,58.2046,825308.0
2020-05-06,64.8135,65.5626,59.2124,64.2159,1317775.0
2020-05-07,66.6418,67.9707,64.7867,64.8937,908566.0
2020-05-08,66.9897,70.798,66.4456,69.8705,976246.0
2020-05-09,66.9897,70.798,66.4456,69.8705,976246.0
2020-05-10,66.9897,70.798,66.4456,69.8705,976246.0
2020-05-11,68.9161,69.4691,65.8134,69.1659,855331.0
2020-05-12,69.808,70.2183,66.5795,66.8648,509120.0
2020-05-13,66.1334,66.8915,59.5335,61.344,719228.0
2020-05-14,59.5906,65.5793,56.7581,65.0488,877883.0
2020-05-15,64.2934,67.2193,62.7669,65.5343,433735.0
2020-05-16,64.2934,67.2193,62.7669,65.5343,433735.0
2020-05-17,64.2934,67.2193,62.7669,65.5343,433735.0
2020-05-18,69.2391,71.4871,68.3668,70.6508,454045.0
2020-05-19,69.7966,72.2334,67.7554,69.6887,668238.0
2020-05-20,71.4331,72.9258,70.1383,71.9727,365760.0
2020-05-21,71.9277,72.8359,69.5943,70.3001,273580.0
2020-05-22,70.444,72.0325,69.266,71.8917,362435.0
2020-05-23,70.444,72.0325,69.266,71.8917,362435.0
2020-05-24,70.444,72.0325,69.266,71.8917,362435.0
2020-05-25,70.444,72.0325,69.266,71.8917,362435.0
2020-05-26,74.4725,77.0982,74.1712,75.4436,430396.0
2020-05-27,78.7257,79.2652,75.9918,76.6485,561784.0
2020-05-28,76.6485,77.7096,72.1615,73.825,392398.0
2020-05-29,72.8359,75.4976,72.1345,74.9131,404645.0
2020-05-30,72.8359,75.4976,72.1345,74.9131,404645.0
2020-05-31,72.8359,75.4976,72.1345,74.9131,404645.0
2020-06-01,75.3267,77.5927,74.4365,77.278,430383.0
2020-06-02,77.9074,78.6087,76.4687,78.4739,382563.0
2020-06-03,80.0206,83.9231,79.589,83.4915,545756.0
2020-06-04,81.5762,84.9752,81.5402,84.5346,647603.0
2020-06-05,87.493,92.3038,87.2098,89.8579,827631.0
2020-06-06,87.493,92.3038,87.2098,89.8579,827631.0
2020-06-07,87.493,92.3038,87.2098,89.8579,827631.0
2020-06-08,92.5915,92.7354,89.9389,90.7212,438540.0
2020-06-09,88.1854,89.5387,83.8242,84.2289,615819.0
2020-06-10,83.7703,85.6811,81.864,82.2956,696781.0
2020-06-11,77.4488,78.1611,74.2836,75.7583,733496.0
2020-06-12,80.4792,80.695,73.6812,74.9041,740735.0
2020-06-13,80.4792,80.695,73.6812,74.9041,740735.0
2020-06-14,80.4792,80.695,73.6812,74.9041,740735.0
2020-06-15,72.2874,79.4181,71.0465,78.393,535612.0
2020-06-16,82.4305,82.997,77.7681,79.1933,363849.0
2020-06-17,79.2383,80.3893,76.3158,77.8805,384422.0
2020-06-18,77.305,79.553,76.4422,79.4631,366383.0
2020-06-19,80.5781,81.9089,76.2709,77.5612,591438.0
2020-06-20,80.5781,81.9089,76.2709,77.5612,591438.0
2020-06-21,80.5781,81.9089,76.2709,77.5612,591438.0
2020-06-22,78.0963,78.5729,76.4417,78.5639,387050.0
2020-06-23,80.5601,80.686,78.6987,78.9056,297655.0
2020-06-24,77.3499,77.6618,73.1147,75.7853,428632.0
2020-06-25,74.7602,76.6396,73.6452,75.2098,537320.0
2020-06-26,74.3286,74.6163,70.9116,71.55,619792.0
2020-06-27,74.3286,74.6163,70.9116,71.55,619792.0
2020-06-28,74.3286,74.6163,70.9116,71.55,619792.0
2020-06-29,71.559,75.6684,69.8146,75.2548,472014.0
2020-06-30,75.2548,75.9921,73.7441,75.2548,384220.0
2020-07-01,75.3986,77.9974,74.2926,74.8321,374287.0
2020-07-02,76.9543,78.7437,75.6234,75.8123,408971.0
2020-07-03,76.9543,78.7437,75.6234,75.8123,408971.0
2020-07-04,76.9543,78.7437,75.6234,75.8123,408971.0
2020-07-05,76.9543,78.7437,75.6234,75.8123,408971.0
2020-07-06,77.1071,78.5908,76.7385,77.242,374179.0
2020-07-07,76.5856,76.6755,74.3106,74.7063,231613.0
2020-07-08,74.7063,76.091,73.4384,73.6272,377087.0
2020-07-09,73.4384,73.4384,67.5306,68.3758,730697.0
2020-07-10,68.3758,72.1794,68.3758,71.7479,389339.0
2020-07-11,68.3758,72.1794,68.3758,71.7479,389339.0
2020-07-12,68.3758,72.1794,68.3758,71.7479,389339.0
2020-07-13,72.3323,75.048,71.2758,71.4152,380789.0
2020-07-14,71.2533,73.9239,69.9944,72.8359,281329.0
2020-07-15,74.6523,77.9839,74.6523,77.3859,365048.0
2020-07-16,76.3968,77.7816,75.8932,77.0082,253570.0
2020-07-17,77.26,77.3319,75.5335,76.0641,207807.0
2020-07-18,77.26,77.3319,75.5335,76.0641,207807.0
2020-07-19,77.26,77.3319,75.5335,76.0641,207807.0
2020-07-20,75.6684,75.9112,72.728,73.2405,221219.0
2020-07-21,74.3735,76.8823,74.2926,74.5174,322571.0
2020-07-22,74.1398,76.6306,73.5464,75.7314,298935.0
2020-07-23,76.2709,76.9273,74.8951,76.2799,205289.0
2020-07-24,75.9292,76.5856,75.6414,76.4327,201363.0
2020-07-25,75.9292,76.5856,75.6414,76.4327,201363.0
2020-07-26,75.9292,76.5856,75.6414,76.4327,201363.0
2020-07-27,76.8733,76.8733,73.87,75.7044,342092.0
2020-07-28,75.7853,77.4309,75.7853,75.9831,198181.0
2020-07-29,76.6755,79.7598,76.4597,79.3642,338469.0
2020-07-30,78.0423,80.9737,77.4309,80.2993,265442.0
2020-07-31,79.8587,80.1105,76.4957,78.8156,311908.0
2020-08-01,79.8587,80.1105,76.4957,78.8156,311908.0
2020-08-02,79.8587,80.1105,76.4957,78.8156,311908.0
2020-08-03,79.8228,80.8479,78.7077,79.7688,231194.0
2020-08-04,80.5151,82.0078,79.8857,80.4882,438475.0
2020-08-05,85.5777,86.306,76.9093,77.7186,915558.0
2020-08-06,78.3069,83.1128,77.9358,80.8049,628788.0
2020-08-07,79.9903,81.1941,79.5197,79.7731,381090.0
2020-08-08,79.9903,81.1941,79.5197,79.7731,381090.0
2020-08-09,79.9903,81.1941,79.5197,79.7731,381090.0
2020-08-10,80.0899,81.3389,79.2663,80.7868,216066.0
2020-08-11,81.7914,85.819,81.7914,83.7011,412251.0
2020-08-12,84.5157,85.3121,80.7506,81.3117,298381.0
2020-08-13,81.1398,82.6331,80.4745,81.9724,257749.0
2020-08-14,81.3389,83.9138,81.2936,83.1762,210579.0
2020-08-15,81.3389,83.9138,81.2936,83.1762,210579.0
2020-08-16,81.3389,83.9138,81.2936,83.1762,210579.0
2020-08-17,83.5473,84.1537,81.0357,82.7417,223554.0
2020-08-18,83.0133,83.0133,81.2122,81.5289,129106.0
2020-08-19,81.3208,84.9954,81.3208,83.1671,312253.0
2020-08-20,82.244,83.5744,81.4973,81.7462,371989.0
2020-08-21,81.4565,82.1444,80.9859,81.4294,261964.0
2020-08-22,81.4565,82.1444,80.9859,81.4294,261964.0
2020-08-23,81.4565,82.1444,80.9859,81.4294,261964.0
2020-08-24,81.7733,85.9819,81.2484,85.7647,462551.0
2020-08-25,85.9819,86.1539,83.9681,85.0225,305481.0
2020-08-26,85.0406,86.0091,84.3799,84.398,296368.0
2020-08-27,84.4071,87.0408,84.4071,86.3349,406481.0
2020-08-28,86.6426,89.566,86.3077,89.4393,395468.0
2020-08-29,86.6426,89.566,86.3077,89.4393,395468.0
2020-08-30,86.6426,89.566,86.3077,89.4393,395468.0
2020-08-31,89.041,89.3261,86.896,86.896,577893.0
2020-09-01,86.1448,88.1088,83.4296,85.0316,391423.0
2020-09-02,86.5159,88.8329,84.9411,87.9188,459442.0
2020-09-03,88.0636,89.928,85.8099,86.1991,416013.0
2020-09-04,87.611,88.3984,83.7826,86.5521,422068.0
2020-09-05,87.611,88.3984,83.7826,86.5521,422068.0
2020-09-06,87.611,88.3984,83.7826,86.5521,422068.0
2020-09-07,87.611,88.3984,83.7826,86.5521,422068.0
2020-09-08,85.7375,88.1541,84.6243,85.3665,364004.0
2020-09-09,86.0091,88.7695,84.4704,87.9459,282118.0
2020-09-10,87.7287,90.6159,86.6064,86.6517,302282.0
2020-09-11,88.5795,90.0547,86.3937,87.783,376751.0
2020-09-12,88.5795,90.0547,86.3937,87.783,376751.0
2020-09-13,88.5795,90.0547,86.3937,87.783,376751.0
2020-09-14,88.4075,90.5073,88.0455,89.919,330887.0
2020-09-15,90.3715,90.5073,88.8329,89.3488,244900.0
2020-09-16,90.3715,93.847,89.3307,91.7925,484906.0
2020-09-17,89.6384,92.7971,89.3669,92.3446,374396.0
2020-09-18,91.9916,92.8605,89.6021,90.8602,440367.0
2020-09-19,91.9916,92.8605,89.6021,90.8602,440367.0
2020-09-20,91.9916,92.8605,89.6021,90.8602,440367.0
2020-09-21,88.7152,88.7152,85.6798,86.0996,430464.0
2020-09-22,87.1585,89.2764,86.0091,86.7241,345791.0
2020-09-23,86.7422,89.2402,83.2305,83.4386,385561.0
2020-09-24,83.149,86.7693,82.3526,85.0949,366165.0
2020-09-25,84.5157,86.2444,84.0722,84.5338,297028.0
2020-09-26,84.5157,86.2444,84.0722,84.5338,297028.0
2020-09-27,84.5157,86.2444,84.0722,84.5338,297028.0
2020-09-28,86.2444,87.1902,85.4389,85.5656,324577.0
2020-09-29,85.5022,86.8689,81.8367,82.7236,303116.0
2020-09-30,82.7598,84.4433,80.4972,81.3932,344902.0
2020-10-01,82.081,82.5969,80.8049,81.0312,324474.0
2020-10-02,79.2844,82.5426,78.9314,81.4203,406346.0
2020-10-03,79.2844,82.5426,78.9314,81.4203,406346.0
2020-10-04,79.2844,82.5426,78.9314,81.4203,406346.0
2020-10-05,82.6603,83.7916,81.1941,81.9362,408389.0
2020-10-06,82.4883,83.3085,80.4338,80.8773,297268.0
2020-10-07,81.6738,83.597,81.6738,82.959,419066.0
2020-10-08,83.8007,85.3665,83.5518,85.2669,253581.0
2020-10-09,85.8733,86.6005,82.9771,83.4115,237165.0
2020-10-10,85.8733,86.6005,82.9771,83.4115,237165.0
2020-10-11,85.8733,86.6005,82.9771,83.4115,237165.0
2020-10-12,83.8459,84.8415,82.7598,83.2395,270524.0
2020-10-13,83.3391,83.3391,80.4383,81.7009,404940.0
2020-10-14,81.6738,83.1128,79.4654,79.6011,418541.0
2020-10-15,79.1939,81.4475,77.9992,79.9089,402439.0
2020-10-16,79.6283,80.2528,79.2391,79.6735,285007.0
2020-10-17,79.6283,80.2528,79.2391,79.6735,285007.0
2020-10-18,79.6283,80.2528,79.2391,79.6735,285007.0
2020-10-19,80.8501,80.8501,78.3748,78.7775,330477.0
2020-10-20,79.9089,80.3795,78.1168,78.5422,332556.0
2020-10-21,78.2797,79.9541,76.7411,79.3206,468279.0
2020-10-22,80.2618,83.3572,80.2618,82.434,363619.0
2020-10-23,82.8322,83.2667,81.4656,81.8186,260714.0
2020-10-24,82.8322,83.2667,81.4656,81.8186,260714.0
2020-10-25,82.8322,83.2667,81.4656,81.8186,260714.0
2020-10-26,80.4791,80.4791,76.9402,78.4336,436041.0
2020-10-27,78.4788,78.5241,75.3382,76.7411,313496.0
2020-10-28,75.3744,75.7455,72.7859,73.329,282616.0
2020-10-29,73.3018,75.3473,72.8131,74.6323,213507.0
2020-10-30,74.0259,75.0848,73.148,74.578,262170.0
2020-10-31,74.0259,75.0848,73.148,74.578,262170.0
2020-11-01,74.0259,75.0848,73.148,74.578,262170.0
2020-11-02,74.7137,75.5012,73.0846,75.302,452107.0
2020-11-03,77.085,79.8184,76.5691,79.3749,569034.0
2020-11-04,79.936,80.0808,73.7725,74.1073,814976.0
2020-11-05,75.5563,80.3133,75.0369,78.0897,926022.0
2020-11-06,78.9919,82.5551,78.518,78.7732,674987.0
2020-11-07,78.9919,82.5551,78.518,78.7732,674987.0
2020-11-08,78.9919,82.5551,78.518,78.7732,674987.0
2020-11-09,83.831,86.5558,81.416,82.3638,863997.0
2020-11-10,82.9926,87.4306,82.4822,86.3826,685369.0
2020-11-11,86.7289,89.3899,85.4151,87.1208,619619.0
2020-11-12,86.8291,87.4762,84.7787,86.8929,342286.0
2020-11-13,87.8225,91.1305,87.8225,91.0576,532444.0
2020-11-14,87.8225,91.1305,87.8225,91.0576,532444.0
2020-11-15,87.8225,91.1305,87.8225,91.0576,532444.0
2020-11-16,92.2423,95.9422,92.0783,95.3043,789343.0
2020-11-17,94.6026,96.9483,93.8644,95.1311,482055.0
2020-11-18,95.122,96.7897,94.4203,94.6937,439179.0
2020-11-19,94.7666,97.0449,93.1172,94.3474,449535.0
2020-11-20,94.2198,95.7964,93.6184,95.2952,352302.0
2020-11-21,94.2198,95.7964,93.6184,95.2952,352302.0
2020-11-22,94.2198,95.7964,93.6184,95.2952,352302.0
2020-11-23,96.6166,98.2751,95.9513,97.8286,271303.0
2020-11-24,99.1591,101.5012,98.5303,100.0522,574835.0
2020-11-25,99.2867,100.2436,97.9197,99.6512,295124.0
2020-11-26,99.2867,100.2436,97.9197,99.6512,295124.0
2020-11-27,99.4325,100.681,96.6712,97.5096,205631.0
2020-11-28,99.4325,100.681,96.6712,97.5096,205631.0
2020-11-29,99.4325,100.681,96.6712,97.5096,205631.0
2020-11-30,96.6712,98.0109,95.4957,95.9149,354601.0
2020-12-01,98.2478,99.4416,96.735,99.3323,371862.0
2020-12-02,99.1864,100.5762,98.8675,99.9246,313248.0
2020-12-03,100.8177,101.7563,99.2867,99.9155,298094.0
2020-12-04,100.6536,101.2642,99.5054,100.9726,314687.0
2020-12-05,100.6536,101.2642,99.5054,100.9726,314687.0
2020-12-06,100.6536,101.2642,99.5054,100.9726,314687.0
2020-12-07,100.6992,101.6105,99.1591,101.492,249050.0
2020-12-08,101.1184,102.8681,99.7515,99.8973,315522.0
2020-12-09,100.7265,101.2551,97.9653,98.4847,524785.0
2020-12-10,97.0175,98.8037,96.2293,98.4665,269484.0
2020-12-11,97.1816,97.1816,95.3134,95.3954,325964.0
2020-12-12,97.1816,97.1816,95.3134,95.3954,325964.0
2020-12-13,97.1816,97.1816,95.3134,95.3954,325964.0
2020-12-14,96.6074,97.5096,93.746,94.2654,397609.0
2020-12-15,95.1858,96.4981,94.0786,96.3158,305291.0
2020-12-16,96.7259,97.8104,95.2496,95.4136,342215.0
2020-12-17,96.5163,96.5254,93.0351,94.2472,385336.0
2020-12-18,93.992,94.2927,91.3128,92.78,648599.0
2020-12-19,93.992,94.2927,91.3128,92.78,648599.0
2020-12-20,93.992,94.2927,91.3128,92.78,648599.0
2020-12-21,91.5862,92.625,88.7338,91.0576,627732.0
2020-12-22,91.0029,91.978,89.9094,90.7933,336725.0
2020-12-23,91.0849,95.1767,91.0849,94.9489,369859.0
2020-12-24,95.3407,96.2065,94.721,95.7144,128954.0
2020-12-25,95.3407,96.2065,94.721,95.7144,128954.0
2020-12-26,95.3407,96.2065,94.721,95.7144,128954.0
2020-12-27,95.3407,96.2065,94.721,95.7144,128954.0
2020-12-28,96.2247,99.3687,95.4865,98.9131,352701.0
2020-12-29,98.9131,99.2655,96.4252,97.8195,312196.0
2020-12-30,97.5005,100.1296,97.136,99.2685,206434.0
2020-12-31,99.5236,100.8997,99.1318,99.5054,180376.0
2021-01-01,99.5236,100.8997,99.1318,99.5054,180376.0
2021-01-02,99.5236,100.8997,99.1318,99.5054,180376.0
2021-01-03,99.5236,100.8997,99.1318,99.5054,180376.0
2021-01-04,100.0886,100.7721,97.4641,98.266,285511.0
2021-01-05,97.7921,100.6947,97.7921,99.2867,324549.0
2021-01-06,99.551,106.6136,99.551,106.003,680261.0
2021-01-07,106.6227,106.8285,103.1688,103.7156,379372.0
2021-01-08,104.0893,104.1348,101.4191,103.26,312679.0
2021-01-09,104.0893,104.1348,101.4191,103.26,312679.0
2021-01-10,104.0893,104.1348,101.4191,103.26,312679.0
2021-01-11,102.0662,105.4107,102.0662,104.8912,213345.0
2021-01-12,105.1646,105.8936,103.9343,104.4447,252465.0
2021-01-13,104.2806,104.5358,99.4234,100.9817,310736.0
2021-01-14,101.7472,104.1391,99.6694,101.1913,329707.0
2021-01-15,100.1615,102.5218,97.2044,101.4738,405095.0
2021-01-16,100.1615,102.5218,97.2044,101.4738,405095.0
2021-01-17,100.1615,102.5218,97.2044,101.4738,405095.0
2021-01-18,100.1615,102.5218,97.2044,101.4738,405095.0
2021-01-19,102.1391,102.5674,99.4234,102.0753,314794.0
2021-01-20,103.588,104.5631,100.2436,100.4896,328831.0
2021-01-21,100.6445,102.6084,98.4711,99.6694,266860.0
2021-01-22,98.1202,99.2047,97.7876,98.4209,366359.0
2021-01-23,98.1202,99.2047,97.7876,98.4209,366359.0
2021-01-24,98.1202,99.2047,97.7876,98.4209,366359.0
2021-01-25,98.4209,100.6172,97.6463,100.5534,702503.0
2021-01-26,100.8177,105.4015,100.7721,103.743,849326.0
2021-01-27,102.2575,105.3104,98.8948,99.7241,907641.0
2021-01-28,101.7928,107.853,101.7928,106.7412,737252.0
2021-01-29,107.0966,108.8736,102.4352,103.588,487512.0
2021-01-30,107.0966,108.8736,102.4352,103.588,487512.0
2021-01-31,107.0966,108.8736,102.4352,103.588,487512.0
2021-02-01,104.6087,109.7394,103.7703,109.6209,514917.0
2021-02-02,110.6415,111.3797,107.133,109.3566,468536.0
2021-02-03,109.3566,112.3548,108.582,112.291,447827.0
2021-02-04,112.9289,117.3943,112.774,117.2121,477683.0
2021-02-05,118.4605,119.381,113.9496,114.3688,948961.0
2021-02-06,118.4605,119.381,113.9496,114.3688,948961.0
2021-02-07,118.4605,119.381,113.9496,114.3688,948961.0
2021-02-08,114.7354,115.034,111.4253,111.5164,422426.0
2021-02-09,111.1883,115.2801,110.4319,115.0158,329989.0
2021-02-10,115.2619,116.2142,113.0519,114.3323,269995.0
2021-02-11,114.2681,116.2384,113.645,116.101,242013.0
2021-02-12,115.3495,118.9235,115.3495,118.2637,300601.0
2021-02-13,115.3495,118.9235,115.3495,118.2637,300601.0
2021-02-14,115.3495,118.9235,115.3495,118.2637,300601.0
2021-02-15,115.3495,118.9235,115.3495,118.2637,300601.0
2021-02-16,118.2362,118.7769,116.3723,116.715,332365.0
2021-02-17,116.3851,117.0082,114.598,114.708,382138.0
2021-02-18,113.6633,115.4915,113.535,114.1765,258820.0
2021-02-19,114.5156,116.2842,114.0757,114.204,451140.0
2021-02-20,114.5156,116.2842,114.0757,114.204,451140.0
2021-02-21,114.5156,116.2842,114.0757,114.204,451140.0
2021-02-22,114.7263,119.7575,114.1032,117.7597,617015.0
2021-02-23,119.0427,130.0397,119.0427,128.6009,1141060.0
2021-02-24,131.4785,133.6137,126.1861,127.3362,1007687.0
2021-02-25,127.8953,128.3626,119.6842,120.0691,586200.0
2021-02-26,120.4215,128.94,120.2982,126.0533,659154.0
2021-02-27,120.4215,128.94,120.2982,126.0533,659154.0
2021-02-28,120.4215,128.94,120.2982,126.0533,659154.0
2021-03-01,127.8769,132.569,127.153,132.1566,508705.0
2021-03-02,131.0844,131.955,128.6834,129.1691,483305.0
2021-03-03,130.0305,135.222,130.0305,133.9253,588961.0
2021-03-04,132.8806,136.7204,130.6079,132.4407,669997.0
2021-03-05,133.632,138.3791,132.0375,137.8384,749300.0
2021-03-06,133.632,138.3791,132.0375,137.8384,749300.0
2021-03-07,133.632,138.3791,132.0375,137.8384,749300.0
2021-03-08,139.7537,140.8351,136.5921,138.8648,669016.0
2021-03-09,138.9106,140.496,136.7387,137.5726,709960.0
2021-03-10,139.4971,143.1078,137.9942,139.1489,356294.0
2021-03-11,138.9656,141.889,136.7021,141.3941,237728.0
2021-03-12,142.2005,144.1846,139.8728,142.5579,524179.0
2021-03-13,142.2005,144.1846,139.8728,142.5579,524179.0
2021-03-14,142.2005,144.1846,139.8728,142.5579,524179.0
2021-03-15,142.4113,144.7299,141.5682,144.3083,379610.0
2021-03-16,145.0873,146.7643,143.7585,145.3439,666694.0
2021-03-17,145.0689,147.0576,141.7556,146.9659,483061.0
2021-03-18,147.6146,149.9397,142.0448,143.1811,513302.0
2021-03-19,142.3838,143.4194,138.8373,141.1192,818328.0
2021-03-20,142.3838,143.4194,138.8373,141.1192,818328.0
2021-03-21,142.3838,143.4194,138.8373,141.1192,818328.0
2021-03-22,142.1822,143.661,139.2955,141.8981,428983.0
2021-03-23,140.1111,141.9394,135.1991,136.8028,522185.0
2021-03-24,137.9209,138.3424,129.2607,129.5906,680714.0
2021-03-25,124.4679,134.0536,123.8172,133.797,721185.0
2021-03-26,134.2369,134.2369,124.6603,129.9939,736550.0
2021-03-27,134.2369,134.2369,124.6603,129.9939,736550.0
2021-03-28,134.2369,134.2369,124.6603,129.9939,736550.0
2021-03-29,129.9939,132.0741,126.1999,127.3271,484382.0
2021-03-30,128.6925,130.6995,127.7395,130.2321,329131.0
2021-03-31,130.0214,131.2219,127.3912,128.6925,282418.0
2021-04-01,128.83,134.6126,128.6009,130.7728,502335.0
2021-04-02,128.83,134.6126,128.6009,130.7728,502335.0
2021-04-03,128.83,134.6126,128.6009,130.7728,502335.0
2021-04-04,128.83,134.6126,128.6009,130.7728,502335.0
2021-04-05,131.0477,131.955,129.0408,129.5906,783468.0
2021-04-06,130.1313,131.5044,129.5173,131.1073,984426.0
2021-04-07,132.7156,135.4099,132.1474,133.5312,391586.0
2021-04-08,133.9619,135.9414,131.2768,135.4099,351051.0
2021-04-09,134.7776,138.5028,134.4018,137.9575,379832.0
2021-04-10,134.7776,138.5028,134.4018,137.9575,379832.0
2021-04-11,134.7776,138.5028,134.4018,137.9575,379832.0
2021-04-12,139.1031,140.8992,137.4993,138.8373,416605.0
2021-04-13,139.0297,139.5521,135.1625,135.7673,468040.0
2021-04-14,135.7856,138.15,135.3549,136.5371,272248.0
2021-04-15,137.4168,140.2119,136.6196,138.7273,313136.0
2021-04-16,139.1764,141.7332,138.3974,140.7251,511368.0
2021-04-17,139.1764,141.7332,138.3974,140.7251,511368.0
2021-04-18,139.1764,141.7332,138.3974,140.7251,511368.0
2021-04-19,141.6415,141.7332,139.0842,140.4685,238382.0
2021-04-20,139.7171,141.1192,136.5279,138.0858,298980.0
2021-04-21,137.2061,142.0906,137.2061,141.1375,279832.0
2021-04-22,141.3758,142.0448,139.6162,141.4216,308342.0
2021-04-23,142.0448,143.1903,140.7618,140.8992,257407.0
2021-04-24,142.0448,143.1903,140.7618,140.8992,257407.0
2021-04-25,142.0448,143.1903,140.7618,140.8992,257407.0
2021-04-26,141.9714,142.6771,140.3036,141.1008,332290.0
2021-04-27,140.3219,141.889,138.3699,139.0939,398925.0
2021-04-28,138.7548,139.1947,136.1613,137.9759,244439.0
2021-04-29,139.7079,141.7148,136.2347,138.544,586855.0
2021-04-30,137.8017,138.3103,134.8784,135.0891,359486.0
2021-05-01,137.8017,138.3103,134.8784,135.0891,359486.0
2021-05-02,137.8017,138.3103,134.8784,135.0891,359486.0
2021-05-03,136.2347,137.3435,133.9986,135.9781,797992.0
2021-05-04,137.0228,139.5475,130.6858,136.6745,776432.0
2021-05-05,137.8292,140.1661,134.7409,136.7295,678921.0
2021-05-06,137.4535,138.6265,134.2185,136.7937,252238.0
2021-05-07,135.8131,136.9357,134.2002,135.1808,376564.0
2021-05-08,135.8131,136.9357,134.2002,135.1808,376564.0
2021-05-09,135.8131,136.9357,134.2002,135.1808,376564.0
2021-05-10,135.6298,140.4135,135.5473,135.6756,634306.0
2021-05-11,134.9975,136.4913,132.7614,136.1797,454054.0
2021-05-12,135.6756,136.9586,134.0902,134.5668,368077.0
2021-05-13,134.2813,138.3052,133.9775,136.0861,275672.0
2021-05-14,136.8227,139.4286,136.2795,138.9498,285071.0
2021-05-15,136.8227,139.4286,136.2795,138.9498,285071.0
2021-05-16,136.8227,139.4286,136.2795,138.9498,285071.0
2021-05-17,139.134,140.4231,136.8688,137.4489,300715.0
2021-05-18,137.2463,138.5999,136.5557,136.5557,307887.0
2021-05-19,135.3034,136.2795,132.7896,136.0032,324546.0
2021-05-20,136.2611,137.7251,135.6349,136.8688,272302.0
2021-05-21,137.4673,138.2684,135.4139,135.6073,346412.0
2021-05-22,137.4673,138.2684,135.4139,135.6073,346412.0
2021-05-23,137.4673,138.2684,135.4139,135.6073,346412.0
2021-05-24,136.1321,141.0124,135.6717,140.6901,361749.0
2021-05-25,141.3347,143.6367,139.2997,139.7509,398928.0
2021-05-26,139.3366,141.0953,138.7564,139.0603,211723.0
2021-05-27,139.6865,142.7965,138.9222,141.8504,348344.0
2021-05-28,141.6478,141.878,138.738,139.8798,233771.0
2021-05-29,141.6478,141.878,138.738,139.8798,233771.0
