,LAZ US Equity,LAZ US Equity,LAZ US Equity,LAZ US Equity,LAZ US Equity
2020-03-09,25.197,25.3166,23.5105,23.8208,1117319.0
2020-03-10,24.9347,25.7462,23.9879,25.7462,866696.0
2020-03-11,24.6324,25.0014,23.5026,23.5662,851313.0
2020-03-12,21.8875,21.8875,19.0949,19.5324,1499207.0
2020-03-13,21.0839,22.5757,20.3758,22.5717,1235279.0
2020-03-14,21.0839,22.5757,20.3758,22.5717,1235279.0
2020-03-15,21.0839,22.5757,20.3758,22.5717,1235279.0
2020-03-16,19.0949,21.6806,19.0551,20.2883,1059515.0
2020-03-17,20.6224,22.8104,19.8984,20.5508,1777403.0
2020-03-18,19.2301,22.2535,18.7846,19.3654,2061658.0
2020-03-19,19.0949,21.2908,18.3072,19.8109,997120.0
2020-03-20,20.0496,20.5827,17.79,17.9014,1196846.0
2020-03-21,20.0496,20.5827,17.79,17.9014,1196846.0
2020-03-22,20.0496,20.5827,17.79,17.9014,1196846.0
2020-03-23,17.607,18.1958,16.6603,16.7557,1219674.0
2020-03-24,17.4161,18.9835,17.249,18.9357,1818264.0
2020-03-25,18.4027,20.702,18.0287,18.8164,971947.0
2020-03-26,18.7766,20.6543,18.7289,20.0019,866078.0
2020-03-27,19.2858,20.1053,18.9835,19.3733,743414.0
2020-03-28,19.2858,20.1053,18.9835,19.3733,743414.0
2020-03-29,19.2858,20.1053,18.9835,19.3733,743414.0
2020-03-30,18.9198,19.6279,18.6573,18.88,912756.0
2020-03-31,18.9914,19.0789,18.3788,18.7448,624917.0
2020-04-01,17.7662,17.9094,17.1138,17.8776,741157.0
2020-04-02,17.6548,18.5538,17.5951,18.2276,399152.0
2020-04-03,18.2117,18.2913,17.6309,17.9332,649337.0
2020-04-04,18.2117,18.2913,17.6309,17.9332,649337.0
2020-04-05,18.2117,18.2913,17.6309,17.9332,649337.0
2020-04-06,19.1824,19.1824,18.2833,18.6573,493029.0
2020-04-07,19.5643,20.6543,19.2699,19.9939,810379.0
2020-04-08,20.2883,21.3544,20.0735,21.1953,591572.0
2020-04-09,21.1953,22.3489,20.8213,21.3703,526641.0
2020-04-10,21.1953,22.3489,20.8213,21.3703,526641.0
2020-04-11,21.1953,22.3489,20.8213,21.3703,526641.0
2020-04-12,21.1953,22.3489,20.8213,21.3703,526641.0
2020-04-13,19.8905,20.7975,19.8905,20.5667,547815.0
2020-04-14,22.2296,22.2296,20.6224,20.9964,923551.0
2020-04-15,20.0973,20.8691,20.0377,20.1451,576867.0
2020-04-16,20.4792,21.1555,19.8746,20.7577,1162779.0
2020-04-17,21.4897,22.3092,21.2112,22.1421,871479.0
2020-04-18,21.4897,22.3092,21.2112,22.1421,871479.0
2020-04-19,21.4897,22.3092,21.2112,22.1421,871479.0
2020-04-20,21.7443,22.6354,21.5613,22.0705,568845.0
2020-04-21,21.2908,21.8079,21.1396,21.5374,672282.0
2020-04-22,21.7761,21.8477,20.9486,21.0202,721963.0
2020-04-23,21.0839,21.6886,20.9009,20.9646,521320.0
2020-04-24,21.3067,21.3862,18.9919,19.1903,1598141.0
2020-04-25,21.3067,21.3862,18.9919,19.1903,1598141.0
2020-04-26,21.3067,21.3862,18.9919,19.1903,1598141.0
2020-04-27,19.3574,20.2246,19.3574,19.6597,1144946.0
2020-04-28,20.3997,20.9009,20.0178,20.702,1090021.0
2020-04-29,21.3862,22.5717,21.1794,22.1182,1108360.0
2020-04-30,21.7602,21.9829,20.702,21.8795,1401559.0
2020-05-01,21.1316,21.3942,20.0735,20.1371,490626.0
2020-05-02,21.1316,21.3942,20.0735,20.1371,490626.0
2020-05-03,21.1316,21.3942,20.0735,20.1371,490626.0
2020-05-04,19.8905,20.0257,19.3654,19.9382,428445.0
2020-05-05,19.2778,20.6224,19.2778,19.7473,543819.0
2020-05-06,19.9462,20.2326,19.1426,19.5643,804654.0
2020-05-07,19.8507,20.6384,19.8109,20.6065,531463.0
2020-05-08,21.1008,21.8301,21.0765,21.6356,648510.0
2020-05-09,21.1008,21.8301,21.0765,21.6356,648510.0
2020-05-10,21.1008,21.8301,21.0765,21.6356,648510.0
2020-05-11,21.3844,21.8949,21.2605,21.6437,883742.0
2020-05-12,21.7005,21.8625,20.6389,20.6389,592015.0
2020-05-13,20.3067,20.5498,19.2938,19.9826,891932.0
2020-05-14,19.5288,20.1446,18.7859,20.096,620581.0
2020-05-15,20.1933,20.8942,19.9745,20.72,716956.0
2020-05-16,20.1933,20.8942,19.9745,20.72,716956.0
2020-05-17,20.1933,20.8942,19.9745,20.72,716956.0
2020-05-18,21.4655,21.7815,21.2386,21.3115,551750.0
2020-05-19,21.0684,21.19,20.2662,20.3148,402188.0
2020-05-20,20.7686,21.1454,20.5498,20.7038,455557.0
2020-05-21,20.7281,20.9793,20.5336,20.7281,609088.0
2020-05-22,20.5822,20.9874,20.2662,20.7524,331363.0
2020-05-23,20.5822,20.9874,20.2662,20.7524,331363.0
2020-05-24,20.5822,20.9874,20.2662,20.7524,331363.0
2020-05-25,20.5822,20.9874,20.2662,20.7524,331363.0
2020-05-26,21.3844,22.1745,21.3844,21.7086,567995.0
2020-05-27,22.3973,23.1996,22.2312,23.0699,486229.0
2020-05-28,23.4589,23.4913,22.3447,22.3892,449688.0
2020-05-29,22.2839,22.3973,21.5222,21.7653,612183.0
2020-05-30,22.2839,22.3973,21.5222,21.7653,612183.0
2020-05-31,22.2839,22.3973,21.5222,21.7653,612183.0
2020-06-01,21.7977,22.6972,21.6518,22.4217,720756.0
2020-06-02,22.8025,23.8883,22.685,22.9484,873411.0
2020-06-03,23.6209,25.1687,23.6209,24.9337,911966.0
2020-06-04,24.6987,25.7642,24.253,25.3064,1309586.0
2020-06-05,27.0162,27.7455,25.6143,26.4895,1154952.0
2020-06-06,27.0162,27.7455,25.6143,26.4895,1154952.0
2020-06-07,27.0162,27.7455,25.6143,26.4895,1154952.0
2020-06-08,26.9433,27.397,25.8736,26.7407,724216.0
2020-06-09,25.9304,26.4742,25.6792,26.2464,486632.0
2020-06-10,26.06,26.1572,23.9289,24.0747,800084.0
2020-06-11,22.6891,23.3859,22.292,22.5027,772124.0
2020-06-12,23.6371,23.7749,22.3811,23.1104,594916.0
2020-06-13,23.6371,23.7749,22.3811,23.1104,594916.0
2020-06-14,23.6371,23.7749,22.3811,23.1104,594916.0
2020-06-15,22.1299,23.8964,22.0165,23.3778,712046.0
2020-06-16,24.8283,24.8283,23.646,24.099,517794.0
2020-06-17,24.1476,24.4394,23.6979,24.3097,708172.0
2020-06-18,23.9532,25.0309,23.8964,24.5609,1267961.0
2020-06-19,25.0228,25.0729,23.8883,24.3907,2313184.0
2020-06-20,25.0228,25.0729,23.8883,24.3907,2313184.0
2020-06-21,25.0228,25.0729,23.8883,24.3907,2313184.0
2020-06-22,24.3826,24.5812,23.8964,24.018,827933.0
2020-06-23,24.3583,24.5204,23.7182,23.7263,633029.0
2020-06-24,23.4913,23.4913,22.5594,22.8997,655567.0
2020-06-25,22.6485,23.0375,22.4136,22.9079,636656.0
2020-06-26,22.527,22.608,21.9193,22.0651,1254850.0
2020-06-27,22.527,22.608,21.9193,22.0651,1254850.0
2020-06-28,22.527,22.608,21.9193,22.0651,1254850.0
2020-06-29,22.3568,23.0497,22.0408,22.5756,620298.0
2020-06-30,22.3973,23.3697,22.3973,23.1996,498709.0
2020-07-01,23.3211,23.6128,22.7458,22.8349,415384.0
2020-07-02,23.5318,23.8235,23.1834,23.3616,388780.0
2020-07-03,23.5318,23.8235,23.1834,23.3616,388780.0
2020-07-04,23.5318,23.8235,23.1834,23.3616,388780.0
2020-07-05,23.5318,23.8235,23.1834,23.3616,388780.0
2020-07-06,23.9289,24.172,23.4224,23.629,615293.0
2020-07-07,23.467,23.4913,22.681,22.8187,524328.0
2020-07-08,23.0051,23.4021,22.7944,23.0294,331882.0
2020-07-09,23.0132,23.0132,22.0165,22.1786,469345.0
2020-07-10,22.2272,23.0091,22.1097,22.9079,587017.0
2020-07-11,22.2272,23.0091,22.1097,22.9079,587017.0
2020-07-12,22.2272,23.0091,22.1097,22.9079,587017.0
2020-07-13,23.1672,23.4589,22.7377,22.9403,430190.0
2020-07-14,22.9322,23.2158,22.5999,23.1428,402146.0
2020-07-15,23.8316,24.0018,23.2563,23.7506,497719.0
2020-07-16,23.3697,23.9532,23.3629,23.6696,267781.0
2020-07-17,23.6615,23.7992,23.0497,23.1104,466377.0
2020-07-18,23.6615,23.7992,23.0497,23.1104,466377.0
2020-07-19,23.6615,23.7992,23.0497,23.1104,466377.0
2020-07-20,23.0537,23.0537,22.4217,22.7701,534648.0
2020-07-21,23.1428,23.8397,23.0416,23.6209,505416.0
2020-07-22,23.5318,23.5318,22.7053,22.8349,443138.0
2020-07-23,22.8025,23.4508,22.6729,23.2158,1016315.0
2020-07-24,23.2968,23.394,22.6161,22.6485,411321.0
2020-07-25,23.2968,23.394,22.6161,22.6485,411321.0
2020-07-26,23.2968,23.394,22.6161,22.6485,411321.0
2020-07-27,22.5594,22.9646,22.2677,22.8997,335754.0
2020-07-28,22.8754,23.0699,22.6121,22.8187,328502.0
2020-07-29,22.8592,23.2725,22.5918,23.2158,511598.0
2020-07-30,22.8268,22.8268,22.2596,22.446,737432.0
2020-07-31,23.4994,24.3583,22.8997,23.7587,1572372.0
2020-08-01,23.4994,24.3583,22.8997,23.7587,1572372.0
2020-08-02,23.4994,24.3583,22.8997,23.7587,1572372.0
2020-08-03,23.8964,24.8347,23.6769,24.7149,1015094.0
2020-08-04,24.6257,25.0147,24.5771,24.7149,360315.0
2020-08-05,24.7149,25.4847,24.7149,25.2983,738273.0
2020-08-06,25.0228,25.4118,24.9256,25.2659,366764.0
2020-08-07,25.0767,25.8336,25.0273,25.7924,461111.0
2020-08-08,25.0767,25.8336,25.0273,25.7924,461111.0
2020-08-09,25.0767,25.8336,25.0273,25.7924,461111.0
2020-08-10,26.0393,26.5535,25.9846,26.4177,674762.0
2020-08-11,27.0265,27.117,26.4835,26.574,576786.0
2020-08-12,27.043,27.043,26.1956,26.5658,597190.0
2020-08-13,26.6316,27.0183,26.3354,26.5576,399449.0
2020-08-14,26.2614,26.5329,26.0475,26.4753,382814.0
2020-08-15,26.2614,26.5329,26.0475,26.4753,382814.0
2020-08-16,26.2614,26.5329,26.0475,26.4753,382814.0
2020-08-17,26.3766,26.4136,25.632,26.3601,880699.0
2020-08-18,26.4013,26.5082,25.8377,25.9159,688129.0
2020-08-19,25.9981,26.1215,25.6773,25.776,454441.0
2020-08-20,25.4551,25.5703,25.2248,25.4716,396454.0
2020-08-21,25.4058,25.5209,25.1836,25.4222,422808.0
2020-08-22,25.4058,25.5209,25.1836,25.4222,422808.0
2020-08-23,25.4058,25.5209,25.1836,25.4222,422808.0
2020-08-24,25.4963,26.1298,25.3729,26.0064,446946.0
2020-08-25,26.1627,26.2449,25.7431,25.9899,341253.0
2020-08-26,26.1462,26.1462,25.7595,25.8336,289346.0
2020-08-27,25.7513,26.319,25.7513,25.8912,213349.0
2020-08-28,26.0969,26.2038,25.776,26.1874,573353.0
2020-08-29,26.0969,26.2038,25.776,26.1874,573353.0
2020-08-30,26.0969,26.2038,25.776,26.1874,573353.0
2020-08-31,25.9817,26.2614,25.669,26.0557,484699.0
2020-09-01,25.9076,26.4589,25.7102,26.4259,529594.0
2020-09-02,26.5823,26.8538,26.3437,26.8291,341333.0
2020-09-03,26.9772,27.2322,25.9899,26.2779,299646.0
2020-09-04,26.5987,26.7057,25.7842,26.0722,345557.0
2020-09-05,26.5987,26.7057,25.7842,26.0722,345557.0
2020-09-06,26.5987,26.7057,25.7842,26.0722,345557.0
2020-09-07,26.5987,26.7057,25.7842,26.0722,345557.0
2020-09-08,25.8254,25.8254,25.2248,25.595,569809.0
2020-09-09,25.7349,26.1874,25.3729,26.1791,1083798.0
2020-09-10,26.1791,26.6728,25.5209,25.5374,587983.0
2020-09-11,25.7184,27.0348,25.6114,26.9114,805165.0
2020-09-12,25.7184,27.0348,25.6114,26.9114,805165.0
2020-09-13,25.7184,27.0348,25.6114,26.9114,805165.0
2020-09-14,27.0594,27.9151,27.0594,27.7752,753670.0
2020-09-15,27.8493,27.9562,27.5695,27.5695,625997.0
2020-09-16,27.66,28.5459,27.5366,27.9562,605987.0
2020-09-17,27.5284,28.491,27.1499,28.31,850730.0
2020-09-18,28.2359,28.6884,27.9727,28.4663,1112247.0
2020-09-19,28.2359,28.6884,27.9727,28.4663,1112247.0
2020-09-20,28.2359,28.6884,27.9727,28.4663,1112247.0
2020-09-21,27.7094,27.8657,26.574,26.8291,674078.0
2020-09-22,26.8538,27.2075,26.6892,26.9196,469874.0
2020-09-23,27.043,27.1911,26.2038,26.2038,413344.0
2020-09-24,26.319,26.4547,25.8665,26.0804,524761.0
2020-09-25,25.9076,25.9488,25.6361,25.6444,469096.0
2020-09-26,25.9076,25.9488,25.6361,25.6444,469096.0
2020-09-27,25.9076,25.9488,25.6361,25.6444,469096.0
2020-09-28,26.1791,26.5576,25.9159,26.3354,610129.0
2020-09-29,26.4095,27.117,26.212,26.755,550818.0
2020-09-30,26.8867,27.3926,26.7715,27.1911,466990.0
2020-10-01,27.3556,27.479,26.7715,27.2322,305379.0
2020-10-02,27.1088,28.4416,27.1088,28.2524,439515.0
2020-10-03,27.1088,28.4416,27.1088,28.2524,439515.0
2020-10-04,27.1088,28.4416,27.1088,28.2524,439515.0
2020-10-05,28.7131,28.8777,28.4087,28.4745,392496.0
2020-10-06,28.5815,28.8036,28.1084,28.384,602860.0
2020-10-07,28.7378,29.3137,28.5074,28.7543,419690.0
2020-10-08,28.9599,29.939,28.8941,29.9308,551688.0
2020-10-09,30.194,30.3833,29.8238,30.0377,506120.0
2020-10-10,30.194,30.3833,29.8238,30.0377,506120.0
2020-10-11,30.194,30.3833,29.8238,30.0377,506120.0
2020-10-12,30.12,30.9345,30.0542,30.6136,378005.0
2020-10-13,30.2105,30.5807,29.9966,30.1447,339547.0
2020-10-14,30.2269,30.5889,30.1035,30.2763,332362.0
2020-10-15,30.1858,30.8275,30.0706,30.6136,394972.0
2020-10-16,30.7864,30.8111,30.2352,30.3997,603383.0
2020-10-17,30.7864,30.8111,30.2352,30.3997,603383.0
2020-10-18,30.7864,30.8111,30.2352,30.3997,603383.0
2020-10-19,30.6301,30.9674,30.0788,30.12,792133.0
2020-10-20,30.5067,30.7946,30.1364,30.194,361965.0
2020-10-21,30.0377,30.3092,29.4618,29.7004,1245078.0
2020-10-22,29.6593,29.9966,29.2643,29.6593,837528.0
2020-10-23,29.939,30.0295,29.3795,29.5194,503878.0
2020-10-24,29.939,30.0295,29.3795,29.5194,503878.0
2020-10-25,29.939,30.0295,29.3795,29.5194,503878.0
2020-10-26,29.1574,29.2726,28.1454,28.5733,586327.0
2020-10-27,28.5568,29.0422,28.4581,28.6144,530903.0
2020-10-28,28.0961,28.4498,27.5572,27.5778,793240.0
2020-10-29,27.2569,28.8283,26.644,28.0714,777891.0
2020-10-30,28.0632,28.1701,27.2322,27.7012,506425.0
2020-10-31,28.0632,28.1701,27.2322,27.7012,506425.0
2020-11-01,28.0632,28.1701,27.2322,27.7012,506425.0
2020-11-02,27.9727,29.0916,27.9727,28.9599,462271.0
2020-11-03,29.3548,30.013,29.1327,29.5112,454925.0
2020-11-04,28.9435,29.8238,28.672,29.5112,311170.0
2020-11-05,29.8567,30.9263,29.8567,30.7453,646145.0
2020-11-06,30.9369,30.9369,29.3038,29.4954,564051.0
2020-11-07,30.9369,30.9369,29.3038,29.4954,564051.0
2020-11-08,30.9369,30.9369,29.3038,29.4954,564051.0
2020-11-09,31.5285,32.0076,30.4703,30.5703,827971.0
2020-11-10,30.6953,30.8869,29.9454,30.5203,527083.0
2020-11-11,30.6536,31.2702,30.037,31.0285,782802.0
2020-11-12,30.8286,30.8952,29.912,30.2203,821888.0
2020-11-13,30.5536,31.2368,30.5536,30.8202,710308.0
2020-11-14,30.5536,31.2368,30.5536,30.8202,710308.0
2020-11-15,30.5536,31.2368,30.5536,30.8202,710308.0
2020-11-16,31.5701,31.9451,31.0035,31.3452,602571.0
2020-11-17,31.0202,31.491,30.8619,31.0785,598247.0
2020-11-18,31.1369,31.6201,30.6286,30.6619,510255.0
2020-11-19,30.5786,30.6953,30.0454,30.3703,421950.0
2020-11-20,30.3703,31.0535,30.1288,30.7369,967172.0
2020-11-21,30.3703,31.0535,30.1288,30.7369,967172.0
2020-11-22,30.3703,31.0535,30.1288,30.7369,967172.0
2020-11-23,30.9786,31.2452,30.6953,31.0702,1420112.0
2020-11-24,31.4785,32.2034,31.4368,31.9951,607994.0
2020-11-25,31.8951,32.7449,31.6701,32.1617,581660.0
2020-11-26,31.8951,32.7449,31.6701,32.1617,581660.0
2020-11-27,32.32,32.32,31.3618,31.6118,241009.0
2020-11-28,32.32,32.32,31.3618,31.6118,241009.0
2020-11-29,32.32,32.32,31.3618,31.6118,241009.0
2020-11-30,31.5868,31.6451,30.9452,31.0952,713496.0
2020-12-01,31.5535,32.3095,31.3452,32.0867,380177.0
2020-12-02,31.9784,32.8866,31.9451,32.5033,488978.0
2020-12-03,32.7116,33.8948,32.4367,33.7031,594944.0
2020-12-04,33.8531,34.4863,33.7865,33.9864,453865.0
2020-12-05,33.8531,34.4863,33.7865,33.9864,453865.0
2020-12-06,33.8531,34.4863,33.7865,33.9864,453865.0
2020-12-07,33.7948,34.453,33.6448,33.7448,971165.0
2020-12-08,33.2032,34.3947,32.9117,34.353,697066.0
2020-12-09,34.5363,34.8113,33.7615,34.1281,654675.0
2020-12-10,33.8864,34.0114,33.5698,33.8031,682089.0
2020-12-11,33.5615,34.0364,33.4616,33.9531,567547.0
2020-12-12,33.5615,34.0364,33.4616,33.9531,567547.0
2020-12-13,33.5615,34.0364,33.4616,33.9531,567547.0
2020-12-14,34.0281,35.3362,33.9781,34.0197,833736.0
2020-12-15,34.478,34.478,33.6281,34.2197,638756.0
2020-12-16,34.5363,34.9363,34.1614,34.378,424907.0
2020-12-17,34.6113,34.753,34.1364,34.2364,315288.0
2020-12-18,34.1281,34.5447,33.8281,33.8448,1018551.0
2020-12-19,34.1281,34.5447,33.8281,33.8448,1018551.0
2020-12-20,34.1281,34.5447,33.8281,33.8448,1018551.0
2020-12-21,33.7615,33.9198,33.0199,33.4948,554120.0
2020-12-22,33.5532,33.8531,33.1116,33.2865,544082.0
2020-12-23,33.4198,34.1531,33.4198,33.9031,699519.0
2020-12-24,34.1614,34.8696,33.9198,34.6613,337668.0
2020-12-25,34.1614,34.8696,33.9198,34.6613,337668.0
2020-12-26,34.1614,34.8696,33.9198,34.6613,337668.0
2020-12-27,34.1614,34.8696,33.9198,34.6613,337668.0
2020-12-28,34.8363,35.2321,34.2364,35.1279,461277.0
2020-12-29,35.1612,35.2487,34.596,34.8613,550854.0
2020-12-30,34.9029,35.4695,34.728,35.0279,265988.0
2020-12-31,34.8779,35.5768,34.8696,35.2446,322238.0
2021-01-01,34.8779,35.5768,34.8696,35.2446,322238.0
2021-01-02,34.8779,35.5768,34.8696,35.2446,322238.0
2021-01-03,34.8779,35.5768,34.8696,35.2446,322238.0
2021-01-04,35.3862,35.6862,34.6838,34.7113,518280.0
2021-01-05,34.6696,35.2862,34.6696,34.9613,551736.0
2021-01-06,35.5612,37.0776,35.1863,36.7277,780504.0
2021-01-07,37.1026,37.8608,36.736,37.6275,1320658.0
2021-01-08,37.7692,38.0275,37.2359,37.7275,578617.0
2021-01-09,37.7692,38.0275,37.2359,37.7275,578617.0
2021-01-10,37.7692,38.0275,37.2359,37.7275,578617.0
2021-01-11,37.1276,37.7025,37.1027,37.6858,484373.0
2021-01-12,38.0941,38.1191,37.5025,37.5359,586165.0
2021-01-13,37.7692,38.1691,37.5359,37.8442,682829.0
2021-01-14,37.2026,39.1148,37.2026,39.0023,853901.0
2021-01-15,38.4357,38.694,37.8148,38.0025,900055.0
2021-01-16,38.4357,38.694,37.8148,38.0025,900055.0
2021-01-17,38.4357,38.694,37.8148,38.0025,900055.0
2021-01-18,38.4357,38.694,37.8148,38.0025,900055.0
2021-01-19,38.3857,38.3857,37.6275,37.8025,1082447.0
2021-01-20,37.7858,37.9016,36.9776,36.986,707764.0
2021-01-21,36.836,37.3859,36.0278,36.0611,794853.0
2021-01-22,35.8195,36.2694,35.4529,36.1944,1091875.0
2021-01-23,35.8195,36.2694,35.4529,36.1944,1091875.0
2021-01-24,35.8195,36.2694,35.4529,36.1944,1091875.0
2021-01-25,35.9111,36.2944,35.4779,35.5945,998643.0
2021-01-26,35.9195,35.9195,34.9114,35.2862,840688.0
2021-01-27,34.603,34.7363,33.2699,33.3282,777160.0
2021-01-28,33.8281,35.0113,33.5615,34.5613,757132.0
2021-01-29,34.353,34.9029,33.7531,34.328,768606.0
2021-01-30,34.353,34.9029,33.7531,34.328,768606.0
2021-01-31,34.353,34.9029,33.7531,34.328,768606.0
2021-02-01,34.6197,35.1279,34.1614,34.7613,451545.0
2021-02-02,35.2696,35.2696,34.2031,34.4697,339302.0
2021-02-03,34.4114,35.3445,34.4114,35.0862,563315.0
2021-02-04,35.1779,35.4695,34.728,35.4362,522967.0
2021-02-05,35.9278,36.661,34.7946,35.2529,1228132.0
2021-02-06,35.9278,36.661,34.7946,35.2529,1228132.0
2021-02-07,35.9278,36.661,34.7946,35.2529,1228132.0
2021-02-08,35.4945,35.7695,34.403,34.653,932796.0
2021-02-09,34.6696,34.7946,33.6198,33.9781,1135493.0
2021-02-10,34.1114,34.278,33.5781,33.9031,849419.0
2021-02-11,33.9031,34.753,33.8114,34.6696,981565.0
2021-02-12,34.553,35.1446,34.553,34.9279,761828.0
2021-02-13,34.553,35.1446,34.553,34.9279,761828.0
2021-02-14,34.553,35.1446,34.553,34.9279,761828.0
2021-02-15,34.553,35.1446,34.553,34.9279,761828.0
2021-02-16,34.6946,36.1611,34.5613,36.0861,908813.0
2021-02-17,35.9195,36.2611,35.6695,36.0194,625115.0
2021-02-18,35.9352,36.4743,34.8991,35.0676,1020753.0
2021-02-19,35.2866,35.4815,34.6548,34.6717,876186.0
2021-02-20,35.2866,35.4815,34.6548,34.6717,876186.0
2021-02-21,35.2866,35.4815,34.6548,34.6717,876186.0
2021-02-22,34.4358,34.7727,33.9893,34.5706,1529794.0
2021-02-23,34.5621,34.5621,33.8124,34.2589,605365.0
2021-02-24,34.5369,34.5369,33.6608,33.7872,950043.0
2021-02-25,33.8714,34.2084,33.4081,33.5597,1066930.0
2021-02-26,33.6355,33.8377,32.5826,32.591,1921825.0
2021-02-27,33.6355,33.8377,32.5826,32.591,1921825.0
2021-02-28,33.6355,33.8377,32.5826,32.591,1921825.0
2021-03-01,33.1301,34.8654,33.1175,34.1325,1019575.0
2021-03-02,33.9135,34.6969,33.6524,34.2926,980741.0
2021-03-03,34.4611,35.9605,34.2757,34.3516,975237.0
2021-03-04,34.3263,34.4953,32.6416,33.3491,1074445.0
2021-03-05,33.8293,34.0451,32.7768,33.7282,691116.0
2021-03-06,33.8293,34.0451,32.7768,33.7282,691116.0
2021-03-07,33.8293,34.0451,32.7768,33.7282,691116.0
2021-03-08,33.9388,34.6211,33.3997,33.4587,1185394.0
2021-03-09,33.3239,35.0844,33.1722,34.7475,1228432.0
2021-03-10,35.0928,35.6741,34.8149,35.5477,788609.0
2021-03-11,35.8004,36.6259,35.6151,36.3058,1222019.0
2021-03-12,36.4659,37.1903,36.0826,36.9376,1169999.0
2021-03-13,36.4659,37.1903,36.0826,36.9376,1169999.0
2021-03-14,36.4659,37.1903,36.0826,36.9376,1169999.0
2021-03-15,36.9629,37.5273,36.6428,37.4262,819082.0
2021-03-16,37.5694,37.6414,36.9154,37.3419,806357.0
2021-03-17,37.4262,37.9063,36.8281,37.8895,513783.0
2021-03-18,37.9063,38.5255,37.1314,37.165,656612.0
2021-03-19,36.9292,37.1145,36.2553,36.3564,2129498.0
2021-03-20,36.9292,37.1145,36.2553,36.3564,2129498.0
2021-03-21,36.9292,37.1145,36.2553,36.3564,2129498.0
2021-03-22,36.0194,36.4912,35.6319,36.2721,486658.0
2021-03-23,36.0868,36.5216,35.0844,35.1265,719824.0
2021-03-24,35.4972,35.9268,35.2697,35.8088,771725.0
2021-03-25,35.6825,36.6007,35.4803,36.4069,463800.0
2021-03-26,36.7944,37.2072,36.5249,36.8365,476180.0
2021-03-27,36.7944,37.2072,36.5249,36.8365,476180.0
2021-03-28,36.7944,37.2072,36.5249,36.8365,476180.0
2021-03-29,36.5585,36.9039,35.9184,36.4827,507317.0
2021-03-30,36.5922,37.1903,36.5333,36.9797,363813.0
2021-03-31,36.8618,37.3756,36.3395,36.6512,567431.0
2021-04-01,36.8281,37.8389,36.8113,37.7463,321283.0
2021-04-02,36.8281,37.8389,36.8113,37.7463,321283.0
2021-04-03,36.8281,37.8389,36.8113,37.7463,321283.0
2021-04-04,36.8281,37.8389,36.8113,37.7463,321283.0
2021-04-05,37.9063,38.4539,37.7463,37.8052,452576.0
2021-04-06,37.7042,38.0158,37.4936,37.6873,551437.0
2021-04-07,38.7487,39.3889,38.1675,38.9593,835321.0
2021-04-08,38.8161,39.2204,38.2854,39.2204,509559.0
2021-04-09,39.431,39.4731,38.5213,39.1109,877181.0
2021-04-10,39.431,39.4731,38.5213,39.1109,877181.0
2021-04-11,39.431,39.4731,38.5213,39.1109,877181.0
2021-04-12,39.1699,39.323,38.6645,39.1362,904468.0
2021-04-13,39.4057,39.4731,37.3672,37.3756,887811.0
2021-04-14,37.1903,38.5213,37.1145,38.3865,861919.0
2021-04-15,38.5297,38.5297,37.9148,38.3275,642318.0
2021-04-16,38.4623,38.4623,37.7968,38.0411,626966.0
2021-04-17,38.4623,38.4623,37.7968,38.0411,626966.0
2021-04-18,38.4623,38.4623,37.7968,38.0411,626966.0
2021-04-19,38.2264,39.2288,38.0495,39.0182,889550.0
2021-04-20,38.7824,38.9593,37.7968,38.3781,717116.0
2021-04-21,37.8895,39.0435,37.7379,38.9256,610623.0
2021-04-22,38.9593,38.9593,38.058,38.2938,544142.0
2021-04-23,38.2433,39.1783,37.9948,39.1278,716897.0
2021-04-24,38.2433,39.1783,37.9948,39.1278,716897.0
2021-04-25,38.2433,39.1783,37.9948,39.1278,716897.0
2021-04-26,39.1278,39.3131,38.6139,38.7403,462079.0
2021-04-27,38.5549,38.7571,38.2349,38.6981,419053.0
2021-04-28,38.934,38.9761,38.4286,38.8498,487627.0
2021-04-29,39.3973,39.4647,38.4623,39.1362,789385.0
2021-04-30,37.6957,38.4919,35.8847,37.8979,2486603.0
2021-05-01,37.6957,38.4919,35.8847,37.8979,2486603.0
2021-05-02,37.6957,38.4919,35.8847,37.8979,2486603.0
2021-05-03,38.159,38.3444,36.4575,37.9569,1166790.0
2021-05-04,37.721,38.0664,36.9208,37.8558,679622.0
2021-05-05,38.0916,38.8835,37.9232,38.7655,592580.0
2021-05-06,39.0182,39.768,38.7824,39.7595,678333.0
2021-05-07,39.181,39.9425,39.1554,39.7085,859528.0
2021-05-08,39.181,39.9425,39.1554,39.7085,859528.0
2021-05-09,39.181,39.9425,39.1554,39.7085,859528.0
2021-05-10,39.751,40.2871,39.1384,39.1725,585568.0
2021-05-11,38.6024,38.9087,38.0749,38.1515,960473.0
2021-05-12,38.1004,38.5854,36.9007,37.1475,843702.0
2021-05-13,37.3432,38.8321,37.2666,38.6875,468676.0
2021-05-14,38.9853,39.734,38.8463,39.683,384318.0
2021-05-15,38.9853,39.734,38.8463,39.683,384318.0
2021-05-16,38.9853,39.734,38.8463,39.683,384318.0
2021-05-17,39.5979,40.4094,39.3171,40.1509,477945.0
2021-05-18,40.3211,40.5934,38.8321,38.8662,923394.0
2021-05-19,38.2876,39.8021,37.8877,39.215,646795.0
2021-05-20,39.3001,39.6234,38.7215,38.8321,653663.0
