,STC US Equity,STC US Equity,STC US Equity,STC US Equity,STC US Equity
2022-05-30,52.152,52.5783,51.6516,51.7443,81965.0
2022-05-31,51.2995,51.837,50.4874,51.42,164789.0
2022-06-01,51.7999,51.7999,50.4748,50.8454,95135.0
2022-06-02,50.8918,52.2632,50.8918,51.8277,133418.0
2022-06-03,51.4941,52.1242,51.0678,52.0501,282107.0
2022-06-04,51.4941,52.1242,51.0678,52.0501,282107.0
2022-06-05,51.4941,52.1242,51.0678,52.0501,282107.0
2022-06-06,52.5598,52.9211,51.735,52.254,98344.0
2022-06-07,51.8092,52.7544,51.6609,52.3652,116147.0
2022-06-08,51.9204,52.115,50.5767,50.725,73719.0
2022-06-09,50.447,50.674,49.2655,49.3813,128059.0
2022-06-10,49.0292,49.2238,47.769,47.9728,101744.0
2022-06-11,49.0292,49.2238,47.769,47.9728,101744.0
2022-06-12,49.0292,49.2238,47.769,47.9728,101744.0
2022-06-13,47.0462,47.491,44.7851,44.9427,120589.0
2022-06-14,45.0034,46.3015,44.7419,46.2081,218064.0
2022-06-15,46.675,46.703,44.5178,45.4236,237451.0
2022-06-16,44.5644,44.6812,42.6127,42.8741,259835.0
2022-06-17,43.724,44.303,43.0477,44.1162,300397.0
2022-06-18,43.724,44.303,43.0477,44.1162,300397.0
2022-06-19,43.724,44.303,43.0477,44.1162,300397.0
2022-06-20,43.724,44.303,43.0477,44.1162,300397.0
2022-06-21,44.387,44.7092,43.6026,43.7146,121670.0
2022-06-22,42.9955,44.6952,42.9955,44.2376,176650.0
2022-06-23,44.3123,45.3769,43.864,45.1995,130129.0
2022-06-24,45.7318,46.9178,45.489,46.2267,257189.0
2022-06-25,45.7318,46.9178,45.489,46.2267,257189.0
2022-06-26,45.7318,46.9178,45.489,46.2267,257189.0
2022-06-27,46.5349,47.3754,46.0166,46.6003,120302.0
2022-06-28,46.9832,47.2914,45.4703,45.5357,159659.0
2022-06-29,45.8252,46.3575,45.0874,45.9653,189338.0
2022-06-30,45.4983,47.1559,45.496,46.4602,159634.0
2022-07-01,46.3015,47.9731,46.1286,47.9544,214167.0
2022-07-02,46.3015,47.9731,46.1286,47.9544,214167.0
2022-07-03,46.3015,47.9731,46.1286,47.9544,214167.0
2022-07-04,46.3015,47.9731,46.1286,47.9544,214167.0
2022-07-05,47.31,48.8509,46.647,48.8323,185988.0
2022-07-06,48.412,48.8229,46.8338,47.1233,114397.0
2022-07-07,47.1793,47.5622,46.5723,46.9925,167076.0
2022-07-08,46.9925,47.0672,45.9279,46.5162,97397.0
2022-07-09,46.9925,47.0672,45.9279,46.5162,97397.0
2022-07-10,46.9925,47.0672,45.9279,46.5162,97397.0
2022-07-11,46.3762,47.0415,46.1987,46.8618,81631.0
2022-07-12,46.8618,48.5754,46.8618,47.2633,108919.0
2022-07-13,46.8338,47.2073,45.7691,46.5816,216865.0
2022-07-14,46.0306,46.0306,44.882,45.8906,123982.0
2022-07-15,46.647,47.0579,45.9793,46.4696,114098.0
2022-07-16,46.647,47.0579,45.9793,46.4696,114098.0
2022-07-17,46.647,47.0579,45.9793,46.4696,114098.0
2022-07-18,46.0867,46.5723,45.3396,45.5824,135415.0
2022-07-19,46.1614,47.9451,46.1614,47.749,157694.0
2022-07-20,47.4968,48.2066,47.0112,48.1318,132889.0
2022-07-21,47.5528,48.0665,47.0626,48.0665,62207.0
2022-07-22,48.1785,48.7108,47.198,47.6649,94365.0
2022-07-23,48.1785,48.7108,47.198,47.6649,94365.0
2022-07-24,48.1785,48.7108,47.198,47.6649,94365.0
2022-07-25,47.6462,48.7015,47.6462,48.2906,82496.0
2022-07-26,48.4587,48.5801,47.6462,48.2346,97382.0
2022-07-27,48.3093,49.4579,47.8797,49.1684,110366.0
2022-07-28,49.6634,51.1669,49.0844,50.2144,134375.0
2022-07-29,50.5039,51.9701,50.121,51.0362,174820.0
2022-07-30,50.5039,51.9701,50.121,51.0362,174820.0
2022-07-31,50.5039,51.9701,50.121,51.0362,174820.0
2022-08-01,50.8214,51.4378,50.4558,50.9241,100777.0
2022-08-02,51.1202,51.335,48.7856,48.8509,81332.0
2022-08-03,48.8509,49.1311,47.861,48.7669,112410.0
2022-08-04,48.8976,49.6821,48.6081,49.4299,121059.0
2022-08-05,49.0284,49.7755,49.0284,49.3365,69431.0
2022-08-06,49.0284,49.7755,49.0284,49.3365,69431.0
2022-08-07,49.0284,49.7755,49.0284,49.3365,69431.0
2022-08-08,49.7008,50.3638,49.3272,49.5607,95280.0
2022-08-09,49.514,49.514,48.5054,49.2151,114282.0
2022-08-10,50.1117,50.7514,50.1117,50.2517,111424.0
2022-08-11,50.6346,51.3164,50.5319,51.0549,87614.0
2022-08-12,51.279,51.914,50.616,51.7646,112834.0
2022-08-13,51.279,51.914,50.616,51.7646,112834.0
2022-08-14,51.279,51.914,50.616,51.7646,112834.0
2022-08-15,51.5592,51.6572,50.714,51.0642,96398.0
2022-08-16,50.7747,51.7086,50.3778,51.1296,98806.0
2022-08-17,50.7467,51.279,50.3311,50.7934,85745.0
2022-08-18,51.1016,52.1195,51.1016,52.0821,81137.0
2022-08-19,51.6899,52.0588,51.2977,51.6526,135925.0
2022-08-20,51.6899,52.0588,51.2977,51.6526,135925.0
2022-08-21,51.6899,52.0588,51.2977,51.6526,135925.0
2022-08-22,50.8681,50.8681,49.6727,50.1117,98867.0
2022-08-23,50.4198,50.9055,50.2798,50.2798,84663.0
2022-08-24,50.4105,50.5132,49.3739,49.4206,65151.0
2022-08-25,49.3085,50.9055,49.3085,50.7747,71444.0
2022-08-26,50.6533,50.6533,49.3646,49.7194,74138.0
2022-08-27,50.6533,50.6533,49.3646,49.7194,74138.0
2022-08-28,50.6533,50.6533,49.3646,49.7194,74138.0
2022-08-29,49.0937,49.6167,48.6735,48.7949,61056.0
2022-08-30,49.019,49.1684,48.1692,48.44,69497.0
2022-08-31,48.5147,48.6175,47.0952,47.2914,106730.0
2022-09-01,47.0952,47.5155,46.2828,46.8057,105664.0
2022-09-02,47.4688,49.4113,47.4501,48.3186,127236.0
2022-09-03,47.4688,49.4113,47.4501,48.3186,127236.0
2022-09-04,47.4688,49.4113,47.4501,48.3186,127236.0
2022-09-05,47.4688,49.4113,47.4501,48.3186,127236.0
2022-09-06,48.1318,48.4519,47.0299,47.6836,233282.0
2022-09-07,47.6089,48.3747,46.9505,48.2719,171109.0
2022-09-08,47.9357,49.047,47.5248,48.991,145231.0
2022-09-09,49.4579,50.4105,49.4579,50.121,83075.0
2022-09-10,49.4579,50.4105,49.4579,50.121,83075.0
2022-09-11,49.4579,50.4105,49.4579,50.121,83075.0
2022-09-12,50.5132,51.1669,50.2097,50.6066,96071.0
2022-09-13,49.6727,49.8969,47.31,47.6649,129692.0
2022-09-14,47.599,47.599,45.2624,45.3754,199065.0
2022-09-15,45.366,46.638,45.366,46.1857,148327.0
2022-09-16,45.7146,46.8923,45.2482,46.817,279860.0
2022-09-17,45.7146,46.8923,45.2482,46.817,279860.0
2022-09-18,45.7146,46.8923,45.2482,46.817,279860.0
2022-09-19,46.4684,46.9489,46.1103,46.3365,134861.0
2022-09-20,45.9313,45.9313,44.0894,44.9797,178558.0
2022-09-21,45.4508,46.7133,45.4508,45.8277,111023.0
2022-09-22,45.7052,45.724,42.6808,43.0106,203915.0
2022-09-23,42.596,42.596,40.4855,41.3712,342906.0
2022-09-24,42.596,42.596,40.4855,41.3712,342906.0
2022-09-25,42.596,42.596,40.4855,41.3712,342906.0
2022-09-26,41.456,41.6444,39.5999,40.5515,269777.0
2022-09-27,41.0508,41.8894,39.9956,40.2971,168180.0
2022-09-28,40.5044,41.8894,40.1746,41.2864,220378.0
2022-09-29,40.853,41.3994,40.0144,41.2016,135747.0
2022-09-30,41.3335,42.0213,41.0508,41.1168,158026.0
2022-10-01,41.3335,42.0213,41.0508,41.1168,158026.0
2022-10-02,41.3335,42.0213,41.0508,41.1168,158026.0
2022-10-03,41.569,42.0966,40.8718,41.927,128185.0
2022-10-04,42.7185,44.6028,42.6714,44.0846,114855.0
2022-10-05,43.2744,43.4911,41.814,42.8127,111781.0
2022-10-06,42.6054,42.9634,42.3887,42.7844,94173.0
2022-10-07,42.3793,42.9634,41.2675,41.3052,187996.0
2022-10-08,42.3793,42.9634,41.2675,41.3052,187996.0
2022-10-09,42.3793,42.9634,41.2675,41.3052,187996.0
2022-10-10,41.7386,42.139,40.8294,40.8812,110343.0
2022-10-11,40.8624,41.6727,40.3253,40.6268,150193.0
2022-10-12,40.4572,40.608,39.4067,39.9956,119530.0
2022-10-13,39.4114,41.9836,38.9498,41.5031,135707.0
2022-10-14,41.7575,41.9836,40.2971,40.4667,130680.0
2022-10-15,41.7575,41.9836,40.2971,40.4667,130680.0
2022-10-16,41.7575,41.9836,40.2971,40.4667,130680.0
2022-10-17,41.211,41.8328,40.7493,41.0602,109999.0
2022-10-18,41.0602,42.0024,40.184,40.6363,149151.0
2022-10-19,40.2217,40.4196,38.3468,39.2136,199052.0
2022-10-20,39.1853,39.7695,38.5776,38.7519,110832.0
2022-10-21,39.1193,39.2795,38.375,38.6011,114257.0
2022-10-22,39.1193,39.2795,38.375,38.6011,114257.0
2022-10-23,39.1193,39.2795,38.375,38.6011,114257.0
2022-10-24,38.8461,39.3926,38.4127,39.1947,88634.0
2022-10-25,39.0722,40.6363,39.0722,40.4478,89434.0
2022-10-26,40.7587,41.3193,40.3536,40.7305,139200.0
2022-10-27,39.4868,39.8825,37.235,37.7343,300163.0
2022-10-28,37.8757,38.2902,36.5001,37.7532,200700.0
2022-10-29,37.8757,38.2902,36.5001,37.7532,200700.0
2022-10-30,37.8757,38.2902,36.5001,37.7532,200700.0
2022-10-31,37.235,37.7391,36.6508,36.7074,205938.0
2022-11-01,37.0937,37.0937,36.0761,36.4153,177308.0
2022-11-02,36.3305,36.6697,35.6474,35.8217,195597.0
2022-11-03,35.3035,35.5108,34.1352,34.3519,170935.0
2022-11-04,34.9643,35.2548,34.1694,34.6251,125387.0
2022-11-05,34.9643,35.2548,34.1694,34.6251,125387.0
2022-11-06,34.9643,35.2548,34.1694,34.6251,125387.0
2022-11-07,34.7571,34.8607,33.8761,34.4461,116836.0
2022-11-08,34.578,35.1622,33.9845,34.4367,180237.0
2022-11-09,34.3142,35.1716,34.0787,34.6534,100384.0
2022-11-10,36.1044,37.3198,35.6924,36.7922,288509.0
2022-11-11,36.99,38.8084,36.6414,38.5069,143093.0
2022-11-12,36.99,38.8084,36.6414,38.5069,143093.0
2022-11-13,36.99,38.8084,36.6414,38.5069,143093.0
2022-11-14,38.4316,38.6294,37.2774,37.3669,167778.0
2022-11-15,37.9887,38.5352,37.6401,38.0735,145852.0
2022-11-16,37.8097,38.0264,37.2774,37.6307,163957.0
2022-11-17,37.0654,38.4127,37.0654,37.6684,149611.0
2022-11-18,38.196,38.6483,38.0264,38.3562,296335.0
2022-11-19,38.196,38.6483,38.0264,38.3562,296335.0
2022-11-20,38.196,38.6483,38.0264,38.3562,296335.0
2022-11-21,38.1772,39.4114,38.1772,38.7802,166803.0
2022-11-22,38.8932,39.435,38.6483,38.9215,145194.0
2022-11-23,38.9121,39.76,38.5092,39.2701,164331.0
2022-11-24,38.9121,39.76,38.5092,39.2701,164331.0
2022-11-25,39.4303,41.1356,39.4303,41.0979,140090.0
2022-11-26,39.4303,41.1356,39.4303,41.0979,140090.0
2022-11-27,39.4303,41.1356,39.4303,41.0979,140090.0
2022-11-28,40.6551,41.1733,39.9909,40.2217,223492.0
2022-11-29,40.1463,40.9943,39.7789,40.5892,135599.0
2022-11-30,40.2405,41.8281,38.9714,41.7009,226599.0
2022-12-01,41.8423,42.0644,41.3712,41.7575,181976.0
2022-12-02,41.0791,41.2298,39.9202,39.9673,180787.0
2022-12-03,41.0791,41.2298,39.9202,39.9673,180787.0
2022-12-04,41.0791,41.2298,39.9202,39.9673,180787.0
2022-12-05,39.9673,40.6834,39.647,40.1934,211836.0
2022-12-06,40.0992,40.5609,39.793,40.5044,156972.0
2022-12-07,40.3348,41.1262,40.174,40.542,187633.0
2022-12-08,40.5703,41.2557,40.2782,40.5892,132942.0
2022-12-09,40.4007,41.0697,40.3913,40.4007,144119.0
2022-12-10,40.4007,41.0697,40.3913,40.4007,144119.0
2022-12-11,40.4007,41.0697,40.3913,40.4007,144119.0
2022-12-12,40.4007,41.3429,40.0992,41.3241,221907.0
2022-12-13,42.1626,43.0294,40.5609,41.4088,603407.0
2022-12-14,41.7135,42.8082,41.7087,42.0752,272662.0
2022-12-15,41.2946,41.4707,39.8858,40.2761,380855.0
2022-12-16,39.7811,40.6854,39.7811,40.3903,1027289.0
2022-12-17,39.7811,40.6854,39.7811,40.3903,1027289.0
2022-12-18,39.7811,40.6854,39.7811,40.3903,1027289.0
2022-12-19,40.5236,40.7425,38.9291,39.6097,273710.0
2022-12-20,39.8477,40.3332,39.5431,40.1904,269230.0
2022-12-21,40.4569,41.2708,40.395,41.1709,185927.0
2022-12-22,40.6854,40.6854,39.3485,40.238,152300.0
2022-12-23,40.2951,40.5872,40.0087,40.2761,76405.0
2022-12-24,40.2951,40.5872,40.0087,40.2761,76405.0
2022-12-25,40.2951,40.5872,40.0087,40.2761,76405.0
2022-12-26,40.2951,40.5872,40.0087,40.2761,76405.0
2022-12-27,40.238,41.0947,39.7335,40.8663,126460.0
2022-12-28,40.99,41.1804,39.5431,39.5812,177734.0
2022-12-29,40.2285,41.2661,39.6573,41.1328,197729.0
2022-12-30,40.8853,41.0281,40.3332,40.6759,151918.0
2022-12-31,40.8853,41.0281,40.3332,40.6759,151918.0
2023-01-01,40.8853,41.0281,40.3332,40.6759,151918.0
2023-01-02,40.8853,41.0281,40.3332,40.6759,151918.0
2023-01-03,41.0186,42.3132,40.9614,41.5326,193670.0
2023-01-04,41.9324,42.9415,41.2565,42.8558,225938.0
2023-01-05,42.5512,42.5512,41.6659,41.9134,143986.0
2023-01-06,42.494,43.6268,42.0657,43.6078,130099.0
2023-01-07,42.494,43.6268,42.0657,43.6078,130099.0
2023-01-08,42.494,43.6268,42.0657,43.6078,130099.0
2023-01-09,43.6078,44.0212,42.5512,42.7796,180137.0
2023-01-10,42.7987,43.2937,42.4274,43.2175,153129.0
2023-01-11,43.5031,44.0933,43.446,43.96,196204.0
2023-01-12,44.3027,45.288,44.0076,44.7692,159182.0
2023-01-13,44.4836,44.7501,44.0076,44.2551,311965.0
2023-01-14,44.4836,44.7501,44.0076,44.2551,311965.0
2023-01-15,44.4836,44.7501,44.0076,44.2551,311965.0
2023-01-16,44.4836,44.7501,44.0076,44.2551,311965.0
2023-01-17,44.2646,44.2646,43.4555,43.7411,127257.0
2023-01-18,43.7887,45.1785,43.7792,43.7887,318229.0
2023-01-19,43.5983,44.1409,42.9034,43.6744,285969.0
2023-01-20,43.9029,44.5407,43.5888,44.1218,330930.0
2023-01-21,43.9029,44.5407,43.5888,44.1218,330930.0
2023-01-22,43.9029,44.5407,43.5888,44.1218,330930.0
2023-01-23,44.1123,45.3594,43.9505,45.0452,346611.0
2023-01-24,44.8072,45.7639,44.6264,44.7882,180756.0
2023-01-25,44.5978,45.9115,44.3027,45.6925,468844.0
2023-01-26,45.9781,46.3113,45.3689,45.4926,176996.0
2023-01-27,45.5593,46.0352,44.8548,45.4641,192924.0
2023-01-28,45.5593,46.0352,44.8548,45.4641,192924.0
2023-01-29,45.5593,46.0352,44.8548,45.4641,192924.0
2023-01-30,45.3022,45.664,44.3027,44.3979,202543.0
2023-01-31,44.6073,46.0162,44.6073,45.4736,199640.0
2023-02-01,45.4926,47.4488,44.7263,47.2251,401535.0
2023-02-02,47.5773,49.1385,47.1157,48.5198,255711.0
2023-02-03,48.0628,49.2337,47.8534,49.0338,246712.0
2023-02-04,48.0628,49.2337,47.8534,49.0338,246712.0
2023-02-05,48.0628,49.2337,47.8534,49.0338,246712.0
2023-02-06,48.891,49.1004,48.2913,48.3674,244029.0
2023-02-07,47.901,48.6625,47.6535,48.2913,181158.0
2023-02-08,47.7487,48.6054,47.6535,47.7772,209336.0
2023-02-09,47.3679,47.7677,40.1904,42.4465,1133521.0
2023-02-10,42.3513,44.217,42.0038,44.2075,390921.0
2023-02-11,42.3513,44.217,42.0038,44.2075,390921.0
2023-02-12,42.3513,44.217,42.0038,44.2075,390921.0
2023-02-13,44.3503,45.8353,44.1694,44.3693,333069.0
2023-02-14,44.0362,44.6454,43.6554,44.2742,227738.0
2023-02-15,43.9695,44.3503,43.5983,44.2837,161884.0
2023-02-16,43.684,44.2694,42.9605,43.0462,162130.0
2023-02-17,43.0462,43.703,42.4369,43.4841,237419.0
2023-02-18,43.0462,43.703,42.4369,43.4841,237419.0
2023-02-19,43.0462,43.703,42.4369,43.4841,237419.0
2023-02-20,43.0462,43.703,42.4369,43.4841,237419.0
2023-02-21,42.8082,42.9319,41.6183,41.8372,397028.0
2023-02-22,41.6659,42.5416,41.4089,41.6278,398398.0
2023-02-23,41.6754,41.7135,40.1047,41.1614,442578.0
2023-02-24,40.3808,40.99,40.0428,40.5712,165240.0
2023-02-25,40.3808,40.99,40.0428,40.5712,165240.0
2023-02-26,40.3808,40.99,40.0428,40.5712,165240.0
2023-02-27,40.99,41.5039,40.8139,41.0376,105655.0
2023-02-28,41.0376,41.1756,40.4379,40.4474,398965.0
2023-03-01,40.5331,41.2375,40.0048,40.4474,270336.0
2023-03-02,39.981,40.3617,38.8386,39.3336,176580.0
2023-03-03,39.5336,39.5336,38.8767,39.0861,239462.0
2023-03-04,39.5336,39.5336,38.8767,39.0861,239462.0
2023-03-05,39.5336,39.5336,38.8767,39.0861,239462.0
2023-03-06,39.1623,39.7525,38.2199,38.2485,195634.0
2023-03-07,38.2199,38.4008,37.5535,38.1437,211123.0
2023-03-08,38.3151,39.1718,38.277,38.9243,307497.0
2023-03-09,39.0481,39.1909,38.277,38.3151,301169.0
2023-03-10,38.0105,38.1675,36.811,37.6107,281022.0
2023-03-11,38.0105,38.1675,36.811,37.6107,281022.0
2023-03-12,38.0105,38.1675,36.811,37.6107,281022.0
2023-03-13,36.792,36.8586,34.6216,36.2399,507146.0
2023-03-14,37.627,37.916,36.5192,36.8564,343195.0
2023-03-15,35.7582,37.2899,35.4403,37.2321,282110.0
2023-03-16,36.7312,37.6752,36.1243,36.577,256084.0
2023-03-17,36.3555,36.8179,34.6889,35.0454,1190416.0
2023-03-18,36.3555,36.8179,34.6889,35.0454,1190416.0
2023-03-19,36.3555,36.8179,34.6889,35.0454,1190416.0
2023-03-20,35.4981,36.9335,35.4981,36.5385,381691.0
2023-03-21,37.3477,38.128,37.0587,37.916,398743.0
2023-03-22,37.8293,38.1472,36.972,37.0009,289747.0
2023-03-23,37.1839,37.4825,36.4518,36.4518,219677.0
2023-03-24,36.1339,37.391,35.6523,37.2995,205150.0
2023-03-25,36.1339,37.391,35.6523,37.2995,205150.0
2023-03-26,36.1339,37.391,35.6523,37.2995,205150.0
2023-03-27,37.9931,38.2821,37.6367,37.8004,207299.0
2023-03-28,37.55,37.7908,37.0876,37.6463,186678.0
2023-03-29,38.0605,38.1376,37.5355,37.7137,260167.0
2023-03-30,38.2243,38.5326,37.6559,38.022,193628.0
2023-03-31,38.3014,38.889,38.1039,38.8697,208816.0
2023-04-01,38.3014,38.889,38.1039,38.8697,208816.0
2023-04-02,38.3014,38.889,38.1039,38.8697,208816.0
2023-04-03,38.7156,39.1876,37.9449,38.2725,177842.0
2023-04-04,38.4459,38.5326,37.1069,37.5885,197650.0
2023-04-05,37.3381,37.8631,37.3381,37.4825,134775.0
2023-04-06,37.627,38.0702,37.6174,37.9257,101300.0
2023-04-07,37.627,38.0702,37.6174,37.9257,101300.0
2023-04-08,37.627,38.0702,37.6174,37.9257,101300.0
2023-04-09,37.627,38.0702,37.6174,37.9257,101300.0
2023-04-10,37.7812,38.4462,37.444,37.9642,186034.0
2023-04-11,38.1665,38.836,38.1665,38.4651,101060.0
2023-04-12,38.9083,39.5826,38.7349,39.4959,187331.0
2023-04-13,39.4766,40.281,39.2358,40.0257,236971.0
2023-04-14,40.0739,40.3831,39.3225,39.6982,193255.0
2023-04-15,40.0739,40.3831,39.3225,39.6982,193255.0
2023-04-16,40.0739,40.3831,39.3225,39.6982,193255.0
2023-04-17,39.7078,40.2569,39.6307,40.0931,136067.0
2023-04-18,40.2376,40.4977,39.6982,39.9005,180485.0
2023-04-19,39.6885,39.9294,38.995,39.6693,195264.0
2023-04-20,39.6693,39.9294,39.3321,39.6307,135901.0
2023-04-21,39.8234,39.9872,39.1036,39.8812,154561.0
2023-04-22,39.8234,39.9872,39.1036,39.8812,154561.0
2023-04-23,39.8234,39.9872,39.1036,39.8812,154561.0
2023-04-24,39.7849,40.1413,39.1298,39.4092,122349.0
2023-04-25,38.8216,39.2358,38.3209,38.4459,112794.0
2023-04-26,37.8968,38.9564,37.8968,38.8216,227877.0
2023-04-27,38.3303,39.7271,35.4596,39.6404,443391.0
2023-04-28,39.5922,40.5555,39.4766,40.122,227997.0
2023-04-29,39.5922,40.5555,39.4766,40.122,227997.0
2023-04-30,39.5922,40.5555,39.4766,40.122,227997.0
2023-05-01,39.9775,40.7867,39.8908,40.045,249761.0
2023-05-02,39.756,40.1413,38.3688,39.8908,340609.0
2023-05-03,40.0064,41.4129,39.939,40.3436,244597.0
2023-05-04,39.8619,39.8619,38.8794,39.2647,363283.0
2023-05-05,39.939,40.8445,39.6596,40.5074,203523.0
2023-05-06,39.939,40.8445,39.6596,40.5074,203523.0
2023-05-07,39.939,40.8445,39.6596,40.5074,203523.0
2023-05-08,40.5652,40.8156,40.0546,40.7,210830.0
2023-05-09,40.5555,41.2395,40.3436,40.7963,138906.0
2023-05-10,41.4899,41.4899,40.5074,40.9794,103014.0
2023-05-11,40.4688,41.1817,40.4207,40.9697,183677.0
2023-05-12,41.1817,41.4225,40.6133,41.0661,106738.0
2023-05-13,41.1817,41.4225,40.6133,41.0661,106738.0
2023-05-14,41.1817,41.4225,40.6133,41.0661,106738.0
2023-05-15,41.1431,41.8223,41.0805,41.5863,139425.0
2023-05-16,41.3165,41.9427,41.1335,41.5285,136717.0
2023-05-17,41.7693,42.2702,41.6152,42.0487,127917.0
2023-05-18,41.8464,42.8193,41.8464,42.617,132038.0
2023-05-19,43.012,43.2817,42.0776,42.0872,156441.0
2023-05-20,43.012,43.2817,42.0776,42.0872,156441.0
2023-05-21,43.012,43.2817,42.0776,42.0872,156441.0
2023-05-22,42.1739,42.1739,41.3337,41.7211,122598.0
2023-05-23,41.5766,43.0987,41.0179,42.3473,125458.0
2023-05-24,42.2606,42.723,41.5718,42.5399,123755.0
2023-05-25,42.3762,42.9927,41.6922,42.8386,151097.0
2023-05-26,42.8867,43.8982,42.3569,43.2624,130942.0
2023-05-27,42.8867,43.8982,42.3569,43.2624,130942.0
2023-05-28,42.8867,43.8982,42.3569,43.2624,130942.0
2023-05-29,42.8867,43.8982,42.3569,43.2624,130942.0
2023-05-30,43.5514,44.4762,42.9734,44.428,143374.0
2023-05-31,44.1776,44.245,43.1372,43.195,248081.0
2023-06-01,43.1372,43.2769,42.6459,42.9927,164375.0
2023-06-02,43.5514,44.3124,43.2239,43.2721,255384.0
2023-06-03,43.5514,44.3124,43.2239,43.2721,255384.0
2023-06-04,43.5514,44.3124,43.2239,43.2721,255384.0
2023-06-05,42.8867,42.8867,40.9312,42.1354,199767.0
2023-06-06,42.145,43.4214,42.145,42.6748,206110.0
2023-06-07,43.089,43.8982,42.7422,42.8578,397328.0
2023-06-08,42.9542,43.1276,41.8175,42.1257,199726.0
2023-06-09,42.0968,42.2895,41.4321,41.9523,136008.0
2023-06-10,42.0968,42.2895,41.4321,41.9523,136008.0
2023-06-11,42.0968,42.2895,41.4321,41.9523,136008.0
2023-06-12,41.962,42.0222,41.0275,41.6152,145896.0
2023-06-13,41.6152,42.6363,41.6152,41.7115,139179.0
2023-06-14,41.6823,41.9646,40.6213,40.8646,142366.0
2023-06-15,40.6602,41.546,40.6602,41.5266,124186.0
2023-06-16,42.2761,42.2761,41.4682,42.0814,390809.0
2023-06-17,42.2761,42.2761,41.4682,42.0814,390809.0
2023-06-18,42.2761,42.2761,41.4682,42.0814,390809.0
2023-06-19,42.2761,42.2761,41.4682,42.0814,390809.0
2023-06-20,41.9646,42.8115,41.2151,42.4416,141573.0
2023-06-21,42.1496,42.4531,41.9403,42.3832,151774.0
2023-06-22,42.2664,42.3929,41.4195,41.9354,113462.0
2023-06-23,41.6531,41.9451,40.0372,40.0956,594717.0
2023-06-24,41.6531,41.9451,40.0372,40.0956,594717.0
2023-06-25,41.6531,41.9451,40.0372,40.0956,594717.0
2023-06-26,40.1151,41.3611,40.1151,40.816,251345.0
2023-06-27,38.9275,40.3,38.7523,39.9593,314084.0
2023-06-28,39.9301,40.339,39.6186,39.8523,214524.0
2023-06-29,40.0275,40.2806,39.5018,39.8717,290069.0
2023-06-30,40.339,40.3974,39.6673,40.0469,204750.0
2023-07-01,40.339,40.3974,39.6673,40.0469,204750.0
2023-07-02,40.339,40.3974,39.6673,40.0469,204750.0
2023-07-03,39.7062,40.8841,39.3655,40.4363,68348.0
2023-07-04,39.7062,40.8841,39.3655,40.4363,68348.0
2023-07-05,40.0372,40.1638,39.5797,39.9204,146657.0
2023-07-06,39.57,39.57,38.6939,39.0735,108586.0
2023-07-07,39.0054,39.9983,39.0054,39.5894,133310.0
2023-07-08,39.0054,39.9983,39.0054,39.5894,133310.0
2023-07-09,39.0054,39.9983,39.0054,39.5894,133310.0
2023-07-10,39.385,40.0469,39.2536,39.5797,131226.0
2023-07-11,39.6284,40.008,39.6186,39.7939,136589.0
2023-07-12,40.4558,40.8938,40.009,40.7186,99169.0
2023-07-13,40.9425,42.7823,40.8938,42.7433,227962.0
2023-07-14,42.831,42.831,41.4779,41.731,114895.0
2023-07-15,42.831,42.831,41.4779,41.731,114895.0
2023-07-16,42.831,42.831,41.4779,41.731,114895.0
2023-07-17,41.7991,42.5195,41.7991,42.0327,144441.0
2023-07-18,41.4195,43.0938,41.3805,42.7239,178905.0
2023-07-19,43.1133,43.7947,42.6752,43.6876,100437.0
2023-07-20,44.0185,44.2132,43.4442,44.1548,148733.0
2023-07-21,44.4469,44.5637,43.9066,44.4858,176130.0
2023-07-22,44.4469,44.5637,43.9066,44.4858,176130.0
2023-07-23,44.4469,44.5637,43.9066,44.4858,176130.0
2023-07-24,44.4663,45.8194,44.1256,45.4106,153893.0
2023-07-25,45.4592,46.0725,44.9628,45.0309,249609.0
2023-07-26,44.5831,45.7026,44.5831,45.6442,176960.0
2023-07-27,45.7318,48.5061,45.6344,45.8194,258924.0
2023-07-28,46.3645,46.6565,45.1283,45.6734,133708.0
2023-07-29,46.3645,46.6565,45.1283,45.6734,133708.0
2023-07-30,46.3645,46.6565,45.1283,45.6734,133708.0
2023-07-31,45.7026,46.0238,45.4495,45.8778,96945.0
2023-08-01,45.9557,46.4327,45.5468,46.0335,154876.0
2023-08-02,45.7999,46.238,45.5176,46.0043,103369.0
2023-08-03,45.7902,45.7902,44.6318,45.4884,112143.0
2023-08-04,45.576,46.5397,45.1769,46.3158,152872.0
2023-08-05,45.576,46.5397,45.1769,46.3158,152872.0
2023-08-06,45.576,46.5397,45.1769,46.3158,152872.0
2023-08-07,46.4619,47.3574,46.3304,47.0849,105858.0
2023-08-08,46.5203,47.1043,46.0335,46.9291,68725.0
2023-08-09,46.9486,47.1335,46.6079,46.6565,91357.0
2023-08-10,46.7636,47.2698,45.7123,45.7513,121066.0
2023-08-11,45.5858,46.1066,45.3521,45.8875,196309.0
2023-08-12,45.5858,46.1066,45.3521,45.8875,196309.0
2023-08-13,45.5858,46.1066,45.3521,45.8875,196309.0
2023-08-14,45.6734,45.8097,44.992,45.1185,197203.0
