,GOLF US Equity,GOLF US Equity,GOLF US Equity,GOLF US Equity,GOLF US Equity
2021-03-15,40.5707,41.0874,40.2358,40.8387,221281.0
2021-03-16,40.7238,40.9056,40.0445,40.5038,430623.0
2021-03-17,40.4751,40.6473,39.9871,40.3602,263128.0
2021-03-18,40.3889,41.5754,40.3889,40.9535,266547.0
2021-03-19,41.3171,41.4798,40.0445,40.1402,450222.0
2021-03-20,41.3171,41.4798,40.0445,40.1402,450222.0
2021-03-21,41.3171,41.4798,40.0445,40.1402,450222.0
2021-03-22,39.9871,40.5038,39.6043,40.3028,163522.0
2021-03-23,40.0158,40.7334,39.4991,39.6522,375470.0
2021-03-24,40.0062,40.4081,38.59,38.6379,197788.0
2021-03-25,38.5709,40.0923,38.0351,39.8627,378873.0
2021-03-26,40.1019,40.743,39.5756,40.3985,380242.0
2021-03-27,40.1019,40.743,39.5756,40.3985,380242.0
2021-03-28,40.1019,40.743,39.5756,40.3985,380242.0
2021-03-29,40.1402,40.5516,39.5756,39.6139,266961.0
2021-03-30,39.5565,39.9966,39.0207,39.7478,124333.0
2021-03-31,39.9488,40.4224,39.4895,39.5469,245959.0
2021-04-01,39.6043,40.5516,39.4321,40.2645,221774.0
2021-04-02,39.6043,40.5516,39.4321,40.2645,221774.0
2021-04-03,39.6043,40.5516,39.4321,40.2645,221774.0
2021-04-04,39.6043,40.5516,39.4321,40.2645,221774.0
2021-04-05,40.5612,40.8387,40.3028,40.7047,128135.0
2021-04-06,40.8674,42.14,40.8505,41.6424,350127.0
2021-04-07,41.6424,41.9103,41.164,41.4989,154715.0
2021-04-08,41.8242,41.8816,41.2788,41.5563,174014.0
2021-04-09,41.5467,41.829,41.0874,41.7285,132232.0
2021-04-10,41.5467,41.829,41.0874,41.7285,132232.0
2021-04-11,41.5467,41.829,41.0874,41.7285,132232.0
2021-04-12,41.6807,42.5036,41.3745,42.3696,181764.0
2021-04-13,42.494,42.494,41.7094,42.0634,191337.0
2021-04-14,41.8625,42.7428,41.8625,42.4079,110046.0
2021-04-15,42.695,42.695,42.0156,42.1113,138759.0
2021-04-16,42.4079,42.4749,41.5276,41.9103,233705.0
2021-04-17,42.4079,42.4749,41.5276,41.9103,233705.0
2021-04-18,42.4079,42.4749,41.5276,41.9103,233705.0
2021-04-19,41.7668,42.0253,41.231,41.6424,104335.0
2021-04-20,41.7285,41.7572,40.8961,41.2023,96968.0
2021-04-21,41.1736,42.3122,41.1736,42.2931,136983.0
2021-04-22,42.3983,42.628,41.6807,41.8529,276328.0
2021-04-23,41.8625,42.695,41.8338,42.0252,239951.0
2021-04-24,41.8625,42.695,41.8338,42.0252,239951.0
2021-04-25,41.8625,42.695,41.8338,42.0252,239951.0
2021-04-26,42.3409,42.3696,40.9726,41.1544,207997.0
2021-04-27,41.585,42.1974,40.8674,41.3649,286252.0
2021-04-28,41.6233,41.6233,40.9056,41.3458,169755.0
2021-04-29,41.5563,41.7955,41.2501,41.4319,73987.0
2021-04-30,41.1066,41.355,40.3602,40.4846,435341.0
2021-05-01,41.1066,41.355,40.3602,40.4846,435341.0
2021-05-02,41.1066,41.355,40.3602,40.4846,435341.0
2021-05-03,40.7143,41.4415,40.5612,41.231,157642.0
2021-05-04,41.0779,41.1353,40.5707,40.8482,215534.0
2021-05-05,41.3936,41.7572,40.81,41.0587,318018.0
2021-05-06,45.7282,49.3834,44.6565,49.326,1175494.0
2021-05-07,48.704,49.5939,47.3644,49.4408,731247.0
2021-05-08,48.704,49.5939,47.3644,49.4408,731247.0
2021-05-09,48.704,49.5939,47.3644,49.4408,731247.0
2021-05-10,50.7134,51.1918,49.1538,49.5269,533009.0
2021-05-11,49.0485,49.5078,48.2543,48.7327,352654.0
2021-05-12,48.5222,49.2207,47.6515,47.8429,322690.0
2021-05-13,47.8811,49.0963,47.8811,48.5892,232297.0
2021-05-14,49.2973,50.6847,48.9911,50.3594,547057.0
2021-05-15,49.2973,50.6847,48.9911,50.3594,547057.0
2021-05-16,49.2973,50.6847,48.9911,50.3594,547057.0
2021-05-17,50.2159,51.6607,49.613,51.2014,1089388.0
2021-05-18,50.9144,51.1297,50.0245,50.1106,693885.0
2021-05-19,49.5269,49.7757,48.1108,49.0007,415819.0
2021-05-20,49.0963,49.2925,48.5031,49.1346,235150.0
2021-05-21,49.4887,49.4887,48.5701,48.9911,384453.0
2021-05-22,49.4887,49.4887,48.5701,48.9911,384453.0
2021-05-23,49.4887,49.4887,48.5701,48.9911,384453.0
2021-05-24,49.0485,49.8523,48.8476,49.1538,400704.0
2021-05-25,49.4887,49.6609,48.5806,49.0294,319433.0
2021-05-26,49.2973,50.6464,49.2494,50.4551,291042.0
2021-05-27,50.9335,51.6033,50.857,50.9622,231956.0
2021-05-28,50.8091,51.278,50.3691,50.9048,336831.0
2021-05-29,50.8091,51.278,50.3691,50.9048,336831.0
2021-05-30,50.8091,51.278,50.3691,50.9048,336831.0
2021-05-31,50.8091,51.278,50.3691,50.9048,336831.0
2021-06-01,51.1344,51.6033,50.8378,51.278,289937.0
2021-06-02,51.4502,51.8617,50.9747,51.7373,214202.0
2021-06-03,51.4637,51.6787,50.264,50.3024,273816.0
2021-06-04,50.1968,50.1968,49.1063,49.477,202055.0
2021-06-05,50.1968,50.1968,49.1063,49.477,202055.0
2021-06-06,50.1968,50.1968,49.1063,49.477,202055.0
2021-06-07,49.477,50.4368,49.333,49.6498,187636.0
2021-06-08,49.9953,50.168,49.2178,49.9665,170581.0
2021-06-09,49.9185,50.13,49.3234,49.3618,127368.0
2021-06-10,49.4578,49.6593,48.2389,48.3636,229289.0
2021-06-11,48.3252,48.8147,48.1141,48.546,264377.0
2021-06-12,48.3252,48.8147,48.1141,48.546,264377.0
2021-06-13,48.3252,48.8147,48.1141,48.546,264377.0
2021-06-14,48.3828,48.546,47.4134,47.8741,259365.0
2021-06-15,47.9221,47.9221,47.1543,47.6822,198762.0
2021-06-16,47.4039,47.4039,46.6552,47.1159,188004.0
2021-06-17,47.0295,47.0295,45.4939,45.993,159634.0
2021-06-18,45.6762,45.7242,45.0236,45.5323,316926.0
2021-06-19,45.6762,45.7242,45.0236,45.5323,316926.0
2021-06-20,45.6762,45.7242,45.0236,45.5323,316926.0
2021-06-21,45.7626,47.0775,45.7626,46.3097,146596.0
2021-06-22,46.1273,46.876,45.3499,46.7032,192062.0
2021-06-23,46.588,46.7896,46.1369,46.5784,254880.0
2021-06-24,46.9911,47.2407,46.6658,47.0679,197673.0
2021-06-25,47.3271,48.1333,47.2215,47.3367,492190.0
2021-06-26,47.3271,48.1333,47.2215,47.3367,492190.0
2021-06-27,47.3271,48.1333,47.2215,47.3367,492190.0
2021-06-28,47.3271,47.7494,47.1516,47.4422,115383.0
2021-06-29,47.519,48.0853,47.4134,47.5286,131764.0
2021-06-30,47.3751,47.8262,47.2887,47.4134,202905.0
2021-07-01,47.6342,47.6822,47.1247,47.4134,359971.0
2021-07-02,47.5574,47.759,46.9432,47.4422,119289.0
2021-07-03,47.5574,47.759,46.9432,47.4422,119289.0
2021-07-04,47.5574,47.759,46.9432,47.4422,119289.0
2021-07-05,47.5574,47.759,46.9432,47.4422,119289.0
2021-07-06,47.519,47.6534,46.588,47.3655,133195.0
2021-07-07,47.1447,48.0661,47.1159,47.4998,121407.0
2021-07-08,46.9528,48.0421,46.5208,47.5286,197876.0
2021-07-09,48.0373,48.45,47.9413,48.2773,113831.0
2021-07-10,48.0373,48.45,47.9413,48.2773,113831.0
2021-07-11,48.0373,48.45,47.9413,48.2773,113831.0
2021-07-12,48.2773,48.3924,47.9797,48.2773,93500.0
2021-07-13,48.1141,48.5167,48.0181,48.2005,115202.0
2021-07-14,48.3444,48.7859,47.8166,47.9413,99030.0
2021-07-15,47.9317,48.1765,46.8472,47.3463,116979.0
2021-07-16,47.5094,47.5574,46.5304,46.5304,118453.0
2021-07-17,47.5094,47.5574,46.5304,46.5304,118453.0
2021-07-18,47.5094,47.5574,46.5304,46.5304,118453.0
2021-07-19,46.0889,47.1255,45.8586,46.6456,129854.0
2021-07-20,46.8664,48.5268,46.3577,47.9317,222080.0
2021-07-21,48.4212,48.546,47.9797,48.3732,100846.0
2021-07-22,48.2869,48.3684,47.5478,47.8358,128951.0
2021-07-23,48.0085,49.0163,47.9413,49.0067,82333.0
2021-07-24,48.0085,49.0163,47.9413,49.0067,82333.0
2021-07-25,48.0085,49.0163,47.9413,49.0067,82333.0
2021-07-26,49.3906,49.5826,49.1603,49.2562,83782.0
2021-07-27,49.0067,49.0067,48.0757,48.3732,162493.0
2021-07-28,48.6228,49.1219,48.0901,48.7955,87866.0
2021-07-29,49.0547,49.8129,49.0547,49.1123,95124.0
2021-07-30,49.1603,49.621,48.8915,49.1699,105050.0
2021-07-31,49.1603,49.621,48.8915,49.1699,105050.0
2021-08-01,49.1603,49.621,48.8915,49.1699,105050.0
2021-08-02,49.5634,50.2544,49.1987,49.9089,155289.0
2021-08-03,50.2448,51.6173,49.9282,51.291,247134.0
2021-08-04,50.6959,51.8381,50.6959,51.3486,218283.0
2021-08-05,51.6845,54.5639,50.408,50.6671,387416.0
2021-08-06,50.8687,52.7307,50.504,52.3851,206881.0
2021-08-07,50.8687,52.7307,50.504,52.3851,206881.0
2021-08-08,50.8687,52.7307,50.504,52.3851,206881.0
2021-08-09,52.6347,53.009,51.8285,52.1356,185993.0
2021-08-10,52.3276,52.5291,50.9359,51.7133,162256.0
2021-08-11,51.8093,51.8093,50.6191,51.2334,186324.0
2021-08-12,51.5405,52.0732,50.9839,51.7229,124202.0
2021-08-13,51.8285,51.982,51.0318,51.195,86489.0
2021-08-14,51.8285,51.982,51.0318,51.195,86489.0
2021-08-15,51.8285,51.982,51.0318,51.195,86489.0
2021-08-16,51.195,52.0876,50.3888,51.6653,125026.0
2021-08-17,51.2526,51.6365,49.4962,49.9761,136254.0
2021-08-18,50.312,51.0031,48.4308,48.69,206500.0
2021-08-19,48.5844,49.1603,48.2293,48.45,161261.0
2021-08-20,48.4884,49.3522,48.4884,49.2178,137944.0
2021-08-21,48.4884,49.3522,48.4884,49.2178,137944.0
2021-08-22,48.4884,49.3522,48.4884,49.2178,137944.0
2021-08-23,49.6306,50.1152,48.9203,49.1699,343258.0
2021-08-24,49.3138,50.2592,49.3138,50.216,121649.0
2021-08-25,50.2832,50.552,49.7303,49.9185,89732.0
2021-08-26,49.7073,49.8801,48.9875,49.0163,125852.0
2021-08-27,48.8531,50.0241,48.6516,49.6785,158530.0
2021-08-28,48.8531,50.0241,48.6516,49.6785,158530.0
2021-08-29,48.8531,50.0241,48.6516,49.6785,158530.0
2021-08-30,49.3234,49.8705,48.9875,49.0739,97614.0
2021-08-31,48.9587,49.1507,47.807,47.9509,145620.0
2021-09-01,48.3924,48.4116,47.5112,47.9029,108126.0
2021-09-02,48.0618,48.6107,47.224,47.4841,107331.0
2021-09-03,47.4648,48.4663,47.3396,48.0907,159478.0
2021-09-04,47.4648,48.4663,47.3396,48.0907,159478.0
2021-09-05,47.4648,48.4663,47.3396,48.0907,159478.0
2021-09-06,47.4648,48.4663,47.3396,48.0907,159478.0
2021-09-07,48.3507,48.5626,47.5803,47.6381,426798.0
2021-09-08,47.5515,48.7263,46.9544,48.1774,346120.0
2021-09-09,48.1485,49.0826,47.7248,48.7359,215075.0
2021-09-10,48.967,49.747,48.7552,48.89,205611.0
2021-09-11,48.967,49.747,48.7552,48.89,205611.0
2021-09-12,48.967,49.747,48.7552,48.89,205611.0
2021-09-13,49.1307,49.1307,47.9752,48.6781,116433.0
2021-09-14,48.7552,48.7552,48.0811,48.2159,168913.0
2021-09-15,48.2352,50.1804,48.1389,49.853,230857.0
2021-09-16,49.9589,50.7485,49.8963,49.9685,173930.0
2021-09-17,50.1707,50.2093,48.4374,48.8129,650973.0
2021-09-18,50.1707,50.2093,48.4374,48.8129,650973.0
2021-09-19,50.1707,50.2093,48.4374,48.8129,650973.0
2021-09-20,48.187,48.9478,47.3107,47.9078,147964.0
2021-09-21,48.3315,48.4278,47.4744,47.5996,127586.0
2021-09-22,47.5707,48.3892,47.3781,47.8018,157666.0
2021-09-23,47.8789,48.8539,47.8259,48.7167,344355.0
2021-09-24,48.6011,49.6122,48.2737,49.1404,567753.0
2021-09-25,48.6011,49.6122,48.2737,49.1404,567753.0
2021-09-26,48.6011,49.6122,48.2737,49.1404,567753.0
2021-09-27,49.2078,49.7374,48.0522,48.1292,210368.0
2021-09-28,48.0618,48.37,46.9352,47.0603,122790.0
2021-09-29,47.0603,47.4166,46.3189,46.3863,175510.0
2021-09-30,46.5692,46.9255,44.7492,44.9707,221467.0
2021-10-01,45.0863,46.7618,44.9322,46.4344,213732.0
2021-10-02,45.0863,46.7618,44.9322,46.4344,213732.0
2021-10-03,45.0863,46.7618,44.9322,46.4344,213732.0
2021-10-04,46.3381,47.8115,46.2707,47.8018,283384.0
2021-10-05,48.1581,48.8129,47.3396,47.4166,165210.0
2021-10-06,46.9352,47.1615,45.5677,46.0011,153800.0
2021-10-07,46.444,47.6478,46.2514,47.1759,181916.0
2021-10-08,47.4744,47.5033,45.9529,46.3285,104493.0
2021-10-09,47.4744,47.5033,45.9529,46.3285,104493.0
2021-10-10,47.4744,47.5033,45.9529,46.3285,104493.0
2021-10-11,46.2322,46.7618,45.1633,45.2211,105104.0
2021-10-12,45.5485,46.3622,45.1151,45.2885,246101.0
2021-10-13,45.404,45.847,44.7685,45.6544,463620.0
2021-10-14,46.0974,46.7618,46.0974,46.4922,128218.0
2021-10-15,47.224,47.3396,45.8277,45.8566,138298.0
2021-10-16,47.224,47.3396,45.8277,45.8566,138298.0
2021-10-17,47.224,47.3396,45.8277,45.8566,138298.0
2021-10-18,46.2033,46.7811,45.7989,46.5692,128985.0
2021-10-19,46.7426,47.0026,46.0877,46.4537,167352.0
2021-10-20,46.5692,47.0122,46.4248,46.7522,107418.0
2021-10-21,46.6366,48.1581,46.6366,47.927,165880.0
2021-10-22,48.2544,48.7455,47.9559,48.2737,116414.0
2021-10-23,48.2544,48.7455,47.9559,48.2737,116414.0
2021-10-24,48.2544,48.7455,47.9559,48.2737,116414.0
2021-10-25,48.1678,48.8129,48.0811,48.447,122508.0
2021-10-26,48.5529,48.7648,48.11,48.1581,131396.0
2021-10-27,48.0618,48.3989,47.3252,47.4455,177007.0
2021-10-28,47.6766,48.1485,47.667,47.9078,235159.0
2021-10-29,47.9078,49.2174,47.6934,49.0537,348953.0
2021-10-30,47.9078,49.2174,47.6934,49.0537,348953.0
2021-10-31,47.9078,49.2174,47.6934,49.0537,348953.0
2021-11-01,49.2463,51.0567,49.2463,50.97,262468.0
2021-11-02,51.0856,51.5093,50.3344,50.633,217269.0
2021-11-03,50.7774,52.7226,50.633,52.6841,275232.0
2021-11-04,52.9633,55.13,51.6152,53.0982,344431.0
2021-11-05,53.5989,55.7271,52.8382,55.3034,310208.0
2021-11-06,53.5989,55.7271,52.8382,55.3034,310208.0
2021-11-07,53.5989,55.7271,52.8382,55.3034,310208.0
2021-11-08,55.5152,55.6789,54.5137,55.1493,282835.0
2021-11-09,55.1782,55.5152,53.9648,54.2152,217745.0
2021-11-10,53.9263,54.8315,53.4498,53.6759,131326.0
2021-11-11,53.6374,53.832,52.9633,53.0019,106220.0
2021-11-12,53.2908,53.6663,52.8671,52.9152,117855.0
2021-11-13,53.2908,53.6663,52.8671,52.9152,117855.0
2021-11-14,53.2908,53.6663,52.8671,52.9152,117855.0
2021-11-15,53.2234,53.7722,53.1415,53.4159,131023.0
2021-11-16,53.3004,54.5426,53.3004,54.2248,151890.0
2021-11-17,53.7145,54.2634,53.3967,54.1189,114849.0
2021-11-18,54.3693,54.5523,53.9167,54.3885,128280.0
2021-11-19,54.0708,55.0534,53.9937,54.3597,168349.0
2021-11-20,54.0708,55.0534,53.9937,54.3597,168349.0
2021-11-21,54.0708,55.0534,53.9937,54.3597,168349.0
2021-11-22,54.3789,55.5249,54.1574,54.793,233848.0
2021-11-23,54.7063,54.7352,53.5122,53.8782,139928.0
2021-11-24,53.3678,54.4463,53.1848,54.09,97893.0
2021-11-25,53.3678,54.4463,53.1848,54.09,97893.0
2021-11-26,52.7226,53.493,51.7982,52.6745,147406.0
2021-11-27,52.7226,53.493,51.7982,52.6745,147406.0
2021-11-28,52.7226,53.493,51.7982,52.6745,147406.0
2021-11-29,53.1848,54.0708,52.9826,53.2041,165247.0
2021-11-30,53.1367,53.3678,52.347,52.3663,302318.0
2021-12-01,53.2522,53.5315,51.1626,51.1915,245636.0
2021-12-02,51.602,53.0317,51.602,52.8095,188921.0
2021-12-03,52.9254,53.3766,50.7713,51.7566,223174.0
2021-12-04,52.9254,53.3766,50.7713,51.7566,223174.0
2021-12-05,52.9254,53.3766,50.7713,51.7566,223174.0
2021-12-06,52.3845,53.8334,52.1526,53.1379,181591.0
2021-12-07,53.5533,54.5386,53.5533,54.1425,159145.0
2021-12-08,53.3794,54.4227,52.9496,54.0363,295829.0
2021-12-09,53.9976,54.5579,53.1089,53.1572,174556.0
2021-12-10,53.4953,53.7755,52.8433,53.2345,151715.0
2021-12-11,53.4953,53.7755,52.8433,53.2345,151715.0
2021-12-12,53.4953,53.7755,52.8433,53.2345,151715.0
2021-12-13,53.0413,53.3021,52.085,52.2009,228620.0
2021-12-14,51.9208,52.626,51.3026,51.4475,307683.0
2021-12-15,51.5634,52.4086,50.781,52.1913,251338.0
2021-12-16,52.4907,52.6598,50.5201,50.5395,229992.0
2021-12-17,50.4429,50.7085,49.5928,49.6604,341642.0
2021-12-18,50.4429,50.7085,49.5928,49.6604,341642.0
2021-12-19,50.4429,50.7085,49.5928,49.6604,341642.0
2021-12-20,49.0326,49.1195,47.4387,48.424,269203.0
2021-12-21,49.2161,50.1338,48.9843,49.9212,197605.0
2021-12-22,49.8633,50.5298,49.7233,50.1724,137077.0
2021-12-23,50.3753,50.7375,49.8826,49.9309,146510.0
2021-12-24,50.3753,50.7375,49.8826,49.9309,146510.0
2021-12-25,50.3753,50.7375,49.8826,49.9309,146510.0
2021-12-26,50.3753,50.7375,49.8826,49.9309,146510.0
2021-12-27,50.2304,50.781,49.9261,50.5878,174202.0
2021-12-28,50.5395,51.1722,50.3366,50.6361,169069.0
2021-12-29,50.7133,51.2736,50.4912,51.2639,175518.0
2021-12-30,51.3799,51.8242,51.2253,51.3026,120879.0
2021-12-31,51.1384,51.7662,50.9355,51.2736,101020.0
2022-01-01,51.1384,51.7662,50.9355,51.2736,101020.0
2022-01-02,51.1384,51.7662,50.9355,51.2736,101020.0
2022-01-03,51.4861,51.8049,50.1241,50.6071,168852.0
2022-01-04,50.8486,51.148,50.3559,50.6264,123675.0
2022-01-05,50.6361,50.752,49.0615,49.1388,201582.0
2022-01-06,49.2547,49.7667,48.7862,49.2161,143134.0
2022-01-07,49.0809,49.361,48.1245,48.1632,157853.0
2022-01-08,49.0809,49.361,48.1245,48.1632,157853.0
2022-01-09,49.0809,49.361,48.1245,48.1632,157853.0
2022-01-10,47.7478,48.424,46.9847,48.424,165616.0
2022-01-11,48.424,49.3417,47.97,49.303,187982.0
2022-01-12,49.3803,50.1531,49.3803,49.6508,183164.0
2022-01-13,50.0082,50.3559,48.6558,48.8683,171551.0
2022-01-14,48.366,48.7379,46.9074,47.6029,179785.0
2022-01-15,48.366,48.7379,46.9074,47.6029,179785.0
2022-01-16,48.366,48.7379,46.9074,47.6029,179785.0
2022-01-17,48.366,48.7379,46.9074,47.6029,179785.0
2022-01-18,47.7768,47.7961,45.7869,46.2795,336704.0
2022-01-19,46.3955,46.7335,45.8932,46.4727,180161.0
2022-01-20,46.7722,47.3614,46.1733,46.3955,731136.0
2022-01-21,46.3665,46.4824,45.159,45.4971,268877.0
2022-01-22,46.3665,46.4824,45.159,45.4971,268877.0
2022-01-23,46.3665,46.4824,45.159,45.4971,268877.0
2022-01-24,44.7533,47.0137,44.5215,46.8301,245557.0
2022-01-25,46.2506,46.7818,44.9417,45.3715,467473.0
2022-01-26,46.0574,46.4244,42.831,43.3816,346481.0
2022-01-27,43.9033,44.8113,42.6717,42.8987,588120.0
2022-01-28,43.1884,44.1641,41.8554,44.1544,352817.0
2022-01-29,43.1884,44.1641,41.8554,44.1544,352817.0
2022-01-30,43.1884,44.1641,41.8554,44.1544,352817.0
2022-01-31,43.9805,45.3715,43.8453,45.1107,286046.0
2022-02-01,45.2073,45.7579,44.2679,45.4971,319643.0
2022-02-02,45.4295,45.7193,44.6857,44.8306,273018.0
2022-02-03,44.2993,45.3329,44.0385,44.2317,164754.0
2022-02-04,44.3573,44.6954,43.4203,43.5845,293553.0
2022-02-05,44.3573,44.6954,43.4203,43.5845,293553.0
2022-02-06,44.3573,44.6954,43.4203,43.5845,293553.0
2022-02-07,43.6328,44.0771,43.1112,43.5942,227538.0
2022-02-08,43.5845,44.2607,43.285,44.1061,195865.0
2022-02-09,44.705,45.13,44.5311,44.6567,199948.0
2022-02-10,43.9129,45.3474,43.9129,44.3862,301239.0
2022-02-11,44.4345,44.792,42.406,42.6958,229991.0
2022-02-12,44.4345,44.792,42.406,42.6958,229991.0
2022-02-13,44.4345,44.792,42.406,42.6958,229991.0
2022-02-14,42.8697,43.4782,42.4804,42.6861,115976.0
2022-02-15,43.1788,43.5169,42.8214,43.0532,191913.0
2022-02-16,42.7924,42.8214,42.1645,42.464,219099.0
2022-02-17,42.1549,42.4253,41.0875,41.2372,181417.0
2022-02-18,41.1503,41.8602,40.6866,40.9281,147004.0
2022-02-19,41.1503,41.8602,40.6866,40.9281,147004.0
2022-02-20,41.1503,41.8602,40.6866,40.9281,147004.0
2022-02-21,41.1503,41.8602,40.6866,40.9281,147004.0
2022-02-22,40.8315,41.3,40.2229,40.6286,207997.0
2022-02-23,41.1986,41.4014,40.4161,40.4934,281377.0
2022-02-24,39.5467,41.9713,39.4888,41.6719,273832.0
2022-02-25,41.6719,42.5316,41.2372,42.2418,231757.0
2022-02-26,41.6719,42.5316,41.2372,42.2418,231757.0
2022-02-27,41.6719,42.5316,41.2372,42.2418,231757.0
2022-02-28,41.6719,42.8021,41.5946,42.3094,314714.0
2022-03-01,42.1259,43.2174,40.8991,42.0293,508442.0
2022-03-02,42.6475,45.0141,42.2949,43.8453,725749.0
2022-03-03,43.9612,44.0095,42.0003,42.3481,246206.0
2022-03-04,41.8264,42.4157,41.3048,41.6622,356654.0
2022-03-05,41.8264,42.4157,41.3048,41.6622,356654.0
2022-03-06,41.8264,42.4157,41.3048,41.6622,356654.0
2022-03-07,41.7395,41.8554,39.9911,40.5224,668402.0
2022-03-08,40.4644,41.5656,39.9669,40.2036,380866.0
2022-03-09,41.0826,42.3674,41.0826,42.0776,165280.0
2022-03-10,41.3695,42.0679,40.7778,41.2046,260508.0
2022-03-11,41.5635,41.6993,40.4383,40.7778,246945.0
2022-03-12,41.5635,41.6993,40.4383,40.7778,246945.0
2022-03-13,41.5635,41.6993,40.4383,40.7778,246945.0
2022-03-14,41.0009,41.8642,40.7002,41.0203,210517.0
2022-03-15,41.3695,41.6314,40.2831,40.8748,178861.0
2022-03-16,41.2434,42.291,41.0688,42.0485,189913.0
2022-03-17,41.612,42.3977,41.2531,42.3686,159144.0
2022-03-18,42.4462,43.3191,41.798,43.0378,313198.0
2022-03-19,42.4462,43.3191,41.798,43.0378,313198.0
2022-03-20,42.4462,43.3191,41.798,43.0378,313198.0
2022-03-21,42.873,43.3385,42.1164,42.5044,175411.0
2022-03-22,42.8148,43.1154,42.194,42.388,147865.0
2022-03-23,42.0097,42.5529,40.4674,40.7099,222151.0
2022-03-24,40.739,40.739,39.2355,39.6332,200597.0
2022-03-25,39.9339,40.2443,39.5944,40.1279,207710.0
2022-03-26,39.9339,40.2443,39.5944,40.1279,207710.0
2022-03-27,39.9339,40.2443,39.5944,40.1279,207710.0
2022-03-28,39.8854,40.2055,39.4198,39.7593,252508.0
2022-03-29,40.254,41.5926,40.254,41.224,367002.0
2022-03-30,41.1949,41.3171,40.2831,40.3122,126984.0
2022-03-31,40.1182,40.5741,38.9445,39.0512,229064.0
2022-04-01,39.284,39.8466,39.1094,39.7496,289173.0
2022-04-02,39.284,39.8466,39.1094,39.7496,289173.0
2022-04-03,39.284,39.8466,39.1094,39.7496,289173.0
2022-04-04,40.2055,41.2337,39.9,40.7584,441161.0
2022-04-05,40.7196,41.3404,39.7981,40.0406,309587.0
2022-04-06,39.5459,39.8466,38.5469,39.672,233962.0
2022-04-07,39.672,39.8538,38.7312,39.5168,292544.0
2022-04-08,39.672,40.7778,39.6504,40.06,229757.0
2022-04-09,39.672,40.7778,39.6504,40.06,229757.0
2022-04-10,39.672,40.7778,39.6504,40.06,229757.0
2022-04-11,39.7399,40.2443,39.3201,39.6332,164252.0
2022-04-12,39.7981,40.3339,39.4198,39.6041,426762.0
2022-04-13,39.5459,40.5644,39.5071,40.3316,163912.0
2022-04-14,40.351,40.739,40.0018,40.3219,213637.0
2022-04-15,40.351,40.739,40.0018,40.3219,213637.0
2022-04-16,40.351,40.739,40.0018,40.3219,213637.0
2022-04-17,40.351,40.739,40.0018,40.3219,213637.0
2022-04-18,40.0891,40.7681,39.769,40.2152,252147.0
2022-04-19,40.3219,41.8448,40.3219,41.6217,275719.0
2022-04-20,42.0679,42.4947,41.5441,42.2328,209869.0
2022-04-21,42.6402,42.7566,41.2046,41.3113,168756.0
2022-04-22,41.0009,41.0009,39.284,39.3907,338969.0
2022-04-23,41.0009,41.0009,39.284,39.3907,338969.0
2022-04-24,41.0009,41.0009,39.284,39.3907,338969.0
2022-04-25,39.1094,40.4189,38.9948,40.2734,232050.0
2022-04-26,39.7205,39.8078,38.4014,38.4693,249027.0
2022-04-27,38.4887,39.4974,38.4111,38.8185,186616.0
2022-04-28,39.284,39.9048,38.4959,39.6526,254744.0
2022-04-29,39.3907,40.3316,39.3907,39.5168,361783.0
2022-04-30,39.3907,40.3316,39.3907,39.5168,361783.0
2022-05-01,39.3907,40.3316,39.3907,39.5168,361783.0
2022-05-02,39.4489,41.1173,39.1288,41.0785,568357.0
2022-05-03,40.836,42.9312,40.5644,41.9806,893916.0
2022-05-04,41.903,42.1164,40.4917,41.8739,380331.0
2022-05-05,41.709,41.8933,39.5459,40.2249,561910.0
2022-05-06,39.9339,40.0697,38.4693,39.2064,375374.0
2022-05-07,39.9339,40.0697,38.4693,39.2064,375374.0
2022-05-08,39.9339,40.0697,38.4693,39.2064,375374.0
2022-05-09,38.5566,40.1861,38.5032,39.4586,336035.0
2022-05-10,39.9242,40.5935,38.8088,39.1579,398698.0
2022-05-11,39.478,40.5887,38.6439,38.6924,299610.0
2022-05-12,38.4499,40.4674,38.4499,39.8272,322206.0
2022-05-13,40.1085,41.2919,39.9727,41.2725,270576.0
2022-05-14,40.1085,41.2919,39.9727,41.2725,270576.0
2022-05-15,40.1085,41.2919,39.9727,41.2725,270576.0
2022-05-16,40.933,41.1561,40.2055,40.933,206585.0
2022-05-17,41.5053,41.903,41.0009,41.6799,220971.0
2022-05-18,40.9815,41.2482,39.0512,39.769,398593.0
2022-05-19,39.2743,39.2937,38.4014,38.4305,248391.0
2022-05-20,38.9445,39.0803,37.4896,38.4887,383170.0
2022-05-21,38.9445,39.0803,37.4896,38.4887,383170.0
2022-05-22,38.9445,39.0803,37.4896,38.4887,383170.0
2022-05-23,38.8185,38.9445,38.0522,38.285,177377.0
2022-05-24,37.7224,37.7806,36.3353,36.8494,260173.0
2022-05-25,36.5681,38.2268,36.345,37.6739,337625.0
2022-05-26,38.1492,39.0512,38.1492,38.7118,293765.0
2022-05-27,38.6439,40.0115,38.6439,39.9824,319651.0
2022-05-28,38.6439,40.0115,38.6439,39.9824,319651.0
2022-05-29,38.6439,40.0115,38.6439,39.9824,319651.0
2022-05-30,38.6439,40.0115,38.6439,39.9824,319651.0
