,MDU US Equity,MDU US Equity,MDU US Equity,MDU US Equity,MDU US Equity
2021-03-07,18.5815,19.2055,18.5248,19.1556,1214043.0
2021-03-08,19.3303,19.48,19.0495,19.3178,1049874.0
2021-03-09,19.2679,19.4669,18.9528,19.0121,978751.0
2021-03-10,19.0513,19.7299,19.0136,19.6545,1199979.0
2021-03-11,19.5917,19.6671,19.3693,19.4283,879516.0
2021-03-12,19.4786,19.8368,19.4158,19.7739,980428.0
2021-03-13,19.4786,19.8368,19.4158,19.7739,980428.0
2021-03-14,19.4786,19.8368,19.4158,19.7739,980428.0
2021-03-15,19.8305,20.1824,19.7928,20.1824,678424.0
2021-03-16,20.0253,20.0818,19.8116,19.8368,687989.0
2021-03-17,19.8305,19.8305,19.4346,19.4786,1078382.0
2021-03-18,19.466,19.6545,19.3624,19.4283,959102.0
2021-03-19,19.4158,19.6734,19.1016,19.3027,3675155.0
2021-03-20,19.4158,19.6734,19.1016,19.3027,3675155.0
2021-03-21,19.4158,19.6734,19.1016,19.3027,3675155.0
2021-03-22,19.3781,19.4472,18.5864,18.7372,2324705.0
2021-03-23,18.6869,19.2558,18.6743,18.9885,1499040.0
2021-03-24,19.0702,19.6294,19.0451,19.2775,3620295.0
2021-03-25,19.3655,19.9059,19.1644,19.8053,1609659.0
2021-03-26,19.8996,20.0221,19.4723,19.6608,1356196.0
2021-03-27,19.8996,20.0221,19.4723,19.6608,1356196.0
2021-03-28,19.8996,20.0221,19.4723,19.6608,1356196.0
2021-03-29,19.5226,19.9687,19.5226,19.7865,1141900.0
2021-03-30,19.8179,20.0253,19.6168,19.843,1006138.0
2021-03-31,19.7928,19.9781,19.5729,19.8619,1528300.0
2021-04-01,19.8745,19.9939,19.7174,19.9813,1276610.0
2021-04-02,19.8745,19.9939,19.7174,19.9813,1276610.0
2021-04-03,19.8745,19.9939,19.7174,19.9813,1276610.0
2021-04-04,19.8745,19.9939,19.7174,19.9813,1276610.0
2021-04-05,20.0755,20.1572,19.9216,20.063,1071142.0
2021-04-06,20.0253,20.2263,19.8179,19.8933,1358383.0
2021-04-07,19.931,19.975,19.5791,19.7237,1989312.0
2021-04-08,19.6545,19.8933,19.554,19.8242,1416020.0
2021-04-09,19.8242,20.019,19.7551,19.9624,919155.0
2021-04-10,19.8242,20.019,19.7551,19.9624,919155.0
2021-04-11,19.8242,20.019,19.7551,19.9624,919155.0
2021-04-12,20.0944,20.2703,20.0567,20.1321,1000536.0
2021-04-13,20.107,20.352,19.975,20.2263,913693.0
2021-04-14,20.1132,20.3928,20.1132,20.2829,735493.0
2021-04-15,20.3332,20.5091,20.2955,20.4463,712522.0
2021-04-16,20.5531,20.7039,20.4211,20.641,837427.0
2021-04-17,20.5531,20.7039,20.4211,20.641,837427.0
2021-04-18,20.5531,20.7039,20.4211,20.641,837427.0
2021-04-19,20.7353,20.7604,20.5217,20.7541,1001156.0
2021-04-20,20.6787,20.8484,20.4902,20.773,884518.0
2021-04-21,20.7353,21.0275,20.6473,20.9803,973341.0
2021-04-22,20.9803,21.106,20.8924,20.9364,867503.0
2021-04-23,20.9489,21.1374,20.8107,21.0118,1096296.0
2021-04-24,20.9489,21.1374,20.8107,21.0118,1096296.0
2021-04-25,20.9489,21.1374,20.8107,21.0118,1096296.0
2021-04-26,21.0495,21.1563,20.9929,21.062,938351.0
2021-04-27,21.0306,21.0715,20.773,20.8295,802293.0
2021-04-28,20.8672,20.8798,20.6348,20.7667,1098193.0
2021-04-29,20.8044,21.1186,20.7667,21.0369,825689.0
2021-04-30,20.9426,21.15,20.9175,21.0243,3030623.0
2021-05-01,20.9426,21.15,20.9175,21.0243,3030623.0
2021-05-02,20.9426,21.15,20.9175,21.0243,3030623.0
2021-05-03,21.2066,21.3636,21.0557,21.1312,616582.0
2021-05-04,21.1312,21.4296,21.1312,21.4076,1037608.0
2021-05-05,21.4956,21.5207,21.0934,21.3762,999120.0
2021-05-06,21.3762,21.659,21.2694,21.3636,755589.0
2021-05-07,21.4265,21.7281,21.2882,21.7092,916601.0
2021-05-08,21.4265,21.7281,21.2882,21.7092,916601.0
2021-05-09,21.4265,21.7281,21.2882,21.7092,916601.0
2021-05-10,21.8412,22.0045,21.6275,21.6527,591258.0
2021-05-11,21.5773,21.6087,21.3134,21.4705,891531.0
2021-05-12,21.5207,21.5207,20.8044,20.8044,667605.0
2021-05-13,20.8484,21.5616,20.7604,21.4767,766668.0
2021-05-14,21.5898,21.7595,21.483,21.6464,658164.0
2021-05-15,21.5898,21.7595,21.483,21.6464,658164.0
2021-05-16,21.5898,21.7595,21.483,21.6464,658164.0
2021-05-17,21.4579,21.6841,21.4233,21.6024,472680.0
2021-05-18,21.4956,21.7092,21.2694,21.3008,598124.0
2021-05-19,21.2191,21.2945,20.8672,21.0683,1099937.0
2021-05-20,21.0683,21.2317,20.9646,21.106,623554.0
2021-05-21,21.1123,21.3385,21.0369,21.2882,581050.0
2021-05-22,21.1123,21.3385,21.0369,21.2882,581050.0
2021-05-23,21.1123,21.3385,21.0369,21.2882,581050.0
2021-05-24,21.439,21.4893,21.2882,21.4139,497664.0
2021-05-25,21.3951,21.4045,21.0934,21.1249,744253.0
2021-05-26,21.2003,21.3605,21.1437,21.2003,811787.0
2021-05-27,21.3699,21.3699,21.0683,21.0746,747231.0
2021-05-28,21.1374,21.194,21.0055,21.15,542594.0
2021-05-29,21.1374,21.194,21.0055,21.15,542594.0
2021-05-30,21.1374,21.194,21.0055,21.15,542594.0
2021-05-31,21.1374,21.194,21.0055,21.15,542594.0
2021-06-01,21.2945,21.3636,21.0652,21.1814,786381.0
2021-06-02,21.2505,21.2694,21.0777,21.1626,583306.0
2021-06-03,21.1186,21.4265,21.0306,21.3448,746082.0
2021-06-04,21.4642,21.4705,21.2097,21.238,568020.0
2021-06-05,21.4642,21.4705,21.2097,21.238,568020.0
2021-06-06,21.4642,21.4705,21.2097,21.238,568020.0
2021-06-07,21.2694,21.3636,21.0997,21.1877,624506.0
2021-06-08,21.0495,21.1374,20.9175,21.0934,748833.0
2021-06-09,21.0318,21.1836,20.9369,21.1014,617417.0
2021-06-10,21.095,21.1519,20.918,20.9243,620818.0
2021-06-11,20.9875,21.1266,20.9401,21.0824,1238705.0
2021-06-12,20.9875,21.1266,20.9401,21.0824,1238705.0
2021-06-13,20.9875,21.1266,20.9401,21.0824,1238705.0
2021-06-14,21.0508,21.1203,20.6587,20.7852,654699.0
2021-06-15,20.7915,20.8484,20.6714,20.7599,1076589.0
2021-06-16,20.7789,20.9116,20.3931,20.5892,1245180.0
2021-06-17,20.5702,20.5702,19.9189,19.9442,1268981.0
2021-06-18,19.5142,19.7165,19.3498,19.3814,2379305.0
2021-06-19,19.5142,19.7165,19.3498,19.3814,2379305.0
2021-06-20,19.5142,19.7165,19.3498,19.3814,2379305.0
2021-06-21,19.5521,19.9315,19.4825,19.8683,1981201.0
2021-06-22,19.8873,19.8873,19.5395,19.609,1117743.0
2021-06-23,19.5837,19.647,19.4509,19.5015,1165264.0
2021-06-24,19.5837,19.9947,19.4003,19.9189,1733129.0
2021-06-25,19.9884,20.2414,19.8272,20.1845,1943641.0
2021-06-26,19.9884,20.2414,19.8272,20.1845,1943641.0
2021-06-27,19.9884,20.2414,19.8272,20.1845,1943641.0
2021-06-28,20.1339,20.1339,19.7228,19.9442,1006497.0
2021-06-29,19.9758,20.0643,19.5679,19.609,1104495.0
2021-06-30,19.5774,19.8461,19.5395,19.8177,1061007.0
2021-07-01,19.9315,20.235,19.8177,20.0074,1126489.0
2021-07-02,19.9884,20.0074,19.7861,19.9252,648632.0
2021-07-03,19.9884,20.0074,19.7861,19.9252,648632.0
2021-07-04,19.9884,20.0074,19.7861,19.9252,648632.0
2021-07-05,19.9884,20.0074,19.7861,19.9252,648632.0
2021-07-06,19.8556,19.9252,19.3624,19.7165,803870.0
2021-07-07,19.6723,19.862,19.6723,19.8177,607727.0
2021-07-08,19.5648,19.7292,19.4446,19.5078,606082.0
2021-07-09,19.7228,19.8493,19.59,19.7545,1232415.0
2021-07-10,19.7228,19.8493,19.59,19.7545,1232415.0
2021-07-11,19.7228,19.8493,19.59,19.7545,1232415.0
2021-07-12,19.6912,19.9663,19.5648,19.862,991018.0
2021-07-13,19.862,20.0106,19.647,19.6659,875831.0
2021-07-14,19.6659,19.8651,19.5173,19.7734,733216.0
2021-07-15,19.6849,19.824,19.6122,19.7545,848467.0
2021-07-16,19.843,20.02,19.8013,19.8303,725500.0
2021-07-17,19.843,20.02,19.8013,19.8303,725500.0
2021-07-18,19.843,20.02,19.8013,19.8303,725500.0
2021-07-19,19.6217,19.7418,19.1095,19.2739,895406.0
2021-07-20,19.2612,19.9663,19.2486,19.7861,1231605.0
2021-07-21,19.8873,20.0453,19.7481,19.7481,641120.0
2021-07-22,19.7039,19.7734,19.5078,19.647,806383.0
2021-07-23,19.7798,19.9347,19.6975,19.8873,571424.0
2021-07-24,19.7798,19.9347,19.6975,19.8873,571424.0
2021-07-25,19.7798,19.9347,19.6975,19.8873,571424.0
2021-07-26,19.9505,20.077,19.7608,19.843,497496.0
2021-07-27,19.7418,20.1016,19.6596,19.9252,984739.0
2021-07-28,19.9631,20.2983,19.8114,20.2287,796578.0
2021-07-29,20.3362,20.3868,20.2097,20.2161,736570.0
2021-07-30,20.1528,20.4184,19.9947,20.058,2049399.0
2021-07-31,20.1528,20.4184,19.9947,20.058,2049399.0
2021-08-01,20.1528,20.4184,19.9947,20.058,2049399.0
2021-08-02,20.058,20.469,20.058,20.1655,991425.0
2021-08-03,20.2287,20.5322,19.9758,20.5196,1230704.0
2021-08-04,20.3552,20.4911,19.9872,20.4564,1283526.0
2021-08-05,20.3931,20.6903,19.7956,20.3425,1896772.0
2021-08-06,20.5512,20.9369,20.4943,20.7915,1179542.0
2021-08-07,20.5512,20.9369,20.4943,20.7915,1179542.0
2021-08-08,20.5512,20.9369,20.4943,20.7915,1179542.0
2021-08-09,20.7915,20.9116,20.7156,20.8042,703485.0
2021-08-10,20.8168,20.8547,20.6777,20.6967,1337508.0
2021-08-11,20.8042,21.0824,20.6714,20.9939,1200851.0
2021-08-12,21.0508,21.0508,20.6967,20.7978,860605.0
2021-08-13,20.8674,20.9433,20.7283,20.8547,716702.0
2021-08-14,20.8674,20.9433,20.7283,20.8547,716702.0
2021-08-15,20.8674,20.9433,20.7283,20.8547,716702.0
2021-08-16,20.8105,20.9932,20.7409,20.7915,832544.0
2021-08-17,20.7915,20.7915,20.3805,20.6334,678488.0
2021-08-18,20.5892,20.6397,20.4184,20.45,552697.0
2021-08-19,20.3172,20.5006,20.1528,20.2793,872210.0
2021-08-20,20.3109,20.4943,20.1781,20.488,1543792.0
2021-08-21,20.3109,20.4943,20.1781,20.488,1543792.0
2021-08-22,20.3109,20.4943,20.1781,20.488,1543792.0
2021-08-23,20.5259,20.5765,20.2761,20.3994,672077.0
2021-08-24,20.4121,20.4437,20.2414,20.3678,712942.0
2021-08-25,20.4311,20.6967,20.3363,20.5892,588136.0
2021-08-26,20.5386,20.5386,20.2572,20.273,683018.0
2021-08-27,20.2983,20.5133,20.2983,20.45,667513.0
2021-08-28,20.2983,20.5133,20.2983,20.45,667513.0
2021-08-29,20.2983,20.5133,20.2983,20.45,667513.0
2021-08-30,20.5133,20.5133,20.2382,20.3109,549929.0
2021-08-31,20.2667,20.45,20.2445,20.3425,570429.0
2021-09-01,20.4058,20.5828,20.2983,20.5133,606374.0
2021-09-02,20.5765,20.6777,20.5006,20.6144,536771.0
2021-09-03,20.6081,20.6081,20.3299,20.3425,512847.0
2021-09-04,20.6081,20.6081,20.3299,20.3425,512847.0
2021-09-05,20.6081,20.6081,20.3299,20.3425,512847.0
2021-09-06,20.6081,20.6081,20.3299,20.3425,512847.0
2021-09-07,20.3299,20.3299,19.9821,20.0011,662300.0
2021-09-08,19.9517,20.1994,19.9326,20.1172,838206.0
2021-09-09,20.0472,20.1491,19.9008,19.9072,684593.0
2021-09-10,19.9836,20.0281,19.608,19.6398,718092.0
2021-09-11,19.9836,20.0281,19.608,19.6398,718092.0
2021-09-12,19.9836,20.0281,19.608,19.6398,718092.0
2021-09-13,19.8308,19.9072,19.5252,19.6207,819119.0
2021-09-14,19.6716,19.678,19.3179,19.6398,1237251.0
2021-09-15,19.6143,19.9444,19.6016,19.7926,1004929.0
2021-09-16,19.8308,19.9263,19.3278,19.3406,1133063.0
2021-09-17,19.3406,19.5443,19.0668,19.0796,2824887.0
2021-09-18,19.3406,19.5443,19.0668,19.0796,2824887.0
2021-09-19,19.3406,19.5443,19.0668,19.0796,2824887.0
2021-09-20,18.7294,18.9904,18.6212,18.7994,916444.0
2021-09-21,18.9331,19.0223,18.723,18.7358,581626.0
2021-09-22,18.8631,18.9713,18.6467,18.6849,755851.0
2021-09-23,18.7039,19.0032,18.653,18.7676,449562.0
2021-09-24,18.7676,18.8676,18.7167,18.7549,595077.0
2021-09-25,18.7676,18.8676,18.7167,18.7549,595077.0
2021-09-26,18.7676,18.8676,18.7167,18.7549,595077.0
2021-09-27,18.8886,19.3915,18.844,19.1941,1377938.0
2021-09-28,19.175,19.3215,18.9331,19.0923,1102590.0
2021-09-29,19.0987,19.2642,18.9904,19.1305,724660.0
2021-09-30,19.1305,19.2451,18.8822,18.8886,714729.0
2021-10-01,18.9268,19.5125,18.9268,19.2896,945698.0
2021-10-02,18.9268,19.5125,18.9268,19.2896,945698.0
2021-10-03,18.9268,19.5125,18.9268,19.2896,945698.0
2021-10-04,19.2833,19.6207,19.2833,19.4297,797599.0
2021-10-05,19.5125,19.7416,19.366,19.4488,665970.0
2021-10-06,19.3087,19.608,19.2132,19.608,669486.0
2021-10-07,19.7162,19.8817,19.6525,19.6971,647835.0
2021-10-08,19.6271,19.7926,19.6016,19.6334,379526.0
2021-10-09,19.6271,19.7926,19.6016,19.6334,379526.0
2021-10-10,19.6271,19.7926,19.6016,19.6334,379526.0
2021-10-11,19.6398,19.6398,19.2323,19.2451,286606.0
2021-10-12,19.2323,19.4997,19.1623,19.4106,483100.0
2021-10-13,19.417,19.5093,19.2492,19.3979,433087.0
2021-10-14,19.5061,19.7544,19.4297,19.6971,511335.0
2021-10-15,19.7862,19.8944,19.6971,19.7098,464206.0
2021-10-16,19.7862,19.8944,19.6971,19.7098,464206.0
2021-10-17,19.7862,19.8944,19.6971,19.7098,464206.0
2021-10-18,19.5889,19.678,19.4934,19.5061,453104.0
2021-10-19,19.6271,19.6589,19.4552,19.6589,445633.0
2021-10-20,19.6016,20.0345,19.5889,19.8626,337702.0
2021-10-21,19.8626,19.8785,19.6143,19.6843,438890.0
2021-10-22,19.7926,19.9517,19.7798,19.8562,346650.0
2021-10-23,19.7926,19.9517,19.7798,19.8562,346650.0
2021-10-24,19.7926,19.9517,19.7798,19.8562,346650.0
2021-10-25,19.8976,19.9836,19.678,19.8817,425316.0
2021-10-26,19.9135,20.13,19.818,19.9454,379487.0
2021-10-27,19.9517,19.9835,19.4934,19.5252,635895.0
2021-10-28,19.5761,19.7989,19.5698,19.7926,577331.0
2021-10-29,19.7098,19.9517,19.5379,19.5634,1220130.0
2021-10-30,19.7098,19.9517,19.5379,19.5634,1220130.0
2021-10-31,19.7098,19.9517,19.5379,19.5634,1220130.0
2021-11-01,19.6334,19.9326,19.5188,19.7989,626592.0
2021-11-02,19.8881,19.8881,19.5188,19.6589,477410.0
2021-11-03,19.5889,19.8435,19.5507,19.7926,697460.0
2021-11-04,18.9077,19.0604,17.8579,18.1119,1559198.0
2021-11-05,18.1883,18.6053,18.1183,18.3474,857352.0
2021-11-06,18.1883,18.6053,18.1183,18.3474,857352.0
2021-11-07,18.1883,18.6053,18.1183,18.3474,857352.0
2021-11-08,18.4429,18.5957,18.2456,18.5002,1122308.0
2021-11-09,18.513,18.5639,18.1756,18.1947,734096.0
2021-11-10,18.2647,18.6148,18.2488,18.5002,742421.0
2021-11-11,18.4493,18.5321,18.2328,18.4939,749058.0
2021-11-12,18.583,18.6148,18.3729,18.3984,603994.0
2021-11-13,18.583,18.6148,18.3729,18.3984,603994.0
2021-11-14,18.583,18.6148,18.3729,18.3984,603994.0
2021-11-15,18.4939,18.6085,18.3156,18.5766,981719.0
2021-11-16,18.6085,18.6086,18.3347,18.3665,967215.0
2021-11-17,18.2583,18.3506,17.9527,18.3092,1259308.0
2021-11-18,18.2392,18.2647,17.9082,17.9973,835313.0
2021-11-19,17.94,18.2392,17.8445,18.1246,1271110.0
2021-11-20,17.94,18.2392,17.8445,18.1246,1271110.0
2021-11-21,17.94,18.2392,17.8445,18.1246,1271110.0
2021-11-22,18.1246,18.4684,18.0864,18.3411,697495.0
2021-11-23,18.4366,18.6212,18.3729,18.5894,663857.0
2021-11-24,18.5894,18.6976,18.5006,18.653,811910.0
2021-11-25,18.5894,18.6976,18.5006,18.653,811910.0
2021-11-26,18.2965,18.322,17.8891,18.0037,624095.0
2021-11-27,18.2965,18.322,17.8891,18.0037,624095.0
2021-11-28,18.2965,18.322,17.8891,18.0037,624095.0
2021-11-29,18.131,18.2138,17.9487,18.01,950337.0
2021-11-30,17.8254,17.8763,17.3288,17.3352,1677824.0
2021-12-01,17.6408,18.0673,17.4371,17.4498,808538.0
2021-12-02,17.5644,17.7999,17.5389,17.6408,1000327.0
2021-12-03,17.7554,17.9427,17.6981,17.9018,1046520.0
2021-12-04,17.7554,17.9427,17.6981,17.9018,1046520.0
2021-12-05,17.7554,17.9427,17.6981,17.9018,1046520.0
2021-12-06,18.0801,18.4525,18.0801,18.1819,1715799.0
2021-12-07,18.2074,18.4238,18.0924,18.2647,806267.0
2021-12-08,18.2438,18.401,18.1348,18.3721,709310.0
2021-12-09,18.2951,18.5582,18.2182,18.3657,758207.0
2021-12-10,18.4812,18.5517,18.308,18.3336,1197041.0
2021-12-11,18.4812,18.5517,18.308,18.3336,1197041.0
2021-12-12,18.4812,18.5517,18.308,18.3336,1197041.0
2021-12-13,18.2887,18.4234,18.1861,18.308,1078011.0
2021-12-14,18.3657,18.6319,18.2951,18.3336,1144922.0
2021-12-15,18.5133,19.1207,18.4363,19.0649,1252700.0
2021-12-16,19.0778,19.4306,18.9302,18.9687,1096219.0
2021-12-17,18.9238,19.0264,18.6672,18.7698,2206583.0
2021-12-18,18.9238,19.0264,18.6672,18.7698,2206583.0
2021-12-19,18.9238,19.0264,18.6672,18.7698,2206583.0
2021-12-20,18.5774,18.6993,18.1604,18.4812,699276.0
2021-12-21,18.5902,18.8148,18.5004,18.7506,825010.0
2021-12-22,18.7634,18.9039,18.6865,18.8597,410872.0
2021-12-23,18.9302,19.0264,18.8789,18.9174,299820.0
2021-12-24,18.9302,19.0264,18.8789,18.9174,299820.0
2021-12-25,18.9302,19.0264,18.8789,18.9174,299820.0
2021-12-26,18.9302,19.0264,18.8789,18.9174,299820.0
2021-12-27,18.9174,19.1483,18.7634,19.1163,870502.0
2021-12-28,19.0649,19.5011,19.047,19.4883,857288.0
2021-12-29,19.5332,19.7962,19.5332,19.7192,631305.0
2021-12-30,19.8091,19.854,19.6423,19.7192,653818.0
2021-12-31,19.7,19.8572,19.7,19.7834,810863.0
2022-01-01,19.7,19.8572,19.7,19.7834,810863.0
2022-01-02,19.7,19.8572,19.7,19.7834,810863.0
2022-01-03,19.854,19.8604,19.4691,19.6743,993236.0
2022-01-04,19.8091,20.0624,19.8026,19.9374,1182178.0
2022-01-05,20.0015,20.2902,19.8155,19.8283,1210811.0
2022-01-06,19.9694,20.1106,19.8347,19.886,697909.0
2022-01-07,19.854,20.1972,19.854,20.1747,832851.0
2022-01-08,19.854,20.1972,19.854,20.1747,832851.0
2022-01-09,19.854,20.1972,19.854,20.1747,832851.0
2022-01-10,20.2709,20.3351,19.8572,19.9566,645588.0
2022-01-11,20.0207,20.0207,19.437,19.5717,810387.0
2022-01-12,19.5717,19.6359,19.3728,19.4177,774453.0
2022-01-13,19.3857,19.6743,19.2959,19.4819,666589.0
2022-01-14,19.437,19.5781,19.3344,19.5396,603201.0
2022-01-15,19.437,19.5781,19.3344,19.5396,603201.0
2022-01-16,19.437,19.5781,19.3344,19.5396,603201.0
2022-01-17,19.437,19.5781,19.3344,19.5396,603201.0
2022-01-18,19.4498,19.5685,19.1836,19.4242,817016.0
2022-01-19,19.4562,19.4787,18.9559,19.1676,760820.0
2022-01-20,19.1868,19.4947,18.943,18.9687,567884.0
2022-01-21,18.9559,19.0649,18.4812,18.5966,894746.0
2022-01-22,18.9559,19.0649,18.4812,18.5966,894746.0
2022-01-23,18.9559,19.0649,18.4812,18.5966,894746.0
2022-01-24,18.417,18.8083,18.1476,18.7057,1291464.0
2022-01-25,18.4812,18.8661,18.2631,18.6159,1285262.0
2022-01-26,18.6929,18.9687,18.4844,18.6095,1378202.0
2022-01-27,18.7827,18.9559,18.3721,18.494,1170403.0
2022-01-28,18.4812,18.6993,18.2823,18.6929,986333.0
2022-01-29,18.4812,18.6993,18.2823,18.6929,986333.0
2022-01-30,18.4812,18.6993,18.2823,18.6929,986333.0
2022-01-31,18.5389,18.8532,18.3978,18.8404,2227471.0
2022-02-01,18.7891,18.9623,18.4555,18.6993,820027.0
2022-02-02,18.7634,18.9366,18.6223,18.8853,855143.0
2022-02-03,18.8725,18.8725,18.4876,18.5517,733380.0
2022-02-04,18.4106,18.6031,18.2342,18.2951,887669.0
2022-02-05,18.4106,18.6031,18.2342,18.2951,887669.0
2022-02-06,18.4106,18.6031,18.2342,18.2951,887669.0
2022-02-07,18.3336,18.5646,18.2887,18.4234,750715.0
2022-02-08,18.5325,18.641,18.3593,18.4748,1025043.0
2022-02-09,18.6031,18.834,18.4812,18.6159,940443.0
2022-02-10,18.0386,18.2053,17.3361,17.4227,3166825.0
2022-02-11,17.3522,17.6007,17.3329,17.4676,2072060.0
2022-02-12,17.3522,17.6007,17.3329,17.4676,2072060.0
2022-02-13,17.3522,17.6007,17.3329,17.4676,2072060.0
2022-02-14,17.4548,17.6793,17.1533,17.3458,1854876.0
2022-02-15,17.4356,17.6922,17.4227,17.5318,1034775.0
2022-02-16,17.474,17.8333,17.3842,17.7371,1708378.0
2022-02-17,17.6344,17.8525,17.5382,17.7884,1306751.0
2022-02-18,17.7563,17.9038,17.6976,17.7114,1519925.0
2022-02-19,17.7563,17.9038,17.6976,17.7114,1519925.0
2022-02-20,17.7563,17.9038,17.6976,17.7114,1519925.0
2022-02-21,17.7563,17.9038,17.6976,17.7114,1519925.0
2022-02-22,17.6216,17.7371,17.2495,17.3458,1779759.0
2022-02-23,17.442,17.4612,16.9095,16.9609,1477702.0
2022-02-24,16.6914,16.9416,16.4797,16.9416,1427083.0
2022-02-25,17.0635,17.4612,16.9865,17.3907,1609140.0
2022-02-26,17.0635,17.4612,16.9865,17.3907,1609140.0
2022-02-27,17.0635,17.4612,16.9865,17.3907,1609140.0
2022-02-28,17.1918,17.442,17.0635,17.1726,3513748.0
2022-03-01,17.1918,17.2624,16.5182,16.608,1778371.0
2022-03-02,16.6016,17.2463,16.6016,17.1148,2190763.0
2022-03-03,17.1918,17.3393,16.9994,17.1918,4722101.0
2022-03-04,17.0314,17.1405,16.6818,16.9737,2289108.0
2022-03-05,17.0314,17.1405,16.6818,16.9737,2289108.0
2022-03-06,17.0314,17.1405,16.6818,16.9737,2289108.0
2022-03-07,17.0186,17.0186,16.3643,16.5054,2937251.0
2022-03-08,16.6786,17.0186,16.3579,16.6786,3378046.0
2022-03-09,16.9616,17.0489,16.6867,16.7675,1893488.0
2022-03-10,16.5735,16.7352,16.3147,16.6317,2182867.0
2022-03-11,16.7546,16.8322,16.2888,16.2953,1460788.0
2022-03-12,16.7546,16.8322,16.2888,16.2953,1460788.0
2022-03-13,16.7546,16.8322,16.2888,16.2953,1460788.0
2022-03-14,16.457,16.5821,16.3083,16.4635,1563545.0
2022-03-15,16.567,16.7029,16.4021,16.6576,1961428.0
2022-03-16,16.6058,16.8905,16.4441,16.7546,1893206.0
2022-03-17,16.7093,16.8355,16.5476,16.8193,1718134.0
2022-03-18,16.8193,16.8581,16.4667,16.664,3058973.0
2022-03-19,16.8193,16.8581,16.4667,16.664,3058973.0
2022-03-20,16.8193,16.8581,16.4667,16.664,3058973.0
2022-03-21,16.6511,17.1201,16.6511,16.9681,1579186.0
2022-03-22,17.0263,17.0975,16.6802,16.8452,1450703.0
2022-03-23,16.7611,16.8378,16.5282,16.5282,1077465.0
2022-03-24,16.5217,16.5476,16.4182,16.5282,1017079.0
2022-03-25,16.5088,16.7417,16.4894,16.5994,1125650.0
2022-03-26,16.5088,16.7417,16.4894,16.5994,1125650.0
2022-03-27,16.5088,16.7417,16.4894,16.5994,1125650.0
2022-03-28,16.567,16.7805,16.457,16.7481,1078569.0
2022-03-29,16.9293,17.0716,16.6576,17.0004,1099921.0
2022-03-30,16.9293,17.3239,16.9293,17.091,1846037.0
2022-03-31,17.0651,17.3498,17.0587,17.2398,1997951.0
2022-04-01,17.3174,17.4727,17.1188,17.3368,1943358.0
2022-04-02,17.3174,17.4727,17.1188,17.3368,1943358.0
2022-04-03,17.3174,17.4727,17.1188,17.3368,1943358.0
2022-04-04,17.3498,17.3627,16.884,17.1298,1358800.0
2022-04-05,17.0522,17.2883,16.9422,17.0004,2284343.0
2022-04-06,16.9228,17.3368,16.9034,17.201,1969994.0
2022-04-07,17.2592,17.2592,16.9616,17.1622,1857156.0
2022-04-08,17.2074,17.4403,17.1039,17.3368,2292194.0
2022-04-09,17.2074,17.4403,17.1039,17.3368,2292194.0
2022-04-10,17.2074,17.4403,17.1039,17.3368,2292194.0
2022-04-11,17.3692,17.5762,17.3368,17.5503,1952536.0
2022-04-12,17.6473,17.7767,17.5309,17.5826,2004731.0
2022-04-13,17.6732,17.7444,17.5309,17.615,1595552.0
2022-04-14,17.6215,17.7993,17.5632,17.5762,1588579.0
2022-04-15,17.6215,17.7993,17.5632,17.5762,1588579.0
2022-04-16,17.6215,17.7993,17.5632,17.5762,1588579.0
2022-04-17,17.6215,17.7993,17.5632,17.5762,1588579.0
2022-04-18,17.5438,17.822,17.4921,17.7638,1615857.0
2022-04-19,17.8673,17.932,17.7864,17.8931,1095947.0
2022-04-20,18.0743,18.2619,17.9708,18.1454,1091413.0
2022-04-21,18.2942,18.2942,17.8479,17.9126,1021816.0
2022-04-22,17.8349,17.8737,17.5632,17.6279,1202348.0
2022-04-23,17.8349,17.8737,17.5632,17.6279,1202348.0
2022-04-24,17.8349,17.8737,17.5632,17.6279,1202348.0
2022-04-25,17.602,17.6279,17.091,17.3498,2042761.0
2022-04-26,17.2915,17.3918,16.994,17.0263,1358129.0
2022-04-27,17.0198,17.2236,16.9649,17.0587,1301083.0
2022-04-28,17.091,17.3109,17.0392,17.201,2044996.0
2022-04-29,17.1427,17.2527,16.6252,16.664,4579914.0
2022-04-30,17.1427,17.2527,16.6252,16.664,4579914.0
2022-05-01,17.1427,17.2527,16.6252,16.664,4579914.0
2022-05-02,16.7287,16.7708,16.3891,16.6382,1998408.0
2022-05-03,16.7158,17.2268,16.6802,17.0522,1745922.0
2022-05-04,17.0781,17.3886,16.994,17.2592,2946588.0
2022-05-05,17.2074,17.2657,16.7029,16.8452,1573838.0
2022-05-06,16.774,16.8581,16.3697,16.5605,1572711.0
2022-05-07,16.774,16.8581,16.3697,16.5605,1572711.0
2022-05-08,16.774,16.8581,16.3697,16.5605,1572711.0
2022-05-09,16.4506,16.6123,16.1814,16.4506,1789701.0
2022-05-10,16.5929,16.6835,16.1207,16.2306,1840801.0
2022-05-11,16.2953,16.5411,16.1336,16.2565,1842218.0
2022-05-12,16.2436,16.4182,16.1336,16.4053,1755437.0
2022-05-13,16.457,16.8064,16.3535,16.7352,1925570.0
2022-05-14,16.457,16.8064,16.3535,16.7352,1925570.0
2022-05-15,16.457,16.8064,16.3535,16.7352,1925570.0
