,MED US Equity,MED US Equity,MED US Equity,MED US Equity,MED US Equity
2021-03-15,226.6269,228.6246,223.4323,225.3596,112579.0
2021-03-16,220.9593,224.99,216.6117,221.7249,126634.0
2021-03-17,218.8559,229.4255,218.2662,223.2474,178984.0
2021-03-18,221.1353,221.1353,206.5877,206.5877,180930.0
2021-03-19,209.6063,216.1013,209.3018,209.756,249639.0
2021-03-20,209.6063,216.1013,209.3018,209.756,249639.0
2021-03-21,209.6063,216.1013,209.3018,209.756,249639.0
2021-03-22,213.2322,214.8428,204.1235,204.4403,172274.0
2021-03-23,204.0003,209.6944,200.4756,203.0146,142716.0
2021-03-24,203.5163,204.7924,194.5395,194.5395,109073.0
2021-03-25,191.8641,199.952,189.9192,196.7045,137080.0
2021-03-26,196.7397,205.0388,192.4978,197.5934,128026.0
2021-03-27,196.7397,205.0388,192.4978,197.5934,128026.0
2021-03-28,196.7397,205.0388,192.4978,197.5934,128026.0
2021-03-29,195.1844,196.7875,183.3873,183.6618,184024.0
2021-03-30,183.0242,191.1802,179.3752,189.2239,124846.0
2021-03-31,190.9598,195.9993,186.6466,187.6031,173372.0
2021-04-01,190.7561,200.2505,189.3169,196.8849,122132.0
2021-04-02,190.7561,200.2505,189.3169,196.8849,122132.0
2021-04-03,190.7561,200.2505,189.3169,196.8849,122132.0
2021-04-04,190.7561,200.2505,189.3169,196.8849,122132.0
2021-04-05,199.6128,201.951,191.0484,194.405,97971.0
2021-04-06,196.389,203.7046,196.389,198.0629,100994.0
2021-04-07,196.7521,197.0621,190.5169,193.0323,98467.0
2021-04-08,193.9888,196.2915,192.1909,195.4944,56333.0
2021-04-09,196.6281,197.496,190.9864,195.9373,68173.0
2021-04-10,196.6281,197.496,190.9864,195.9373,68173.0
2021-04-11,196.6281,197.496,190.9864,195.9373,68173.0
2021-04-12,196.7875,205.4582,196.7875,203.7135,99698.0
2021-04-13,206.6008,211.6757,201.5878,207.2562,129559.0
2021-04-14,207.823,211.3657,206.8133,210.418,78036.0
2021-04-15,211.7022,211.7022,204.5991,208.133,83205.0
2021-04-16,208.133,212.7562,205.3608,209.984,63193.0
2021-04-17,208.133,212.7562,205.3608,209.984,63193.0
2021-04-18,208.133,212.7562,205.3608,209.984,63193.0
2021-04-19,208.3987,210.0283,203.2175,208.1064,73547.0
2021-04-20,207.2739,210.0549,202.3761,206.0339,83397.0
2021-04-21,205.476,211.2319,204.6966,210.9494,87838.0
2021-04-22,213.4116,214.2087,207.7167,208.8769,55216.0
2021-04-23,210.5154,212.0476,205.476,206.0251,94534.0
2021-04-24,210.5154,212.0476,205.476,206.0251,94534.0
2021-04-25,210.5154,212.0476,205.476,206.0251,94534.0
2021-04-26,207.0524,209.2578,204.4131,206.3351,69860.0
2021-04-27,206.831,208.4518,202.1458,203.7135,59210.0
2021-04-28,202.3938,202.3938,198.8848,200.2239,61787.0
2021-04-29,200.897,204.4751,198.178,200.5339,66515.0
2021-04-30,197.868,201.4107,196.9735,201.1273,99140.0
2021-05-01,197.868,201.4107,196.9735,201.1273,99140.0
2021-05-02,197.868,201.4107,196.9735,201.1273,99140.0
2021-05-03,202.6861,209.86,202.1901,207.3359,137918.0
2021-05-04,205.7594,205.7594,195.3129,199.2762,151819.0
2021-05-05,220.3375,234.5259,220.3375,223.4374,273600.0
2021-05-06,224.7128,236.935,221.9406,236.501,149124.0
2021-05-07,238.2458,247.076,238.0465,246.5003,179359.0
2021-05-08,238.2458,247.076,238.0465,246.5003,179359.0
2021-05-09,238.2458,247.076,238.0465,246.5003,179359.0
2021-05-10,247.9882,262.6018,247.1114,261.1316,266490.0
2021-05-11,258.0937,262.1678,249.0808,260.5736,175186.0
2021-05-12,260.3876,261.0785,242.3376,242.8956,177060.0
2021-05-13,243.2322,254.0816,243.2322,253.6477,130841.0
2021-05-14,256.2073,263.1598,248.3071,263.0446,159022.0
2021-05-15,256.2073,263.1598,248.3071,263.0446,159022.0
2021-05-16,256.2073,263.1598,248.3071,263.0446,159022.0
2021-05-17,264.3997,273.1767,263.5849,272.0785,157926.0
2021-05-18,273.6904,289.4464,273.4601,280.8821,216115.0
2021-05-19,276.6574,280.9264,271.5294,280.8201,126988.0
2021-05-20,281.6172,285.3313,270.1389,281.1389,113005.0
2021-05-21,283.9819,286.205,277.8442,277.8885,70711.0
2021-05-22,283.9819,286.205,277.8442,277.8885,70711.0
2021-05-23,283.9819,286.205,277.8442,277.8885,70711.0
2021-05-24,280.8732,292.9538,280.744,290.1108,106882.0
2021-05-25,292.3781,294.0432,283.8579,287.5246,121009.0
2021-05-26,288.4811,293.3258,288.2597,292.7324,117110.0
2021-05-27,291.8733,294.2912,288.7291,292.7412,105208.0
2021-05-28,292.1301,298.4627,291.3684,294.2646,86321.0
2021-05-29,292.1301,298.4627,291.3684,294.2646,86321.0
2021-05-30,292.1301,298.4627,291.3684,294.2646,86321.0
2021-05-31,292.1301,298.4627,291.3684,294.2646,86321.0
2021-06-01,296.1599,296.3371,290.2436,291.6607,90572.0
2021-06-02,291.6607,291.6696,282.7154,285.0182,136571.0
2021-06-03,283.0166,283.6542,277.9239,280.4924,81680.0
2021-06-04,284.4691,284.4868,272.787,276.8346,129177.0
2021-06-05,284.4691,284.4868,272.787,276.8346,129177.0
2021-06-06,284.4691,284.4868,272.787,276.8346,129177.0
2021-06-07,277.0383,279.117,269.4348,271.122,145045.0
2021-06-08,271.3877,272.9287,261.8933,264.5503,190223.0
2021-06-09,265.6839,267.8494,259.2894,259.8208,146911.0
2021-06-10,262.6284,262.6461,255.0337,257.1904,112110.0
2021-06-11,259.6259,260.7596,253.413,256.3932,129381.0
2021-06-12,259.6259,260.7596,253.413,256.3932,129381.0
2021-06-13,259.6259,260.7596,253.413,256.3932,129381.0
2021-06-14,255.5164,257.7306,246.084,247.9616,116228.0
2021-06-15,248.4222,252.4077,242.5015,249.919,126605.0
2021-06-16,247.9794,250.5035,239.3662,241.4962,95376.0
2021-06-17,239.5743,239.6275,229.1898,238.1218,154938.0
2021-06-18,234.7031,237.1657,231.1604,233.3481,175310.0
2021-06-19,234.7031,237.1657,231.1604,233.3481,175310.0
2021-06-20,234.7031,237.1657,231.1604,233.3481,175310.0
2021-06-21,234.1763,240.04,231.9787,236.536,98641.0
2021-06-22,236.5538,242.3508,234.1318,241.2912,85180.0
2021-06-23,243.0098,251.3357,241.6741,249.3232,106756.0
2021-06-24,252.0659,255.04,246.5538,247.9074,73355.0
2021-06-25,248.8869,249.3321,245.9572,246.1353,120906.0
2021-06-26,248.8869,249.3321,245.9572,246.1353,120906.0
2021-06-27,248.8869,249.3321,245.9572,246.1353,120906.0
2021-06-28,249.1095,249.1095,242.146,244.8352,87967.0
2021-06-29,245.0846,250.8904,243.0187,248.593,104003.0
2021-06-30,247.5512,253.7845,246.6874,251.9857,91689.0
2021-07-01,254.7373,257.0347,251.9056,254.9688,71221.0
2021-07-02,254.6749,257.0525,250.9483,254.6571,111711.0
2021-07-03,254.6749,257.0525,250.9483,254.6571,111711.0
2021-07-04,254.6749,257.0525,250.9483,254.6571,111711.0
2021-07-05,254.6749,257.0525,250.9483,254.6571,111711.0
2021-07-06,254.6749,260.3953,252.0035,253.0009,95885.0
2021-07-07,253.2591,257.0436,250.0623,256.6963,73708.0
2021-07-08,252.4131,252.4131,246.6802,248.3793,72358.0
2021-07-09,250.4096,255.0757,248.9848,253.0899,95127.0
2021-07-10,250.4096,255.0757,248.9848,253.0899,95127.0
2021-07-11,250.4096,255.0757,248.9848,253.0899,95127.0
2021-07-12,255.0133,255.0133,249.5369,252.3953,77517.0
2021-07-13,251.7809,253.9002,245.4808,246.2778,97318.0
2021-07-14,247.845,249.2609,237.5545,238.7177,69638.0
2021-07-15,236.7141,243.7845,236.4826,243.6331,63424.0
2021-07-16,246.2244,246.2244,234.292,236.2155,73634.0
2021-07-17,246.2244,246.2244,234.292,236.2155,73634.0
2021-07-18,246.2244,246.2244,234.292,236.2155,73634.0
2021-07-19,232.707,236.9902,231.0774,233.5975,74339.0
2021-07-20,235.7079,248.1745,235.7079,246.6607,99114.0
2021-07-21,248.4416,252.1371,244.3729,250.1959,58534.0
2021-07-22,252.7337,252.7337,244.5147,245.0846,51251.0
2021-07-23,247.2217,252.7111,246.4326,250.4986,54511.0
2021-07-24,247.2217,252.7111,246.4326,250.4986,54511.0
2021-07-25,247.2217,252.7111,246.4326,250.4986,54511.0
2021-07-26,251.0863,253.4372,245.788,253.1433,79633.0
2021-07-27,250.1157,251.1042,242.2083,244.1852,60290.0
2021-07-28,246.349,252.8846,243.1172,249.4301,56577.0
2021-07-29,249.8219,255.5208,249.4479,250.7123,59813.0
2021-07-30,251.959,257.9786,251.309,254.2386,95848.0
2021-07-31,251.959,257.9786,251.309,254.2386,95848.0
2021-08-01,251.959,257.9786,251.309,254.2386,95848.0
2021-08-02,256.4737,258.8691,248.6153,248.8335,82200.0
2021-08-03,249.7061,255.5966,245.9483,253.8824,105582.0
2021-08-04,250.6767,260.0445,249.7157,255.8058,154351.0
2021-08-05,263.0231,263.0231,230.3027,231.7987,230766.0
2021-08-06,231.9679,234.3099,224.764,231.122,161358.0
2021-08-07,231.9679,234.3099,224.764,231.122,161358.0
2021-08-08,231.9679,234.3099,224.764,231.122,161358.0
2021-08-09,230.6322,231.9412,216.6919,218.0053,205448.0
2021-08-10,218.4149,218.8634,213.1338,213.8379,118166.0
2021-08-11,215.5832,216.0018,209.2253,212.8406,106270.0
2021-08-12,210.9617,213.9893,208.2814,210.3205,83721.0
2021-08-13,208.2101,211.3802,208.2101,210.1603,89624.0
2021-08-14,208.2101,211.3802,208.2101,210.1603,89624.0
2021-08-15,208.2101,211.3802,208.2101,210.1603,89624.0
2021-08-16,207.9163,210.7799,206.8833,207.5156,86200.0
2021-08-17,204.8085,206.0641,195.7346,202.707,141261.0
2021-08-18,203.4461,204.853,198.0587,198.3437,75545.0
2021-08-19,195.9839,200.1157,194.2297,194.3277,103916.0
2021-08-20,195.5476,199.7417,194.9376,198.4684,79372.0
2021-08-21,195.5476,199.7417,194.9376,198.4684,79372.0
2021-08-22,195.5476,199.7417,194.9376,198.4684,79372.0
2021-08-23,199.3499,203.1612,199.3499,202.1638,80610.0
2021-08-24,202.2262,203.7889,196.5004,199.0383,127694.0
2021-08-25,198.5752,201.9056,197.6669,197.7916,107394.0
2021-08-26,199.5725,201.718,196.6696,198.0231,71210.0
2021-08-27,197.4176,206.6073,197.4176,206.3223,108805.0
2021-08-28,197.4176,206.6073,197.4176,206.3223,108805.0
2021-08-29,197.4176,206.6073,197.4176,206.3223,108805.0
2021-08-30,206.9902,209.2253,204.3633,206.0285,144186.0
2021-08-31,207.3018,208.3704,202.1505,202.9385,188384.0
2021-09-01,204.5325,209.2253,200.5075,204.488,101277.0
2021-09-02,206.3134,212.7961,205.8415,206.7319,189670.0
2021-09-03,204.7017,211.9145,202.1994,209.8041,127650.0
2021-09-04,204.7017,211.9145,202.1994,209.8041,127650.0
2021-09-05,204.7017,211.9145,202.1994,209.8041,127650.0
2021-09-06,204.7017,211.9145,202.1994,209.8041,127650.0
2021-09-07,209.9376,213.3214,209.0116,209.9465,109794.0
2021-09-08,208.5841,212.1905,206.5538,212.1549,138232.0
2021-09-09,211.8433,212.1282,206.1175,206.3579,148056.0
2021-09-10,208.13,210.7791,205.512,207.658,96778.0
2021-09-11,208.13,210.7791,205.512,207.658,96778.0
2021-09-12,208.13,210.7791,205.512,207.658,96778.0
2021-09-13,210.1514,210.1514,205.0222,207.7026,109208.0
2021-09-14,207.2484,208.1656,194.2119,195.2092,179039.0
2021-09-15,196.2066,197.8628,187.8673,194.8352,192067.0
2021-09-16,194.6839,195.788,191.959,191.9857,95604.0
2021-09-17,193.268,197.6313,192.4221,195.5031,276787.0
2021-09-18,193.268,197.6313,192.4221,195.5031,276787.0
2021-09-19,193.268,197.6313,192.4221,195.5031,276787.0
2021-09-20,190.9232,196.1126,190.7171,194.1229,91875.0
2021-09-21,195.8796,196.9827,190.7171,192.0794,89870.0
2021-09-22,192.2855,192.9667,186.4867,186.6122,145071.0
2021-09-23,187.5532,190.2062,186.3881,187.0782,158917.0
2021-09-24,188.1985,188.2613,182.2563,182.5521,157711.0
2021-09-25,188.1985,188.2613,182.2563,182.5521,157711.0
2021-09-26,188.1985,188.2613,182.2563,182.5521,157711.0
2021-09-27,182.57,191.0185,181.7454,188.4405,94901.0
2021-09-28,188.1537,188.2165,179.9798,180.8312,104904.0
2021-09-29,181.0553,184.3356,176.9907,177.9721,96657.0
2021-09-30,178.3575,178.5005,172.6483,172.6572,182936.0
2021-10-01,174.4229,175.364,170.1656,173.8493,188038.0
2021-10-02,174.4229,175.364,170.1656,173.8493,188038.0
2021-10-03,174.4229,175.364,170.1656,173.8493,188038.0
2021-10-04,173.8762,173.8762,167.4813,168.7854,137731.0
2021-10-05,169.5293,175.2609,169.2503,170.1029,116757.0
2021-10-06,169.0901,169.7533,165.3437,166.5357,126649.0
2021-10-07,169.2245,176.4709,169.1618,173.8851,118359.0
2021-10-08,174.7635,176.9951,171.743,172.1553,132407.0
2021-10-09,174.7635,176.9951,171.743,172.1553,132407.0
2021-10-10,174.7635,176.9951,171.743,172.1553,132407.0
2021-10-11,173.6252,176.5381,171.8058,172.0388,110825.0
2021-10-12,172.0388,175.5253,168.9915,169.6906,109796.0
2021-10-13,170.2911,171.3756,167.199,170.5869,239942.0
2021-10-14,174.3064,176.9414,169.3859,173.2488,238129.0
2021-10-15,176.8697,176.8697,170.7392,171.0977,81387.0
2021-10-16,176.8697,176.8697,170.7392,171.0977,81387.0
2021-10-17,176.8697,176.8697,170.7392,171.0977,81387.0
2021-10-18,170.1477,176.3678,169.4934,176.1168,137368.0
2021-10-19,179.0387,179.0387,174.88,176.5202,103483.0
2021-10-20,177.4612,182.3728,176.6456,178.1155,79420.0
2021-10-21,177.7749,181.1427,177.04,178.5995,69256.0
2021-10-22,178.5816,182.1846,177.5598,180.7416,66624.0
2021-10-23,178.5816,182.1846,177.5598,180.7416,66624.0
2021-10-24,178.5816,182.1846,177.5598,180.7416,66624.0
2021-10-25,181.3511,184.4835,180.5354,184.1026,137898.0
2021-10-26,184.6583,185.447,180.9836,181.3511,74778.0
2021-10-27,181.9426,181.9426,172.0388,172.2181,95815.0
2021-10-28,173.3832,179.8005,173.3832,177.4075,94182.0
2021-10-29,177.0131,178.7743,175.1612,175.9107,138202.0
2021-10-30,177.0131,178.7743,175.1612,175.9107,138202.0
2021-10-31,177.0131,178.7743,175.1612,175.9107,138202.0
2021-11-01,176.9862,190.4571,176.5465,189.7132,199162.0
2021-11-02,187.4546,190.6902,183.9592,190.1703,116000.0
2021-11-03,190.1883,195.297,189.2561,191.945,170943.0
2021-11-04,191.945,198.0396,191.945,193.4865,151445.0
2021-11-05,190.5557,203.9639,185.6307,199.142,381507.0
2021-11-06,190.5557,203.9639,185.6307,199.142,381507.0
2021-11-07,190.5557,203.9639,185.6307,199.142,381507.0
2021-11-08,199.151,211.2595,196.5518,197.0358,240998.0
2021-11-09,196.7938,201.3468,194.4724,200.9883,103884.0
2021-11-10,199.9038,203.2917,197.6407,199.6439,90554.0
2021-11-11,204.0535,206.4107,201.7053,204.7526,93395.0
2021-11-12,202.8436,206.9319,202.8436,203.6323,88873.0
2021-11-13,202.8436,206.9319,202.8436,203.6323,88873.0
2021-11-14,202.8436,206.9319,202.8436,203.6323,88873.0
2021-11-15,205.9536,206.7065,200.7911,205.4786,106641.0
2021-11-16,206.0522,209.3953,205.1828,206.4645,77588.0
2021-11-17,207.7641,208.9561,203.7398,204.0984,101607.0
2021-11-18,205.0753,206.7901,194.8578,195.6465,114614.0
2021-11-19,196.1485,202.0369,195.1177,197.932,101530.0
2021-11-20,196.1485,202.0369,195.1177,197.932,101530.0
2021-11-21,196.1485,202.0369,195.1177,197.932,101530.0
2021-11-22,197.8603,198.5863,192.5365,196.2022,102380.0
2021-11-23,194.804,197.3584,193.1278,196.5338,91622.0
2021-11-24,194.8399,198.9269,194.0422,197.3853,54942.0
2021-11-25,194.8399,198.9269,194.0422,197.3853,54942.0
2021-11-26,191.8822,194.096,186.3164,189.0859,72729.0
2021-11-27,191.8822,194.096,186.3164,189.0859,72729.0
2021-11-28,191.8822,194.096,186.3164,189.0859,72729.0
2021-11-29,192.0525,195.1715,187.0603,188.5571,84897.0
2021-11-30,186.5673,187.6877,180.8402,184.3984,99323.0
2021-12-01,188.1,190.4303,179.0745,179.3703,109832.0
2021-12-02,179.1193,184.488,177.5068,182.7403,95415.0
2021-12-03,182.6417,183.7665,176.2558,178.3934,109189.0
2021-12-04,182.6417,183.7665,176.2558,178.3934,109189.0
2021-12-05,182.6417,183.7665,176.2558,178.3934,109189.0
2021-12-06,181.3869,183.166,177.4164,182.812,78941.0
2021-12-07,185.7697,188.2165,181.9516,183.1794,136105.0
2021-12-08,182.5341,187.132,180.7954,186.3343,81333.0
2021-12-09,185.5814,186.2268,179.2359,179.4599,62327.0
2021-12-10,182.1487,182.1577,175.839,176.4216,59567.0
2021-12-11,182.1487,182.1577,175.839,176.4216,59567.0
2021-12-12,182.1487,182.1577,175.839,176.4216,59567.0
2021-12-13,176.0272,179.2448,172.3973,175.9466,127276.0
2021-12-14,176.3947,180.9477,176.3947,179.3344,144246.0
2021-12-15,181.4855,192.0256,180.9522,191.443,125563.0
2021-12-16,192.6978,194.4007,187.6697,188.7542,107766.0
2021-12-17,187.7414,192.6351,186.5136,189.9015,274364.0
2021-12-18,187.7414,192.6351,186.5136,189.9015,274364.0
2021-12-19,187.7414,192.6351,186.5136,189.9015,274364.0
2021-12-20,188.2863,196.9305,186.9239,195.8387,149883.0
2021-12-21,194.8552,197.12,181.14,184.9748,176108.0
2021-12-22,186.2832,188.8683,184.1447,187.0502,64267.0
2021-12-23,187.2577,187.2577,181.3837,184.253,112504.0
2021-12-24,187.2577,187.2577,181.3837,184.253,112504.0
2021-12-25,187.2577,187.2577,181.3837,184.253,112504.0
2021-12-26,187.2577,187.2577,181.3837,184.253,112504.0
2021-12-27,183.1431,187.4833,181.8167,187.2577,67367.0
2021-12-28,187.9525,189.3511,186.6125,187.4923,44600.0
2021-12-29,189.0443,193.7363,186.7975,192.4009,66419.0
2021-12-30,193.6732,195.162,189.8203,190.2444,76210.0
2021-12-31,191.1106,193.7251,186.1569,188.9721,91156.0
2022-01-01,191.1106,193.7251,186.1569,188.9721,91156.0
2022-01-02,191.1106,193.7251,186.1569,188.9721,91156.0
2022-01-03,188.6382,195.1169,188.6382,194.7469,101520.0
2022-01-04,195.3515,196.5876,189.8654,193.1408,80231.0
2022-01-05,193.0957,195.7575,188.5751,190.8579,139226.0
2022-01-06,189.3781,199.1953,188.6924,197.6253,180118.0
2022-01-07,197.5621,200.3097,193.6732,193.6732,157842.0
2022-01-08,197.5621,200.3097,193.6732,193.6732,157842.0
2022-01-09,197.5621,200.3097,193.6732,193.6732,157842.0
2022-01-10,191.652,193.4797,177.8556,178.045,236384.0
2022-01-11,177.3773,179.1774,172.4777,177.269,138388.0
2022-01-12,179.4256,187.9074,179.4256,187.2577,132757.0
2022-01-13,186.7163,194.2597,181.3114,183.0168,102044.0
2022-01-14,181.2934,185.417,179.6602,184.0364,75503.0
2022-01-15,181.2934,185.417,179.6602,184.0364,75503.0
2022-01-16,181.2934,185.417,179.6602,184.0364,75503.0
2022-01-17,181.2934,185.417,179.6602,184.0364,75503.0
2022-01-18,182.8183,186.2561,178.8842,183.7477,96462.0
2022-01-19,183.7116,185.8862,179.6331,182.3401,118432.0
2022-01-20,185.1824,185.1824,177.7202,177.9909,126143.0
2022-01-21,176.096,178.0351,171.6915,173.2718,105089.0
2022-01-22,176.096,178.0351,171.6915,173.2718,105089.0
2022-01-23,176.096,178.0351,171.6915,173.2718,105089.0
2022-01-24,172.4236,178.1443,168.6429,176.3036,142788.0
2022-01-25,172.6582,175.8795,170.5919,172.7304,124405.0
2022-01-26,175.7983,176.6013,167.8669,171.422,85382.0
2022-01-27,171.3228,174.4807,169.8249,171.2416,86912.0
2022-01-28,170.6641,173.7049,166.9285,173.0191,86405.0
2022-01-29,170.6641,173.7049,166.9285,173.0191,86405.0
2022-01-30,170.6641,173.7049,166.9285,173.0191,86405.0
2022-01-31,172.0446,179.588,170.646,179.2993,151642.0
2022-02-01,180.4632,184.1987,177.3863,179.2271,69254.0
2022-02-02,180.4091,182.0998,174.147,175.8434,107117.0
2022-02-03,173.0462,174.2012,167.2353,167.4879,74459.0
2022-02-04,167.8308,170.7363,166.0803,169.7618,115625.0
2022-02-05,167.8308,170.7363,166.0803,169.7618,115625.0
2022-02-06,167.8308,170.7363,166.0803,169.7618,115625.0
2022-02-07,169.7618,175.126,169.7618,173.0101,82378.0
2022-02-08,173.8854,177.3818,173.2628,176.9623,86203.0
2022-02-09,178.1714,181.2031,173.4252,174.1651,119559.0
2022-02-10,173.2447,176.7547,171.2867,172.2341,77229.0
2022-02-11,174.526,175.7171,169.9964,172.2702,69543.0
2022-02-12,174.526,175.7171,169.9964,172.2702,69543.0
2022-02-13,174.526,175.7171,169.9964,172.2702,69543.0
2022-02-14,171.8912,174.8855,168.7422,170.24,76616.0
2022-02-15,172.6221,175.3363,170.6821,172.1619,87631.0
2022-02-16,173.371,174.0117,169.7477,172.568,69384.0
2022-02-17,170.3483,171.8191,166.0262,166.9556,81745.0
2022-02-18,166.7571,168.5184,159.2769,159.7641,193143.0
2022-02-19,166.7571,168.5184,159.2769,159.7641,193143.0
2022-02-20,166.7571,168.5184,159.2769,159.7641,193143.0
2022-02-21,166.7571,168.5184,159.2769,159.7641,193143.0
2022-02-22,158.3655,166.9285,155.8345,164.9975,323668.0
2022-02-23,166.8383,166.8383,158.5595,158.952,150432.0
2022-02-24,152.9967,158.7355,150.0281,155.7759,275503.0
2022-02-25,157.382,161.368,150.4838,160.6664,149478.0
2022-02-26,157.382,161.368,150.4838,160.6664,149478.0
2022-02-27,157.382,161.368,150.4838,160.6664,149478.0
2022-02-28,158.2482,168.5166,158.2482,167.8308,288112.0
2022-03-01,167.4158,176.8269,164.9795,173.9575,341897.0
2022-03-02,173.9846,175.4689,171.1516,173.5696,92821.0
2022-03-03,173.8763,174.0297,168.3451,170.2671,110214.0
2022-03-04,168.7331,169.3648,162.7824,168.0384,132356.0
2022-03-05,168.7331,169.3648,162.7824,168.0384,132356.0
2022-03-06,168.7331,169.3648,162.7824,168.0384,132356.0
2022-03-07,164.8442,165.5931,158.8708,159.9536,164367.0
2022-03-08,160.4408,165.4036,156.1368,162.0921,140621.0
2022-03-09,160.6213,169.3106,160.6123,164.5915,108571.0
2022-03-10,163.3914,163.8967,156.1188,157.4813,122853.0
2022-03-11,158.8708,159.9536,155.4149,155.8751,86279.0
2022-03-12,158.8708,159.9536,155.4149,155.8751,86279.0
2022-03-13,158.8708,159.9536,155.4149,155.8751,86279.0
2022-03-14,154.9457,155.2772,145.6699,147.6099,119374.0
2022-03-15,147.5648,153.3938,146.6986,152.8885,96200.0
2022-03-16,154.2871,158.4197,152.6719,158.2392,83968.0
2022-03-17,157.4813,163.1298,157.3775,162.8861,84564.0
2022-03-18,162.8771,169.3124,162.8681,168.0654,185617.0
2022-03-19,162.8771,169.3124,162.8681,168.0654,185617.0
2022-03-20,162.8771,169.3124,162.8681,168.0654,185617.0
2022-03-21,169.3738,171.8117,160.4769,165.8187,125444.0
2022-03-22,167.8669,168.7331,161.6409,163.9238,147692.0
2022-03-23,161.9477,161.9477,157.6256,158.0858,87483.0
2022-03-24,158.4648,158.4648,152.1395,154.5217,117788.0
2022-03-25,154.4856,155.5954,152.2134,154.5126,91842.0
2022-03-26,154.4856,155.5954,152.2134,154.5126,91842.0
2022-03-27,154.4856,155.5954,152.2134,154.5126,91842.0
2022-03-28,153.5469,155.8701,153.1218,155.7607,86262.0
2022-03-29,158.257,161.6187,156.4296,160.9263,109608.0
2022-03-30,160.6804,160.6804,155.2232,155.8245,82055.0
2022-03-31,155.7881,157.4279,153.4285,155.5876,95246.0
2022-04-01,157.1455,161.3272,155.9766,160.653,124988.0
2022-04-02,157.1455,161.3272,155.9766,160.653,124988.0
2022-04-03,157.1455,161.3272,155.9766,160.653,124988.0
2022-04-04,161.3727,164.6798,160.4344,163.4135,120032.0
2022-04-05,164.5341,164.5341,160.0517,160.9628,143114.0
2022-04-06,159.1225,160.3342,155.9564,159.2409,178334.0
2022-04-07,159.7966,163.3315,156.5351,162.5844,128342.0
2022-04-08,161.7736,167.4494,161.7736,163.7323,85716.0
2022-04-09,161.7736,167.4494,161.7736,163.7323,85716.0
2022-04-10,161.7736,167.4494,161.7736,163.7323,85716.0
2022-04-11,163.0764,167.8138,163.0399,165.7184,104051.0
2022-04-12,167.1305,169.0346,163.5501,165.518,106305.0
2022-04-13,166.183,169.3284,166.1193,168.4789,87283.0
2022-04-14,168.9253,169.7358,165.8095,167.6863,68072.0
2022-04-15,168.9253,169.7358,165.8095,167.6863,68072.0
2022-04-16,168.9253,169.7358,165.8095,167.6863,68072.0
2022-04-17,168.9253,169.7358,165.8095,167.6863,68072.0
2022-04-18,168.3695,168.3695,162.6118,163.6321,121794.0
2022-04-19,163.6321,173.6445,163.6321,171.7222,127960.0
2022-04-20,172.8336,177.981,171.959,177.5802,155482.0
2022-04-21,179.5207,179.6481,169.7817,170.0914,89809.0
2022-04-22,170.9569,172.5785,161.1268,161.974,126872.0
2022-04-23,170.9569,172.5785,161.1268,161.974,126872.0
2022-04-24,170.9569,172.5785,161.1268,161.974,126872.0
2022-04-25,162.4204,171.0844,160.7441,170.5378,112186.0
2022-04-26,168.0507,168.8796,162.6755,163.0491,93078.0
2022-04-27,162.9853,168.1691,161.1246,165.436,89696.0
2022-04-28,167.1487,168.8433,161.8283,162.6482,119600.0
2022-04-29,162.63,166.4882,160.6348,162.4933,96340.0
2022-04-30,162.63,166.4882,160.6348,162.4933,96340.0
2022-05-01,162.63,166.4882,160.6348,162.4933,96340.0
2022-05-02,162.4842,165.6182,156.9223,159.0131,171423.0
2022-05-03,167.1487,176.6054,164.0239,171.3031,205884.0
2022-05-04,170.9113,175.7125,164.5341,174.9017,172240.0
2022-05-05,170.7109,172.8519,163.9874,166.7479,144529.0
2022-05-06,165.9735,168.4773,162.2838,165.3631,118575.0
2022-05-07,165.9735,168.4773,162.2838,165.3631,118575.0
2022-05-08,165.9735,168.4773,162.2838,165.3631,118575.0
2022-05-09,163.5319,168.1964,162.3783,164.8074,135603.0
2022-05-10,166.4746,166.7206,156.1069,160.4435,133657.0
2022-05-11,161.6825,162.5844,154.557,154.6948,89786.0
2022-05-12,154.7586,160.9537,154.4579,159.0496,94419.0
2022-05-13,161.892,166.4017,161.6187,162.9762,81121.0
2022-05-14,161.892,166.4017,161.6187,162.9762,81121.0
2022-05-15,161.892,166.4017,161.6187,162.9762,81121.0
2022-05-16,161.3454,161.3454,150.3446,150.5769,119723.0
2022-05-17,153.1734,153.1734,148.1535,149.8025,127348.0
2022-05-18,147.0238,148.4724,142.2044,144.4183,185925.0
2022-05-19,144.3454,150.9231,143.1428,148.7184,118557.0
2022-05-20,149.9301,149.9301,143.7441,148.3084,92919.0
2022-05-21,149.9301,149.9301,143.7441,148.3084,92919.0
2022-05-22,149.9301,149.9301,143.7441,148.3084,92919.0
2022-05-23,149.675,152.7315,146.5729,152.0255,154177.0
2022-05-24,151.8706,151.8706,141.2387,143.7441,125372.0
2022-05-25,142.3593,148.4724,140.9108,147.9167,109368.0
2022-05-26,149.9574,154.6278,149.4199,152.6267,130968.0
2022-05-27,154.877,158.0474,154.0343,157.7832,56371.0
2022-05-28,154.877,158.0474,154.0343,157.7832,56371.0
2022-05-29,154.877,158.0474,154.0343,157.7832,56371.0
2022-05-30,154.877,158.0474,154.0343,157.7832,56371.0
