,ETN US Equity,ETN US Equity,ETN US Equity,ETN US Equity,ETN US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-03-23,58.5653,59.0057,51.7619,53.0051,6097249.0
2020-03-24,56.5559,66.4376,56.1201,65.3366,5155932.0
2020-03-25,66.144,72.7685,63.6869,68.447,5259105.0
2020-03-26,69.9976,72.4474,67.7313,71.796,3073456.0
2020-03-27,67.0065,70.1995,65.988,68.392,2621388.0
2020-03-28,67.0065,70.1995,65.988,68.392,2621388.0
2020-03-29,67.0065,70.1995,65.988,68.392,2621388.0
2020-03-30,68.2818,72.218,67.8965,71.8602,2873415.0
2020-03-31,71.2638,72.5208,69.6123,71.2821,5641240.0
2020-04-01,66.5844,67.9286,65.2632,67.1074,3769692.0
2020-04-02,66.4652,68.8966,65.6761,67.5203,3162497.0
2020-04-03,68.0066,68.0066,64.5384,65.3733,2606693.0
2020-04-04,68.0066,68.0066,64.5384,65.3733,2606693.0
2020-04-05,68.0066,68.0066,64.5384,65.3733,2606693.0
2020-04-06,69.0067,71.4656,68.9333,71.0161,3109271.0
2020-04-07,74.4751,75.466,69.6719,69.8783,3372098.0
2020-04-08,70.8693,74.0439,69.8508,73.5301,3272812.0
2020-04-09,74.0347,77.8378,73.8604,74.7228,4472118.0
2020-04-10,74.0347,77.8378,73.8604,74.7228,4472118.0
2020-04-11,74.0347,77.8378,73.8604,74.7228,4472118.0
2020-04-12,74.0347,77.8378,73.8604,74.7228,4472118.0
2020-04-13,72.8511,73.3374,70.4091,71.9244,2238205.0
2020-04-14,73.8695,74.5393,72.1905,73.2548,1943416.0
2020-04-15,71.3464,71.5757,69.1718,69.493,2040536.0
2020-04-16,69.3645,69.9517,68.2176,69.5664,2960974.0
2020-04-17,72.0987,74.209,71.6767,72.7226,2450924.0
2020-04-18,72.0987,74.209,71.6767,72.7226,2450924.0
2020-04-19,72.0987,74.209,71.6767,72.7226,2450924.0
2020-04-20,71.1353,72.897,70.383,71.4656,2181204.0
2020-04-21,70.383,71.4381,69.548,70.5665,2400334.0
2020-04-22,72.4107,73.108,71.1032,71.2454,2639352.0
2020-04-23,72.2822,73.6677,71.5941,71.7042,2289281.0
2020-04-24,72.4657,72.8336,71.2913,72.3556,2085053.0
2020-04-25,72.4657,72.8336,71.2913,72.3556,2085053.0
2020-04-26,72.4657,72.8336,71.2913,72.3556,2085053.0
2020-04-27,72.7502,76.3652,72.7502,75.7321,1992281.0
2020-04-28,77.558,78.4021,75.8147,76.2459,2249204.0
2020-04-29,77.98,79.6132,77.3469,78.7049,2563586.0
2020-04-30,78.2736,78.4388,75.8514,76.6129,3597945.0
2020-05-01,75.2367,76.0532,73.2823,75.3009,2505796.0
2020-05-02,75.2367,76.0532,73.2823,75.3009,2505796.0
2020-05-03,75.2367,76.0532,73.2823,75.3009,2505796.0
2020-05-04,73.8328,74.4476,71.6537,72.7777,2839853.0
2020-05-05,74.365,75.5669,73.8604,74.1356,2260095.0
2020-05-06,74.1081,74.9155,73.3282,73.3282,1825490.0
2020-05-07,74.5577,74.8421,73.2823,73.6402,2219287.0
2020-05-08,74.7779,75.6037,74.4017,75.466,1555139.0
2020-05-09,74.7779,75.6037,74.4017,75.466,1555139.0
2020-05-10,74.7779,75.6037,74.4017,75.466,1555139.0
2020-05-11,74.7228,75.044,73.5714,74.3925,1786775.0
2020-05-12,74.7504,75.3192,70.8968,71.0711,1996443.0
2020-05-13,70.7932,70.9507,67.6718,68.422,2336713.0
2020-05-14,66.6066,69.4594,65.3376,69.3853,2734043.0
2020-05-15,68.7462,69.6678,67.7273,68.2738,2661181.0
2020-05-16,68.7462,69.6678,67.7273,68.2738,2661181.0
2020-05-17,68.7462,69.6678,67.7273,68.2738,2661181.0
2020-05-18,71.3212,73.1737,70.9877,72.4975,1916472.0
2020-05-19,72.0344,72.6735,70.6358,70.7099,2356168.0
2020-05-20,71.951,72.8217,70.9136,72.1826,1905104.0
2020-05-21,71.914,72.8702,71.7565,72.516,2130067.0
2020-05-22,72.6272,72.9467,71.3768,72.868,1784379.0
2020-05-23,72.6272,72.9467,71.3768,72.868,1784379.0
2020-05-24,72.6272,72.9467,71.3768,72.868,1784379.0
2020-05-25,72.6272,72.9467,71.3768,72.868,1784379.0
2020-05-26,74.313,76.3692,74.2574,75.8783,2683100.0
2020-05-27,78.0643,80.0928,77.7216,79.9168,3191019.0
2020-05-28,80.5466,80.6763,78.3931,78.8516,3491155.0
2020-05-29,78.0921,78.8794,76.9343,78.6385,3361668.0
2020-05-30,78.0921,78.8794,76.9343,78.6385,3361668.0
2020-05-31,78.0921,78.8794,76.9343,78.6385,3361668.0
