,DGX US Equity,DGX US Equity,DGX US Equity,DGX US Equity,DGX US Equity
2021-03-05,110.5013,110.9138,108.5046,110.5763,1533548.0
2021-03-06,110.5013,110.9138,108.5046,110.5763,1533548.0
2021-03-07,110.5013,110.9138,108.5046,110.5763,1533548.0
2021-03-08,110.4732,114.8696,110.4451,113.5104,1194603.0
2021-03-09,114.1666,115.6477,112.198,112.3761,1465367.0
2021-03-10,112.9292,114.9352,109.3577,109.5545,1707712.0
2021-03-11,111.5606,114.3447,110.1638,114.2322,1605254.0
2021-03-12,113.9885,114.4384,112.5542,114.2416,902882.0
2021-03-13,113.9885,114.4384,112.5542,114.2416,902882.0
2021-03-14,113.9885,114.4384,112.5542,114.2416,902882.0
2021-03-15,113.9978,115.882,113.9416,115.6383,878684.0
2021-03-16,115.882,116.3882,114.654,115.0009,840504.0
2021-03-17,114.5134,117.5037,114.5134,115.4133,1098244.0
2021-03-18,115.4977,116.8663,114.3915,116.482,1142542.0
2021-03-19,116.3788,118.4036,116.3788,117.4381,1687181.0
2021-03-20,116.3788,118.4036,116.3788,117.4381,1687181.0
2021-03-21,116.3788,118.4036,116.3788,117.4381,1687181.0
2021-03-22,117.0725,118.2068,116.0601,118.0287,930524.0
2021-03-23,118.4974,119.5051,117.1663,117.3725,981401.0
2021-03-24,117.3537,120.6159,117.1616,118.9473,1045977.0
2021-03-25,118.6661,119.3598,117.3256,119.1911,1253268.0
2021-03-26,119.4629,121.244,119.0223,121.1502,721292.0
2021-03-27,119.4629,121.244,119.0223,121.1502,721292.0
2021-03-28,119.4629,121.244,119.0223,121.1502,721292.0
2021-03-29,120.4378,120.8971,118.9426,120.0253,1720310.0
2021-03-30,119.9878,120.7378,118.488,120.4472,782688.0
2021-03-31,121.1221,121.5346,119.2754,120.3066,928723.0
2021-04-01,121.8533,121.8533,118.9942,121.3377,1048521.0
2021-04-02,121.8533,121.8533,118.9942,121.3377,1048521.0
2021-04-03,121.8533,121.8533,118.9942,121.3377,1048521.0
2021-04-04,121.8533,121.8533,118.9942,121.3377,1048521.0
2021-04-05,121.394,123.9624,121.2908,121.9845,1078525.0
2021-04-06,121.749,121.9468,120.5057,120.8542,831458.0
2021-04-07,120.9861,121.8385,120.2985,120.3173,700941.0
2021-04-08,120.5245,120.581,119.253,119.3001,959881.0
2021-04-09,119.5355,119.9029,118.3864,119.3283,1062163.0
2021-04-10,119.5355,119.9029,118.3864,119.3283,1062163.0
2021-04-11,119.5355,119.9029,118.3864,119.3283,1062163.0
2021-04-12,119.9217,121.4005,119.6674,121.3722,1086651.0
2021-04-13,121.5606,123.1712,120.6752,120.9295,994518.0
2021-04-14,120.9013,121.278,119.2907,119.9406,1281774.0
2021-04-15,120.3738,122.2482,120.3738,121.6454,1015428.0
2021-04-16,122.5779,122.9829,121.2793,122.5496,1459994.0
2021-04-17,122.5779,122.9829,121.2793,122.5496,1459994.0
2021-04-18,122.5779,122.9829,121.2793,122.5496,1459994.0
2021-04-19,123.0111,123.4727,121.9468,123.4727,876056.0
2021-04-20,122.9169,123.7646,120.7223,121.8526,1032271.0
2021-04-21,121.9468,123.0771,121.7113,122.4648,1166869.0
2021-04-22,123.4915,126.1194,120.873,125.9216,2129449.0
2021-04-23,123.4821,125.0645,122.4554,123.5857,1586078.0
2021-04-24,123.4821,125.0645,122.4554,123.5857,1586078.0
2021-04-25,123.4821,125.0645,122.4554,123.5857,1586078.0
2021-04-26,123.9907,125.3188,122.6097,124.5841,855439.0
2021-04-27,124.2638,125.3188,124.245,124.6123,1256997.0
2021-04-28,124.7819,125.1304,123.4538,124.0284,1359285.0
2021-04-29,124.2827,124.8855,122.4931,123.8212,926558.0
2021-04-30,123.435,124.9514,123.2466,124.2167,1239340.0
2021-05-01,123.435,124.9514,123.2466,124.2167,1239340.0
2021-05-02,123.435,124.9514,123.2466,124.2167,1239340.0
2021-05-03,124.9043,126.92,124.8478,124.9985,1267755.0
2021-05-04,126.223,128.5871,125.2905,128.4647,1498736.0
2021-05-05,129.0392,129.2182,126.3266,128.6342,1948562.0
2021-05-06,128.3328,130.4427,127.8242,130.3485,1315364.0
2021-05-07,130.5934,132.4677,130.5934,130.8759,1264901.0
2021-05-08,130.5934,132.4677,130.5934,130.8759,1264901.0
2021-05-09,130.5934,132.4677,130.5934,130.8759,1264901.0
2021-05-10,131.6294,134.5022,131.0266,133.2589,1247062.0
2021-05-11,132.3453,132.6467,129.5102,129.8398,1176627.0
2021-05-12,129.934,131.2244,128.1068,128.1068,1290318.0
2021-05-13,127.73,130.1036,127.2214,129.4819,1138191.0
2021-05-14,130.1695,130.5368,127.4569,127.551,1262927.0
2021-05-15,130.1695,130.5368,127.4569,127.551,1262927.0
2021-05-16,130.1695,130.5368,127.4569,127.551,1262927.0
2021-05-17,127.9184,128.5165,123.661,124.3392,2284402.0
2021-05-18,124.537,125.0927,122.9829,123.3785,1692263.0
2021-05-19,122.738,123.7081,121.2733,123.0959,1610959.0
2021-05-20,122.9829,124.9137,122.6155,123.8117,1093693.0
2021-05-21,124.1508,125.4695,123.1901,123.6987,710567.0
2021-05-22,124.1508,125.4695,123.1901,123.6987,710567.0
2021-05-23,124.1508,125.4695,123.1901,123.6987,710567.0
2021-05-24,124.3298,124.9514,122.8698,122.8887,735793.0
2021-05-25,122.8227,124.1226,122.8227,123.2466,928049.0
2021-05-26,123.6234,125.785,123.0865,124.942,1330079.0
2021-05-27,125.1304,125.752,124.1414,124.8572,1513734.0
2021-05-28,125.0645,125.2811,123.6705,124.019,871568.0
2021-05-29,125.0645,125.2811,123.6705,124.019,871568.0
2021-05-30,125.0645,125.2811,123.6705,124.019,871568.0
2021-05-31,125.0645,125.2811,123.6705,124.019,871568.0
2021-06-01,123.8871,123.9954,119.6015,119.8746,1556001.0
2021-06-02,120.2985,120.8542,118.961,120.1195,1220487.0
2021-06-03,119.8275,121.344,119.8275,120.6941,1221876.0
2021-06-04,120.5716,122.1634,120.5716,121.3911,1092122.0
2021-06-05,120.5716,122.1634,120.5716,121.3911,1092122.0
2021-06-06,120.5716,122.1634,120.5716,121.3911,1092122.0
2021-06-07,121.7019,122.2199,121.2686,121.4382,1273602.0
2021-06-08,121.6642,121.8149,119.0505,120.1101,943652.0
2021-06-09,120.4209,121.2686,119.7428,120.0913,825215.0
2021-06-10,120.4774,121.2215,120.176,120.7317,1011597.0
2021-06-11,121.0143,121.4382,119.6674,119.8935,822854.0
2021-06-12,121.0143,121.4382,119.6674,119.8935,822854.0
2021-06-13,121.0143,121.4382,119.6674,119.8935,822854.0
2021-06-14,119.9688,121.0426,119.5544,120.5999,842069.0
2021-06-15,121.1462,121.3251,119.6297,120.7223,794347.0
2021-06-16,120.8919,121.4664,119.4602,120.0536,1240167.0
2021-06-17,120.0913,120.8542,118.9045,120.647,1284930.0
2021-06-18,120.2137,121.2969,119.7804,120.0913,2041631.0
2021-06-19,120.2137,121.2969,119.7804,120.0913,2041631.0
2021-06-20,120.2137,121.2969,119.7804,120.0913,2041631.0
2021-06-21,120.2514,122.3518,120.2514,121.9091,1116599.0
2021-06-22,122.041,123.2749,122.041,122.672,1096866.0
2021-06-23,122.5496,122.6155,121.4758,121.6548,754615.0
2021-06-24,121.8243,122.267,120.939,121.6831,679612.0
2021-06-25,121.6831,122.7097,121.3251,122.0975,1066736.0
2021-06-26,121.6831,122.7097,121.3251,122.0975,1066736.0
2021-06-27,121.6831,122.7097,121.3251,122.0975,1066736.0
2021-06-28,122.333,124.4334,121.9374,124.0095,794626.0
2021-06-29,124.0472,126.0252,124.0001,125.2528,840740.0
2021-06-30,125.347,125.8839,123.3314,124.3015,877468.0
2021-07-01,124.5558,125.4412,124.1979,125.2246,879297.0
2021-07-02,125.0456,125.9216,124.65,125.5731,914048.0
2021-07-03,125.0456,125.9216,124.65,125.5731,914048.0
2021-07-04,125.0456,125.9216,124.65,125.5731,914048.0
2021-07-05,125.0456,125.9216,124.65,125.5731,914048.0
2021-07-06,125.8285,126.5098,124.9958,126.2922,935141.0
2021-07-07,126.0745,127.5697,125.7244,127.3994,765929.0
2021-07-08,126.6707,127.5318,126.0083,126.6802,800856.0
2021-07-09,127.0208,127.8914,126.5288,127.7873,699471.0
2021-07-10,127.0208,127.8914,126.5288,127.7873,699471.0
2021-07-11,127.0208,127.8914,126.5288,127.7873,699471.0
2021-07-12,127.7495,129.2541,127.5129,128.3457,853590.0
2021-07-13,128.4781,128.5633,127.4561,127.7873,690184.0
2021-07-14,127.617,128.5065,127.1628,127.3804,858425.0
2021-07-15,126.8032,127.7069,126.3679,126.8694,1118296.0
2021-07-16,127.0398,128.0618,126.2129,127.2953,1220863.0
2021-07-17,127.0398,128.0618,126.2129,127.2953,1220863.0
2021-07-18,127.0398,128.0618,126.2129,127.2953,1220863.0
2021-07-19,127.2953,130.0206,126.9167,128.9324,1849374.0
2021-07-20,129.7083,131.6387,128.5349,128.9513,1335945.0
2021-07-21,129.4339,129.907,127.8441,128.4876,1257446.0
2021-07-22,127.9861,130.7208,125.0052,130.56,1572647.0
2021-07-23,130.7965,132.4668,130.1436,131.9416,951179.0
2021-07-24,130.7965,132.4668,130.1436,131.9416,951179.0
2021-07-25,130.7965,132.4668,130.1436,131.9416,951179.0
2021-07-26,131.7428,132.7554,130.3802,130.948,789669.0
2021-07-27,130.8155,132.6418,130.6485,132.4431,1153921.0
2021-07-28,132.4809,133.0771,131.5299,132.4526,887561.0
2021-07-29,133.2191,134.0991,132.2917,133.6544,872515.0
2021-07-30,133.6449,134.8278,133.3232,134.1843,1005691.0
2021-07-31,133.6449,134.8278,133.3232,134.1843,1005691.0
2021-08-01,133.6449,134.8278,133.3232,134.1843,1005691.0
2021-08-02,134.4114,135.9255,133.5029,135.3577,852386.0
2021-08-03,136.2283,137.572,135.8072,137.5531,1112110.0
2021-08-04,137.3733,140.5907,137.1272,138.8306,1270513.0
2021-08-05,139.105,140.6285,137.0421,139.3889,1260363.0
2021-08-06,139.3794,140.2879,138.1587,138.7265,1376183.0
2021-08-07,139.3794,140.2879,138.1587,138.7265,1376183.0
2021-08-08,139.3794,140.2879,138.1587,138.7265,1376183.0
2021-08-09,139.0104,140.4109,138.8968,139.9567,826488.0
2021-08-10,139.5876,142.2656,139.1145,140.5907,954497.0
2021-08-11,141.4423,141.8871,140.2311,140.5718,947038.0
2021-08-12,140.9219,141.0023,138.7927,140.1175,1624573.0
2021-08-13,140.7042,141.712,140.2027,140.2595,945086.0
2021-08-14,140.7042,141.712,140.2027,140.2595,945086.0
2021-08-15,140.7042,141.712,140.2027,140.2595,945086.0
2021-08-16,140.2879,143.3065,140.2879,143.2214,1821100.0
2021-08-17,143.1741,145.1897,142.6063,144.1014,1087551.0
2021-08-18,144.0068,144.0068,140.9219,141.1206,811417.0
2021-08-19,141.3004,144.3096,141.2351,143.4579,923078.0
2021-08-20,143.6377,144.7922,143.4106,143.8365,776321.0
2021-08-21,143.6377,144.7922,143.4106,143.8365,776321.0
2021-08-22,143.6377,144.7922,143.4106,143.8365,776321.0
2021-08-23,143.9311,144.3948,142.0953,142.4454,1246399.0
2021-08-24,142.8239,142.8239,140.4771,141.4991,785144.0
2021-08-25,141.7735,141.9533,140.6853,141.6695,712070.0
2021-08-26,141.7925,142.1804,140.884,141.5559,844075.0
2021-08-27,141.8398,141.8398,140.4156,141.1301,870282.0
2021-08-28,141.8398,141.8398,140.4156,141.1301,870282.0
2021-08-29,141.8398,141.8398,140.4156,141.1301,870282.0
2021-08-30,141.6316,143.7796,140.8604,142.6725,751481.0
2021-08-31,142.7388,144.6692,142.0196,144.6219,1687575.0
2021-09-01,145.2275,145.5303,143.7513,145.2938,706672.0
2021-09-02,145.5587,146.7321,145.5398,146.6848,1094364.0
2021-09-03,146.4766,147.5838,145.7858,147.4702,844149.0
2021-09-04,146.4766,147.5838,145.7858,147.4702,844149.0
2021-09-05,146.4766,147.5838,145.7858,147.4702,844149.0
2021-09-06,146.4766,147.5838,145.7858,147.4702,844149.0
2021-09-07,147.4513,147.6122,145.4357,147.1863,990886.0
2021-09-08,147.2053,149.5994,146.8315,149.5142,1110653.0
2021-09-09,149.7603,151.9367,148.4733,148.8991,1455139.0
2021-09-10,151.1513,151.738,146.4577,146.6186,1730400.0
2021-09-11,151.1513,151.738,146.4577,146.6186,1730400.0
2021-09-12,151.1513,151.738,146.4577,146.6186,1730400.0
2021-09-13,146.9498,147.3851,144.0541,145.6344,1255686.0
2021-09-14,146.5145,147.5081,145.8047,146.4955,1470976.0
2021-09-15,145.871,148.3739,145.7196,147.4229,1278764.0
2021-09-16,147.6879,148.5679,145.9846,146.6848,861602.0
2021-09-17,146.6186,148.4071,146.3063,146.4577,4055802.0
2021-09-18,146.6186,148.4071,146.3063,146.4577,4055802.0
2021-09-19,146.6186,148.4071,146.3063,146.4577,4055802.0
2021-09-20,146.0413,147.4134,145.0971,145.9372,1406222.0
2021-09-21,146.5334,147.4324,145.8805,146.0508,999331.0
2021-09-22,146.6469,146.6469,144.0637,144.5083,1334580.0
2021-09-23,144.2244,146.3347,143.9027,145.2748,891982.0
2021-09-24,145.2843,146.0177,144.1866,144.8679,658604.0
2021-09-25,145.2843,146.0177,144.1866,144.8679,658604.0
2021-09-26,145.2843,146.0177,144.1866,144.8679,658604.0
2021-09-27,144.2907,144.8301,141.6044,141.8303,1083500.0
2021-09-28,140.9408,140.9408,137.1414,138.206,1902217.0
2021-09-29,138.4142,140.5339,138.3101,139.7485,1014296.0
2021-09-30,140.4866,140.8651,137.449,137.5058,953930.0
2021-10-01,137.4301,137.7991,134.2884,135.6037,1357463.0
2021-10-02,137.4301,137.7991,134.2884,135.6037,1357463.0
2021-10-03,137.4301,137.7991,134.2884,135.6037,1357463.0
2021-10-04,135.9554,136.6492,133.2278,134.2352,1319318.0
2021-10-05,134.2447,135.7368,134.0451,134.1687,1220849.0
2021-10-06,133.6364,135.3852,132.7526,135.2711,1777927.0
2021-10-07,136.06,137.9988,136.06,136.3831,1217440.0
2021-10-08,136.4021,137.1054,134.5118,134.891,832302.0
2021-10-09,136.4021,137.1054,134.5118,134.891,832302.0
2021-10-10,136.4021,137.1054,134.5118,134.891,832302.0
2021-10-11,134.9575,135.2806,132.7383,133.3988,1250188.0
2021-10-12,133.5604,135.005,133.0662,133.5129,1204546.0
2021-10-13,133.9786,134.3587,132.686,133.9596,1425794.0
2021-10-14,135.1096,135.7748,133.7647,135.3472,1785581.0
2021-10-15,135.8034,136.5447,135.0335,135.4327,3432229.0
2021-10-16,135.8034,136.5447,135.0335,135.4327,3432229.0
2021-10-17,135.8034,136.5447,135.0335,135.4327,3432229.0
2021-10-18,135.1856,136.7157,134.4443,136.5922,1095070.0
2021-10-19,137.3335,138.9872,137.3335,138.4835,1359651.0
2021-10-20,139.4719,140.4603,139.2771,139.567,1293636.0
2021-10-21,140.2227,141.7529,133.5794,138.1509,2854595.0
2021-10-22,137.8087,139.3008,136.8393,139.2248,1252591.0
2021-10-23,137.8087,139.3008,136.8393,139.2248,1252591.0
2021-10-24,137.8087,139.3008,136.8393,139.2248,1252591.0
2021-10-25,139.0062,139.0062,136.4401,137.8182,1321140.0
2021-10-26,138.6071,138.8827,137.0959,138.2839,867387.0
2021-10-27,138.3599,138.7021,136.7538,136.8013,1025577.0
2021-10-28,137.3145,139.5575,137.1054,138.5975,759044.0
2021-10-29,138.569,139.7951,138.2174,139.5004,920922.0
2021-10-30,138.569,139.7951,138.2174,139.5004,920922.0
2021-10-31,138.569,139.7951,138.2174,139.5004,920922.0
2021-11-01,139.4244,141.1066,138.379,140.0041,1128541.0
2021-11-02,140.7265,140.9165,136.9058,137.0769,1322073.0
2021-11-03,136.5447,138.0178,135.5182,137.8372,1309195.0
2021-11-04,137.8372,138.6831,135.8889,136.6777,1079948.0
2021-11-05,135.0906,135.8295,132.1063,133.5794,1570326.0
2021-11-06,135.0906,135.8295,132.1063,133.5794,1570326.0
2021-11-07,135.0906,135.8295,132.1063,133.5794,1570326.0
2021-11-08,133.6649,135.3329,132.3914,135.1666,1461338.0
2021-11-09,134.4823,135.3186,133.4654,134.986,1432167.0
2021-11-10,135.024,137.6566,135.024,137.5996,963077.0
2021-11-11,137.0294,140.9736,136.4591,140.888,1237317.0
2021-11-12,141.7624,143.15,141.1446,142.5607,1073457.0
2021-11-13,141.7624,143.15,141.1446,142.5607,1073457.0
2021-11-14,141.7624,143.15,141.1446,142.5607,1073457.0
2021-11-15,142.3992,143.1025,139.1298,139.3294,1232367.0
2021-11-16,139.7665,141.7529,139.0347,140.6599,1093128.0
2021-11-17,140.9546,142.3802,140.18,140.4984,735473.0
2021-11-18,140.4698,141.0306,138.9397,140.4889,905116.0
2021-11-19,141.5818,142.6415,140.6504,141.0781,1915991.0
2021-11-20,141.5818,142.6415,140.6504,141.0781,1915991.0
2021-11-21,141.5818,142.6415,140.6504,141.0781,1915991.0
2021-11-22,140.793,144.2715,140.1277,143.264,1074436.0
2021-11-23,142.7603,144.2144,141.2777,143.5492,539287.0
2021-11-24,143.4541,144.8132,141.9335,142.1045,720376.0
2021-11-25,143.4541,144.8132,141.9335,142.1045,720376.0
2021-11-26,144.2049,148.7954,144.0149,147.2652,1209629.0
2021-11-27,144.2049,148.7954,144.0149,147.2652,1209629.0
2021-11-28,144.2049,148.7954,144.0149,147.2652,1209629.0
2021-11-29,147.3128,150.4776,145.526,148.9284,1188598.0
2021-11-30,147.2272,147.788,141.0021,141.3062,3358781.0
2021-12-01,141.6103,146.9896,141.3347,143.7392,1458648.0
2021-12-02,143.4351,148.1016,143.4351,146.6665,1641491.0
2021-12-03,147.1227,150.4681,147.0086,149.2706,1415305.0
2021-12-04,147.1227,150.4681,147.0086,149.2706,1415305.0
2021-12-05,147.1227,150.4681,147.0086,149.2706,1415305.0
2021-12-06,149.9549,150.6724,149.0319,149.8218,1222465.0
2021-12-07,150.335,152.521,150.0404,152.1978,774524.0
2021-12-08,152.4259,152.9867,148.7669,152.2073,880721.0
2021-12-09,152.1218,152.7871,149.8503,149.8979,893811.0
2021-12-10,149.8503,153.0722,149.3846,152.1218,968389.0
2021-12-11,149.8503,153.0722,149.3846,152.1218,968389.0
2021-12-12,149.8503,153.0722,149.3846,152.1218,968389.0
2021-12-13,152.5115,156.2846,152.0648,155.1631,1223482.0
2021-12-14,155.0158,157.1685,155.0158,156.2751,1163406.0
2021-12-15,157.0354,160.4759,156.6172,160.0577,1591267.0
2021-12-16,160.1527,164.5816,159.9531,163.3651,1255543.0
2021-12-17,163.5267,165.2659,162.2859,162.7093,2073984.0
2021-12-18,163.5267,165.2659,162.2859,162.7093,2073984.0
2021-12-19,163.5267,165.2659,162.2859,162.7093,2073984.0
2021-12-20,162.5192,163.6835,160.0719,162.9849,1159503.0
2021-12-21,163.2701,163.4601,158.2139,158.8127,1369427.0
2021-12-22,159.0217,160.3903,158.499,159.4494,1260524.0
2021-12-23,159.8771,160.1432,157.9383,158.7651,758487.0
2021-12-24,159.8771,160.1432,157.9383,158.7651,758487.0
2021-12-25,159.8771,160.1432,157.9383,158.7651,758487.0
2021-12-26,159.8771,160.1432,157.9383,158.7651,758487.0
2021-12-27,160.1052,161.1316,159.5017,160.9511,406891.0
2021-12-28,161.5878,161.6639,160.4379,160.9416,528378.0
2021-12-29,161.6164,161.7352,160.2858,161.6734,627208.0
2021-12-30,162.3862,164.0066,161.7589,162.8424,560654.0
2021-12-31,162.8044,165.5225,161.93,164.4296,796868.0
2022-01-01,162.8044,165.5225,161.93,164.4296,796868.0
2022-01-02,162.8044,165.5225,161.93,164.4296,796868.0
2022-01-03,163.7358,163.9448,154.8115,156.199,1232836.0
2022-01-04,155.8664,156.3416,148.6148,150.3541,1945788.0
2022-01-05,150.5631,151.9032,149.3704,149.5177,1193936.0
2022-01-06,148.6623,151.9602,147.8355,150.4871,945399.0
2022-01-07,150.8863,151.0098,147.8925,148.1396,729798.0
2022-01-08,150.8863,151.0098,147.8925,148.1396,729798.0
2022-01-09,150.8863,151.0098,147.8925,148.1396,729798.0
2022-01-10,148.6053,151.9602,148.0778,151.6846,860151.0
2022-01-11,151.3805,152.0743,147.769,150.0499,776716.0
2022-01-12,143.4351,144.5851,139.1393,139.8426,2598341.0
2022-01-13,139.9091,140.161,136.3926,137.8182,1433190.0
2022-01-14,137.9418,139.1108,133.836,135.2426,1324563.0
2022-01-15,137.9418,139.1108,133.836,135.2426,1324563.0
2022-01-16,137.9418,139.1108,133.836,135.2426,1324563.0
2022-01-17,137.9418,139.1108,133.836,135.2426,1324563.0
2022-01-18,133.7249,134.794,131.4053,132.5221,1365242.0
2022-01-19,132.7798,134.164,131.5759,132.6653,904526.0
2022-01-20,133.954,136.1113,130.6225,130.9375,1687135.0
2022-01-21,132.0544,132.923,130.7084,131.4625,1156617.0
2022-01-22,132.0544,132.923,130.7084,131.4625,1156617.0
2022-01-23,132.0544,132.923,130.7084,131.4625,1156617.0
2022-01-24,130.3934,132.5126,126.9761,132.0162,1422248.0
2022-01-25,131.0616,132.293,127.9975,130.9471,1023326.0
2022-01-26,130.1834,132.0496,128.4843,129.248,1532093.0
2022-01-27,129.1525,130.4412,127.3156,128.9425,1125246.0
2022-01-28,127.7302,128.7325,125.487,128.7229,1884701.0
2022-01-29,127.7302,128.7325,125.487,128.7229,1884701.0
2022-01-30,127.7302,128.7325,125.487,128.7229,1884701.0
2022-01-31,128.8089,129.7825,126.7088,128.8852,1485475.0
2022-02-01,129.6011,129.6011,126.4988,129.0952,1276544.0
2022-02-02,127.2911,130.2407,126.642,129.7348,2606605.0
2022-02-03,132.0066,135.3381,129.4389,130.1166,2319961.0
2022-02-04,129.9734,131.6725,127.5966,127.9593,1243118.0
2022-02-05,129.9734,131.6725,127.5966,127.9593,1243118.0
2022-02-06,129.9734,131.6725,127.5966,127.9593,1243118.0
2022-02-07,127.5011,127.7302,124.3182,126.2029,1248357.0
2022-02-08,126.432,128.5893,125.7447,128.4079,1009357.0
2022-02-09,129.248,131.2812,129.1907,130.5748,959072.0
2022-02-10,129.458,130.718,127.2338,127.6347,1306004.0
2022-02-11,127.3006,128.7993,125.9261,126.3556,1087319.0
2022-02-12,127.3006,128.7993,125.9261,126.3556,1087319.0
2022-02-13,127.3006,128.7993,125.9261,126.3556,1087319.0
2022-02-14,125.6397,126.9665,123.8547,124.3701,1220411.0
2022-02-15,125.5156,126.3079,123.8069,125.1529,1280125.0
2022-02-16,124.7042,126.4177,123.7783,125.7352,1105031.0
2022-02-17,125.2197,125.4297,123.1865,123.2533,2109697.0
2022-02-18,123.3869,125.804,122.5565,125.4106,2243475.0
2022-02-19,123.3869,125.804,122.5565,125.4106,2243475.0
2022-02-20,123.3869,125.804,122.5565,125.4106,2243475.0
2022-02-21,123.3869,125.804,122.5565,125.4106,2243475.0
2022-02-22,124.8283,126.4964,123.4681,124.6183,1098879.0
2022-02-23,121.8883,126.0406,121.5838,123.2247,1354196.0
2022-02-24,120.5232,123.7879,120.0555,123.6256,1206360.0
2022-02-25,124.3224,126.6611,124.0933,126.1743,1032893.0
2022-02-26,124.3224,126.6611,124.0933,126.1743,1032893.0
2022-02-27,124.3224,126.6611,124.0933,126.1743,1032893.0
2022-02-28,123.7019,125.7161,123.7019,125.3056,1147931.0
2022-03-01,124.7233,125.9833,123.7115,125.9261,996240.0
2022-03-02,125.9261,130.3648,125.9261,128.637,1412139.0
2022-03-03,128.5607,129.9543,127.3675,129.6202,992056.0
2022-03-04,128.5989,131.8682,128.5989,131.3957,951021.0
2022-03-05,128.5989,131.8682,128.5989,131.3957,951021.0
2022-03-06,128.5989,131.8682,128.5989,131.3957,951021.0
2022-03-07,131.4148,131.4148,128.3316,129.9162,1123424.0
2022-03-08,129.0666,130.6607,127.1956,128.1979,1233482.0
2022-03-09,130.1262,131.2621,128.2409,129.4198,884551.0
2022-03-10,128.3316,130.3457,127.4247,129.7921,694328.0
2022-03-11,130.0021,132.7798,130.0021,130.1452,1438052.0
2022-03-12,130.0021,132.7798,130.0021,130.1452,1438052.0
2022-03-13,130.0021,132.7798,130.0021,130.1452,1438052.0
2022-03-14,131.0712,132.4362,130.6703,131.8348,1260073.0
2022-03-15,132.3694,135.3285,132.2071,135.214,1272266.0
2022-03-16,135.2044,136.9799,134.3835,136.7795,1200854.0
2022-03-17,136.2545,138.5931,136.2354,138.5645,1378584.0
2022-03-18,139.5286,139.7768,136.1399,138.469,1849722.0
2022-03-19,139.5286,139.7768,136.1399,138.469,1849722.0
2022-03-20,139.5286,139.7768,136.1399,138.469,1849722.0
2022-03-21,138.0681,139.0227,136.789,137.314,1398443.0
2022-03-22,137.419,139.562,136.5408,137.2472,1605753.0
2022-03-23,136.3117,136.7413,134.6412,135.8917,1687810.0
2022-03-24,135.8917,137.5718,135.1376,135.5385,1158107.0
2022-03-25,135.5863,137.5336,135.3381,137.5336,684142.0
2022-03-26,135.5863,137.5336,135.3381,137.5336,684142.0
2022-03-27,135.5863,137.5336,135.3381,137.5336,684142.0
2022-03-28,137.5431,138.364,136.5599,138.3163,702374.0
2022-03-29,138.975,139.605,134.4599,134.9658,1489457.0
2022-03-30,134.8799,135.1185,131.8444,132.6462,1022517.0
2022-03-31,132.6558,133.4862,130.6321,130.6416,1175140.0
2022-04-01,130.8325,130.9614,127.6157,130.1357,1586213.0
2022-04-02,130.8325,130.9614,127.6157,130.1357,1586213.0
2022-04-03,130.8325,130.9614,127.6157,130.1357,1586213.0
2022-04-04,128.4843,129.6584,127.2816,128.427,1475555.0
2022-04-05,128.0626,129.7892,127.7268,128.2256,1451471.0
2022-04-06,127.8515,129.2329,126.9498,128.9547,1177520.0
2022-04-07,128.005,132.4848,128.005,132.3121,1230333.0
2022-04-08,133.0604,135.0365,132.5615,134.2978,1205313.0
2022-04-09,133.0604,135.0365,132.5615,134.2978,1205313.0
2022-04-10,133.0604,135.0365,132.5615,134.2978,1205313.0
2022-04-11,134.1827,134.6048,131.5639,131.7941,772260.0
2022-04-12,131.2665,133.4824,131.1034,131.679,865263.0
2022-04-13,131.4008,132.2162,130.1106,131.468,895349.0
2022-04-14,132.4464,132.4464,129.818,130.384,667044.0
2022-04-15,132.4464,132.4464,129.818,130.384,667044.0
2022-04-16,132.4464,132.4464,129.818,130.384,667044.0
2022-04-17,132.4464,132.4464,129.818,130.384,667044.0
2022-04-18,130.1538,130.8924,127.439,127.8132,1113657.0
2022-04-19,128.3024,131.3816,127.8036,130.3456,1056073.0
2022-04-20,130.8828,133.7318,130.7293,132.8109,1157733.0
2022-04-21,135.9861,138.0486,130.8396,135.871,2299754.0
2022-04-22,134.5856,135.0988,131.4872,131.6023,1183404.0
2022-04-23,134.5856,135.0988,131.4872,131.6023,1183404.0
2022-04-24,134.5856,135.0988,131.4872,131.6023,1183404.0
2022-04-25,131.9668,132.0915,127.8611,131.0555,820731.0
2022-04-26,130.2017,131.1514,129.0218,129.2425,1177750.0
2022-04-27,129.559,134.0292,129.4919,131.8805,1416868.0
2022-04-28,132.1778,132.3889,128.5278,130.2977,1192485.0
2022-04-29,129.7317,132.6479,128.2065,128.3887,884160.0
2022-04-30,129.7317,132.6479,128.2065,128.3887,884160.0
2022-05-01,129.7317,132.6479,128.2065,128.3887,884160.0
2022-05-02,128.4655,129.3384,125.8562,127.0265,983449.0
2022-05-03,127.0553,130.7773,126.758,128.3312,772574.0
2022-05-04,128.2736,133.8374,127.487,133.3769,872692.0
2022-05-05,132.6575,133.1275,129.582,130.6334,705611.0
2022-05-06,129.8948,131.1706,128.8802,130.7485,707608.0
2022-05-07,129.8948,131.1706,128.8802,130.7485,707608.0
2022-05-08,129.8948,131.1706,128.8802,130.7485,707608.0
2022-05-09,130.2401,131.113,128.3791,130.6622,1086028.0
2022-05-10,131.0555,132.0818,127.2856,128.6285,880365.0
