,CRMT US Equity,CRMT US Equity,CRMT US Equity,CRMT US Equity,CRMT US Equity
2021-09-15,120.26,121.54,118.02,119.5,50805.0
2021-09-16,120.7,121.84,117.915,121.71,64470.0
2021-09-17,121.19,122.71,119.47,120.78,93837.0
2021-09-18,121.19,122.71,119.47,120.78,93837.0
2021-09-19,121.19,122.71,119.47,120.78,93837.0
2021-09-20,118.56,119.42,116.78,118.88,50089.0
2021-09-21,118.95,120.44,117.75,119.92,43937.0
2021-09-22,121.29,123.63,120.95,121.31,32345.0
2021-09-23,122.3,123.135,119.3,120.56,44358.0
2021-09-24,120.6,123.0,119.11,121.03,21412.0
2021-09-25,120.6,123.0,119.11,121.03,21412.0
2021-09-26,120.6,123.0,119.11,121.03,21412.0
2021-09-27,120.9,126.495,120.9,125.56,28786.0
2021-09-28,125.65,126.6,121.41,122.98,35748.0
2021-09-29,123.59,124.47,122.06,123.4,41065.0
2021-09-30,123.47,123.47,116.41,116.78,53125.0
2021-10-01,116.78,120.4,116.1,118.66,60963.0
2021-10-02,116.78,120.4,116.1,118.66,60963.0
2021-10-03,116.78,120.4,116.1,118.66,60963.0
2021-10-04,118.74,120.79,118.0,119.32,39003.0
2021-10-05,119.75,121.0,118.2,118.91,29355.0
2021-10-06,117.3,119.1,116.0,117.71,27881.0
2021-10-07,119.17,119.48,117.99,118.75,40271.0
2021-10-08,120.57,120.57,117.63,117.63,26232.0
2021-10-09,120.57,120.57,117.63,117.63,26232.0
2021-10-10,120.57,120.57,117.63,117.63,26232.0
2021-10-11,117.21,118.62,114.38,114.56,31271.0
2021-10-12,114.56,117.0,113.2,115.49,38362.0
2021-10-13,116.14,116.36,110.93,113.41,99033.0
2021-10-14,115.15,115.98,111.85,113.05,116464.0
2021-10-15,115.03,117.09,112.6,113.03,66003.0
2021-10-16,115.03,117.09,112.6,113.03,66003.0
2021-10-17,115.03,117.09,112.6,113.03,66003.0
2021-10-18,110.55,113.73,110.4,113.05,85280.0
2021-10-19,113.28,114.5,111.47,112.66,40999.0
2021-10-20,113.45,116.9,113.45,116.5,44880.0
2021-10-21,116.81,119.9,116.73,117.87,44211.0
2021-10-22,117.35,117.99,116.275,117.33,24652.0
2021-10-23,117.35,117.99,116.275,117.33,24652.0
2021-10-24,117.35,117.99,116.275,117.33,24652.0
2021-10-25,117.87,120.41,115.98,119.46,54454.0
2021-10-26,119.24,119.24,117.0,117.0,38451.0
2021-10-27,116.0,118.52,115.65,115.95,25485.0
2021-10-28,116.21,117.854,115.77,116.66,49399.0
2021-10-29,116.18,119.8,116.18,119.49,52676.0
2021-10-30,116.18,119.8,116.18,119.49,52676.0
2021-10-31,116.18,119.8,116.18,119.49,52676.0
2021-11-01,119.56,121.675,117.3557,119.93,50332.0
2021-11-02,119.48,119.73,116.9,118.31,30569.0
2021-11-03,118.0,123.02,118.0,122.41,54989.0
2021-11-04,123.11,123.28,119.8,120.78,38717.0
2021-11-05,122.59,127.1782,120.805,126.09,51865.0
2021-11-06,122.59,127.1782,120.805,126.09,51865.0
2021-11-07,122.59,127.1782,120.805,126.09,51865.0
2021-11-08,126.26,126.56,124.7926,125.52,32110.0
2021-11-09,125.52,128.53,125.34,127.97,35466.0
2021-11-10,127.21,129.5,126.32,126.94,25420.0
2021-11-11,127.33,127.54,125.4822,127.19,27700.0
2021-11-12,127.02,127.02,125.68,126.19,23905.0
2021-11-13,127.02,127.02,125.68,126.19,23905.0
2021-11-14,127.02,127.02,125.68,126.19,23905.0
2021-11-15,126.49,127.21,124.95,126.5,75915.0
2021-11-16,126.64,126.935,125.31,126.41,64838.0
2021-11-17,126.05,126.05,122.0,123.37,79090.0
2021-11-18,124.32,124.6,112.9401,113.78,149876.0
2021-11-19,112.17,115.08,110.25,111.38,88892.0
2021-11-20,112.17,115.08,110.25,111.38,88892.0
2021-11-21,112.17,115.08,110.25,111.38,88892.0
2021-11-22,111.56,112.15,108.81,109.23,150514.0
2021-11-23,109.98,112.2648,106.65,106.65,68347.0
2021-11-24,106.42,106.43,104.0,105.39,74596.0
2021-11-25,106.42,106.43,104.0,105.39,74596.0
2021-11-26,102.48,103.395,99.63,102.03,41830.0
2021-11-27,102.48,103.395,99.63,102.03,41830.0
2021-11-28,102.48,103.395,99.63,102.03,41830.0
2021-11-29,102.83,104.26,99.19,101.12,48225.0
2021-11-30,99.53,99.81,95.95,98.14,49642.0
2021-12-01,100.66,101.59,97.48,97.48,56957.0
2021-12-02,97.66,101.41,95.12,100.66,74344.0
2021-12-03,100.49,105.2,100.09,104.78,80187.0
2021-12-04,100.49,105.2,100.09,104.78,80187.0
2021-12-05,100.49,105.2,100.09,104.78,80187.0
2021-12-06,105.72,110.5,105.72,108.86,91756.0
2021-12-07,109.72,112.6,109.72,110.54,56874.0
2021-12-08,110.2,112.0,108.2,110.25,48751.0
2021-12-09,108.9,110.2608,104.89,105.03,34442.0
2021-12-10,106.55,107.39,104.57,105.71,56624.0
2021-12-11,106.55,107.39,104.57,105.71,56624.0
2021-12-12,106.55,107.39,104.57,105.71,56624.0
2021-12-13,104.9,107.479,104.9,106.45,59918.0
2021-12-14,106.31,108.49,105.23,107.44,57990.0
2021-12-15,106.92,108.76,103.9,108.15,56921.0
2021-12-16,109.75,110.01,105.19,105.23,68906.0
2021-12-17,104.59,107.99,103.72,107.66,350446.0
2021-12-18,104.59,107.99,103.72,107.66,350446.0
2021-12-19,104.59,107.99,103.72,107.66,350446.0
2021-12-20,105.97,105.97,100.675,103.53,71813.0
2021-12-21,104.54,106.5,104.54,105.44,43726.0
2021-12-22,105.11,105.215,102.92,103.53,42830.0
2021-12-23,104.17,104.17,102.0652,102.82,64296.0
2021-12-24,104.17,104.17,102.0652,102.82,64296.0
2021-12-25,104.17,104.17,102.0652,102.82,64296.0
2021-12-26,104.17,104.17,102.0652,102.82,64296.0
2021-12-27,103.7,104.25,101.25,103.5,39324.0
2021-12-28,103.8,105.54,102.97,103.38,39382.0
2021-12-29,103.08,104.43,102.25,102.46,25243.0
2021-12-30,102.5,104.98,102.5,103.0,37004.0
2021-12-31,102.51,103.0,101.08,102.4,35988.0
2022-01-01,102.51,103.0,101.08,102.4,35988.0
2022-01-02,102.51,103.0,101.08,102.4,35988.0
2022-01-03,103.0,108.0,103.0,104.67,35467.0
2022-01-04,105.1,107.96,104.84,106.28,40751.0
2022-01-05,105.68,106.76,103.31,103.31,43849.0
2022-01-06,103.82,104.89,102.795,103.16,25878.0
2022-01-07,103.38,103.79,100.53,100.84,47439.0
2022-01-08,103.38,103.79,100.53,100.84,47439.0
2022-01-09,103.38,103.79,100.53,100.84,47439.0
2022-01-10,100.07,101.17,96.38,100.06,69186.0
2022-01-11,100.33,100.82,97.6,98.03,59792.0
2022-01-12,98.97,100.2,96.0,99.07,70918.0
2022-01-13,99.58,100.175,98.19,99.34,77337.0
2022-01-14,98.97,100.19,98.14,99.5,93853.0
2022-01-15,98.97,100.19,98.14,99.5,93853.0
2022-01-16,98.97,100.19,98.14,99.5,93853.0
2022-01-17,98.97,100.19,98.14,99.5,93853.0
2022-01-18,99.09,99.32,97.05,98.08,73975.0
2022-01-19,98.32,99.0,95.69,95.87,56445.0
2022-01-20,95.94,98.81,94.56,95.0,57865.0
2022-01-21,94.85,98.15,94.85,96.5,93659.0
2022-01-22,94.85,98.15,94.85,96.5,93659.0
2022-01-23,94.85,98.15,94.85,96.5,93659.0
2022-01-24,95.71,103.91,94.58,103.18,77372.0
2022-01-25,101.79,102.9,98.75,101.16,57838.0
2022-01-26,102.7,102.7,96.48,98.04,112162.0
2022-01-27,98.21,98.21,91.48,92.12,87923.0
2022-01-28,92.71,95.7878,88.93,92.77,83232.0
2022-01-29,92.71,95.7878,88.93,92.77,83232.0
2022-01-30,92.71,95.7878,88.93,92.77,83232.0
2022-01-31,92.53,95.4118,92.53,94.92,63578.0
2022-02-01,95.08,96.945,94.1,96.49,92722.0
2022-02-02,96.43,96.43,90.2,92.08,106870.0
2022-02-03,90.95,94.31,90.95,92.0,118669.0
2022-02-04,91.94,94.255,88.7,93.15,139389.0
2022-02-05,91.94,94.255,88.7,93.15,139389.0
2022-02-06,91.94,94.255,88.7,93.15,139389.0
2022-02-07,92.51,94.92,91.66,92.18,62216.0
2022-02-08,92.82,96.675,92.82,96.26,49139.0
2022-02-09,96.64,99.34,96.37,98.54,45621.0
2022-02-10,96.95,98.89,95.0,95.4,49175.0
2022-02-11,96.59,97.7499,94.76,95.41,80748.0
2022-02-12,96.59,97.7499,94.76,95.41,80748.0
2022-02-13,96.59,97.7499,94.76,95.41,80748.0
2022-02-14,96.04,96.365,93.44,94.74,71710.0
2022-02-15,96.5,99.71,95.9901,99.58,81724.0
2022-02-16,99.0,101.0,98.03,100.71,126704.0
2022-02-17,92.29,107.97,87.9301,107.58,233267.0
2022-02-18,105.26,105.26,92.335,94.51,314297.0
2022-02-19,105.26,105.26,92.335,94.51,314297.0
2022-02-20,105.26,105.26,92.335,94.51,314297.0
2022-02-21,105.26,105.26,92.335,94.51,314297.0
2022-02-22,93.36,96.195,91.65,93.95,85718.0
2022-02-23,94.46,94.46,89.0,89.51,98631.0
2022-02-24,87.57,94.09,86.98,94.0,108409.0
2022-02-25,94.48,96.25,91.69,95.1,54707.0
2022-02-26,94.48,96.25,91.69,95.1,54707.0
2022-02-27,94.48,96.25,91.69,95.1,54707.0
2022-02-28,93.82,96.49,92.61,96.18,91495.0
2022-03-01,96.69,99.6,92.91,94.52,90434.0
2022-03-02,95.48,100.97,95.03,100.86,96502.0
2022-03-03,101.83,101.94,98.91,99.9,91213.0
2022-03-04,98.51,98.75,94.95,96.57,79590.0
2022-03-05,98.51,98.75,94.95,96.57,79590.0
2022-03-06,98.51,98.75,94.95,96.57,79590.0
2022-03-07,96.26,97.72,94.51,94.57,51016.0
2022-03-08,95.49,98.74,93.57,94.03,82035.0
2022-03-09,95.84,101.5,91.48,91.86,81856.0
2022-03-10,90.81,92.17,89.0143,92.1,87327.0
2022-03-11,92.45,92.45,89.13,89.8,73926.0
2022-03-12,92.45,92.45,89.13,89.8,73926.0
2022-03-13,92.45,92.45,89.13,89.8,73926.0
2022-03-14,89.81,90.07,86.42,86.56,77323.0
2022-03-15,87.21,89.1,86.41,89.01,65400.0
2022-03-16,89.44,94.5,87.93,93.62,64775.0
2022-03-17,92.79,95.48,91.29,92.9,75242.0
2022-03-18,92.58,92.58,90.25,90.81,140647.0
2022-03-19,92.58,92.58,90.25,90.81,140647.0
2022-03-20,92.58,92.58,90.25,90.81,140647.0
2022-03-21,90.09,91.4,87.27,87.94,87900.0
2022-03-22,89.3,90.84,88.81,89.6,70954.0
2022-03-23,88.47,89.28,86.02,86.58,52959.0
2022-03-24,87.29,87.29,85.1,85.96,65683.0
2022-03-25,86.61,86.61,83.32,83.6,70830.0
2022-03-26,86.61,86.61,83.32,83.6,70830.0
2022-03-27,86.61,86.61,83.32,83.6,70830.0
2022-03-28,83.96,84.08,81.725,84.08,77026.0
2022-03-29,84.83,89.0,84.83,88.04,96302.0
2022-03-30,87.22,88.0,82.62,82.97,54172.0
2022-03-31,82.68,83.36,80.29,80.56,76484.0
2022-04-01,81.43,82.0,80.46,80.82,65132.0
2022-04-02,81.43,82.0,80.46,80.82,65132.0
2022-04-03,81.43,82.0,80.46,80.82,65132.0
2022-04-04,81.16,82.765,80.5,82.16,57291.0
2022-04-05,83.7,83.7,79.62,80.77,78250.0
2022-04-06,74.33,79.68,72.5,78.7,161729.0
2022-04-07,78.2,79.9,76.77,79.46,124252.0
2022-04-08,78.67,82.68,78.57,81.27,107205.0
2022-04-09,78.67,82.68,78.57,81.27,107205.0
2022-04-10,78.67,82.68,78.57,81.27,107205.0
2022-04-11,81.69,86.39,81.69,85.07,114152.0
2022-04-12,86.62,88.18,81.59,82.39,128158.0
2022-04-13,83.08,84.405,82.2,83.3,52955.0
2022-04-14,83.75,84.725,82.5,82.74,57384.0
2022-04-15,83.75,84.725,82.5,82.74,57384.0
2022-04-16,83.75,84.725,82.5,82.74,57384.0
2022-04-17,83.75,84.725,82.5,82.74,57384.0
2022-04-18,82.01,83.9225,81.71,83.05,65633.0
2022-04-19,83.67,88.5,83.46,88.03,95074.0
2022-04-20,88.48,90.12,84.79,85.48,92626.0
2022-04-21,86.91,87.07,83.27,84.31,99423.0
2022-04-22,83.62,84.53,82.3,82.83,62377.0
2022-04-23,83.62,84.53,82.3,82.83,62377.0
2022-04-24,83.62,84.53,82.3,82.83,62377.0
2022-04-25,82.5,85.34,80.615,84.85,81781.0
2022-04-26,84.35,85.47,82.01,82.17,79546.0
2022-04-27,82.65,83.91,79.02,79.64,107427.0
2022-04-28,80.41,83.62,78.5,82.73,57475.0
2022-04-29,82.64,82.875,79.85,80.85,57253.0
2022-04-30,82.64,82.875,79.85,80.85,57253.0
2022-05-01,82.64,82.875,79.85,80.85,57253.0
2022-05-02,80.44,84.64,79.98,84.59,56601.0
2022-05-03,84.59,86.81,83.28,86.74,58684.0
2022-05-04,86.78,88.89,84.28,88.4,51521.0
2022-05-05,87.18,88.0,83.91,86.03,49561.0
2022-05-06,85.1,86.74,83.1,85.1,73622.0
2022-05-07,85.1,86.74,83.1,85.1,73622.0
2022-05-08,85.1,86.74,83.1,85.1,73622.0
2022-05-09,83.72,85.8,82.59,83.52,63359.0
2022-05-10,84.55,84.55,79.53,80.82,72412.0
2022-05-11,80.5,83.87,78.0,78.6,65150.0
2022-05-12,78.71,82.69,77.27,80.68,72227.0
2022-05-13,81.32,83.92,80.88,83.24,68241.0
2022-05-14,81.32,83.92,80.88,83.24,68241.0
2022-05-15,81.32,83.92,80.88,83.24,68241.0
2022-05-16,83.7,84.54,81.59,81.79,60802.0
2022-05-17,83.16,85.72,81.75,85.25,55725.0
2022-05-18,83.83,83.83,79.425,80.85,91553.0
2022-05-19,80.09,81.57,78.41,80.17,70726.0
2022-05-20,80.57,80.57,75.64,78.17,110859.0
2022-05-21,80.57,80.57,75.64,78.17,110859.0
2022-05-22,80.57,80.57,75.64,78.17,110859.0
2022-05-23,79.73,79.73,75.27,76.46,89258.0
2022-05-24,90.0,100.19,89.99,99.98,761215.0
2022-05-25,98.07,114.2,97.945,109.72,452860.0
2022-05-26,108.76,114.1709,103.25,105.3,226021.0
2022-05-27,104.59,113.94,104.56,112.38,140329.0
2022-05-28,104.59,113.94,104.56,112.38,140329.0
2022-05-29,104.59,113.94,104.56,112.38,140329.0
2022-05-30,104.59,113.94,104.56,112.38,140329.0
2022-05-31,112.2,112.4,107.55,108.4,146162.0
2022-06-01,108.51,109.34,106.46,107.63,94836.0
2022-06-02,108.78,112.805,108.0,110.445,73307.0
2022-06-03,109.17,110.8499,107.14,107.27,89113.0
2022-06-04,109.17,110.8499,107.14,107.27,89113.0
2022-06-05,109.17,110.8499,107.14,107.27,89113.0
2022-06-06,108.88,108.88,107.04,108.15,37168.0
2022-06-07,106.82,107.38,104.55,106.06,83305.0
2022-06-08,104.8024,106.5955,102.17,103.49,98752.0
2022-06-09,103.41,103.945,101.435,102.72,66951.0
2022-06-10,100.11,102.58,97.44,101.03,98737.0
2022-06-11,100.11,102.58,97.44,101.03,98737.0
2022-06-12,100.11,102.58,97.44,101.03,98737.0
2022-06-13,98.17,98.93,95.99,96.7,115752.0
2022-06-14,97.45,99.64,95.54,99.31,87965.0
2022-06-15,99.96,102.0,98.76,99.95,59655.0
2022-06-16,98.17,99.62,91.845,92.31,109133.0
2022-06-17,92.22,95.93,91.54,94.44,150619.0
2022-06-18,92.22,95.93,91.54,94.44,150619.0
2022-06-19,92.22,95.93,91.54,94.44,150619.0
2022-06-20,92.22,95.93,91.54,94.44,150619.0
2022-06-21,96.7,97.48,93.51,93.78,70198.0
2022-06-22,92.85,98.04,92.85,97.46,71329.0
2022-06-23,96.78,100.51,96.78,99.73,94053.0
2022-06-24,100.98,108.938,100.98,107.33,233033.0
2022-06-25,100.98,108.938,100.98,107.33,233033.0
2022-06-26,100.98,108.938,100.98,107.33,233033.0
2022-06-27,108.28,108.74,104.74,105.75,79445.0
2022-06-28,106.0,107.24,102.09,102.6,63740.0
2022-06-29,103.16,103.16,99.49,101.92,70678.0
2022-06-30,100.0,101.36,96.2501,100.6,86807.0
2022-07-01,99.65,102.755,98.8105,101.64,116883.0
2022-07-02,99.65,102.755,98.8105,101.64,116883.0
2022-07-03,99.65,102.755,98.8105,101.64,116883.0
2022-07-04,99.65,102.755,98.8105,101.64,116883.0
2022-07-05,100.81,107.51,97.835,107.19,129430.0
2022-07-06,107.14,108.25,99.39,99.61,84509.0
2022-07-07,101.01,102.91,99.55,101.33,65126.0
2022-07-08,100.62,102.3,98.46,98.5,55779.0
2022-07-09,100.62,102.3,98.46,98.5,55779.0
2022-07-10,100.62,102.3,98.46,98.5,55779.0
2022-07-11,98.01,98.01,93.37,93.56,89398.0
2022-07-12,92.97,95.51,92.61,93.38,83707.0
2022-07-13,92.12,92.12,87.75,87.93,89509.0
2022-07-14,86.5,87.28,83.56,86.91,67754.0
2022-07-15,88.71,92.2399,86.46,91.8,80966.0
2022-07-16,88.71,92.2399,86.46,91.8,80966.0
2022-07-17,88.71,92.2399,86.46,91.8,80966.0
2022-07-18,93.1,96.21,93.1,93.46,43123.0
2022-07-19,95.0,99.6,94.93,99.12,69245.0
2022-07-20,98.8,103.08,97.62,103.0,92344.0
2022-07-21,101.58,103.54,99.77,102.74,49918.0
2022-07-22,103.36,104.94,100.735,102.34,77292.0
2022-07-23,103.36,104.94,100.735,102.34,77292.0
2022-07-24,103.36,104.94,100.735,102.34,77292.0
2022-07-25,103.23,103.23,99.945,101.01,42505.0
2022-07-26,99.43,99.95,97.335,99.77,49403.0
2022-07-27,99.98,102.37,98.05,101.78,37504.0
2022-07-28,102.72,103.24,99.81,103.04,29473.0
2022-07-29,102.56,104.72,101.19,103.57,38091.0
2022-07-30,102.56,104.72,101.19,103.57,38091.0
2022-07-31,102.56,104.72,101.19,103.57,38091.0
2022-08-01,102.11,105.07,100.71,103.93,50306.0
2022-08-02,102.92,103.83,100.1,100.48,55613.0
2022-08-03,100.78,104.08,100.16,102.7,50069.0
2022-08-04,102.32,106.0,101.6,102.51,45159.0
2022-08-05,101.75,105.0394,98.5902,104.3,29254.0
2022-08-06,101.75,105.0394,98.5902,104.3,29254.0
2022-08-07,101.75,105.0394,98.5902,104.3,29254.0
2022-08-08,105.5,109.97,105.5,109.03,54226.0
2022-08-09,108.0,108.97,105.5,108.2,55852.0
2022-08-10,110.49,114.57,110.31,114.43,87192.0
2022-08-11,116.53,120.0,115.89,116.63,70517.0
2022-08-12,116.71,120.51,116.215,120.51,68828.0
2022-08-13,116.71,120.51,116.215,120.51,68828.0
2022-08-14,116.71,120.51,116.215,120.51,68828.0
2022-08-15,120.51,122.61,117.32,121.04,60513.0
2022-08-16,121.37,127.05,120.555,125.32,80856.0
2022-08-17,123.15,126.41,118.49,119.47,131978.0
2022-08-18,106.92,106.92,91.3728,92.38,641940.0
2022-08-19,90.57,90.57,78.38,79.48,572689.0
2022-08-20,90.57,90.57,78.38,79.48,572689.0
2022-08-21,90.57,90.57,78.38,79.48,572689.0
2022-08-22,79.71,79.8199,76.43,78.96,167241.0
2022-08-23,79.0,82.32,79.0,80.41,86814.0
2022-08-24,80.93,83.42,79.9087,82.33,60282.0
2022-08-25,82.78,86.84,81.7,86.78,65672.0
2022-08-26,86.78,87.1305,83.65,84.09,44543.0
2022-08-27,86.78,87.1305,83.65,84.09,44543.0
2022-08-28,86.78,87.1305,83.65,84.09,44543.0
2022-08-29,83.89,84.24,82.02,83.0,76277.0
2022-08-30,84.23,84.23,80.0,81.03,60067.0
2022-08-31,81.04,81.19,79.73,80.61,99841.0
2022-09-01,79.57,81.635,78.31,80.03,71399.0
2022-09-02,81.03,81.03,77.97,78.22,61203.0
2022-09-03,81.03,81.03,77.97,78.22,61203.0
2022-09-04,81.03,81.03,77.97,78.22,61203.0
2022-09-05,81.03,81.03,77.97,78.22,61203.0
2022-09-06,78.02,78.96,75.15,75.23,66991.0
2022-09-07,75.23,78.06,75.23,77.27,55337.0
2022-09-08,76.34,76.67,74.54,76.57,81550.0
2022-09-09,77.47,79.67,76.02,78.09,103010.0
2022-09-10,77.47,79.67,76.02,78.09,103010.0
2022-09-11,77.47,79.67,76.02,78.09,103010.0
2022-09-12,79.37,79.65,77.041,77.11,59590.0
2022-09-13,75.46,75.8,72.45,73.22,107941.0
2022-09-14,73.22,73.22,69.4,70.81,80626.0
2022-09-15,70.0,72.255,69.76,70.87,91411.0
2022-09-16,70.29,70.33,68.29,69.43,158587.0
2022-09-17,70.29,70.33,68.29,69.43,158587.0
2022-09-18,70.29,70.33,68.29,69.43,158587.0
2022-09-19,69.02,71.565,68.86,71.0,80720.0
2022-09-20,70.71,70.71,68.6708,69.36,65525.0
2022-09-21,69.42,70.31,67.4,67.79,87664.0
2022-09-22,67.98,67.98,66.0,67.065,55810.0
2022-09-23,66.43,67.41,65.45,67.32,64380.0
2022-09-24,66.43,67.41,65.45,67.32,64380.0
2022-09-25,66.43,67.41,65.45,67.32,64380.0
2022-09-26,66.77,68.74,66.32,66.78,68724.0
2022-09-27,67.65,68.07,65.465,66.73,62217.0
2022-09-28,66.85,69.8,66.85,68.73,80992.0
2022-09-29,66.89,67.59,61.64,61.945,148203.0
2022-09-30,61.88,63.05,60.16,61.02,99738.0
2022-10-01,61.88,63.05,60.16,61.02,99738.0
2022-10-02,61.88,63.05,60.16,61.02,99738.0
2022-10-03,62.05,63.5594,60.61,61.18,78957.0
2022-10-04,62.54,64.16,62.54,63.39,65604.0
2022-10-05,62.03,62.56,59.2,62.21,71507.0
2022-10-06,61.65,62.28,61.06,61.28,34787.0
2022-10-07,60.36,61.19,58.85,59.46,65545.0
2022-10-08,60.36,61.19,58.85,59.46,65545.0
2022-10-09,60.36,61.19,58.85,59.46,65545.0
2022-10-10,59.46,61.01,58.93,59.71,44613.0
2022-10-11,59.24,61.19,58.67,60.5,58692.0
2022-10-12,60.64,62.2136,59.22,61.37,29471.0
2022-10-13,60.4,62.42,60.01,61.4,49356.0
2022-10-14,61.97,62.27,60.87,61.16,36923.0
2022-10-15,61.97,62.27,60.87,61.16,36923.0
2022-10-16,61.97,62.27,60.87,61.16,36923.0
2022-10-17,62.7,63.36,61.925,63.1,45804.0
2022-10-18,64.47,65.31,62.55,63.99,55524.0
2022-10-19,63.44,63.925,59.16,61.17,76557.0
2022-10-20,60.83,62.42,59.66,60.21,58905.0
2022-10-21,60.65,62.3,60.26,62.18,44417.0
2022-10-22,60.65,62.3,60.26,62.18,44417.0
2022-10-23,60.65,62.3,60.26,62.18,44417.0
2022-10-24,62.7,64.21,61.18,63.22,40692.0
2022-10-25,63.46,68.51,62.88,67.4,56331.0
2022-10-26,67.72,69.56,66.79,66.79,60918.0
2022-10-27,68.02,68.73,66.48,66.71,70336.0
2022-10-28,67.18,69.11,65.19,68.73,71345.0
2022-10-29,67.18,69.11,65.19,68.73,71345.0
2022-10-30,67.18,69.11,65.19,68.73,71345.0
2022-10-31,67.1,70.06,67.1,68.36,63378.0
2022-11-01,65.68,71.69,65.68,69.97,59325.0
2022-11-02,69.04,71.21,67.29,67.42,50295.0
2022-11-03,66.41,68.87,65.79,67.73,44046.0
2022-11-04,68.64,68.9,64.35,66.0,46875.0
2022-11-05,68.64,68.9,64.35,66.0,46875.0
2022-11-06,68.64,68.9,64.35,66.0,46875.0
2022-11-07,66.1,67.217,64.23,66.38,47541.0
2022-11-08,66.98,68.69,64.38,66.44,43186.0
2022-11-09,65.75,66.32,64.74,65.0,55471.0
2022-11-10,68.26,73.8,68.26,70.48,84504.0
2022-11-11,70.94,76.02,70.7,74.93,87274.0
2022-11-12,70.94,76.02,70.7,74.93,87274.0
2022-11-13,70.94,76.02,70.7,74.93,87274.0
2022-11-14,74.9,74.9,67.38,68.55,76857.0
2022-11-15,70.38,73.24,69.01,70.45,85013.0
2022-11-16,69.31,69.31,63.01,65.66,202370.0
2022-11-17,52.24,67.5923,52.24,67.01,370229.0
2022-11-18,69.34,70.26,67.5,70.01,125255.0
2022-11-19,69.34,70.26,67.5,70.01,125255.0
2022-11-20,69.34,70.26,67.5,70.01,125255.0
2022-11-21,68.55,70.97,67.35,69.32,134113.0
2022-11-22,70.27,72.69,70.0,71.81,92127.0
2022-11-23,71.95,73.12,71.0,72.27,76387.0
2022-11-24,71.95,73.12,71.0,72.27,76387.0
2022-11-25,72.27,72.61,69.3,70.62,38865.0
2022-11-26,72.27,72.61,69.3,70.62,38865.0
2022-11-27,72.27,72.61,69.3,70.62,38865.0
2022-11-28,70.17,70.47,68.61,70.0,59121.0
2022-11-29,70.24,71.3,70.2,70.55,58663.0
2022-11-30,70.82,73.02,69.0,72.76,113051.0
2022-12-01,73.15,74.12,72.61,73.32,84694.0
2022-12-02,72.78,75.66,72.47,74.59,56501.0
2022-12-03,72.78,75.66,72.47,74.59,56501.0
2022-12-04,72.78,75.66,72.47,74.59,56501.0
2022-12-05,74.31,74.31,71.86,73.03,107164.0
2022-12-06,73.27,73.6,70.75,72.51,92903.0
2022-12-07,71.74,74.97,70.61,73.0,110079.0
2022-12-08,73.67,74.14,71.95,73.74,72468.0
2022-12-09,72.77,74.36,72.0,73.9,76843.0
2022-12-10,72.77,74.36,72.0,73.9,76843.0
2022-12-11,72.77,74.36,72.0,73.9,76843.0
2022-12-12,74.03,76.23,73.42,75.28,92367.0
2022-12-13,78.35,78.6,72.28,73.0,122506.0
2022-12-14,73.49,74.68,72.345,74.18,81305.0
2022-12-15,72.81,73.21,71.5,71.5,103741.0
2022-12-16,70.31,70.83,68.9,69.64,203321.0
2022-12-17,70.31,70.83,68.9,69.64,203321.0
2022-12-18,70.31,70.83,68.9,69.64,203321.0
2022-12-19,69.85,70.23,65.06,65.87,147466.0
2022-12-20,65.42,70.23,64.31,65.88,120379.0
2022-12-21,66.43,69.55,65.15,69.28,158502.0
2022-12-22,66.23,67.12,65.62,66.72,99302.0
2022-12-23,68.96,72.28,67.95,72.08,134818.0
2022-12-24,68.96,72.28,67.95,72.08,134818.0
2022-12-25,68.96,72.28,67.95,72.08,134818.0
2022-12-26,68.96,72.28,67.95,72.08,134818.0
2022-12-27,72.08,72.08,69.81,70.39,64890.0
2022-12-28,70.56,71.2275,68.93,70.06,62061.0
2022-12-29,70.41,73.28,69.8,72.85,77214.0
2022-12-30,72.95,74.36,71.6,72.26,57083.0
2022-12-31,72.95,74.36,71.6,72.26,57083.0
2023-01-01,72.95,74.36,71.6,72.26,57083.0
2023-01-02,72.95,74.36,71.6,72.26,57083.0
2023-01-03,73.04,73.38,69.23,70.0,94739.0
2023-01-04,70.64,72.115,70.0225,70.24,66657.0
2023-01-05,69.78,70.97,68.67,69.64,76232.0
2023-01-06,69.76,72.68,69.3,72.68,50781.0
2023-01-07,69.76,72.68,69.3,72.68,50781.0
2023-01-08,69.76,72.68,69.3,72.68,50781.0
2023-01-09,72.25,72.9,69.97,70.0,98874.0
2023-01-10,69.5,73.83,69.5,73.83,50073.0
2023-01-11,73.62,76.58,72.8,76.09,45614.0
2023-01-12,77.07,78.91,76.1,78.79,53488.0
2023-01-13,77.52,79.27,76.6,78.4,50267.0
2023-01-14,77.52,79.27,76.6,78.4,50267.0
2023-01-15,77.52,79.27,76.6,78.4,50267.0
2023-01-16,77.52,79.27,76.6,78.4,50267.0
2023-01-17,78.1,78.5,76.5,77.74,66934.0
2023-01-18,78.0,79.94,75.2,75.49,105310.0
2023-01-19,74.49,75.68,72.72,74.99,66430.0
2023-01-20,75.75,77.57,74.05,77.42,57519.0
2023-01-21,75.75,77.57,74.05,77.42,57519.0
2023-01-22,75.75,77.57,74.05,77.42,57519.0
2023-01-23,77.7,78.93,76.96,78.08,59350.0
