,LIN US Equity,LIN US Equity,LIN US Equity,LIN US Equity,LIN US Equity
2021-05-05,275.7007,280.6666,274.8859,279.5546,1763516.0
2021-05-06,282.7852,284.2424,279.5354,284.1465,2532836.0
2021-05-07,286.1597,288.4701,284.6546,286.5719,1883674.0
2021-05-08,286.1597,288.4701,284.6546,286.5719,1883674.0
2021-05-09,286.1597,288.4701,284.6546,286.5719,1883674.0
2021-05-10,289.6109,291.3077,288.5659,288.5659,1695726.0
2021-05-11,285.6612,288.4988,284.0459,286.2652,1634852.0
2021-05-12,282.7469,285.4599,281.1651,281.8266,1776018.0
2021-05-13,282.4018,286.4377,281.6828,285.6325,1570638.0
2021-05-14,287.1855,289.3616,286.6199,288.7193,1210564.0
2021-05-15,287.1855,289.3616,286.6199,288.7193,1210564.0
2021-05-16,287.1855,289.3616,286.6199,288.7193,1210564.0
2021-05-17,289.6972,290.675,286.639,288.4413,1143164.0
2021-05-18,288.8535,289.3329,285.4982,285.6804,1305899.0
2021-05-19,282.4976,284.2328,279.4874,283.8302,1882578.0
2021-05-20,285.2106,288.3838,285.2106,285.805,1272984.0
2021-05-21,287.3485,289.5438,286.0063,286.2268,1923511.0
2021-05-22,287.3485,289.5438,286.0063,286.2268,1923511.0
2021-05-23,287.3485,289.5438,286.0063,286.2268,1923511.0
2021-05-24,288.7002,290.5408,288.125,288.8152,1058332.0
2021-05-25,289.9081,290.1765,287.8086,288.796,1330407.0
2021-05-26,288.6522,289.122,285.1675,287.3772,1411614.0
2021-05-27,288.3071,289.237,287.3772,288.3455,1710855.0
2021-05-28,290.0806,290.4641,287.5977,288.1729,1430900.0
2021-05-29,290.0806,290.4641,287.5977,288.1729,1430900.0
2021-05-30,290.0806,290.4641,287.5977,288.1729,1430900.0
2021-05-31,290.0806,290.4641,287.5977,288.1729,1430900.0
2021-06-01,292.554,293.0716,288.8152,289.7643,1418209.0
2021-06-02,290.8322,290.8899,287.9557,288.4944,1562797.0
2021-06-03,286.3202,287.3688,284.8098,286.9936,1608217.0
2021-06-04,288.5714,290.2838,287.2149,288.4752,1362256.0
2021-06-05,288.5714,290.2838,287.2149,288.4752,1362256.0
2021-06-06,288.5714,290.2838,287.2149,288.4752,1362256.0
2021-06-07,286.1278,286.6762,280.0814,280.5095,3591489.0
2021-06-08,282.3374,283.107,280.2979,281.3946,1721833.0
2021-06-09,281.2118,283.3091,279.1531,279.4513,1720880.0
2021-06-10,281.0579,281.9815,279.1819,279.307,1311008.0
2021-06-11,280.5095,281.5678,278.9414,280.1632,1437665.0
2021-06-12,280.5095,281.5678,278.9414,280.1632,1437665.0
2021-06-13,280.5095,281.5678,278.9414,280.1632,1437665.0
2021-06-14,279.9516,280.4807,277.0077,279.865,1489425.0
2021-06-15,282.549,282.5683,277.9794,279.865,2011537.0
2021-06-16,283.5496,283.7805,278.3546,278.5662,2363984.0
2021-06-17,277.7774,278.47,274.5305,276.3343,2397810.0
2021-06-18,273.3328,274.7181,271.2836,271.3125,3882375.0
2021-06-19,273.3328,274.7181,271.2836,271.3125,3882375.0
2021-06-20,273.3328,274.7181,271.2836,271.3125,3882375.0
2021-06-21,275.786,277.6715,274.5449,277.3829,2282809.0
2021-06-22,279.7592,280.423,278.3642,279.3262,2406862.0
2021-06-23,278.7298,279.3262,273.4867,273.9485,2685003.0
2021-06-24,276.4055,276.8153,274.0062,274.3044,3124343.0
2021-06-25,274.314,275.988,272.2553,274.2852,23411975.0
2021-06-26,274.314,275.988,272.2553,274.2852,23411975.0
2021-06-27,274.314,275.988,272.2553,274.2852,23411975.0
2021-06-28,277.9986,278.8548,276.2958,278.6913,1969330.0
2021-06-29,280.6827,281.9718,278.7105,279.3455,1181761.0
2021-06-30,277.2579,278.8741,277.0174,278.1237,1546798.0
2021-07-01,278.6913,279.8554,277.989,279.7976,1434795.0
2021-07-02,279.663,281.2503,278.547,280.6827,1066408.0
2021-07-03,279.663,281.2503,278.547,280.6827,1066408.0
2021-07-04,279.663,281.2503,278.547,280.6827,1066408.0
2021-07-05,279.663,281.2503,278.547,280.6827,1066408.0
2021-07-06,280.3845,280.827,276.5556,277.5465,1288058.0
2021-07-07,279.2589,281.6544,278.345,281.4235,1228639.0
2021-07-08,276.1419,277.0278,273.9004,276.0938,1587112.0
2021-07-09,279.8554,282.6645,279.0665,281.5966,1405813.0
2021-07-10,279.8554,282.6645,279.0665,281.5966,1405813.0
2021-07-11,279.8554,282.6645,279.0665,281.5966,1405813.0
2021-07-12,281.2503,283.4726,280.6538,281.4139,1382877.0
2021-07-13,280.8559,281.4427,277.8688,278.7202,1342975.0
2021-07-14,279.7592,281.029,278.5085,280.0381,1106256.0
2021-07-15,278.2391,282.3566,278.0179,280.9617,1220958.0
2021-07-16,281.6544,282.0392,278.1718,279.0569,1306302.0
2021-07-17,281.6544,282.0392,278.1718,279.0569,1306302.0
2021-07-18,281.6544,282.0392,278.1718,279.0569,1306302.0
2021-07-19,274.4006,274.593,272.0148,273.8619,1718120.0
2021-07-20,274.4295,280.4518,273.8234,279.3455,1973587.0
2021-07-21,280.827,283.5303,280.4614,283.0301,1370239.0
2021-07-22,285.3967,285.7719,283.3523,284.0113,914637.0
2021-07-23,285.9162,287.6671,284.9349,287.465,1102817.0
2021-07-24,285.9162,287.6671,284.9349,287.465,1102817.0
2021-07-25,285.9162,287.6671,284.9349,287.465,1102817.0
2021-07-26,288.1577,288.6387,285.5795,287.1379,1398407.0
2021-07-27,286.3491,289.214,284.3577,287.5035,1551435.0
2021-07-28,286.7339,287.3688,285.3197,285.5891,1063510.0
2021-07-29,286.4164,289.1678,286.0412,288.0807,1295078.0
2021-07-30,290.9187,297.0757,290.5339,295.7193,2516649.0
2021-07-31,290.9187,297.0757,290.5339,295.7193,2516649.0
2021-08-01,290.9187,297.0757,290.5339,295.7193,2516649.0
2021-08-02,297.0084,298.413,288.7253,288.8215,1927668.0
2021-08-03,289.2737,291.7028,288.658,291.419,1133017.0
2021-08-04,292.9198,296.0368,292.9198,294.0165,1476717.0
2021-08-05,295.7289,297.2585,292.862,293.2565,1586469.0
2021-08-06,293.3912,295.2286,292.3906,294.257,858928.0
2021-08-07,293.3912,295.2286,292.3906,294.257,858928.0
2021-08-08,293.3912,295.2286,292.3906,294.257,858928.0
2021-08-09,294.4879,294.5552,290.2838,291.7461,910300.0
2021-08-10,290.4954,293.1314,289.5238,290.3223,1448379.0
2021-08-11,295.676,296.2099,292.1405,294.6707,1803128.0
2021-08-12,296.3061,296.9603,293.2084,295.017,784507.0
2021-08-13,296.4408,297.6722,295.6423,297.653,816475.0
2021-08-14,296.4408,297.6722,295.6423,297.653,816475.0
2021-08-15,296.4408,297.6722,295.6423,297.653,816475.0
2021-08-16,298.1051,299.8753,296.614,299.5289,1267575.0
2021-08-17,299.7502,300.4525,296.0945,299.6925,1408557.0
2021-08-18,300.5583,302.4343,297.9416,298.1436,1278834.0
2021-08-19,296.5466,300.0965,296.0656,299.3558,1402537.0
2021-08-20,299.0672,302.1938,298.9228,301.934,1165261.0
2021-08-21,299.0672,302.1938,298.9228,301.934,1165261.0
2021-08-22,299.0672,302.1938,298.9228,301.934,1165261.0
2021-08-23,301.0008,302.4246,300.9431,300.9527,988626.0
2021-08-24,301.8282,302.3765,300.058,300.616,689440.0
2021-08-25,298.7497,301.6502,298.2109,300.972,801437.0
2021-08-26,301.6358,302.0014,299.4039,299.5001,880053.0
2021-08-27,301.3953,303.0307,300.4813,302.5978,1268969.0
2021-08-28,301.3953,303.0307,300.4813,302.5978,1268969.0
2021-08-29,301.3953,303.0307,300.4813,302.5978,1268969.0
2021-08-30,303.5983,304.2814,302.6459,303.5695,747550.0
2021-08-31,303.1654,303.4925,301.5684,302.6459,1492948.0
2021-09-01,301.5877,303.5117,300.2793,301.9629,1050677.0
2021-09-02,303.517,304.7163,302.904,304.6174,893067.0
2021-09-03,303.5073,305.2091,302.4648,302.5517,1150830.0
2021-09-04,303.5073,305.2091,302.4648,302.5517,1150830.0
2021-09-05,303.5073,305.2091,302.4648,302.5517,1150830.0
2021-09-06,303.5073,305.2091,302.4648,302.5517,1150830.0
2021-09-07,305.3028,306.0267,301.9339,304.685,1382707.0
2021-09-08,303.1502,304.8587,299.5786,300.7755,1521798.0
2021-09-09,302.069,304.5595,301.3451,301.847,1211232.0
2021-09-10,302.2814,303.2853,299.3469,299.6654,971170.0
2021-09-11,302.2814,303.2853,299.3469,299.6654,971170.0
2021-09-12,302.2814,303.2853,299.3469,299.6654,971170.0
2021-09-13,303.6444,304.6174,300.3798,302.6192,1354045.0
2021-09-14,304.6657,304.8201,300.1964,301.1134,1128586.0
2021-09-15,302.5999,304.1154,300.7466,303.6135,1418981.0
2021-09-16,303.1888,303.9513,299.1659,302.2138,1232348.0
2021-09-17,298.6133,300.4666,295.3602,298.5843,6512518.0
2021-09-18,298.6133,300.4666,295.3602,298.5843,6512518.0
2021-09-19,298.6133,300.4666,295.3602,298.5843,6512518.0
2021-09-20,291.3253,293.9895,289.1727,291.7211,1885205.0
2021-09-21,294.9066,295.4761,292.5319,294.3756,1216239.0
2021-09-22,295.4471,298.553,295.0803,295.4375,1333990.0
2021-09-23,298.1499,301.0265,297.841,299.5979,1066956.0
2021-09-24,297.5225,300.3218,297.1267,299.4917,926192.0
2021-09-25,297.5225,300.3218,297.1267,299.4917,926192.0
2021-09-26,297.5225,300.3218,297.1267,299.4917,926192.0
2021-09-27,299.7137,301.4512,297.7638,298.4781,1021570.0
2021-09-28,294.9355,295.061,287.8792,289.5202,2278017.0
2021-09-29,289.2692,290.0801,287.9661,288.7576,1197745.0
2021-09-30,288.9024,290.0318,283.1203,283.1976,2085666.0
2021-10-01,285.2826,288.1785,282.406,287.5124,1597413.0
2021-10-02,285.2826,288.1785,282.406,287.5124,1597413.0
2021-10-03,285.2826,288.1785,282.406,287.5124,1597413.0
2021-10-04,286.19,287.6283,281.8655,284.4235,1495164.0
2021-10-05,284.5972,289.2596,284.0374,287.4931,1360033.0
2021-10-06,283.6416,285.9583,280.1955,285.7749,2050252.0
2021-10-07,287.1939,291.8852,287.1263,288.7769,1375830.0
2021-10-08,289.2499,289.887,285.4226,285.91,909492.0
2021-10-09,289.2499,289.887,285.4226,285.91,909492.0
2021-10-10,289.2499,289.887,285.4226,285.91,909492.0
2021-10-11,285.3019,287.831,284.4717,284.6069,748779.0
2021-10-12,285.4563,286.7788,283.9987,285.5432,1063874.0
2021-10-13,288.4005,291.6439,287.5317,290.5434,1429973.0
2021-10-14,293.7868,298.4057,293.1015,298.0534,1126439.0
2021-10-15,297.8024,298.7967,295.9394,297.5418,1230456.0
2021-10-16,297.8024,298.7967,295.9394,297.5418,1230456.0
2021-10-17,297.8024,298.7967,295.9394,297.5418,1230456.0
2021-10-18,296.6151,297.8217,295.1575,297.2812,1010567.0
2021-10-19,297.3487,300.1964,296.3159,299.8971,984768.0
2021-10-20,300.3508,301.1713,299.4434,300.4184,745273.0
2021-10-21,300.3701,300.7852,297.7059,300.5053,857043.0
2021-10-22,302.1752,304.0575,301.9918,303.2467,1214757.0
2021-10-23,302.1752,304.0575,301.9918,303.2467,1214757.0
2021-10-24,302.1752,304.0575,301.9918,303.2467,1214757.0
2021-10-25,304.1348,306.7507,303.0633,305.6889,1225360.0
2021-10-26,306.8086,308.0345,305.6889,305.7758,1069820.0
2021-10-27,308.411,310.2644,305.7661,307.8994,1535968.0
2021-10-28,305.4669,307.3974,304.6657,306.9245,1564973.0
2021-10-29,306.6156,311.5192,305.853,308.1214,1890859.0
2021-10-30,306.6156,311.5192,305.853,308.1214,1890859.0
2021-10-31,306.6156,311.5192,305.853,308.1214,1890859.0
2021-11-01,310.2644,313.0637,309.357,311.7606,1367704.0
2021-11-02,315.78,317.3303,314.7047,316.2009,2012334.0
2021-11-03,318.4404,318.701,314.0097,317.0118,1856410.0
2021-11-04,317.9674,320.12,316.9442,319.9945,1628309.0
2021-11-05,319.9752,321.066,319.1837,320.4675,1693199.0
2021-11-06,319.9752,321.066,319.1837,320.4675,1693199.0
2021-11-07,319.9752,321.066,319.1837,320.4675,1693199.0
2021-11-08,323.6916,326.1724,323.431,325.8152,1448727.0
2021-11-09,328.1802,328.3539,325.8152,326.8674,1813022.0
2021-11-10,325.9504,326.8867,323.8653,324.9368,1540074.0
2021-11-11,325.8635,326.0566,323.9908,324.0101,924857.0
2021-11-12,326.0566,326.0566,323.9136,325.3229,1044124.0
2021-11-13,326.0566,326.0566,323.9136,325.3229,1044124.0
2021-11-14,326.0566,326.0566,323.9136,325.3229,1044124.0
2021-11-15,325.043,325.043,321.2108,322.4174,1274875.0
2021-11-16,322.3595,323.6819,321.317,321.4135,1604336.0
2021-11-17,322.7359,322.8228,319.5794,319.9752,1304642.0
2021-11-18,319.9559,320.2455,317.7406,319.5119,1762882.0
2021-11-19,320.3034,321.6741,319.0003,320.6606,2067016.0
2021-11-20,320.3034,321.6741,319.0003,320.6606,2067016.0
2021-11-21,320.3034,321.6741,319.0003,320.6606,2067016.0
2021-11-22,321.2204,322.7649,318.2956,318.2956,955475.0
2021-11-23,317.562,319.9559,317.1372,318.7879,986831.0
2021-11-24,314.029,316.9007,313.5657,315.892,1327409.0
2021-11-25,314.029,316.9007,313.5657,315.892,1327409.0
2021-11-26,311.9633,313.2085,308.0635,309.4439,1318969.0
2021-11-27,311.9633,313.2085,308.0635,309.4439,1318969.0
2021-11-28,311.9633,313.2085,308.0635,309.4439,1318969.0
2021-11-29,310.3416,311.4517,307.5615,309.608,1857236.0
2021-11-30,309.2412,309.6466,304.8394,307.0982,3243951.0
2021-12-01,310.5346,314.502,307.1947,307.243,2459518.0
2021-12-02,309.9257,314.468,309.3446,313.7998,2183884.0
2021-12-03,314.9426,316.7053,308.2356,310.6037,2566706.0
2021-12-04,314.9426,316.7053,308.2356,310.6037,2566706.0
2021-12-05,314.9426,316.7053,308.2356,310.6037,2566706.0
2021-12-06,314.9233,316.1533,313.2768,314.7973,1672876.0
2021-12-07,320.2501,322.0515,319.6012,320.2404,1797521.0
2021-12-08,323.3881,323.514,320.4244,322.7004,1370084.0
2021-12-09,320.6278,323.4849,320.0951,321.6641,1086594.0
2021-12-10,322.4874,324.2985,322.313,323.4849,1116567.0
2021-12-11,322.4874,324.2985,322.313,323.4849,1116567.0
2021-12-12,322.4874,324.2985,322.313,323.4849,1116567.0
2021-12-13,323.175,324.9377,320.9862,323.669,1016810.0
2021-12-14,324.6375,325.4801,322.5358,323.9692,1631386.0
2021-12-15,325.606,330.6617,324.0854,330.6132,1445151.0
2021-12-16,330.1677,332.5019,327.9208,329.3057,1449663.0
2021-12-17,327.4849,328.3179,322.6327,323.3203,2791435.0
2021-12-18,327.4849,328.3179,322.6327,323.3203,2791435.0
2021-12-19,327.4849,328.3179,322.6327,323.3203,2791435.0
2021-12-20,319.9595,320.2598,316.715,319.9208,1621822.0
2021-12-21,319.9983,323.4946,319.2041,322.4099,1051934.0
2021-12-22,321.6835,324.9765,321.0007,324.7924,923516.0
2021-12-23,324.7924,329.9159,324.6665,328.4922,1151893.0
2021-12-24,324.7924,329.9159,324.6665,328.4922,1151893.0
2021-12-25,324.7924,329.9159,324.6665,328.4922,1151893.0
2021-12-26,324.7924,329.9159,324.6665,328.4922,1151893.0
2021-12-27,331.0684,333.0442,329.945,332.6084,1094377.0
2021-12-28,332.5696,334.0902,332.0951,332.9667,926530.0
2021-12-29,333.3348,335.5914,333.1217,334.5261,802118.0
2021-12-30,334.3905,335.3202,332.9377,333.4897,925304.0
2021-12-31,332.8989,336.0466,332.8118,335.5236,817804.0
2022-01-01,332.8989,336.0466,332.8118,335.5236,817804.0
2022-01-02,332.8989,336.0466,332.8118,335.5236,817804.0
2022-01-03,335.5139,335.6786,327.7083,327.9789,1514908.0
2022-01-04,328.2888,334.7488,327.6205,333.9546,1920004.0
2022-01-05,336.744,341.0926,335.4171,335.5043,1654894.0
2022-01-06,333.8287,334.6229,327.0685,327.3687,1649458.0
2022-01-07,327.3784,327.543,322.807,325.6932,1440980.0
2022-01-08,327.3784,327.543,322.807,325.6932,1440980.0
2022-01-09,327.3784,327.543,322.807,325.6932,1440980.0
2022-01-10,322.9232,324.9862,320.2404,324.8699,1415632.0
2022-01-11,323.669,325.8772,320.5794,325.8384,1571807.0
2022-01-12,327.6593,331.1556,326.5648,330.5454,1274370.0
2022-01-13,327.6302,329.2345,322.3157,322.9135,1446219.0
2022-01-14,318.7876,320.3276,314.9329,318.284,1850732.0
2022-01-15,318.7876,320.3276,314.9329,318.284,1850732.0
2022-01-16,318.7876,320.3276,314.9329,318.284,1850732.0
2022-01-17,318.7876,320.3276,314.9329,318.284,1850732.0
2022-01-18,312.6685,313.6061,308.4342,311.0492,2207903.0
2022-01-19,315.117,316.531,311.7271,312.0468,1442433.0
2022-01-20,313.6254,317.2864,311.1363,311.5528,1611724.0
2022-01-21,310.6037,311.8821,305.5674,306.1679,1921810.0
2022-01-22,310.6037,311.8821,305.5674,306.1679,1921810.0
2022-01-23,310.6037,311.8821,305.5674,306.1679,1921810.0
2022-01-24,303.9209,306.8071,294.5553,306.2066,2877752.0
2022-01-25,300.5989,306.2647,296.657,303.7175,1941643.0
2022-01-26,307.117,307.7368,296.134,299.2042,2092907.0
2022-01-27,300.9475,304.1727,297.6255,301.548,2151559.0
2022-01-28,297.6836,305.0541,295.8047,305.025,1898360.0
2022-01-29,297.6836,305.0541,295.8047,305.025,1898360.0
2022-01-30,297.6836,305.0541,295.8047,305.025,1898360.0
2022-01-31,300.2986,308.8603,299.8047,308.6473,2381392.0
2022-02-01,310.3518,311.9402,305.9838,311.2913,1875767.0
2022-02-02,310.2453,314.2937,309.9257,312.1436,1730449.0
2022-02-03,309.025,309.4608,301.1897,301.9839,1556349.0
2022-02-04,291.921,294.8265,288.1437,288.5989,3291672.0
2022-02-05,291.921,294.8265,288.1437,288.5989,3291672.0
2022-02-06,291.921,294.8265,288.1437,288.5989,3291672.0
2022-02-07,287.3689,290.2067,286.2067,287.1365,2533353.0
2022-02-08,287.1849,290.2067,285.6353,289.306,1993016.0
2022-02-09,293.2381,295.3689,292.2502,294.5747,1880891.0
2022-02-10,299.9403,306.8749,297.6158,299.1267,2497991.0
2022-02-11,297.3156,299.3689,284.2697,285.4513,2209713.0
2022-02-12,297.3156,299.3689,284.2697,285.4513,2209713.0
2022-02-13,297.3156,299.3689,284.2697,285.4513,2209713.0
2022-02-14,284.9573,286.536,281.1801,284.2697,1774426.0
2022-02-15,291.1074,293.0929,289.5093,292.3955,2772439.0
2022-02-16,291.8241,295.6594,289.6934,294.2648,1805616.0
2022-02-17,292.4633,293.1268,288.6183,289.5578,2055900.0
2022-02-18,290.3733,295.6449,289.2285,293.3253,2871470.0
2022-02-19,290.3733,295.6449,289.2285,293.3253,2871470.0
2022-02-20,290.3733,295.6449,289.2285,293.3253,2871470.0
2022-02-21,290.3733,295.6449,289.2285,293.3253,2871470.0
2022-02-22,282.0324,285.7806,280.6184,284.3471,3590673.0
2022-02-23,286.536,287.7612,281.4997,281.9258,3391770.0
2022-02-24,268.0373,276.8992,268.0373,276.2697,4444541.0
2022-02-25,278.6232,288.2793,278.5457,288.1244,2889050.0
2022-02-26,278.6232,288.2793,278.5457,288.1244,2889050.0
2022-02-27,278.6232,288.2793,278.5457,288.1244,2889050.0
2022-02-28,278.8944,285.4416,278.8944,284.0082,3233299.0
2022-03-01,282.8072,283.9016,271.7177,273.6644,3439348.0
2022-03-02,275.1753,282.8363,273.5483,281.0639,2964468.0
2022-03-03,281.4319,282.6619,276.6716,278.3617,3092186.0
2022-03-04,269.5966,272.6765,267.6693,272.57,3853940.0
2022-03-05,269.5966,272.6765,267.6693,272.57,3853940.0
2022-03-06,269.5966,272.6765,267.6693,272.57,3853940.0
2022-03-07,271.9985,272.3666,261.3691,262.4586,3732139.0
2022-03-08,264.8896,269.8097,259.0882,262.8945,3117495.0
2022-03-09,275.369,286.9718,273.0639,283.553,4117790.0
2022-03-10,272.7981,280.2273,272.4286,275.657,2525863.0
2022-03-11,280.3926,281.5108,272.5939,273.012,2007435.0
2022-03-12,280.3926,281.5108,272.5939,273.012,2007435.0
2022-03-13,280.3926,281.5108,272.5939,273.012,2007435.0
2022-03-14,280.694,284.5646,276.746,277.4851,2541154.0
2022-03-15,282.1623,286.4506,279.4104,285.9839,3413568.0
2022-03-16,294.7161,299.8017,290.3441,296.126,3535899.0
2022-03-17,294.5313,301.5326,293.802,300.8325,2265270.0
2022-03-18,296.3011,303.9442,296.3011,303.0593,3242725.0
2022-03-19,296.3011,303.9442,296.3011,303.0593,3242725.0
2022-03-20,296.3011,303.9442,296.3011,303.0593,3242725.0
2022-03-21,302.9329,303.8372,299.8115,302.1258,1556265.0
2022-03-22,303.2927,304.7513,301.061,303.5163,1721912.0
2022-03-23,299.2475,302.1452,298.4776,298.8196,1853999.0
2022-03-24,301.1553,309.3507,301.1553,309.2632,2115897.0
2022-03-25,311.7915,312.0832,307.0316,309.9439,1813628.0
2022-03-26,311.7915,312.0832,307.0316,309.9439,1813628.0
2022-03-27,311.7915,312.0832,307.0316,309.9439,1813628.0
2022-03-28,310.5565,313.7946,310.2356,313.7363,1722506.0
2022-03-29,318.6858,319.9208,311.8887,317.3342,2514240.0
2022-03-30,315.6422,317.5287,313.5564,316.634,1526738.0
2022-03-31,314.6017,315.9145,310.4107,310.6149,2311272.0
2022-04-01,312.0346,313.9891,311.5289,313.8238,1477765.0
2022-04-02,312.0346,313.9891,311.5289,313.8238,1477765.0
2022-04-03,312.0346,313.9891,311.5289,313.8238,1477765.0
2022-04-04,311.5289,313.0945,310.3718,312.5694,1301779.0
2022-04-05,311.9762,316.07,311.8206,312.8903,1376876.0
2022-04-06,307.299,308.1741,303.5163,306.3557,2257621.0
2022-04-07,308.038,310.6829,305.6848,309.2729,1471376.0
2022-04-08,308.7381,312.5888,308.3783,309.0493,1357176.0
2022-04-09,308.7381,312.5888,308.3783,309.0493,1357176.0
2022-04-10,308.7381,312.5888,308.3783,309.0493,1357176.0
2022-04-11,309.0785,310.6051,308.0185,308.3978,1235758.0
2022-04-12,306.2196,308.8451,304.2553,305.3347,1827941.0
2022-04-13,305.3347,310.6149,304.8777,310.4398,1208897.0
2022-04-14,310.1578,311.8498,307.8824,309.73,1785315.0
2022-04-15,310.1578,311.8498,307.8824,309.73,1785315.0
2022-04-16,310.1578,311.8498,307.8824,309.73,1785315.0
2022-04-17,310.1578,311.8498,307.8824,309.73,1785315.0
2022-04-18,309.7008,311.0719,306.9781,308.777,915826.0
2022-04-19,306.3946,310.3523,305.8793,309.3702,1944800.0
2022-04-20,311.0913,318.8219,311.0913,317.3633,1957058.0
2022-04-21,322.0503,323.1394,314.6503,315.4185,1475038.0
2022-04-22,313.7557,313.7557,300.5019,301.1728,2339260.0
2022-04-23,313.7557,313.7557,300.5019,301.1728,2339260.0
2022-04-24,313.7557,313.7557,300.5019,301.1728,2339260.0
2022-04-25,302.7092,305.5,298.0611,305.325,2293478.0
2022-04-26,303.0398,304.8971,295.1536,295.1536,2500313.0
2022-04-27,295.9705,301.5034,295.0953,298.5668,2610919.0
2022-04-28,297.0693,307.7852,294.6626,306.4919,3304882.0
2022-04-29,304.8777,310.0995,302.3883,303.351,2534861.0
2022-04-30,304.8777,310.0995,302.3883,303.351,2534861.0
2022-05-01,304.8777,310.0995,302.3883,303.351,2534861.0
2022-05-02,305.8793,306.944,298.4306,304.6443,2195364.0
2022-05-03,305.4514,307.9505,303.3121,305.3444,1771891.0
2022-05-04,306.1224,313.9891,303.526,313.3473,1730115.0
2022-05-05,310.08,310.858,300.8908,303.9831,1769712.0
2022-05-06,297.0498,301.2701,295.4016,300.1421,2273042.0
2022-05-07,297.0498,301.2701,295.4016,300.1421,2273042.0
2022-05-08,297.0498,301.2701,295.4016,300.1421,2273042.0
2022-05-09,295.3384,297.1665,291.546,291.9836,2027027.0
2022-05-10,297.75,298.1875,289.8638,291.1182,2525192.0
2022-05-11,289.854,298.2653,289.1928,292.1586,1759321.0
2022-05-12,288.3274,293.9868,288.1403,293.0241,2455226.0
2022-05-13,294.9203,302.5925,294.2396,300.249,1845454.0
2022-05-14,294.9203,302.5925,294.2396,300.249,1845454.0
2022-05-15,294.9203,302.5925,294.2396,300.249,1845454.0
2022-05-16,298.8682,303.0301,296.515,300.9006,1598788.0
2022-05-17,308.1741,310.0995,306.239,309.9731,1396688.0
2022-05-18,305.9376,307.5615,300.3852,301.5132,1737248.0
2022-05-19,299.9573,305.4271,299.4517,302.1258,1957833.0
2022-05-20,306.803,308.0088,298.8488,306.4821,2372010.0
2022-05-21,306.803,308.0088,298.8488,306.4821,2372010.0
2022-05-22,306.803,308.0088,298.8488,306.4821,2372010.0
2022-05-23,311.0913,314.6017,309.9342,311.5775,1981099.0
2022-05-24,312.1415,312.7639,306.9781,311.6456,1707656.0
2022-05-25,309.9634,311.208,304.6443,307.1337,2260079.0
2022-05-26,308.7867,312.8708,308.427,311.49,2651563.0
2022-05-27,314.9712,320.7084,314.4364,320.5334,1878978.0
2022-05-28,314.9712,320.7084,314.4364,320.5334,1878978.0
2022-05-29,314.9712,320.7084,314.4364,320.5334,1878978.0
2022-05-30,314.9712,320.7084,314.4364,320.5334,1878978.0
2022-05-31,315.4963,318.8025,313.9842,315.72,2510401.0
2022-06-01,314.6017,316.1527,309.0298,310.7899,1853782.0
2022-06-02,315.7675,325.3906,315.1721,325.1759,2282427.0
2022-06-03,322.3553,325.5468,321.8966,323.9266,1332834.0
2022-06-04,322.3553,325.5468,321.8966,323.9266,1332834.0
2022-06-05,322.3553,325.5468,321.8966,323.9266,1332834.0
2022-06-06,328.299,329.8703,325.3516,327.4499,1728558.0
2022-06-07,323.5753,328.055,323.2434,327.6939,1726083.0
2022-06-08,322.9799,325.7322,319.4274,320.7059,1916979.0
2022-06-09,316.4604,318.754,310.9364,311.034,1666239.0
2022-06-10,304.9439,305.7637,300.4642,303.4214,2008025.0
2022-06-11,304.9439,305.7637,300.4642,303.4214,2008025.0
2022-06-12,304.9439,305.7637,300.4642,303.4214,2008025.0
2022-06-13,295.3598,297.1849,292.549,294.091,2039566.0
2022-06-14,292.0708,292.9003,286.1759,288.5182,2420349.0
2022-06-15,292.4026,295.5647,286.9957,292.7832,1979468.0
2022-06-16,282.8771,284.6045,280.9153,282.7599,2986892.0
2022-06-17,278.1924,285.4829,276.8553,283.6969,5565570.0
2022-06-18,278.1924,285.4829,276.8553,283.6969,5565570.0
2022-06-19,278.1924,285.4829,276.8553,283.6969,5565570.0
2022-06-20,278.1924,285.4829,276.8553,283.6969,5565570.0
2022-06-21,286.3418,293.3883,285.805,291.6023,3779420.0
2022-06-22,286.537,293.6714,286.293,291.2314,2769206.0
2022-06-23,289.826,292.588,285.9611,289.6991,2812451.0
2022-06-24,290.3628,297.302,290.3189,295.9454,23958751.0
2022-06-25,290.3628,297.302,290.3189,295.9454,23958751.0
2022-06-26,290.3628,297.302,290.3189,295.9454,23958751.0
2022-06-27,292.4221,293.5738,288.3913,289.1428,2714304.0
2022-06-28,289.1331,291.817,285.1706,286.3515,2535516.0
2022-06-29,284.14,285.317,281.7059,284.4093,1951294.0
2022-06-30,277.2945,282.6331,275.7134,280.6225,2926961.0
2022-07-01,276.7089,279.2562,274.1811,278.5828,3307611.0
2022-07-02,276.7089,279.2562,274.1811,278.5828,3307611.0
2022-07-03,276.7089,279.2562,274.1811,278.5828,3307611.0
2022-07-04,276.7089,279.2562,274.1811,278.5828,3307611.0
2022-07-05,265.6413,266.9003,260.415,264.1285,4332745.0
2022-07-06,263.133,268.862,263.0745,267.7006,3484076.0
2022-07-07,268.2179,269.6233,267.0174,267.3005,2338141.0
2022-07-08,268.1593,269.7404,265.4364,267.1053,1711930.0
