,FL US Equity,FL US Equity,FL US Equity,FL US Equity,FL US Equity
2020-03-02,31.5666,31.5796,29.1124,29.1991,6644936.0
2020-03-03,29.1731,29.2251,26.8663,27.5167,6487965.0
2020-03-04,27.8376,29.1991,27.4127,29.1644,3881468.0
2020-03-05,28.2972,28.514,26.3547,26.5541,3624530.0
2020-03-06,25.8603,26.9704,25.5481,26.3026,5003641.0
2020-03-07,25.8603,26.9704,25.5481,26.3026,5003641.0
2020-03-08,25.8603,26.9704,25.5481,26.3026,5003641.0
2020-03-09,24.837,25.5742,24.3081,25.2359,3256690.0
2020-03-10,26.1812,26.5888,24.1259,25.1232,3420762.0
2020-03-11,24.6723,24.7156,21.4983,21.7151,5717733.0
2020-03-12,19.5297,19.7291,17.8386,18.6364,5229205.0
2020-03-13,19.6858,20.3449,18.2462,20.0587,6476916.0
2020-03-14,19.6858,20.3449,18.2462,20.0587,6476916.0
2020-03-15,19.6858,20.3449,18.2462,20.0587,6476916.0
2020-03-16,17.7779,20.8565,17.7433,20.5183,6185338.0
2020-03-17,20.6657,22.7644,19.6858,20.8218,6118313.0
2020-03-18,19.469,20.7264,17.5958,19.0527,4374377.0
2020-03-19,18.6971,19.8939,17.431,19.0527,4042431.0
2020-03-20,19.495,19.9459,17.483,17.5351,4614660.0
2020-03-21,19.495,19.9459,17.483,17.5351,4614660.0
2020-03-22,19.495,19.9459,17.483,17.5351,4614660.0
2020-03-23,17.431,17.483,15.1416,15.8007,3390108.0
2020-03-24,16.9974,18.1161,16.6505,17.7085,2537827.0
2020-03-25,18.2289,19.6598,17.2749,18.7318,3816280.0
2020-03-26,18.8966,20.5963,18.3069,20.3015,2337991.0
2020-03-27,19.0787,19.8202,18.2635,19.3389,2361895.0
2020-03-28,19.0787,19.8202,18.2635,19.3389,2361895.0
2020-03-29,19.0787,19.8202,18.2635,19.3389,2361895.0
2020-03-30,19.0007,19.6554,18.1508,19.469,2439196.0
2020-03-31,19.3562,19.7291,18.94,19.1221,2775889.0
2020-04-01,18.0294,18.2722,17.2055,17.4744,2345428.0
2020-04-02,17.1448,18.1074,16.85,17.3096,2140569.0
2020-04-03,17.3443,17.6175,15.6532,15.8874,2072094.0
2020-04-04,17.3443,17.6175,15.6532,15.8874,2072094.0
2020-04-05,17.3443,17.6175,15.6532,15.8874,2072094.0
2020-04-06,16.6592,19.3302,16.5118,19.1654,3543059.0
2020-04-07,21.0473,22.4435,19.495,19.5817,4097228.0
2020-04-08,20.0413,20.6657,19.4299,20.0673,2293713.0
2020-04-09,20.7785,22.5823,20.6924,21.6804,3372284.0
2020-04-10,20.7785,22.5823,20.6924,21.6804,3372284.0
2020-04-11,20.7785,22.5823,20.6924,21.6804,3372284.0
2020-04-12,20.7785,22.5823,20.6924,21.6804,3372284.0
2020-04-13,21.7584,22.2267,19.6858,20.024,1837977.0
2020-04-14,20.8305,21.0126,19.7465,20.2928,2726752.0
2020-04-15,19.5297,19.6771,18.9486,19.3909,2707949.0
2020-04-16,19.3291,19.4262,18.5609,19.1967,2195312.0
2020-04-17,20.062,20.9538,19.7441,20.2121,4042776.0
2020-04-18,20.062,20.9538,19.7441,20.2121,4042776.0
2020-04-19,20.062,20.9538,19.7441,20.2121,4042776.0
2020-04-20,19.6735,20.3976,19.3114,19.753,2913570.0
2020-04-21,19.1525,20.3048,18.9847,20.0973,2307066.0
2020-04-22,20.5212,20.583,18.9847,19.0465,3221164.0
2020-04-23,19.0201,19.9031,18.5874,19.4527,3382807.0
2020-04-24,19.753,20.6006,19.5057,20.3446,2248911.0
2020-04-25,19.753,20.6006,19.5057,20.3446,2248911.0
2020-04-26,19.753,20.6006,19.5057,20.3446,2248911.0
2020-04-27,20.7508,22.2872,20.583,21.8722,3172018.0
2020-04-28,22.3932,23.7442,21.8457,22.402,3125108.0
2020-04-29,23.8501,24.583,23.0113,24.2298,2707694.0
2020-04-30,23.5852,23.7442,22.4616,22.6316,2068176.0
2020-05-01,21.7309,21.9605,20.7154,21.0421,1783056.0
2020-05-02,21.7309,21.9605,20.7154,21.0421,1783056.0
2020-05-03,21.7309,21.9605,20.7154,21.0421,1783056.0
2020-05-04,20.3799,20.8479,19.6823,20.6183,2375348.0
2020-05-05,21.0951,21.5808,20.1238,20.2739,1855965.0
2020-05-06,20.3534,20.6006,19.3733,20.2651,2342581.0
2020-05-07,20.5742,21.3576,20.4947,20.6183,1728737.0
2020-05-08,21.0863,23.0201,21.0068,22.7464,2219056.0
2020-05-09,21.0863,23.0201,21.0068,22.7464,2219056.0
2020-05-10,21.0863,23.0201,21.0068,22.7464,2219056.0
2020-05-11,22.455,23.1349,21.8104,22.7022,2020499.0
2020-05-12,22.9141,23.2144,21.6603,21.8015,2069052.0
2020-05-13,21.5543,21.7044,20.1238,20.6978,2609226.0
2020-05-14,20.1062,21.7574,19.7176,21.6779,2556594.0
2020-05-15,21.1216,22.5079,20.9538,22.4461,2278084.0
2020-05-16,21.1216,22.5079,20.9538,22.4461,2278084.0
2020-05-17,21.1216,22.5079,20.9538,22.4461,2278084.0
2020-05-18,23.6647,24.6713,23.6029,23.8413,3352611.0
2020-05-19,23.7,25.0687,22.8435,24.3976,2422599.0
2020-05-20,24.8303,25.4042,24.636,25.0069,2383417.0
2020-05-21,25.0157,26.6581,25.0157,25.8899,3726084.0
2020-05-22,23.6294,24.6183,22.2784,23.6912,12943207.0
2020-05-23,23.6294,24.6183,22.2784,23.6912,12943207.0
2020-05-24,23.6294,24.6183,22.2784,23.6912,12943207.0
2020-05-25,23.6294,24.6183,22.2784,23.6912,12943207.0
2020-05-26,25.0952,25.9605,24.6007,24.9186,4559823.0
2020-05-27,26.0312,26.5433,24.6802,25.9958,3513200.0
2020-05-28,26.3226,26.3226,24.9848,25.2365,2175611.0
2020-05-29,24.9097,24.9627,24.0267,24.4594,2888268.0
2020-05-30,24.9097,24.9627,24.0267,24.4594,2888268.0
2020-05-31,24.9097,24.9627,24.0267,24.4594,2888268.0
2020-06-01,24.5212,25.9075,24.3976,25.7839,2509187.0
2020-06-02,26.146,26.4373,25.2365,25.7309,1739252.0
2020-06-03,26.2872,27.7265,26.2343,27.4616,2579349.0
2020-06-04,27.3557,28.9804,26.8965,28.7067,2435863.0
2020-06-05,30.4639,30.8436,29.3513,29.4926,2281920.0
2020-06-06,30.4639,30.8436,29.3513,29.4926,2281920.0
2020-06-07,30.4639,30.8436,29.3513,29.4926,2281920.0
2020-06-08,30.4727,31.1968,29.9915,31.0113,2986802.0
2020-06-09,29.9606,30.7818,28.0621,30.1283,3109867.0
2020-06-10,29.8987,29.8987,28.5566,28.6449,2307054.0
2020-06-11,26.402,26.6007,25.625,25.881,3007032.0
2020-06-12,27.1349,27.8767,25.2188,26.1018,2922955.0
2020-06-13,27.1349,27.8767,25.2188,26.1018,2922955.0
2020-06-14,27.1349,27.8767,25.2188,26.1018,2922955.0
2020-06-15,24.5919,26.0135,24.3799,25.8016,2766498.0
2020-06-16,27.4087,27.444,25.9605,26.5168,1859529.0
2020-06-17,26.5168,26.5168,25.6117,25.6426,1706238.0
2020-06-18,25.2276,26.1636,24.9715,25.8281,1866917.0
2020-06-19,26.3137,26.508,24.636,24.8038,4248222.0
2020-06-20,26.3137,26.508,24.636,24.8038,4248222.0
2020-06-21,26.3137,26.508,24.636,24.8038,4248222.0
2020-06-22,24.4947,26.3932,23.9649,26.0665,3900622.0
2020-06-23,26.561,26.7905,25.7927,26.6139,2152440.0
2020-06-24,26.2078,26.274,24.8656,25.4219,1924729.0
2020-06-25,25.3336,25.9649,24.8744,25.9164,1893636.0
2020-06-26,25.5543,25.6956,23.8236,23.9296,3671008.0
2020-06-27,25.5543,25.6956,23.8236,23.9296,3671008.0
2020-06-28,25.5543,25.6956,23.8236,23.9296,3671008.0
2020-06-29,24.4329,26.0753,24.0356,25.987,2349756.0
2020-06-30,25.7486,26.1813,25.4572,25.7486,2033936.0
2020-07-01,25.5897,26.7111,25.4307,25.4837,2099592.0
2020-07-02,26.2519,26.4462,25.5455,25.9605,1334895.0
2020-07-03,26.2519,26.4462,25.5455,25.9605,1334895.0
2020-07-04,26.2519,26.4462,25.5455,25.9605,1334895.0
2020-07-05,26.2519,26.4462,25.5455,25.9605,1334895.0
2020-07-06,26.5786,27.1702,25.7663,26.1548,1490851.0
2020-07-07,25.6868,25.9252,25.1128,25.1835,1562029.0
2020-07-08,25.1481,25.5985,24.5874,25.4837,1899762.0
2020-07-09,25.2983,25.2983,24.2475,24.7155,1551645.0
2020-07-10,25.1658,26.1371,24.998,25.466,2920634.0
2020-07-11,25.1658,26.1371,24.998,25.466,2920634.0
2020-07-12,25.1658,26.1371,24.998,25.466,2920634.0
2020-07-13,25.7486,25.8634,24.6802,24.7155,1856542.0
2020-07-14,24.2563,24.742,23.9649,24.3005,2958753.0
2020-07-15,25.1923,25.9649,25.0775,25.7398,3268223.0
2020-07-16,25.5455,26.0797,25.3557,25.5102,1944921.0
2020-07-17,25.572,25.572,24.4682,24.4771,2024317.0
2020-07-18,25.572,25.572,24.4682,24.4771,2024317.0
2020-07-19,25.572,25.572,24.4682,24.4771,2024317.0
2020-07-20,24.3534,24.583,23.859,24.3269,1926195.0
2020-07-21,25.8987,26.8347,25.4395,26.6846,3922478.0
2020-07-22,26.4903,26.7641,25.6603,26.2166,2974821.0
2020-07-23,25.9782,27.6471,25.9075,27.3204,3430551.0
2020-07-24,27.3733,27.6206,26.2166,26.3314,2821569.0
2020-07-25,27.3733,27.6206,26.2166,26.3314,2821569.0
2020-07-26,27.3733,27.6206,26.2166,26.3314,2821569.0
2020-07-27,26.1813,26.5433,25.6426,26.3755,2462976.0
2020-07-28,26.4197,27.0378,26.2961,26.5875,1980793.0
2020-07-29,26.7729,27.7089,26.7729,27.3468,2190893.0
2020-07-30,26.8877,27.1173,26.5256,27.029,2202283.0
2020-07-31,27.0643,27.3379,25.6161,25.9517,1925660.0
2020-08-01,27.0643,27.3379,25.6161,25.9517,1925660.0
2020-08-02,27.0643,27.3379,25.6161,25.9517,1925660.0
2020-08-03,25.9252,25.9252,23.9737,24.0532,3528181.0
2020-08-04,24.0709,24.4771,23.7442,24.3358,2526092.0
2020-08-05,24.9539,25.4219,24.2828,24.4241,2218574.0
2020-08-06,24.2828,24.4947,23.7883,23.806,2671673.0
2020-08-07,23.806,24.349,23.4704,24.2651,3661054.0
2020-08-08,23.806,24.349,23.4704,24.2651,3661054.0
2020-08-09,23.806,24.349,23.4704,24.2651,3661054.0
2020-08-10,26.508,26.5963,24.9892,26.1636,11810561.0
2020-08-11,26.5168,27.5323,26.3579,26.7552,4588623.0
2020-08-12,27.1349,27.2585,25.678,26.6228,3212255.0
2020-08-13,26.2078,26.3049,25.7883,25.8192,2960737.0
2020-08-14,25.4749,25.7133,25.0069,25.3689,3332421.0
2020-08-15,25.4749,25.7133,25.0069,25.3689,3332421.0
2020-08-16,25.4749,25.7133,25.0069,25.3689,3332421.0
2020-08-17,25.5897,25.6073,24.7234,25.0775,3214332.0
2020-08-18,24.9186,24.9627,23.9649,24.0179,4141151.0
2020-08-19,24.0179,24.508,23.8987,24.2828,4520216.0
2020-08-20,23.9296,24.5389,23.753,24.0091,5278772.0
2020-08-21,25.4837,25.8722,24.2386,24.3446,15242414.0
2020-08-22,25.4837,25.8722,24.2386,24.3446,15242414.0
2020-08-23,25.4837,25.8722,24.2386,24.3446,15242414.0
2020-08-24,24.0002,26.4197,23.9296,25.7574,6115885.0
2020-08-25,26.3579,26.6669,25.519,26.1901,3875044.0
2020-08-26,26.508,26.6581,25.6073,25.7309,2248954.0
2020-08-27,25.8987,26.3579,25.8722,26.2872,1972105.0
2020-08-28,26.2696,26.8435,26.146,26.8347,1930385.0
2020-08-29,26.2696,26.8435,26.146,26.8347,1930385.0
2020-08-30,26.2696,26.8435,26.146,26.8347,1930385.0
2020-08-31,26.7994,27.1526,26.3667,26.7817,1809195.0
2020-09-01,26.5698,27.1614,26.2166,27.1438,2227803.0
2020-09-02,27.2585,28.7332,27.1967,28.6184,2938320.0
2020-09-03,28.5654,29.0333,27.7928,28.1239,2179542.0
2020-09-04,28.4771,28.689,27.8767,28.4948,1937831.0
2020-09-05,28.4771,28.689,27.8767,28.4948,1937831.0
2020-09-06,28.4771,28.689,27.8767,28.4948,1937831.0
2020-09-07,28.4771,28.689,27.8767,28.4948,1937831.0
2020-09-08,28.4948,29.6957,28.1283,28.9009,3394074.0
2020-09-09,28.8568,29.9297,28.6714,29.7221,2765626.0
2020-09-10,30.0224,30.2343,29.1305,29.2541,2632990.0
2020-09-11,29.5809,30.2564,29.2718,30.199,2837492.0
2020-09-12,29.5809,30.2564,29.2718,30.199,2837492.0
2020-09-13,29.5809,30.2564,29.2718,30.199,2837492.0
2020-09-14,30.4992,31.7796,30.4506,31.6736,2370371.0
2020-09-15,31.8237,32.2917,31.4528,31.6471,2840043.0
2020-09-16,31.8325,32.8922,31.6648,32.2652,2370641.0
2020-09-17,31.859,32.2976,31.5853,31.7442,1851737.0
2020-09-18,32.1151,32.6714,31.3292,31.603,2717076.0
2020-09-19,32.1151,32.6714,31.3292,31.603,2717076.0
2020-09-20,32.1151,32.6714,31.3292,31.603,2717076.0
2020-09-21,30.4374,30.5875,29.625,30.4109,3093033.0
2020-09-22,30.4462,30.7464,29.5632,30.5345,2017285.0
2020-09-23,31.6206,31.8325,29.2056,29.2365,3239370.0
2020-09-24,29.0157,29.3336,28.2917,29.0246,2027766.0
2020-09-25,28.8303,29.4484,28.6007,28.9628,1841670.0
2020-09-26,28.8303,29.4484,28.6007,28.9628,1841670.0
2020-09-27,28.8303,29.4484,28.6007,28.9628,1841670.0
2020-09-28,29.4308,29.8369,28.5566,28.6007,1633720.0
2020-09-29,28.6184,28.6184,27.7354,28.3535,1938016.0
2020-09-30,28.4771,29.7575,28.4771,29.1658,2582016.0
2020-10-01,29.2277,30.2431,29.2277,30.1195,1955701.0
2020-10-02,29.316,31.6118,29.316,31.4617,2167652.0
2020-10-03,29.316,31.6118,29.316,31.4617,2167652.0
2020-10-04,29.316,31.6118,29.316,31.4617,2167652.0
2020-10-05,31.7001,32.9186,31.7001,32.848,2880807.0
2020-10-06,33.0688,33.8326,32.2122,32.274,2909514.0
2020-10-07,33.3072,34.2432,32.9716,33.1482,2292283.0
2020-10-08,33.1041,33.9253,32.5654,33.8546,2031447.0
2020-10-09,33.9253,34.252,33.3072,33.5809,1771400.0
2020-10-10,33.9253,34.252,33.3072,33.5809,1771400.0
2020-10-11,33.9253,34.252,33.3072,33.5809,1771400.0
2020-10-12,33.6692,34.1151,33.0025,33.1924,1250161.0
2020-10-13,34.6229,35.2939,33.3513,33.731,3689971.0
2020-10-14,33.5986,33.9341,32.9098,33.678,1880179.0
2020-10-15,33.2968,34.2011,32.9422,33.9972,2735816.0
2020-10-16,34.0238,34.3784,33.4121,33.7667,1499080.0
2020-10-17,34.0238,34.3784,33.4121,33.7667,1499080.0
2020-10-18,34.0238,34.3784,33.4121,33.7667,1499080.0
2020-10-19,33.9529,34.6355,33.5096,33.5628,1295266.0
2020-10-20,33.9972,34.7507,33.7844,34.0149,1415796.0
2020-10-21,34.1124,34.9103,34.0149,34.334,1312835.0
2020-10-22,34.5202,35.4732,34.4582,34.4759,3437108.0
2020-10-23,34.9546,35.3003,34.3518,35.256,1567974.0
2020-10-24,34.9546,35.3003,34.3518,35.256,1567974.0
2020-10-25,34.9546,35.3003,34.3518,35.256,1567974.0
2020-10-26,34.5291,34.6621,33.2614,33.7401,1443739.0
2020-10-27,34.0947,34.1922,33.5318,33.944,984056.0
2020-10-28,32.8713,33.421,32.171,32.2242,1401274.0
2020-10-29,32.0557,32.9422,31.7898,32.7915,1302107.0
2020-10-30,32.8447,33.2968,32.1001,32.694,1344419.0
2020-10-31,32.8447,33.2968,32.1001,32.694,1344419.0
2020-11-01,32.8447,33.2968,32.1001,32.694,1344419.0
2020-11-02,33.0043,33.5628,32.6586,33.1018,1231009.0
2020-11-03,33.6869,34.5379,33.5273,34.3606,1344229.0
2020-11-04,33.6603,33.8642,32.366,32.7118,1328557.0
2020-11-05,33.0752,33.9085,33.0398,33.6692,1029249.0
2020-11-06,33.6514,34.1567,32.7251,32.8536,1168967.0
2020-11-07,33.6514,34.1567,32.7251,32.8536,1168967.0
2020-11-08,33.6514,34.1567,32.7251,32.8536,1168967.0
2020-11-09,35.7258,37.0024,34.3075,35.2028,3509965.0
2020-11-10,35.3003,35.4599,34.2534,34.7152,1446437.0
2020-11-11,34.7507,34.9147,32.8447,33.0841,3223525.0
2020-11-12,33.2082,33.2082,31.9937,32.3572,1700421.0
2020-11-13,32.6586,33.3234,32.6054,33.0132,1385973.0
2020-11-14,32.6586,33.3234,32.6054,33.0132,1385973.0
2020-11-15,32.6586,33.3234,32.6054,33.0132,1385973.0
2020-11-16,34.4404,35.4599,33.0841,35.2117,2672901.0
2020-11-17,35.1142,35.8854,34.1922,35.4776,2158624.0
2020-11-18,35.6727,36.5237,35.3624,35.4067,1703921.0
2020-11-19,35.2205,36.7985,34.8571,36.6389,2648310.0
2020-11-20,36.7896,37.2329,34.6266,34.8216,5259891.0
2020-11-21,36.7896,37.2329,34.6266,34.8216,5259891.0
2020-11-22,36.7896,37.2329,34.6266,34.8216,5259891.0
2020-11-23,34.139,34.7241,33.6071,33.9174,3809707.0
2020-11-24,34.4582,34.5379,33.944,34.5113,2145905.0
2020-11-25,34.5025,34.7152,33.9794,33.9972,2468359.0
2020-11-26,34.5025,34.7152,33.9794,33.9972,2468359.0
2020-11-27,33.9972,34.4404,33.5185,33.8021,1615101.0
2020-11-28,33.9972,34.4404,33.5185,33.8021,1615101.0
2020-11-29,33.9972,34.4404,33.5185,33.8021,1615101.0
2020-11-30,34.0238,34.0592,32.7472,33.155,3190380.0
2020-12-01,33.421,34.6798,33.1639,34.5734,2458727.0
2020-12-02,34.5645,34.9989,33.7667,34.9635,2477211.0
2020-12-03,35.4599,36.5946,35.2276,36.2046,3000285.0
2020-12-04,36.0982,37.0024,35.5663,36.9403,2377286.0
2020-12-05,36.0982,37.0024,35.5663,36.9403,2377286.0
2020-12-06,36.0982,37.0024,35.5663,36.9403,2377286.0
2020-12-07,36.7896,36.8495,35.9031,36.701,2126764.0
2020-12-08,36.5148,37.9155,36.3553,37.8978,2396813.0
2020-12-09,38.1194,38.1814,37.3393,38.1105,1657233.0
2020-12-10,37.5875,38.1017,37.2949,37.4722,1129725.0
2020-12-11,37.162,37.4811,36.6744,37.2595,981612.0
2020-12-12,37.162,37.4811,36.6744,37.2595,981612.0
2020-12-13,37.162,37.4811,36.6744,37.2595,981612.0
2020-12-14,37.7914,37.8268,36.2843,36.3375,1185955.0
2020-12-15,36.5237,37.4102,36.3464,37.3925,1237427.0
2020-12-16,37.3304,37.7382,35.9209,36.1602,1685677.0
2020-12-17,36.1691,36.6212,35.9297,36.435,1461475.0
2020-12-18,36.4705,36.7276,34.1302,34.6089,3246909.0
2020-12-19,36.4705,36.7276,34.1302,34.6089,3246909.0
2020-12-20,36.4705,36.7276,34.1302,34.6089,3246909.0
2020-12-21,33.9085,35.5131,33.6623,35.4244,2414521.0
2020-12-22,35.6638,35.6638,34.6089,34.7862,1394156.0
2020-12-23,35.4688,36.0804,35.2826,35.5574,1103287.0
2020-12-24,35.4599,35.5122,34.7418,35.0078,676246.0
2020-12-25,35.4599,35.5122,34.7418,35.0078,676246.0
2020-12-26,35.4599,35.5122,34.7418,35.0078,676246.0
2020-12-27,35.4599,35.5122,34.7418,35.0078,676246.0
2020-12-28,35.2028,36.1735,35.0521,35.779,1460917.0
2020-12-29,35.7879,36.0361,35.0831,35.7524,1040360.0
2020-12-30,35.7347,36.4173,35.7258,35.8854,814305.0
2020-12-31,35.7258,36.2001,35.4067,35.85,1059339.0
2021-01-01,35.7258,36.2001,35.4067,35.85,1059339.0
2021-01-02,35.7258,36.2001,35.4067,35.85,1059339.0
2021-01-03,35.7258,36.2001,35.4067,35.85,1059339.0
2021-01-04,35.8056,35.9031,34.4848,34.6621,1796857.0
2021-01-05,34.7064,35.8721,34.6621,35.7524,1119528.0
2021-01-06,36.4882,39.0236,36.2755,38.6513,3416756.0
2021-01-07,40.0697,40.2381,38.4518,38.9527,2458051.0
2021-01-08,39.1477,39.1477,38.4119,38.9084,1633604.0
2021-01-09,39.1477,39.1477,38.4119,38.9084,1633604.0
2021-01-10,39.1477,39.1477,38.4119,38.9084,1633604.0
2021-01-11,38.2169,41.2133,38.1371,41.1689,2187405.0
2021-01-12,41.1955,42.2682,40.6104,41.9047,2317807.0
2021-01-13,41.4438,41.6565,40.77,41.0271,1590607.0
2021-01-14,41.2228,42.2189,41.0538,42.0855,1498171.0
2021-01-15,43.1082,43.1171,41.3473,42.5568,1735774.0
2021-01-16,43.1082,43.1171,41.3473,42.5568,1735774.0
2021-01-17,43.1082,43.1171,41.3473,42.5568,1735774.0
2021-01-18,43.1082,43.1171,41.3473,42.5568,1735774.0
2021-01-19,42.6636,42.6636,41.3651,41.8898,1404240.0
2021-01-20,41.9076,42.628,41.8898,42.4412,1263055.0
2021-01-21,42.5301,43.1349,42.1032,42.539,2001202.0
2021-01-22,42.379,42.4323,41.4184,42.29,1320310.0
2021-01-23,42.379,42.4323,41.4184,42.29,1320310.0
2021-01-24,42.379,42.4323,41.4184,42.29,1320310.0
2021-01-25,42.2367,43.8909,41.5607,41.9965,2411850.0
2021-01-26,42.3167,42.4679,40.5824,41.3028,2284751.0
2021-01-27,40.4668,40.5646,38.2967,38.4034,2786489.0
2021-01-28,38.3234,40.0666,37.9676,38.9904,3304083.0
2021-01-29,38.9993,39.5329,38.021,38.9726,1792965.0
2021-01-30,38.9993,39.5329,38.021,38.9726,1792965.0
2021-01-31,38.9993,39.5329,38.021,38.9726,1792965.0
2021-02-01,39.0971,40.0666,38.439,39.7375,1803074.0
2021-02-02,40.3778,41.0449,39.8492,40.3778,1866167.0
2021-02-03,40.4846,40.7603,39.6397,40.6536,1823732.0
2021-02-04,41.2761,42.6813,41.0271,42.6636,2303172.0
2021-02-05,44.3712,44.718,43.1171,43.5618,2053254.0
2021-02-06,44.3712,44.718,43.1171,43.5618,2053254.0
2021-02-07,44.3712,44.718,43.1171,43.5618,2053254.0
2021-02-08,43.544,45.7853,43.3306,44.8247,1670953.0
2021-02-09,44.6824,45.6786,44.3356,45.4651,1552849.0
2021-02-10,45.6608,46.1143,44.6558,45.4651,1180920.0
2021-02-11,45.4918,47.0037,45.4918,46.2833,1315618.0
2021-02-12,46.0788,47.066,45.7408,46.3634,1215991.0
2021-02-13,46.0788,47.066,45.7408,46.3634,1215991.0
2021-02-14,46.0788,47.066,45.7408,46.3634,1215991.0
2021-02-15,46.0788,47.066,45.7408,46.3634,1215991.0
2021-02-16,46.5146,46.8081,45.0738,46.1588,1287210.0
2021-02-17,46.2478,46.2567,44.469,44.9582,1377760.0
2021-02-18,45.4473,46.4434,44.7981,46.061,1573936.0
2021-02-19,46.23,46.6658,45.5629,46.1232,1164855.0
2021-02-20,46.23,46.6658,45.5629,46.1232,1164855.0
2021-02-21,46.23,46.6658,45.5629,46.1232,1164855.0
2021-02-22,47.8664,48.4712,46.9504,48.0087,2315211.0
2021-02-23,47.7063,47.8397,45.305,47.0749,1760304.0
2021-02-24,47.2616,48.7113,46.8347,48.6936,1749191.0
2021-02-25,48.3645,48.6046,46.3456,46.897,2549817.0
2021-02-26,44.0777,44.6913,42.1744,42.7703,5795144.0
2021-02-27,44.0777,44.6913,42.1744,42.7703,5795144.0
2021-02-28,44.0777,44.6913,42.1744,42.7703,5795144.0
2021-03-01,43.7664,46.6213,43.7664,45.9365,3716009.0
2021-03-02,45.3495,45.9365,44.4601,44.6469,2774276.0
2021-03-03,45.056,46.3567,44.887,45.6608,2003160.0
2021-03-04,45.4918,46.23,43.3306,45.0827,1971395.0
2021-03-05,45.7719,46.3901,44.2111,46.3456,2372932.0
2021-03-06,45.7719,46.3901,44.2111,46.3456,2372932.0
2021-03-07,45.7719,46.3901,44.2111,46.3456,2372932.0
2021-03-08,47.1371,50.7213,47.1282,50.5879,3616083.0
2021-03-09,50.8903,50.8903,48.9426,49.6185,1787974.0
2021-03-10,49.8053,51.0237,49.1649,50.4012,1991844.0
2021-03-11,50.4101,51.2194,49.9298,50.1877,1246413.0
2021-03-12,50.1877,51.7841,49.9342,51.1038,983120.0
2021-03-13,50.1877,51.7841,49.9342,51.1038,983120.0
2021-03-14,50.1877,51.7841,49.9342,51.1038,983120.0
2021-03-15,51.0148,52.7224,50.917,52.5268,1088236.0
2021-03-16,52.3578,52.4645,50.3834,51.3795,1332679.0
2021-03-17,51.4239,51.7352,50.7658,51.5929,910465.0
2021-03-18,52.0287,52.7847,50.2678,50.3656,1580692.0
2021-03-19,50.1877,52.4467,49.832,52.0643,2067177.0
2021-03-20,50.1877,52.4467,49.832,52.0643,2067177.0
2021-03-21,50.1877,52.4467,49.832,52.0643,2067177.0
2021-03-22,51.4862,52.0198,50.2144,51.6285,1592267.0
2021-03-23,50.9882,51.504,48.8892,49.4406,1688183.0
2021-03-24,50.0899,50.7747,47.564,47.6797,1985294.0
2021-03-25,47.2261,50.0098,46.9682,49.9387,1320651.0
2021-03-26,50.9704,51.4151,49.8764,51.2016,1044700.0
2021-03-27,50.9704,51.4151,49.8764,51.2016,1044700.0
2021-03-28,50.9704,51.4151,49.8764,51.2016,1044700.0
2021-03-29,51.1393,51.9932,49.6363,49.7608,1632329.0
2021-03-30,50.1432,51.1127,49.5651,50.9704,1352068.0
2021-03-31,50.7124,51.3439,50.0098,50.0276,1542687.0
2021-04-01,50.6057,50.9259,50.1343,50.4723,1477002.0
2021-04-02,50.6057,50.9259,50.1343,50.4723,1477002.0
2021-04-03,50.6057,50.9259,50.1343,50.4723,1477002.0
2021-04-04,50.6057,50.9259,50.1343,50.4723,1477002.0
2021-04-05,50.917,51.1731,49.1382,49.3428,2104053.0
2021-04-06,49.6986,50.8192,49.4406,49.992,1737477.0
2021-04-07,50.0009,50.4189,49.2894,49.9031,962222.0
2021-04-08,50.3122,50.8014,49.4406,50.5701,1174755.0
2021-04-09,50.7747,51.8953,50.2589,51.8953,1503324.0
2021-04-10,50.7747,51.8953,50.2589,51.8953,1503324.0
2021-04-11,50.7747,51.8953,50.2589,51.8953,1503324.0
2021-04-12,51.7619,53.2561,51.657,53.1227,1602275.0
2021-04-13,52.7491,53.1316,51.0326,51.8064,1508084.0
2021-04-14,51.842,53.007,51.673,52.1355,1445588.0
2021-04-15,52.5995,53.0011,51.832,52.43,843397.0
2021-04-16,52.8316,53.0689,52.2961,52.43,1056673.0
2021-04-17,52.8316,53.0689,52.2961,52.43,1056673.0
2021-04-18,52.8316,53.0689,52.2961,52.43,1056673.0
2021-04-19,52.43,52.5103,51.5554,51.8053,850606.0
2021-04-20,51.2966,51.6982,49.3154,50.6094,1084082.0
2021-04-21,50.7522,51.7963,50.2614,51.5643,736639.0
2021-04-22,51.9034,52.4746,51.1984,51.4751,744338.0
2021-04-23,51.6803,53.019,51.3858,52.7066,772957.0
2021-04-24,51.6803,53.019,51.3858,52.7066,772957.0
2021-04-25,51.6803,53.019,51.3858,52.7066,772957.0
2021-04-26,52.8583,53.4116,50.779,50.9575,1511389.0
2021-04-27,51.1092,52.6888,51.1092,52.4032,817436.0
2021-04-28,52.1176,53.151,51.2877,52.5281,994214.0
2021-04-29,53.2242,53.4563,51.957,52.7334,804572.0
2021-04-30,52.305,52.9208,51.6268,52.6352,1760316.0
2021-05-01,52.305,52.9208,51.6268,52.6352,1760316.0
2021-05-02,52.305,52.9208,51.6268,52.6352,1760316.0
2021-05-03,53.1885,55.4196,52.894,54.8038,3348593.0
2021-05-04,54.6164,54.9109,53.5633,54.7146,1872072.0
