,MTG US Equity,MTG US Equity,MTG US Equity,MTG US Equity,MTG US Equity
2020-03-02,10.8551,11.4947,10.8191,11.4857,5167513.0
2020-03-03,11.4677,11.7289,11.3235,11.5397,7410595.0
2020-03-04,11.6478,11.828,11.5397,11.7469,3249062.0
2020-03-05,11.5307,11.7694,11.3596,11.5127,3807992.0
2020-03-06,11.1614,11.5487,10.9902,11.1884,3594969.0
2020-03-07,11.1614,11.5487,10.9902,11.1884,3594969.0
2020-03-08,11.1614,11.5487,10.9902,11.1884,3594969.0
2020-03-09,10.4497,10.6479,9.7741,10.1885,3717020.0
2020-03-10,10.4767,10.6029,9.9182,10.1524,4609508.0
2020-03-11,9.9002,10.0443,9.166,9.3957,6963977.0
2020-03-12,8.7561,9.1976,8.3778,8.7111,8385989.0
2020-03-13,9.1345,9.3327,8.4003,8.7291,7190572.0
2020-03-14,9.1345,9.3327,8.4003,8.7291,7190572.0
2020-03-15,9.1345,9.3327,8.4003,8.7291,7190572.0
2020-03-16,7.2067,8.0625,6.9545,7.0445,6155245.0
2020-03-17,7.1346,7.2337,6.468,7.0445,10865879.0
2020-03-18,6.6302,6.6572,3.9096,5.2879,9703710.0
2020-03-19,5.1798,7.3598,4.6393,6.6212,11938876.0
2020-03-20,6.8013,6.9635,5.9275,6.0897,11194515.0
2020-03-21,6.8013,6.9635,5.9275,6.0897,11194515.0
2020-03-22,6.8013,6.9635,5.9275,6.0897,11194515.0
2020-03-23,5.9275,6.0356,4.5582,4.7834,6564217.0
2020-03-24,5.1438,5.5582,5.0987,5.369,8035221.0
2020-03-25,5.414,6.0897,5.2068,5.9095,9337164.0
2020-03-26,6.0356,7.6211,5.9545,7.4409,9783016.0
2020-03-27,7.1527,7.3779,6.9004,7.1797,7229877.0
2020-03-28,7.1527,7.3779,6.9004,7.1797,7229877.0
2020-03-29,7.1527,7.3779,6.9004,7.1797,7229877.0
2020-03-30,6.8193,7.1166,5.8915,6.2788,5981350.0
2020-03-31,6.2518,6.3959,5.6032,5.7203,6480839.0
2020-04-01,5.4771,5.4951,4.8555,5.0447,7841456.0
2020-04-02,5.0447,5.414,4.9636,5.2249,5623150.0
2020-04-03,5.1528,5.405,4.4682,4.4772,11117892.0
2020-04-04,5.1528,5.405,4.4682,4.4772,11117892.0
2020-04-05,5.1528,5.405,4.4682,4.4772,11117892.0
2020-04-06,4.6934,5.1348,4.6934,5.1258,7609914.0
2020-04-07,5.5582,5.9005,5.342,5.8194,13527913.0
2020-04-08,5.9275,6.477,5.8464,6.1257,9656635.0
2020-04-09,6.5311,6.7563,6.1707,6.7022,12559717.0
2020-04-10,6.5311,6.7563,6.1707,6.7022,12559717.0
2020-04-11,6.5311,6.7563,6.1707,6.7022,12559717.0
2020-04-12,6.5311,6.7563,6.1707,6.7022,12559717.0
2020-04-13,6.6302,6.6392,5.9095,5.9726,3265284.0
2020-04-14,6.1437,6.3059,5.7293,5.7834,5531753.0
2020-04-15,5.405,5.6843,5.2249,5.5311,11705076.0
2020-04-16,5.4951,5.5492,5.0717,5.1528,7037131.0
2020-04-17,5.4861,5.7564,5.4591,5.6753,6945683.0
2020-04-18,5.4861,5.7564,5.4591,5.6753,6945683.0
2020-04-19,5.4861,5.7564,5.4591,5.6753,6945683.0
2020-04-20,5.405,5.4861,5.1348,5.2429,6226827.0
2020-04-21,4.9636,5.0807,4.7654,4.9906,6189101.0
2020-04-22,5.2158,5.4411,5.1978,5.351,9575406.0
2020-04-23,5.4501,5.8014,5.423,5.5311,5002120.0
2020-04-24,5.5852,5.7338,5.4321,5.6663,4861333.0
2020-04-25,5.5852,5.7338,5.4321,5.6663,4861333.0
2020-04-26,5.5852,5.7338,5.4321,5.6663,4861333.0
2020-04-27,5.6933,6.0446,5.6212,5.9726,7055408.0
2020-04-28,6.1257,6.459,6.0401,6.3059,8589008.0
2020-04-29,6.6392,7.1797,6.6302,7.0536,6801535.0
2020-04-30,6.8464,6.8464,6.3869,6.5851,5539261.0
2020-05-01,6.3689,6.3869,5.9545,6.0536,4939167.0
2020-05-02,6.3689,6.3869,5.9545,6.0536,4939167.0
2020-05-03,6.3689,6.3869,5.9545,6.0536,4939167.0
2020-05-04,5.7113,5.968,5.4501,5.8915,8054473.0
2020-05-05,6.0446,6.3914,5.9996,6.0987,7244957.0
2020-05-06,6.1978,6.3419,6.0176,6.0626,4951828.0
2020-05-07,6.2698,6.7743,6.2698,6.7112,7395271.0
2020-05-08,6.8656,7.0927,6.3434,6.4751,6924255.0
2020-05-09,6.8656,7.0927,6.3434,6.4751,6924255.0
2020-05-10,6.8656,7.0927,6.3434,6.4751,6924255.0
2020-05-11,6.3117,6.6113,6.1664,6.4842,10512331.0
2020-05-12,6.4842,6.6295,6.1028,6.1119,9450172.0
2020-05-13,6.1664,6.1664,5.685,5.8576,4881752.0
2020-05-14,5.7032,6.1754,5.4989,6.1573,7428287.0
2020-05-15,6.0846,6.3207,5.8939,6.0846,5984404.0
2020-05-16,6.0846,6.3207,5.8939,6.0846,5984404.0
2020-05-17,6.0846,6.3207,5.8939,6.0846,5984404.0
2020-05-18,6.5296,6.7294,6.3207,6.457,6029767.0
2020-05-19,6.3843,6.7748,6.1936,6.575,5725254.0
2020-05-20,6.7476,7.2652,6.6855,7.2471,8840501.0
2020-05-21,7.1926,7.238,7.0336,7.1835,6744147.0
2020-05-22,7.1653,7.2879,6.7839,6.911,6575351.0
2020-05-23,7.1653,7.2879,6.7839,6.911,6575351.0
2020-05-24,7.1653,7.2879,6.7839,6.911,6575351.0
2020-05-25,7.1653,7.2879,6.7839,6.911,6575351.0
2020-05-26,7.4287,7.8101,7.3106,7.6376,7610758.0
2020-05-27,8.0916,8.5457,7.6557,8.5094,11601974.0
2020-05-28,8.6184,8.6274,7.7193,7.7284,9338827.0
2020-05-29,7.5921,7.7011,7.2471,7.4559,8057598.0
2020-05-30,7.5921,7.7011,7.2471,7.4559,8057598.0
2020-05-31,7.5921,7.7011,7.2471,7.4559,8057598.0
2020-06-01,7.5558,7.9976,7.5059,7.8192,8215471.0
2020-06-02,8.0008,8.1053,7.8283,7.9554,7229475.0
2020-06-03,8.2369,8.305,8.0553,8.1552,4444968.0
2020-06-04,8.1098,8.4276,7.8419,8.4276,7384305.0
2020-06-05,9.2631,9.4629,8.7273,8.8908,7834967.0
2020-06-06,9.2631,9.4629,8.7273,8.8908,7834967.0
2020-06-07,9.2631,9.4629,8.7273,8.8908,7834967.0
2020-06-08,9.1542,9.4154,9.0634,9.3267,6058609.0
2020-06-09,8.7455,8.8363,8.4619,8.6274,7594690.0
2020-06-10,8.5366,8.5911,8.1143,8.2006,9031317.0
2020-06-11,7.5195,7.8464,7.356,7.4559,4944927.0
2020-06-12,7.9191,8.0281,7.6285,7.9372,3745883.0
2020-06-13,7.9191,8.0281,7.6285,7.9372,3745883.0
2020-06-14,7.9191,8.0281,7.6285,7.9372,3745883.0
2020-06-15,7.4378,8.0462,7.3424,7.9827,8543212.0
2020-06-16,8.464,8.4912,7.9827,8.1643,9426874.0
2020-06-17,8.1824,8.1824,7.8691,7.8828,7697492.0
2020-06-18,7.7375,8.1053,7.6194,7.7738,6398248.0
2020-06-19,8.0008,8.0735,7.3742,7.5195,7092947.0
2020-06-20,8.0008,8.0735,7.3742,7.5195,7092947.0
2020-06-21,8.0008,8.0735,7.3742,7.5195,7092947.0
2020-06-22,7.4832,7.7465,7.3015,7.7102,4511545.0
2020-06-23,7.9191,7.9191,7.6285,7.7375,9358364.0
2020-06-24,7.574,7.574,6.911,7.1835,7749729.0
2020-06-25,7.0836,7.3924,6.911,7.3742,5266308.0
2020-06-26,7.2743,7.2743,6.8793,6.8929,8304905.0
2020-06-27,7.2743,7.2743,6.8793,6.8929,8304905.0
2020-06-28,7.2743,7.2743,6.8793,6.8929,8304905.0
2020-06-29,7.0382,7.4015,6.9564,7.2743,5082348.0
2020-06-30,7.1653,7.5218,7.0836,7.4378,6067126.0
2020-07-01,7.465,7.4923,7.1335,7.2289,4067813.0
2020-07-02,7.465,7.683,7.1744,7.1926,6343348.0
2020-07-03,7.465,7.683,7.1744,7.1926,6343348.0
2020-07-04,7.465,7.683,7.1744,7.1926,6343348.0
2020-07-05,7.465,7.683,7.1744,7.1926,6343348.0
2020-07-06,7.4741,7.6194,7.2016,7.2107,4106992.0
2020-07-07,7.1381,7.1562,6.6658,6.6931,4958231.0
2020-07-08,6.7112,6.9564,6.6113,6.8656,5070057.0
2020-07-09,6.8111,6.8565,6.3661,6.5569,7585218.0
2020-07-10,6.5569,6.8656,6.5296,6.8111,4764138.0
2020-07-11,6.5569,6.8656,6.5296,6.8111,4764138.0
2020-07-12,6.5569,6.8656,6.5296,6.8111,4764138.0
2020-07-13,6.8929,7.02,6.634,6.8565,7853073.0
2020-07-14,6.8111,6.8384,6.6023,6.7112,4431821.0
2020-07-15,6.9655,7.3878,6.911,7.3197,5482913.0
2020-07-16,7.2289,7.3379,6.9882,7.0836,4044261.0
2020-07-17,7.0382,7.1381,6.8111,6.8656,5180861.0
2020-07-18,7.0382,7.1381,6.8111,6.8656,5180861.0
2020-07-19,7.0382,7.1381,6.8111,6.8656,5180861.0
2020-07-20,6.793,6.8883,6.7294,6.793,3972018.0
2020-07-21,6.8929,7.0382,6.8111,6.9837,2737619.0
2020-07-22,6.8929,7.1608,6.8565,7.1199,3289817.0
2020-07-23,7.02,7.1608,6.9746,7.1017,1966088.0
2020-07-24,7.129,7.1744,6.9701,7.0382,3751503.0
2020-07-25,7.129,7.1744,6.9701,7.0382,3751503.0
2020-07-26,7.129,7.1744,6.9701,7.0382,3751503.0
2020-07-27,7.0291,7.0291,6.7657,6.8747,2654649.0
2020-07-28,6.911,7.1653,6.8656,7.0019,2194930.0
2020-07-29,7.0109,7.4105,7.0109,7.3742,3252895.0
2020-07-30,7.1199,7.5059,7.0563,7.4468,3663825.0
2020-07-31,7.3833,7.5331,7.3106,7.5104,7507574.0
2020-08-01,7.3833,7.5331,7.3106,7.5104,7507574.0
2020-08-02,7.3833,7.5331,7.3106,7.5104,7507574.0
2020-08-03,7.5377,7.7329,7.5104,7.5558,3736135.0
2020-08-04,7.5377,7.6648,7.4468,7.5195,5070319.0
2020-08-05,7.683,7.7511,7.5059,7.683,6179670.0
2020-08-06,7.683,7.8556,7.574,7.5921,3184700.0
2020-08-07,7.5467,7.8283,7.4014,7.8101,3708320.0
2020-08-08,7.5467,7.8283,7.4014,7.8101,3708320.0
2020-08-09,7.5467,7.8283,7.4014,7.8101,3708320.0
2020-08-10,7.8833,8.3268,7.8284,8.2216,7015259.0
2020-08-11,8.4411,8.7155,8.2399,8.2491,8387145.0
2020-08-12,8.4594,8.5509,7.929,8.1393,4728931.0
2020-08-13,7.9564,8.0479,7.8101,7.8558,4548746.0
2020-08-14,7.7827,7.9976,7.7324,7.9473,3668596.0
2020-08-15,7.7827,7.9976,7.7324,7.9473,3668596.0
2020-08-16,7.7827,7.9976,7.7324,7.9473,3668596.0
2020-08-17,7.9564,8.0296,7.8513,8.0205,3492090.0
2020-08-18,7.993,8.025,7.7552,7.8833,4671247.0
2020-08-19,7.9381,8.0479,7.8467,7.8924,3871406.0
2020-08-20,7.7918,7.9656,7.7735,7.8833,2104553.0
2020-08-21,7.8284,7.9656,7.8101,7.8741,3683755.0
2020-08-22,7.8284,7.9656,7.8101,7.8741,3683755.0
2020-08-23,7.8284,7.9656,7.8101,7.8741,3683755.0
2020-08-24,7.9564,8.2582,7.8513,8.2491,3253983.0
2020-08-25,8.3588,8.3588,8.0616,8.2034,2496937.0
2020-08-26,8.1668,8.2948,8.0662,8.0662,3368727.0
2020-08-27,8.1393,8.368,8.1348,8.3314,3066106.0
2020-08-28,8.4046,8.4594,8.3405,8.3954,1998474.0
2020-08-29,8.4046,8.4594,8.3405,8.3954,1998474.0
2020-08-30,8.4046,8.4594,8.3405,8.3954,1998474.0
2020-08-31,8.3954,8.432,8.2811,8.3863,2817211.0
2020-09-01,8.2857,8.4594,8.2034,8.432,2424266.0
2020-09-02,8.4503,8.7521,8.3954,8.7338,4186056.0
2020-09-03,8.7612,8.9167,8.496,8.5326,4534901.0
2020-09-04,8.7795,8.8024,8.464,8.6332,3914875.0
2020-09-05,8.7795,8.8024,8.464,8.6332,3914875.0
2020-09-06,8.7795,8.8024,8.464,8.6332,3914875.0
2020-09-07,8.7795,8.8024,8.464,8.6332,3914875.0
2020-09-08,8.5052,8.5329,8.1348,8.1485,5244502.0
2020-09-09,8.1942,8.4046,8.1119,8.3588,4634160.0
2020-09-10,8.3954,8.56,8.2674,8.3222,3743063.0
2020-09-11,8.3497,8.5143,8.2674,8.5052,3832833.0
2020-09-12,8.3497,8.5143,8.2674,8.5052,3832833.0
2020-09-13,8.3497,8.5143,8.2674,8.5052,3832833.0
2020-09-14,8.6515,8.9624,8.5417,8.7704,3476588.0
2020-09-15,8.8069,8.8938,8.6195,8.7521,4160644.0
2020-09-16,8.7704,8.7704,8.624,8.6515,3489255.0
2020-09-17,8.5234,8.7612,8.5143,8.6972,4166654.0
2020-09-18,8.6881,8.7521,8.4594,8.5417,7950527.0
2020-09-19,8.6881,8.7521,8.4594,8.5417,7950527.0
2020-09-20,8.6881,8.7521,8.4594,8.5417,7950527.0
2020-09-21,8.2034,8.368,7.9564,8.121,5898272.0
2020-09-22,8.1485,8.3771,8.0479,8.057,4371952.0
2020-09-23,8.1302,8.3863,7.7004,7.7369,4164409.0
2020-09-24,7.7369,8.0113,7.5815,7.7735,3567634.0
2020-09-25,7.7004,7.897,7.6729,7.8284,2046719.0
2020-09-26,7.7004,7.897,7.6729,7.8284,2046719.0
2020-09-27,7.7004,7.897,7.6729,7.8284,2046719.0
2020-09-28,8.0387,8.3405,7.9564,8.2674,3608544.0
2020-09-29,8.1851,8.2079,7.9199,7.993,2786055.0
2020-09-30,8.0022,8.2399,8.0022,8.1028,3639660.0
2020-10-01,8.1576,8.4503,8.0525,8.3863,2730267.0
2020-10-02,8.1485,8.9075,8.0939,8.8344,5012423.0
2020-10-03,8.1485,8.9075,8.0939,8.8344,5012423.0
2020-10-04,8.1485,8.9075,8.0939,8.8344,5012423.0
2020-10-05,8.9075,9.1087,8.8938,9.0081,2977281.0
2020-10-06,9.1362,9.4517,9.0402,9.0813,4086732.0
2020-10-07,9.4471,9.9044,9.3968,9.5569,6591381.0
2020-10-08,9.6483,9.7398,9.3511,9.7123,5017457.0
2020-10-09,9.8312,9.8587,9.566,9.6117,5205679.0
2020-10-10,9.8312,9.8587,9.566,9.6117,5205679.0
2020-10-11,9.8312,9.8587,9.566,9.6117,5205679.0
2020-10-12,9.7032,9.8861,9.6392,9.8404,4990389.0
2020-10-13,9.7398,9.7443,9.4471,9.6666,3067391.0
2020-10-14,9.6666,9.7672,9.4746,9.4837,1908926.0
2020-10-15,9.3374,9.8677,9.3191,9.694,3507954.0
2020-10-16,9.6758,9.6758,9.3648,9.4654,2811105.0
2020-10-17,9.6758,9.6758,9.3648,9.4654,2811105.0
2020-10-18,9.6758,9.6758,9.3648,9.4654,2811105.0
2020-10-19,9.5111,9.5752,9.2459,9.3282,5374239.0
2020-10-20,9.4471,9.5752,9.3282,9.3374,2409137.0
2020-10-21,9.3374,9.3374,8.9899,8.999,3197315.0
2020-10-22,9.0447,9.3374,9.0081,9.3282,3338639.0
2020-10-23,9.3922,9.6666,9.3008,9.6209,3246024.0
2020-10-24,9.3922,9.6666,9.3008,9.6209,3246024.0
2020-10-25,9.3922,9.6666,9.3008,9.6209,3246024.0
2020-10-26,9.438,9.4928,9.1316,9.3557,3473422.0
2020-10-27,9.3099,9.3831,9.0767,9.1728,4707584.0
2020-10-28,8.935,9.0173,8.7155,8.7887,5602620.0
2020-10-29,8.7246,8.9441,8.6149,8.871,5964738.0
2020-10-30,8.7795,9.2276,8.6789,9.2002,5953414.0
2020-10-31,8.7795,9.2276,8.6789,9.2002,5953414.0
2020-11-01,8.7795,9.2276,8.6789,9.2002,5953414.0
2020-11-02,9.3282,9.5569,9.2093,9.3831,4971423.0
2020-11-03,9.6209,9.8221,9.5203,9.7581,3461086.0
2020-11-04,9.502,10.1239,9.1819,9.8404,5605035.0
2020-11-05,9.9867,10.0873,9.2734,9.3648,9198982.0
2020-11-06,10.1239,10.3799,9.5111,9.8587,19793396.0
2020-11-07,10.1239,10.3799,9.5111,9.8587,19793396.0
2020-11-08,10.1239,10.3799,9.5111,9.8587,19793396.0
2020-11-09,10.4013,11.0358,10.153,10.1713,12573260.0
2020-11-10,10.3461,10.7047,10.2909,10.484,11095707.0
2020-11-11,10.5208,10.5852,10.1943,10.53,7415632.0
2020-11-12,10.3369,10.5024,9.9552,10.1254,57892358.0
2020-11-13,10.1989,10.5024,10.1713,10.3369,7271345.0
2020-11-14,10.1989,10.5024,10.1713,10.3369,7271345.0
2020-11-15,10.1989,10.5024,10.1713,10.3369,7271345.0
2020-11-16,10.7507,11.1232,10.4794,10.953,7094607.0
2020-11-17,10.7415,10.8795,10.6266,10.8611,6085694.0
2020-11-18,10.8519,11.0266,10.6955,10.6955,3701084.0
2020-11-19,10.622,10.8795,10.484,10.8611,2945346.0
2020-11-20,10.7691,10.9209,10.6496,10.8887,3698426.0
2020-11-21,10.7691,10.9209,10.6496,10.8887,3698426.0
2020-11-22,10.7691,10.9209,10.6496,10.8887,3698426.0
2020-11-23,11.0266,11.183,10.8703,11.1462,4017502.0
2020-11-24,11.3577,11.6106,11.2427,11.4772,4986134.0
2020-11-25,11.3853,11.4405,11.0954,11.2933,3089592.0
2020-11-26,11.3853,11.4405,11.0954,11.2933,3089592.0
2020-11-27,11.2381,11.2933,11.0082,11.1278,1720388.0
2020-11-28,11.2381,11.2933,11.0082,11.1278,1720388.0
2020-11-29,11.2381,11.2933,11.0082,11.1278,1720388.0
2020-11-30,11.0542,11.16,10.9484,10.999,6213058.0
2020-12-01,11.2933,11.3393,10.9714,11.1002,4216602.0
2020-12-02,11.0818,11.3098,11.0266,11.2749,3836434.0
2020-12-03,11.3301,11.4681,11.137,11.2565,3787391.0
2020-12-04,11.3761,11.4956,11.2197,11.4497,3175118.0
2020-12-05,11.3761,11.4956,11.2197,11.4497,3175118.0
2020-12-06,11.3761,11.4956,11.2197,11.4497,3175118.0
2020-12-07,11.4037,11.4497,11.1922,11.2473,3883460.0
2020-12-08,11.1002,11.2933,11.0726,11.1554,5812872.0
2020-12-09,11.3209,11.4405,11.1738,11.3209,3594358.0
2020-12-10,11.2841,11.5232,11.2473,11.4589,2779212.0
2020-12-11,11.2657,11.3485,11.1002,11.1094,3139549.0
2020-12-12,11.2657,11.3485,11.1002,11.1094,3139549.0
2020-12-13,11.2657,11.3485,11.1002,11.1094,3139549.0
2020-12-14,11.3393,11.3393,11.0174,11.0818,3456256.0
2020-12-15,11.1738,11.4772,11.1094,11.4221,2425418.0
2020-12-16,11.5324,11.652,11.3623,11.6244,3221802.0
2020-12-17,11.6152,11.6428,11.4589,11.5232,1735751.0
2020-12-18,11.5508,11.6612,11.3025,11.3761,5618734.0
2020-12-19,11.5508,11.6612,11.3025,11.3761,5618734.0
2020-12-20,11.5508,11.6612,11.3025,11.3761,5618734.0
2020-12-21,11.2197,11.5738,11.1278,11.5508,3313314.0
2020-12-22,11.5968,11.5968,11.2657,11.3393,3884978.0
2020-12-23,11.4037,11.583,11.3899,11.5232,1711092.0
2020-12-24,11.5784,11.5784,11.2105,11.3117,948762.0
2020-12-25,11.5784,11.5784,11.2105,11.3117,948762.0
2020-12-26,11.5784,11.5784,11.2105,11.3117,948762.0
2020-12-27,11.5784,11.5784,11.2105,11.3117,948762.0
2020-12-28,11.4037,11.5186,11.3393,11.4681,2851619.0
2020-12-29,11.4956,11.5324,11.1554,11.2473,1810286.0
2020-12-30,11.2289,11.4221,11.2289,11.3577,2087553.0
2020-12-31,11.3761,11.5968,11.2105,11.5416,2489696.0
2021-01-01,11.3761,11.5968,11.2105,11.5416,2489696.0
2021-01-02,11.3761,11.5968,11.2105,11.5416,2489696.0
2021-01-03,11.3761,11.5968,11.2105,11.5416,2489696.0
2021-01-04,11.5692,11.6428,10.9301,11.0634,3645985.0
2021-01-05,11.0358,11.3807,11.0358,11.2933,3753324.0
2021-01-06,11.4497,11.9279,11.4405,11.6888,8444998.0
2021-01-07,11.8819,12.2957,11.8589,12.2222,5624470.0
2021-01-08,12.2498,12.2957,11.9739,12.1946,2048965.0
2021-01-09,12.2498,12.2957,11.9739,12.1946,2048965.0
2021-01-10,12.2498,12.2957,11.9739,12.1946,2048965.0
2021-01-11,11.9831,12.3739,11.8267,12.2406,3966380.0
2021-01-12,12.3233,12.3877,12.1072,12.1946,3870386.0
2021-01-13,12.2498,12.3325,11.9601,12.1486,3567848.0
2021-01-14,12.3325,12.5716,12.1578,12.4981,2087146.0
2021-01-15,12.3325,12.5027,12.2681,12.3325,2130932.0
2021-01-16,12.3325,12.5027,12.2681,12.3325,2130932.0
2021-01-17,12.3325,12.5027,12.2681,12.3325,2130932.0
2021-01-18,12.3325,12.5027,12.2681,12.3325,2130932.0
2021-01-19,12.4705,12.5578,12.3003,12.3969,3167802.0
2021-01-20,12.4153,12.7188,12.3601,12.636,3346200.0
2021-01-21,12.7188,12.7188,12.1026,12.1854,3911708.0
2021-01-22,12.0106,12.1394,10.9668,11.6612,9188927.0
2021-01-23,12.0106,12.1394,10.9668,11.6612,9188927.0
2021-01-24,12.0106,12.1394,10.9668,11.6612,9188927.0
2021-01-25,11.5324,11.5876,11.3163,11.514,3381660.0
2021-01-26,11.652,11.7256,11.2105,11.2565,3349477.0
2021-01-27,11.0358,11.1094,10.6312,10.9071,4967641.0
2021-01-28,11.1554,11.4497,11.0266,11.3209,3577918.0
2021-01-29,11.3209,11.4129,10.7461,10.7783,4100764.0
2021-01-30,11.3209,11.4129,10.7461,10.7783,4100764.0
2021-01-31,11.3209,11.4129,10.7461,10.7783,4100764.0
2021-02-01,10.9071,11.091,10.7967,11.0174,3528491.0
2021-02-02,11.1922,11.2105,10.9439,10.953,3697049.0
2021-02-03,10.9439,11.0634,10.8611,10.9163,4335184.0
2021-02-04,10.9255,11.3393,10.8335,11.2749,2873296.0
2021-02-05,11.3761,11.3945,11.0082,11.091,3664186.0
2021-02-06,11.3761,11.3945,11.0082,11.091,3664186.0
2021-02-07,11.3761,11.3945,11.0082,11.091,3664186.0
2021-02-08,11.1094,11.4037,11.1094,11.3761,3039067.0
2021-02-09,11.3853,11.5048,11.0489,11.4221,4056615.0
2021-02-10,11.4864,11.698,11.4221,11.5048,2784591.0
2021-02-11,11.4864,11.675,11.2657,11.4497,3996644.0
2021-02-12,11.3393,11.5416,11.2473,11.3761,1348497.0
2021-02-13,11.3393,11.5416,11.2473,11.3761,1348497.0
2021-02-14,11.3393,11.5416,11.2473,11.3761,1348497.0
2021-02-15,11.3393,11.5416,11.2473,11.3761,1348497.0
2021-02-16,11.4685,11.9121,11.4685,11.8289,5874186.0
2021-02-17,11.7827,11.8844,11.6533,11.681,2665987.0
2021-02-18,11.5701,11.6256,11.2282,11.3946,2519548.0
2021-02-19,11.4408,11.8012,11.2883,11.7088,5142025.0
2021-02-20,11.4408,11.8012,11.2883,11.7088,5142025.0
2021-02-21,11.4408,11.8012,11.2883,11.7088,5142025.0
2021-02-22,11.6441,11.8335,11.5701,11.6903,2366910.0
2021-02-23,11.7273,11.8659,11.487,11.8197,3674921.0
2021-02-24,11.7088,11.9675,11.5286,11.8936,4251682.0
2021-02-25,12.0137,12.0599,11.1219,11.1913,3156480.0
2021-02-26,11.2097,11.5147,11.0988,11.2559,3242834.0
2021-02-27,11.2097,11.5147,11.0988,11.2559,3242834.0
2021-02-28,11.2097,11.5147,11.0988,11.2559,3242834.0
2021-03-01,11.5239,11.8982,11.4315,11.8474,3214928.0
2021-03-02,11.8012,11.9306,11.6348,11.6533,3363053.0
2021-03-03,11.6348,12.0646,11.4685,11.718,4224152.0
2021-03-04,11.6903,11.8428,11.2375,11.4962,3390682.0
2021-03-05,11.7088,11.8197,10.9233,11.4593,4700717.0
2021-03-06,11.7088,11.8197,10.9233,11.4593,4700717.0
2021-03-07,11.7088,11.8197,10.9233,11.4593,4700717.0
2021-03-08,11.5979,11.8936,11.5055,11.5332,3667427.0
2021-03-09,11.6071,11.8844,11.4777,11.681,3354651.0
2021-03-10,11.7088,12.0045,11.681,11.9768,3631739.0
2021-03-11,12.0137,12.1154,11.8613,12.0599,5513682.0
2021-03-12,12.1986,12.3187,12.0969,12.1431,1747800.0
2021-03-13,12.1986,12.3187,12.0969,12.1431,1747800.0
2021-03-14,12.1986,12.3187,12.0969,12.1431,1747800.0
2021-03-15,12.1708,12.4573,12.0461,12.4296,3343061.0
2021-03-16,12.3834,12.3834,12.1662,12.291,5027688.0
2021-03-17,12.3464,12.6144,12.217,12.5775,2406246.0
2021-03-18,12.6144,12.8408,12.1246,12.1893,4205660.0
2021-03-19,12.0784,12.1431,11.8197,12.0045,5375383.0
2021-03-20,12.0784,12.1431,11.8197,12.0045,5375383.0
2021-03-21,12.0784,12.1431,11.8197,12.0045,5375383.0
2021-03-22,11.949,11.949,11.584,11.7273,3325364.0
2021-03-23,11.6071,11.8197,11.4315,11.4777,1926632.0
2021-03-24,11.6718,11.889,11.4685,11.4777,2065047.0
2021-03-25,11.45,11.9167,11.2559,11.8474,2410852.0
2021-03-26,12.0322,12.3187,11.8474,12.3095,3565976.0
2021-03-27,12.0322,12.3187,11.8474,12.3095,3565976.0
2021-03-28,12.0322,12.3187,11.8474,12.3095,3565976.0
2021-03-29,12.1246,12.4204,12.0599,12.2817,3161401.0
2021-03-30,12.3557,12.6237,12.1801,12.5959,2284459.0
2021-03-31,12.5405,13.0441,12.5128,12.7992,4206724.0
2021-04-01,12.8362,13.0118,12.6052,12.7068,2402521.0
2021-04-02,12.8362,13.0118,12.6052,12.7068,2402521.0
2021-04-03,12.8362,13.0118,12.6052,12.7068,2402521.0
2021-04-04,12.8362,13.0118,12.6052,12.7068,2402521.0
2021-04-05,12.827,12.9656,12.7207,12.9563,1580585.0
2021-04-06,12.9009,13.0488,12.7577,12.7992,2507686.0
2021-04-07,12.8085,12.9379,12.6606,12.9101,1847151.0
2021-04-08,12.8732,13.1135,12.7992,13.058,1951210.0
2021-04-09,13.1042,13.2336,13.0026,13.2336,2572536.0
2021-04-10,13.1042,13.2336,13.0026,13.2336,2572536.0
2021-04-11,13.1042,13.2336,13.0026,13.2336,2572536.0
2021-04-12,13.2243,13.2243,12.9471,13.058,2215089.0
2021-04-13,12.9841,13.0765,12.8593,12.9009,2376224.0
2021-04-14,12.9101,13.1273,12.8917,12.9933,1947429.0
2021-04-15,13.0857,13.2059,12.8501,13.1966,3383457.0
2021-04-16,13.326,13.4138,13.0581,13.2243,3030798.0
2021-04-17,13.326,13.4138,13.0581,13.2243,3030798.0
2021-04-18,13.326,13.4138,13.0581,13.2243,3030798.0
2021-04-19,13.1966,13.3907,13.1042,13.3352,2942969.0
2021-04-20,13.3352,13.3907,12.9841,13.0395,2089688.0
2021-04-21,13.0395,13.3999,12.9379,13.3537,2898859.0
2021-04-22,13.3168,13.52,13.1966,13.3815,2936743.0
2021-04-23,13.4369,13.8712,13.3676,13.7973,3323808.0
2021-04-24,13.4369,13.8712,13.3676,13.7973,3323808.0
2021-04-25,13.4369,13.8712,13.3676,13.7973,3323808.0
2021-04-26,13.862,14.1208,13.8435,13.8805,1660012.0
2021-04-27,13.9821,14.0993,13.9082,14.0746,1810794.0
2021-04-28,14.0561,14.2963,14.033,14.2686,1937477.0
2021-04-29,14.3888,14.4904,14.2224,14.3795,2149805.0
2021-04-30,14.2779,14.3518,14.0653,14.0838,2641854.0
2021-05-01,14.2779,14.3518,14.0653,14.0838,2641854.0
