,1917130D US Equity,1917130D US Equity,1917130D US Equity,1917130D US Equity,1917130D US Equity
2020-06-08,50.14,50.82,49.31,50.53,241474.0
2020-06-09,50.13,50.88,49.46,50.07,146286.0
2020-06-10,50.16,50.16,48.64,48.65,180936.0
2020-06-11,47.21,47.5,44.64,45.0,388486.0
2020-06-12,47.02,47.26,45.05,46.34,329872.0
2020-06-13,47.02,47.26,45.05,46.34,329872.0
2020-06-14,47.02,47.26,45.05,46.34,329872.0
2020-06-15,45.22,46.665,44.5,46.27,219324.0
2020-06-16,47.92,48.15,46.03,46.49,264587.0
2020-06-17,46.83,47.57,45.76,46.815,515703.0
2020-06-18,47.46,47.95,46.495,46.78,223354.0
2020-06-19,47.26,47.9,46.86,47.0,428926.0
2020-06-20,47.26,47.9,46.86,47.0,428926.0
2020-06-21,47.26,47.9,46.86,47.0,428926.0
2020-06-22,47.06,47.42,46.12,46.81,236258.0
2020-06-23,47.3,48.9078,46.78,48.37,364582.0
2020-06-24,48.0,48.08,43.58,43.75,402443.0
2020-06-25,43.41,45.05,43.031,44.95,235575.0
2020-06-26,44.82,46.0,42.59,42.68,481953.0
2020-06-27,44.82,46.0,42.59,42.68,481953.0
2020-06-28,44.82,46.0,42.59,42.68,481953.0
2020-06-29,43.25,44.87,42.65,44.4,334651.0
2020-06-30,44.34,45.45,43.55,45.19,205776.0
2020-07-01,45.38,45.94,45.15,45.58,231121.0
2020-07-02,46.35,46.78,45.38,45.56,235649.0
2020-07-03,46.35,46.78,45.38,45.56,235649.0
2020-07-04,46.35,46.78,45.38,45.56,235649.0
2020-07-05,46.35,46.78,45.38,45.56,235649.0
2020-07-06,46.63,46.96,46.14,46.31,315538.0
2020-07-07,45.84,45.84,40.355,40.805,1207143.0
2020-07-08,41.09,41.84,39.8398,41.7,738977.0
2020-07-09,41.64,41.87,40.475,41.52,285113.0
2020-07-10,41.46,42.74,40.81,42.2,265618.0
2020-07-11,41.46,42.74,40.81,42.2,265618.0
2020-07-12,41.46,42.74,40.81,42.2,265618.0
2020-07-13,42.5,42.5525,40.57,40.61,458472.0
2020-07-14,40.8,41.37,39.87,41.34,325459.0
2020-07-15,42.54,43.75,42.23,42.77,375797.0
2020-07-16,42.48,42.56,41.05,41.73,262570.0
2020-07-17,41.76,42.05,41.45,41.67,234894.0
2020-07-18,41.76,42.05,41.45,41.67,234894.0
2020-07-19,41.76,42.05,41.45,41.67,234894.0
2020-07-20,41.92,42.07,40.87,41.095,234267.0
2020-07-21,41.61,42.26,41.15,41.84,244968.0
2020-07-22,41.5,42.2029,41.25,41.41,169411.0
2020-07-23,41.18,42.0,40.805,41.1,290227.0
2020-07-24,41.03,41.485,39.81,39.89,200068.0
2020-07-25,41.03,41.485,39.81,39.89,200068.0
2020-07-26,41.03,41.485,39.81,39.89,200068.0
2020-07-27,40.22,40.38,39.428,40.04,266363.0
2020-07-28,39.86,40.14,39.01,39.39,235145.0
2020-07-29,39.93,43.2,39.895,42.48,622006.0
2020-07-30,42.51,46.0,42.39,45.31,678852.0
2020-07-31,45.76,46.12,40.7201,42.56,1022280.0
2020-08-01,45.76,46.12,40.7201,42.56,1022280.0
2020-08-02,45.76,46.12,40.7201,42.56,1022280.0
2020-08-03,42.56,44.35,42.5145,42.86,411614.0
2020-08-04,42.98,45.92,42.98,44.01,733331.0
2020-08-05,44.23,45.15,42.21,42.75,439583.0
2020-08-06,42.59,42.94,41.81,42.02,243518.0
2020-08-07,42.06,43.86,42.06,43.51,281883.0
2020-08-08,42.06,43.86,42.06,43.51,281883.0
2020-08-09,42.06,43.86,42.06,43.51,281883.0
2020-08-10,43.46,44.12,42.9,43.04,141801.0
2020-08-11,43.6,43.73,42.43,42.69,247693.0
2020-08-12,43.22,44.115,43.12,44.07,316420.0
2020-08-13,44.25,44.82,44.0,44.67,194787.0
2020-08-14,44.5,44.5,42.8975,43.09,250584.0
2020-08-15,44.5,44.5,42.8975,43.09,250584.0
2020-08-16,44.5,44.5,42.8975,43.09,250584.0
2020-08-17,43.01,43.35,41.73,42.89,485735.0
2020-08-18,42.98,43.1384,42.215,42.62,172067.0
2020-08-19,42.9,42.99,42.39,42.51,159099.0
2020-08-20,42.04,42.79,41.81,41.92,155239.0
2020-08-21,41.77,42.13,40.11,40.25,273550.0
2020-08-22,41.77,42.13,40.11,40.25,273550.0
2020-08-23,41.77,42.13,40.11,40.25,273550.0
2020-08-24,40.81,40.81,39.3001,39.95,385546.0
2020-08-25,40.0,40.56,39.66,40.44,203779.0
2020-08-26,40.32,40.765,39.41,39.52,274027.0
2020-08-27,39.65,40.51,39.52,40.07,197156.0
2020-08-28,40.28,40.345,39.5,39.89,140700.0
2020-08-29,40.28,40.345,39.5,39.89,140700.0
2020-08-30,40.28,40.345,39.5,39.89,140700.0
2020-08-31,39.78,40.325,39.51,39.58,326527.0
2020-09-01,39.46,40.06,39.29,39.75,234071.0
2020-09-02,39.41,39.5,38.245,39.25,378777.0
2020-09-03,39.36,39.49,38.18,38.45,554448.0
2020-09-04,38.87,39.22,37.25,37.62,448400.0
2020-09-05,38.87,39.22,37.25,37.62,448400.0
2020-09-06,38.87,39.22,37.25,37.62,448400.0
2020-09-07,38.87,39.22,37.25,37.62,448400.0
2020-09-08,37.02,37.5,35.75,35.95,379433.0
2020-09-09,36.08,37.21,36.05,36.96,424271.0
2020-09-10,36.9,37.81,36.65,36.67,343839.0
2020-09-11,37.82,40.26,37.56,39.51,755572.0
2020-09-12,37.82,40.26,37.56,39.51,755572.0
2020-09-13,37.82,40.26,37.56,39.51,755572.0
2020-09-14,39.77,41.1762,39.77,40.74,391529.0
2020-09-15,41.13,41.22,40.57,40.71,281319.0
2020-09-16,40.89,41.62,40.59,40.71,310600.0
2020-09-17,40.29,43.36,39.804,43.0,935847.0
2020-09-18,43.75,45.47,42.86,45.13,1221498.0
2020-09-19,43.75,45.47,42.86,45.13,1221498.0
2020-09-20,43.75,45.47,42.86,45.13,1221498.0
2020-09-21,43.74,44.68,42.66,44.62,569362.0
2020-09-22,44.75,44.99,42.21,43.12,343179.0
2020-09-23,43.32,43.52,42.01,42.06,252859.0
2020-09-24,42.05,42.94,41.52,42.51,161855.0
2020-09-25,42.2,44.58,42.2,44.03,367014.0
2020-09-26,42.2,44.58,42.2,44.03,367014.0
2020-09-27,42.2,44.58,42.2,44.03,367014.0
2020-09-28,44.72,45.57,44.62,44.85,265728.0
2020-09-29,44.85,45.59,44.46,44.88,260945.0
2020-09-30,45.19,46.06,44.93,45.58,339536.0
2020-10-01,45.97,46.03,44.78,44.96,399567.0
2020-10-02,43.86,45.0,43.64,44.74,326676.0
2020-10-03,43.86,45.0,43.64,44.74,326676.0
2020-10-04,43.86,45.0,43.64,44.74,326676.0
2020-10-05,45.09,45.84,44.65,44.77,210372.0
2020-10-06,45.26,45.82,43.8917,44.79,243908.0
2020-10-07,44.97,45.81,44.9071,45.46,262505.0
2020-10-08,45.99,45.99,45.05,45.1,230708.0
2020-10-09,45.52,45.69,44.765,45.13,210726.0
2020-10-10,45.52,45.69,44.765,45.13,210726.0
2020-10-11,45.52,45.69,44.765,45.13,210726.0
2020-10-12,45.23,45.3144,44.63,44.79,246312.0
2020-10-13,44.57,45.34,43.88,44.59,246624.0
2020-10-14,44.81,45.3,44.4,44.56,334345.0
2020-10-15,44.06,45.51,43.67,45.25,205936.0
2020-10-16,45.25,45.74,44.75,44.99,174938.0
2020-10-17,45.25,45.74,44.75,44.99,174938.0
2020-10-18,45.25,45.74,44.75,44.99,174938.0
2020-10-19,45.07,45.6,43.89,43.89,221962.0
2020-10-20,44.1,44.14,42.73,42.9,251017.0
2020-10-21,42.78,43.365,41.88,41.94,206980.0
2020-10-22,42.11,42.81,41.82,42.15,218114.0
2020-10-23,42.25,43.66,42.015,43.47,183182.0
2020-10-24,42.25,43.66,42.015,43.47,183182.0
2020-10-25,42.25,43.66,42.015,43.47,183182.0
2020-10-26,43.0,43.07,41.15,41.86,303410.0
2020-10-27,41.88,42.57,41.3725,41.58,206060.0
2020-10-28,40.85,41.26,39.43,40.17,366063.0
2020-10-29,39.92,42.07,39.77,41.71,359418.0
2020-10-30,42.24,45.25,41.88,42.58,566609.0
2020-10-31,42.24,45.25,41.88,42.58,566609.0
2020-11-01,42.24,45.25,41.88,42.58,566609.0
2020-11-02,42.91,43.58,42.04,43.0,224786.0
2020-11-03,43.68,44.31,43.16,44.18,193697.0
2020-11-04,43.79,45.12,43.79,44.41,188137.0
2020-11-05,44.61,45.36,44.25,44.92,202784.0
2020-11-06,44.94,45.53,43.5,44.87,152221.0
2020-11-07,44.94,45.53,43.5,44.87,152221.0
2020-11-08,44.94,45.53,43.5,44.87,152221.0
2020-11-09,46.97,49.805,46.97,48.82,449797.0
2020-11-10,49.09,50.5,48.32,50.18,536772.0
2020-11-11,50.17,50.17,46.77,47.35,288728.0
2020-11-12,46.7,48.02,46.39,47.29,178873.0
2020-11-13,47.91,47.985,46.22,47.5,178439.0
2020-11-14,47.91,47.985,46.22,47.5,178439.0
2020-11-15,47.91,47.985,46.22,47.5,178439.0
2020-11-16,48.22,48.615,47.21,48.3,297893.0
2020-11-17,48.08,48.94,47.13,48.37,206700.0
2020-11-18,48.64,48.735,47.37,47.41,219225.0
2020-11-19,47.27,48.42,47.13,48.29,181558.0
2020-11-20,47.94,49.67,47.63,49.36,408810.0
2020-11-21,47.94,49.67,47.63,49.36,408810.0
2020-11-22,47.94,49.67,47.63,49.36,408810.0
2020-11-23,49.9,52.66,49.42,52.45,381199.0
2020-11-24,52.75,54.16,51.7765,52.49,511606.0
2020-11-25,52.7,53.25,52.035,53.09,229100.0
2020-11-26,52.7,53.25,52.035,53.09,229100.0
2020-11-27,53.25,54.06,52.65,53.94,123676.0
2020-11-28,53.25,54.06,52.65,53.94,123676.0
2020-11-29,53.25,54.06,52.65,53.94,123676.0
2020-11-30,53.71,56.0,53.38,55.41,435456.0
2020-12-01,55.87,56.8,55.4201,56.39,313668.0
2020-12-02,55.5,55.87,52.52,54.6,732752.0
2020-12-03,54.83,56.8,53.695,55.72,439626.0
2020-12-04,55.99,60.045,55.42,59.18,509414.0
2020-12-05,55.99,60.045,55.42,59.18,509414.0
2020-12-06,55.99,60.045,55.42,59.18,509414.0
2020-12-07,59.42,59.42,57.0,57.66,251725.0
2020-12-08,57.01,58.79,57.01,58.05,227112.0
2020-12-09,58.65,59.89,57.42,59.46,225595.0
2020-12-10,58.77,61.58,58.26,61.31,269624.0
2020-12-11,60.93,61.6433,59.0,59.53,266918.0
2020-12-12,60.93,61.6433,59.0,59.53,266918.0
2020-12-13,60.93,61.6433,59.0,59.53,266918.0
2020-12-14,60.68,61.5,60.1501,60.45,236544.0
2020-12-15,60.92,63.91,60.76,63.27,467049.0
2020-12-16,62.0,62.0,60.0,61.28,240039.0
2020-12-17,61.97,62.87,60.81,61.78,351848.0
2020-12-18,72.75,73.1,71.95,72.22,11069216.0
2020-12-19,72.75,73.1,71.95,72.22,11069216.0
2020-12-20,72.75,73.1,71.95,72.22,11069216.0
2020-12-21,72.1865,72.46,71.97,72.06,3195623.0
2020-12-22,72.07,72.35,72.0,72.03,1167782.0
2020-12-23,72.16,72.25,71.87,71.94,1107774.0
2020-12-24,71.97,72.09,71.92,72.0,265668.0
2020-12-25,71.97,72.09,71.92,72.0,265668.0
2020-12-26,71.97,72.09,71.92,72.0,265668.0
2020-12-27,71.97,72.09,71.92,72.0,265668.0
2020-12-28,72.18,72.2,71.94,72.0,933451.0
2020-12-29,72.0,72.15,71.87,72.15,771187.0
2020-12-30,72.05,72.14,71.9702,72.0,496793.0
2020-12-31,72.0,72.1,71.98,72.08,375739.0
2021-01-01,72.0,72.1,71.98,72.08,375739.0
2021-01-02,72.0,72.1,71.98,72.08,375739.0
2021-01-03,72.0,72.1,71.98,72.08,375739.0
2021-01-04,72.0,72.0,71.75,71.95,1337796.0
2021-01-05,71.85,71.99,71.8,71.85,1093536.0
2021-01-06,71.84,71.98,71.84,71.95,1159792.0
2021-01-07,71.88,72.4,71.85,72.38,1823405.0
2021-01-08,72.06,72.25,71.839,71.85,854163.0
2021-01-09,72.06,72.25,71.839,71.85,854163.0
2021-01-10,72.06,72.25,71.839,71.85,854163.0
2021-01-11,71.85,72.02,71.69,71.96,767187.0
2021-01-12,71.93,71.98,71.93,71.95,563081.0
2021-01-13,71.94,72.0,71.845,71.93,547150.0
2021-01-14,71.95,72.14,71.93,72.14,345803.0
2021-01-15,71.76,72.6294,71.76,72.25,823771.0
2021-01-16,71.76,72.6294,71.76,72.25,823771.0
2021-01-17,71.76,72.6294,71.76,72.25,823771.0
2021-01-18,71.76,72.6294,71.76,72.25,823771.0
2021-01-19,72.35,72.38,71.895,71.9,393633.0
2021-01-20,72.0,72.01,71.66,71.82,791776.0
2021-01-21,71.91,72.34,71.88,71.93,1127910.0
2021-01-22,72.12,72.12,71.8,71.97,514260.0
2021-01-23,72.12,72.12,71.8,71.97,514260.0
2021-01-24,72.12,72.12,71.8,71.97,514260.0
2021-01-25,72.0,72.37,71.92,72.27,615141.0
2021-01-26,72.2,72.25,71.94,71.96,272966.0
2021-01-27,71.96,72.33,71.88,72.11,1373607.0
2021-01-28,72.01,72.24,71.96,72.04,479891.0
2021-01-29,72.02,72.15,71.1107,71.46,3707863.0
2021-01-30,72.02,72.15,71.1107,71.46,3707863.0
2021-01-31,72.02,72.15,71.1107,71.46,3707863.0
2021-02-01,71.86,71.94,71.65,71.75,1460260.0
2021-02-02,71.86,71.88,71.6,71.67,1047392.0
2021-02-03,71.67,71.91,71.67,71.85,858818.0
2021-02-04,71.75,71.86,71.75,71.84,441539.0
2021-02-05,71.95,71.96,71.84,71.9,569109.0
2021-02-06,71.95,71.96,71.84,71.9,569109.0
2021-02-07,71.95,71.96,71.84,71.9,569109.0
2021-02-08,71.95,72.0,71.88,71.96,1494858.0
2021-02-09,71.95,72.0,71.88,71.96,1494858.0
2021-02-10,71.95,72.0,71.88,71.96,1494858.0
2021-02-11,71.95,72.0,71.88,71.96,1494858.0
2021-02-12,71.95,72.0,71.88,71.96,1494858.0
2021-02-13,71.95,72.0,71.88,71.96,1494858.0
2021-02-14,71.95,72.0,71.88,71.96,1494858.0
2021-02-15,71.95,72.0,71.88,71.96,1494858.0
2021-02-16,71.95,72.0,71.88,71.96,1494858.0
2021-02-17,71.95,72.0,71.88,71.96,1494858.0
2021-02-18,71.95,72.0,71.88,71.96,1494858.0
2021-02-19,71.95,72.0,71.88,71.96,1494858.0
2021-02-20,71.95,72.0,71.88,71.96,1494858.0
2021-02-21,71.95,72.0,71.88,71.96,1494858.0
2021-02-22,71.95,72.0,71.88,71.96,1494858.0
2021-02-23,71.95,72.0,71.88,71.96,1494858.0
2021-02-24,71.95,72.0,71.88,71.96,1494858.0
2021-02-25,71.95,72.0,71.88,71.96,1494858.0
2021-02-26,71.95,72.0,71.88,71.96,1494858.0
2021-02-27,71.95,72.0,71.88,71.96,1494858.0
2021-02-28,71.95,72.0,71.88,71.96,1494858.0
2021-03-01,71.95,72.0,71.88,71.96,1494858.0
2021-03-02,71.95,72.0,71.88,71.96,1494858.0
2021-03-03,71.95,72.0,71.88,71.96,1494858.0
2021-03-04,71.95,72.0,71.88,71.96,1494858.0
2021-03-05,71.95,72.0,71.88,71.96,1494858.0
2021-03-06,71.95,72.0,71.88,71.96,1494858.0
2021-03-07,71.95,72.0,71.88,71.96,1494858.0
2021-03-08,71.95,72.0,71.88,71.96,1494858.0
2021-03-09,71.95,72.0,71.88,71.96,1494858.0
2021-03-10,71.95,72.0,71.88,71.96,1494858.0
2021-03-11,71.95,72.0,71.88,71.96,1494858.0
2021-03-12,71.95,72.0,71.88,71.96,1494858.0
2021-03-13,71.95,72.0,71.88,71.96,1494858.0
2021-03-14,71.95,72.0,71.88,71.96,1494858.0
2021-03-15,71.95,72.0,71.88,71.96,1494858.0
2021-03-16,71.95,72.0,71.88,71.96,1494858.0
2021-03-17,71.95,72.0,71.88,71.96,1494858.0
2021-03-18,71.95,72.0,71.88,71.96,1494858.0
2021-03-19,71.95,72.0,71.88,71.96,1494858.0
2021-03-20,71.95,72.0,71.88,71.96,1494858.0
2021-03-21,71.95,72.0,71.88,71.96,1494858.0
2021-03-22,71.95,72.0,71.88,71.96,1494858.0
2021-03-23,71.95,72.0,71.88,71.96,1494858.0
2021-03-24,71.95,72.0,71.88,71.96,1494858.0
2021-03-25,71.95,72.0,71.88,71.96,1494858.0
2021-03-26,71.95,72.0,71.88,71.96,1494858.0
2021-03-27,71.95,72.0,71.88,71.96,1494858.0
2021-03-28,71.95,72.0,71.88,71.96,1494858.0
2021-03-29,71.95,72.0,71.88,71.96,1494858.0
2021-03-30,71.95,72.0,71.88,71.96,1494858.0
2021-03-31,71.95,72.0,71.88,71.96,1494858.0
2021-04-01,71.95,72.0,71.88,71.96,1494858.0
2021-04-02,71.95,72.0,71.88,71.96,1494858.0
2021-04-03,71.95,72.0,71.88,71.96,1494858.0
2021-04-04,71.95,72.0,71.88,71.96,1494858.0
2021-04-05,71.95,72.0,71.88,71.96,1494858.0
2021-04-06,71.95,72.0,71.88,71.96,1494858.0
2021-04-07,71.95,72.0,71.88,71.96,1494858.0
2021-04-08,71.95,72.0,71.88,71.96,1494858.0
2021-04-09,71.95,72.0,71.88,71.96,1494858.0
2021-04-10,71.95,72.0,71.88,71.96,1494858.0
2021-04-11,71.95,72.0,71.88,71.96,1494858.0
2021-04-12,71.95,72.0,71.88,71.96,1494858.0
2021-04-13,71.95,72.0,71.88,71.96,1494858.0
2021-04-14,71.95,72.0,71.88,71.96,1494858.0
2021-04-15,71.95,72.0,71.88,71.96,1494858.0
2021-04-16,71.95,72.0,71.88,71.96,1494858.0
2021-04-17,71.95,72.0,71.88,71.96,1494858.0
2021-04-18,71.95,72.0,71.88,71.96,1494858.0
2021-04-19,71.95,72.0,71.88,71.96,1494858.0
2021-04-20,71.95,72.0,71.88,71.96,1494858.0
2021-04-21,71.95,72.0,71.88,71.96,1494858.0
2021-04-22,71.95,72.0,71.88,71.96,1494858.0
2021-04-23,71.95,72.0,71.88,71.96,1494858.0
2021-04-24,71.95,72.0,71.88,71.96,1494858.0
2021-04-25,71.95,72.0,71.88,71.96,1494858.0
2021-04-26,71.95,72.0,71.88,71.96,1494858.0
2021-04-27,71.95,72.0,71.88,71.96,1494858.0
2021-04-28,71.95,72.0,71.88,71.96,1494858.0
2021-04-29,71.95,72.0,71.88,71.96,1494858.0
2021-04-30,71.95,72.0,71.88,71.96,1494858.0
2021-05-01,71.95,72.0,71.88,71.96,1494858.0
2021-05-02,71.95,72.0,71.88,71.96,1494858.0
2021-05-03,71.95,72.0,71.88,71.96,1494858.0
