,TOWN US Equity,TOWN US Equity,TOWN US Equity,TOWN US Equity,TOWN US Equity
2021-03-14,28.8646,29.4868,28.7654,29.0991,135959.0
2021-03-15,28.8736,29.054,28.0801,28.4679,156860.0
2021-03-16,28.2424,28.2605,27.503,28.2469,145426.0
2021-03-17,28.522,28.6302,28.1252,28.4318,174473.0
2021-03-18,28.7474,29.559,28.4859,28.6212,158207.0
2021-03-19,28.6482,29.5094,27.6054,28.7203,747023.0
2021-03-20,28.6482,29.5094,27.6054,28.7203,747023.0
2021-03-21,28.6482,29.5094,27.6054,28.7203,747023.0
2021-03-22,28.558,28.6707,27.5481,27.9358,162453.0
2021-03-23,27.6022,27.7645,26.5742,26.6914,194534.0
2021-03-24,26.9169,28.026,26.7726,26.7996,163836.0
2021-03-25,26.8718,27.7555,26.5111,27.5932,129431.0
2021-03-26,27.8366,28.389,27.503,28.2695,119795.0
2021-03-27,27.8366,28.389,27.503,28.2695,119795.0
2021-03-28,27.8366,28.389,27.503,28.2695,119795.0
2021-03-29,27.5349,28.133,27.2356,27.3535,128923.0
2021-03-30,27.3172,28.0518,27.3172,27.7888,110831.0
2021-03-31,27.8704,28.1969,27.3444,27.5711,179673.0
2021-04-01,27.4714,27.8886,27.29,27.8523,109531.0
2021-04-02,27.4714,27.8886,27.29,27.8523,109531.0
2021-04-03,27.4714,27.8886,27.29,27.8523,109531.0
2021-04-04,27.4714,27.8886,27.29,27.8523,109531.0
2021-04-05,28.0428,28.1788,27.6618,28.1062,97273.0
2021-04-06,27.9339,28.2423,27.6618,27.8523,128420.0
2021-04-07,27.8069,28.0972,27.1449,27.2356,146812.0
2021-04-08,27.0995,27.3898,26.6914,27.3716,181634.0
2021-04-09,27.6074,28.1153,27.4623,28.0337,178803.0
2021-04-10,27.6074,28.1153,27.4623,28.0337,178803.0
2021-04-11,27.6074,28.1153,27.4623,28.0337,178803.0
2021-04-12,27.943,28.342,27.943,28.1153,100883.0
2021-04-13,27.9702,27.9702,27.3898,27.4532,85643.0
2021-04-14,27.5077,28.2332,27.5077,28.0065,123517.0
2021-04-15,27.943,28.1062,27.3625,27.8976,88941.0
2021-04-16,28.333,28.4418,27.8795,28.07,108829.0
2021-04-17,28.333,28.4418,27.8795,28.07,108829.0
2021-04-18,28.333,28.4418,27.8795,28.07,108829.0
2021-04-19,27.9248,28.2695,27.5077,27.9248,157204.0
2021-04-20,27.8069,27.8069,26.5463,26.6733,206267.0
2021-04-21,26.8093,27.4714,26.6733,27.3535,96779.0
2021-04-22,27.3172,27.3716,26.9,26.9091,95744.0
2021-04-23,26.8637,28.0246,26.8637,27.8523,153192.0
2021-04-24,26.8637,28.0246,26.8637,27.8523,153192.0
2021-04-25,26.8637,28.0246,26.8637,27.8523,153192.0
2021-04-26,27.6346,28.3602,27.6346,27.7979,109645.0
2021-04-27,27.9521,28.0972,27.553,27.816,109073.0
2021-04-28,27.7979,28.0518,27.4986,27.5167,77696.0
2021-04-29,28.0428,28.1697,27.3988,27.7253,85862.0
2021-04-30,27.3898,28.2423,27.3898,28.0972,225102.0
2021-05-01,27.3898,28.2423,27.3898,28.0972,225102.0
2021-05-02,27.3898,28.2423,27.3898,28.0972,225102.0
2021-05-03,28.5234,28.9497,28.3239,28.5869,246124.0
2021-05-04,28.8046,28.9134,28.0926,28.8137,207358.0
2021-05-05,28.8227,29.2218,28.5597,29.1129,161337.0
2021-05-06,29.1674,29.7025,28.9769,29.6571,104351.0
2021-05-07,29.2127,29.6843,29.0404,29.6753,106915.0
2021-05-08,29.2127,29.6843,29.0404,29.6753,106915.0
2021-05-09,29.2127,29.6843,29.0404,29.6753,106915.0
2021-05-10,29.6027,30.0199,29.0495,29.0495,208158.0
2021-05-11,28.7502,29.2218,28.2151,28.859,129914.0
2021-05-12,29.0857,29.3065,28.2513,28.4055,167761.0
2021-05-13,28.3058,29.6753,28.2151,29.4939,129486.0
2021-05-14,29.8068,29.9836,29.3398,29.9745,112054.0
2021-05-15,29.8068,29.9836,29.3398,29.9745,112054.0
2021-05-16,29.8068,29.9836,29.3398,29.9745,112054.0
2021-05-17,30.0652,30.0652,29.5936,30.0562,175533.0
2021-05-18,30.1197,30.1559,29.4757,29.4848,150230.0
2021-05-19,29.1583,29.1583,28.4781,29.0857,103975.0
2021-05-20,28.9497,29.1402,28.5234,29.0767,116237.0
2021-05-21,29.4576,29.7297,29.19,29.5846,148072.0
2021-05-22,29.4576,29.7297,29.19,29.5846,148072.0
2021-05-23,29.4576,29.7297,29.19,29.5846,148072.0
2021-05-24,29.5664,29.5664,28.9316,29.2036,116073.0
2021-05-25,29.249,29.4576,28.333,28.3602,245847.0
2021-05-26,28.4237,28.8499,28.2332,28.7139,80775.0
2021-05-27,29.1039,29.3941,28.7774,29.1129,121306.0
2021-05-28,29.0948,29.2581,28.6051,29.0495,79059.0
2021-05-29,29.0948,29.2581,28.6051,29.0495,79059.0
2021-05-30,29.0948,29.2581,28.6051,29.0495,79059.0
2021-05-31,29.0948,29.2581,28.6051,29.0495,79059.0
2021-06-01,29.1946,29.4757,28.9678,29.2308,117018.0
2021-06-02,29.4848,29.4848,28.8409,28.986,132289.0
2021-06-03,29.0767,29.2581,28.9134,29.1946,151779.0
2021-06-04,29.0585,29.2853,28.9225,29.2399,99497.0
2021-06-05,29.0585,29.2853,28.9225,29.2399,99497.0
2021-06-06,29.0585,29.2853,28.9225,29.2399,99497.0
2021-06-07,29.6934,29.6934,29.2308,29.6208,161976.0
2021-06-08,29.5483,29.8838,29.1946,29.7932,157303.0
2021-06-09,29.5755,29.5755,28.9225,28.9497,150709.0
2021-06-10,29.2218,29.2218,28.4237,28.469,108985.0
2021-06-11,28.4418,28.7864,28.4418,28.6323,127728.0
2021-06-12,28.4418,28.7864,28.4418,28.6323,127728.0
2021-06-13,28.4418,28.7864,28.4418,28.6323,127728.0
2021-06-14,28.6595,28.7955,28.0972,28.2786,137782.0
2021-06-15,28.3965,28.723,28.0881,28.5778,126506.0
2021-06-16,28.4781,28.995,27.9248,28.8409,130423.0
2021-06-17,28.9225,28.995,27.7435,27.9339,173849.0
2021-06-18,27.4442,27.68,26.7277,26.9453,426427.0
2021-06-19,27.4442,27.68,26.7277,26.9453,426427.0
2021-06-20,27.4442,27.68,26.7277,26.9453,426427.0
2021-06-21,27.1177,28.1516,27.1177,27.9521,150759.0
2021-06-22,27.9339,28.3455,27.5439,27.9339,85457.0
2021-06-23,28.0246,28.3148,27.7979,28.0518,132482.0
2021-06-24,28.1062,28.723,27.9815,28.6958,139996.0
2021-06-25,28.7683,29.2082,28.6051,28.8318,691393.0
2021-06-26,28.7683,29.2082,28.6051,28.8318,691393.0
2021-06-27,28.7683,29.2082,28.6051,28.8318,691393.0
2021-06-28,28.7411,28.7411,27.6256,27.7979,176987.0
2021-06-29,27.9896,28.1448,27.6518,27.7522,118043.0
2021-06-30,27.524,27.9439,27.524,27.7705,145302.0
2021-07-01,28.0352,28.1766,27.7705,28.0991,117743.0
2021-07-02,25.7712,28.0078,25.7712,27.6701,154246.0
2021-07-03,25.7712,28.0078,25.7712,27.6701,154246.0
2021-07-04,25.7712,28.0078,25.7712,27.6701,154246.0
2021-07-05,25.7712,28.0078,25.7712,27.6701,154246.0
2021-07-06,27.3323,27.6199,26.748,27.0219,125064.0
2021-07-07,27.0219,27.7157,26.9678,27.3597,223648.0
2021-07-08,27.5788,27.5788,26.4742,26.8119,158314.0
2021-07-09,27.5057,27.8983,27.2729,27.8161,169759.0
2021-07-10,27.5057,27.8983,27.2729,27.8161,169759.0
2021-07-11,27.5057,27.8983,27.2729,27.8161,169759.0
2021-07-12,27.4784,27.9713,27.305,27.8983,123302.0
2021-07-13,27.3414,27.9257,27.2958,27.4966,135584.0
2021-07-14,27.5788,27.9804,27.1588,27.3962,110132.0
2021-07-15,27.1954,27.7705,27.1771,27.7066,127965.0
2021-07-16,27.88,27.9987,27.2319,27.3505,124836.0
2021-07-17,27.88,27.9987,27.2319,27.3505,124836.0
2021-07-18,27.88,27.9987,27.2319,27.3505,124836.0
2021-07-19,26.6111,27.2182,26.3464,26.5837,149549.0
2021-07-20,26.6202,27.9165,26.6111,27.2593,250009.0
2021-07-21,27.6518,27.9668,27.2775,27.6062,99404.0
2021-07-22,27.3779,27.6335,26.6567,26.8028,91857.0
2021-07-23,27.2319,27.3734,26.8576,27.1132,75156.0
2021-07-24,27.2319,27.3734,26.8576,27.1132,75156.0
2021-07-25,27.2319,27.3734,26.8576,27.1132,75156.0
2021-07-26,27.2045,27.7248,27.2045,27.3871,77783.0
2021-07-27,27.1588,27.4692,26.9899,27.1588,108811.0
2021-07-28,27.4144,28.0672,26.8576,27.4875,128472.0
2021-07-29,27.9439,27.9439,27.4784,27.6062,94571.0
2021-07-30,27.9439,27.9439,26.9763,27.2136,181897.0
2021-07-31,27.9439,27.9439,26.9763,27.2136,181897.0
2021-08-01,27.9439,27.9439,26.9763,27.2136,181897.0
2021-08-02,27.451,28.1083,26.6294,26.7298,130732.0
2021-08-03,27.5788,27.5788,26.4011,27.2319,144214.0
2021-08-04,26.8576,27.2501,26.748,26.8941,77338.0
2021-08-05,27.0858,27.3779,26.9945,27.3049,73765.0
2021-08-06,27.7066,28.1813,27.7066,28.1265,92728.0
2021-08-07,27.7066,28.1813,27.7066,28.1265,92728.0
2021-08-08,27.7066,28.1813,27.7066,28.1265,92728.0
2021-08-09,28.0078,28.1995,27.7066,27.8618,45618.0
2021-08-10,27.6974,28.3091,27.6974,28.2452,59516.0
2021-08-11,28.3821,28.8477,28.1813,28.8386,116310.0
2021-08-12,28.9664,28.9664,28.5738,28.8751,115664.0
2021-08-13,28.9116,28.9116,28.446,28.5191,60820.0
2021-08-14,28.9116,28.9116,28.446,28.5191,60820.0
2021-08-15,28.9116,28.9116,28.446,28.5191,60820.0
2021-08-16,28.2361,28.5921,28.0078,28.4095,70261.0
2021-08-17,28.3365,28.7016,27.9439,28.2817,70059.0
2021-08-18,28.2178,28.5054,27.9622,27.9804,121930.0
2021-08-19,27.7705,28.2543,27.2684,27.5879,100115.0
2021-08-20,27.4418,27.9394,27.4418,27.7522,343839.0
2021-08-21,27.4418,27.9394,27.4418,27.7522,343839.0
2021-08-22,27.4418,27.9394,27.4418,27.7522,343839.0
2021-08-23,28.0717,28.2178,27.8253,27.9987,129456.0
2021-08-24,27.9987,28.2087,27.7887,27.8892,120608.0
2021-08-25,28.0626,28.3456,27.8892,27.9896,95395.0
2021-08-26,28.0261,28.09,27.4236,27.4692,95258.0
2021-08-27,27.4966,28.3228,27.3323,28.3091,159375.0
2021-08-28,27.4966,28.3228,27.3323,28.3091,159375.0
2021-08-29,27.4966,28.3228,27.3323,28.3091,159375.0
2021-08-30,28.3913,28.3913,27.6974,27.7157,97118.0
2021-08-31,27.8435,28.4506,27.7248,27.8161,171603.0
2021-09-01,27.9622,27.9622,27.3871,27.6153,162391.0
2021-09-02,27.6974,27.6974,27.4144,27.5057,79180.0
2021-09-03,27.4418,27.8389,26.8393,27.1132,117965.0
2021-09-04,27.4418,27.8389,26.8393,27.1132,117965.0
2021-09-05,27.4418,27.8389,26.8393,27.1132,117965.0
2021-09-06,27.4418,27.8389,26.8393,27.1132,117965.0
2021-09-07,27.524,27.7066,27.1132,27.314,335027.0
2021-09-08,27.2684,27.3505,26.9124,27.1314,210981.0
2021-09-09,27.1132,27.3962,27.0036,27.0219,188524.0
2021-09-10,27.2319,27.3049,26.5928,26.602,103897.0
2021-09-11,27.2319,27.3049,26.5928,26.602,103897.0
2021-09-12,27.2319,27.3049,26.5928,26.602,103897.0
2021-09-13,26.9306,28.0309,26.5107,26.8484,164973.0
2021-09-14,26.9945,27.0036,26.2459,26.3372,152871.0
2021-09-15,26.4011,27.2866,26.2825,26.4924,401277.0
2021-09-16,26.675,27.031,26.3372,26.4103,120935.0
2021-09-17,26.5289,26.7206,26.0725,26.3464,637087.0
2021-09-18,26.5289,26.7206,26.0725,26.3464,637087.0
2021-09-19,26.5289,26.7206,26.0725,26.3464,637087.0
2021-09-20,25.7621,26.0177,25.4974,25.9812,143724.0
2021-09-21,26.0999,26.2733,25.7895,25.9903,117407.0
2021-09-22,26.2916,26.748,26.2277,26.4285,119041.0
2021-09-23,26.6111,27.451,26.6111,27.2593,78203.0
2021-09-24,27.2593,27.6244,27.2593,27.4144,162059.0
2021-09-25,27.2593,27.6244,27.2593,27.4144,162059.0
2021-09-26,27.2593,27.6244,27.2593,27.4144,162059.0
2021-09-27,27.6883,28.729,27.6153,28.5647,179378.0
2021-09-28,28.7108,28.8933,27.8161,27.9165,189990.0
2021-09-29,27.9625,28.5506,27.7971,28.4036,111633.0
2021-09-30,28.5782,28.8492,28.376,28.5873,183966.0
2021-10-01,28.6149,29.396,28.5782,29.1938,189974.0
2021-10-02,28.6149,29.396,28.5782,29.1938,189974.0
2021-10-03,28.6149,29.396,28.5782,29.1938,189974.0
2021-10-04,29.2122,29.5246,28.9733,29.1938,146186.0
2021-10-05,29.3041,29.4419,29.0009,29.3409,118501.0
2021-10-06,29.249,29.249,28.5873,29.1938,76358.0
2021-10-07,29.4052,29.5338,29.2581,29.4052,177842.0
2021-10-08,29.3776,29.4511,29.2673,29.4052,118383.0
2021-10-09,29.3776,29.4511,29.2673,29.4052,118383.0
2021-10-10,29.3776,29.4511,29.2673,29.4052,118383.0
2021-10-11,29.6625,29.6625,29.0376,29.0468,123347.0
2021-10-12,29.0284,29.3684,28.8906,29.2765,118406.0
2021-10-13,29.2398,29.35,28.7505,29.2306,121257.0
2021-10-14,29.589,29.589,29.1754,29.2857,139186.0
2021-10-15,29.7819,29.7819,29.2673,29.3133,148849.0
2021-10-16,29.7819,29.7819,29.2673,29.3133,148849.0
2021-10-17,29.7819,29.7819,29.2673,29.3133,148849.0
2021-10-18,29.2214,29.4052,29.0376,29.1019,156986.0
2021-10-19,27.8292,29.3041,27.8292,28.7436,161788.0
2021-10-20,28.8446,29.2122,28.6526,29.1663,353193.0
2021-10-21,29.4603,29.6717,29.01,29.1938,165179.0
2021-10-22,28.8079,29.2398,28.6149,28.9825,138813.0
2021-10-23,28.8079,29.2398,28.6149,28.9825,138813.0
2021-10-24,28.8079,29.2398,28.6149,28.9825,138813.0
2021-10-25,29.1846,29.203,28.7619,29.1203,101037.0
2021-10-26,29.1479,29.3776,28.8768,29.0744,171125.0
2021-10-27,29.0009,29.0009,27.9772,28.036,97807.0
2021-10-28,28.2749,28.6149,28.1095,28.4955,98274.0
2021-10-29,28.6333,28.9917,28.6149,28.9641,139501.0
2021-10-30,28.6333,28.9917,28.6149,28.9641,139501.0
2021-10-31,28.6333,28.9917,28.6149,28.9641,139501.0
2021-11-01,29.1571,30.1035,29.1571,30.0025,273277.0
2021-11-02,30.0944,30.0944,29.4511,29.5338,133601.0
2021-11-03,29.4327,30.3149,29.2581,29.8003,220948.0
2021-11-04,29.9198,29.9198,29.2398,29.6992,135127.0
2021-11-05,30.1127,30.5354,29.9381,30.1495,228325.0
2021-11-06,30.1127,30.5354,29.9381,30.1495,228325.0
2021-11-07,30.1127,30.5354,29.9381,30.1495,228325.0
2021-11-08,30.2873,30.5354,30.1587,30.4803,98654.0
2021-11-09,30.2598,30.3976,30.0208,30.2781,64826.0
2021-11-10,30.37,30.5446,30.223,30.2873,95888.0
2021-11-11,30.37,30.5814,30.2138,30.3608,98518.0
2021-11-12,30.3792,30.4619,29.9198,30.0576,55410.0
2021-11-13,30.3792,30.4619,29.9198,30.0576,55410.0
2021-11-14,30.3792,30.4619,29.9198,30.0576,55410.0
2021-11-15,30.223,30.223,29.9841,30.1127,97570.0
2021-11-16,30.1219,30.37,29.8554,30.2598,168908.0
2021-11-17,30.2965,30.2965,29.7544,30.0668,110896.0
2021-11-18,30.1771,30.3425,29.7957,30.2873,168815.0
2021-11-19,29.7819,30.3976,29.6467,30.3517,273844.0
2021-11-20,29.7819,30.3976,29.6467,30.3517,273844.0
2021-11-21,29.7819,30.3976,29.6467,30.3517,273844.0
2021-11-22,30.5538,31.5371,30.5538,30.903,238650.0
2021-11-23,31.0868,31.1778,30.7652,30.9214,163066.0
2021-11-24,30.7376,30.9949,30.5446,30.7008,205091.0
2021-11-25,30.7376,30.9949,30.5446,30.7008,205091.0
2021-11-26,29.7176,30.2414,28.3209,28.7252,125323.0
2021-11-27,29.7176,30.2414,28.3209,28.7252,125323.0
2021-11-28,29.7176,30.2414,28.3209,28.7252,125323.0
2021-11-29,29.2949,29.2949,28.5919,28.67,137368.0
2021-11-30,28.4219,28.5552,27.9992,28.1095,234138.0
2021-12-01,28.7619,29.0744,27.9257,27.9901,199389.0
2021-12-02,28.2749,29.1295,28.1646,28.863,158455.0
2021-12-03,28.9917,28.9917,27.8155,28.4311,136249.0
2021-12-04,28.9917,28.9917,27.8155,28.4311,136249.0
2021-12-05,28.9917,28.9917,27.8155,28.4311,136249.0
2021-12-06,28.863,29.6165,28.6609,29.5338,137813.0
2021-12-07,29.7084,29.7452,28.8952,29.0468,122818.0
2021-12-08,29.2765,29.2857,28.8079,29.0192,101318.0
2021-12-09,28.7252,28.9365,28.6333,28.6976,87842.0
2021-12-10,28.9641,29.0192,28.523,28.8355,128921.0
2021-12-11,28.9641,29.0192,28.523,28.8355,128921.0
2021-12-12,28.9641,29.0192,28.523,28.8355,128921.0
2021-12-13,28.6517,28.6517,28.3025,28.376,148542.0
2021-12-14,28.4771,29.079,28.3392,28.4955,265061.0
2021-12-15,28.7436,29.1203,28.3576,28.7344,226292.0
2021-12-16,28.9733,29.4419,28.7895,28.909,203483.0
2021-12-17,28.9365,28.9871,27.9717,28.2382,499059.0
2021-12-18,28.9365,28.9871,27.9717,28.2382,499059.0
2021-12-19,28.9365,28.9871,27.9717,28.2382,499059.0
2021-12-20,27.8522,28.1371,27.1447,27.8522,220575.0
2021-12-21,28.1555,28.7619,28.1463,28.6609,123657.0
2021-12-22,28.6425,28.8079,28.4036,28.7527,129281.0
2021-12-23,28.9641,29.249,28.6241,29.0009,78232.0
2021-12-24,28.9641,29.249,28.6241,29.0009,78232.0
2021-12-25,28.9641,29.249,28.6241,29.0009,78232.0
2021-12-26,28.9641,29.249,28.6241,29.0009,78232.0
2021-12-27,29.1019,29.3087,28.8171,29.2673,145691.0
2021-12-28,29.2673,29.396,29.1892,29.3133,232178.0
2021-12-29,29.4797,29.5722,29.2023,29.3688,83438.0
2021-12-30,29.3688,29.5167,28.948,29.0821,99997.0
2021-12-31,29.0266,29.2763,28.7677,29.2116,128051.0
2022-01-01,29.0266,29.2763,28.7677,29.2116,128051.0
2022-01-02,29.0266,29.2763,28.7677,29.2116,128051.0
2022-01-03,29.304,30.0808,29.304,29.6277,173058.0
2022-01-04,29.9606,30.2657,29.1653,30.0346,329119.0
2022-01-05,30.2288,30.4321,29.8866,29.9606,296351.0
2022-01-06,30.2935,30.8853,30.0993,30.8576,550743.0
2022-01-07,30.7928,30.9315,30.6376,30.8298,404366.0
2022-01-08,30.7928,30.9315,30.6376,30.8298,404366.0
2022-01-09,30.7928,30.9315,30.6376,30.8298,404366.0
2022-01-10,30.8391,31.024,30.4969,30.7096,264636.0
2022-01-11,30.8853,30.8899,29.7294,30.8391,376302.0
2022-01-12,30.8668,31.2644,30.6819,31.0795,299969.0
2022-01-13,31.1997,32.1706,31.1997,31.8932,348085.0
2022-01-14,31.5788,31.8932,30.349,31.7915,131819.0
2022-01-15,31.5788,31.8932,30.349,31.7915,131819.0
2022-01-16,31.5788,31.8932,30.349,31.7915,131819.0
2022-01-17,31.5788,31.8932,30.349,31.7915,131819.0
2022-01-18,31.8008,31.8562,31.3014,31.3846,153810.0
2022-01-19,31.6343,31.6343,30.5339,30.5986,151139.0
2022-01-20,30.6726,30.8021,29.4428,29.5445,168170.0
2022-01-21,29.2763,30.201,29.2301,29.526,200340.0
2022-01-22,29.2763,30.201,29.2301,29.526,200340.0
2022-01-23,29.2763,30.201,29.2301,29.526,200340.0
2022-01-24,29.1284,30.2657,29.1284,30.1455,210661.0
2022-01-25,29.9051,30.4599,29.3318,30.1178,202515.0
2022-01-26,30.2935,30.7281,29.3595,29.7757,233161.0
2022-01-27,28.6845,30.2796,28.4533,28.7862,247633.0
2022-01-28,28.6568,29.0359,27.9447,28.777,372479.0
2022-01-29,28.6568,29.0359,27.9447,28.777,372479.0
2022-01-30,28.6568,29.0359,27.9447,28.777,372479.0
2022-01-31,28.6845,29.1191,28.4348,29.0174,262645.0
2022-02-01,29.1376,29.2671,28.4626,29.0636,275903.0
2022-02-02,29.0174,29.2763,28.5458,28.7862,164354.0
2022-02-03,28.7862,29.2301,28.703,28.8324,159737.0
2022-02-04,28.9434,29.1468,28.4996,28.9804,150598.0
2022-02-05,28.9434,29.1468,28.4996,28.9804,150598.0
2022-02-06,28.9434,29.1468,28.4996,28.9804,150598.0
2022-02-07,28.9619,29.3179,28.6475,29.1561,155994.0
2022-02-08,29.2393,29.8404,29.2393,29.7202,182685.0
2022-02-09,29.7202,29.7202,28.8324,28.9804,154518.0
2022-02-10,28.9804,29.3225,28.7677,28.9989,350139.0
2022-02-11,28.9712,29.4612,28.8417,29.0914,149628.0
2022-02-12,28.9712,29.4612,28.8417,29.0914,149628.0
2022-02-13,28.9712,29.4612,28.8417,29.0914,149628.0
2022-02-14,29.0914,29.378,28.7307,28.9342,117872.0
2022-02-15,29.1653,29.489,29.1006,29.378,237093.0
2022-02-16,29.2116,29.6,29.1284,29.3873,127616.0
2022-02-17,29.1838,29.2023,28.7307,28.7955,149748.0
2022-02-18,28.703,29.2301,28.703,28.9619,166357.0
2022-02-19,28.703,29.2301,28.703,28.9619,166357.0
2022-02-20,28.703,29.2301,28.703,28.9619,166357.0
2022-02-21,28.703,29.2301,28.703,28.9619,166357.0
2022-02-22,28.8047,29.2023,28.666,28.8047,159264.0
2022-02-23,28.8509,29.1468,28.2499,28.3331,150181.0
2022-02-24,27.7413,28.1019,27.1217,27.8707,235537.0
2022-02-25,28.0834,29.1191,28.0418,28.9989,171477.0
2022-02-26,28.0834,29.1191,28.0418,28.9989,171477.0
2022-02-27,28.0834,29.1191,28.0418,28.9989,171477.0
2022-02-28,28.4441,28.9527,28.2684,28.8324,205167.0
2022-03-01,28.74,28.8602,27.3622,27.7598,232453.0
2022-03-02,27.9817,28.8602,27.9817,28.5735,138411.0
2022-03-03,28.6752,28.814,28.3793,28.777,266994.0
2022-03-04,28.3701,28.518,27.88,28.1574,163130.0
2022-03-05,28.3701,28.518,27.88,28.1574,163130.0
2022-03-06,28.3701,28.518,27.88,28.1574,163130.0
2022-03-07,28.0187,28.2036,27.3991,27.4361,201665.0
2022-03-08,27.6118,28.2406,27.2327,27.2604,239633.0
2022-03-09,27.8338,28.1112,27.6442,27.8245,151631.0
2022-03-10,27.4639,28.74,27.4639,28.6752,277192.0
2022-03-11,28.7862,29.452,28.7862,28.9619,321894.0
2022-03-12,28.7862,29.452,28.7862,28.9619,321894.0
2022-03-13,28.7862,29.452,28.7862,28.9619,321894.0
2022-03-14,29.3965,29.5815,28.7215,28.8787,247139.0
2022-03-15,28.9804,29.2624,28.3793,28.6752,172307.0
2022-03-16,28.8324,29.2624,28.6198,29.0821,308465.0
2022-03-17,28.7492,28.7862,28.3886,28.5643,300417.0
2022-03-18,28.5735,28.8972,27.7228,28.5365,1057600.0
2022-03-19,28.5735,28.8972,27.7228,28.5365,1057600.0
2022-03-20,28.5735,28.8972,27.7228,28.5365,1057600.0
2022-03-21,28.6752,28.8972,28.0372,28.0927,433258.0
2022-03-22,28.4163,28.8787,28.1944,28.3331,426551.0
2022-03-23,28.1852,28.2499,27.6211,27.6673,188667.0
2022-03-24,27.7413,28.1204,27.4916,28.1112,156505.0
2022-03-25,28.0742,28.3701,27.9725,28.3516,124632.0
2022-03-26,28.0742,28.3701,27.9725,28.3516,124632.0
2022-03-27,28.0742,28.3701,27.9725,28.3516,124632.0
2022-03-28,28.2499,28.2499,27.7135,28.0464,199790.0
2022-03-29,28.3629,29.0424,28.3536,28.9773,287622.0
2022-03-30,29.089,29.089,28.1395,28.214,221472.0
2022-03-31,28.2047,28.712,27.7579,27.8696,261066.0
2022-04-01,28.1954,28.3071,27.6648,27.9161,198922.0
2022-04-02,28.1954,28.3071,27.6648,27.9161,198922.0
2022-04-03,28.1954,28.3071,27.6648,27.9161,198922.0
2022-04-04,27.7486,28.0651,27.218,27.9347,241252.0
2022-04-05,27.8417,28.1581,27.3297,27.3762,215656.0
2022-04-06,27.339,28.1768,27.0784,27.2366,197590.0
2022-04-07,27.3111,27.5205,26.7433,26.8456,145565.0
2022-04-08,27.1808,27.4414,26.9294,26.976,170738.0
2022-04-09,27.1808,27.4414,26.9294,26.976,170738.0
2022-04-10,27.1808,27.4414,26.9294,26.976,170738.0
2022-04-11,26.8363,27.5531,26.8363,27.0225,150086.0
2022-04-12,27.1063,27.3669,26.7712,26.8736,121741.0
2022-04-13,26.8363,27.3204,26.7805,27.2925,126258.0
2022-04-14,27.3297,27.4786,26.855,26.9853,183717.0
2022-04-15,27.3297,27.4786,26.855,26.9853,183717.0
2022-04-16,27.3297,27.4786,26.855,26.9853,183717.0
2022-04-17,27.3297,27.4786,26.855,26.9853,183717.0
2022-04-18,26.9573,27.1342,26.7712,26.9853,196431.0
2022-04-19,27.2552,27.7393,27.1738,27.6834,168077.0
2022-04-20,27.9534,28.2885,27.7951,28.0837,167554.0
2022-04-21,28.2605,28.4653,27.5345,27.5903,170188.0
2022-04-22,27.6648,27.7393,26.948,26.9853,133586.0
2022-04-23,27.6648,27.7393,26.948,26.9853,133586.0
2022-04-24,27.6648,27.7393,26.948,26.9853,133586.0
2022-04-25,26.7805,27.1063,26.2499,26.7433,207588.0
2022-04-26,26.4081,26.6502,26.0265,26.0917,161784.0
2022-04-27,26.1847,26.3802,25.8776,26.073,163980.0
2022-04-28,26.3523,26.827,26.0172,26.4547,216442.0
2022-04-29,26.343,26.4919,25.5052,25.6635,234611.0
2022-04-30,26.343,26.4919,25.5052,25.6635,234611.0
2022-05-01,26.343,26.4919,25.5052,25.6635,234611.0
2022-05-02,25.8776,26.0312,25.3935,25.7379,504725.0
2022-05-03,25.7752,26.8177,25.5238,25.9241,244755.0
2022-05-04,25.952,26.9294,25.9055,26.9201,226060.0
2022-05-05,26.6036,26.6781,26.0544,26.4081,160618.0
2022-05-06,26.4081,26.4081,25.8683,26.2313,165819.0
2022-05-07,26.4081,26.4081,25.8683,26.2313,165819.0
2022-05-08,26.4081,26.4081,25.8683,26.2313,165819.0
2022-05-09,25.98,26.7991,25.8962,26.5943,184101.0
2022-05-10,26.7619,26.9667,25.8563,26.2499,162803.0
2022-05-11,26.343,26.5664,25.7752,25.831,180367.0
2022-05-12,25.8776,26.0172,25.3842,25.9986,176830.0
2022-05-13,26.1754,26.2988,25.6672,25.8031,154631.0
2022-05-14,26.1754,26.2988,25.6672,25.8031,154631.0
2022-05-15,26.1754,26.2988,25.6672,25.8031,154631.0
2022-05-16,25.6542,25.98,25.4308,25.7659,107142.0
2022-05-17,26.0079,26.5664,26.0079,26.4733,152131.0
2022-05-18,26.1941,26.4175,25.9651,26.1754,147092.0
2022-05-19,25.9241,26.3151,25.8217,25.9707,264750.0
2022-05-20,26.1847,26.3476,25.7007,26.222,190963.0
2022-05-21,26.1847,26.3476,25.7007,26.222,190963.0
2022-05-22,26.1847,26.3476,25.7007,26.222,190963.0
2022-05-23,26.6316,26.827,26.2685,26.5199,101587.0
2022-05-24,26.4826,26.706,25.9986,26.6316,105327.0
2022-05-25,26.6409,26.9527,26.4081,26.8177,150940.0
2022-05-26,26.8922,27.2738,26.8922,27.1156,129624.0
2022-05-27,27.2925,27.5531,27.1342,27.4972,117268.0
2022-05-28,27.2925,27.5531,27.1342,27.4972,117268.0
