,LYB US Equity,LYB US Equity,LYB US Equity,LYB US Equity,LYB US Equity
2020-03-01,54.1347,56.2713,53.6103,55.9269,4156302.0
2020-03-02,56.6157,58.3688,55.473,58.3218,3631335.0
2020-03-03,58.3061,59.6914,55.2226,56.5374,2949128.0
2020-03-04,57.4844,58.9401,55.5982,58.8775,2242359.0
2020-03-05,56.9678,58.0792,56.827,57.8444,2746172.0
2020-03-06,55.8878,58.04,55.4417,56.3417,3578552.0
2020-03-07,55.8878,58.04,55.4417,56.3417,3578552.0
2020-03-08,55.8878,58.04,55.4417,56.3417,3578552.0
2020-03-09,50.8711,53.219,46.6449,46.6527,4379118.0
2020-03-10,49.1259,49.3528,45.2597,46.7545,3663316.0
2020-03-11,45.2049,45.5336,42.2074,42.2622,6644975.0
2020-03-12,38.3177,38.3177,35.2654,36.0559,8213169.0
2020-03-13,39.1316,39.3038,32.8941,36.6585,8541159.0
2020-03-14,39.1316,39.3038,32.8941,36.6585,8541159.0
2020-03-15,39.1316,39.3038,32.8941,36.6585,8541159.0
2020-03-16,30.9296,34.6315,26.3826,27.3139,7742045.0
2020-03-17,28.2843,33.0819,27.8617,32.6514,9219420.0
2020-03-18,30.0531,33.4341,29.0435,31.7514,6784523.0
2020-03-19,31.2818,36.9481,30.6949,33.8332,6383599.0
2020-03-20,33.6219,34.6863,31.6105,32.8706,7473999.0
2020-03-21,33.6219,34.6863,31.6105,32.8706,7473999.0
2020-03-22,33.6219,34.6863,31.6105,32.8706,7473999.0
2020-03-23,32.8158,33.3871,31.3053,31.6888,3984606.0
2020-03-24,34.4515,36.0168,32.8941,35.4454,4217012.0
2020-03-25,36.7837,41.4169,36.3102,40.7752,4872510.0
2020-03-26,40.1099,42.6457,40.1099,42.2074,5230451.0
2020-03-27,40.0551,40.3784,38.0046,38.6621,3589156.0
2020-03-28,40.0551,40.3784,38.0046,38.6621,3589156.0
2020-03-29,40.0551,40.3784,38.0046,38.6621,3589156.0
2020-03-30,38.1299,39.7186,37.6368,38.8029,2517442.0
2020-03-31,38.302,39.4447,38.169,38.8421,3281043.0
2020-04-01,36.1889,37.0342,34.835,35.242,3270573.0
2020-04-02,35.4846,38.4586,35.2654,35.9385,3917671.0
2020-04-03,36.1968,37.0224,35.602,36.0794,2763789.0
2020-04-04,36.1968,37.0224,35.602,36.0794,2763789.0
2020-04-05,36.1968,37.0224,35.602,36.0794,2763789.0
2020-04-06,37.8246,39.5386,37.8246,39.0377,2583216.0
2020-04-07,42.0665,42.99,40.1334,40.423,2555267.0
2020-04-08,41.2839,43.6709,40.5873,43.4126,2039152.0
2020-04-09,44.2657,46.9345,43.5613,46.1206,3735159.0
2020-04-10,44.2657,46.9345,43.5613,46.1206,3735159.0
2020-04-11,44.2657,46.9345,43.5613,46.1206,3735159.0
2020-04-12,44.2657,46.9345,43.5613,46.1206,3735159.0
2020-04-13,45.8701,46.3084,44.4692,45.424,2722190.0
2020-04-14,46.4023,46.598,44.837,45.8936,2877540.0
2020-04-15,43.7492,44.1796,40.4238,41.2447,3259895.0
2020-04-16,41.0569,41.6635,38.2551,38.7012,2725101.0
2020-04-17,39.3351,41.7613,39.3351,40.8456,4176560.0
2020-04-18,39.3351,41.7613,39.3351,40.8456,4176560.0
2020-04-19,39.3351,41.7613,39.3351,40.8456,4176560.0
2020-04-20,39.4134,39.9456,37.7229,37.8873,2965522.0
2020-04-21,36.1185,36.952,34.6941,36.4942,4221653.0
2020-04-22,37.809,38.1847,36.8737,37.6525,1911824.0
2020-04-23,38.4116,40.3431,38.349,38.6386,1664663.0
2020-04-24,39.4447,39.8204,38.3803,39.1708,2329878.0
2020-04-25,39.4447,39.8204,38.3803,39.1708,2329878.0
2020-04-26,39.4447,39.8204,38.3803,39.1708,2329878.0
2020-04-27,39.2334,41.3387,39.1316,41.0178,2276020.0
2020-04-28,42.1604,43.6787,41.6752,43.5692,4150022.0
2020-04-29,45.1814,46.9971,44.884,46.9032,3078162.0
2020-04-30,45.1579,45.7527,44.2579,45.3536,4304684.0
2020-05-01,44.5631,44.6101,42.1135,43.17,4095543.0
2020-05-02,44.5631,44.6101,42.1135,43.17,4095543.0
2020-05-03,44.5631,44.6101,42.1135,43.17,4095543.0
2020-05-04,40.2352,42.6378,39.8125,42.5361,3164360.0
2020-05-05,43.8274,44.8214,42.8218,42.9274,2038378.0
2020-05-06,42.8883,43.3187,40.6852,40.783,2294956.0
2020-05-07,41.8082,43.1231,41.7456,42.0509,2246995.0
2020-05-08,42.9118,44.2344,42.7474,44.1796,1918284.0
2020-05-09,42.9118,44.2344,42.7474,44.1796,1918284.0
2020-05-10,42.9118,44.2344,42.7474,44.1796,1918284.0
2020-05-11,42.5909,44.3048,41.9022,43.8744,2760543.0
2020-05-12,44.3596,45.0718,43.6083,43.7179,2212185.0
2020-05-13,43.2874,43.577,40.6265,41.1587,2204155.0
2020-05-14,39.9534,42.2622,39.1786,41.7065,2813442.0
2020-05-15,41.37,42.0039,40.7986,41.9491,2263335.0
2020-05-16,41.37,42.0039,40.7986,41.9491,2263335.0
2020-05-17,41.37,42.0039,40.7986,41.9491,2263335.0
2020-05-18,44.5788,46.9971,44.3988,46.4649,2117485.0
2020-05-19,46.2849,46.6527,45.1814,45.4475,1882918.0
2020-05-20,46.5432,47.5371,46.4101,47.2632,1618406.0
2020-05-21,47.1536,47.9832,46.5745,47.1615,1698140.0
2020-05-22,46.8719,47.4275,46.2693,47.2867,1245450.0
2020-05-23,46.8719,47.4275,46.2693,47.2867,1245450.0
2020-05-24,46.8719,47.4275,46.2693,47.2867,1245450.0
2020-05-25,46.8719,47.4275,46.2693,47.2867,1245450.0
2020-05-26,50.8711,53.1173,50.6755,52.9999,3274434.0
2020-05-27,54.3773,55.4495,52.6712,52.679,3372955.0
2020-05-28,53.1877,53.2034,50.3702,50.4016,4464405.0
2020-05-29,49.9868,50.2842,48.8441,49.9007,3110909.0
2020-05-30,49.9868,50.2842,48.8441,49.9007,3110909.0
2020-05-31,49.9868,50.2842,48.8441,49.9007,3110909.0
2020-06-01,49.9633,51.5598,49.57,51.1372,2061175.0
2020-06-02,51.8103,54.0799,51.8103,53.5243,2676481.0
2020-06-03,54.5965,56.2165,54.1973,55.1756,1716309.0
2020-06-04,55.0347,58.0479,54.1425,57.8757,2855984.0
2020-06-05,60.4718,63.4886,58.884,59.4397,3319149.0
2020-06-06,60.4718,63.4886,58.884,59.4397,3319149.0
2020-06-07,60.4718,63.4886,58.884,59.4397,3319149.0
2020-06-08,60.0431,61.2736,59.3683,60.6464,3447060.0
2020-06-09,58.614,60.6226,58.0027,60.3368,3505629.0
2020-06-10,60.0193,60.2336,58.3997,58.4076,3501254.0
2020-06-11,54.1999,55.0891,50.4289,50.7306,3352957.0
2020-06-12,54.5572,54.9144,52.0048,52.882,2750195.0
2020-06-13,54.5572,54.9144,52.0048,52.882,2750195.0
2020-06-14,54.5572,54.9144,52.0048,52.882,2750195.0
2020-06-15,50.3495,54.3905,50.2542,53.414,2144835.0
2020-06-16,56.1926,56.931,53.5726,54.8271,1654154.0
2020-06-17,55.494,55.5972,53.0249,53.0567,1805307.0
2020-06-18,52.5168,53.8109,52.3263,53.144,1230236.0
2020-06-19,54.3825,54.7954,52.3422,52.8265,3684361.0
2020-06-20,54.3825,54.7954,52.3422,52.8265,3684361.0
2020-06-21,54.3825,54.7954,52.3422,52.8265,3684361.0
2020-06-22,52.4136,53.5092,51.6912,52.9614,1182251.0
2020-06-23,53.5013,53.7077,52.366,52.3898,1996253.0
2020-06-24,51.6436,51.6436,47.7217,48.1424,3822066.0
2020-06-25,47.8884,50.8735,47.6661,50.81,2442433.0
2020-06-26,50.2145,50.6512,49.1745,50.3098,4788215.0
2020-06-27,50.2145,50.6512,49.1745,50.3098,4788215.0
2020-06-28,50.2145,50.6512,49.1745,50.3098,4788215.0
2020-06-29,50.3336,52.1517,50.1121,51.5642,2938927.0
2020-06-30,51.1116,52.4176,50.3357,52.1755,1739357.0
2020-07-01,52.5327,52.8106,51.2942,52.0881,1998529.0
2020-07-02,53.2869,54.5969,52.4851,53.1599,2279384.0
2020-07-03,53.2869,54.5969,52.4851,53.1599,2279384.0
2020-07-04,53.2869,54.5969,52.4851,53.1599,2279384.0
2020-07-05,53.2869,54.5969,52.4851,53.1599,2279384.0
2020-07-06,54.7477,55.1685,53.1917,54.184,1944651.0
2020-07-07,53.2711,54.0332,53.152,53.5807,1732107.0
2020-07-08,53.6521,53.6521,51.3736,52.2787,1870258.0
2020-07-09,52.4851,52.7312,49.9763,50.1034,1991754.0
2020-07-10,50.3177,52.0802,50.2066,51.6356,1715470.0
2020-07-11,50.3177,52.0802,50.2066,51.6356,1715470.0
2020-07-12,50.3177,52.0802,50.2066,51.6356,1715470.0
2020-07-13,52.2152,52.755,51.4054,51.8738,2546517.0
2020-07-14,51.8738,53.2075,51.6039,53.1599,1563778.0
2020-07-15,54.8192,55.0772,53.3028,54.6842,1546284.0
2020-07-16,54.4302,55.5178,53.7633,54.6683,1032543.0
2020-07-17,54.8271,55.3352,54.0491,54.3825,1172815.0
2020-07-18,54.8271,55.3352,54.0491,54.3825,1172815.0
2020-07-19,54.8271,55.3352,54.0491,54.3825,1172815.0
2020-07-20,54.0411,54.7279,52.8979,53.0329,1176922.0
2020-07-21,53.5966,55.0018,53.5966,54.0411,1380199.0
2020-07-22,53.9538,54.7795,53.4616,54.2793,2830502.0
2020-07-23,54.1285,55.0256,53.1361,54.6921,1660052.0
2020-07-24,54.8192,55.2002,53.9379,54.3825,1328881.0
2020-07-25,54.8192,55.2002,53.9379,54.3825,1328881.0
2020-07-26,54.8192,55.2002,53.9379,54.3825,1328881.0
2020-07-27,54.581,55.5654,53.8585,55.3908,1008859.0
2020-07-28,54.9224,55.4464,53.5648,53.6521,1749627.0
2020-07-29,53.8744,54.2634,53.4695,53.9697,1743352.0
2020-07-30,52.8027,52.9694,51.453,51.8341,2384521.0
2020-07-31,50.9449,51.3379,48.8411,49.635,2946635.0
2020-08-01,50.9449,51.3379,48.8411,49.635,2946635.0
2020-08-02,50.9449,51.3379,48.8411,49.635,2946635.0
2020-08-03,50.0557,50.6591,49.3095,49.3253,2406189.0
2020-08-04,49.635,51.719,48.9125,51.453,2478800.0
2020-08-05,52.3263,53.4378,51.9849,52.2628,1981318.0
2020-08-06,52.0326,52.4474,51.297,51.9532,1843057.0
2020-08-07,51.3498,52.9694,51.318,52.9456,1337680.0
2020-08-08,51.3498,52.9694,51.318,52.9456,1337680.0
2020-08-09,51.3498,52.9694,51.318,52.9456,1337680.0
2020-08-10,53.2314,55.8512,53.1996,55.7242,2283828.0
2020-08-11,56.9786,58.3521,56.1847,56.407,2610209.0
2020-08-12,57.185,57.4033,55.0176,55.4861,1344815.0
2020-08-13,54.9383,55.5496,54.6921,54.7715,1044903.0
2020-08-14,54.2952,55.3193,54.1166,54.7874,864855.0
2020-08-15,54.2952,55.3193,54.1166,54.7874,864855.0
2020-08-16,54.2952,55.3193,54.1166,54.7874,864855.0
2020-08-17,55.3273,55.9545,53.8189,54.4063,1733934.0
2020-08-18,54.2476,55.0817,54.192,54.3349,1126223.0
2020-08-19,54.0411,54.6683,53.3981,53.6918,1569679.0
2020-08-20,52.9217,53.2234,52.2866,52.3581,1133665.0
2020-08-21,52.0881,52.6756,51.7785,52.1358,1111717.0
2020-08-22,52.0881,52.6756,51.7785,52.1358,1111717.0
2020-08-23,52.0881,52.6756,51.7785,52.1358,1111717.0
2020-08-24,52.9773,55.2796,52.5962,55.2479,1650834.0
2020-08-25,55.7083,56.3355,54.1483,54.581,1507282.0
2020-08-26,54.5492,55.325,53.9935,55.0256,1363219.0
2020-08-27,55.0494,55.3511,53.279,54.716,1814481.0
2020-08-28,54.8046,55.1513,53.7808,54.9417,1790862.0
2020-08-29,54.8046,55.1513,53.7808,54.9417,1790862.0
2020-08-30,54.8046,55.1513,53.7808,54.9417,1790862.0
2020-08-31,55.0143,55.0868,52.7569,52.7892,1914808.0
2020-09-01,52.0636,55.3367,51.7653,55.1916,3468198.0
2020-09-02,56.0059,57.715,55.0707,57.6344,2887638.0
2020-09-03,57.5054,58.497,55.627,56.7879,3169576.0
2020-09-04,57.5699,58.6824,56.8765,58.0939,2089878.0
2020-09-05,57.5699,58.6824,56.8765,58.0939,2089878.0
2020-09-06,57.5699,58.6824,56.8765,58.0939,2089878.0
2020-09-07,57.5699,58.6824,56.8765,58.0939,2089878.0
2020-09-08,57.1748,58.0052,56.0139,56.4976,3380740.0
2020-09-09,56.9652,58.884,56.9652,58.6018,2221617.0
2020-09-10,58.6905,58.8396,57.1506,57.191,1940479.0
2020-09-11,59.0936,60.448,58.0334,59.9078,1754858.0
2020-09-12,59.0936,60.448,58.0334,59.9078,1754858.0
2020-09-13,59.0936,60.448,58.0334,59.9078,1754858.0
2020-09-14,60.1819,62.0603,59.8917,61.6653,1883721.0
2020-09-15,61.9555,62.3909,60.8107,61.7137,1773734.0
2020-09-16,60.4963,63.1567,59.803,62.0281,2807245.0
2020-09-17,61.3589,65.1158,60.972,64.4144,3887886.0
2020-09-18,64.1806,64.5353,63.314,63.6888,3830777.0
2020-09-19,64.1806,64.5353,63.314,63.6888,3830777.0
2020-09-20,64.1806,64.5353,63.314,63.6888,3830777.0
2020-09-21,61.5524,61.9716,58.0697,59.2548,3710699.0
2020-09-22,59.7304,60.1416,58.8275,59.2629,2481467.0
2020-09-23,58.8517,59.3354,56.3928,56.4251,2667704.0
2020-09-24,56.546,57.0015,54.9618,56.6105,3088891.0
2020-09-25,55.8366,56.9088,55.3609,56.1268,2099501.0
2020-09-26,55.8366,56.9088,55.3609,56.1268,2099501.0
2020-09-27,55.8366,56.9088,55.3609,56.1268,2099501.0
2020-09-28,57.3925,58.6582,57.2151,57.4086,2032755.0
2020-09-29,57.2474,57.6827,56.4573,56.6589,1247578.0
2020-09-30,57.2635,58.3196,56.6911,56.8282,2488650.0
2020-10-01,56.7072,57.3603,54.6757,54.9336,2164834.0
2020-10-02,54.0307,58.884,53.813,58.239,2973456.0
2020-10-03,54.0307,58.884,53.813,58.239,2973456.0
2020-10-04,54.0307,58.884,53.813,58.239,2973456.0
2020-10-05,59.0533,61.3751,58.6663,60.7866,2775829.0
2020-10-06,61.7137,62.8665,60.6011,61.2622,2889101.0
2020-10-07,62.2377,64.1645,62.2377,64.0194,2761615.0
2020-10-08,64.4144,64.7691,62.665,63.8984,1827017.0
2020-10-09,64.7288,65.4705,63.705,64.366,1719617.0
2020-10-10,64.7288,65.4705,63.705,64.366,1719617.0
2020-10-11,64.7288,65.4705,63.705,64.366,1719617.0
2020-10-12,64.2129,64.237,61.9475,62.4392,1851999.0
2020-10-13,62.1974,62.4554,60.8107,61.8265,2238576.0
2020-10-14,61.6572,63.6485,61.6572,62.8826,1793610.0
2020-10-15,61.6089,62.7133,60.8833,62.0684,2032589.0
2020-10-16,62.6085,63.1971,61.5444,62.0845,1693149.0
2020-10-17,62.6085,63.1971,61.5444,62.0845,1693149.0
2020-10-18,62.6085,63.1971,61.5444,62.0845,1693149.0
2020-10-19,62.3667,64.0758,61.8991,62.1168,1256036.0
2020-10-20,62.7375,63.6002,62.544,62.7456,902527.0
2020-10-21,62.2135,62.8746,61.4315,61.7459,1285577.0
2020-10-22,62.0442,62.411,60.2948,62.141,1412621.0
2020-10-23,62.8101,63.3422,61.883,61.9958,993835.0
2020-10-24,62.8101,63.3422,61.883,61.9958,993835.0
2020-10-25,62.8101,63.3422,61.883,61.9958,993835.0
2020-10-26,61.0284,61.2864,60.1013,60.8107,1751771.0
2020-10-27,60.2383,60.5286,59.0533,59.15,1768281.0
2020-10-28,57.3522,58.3196,55.8124,55.893,2630011.0
2020-10-29,55.6753,58.4728,55.4173,58.2148,2290190.0
2020-10-30,56.7879,57.4731,53.7888,55.1836,3708201.0
2020-10-31,56.7879,57.4731,53.7888,55.1836,3708201.0
2020-11-01,56.7879,57.4731,53.7888,55.1836,3708201.0
2020-11-02,55.893,58.3761,54.9094,57.973,2989717.0
2020-11-03,58.8759,59.15,57.5618,58.7388,1617064.0
2020-11-04,58.6985,58.6985,56.0059,56.0784,1524134.0
2020-11-05,57.0136,60.5947,56.9133,59.8272,1730738.0
2020-11-06,60.198,60.9236,58.0778,58.5857,2074055.0
2020-11-07,60.198,60.9236,58.0778,58.5857,2074055.0
2020-11-08,60.198,60.9236,58.0778,58.5857,2074055.0
2020-11-09,64.3539,67.9052,62.149,64.0032,3437440.0
2020-11-10,64.8014,66.5347,64.1,65.5995,3638377.0
2020-11-11,66.3896,66.3896,62.1651,62.2054,3071554.0
2020-11-12,61.625,62.0603,59.2629,59.932,2697919.0
2020-11-13,59.1258,62.1006,58.8114,61.7862,2499510.0
2020-11-14,59.1258,62.1006,58.8114,61.7862,2499510.0
2020-11-15,59.1258,62.1006,58.8114,61.7862,2499510.0
2020-11-16,63.5679,64.4144,62.1893,64.229,1729408.0
2020-11-17,63.4631,65.3415,62.6005,65.3254,2151281.0
2020-11-18,65.5672,67.4365,65.3335,66.2686,3018160.0
2020-11-19,65.5914,66.317,64.5918,66.2928,2243045.0
2020-11-20,65.7769,66.1074,65.1561,65.8252,2574987.0
2020-11-21,65.7769,66.1074,65.1561,65.8252,2574987.0
2020-11-22,65.7769,66.1074,65.1561,65.8252,2574987.0
2020-11-23,66.8168,69.058,66.3251,68.663,1897163.0
2020-11-24,70.4205,73.5243,70.1827,73.2422,3862948.0
2020-11-25,72.6053,72.6053,70.7913,72.0168,1920985.0
2020-11-26,72.6053,72.6053,70.7913,72.0168,1920985.0
2020-11-27,71.7067,72.653,70.9073,71.6741,884405.0
2020-11-28,71.7067,72.653,70.9073,71.6741,884405.0
2020-11-29,71.7067,72.653,70.9073,71.6741,884405.0
2020-11-30,70.8991,71.3396,69.1452,69.4226,3826992.0
2020-12-01,70.9725,70.9725,69.2983,69.961,2237384.0
2020-12-02,69.3002,70.2955,69.0473,70.0915,1563452.0
2020-12-03,69.9447,70.5116,69.5857,69.8549,2622710.0
2020-12-04,70.5647,73.0772,70.3485,72.8162,1903410.0
2020-12-05,70.5647,73.0772,70.3485,72.8162,1903410.0
2020-12-06,70.5647,73.0772,70.3485,72.8162,1903410.0
2020-12-07,72.6041,72.6041,70.9236,71.0623,1640910.0
2020-12-08,70.7278,72.4573,70.3566,71.6986,1101822.0
2020-12-09,72.1717,73.3709,71.3535,72.2288,1177037.0
2020-12-10,72.0167,72.5552,71.4783,71.9596,2561102.0
2020-12-11,71.2254,72.4817,70.8257,72.1962,1786278.0
2020-12-12,71.2254,72.4817,70.8257,72.1962,1786278.0
2020-12-13,71.2254,72.4817,70.8257,72.1962,1786278.0
2020-12-14,73.3791,73.3791,71.0296,71.0541,1327446.0
2020-12-15,72.1391,72.7509,71.0133,72.6123,971489.0
2020-12-16,72.4736,73.0201,71.5849,72.6694,1133941.0
2020-12-17,73.4199,73.8033,72.9059,73.5015,1140821.0
2020-12-18,73.7625,74.6843,73.3791,74.1785,3099864.0
2020-12-19,73.7625,74.6843,73.3791,74.1785,3099864.0
2020-12-20,73.7625,74.6843,73.3791,74.1785,3099864.0
2020-12-21,72.2125,73.8869,71.7149,73.738,1448126.0
2020-12-22,73.5586,73.9257,72.8407,73.2649,1161328.0
2020-12-23,73.9257,75.2635,73.5586,73.9338,902706.0
2020-12-24,74.0072,74.0399,72.9794,73.9175,255746.0
2020-12-25,74.0072,74.0399,72.9794,73.9175,255746.0
2020-12-26,74.0072,74.0399,72.9794,73.9175,255746.0
2020-12-27,74.0072,74.0399,72.9794,73.9175,255746.0
2020-12-28,75.2472,75.5327,73.7299,73.9093,794571.0
2020-12-29,74.0072,74.5212,72.498,73.0038,734060.0
2020-12-30,72.963,74.6843,72.9182,74.2928,712251.0
2020-12-31,74.2601,75.3859,73.7951,74.7741,731490.0
2021-01-01,74.2601,75.3859,73.7951,74.7741,731490.0
2021-01-02,74.2601,75.3859,73.7951,74.7741,731490.0
2021-01-03,74.2601,75.3859,73.7951,74.7741,731490.0
2021-01-04,75.4593,76.0793,72.6041,72.8407,1591995.0
2021-01-05,73.2893,75.9488,73.118,75.3288,1888437.0
2021-01-06,75.0841,79.4485,75.0841,78.9427,2304424.0
2021-01-07,79.4729,80.3948,79.2282,79.5137,2097926.0
2021-01-08,79.8074,80.0562,78.2248,78.9264,2257636.0
2021-01-09,79.8074,80.0562,78.2248,78.9264,2257636.0
2021-01-10,79.8074,80.0562,78.2248,78.9264,2257636.0
2021-01-11,77.6538,79.3383,77.1072,79.114,1983311.0
2021-01-12,79.2935,81.1371,78.6164,80.9332,2312270.0
2021-01-13,81.2921,81.4634,79.2364,79.2445,2148950.0
2021-01-14,79.6524,81.235,79.1629,80.6558,1777177.0
2021-01-15,78.8611,79.53,76.8788,77.4253,2268052.0
2021-01-16,78.8611,79.53,76.8788,77.4253,2268052.0
2021-01-17,78.8611,79.53,76.8788,77.4253,2268052.0
2021-01-18,78.8611,79.53,76.8788,77.4253,2268052.0
2021-01-19,77.6048,78.6816,75.9569,76.5361,1724421.0
2021-01-20,76.9848,77.2377,75.9161,76.993,1060780.0
2021-01-21,77.0582,77.4009,75.2798,75.5572,1026411.0
2021-01-22,74.4478,75.3206,73.7136,74.6272,1392103.0
2021-01-23,74.4478,75.3206,73.7136,74.6272,1392103.0
2021-01-24,74.4478,75.3206,73.7136,74.6272,1392103.0
2021-01-25,73.7707,74.3662,71.511,73.4036,1565603.0
2021-01-26,74.3172,74.8393,71.5035,71.6986,1423017.0
2021-01-27,70.0426,71.4038,68.5742,70.2057,1803751.0
2021-01-28,71.3315,71.772,69.0392,71.1765,2148343.0
2021-01-29,72.2207,73.8033,69.3899,69.961,2014292.0
2021-01-30,72.2207,73.8033,69.3899,69.961,2014292.0
2021-01-31,72.2207,73.8033,69.3899,69.961,2014292.0
2021-02-01,70.6789,71.7231,69.3491,70.7686,1270719.0
2021-02-02,72.0167,73.1996,71.3478,72.4736,1415211.0
2021-02-03,72.1391,73.2078,71.8454,72.7917,1209205.0
2021-02-04,72.7673,74.4641,72.1228,74.1541,1190861.0
2021-02-05,75.0677,76.3289,74.7577,76.0793,1277488.0
2021-02-06,75.0677,76.3289,74.7577,76.0793,1277488.0
2021-02-07,75.0677,76.3289,74.7577,76.0793,1277488.0
2021-02-08,76.7564,78.2068,76.4382,77.923,1102223.0
2021-02-09,78.0698,78.3308,77.1847,77.2622,1019882.0
2021-02-10,77.7843,78.7754,77.3519,77.8822,2050015.0
2021-02-11,78.1187,78.1187,76.0222,77.3519,829694.0
2021-02-12,77.254,78.5348,76.7075,78.4287,1316277.0
2021-02-13,77.254,78.5348,76.7075,78.4287,1316277.0
2021-02-14,77.254,78.5348,76.7075,78.4287,1316277.0
2021-02-15,77.254,78.5348,76.7075,78.4287,1316277.0
2021-02-16,79.0732,80.6069,78.959,79.9379,1083229.0
2021-02-17,79.7095,80.2071,78.1514,79.7911,964282.0
2021-02-18,79.5219,80.0195,77.3274,77.4335,1164366.0
2021-02-19,77.8332,82.2629,77.8332,81.7571,1906748.0
2021-02-20,77.8332,82.2629,77.8332,81.7571,1906748.0
2021-02-21,77.8332,82.2629,77.8332,81.7571,1906748.0
2021-02-22,82.0018,85.0202,82.0018,83.9597,2426946.0
2021-02-23,84.3105,84.6368,82.5974,84.025,2007532.0
2021-02-24,84.2697,88.1038,84.0576,87.5573,2818655.0
2021-02-25,87.3125,88.2833,84.4743,85.1752,2003199.0
2021-02-26,84.2208,85.6076,82.6871,84.0984,2021178.0
2021-02-27,84.2208,85.6076,82.6871,84.0984,2021178.0
2021-02-28,84.2208,85.6076,82.6871,84.0984,2021178.0
2021-03-01,86.0236,87.5246,85.7707,86.7497,2772866.0
2021-03-02,87.5573,89.2786,87.2554,88.0223,2157872.0
2021-03-03,87.8183,89.7272,87.4757,87.9489,2164995.0
2021-03-04,87.7204,88.8625,84.6327,86.611,2182549.0
2021-03-05,87.7974,89.4453,85.6388,88.8933,2291817.0
2021-03-06,87.7974,89.4453,85.6388,88.8933,2291817.0
2021-03-07,87.7974,89.4453,85.6388,88.8933,2291817.0
2021-03-08,89.7337,91.2167,89.3299,89.6101,2464204.0
2021-03-09,89.9808,90.5164,88.2341,88.3,1954510.0
2021-03-10,88.16,90.7718,87.9128,89.7254,2160086.0
2021-03-11,90.2527,91.431,89.9314,90.2198,1494238.0
2021-03-12,90.6235,91.1096,89.0581,89.5854,1426203.0
2021-03-13,90.6235,91.1096,89.0581,89.5854,1426203.0
2021-03-14,90.6235,91.1096,89.0581,89.5854,1426203.0
2021-03-15,89.3382,89.6348,87.369,88.679,1605134.0
2021-03-16,88.2341,88.7285,86.2938,86.8087,1347774.0
2021-03-17,87.3113,89.9561,87.2619,89.5771,1564141.0
2021-03-18,90.1374,92.8811,88.5143,89.0663,2264550.0
2021-03-19,88.3083,89.0745,85.6058,87.9705,5080152.0
2021-03-20,88.3083,89.0745,85.6058,87.9705,5080152.0
2021-03-21,88.3083,89.0745,85.6058,87.9705,5080152.0
2021-03-22,87.954,88.0693,85.5976,87.336,1804008.0
2021-03-23,85.6964,86.026,82.0465,82.6067,3016674.0
2021-03-24,84.2463,86.3638,83.984,84.1475,1638405.0
2021-03-25,83.0104,86.4709,82.582,86.2238,1337517.0
2021-03-26,87.954,88.16,85.5893,86.9818,1281856.0
2021-03-27,87.954,88.16,85.5893,86.9818,1281856.0
2021-03-28,87.954,88.16,85.5893,86.9818,1281856.0
2021-03-29,86.8252,89.5442,85.7747,85.8777,1256801.0
2021-03-30,85.6882,87.1713,85.1856,86.5368,901407.0
2021-03-31,86.4544,87.3196,85.3586,85.7294,1263529.0
2021-04-01,86.5368,87.1877,85.7376,86.9653,1192630.0
2021-04-02,86.5368,87.1877,85.7376,86.9653,1192630.0
2021-04-03,86.5368,87.1877,85.7376,86.9653,1192630.0
2021-04-04,86.5368,87.1877,85.7376,86.9653,1192630.0
2021-04-05,87.7892,87.8798,85.614,85.8612,1357224.0
2021-04-06,85.6058,87.3772,85.6058,86.3391,1672329.0
2021-04-07,86.578,87.0394,85.1115,85.3586,1115529.0
2021-04-08,85.1115,85.2762,82.8045,84.8643,1353872.0
2021-04-09,85.1938,86.1331,84.6006,85.7541,1789995.0
2021-04-10,85.1938,86.1331,84.6006,85.7541,1789995.0
2021-04-11,85.1938,86.1331,84.6006,85.7541,1789995.0
2021-04-12,86.3226,87.2372,85.7459,86.817,1272899.0
2021-04-13,86.1578,86.3473,84.3122,86.1578,1257069.0
2021-04-14,86.5121,88.745,86.5121,88.1105,1544180.0
2021-04-15,88.3495,88.6873,86.5616,88.2424,919275.0
2021-04-16,89.1652,89.9314,88.0693,88.6131,1157135.0
2021-04-17,89.1652,89.9314,88.0693,88.6131,1157135.0
2021-04-18,89.1652,89.9314,88.0693,88.6131,1157135.0
2021-04-19,88.7697,89.0251,87.2207,88.3248,817944.0
2021-04-20,87.9375,88.2588,85.4905,86.2155,1012422.0
2021-04-21,86.0013,89.124,85.647,89.0828,883153.0
2021-04-22,88.6049,88.8686,83.9744,84.0403,1952771.0
2021-04-23,84.4276,86.5286,83.8261,86.026,1244883.0
2021-04-24,84.4276,86.5286,83.8261,86.026,1244883.0
2021-04-25,84.4276,86.5286,83.8261,86.026,1244883.0
2021-04-26,86.3638,87.6821,85.8814,86.4627,1135936.0
2021-04-27,85.9189,86.7758,85.6635,86.438,792523.0
2021-04-28,86.8994,88.1188,86.7222,87.6327,1284918.0
2021-04-29,88.366,89.1322,87.163,88.5637,1177897.0
2021-04-30,86.9406,88.1765,85.0538,85.474,1511510.0
2021-05-01,86.9406,88.1765,85.0538,85.474,1511510.0
2021-05-02,86.9406,88.1765,85.0538,85.474,1511510.0
2021-05-03,86.4709,89.8161,85.9189,88.8768,1875285.0
