,MOV US Equity,MOV US Equity,MOV US Equity,MOV US Equity,MOV US Equity
2022-05-29,32.0771,32.8131,31.3149,31.9808,227319.0
2022-05-30,32.0771,32.8131,31.3149,31.9808,227319.0
2022-05-31,31.5427,32.2699,29.2733,29.729,347416.0
2022-06-01,29.913,30.3861,29.0017,29.0543,181060.0
2022-06-02,29.2032,30.4211,29.2032,29.8516,207253.0
2022-06-03,29.6851,30.4211,29.4486,30.167,215319.0
2022-06-04,29.6851,30.4211,29.4486,30.167,215319.0
2022-06-05,29.6851,30.4211,29.4486,30.167,215319.0
2022-06-06,30.3773,30.7015,29.8691,30.3423,147271.0
2022-06-07,29.7935,30.6167,29.5914,30.5813,209603.0
2022-06-08,30.2007,30.4042,29.6961,29.9174,92414.0
2022-06-09,29.8555,30.3069,29.4395,30.0502,114495.0
2022-06-10,29.6165,30.0679,29.2978,29.5191,286511.0
2022-06-11,29.6165,30.0679,29.2978,29.5191,286511.0
2022-06-12,29.6165,30.0679,29.2978,29.5191,286511.0
2022-06-13,28.7314,28.9084,27.1824,27.324,154204.0
2022-06-14,27.5099,28.7933,27.4922,28.7314,168528.0
2022-06-15,29.2536,29.8997,28.8376,29.2447,170496.0
2022-06-16,28.5897,28.5897,27.5763,28.0144,206048.0
2022-06-17,28.4393,28.9615,28.0587,28.6959,381482.0
2022-06-18,28.4393,28.9615,28.0587,28.6959,381482.0
2022-06-19,28.4393,28.9615,28.0587,28.6959,381482.0
2022-06-20,28.4393,28.9615,28.0587,28.6959,381482.0
2022-06-21,29.0323,29.435,28.6694,29.2093,167507.0
2022-06-22,28.634,29.0987,28.3552,28.4658,120044.0
2022-06-23,28.5455,28.842,28.0188,28.3773,107244.0
2022-06-24,28.6517,29.5014,28.6517,28.9703,145532.0
2022-06-25,28.6517,29.5014,28.6517,28.9703,145532.0
2022-06-26,28.6517,29.5014,28.6517,28.9703,145532.0
2022-06-27,29.3598,29.3598,28.4481,28.9615,190618.0
2022-06-28,29.4218,29.5899,28.2534,28.3153,104527.0
2022-06-29,28.3773,28.3773,27.2797,27.6072,99177.0
2022-06-30,27.2266,27.7223,26.6247,27.3771,119718.0
2022-07-01,27.324,27.6286,26.7575,27.5364,150784.0
2022-07-02,27.324,27.6286,26.7575,27.5364,150784.0
2022-07-03,27.324,27.6286,26.7575,27.5364,150784.0
2022-07-04,27.324,27.6286,26.7575,27.5364,150784.0
2022-07-05,26.9168,27.9613,26.7044,27.9613,193460.0
2022-07-06,27.8905,27.8905,26.5982,26.9788,136473.0
2022-07-07,27.1824,27.979,27.0183,27.979,105420.0
2022-07-08,27.6603,28.1937,27.2886,27.9259,97815.0
2022-07-09,27.6603,28.1937,27.2886,27.9259,97815.0
2022-07-10,27.6603,28.1937,27.2886,27.9259,97815.0
2022-07-11,27.5099,27.9585,27.4125,27.4922,137899.0
2022-07-12,27.5807,28.6251,27.5807,28.333,116940.0
2022-07-13,27.7577,28.4481,27.5807,28.2534,106864.0
2022-07-14,27.7577,27.9701,27.4302,27.9524,102462.0
2022-07-15,28.5986,28.9349,28.0941,28.9349,110511.0
2022-07-16,28.5986,28.9349,28.0941,28.9349,110511.0
2022-07-17,28.5986,28.9349,28.0941,28.9349,110511.0
2022-07-18,29.1651,29.7493,28.7623,28.811,105800.0
2022-07-19,29.3067,30.4308,29.1164,30.2803,114998.0
2022-07-20,30.4751,31.0504,30.0679,30.9707,82250.0
2022-07-21,31.0238,31.0327,30.3334,31.0238,60932.0
2022-07-22,31.0769,31.3602,30.4308,31.0061,97841.0
2022-07-23,31.0769,31.3602,30.4308,31.0061,97841.0
2022-07-24,31.0769,31.3602,30.4308,31.0061,97841.0
2022-07-25,31.2628,31.2628,30.4397,30.599,77896.0
2022-07-26,30.2361,30.7229,29.5545,29.8643,110433.0
2022-07-27,30.0679,30.5105,29.5811,30.3423,92698.0
2022-07-28,30.6255,30.9176,30.1122,30.7583,52080.0
2022-07-29,30.9707,30.9707,29.882,30.0768,82548.0
2022-07-30,30.9707,30.9707,29.882,30.0768,82548.0
2022-07-31,30.9707,30.9707,29.882,30.0768,82548.0
2022-08-01,30.0945,31.5195,30.0148,31.2274,113791.0
2022-08-02,31.1035,31.3839,30.7937,31.2009,133780.0
2022-08-03,31.493,31.8337,31.0415,31.6257,110438.0
2022-08-04,31.8647,31.9886,31.3336,31.9886,155732.0
2022-08-05,31.6965,32.0329,31.3779,31.7939,92885.0
2022-08-06,31.6965,32.0329,31.3779,31.7939,92885.0
2022-08-07,31.6965,32.0329,31.3779,31.7939,92885.0
2022-08-08,31.9975,33.0242,31.7496,32.6082,74065.0
2022-08-09,32.3515,32.3515,30.9796,31.3602,96483.0
2022-08-10,31.9444,32.5109,31.8736,32.0329,113013.0
2022-08-11,32.4489,32.5905,31.6434,32.1922,134975.0
2022-08-12,32.564,32.564,31.7142,31.8205,106959.0
2022-08-13,32.564,32.564,31.7142,31.8205,106959.0
2022-08-14,32.564,32.564,31.7142,31.8205,106959.0
2022-08-15,31.8205,31.9267,31.2274,31.6877,111171.0
2022-08-16,31.7851,32.6879,31.4753,32.5197,120744.0
2022-08-17,32.1126,32.4932,31.6009,32.0949,80672.0
2022-08-18,31.8736,32.6082,31.8072,32.2188,94059.0
2022-08-19,32.2542,32.2542,31.0317,31.1832,207531.0
2022-08-20,32.2542,32.2542,31.0317,31.1832,207531.0
2022-08-21,32.2542,32.2542,31.0317,31.1832,207531.0
2022-08-22,30.8999,30.9796,30.0768,30.4839,143289.0
2022-08-23,30.298,31.1472,30.0458,30.3423,93652.0
2022-08-24,30.0856,30.1741,29.6784,29.7935,146384.0
2022-08-25,30.1033,30.6521,29.6519,30.5282,168105.0
2022-08-26,30.298,30.3777,29.3421,29.3421,182075.0
2022-08-27,30.298,30.3777,29.3421,29.3421,182075.0
2022-08-28,30.298,30.3777,29.3421,29.3421,182075.0
2022-08-29,29.1385,29.5014,28.9349,29.0943,160927.0
2022-08-30,29.227,29.2359,28.4924,29.0589,137539.0
2022-08-31,29.0766,29.1562,28.218,28.2268,160962.0
2022-09-01,28.1029,28.5543,27.4303,28.4039,163974.0
2022-09-02,28.7756,28.7756,28.0321,28.2799,149695.0
2022-09-03,28.7756,28.7756,28.0321,28.2799,149695.0
2022-09-04,28.7756,28.7756,28.0321,28.2799,149695.0
2022-09-05,28.7756,28.7756,28.0321,28.2799,149695.0
2022-09-06,28.3963,28.3963,27.1434,27.1702,187437.0
2022-09-07,27.1165,28.2352,27.1165,28.1905,176538.0
2022-09-08,27.7788,27.9757,27.1344,27.6982,145022.0
2022-09-09,27.9667,28.5932,27.7072,28.4052,184763.0
2022-09-10,27.9667,28.5932,27.7072,28.4052,184763.0
2022-09-11,27.9667,28.5932,27.7072,28.4052,184763.0
2022-09-12,28.6469,29.3181,28.3784,29.0138,145805.0
2022-09-13,28.2084,28.3515,27.0807,27.1344,142625.0
2022-09-14,27.3403,27.3403,26.6422,26.8033,193771.0
2022-09-15,26.7765,27.5908,26.5796,26.678,232387.0
2022-09-16,26.4632,26.9286,25.8905,26.7854,427369.0
2022-09-17,26.4632,26.9286,25.8905,26.7854,427369.0
2022-09-18,26.4632,26.9286,25.8905,26.7854,427369.0
2022-09-19,26.6243,27.5193,26.6243,27.206,111892.0
2022-09-20,26.9465,26.9465,26.5885,26.8481,156644.0
2022-09-21,27.0002,27.215,26.6064,26.6064,158241.0
2022-09-22,26.3916,26.4453,25.98,26.1321,76447.0
2022-09-23,25.7473,25.9889,25.3759,25.8189,170888.0
2022-09-24,25.7473,25.9889,25.3759,25.8189,170888.0
2022-09-25,25.7473,25.9889,25.3759,25.8189,170888.0
2022-09-26,25.8189,26.1768,25.273,25.3088,171434.0
2022-09-27,25.5056,25.7115,24.8971,25.2819,160306.0
2022-09-28,25.3356,26.3916,25.3356,26.2037,154810.0
2022-09-29,25.7204,25.7204,25.2014,25.5593,116212.0
2022-09-30,25.2819,25.7294,24.8076,25.2193,263714.0
2022-10-01,25.2819,25.7294,24.8076,25.2193,263714.0
2022-10-02,25.2819,25.7294,24.8076,25.2193,263714.0
2022-10-03,25.5504,25.8905,25.2372,25.6309,115346.0
2022-10-04,26.2484,27.6893,26.2484,27.6714,154866.0
2022-10-05,27.6445,28.4679,27.3492,28.3247,170346.0
2022-10-06,28.3605,29.1659,28.3605,28.7722,111517.0
2022-10-07,28.4142,28.4768,26.9554,27.4298,199632.0
2022-10-08,28.4142,28.4768,26.9554,27.4298,199632.0
2022-10-09,28.4142,28.4768,26.9554,27.4298,199632.0
2022-10-10,27.743,28.1636,26.8749,27.5998,115519.0
2022-10-11,27.6535,28.4142,27.385,27.4656,146773.0
2022-10-12,27.555,28.0473,26.9644,27.7072,105790.0
2022-10-13,27.2597,28.2352,26.1858,27.9309,154787.0
2022-10-14,28.1368,28.4097,27.1926,27.3313,131264.0
2022-10-15,28.1368,28.4097,27.1926,27.3313,131264.0
2022-10-16,28.1368,28.4097,27.1926,27.3313,131264.0
2022-10-17,28.092,28.3336,27.6714,28.3157,120684.0
2022-10-18,28.8527,29.1928,27.8593,28.3784,170065.0
2022-10-19,28.0652,28.1368,27.0628,27.5819,113107.0
2022-10-20,27.6535,28.1457,27.1837,27.206,136253.0
2022-10-21,27.4387,27.9936,27.1165,27.8862,121064.0
2022-10-22,27.4387,27.9936,27.1165,27.8862,121064.0
2022-10-23,27.4387,27.9936,27.1165,27.8862,121064.0
2022-10-24,28.0562,28.4813,27.5282,28.2978,81704.0
2022-10-25,28.2084,29.8013,28.2084,29.5239,139160.0
2022-10-26,29.6313,30.1146,29.2017,29.4792,106142.0
2022-10-27,29.7655,29.8557,29.0675,29.1212,62593.0
2022-10-28,29.1212,29.8371,28.6111,29.685,101645.0
2022-10-29,29.1212,29.8371,28.6111,29.685,101645.0
2022-10-30,29.1212,29.8371,28.6111,29.685,101645.0
2022-10-31,29.4971,30.034,29.3539,29.5955,110647.0
2022-11-01,29.9177,30.1951,29.3628,29.9266,95476.0
2022-11-02,29.7745,29.8729,28.5753,28.6648,97246.0
2022-11-03,28.6648,29.515,27.9936,29.157,80998.0
2022-11-04,29.4344,29.9803,29.2375,29.9535,92778.0
2022-11-05,29.4344,29.9803,29.2375,29.9535,92778.0
2022-11-06,29.4344,29.9803,29.2375,29.9535,92778.0
2022-11-07,29.9714,30.7858,29.6616,30.3293,110950.0
2022-11-08,30.3472,30.6918,29.412,29.7566,103037.0
2022-11-09,29.5776,29.8282,28.7185,28.799,111033.0
2022-11-10,30.222,31.0542,29.2644,30.4099,179733.0
2022-11-11,30.6336,31.6896,30.6336,31.2422,111112.0
2022-11-12,30.6336,31.6896,30.6336,31.2422,111112.0
2022-11-13,30.6336,31.6896,30.6336,31.2422,111112.0
2022-11-14,31.0542,31.8821,30.8842,30.9648,105058.0
2022-11-15,31.3585,32.1595,31.1974,31.8597,95082.0
2022-11-16,31.3317,31.4212,30.7052,30.8395,97122.0
2022-11-17,30.5262,30.8887,30.2309,30.7679,110482.0
2022-11-18,31.5107,31.806,30.6784,31.099,113102.0
2022-11-19,31.5107,31.806,30.6784,31.099,113102.0
2022-11-20,31.5107,31.806,30.6784,31.099,113102.0
2022-11-21,30.8395,30.8932,29.8058,29.9714,133451.0
2022-11-22,27.8325,28.3425,26.1321,26.9465,408466.0
2022-11-23,27.2597,27.5998,27.027,27.4208,163161.0
2022-11-24,27.2597,27.5998,27.027,27.4208,163161.0
2022-11-25,27.4835,27.9936,27.2955,27.5014,65365.0
2022-11-26,27.4835,27.9936,27.2955,27.5014,65365.0
2022-11-27,27.4835,27.9936,27.2955,27.5014,65365.0
2022-11-28,27.394,28.5037,27.394,28.2352,157135.0
2022-11-29,28.2352,28.7095,27.9846,28.1726,95489.0
2022-11-30,28.2531,28.808,27.8056,28.808,216280.0
2022-12-01,29.0522,29.5137,28.7265,29.0251,149151.0
2022-12-02,28.4551,28.7718,27.9032,28.4189,113157.0
2022-12-03,28.4551,28.7718,27.9032,28.4189,113157.0
2022-12-04,28.4551,28.7718,27.9032,28.4189,113157.0
2022-12-05,28.2741,28.5546,27.8579,28.4551,130406.0
2022-12-06,28.4551,29.0342,28.0181,28.5275,139248.0
2022-12-07,28.428,29.2377,28.4008,28.4641,126323.0
2022-12-08,28.5546,29.0161,28.2606,28.4913,135311.0
2022-12-09,28.238,28.627,27.9937,28.0118,86513.0
2022-12-10,28.238,28.627,27.9937,28.0118,86513.0
2022-12-11,28.238,28.627,27.9937,28.0118,86513.0
2022-12-12,28.057,28.3556,27.8218,28.3465,93421.0
2022-12-13,28.998,29.6946,28.4641,28.6541,236162.0
2022-12-14,28.6994,29.6404,28.6541,29.2332,218804.0
2022-12-15,28.7899,29.0251,28.2832,28.6361,247348.0
2022-12-16,28.3103,29.0251,27.9756,28.2199,892342.0
2022-12-17,28.3103,29.0251,27.9756,28.2199,892342.0
2022-12-18,28.3103,29.0251,27.9756,28.2199,892342.0
2022-12-19,28.3194,28.3737,26.4646,26.4827,166311.0
2022-12-20,26.3651,26.8356,25.8403,26.7903,243851.0
2022-12-21,27.1522,27.5684,27.0798,27.4598,113313.0
2022-12-22,27.107,27.2863,26.5343,27.2608,114034.0
2022-12-23,27.1975,27.7946,26.9894,27.7675,80568.0
2022-12-24,27.1975,27.7946,26.9894,27.7675,80568.0
2022-12-25,27.1975,27.7946,26.9894,27.7675,80568.0
2022-12-26,27.1975,27.7946,26.9894,27.7675,80568.0
2022-12-27,27.6951,28.7175,27.4598,28.7084,95241.0
2022-12-28,28.6632,28.7582,27.9801,28.247,107685.0
2022-12-29,28.5546,29.1427,28.4822,28.9346,88932.0
2022-12-30,28.6722,29.2513,28.428,29.1789,134021.0
2022-12-31,28.6722,29.2513,28.428,29.1789,134021.0
2023-01-01,28.6722,29.2513,28.428,29.1789,134021.0
2023-01-02,28.6722,29.2513,28.428,29.1789,134021.0
2023-01-03,29.4956,30.3008,29.1789,29.957,153019.0
2023-01-04,30.1289,31.0789,29.8123,30.8889,164102.0
2023-01-05,30.717,30.907,29.9842,30.7804,130899.0
2023-01-06,31.1604,31.857,30.8166,31.3594,188426.0
2023-01-07,31.1604,31.857,30.8166,31.3594,188426.0
2023-01-08,31.1604,31.857,30.8166,31.3594,188426.0
2023-01-09,31.3504,31.6415,30.7894,31.3142,78402.0
2023-01-10,31.0518,31.287,30.6718,30.7713,132576.0
2023-01-11,30.8799,31.7575,30.8527,31.7394,179156.0
2023-01-12,31.8028,32.3004,31.4363,32.3004,134001.0
2023-01-13,32.029,32.6442,31.9566,32.5628,90801.0
2023-01-14,32.029,32.6442,31.9566,32.5628,90801.0
2023-01-15,32.029,32.6442,31.9566,32.5628,90801.0
2023-01-16,32.029,32.6442,31.9566,32.5628,90801.0
2023-01-17,32.4451,32.4451,31.7412,31.9837,162781.0
2023-01-18,32.029,32.4723,31.0518,31.1151,150145.0
2023-01-19,31.1423,31.1423,30.2737,30.4275,161299.0
2023-01-20,30.7623,31.287,30.2104,31.2599,177113.0
2023-01-21,30.7623,31.287,30.2104,31.2599,177113.0
2023-01-22,30.7623,31.287,30.2104,31.2599,177113.0
2023-01-23,31.3775,31.9339,31.2689,31.7575,104970.0
2023-01-24,31.667,31.8118,31.2418,31.7032,79244.0
2023-01-25,31.5313,31.848,31.2328,31.5223,117575.0
2023-01-26,31.7394,31.8932,31.097,31.278,98942.0
2023-01-27,31.1332,31.3142,30.8799,31.0789,115591.0
2023-01-28,31.1332,31.3142,30.8799,31.0789,115591.0
2023-01-29,31.1332,31.3142,30.8799,31.0789,115591.0
2023-01-30,30.8527,31.3685,30.6356,30.6627,106373.0
2023-01-31,30.6989,31.9928,30.6989,31.9928,140591.0
2023-02-01,31.7756,32.8297,31.1966,32.3818,103035.0
2023-02-02,32.5809,33.1961,32.5718,33.0513,110147.0
2023-02-03,32.6351,33.7303,32.6351,33.3137,122249.0
2023-02-04,32.6351,33.7303,32.6351,33.3137,122249.0
2023-02-05,32.6351,33.7303,32.6351,33.3137,122249.0
2023-02-06,33.0242,33.1836,31.9665,32.228,116432.0
2023-02-07,32.0742,32.7618,31.9656,32.6442,87658.0
2023-02-08,32.219,32.219,30.518,30.8708,109465.0
2023-02-09,31.0427,31.7847,30.2646,30.7623,177855.0
2023-02-10,30.5361,31.2147,30.3031,31.0789,92513.0
2023-02-11,30.5361,31.2147,30.3031,31.0789,92513.0
2023-02-12,30.5361,31.2147,30.3031,31.0789,92513.0
2023-02-13,31.3685,31.7575,30.8618,31.5856,152471.0
2023-02-14,31.0789,31.9203,30.8618,31.2508,88964.0
2023-02-15,31.2237,31.9204,30.9975,31.7847,93061.0
2023-02-16,31.287,31.6128,31.2147,31.2418,82263.0
2023-02-17,31.287,31.6128,30.7894,31.3323,69564.0
2023-02-18,31.287,31.6128,30.7894,31.3323,69564.0
2023-02-19,31.287,31.6128,30.7894,31.3323,69564.0
2023-02-20,31.287,31.6128,30.7894,31.3323,69564.0
2023-02-21,30.8799,31.1694,30.613,30.6356,113254.0
2023-02-22,30.7623,31.3775,30.6718,30.8889,117144.0
2023-02-23,31.0518,31.3323,30.6627,31.0699,69298.0
2023-02-24,30.6537,31.0156,30.5089,30.9613,65047.0
2023-02-25,30.6537,31.0156,30.5089,30.9613,65047.0
2023-02-26,30.6537,31.0156,30.5089,30.9613,65047.0
2023-02-27,31.2689,31.6217,31.0518,31.4408,67377.0
2023-02-28,31.3685,31.5178,31.0427,31.3232,125622.0
2023-03-01,31.2689,31.6037,31.0247,31.2689,86021.0
2023-03-02,31.0608,31.4951,31.0608,31.3142,56832.0
2023-03-03,31.5223,31.8209,30.9667,31.7213,136662.0
2023-03-04,31.5223,31.8209,30.9667,31.7213,136662.0
2023-03-05,31.5223,31.8209,30.9667,31.7213,136662.0
2023-03-06,31.6761,31.6761,30.5904,30.8166,151259.0
2023-03-07,30.8256,31.5766,30.8256,31.3232,173494.0
2023-03-08,31.4047,31.7937,31.0789,31.7756,128211.0
2023-03-09,31.848,32.2099,31.5301,31.848,185256.0
2023-03-10,31.667,31.667,30.6666,31.2689,154947.0
2023-03-11,31.667,31.667,30.6666,31.2689,154947.0
2023-03-12,31.667,31.667,30.6666,31.2689,154947.0
2023-03-13,30.6446,31.468,30.5089,30.7804,173718.0
2023-03-14,31.7213,32.038,31.287,31.5132,135384.0
2023-03-15,30.7894,30.803,29.948,30.2104,295940.0
2023-03-16,29.7761,30.8799,29.4865,30.5813,147763.0
2023-03-17,30.3823,30.7623,29.9661,30.0204,674863.0
2023-03-18,30.3823,30.7623,29.9661,30.0204,674863.0
2023-03-19,30.3823,30.7623,29.9661,30.0204,674863.0
2023-03-20,30.1923,30.1923,29.2423,29.4865,205545.0
2023-03-21,30.1018,30.5904,30.0113,30.147,299833.0
2023-03-22,30.1561,30.7306,29.8394,29.8756,197311.0
2023-03-23,26.2384,26.3651,24.6279,25.5327,786578.0
2023-03-24,25.1617,25.5598,24.5284,25.1346,312561.0
2023-03-25,25.1617,25.5598,24.5284,25.1346,312561.0
2023-03-26,25.1617,25.5598,24.5284,25.1346,312561.0
2023-03-27,25.3698,26.157,25.2793,25.8855,264735.0
2023-03-28,26.0755,26.8084,26.0122,26.3289,225434.0
2023-03-29,26.6727,26.6727,25.4648,25.976,198880.0
2023-03-30,26.2475,26.3651,25.777,25.8313,197345.0
2023-03-31,25.9941,26.2113,25.7951,26.0303,267141.0
2023-04-01,25.9941,26.2113,25.7951,26.0303,267141.0
2023-04-02,25.9941,26.2113,25.7951,26.0303,267141.0
2023-04-03,26.0303,26.3577,25.3879,25.7136,396668.0
2023-04-04,25.8276,25.8764,24.7637,24.9632,285087.0
2023-04-05,24.8587,24.9157,24.1843,24.2223,284495.0
2023-04-06,24.2223,24.3838,23.5669,23.5859,218166.0
2023-04-07,24.2223,24.3838,23.5669,23.5859,218166.0
2023-04-08,24.2223,24.3838,23.5669,23.5859,218166.0
2023-04-09,24.2223,24.3838,23.5669,23.5859,218166.0
2023-04-10,23.6524,25.0012,23.6524,24.9917,330433.0
2023-04-11,25.0582,25.4951,24.6972,25.2957,189933.0
2023-04-12,25.5521,25.6281,24.4883,24.5833,138800.0
2023-04-13,24.6972,25.2292,24.4788,25.1057,169771.0
2023-04-14,25.4667,25.5141,24.7257,24.9062,172313.0
2023-04-15,25.4667,25.5141,24.7257,24.9062,172313.0
2023-04-16,25.4667,25.5141,24.7257,24.9062,172313.0
2023-04-17,24.9442,25.0772,24.6972,25.0297,212985.0
2023-04-18,25.0487,25.6091,24.9917,25.5616,215728.0
2023-04-19,25.5331,26.0651,25.4382,26.0271,175134.0
2023-04-20,25.9131,26.2788,25.6376,25.7136,157937.0
2023-04-21,25.6566,25.6756,25.1152,25.4097,124853.0
2023-04-22,25.6566,25.6756,25.1152,25.4097,124853.0
2023-04-23,25.6566,25.6756,25.1152,25.4097,124853.0
2023-04-24,25.4762,25.6039,25.2197,25.4856,117223.0
2023-04-25,25.2672,25.3717,24.3838,24.5168,208977.0
2023-04-26,24.3743,24.5927,23.7583,23.9753,179843.0
2023-04-27,24.1178,24.3458,23.8328,24.3173,160064.0
2023-04-28,24.1843,24.4503,24.1843,24.3363,95755.0
2023-04-29,24.1843,24.4503,24.1843,24.3363,95755.0
2023-04-30,24.1843,24.4503,24.1843,24.3363,95755.0
2023-05-01,24.6307,24.8492,23.9625,24.2318,194899.0
2023-05-02,24.0418,24.2128,23.4624,23.8138,312375.0
2023-05-03,23.8423,24.3838,23.8138,23.8613,186303.0
2023-05-04,23.6904,23.7473,23.0349,23.0919,192966.0
2023-05-05,23.5194,24.3173,23.4291,24.2033,124825.0
2023-05-06,23.5194,24.3173,23.4291,24.2033,124825.0
2023-05-07,23.5194,24.3173,23.4291,24.2033,124825.0
2023-05-08,24.3458,24.3458,23.6049,23.8328,100275.0
2023-05-09,23.6904,24.0988,23.2725,23.8613,82946.0
2023-05-10,24.2033,24.2223,23.7948,23.9848,87858.0
2023-05-11,23.8328,24.2603,23.7853,24.1083,80483.0
2023-05-12,24.2983,24.4978,24.0133,24.0798,95627.0
2023-05-13,24.2983,24.4978,24.0133,24.0798,95627.0
2023-05-14,24.2983,24.4978,24.0133,24.0798,95627.0
2023-05-15,24.1273,24.36,24.0513,24.0798,158105.0
2023-05-16,23.7378,24.0798,23.5194,23.6334,113850.0
2023-05-17,23.6998,24.2508,23.6998,24.0893,184590.0
2023-05-18,24.1938,24.6212,24.1416,24.6022,114567.0
2023-05-19,24.6497,24.6592,23.9563,24.3078,151151.0
2023-05-20,24.6497,24.6592,23.9563,24.3078,151151.0
2023-05-21,24.6497,24.6592,23.9563,24.3078,151151.0
2023-05-22,24.3458,25.0534,24.2603,25.0202,150955.0
2023-05-23,25.0867,25.545,24.7827,25.2387,124108.0
2023-05-24,25.2862,25.3794,24.6117,24.6497,139235.0
2023-05-25,24.8017,25.8561,24.3268,24.3648,220489.0
2023-05-26,24.3743,25.1152,24.3743,24.7827,127508.0
2023-05-27,24.3743,25.1152,24.3743,24.7827,127508.0
2023-05-28,24.3743,25.1152,24.3743,24.7827,127508.0
2023-05-29,24.3743,25.1152,24.3743,24.7827,127508.0
2023-05-30,24.9062,25.0487,24.5168,24.6212,121168.0
2023-05-31,24.5833,24.588,23.8898,24.1748,173207.0
2023-06-01,24.3363,24.3363,23.7711,23.8898,132001.0
2023-06-02,24.3268,25.4762,24.2555,25.4097,147600.0
2023-06-03,24.3268,25.4762,24.2555,25.4097,147600.0
2023-06-04,24.3268,25.4762,24.2555,25.4097,147600.0
2023-06-05,25.2957,25.3907,24.4619,24.9442,138809.0
2023-06-06,24.9346,25.9262,24.8479,25.7144,157532.0
2023-06-07,25.9743,27.0044,25.8973,26.8504,146310.0
2023-06-08,26.7541,26.7541,26.1187,26.5616,122045.0
2023-06-09,26.6675,26.6675,25.9839,26.369,84960.0
2023-06-10,26.6675,26.6675,25.9839,26.369,84960.0
2023-06-11,26.6675,26.6675,25.9839,26.369,84960.0
2023-06-12,26.3594,26.4422,25.8107,25.8395,143780.0
2023-06-13,25.8973,26.215,25.6277,25.6855,112085.0
2023-06-14,25.9262,26.0801,25.079,25.1753,151624.0
2023-06-15,25.1753,25.2619,24.7324,25.1367,253603.0
2023-06-16,25.3678,25.4833,24.8287,25.3774,592797.0
2023-06-17,25.3678,25.4833,24.8287,25.3774,592797.0
2023-06-18,25.3678,25.4833,24.8287,25.3774,592797.0
2023-06-19,25.3678,25.4833,24.8287,25.3774,592797.0
2023-06-20,25.4063,25.7385,24.9875,25.6277,169915.0
2023-06-21,25.5507,26.2343,25.4063,26.0417,151846.0
2023-06-22,25.9936,26.215,25.5026,25.8973,203248.0
2023-06-23,25.5603,26.085,25.5218,25.7144,233443.0
2023-06-24,25.5603,26.085,25.5218,25.7144,233443.0
2023-06-25,25.5603,26.085,25.5218,25.7144,233443.0
2023-06-26,25.7048,26.369,25.7048,26.0417,156530.0
2023-06-27,26.1476,26.2439,25.7433,25.7433,146653.0
2023-06-28,25.7529,25.7529,25.3678,25.5892,101441.0
2023-06-29,25.647,26.369,25.647,26.0032,83859.0
2023-06-30,26.0995,26.0995,25.7673,25.8299,88029.0
2023-07-01,26.0995,26.0995,25.7673,25.8299,88029.0
2023-07-02,26.0995,26.0995,25.7673,25.8299,88029.0
2023-07-03,25.8877,26.5423,25.8877,26.5327,40456.0
2023-07-04,25.8877,26.5423,25.8877,26.5327,40456.0
2023-07-05,26.138,26.1476,25.4785,25.493,150111.0
2023-07-06,25.3197,25.5074,25.002,25.156,115946.0
2023-07-07,25.156,25.7433,25.156,25.4159,144321.0
2023-07-08,25.156,25.7433,25.156,25.4159,144321.0
2023-07-09,25.156,25.7433,25.156,25.4159,144321.0
2023-07-10,25.3389,25.9551,25.2908,25.5411,104720.0
2023-07-11,25.647,25.9166,25.647,25.8395,106850.0
2023-07-12,26.1284,26.2728,25.9695,26.0225,112505.0
2023-07-13,26.0995,26.1187,25.7721,26.0321,100290.0
2023-07-14,25.9743,26.138,25.4063,26.0802,117677.0
2023-07-15,25.9743,26.138,25.4063,26.0802,117677.0
2023-07-16,25.9743,26.138,25.4063,26.0802,117677.0
2023-07-17,26.0513,26.2343,25.5122,26.1476,128327.0
2023-07-18,26.1091,27.1874,26.1091,27.1585,111777.0
2023-07-19,27.1777,27.2162,26.4364,26.9274,142852.0
2023-07-20,26.9659,27.0429,26.5471,26.9948,56116.0
2023-07-21,27.2451,27.2451,26.5905,26.6482,100926.0
2023-07-22,27.2451,27.2451,26.5905,26.6482,100926.0
2023-07-23,27.2451,27.2451,26.5905,26.6482,100926.0
2023-07-24,26.5327,26.8697,26.2343,26.629,82005.0
2023-07-25,26.706,26.937,26.5038,26.8311,65934.0
2023-07-26,26.8408,27.3318,26.8408,27.1777,54570.0
2023-07-27,27.3606,27.428,26.8504,27.0237,94707.0
2023-07-28,27.197,27.5724,27.1488,27.4954,73024.0
2023-07-29,27.197,27.5724,27.1488,27.4954,73024.0
2023-07-30,27.197,27.5724,27.1488,27.4954,73024.0
2023-07-31,27.5243,27.9575,27.4184,27.6302,104302.0
2023-08-01,27.0526,27.0526,26.184,26.8504,161461.0
2023-08-02,26.4461,26.7445,26.292,26.4172,97720.0
2023-08-03,26.1765,26.6193,25.9358,26.5231,91787.0
2023-08-04,26.6771,27.428,26.3402,26.8793,192600.0
2023-08-05,26.6771,27.428,26.3402,26.8793,192600.0
2023-08-06,26.6771,27.428,26.3402,26.8793,192600.0
2023-08-07,26.8793,27.6302,26.8793,27.5724,68445.0
2023-08-08,27.1681,27.4184,26.7926,27.3992,51495.0
2023-08-09,27.3125,27.3125,26.8157,27.0141,47137.0
2023-08-10,27.1007,27.5917,27.0237,27.1874,55973.0
2023-08-11,27.1296,27.4858,27.0092,27.2066,60626.0
2023-08-12,27.1296,27.4858,27.0092,27.2066,60626.0
