,SBCF US Equity,SBCF US Equity,SBCF US Equity,SBCF US Equity,SBCF US Equity
2021-03-14,37.3218,38.199,37.0978,37.6577,349231.0
2021-03-15,37.8257,37.9657,36.4165,36.9298,195104.0
2021-03-16,36.4258,36.9671,35.9218,36.3978,245667.0
2021-03-17,36.7805,37.1631,35.8192,36.2018,205136.0
2021-03-18,36.4818,37.3778,35.8658,36.0992,226795.0
2021-03-19,35.3619,36.1458,34.7832,35.9032,764198.0
2021-03-20,35.3619,36.1458,34.7832,35.9032,764198.0
2021-03-21,35.3619,36.1458,34.7832,35.9032,764198.0
2021-03-22,35.5485,35.9312,34.1206,34.4659,127756.0
2021-03-23,34.1393,34.4659,32.6647,33.1593,361240.0
2021-03-24,33.8033,34.4099,32.618,32.6274,447982.0
2021-03-25,32.6554,33.934,32.2774,33.7006,239283.0
2021-03-26,34.4566,34.7179,33.8966,34.6246,189807.0
2021-03-27,34.4566,34.7179,33.8966,34.6246,189807.0
2021-03-28,34.4566,34.7179,33.8966,34.6246,189807.0
2021-03-29,34.0926,34.5873,33.15,33.318,258269.0
2021-03-30,33.5606,34.6059,33.5606,34.2513,195844.0
2021-03-31,33.9713,34.7179,33.7053,33.822,229377.0
2021-04-01,33.4767,34.2139,33.43,34.0833,153936.0
2021-04-02,33.4767,34.2139,33.43,34.0833,153936.0
2021-04-03,33.4767,34.2139,33.43,34.0833,153936.0
2021-04-04,33.4767,34.2139,33.43,34.0833,153936.0
2021-04-05,34.7739,34.9139,34.046,34.3913,238389.0
2021-04-06,34.3819,34.7272,33.738,34.0366,143641.0
2021-04-07,34.018,34.4193,33.29,33.542,154602.0
2021-04-08,33.402,34.3259,32.7954,33.5233,191127.0
2021-04-09,33.9526,34.1299,33.514,34.0926,142401.0
2021-04-10,33.9526,34.1299,33.514,34.0926,142401.0
2021-04-11,33.9526,34.1299,33.514,34.0926,142401.0
2021-04-12,34.2979,34.4939,34.0833,34.1766,90056.0
2021-04-13,34.046,34.046,33.15,33.15,126352.0
2021-04-14,33.0473,34.4286,32.8327,33.9806,114929.0
2021-04-15,33.906,33.906,32.9074,33.6446,154147.0
2021-04-16,34.3446,34.3446,33.5047,33.906,150142.0
2021-04-17,34.3446,34.3446,33.5047,33.906,150142.0
2021-04-18,34.3446,34.3446,33.5047,33.906,150142.0
2021-04-19,33.71,34.1019,33.178,33.654,126734.0
2021-04-20,33.3647,33.5033,32.0021,32.2727,191634.0
2021-04-21,32.0767,33.066,32.0767,32.9727,153004.0
2021-04-22,32.982,33.3647,32.4314,32.4687,195247.0
2021-04-23,32.7114,35.0446,32.7114,34.4566,273943.0
2021-04-24,32.7114,35.0446,32.7114,34.4566,273943.0
2021-04-25,32.7114,35.0446,32.7114,34.4566,273943.0
2021-04-26,35.4645,36.1178,34.7926,34.8766,298913.0
2021-04-27,34.8392,34.8392,33.9713,34.5593,287507.0
2021-04-28,34.8112,34.8112,34.2326,34.5779,162279.0
2021-04-29,34.7179,35.2032,33.934,34.2793,209247.0
2021-04-30,33.962,34.6899,33.7473,33.9246,227104.0
2021-05-01,33.962,34.6899,33.7473,33.9246,227104.0
2021-05-02,33.962,34.6899,33.7473,33.9246,227104.0
2021-05-03,34.2886,34.9139,33.9153,34.6992,321963.0
2021-05-04,34.5313,35.2872,34.3353,35.2499,209897.0
2021-05-05,35.2405,35.8285,34.8392,35.6792,218644.0
2021-05-06,35.8472,36.2205,35.4365,36.2205,201823.0
2021-05-07,35.6232,36.2578,35.3899,35.9872,148077.0
2021-05-08,35.6232,36.2578,35.3899,35.9872,148077.0
2021-05-09,35.6232,36.2578,35.3899,35.9872,148077.0
2021-05-10,35.8938,36.2765,35.0632,35.1099,224896.0
2021-05-11,34.3259,35.0167,34.074,34.2793,201040.0
2021-05-12,34.5593,34.9419,33.4487,33.5327,185033.0
2021-05-13,33.4673,35.3059,33.4673,35.0539,179296.0
2021-05-14,35.4645,35.8472,35.0259,35.7072,150285.0
2021-05-15,35.4645,35.8472,35.0259,35.7072,150285.0
2021-05-16,35.4645,35.8472,35.0259,35.7072,150285.0
2021-05-17,35.5019,35.7539,35.0166,35.5299,117317.0
2021-05-18,35.4832,35.7818,34.6339,34.6433,96189.0
2021-05-19,34.2139,35.2105,33.6633,35.0072,334015.0
2021-05-20,34.8299,35.1566,34.2699,35.0632,160891.0
2021-05-21,35.4832,35.8472,35.1006,35.5579,136572.0
2021-05-22,35.4832,35.8472,35.1006,35.5579,136572.0
2021-05-23,35.4832,35.8472,35.1006,35.5579,136572.0
2021-05-24,35.7539,35.9125,34.9886,35.0632,129417.0
2021-05-25,35.1192,35.5299,33.5513,33.5606,307526.0
2021-05-26,33.57,34.4753,33.3833,34.2979,167074.0
2021-05-27,34.7739,35.0446,34.5406,34.8766,165875.0
2021-05-28,34.8579,34.8579,34.0553,34.5966,88020.0
2021-05-29,34.8579,34.8579,34.0553,34.5966,88020.0
2021-05-30,34.8579,34.8579,34.0553,34.5966,88020.0
2021-05-31,34.8579,34.8579,34.0553,34.5966,88020.0
2021-06-01,34.7832,35.4552,34.1673,34.9792,208174.0
2021-06-02,35.2125,35.2125,34.4566,34.5313,111188.0
2021-06-03,34.5126,34.9139,34.1019,34.6992,164426.0
2021-06-04,34.6059,34.8766,34.1323,34.7926,124914.0
2021-06-05,34.6059,34.8766,34.1323,34.7926,124914.0
2021-06-06,34.6059,34.8766,34.1323,34.7926,124914.0
2021-06-07,34.8859,35.1006,34.2606,34.9232,178794.0
2021-06-08,34.7086,35.9592,34.5313,35.7445,255155.0
2021-06-09,35.5112,35.6811,34.8019,35.3805,268135.0
2021-06-10,35.7539,35.8938,34.6806,34.6899,251771.0
2021-06-11,34.7739,35.0726,34.046,34.1299,154135.0
2021-06-12,34.7739,35.0726,34.046,34.1299,154135.0
2021-06-13,34.7739,35.0726,34.046,34.1299,154135.0
2021-06-14,34.0831,34.3266,32.9498,33.1933,282340.0
2021-06-15,33.1933,33.9707,32.9311,33.5305,294410.0
2021-06-16,33.3151,34.5421,32.9405,34.2049,203025.0
2021-06-17,34.4578,34.4718,32.2005,32.4534,324094.0
2021-06-18,31.8821,32.2193,30.908,30.983,412000.0
2021-06-19,31.8821,32.2193,30.908,30.983,412000.0
2021-06-20,31.8821,32.2193,30.908,30.983,412000.0
2021-06-21,31.2639,32.4675,31.2639,32.4347,265934.0
2021-06-22,32.3879,32.8281,31.8353,32.5284,292416.0
2021-06-23,32.5565,32.7157,32.2568,32.3691,354215.0
2021-06-24,32.5284,33.0622,31.9945,32.9592,278609.0
2021-06-25,33.0903,33.0903,32.3317,32.4066,605848.0
2021-06-26,33.0903,33.0903,32.3317,32.4066,605848.0
2021-06-27,33.0903,33.0903,32.3317,32.4066,605848.0
2021-06-28,32.3223,32.6127,31.2827,31.4419,179112.0
2021-06-29,31.8259,31.8868,31.189,31.3014,143590.0
2021-06-30,31.2265,32.4441,31.2265,31.9851,385977.0
2021-07-01,32.2099,32.3691,31.7603,32.0882,155784.0
2021-07-02,32.1724,32.1724,31.2827,31.3482,157667.0
2021-07-03,32.1724,32.1724,31.2827,31.3482,157667.0
2021-07-04,32.1724,32.1724,31.2827,31.3482,157667.0
2021-07-05,32.1724,32.1724,31.2827,31.3482,157667.0
2021-07-06,31.2171,31.2171,30.0838,30.2992,134485.0
2021-07-07,29.9714,30.8893,29.8778,30.1681,302132.0
2021-07-08,29.5406,30.2524,29.1238,29.9059,333988.0
2021-07-09,30.6177,31.1047,30.2618,31.0953,168552.0
2021-07-10,30.6177,31.1047,30.2618,31.0953,168552.0
2021-07-11,30.6177,31.1047,30.2618,31.0953,168552.0
2021-07-12,30.7769,31.4981,30.4959,31.3576,234993.0
2021-07-13,31.3295,31.4419,30.1494,30.2618,136714.0
2021-07-14,30.3742,30.702,29.8309,30.1681,168277.0
2021-07-15,29.934,30.7207,29.934,30.6177,129675.0
2021-07-16,30.908,30.908,29.7654,29.8122,116434.0
2021-07-17,30.908,30.908,29.7654,29.8122,116434.0
2021-07-18,30.908,30.908,29.7654,29.8122,116434.0
2021-07-19,29.0629,29.3533,28.3886,28.7257,227114.0
2021-07-20,28.7164,30.2805,28.7164,29.3626,225668.0
2021-07-21,29.7747,30.4304,29.6249,29.8871,174192.0
2021-07-22,29.653,29.8497,28.5946,28.6789,120375.0
2021-07-23,28.8943,30.2805,28.22,28.5665,142616.0
2021-07-24,28.8943,30.2805,28.22,28.5665,142616.0
2021-07-25,28.8943,30.2805,28.22,28.5665,142616.0
2021-07-26,28.5103,29.1939,28.3417,28.604,133869.0
2021-07-27,28.2762,28.7164,28.1357,28.3886,114065.0
2021-07-28,28.5946,29.0723,28.1169,28.7819,116360.0
2021-07-29,29.1378,29.2783,28.5384,28.9224,133390.0
2021-07-30,28.9505,29.3814,28.3605,28.4635,141103.0
2021-07-31,28.9505,29.3814,28.3605,28.4635,141103.0
2021-08-01,28.9505,29.3814,28.3605,28.4635,141103.0
2021-08-02,28.5852,29.3158,28.1544,28.2106,220962.0
2021-08-03,28.5009,28.707,27.6299,28.4635,262769.0
2021-08-04,27.9671,28.4541,27.7236,27.8547,116012.0
2021-08-05,27.9483,28.9037,27.9483,28.8569,129480.0
2021-08-06,28.81,30.2571,28.81,30.1494,189795.0
2021-08-07,28.81,30.2571,28.81,30.1494,189795.0
2021-08-08,28.81,30.2571,28.81,30.1494,189795.0
2021-08-09,28.8475,30.3086,28.8475,29.9059,128448.0
2021-08-10,30.0557,30.5802,29.6501,30.4772,167079.0
2021-08-11,30.5802,31.0579,30.2149,31.0204,150738.0
2021-08-12,31.0298,31.1843,30.2805,30.7675,182807.0
2021-08-13,30.8612,30.8612,30.3367,30.3835,81926.0
2021-08-14,30.8612,30.8612,30.3367,30.3835,81926.0
2021-08-15,30.8612,30.8612,30.3367,30.3835,81926.0
2021-08-16,30.0463,30.1962,29.4938,30.037,142570.0
2021-08-17,29.7654,30.0838,29.4469,29.6623,99789.0
2021-08-18,29.5874,29.9808,29.194,29.2315,140962.0
2021-08-19,28.7819,29.1191,28.2012,28.7913,200872.0
2021-08-20,28.7164,29.5874,28.411,29.578,130281.0
2021-08-21,28.7164,29.5874,28.411,29.578,130281.0
2021-08-22,28.7164,29.5874,28.411,29.578,130281.0
2021-08-23,29.756,29.9339,29.578,29.8684,138388.0
2021-08-24,29.756,30.0838,29.6061,29.8309,141361.0
2021-08-25,29.8778,30.318,29.7654,29.8028,162306.0
2021-08-26,29.7841,29.8497,29.0348,29.0348,162393.0
2021-08-27,29.3626,30.4678,29.2643,30.3929,240301.0
2021-08-28,29.3626,30.4678,29.2643,30.3929,240301.0
2021-08-29,29.3626,30.4678,29.2643,30.3929,240301.0
2021-08-30,30.6364,30.6598,29.5218,29.5968,157798.0
2021-08-31,29.6155,30.126,29.4563,29.9152,138577.0
2021-09-01,30.0744,30.0744,29.372,29.7185,103871.0
2021-09-02,29.6249,29.9527,29.475,29.7092,244057.0
2021-09-03,29.7841,30.435,29.4001,29.5593,153668.0
2021-09-04,29.7841,30.435,29.4001,29.5593,153668.0
2021-09-05,29.7841,30.435,29.4001,29.5593,153668.0
2021-09-06,29.7841,30.435,29.4001,29.5593,153668.0
2021-09-07,29.5874,29.9527,29.1753,29.194,161603.0
2021-09-08,29.0067,29.372,28.4728,28.8288,144318.0
2021-09-09,28.6976,29.2409,28.5972,28.8194,140154.0
2021-09-10,28.9318,29.1987,28.2106,28.2762,164511.0
2021-09-11,28.9318,29.1987,28.2106,28.2762,164511.0
2021-09-12,28.9318,29.1987,28.2106,28.2762,164511.0
2021-09-13,28.6883,28.9927,27.6767,28.5103,195438.0
2021-09-14,28.8489,28.8489,27.5509,27.8613,248279.0
2021-09-15,27.8331,28.5715,27.5415,28.4163,243164.0
2021-09-16,28.642,28.8207,28.3598,28.5385,186720.0
2021-09-17,28.642,29.7331,28.6326,29.7331,926559.0
2021-09-18,28.642,29.7331,28.6326,29.7331,926559.0
2021-09-19,28.642,29.7331,28.6326,29.7331,926559.0
2021-09-20,28.9054,29.1405,28.2281,28.8207,329269.0
2021-09-21,28.9806,29.1594,28.4163,28.595,203455.0
2021-09-22,28.9054,29.6109,28.7925,29.2064,171205.0
2021-09-23,29.3757,30.5327,29.3099,30.3539,262926.0
2021-09-24,30.1282,31.2099,30.0153,30.8149,220691.0
2021-09-25,30.1282,31.2099,30.0153,30.8149,220691.0
2021-09-26,30.1282,31.2099,30.0153,30.8149,220691.0
2021-09-27,31.1629,32.2164,31.0406,31.9248,216306.0
2021-09-28,31.5579,32.2258,31.2946,31.4451,138723.0
2021-09-29,31.5579,31.9342,31.3228,31.8213,125269.0
2021-09-30,31.9906,32.1882,31.0876,31.8025,281871.0
2021-10-01,31.953,33.2417,31.3129,32.9313,289412.0
2021-10-02,31.953,33.2417,31.3129,32.9313,289412.0
2021-10-03,31.953,33.2417,31.3129,32.9313,289412.0
2021-10-04,32.7902,33.8437,31.7367,33.6273,378389.0
2021-10-05,33.7214,33.8625,33.0159,33.2793,398749.0
2021-10-06,31.4263,33.759,31.2099,33.7308,392019.0
2021-10-07,33.9377,34.0694,33.4862,33.9659,301106.0
2021-10-08,33.7308,34.3798,33.3828,34.2387,126796.0
2021-10-09,33.7308,34.3798,33.3828,34.2387,126796.0
2021-10-10,33.7308,34.3798,33.3828,34.2387,126796.0
2021-10-11,34.5397,34.7843,34.0036,34.0036,99073.0
2021-10-12,33.9753,34.408,33.8201,34.3516,136895.0
2021-10-13,34.3234,34.3234,33.4862,34.0036,109170.0
2021-10-14,34.1635,34.5444,33.6743,34.4551,113903.0
2021-10-15,34.6714,34.8031,33.9942,34.06,228711.0
2021-10-16,34.6714,34.8031,33.9942,34.06,228711.0
2021-10-17,34.6714,34.8031,33.9942,34.06,228711.0
2021-10-18,34.0036,34.3986,33.4298,33.4674,148276.0
2021-10-19,33.505,33.505,32.8278,33.0535,214219.0
2021-10-20,33.0723,33.8813,32.6491,33.8531,284470.0
2021-10-21,33.7214,34.2293,33.5897,34.1823,210657.0
2021-10-22,34.1823,34.6432,32.6398,34.615,232010.0
2021-10-23,34.1823,34.6432,32.6398,34.615,232010.0
2021-10-24,34.1823,34.6432,32.6398,34.615,232010.0
2021-10-25,34.8031,34.8972,34.1761,34.8878,164961.0
2021-10-26,34.8972,35.4427,34.5679,35.1605,340130.0
2021-10-27,34.8783,34.9348,32.6397,33.8154,194777.0
2021-10-28,33.9753,34.9818,33.9753,34.9066,208920.0
2021-10-29,34.3328,35.0853,33.2511,34.2669,247168.0
2021-10-30,34.3328,35.0853,33.2511,34.2669,247168.0
2021-10-31,34.3328,35.0853,33.2511,34.2669,247168.0
2021-11-01,34.4927,35.6356,34.0788,35.5086,279337.0
2021-11-02,35.6591,35.6591,34.7655,34.7843,208903.0
2021-11-03,35.2311,35.7437,34.4551,35.3298,261706.0
2021-11-04,35.3769,35.3769,34.2293,34.8219,209600.0
2021-11-05,35.1511,35.7061,34.8689,35.6026,280811.0
2021-11-06,35.1511,35.7061,34.8689,35.6026,280811.0
2021-11-07,35.1511,35.7061,34.8689,35.6026,280811.0
2021-11-08,35.7437,35.7437,35.4239,35.7155,179753.0
2021-11-09,35.5462,35.6403,35.0947,35.3581,264446.0
2021-11-10,35.2734,36.0541,35.01,36.0353,488714.0
2021-11-11,36.0635,36.1952,35.6026,35.8096,277855.0
2021-11-12,33.7637,35.9789,33.7637,35.01,212165.0
2021-11-13,33.7637,35.9789,33.7637,35.01,212165.0
2021-11-14,33.7637,35.9789,33.7637,35.01,212165.0
2021-11-15,35.0288,35.4803,34.4292,35.2734,263260.0
2021-11-16,35.2734,35.4992,34.8313,35.3581,253104.0
2021-11-17,35.2546,35.2546,34.4551,34.8783,256586.0
2021-11-18,34.8501,34.9912,34.4645,34.8972,163086.0
2021-11-19,34.5491,34.6761,34.0224,34.5962,146966.0
2021-11-20,34.5491,34.6761,34.0224,34.5962,146966.0
2021-11-21,34.5491,34.6761,34.0224,34.5962,146966.0
2021-11-22,34.7278,35.5368,34.4174,34.5115,292544.0
2021-11-23,34.7278,35.1135,34.2952,34.4739,325703.0
2021-11-24,34.3422,34.4786,33.9989,34.1917,114852.0
2021-11-25,34.3422,34.4786,33.9989,34.1917,114852.0
2021-11-26,33.6932,33.9377,31.6466,32.4421,223200.0
2021-11-27,33.6932,33.9377,31.6466,32.4421,223200.0
2021-11-28,33.6932,33.9377,31.6466,32.4421,223200.0
2021-11-29,32.8936,33.3922,31.9906,32.2352,295462.0
2021-11-30,31.8684,32.1223,31.5015,31.7649,262796.0
2021-12-01,32.555,33.0441,31.5909,31.6332,242577.0
2021-12-02,31.9718,33.4768,31.699,33.3263,295731.0
2021-12-03,33.6179,33.6179,32.4609,32.7337,246382.0
2021-12-04,33.6179,33.6179,32.4609,32.7337,246382.0
2021-12-05,33.6179,33.6179,32.4609,32.7337,246382.0
2021-12-06,33.11,33.806,33.0818,33.3075,409273.0
2021-12-07,33.3828,33.8437,32.8466,33.0441,279258.0
2021-12-08,33.1288,33.2981,32.5926,32.7431,148470.0
2021-12-09,32.4327,32.7619,32.1788,32.1788,122376.0
2021-12-10,32.3669,32.4515,31.7461,32.3763,121358.0
2021-12-11,32.3669,32.4515,31.7461,32.3763,121358.0
2021-12-12,32.3669,32.4515,31.7461,32.3763,121358.0
2021-12-13,32.1317,32.2869,31.4357,31.4545,188860.0
2021-12-14,31.4828,32.446,31.4828,31.9644,205930.0
2021-12-15,32.1249,32.361,31.36,31.5017,697044.0
2021-12-16,32.021,32.5876,31.6528,32.0494,312110.0
2021-12-17,31.785,32.2949,30.5763,31.4356,2080662.0
2021-12-18,31.785,32.2949,30.5763,31.4356,2080662.0
2021-12-19,31.785,32.2949,30.5763,31.4356,2080662.0
2021-12-20,31.2278,31.7283,30.614,31.6339,401628.0
2021-12-21,32.0588,32.6367,31.8511,32.2666,182837.0
2021-12-22,31.9738,32.5026,31.4828,32.3988,178717.0
2021-12-23,32.6443,33.0031,32.5498,32.6159,106847.0
2021-12-24,32.6443,33.0031,32.5498,32.6159,106847.0
2021-12-25,32.6443,33.0031,32.5498,32.6159,106847.0
2021-12-26,32.6443,33.0031,32.5498,32.6159,106847.0
2021-12-27,32.6537,32.937,32.276,32.9087,156147.0
2021-12-28,32.8992,33.3808,31.0241,33.2864,144361.0
2021-12-29,33.2581,33.4894,32.3988,33.3242,119184.0
2021-12-30,33.4091,33.9804,32.9276,32.9842,142112.0
2021-12-31,32.9937,33.4752,32.8926,33.4186,206664.0
2022-01-01,32.9937,33.4752,32.8926,33.4186,206664.0
2022-01-02,32.9937,33.4752,32.8926,33.4186,206664.0
2022-01-03,33.6736,34.5329,33.3383,33.9096,189972.0
2022-01-04,34.1268,35.1939,34.0985,34.4951,213806.0
2022-01-05,34.5706,34.9578,34.0607,34.0607,165697.0
2022-01-06,34.4951,35.8832,34.3818,35.6377,230049.0
2022-01-07,35.7038,36.2326,35.3308,36.0343,248316.0
2022-01-08,35.7038,36.2326,35.3308,36.0343,248316.0
2022-01-09,35.7038,36.2326,35.3308,36.0343,248316.0
2022-01-10,36.3931,36.4545,35.7888,36.1948,401772.0
2022-01-11,36.2987,36.5064,35.3922,35.7793,190693.0
2022-01-12,35.9021,35.9682,35.4677,35.5999,319554.0
2022-01-13,35.5905,36.3553,35.4866,36.1287,273694.0
2022-01-14,35.0617,37.0352,35.0617,36.9691,483911.0
2022-01-15,35.0617,37.0352,35.0617,36.9691,483911.0
2022-01-16,35.0617,37.0352,35.0617,36.9691,483911.0
2022-01-17,35.0617,37.0352,35.0617,36.9691,483911.0
2022-01-18,36.4687,37.1202,35.345,36.5159,529911.0
2022-01-19,36.3081,36.3081,35.2128,35.2977,343457.0
2022-01-20,35.2694,36.1287,34.7973,35.005,475060.0
2022-01-21,34.7312,35.6755,34.6273,35.0805,629310.0
2022-01-22,34.7312,35.6755,34.6273,35.0805,629310.0
2022-01-23,34.7312,35.6755,34.6273,35.0805,629310.0
2022-01-24,34.5706,35.7416,34.4951,35.6094,507258.0
2022-01-25,35.4583,35.8265,34.3912,35.6188,488948.0
2022-01-26,35.8738,36.582,34.9483,35.4299,309908.0
2022-01-27,35.5055,36.2987,34.4007,34.6273,278092.0
2022-01-28,34.8917,35.8454,33.6074,34.6462,325473.0
2022-01-29,34.8917,35.8454,33.6074,34.6462,325473.0
2022-01-30,34.8917,35.8454,33.6074,34.6462,325473.0
2022-01-31,34.2496,34.6367,33.8435,34.4668,310321.0
2022-02-01,34.3629,34.5801,33.8152,34.5329,246347.0
2022-02-02,34.4856,34.6367,34.0135,34.2401,326485.0
2022-02-03,34.2401,34.5706,33.6358,33.7869,319783.0
2022-02-04,33.8058,34.1457,33.4847,33.8624,331700.0
2022-02-05,33.8058,34.1457,33.4847,33.8624,331700.0
2022-02-06,33.8058,34.1457,33.4847,33.8624,331700.0
2022-02-07,33.9096,34.4195,33.4469,34.2212,222987.0
2022-02-08,35.0994,35.8879,34.226,35.7038,579332.0
2022-02-09,35.5905,35.8549,34.92,35.3355,371615.0
2022-02-10,35.3261,35.7699,35.005,35.175,285548.0
2022-02-11,35.09,35.8926,34.6462,34.92,370449.0
2022-02-12,35.09,35.8926,34.6462,34.92,370449.0
2022-02-13,35.09,35.8926,34.6462,34.92,370449.0
2022-02-14,35.0994,35.3072,34.6273,34.9483,308528.0
2022-02-15,35.2694,35.8355,35.09,35.581,324147.0
2022-02-16,35.5149,35.9351,34.972,35.7982,162206.0
2022-02-17,35.4772,35.5055,34.5706,34.7217,175665.0
2022-02-18,34.4101,35.2411,34.4101,35.1372,253654.0
2022-02-19,34.4101,35.2411,34.4101,35.1372,253654.0
2022-02-20,34.4101,35.2411,34.4101,35.1372,253654.0
2022-02-21,34.4101,35.2411,34.4101,35.1372,253654.0
2022-02-22,35.1372,35.4583,34.8067,35.0617,231786.0
2022-02-23,35.2222,35.5173,34.1457,34.4007,246794.0
2022-02-24,33.3714,33.6547,32.6065,33.5319,289000.0
2022-02-25,33.8624,35.09,33.8624,34.75,562337.0
2022-02-26,33.8624,35.09,33.8624,34.75,562337.0
2022-02-27,33.8624,35.09,33.8624,34.75,562337.0
2022-02-28,34.3157,34.75,34.1646,34.6084,574160.0
2022-03-01,34.3346,34.429,32.0871,32.6726,658277.0
2022-03-02,32.8048,34.1835,32.8048,34.0229,361378.0
2022-03-03,34.0796,34.3534,33.5886,33.9568,535729.0
2022-03-04,33.3242,33.3242,31.5206,31.8699,375861.0
2022-03-05,33.3242,33.3242,31.5206,31.8699,375861.0
2022-03-06,33.3242,33.3242,31.5206,31.8699,375861.0
2022-03-07,31.5867,31.9455,30.7274,30.7557,368390.0
2022-03-08,31.2467,31.6339,30.5951,30.6235,487114.0
2022-03-09,31.53,32.0399,31.1901,31.6433,631768.0
2022-03-10,31.2845,32.767,31.2845,32.7481,436512.0
2022-03-11,33.022,33.6358,32.9842,32.9937,383968.0
2022-03-12,33.022,33.6358,32.9842,32.9937,383968.0
2022-03-13,33.022,33.6358,32.9842,32.9937,383968.0
2022-03-14,33.6666,34.2827,33.3254,33.8657,725870.0
2022-03-15,34.0078,34.3491,33.0221,33.3823,649244.0
2022-03-16,33.8846,34.7661,33.2224,34.6997,396702.0
2022-03-17,34.5386,34.5386,33.8325,34.0458,344506.0
2022-03-18,33.9699,34.3301,33.3775,33.951,1684544.0
2022-03-19,33.9699,34.3301,33.3775,33.951,1684544.0
2022-03-20,33.9699,34.3301,33.3775,33.951,1684544.0
2022-03-21,34.0837,34.2922,33.3728,33.6856,301629.0
2022-03-22,34.7187,34.7187,33.714,33.9225,190258.0
2022-03-23,33.7045,33.7424,32.6051,32.6714,325912.0
2022-03-24,32.8325,33.3301,32.4913,33.2022,209563.0
2022-03-25,33.2306,34.15,33.1548,34.1216,186794.0
2022-03-26,33.2306,34.15,33.1548,34.1216,186794.0
2022-03-27,33.2306,34.15,33.1548,34.1216,186794.0
2022-03-28,33.6477,34.1737,33.2306,33.6287,211719.0
2022-03-29,33.8657,34.5765,33.7424,34.1784,341495.0
2022-03-30,34.4344,34.9272,33.7709,33.9225,634322.0
2022-03-31,33.7898,34.1595,33.1643,33.1927,502601.0
2022-04-01,32.9178,33.7898,32.4155,32.5482,678836.0
2022-04-02,32.9178,33.7898,32.4155,32.5482,678836.0
2022-04-03,32.9178,33.7898,32.4155,32.5482,678836.0
2022-04-04,32.3397,32.9226,31.7615,32.7093,269378.0
2022-04-05,32.5766,32.9652,32.4629,32.5671,319508.0
2022-04-06,32.5008,32.9084,32.406,32.5008,499761.0
2022-04-07,32.7851,32.7851,31.5577,31.7141,386810.0
2022-04-08,31.752,34.0837,31.0421,31.5909,270729.0
2022-04-09,31.752,34.0837,31.0421,31.5909,270729.0
2022-04-10,31.752,34.0837,31.0421,31.5909,270729.0
2022-04-11,31.5435,32.3681,31.5435,31.8847,274275.0
2022-04-12,31.8373,32.3207,31.1644,31.3065,298156.0
2022-04-13,31.0127,31.6952,31.0127,31.6478,160457.0
2022-04-14,31.6478,32.1928,31.0506,31.1549,211236.0
2022-04-15,31.6478,32.1928,31.0506,31.1549,211236.0
2022-04-16,31.6478,32.1928,31.0506,31.1549,211236.0
2022-04-17,31.6478,32.1928,31.0506,31.1549,211236.0
2022-04-18,31.4108,31.4866,30.8042,31.2402,203076.0
2022-04-19,31.4203,32.5956,31.4203,32.5577,333130.0
2022-04-20,33.0221,33.7709,32.6951,33.3728,259549.0
2022-04-21,33.515,33.9415,32.9652,33.06,297197.0
2022-04-22,32.7946,32.9558,32.1501,32.2354,237979.0
2022-04-23,32.7946,32.9558,32.1501,32.2354,237979.0
2022-04-24,32.7946,32.9558,32.1501,32.2354,237979.0
2022-04-25,31.8847,32.5103,31.2307,32.1217,355248.0
2022-04-26,31.6193,31.97,31.1833,31.2971,269624.0
2022-04-27,31.2686,31.6004,30.8421,31.316,284574.0
2022-04-28,31.6288,31.8752,30.899,31.4961,183067.0
2022-04-29,31.0601,31.9072,30.662,30.8042,314008.0
2022-04-30,31.0601,31.9072,30.662,30.8042,314008.0
2022-05-01,31.0601,31.9072,30.662,30.8042,314008.0
2022-05-02,30.9748,31.8563,30.681,31.7899,342895.0
2022-05-03,31.9132,32.0932,31.3539,31.9605,262584.0
2022-05-04,31.9795,33.0411,31.6667,32.8989,247333.0
2022-05-05,32.8989,32.8989,31.8278,32.4534,231174.0
2022-05-06,32.4913,32.6525,31.6193,32.1406,318315.0
2022-05-07,32.4913,32.6525,31.6193,32.1406,318315.0
2022-05-08,32.4913,32.6525,31.6193,32.1406,318315.0
2022-05-09,31.9226,32.2733,31.6572,31.8563,241619.0
2022-05-10,31.989,32.4487,30.6431,31.2118,290671.0
2022-05-11,31.2971,31.6857,30.9464,30.9938,263535.0
2022-05-12,30.9653,30.9938,30.1502,30.9179,360569.0
2022-05-13,30.662,31.6572,30.662,31.2497,245059.0
2022-05-14,30.662,31.6572,30.662,31.2497,245059.0
2022-05-15,30.662,31.6572,30.662,31.2497,245059.0
2022-05-16,31.0885,31.1833,30.1976,30.6336,334322.0
2022-05-17,31.0412,31.7331,31.0412,31.7236,267913.0
2022-05-18,31.2781,31.6667,30.7758,31.0412,318163.0
2022-05-19,30.662,31.0885,30.3682,30.4819,321978.0
2022-05-20,30.681,30.9559,29.9796,30.7094,196207.0
2022-05-21,30.681,30.9559,29.9796,30.7094,196207.0
2022-05-22,30.681,30.9559,29.9796,30.7094,196207.0
2022-05-23,31.1454,32.0838,31.0222,31.8847,205285.0
2022-05-24,31.8373,31.9321,30.9559,31.6572,191100.0
2022-05-25,31.6478,32.1833,31.3824,31.6952,244794.0
2022-05-26,31.989,32.3207,31.752,32.0269,229523.0
2022-05-27,32.1975,32.7188,32.0269,32.6619,186785.0
2022-05-28,32.1975,32.7188,32.0269,32.6619,186785.0
