,LMT US Equity,LMT US Equity,LMT US Equity,LMT US Equity,LMT US Equity
2021-08-28,336.895,337.86,334.938,335.69,1203851.0
2021-08-29,336.895,337.86,334.938,335.69,1203851.0
2021-08-30,335.931,337.516,335.467,335.745,986040.0
2021-08-31,335.698,337.053,334.484,336.072,1084123.0
2021-09-01,334.671,335.801,333.027,333.139,1116268.0
2021-09-02,333.279,335.077,332.074,334.437,2071599.0
2021-09-03,334.437,334.643,332.172,332.523,893685.0
2021-09-04,334.437,334.643,332.172,332.523,893685.0
2021-09-05,334.437,334.643,332.172,332.523,893685.0
2021-09-06,334.437,334.643,332.172,332.523,893685.0
2021-09-07,331.327,331.327,326.05,326.171,2034671.0
2021-09-08,327.283,330.262,326.414,328.282,1215491.0
2021-09-09,327.395,328.506,324.919,325.919,1099019.0
2021-09-10,326.395,326.993,323.014,323.07,1222611.0
2021-09-11,326.395,326.993,323.014,323.07,1222611.0
2021-09-12,326.395,326.993,323.014,323.07,1222611.0
2021-09-13,324.966,326.246,320.146,323.472,1489315.0
2021-09-14,325.05,325.33,319.894,321.632,1325937.0
2021-09-15,322.061,324.051,321.23,322.313,1149756.0
2021-09-16,322.696,323.129,318.278,318.979,1451607.0
2021-09-17,317.531,320.202,316.784,318.493,2108086.0
2021-09-18,317.531,320.202,316.784,318.493,2108086.0
2021-09-19,317.531,320.202,316.784,318.493,2108086.0
2021-09-20,316.364,318.185,313.739,316.139,1709991.0
2021-09-21,316.401,317.638,313.001,313.888,1316981.0
2021-09-22,315.84,320.567,315.728,319.194,1335925.0
2021-09-23,317.849,322.038,317.681,321.501,1366181.0
2021-09-24,325.956,329.664,324.593,326.47,1692975.0
2021-09-25,325.956,329.664,324.593,326.47,1692975.0
2021-09-26,325.956,329.664,324.593,326.47,1692975.0
2021-09-27,328.917,333.676,328.151,330.057,1865989.0
2021-09-28,330.057,331.878,326.844,328.927,1140435.0
2021-09-29,325.172,329.328,322.22,327.189,1547732.0
2021-09-30,328.347,329.067,322.155,322.341,1054430.0
2021-10-01,324.406,326.619,320.165,324.863,960373.0
2021-10-02,324.406,326.619,320.165,324.863,960373.0
2021-10-03,324.406,326.619,320.165,324.863,960373.0
2021-10-04,324.761,327.173,321.034,323.173,1127402.0
2021-10-05,323.182,327.339,322.08,324.817,889373.0
2021-10-06,324.144,327.049,321.501,326.909,995895.0
2021-10-07,327.077,331.103,327.077,328.581,1042648.0
2021-10-08,328.861,331.738,327.666,330.421,768502.0
2021-10-09,328.861,331.738,327.666,330.421,768502.0
2021-10-10,328.861,331.738,327.666,330.421,768502.0
2021-10-11,331.495,335.633,330.767,333.531,996832.0
2021-10-12,333.438,336.614,332.532,334.503,840239.0
2021-10-13,335.904,338.491,330.141,337.903,1102227.0
2021-10-14,338.146,340.144,336.59,338.192,974240.0
2021-10-15,340.088,342.087,339.537,341.508,952985.0
2021-10-16,340.088,342.087,339.537,341.508,952985.0
2021-10-17,340.088,342.087,339.537,341.508,952985.0
2021-10-18,340.303,343.619,338.01,340.929,1014628.0
2021-10-19,342.33,346.702,339.668,346.599,1051527.0
2021-10-20,347.262,348.0,345.413,346.655,955188.0
2021-10-21,347.122,348.644,342.928,348.532,803738.0
2021-10-22,349.27,352.156,347.701,349.896,1092043.0
2021-10-23,349.27,352.156,347.701,349.896,1092043.0
2021-10-24,349.27,352.156,347.701,349.896,1092043.0
2021-10-25,351.12,353.165,349.905,351.512,1350320.0
2021-10-26,325.358,328.039,304.501,310.021,9439687.0
2021-10-27,311.039,314.247,308.742,309.115,2822940.0
2021-10-28,308.237,312.772,303.698,309.536,2874550.0
2021-10-29,308.237,312.314,307.154,310.404,1821510.0
2021-10-30,308.237,312.314,307.154,310.404,1821510.0
2021-10-31,308.237,312.314,307.154,310.404,1821510.0
2021-11-01,308.676,312.158,308.303,309.106,1865020.0
2021-11-02,309.592,310.143,303.857,304.791,2745016.0
2021-11-03,304.034,311.133,302.846,309.498,1902646.0
2021-11-04,309.452,313.598,309.452,313.375,1847897.0
2021-11-05,314.729,318.063,314.168,317.475,2145291.0
2021-11-06,314.729,318.063,314.168,317.475,2145291.0
2021-11-07,314.729,318.063,314.168,317.475,2145291.0
2021-11-08,319.096,320.399,315.317,319.24,1733007.0
2021-11-09,318.867,319.446,314.869,315.868,1769211.0
2021-11-10,316.429,318.232,315.243,315.364,1268788.0
2021-11-11,314.906,314.972,311.32,313.739,1216473.0
2021-11-12,313.487,317.942,312.936,316.7,1097665.0
2021-11-13,313.487,317.942,312.936,316.7,1097665.0
2021-11-14,313.487,317.942,312.936,316.7,1097665.0
2021-11-15,317.157,319.119,317.045,318.437,1068912.0
2021-11-16,319.343,320.978,317.354,317.923,1307549.0
2021-11-17,317.092,320.889,317.092,319.437,1751113.0
2021-11-18,320.118,320.483,317.774,319.521,1431476.0
2021-11-19,318.4,320.38,316.971,318.923,1426637.0
2021-11-20,318.4,320.38,316.971,318.923,1426637.0
2021-11-21,318.4,320.38,316.971,318.923,1426637.0
2021-11-22,319.194,324.667,318.96,322.229,1229647.0
2021-11-23,322.229,325.134,321.94,322.416,1212807.0
2021-11-24,322.117,324.116,320.427,320.922,1134598.0
2021-11-25,322.117,324.116,320.427,320.922,1134598.0
2021-11-26,316.915,320.595,315.784,320.118,1079864.0
2021-11-27,316.915,320.595,315.784,320.118,1079864.0
2021-11-28,316.915,320.595,315.784,320.118,1079864.0
2021-11-29,321.314,321.874,316.831,318.727,1492254.0
2021-11-30,317.568,318.656,313.641,313.914,2763187.0
2021-12-01,315.496,316.391,309.092,309.3,2249186.0
2021-12-02,310.788,314.47,309.215,311.287,1804208.0
2021-12-03,312.059,314.91,311.108,314.376,1603414.0
2021-12-04,312.059,314.91,311.108,314.376,1603414.0
2021-12-05,312.059,314.91,311.108,314.376,1603414.0
2021-12-06,317.615,322.475,317.615,320.168,1946921.0
2021-12-07,320.205,322.193,319.075,319.424,1540927.0
2021-12-08,319.932,322.447,319.287,321.222,1376911.0
2021-12-09,320.149,325.018,318.576,323.596,1591713.0
2021-12-10,325.705,327.024,324.538,324.801,1180685.0
2021-12-11,325.705,327.024,324.538,324.801,1180685.0
2021-12-12,325.705,327.024,324.538,324.801,1180685.0
2021-12-13,324.349,326.605,321.627,325.432,1740728.0
2021-12-14,323.737,328.116,323.737,325.517,1786033.0
2021-12-15,325.282,325.517,320.205,324.368,1208943.0
2021-12-16,325.545,327.702,323.662,324.764,1185928.0
2021-12-17,325.432,326.944,322.955,324.104,2749535.0
2021-12-18,325.432,326.944,322.955,324.104,2749535.0
2021-12-19,325.432,326.944,322.955,324.104,2749535.0
2021-12-20,321.147,321.326,314.008,317.776,2315457.0
2021-12-21,319.047,323.389,318.934,320.931,2352563.0
2021-12-22,321.298,324.302,321.175,323.163,1311507.0
2021-12-23,323.765,328.041,323.765,326.817,1061270.0
2021-12-24,323.765,328.041,323.765,326.817,1061270.0
2021-12-25,323.765,328.041,323.765,326.817,1061270.0
2021-12-26,323.765,328.041,323.765,326.817,1061270.0
2021-12-27,326.892,330.386,326.798,329.887,966003.0
2021-12-28,329.68,334.492,329.163,333.155,827730.0
2021-12-29,332.863,334.803,332.157,333.645,771816.0
2021-12-30,334.332,336.997,332.929,332.995,778617.0
2021-12-31,332.609,336.272,331.088,334.718,887171.0
2022-01-01,332.609,336.272,331.088,334.718,887171.0
2022-01-02,332.609,336.272,331.088,334.718,887171.0
2022-01-03,334.031,335.83,332.477,333.729,1206138.0
2022-01-04,334.831,342.375,334.53,340.915,1361119.0
2022-01-05,341.866,342.808,337.035,337.289,1682213.0
2022-01-06,339.041,340.209,336.734,337.157,1368996.0
2022-01-07,338.175,341.857,337.299,339.173,1634647.0
2022-01-08,338.175,341.857,337.299,339.173,1634647.0
2022-01-09,338.175,341.857,337.299,339.173,1634647.0
2022-01-10,341.866,347.95,340.369,342.102,2389886.0
2022-01-11,342.818,343.786,340.237,342.94,1128134.0
2022-01-12,342.224,344.838,338.523,340.265,1477143.0
2022-01-13,340.981,345.972,339.154,343.919,1243975.0
2022-01-14,343.919,351.275,342.78,350.926,2164983.0
2022-01-15,343.919,351.275,342.78,350.926,2164983.0
2022-01-16,343.919,351.275,342.78,350.926,2164983.0
2022-01-17,343.919,351.275,342.78,350.926,2164983.0
2022-01-18,348.883,355.39,347.385,354.618,2472313.0
2022-01-19,353.639,359.242,352.392,355.362,3336687.0
2022-01-20,355.061,358.96,352.235,353.29,2109142.0
2022-01-21,352.226,355.145,348.157,349.589,2795405.0
2022-01-22,352.226,355.145,348.157,349.589,2795405.0
2022-01-23,352.226,355.145,348.157,349.589,2795405.0
2022-01-24,348.035,352.734,344.07,351.595,3023288.0
2022-01-25,355.847,365.411,349.193,364.629,3182423.0
2022-01-26,365.411,370.713,361.361,368.462,3640696.0
2022-01-27,366.72,372.568,362.336,366.428,2566244.0
2022-01-28,366.447,370.431,362.378,370.261,2145264.0
2022-01-29,366.447,370.431,362.378,370.261,2145264.0
2022-01-30,366.447,370.431,362.378,370.261,2145264.0
2022-01-31,367.765,368.227,362.284,366.475,2363525.0
2022-02-01,367.502,367.775,363.725,364.478,1951392.0
2022-02-02,363.631,365.74,362.595,364.789,1620605.0
2022-02-03,365.58,369.335,363.895,367.012,1648970.0
2022-02-04,365.411,369.969,362.887,366.663,1645777.0
2022-02-05,365.411,369.969,362.887,366.663,1645777.0
2022-02-06,365.411,369.969,362.887,366.663,1645777.0
2022-02-07,369.178,372.55,365.693,369.498,1242964.0
2022-02-08,372.644,373.731,367.859,372.983,1311373.0
2022-02-09,372.474,374.468,370.77,371.57,1541931.0
2022-02-10,370.157,372.625,361.578,362.99,2301132.0
2022-02-11,364.243,375.629,362.915,373.124,3276387.0
2022-02-12,364.243,375.629,362.915,373.124,3276387.0
2022-02-13,364.243,375.629,362.915,373.124,3276387.0
2022-02-14,371.043,372.493,361.446,364.441,2799981.0
2022-02-15,359.675,364.752,356.294,359.967,2418999.0
2022-02-16,360.561,366.077,359.76,364.375,1776794.0
2022-02-17,363.64,368.886,363.311,366.136,1249040.0
2022-02-18,366.484,368.312,363.249,363.96,1459949.0
2022-02-19,366.484,368.312,363.249,363.96,1459949.0
2022-02-20,366.484,368.312,363.249,363.96,1459949.0
2022-02-21,366.484,368.312,363.249,363.96,1459949.0
2022-02-22,368.49,370.515,362.651,363.716,1680920.0
2022-02-23,366.513,367.558,362.115,366.258,1839516.0
2022-02-24,375.045,375.752,364.865,372.672,4140943.0
2022-02-25,372.22,390.321,372.21,385.65,3376337.0
2022-02-26,372.22,390.321,372.21,385.65,3376337.0
2022-02-27,372.22,390.321,372.21,385.65,3376337.0
2022-02-28,392.401,411.452,392.107,411.357,5808648.0
2022-03-01,412.495,434.808,412.495,432.987,5719257.0
2022-03-02,422.329,428.198,407.071,426.719,5003398.0
2022-03-03,421.712,432.314,414.812,424.652,4603471.0
2022-03-04,426.767,438.724,420.148,434.447,3322792.0
2022-03-05,426.767,438.724,420.148,434.447,3322792.0
2022-03-06,426.767,438.724,420.148,434.447,3322792.0
2022-03-07,439.056,455.158,439.047,442.034,5210148.0
2022-03-08,439.786,443.788,425.164,425.761,4133678.0
2022-03-09,414.866,432.157,410.058,425.505,3477455.0
2022-03-10,427.317,433.319,419.361,421.371,3049605.0
2022-03-11,419.133,425.472,415.918,416.326,2649146.0
2022-03-12,419.133,425.472,415.918,416.326,2649146.0
2022-03-13,419.133,425.472,415.918,416.326,2649146.0
2022-03-14,426.188,426.511,416.487,421.456,2475664.0
2022-03-15,421.741,427.117,417.502,425.458,1778690.0
2022-03-16,412.543,414.287,390.078,399.542,5815501.0
2022-03-17,404.966,409.442,402.823,406.417,2947717.0
2022-03-18,412.182,414.856,399.883,404.131,5215744.0
2022-03-19,412.182,414.856,399.883,404.131,5215744.0
2022-03-20,412.182,414.856,399.883,404.131,5215744.0
2022-03-21,409.3,424.756,409.3,417.236,3245174.0
2022-03-22,416.715,420.878,411.727,417.796,2113816.0
2022-03-23,421.03,424.348,419.465,422.215,1715074.0
2022-03-24,422.262,428.142,420.299,426.463,1375374.0
2022-03-25,426.748,433.86,426.719,430.19,1646550.0
2022-03-26,426.748,433.86,426.719,430.19,1646550.0
2022-03-27,426.748,433.86,426.719,430.19,1646550.0
2022-03-28,426.074,427.155,420.375,421.959,1676187.0
2022-03-29,410.836,415.454,407.109,414.534,2451105.0
2022-03-30,416.592,423.931,416.577,422.879,1719608.0
2022-03-31,419.095,425.648,418.185,418.564,1660687.0
2022-04-01,419.342,425.761,416.115,422.907,1174396.0
2022-04-02,419.342,425.761,416.115,422.907,1174396.0
2022-04-03,419.342,425.761,416.115,422.907,1174396.0
2022-04-04,424.33,424.823,416.81,421.039,1166477.0
2022-04-05,421.978,431.28,420.442,424.102,2240156.0
2022-04-06,423.286,433.888,423.286,431.062,1941375.0
2022-04-07,429.564,443.219,427.468,441.427,2032701.0
2022-04-08,443.522,447.192,435.832,437.643,1710860.0
2022-04-09,443.522,447.192,435.832,437.643,1710860.0
2022-04-10,443.522,447.192,435.832,437.643,1710860.0
2022-04-11,439.796,449.904,438.278,440.232,1911179.0
2022-04-12,442.081,447.334,437.51,443.361,1502527.0
2022-04-13,446.633,450.056,442.128,444.916,1212375.0
2022-04-14,447.496,449.221,441.929,443.465,1965159.0
2022-04-15,447.496,449.221,441.929,443.465,1965159.0
2022-04-16,447.496,449.221,441.929,443.465,1965159.0
2022-04-17,447.496,449.221,441.929,443.465,1965159.0
2022-04-18,442.84,447.552,435.358,443.257,1638891.0
2022-04-19,438.563,450.9,434.708,436.107,2044006.0
2022-04-20,436.088,437.491,429.355,430.389,1636172.0
2022-04-21,431.46,432.361,416.146,416.8,1937573.0
2022-04-22,418.08,427.573,415.712,422.727,1451796.0
2022-04-23,418.08,427.573,415.712,422.727,1451796.0
2022-04-24,418.08,427.573,415.712,422.727,1451796.0
2022-04-25,420.081,421.807,410.855,419.977,1499844.0
2022-04-26,423.912,428.919,420.252,423.011,1440435.0
2022-04-27,423.144,428.616,416.54,421.959,1017592.0
2022-04-28,425.771,425.771,414.885,418.858,1349467.0
2022-04-29,421.437,421.987,408.114,409.764,1479532.0
2022-04-30,421.437,421.987,408.114,409.764,1479532.0
2022-05-01,421.437,421.987,408.114,409.764,1479532.0
2022-05-02,407.375,414.856,404.103,408.522,1397135.0
2022-05-03,411.907,414.961,408.659,412.277,1331984.0
2022-05-04,414.42,422.917,412.386,422.68,1172615.0
2022-05-05,422.68,424.32,415.918,420.224,1183765.0
2022-05-06,418.687,426.321,417.151,426.179,1409797.0
2022-05-07,418.687,426.321,417.151,426.179,1409797.0
2022-05-08,418.687,426.321,417.151,426.179,1409797.0
2022-05-09,423.903,425.562,414.505,416.137,1354467.0
2022-05-10,417.18,423.4,414.866,416.411,978706.0
2022-05-11,414.866,421.968,414.027,417.625,1018188.0
2022-05-12,416.535,418.488,406.189,412.106,1390225.0
2022-05-13,412.837,415.06,406.806,412.656,1114755.0
2022-05-14,412.837,415.06,406.806,412.656,1114755.0
2022-05-15,412.837,415.06,406.806,412.656,1114755.0
2022-05-16,412.495,417.583,409.797,414.913,1004671.0
2022-05-17,417.056,419.342,408.949,418.185,798112.0
2022-05-18,418.185,419.199,410.697,411.86,986895.0
2022-05-19,408.56,410.589,397.593,403.6,1539795.0
2022-05-20,405.857,405.857,395.701,402.206,1632492.0
2022-05-21,405.857,405.857,395.701,402.206,1632492.0
2022-05-22,405.857,405.857,395.701,402.206,1632492.0
2022-05-23,405.326,413.107,405.326,410.627,1038386.0
2022-05-24,410.599,420.375,410.599,419.873,1034278.0
2022-05-25,420.536,425.42,418.469,424.386,1032343.0
2022-05-26,426.719,430.569,424.6,424.813,1143164.0
2022-05-27,427.8,428.113,421.466,427.25,1265926.0
2022-05-28,427.8,428.113,421.466,427.25,1265926.0
2022-05-29,427.8,428.113,421.466,427.25,1265926.0
2022-05-30,427.8,428.113,421.466,427.25,1265926.0
2022-05-31,422.708,424.616,418.328,419.95,2539099.0
2022-06-01,422.737,423.519,416.496,419.177,1199127.0
2022-06-02,421.525,422.269,410.723,420.905,1209973.0
2022-06-03,419.845,426.122,419.044,422.412,928107.0
2022-06-04,419.845,426.122,419.044,422.412,928107.0
2022-06-05,419.845,426.122,419.044,422.412,928107.0
2022-06-06,423.49,425.571,421.334,423.099,689983.0
2022-06-07,421.754,435.752,421.18,435.399,1126120.0
2022-06-08,431.296,433.815,422.622,423.099,1151604.0
2022-06-09,423.109,423.232,412.689,412.899,995196.0
2022-06-10,411.258,414.454,406.248,410.485,1166079.0
2022-06-11,411.258,414.454,406.248,410.485,1166079.0
2022-06-12,411.258,414.454,406.248,410.485,1166079.0
2022-06-13,404.96,408.739,402.214,404.512,1483046.0
2022-06-14,404.588,404.731,392.279,397.107,1498032.0
2022-06-15,398.433,399.807,390.141,395.132,1241740.0
2022-06-16,391.63,393.977,384.559,386.248,1580297.0
2022-06-17,385.084,386.83,376.582,385.504,3757111.0
2022-06-18,385.084,386.83,376.582,385.504,3757111.0
2022-06-19,385.084,386.83,376.582,385.504,3757111.0
2022-06-20,385.084,386.83,376.582,385.504,3757111.0
2022-06-21,393.128,401.239,390.275,399.769,1474357.0
2022-06-22,395.094,401.162,392.928,396.42,1073621.0
2022-06-23,396.344,397.202,388.529,391.811,988848.0
2022-06-24,396.792,400.265,391.868,399.845,1767980.0
2022-06-25,396.792,400.265,391.868,399.845,1767980.0
2022-06-26,396.792,400.265,391.868,399.845,1767980.0
2022-06-27,399.845,403.805,398.347,400.046,779026.0
2022-06-28,403.624,407.975,400.141,401.439,953621.0
2022-06-29,403.681,404.966,397.355,399.702,733833.0
2022-06-30,399.006,410.609,397.784,410.265,1269511.0
2022-07-01,410.055,415.036,405.036,413.662,1296938.0
2022-07-02,410.055,415.036,405.036,413.662,1296938.0
2022-07-03,410.055,415.036,405.036,413.662,1296938.0
2022-07-04,410.055,415.036,405.036,413.662,1296938.0
2022-07-05,405.332,406.267,388.557,396.229,1713202.0
2022-07-06,397.804,408.261,396.258,406.382,1044956.0
2022-07-07,405.036,408.39,400.332,402.851,1177278.0
2022-07-08,406.048,407.407,400.733,401.095,681978.0
2022-07-09,406.048,407.407,400.733,401.095,681978.0
2022-07-10,406.048,407.407,400.733,401.095,681978.0
2022-07-11,398.758,403.624,396.353,399.874,602659.0
2022-07-12,400.256,400.657,393.7,395.027,680454.0
2022-07-13,390.37,398.634,389.054,389.311,1155525.0
2022-07-14,384.722,386.802,379.311,381.973,1160735.0
2022-07-15,385.218,385.218,379.588,380.132,1223234.0
2022-07-16,385.218,385.218,379.588,380.132,1223234.0
2022-07-17,385.218,385.218,379.588,380.132,1223234.0
2022-07-18,381.649,381.678,369.302,369.54,2759730.0
2022-07-19,361.468,372.68,356.554,372.498,3023792.0
2022-07-20,372.765,379.273,367.999,377.117,1560459.0
2022-07-21,376.258,377.431,371.792,377.098,941017.0
2022-07-22,381.63,383.557,375.437,376.659,769437.0
2022-07-23,381.63,383.557,375.437,376.659,769437.0
2022-07-24,381.63,383.557,375.437,376.659,769437.0
2022-07-25,376.306,385.232,375.595,381.487,1038252.0
2022-07-26,381.849,384.521,378.405,378.634,992431.0
2022-07-27,379.569,380.962,375.952,380.285,838642.0
2022-07-28,380.867,388.138,377.994,387.479,1014819.0
2022-07-29,387.87,395.179,383.586,394.855,1493633.0
2022-07-30,387.87,395.179,383.586,394.855,1493633.0
2022-07-31,387.87,395.179,383.586,394.855,1493633.0
2022-08-01,399.082,408.872,397.555,400.075,1721893.0
2022-08-02,405.542,413.009,399.903,409.139,2453931.0
2022-08-03,407.699,411.983,400.42,409.636,1330652.0
2022-08-04,410.981,414.743,407.336,408.519,1126420.0
2022-08-05,405.781,408.245,400.313,406.878,932609.0
2022-08-06,405.781,408.245,400.313,406.878,932609.0
2022-08-07,405.781,408.245,400.313,406.878,932609.0
2022-08-08,407.918,409.702,402.36,404.445,815818.0
2022-08-09,407.393,412.097,406.201,408.92,747479.0
2022-08-10,410.37,412.45,406.811,410.294,1409345.0
2022-08-11,409.578,412.679,407.632,409.206,949367.0
2022-08-12,409.254,414.397,407.622,414.349,978009.0
2022-08-13,409.254,414.397,407.622,414.349,978009.0
2022-08-14,409.254,414.397,407.622,414.349,978009.0
2022-08-15,412.861,419.817,410.165,417.947,885044.0
2022-08-16,416.906,424.616,416.906,419.998,851050.0
2022-08-17,416.153,425.084,415.075,421.363,996600.0
2022-08-18,421.666,424.216,416.859,419.225,866540.0
2022-08-19,418.395,420.723,416.067,419.874,1013644.0
2022-08-20,418.395,420.723,416.067,419.874,1013644.0
2022-08-21,418.395,420.723,416.067,419.874,1013644.0
2022-08-22,418.424,421.41,412.059,412.527,1086763.0
2022-08-23,413.099,414.817,410.59,413.281,915242.0
2022-08-24,414.111,415.504,411.2,413.844,740243.0
2022-08-25,413.844,418.739,412.622,418.548,727686.0
2022-08-26,420.227,422.493,411.2,411.382,876348.0
2022-08-27,420.227,422.493,411.2,411.382,876348.0
2022-08-28,420.227,422.493,411.2,411.382,876348.0
2022-08-29,408.071,414.025,406.945,409.998,868264.0
2022-08-30,409.769,410.657,404.588,405.637,976123.0
2022-08-31,405.686,407.972,403.437,403.525,909298.0
2022-09-01,401.728,406.86,401.306,405.926,948908.0
2022-09-02,408.212,408.884,401.066,402.045,869980.0
2022-09-03,408.212,408.884,401.066,402.045,869980.0
2022-09-04,408.212,408.884,401.066,402.045,869980.0
2022-09-05,408.212,408.884,401.066,402.045,869980.0
2022-09-06,402.468,406.56,399.365,401.286,962529.0
2022-09-07,398.952,404.283,395.984,403.553,1255723.0
2022-09-08,403.006,404.442,398.395,403.083,1112677.0
2022-09-09,404.082,406.896,402.473,404.888,1284687.0
2022-09-10,404.082,406.896,402.473,404.888,1284687.0
2022-09-11,404.082,406.896,402.473,404.888,1284687.0
2022-09-12,404.379,404.85,401.018,402.113,1349659.0
2022-09-13,400.845,404.187,391.278,393.17,1621432.0
2022-09-14,393.996,401.882,392.181,400.182,1004293.0
2022-09-15,398.453,398.453,394.51,397.262,1189166.0
2022-09-16,395.014,399.356,393.823,397.934,2023341.0
2022-09-17,395.014,399.356,393.823,397.934,2023341.0
2022-09-18,395.014,399.356,393.823,397.934,2023341.0
2022-09-19,397.656,401.152,396.436,400.076,695575.0
2022-09-20,399.577,404.773,396.061,403.976,1112250.0
2022-09-21,411.093,416.661,403.448,403.611,2106395.0
2022-09-22,403.256,407.953,396.695,405.417,1409886.0
2022-09-23,403.208,403.428,391.489,396.762,1874579.0
2022-09-24,403.208,403.428,391.489,396.762,1874579.0
2022-09-25,403.208,403.428,391.489,396.762,1874579.0
2022-09-26,395.437,395.932,390.461,391.556,1208273.0
2022-09-27,393.045,394.116,382.638,383.959,1052147.0
2022-09-28,381.519,386.216,375.66,384.208,1161708.0
2022-09-29,383.229,383.642,370.651,374.402,1127761.0
2022-09-30,366.564,374.507,366.487,371.04,1343719.0
2022-10-01,366.564,374.507,366.487,371.04,1343719.0
2022-10-02,366.564,374.507,366.487,371.04,1343719.0
2022-10-03,374.353,386.927,373.72,383.959,1273772.0
2022-10-04,387.196,391.739,384.045,390.077,1060128.0
2022-10-05,390.077,391.566,384.958,386.619,828365.0
2022-10-06,385.764,387.661,382.364,383.834,746670.0
2022-10-07,382.825,388.694,380.376,388.012,1124719.0
2022-10-08,382.825,388.694,380.376,388.012,1124719.0
2022-10-09,382.825,388.694,380.376,388.012,1124719.0
2022-10-10,391.499,402.103,390.116,393.804,1112472.0
2022-10-11,389.645,399.726,389.645,394.832,1013559.0
2022-10-12,390.865,392.757,381.461,381.73,921846.0
2022-10-13,377.485,390.98,375.779,389.933,1012657.0
2022-10-14,388.367,389.376,372.778,374.037,1370491.0
2022-10-15,388.367,389.376,372.778,374.037,1370491.0
2022-10-16,388.367,389.376,372.778,374.037,1370491.0
2022-10-17,377.485,384.79,376.664,381.625,1617203.0
2022-10-18,387.234,418.316,385.688,414.791,4588540.0
2022-10-19,416.837,429.896,413.36,422.591,2623664.0
2022-10-20,422.264,427.73,420.66,426.798,1781303.0
2022-10-21,426.202,436.739,422.773,436.662,1620175.0
2022-10-22,426.202,436.739,422.773,436.662,1620175.0
2022-10-23,426.202,436.739,422.773,436.662,1620175.0
2022-10-24,440.956,447.773,437.575,439.4,2013669.0
2022-10-25,436.125,445.235,434.338,441.984,1536954.0
2022-10-26,443.924,452.06,442.282,444.299,1554812.0
2022-10-27,446.239,455.455,446.066,453.299,1513809.0
2022-10-28,455.287,471.75,453.654,465.728,2045544.0
2022-10-29,455.287,471.75,453.654,465.728,2045544.0
2022-10-30,455.287,471.75,453.654,465.728,2045544.0
2022-10-31,461.482,468.955,460.507,467.466,1288421.0
2022-11-01,466.842,471.765,464.767,466.458,1229929.0
2022-11-02,465.411,469.58,462.491,463.029,1292138.0
2022-11-03,460.829,470.627,459.657,465.68,1291110.0
2022-11-04,466.006,467.293,453.913,462.654,1447171.0
2022-11-05,466.006,467.293,453.913,462.654,1447171.0
2022-11-06,466.006,467.293,453.913,462.654,1447171.0
2022-11-07,463.432,470.617,461.972,469.339,944759.0
2022-11-08,469.58,475.131,467.624,474.613,1220973.0
2022-11-09,470.415,472.999,465.123,466.026,1383237.0
2022-11-10,468.984,471.827,460.762,471.395,1601072.0
2022-11-11,461.761,464.729,444.347,445.547,3061838.0
2022-11-12,461.761,464.729,444.347,445.547,3061838.0
2022-11-13,461.761,464.729,444.347,445.547,3061838.0
2022-11-14,448.9,453.347,441.235,443.799,2286803.0
2022-11-15,447.449,456.238,439.967,448.803,3272823.0
2022-11-16,446.873,450.734,443.367,447.833,1022748.0
2022-11-17,446.642,456.036,445.932,454.106,1403073.0
2022-11-18,454.932,461.886,454.106,457.996,2160399.0
2022-11-19,454.932,461.886,454.106,457.996,2160399.0
2022-11-20,454.932,461.886,454.106,457.996,2160399.0
2022-11-21,459.6,464.854,459.35,461.953,1730774.0
2022-11-22,463.903,465.142,460.356,460.57,838407.0
2022-11-23,460.839,463.922,459.821,462.078,1020415.0
2022-11-24,460.839,463.922,459.821,462.078,1020415.0
2022-11-25,465.18,465.372,462.409,464.374,321504.0
2022-11-26,465.18,465.372,462.409,464.374,321504.0
2022-11-27,465.18,465.372,462.409,464.374,321504.0
2022-11-28,461.156,466.083,461.05,464.133,939150.0
2022-11-29,464.028,465.944,462.721,464.988,802623.0
2022-11-30,463.925,469.676,461.731,468.941,1469962.0
2022-12-01,470.227,471.657,464.573,467.491,913652.0
2022-12-02,465.674,482.24,465.674,479.612,1744461.0
2022-12-03,465.674,482.24,465.674,479.612,1744461.0
2022-12-04,465.674,482.24,465.674,479.612,1744461.0
2022-12-05,474.431,478.403,471.966,474.238,1357208.0
2022-12-06,474.866,474.866,466.051,467.791,1076620.0
2022-12-07,468.081,472.856,464.384,465.085,999948.0
2022-12-08,469.009,472.44,465.423,469.125,762292.0
2022-12-09,469.376,473.938,467.028,467.385,856508.0
2022-12-10,469.376,473.938,467.028,467.385,856508.0
2022-12-11,469.376,473.938,467.028,467.385,856508.0
2022-12-12,468.709,470.855,466.341,470.033,1129195.0
2022-12-13,473.59,473.948,462.64,464.138,1731061.0
2022-12-14,465.075,471.918,464.06,468.941,1071788.0
2022-12-15,464.892,468.854,459.208,462.756,1067653.0
2022-12-16,459.701,466.448,457.802,465.655,2590742.0
2022-12-17,459.701,466.448,457.802,465.655,2590742.0
2022-12-18,459.701,466.448,457.802,465.655,2590742.0
2022-12-19,465.645,471.638,463.857,465.655,929944.0
2022-12-20,466.709,474.992,465.679,469.869,1014530.0
2022-12-21,471.541,474.141,469.424,471.319,988276.0
2022-12-22,470.207,470.517,458.078,463.248,1520980.0
2022-12-23,463.442,467.968,462.34,467.105,661647.0
2022-12-24,463.442,467.968,462.34,467.105,661647.0
