,TPB US Equity,TPB US Equity,TPB US Equity,TPB US Equity,TPB US Equity
2020-03-15,17.4321,18.2806,16.4246,18.2709,192863.0
2020-03-16,16.1498,17.7368,14.636,14.8771,291643.0
2020-03-17,15.2917,16.2173,14.501,15.1278,335804.0
2020-03-18,14.5782,16.6222,13.8551,14.3179,295217.0
2020-03-19,14.2114,16.9105,13.631,16.7364,234942.0
2020-03-20,16.5526,16.9299,14.9902,15.8174,209704.0
2020-03-21,16.5526,16.9299,14.9902,15.8174,209704.0
2020-03-22,16.5526,16.9299,14.9902,15.8174,209704.0
2020-03-23,15.8561,16.4849,14.4194,15.9528,126162.0
2020-03-24,16.601,19.2614,16.4655,19.0389,172074.0
2020-03-25,19.4162,21.767,19.4162,21.0898,323090.0
2020-03-26,21.0898,21.7186,20.0221,20.7125,131129.0
2020-03-27,19.629,20.8286,19.1732,19.9096,77371.0
2020-03-28,19.629,20.8286,19.1732,19.9096,77371.0
2020-03-29,19.629,20.8286,19.1732,19.9096,77371.0
2020-03-30,20.0063,21.5638,20.0063,20.8189,86536.0
2020-03-31,20.5868,22.1346,19.571,20.4223,330790.0
2020-04-01,19.5516,20.1804,18.5165,19.5806,196623.0
2020-04-02,19.2711,20.1127,18.8841,19.184,103599.0
2020-04-03,19.1453,20.7706,19.0099,20.1708,140455.0
2020-04-04,19.1453,20.7706,19.0099,20.1708,140455.0
2020-04-05,19.1453,20.7706,19.0099,20.1708,140455.0
2020-04-06,21.2543,21.2543,19.6774,20.1321,98367.0
2020-04-07,20.7512,21.5155,20.3449,20.6641,72206.0
2020-04-08,20.016,20.3159,18.4971,19.8128,235053.0
2020-04-09,19.9192,21.4381,19.7403,21.2252,186423.0
2020-04-10,19.9192,21.4381,19.7403,21.2252,186423.0
2020-04-11,19.9192,21.4381,19.7403,21.2252,186423.0
2020-04-12,19.9192,21.4381,19.7403,21.2252,186423.0
2020-04-13,21.709,21.7767,20.519,21.293,108818.0
2020-04-14,21.6316,21.9992,20.5094,21.2639,116567.0
2020-04-15,20.6545,21.2156,19.8709,20.4416,106359.0
2020-04-16,20.3449,21.0511,19.6774,20.3062,117647.0
2020-04-17,20.7222,21.2543,19.5613,20.1514,111550.0
2020-04-18,20.7222,21.2543,19.5613,20.1514,111550.0
2020-04-19,20.7222,21.2543,19.5613,20.1514,111550.0
2020-04-20,19.9966,20.2772,19.2904,19.3968,113799.0
2020-04-21,18.9615,19.4355,18.8647,19.0389,79012.0
2020-04-22,19.5323,20.0934,19.2807,19.3968,151967.0
2020-04-23,19.5226,20.016,19.3049,19.4839,75696.0
2020-04-24,19.4645,20.1417,19.3871,20.016,52821.0
2020-04-25,19.4645,20.1417,19.3871,20.016,52821.0
2020-04-26,19.4645,20.1417,19.3871,20.016,52821.0
2020-04-27,20.5094,21.5252,20.0643,20.9157,148621.0
2020-04-28,22.7344,24.1856,21.6122,22.2797,259058.0
2020-04-29,22.8505,22.9763,21.1962,21.4187,191614.0
2020-04-30,21.4187,23.3633,20.7899,22.5409,217480.0
2020-05-01,22.1733,23.1504,21.6412,22.6377,162492.0
2020-05-02,22.1733,23.1504,21.6412,22.6377,162492.0
2020-05-03,22.1733,23.1504,21.6412,22.6377,162492.0
2020-05-04,22.3184,23.5374,22.1639,22.5313,126964.0
2020-05-05,22.9569,23.6632,22.3088,22.3765,172731.0
2020-05-06,22.4442,22.7441,21.3704,22.2217,104650.0
2020-05-07,22.5022,22.8118,21.6703,21.8251,96825.0
2020-05-08,22.2023,23.2568,22.1346,23.0924,100629.0
2020-05-09,22.2023,23.2568,22.1346,23.0924,100629.0
2020-05-10,22.2023,23.2568,22.1346,23.0924,100629.0
2020-05-11,22.7925,22.8215,21.6993,22.657,83676.0
2020-05-12,22.657,22.7635,22.125,22.2507,75175.0
2020-05-13,22.1346,22.6183,20.3642,21.0995,103787.0
2020-05-14,20.6448,21.0995,20.1417,20.7609,140078.0
2020-05-15,20.7996,21.351,20.5094,20.8189,54783.0
2020-05-16,20.7996,21.351,20.5094,20.8189,54783.0
2020-05-17,20.7996,21.351,20.5094,20.8189,54783.0
2020-05-18,21.0027,22.0572,20.8963,20.9253,93313.0
2020-05-19,20.848,21.4671,20.4707,20.7512,68634.0
2020-05-20,21.322,21.709,20.848,21.6703,45501.0
2020-05-21,21.5929,22.1153,21.1479,21.8928,50782.0
2020-05-22,22.125,22.212,21.5252,22.212,70151.0
2020-05-23,22.125,22.212,21.5252,22.212,70151.0
2020-05-24,22.125,22.212,21.5252,22.212,70151.0
2020-05-25,22.125,22.212,21.5252,22.212,70151.0
2020-05-26,22.7248,23.1326,22.6087,22.986,96058.0
2020-05-27,23.2181,24.1372,23.1661,24.0598,85868.0
2020-05-28,24.1856,25.3658,23.9437,24.3113,93264.0
2020-05-29,24.0888,24.3984,22.9279,23.2085,99236.0
2020-05-30,24.0888,24.3984,22.9279,23.2085,99236.0
2020-05-31,24.0888,24.3984,22.9279,23.2085,99236.0
2020-06-01,23.4019,23.9244,23.2375,23.518,54919.0
2020-06-02,23.5567,23.847,23.163,23.5084,60426.0
2020-06-03,23.8857,24.1275,23.0247,23.1601,95752.0
2020-06-04,23.015,24.0308,22.8312,23.6245,86807.0
2020-06-05,24.1856,24.6596,24.055,24.2339,87520.0
2020-06-06,24.1856,24.6596,24.055,24.2339,87520.0
2020-06-07,24.1856,24.6596,24.055,24.2339,87520.0
2020-06-08,24.5725,24.9885,24.35,24.8144,97429.0
2020-06-09,24.3887,24.6596,24.0356,24.5725,74490.0
2020-06-10,24.4371,24.6886,23.431,23.905,55499.0
2020-06-11,22.9569,23.9437,22.9569,23.3149,86962.0
2020-06-12,24.0598,24.2339,23.1601,23.7986,76993.0
2020-06-13,24.0598,24.2339,23.1601,23.7986,76993.0
2020-06-14,24.0598,24.2339,23.1601,23.7986,76993.0
2020-06-15,23.3536,24.4564,23.044,24.3113,76301.0
2020-06-16,25.0562,25.0562,24.2146,24.379,46186.0
2020-06-17,24.4468,24.7294,23.9534,24.3887,75633.0
2020-06-18,24.1173,24.4081,23.8362,24.2627,65139.0
2020-06-19,24.3887,25.93,24.2239,24.7765,123403.0
2020-06-20,24.3887,25.93,24.2239,24.7765,123403.0
2020-06-21,24.3887,25.93,24.2239,24.7765,123403.0
2020-06-22,24.7861,24.9558,23.6035,24.0688,79711.0
2020-06-23,24.3209,24.7086,24.0494,24.0688,72703.0
2020-06-24,24.001,24.127,23.148,23.4097,86335.0
2020-06-25,23.2837,23.652,23.051,23.5938,48381.0
2020-06-26,23.4484,23.7974,22.8571,22.8668,112580.0
2020-06-27,23.4484,23.7974,22.8571,22.8668,112580.0
2020-06-28,23.4484,23.7974,22.8571,22.8668,112580.0
2020-06-29,23.1286,24.2336,23.0801,24.2239,41201.0
2020-06-30,24.0107,24.3887,23.7877,24.1464,53443.0
2020-07-01,24.1076,24.6698,23.2643,23.3612,62722.0
2020-07-02,23.6908,24.4275,23.6908,24.1948,60131.0
2020-07-03,23.6908,24.4275,23.6908,24.1948,60131.0
2020-07-04,23.6908,24.4275,23.6908,24.1948,60131.0
2020-07-05,23.6908,24.4275,23.6908,24.1948,60131.0
2020-07-06,24.476,24.476,23.6714,23.7296,40332.0
2020-07-07,23.5454,23.9525,23.3612,23.6714,54435.0
2020-07-08,24.2239,25.7652,24.0882,25.6489,228686.0
2020-07-09,26.2402,26.6085,24.8007,25.0285,1340039.0
2020-07-10,25.1642,25.6876,24.8928,25.3678,354494.0
2020-07-11,25.1642,25.6876,24.8928,25.3678,354494.0
2020-07-12,25.1642,25.6876,24.8928,25.3678,354494.0
2020-07-13,25.5616,26.4437,25.5035,25.6973,218653.0
2020-07-14,25.7361,27.6942,25.6392,27.6554,273486.0
2020-07-15,28.2176,29.4196,27.985,28.237,592511.0
2020-07-16,28.2952,29.4487,27.9365,28.6247,151481.0
2020-07-17,28.6926,29.3711,27.7426,29.0319,441311.0
2020-07-18,28.6926,29.3711,27.7426,29.0319,441311.0
2020-07-19,28.6926,29.3711,27.7426,29.0319,441311.0
2020-07-20,29.0319,29.0803,27.3937,27.7717,192823.0
2020-07-21,28.2758,29.3227,28.0625,28.9156,192232.0
2020-07-22,28.8283,30.3696,27.9455,29.4293,538409.0
2020-07-23,29.691,30.166,28.838,29.3808,165912.0
2020-07-24,29.0706,29.5069,28.4987,28.7605,133058.0
2020-07-25,29.0706,29.5069,28.4987,28.7605,133058.0
2020-07-26,29.0706,29.5069,28.4987,28.7605,133058.0
2020-07-27,28.7411,29.6716,28.5957,29.4487,144007.0
2020-07-28,30.1466,33.2679,30.1466,32.221,666371.0
2020-07-29,32.8608,33.5006,32.289,32.7154,259338.0
2020-07-30,32.3083,32.5855,31.2517,32.0853,187729.0
2020-07-31,31.7751,32.0175,30.166,31.8721,189975.0
2020-08-01,31.7751,32.0175,30.166,31.8721,189975.0
2020-08-02,31.7751,32.0175,30.166,31.8721,189975.0
2020-08-03,32.0368,32.1095,31.3486,31.7073,172870.0
2020-08-04,31.5134,31.5134,30.4083,30.8155,104104.0
2020-08-05,31.1741,31.1741,30.2339,30.6507,120569.0
2020-08-06,30.6313,31.1354,29.8073,30.4859,111367.0
2020-08-07,30.4568,30.5344,29.5214,29.6426,170110.0
2020-08-08,30.4568,30.5344,29.5214,29.6426,170110.0
2020-08-09,30.4568,30.5344,29.5214,29.6426,170110.0
2020-08-10,29.914,29.9334,28.9834,29.0803,314640.0
2020-08-11,29.3227,29.439,28.7605,28.8865,223768.0
2020-08-12,29.1773,29.3518,28.8574,29.0513,156966.0
2020-08-13,28.9059,29.0803,28.3921,28.4309,148797.0
2020-08-14,28.2855,28.4503,26.8024,27.9171,401083.0
2020-08-15,28.2855,28.4503,26.8024,27.9171,401083.0
2020-08-16,28.2855,28.4503,26.8024,27.9171,401083.0
2020-08-17,28.1595,30.4956,28.1595,29.788,241324.0
2020-08-18,29.9237,30.956,29.6619,30.0885,231256.0
2020-08-19,30.4277,30.6895,29.2306,29.565,120154.0
2020-08-20,29.3227,29.8073,28.586,29.061,177672.0
2020-08-21,28.8962,29.0319,28.3058,28.5569,117757.0
2020-08-22,28.8962,29.0319,28.3058,28.5569,117757.0
2020-08-23,28.8962,29.0319,28.3058,28.5569,117757.0
2020-08-24,28.7023,28.9446,27.7136,28.3727,269785.0
2020-08-25,28.6441,28.6441,27.7039,27.7814,107636.0
2020-08-26,27.8687,28.1789,27.3549,27.6457,148353.0
2020-08-27,27.8396,28.2564,27.1707,27.9753,114743.0
2020-08-28,28.363,28.46,27.733,28.4212,73310.0
2020-08-29,28.363,28.46,27.733,28.4212,73310.0
2020-08-30,28.363,28.46,27.733,28.4212,73310.0
2020-08-31,28.2564,28.4503,27.7426,28.0141,104876.0
2020-09-01,27.9656,28.5278,27.7912,28.1595,86851.0
2020-09-02,28.1401,28.3533,27.5972,27.9074,71131.0
2020-09-03,27.8977,28.5278,27.8977,28.2273,130187.0
2020-09-04,28.4503,28.838,27.4858,27.5197,94735.0
2020-09-05,28.4503,28.838,27.4858,27.5197,94735.0
2020-09-06,28.4503,28.838,27.4858,27.5197,94735.0
2020-09-07,28.4503,28.838,27.4858,27.5197,94735.0
2020-09-08,27.5875,28.8768,26.9284,28.6247,188562.0
2020-09-09,28.838,29.2548,28.5763,29.061,108701.0
2020-09-10,29.0803,29.8139,29.0803,29.4002,138510.0
2020-09-11,29.5165,30.405,29.4196,30.3017,121615.0
2020-09-12,29.5165,30.405,29.4196,30.3017,121615.0
2020-09-13,29.5165,30.405,29.4196,30.3017,121615.0
2020-09-14,30.4762,30.5731,30.0012,30.1078,128984.0
2020-09-15,30.3211,31.2323,30.2242,30.9124,185696.0
2020-09-16,31.1547,31.3971,30.1661,30.292,125869.0
2020-09-17,30.0105,30.2532,29.39,29.7192,195244.0
2020-09-18,29.6804,30.3794,28.1755,29.1172,457707.0
2020-09-19,29.6804,30.3794,28.1755,29.1172,457707.0
2020-09-20,29.6804,30.3794,28.1755,29.1172,457707.0
2020-09-21,28.6512,28.6512,27.7823,28.1755,105974.0
2020-09-22,28.2823,28.3599,27.5638,27.8551,115994.0
2020-09-23,27.7871,27.9036,26.8065,26.9327,152857.0
2020-09-24,27.0104,27.7774,26.6226,27.5444,118715.0
2020-09-25,27.4279,27.7871,27.2337,27.7094,72846.0
2020-09-26,27.4279,27.7871,27.2337,27.7094,72846.0
2020-09-27,27.4279,27.7871,27.2337,27.7094,72846.0
2020-09-28,28.0298,28.2337,27.2725,27.5541,100220.0
2020-09-29,27.5638,27.8162,27.1269,27.2046,107112.0
2020-09-30,27.0783,27.3987,27.0298,27.0881,207282.0
2020-10-01,27.156,27.1851,25.4182,25.6414,349995.0
2020-10-02,25.3307,26.656,25.2336,26.3696,103680.0
2020-10-03,25.3307,26.656,25.2336,26.3696,103680.0
2020-10-04,25.3307,26.656,25.2336,26.3696,103680.0
2020-10-05,27.1463,29.5153,26.8648,29.4668,342587.0
2020-10-06,29.6415,29.9425,28.5153,28.7289,113422.0
2020-10-07,29.0493,29.8745,28.9036,29.6512,83800.0
2020-10-08,29.894,29.9619,28.5153,28.8939,171745.0
2020-10-09,29.1755,29.9037,29.059,29.3211,72795.0
2020-10-10,29.1755,29.9037,29.059,29.3211,72795.0
2020-10-11,29.1755,29.9037,29.059,29.3211,72795.0
2020-10-12,29.3211,29.6318,28.7677,29.5153,85565.0
2020-10-13,29.4668,29.8842,28.8551,29.8551,119860.0
2020-10-14,29.8551,30.3891,29.5153,30.1949,118642.0
2020-10-15,29.8163,31.1173,29.7969,30.9814,132436.0
2020-10-16,30.9328,31.5056,30.6998,30.9522,167276.0
2020-10-17,30.9328,31.5056,30.6998,30.9522,167276.0
2020-10-18,30.9328,31.5056,30.6998,30.9522,167276.0
2020-10-19,31.1173,31.3794,30.5445,30.6124,80704.0
2020-10-20,30.7775,30.7775,29.7192,30.1076,89878.0
2020-10-21,30.0008,30.0493,29.6706,29.7677,75303.0
2020-10-22,29.8745,31.0493,29.4668,30.5056,127389.0
2020-10-23,30.6804,30.8551,30.5445,30.7581,45074.0
2020-10-24,30.6804,30.8551,30.5445,30.7581,45074.0
2020-10-25,30.6804,30.8551,30.5445,30.7581,45074.0
2020-10-26,30.4085,31.9814,30.36,31.9717,142301.0
2020-10-27,33.9038,38.2728,33.797,36.166,764327.0
2020-10-28,36.9524,37.3796,35.3358,36.632,328377.0
2020-10-29,36.632,36.6563,34.7776,35.7873,216102.0
2020-10-30,35.5834,37.2534,35.5834,36.3796,134889.0
2020-10-31,35.5834,37.2534,35.5834,36.3796,134889.0
2020-11-01,35.5834,37.2534,35.5834,36.3796,134889.0
2020-11-02,36.6708,37.0689,35.6999,35.9718,136052.0
2020-11-03,36.1465,36.4087,34.564,35.6708,170628.0
2020-11-04,35.6514,36.0106,35.1465,35.3504,115811.0
2020-11-05,35.4572,36.8844,35.3408,36.4961,150512.0
2020-11-06,36.8844,37.7776,36.1465,37.2825,169486.0
2020-11-07,36.8844,37.7776,36.1465,37.2825,169486.0
2020-11-08,36.8844,37.7776,36.1465,37.2825,169486.0
2020-11-09,38.3213,40.4962,36.6999,36.6999,150433.0
2020-11-10,36.9718,38.1078,36.6563,37.8359,166468.0
2020-11-11,38.098,38.4281,37.0009,38.4281,159214.0
2020-11-12,37.865,37.964,36.4572,36.797,118689.0
2020-11-13,36.9718,37.6903,36.8262,37.6611,330806.0
2020-11-14,36.9718,37.6903,36.8262,37.6611,330806.0
2020-11-15,36.9718,37.6903,36.8262,37.6611,330806.0
2020-11-16,38.098,38.3019,37.7388,38.2534,147129.0
2020-11-17,38.0786,39.4573,37.8681,39.3408,123650.0
2020-11-18,39.4767,40.603,37.2242,37.4184,173465.0
2020-11-19,37.2631,38.1272,37.0786,37.6223,72331.0
2020-11-20,37.3796,37.6903,36.6029,37.3213,96609.0
2020-11-21,37.3796,37.6903,36.6029,37.3213,96609.0
2020-11-22,37.3796,37.6903,36.6029,37.3213,96609.0
2020-11-23,37.6029,37.8456,36.7242,37.3213,92992.0
2020-11-24,37.6514,38.7485,37.3893,37.8553,112947.0
2020-11-25,37.8553,38.2482,36.8067,37.2922,118210.0
2020-11-26,37.8553,38.2482,36.8067,37.2922,118210.0
2020-11-27,37.1369,38.166,36.4475,37.9815,83962.0
2020-11-28,37.1369,38.166,36.4475,37.9815,83962.0
2020-11-29,37.1369,38.166,36.4475,37.9815,83962.0
2020-11-30,38.2437,38.4417,36.9233,37.8844,151903.0
2020-12-01,38.2728,39.4088,38.1951,39.1854,91036.0
2020-12-02,38.9136,39.0495,37.7194,38.6612,91545.0
2020-12-03,38.4379,39.0786,38.2728,38.7777,48136.0
2020-12-04,39.1757,40.035,39.0786,39.1369,134888.0
2020-12-05,39.1757,40.035,39.0786,39.1369,134888.0
2020-12-06,39.1757,40.035,39.0786,39.1369,134888.0
2020-12-07,39.6029,39.9913,39.0107,39.467,125592.0
2020-12-08,39.0884,41.5059,39.0786,41.2438,305528.0
2020-12-09,41.2632,41.5156,40.0544,41.3603,309147.0
2020-12-10,41.4185,42.1952,40.9234,41.9331,173950.0
2020-12-11,42.0981,43.0399,41.5544,42.5739,200211.0
2020-12-12,42.0981,43.0399,41.5544,42.5739,200211.0
2020-12-13,42.0981,43.0399,41.5544,42.5739,200211.0
2020-12-14,42.8554,42.9477,40.8748,41.2632,180404.0
2020-12-15,41.3117,42.0884,40.6127,40.8068,167430.0
2020-12-16,40.7777,41.9331,40.7777,41.4671,131696.0
2020-12-17,41.7004,42.5946,41.3115,42.0114,100755.0
2020-12-18,42.0503,43.0904,41.8462,43.0904,377865.0
2020-12-19,42.0503,43.0904,41.8462,43.0904,377865.0
2020-12-20,42.0503,43.0904,41.8462,43.0904,377865.0
2020-12-21,42.3808,43.1973,41.3261,42.9737,159228.0
2020-12-22,43.7222,43.7319,42.9057,43.4792,106148.0
2020-12-23,43.4403,44.8886,43.4403,44.7428,90287.0
2020-12-24,44.8789,46.0502,44.8789,45.6857,70427.0
2020-12-25,44.8789,46.0502,44.8789,45.6857,70427.0
2020-12-26,44.8789,46.0502,44.8789,45.6857,70427.0
2020-12-27,44.8789,46.0502,44.8789,45.6857,70427.0
2020-12-28,46.2495,46.6091,44.7234,45.1219,129166.0
2020-12-29,45.1608,45.1608,43.2653,43.6736,97262.0
2020-12-30,43.8583,44.3443,42.8182,43.3431,81795.0
2020-12-31,43.3723,43.4792,42.7891,43.3139,83492.0
2021-01-01,43.3723,43.4792,42.7891,43.3139,83492.0
2021-01-02,43.3723,43.4792,42.7891,43.3139,83492.0
2021-01-03,43.3723,43.4792,42.7891,43.3139,83492.0
2021-01-04,43.5375,43.5472,40.9616,41.817,109727.0
2021-01-05,41.8073,42.5946,41.5351,42.4488,109125.0
2021-01-06,42.7502,45.9287,42.7502,45.4621,284539.0
2021-01-07,46.8424,47.1924,45.1286,46.4439,206169.0
2021-01-08,46.6772,46.755,43.3139,44.2471,144872.0
2021-01-09,46.6772,46.755,43.3139,44.2471,144872.0
2021-01-10,46.6772,46.755,43.3139,44.2471,144872.0
2021-01-11,43.6542,45.0442,43.6542,43.8972,99138.0
2021-01-12,43.868,45.1803,42.7307,43.0807,102057.0
2021-01-13,42.8571,43.4792,42.65,43.1584,118565.0
2021-01-14,43.3723,44.9651,43.1536,43.3237,86064.0
2021-01-15,42.8765,43.3042,41.3213,42.9446,162071.0
2021-01-16,42.8765,43.3042,41.3213,42.9446,162071.0
2021-01-17,42.8765,43.3042,41.3213,42.9446,162071.0
2021-01-18,42.8765,43.3042,41.3213,42.9446,162071.0
2021-01-19,43.557,44.4926,43.4166,43.8583,132428.0
2021-01-20,43.8972,44.5387,42.5898,43.8,130040.0
2021-01-21,43.868,44.5387,43.1195,43.8388,108958.0
2021-01-22,43.3334,44.1402,42.6432,43.9749,92997.0
2021-01-23,43.3334,44.1402,42.6432,43.9749,92997.0
2021-01-24,43.3334,44.1402,42.6432,43.9749,92997.0
2021-01-25,43.7514,44.704,42.5558,43.8194,117159.0
2021-01-26,43.8388,45.258,43.0905,44.772,218633.0
2021-01-27,43.9555,44.7137,42.546,44.0041,285256.0
2021-01-28,44.2763,46.2884,44.0575,45.9287,173048.0
2021-01-29,45.7343,46.5508,44.7623,45.7829,262076.0
2021-01-30,45.7343,46.5508,44.7623,45.7829,262076.0
2021-01-31,45.7343,46.5508,44.7623,45.7829,262076.0
2021-02-01,47.5423,50.8472,45.5107,50.1765,455449.0
2021-02-02,50.6528,53.3648,48.6018,49.1948,231598.0
2021-02-03,50.3418,51.9456,49.4669,50.507,183304.0
2021-02-04,50.5556,52.2081,50.5556,51.9359,139578.0
2021-02-05,52.49,53.6175,51.5665,52.733,264440.0
2021-02-06,52.49,53.6175,51.5665,52.733,264440.0
2021-02-07,52.49,53.6175,51.5665,52.733,264440.0
2021-02-08,53.044,55.0464,52.801,54.1813,272114.0
2021-02-09,54.0063,55.8338,53.88,55.1145,264984.0
2021-02-10,54.3854,55.6782,50.9151,53.2773,297258.0
2021-02-11,54.0452,55.999,52.0428,55.7949,368815.0
2021-02-12,55.4838,59.372,53.8508,57.3501,504086.0
2021-02-13,55.4838,59.372,53.8508,57.3501,504086.0
2021-02-14,55.4838,59.372,53.8508,57.3501,504086.0
2021-02-15,55.4838,59.372,53.8508,57.3501,504086.0
2021-02-16,54.9881,55.0464,51.1291,51.9456,610743.0
2021-02-17,51.2555,51.8823,49.9238,51.4985,244618.0
2021-02-18,51.0805,51.9845,49.4475,50.3029,261624.0
2021-02-19,50.439,51.3235,49.6225,50.0404,185526.0
2021-02-20,50.439,51.3235,49.6225,50.0404,185526.0
2021-02-21,50.439,51.3235,49.6225,50.0404,185526.0
2021-02-22,49.6322,49.6322,48.0089,48.3588,180335.0
2021-02-23,47.8534,50.0696,46.6577,49.846,309030.0
2021-02-24,50.0988,51.3818,49.6711,50.75,271378.0
2021-02-25,50.4681,51.168,48.5824,49.0198,169831.0
2021-02-26,49.4572,49.5884,47.6298,47.8242,170593.0
2021-02-27,49.4572,49.5884,47.6298,47.8242,170593.0
2021-02-28,49.4572,49.5884,47.6298,47.8242,170593.0
2021-03-01,48.6407,50.8277,48.6407,50.1474,178792.0
2021-03-02,50.0307,50.0307,47.4743,48.4852,236913.0
2021-03-03,48.699,49.0781,47.6006,47.6006,282932.0
2021-03-04,47.6006,48.5046,45.2775,46.1912,305301.0
2021-03-05,46.4731,47.0174,44.5193,46.7841,305257.0
2021-03-06,46.4731,47.0174,44.5193,46.7841,305257.0
2021-03-07,46.4731,47.0174,44.5193,46.7841,305257.0
2021-03-08,46.5217,47.7999,46.5217,47.1049,217171.0
2021-03-09,47.9214,48.8837,47.0466,48.3685,209877.0
2021-03-10,48.6213,50.6625,48.6213,49.1559,184740.0
2021-03-11,49.5739,50.3652,48.9858,50.0988,165705.0
2021-03-12,50.1571,51.4207,50.1571,51.2652,154286.0
2021-03-13,50.1571,51.4207,50.1571,51.2652,154286.0
2021-03-14,50.1571,51.4207,50.1571,51.2652,154286.0
2021-03-15,51.1291,52.0477,50.6237,51.2944,96063.0
2021-03-16,51.1097,51.8436,48.9615,49.5641,160264.0
2021-03-17,49.1073,50.7986,48.9268,50.5945,118629.0
2021-03-18,50.2588,51.4654,50.0739,50.2004,114474.0
2021-03-19,50.4145,51.1248,49.3441,50.7453,187823.0
2021-03-20,50.4145,51.1248,49.3441,50.7453,187823.0
2021-03-21,50.4145,51.1248,49.3441,50.7453,187823.0
2021-03-22,50.7648,51.9617,49.8307,51.6308,131999.0
2021-03-23,51.407,51.9617,48.7408,49.3733,331730.0
2021-03-24,49.5874,50.5118,49.2176,49.7528,174930.0
2021-03-25,49.3344,50.8232,48.3321,50.5605,217909.0
2021-03-26,51.0081,51.1638,50.1519,50.8621,206340.0
2021-03-27,51.0081,51.1638,50.1519,50.8621,206340.0
2021-03-28,51.0081,51.1638,50.1519,50.8621,206340.0
2021-03-29,50.5994,51.4849,49.0425,49.383,137030.0
2021-03-30,49.3344,50.2491,48.517,49.8793,208192.0
2021-03-31,50.0739,51.5238,50.0739,50.7648,201469.0
2021-04-01,51.1735,53.3629,50.5994,50.9691,254248.0
2021-04-02,51.1735,53.3629,50.5994,50.9691,254248.0
2021-04-03,51.1735,53.3629,50.5994,50.9691,254248.0
2021-04-04,51.1735,53.3629,50.5994,50.9691,254248.0
2021-04-05,51.4557,51.4557,49.0814,49.6068,145927.0
2021-04-06,49.6068,50.1031,48.9306,49.4706,63007.0
2021-04-07,50.0058,50.0058,47.8359,49.0717,108167.0
2021-04-08,49.3344,50.648,48.5658,50.5994,80957.0
2021-04-09,50.3464,50.9108,49.6458,49.9572,45941.0
2021-04-10,50.3464,50.9108,49.6458,49.9572,45941.0
2021-04-11,50.3464,50.9108,49.6458,49.9572,45941.0
2021-04-12,50.0447,50.2977,48.4392,48.9841,90176.0
2021-04-13,48.9841,48.9841,47.8359,48.6435,101162.0
2021-04-14,48.5851,48.9549,47.6996,48.3224,107583.0
2021-04-15,48.7506,48.7506,47.4466,48.2251,84384.0
2021-04-16,48.6338,48.7895,47.7288,48.4684,96651.0
2021-04-17,48.6338,48.7895,47.7288,48.4684,96651.0
2021-04-18,48.6338,48.7895,47.7288,48.4684,96651.0
2021-04-19,48.0791,48.4781,45.3059,45.7438,280275.0
2021-04-20,45.6367,45.9481,43.35,44.761,260973.0
2021-04-21,44.6442,45.88,44.3085,45.8216,214649.0
2021-04-22,45.9384,46.999,45.1113,45.4908,155094.0
2021-04-23,45.4519,46.8142,45.2572,46.7558,128128.0
2021-04-24,45.4519,46.8142,45.2572,46.7558,128128.0
2021-04-25,45.4519,46.8142,45.2572,46.7558,128128.0
2021-04-26,46.892,47.7287,45.6329,47.2715,178620.0
2021-04-27,50.6967,52.0298,49.5679,49.6166,450788.0
2021-04-28,50.5994,50.6286,47.4175,47.7678,287404.0
2021-04-29,47.3688,48.517,46.2303,47.4758,373440.0
2021-04-30,47.505,47.7288,46.3082,47.505,296575.0
2021-05-01,47.505,47.7288,46.3082,47.505,296575.0
2021-05-02,47.505,47.7288,46.3082,47.505,296575.0
2021-05-03,47.6705,47.9992,46.4055,46.4736,207292.0
2021-05-04,46.3276,46.6001,45.2572,46.5709,152172.0
2021-05-05,46.7655,47.3834,46.386,46.8725,246826.0
2021-05-06,46.8239,46.8239,44.761,45.6367,142049.0
2021-05-07,45.6465,46.5902,45.6027,45.8314,125604.0
2021-05-08,45.6465,46.5902,45.6027,45.8314,125604.0
2021-05-09,45.6465,46.5902,45.6027,45.8314,125604.0
2021-05-10,45.3254,45.6076,44.5469,45.1989,229316.0
2021-05-11,44.4593,45.1794,43.9287,44.9751,209716.0
2021-05-12,44.6053,44.8291,43.7733,43.9533,100673.0
2021-05-13,44.0409,44.7123,43.0582,43.7198,127248.0
2021-05-14,44.0604,44.9556,43.7977,44.5566,57614.0
2021-05-15,44.0604,44.9556,43.7977,44.5566,57614.0
2021-05-16,44.0604,44.9556,43.7977,44.5566,57614.0
2021-05-17,44.2745,44.9459,43.7977,43.8366,97454.0
2021-05-18,44.1674,44.1674,42.8927,42.9414,458948.0
2021-05-19,42.377,43.3014,41.725,43.1457,209472.0
2021-05-20,43.1457,43.3792,42.7467,42.9414,212247.0
2021-05-21,43.3598,43.895,42.6202,42.6884,143838.0
2021-05-22,43.3598,43.895,42.6202,42.6884,143838.0
2021-05-23,43.3598,43.895,42.6202,42.6884,143838.0
2021-05-24,42.7954,42.9414,41.6958,42.6105,143370.0
2021-05-25,42.6689,43.2138,42.2262,42.484,176379.0
2021-05-26,42.7078,43.2041,42.3575,42.4548,83413.0
2021-05-27,42.6397,43.2333,42.1629,42.3867,148590.0
2021-05-28,42.3575,42.3672,41.0828,41.618,1047076.0
2021-05-29,42.3575,42.3672,41.0828,41.618,1047076.0
2021-05-30,42.3575,42.3672,41.0828,41.618,1047076.0
