,EME US Equity,EME US Equity,EME US Equity,EME US Equity,EME US Equity
2021-03-14,111.7468,114.0457,111.3029,113.7596,263970.0
2021-03-15,113.1577,113.2071,110.6154,112.4079,226902.0
2021-03-16,111.3818,112.0922,109.2309,110.9674,174393.0
2021-03-17,111.362,112.1908,108.9645,112.0922,242406.0
2021-03-18,112.1514,112.8913,111.3029,111.6186,346313.0
2021-03-19,111.2634,112.181,108.9744,111.3522,803588.0
2021-03-20,111.2634,112.181,108.9744,111.3522,803588.0
2021-03-21,111.2634,112.181,108.9744,111.3522,803588.0
2021-03-22,111.9836,111.9836,107.5931,108.3232,198121.0
2021-03-23,107.011,107.9976,103.242,103.6367,333818.0
2021-03-24,105.2843,107.2379,104.574,104.8601,295308.0
2021-03-25,104.1694,108.8017,103.4492,108.1357,245935.0
2021-03-26,109.5269,110.8983,108.4021,110.6319,201905.0
2021-03-27,109.5269,110.8983,108.4021,110.6319,201905.0
2021-03-28,109.5269,110.8983,108.4021,110.6319,201905.0
2021-03-29,110.1781,112.2895,107.7214,108.7771,220581.0
2021-03-30,109.3888,111.8159,108.7277,111.3916,197078.0
2021-03-31,112.0428,113.0295,110.0104,110.6615,278017.0
2021-04-01,111.2831,112.181,110.4543,112.1415,215793.0
2021-04-02,111.2831,112.181,110.4543,112.1415,215793.0
2021-04-03,111.2831,112.181,110.4543,112.1415,215793.0
2021-04-04,111.2831,112.181,110.4543,112.1415,215793.0
2021-04-05,113.7004,114.33,112.0971,112.7236,212808.0
2021-04-06,112.8617,114.2332,112.477,113.0788,298280.0
2021-04-07,112.8913,113.5968,111.8356,112.7236,230747.0
2021-04-08,112.6052,114.0753,111.145,113.8878,226725.0
2021-04-09,114.0161,115.9105,113.4636,115.4369,256862.0
2021-04-10,114.0161,115.9105,113.4636,115.4369,256862.0
2021-04-11,114.0161,115.9105,113.4636,115.4369,256862.0
2021-04-12,116.3347,117.3411,115.9105,116.9464,221657.0
2021-04-13,116.532,116.685,114.5489,115.7329,216920.0
2021-04-14,115.8809,117.7949,115.8809,116.7294,203711.0
2021-04-15,117.4307,117.4307,115.9688,117.2924,185711.0
2021-04-16,118.0134,119.4851,117.7665,118.4579,253848.0
2021-04-17,118.0134,119.4851,117.7665,118.4579,253848.0
2021-04-18,118.0134,119.4851,117.7665,118.4579,253848.0
2021-04-19,118.5567,118.5567,117.1837,118.2307,297028.0
2021-04-20,117.9838,118.6258,115.4355,116.5812,217561.0
2021-04-21,116.4825,118.5962,116.4825,117.8356,251035.0
2021-04-22,118.5271,119.1098,116.9171,117.4307,288836.0
2021-04-23,117.7764,120.384,117.2529,119.4753,246856.0
2021-04-24,117.7764,120.384,117.2529,119.4753,246856.0
2021-04-25,117.7764,120.384,117.2529,119.4753,246856.0
2021-04-26,120.2753,120.8976,119.1691,119.2678,198725.0
2021-04-27,120.1568,120.4334,118.7147,119.1888,170810.0
2021-04-28,118.9419,119.7913,117.9542,119.0901,185423.0
2021-04-29,119.9889,120.547,117.7566,120.1173,221868.0
2021-04-30,119.0901,120.4334,117.0949,118.3295,571307.0
2021-05-01,119.0901,120.4334,117.0949,118.3295,571307.0
2021-05-02,119.0901,120.4334,117.0949,118.3295,571307.0
2021-05-03,119.3567,120.6902,118.6258,119.0407,596816.0
2021-05-04,118.6456,119.5543,117.9245,119.2283,578596.0
2021-05-05,119.1493,121.0062,118.0134,120.8482,385198.0
2021-05-06,121.8063,123.0014,120.7889,122.5767,232139.0
2021-05-07,121.7964,124.2657,120.542,123.7719,174332.0
2021-05-08,121.7964,124.2657,120.542,123.7719,174332.0
2021-05-09,121.7964,124.2657,120.542,123.7719,174332.0
2021-05-10,124.0484,125.7671,122.7348,122.8335,204916.0
2021-05-11,121.0359,123.3076,120.5519,122.6459,235877.0
2021-05-12,122.2508,123.4163,117.8752,118.0529,267080.0
2021-05-13,117.7467,122.5965,117.1837,121.668,308825.0
2021-05-14,122.3792,123.3274,120.621,123.2484,211919.0
2021-05-15,122.3792,123.3274,120.621,123.2484,211919.0
2021-05-16,122.3792,123.3274,120.621,123.2484,211919.0
2021-05-17,121.9841,123.7916,121.2334,123.6632,147173.0
2021-05-18,123.5645,124.0484,120.2852,120.3939,177100.0
2021-05-19,118.6159,120.1766,117.5788,119.9494,244234.0
2021-05-20,119.9889,120.6902,118.8728,120.2951,201577.0
2021-05-21,121.7865,122.3693,120.1766,120.4531,178386.0
2021-05-22,121.7865,122.3693,120.1766,120.4531,178386.0
2021-05-23,121.7865,122.3693,120.1766,120.4531,178386.0
2021-05-24,120.9569,122.2063,120.2457,121.4112,134479.0
2021-05-25,121.2532,122.1866,119.7617,119.8111,176866.0
2021-05-26,119.979,122.0236,119.9,121.8261,187105.0
2021-05-27,123.436,124.0731,121.9347,123.762,254352.0
2021-05-28,124.3546,124.7794,122.9817,124.5621,253601.0
2021-05-29,124.3546,124.7794,122.9817,124.5621,253601.0
2021-05-30,124.3546,124.7794,122.9817,124.5621,253601.0
2021-05-31,124.3546,124.7794,122.9817,124.5621,253601.0
2021-06-01,125.4411,126.6462,124.7596,126.1819,266382.0
2021-06-02,126.5573,126.5573,123.9102,124.5028,382589.0
2021-06-03,123.8608,124.4929,121.668,124.1966,189965.0
2021-06-04,124.8386,126.2412,123.8855,125.8165,387065.0
2021-06-05,124.8386,126.2412,123.8855,125.8165,387065.0
2021-06-06,124.8386,126.2412,123.8855,125.8165,387065.0
2021-06-07,125.8066,126.7153,124.246,126.6264,368600.0
2021-06-08,126.9227,127.8611,125.0855,127.4857,370222.0
2021-06-09,127.3573,127.6833,126.1029,126.1819,254103.0
2021-06-10,126.8141,127.1993,123.0014,123.1595,201892.0
2021-06-11,124.0188,125.2633,123.4657,125.1646,222931.0
2021-06-12,124.0188,125.2633,123.4657,125.1646,222931.0
2021-06-13,124.0188,125.2633,123.4657,125.1646,222931.0
2021-06-14,125.1251,125.1251,122.7644,123.2583,253635.0
2021-06-15,123.5645,125.1547,122.7841,124.6707,224242.0
2021-06-16,124.3151,125.4016,122.6854,124.167,229608.0
2021-06-17,124.3843,124.3843,119.7716,121.0458,270873.0
2021-06-18,119.9,120.0679,116.8282,116.9566,646477.0
2021-06-19,119.9,120.0679,116.8282,116.9566,646477.0
2021-06-20,119.9,120.0679,116.8282,116.9566,646477.0
2021-06-21,118.0727,121.0951,117.9344,120.6309,203282.0
2021-06-22,120.3741,120.9371,118.3196,120.7889,193704.0
2021-06-23,120.7099,121.2779,119.6086,120.3939,242661.0
2021-06-24,123.5249,124.6016,121.9742,123.9694,304803.0
2021-06-25,124.3843,125.5794,122.0532,122.1125,934221.0
2021-06-26,124.3843,125.5794,122.0532,122.1125,934221.0
2021-06-27,124.3843,125.5794,122.0532,122.1125,934221.0
2021-06-28,121.8557,122.1421,119.9197,121.0161,300888.0
2021-06-29,121.2433,122.6755,120.2259,120.2951,216853.0
2021-06-30,119.9691,122.0335,119.5987,121.6779,231677.0
2021-07-01,122.7249,122.9422,121.5989,121.8162,232987.0
2021-07-02,122.0829,122.0829,120.3174,120.6309,128608.0
2021-07-03,122.0829,122.0829,120.3174,120.6309,128608.0
2021-07-04,122.0829,122.0829,120.3174,120.6309,128608.0
2021-07-05,122.0829,122.0829,120.3174,120.6309,128608.0
2021-07-06,120.8778,120.8976,116.4923,118.7542,186132.0
2021-07-07,118.2505,120.0481,118.2505,119.9395,152374.0
2021-07-08,117.3122,119.8605,115.7418,118.0628,132404.0
2021-07-09,120.305,121.51,119.7765,121.0556,121632.0
2021-07-10,120.305,121.51,119.7765,121.0556,121632.0
2021-07-11,120.305,121.51,119.7765,121.0556,121632.0
2021-07-12,119.7913,122.231,119.7273,121.9347,153807.0
2021-07-13,121.184,121.9742,120.1519,120.5618,142977.0
2021-07-14,121.4606,121.9742,120.0383,120.542,175713.0
2021-07-15,119.5642,121.6878,119.1987,120.4136,155578.0
2021-07-16,121.5012,121.5507,117.9515,118.2284,173442.0
2021-07-17,121.5012,121.5507,117.9515,118.2284,173442.0
2021-07-18,121.5012,121.5507,117.9515,118.2284,173442.0
2021-07-19,115.44,116.9331,114.1546,115.3807,215487.0
2021-07-20,115.2917,120.908,115.2917,119.9192,319492.0
2021-07-21,121.5408,123.2909,119.8549,120.3246,194222.0
2021-07-22,120.0972,120.0972,116.9133,117.3088,336303.0
2021-07-23,118.6535,120.107,117.5758,120.0774,268141.0
2021-07-24,118.6535,120.107,117.5758,120.0774,268141.0
2021-07-25,118.6535,120.107,117.5758,120.0774,268141.0
2021-07-26,120.9673,121.8176,119.6423,120.0972,237044.0
2021-07-27,119.0095,121.2343,118.8019,120.3542,242695.0
2021-07-28,120.9871,123.2118,119.3556,121.8176,226335.0
2021-07-29,121.6298,122.5394,117.111,121.5704,272656.0
2021-07-30,122.312,123.1723,120.2356,120.4432,299716.0
2021-07-31,122.312,123.1723,120.2356,120.4432,299716.0
2021-08-01,122.312,123.1723,120.2356,120.4432,299716.0
2021-08-02,121.0859,123.8347,117.0023,117.1407,217070.0
2021-08-03,117.5857,119.6077,115.4697,119.3753,215516.0
2021-08-04,118.0899,119.2369,117.5263,118.1987,213377.0
2021-08-05,119.0886,120.1565,118.7623,119.1974,167278.0
2021-08-06,120.8882,121.6199,119.41,119.9686,295107.0
2021-08-07,120.8882,121.6199,119.41,119.9686,295107.0
2021-08-08,120.8882,121.6199,119.41,119.9686,295107.0
2021-08-09,119.6423,119.6423,117.7142,117.8823,147022.0
2021-08-10,117.8427,119.5917,116.9232,119.2369,197855.0
2021-08-11,120.196,120.6509,118.6832,120.6509,296553.0
2021-08-12,121.2441,122.1637,119.1084,119.227,181457.0
2021-08-13,119.6621,120.1614,118.1591,118.4953,123875.0
2021-08-14,119.6621,120.1614,118.1591,118.4953,123875.0
2021-08-15,119.6621,120.1614,118.1591,118.4953,123875.0
2021-08-16,117.556,118.6807,116.2904,117.8625,123507.0
2021-08-17,116.4584,116.9034,115.2769,116.6463,217450.0
2021-08-18,116.1124,118.3569,115.2571,117.1901,210621.0
2021-08-19,115.8157,117.9515,115.8157,117.7043,278310.0
2021-08-20,118.0009,118.8711,117.5164,118.5547,212960.0
2021-08-21,118.0009,118.8711,117.5164,118.5547,212960.0
2021-08-22,118.0009,118.8711,117.5164,118.5547,212960.0
2021-08-23,119.672,119.8104,117.8526,118.2481,223354.0
2021-08-24,118.1591,119.9429,118.1493,119.5237,139173.0
2021-08-25,120.0774,121.6001,119.6918,121.0464,170049.0
2021-08-26,121.6693,121.6693,118.9007,119.227,167998.0
2021-08-27,119.4643,123.37,118.4657,122.7075,218121.0
2021-08-28,119.4643,123.37,118.4657,122.7075,218121.0
2021-08-29,119.4643,123.37,118.4657,122.7075,218121.0
2021-08-30,123.3601,123.4293,121.1057,121.6298,187134.0
2021-08-31,122.2428,122.935,119.6374,120.1367,294547.0
2021-09-01,119.9983,120.0823,118.08,119.1282,168710.0
2021-09-02,120.0972,121.1453,118.8315,120.9475,207806.0
2021-09-03,120.3839,120.9772,118.703,120.6904,165447.0
2021-09-04,120.3839,120.9772,118.703,120.6904,165447.0
2021-09-05,120.3839,120.9772,118.703,120.6904,165447.0
2021-09-06,120.3839,120.9772,118.703,120.6904,165447.0
2021-09-07,120.4235,120.463,117.1407,117.2791,207780.0
2021-09-08,116.7353,118.3668,115.9937,118.3272,232287.0
2021-09-09,117.556,117.8823,116.6364,116.7551,207128.0
2021-09-10,117.3385,117.3385,115.529,115.5883,216580.0
2021-09-11,117.3385,117.3385,115.529,115.5883,216580.0
2021-09-12,117.3385,117.3385,115.529,115.5883,216580.0
2021-09-13,116.1223,117.2791,115.7465,116.9627,227817.0
2021-09-14,117.5263,117.5263,114.3919,114.7281,296726.0
2021-09-15,114.6688,117.4225,114.6688,116.7155,294211.0
2021-09-16,116.9726,117.2297,115.2422,115.6378,224587.0
2021-09-17,115.6674,116.4782,112.9779,114.1744,948470.0
2021-09-18,115.6674,116.4782,112.9779,114.1744,948470.0
2021-09-19,115.6674,116.4782,112.9779,114.1744,948470.0
2021-09-20,111.6233,113.0373,109.9226,112.3451,234548.0
2021-09-21,113.0669,113.6503,109.7051,110.4467,221783.0
2021-09-22,111.297,114.0063,110.7631,111.8507,194397.0
2021-09-23,112.533,117.2297,112.1375,117.1012,386024.0
2021-09-24,116.6859,117.912,116.6364,117.111,213680.0
2021-09-25,116.6859,117.912,116.6364,117.111,213680.0
2021-09-26,116.6859,117.912,116.6364,117.111,213680.0
2021-09-27,117.4868,120.0181,117.4868,119.2171,209239.0
2021-09-28,119.2765,119.3506,116.3497,116.5178,189584.0
2021-09-29,117.1407,118.4063,115.7268,117.0814,229873.0
2021-09-30,118.1493,118.1493,114.0755,114.0854,146613.0
2021-10-01,115.1236,117.3483,113.8975,116.7946,391146.0
2021-10-02,115.1236,117.3483,113.8975,116.7946,391146.0
2021-10-03,115.1236,117.3483,113.8975,116.7946,391146.0
2021-10-04,116.6958,118.7129,115.9344,118.4162,246593.0
2021-10-05,118.8414,119.138,117.0725,117.734,146216.0
2021-10-06,116.2409,117.0616,113.6404,116.8935,176785.0
2021-10-07,117.645,119.5434,117.2791,117.6746,232037.0
2021-10-08,117.378,118.436,116.6859,116.8836,126291.0
2021-10-09,117.378,118.436,116.6859,116.8836,126291.0
2021-10-10,117.378,118.436,116.6859,116.8836,126291.0
2021-10-11,116.5672,117.467,115.3016,115.3312,142961.0
2021-10-12,115.3115,115.9641,113.8827,114.2634,185046.0
2021-10-13,114.0063,115.0445,113.1263,114.8665,182726.0
2021-10-14,116.3216,117.856,115.797,117.4402,160878.0
2021-10-15,119.5586,119.5586,114.9754,115.0546,283288.0
2021-10-16,119.5586,119.5586,114.9754,115.0546,283288.0
2021-10-17,119.5586,119.5586,114.9754,115.0546,283288.0
2021-10-18,114.2528,117.0938,114.1043,116.5988,242390.0
2021-10-19,117.2323,117.46,115.4109,116.4998,123229.0
2021-10-20,116.6384,118.539,116.0841,117.955,114950.0
2021-10-21,118.0044,119.4893,117.8015,119.4497,164687.0
2021-10-22,119.9842,121.7165,119.7763,119.905,181025.0
2021-10-23,119.9842,121.7165,119.7763,119.905,181025.0
2021-10-24,119.9842,121.7165,119.7763,119.905,181025.0
2021-10-25,119.806,120.8058,119.0339,120.1426,148300.0
2021-10-26,120.2515,120.6474,118.8854,118.9151,193448.0
2021-10-27,118.3311,118.8755,115.1536,115.3417,189776.0
2021-10-28,120.3208,124.1863,119.5982,123.1915,341037.0
2021-10-29,123.2805,125.4187,120.202,120.2614,258138.0
2021-10-30,123.2805,125.4187,120.202,120.2614,258138.0
2021-10-31,123.2805,125.4187,120.202,120.2614,258138.0
2021-11-01,121.0731,122.3253,121.0632,121.8848,334444.0
2021-11-02,122.4985,122.9885,120.7167,121.479,165465.0
2021-11-03,120.5782,122.4094,118.7419,121.8254,235299.0
2021-11-04,122.7163,125.5474,122.2016,125.5474,222705.0
2021-11-05,127.5371,131.5659,126.6907,130.9126,345723.0
2021-11-06,127.5371,131.5659,126.6907,130.9126,345723.0
2021-11-07,127.5371,131.5659,126.6907,130.9126,345723.0
2021-11-08,133.4863,134.6049,128.5121,128.8734,246873.0
2021-11-09,129.2298,130.4275,128.6952,130.19,181235.0
2021-11-10,130.2197,130.6651,128.3983,129.2793,137456.0
2021-11-11,129.1209,129.4178,128.2003,128.6457,117901.0
2021-11-12,129.4277,129.4277,128.1409,128.7645,85638.0
2021-11-13,129.4277,129.4277,128.1409,128.7645,85638.0
2021-11-14,129.4277,129.4277,128.1409,128.7645,85638.0
2021-11-15,129.9722,129.9722,126.5249,127.7449,139478.0
2021-11-16,127.5074,130.091,126.7946,128.6061,152530.0
2021-11-17,128.7942,128.7942,125.4385,127.2599,157917.0
2021-11-18,127.3094,127.6756,125.8889,127.3589,189092.0
2021-11-19,126.7056,128.7645,126.3294,128.1211,146843.0
2021-11-20,126.7056,128.7645,126.3294,128.1211,146843.0
2021-11-21,126.7056,128.7645,126.3294,128.1211,146843.0
2021-11-22,128.913,131.3828,127.9825,129.3189,177472.0
2021-11-23,129.2991,129.992,128.1013,129.7544,155965.0
2021-11-24,129.3288,130.0118,126.9728,127.3193,177256.0
2021-11-25,129.3288,130.0118,126.9728,127.3193,177256.0
2021-11-26,122.7163,123.3894,119.7269,121.38,238091.0
2021-11-27,122.7163,123.3894,119.7269,121.38,238091.0
2021-11-28,122.7163,123.3894,119.7269,121.38,238091.0
2021-11-29,123.4785,123.4785,120.2812,120.7266,227345.0
2021-11-30,119.4596,120.3802,117.0195,118.1331,445141.0
2021-12-01,120.6079,121.479,118.2222,118.3014,340477.0
2021-12-02,119.1725,123.6963,119.1725,123.043,184836.0
2021-12-03,123.0232,123.0232,120.4495,122.5678,173410.0
2021-12-04,123.0232,123.0232,120.4495,122.5678,173410.0
2021-12-05,123.0232,123.0232,120.4495,122.5678,173410.0
2021-12-06,123.7359,125.7652,123.5973,123.9141,250710.0
2021-12-07,125.3494,126.8441,124.6664,125.4682,217749.0
2021-12-08,125.4187,127.7449,124.9931,127.6064,191649.0
2021-12-09,126.5967,126.9035,124.8644,124.904,177146.0
2021-12-10,125.8147,125.8147,123.6765,124.8149,145550.0
2021-12-11,125.8147,125.8147,123.6765,124.8149,145550.0
2021-12-12,125.8147,125.8147,123.6765,124.8149,145550.0
2021-12-13,123.9438,124.8644,122.5678,123.6963,214814.0
2021-12-14,123.6864,124.122,120.7242,121.6175,252898.0
2021-12-15,121.9739,122.6865,119.8803,122.2907,284501.0
2021-12-16,123.9141,124.2061,121.7264,122.3204,362178.0
2021-12-17,121.38,122.8301,118.8657,120.2713,548401.0
2021-12-18,121.38,122.8301,118.8657,120.2713,548401.0
2021-12-19,121.38,122.8301,118.8657,120.2713,548401.0
2021-12-20,118.836,118.836,115.1239,117.1136,245337.0
2021-12-21,118.0737,121.4988,117.8659,121.281,191785.0
2021-12-22,121.7561,123.4587,121.0409,123.2014,168177.0
2021-12-23,124.0527,125.2207,123.7557,124.2803,133616.0
2021-12-24,124.0527,125.2207,123.7557,124.2803,133616.0
2021-12-25,124.0527,125.2207,123.7557,124.2803,133616.0
2021-12-26,124.0527,125.2207,123.7557,124.2803,133616.0
2021-12-27,124.1022,126.8144,123.3053,126.8045,131745.0
2021-12-28,126.27,127.5371,126.2601,126.369,124599.0
2021-12-29,126.8144,127.6855,126.2502,126.7946,120282.0
2021-12-30,127.3985,128.0419,125.9334,126.1314,125696.0
2021-12-31,126.1611,127.0916,125.3009,126.1017,136123.0
2022-01-01,126.1611,127.0916,125.3009,126.1017,136123.0
2022-01-02,126.1611,127.0916,125.3009,126.1017,136123.0
2022-01-03,126.4086,127.5371,123.7458,126.072,295962.0
2022-01-04,126.9332,129.2025,125.4484,128.6952,309029.0
2022-01-05,128.6259,130.5067,125.5771,125.8147,199320.0
2022-01-06,126.0819,127.25,125.2603,126.567,220366.0
2022-01-07,126.1908,126.5076,123.4954,124.3001,201653.0
2022-01-08,126.1908,126.5076,123.4954,124.3001,201653.0
2022-01-09,126.1908,126.5076,123.4954,124.3001,201653.0
2022-01-10,123.2706,123.731,121.0632,122.5876,169984.0
2022-01-11,123.2311,123.4983,120.5386,123.3993,148525.0
2022-01-12,123.6666,124.4684,121.2513,121.8551,296129.0
2022-01-13,122.8846,124.8743,122.8846,123.5874,253287.0
2022-01-14,122.1406,123.845,121.2191,123.518,161129.0
2022-01-15,122.1406,123.845,121.2191,123.518,161129.0
2022-01-16,122.1406,123.845,121.2191,123.518,161129.0
2022-01-17,122.1406,123.845,121.2191,123.518,161129.0
2022-01-18,122.2001,122.9235,119.4255,119.5345,322413.0
2022-01-19,119.4057,120.7434,118.0184,118.1571,430372.0
2022-01-20,118.9697,121.3142,116.7897,116.9086,291826.0
2022-01-21,116.6807,119.2521,115.7789,115.9177,363802.0
2022-01-22,116.6807,119.2521,115.7789,115.9177,363802.0
2022-01-23,116.6807,119.2521,115.7789,115.9177,363802.0
2022-01-24,114.134,120.3867,113.6088,119.9804,376981.0
2022-01-25,118.1571,119.2967,113.6881,115.878,366297.0
2022-01-26,117.3842,119.2075,114.1935,115.2934,305519.0
2022-01-27,116.4825,118.2797,114.57,114.7484,315242.0
2022-01-28,115.0358,116.8194,112.3206,116.8095,303530.0
2022-01-29,115.0358,116.8194,112.3206,116.8095,303530.0
2022-01-30,115.0358,116.8194,112.3206,116.8095,303530.0
2022-01-31,115.3628,118.1869,115.3628,118.1274,344282.0
2022-02-01,118.1671,118.9003,115.9177,116.75,231977.0
2022-02-02,116.1159,116.8789,115.551,116.0168,200024.0
2022-02-03,115.0358,116.6906,114.4808,114.5898,195444.0
2022-02-04,114.3718,116.0762,113.6782,115.2538,282342.0
2022-02-05,114.3718,116.0762,113.6782,115.2538,282342.0
2022-02-06,114.3718,116.0762,113.6782,115.2538,282342.0
2022-02-07,115.1745,115.8186,113.8467,113.9358,253166.0
2022-02-08,114.2529,115.8582,114.2529,115.3429,257462.0
2022-02-09,116.6014,117.5428,115.9623,116.1456,231321.0
2022-02-10,113.9457,117.1563,113.8268,114.3124,234996.0
2022-02-11,114.8673,115.4519,113.2719,114.0944,230999.0
2022-02-12,114.8673,115.4519,113.2719,114.0944,230999.0
2022-02-13,114.8673,115.4519,113.2719,114.0944,230999.0
2022-02-14,114.3322,115.2661,113.3512,114.2827,227803.0
2022-02-15,115.7096,117.087,115.1943,116.8095,163572.0
2022-02-16,116.3239,117.2158,115.447,116.4032,197717.0
2022-02-17,115.1547,115.3833,113.8169,113.8863,253261.0
2022-02-18,113.7079,115.5411,113.7079,114.4709,237043.0
2022-02-19,113.7079,115.5411,113.7079,114.4709,237043.0
2022-02-20,113.7079,115.5411,113.7079,114.4709,237043.0
2022-02-21,113.7079,115.5411,113.7079,114.4709,237043.0
2022-02-22,114.1538,115.1002,113.262,113.5692,362954.0
2022-02-23,114.7583,115.9078,113.4801,113.7079,434063.0
2022-02-24,110.9829,111.5973,106.8111,111.0424,509919.0
2022-02-25,113.4503,116.76,111.7063,115.8879,383831.0
2022-02-26,113.4503,116.76,111.7063,115.8879,383831.0
2022-02-27,113.4503,116.76,111.7063,115.8879,383831.0
2022-02-28,114.1043,115.769,113.8367,114.4907,369423.0
2022-03-01,114.2034,115.3628,109.556,110.2298,355939.0
2022-03-02,111.5081,116.2149,110.9829,115.1646,323932.0
2022-03-03,115.3925,116.1357,113.1233,113.6584,328034.0
2022-03-04,111.9738,115.1547,111.3396,113.8665,336601.0
2022-03-05,111.9738,115.1547,111.3396,113.8665,336601.0
2022-03-06,111.9738,115.1547,111.3396,113.8665,336601.0
2022-03-07,114.0746,114.8227,111.1514,111.191,441934.0
2022-03-08,111.2009,114.134,110.2298,111.3495,352621.0
2022-03-09,113.6088,116.2348,113.4949,115.2339,343967.0
2022-03-10,113.1233,116.3041,113.1233,116.2249,297712.0
2022-03-11,117.1761,117.7112,115.5907,115.6204,259635.0
2022-03-12,117.1761,117.7112,115.5907,115.6204,259635.0
2022-03-13,117.1761,117.7112,115.5907,115.6204,259635.0
2022-03-14,116.7401,116.7401,113.9012,114.6196,193874.0
2022-03-15,115.5808,116.7005,115.4173,116.5519,243891.0
2022-03-16,116.5717,118.1968,115.4123,117.2257,344449.0
2022-03-17,116.2149,117.9491,116.096,116.6311,245917.0
2022-03-18,116.968,118.9102,115.4024,118.5337,590096.0
2022-03-19,116.968,118.9102,115.4024,118.5337,590096.0
2022-03-20,116.968,118.9102,115.4024,118.5337,590096.0
2022-03-21,118.1671,119.7723,116.641,117.8698,185839.0
2022-03-22,118.1671,118.9102,115.6105,116.4429,282397.0
2022-03-23,115.7591,115.7591,112.5783,112.6179,192716.0
2022-03-24,113.0341,113.5989,111.8376,113.589,252444.0
2022-03-25,114.5502,115.7988,113.8366,114.4709,204620.0
2022-03-26,114.5502,115.7988,113.8366,114.4709,204620.0
2022-03-27,114.5502,115.7988,113.8366,114.4709,204620.0
2022-03-28,113.916,114.4907,112.2215,113.0638,108000.0
2022-03-29,114.5304,115.6204,113.9854,114.5007,372898.0
2022-03-30,114.3025,115.2339,113.1233,113.6584,249941.0
2022-03-31,113.2521,114.1737,111.3495,111.6072,228689.0
2022-04-01,111.9837,112.9251,111.1613,112.826,208732.0
2022-04-02,111.9837,112.9251,111.1613,112.826,208732.0
2022-04-03,111.9837,112.9251,111.1613,112.826,208732.0
2022-04-04,112.4395,112.7566,109.8186,110.646,519458.0
2022-04-05,110.1307,111.9738,109.556,110.8343,493199.0
2022-04-06,109.9622,112.6873,109.6303,111.9738,509623.0
2022-04-07,112.1918,114.2727,111.4883,113.4602,474276.0
2022-04-08,113.5196,115.6154,112.2513,112.3504,454862.0
2022-04-09,113.5196,115.6154,112.2513,112.3504,454862.0
2022-04-10,113.5196,115.6154,112.2513,112.3504,454862.0
2022-04-11,112.2215,113.9953,111.6468,111.8549,413177.0
2022-04-12,112.717,115.3578,112.717,113.0341,499638.0
2022-04-13,112.8359,116.0192,112.8359,115.4817,403768.0
2022-04-14,115.9379,117.7137,115.4717,115.9181,438588.0
2022-04-15,115.9379,117.7137,115.4717,115.9181,438588.0
2022-04-16,115.9379,117.7137,115.4717,115.9181,438588.0
2022-04-17,115.9379,117.7137,115.4717,115.9181,438588.0
2022-04-18,115.5114,117.1482,114.9955,115.6602,368611.0
2022-04-19,115.4221,117.0985,114.9112,115.1642,329440.0
2022-04-20,116.434,118.3684,116.1562,117.2375,625412.0
2022-04-21,118.3684,119.043,115.0054,115.5808,288422.0
2022-04-22,114.936,115.4221,112.8924,112.942,340571.0
2022-04-23,114.936,115.4221,112.8924,112.942,340571.0
2022-04-24,114.936,115.4221,112.8924,112.942,340571.0
2022-04-25,112.2575,113.5918,110.4024,113.1305,400643.0
2022-04-26,112.2278,113.2694,110.581,110.9282,503270.0
2022-04-27,111.1663,111.9004,109.7675,111.0572,374783.0
2022-04-28,112.2873,113.5968,104.2519,104.5495,567062.0
2022-04-29,104.0733,107.5256,103.917,105.6308,534165.0
2022-04-30,104.0733,107.5256,103.917,105.6308,534165.0
2022-05-01,104.0733,107.5256,103.917,105.6308,534165.0
2022-05-02,105.1348,107.1139,103.3987,104.8669,599011.0
2022-05-03,104.8372,107.0593,104.8372,105.859,429187.0
2022-05-04,105.4225,108.959,105.0554,108.7854,416869.0
2022-05-05,107.5057,107.9918,104.9265,105.601,467408.0
2022-05-06,105.0356,106.98,104.1626,105.1844,471586.0
2022-05-07,105.0356,106.98,104.1626,105.1844,471586.0
2022-05-08,105.0356,106.98,104.1626,105.1844,471586.0
2022-05-09,104.0336,105.0653,102.2381,102.6944,492662.0
2022-05-10,103.4087,103.4087,100.1846,101.7024,389095.0
2022-05-11,101.623,102.7539,99.6886,100.3632,374143.0
2022-05-12,99.6985,101.7321,98.9247,100.5616,400864.0
2022-05-13,101.2461,102.6349,100.6905,101.4941,354709.0
2022-05-14,101.2461,102.6349,100.6905,101.4941,354709.0
2022-05-15,101.2461,102.6349,100.6905,101.4941,354709.0
2022-05-16,103.0119,103.0119,100.3731,101.2163,307088.0
2022-05-17,102.1587,103.24,101.6627,103.0317,325212.0
2022-05-18,102.5754,104.7777,101.1667,101.4246,279788.0
2022-05-19,100.5417,102.5357,100.0655,101.3651,355445.0
2022-05-20,102.129,102.248,99.9068,101.7024,389039.0
2022-05-21,102.129,102.248,99.9068,101.7024,389039.0
2022-05-22,102.129,102.248,99.9068,101.7024,389039.0
2022-05-23,102.4365,102.8833,101.2163,101.6429,234085.0
2022-05-24,101.5833,102.4464,100.4128,102.129,288071.0
2022-05-25,102.2083,104.0039,101.4048,103.6269,332512.0
2022-05-26,104.7975,105.7796,103.9493,105.0852,312397.0
2022-05-27,105.5514,106.8808,105.1447,106.8411,174051.0
2022-05-28,105.5514,106.8808,105.1447,106.8411,174051.0
2022-05-29,105.5514,106.8808,105.1447,106.8411,174051.0
