,RHP US Equity,RHP US Equity,RHP US Equity,RHP US Equity,RHP US Equity
2021-03-12,79.012,80.0991,77.1213,77.6412,560407.0
2021-03-13,79.012,80.0991,77.1213,77.6412,560407.0
2021-03-14,79.012,80.0991,77.1213,77.6412,560407.0
2021-03-15,77.2063,80.7136,76.8377,80.7136,907306.0
2021-03-16,80.6379,80.6379,78.5393,79.3712,522054.0
2021-03-17,79.1727,81.848,78.8323,79.8817,656070.0
2021-03-18,79.305,80.3071,76.97,77.282,778598.0
2021-03-19,77.575,79.7115,75.1549,76.1003,1129126.0
2021-03-20,77.575,79.7115,75.1549,76.1003,1129126.0
2021-03-21,77.575,79.7115,75.1549,76.1003,1129126.0
2021-03-22,75.7127,75.7127,72.905,74.238,337758.0
2021-03-23,73.113,73.5289,71.6288,72.508,448108.0
2021-03-24,73.7747,75.5425,73.2359,73.2453,562627.0
2021-03-25,72.716,74.5216,70.2864,73.926,519606.0
2021-03-26,74.9848,75.4764,73.6377,74.6823,508699.0
2021-03-27,74.9848,75.4764,73.6377,74.6823,508699.0
2021-03-28,74.9848,75.4764,73.6377,74.6823,508699.0
2021-03-29,74.2852,75.2967,71.9124,72.7349,359970.0
2021-03-30,72.9617,75.0415,72.9617,73.9922,308651.0
2021-03-31,73.7558,74.6823,72.4654,73.2737,405508.0
2021-04-01,73.6424,74.7343,73.1603,74.5405,213510.0
2021-04-02,73.6424,74.7343,73.1603,74.5405,213510.0
2021-04-03,73.6424,74.7343,73.1603,74.5405,213510.0
2021-04-04,73.6424,74.7343,73.1603,74.5405,213510.0
2021-04-05,75.5047,75.864,72.8199,73.614,420315.0
2021-04-06,73.7275,74.2569,72.3756,72.7349,315629.0
2021-04-07,72.8105,73.8126,72.0448,73.3682,301940.0
2021-04-08,73.1319,74.0867,71.6808,73.5573,259185.0
2021-04-09,73.1981,73.3399,70.9103,72.4513,355115.0
2021-04-10,73.1981,73.3399,70.9103,72.4513,355115.0
2021-04-11,73.1981,73.3399,70.9103,72.4513,355115.0
2021-04-12,72.7349,73.5006,71.7422,73.321,333096.0
2021-04-13,72.4323,72.7821,70.6551,71.8935,389868.0
2021-04-14,72.2338,75.7127,71.8935,71.9691,708560.0
2021-04-15,72.801,72.9617,70.7307,72.8199,457598.0
2021-04-16,73.6897,75.0699,73.3115,73.822,329372.0
2021-04-17,73.6897,75.0699,73.3115,73.822,329372.0
2021-04-18,73.6897,75.0699,73.3115,73.822,329372.0
2021-04-19,73.2926,74.0205,72.0826,73.9165,301871.0
2021-04-20,72.9617,73.3871,70.6456,71.1183,422804.0
2021-04-21,70.8064,73.6188,69.7854,72.9428,333703.0
2021-04-22,73.6897,74.0489,70.6882,72.1487,448312.0
2021-04-23,72.1393,73.3399,71.4208,71.7895,736923.0
2021-04-24,72.1393,73.3399,71.4208,71.7895,736923.0
2021-04-25,72.1393,73.3399,71.4208,71.7895,736923.0
2021-04-26,72.6214,74.4743,71.4019,72.8294,444290.0
2021-04-27,72.4607,74.2569,72.4418,73.1225,374209.0
2021-04-28,73.3493,73.926,72.4891,72.5836,458555.0
2021-04-29,73.2359,75.0982,73.1508,74.6728,467663.0
2021-04-30,73.822,74.6066,72.612,74.3514,341670.0
2021-05-01,73.822,74.6066,72.612,74.3514,341670.0
2021-05-02,73.822,74.6066,72.612,74.3514,341670.0
2021-05-03,75.0131,77.9248,74.7863,76.9227,539592.0
2021-05-04,74.9848,75.7694,71.2412,71.8935,909832.0
2021-05-05,72.0353,73.1035,70.9103,71.279,498096.0
2021-05-06,71.4776,72.0637,70.3242,71.5154,342603.0
2021-05-07,71.3452,74.6728,71.3452,74.6728,261728.0
2021-05-08,71.3452,74.6728,71.3452,74.6728,261728.0
2021-05-09,71.3452,74.6728,71.3452,74.6728,261728.0
2021-05-10,74.8902,74.9942,72.3473,72.4418,354938.0
2021-05-11,70.6551,72.3378,69.6719,72.1015,401188.0
2021-05-12,71.8462,72.1298,66.817,67.2991,403213.0
2021-05-13,68.2445,70.6646,68.2445,69.5018,438008.0
2021-05-14,70.0312,72.3851,70.0312,72.0542,203740.0
2021-05-15,70.0312,72.3851,70.0312,72.0542,203740.0
2021-05-16,70.0312,72.3851,70.0312,72.0542,203740.0
2021-05-17,71.0711,71.0711,69.568,70.4566,291060.0
2021-05-18,70.5038,70.5984,68.131,68.1877,464041.0
2021-05-19,67.1006,67.7813,64.8885,66.9683,348181.0
2021-05-20,66.9872,66.9872,64.9878,66.2403,296435.0
2021-05-21,66.7886,67.8947,66.4861,66.609,303728.0
2021-05-22,66.7886,67.8947,66.4861,66.609,303728.0
2021-05-23,66.7886,67.8947,66.4861,66.609,303728.0
2021-05-24,67.233,68.4052,66.0513,68.3485,242493.0
2021-05-25,68.7077,70.882,68.3579,69.2182,418850.0
2021-05-26,69.0007,71.8179,68.3201,71.6004,397395.0
2021-05-27,72.2433,72.3189,71.1089,71.4492,233645.0
2021-05-28,72.0259,72.0259,70.381,70.8158,197061.0
2021-05-29,72.0259,72.0259,70.381,70.8158,197061.0
2021-05-30,72.0259,72.0259,70.381,70.8158,197061.0
2021-05-31,72.0259,72.0259,70.381,70.8158,197061.0
2021-06-01,71.6099,73.8504,70.9671,73.6424,368193.0
2021-06-02,74.2191,74.323,72.8294,72.9901,185227.0
2021-06-03,72.4513,72.4513,70.9576,71.0616,186544.0
2021-06-04,71.3736,72.1393,70.277,70.4566,225849.0
2021-06-05,71.3736,72.1393,70.277,70.4566,225849.0
2021-06-06,71.3736,72.1393,70.277,70.4566,225849.0
2021-06-07,70.4944,72.4749,70.1257,72.1109,547799.0
2021-06-08,72.7821,76.2799,71.7517,75.3062,868249.0
2021-06-09,75.7789,75.7789,73.5195,74.5972,390253.0
2021-06-10,74.9659,74.9659,73.8409,73.9733,453094.0
2021-06-11,73.8315,77.074,73.8315,76.469,393248.0
2021-06-12,73.8315,77.074,73.8315,76.469,393248.0
2021-06-13,73.8315,77.074,73.8315,76.469,393248.0
2021-06-14,76.8188,77.6412,75.6843,76.4595,485804.0
2021-06-15,76.573,79.0876,76.4406,78.5393,707126.0
2021-06-16,78.7378,79.9762,77.6412,78.7851,440501.0
2021-06-17,78.8512,79.3475,76.6391,78.5676,439189.0
2021-06-18,78.5676,78.5676,75.2117,77.3292,738965.0
2021-06-19,78.5676,78.5676,75.2117,77.3292,738965.0
2021-06-20,78.5676,78.5676,75.2117,77.3292,738965.0
2021-06-21,77.5183,78.6905,76.8566,78.3029,328920.0
2021-06-22,77.7357,78.4353,76.573,77.9059,395749.0
2021-06-23,77.991,79.1916,77.3576,77.471,366490.0
2021-06-24,77.8681,79.0876,76.4784,79.0214,633806.0
2021-06-25,79.4563,79.6759,78.2462,79.1916,782399.0
2021-06-26,79.4563,79.6759,78.2462,79.1916,782399.0
2021-06-27,79.4563,79.6759,78.2462,79.1916,782399.0
2021-06-28,78.6055,78.9174,73.9354,75.4291,762738.0
2021-06-29,75.4764,75.7127,74.0962,74.3041,466909.0
2021-06-30,74.3041,75.5898,73.4628,74.6445,357013.0
2021-07-01,75.24,76.2137,73.51,73.5857,418376.0
2021-07-02,73.5857,73.5857,72.3378,72.6592,293097.0
2021-07-03,73.5857,73.5857,72.3378,72.6592,293097.0
2021-07-04,73.5857,73.5857,72.3378,72.6592,293097.0
2021-07-05,73.5857,73.5857,72.3378,72.6592,293097.0
2021-07-06,72.3,72.7632,68.6321,70.7685,598248.0
2021-07-07,70.7685,71.9975,69.7476,71.1656,545166.0
2021-07-08,69.5585,70.9576,67.7623,70.4566,654968.0
2021-07-09,71.695,73.6424,70.986,73.6329,411948.0
2021-07-10,71.695,73.6424,70.986,73.6329,411948.0
2021-07-11,71.695,73.6424,70.986,73.6329,411948.0
2021-07-12,74.739,76.5824,73.6802,76.2421,597366.0
2021-07-13,74.9186,75.7032,73.7842,73.9449,516330.0
2021-07-14,74.6256,76.5541,73.7739,74.6823,431584.0
2021-07-15,73.6897,75.6938,73.321,74.7863,656793.0
2021-07-16,76.0908,77.1213,74.1056,74.1434,889666.0
2021-07-17,76.0908,77.1213,74.1056,74.1434,889666.0
2021-07-18,76.0908,77.1213,74.1056,74.1434,889666.0
2021-07-19,71.7139,72.3,67.2613,70.7685,1136179.0
2021-07-20,70.8725,73.5384,67.8285,72.6498,684954.0
2021-07-21,73.8409,78.2368,73.6282,78.1328,784552.0
2021-07-22,77.5183,77.5467,74.2852,76.8188,371634.0
2021-07-23,77.679,77.7641,73.3399,75.0699,776053.0
2021-07-24,77.679,77.7641,73.3399,75.0699,776053.0
2021-07-25,77.679,77.7641,73.3399,75.0699,776053.0
2021-07-26,75.3346,76.573,72.612,74.1151,615686.0
2021-07-27,73.4155,74.2569,72.3284,72.9712,416019.0
2021-07-28,73.6897,74.1718,70.9954,72.7916,364036.0
2021-07-29,73.8787,74.4837,73.1508,73.3399,282819.0
2021-07-30,72.7443,74.6256,71.8935,72.508,488508.0
2021-07-31,72.7443,74.6256,71.8935,72.508,488508.0
2021-08-01,72.7443,74.6256,71.8935,72.508,488508.0
2021-08-02,73.0563,74.9941,71.4965,71.799,298959.0
2021-08-03,70.4282,73.4628,68.3674,72.7443,484294.0
2021-08-04,71.799,73.1981,69.7665,70.3337,487874.0
2021-08-05,71.0711,73.9354,71.0332,73.8126,444349.0
2021-08-06,75.2589,75.6654,73.7369,74.3987,425525.0
2021-08-07,75.2589,75.6654,73.7369,74.3987,425525.0
2021-08-08,75.2589,75.6654,73.7369,74.3987,425525.0
2021-08-09,73.3021,73.6802,71.4776,71.487,358694.0
2021-08-10,71.2318,73.269,70.7685,72.6498,257375.0
2021-08-11,72.6592,75.552,71.6477,75.5142,446366.0
2021-08-12,75.6276,76.0625,74.3041,75.7505,749604.0
2021-08-13,75.864,75.864,74.0442,75.5047,552506.0
2021-08-14,75.864,75.864,74.0442,75.5047,552506.0
2021-08-15,75.864,75.864,74.0442,75.5047,552506.0
2021-08-16,74.2096,75.292,72.7538,73.9449,495946.0
2021-08-17,72.7916,72.8388,70.1068,71.1372,486716.0
2021-08-18,71.0049,71.383,69.6436,69.8232,417544.0
2021-08-19,68.5942,69.5301,67.1479,68.7739,380483.0
2021-08-20,68.2728,71.6099,67.4126,71.279,425045.0
2021-08-21,68.2728,71.6099,67.4126,71.279,425045.0
2021-08-22,68.2728,71.6099,67.4126,71.279,425045.0
2021-08-23,71.9313,72.5269,71.1561,72.0731,345856.0
2021-08-24,72.4796,75.1455,72.4702,74.6066,430338.0
2021-08-25,74.4459,76.5919,73.8787,75.4764,373663.0
2021-08-26,75.5709,75.8734,72.7254,73.5195,319181.0
2021-08-27,74.1812,78.1895,74.1812,77.7263,328431.0
2021-08-28,74.1812,78.1895,74.1812,77.7263,328431.0
2021-08-29,74.1812,78.1895,74.1812,77.7263,328431.0
2021-08-30,77.7263,77.7263,75.7883,76.4123,255714.0
2021-08-31,75.7978,78.7756,75.7978,78.5298,476332.0
2021-09-01,79.2766,79.8249,78.0808,79.2956,279031.0
2021-09-02,79.7588,80.1275,78.1851,78.3218,230014.0
2021-09-03,77.9059,78.8891,76.2137,77.9626,205154.0
2021-09-04,77.9059,78.8891,76.2137,77.9626,205154.0
2021-09-05,77.9059,78.8891,76.2137,77.9626,205154.0
2021-09-06,77.9059,78.8891,76.2137,77.9626,205154.0
2021-09-07,77.5467,78.2273,76.6108,76.7715,298399.0
2021-09-08,76.3272,76.9038,74.4554,74.9092,402329.0
2021-09-09,74.2001,75.0699,73.2926,73.5384,473014.0
2021-09-10,74.2947,74.7201,72.2527,72.2527,281645.0
2021-09-11,74.2947,74.7201,72.2527,72.2527,281645.0
2021-09-12,74.2947,74.7201,72.2527,72.2527,281645.0
2021-09-13,73.2737,77.0929,72.3662,76.8282,534283.0
2021-09-14,77.3292,78.2888,75.8923,78.095,322413.0
2021-09-15,77.9343,78.5204,76.7904,78.2935,342049.0
2021-09-16,78.3029,79.0214,77.5467,78.7945,253872.0
2021-09-17,79.5508,79.806,78.1895,79.5035,1260829.0
2021-09-18,79.5508,79.806,78.1895,79.5035,1260829.0
2021-09-19,79.5508,79.806,78.1895,79.5035,1260829.0
2021-09-20,77.5467,79.357,77.074,79.1065,557975.0
2021-09-21,80.1653,80.9121,78.9647,79.3239,378233.0
2021-09-22,80.326,81.6778,79.3617,80.7892,510536.0
2021-09-23,81.1768,82.3679,79.91,79.9289,548546.0
2021-09-24,79.2766,82.5948,79.2766,81.9142,524862.0
2021-09-25,79.2766,82.5948,79.2766,81.9142,524862.0
2021-09-26,79.2766,82.5948,79.2766,81.9142,524862.0
2021-09-27,82.7366,85.8657,82.7366,83.0769,441964.0
2021-09-28,82.5003,84.495,81.1957,81.536,399154.0
2021-09-29,81.9142,82.6421,80.5245,81.4698,397235.0
2021-09-30,81.8669,82.1221,79.1254,79.1254,410267.0
2021-10-01,80.2504,82.6563,79.9512,82.1221,389344.0
2021-10-02,80.2504,82.6563,79.9512,82.1221,389344.0
2021-10-03,80.2504,82.6563,79.9512,82.1221,389344.0
2021-10-04,81.848,83.1904,80.0424,80.8837,261106.0
2021-10-05,81.0823,81.4793,80.0991,80.6001,221936.0
2021-10-06,79.0498,80.8459,78.199,80.8081,298615.0
2021-10-07,81.0161,82.0181,80.3543,81.0161,653963.0
2021-10-08,80.9215,82.557,80.5151,81.5171,239133.0
2021-10-09,80.9215,82.557,80.5151,81.5171,239133.0
2021-10-10,80.9215,82.557,80.5151,81.5171,239133.0
2021-10-11,81.6495,82.6043,81.191,81.3375,326081.0
2021-10-12,80.8554,81.9709,80.8365,81.3186,335788.0
2021-10-13,80.9405,81.0426,78.2462,79.8722,290742.0
2021-10-14,81.0066,81.0161,79.6737,79.7682,354865.0
2021-10-15,81.0161,82.1978,79.1916,79.5981,423029.0
2021-10-16,81.0161,82.1978,79.1916,79.5981,423029.0
2021-10-17,81.0161,82.1978,79.1916,79.5981,423029.0
2021-10-18,79.1916,81.4982,79.1916,81.3848,175500.0
2021-10-19,81.7724,81.7724,79.9573,80.1936,134669.0
2021-10-20,80.1558,80.3449,78.3975,78.5771,354305.0
2021-10-21,78.4258,79.5508,77.9532,79.5319,197988.0
2021-10-22,79.2105,80.586,79.2105,79.3428,154088.0
2021-10-23,79.2105,80.586,79.2105,79.3428,154088.0
2021-10-24,79.2105,80.586,79.2105,79.3428,154088.0
2021-10-25,78.9174,80.4961,78.1328,79.7966,123414.0
2021-10-26,80.3827,80.9877,79.3617,79.6926,235586.0
2021-10-27,79.6926,79.8533,78.095,78.9363,339594.0
2021-10-28,79.1254,80.2787,77.7594,79.806,188698.0
2021-10-29,79.7777,81.7629,79.7225,80.8648,329737.0
2021-10-30,79.7777,81.7629,79.7225,80.8648,329737.0
2021-10-31,79.7777,81.7629,79.7225,80.8648,329737.0
2021-11-01,80.4583,83.5307,80.4583,83.0108,276035.0
2021-11-02,79.8817,85.1992,78.0005,84.476,493915.0
2021-11-03,86.0264,88.4654,85.2701,85.9981,536726.0
2021-11-04,86.1115,87.9644,84.684,86.0264,278442.0
2021-11-05,88.1534,91.2731,86.7732,90.0158,378845.0
2021-11-06,88.1534,91.2731,86.7732,90.0158,378845.0
2021-11-07,88.1534,91.2731,86.7732,90.0158,378845.0
2021-11-08,90.4506,91.4054,87.4539,87.7848,195366.0
2021-11-09,87.8887,89.0893,85.8657,86.4235,290714.0
2021-11-10,85.6766,86.8772,84.6462,85.1094,188943.0
2021-11-11,85.4214,85.7712,84.2492,85.2323,298962.0
2021-11-12,86.0264,87.2459,84.7975,86.5558,270873.0
2021-11-13,86.0264,87.2459,84.7975,86.5558,270873.0
2021-11-14,86.0264,87.2459,84.7975,86.5558,270873.0
2021-11-15,87.019,88.2952,85.7428,88.1818,309165.0
2021-11-16,88.4181,88.4181,86.1966,88.0778,311176.0
2021-11-17,87.6997,87.6997,84.84,85.3741,217338.0
2021-11-18,85.5821,85.8373,83.2849,84.0317,205286.0
2021-11-19,82.2072,83.7954,80.9877,83.7387,337712.0
2021-11-20,82.2072,83.7954,80.9877,83.7387,337712.0
2021-11-21,82.2072,83.7954,80.9877,83.7387,337712.0
2021-11-22,84.3626,84.5139,82.1032,83.058,244747.0
2021-11-23,83.3133,84.6084,82.8501,83.5685,177063.0
2021-11-24,82.6893,84.8353,81.9236,84.3815,122871.0
2021-11-25,82.6893,84.8353,81.9236,84.3815,122871.0
2021-11-26,79.8439,80.7797,74.3325,76.3366,582726.0
2021-11-27,79.8439,80.7797,74.3325,76.3366,582726.0
2021-11-28,79.8439,80.7797,74.3325,76.3366,582726.0
2021-11-29,77.3576,77.9721,74.8052,76.7809,360250.0
2021-11-30,75.032,75.6182,72.5458,73.1697,698511.0
2021-12-01,75.4385,75.7694,70.3148,70.3148,553335.0
2021-12-02,70.9009,74.2758,69.9461,73.5762,410449.0
2021-12-03,74.4932,74.4932,71.4965,71.9408,320861.0
2021-12-04,74.4932,74.4932,71.4965,71.9408,320861.0
2021-12-05,74.4932,74.4932,71.4965,71.9408,320861.0
2021-12-06,73.6802,76.8944,72.9107,75.5803,590863.0
2021-12-07,76.6297,78.7473,76.1665,76.6391,512811.0
2021-12-08,76.7715,79.2483,76.1192,77.8586,551107.0
2021-12-09,76.6675,79.6831,76.6675,79.3995,549029.0
2021-12-10,80.2598,80.7703,76.5635,76.8282,385850.0
2021-12-11,80.2598,80.7703,76.5635,76.8282,385850.0
2021-12-12,80.2598,80.7703,76.5635,76.8282,385850.0
2021-12-13,75.7411,75.8261,74.1245,75.76,539859.0
2021-12-14,76.4028,78.0477,74.9659,75.1833,370974.0
2021-12-15,75.24,76.1145,73.0448,75.656,430740.0
2021-12-16,75.7411,76.3083,74.2285,74.5405,348358.0
2021-12-17,73.6235,77.3198,73.4911,76.3555,781260.0
2021-12-18,73.6235,77.3198,73.4911,76.3555,781260.0
2021-12-19,73.6235,77.3198,73.4911,76.3555,781260.0
2021-12-20,74.8902,76.5919,72.3473,76.3272,457589.0
2021-12-21,77.1969,83.1242,77.1969,82.2639,520891.0
2021-12-22,81.6022,84.6557,81.6022,84.4855,438250.0
2021-12-23,84.4855,86.0831,83.4598,84.2775,309429.0
2021-12-24,84.4855,86.0831,83.4598,84.2775,309429.0
2021-12-25,84.4855,86.0831,83.4598,84.2775,309429.0
2021-12-26,84.4855,86.0831,83.4598,84.2775,309429.0
2021-12-27,83.8143,85.497,83.1432,85.497,211340.0
2021-12-28,84.6084,86.1304,84.3532,85.4592,204578.0
2021-12-29,85.2229,86.6976,83.8899,86.3856,262408.0
2021-12-30,86.8772,88.6545,85.7901,86.102,428178.0
2021-12-31,85.3552,87.5579,85.3552,86.9339,230630.0
2022-01-01,85.3552,87.5579,85.3552,86.9339,230630.0
2022-01-02,85.3552,87.5579,85.3552,86.9339,230630.0
2022-01-03,87.2554,89.9307,86.1682,87.5484,431772.0
2022-01-04,88.645,90.4601,88.0495,88.0967,282250.0
2022-01-05,88.3141,89.1744,83.5402,84.5328,217262.0
2022-01-06,85.6955,87.1703,85.0243,85.705,415958.0
2022-01-07,85.8657,88.7301,85.8657,86.8867,421644.0
2022-01-08,85.8657,88.7301,85.8657,86.8867,421644.0
2022-01-09,85.8657,88.7301,85.8657,86.8867,421644.0
2022-01-10,86.4991,86.4991,83.9845,85.809,336862.0
2022-01-11,85.7523,87.9077,84.5706,87.4255,271047.0
2022-01-12,87.4161,88.4938,85.4592,85.5537,192506.0
2022-01-13,86.1304,86.1304,84.4855,84.9487,395935.0
2022-01-14,84.58,85.204,83.2566,85.0622,253244.0
2022-01-15,84.58,85.204,83.2566,85.0622,253244.0
2022-01-16,84.58,85.204,83.2566,85.0622,253244.0
2022-01-17,84.58,85.204,83.2566,85.0622,253244.0
2022-01-18,84.0412,85.2134,83.0108,83.2282,299766.0
2022-01-19,83.7765,84.0601,81.7724,81.7913,465440.0
2022-01-20,82.2167,83.2944,80.3827,80.4489,476398.0
2022-01-21,80.2031,81.2902,79.0592,79.8533,868493.0
2022-01-22,80.2031,81.2902,79.0592,79.8533,868493.0
2022-01-23,80.2031,81.2902,79.0592,79.8533,868493.0
2022-01-24,78.8702,81.7629,77.3103,80.9499,657551.0
2022-01-25,79.305,82.2545,78.0619,81.2808,247190.0
2022-01-26,82.3868,84.2775,79.1538,80.6663,351462.0
2022-01-27,81.6967,82.349,77.2631,77.5656,416091.0
2022-01-28,77.1969,79.1727,75.0888,79.1065,399567.0
2022-01-29,77.1969,79.1727,75.0888,79.1065,399567.0
2022-01-30,77.1969,79.1727,75.0888,79.1065,399567.0
2022-01-31,78.0855,83.5874,78.0855,83.5685,342276.0
2022-02-01,83.4456,85.0243,82.3207,82.7177,421202.0
2022-02-02,81.8858,83.1148,80.118,80.723,379198.0
2022-02-03,80.0329,81.1579,79.253,80.0235,358583.0
2022-02-04,79.0781,81.7629,78.1044,81.0728,339302.0
2022-02-05,79.0781,81.7629,78.1044,81.0728,339302.0
2022-02-06,79.0781,81.7629,78.1044,81.0728,339302.0
2022-02-07,80.5812,83.6914,80.5812,83.4173,337102.0
2022-02-08,83.8332,85.8988,83.5496,85.3552,352169.0
2022-02-09,86.4424,87.9171,86.154,86.9623,481734.0
2022-02-10,85.8373,88.7206,85.1567,86.7638,424234.0
2022-02-11,86.9434,88.2763,83.1526,83.1904,575711.0
2022-02-12,86.9434,88.2763,83.1526,83.1904,575711.0
2022-02-13,86.9434,88.2763,83.1526,83.1904,575711.0
2022-02-14,84.1924,85.5821,82.0938,82.1505,588870.0
2022-02-15,83.1904,87.0285,83.1715,86.6787,420474.0
2022-02-16,87.1514,89.5336,86.7732,89.0326,382584.0
2022-02-17,88.2574,89.5336,87.123,88.3898,272026.0
2022-02-18,88.248,89.5904,86.6787,86.8394,298502.0
2022-02-19,88.248,89.5904,86.6787,86.8394,298502.0
2022-02-20,88.248,89.5904,86.6787,86.8394,298502.0
2022-02-21,88.248,89.5904,86.6787,86.8394,298502.0
2022-02-22,86.7827,87.5106,84.5517,85.5348,336236.0
2022-02-23,86.5274,86.6598,82.5759,82.8501,299908.0
2022-02-24,81.139,85.9839,79.7433,85.7806,413176.0
2022-02-25,85.7428,88.0495,83.767,85.6955,363090.0
2022-02-26,85.7428,88.0495,83.767,85.6955,363090.0
2022-02-27,85.7428,88.0495,83.767,85.6955,363090.0
2022-02-28,84.3153,86.2249,81.9331,83.2944,563683.0
2022-03-01,82.8595,83.3322,80.7278,81.8953,478373.0
2022-03-02,82.7744,84.3059,82.2119,84.0317,314345.0
2022-03-03,84.58,85.1189,82.1694,82.5192,337400.0
2022-03-04,81.2335,81.8858,79.9195,81.5549,497456.0
2022-03-05,81.2335,81.8858,79.9195,81.5549,497456.0
2022-03-06,81.2335,81.8858,79.9195,81.5549,497456.0
2022-03-07,81.2902,81.848,77.9532,77.991,470469.0
2022-03-08,78.6244,81.0634,76.8093,78.7945,638851.0
2022-03-09,80.118,84.8825,79.721,83.682,739345.0
2022-03-10,82.3396,85.7239,82.2828,85.7239,443375.0
2022-03-11,86.5842,87.4917,83.734,84.5233,270059.0
2022-03-12,86.5842,87.4917,83.734,84.5233,270059.0
2022-03-13,86.5842,87.4917,83.734,84.5233,270059.0
2022-03-14,85.2985,85.5443,83.3038,84.0128,611797.0
2022-03-15,85.3174,86.0264,83.3133,84.9487,414747.0
2022-03-16,86.622,87.5295,84.0743,86.6598,561778.0
2022-03-17,85.9035,86.726,84.2586,85.9791,277093.0
2022-03-18,86.0359,86.9339,85.3458,86.4518,529779.0
2022-03-19,86.0359,86.9339,85.3458,86.4518,529779.0
2022-03-20,86.0359,86.9339,85.3458,86.4518,529779.0
2022-03-21,85.9981,86.1588,83.5969,84.7597,222514.0
2022-03-22,85.4592,86.7165,84.7218,85.1094,363418.0
2022-03-23,84.3815,85.3174,83.214,83.4645,245752.0
2022-03-24,83.5023,84.1735,82.8642,84.1168,164143.0
2022-03-25,84.8542,87.1419,84.3721,86.2722,278456.0
2022-03-26,84.8542,87.1419,84.3721,86.2722,278456.0
2022-03-27,84.8542,87.1419,84.3721,86.2722,278456.0
2022-03-28,86.3951,87.8509,85.9602,87.7848,332423.0
2022-03-29,89.0421,92.7478,88.9381,91.8403,770710.0
2022-03-30,91.7458,91.9774,89.1271,89.8267,312775.0
2022-03-31,89.9212,91.2459,87.591,87.6997,691390.0
2022-04-01,87.8887,89.3635,87.8887,89.1933,301392.0
2022-04-02,87.8887,89.3635,87.8887,89.1933,301392.0
2022-04-03,87.8887,89.3635,87.8887,89.1933,301392.0
2022-04-04,89.8078,89.8456,86.7732,87.9644,395216.0
2022-04-05,89.0137,91.8781,87.3688,87.8698,535523.0
2022-04-06,87.832,87.832,84.6462,86.3573,424039.0
2022-04-07,86.4991,87.2365,82.2828,83.7198,787019.0
2022-04-08,83.0013,83.5591,81.2241,81.5077,532580.0
2022-04-09,83.0013,83.5591,81.2241,81.5077,532580.0
2022-04-10,83.0013,83.5591,81.2241,81.5077,532580.0
2022-04-11,81.4226,83.4527,80.8743,82.3868,326410.0
2022-04-12,82.6326,85.4498,82.6326,84.7029,375954.0
2022-04-13,85.3741,90.0347,84.7738,89.7889,349965.0
2022-04-14,90.5073,92.3224,89.3729,89.8172,372233.0
2022-04-15,90.5073,92.3224,89.3729,89.8172,372233.0
2022-04-16,90.5073,92.3224,89.3729,89.8172,372233.0
2022-04-17,90.5073,92.3224,89.3729,89.8172,372233.0
2022-04-18,89.4675,90.9233,88.4512,89.1082,343097.0
2022-04-19,89.5242,93.5892,89.4297,92.8234,370907.0
2022-04-20,93.8255,95.6595,93.2867,93.3056,484919.0
2022-04-21,94.9032,95.0166,90.9706,91.2542,434189.0
2022-04-22,90.8099,91.5756,89.25,89.5147,342266.0
2022-04-23,90.8099,91.5756,89.25,89.5147,342266.0
2022-04-24,90.8099,91.5756,89.25,89.5147,342266.0
2022-04-25,88.9664,91.9632,88.4181,91.585,254674.0
2022-04-26,90.6586,91.4811,88.5694,89.0515,216865.0
2022-04-27,88.4276,92.3886,88.0023,90.5168,289735.0
2022-04-28,91.3771,93.3623,89.0704,92.2468,346294.0
2022-04-29,91.689,92.4642,88.3331,88.3709,355137.0
2022-04-30,91.689,92.4642,88.3331,88.3709,355137.0
2022-05-01,91.689,92.4642,88.3331,88.3709,355137.0
2022-05-02,88.9381,89.4391,85.7428,87.7753,386404.0
2022-05-03,86.9245,88.853,84.7975,88.1534,544558.0
2022-05-04,88.3141,88.853,85.2229,88.6828,435326.0
2022-05-05,88.853,91.4054,86.1304,87.0285,526511.0
2022-05-06,86.0926,88.456,85.4403,87.0474,525998.0
2022-05-07,86.0926,88.456,85.4403,87.0474,525998.0
2022-05-08,86.0926,88.456,85.4403,87.0474,525998.0
2022-05-09,85.9602,85.9602,78.6527,79.4279,622774.0
2022-05-10,80.3922,82.5854,78.492,81.9236,400270.0
2022-05-11,82.1316,83.5969,79.305,80.1653,620589.0
2022-05-12,80.0518,80.9594,77.6223,79.9668,508494.0
2022-05-13,81.0634,83.6347,80.0424,83.3889,375238.0
2022-05-14,81.0634,83.6347,80.0424,83.3889,375238.0
2022-05-15,81.0634,83.6347,80.0424,83.3889,375238.0
2022-05-16,83.0864,84.9771,82.6941,83.3133,299670.0
2022-05-17,84.6557,87.5768,84.6557,87.1797,546445.0
2022-05-18,85.9602,87.7091,83.1053,83.7387,362232.0
2022-05-19,82.6421,85.2323,81.4037,82.2167,383520.0
2022-05-20,83.7009,83.7009,76.7526,78.2746,485841.0
2022-05-21,83.7009,83.7009,76.7526,78.2746,485841.0
2022-05-22,83.7009,83.7009,76.7526,78.2746,485841.0
2022-05-23,78.9174,79.5792,77.1024,77.9532,378584.0
2022-05-24,77.4332,77.4332,74.3514,76.469,381282.0
2022-05-25,75.7978,79.7115,75.7978,79.5508,359264.0
2022-05-26,80.3165,83.5212,79.2483,82.0938,297985.0
