,ROST US Equity,ROST US Equity,ROST US Equity,ROST US Equity,ROST US Equity
2021-05-03,126.7822,128.578,126.4056,127.5739,1182285.0
2021-05-04,126.6277,127.4966,125.5077,127.4387,1833930.0
2021-05-05,127.6415,128.3946,123.9339,124.2815,2196591.0
2021-05-06,124.7932,125.3242,123.3063,124.6097,1643544.0
2021-05-07,124.127,128.7229,123.9435,128.3753,1438130.0
2021-05-08,124.127,128.7229,123.9435,128.3753,1438130.0
2021-05-09,124.127,128.7229,123.9435,128.3753,1438130.0
2021-05-10,128.9932,129.587,126.3573,126.4442,1227687.0
2021-05-11,125.6911,125.6911,121.9835,124.6677,1415935.0
2021-05-12,123.3256,124.0015,119.2511,119.8111,1970316.0
2021-05-13,120.5739,122.7946,119.7242,121.4042,1295777.0
2021-05-14,122.2925,126.7049,121.9449,126.0001,1493595.0
2021-05-15,122.2925,126.7049,121.9449,126.0001,1493595.0
2021-05-16,122.2925,126.7049,121.9449,126.0001,1493595.0
2021-05-17,124.6966,125.276,123.1518,123.9918,2486137.0
2021-05-18,124.156,124.687,119.8835,120.5063,3589697.0
2021-05-19,118.8746,121.1918,116.3353,120.8249,3946359.0
2021-05-20,120.3325,121.5742,117.4263,118.2566,3755889.0
2021-05-21,120.4348,121.3849,117.5904,119.0001,3685112.0
2021-05-22,120.4348,121.3849,117.5904,119.0001,3685112.0
2021-05-23,120.4348,121.3849,117.5904,119.0001,3685112.0
2021-05-24,119.6277,120.2939,118.7491,119.2511,2493538.0
2021-05-25,120.2456,120.2456,118.0539,119.5987,2676028.0
2021-05-26,120.0139,121.887,119.7339,121.7904,1915732.0
2021-05-27,121.6939,121.9256,119.7435,121.327,4549613.0
2021-05-28,122.5773,122.8042,120.4387,122.0318,2044946.0
2021-05-29,122.5773,122.8042,120.4387,122.0318,2044946.0
2021-05-30,122.5773,122.8042,120.4387,122.0318,2044946.0
2021-05-31,122.5773,122.8042,120.4387,122.0318,2044946.0
2021-06-01,121.6842,122.7463,118.247,118.7297,1982635.0
2021-06-02,118.5559,118.8553,116.4753,116.818,2091485.0
2021-06-03,115.8525,116.7022,113.767,115.3601,2381602.0
2021-06-04,116.2773,116.5863,114.0953,115.3504,2069328.0
2021-06-05,116.2773,116.5863,114.0953,115.3504,2069328.0
2021-06-06,116.2773,116.5863,114.0953,115.3504,2069328.0
2021-06-07,115.2295,115.8683,114.2859,115.3844,2078613.0
2021-06-08,116.4974,117.2039,115.8683,116.4006,1798973.0
2021-06-09,116.9909,117.0297,115.4231,116.2264,1735564.0
2021-06-10,115.6263,116.2167,113.6519,114.1746,4707551.0
2021-06-11,115.3166,116.2264,114.4633,116.2167,3456387.0
2021-06-12,115.3166,116.2264,114.4633,116.2167,3456387.0
2021-06-13,115.3166,116.2264,114.4633,116.2167,3456387.0
2021-06-14,116.3038,117.1555,114.5327,115.3844,1856201.0
2021-06-15,115.5392,115.9651,114.0391,114.9101,2117948.0
2021-06-16,115.2876,115.7328,113.9036,115.1521,2415064.0
2021-06-17,115.2295,115.4715,112.839,114.4262,3734439.0
2021-06-18,112.9648,113.3422,110.8743,111.5518,4148484.0
2021-06-19,112.9648,113.3422,110.8743,111.5518,4148484.0
2021-06-20,112.9648,113.3422,110.8743,111.5518,4148484.0
2021-06-21,112.2486,115.6457,112.2486,115.5682,2264453.0
2021-06-22,115.4521,117.0006,114.7262,116.5264,1571492.0
2021-06-23,116.1393,117.6491,115.8005,116.9909,1291490.0
2021-06-24,118.0846,119.4589,117.6007,119.2073,1652611.0
2021-06-25,120.0977,121.0268,119.1105,119.5944,3143685.0
2021-06-26,120.0977,121.0268,119.1105,119.5944,3143685.0
2021-06-27,120.0977,121.0268,119.1105,119.5944,3143685.0
2021-06-28,119.4879,119.4879,117.1942,117.862,1271051.0
2021-06-29,118.2685,118.8879,117.8717,118.2298,1249887.0
2021-06-30,118.5104,120.4267,118.133,120.0106,1792485.0
2021-07-01,120.0106,121.322,120.0106,120.9687,1499341.0
2021-07-02,121.1042,122.4495,120.8042,122.1882,1220379.0
2021-07-03,121.1042,122.4495,120.8042,122.1882,1220379.0
2021-07-04,121.1042,122.4495,120.8042,122.1882,1220379.0
2021-07-05,121.1042,122.4495,120.8042,122.1882,1220379.0
2021-07-06,122.556,122.6818,120.6009,122.4495,2446240.0
2021-07-07,122.9624,123.4754,119.5654,120.0977,1581564.0
2021-07-08,119.3428,119.3428,116.2965,117.7555,1643303.0
2021-07-09,118.6653,120.8042,118.6653,120.7558,1412775.0
2021-07-10,118.6653,120.8042,118.6653,120.7558,1412775.0
2021-07-11,118.6653,120.8042,118.6653,120.7558,1412775.0
2021-07-12,119.9428,120.6203,119.275,120.1074,1079158.0
2021-07-13,119.9719,120.3009,118.5298,118.7234,1177209.0
2021-07-14,119.4492,121.472,119.2799,120.8719,1290481.0
2021-07-15,119.3524,120.2525,118.7427,119.7202,1486341.0
2021-07-16,120.088,120.5235,115.4569,115.6457,2197722.0
2021-07-17,120.088,120.5235,115.4569,115.6457,2197722.0
2021-07-18,120.088,120.5235,115.4569,115.6457,2197722.0
2021-07-19,113.7971,114.0681,110.7098,111.8228,2106407.0
2021-07-20,111.9195,115.486,110.8065,114.7746,1984572.0
2021-07-21,115.1327,117.9491,115.1327,117.7362,1830510.0
2021-07-22,117.7942,117.8233,116.478,117.3007,1025603.0
2021-07-23,118.1233,118.675,117.0877,117.7652,962107.0
2021-07-24,118.1233,118.675,117.0877,117.7652,962107.0
2021-07-25,118.1233,118.675,117.0877,117.7652,962107.0
2021-07-26,117.62,118.5104,116.6522,118.4524,1195764.0
2021-07-27,118.4137,119.2944,116.9813,117.7168,2150453.0
2021-07-28,117.6878,118.5975,116.8748,117.2813,1123090.0
2021-07-29,117.4475,119.9719,117.4475,118.6363,1165962.0
2021-07-30,118.1233,121.2978,117.7555,118.7427,1197767.0
2021-07-31,118.1233,121.2978,117.7555,118.7427,1197767.0
2021-08-01,118.1233,121.2978,117.7555,118.7427,1197767.0
2021-08-02,119.3912,119.6815,116.8361,117.1168,906818.0
2021-08-03,117.7071,118.1427,115.2779,118.0749,1157766.0
2021-08-04,117.7459,117.862,114.8037,114.8811,1464837.0
2021-08-05,115.7425,117.4265,115.336,116.7877,1305549.0
2021-08-06,117.1168,119.2073,116.9716,119.1298,1414036.0
2021-08-07,117.1168,119.2073,116.9716,119.1298,1414036.0
2021-08-08,117.1168,119.2073,116.9716,119.1298,1414036.0
2021-08-09,118.5879,118.8492,116.8361,117.5523,1080263.0
2021-08-10,117.8813,122.3334,117.4749,121.6946,1635387.0
2021-08-11,122.1204,123.2334,121.3655,123.156,1436326.0
2021-08-12,122.9334,123.2431,120.5042,121.3946,1076153.0
2021-08-13,121.4139,121.6656,120.2332,120.6493,1308698.0
2021-08-14,121.4139,121.6656,120.2332,120.6493,1308698.0
2021-08-15,121.4139,121.6656,120.2332,120.6493,1308698.0
2021-08-16,120.63,120.8913,118.7621,120.7848,1133589.0
2021-08-17,119.6525,120.059,116.2457,116.8748,1839489.0
2021-08-18,116.9522,121.6462,116.0038,120.059,2527031.0
2021-08-19,119.0815,122.7786,118.5443,122.5076,2594023.0
2021-08-20,117.9588,119.5944,115.0941,119.1589,4915040.0
2021-08-21,117.9588,119.5944,115.0941,119.1589,4915040.0
2021-08-22,117.9588,119.5944,115.0941,119.1589,4915040.0
2021-08-23,119.788,121.6752,119.4202,120.4461,1728634.0
2021-08-24,120.93,121.5881,119.4976,119.8073,2393669.0
2021-08-25,119.4783,120.3783,118.1717,119.9912,1683137.0
2021-08-26,118.8105,118.9169,114.6004,115.4134,2400346.0
2021-08-27,115.365,116.3909,114.3972,115.065,2130731.0
2021-08-28,115.365,116.3909,114.3972,115.065,2130731.0
2021-08-29,115.365,116.3909,114.3972,115.065,2130731.0
2021-08-30,115.3844,115.8199,114.0294,114.6682,1306134.0
2021-08-31,114.494,114.8617,113.7487,114.5907,1960380.0
2021-09-01,114.8133,114.9295,112.9067,113.7487,1512110.0
2021-09-02,113.5745,113.9326,112.9454,113.1971,1331589.0
2021-09-03,112.4549,113.0855,111.7661,111.9407,1243652.0
2021-09-04,112.4549,113.0855,111.7661,111.9407,1243652.0
2021-09-05,112.4549,113.0855,111.7661,111.9407,1243652.0
2021-09-06,112.4549,113.0855,111.7661,111.9407,1243652.0
2021-09-07,111.4168,111.6982,110.3326,111.1063,2130745.0
2021-09-08,111.3198,111.4653,109.783,110.8444,1989959.0
2021-09-09,110.9608,112.6392,110.7474,110.8638,1340303.0
2021-09-10,111.3295,111.6011,109.3697,109.4473,1302545.0
2021-09-11,111.3295,111.6011,109.3697,109.4473,1302545.0
2021-09-12,111.3295,111.6011,109.3697,109.4473,1302545.0
2021-09-13,110.4951,111.1548,109.6216,110.1652,1330081.0
2021-09-14,111.0772,111.1257,108.7682,109.0689,1670551.0
2021-09-15,108.5838,109.6705,108.1147,109.5443,1554868.0
2021-09-16,109.8548,110.8347,109.5831,110.2623,2031175.0
2021-09-17,110.7959,112.3288,110.4175,111.2034,2795257.0
2021-09-18,110.7959,112.3288,110.4175,111.2034,2795257.0
2021-09-19,110.7959,112.3288,110.4175,111.2034,2795257.0
2021-09-20,109.9615,111.0481,108.2928,109.7578,1355140.0
2021-09-21,110.6406,111.9795,110.0391,110.4369,1561968.0
2021-09-22,111.6884,112.3336,110.6697,110.7862,1036338.0
2021-09-23,110.825,113.9684,110.825,112.1153,1242427.0
2021-09-24,111.3586,112.746,111.2034,112.5325,1099388.0
2021-09-25,111.3586,112.746,111.2034,112.5325,1099388.0
2021-09-26,111.3586,112.746,111.2034,112.5325,1099388.0
2021-09-27,112.2997,115.0938,112.2997,113.1243,1234637.0
2021-09-28,112.2609,112.7654,110.0003,111.1354,1380197.0
2021-09-29,111.931,113.0419,111.0675,111.5429,984586.0
2021-09-30,110.0197,110.7377,105.2367,105.6053,3208771.0
2021-10-01,106.3039,108.8361,105.7315,107.7786,2634323.0
2021-10-02,106.3039,108.8361,105.7315,107.7786,2634323.0
2021-10-03,106.3039,108.8361,105.7315,107.7786,2634323.0
2021-10-04,107.6816,109.0874,106.5755,106.9248,1577173.0
2021-10-05,106.6338,107.2159,104.8971,105.0911,2838516.0
2021-10-06,104.4605,104.7225,101.7876,102.7239,3235805.0
2021-10-07,104.1598,106.2554,103.8493,104.6934,1764276.0
2021-10-08,105.1203,105.683,104.0433,104.6546,1549544.0
2021-10-09,105.1203,105.683,104.0433,104.6546,1549544.0
2021-10-10,105.1203,105.683,104.0433,104.6546,1549544.0
2021-10-11,104.4702,105.1785,102.3504,102.394,1437034.0
2021-10-12,102.9179,103.9657,102.6269,103.0343,1162566.0
2021-10-13,103.9851,104.4072,102.9567,103.4612,1320057.0
2021-10-14,102.5686,105.5956,102.4813,104.9165,1344344.0
2021-10-15,105.8964,106.4591,105.0232,105.4695,1383149.0
2021-10-16,105.8964,106.4591,105.0232,105.4695,1383149.0
2021-10-17,105.8964,106.4591,105.0232,105.4695,1383149.0
2021-10-18,104.8486,106.4591,103.8687,106.236,1353107.0
2021-10-19,106.6532,106.6532,104.8632,105.421,1153945.0
2021-10-20,105.5762,107.439,105.4404,105.9352,1259721.0
2021-10-21,106.2845,107.5069,106.2845,107.4099,801780.0
2021-10-22,107.6719,107.701,106.5658,107.0994,718446.0
2021-10-23,107.6719,107.701,106.5658,107.0994,718446.0
2021-10-24,107.6719,107.701,106.5658,107.0994,718446.0
2021-10-25,107.6913,109.8693,107.5263,109.7481,1688985.0
2021-10-26,110.0003,111.0966,109.3503,110.466,2056370.0
2021-10-27,110.466,110.6794,107.2644,107.3614,1758961.0
2021-10-28,108.1472,110.3205,107.5263,109.6025,3301509.0
2021-10-29,109.6025,110.107,108.9719,109.8257,1927280.0
2021-10-30,109.6025,110.107,108.9719,109.8257,1927280.0
2021-10-31,109.6025,110.107,108.9719,109.8257,1927280.0
2021-11-01,109.6802,111.7079,109.2533,110.6115,1482826.0
2021-11-02,111.5187,112.5324,109.719,111.1257,1666581.0
2021-11-03,111.0481,113.949,111.0481,113.8326,1356802.0
2021-11-04,113.9878,114.7931,113.4154,114.0848,1097671.0
2021-11-05,114.8513,117.0051,114.8513,116.0834,1496580.0
2021-11-06,114.8513,117.0051,114.8513,116.0834,1496580.0
2021-11-07,114.8513,117.0051,114.8513,116.0834,1496580.0
2021-11-08,116.3745,116.5297,113.949,115.0841,1414211.0
2021-11-09,115.1423,116.4521,114.9192,115.7147,1427801.0
2021-11-10,115.8215,116.8402,115.0356,115.1326,1203679.0
2021-11-11,113.2699,114.1139,111.8534,112.028,2299490.0
2021-11-12,112.5713,113.0273,111.2616,112.0571,1301540.0
2021-11-13,112.5713,113.0273,111.2616,112.0571,1301540.0
2021-11-14,112.5713,113.0273,111.2616,112.0571,1301540.0
2021-11-15,113.4639,114.4535,111.6011,112.0086,1731678.0
2021-11-16,112.4452,112.7945,110.8735,111.5914,2174797.0
2021-11-17,116.2057,119.6828,112.45,113.0467,3978877.0
2021-11-18,113.7356,116.4036,112.2706,115.9573,4928784.0
2021-11-19,111.6495,113.3572,107.6136,109.4182,6665150.0
2021-11-20,111.6495,113.3572,107.6136,109.4182,6665150.0
2021-11-21,111.6495,113.3572,107.6136,109.4182,6665150.0
2021-11-22,110.4078,110.9948,106.5173,107.8562,3080316.0
2021-11-23,107.2935,112.3482,107.0121,111.9892,2724683.0
2021-11-24,110.7183,112.1347,109.913,112.0668,1546954.0
2021-11-25,110.7183,112.1347,109.913,112.0668,1546954.0
2021-11-26,108.8555,109.0641,106.0128,106.7308,2045801.0
2021-11-27,108.8555,109.0641,106.0128,106.7308,2045801.0
2021-11-28,108.8555,109.0641,106.0128,106.7308,2045801.0
2021-11-29,108.7488,109.4473,107.0024,108.3316,2022941.0
2021-11-30,107.5845,107.6816,103.4515,105.8382,3091857.0
2021-12-01,107.6719,108.6129,101.6664,101.744,1894779.0
2021-12-02,103.1217,108.2249,103.1217,107.2644,2396739.0
2021-12-03,107.4681,108.0114,105.5083,106.9054,1719094.0
2021-12-04,107.4681,108.0114,105.5083,106.9054,1719094.0
2021-12-05,107.4681,108.0114,105.5083,106.9054,1719094.0
2021-12-06,108.6903,111.0248,108.3012,109.6046,1697337.0
2021-12-07,107.4549,111.0734,107.2239,110.0132,2167303.0
2021-12-08,110.8205,111.3166,109.1474,110.0423,2267726.0
2021-12-09,109.449,110.5481,108.9237,109.4587,1194516.0
2021-12-10,110.1785,110.6941,108.6222,109.7797,1541377.0
2021-12-11,110.1785,110.6941,108.6222,109.7797,1541377.0
2021-12-12,110.1785,110.6941,108.6222,109.7797,1541377.0
2021-12-13,109.2934,109.877,106.0931,106.6865,1637631.0
2021-12-14,106.0251,108.8167,105.8354,106.6087,1779569.0
2021-12-15,105.8889,106.6914,103.2271,105.85,1675924.0
2021-12-16,108.1747,108.486,105.9472,106.2877,1765810.0
2021-12-17,105.8597,107.0853,104.1769,105.1204,3548332.0
2021-12-18,105.8597,107.0853,104.1769,105.1204,3548332.0
2021-12-19,105.8597,107.0853,104.1769,105.1204,3548332.0
2021-12-20,103.8738,103.8738,100.788,102.9708,1997395.0
2021-12-21,103.8559,105.6943,103.0097,105.5873,1508732.0
2021-12-22,105.7332,106.453,104.8286,106.0542,1294610.0
2021-12-23,106.5114,107.7954,105.8889,107.1534,1187378.0
2021-12-24,106.5114,107.7954,105.8889,107.1534,1187378.0
2021-12-25,106.5114,107.7954,105.8889,107.1534,1187378.0
2021-12-26,106.5114,107.7954,105.8889,107.1534,1187378.0
2021-12-27,107.6008,110.0423,107.3625,109.3031,1656251.0
2021-12-28,108.914,110.305,108.7827,109.0988,1139708.0
2021-12-29,109.1669,110.8886,109.1669,110.2174,1399547.0
2021-12-30,110.3147,111.7932,110.305,111.1512,860101.0
2021-12-31,111.1512,111.9586,110.6649,111.161,1134856.0
2022-01-01,111.1512,111.9586,110.6649,111.161,1134856.0
2022-01-02,111.1512,111.9586,110.6649,111.161,1134856.0
2022-01-03,110.1591,112.0753,109.8138,110.0715,1793231.0
2022-01-04,110.7038,111.5306,109.7213,110.0715,2273268.0
2022-01-05,110.2369,110.6649,106.6087,106.667,2345063.0
2022-01-06,107.3868,107.6008,105.3442,106.453,1844430.0
2022-01-07,105.6992,105.6992,102.037,102.1245,2999216.0
2022-01-08,105.6992,105.6992,102.037,102.1245,2999216.0
2022-01-09,105.6992,105.6992,102.037,102.1245,2999216.0
2022-01-10,101.4728,101.5701,98.185,100.3055,4096386.0
2022-01-11,100.1499,104.1477,99.7997,104.0116,2645090.0
2022-01-12,104.673,105.6992,101.7062,102.5622,2260855.0
2022-01-13,102.854,103.4279,101.5992,101.8716,1960708.0
2022-01-14,100.9864,101.2977,97.8154,99.4787,3552214.0
2022-01-15,100.9864,101.2977,97.8154,99.4787,3552214.0
2022-01-16,100.9864,101.2977,97.8154,99.4787,3552214.0
2022-01-17,100.9864,101.2977,97.8154,99.4787,3552214.0
2022-01-18,98.2239,98.3893,96.0937,96.5023,4103231.0
2022-01-19,97.2318,98.1753,96.1618,96.3272,2118450.0
2022-01-20,96.7065,98.1072,94.4985,94.7708,2379867.0
2022-01-21,94.8292,95.9867,92.4558,92.8254,3086229.0
2022-01-22,94.8292,95.9867,92.4558,92.8254,3086229.0
2022-01-23,94.8292,95.9867,92.4558,92.8254,3086229.0
2022-01-24,91.0454,95.763,90.4034,95.5685,4575937.0
2022-01-25,93.2923,95.2718,91.7117,93.9732,3139055.0
2022-01-26,94.6249,96.6093,91.4345,92.1737,3125197.0
2022-01-27,93.7495,95.1502,91.843,92.2807,2215613.0
2022-01-28,91.7749,93.2145,90.024,93.1561,4187798.0
2022-01-29,91.7749,93.2145,90.024,93.1561,4187798.0
2022-01-30,91.7749,93.2145,90.024,93.1561,4187798.0
2022-01-31,92.5142,95.2766,92.3099,95.0821,2891482.0
2022-02-01,95.5762,96.4293,94.8584,95.8505,3762465.0
2022-02-02,96.2785,96.6968,93.9781,94.6736,2966273.0
2022-02-03,94.372,94.6201,91.7165,91.8041,3057187.0
2022-02-04,90.9578,92.2807,89.5863,91.5901,3617815.0
2022-02-05,90.9578,92.2807,89.5863,91.5901,3617815.0
2022-02-06,90.9578,92.2807,89.5863,91.5901,3617815.0
2022-02-07,91.9694,92.4947,90.4326,90.8022,2512942.0
2022-02-08,91.235,93.5258,90.5979,92.8741,2161552.0
2022-02-09,94.2358,95.2864,93.9246,94.7611,2827302.0
2022-02-10,91.7457,95.335,91.7457,93.9343,2470019.0
2022-02-11,93.8565,94.3818,91.3712,91.6971,2187747.0
2022-02-12,93.8565,94.3818,91.3712,91.6971,2187747.0
2022-02-13,93.8565,94.3818,91.3712,91.6971,2187747.0
2022-02-14,92.3196,93.0783,90.7827,91.6971,2320358.0
2022-02-15,92.9908,93.9489,92.3488,93.5647,2565352.0
2022-02-16,93.1659,93.8954,91.8722,93.0881,2431638.0
2022-02-17,91.8041,93.0102,88.8568,89.2459,3101554.0
2022-02-18,88.9443,91.6339,88.7692,90.9189,3259998.0
2022-02-19,88.9443,91.6339,88.7692,90.9189,3259998.0
2022-02-20,88.9443,91.6339,88.7692,90.9189,3259998.0
2022-02-21,88.9443,91.6339,88.7692,90.9189,3259998.0
2022-02-22,90.773,92.9032,89.3918,89.7225,3364779.0
2022-02-23,87.0864,87.8452,84.1683,85.6177,5274883.0
2022-02-24,84.3531,88.3121,83.7987,88.1662,4279899.0
2022-02-25,88.5163,90.4228,87.315,90.1991,2525106.0
2022-02-26,88.5163,90.4228,87.315,90.1991,2525106.0
2022-02-27,88.5163,90.4228,87.315,90.1991,2525106.0
2022-02-28,88.7109,89.4599,87.7576,88.8957,3177690.0
2022-03-01,88.5163,89.4112,86.532,87.1059,4002489.0
2022-03-02,92.5628,94.9459,91.5098,92.4072,5477126.0
2022-03-03,92.3391,92.3391,89.6447,90.9773,3266594.0
2022-03-04,90.1602,90.4958,86.4445,86.9989,4347958.0
2022-03-05,90.1602,90.4958,86.4445,86.9989,4347958.0
2022-03-06,90.1602,90.4958,86.4445,86.9989,4347958.0
2022-03-07,87.2907,87.4853,82.7676,82.7968,4641875.0
2022-03-08,83.147,86.318,82.1354,83.5166,3160184.0
2022-03-09,85.8706,86.8579,84.2656,86.1527,3488185.0
2022-03-10,84.6644,87.3491,83.9543,87.1545,2235105.0
2022-03-11,88.2342,88.6136,85.2091,85.3648,2228206.0
2022-03-12,88.2342,88.6136,85.2091,85.3648,2228206.0
2022-03-13,88.2342,88.6136,85.2091,85.3648,2228206.0
2022-03-14,86.1847,86.6142,83.5393,83.715,2063144.0
2022-03-15,85.3745,86.4629,84.0176,85.3745,2743990.0
2022-03-16,86.5068,89.1717,86.2921,89.162,3376794.0
2022-03-17,88.1858,90.3822,87.9027,90.0112,2467421.0
2022-03-18,89.2108,91.2412,88.6056,91.1045,4463408.0
2022-03-19,89.2108,91.2412,88.6056,91.1045,4463408.0
2022-03-20,89.2108,91.2412,88.6056,91.1045,4463408.0
2022-03-21,91.5926,91.9977,88.2834,88.8984,2095212.0
2022-03-22,89.7086,91.1533,88.9277,89.4939,2008032.0
2022-03-23,88.8203,88.8984,86.8192,87.6001,2858837.0
2022-03-24,88.1956,88.5519,87.0242,88.2639,1739524.0
2022-03-25,89.1034,89.3572,86.5166,88.0687,2284201.0
2022-03-26,89.1034,89.3572,86.5166,88.0687,2284201.0
2022-03-27,89.1034,89.3572,86.5166,88.0687,2284201.0
2022-03-28,88.1761,89.406,87.2682,89.3767,1496525.0
2022-03-29,90.9581,93.6474,90.9191,93.2716,2467091.0
2022-03-30,92.2857,92.5688,90.2455,90.4017,2188059.0
2022-03-31,89.9722,90.5872,88.2444,88.303,2927860.0
2022-04-01,89.162,89.2986,87.8051,88.4494,2160662.0
2022-04-02,89.162,89.2986,87.8051,88.4494,2160662.0
2022-04-03,89.162,89.2986,87.8051,88.4494,2160662.0
2022-04-04,88.8203,91.3095,88.1565,90.9483,2416824.0
2022-04-05,90.0015,91.8366,88.8057,90.9288,2451864.0
2022-04-06,89.2303,92.8421,88.8984,91.944,3356715.0
2022-04-07,91.0167,93.5351,89.9819,93.0764,2811101.0
2022-04-08,92.9202,95.9658,92.8421,94.5308,2722380.0
2022-04-09,92.9202,95.9658,92.8421,94.5308,2722380.0
2022-04-10,92.9202,95.9658,92.8421,94.5308,2722380.0
2022-04-11,96.7955,100.0559,96.4929,97.3324,3994380.0
2022-04-12,97.8693,101.0515,97.8693,99.7533,4825643.0
2022-04-13,100.0754,101.5787,100.0168,100.4756,2300176.0
2022-04-14,100.2511,102.1936,100.2511,100.622,2165768.0
2022-04-15,100.2511,102.1936,100.2511,100.622,2165768.0
2022-04-16,100.2511,102.1936,100.2511,100.622,2165768.0
2022-04-17,100.2511,102.1936,100.2511,100.622,2165768.0
2022-04-18,99.968,102.5158,99.8606,101.9984,2969715.0
2022-04-19,101.891,105.2734,101.8398,104.8,3030346.0
2022-04-20,105.3466,106.7425,105.2392,105.8249,2072698.0
2022-04-21,106.8011,107.787,104.224,104.6243,2536895.0
2022-04-22,103.4236,103.8726,100.827,100.993,2430081.0
2022-04-23,103.4236,103.8726,100.827,100.993,2430081.0
2022-04-24,103.4236,103.8726,100.827,100.993,2430081.0
2022-04-25,100.7196,103.3553,99.5385,103.0917,2748201.0
2022-04-26,101.7934,102.6876,100.5147,100.5732,2424967.0
2022-04-27,100.2706,100.5147,97.9669,98.8357,2648039.0
2022-04-28,99.9973,101.9984,98.9528,101.686,2375768.0
2022-04-29,100.0754,100.8173,97.1274,97.391,2696751.0
2022-04-30,100.0754,100.8173,97.1274,97.391,2696751.0
2022-05-01,100.0754,100.8173,97.1274,97.391,2696751.0
2022-05-02,98.0059,99.3042,96.5222,98.904,3059219.0
2022-05-03,99.1968,99.2554,96.4636,98.0547,2449650.0
2022-05-04,98.0938,101.7251,96.5612,101.442,2449207.0
2022-05-05,99.9582,100.8465,96.1317,97.5081,2719542.0
2022-05-06,96.7662,96.8541,92.803,93.9451,3446378.0
2022-05-07,96.7662,96.8541,92.803,93.9451,3446378.0
2022-05-08,96.7662,96.8541,92.803,93.9451,3446378.0
2022-05-09,93.2228,94.0525,90.8117,91.1826,3225451.0
2022-05-10,92.4223,92.8518,85.7259,87.483,5568422.0
2022-05-11,86.9754,88.3322,85.5892,85.7552,3338003.0
2022-05-12,85.0719,87.5416,84.8864,86.9949,3092058.0
2022-05-13,87.8832,90.0015,87.5708,89.8648,2701796.0
2022-05-14,87.8832,90.0015,87.5708,89.8648,2701796.0
2022-05-15,87.8832,90.0015,87.5708,89.8648,2701796.0
2022-05-16,89.3474,90.1674,87.9027,89.6208,2563883.0
2022-05-17,89.3182,90.9288,87.2317,90.841,3958472.0
2022-05-18,93.0861,96.0634,89.9624,90.5872,7013198.0
2022-05-19,89.8355,92.4126,89.0351,90.4895,7356571.0
2022-05-20,68.3308,72.87,68.0868,70.1562,34575468.0
2022-05-21,68.3308,72.87,68.0868,70.1562,34575468.0
2022-05-22,68.3308,72.87,68.0868,70.1562,34575468.0
2022-05-23,70.5467,77.8971,70.5174,76.8722,12789852.0
2022-05-24,75.857,76.716,73.7778,75.7594,6149499.0
2022-05-25,75.5153,80.6011,74.7637,79.4199,4410351.0
2022-05-26,80.4351,85.233,80.4156,84.9157,5308748.0
2022-05-27,85.2866,87.0925,84.0372,85.2281,3767494.0
2022-05-28,85.2866,87.0925,84.0372,85.2281,3767494.0
2022-05-29,85.2866,87.0925,84.0372,85.2281,3767494.0
2022-05-30,85.2866,87.0925,84.0372,85.2281,3767494.0
2022-05-31,84.291,84.3886,82.1239,82.9927,4228723.0
2022-06-01,83.3636,83.7053,80.3961,80.6889,3805842.0
2022-06-02,80.5328,81.7944,79.9471,81.2258,3585406.0
2022-06-03,80.5328,81.9677,80.2887,80.7475,3059553.0
2022-06-04,80.5328,81.9677,80.2887,80.7475,3059553.0
2022-06-05,80.5328,81.9677,80.2887,80.7475,3059553.0
2022-06-06,81.2473,81.5706,79.4836,79.6893,2676044.0
2022-06-07,77.8571,79.7677,77.3378,78.8859,3671793.0
2022-06-08,78.9447,81.551,78.0824,79.415,2557349.0
2022-06-09,78.5331,79.2484,78.0726,78.151,2719768.0
2022-06-10,76.7499,77.7493,75.5937,75.6427,3983552.0
2022-06-11,76.7499,77.7493,75.5937,75.6427,3983552.0
2022-06-12,76.7499,77.7493,75.5937,75.6427,3983552.0
2022-06-13,73.7418,74.4277,72.9579,73.3205,4753303.0
2022-06-14,73.4478,74.1925,71.8811,72.5072,3113281.0
2022-06-15,73.2421,75.4173,73.2421,74.4669,2616382.0
2022-06-16,72.664,72.953,71.4784,72.1251,3303198.0
2022-06-17,72.2231,74.1778,71.9487,73.2519,5539338.0
2022-06-18,72.2231,74.1778,71.9487,73.2519,5539338.0
2022-06-19,72.2231,74.1778,71.9487,73.2519,5539338.0
2022-06-20,72.2231,74.1778,71.9487,73.2519,5539338.0
2022-06-21,74.0945,74.7706,72.811,73.585,3204619.0
2022-06-22,72.419,73.2617,71.0473,71.3412,3335072.0
2022-06-23,71.8115,72.7767,70.7582,72.4876,2821886.0
2022-06-24,73.4772,76.6911,73.1882,75.966,10913172.0
2022-06-25,73.4772,76.6911,73.1882,75.966,10913172.0
2022-06-26,73.4772,76.6911,73.1882,75.966,10913172.0
2022-06-27,75.9464,76.7009,74.3101,74.8,2123377.0
2022-06-28,75.0646,75.7504,71.1942,71.3118,3612631.0
2022-06-29,70.9395,71.2432,70.038,70.3614,2807189.0
2022-06-30,69.0582,70.136,68.1764,68.8133,5531256.0
2022-07-01,68.7251,70.0968,67.8432,69.9401,2977843.0
2022-07-02,68.7251,70.0968,67.8432,69.9401,2977843.0
2022-07-03,68.7251,70.0968,67.8432,69.9401,2977843.0
2022-07-04,68.7251,70.0968,67.8432,69.9401,2977843.0
