,ALB US Equity,ALB US Equity,ALB US Equity,ALB US Equity,ALB US Equity
2021-03-04,142.1298,142.8212,133.5401,137.8155,2915308.0
2021-03-05,140.5034,140.8053,130.3289,140.1236,1416665.0
2021-03-06,140.5034,140.8053,130.3289,140.1236,1416665.0
2021-03-07,140.5034,140.8053,130.3289,140.1236,1416665.0
2021-03-08,141.1851,142.87,136.5884,137.0169,1322938.0
2021-03-09,140.1626,144.4574,138.5848,141.9643,1219228.0
2021-03-10,146.0838,152.2291,145.2424,148.3238,1937189.0
2021-03-11,152.6102,158.1756,150.6018,157.4628,1589722.0
2021-03-12,156.2814,158.1073,152.1708,153.567,984961.0
2021-03-13,156.2814,158.1073,152.1708,153.567,984961.0
2021-03-14,156.2814,158.1073,152.1708,153.567,984961.0
2021-03-15,152.3954,155.969,152.3954,155.0804,704904.0
2021-03-16,156.1545,156.1545,150.6671,151.6924,957601.0
2021-03-17,149.6517,153.1374,148.0016,152.2294,1014371.0
2021-03-18,151.7998,154.8071,148.812,148.9194,1326999.0
2021-03-19,149.0854,149.7898,145.131,147.9235,1670709.0
2021-03-20,149.0854,149.7898,145.131,147.9235,1670709.0
2021-03-21,149.0854,149.7898,145.131,147.9235,1670709.0
2021-03-22,148.0211,149.3881,145.2384,148.5581,740321.0
2021-03-23,147.2595,148.4507,141.9968,143.0122,765217.0
2021-03-24,144.5354,147.5329,143.1001,143.1685,1039765.0
2021-03-25,141.9968,145.7754,138.5892,145.4142,964226.0
2021-03-26,147.4353,147.4353,143.1782,146.8495,722548.0
2021-03-27,147.4353,147.4353,143.1782,146.8495,722548.0
2021-03-28,147.4353,147.4353,143.1782,146.8495,722548.0
2021-03-29,146.0879,146.0879,141.9675,142.9536,758792.0
2021-03-30,142.7486,143.105,140.4248,141.9577,1347958.0
2021-03-31,143.6566,144.965,142.2604,142.6607,1990008.0
2021-04-01,144.6916,148.231,144.057,147.1814,1126191.0
2021-04-02,144.6916,148.231,144.057,147.1814,1126191.0
2021-04-03,144.6916,148.231,144.057,147.1814,1126191.0
2021-04-04,144.6916,148.231,144.057,147.1814,1126191.0
2021-04-05,149.847,150.2082,145.4825,146.6737,775977.0
2021-04-06,145.9805,150.0715,145.5313,149.2807,888015.0
2021-04-07,148.9878,149.2807,139.8762,140.3076,1292212.0
2021-04-08,141.5183,143.3833,140.8642,142.7193,852780.0
2021-04-09,142.7486,144.0179,141.4012,143.8422,639099.0
2021-04-10,142.7486,144.0179,141.4012,143.8422,639099.0
2021-04-11,142.7486,144.0179,141.4012,143.8422,639099.0
2021-04-12,143.8715,144.8282,142.2018,144.223,793091.0
2021-04-13,144.5354,145.7461,142.4985,145.0724,1061879.0
2021-04-14,145.2189,150.8331,144.7307,149.3197,1104811.0
2021-04-15,150.3938,150.672,145.5899,146.9569,1036693.0
2021-04-16,148.2555,149.3881,147.3377,148.441,727901.0
2021-04-17,148.2555,149.3881,147.3377,148.441,727901.0
2021-04-18,148.2555,149.3881,147.3377,148.441,727901.0
2021-04-19,151.7705,155.9856,151.1309,153.7818,1259401.0
2021-04-20,152.3661,152.6365,143.3149,145.0138,1072154.0
2021-04-21,144.3694,149.5248,143.0611,149.4369,690608.0
2021-04-22,152.3173,156.0959,150.0032,152.122,1417911.0
2021-04-23,152.3661,163.8973,151.0187,157.4238,1578884.0
2021-04-24,152.3661,163.8973,151.0187,157.4238,1578884.0
2021-04-25,152.3661,163.8973,151.0187,157.4238,1578884.0
2021-04-26,158.9079,167.9005,158.1756,166.5433,1351320.0
2021-04-27,165.0104,167.549,163.5067,165.7427,948867.0
2021-04-28,164.7663,166.6214,163.2333,165.4009,593953.0
2021-04-29,166.9924,167.8126,160.4898,163.6629,771682.0
2021-04-30,161.4953,165.0592,161.3001,164.2,1372524.0
2021-05-01,161.4953,165.0592,161.3001,164.2,1372524.0
2021-05-02,161.4953,165.0592,161.3001,164.2,1372524.0
2021-05-03,165.5083,165.977,161.5637,162.0714,652054.0
2021-05-04,159.65,160.0503,154.7973,158.283,949117.0
2021-05-05,162.0617,164.6003,159.7282,163.204,991324.0
2021-05-06,154.0162,155.3734,146.4589,149.2416,2553642.0
2021-05-07,150.8136,159.2789,150.3645,158.8786,1115906.0
2021-05-08,150.8136,159.2789,150.3645,158.8786,1115906.0
2021-05-09,150.8136,159.2789,150.3645,158.8786,1115906.0
2021-05-10,159.5328,161.2415,155.4319,155.7151,1126951.0
2021-05-11,151.9755,157.1016,150.0471,156.711,601039.0
2021-05-12,154.7582,155.7346,150.4523,150.9503,1022288.0
2021-05-13,154.3189,156.9258,151.585,153.9674,683238.0
2021-05-14,155.3734,161.095,155.1097,159.9429,820161.0
2021-05-15,155.3734,161.095,155.1097,159.9429,820161.0
2021-05-16,155.3734,161.095,155.1097,159.9429,820161.0
2021-05-17,158.6638,159.9429,151.8193,154.065,1032496.0
2021-05-18,155.1976,158.078,153.2155,155.5882,904940.0
2021-05-19,151.3409,154.0259,148.978,153.2741,735766.0
2021-05-20,152.9617,154.563,150.7941,154.2603,721717.0
2021-05-21,155.676,158.4392,155.1049,155.8127,1082752.0
2021-05-22,155.676,158.4392,155.1049,155.8127,1082752.0
2021-05-23,155.676,158.4392,155.1049,155.8127,1082752.0
2021-05-24,156.7598,157.0039,150.5842,155.8225,553690.0
2021-05-25,156.6524,157.9509,153.7623,154.2896,801210.0
2021-05-26,154.2896,158.4099,154.2505,158.3709,573949.0
2021-05-27,160.1479,165.6901,158.5369,164.5807,2357587.0
2021-05-28,164.5124,165.1666,161.3196,163.1357,749966.0
2021-05-29,164.5124,165.1666,161.3196,163.1357,749966.0
2021-05-30,164.5124,165.1666,161.3196,163.1357,749966.0
2021-05-31,164.5124,165.1666,161.3196,163.1357,749966.0
2021-06-01,165.9867,169.6824,165.4986,167.383,1281251.0
2021-06-02,167.0022,168.1754,164.7566,166.3383,650015.0
2021-06-03,164.9615,165.9867,161.8665,164.2,537676.0
2021-06-04,165.0689,169.7312,164.9078,169.4432,634100.0
2021-06-05,165.0689,169.7312,164.9078,169.4432,634100.0
2021-06-06,165.0689,169.7312,164.9078,169.4432,634100.0
2021-06-07,169.8923,170.0974,164.5515,166.7483,758643.0
2021-06-08,167.2561,173.3878,166.6214,171.8549,819771.0
2021-06-09,171.23,171.9135,169.3748,170.2536,914520.0
2021-06-10,170.557,170.557,163.7568,164.1864,786587.0
2021-06-11,165.302,166.7436,163.9712,166.535,680915.0
2021-06-12,165.302,166.7436,163.9712,166.535,680915.0
2021-06-13,165.302,166.7436,163.9712,166.535,680915.0
2021-06-14,165.9968,166.7405,163.6287,164.7344,473591.0
2021-06-15,164.891,165.1161,159.4599,162.4739,998083.0
2021-06-16,161.5541,162.8458,159.2789,161.74,706279.0
2021-06-17,160.6342,161.3782,155.756,160.3602,1231682.0
2021-06-18,157.0232,159.1663,154.4398,154.5866,1348316.0
2021-06-19,157.0232,159.1663,154.4398,154.5866,1348316.0
2021-06-20,157.0232,159.1663,154.4398,154.5866,1348316.0
2021-06-21,156.5046,159.0391,156.0349,157.9529,1026927.0
2021-06-22,157.9431,158.9412,155.5162,158.1192,803516.0
2021-06-23,159.1957,162.2977,159.1957,160.1645,701094.0
2021-06-24,162.7284,162.7284,159.5186,162.4152,840577.0
2021-06-25,164.343,166.2219,162.5424,163.1981,1648716.0
2021-06-26,164.343,166.2219,162.5424,163.1981,1648716.0
2021-06-27,164.343,166.2219,162.5424,163.1981,1648716.0
2021-06-28,164.2354,167.2837,162.4152,165.4292,670740.0
2021-06-29,166.3589,166.8775,163.2764,163.9516,606190.0
2021-06-30,163.0904,164.9889,162.8066,164.8519,589292.0
2021-07-01,166.3589,168.5509,165.7424,168.3454,677015.0
2021-07-02,168.4531,168.8249,166.2513,166.995,501423.0
2021-07-03,168.4531,168.8249,166.2513,166.995,501423.0
2021-07-04,168.4531,168.8249,166.2513,166.995,501423.0
2021-07-05,168.4531,168.8249,166.2513,166.995,501423.0
2021-07-06,167.3375,167.494,163.0024,164.9497,665835.0
2021-07-07,164.4017,167.9246,163.2186,166.398,741106.0
2021-07-08,162.1412,164.8421,159.7045,164.3137,731534.0
2021-07-09,166.8482,172.5435,165.8696,171.7509,1314383.0
2021-07-10,166.8482,172.5435,165.8696,171.7509,1314383.0
2021-07-11,166.8482,172.5435,165.8696,171.7509,1314383.0
2021-07-12,172.9252,188.6394,172.2402,183.4743,3652519.0
2021-07-13,181.9183,184.9422,180.1081,180.9006,1099140.0
2021-07-14,181.5269,186.4492,177.456,178.6107,1126588.0
2021-07-15,178.738,186.2388,178.738,181.8498,1478729.0
2021-07-16,182.9948,184.8931,175.6163,176.7906,978121.0
2021-07-17,182.9948,184.8931,175.6163,176.7906,978121.0
2021-07-18,182.9948,184.8931,175.6163,176.7906,978121.0
2021-07-19,170.4689,175.8022,166.5938,174.2658,1756515.0
2021-07-20,175.1661,184.6682,174.7453,183.2394,1268311.0
2021-07-21,189.8449,194.0821,185.177,186.1458,1826071.0
2021-07-22,187.829,190.1678,185.2357,188.6314,811279.0
2021-07-23,187.9562,189.5282,182.2608,186.273,905529.0
2021-07-24,187.9562,189.5282,182.2608,186.273,905529.0
2021-07-25,187.9562,189.5282,182.2608,186.273,905529.0
2021-07-26,186.9091,190.7452,186.4394,190.6669,1038212.0
2021-07-27,187.4669,187.8779,180.9887,184.9422,1197202.0
2021-07-28,185.9403,191.3127,185.3238,190.3733,775110.0
2021-07-29,192.9665,206.4807,191.6161,198.4759,2549991.0
2021-07-30,198.4759,203.1438,197.195,201.627,1556432.0
2021-07-31,198.4759,203.1438,197.195,201.627,1556432.0
2021-08-01,198.4759,203.1438,197.195,201.627,1556432.0
2021-08-02,203.8973,204.4844,200.2472,202.4686,1109882.0
2021-08-03,200.4038,203.3581,197.2331,202.5468,1046956.0
2021-08-04,204.6214,207.4985,201.6563,202.4098,1153996.0
2021-08-05,205.3652,221.3746,203.8484,213.9375,2505175.0
2021-08-06,216.2666,222.5197,210.4146,221.8543,1651299.0
2021-08-07,216.2666,222.5197,210.4146,221.8543,1651299.0
2021-08-08,216.2666,222.5197,210.4146,221.8543,1651299.0
2021-08-09,219.8971,227.5496,215.3663,226.4242,1425526.0
2021-08-10,227.3245,236.8266,227.3245,233.9104,1977930.0
2021-08-11,234.8596,236.8853,222.8622,230.9355,1916597.0
2021-08-12,230.5636,232.4719,225.4848,231.4737,1090644.0
2021-08-13,232.8633,234.8205,228.1563,230.182,849411.0
2021-08-14,232.8633,234.8205,228.1563,230.182,849411.0
2021-08-15,232.8633,234.8205,228.1563,230.182,849411.0
2021-08-16,227.4713,227.4713,216.6134,221.0616,2148833.0
2021-08-17,216.6384,218.9577,206.2459,211.814,2133257.0
2021-08-18,212.6556,216.9319,210.5403,213.0666,946196.0
2021-08-19,206.5786,212.4207,206.011,208.7804,1361796.0
2021-08-20,209.2403,215.7871,209.1523,214.9748,1116822.0
2021-08-21,209.2403,215.7871,209.1523,214.9748,1116822.0
2021-08-22,209.2403,215.7871,209.1523,214.9748,1116822.0
2021-08-23,220.3081,225.3087,217.8029,223.0579,1550100.0
2021-08-24,223.2439,224.3888,217.2941,224.2909,1208716.0
2021-08-25,224.6334,235.388,222.6273,229.1545,1834585.0
2021-08-26,227.9117,231.3367,225.5108,225.7588,908447.0
2021-08-27,227.7062,232.7557,227.7062,231.5814,985042.0
2021-08-28,227.7062,232.7557,227.7062,231.5814,985042.0
2021-08-29,227.7062,232.7557,227.7062,231.5814,985042.0
2021-08-30,235.5544,239.1941,231.8064,231.9043,1119721.0
2021-08-31,231.9337,232.0217,225.6414,231.6694,833121.0
2021-09-01,231.6694,236.1318,228.6554,234.0768,924168.0
2021-09-02,234.8596,243.3831,234.8596,238.8033,1094402.0
2021-09-03,238.2455,240.281,234.5269,236.6798,860504.0
2021-09-04,238.2455,240.281,234.5269,236.6798,860504.0
2021-09-05,238.2455,240.281,234.5269,236.6798,860504.0
2021-09-06,238.2455,240.281,234.5269,236.6798,860504.0
2021-09-07,235.8382,236.6847,233.0395,233.6657,1042584.0
2021-09-08,238.5293,238.5293,230.2994,234.155,1203407.0
2021-09-09,232.9025,242.6198,232.6382,238.1966,1172102.0
2021-09-10,244.4889,247.6741,235.8088,236.0046,1536171.0
2021-09-11,244.4889,247.6741,235.8088,236.0046,1536171.0
2021-09-12,244.4889,247.6741,235.8088,236.0046,1536171.0
2021-09-13,237.7269,238.04,217.6855,224.2224,2522872.0
2021-09-14,227.2267,229.9667,223.8408,225.5337,1322582.0
2021-09-15,225.6218,231.5324,225.475,228.9686,1469270.0
2021-09-16,227.7041,227.959,220.8916,226.6749,1323163.0
2021-09-17,223.9205,225.4496,219.3233,222.3619,2097947.0
2021-09-18,223.9205,225.4496,219.3233,222.3619,2097947.0
2021-09-19,223.9205,225.4496,219.3233,222.3619,2097947.0
2021-09-20,212.3637,213.687,206.0806,211.2169,2246756.0
2021-09-21,214.3144,215.9905,209.3055,212.2069,1009012.0
2021-09-22,215.3534,222.1561,212.7215,218.8626,904506.0
2021-09-23,222.4012,227.6453,222.4012,224.6164,1055124.0
2021-09-24,223.3814,225.1262,220.2741,221.9208,704375.0
2021-09-25,223.3814,225.1262,220.2741,221.9208,704375.0
2021-09-26,223.3814,225.1262,220.2741,221.9208,704375.0
2021-09-27,221.519,222.1953,215.672,217.853,843868.0
2021-09-28,214.6771,215.5903,210.8052,212.1677,984255.0
2021-09-29,214.481,216.549,212.1187,214.6378,740517.0
2021-09-30,219.2155,224.3224,214.5104,214.6378,1019788.0
2021-10-01,215.128,217.2452,206.3256,214.5594,1116281.0
2021-10-02,215.128,217.2452,206.3256,214.5594,1116281.0
2021-10-03,215.128,217.2452,206.3256,214.5594,1116281.0
2021-10-04,214.6672,215.6965,208.4051,210.9522,1015818.0
2021-10-05,212.7264,219.3919,210.8934,217.9902,1049622.0
2021-10-06,215.6475,218.3627,210.3171,217.9706,1005845.0
2021-10-07,221.5288,222.4502,217.5099,217.902,640996.0
2021-10-08,217.5883,218.3529,209.3349,210.8052,1260889.0
2021-10-09,217.5883,218.3529,209.3349,210.8052,1260889.0
2021-10-10,217.5883,218.3529,209.3349,210.8052,1260889.0
2021-10-11,210.8444,214.8437,209.6681,209.923,743361.0
2021-10-12,213.6478,214.6182,210.619,212.5794,707552.0
2021-10-13,214.1771,221.7444,213.589,219.2351,1016503.0
2021-10-14,220.5976,227.7825,220.5878,226.7533,1127918.0
2021-10-15,228.9686,229.8998,224.0969,224.244,908251.0
2021-10-16,228.9686,229.8998,224.0969,224.244,908251.0
2021-10-17,228.9686,229.8998,224.0969,224.244,908251.0
2021-10-18,223.3324,233.1639,223.0383,232.2229,1223107.0
2021-10-19,238.9472,239.5255,228.4589,231.2819,1069983.0
2021-10-20,233.6736,234.2618,228.0276,230.5173,911742.0
2021-10-21,229.2921,231.1349,225.8406,229.5273,656629.0
2021-10-22,230.8212,232.9875,226.3612,226.9297,762032.0
2021-10-23,230.8212,232.9875,226.3612,226.9297,762032.0
2021-10-24,230.8212,232.9875,226.3612,226.9297,762032.0
2021-10-25,230.2527,238.1924,227.5473,234.7029,1600539.0
2021-10-26,234.7029,237.3592,229.3705,231.4878,1121194.0
2021-10-27,232.0171,233.9187,226.0672,227.165,1140426.0
2021-10-28,228.6451,241.3389,228.1452,241.3389,1570093.0
2021-10-29,235.0067,246.8183,231.4191,245.5146,4261238.0
2021-10-30,235.0067,246.8183,231.4191,245.5146,4261238.0
2021-10-31,235.0067,246.8183,231.4191,245.5146,4261238.0
2021-11-01,250.9352,254.0523,244.652,250.8078,1638089.0
2021-11-02,250.9352,255.8265,246.5733,254.8757,1631487.0
2021-11-03,253.376,258.2869,250.4304,256.7675,1172546.0
2021-11-04,268.3537,270.5395,258.8261,267.2656,1841846.0
2021-11-05,268.3733,269.5495,262.1881,267.1186,990852.0
2021-11-06,268.3733,269.5495,262.1881,267.1186,990852.0
2021-11-07,268.3733,269.5495,262.1881,267.1186,990852.0
2021-11-08,270.3435,274.4114,267.2264,273.0097,1234775.0
2021-11-09,274.4604,277.2736,265.7071,269.1378,1051009.0
2021-11-10,264.5504,268.6575,258.3555,260.4923,1331069.0
2021-11-11,261.2961,267.9714,258.7377,266.9226,785823.0
2021-11-12,267.099,271.1473,264.7563,270.9316,767743.0
2021-11-13,267.099,271.1473,264.7563,270.9316,767743.0
2021-11-14,267.099,271.1473,264.7563,270.9316,767743.0
2021-11-15,270.3729,271.0591,260.0708,265.9227,946207.0
2021-11-16,264.227,268.0792,261.747,267.0794,674399.0
2021-11-17,267.7949,270.4415,264.9033,267.9812,603338.0
2021-11-18,271.5198,272.7352,264.2564,269.2261,823667.0
2021-11-19,268.6281,276.96,267.4813,275.8621,1029039.0
2021-11-20,268.6281,276.96,267.4813,275.8621,1029039.0
2021-11-21,268.6281,276.96,267.4813,275.8621,1029039.0
2021-11-22,281.5768,285.7133,275.5386,278.1852,2346438.0
2021-11-23,276.4208,280.821,265.6777,269.7162,1329641.0
2021-11-24,266.8931,269.5593,261.8254,269.0496,974355.0
2021-11-25,266.8931,269.5593,261.8254,269.0496,974355.0
2021-11-26,259.7572,264.3446,257.6399,261.5706,884346.0
2021-11-27,259.7572,264.3446,257.6399,261.5706,884346.0
2021-11-28,259.7572,264.3446,257.6399,261.5706,884346.0
2021-11-29,265.9227,271.9805,262.8939,270.4317,1004961.0
2021-11-30,269.5593,272.0981,259.071,261.2177,1377595.0
2021-12-01,264.6681,270.5395,254.6601,254.7091,1249088.0
2021-12-02,255.8363,259.6592,250.2981,256.2186,1204342.0
2021-12-03,257.0714,262.5116,242.2309,246.4949,1623460.0
2021-12-04,257.0714,262.5116,242.2309,246.4949,1623460.0
2021-12-05,257.0714,262.5116,242.2309,246.4949,1623460.0
2021-12-06,246.9654,247.6907,234.3794,243.6228,1035976.0
2021-12-07,248.2494,257.9839,248.2494,254.3954,888158.0
2021-12-08,255.8363,260.6002,253.572,259.4043,832756.0
2021-12-09,256.2676,261.2177,252.2095,252.3761,682536.0
2021-12-10,255.356,258.3457,252.1311,257.6693,667548.0
2021-12-11,255.356,258.3457,252.1311,257.6693,667548.0
2021-12-12,255.356,258.3457,252.1311,257.6693,667548.0
2021-12-13,257.7967,257.8752,243.0445,243.8777,1101564.0
2021-12-14,241.0743,242.7504,234.9675,239.006,1207746.0
2021-12-15,224.7831,235.7223,222.4502,235.0459,1854765.0
2021-12-16,238.276,238.5804,224.2459,226.7201,1470091.0
2021-12-17,222.9401,228.291,218.22,225.6892,2351553.0
2021-12-18,222.9401,228.291,218.22,225.6892,2351553.0
2021-12-19,222.9401,228.291,218.22,225.6892,2351553.0
2021-12-20,216.1067,219.111,211.7573,214.1627,1703240.0
2021-12-21,218.3747,220.9077,215.7729,220.0732,805853.0
2021-12-22,219.9259,224.7663,219.3565,221.1336,779123.0
2021-12-23,221.5852,225.3063,219.1113,223.755,810201.0
2021-12-24,221.5852,225.3063,219.1113,223.755,810201.0
2021-12-25,221.5852,225.3063,219.1113,223.755,810201.0
2021-12-26,221.5852,225.3063,219.1113,223.755,810201.0
2021-12-27,225.3652,229.0961,223.3623,228.8604,593492.0
2021-12-28,231.8157,232.4048,226.8133,228.5659,704665.0
2021-12-29,227.2895,228.6739,222.9352,228.3008,573803.0
2021-12-30,226.7986,232.9032,226.7986,230.0877,610222.0
2021-12-31,229.7539,232.8122,229.2237,229.5182,378976.0
2022-01-01,229.7539,232.8122,229.2237,229.5182,378976.0
2022-01-02,229.7539,232.8122,229.2237,229.5182,378976.0
2022-01-03,232.4244,234.7022,225.2277,232.3655,1130741.0
2022-01-04,234.6727,243.4403,234.1328,238.168,1142451.0
2022-01-05,235.6349,242.9298,231.099,231.3542,1072128.0
2022-01-06,229.744,231.3837,223.0398,229.1353,1002592.0
2022-01-07,229.7539,234.5255,227.5117,231.7273,795742.0
2022-01-08,229.7539,234.5255,227.5117,231.7273,795742.0
2022-01-09,229.7539,234.5255,227.5117,231.7273,795742.0
2022-01-10,226.7986,228.7622,216.0772,222.8419,1105486.0
2022-01-11,223.5194,236.5186,223.0186,235.8018,987055.0
2022-01-12,240.544,243.4894,235.2127,236.6855,1140319.0
2022-01-13,238.5411,242.3044,230.2546,230.9517,610866.0
2022-01-14,227.7804,231.5899,224.7663,229.4201,557164.0
2022-01-15,227.7804,231.5899,224.7663,229.4201,557164.0
2022-01-16,227.7804,231.5899,224.7663,229.4201,557164.0
2022-01-17,227.7804,231.5899,224.7663,229.4201,557164.0
2022-01-18,226.7692,228.0455,220.2433,222.1841,774756.0
2022-01-19,223.6765,225.0215,215.5863,215.6943,705636.0
2022-01-20,216.6761,223.1365,210.8933,213.2005,1190833.0
2022-01-21,210.1471,215.498,203.9617,208.8805,1345296.0
2022-01-22,210.1471,215.498,203.9617,208.8805,1345296.0
2022-01-23,210.1471,215.498,203.9617,208.8805,1345296.0
2022-01-24,202.214,208.91,193.5545,208.0656,1994976.0
2022-01-25,204.3249,207.0004,200.4271,202.2631,1231919.0
2022-01-26,207.7024,210.7411,198.8759,201.8802,1082649.0
2022-01-27,208.9591,210.9816,199.5201,201.6937,942564.0
2022-01-28,201.1046,202.6951,193.417,202.4791,819549.0
2022-01-29,201.1046,202.6951,193.417,202.4791,819549.0
2022-01-30,201.1046,202.6951,193.417,202.4791,819549.0
2022-01-31,203.2351,216.9412,203.2351,216.7252,1137105.0
2022-02-01,223.4212,225.2375,215.8514,221.1041,916700.0
2022-02-02,221.8012,222.8321,216.951,217.4616,818613.0
2022-02-03,214.0351,216.9669,210.6773,211.1485,654376.0
2022-02-04,210.5987,215.0169,209.5688,212.0911,720625.0
2022-02-05,210.5987,215.0169,209.5688,212.0911,720625.0
2022-02-06,210.5987,215.0169,209.5688,212.0911,720625.0
2022-02-07,213.5049,219.8081,213.2643,215.7827,780136.0
2022-02-08,214.9481,223.2739,214.3225,222.567,1128379.0
2022-02-09,226.8772,233.4946,226.8772,232.1299,972357.0
2022-02-10,229.2041,239.8665,227.9277,231.7469,795702.0
2022-02-11,229.2237,234.7415,224.4521,226.6906,1009844.0
2022-02-12,229.2237,234.7415,224.4521,226.6906,1009844.0
2022-02-13,229.2237,234.7415,224.4521,226.6906,1009844.0
2022-02-14,225.9935,229.6262,220.8194,223.539,875257.0
2022-02-15,227.8982,238.4527,227.8982,236.9996,1042917.0
2022-02-16,236.6266,243.4698,231.9057,241.5258,1394810.0
2022-02-17,214.5161,216.9805,191.2865,193.4366,6180580.0
2022-02-18,196.3821,197.7467,183.6087,187.2905,3060893.0
2022-02-19,196.3821,197.7467,183.6087,187.2905,3060893.0
2022-02-20,196.3821,197.7467,183.6087,187.2905,3060893.0
2022-02-21,196.3821,197.7467,183.6087,187.2905,3060893.0
2022-02-22,185.6607,196.0002,185.1698,188.3607,1635670.0
2022-02-23,189.4898,192.553,177.5314,178.6898,1643997.0
2022-02-24,169.127,181.596,166.8393,180.8498,1979914.0
2022-02-25,181.0462,188.5079,176.898,188.4588,1135300.0
2022-02-26,181.0462,188.5079,176.898,188.4588,1135300.0
2022-02-27,181.0462,188.5079,176.898,188.4588,1135300.0
2022-02-28,189.097,197.2264,187.0598,192.3272,1583845.0
2022-03-01,190.9428,193.3581,180.8891,183.0491,992043.0
2022-03-02,185.7098,188.6159,180.4276,187.6439,840596.0
2022-03-03,189.9807,191.2865,181.1542,182.9411,1072053.0
2022-03-04,179.6618,181.3996,171.5422,175.8131,1315726.0
2022-03-05,179.6618,181.3996,171.5422,175.8131,1315726.0
2022-03-06,179.6618,181.3996,171.5422,175.8131,1315726.0
2022-03-07,177.2956,178.5033,168.0273,168.9601,1051550.0
2022-03-08,168.4102,181.2622,166.9179,177.4527,1463530.0
2022-03-09,185.1109,186.4756,178.9156,183.7265,1332422.0
2022-03-10,181.2622,185.8669,180.1748,184.944,785646.0
2022-03-11,185.3367,187.9679,181.2818,181.3996,769655.0
2022-03-12,185.3367,187.9679,181.2818,181.3996,769655.0
2022-03-13,185.3367,187.9679,181.2818,181.3996,769655.0
2022-03-14,181.5076,182.784,172.0724,173.0837,973250.0
2022-03-15,172.1706,179.3771,169.6375,178.6407,834397.0
2022-03-16,182.4894,190.4519,182.3814,187.7716,890771.0
2022-03-17,184.8052,193.4237,184.8052,193.1974,706658.0
2022-03-18,193.4729,195.8538,191.5052,195.0372,1347143.0
2022-03-19,193.4729,195.8538,191.5052,195.0372,1347143.0
2022-03-20,193.4729,195.8538,191.5052,195.0372,1347143.0
2022-03-21,195.8046,197.3886,189.8819,195.4701,818672.0
2022-03-22,195.7652,203.0162,194.7125,202.2783,990800.0
2022-03-23,199.9269,208.7913,199.3858,204.8461,903619.0
2022-03-24,204.6395,211.2116,203.1439,210.6902,753083.0
2022-03-25,210.6508,214.4976,208.9881,214.0647,836396.0
2022-03-26,210.6508,214.4976,208.9881,214.0647,836396.0
2022-03-27,210.6508,214.4976,208.9881,214.0647,836396.0
2022-03-28,213.8975,215.4274,206.9319,210.8771,832779.0
2022-03-29,214.478,220.2679,210.6705,218.8856,859556.0
2022-03-30,217.3114,222.939,215.8745,219.5447,934316.0
2022-03-31,218.738,226.2841,217.4984,217.5771,1141505.0
2022-04-01,220.381,224.6903,218.7872,221.2862,864520.0
2022-04-02,220.381,224.6903,218.7872,221.2862,864520.0
2022-04-03,220.381,224.6903,218.7872,221.2862,864520.0
2022-04-04,220.5188,222.7029,216.5834,222.3881,744340.0
2022-04-05,223.3227,224.5722,213.571,213.7893,1136114.0
2022-04-06,212.4611,212.4611,202.1897,208.0535,1381741.0
2022-04-07,208.5749,211.5264,202.4947,208.4273,847400.0
2022-04-08,209.2242,211.2214,202.8637,207.591,737120.0
2022-04-09,209.2242,211.2214,202.8637,207.591,737120.0
2022-04-10,209.2242,211.2214,202.8637,207.591,737120.0
2022-04-11,203.9902,205.7709,198.2052,202.6718,1054048.0
2022-04-12,205.3282,209.5489,199.2087,201.7077,710203.0
2022-04-13,203.4294,209.2636,202.6915,209.0668,517406.0
2022-04-14,209.5292,211.7429,206.8236,207.4828,572594.0
2022-04-15,209.5292,211.7429,206.8236,207.4828,572594.0
2022-04-16,209.5292,211.7429,206.8236,207.4828,572594.0
2022-04-17,209.5292,211.7429,206.8236,207.4828,572594.0
2022-04-18,207.4435,209.9899,205.077,206.2825,565919.0
2022-04-19,206.7449,215.1962,203.8229,214.6255,718357.0
2022-04-20,218.0887,218.6199,212.097,213.681,774203.0
2022-04-21,217.4098,219.102,202.7702,203.8918,1190613.0
2022-04-22,204.1673,207.2959,197.1328,197.3984,877283.0
2022-04-23,204.1673,207.2959,197.1328,197.3984,877283.0
2022-04-24,204.1673,207.2959,197.1328,197.3984,877283.0
2022-04-25,194.8995,196.9557,188.0076,195.2536,1530035.0
2022-04-26,193.8566,195.293,184.5986,184.7265,1012965.0
2022-04-27,184.333,193.2023,184.333,189.1243,1007143.0
2022-04-28,191.0526,193.1187,184.7462,192.1053,943384.0
2022-04-29,192.2037,198.7906,188.7012,189.7146,986946.0
2022-04-30,192.2037,198.7906,188.7012,189.7146,986946.0
2022-05-01,192.2037,198.7906,188.7012,189.7146,986946.0
2022-05-02,188.8291,191.21,182.1587,188.3274,1020772.0
2022-05-03,187.4911,195.229,187.2943,193.9353,928303.0
2022-05-04,207.4927,211.9888,200.9993,211.9888,2090062.0
2022-05-05,234.1548,239.2511,217.764,232.6791,3740505.0
2022-05-06,231.6952,238.9855,224.3164,238.4936,2321092.0
2022-05-07,231.6952,238.9855,224.3164,238.4936,2321092.0
2022-05-08,231.6952,238.9855,224.3164,238.4936,2321092.0
2022-05-09,234.1548,235.5322,217.2032,218.0591,2422233.0
2022-05-10,223.5096,225.7969,210.0507,217.8525,1907520.0
2022-05-11,217.4295,224.2706,209.1947,209.5882,1203908.0
2022-05-12,208.6241,214.478,201.2059,210.0015,1387872.0
