,FFIV US Equity,FFIV US Equity,FFIV US Equity,FFIV US Equity,FFIV US Equity
2021-09-14,203.32,203.59,199.75,202.05,303459.0
2021-09-15,201.69,209.5,201.08,208.31,591689.0
2021-09-16,208.47,210.47,205.85,208.41,522102.0
2021-09-17,206.83,208.38,203.89,204.58,732710.0
2021-09-18,206.83,208.38,203.89,204.58,732710.0
2021-09-19,206.83,208.38,203.89,204.58,732710.0
2021-09-20,201.64,202.93,199.27,201.78,380330.0
2021-09-21,202.87,203.83,197.12,197.17,333276.0
2021-09-22,198.55,200.53,197.66,198.59,315677.0
2021-09-23,199.6,204.905,199.6,202.77,327789.0
2021-09-24,202.15,204.66,202.07,204.15,145713.0
2021-09-25,202.15,204.66,202.07,204.15,145713.0
2021-09-26,202.15,204.66,202.07,204.15,145713.0
2021-09-27,203.03,205.14,202.11,205.01,291974.0
2021-09-28,203.96,204.54,201.47,201.75,318839.0
2021-09-29,202.51,203.99,201.39,202.45,392364.0
2021-09-30,203.8,204.31,198.76,198.78,403764.0
2021-10-01,199.87,201.92,195.33,201.39,265602.0
2021-10-02,199.87,201.92,195.33,201.39,265602.0
2021-10-03,199.87,201.92,195.33,201.39,265602.0
2021-10-04,199.91,200.8,196.3,196.73,202011.0
2021-10-05,197.28,200.41,196.98,199.28,211408.0
2021-10-06,197.29,198.025,193.495,197.61,526617.0
2021-10-07,200.0,203.55,200.0,202.48,352639.0
2021-10-08,203.22,203.46,199.94,200.77,140020.0
2021-10-09,203.22,203.46,199.94,200.77,140020.0
2021-10-10,203.22,203.46,199.94,200.77,140020.0
2021-10-11,200.11,204.84,200.0,202.3,327471.0
2021-10-12,202.35,203.2,197.69,197.69,283138.0
2021-10-13,197.73,200.48,196.75,198.77,307766.0
2021-10-14,200.92,203.925,199.75,203.68,197027.0
2021-10-15,205.09,205.69,203.94,204.33,198839.0
2021-10-16,205.09,205.69,203.94,204.33,198839.0
2021-10-17,205.09,205.69,203.94,204.33,198839.0
2021-10-18,202.52,205.06,201.715,201.95,273921.0
2021-10-19,201.89,203.395,200.4,202.6,288343.0
2021-10-20,203.14,207.67,202.79,207.5,484358.0
2021-10-21,206.83,209.73,206.1,209.67,323460.0
2021-10-22,209.76,211.71,208.0,208.25,294122.0
2021-10-23,209.76,211.71,208.0,208.25,294122.0
2021-10-24,209.76,211.71,208.0,208.25,294122.0
2021-10-25,206.06,209.135,203.87,208.28,578168.0
2021-10-26,209.63,211.28,203.5,203.9,846125.0
2021-10-27,215.8,225.07,214.155,216.02,1509872.0
2021-10-28,216.235,219.9,212.67,213.51,404009.0
2021-10-29,212.41,215.57,209.44,211.15,444675.0
2021-10-30,212.41,215.57,209.44,211.15,444675.0
2021-10-31,212.41,215.57,209.44,211.15,444675.0
2021-11-01,210.56,217.37,209.43,215.12,497480.0
2021-11-02,213.18,222.64,211.97,222.62,835876.0
2021-11-03,220.68,223.285,217.49,221.98,505343.0
2021-11-04,221.7,223.87,219.61,222.63,350743.0
2021-11-05,223.78,225.64,219.96,221.68,361375.0
2021-11-06,223.78,225.64,219.96,221.68,361375.0
2021-11-07,223.78,225.64,219.96,221.68,361375.0
2021-11-08,222.89,225.224,220.86,223.16,383801.0
2021-11-09,223.14,226.59,221.35,225.56,361408.0
2021-11-10,224.83,229.23,223.95,225.46,502942.0
2021-11-11,226.72,227.74,224.925,225.43,248541.0
2021-11-12,225.79,230.94,225.405,229.45,492633.0
2021-11-13,225.79,230.94,225.405,229.45,492633.0
2021-11-14,225.79,230.94,225.405,229.45,492633.0
2021-11-15,228.46,231.3,228.26,230.97,377127.0
2021-11-16,230.31,235.84,230.31,234.96,454912.0
2021-11-17,233.86,237.44,232.17,236.75,430492.0
2021-11-18,236.27,239.12,234.07,238.26,636147.0
2021-11-19,238.28,238.28,230.99,231.94,526749.0
2021-11-20,238.28,238.28,230.99,231.94,526749.0
2021-11-21,238.28,238.28,230.99,231.94,526749.0
2021-11-22,232.41,235.1,228.6,228.68,476297.0
2021-11-23,227.39,232.155,225.21,230.95,342659.0
2021-11-24,231.18,233.65,229.38,232.07,292927.0
2021-11-25,231.18,233.65,229.38,232.07,292927.0
2021-11-26,229.56,231.99,225.48,226.25,283665.0
2021-11-27,229.56,231.99,225.48,226.25,283665.0
2021-11-28,229.56,231.99,225.48,226.25,283665.0
2021-11-29,228.76,231.98,226.88,231.07,456926.0
2021-11-30,230.2,230.38,223.66,227.58,706627.0
2021-12-01,230.92,232.9,223.71,223.88,507155.0
2021-12-02,223.68,230.69,222.49,227.47,618134.0
2021-12-03,228.43,228.955,221.51,223.68,396237.0
2021-12-04,228.43,228.955,221.51,223.68,396237.0
2021-12-05,228.43,228.955,221.51,223.68,396237.0
2021-12-06,225.75,226.4,222.77,224.59,471168.0
2021-12-07,228.02,233.525,227.96,232.2,462189.0
2021-12-08,233.0,233.315,227.73,229.61,390894.0
2021-12-09,229.72,233.85,226.82,226.96,565738.0
2021-12-10,228.03,230.46,227.57,229.46,275195.0
2021-12-11,228.03,230.46,227.57,229.46,275195.0
2021-12-12,228.03,230.46,227.57,229.46,275195.0
2021-12-13,229.54,232.36,224.17,230.03,332639.0
2021-12-14,228.33,230.47,224.985,229.32,547491.0
2021-12-15,230.73,236.49,229.72,235.89,340734.0
2021-12-16,235.89,238.65,232.9,233.93,506608.0
2021-12-17,232.87,236.204,230.87,233.0,729281.0
2021-12-18,232.87,236.204,230.87,233.0,729281.0
2021-12-19,232.87,236.204,230.87,233.0,729281.0
2021-12-20,230.44,232.53,227.236,230.28,297325.0
2021-12-21,232.88,234.58,229.455,233.16,615917.0
2021-12-22,233.44,234.15,229.37,230.91,672428.0
2021-12-23,231.41,236.0,229.85,234.84,369993.0
2021-12-24,231.41,236.0,229.85,234.84,369993.0
2021-12-25,231.41,236.0,229.85,234.84,369993.0
2021-12-26,231.41,236.0,229.85,234.84,369993.0
2021-12-27,235.57,243.46,234.15,243.32,330064.0
2021-12-28,245.0,247.29,242.1,246.71,388450.0
2021-12-29,246.21,249.0,245.9,247.78,261579.0
2021-12-30,247.78,248.023,245.245,245.4,200651.0
2021-12-31,245.4,247.42,244.38,244.71,175657.0
2022-01-01,245.4,247.42,244.38,244.71,175657.0
2022-01-02,245.4,247.42,244.38,244.71,175657.0
2022-01-03,244.74,244.82,240.18,242.75,324097.0
2022-01-04,242.24,244.97,239.71,239.9,348071.0
2022-01-05,239.36,240.53,232.19,232.31,403342.0
2022-01-06,231.75,237.22,230.458,235.7,378517.0
2022-01-07,235.21,235.831,229.275,231.95,330839.0
2022-01-08,235.21,235.831,229.275,231.95,330839.0
2022-01-09,235.21,235.831,229.275,231.95,330839.0
2022-01-10,235.04,238.45,231.925,237.34,535580.0
2022-01-11,238.13,242.78,236.12,242.66,576914.0
2022-01-12,243.22,245.59,239.36,239.67,354765.0
2022-01-13,240.82,241.79,235.85,236.38,269819.0
2022-01-14,234.86,236.69,232.295,236.13,206202.0
2022-01-15,234.86,236.69,232.295,236.13,206202.0
2022-01-16,234.86,236.69,232.295,236.13,206202.0
2022-01-17,234.86,236.69,232.295,236.13,206202.0
2022-01-18,232.41,233.4,222.88,223.5,641622.0
2022-01-19,225.12,227.06,222.13,222.8,542505.0
2022-01-20,225.37,234.13,225.37,226.79,715133.0
2022-01-21,226.7,229.85,220.35,221.26,679072.0
2022-01-22,226.7,229.85,220.35,221.26,679072.0
2022-01-23,226.7,229.85,220.35,221.26,679072.0
2022-01-24,218.3,227.24,216.16,226.67,1091591.0
2022-01-25,222.54,225.26,219.405,221.14,1268742.0
2022-01-26,195.0,207.65,188.5,202.49,5232695.0
2022-01-27,202.57,208.99,198.5,202.11,1870044.0
2022-01-28,201.34,203.205,193.5,199.51,1490290.0
2022-01-29,201.34,203.205,193.5,199.51,1490290.0
2022-01-30,201.34,203.205,193.5,199.51,1490290.0
2022-01-31,199.19,207.84,198.5,207.62,1192212.0
2022-02-01,206.75,207.5,202.3,205.96,787119.0
2022-02-02,206.93,211.523,206.82,209.18,689304.0
2022-02-03,199.95,206.865,199.46,204.24,1018159.0
2022-02-04,203.39,206.24,201.685,203.16,637893.0
2022-02-05,203.39,206.24,201.685,203.16,637893.0
2022-02-06,203.39,206.24,201.685,203.16,637893.0
2022-02-07,204.0,206.9,201.98,203.04,341017.0
2022-02-08,202.05,204.78,200.95,203.08,468534.0
2022-02-09,204.77,206.685,203.44,205.25,731073.0
2022-02-10,201.5,205.0,199.1,200.73,915705.0
2022-02-11,200.44,202.67,194.8,195.82,629321.0
2022-02-12,200.44,202.67,194.8,195.82,629321.0
2022-02-13,200.44,202.67,194.8,195.82,629321.0
2022-02-14,197.6,198.76,192.49,193.8,624795.0
2022-02-15,195.93,201.78,195.93,201.65,551191.0
2022-02-16,200.27,204.8,199.1,204.07,447780.0
2022-02-17,202.78,203.95,200.31,200.65,597354.0
2022-02-18,200.8,203.41,199.48,201.69,476646.0
2022-02-19,200.8,203.41,199.48,201.69,476646.0
2022-02-20,200.8,203.41,199.48,201.69,476646.0
2022-02-21,200.8,203.41,199.48,201.69,476646.0
2022-02-22,200.81,202.81,195.24,197.29,540569.0
2022-02-23,198.46,199.42,194.08,194.58,657035.0
2022-02-24,190.71,198.855,189.84,198.43,725343.0
2022-02-25,198.56,202.56,196.555,202.34,376236.0
2022-02-26,198.56,202.56,196.555,202.34,376236.0
2022-02-27,198.56,202.56,196.555,202.34,376236.0
2022-02-28,199.5,201.49,197.78,200.85,709506.0
2022-03-01,198.95,201.99,195.41,196.49,621591.0
2022-03-02,196.54,203.36,196.54,202.64,430121.0
2022-03-03,203.83,204.11,198.79,201.63,477052.0
2022-03-04,200.61,202.11,198.17,201.78,476819.0
2022-03-05,200.61,202.11,198.17,201.78,476819.0
2022-03-06,200.61,202.11,198.17,201.78,476819.0
2022-03-07,201.0,201.73,195.39,196.29,464196.0
2022-03-08,196.85,198.885,192.55,194.59,600923.0
2022-03-09,199.56,200.83,197.75,199.6,526246.0
2022-03-10,196.75,199.45,195.86,196.57,545210.0
2022-03-11,198.12,199.175,194.43,194.43,387763.0
2022-03-12,198.12,199.175,194.43,194.43,387763.0
2022-03-13,198.12,199.175,194.43,194.43,387763.0
2022-03-14,195.97,196.515,188.575,189.19,446150.0
2022-03-15,190.4,194.52,189.79,194.23,352388.0
2022-03-16,194.96,198.34,192.04,197.26,364561.0
2022-03-17,196.89,201.12,196.26,200.45,313080.0
2022-03-18,199.69,205.78,199.42,203.97,1424994.0
2022-03-19,199.69,205.78,199.42,203.97,1424994.0
2022-03-20,199.69,205.78,199.42,203.97,1424994.0
2022-03-21,203.23,206.16,203.095,206.13,470339.0
2022-03-22,206.06,210.08,205.46,209.49,430911.0
2022-03-23,208.12,209.15,204.69,204.74,430474.0
2022-03-24,205.0,208.765,204.3,208.66,245391.0
2022-03-25,208.59,210.46,207.14,209.86,327438.0
2022-03-26,208.59,210.46,207.14,209.86,327438.0
2022-03-27,208.59,210.46,207.14,209.86,327438.0
2022-03-28,209.9,212.29,207.94,212.17,337628.0
2022-03-29,214.38,216.335,213.05,215.54,240815.0
2022-03-30,215.86,217.41,211.5,212.78,252696.0
2022-03-31,212.91,214.9,208.31,208.95,489087.0
2022-04-01,209.94,209.94,206.21,209.17,252681.0
2022-04-02,209.94,209.94,206.21,209.17,252681.0
2022-04-03,209.94,209.94,206.21,209.17,252681.0
2022-04-04,210.3,212.17,209.66,212.0,309145.0
2022-04-05,211.45,215.28,210.98,213.5,690706.0
2022-04-06,212.17,213.62,208.07,211.52,525852.0
2022-04-07,211.38,214.61,210.0,213.92,440239.0
2022-04-08,213.95,213.95,209.88,210.21,260468.0
2022-04-09,213.95,213.95,209.88,210.21,260468.0
2022-04-10,213.95,213.95,209.88,210.21,260468.0
2022-04-11,209.01,209.86,206.92,207.49,416391.0
2022-04-12,205.17,209.24,203.26,206.08,699170.0
2022-04-13,206.82,209.37,205.95,209.11,421680.0
2022-04-14,208.88,210.0,199.49,199.53,438442.0
2022-04-15,208.88,210.0,199.49,199.53,438442.0
2022-04-16,208.88,210.0,199.49,199.53,438442.0
2022-04-17,208.88,210.0,199.49,199.53,438442.0
2022-04-18,198.17,200.19,196.32,197.33,343068.0
2022-04-19,196.13,202.69,195.87,202.46,514830.0
2022-04-20,203.07,207.275,203.07,204.57,346308.0
2022-04-21,206.0,207.72,202.75,203.22,361097.0
2022-04-22,202.5,203.66,199.745,200.46,469613.0
2022-04-23,202.5,203.66,199.745,200.46,469613.0
2022-04-24,202.5,203.66,199.745,200.46,469613.0
2022-04-25,200.18,203.0,195.4,203.0,487376.0
2022-04-26,201.09,202.94,193.48,193.91,1040209.0
2022-04-27,172.79,175.86,167.17,169.01,2619927.0
2022-04-28,169.69,177.99,169.69,175.91,1152233.0
2022-04-29,175.67,177.17,166.81,167.41,840384.0
2022-04-30,175.67,177.17,166.81,167.41,840384.0
2022-05-01,175.67,177.17,166.81,167.41,840384.0
2022-05-02,166.41,172.8,166.02,172.24,945767.0
2022-05-03,171.33,175.36,170.53,173.22,677044.0
2022-05-04,172.55,178.32,171.75,177.92,758362.0
2022-05-05,175.39,176.08,168.84,170.63,698861.0
2022-05-06,168.12,172.17,167.44,170.5,750682.0
2022-05-07,168.12,172.17,167.44,170.5,750682.0
2022-05-08,168.12,172.17,167.44,170.5,750682.0
2022-05-09,167.8,170.096,166.06,166.44,652379.0
2022-05-10,168.68,173.035,166.24,170.63,818441.0
2022-05-11,169.33,171.81,163.675,164.02,712528.0
2022-05-12,163.27,165.78,160.285,163.12,523113.0
2022-05-13,164.07,168.99,163.13,168.57,420903.0
2022-05-14,164.07,168.99,163.13,168.57,420903.0
2022-05-15,164.07,168.99,163.13,168.57,420903.0
2022-05-16,168.4,168.845,165.95,167.11,327573.0
2022-05-17,170.0,171.45,167.73,169.08,927715.0
2022-05-18,166.98,167.52,158.25,161.3,681812.0
2022-05-19,157.71,159.295,154.735,155.31,1017012.0
2022-05-20,156.87,157.68,151.66,156.28,868008.0
2022-05-21,156.87,157.68,151.66,156.28,868008.0
2022-05-22,156.87,157.68,151.66,156.28,868008.0
2022-05-23,157.14,159.43,156.245,158.39,410796.0
2022-05-24,157.68,158.08,154.39,157.6,327014.0
2022-05-25,156.34,158.81,155.2,157.29,322763.0
2022-05-26,157.89,163.155,156.91,162.33,365604.0
2022-05-27,163.25,167.38,159.35,167.29,314119.0
2022-05-28,163.25,167.38,159.35,167.29,314119.0
2022-05-29,163.25,167.38,159.35,167.29,314119.0
2022-05-30,163.25,167.38,159.35,167.29,314119.0
2022-05-31,165.88,165.88,162.77,163.04,592792.0
2022-06-01,164.24,165.99,160.14,161.89,315537.0
2022-06-02,162.32,168.47,161.89,168.27,248488.0
2022-06-03,165.46,167.225,165.01,166.51,289801.0
2022-06-04,165.46,167.225,165.01,166.51,289801.0
2022-06-05,165.46,167.225,165.01,166.51,289801.0
2022-06-06,168.71,169.03,165.89,166.49,332136.0
2022-06-07,165.0,167.07,164.61,166.07,236960.0
2022-06-08,164.98,166.73,163.82,166.13,333460.0
2022-06-09,165.47,166.43,161.88,161.99,308871.0
2022-06-10,159.38,159.75,156.41,156.65,264176.0
2022-06-11,159.38,159.75,156.41,156.65,264176.0
2022-06-12,159.38,159.75,156.41,156.65,264176.0
2022-06-13,153.1,153.825,149.8,150.38,456628.0
2022-06-14,151.01,151.63,148.12,150.79,365673.0
2022-06-15,152.57,156.095,151.06,153.27,359539.0
2022-06-16,149.65,150.65,147.47,149.14,419171.0
2022-06-17,151.06,152.96,149.6,150.64,831124.0
2022-06-18,151.06,152.96,149.6,150.64,831124.0
2022-06-19,151.06,152.96,149.6,150.64,831124.0
2022-06-20,151.06,152.96,149.6,150.64,831124.0
2022-06-21,152.22,153.93,151.42,152.83,413169.0
2022-06-22,150.99,154.0,150.49,152.39,435380.0
2022-06-23,153.01,153.63,151.665,153.51,204521.0
2022-06-24,155.21,158.55,154.83,158.47,420805.0
2022-06-25,155.21,158.55,154.83,158.47,420805.0
2022-06-26,155.21,158.55,154.83,158.47,420805.0
2022-06-27,158.47,158.62,156.0,157.23,291740.0
2022-06-28,157.62,158.75,153.07,153.18,283770.0
2022-06-29,152.74,153.57,151.38,152.75,282791.0
2022-06-30,151.31,154.87,150.37,153.04,599209.0
2022-07-01,152.62,153.71,149.7,153.34,328085.0
2022-07-02,152.62,153.71,149.7,153.34,328085.0
2022-07-03,152.62,153.71,149.7,153.34,328085.0
2022-07-04,152.62,153.71,149.7,153.34,328085.0
2022-07-05,151.41,155.45,148.31,155.33,454392.0
2022-07-06,155.79,156.6,153.05,155.39,578424.0
2022-07-07,155.63,159.74,155.63,158.67,398478.0
2022-07-08,157.14,159.5,155.355,157.86,581719.0
2022-07-09,157.14,159.5,155.355,157.86,581719.0
2022-07-10,157.14,159.5,155.355,157.86,581719.0
2022-07-11,156.48,157.32,152.42,152.62,493601.0
2022-07-12,152.9,153.11,148.165,149.98,540012.0
2022-07-13,145.46,150.445,145.16,149.39,520110.0
2022-07-14,145.43,146.0,142.43,144.85,823472.0
2022-07-15,146.36,148.97,145.48,148.33,453337.0
2022-07-16,146.36,148.97,145.48,148.33,453337.0
2022-07-17,146.36,148.97,145.48,148.33,453337.0
2022-07-18,149.07,150.82,146.42,147.28,410302.0
2022-07-19,149.49,151.94,148.56,151.68,527954.0
2022-07-20,149.49,154.16,148.89,152.0,996422.0
2022-07-21,153.5,156.905,152.18,156.83,796453.0
2022-07-22,156.81,157.43,152.68,153.91,604508.0
2022-07-23,156.81,157.43,152.68,153.91,604508.0
2022-07-24,156.81,157.43,152.68,153.91,604508.0
2022-07-25,154.42,154.59,151.7,154.41,1707244.0
2022-07-26,165.87,166.728,157.36,159.31,2539558.0
2022-07-27,160.5,165.91,159.33,164.7,1113289.0
2022-07-28,165.08,167.13,162.96,165.79,578928.0
2022-07-29,165.4,167.73,164.78,167.36,537873.0
2022-07-30,165.4,167.73,164.78,167.36,537873.0
2022-07-31,165.4,167.73,164.78,167.36,537873.0
2022-08-01,166.0,167.32,164.74,165.55,381852.0
2022-08-02,164.9,165.79,162.28,165.4,478718.0
2022-08-03,165.56,171.94,165.2,171.64,644157.0
2022-08-04,171.15,172.66,170.8,172.25,553177.0
2022-08-05,170.27,173.19,170.1,172.38,425640.0
2022-08-06,170.27,173.19,170.1,172.38,425640.0
2022-08-07,170.27,173.19,170.1,172.38,425640.0
2022-08-08,173.11,173.42,169.82,170.85,356219.0
2022-08-09,170.3,170.72,165.45,167.41,467227.0
2022-08-10,170.51,171.635,169.41,170.32,582439.0
2022-08-11,170.77,172.47,169.82,170.24,364259.0
2022-08-12,170.88,172.88,170.55,172.65,363793.0
2022-08-13,170.88,172.88,170.55,172.65,363793.0
2022-08-14,170.88,172.88,170.55,172.65,363793.0
2022-08-15,171.95,173.66,170.51,173.26,220564.0
2022-08-16,171.73,173.8,171.04,172.95,360471.0
2022-08-17,171.64,171.64,169.38,170.25,260987.0
2022-08-18,170.68,174.379,170.68,173.7,465872.0
2022-08-19,171.66,172.56,169.96,171.54,423424.0
2022-08-20,171.66,172.56,169.96,171.54,423424.0
2022-08-21,171.66,172.56,169.96,171.54,423424.0
2022-08-22,169.06,169.81,165.66,166.07,310910.0
2022-08-23,166.17,167.41,165.64,165.79,251380.0
2022-08-24,165.01,165.72,164.1,164.82,244372.0
2022-08-25,165.67,167.43,164.98,167.43,267072.0
2022-08-26,167.43,167.43,160.14,160.17,351644.0
2022-08-27,167.43,167.43,160.14,160.17,351644.0
2022-08-28,167.43,167.43,160.14,160.17,351644.0
2022-08-29,158.78,162.37,158.29,160.71,338078.0
2022-08-30,160.87,161.344,157.81,158.85,311558.0
2022-08-31,160.19,160.72,156.1,157.06,448682.0
2022-09-01,155.34,155.45,152.69,155.3,349509.0
2022-09-02,156.47,158.82,155.13,156.11,709859.0
2022-09-03,156.47,158.82,155.13,156.11,709859.0
2022-09-04,156.47,158.82,155.13,156.11,709859.0
2022-09-05,156.47,158.82,155.13,156.11,709859.0
2022-09-06,156.53,157.62,153.92,155.01,414791.0
2022-09-07,155.07,157.47,154.24,157.04,330703.0
2022-09-08,156.09,158.21,155.1,157.79,429260.0
2022-09-09,158.91,160.49,158.37,160.2,305588.0
2022-09-10,158.91,160.49,158.37,160.2,305588.0
2022-09-11,158.91,160.49,158.37,160.2,305588.0
2022-09-12,161.94,164.265,161.2,163.07,310539.0
2022-09-13,158.74,159.46,155.79,156.06,437646.0
2022-09-14,156.05,156.82,152.12,153.43,386430.0
2022-09-15,152.44,153.31,150.12,150.63,586078.0
2022-09-16,149.76,149.92,146.15,148.88,816651.0
2022-09-17,149.76,149.92,146.15,148.88,816651.0
2022-09-18,149.76,149.92,146.15,148.88,816651.0
2022-09-19,146.83,148.91,146.305,148.53,323965.0
2022-09-20,147.03,147.03,145.13,146.83,413460.0
2022-09-21,147.27,149.76,145.85,146.25,480904.0
2022-09-22,145.05,146.83,144.05,145.66,612997.0
2022-09-23,145.37,145.91,141.91,144.11,567952.0
2022-09-24,145.37,145.91,141.91,144.11,567952.0
2022-09-25,145.37,145.91,141.91,144.11,567952.0
2022-09-26,143.68,145.54,142.268,143.91,674617.0
2022-09-27,144.7,147.26,144.4,146.17,619525.0
2022-09-28,146.59,149.04,146.45,148.88,520186.0
2022-09-29,147.26,148.94,145.49,146.81,397155.0
2022-09-30,147.18,149.31,144.54,144.73,638172.0
2022-10-01,147.18,149.31,144.54,144.73,638172.0
2022-10-02,147.18,149.31,144.54,144.73,638172.0
2022-10-03,146.96,151.42,146.32,150.76,422508.0
2022-10-04,152.13,155.47,151.76,155.42,413378.0
2022-10-05,154.11,157.0,153.653,156.28,271463.0
2022-10-06,156.28,156.885,151.91,152.24,708454.0
2022-10-07,150.95,150.95,143.43,144.17,591204.0
2022-10-08,150.95,150.95,143.43,144.17,591204.0
2022-10-09,150.95,150.95,143.43,144.17,591204.0
2022-10-10,144.13,144.695,140.79,143.54,622528.0
2022-10-11,140.63,142.445,137.92,139.04,688648.0
2022-10-12,139.98,141.81,139.11,139.19,477489.0
2022-10-13,136.54,143.195,135.1,141.4,529726.0
2022-10-14,142.33,142.83,139.87,140.44,521334.0
2022-10-15,142.33,142.83,139.87,140.44,521334.0
2022-10-16,142.33,142.83,139.87,140.44,521334.0
2022-10-17,143.43,144.33,142.215,142.63,386009.0
2022-10-18,145.75,146.507,142.92,144.42,346083.0
2022-10-19,142.5,143.92,140.73,142.4,351713.0
2022-10-20,142.26,145.46,140.99,142.96,892250.0
2022-10-21,144.07,148.13,142.99,147.62,545551.0
2022-10-22,144.07,148.13,142.99,147.62,545551.0
2022-10-23,144.07,148.13,142.99,147.62,545551.0
2022-10-24,147.81,149.21,145.79,148.58,422336.0
2022-10-25,149.45,153.945,148.88,153.47,881020.0
2022-10-26,140.89,142.82,135.18,142.39,2176558.0
2022-10-27,143.59,144.24,139.43,139.61,973548.0
2022-10-28,140.47,145.42,139.81,145.26,695733.0
2022-10-29,140.47,145.42,139.81,145.26,695733.0
2022-10-30,140.47,145.42,139.81,145.26,695733.0
2022-10-31,144.73,144.89,142.75,142.91,547383.0
2022-11-01,143.51,145.26,142.06,144.54,514684.0
2022-11-02,144.5,145.05,139.41,139.42,844129.0
2022-11-03,137.87,138.58,135.1,135.27,575749.0
2022-11-04,135.99,138.19,134.8,137.81,603756.0
2022-11-05,135.99,138.19,134.8,137.81,603756.0
2022-11-06,135.99,138.19,134.8,137.81,603756.0
2022-11-07,138.74,139.0,135.74,137.22,464068.0
2022-11-08,138.45,140.27,135.66,136.7,469843.0
2022-11-09,136.13,136.16,133.675,134.25,349665.0
2022-11-10,140.59,144.845,140.37,144.74,577628.0
2022-11-11,145.04,150.425,144.105,149.91,667512.0
2022-11-12,145.04,150.425,144.105,149.91,667512.0
2022-11-13,145.04,150.425,144.105,149.91,667512.0
2022-11-14,149.95,153.26,148.935,149.91,738983.0
2022-11-15,152.42,153.72,149.72,151.73,457598.0
2022-11-16,151.33,151.66,147.585,148.28,386791.0
2022-11-17,146.14,148.475,145.325,147.31,280525.0
2022-11-18,149.56,150.24,147.145,149.37,381139.0
2022-11-19,149.56,150.24,147.145,149.37,381139.0
2022-11-20,149.56,150.24,147.145,149.37,381139.0
2022-11-21,148.52,152.97,148.52,152.79,571390.0
2022-11-22,153.62,157.34,153.11,157.11,791099.0
2022-11-23,157.49,158.54,155.21,155.73,366281.0
2022-11-24,157.49,158.54,155.21,155.73,366281.0
2022-11-25,155.74,156.44,154.83,155.27,224386.0
2022-11-26,155.74,156.44,154.83,155.27,224386.0
2022-11-27,155.74,156.44,154.83,155.27,224386.0
2022-11-28,153.42,153.848,151.07,151.41,307921.0
2022-11-29,151.65,152.605,149.62,149.82,451736.0
2022-11-30,149.03,154.64,147.88,154.61,1084723.0
2022-12-01,155.23,156.65,154.21,155.03,401997.0
2022-12-02,151.94,154.505,151.35,153.94,289289.0
2022-12-03,151.94,154.505,151.35,153.94,289289.0
2022-12-04,151.94,154.505,151.35,153.94,289289.0
2022-12-05,152.44,152.44,149.4,150.84,364381.0
2022-12-06,150.56,150.85,147.72,149.26,368270.0
2022-12-07,148.9,150.38,147.27,148.43,484591.0
2022-12-08,149.88,152.58,148.62,151.97,406923.0
2022-12-09,152.0,153.43,149.26,149.49,485753.0
2022-12-10,152.0,153.43,149.26,149.49,485753.0
2022-12-11,152.0,153.43,149.26,149.49,485753.0
2022-12-12,149.57,154.48,149.53,153.84,367996.0
2022-12-13,159.73,159.96,153.545,154.57,536931.0
2022-12-14,154.01,155.448,150.88,152.07,450331.0
2022-12-15,150.0,150.23,145.06,146.31,605843.0
2022-12-16,144.74,145.89,143.65,144.17,868278.0
2022-12-17,144.74,145.89,143.65,144.17,868278.0
2022-12-18,144.74,145.89,143.65,144.17,868278.0
2022-12-19,143.97,143.97,140.74,141.72,382274.0
2022-12-20,141.06,143.37,140.91,142.97,343960.0
2022-12-21,143.9,144.095,141.82,142.11,448026.0
2022-12-22,140.2,140.2,137.49,140.02,574863.0
2022-12-23,139.93,141.147,138.62,141.01,258913.0
2022-12-24,139.93,141.147,138.62,141.01,258913.0
2022-12-25,139.93,141.147,138.62,141.01,258913.0
2022-12-26,139.93,141.147,138.62,141.01,258913.0
2022-12-27,140.8,142.39,139.711,141.19,251824.0
2022-12-28,140.68,142.39,138.51,138.84,173197.0
2022-12-29,139.81,146.452,139.42,143.15,314607.0
2022-12-30,141.48,143.75,140.78,143.51,271586.0
2022-12-31,141.48,143.75,140.78,143.51,271586.0
2023-01-01,141.48,143.75,140.78,143.51,271586.0
2023-01-02,141.48,143.75,140.78,143.51,271586.0
2023-01-03,144.21,146.18,143.645,144.85,414338.0
2023-01-04,145.93,147.61,143.9,145.28,552902.0
2023-01-05,143.84,144.42,139.26,140.05,542059.0
2023-01-06,141.66,142.585,139.8,141.64,541806.0
2023-01-07,141.66,142.585,139.8,141.64,541806.0
2023-01-08,141.66,142.585,139.8,141.64,541806.0
2023-01-09,142.34,146.65,142.34,143.4,499361.0
2023-01-10,143.0,144.747,143.0,143.94,241412.0
2023-01-11,144.89,147.57,143.5,147.54,533854.0
2023-01-12,148.11,148.27,144.55,147.28,484880.0
2023-01-13,145.98,147.22,145.75,146.57,502047.0
2023-01-14,145.98,147.22,145.75,146.57,502047.0
2023-01-15,145.98,147.22,145.75,146.57,502047.0
2023-01-16,145.98,147.22,145.75,146.57,502047.0
2023-01-17,146.57,148.19,145.44,147.1,786097.0
2023-01-18,148.14,149.7,143.63,143.7,611042.0
2023-01-19,143.47,144.08,140.875,140.95,552575.0
2023-01-20,140.95,145.13,139.55,144.65,636147.0
2023-01-21,140.95,145.13,139.55,144.65,636147.0
2023-01-22,140.95,145.13,139.55,144.65,636147.0
2023-01-23,145.66,148.26,144.525,147.77,698517.0
