,TGNA US Equity,TGNA US Equity,TGNA US Equity,TGNA US Equity,TGNA US Equity
2020-03-03,13.6087,13.9097,13.0341,13.2165,3610151.0
2020-03-04,13.3716,13.4354,12.9337,13.1344,2442227.0
2020-03-05,12.8228,12.8503,12.1124,12.3187,2605261.0
2020-03-06,15.6916,15.8383,13.6843,15.5816,12148526.0
2020-03-07,15.6916,15.8383,13.6843,15.5816,12148526.0
2020-03-08,15.6916,15.8383,13.6843,15.5816,12148526.0
2020-03-09,15.6733,16.518,15.5816,16.4065,8870839.0
2020-03-10,16.7273,16.7823,15.3158,15.9849,5056200.0
2020-03-11,15.6916,15.7283,13.9776,14.6834,5317183.0
2020-03-12,14.8026,15.3525,13.8035,14.995,5704856.0
2020-03-13,15.6,15.7741,14.2526,15.5908,4423320.0
2020-03-14,15.6,15.7741,14.2526,15.5908,4423320.0
2020-03-15,15.6,15.7741,14.2526,15.5908,4423320.0
2020-03-16,14.2984,15.2058,13.5285,13.7393,2845890.0
2020-03-17,13.7485,14.6376,13.1023,13.8218,3364948.0
2020-03-18,14.4451,14.8392,11.952,12.5845,4687152.0
2020-03-19,12.4286,13.0657,11.5029,12.6761,4011223.0
2020-03-20,12.7861,12.7861,11.5121,11.7687,5646355.0
2020-03-21,12.7861,12.7861,11.5121,11.7687,5646355.0
2020-03-22,12.7861,12.7861,11.5121,11.7687,5646355.0
2020-03-23,11.8145,11.92,9.7706,10.7697,3259219.0
2020-03-24,11.2279,11.9337,10.953,11.5946,2336984.0
2020-03-25,11.7321,12.282,10.6413,11.7504,6171571.0
2020-03-26,11.9795,12.557,11.7321,12.337,5230051.0
2020-03-27,11.787,12.3278,11.4846,12.1078,3813302.0
2020-03-28,11.787,12.3278,11.4846,12.1078,3813302.0
2020-03-29,11.787,12.3278,11.4846,12.1078,3813302.0
2020-03-30,10.3114,10.3114,8.8082,9.7889,11493213.0
2020-03-31,9.7981,10.1006,9.6423,9.9539,4159724.0
2020-04-01,9.7614,10.2197,9.349,9.7248,6156386.0
2020-04-02,9.5781,10.4672,9.5781,10.3755,8363619.0
2020-04-03,10.1739,10.4764,9.0465,9.2757,3313642.0
2020-04-04,10.1739,10.4764,9.0465,9.2757,3313642.0
2020-04-05,10.1739,10.4764,9.0465,9.2757,3313642.0
2020-04-06,9.4315,9.9722,9.3856,9.7889,2936384.0
2020-04-07,10.0914,10.4433,9.8073,10.0822,2413718.0
2020-04-08,10.2655,11.0355,10.0456,10.7238,2176271.0
2020-04-09,11.0171,11.0996,10.7055,10.9621,4845754.0
2020-04-10,11.0171,11.0996,10.7055,10.9621,4845754.0
2020-04-11,11.0171,11.0996,10.7055,10.9621,4845754.0
2020-04-12,11.0171,11.0996,10.7055,10.9621,4845754.0
2020-04-13,10.8522,10.8522,9.8531,9.9997,1752628.0
2020-04-14,10.1556,10.3572,9.9264,10.1006,2442525.0
2020-04-15,9.6698,9.9264,9.1336,9.5323,3457502.0
2020-04-16,9.2848,9.7248,9.2298,9.6514,2746951.0
2020-04-17,9.9081,10.4672,9.8623,10.2289,4311622.0
2020-04-18,9.9081,10.4672,9.8623,10.2289,4311622.0
2020-04-19,9.9081,10.4672,9.8623,10.2289,4311622.0
2020-04-20,9.8898,10.1097,9.7431,9.8531,2184207.0
2020-04-21,9.7431,9.8348,9.3581,9.6606,2822308.0
2020-04-22,9.8898,9.9264,9.4865,9.5048,1711303.0
2020-04-23,9.459,9.9997,9.4147,9.6698,1380214.0
2020-04-24,9.624,9.8027,9.3278,9.7248,1900427.0
2020-04-25,9.624,9.8027,9.3278,9.7248,1900427.0
2020-04-26,9.624,9.8027,9.3278,9.7248,1900427.0
2020-04-27,9.8348,9.9356,9.6423,9.7981,4001503.0
2020-04-28,10.1922,10.2518,9.8714,10.0731,3438315.0
2020-04-29,10.458,10.8247,10.2106,10.3939,3155663.0
2020-04-30,10.1189,10.1281,9.569,9.8256,2385392.0
2020-05-01,9.6423,9.7339,9.256,9.6606,1865410.0
2020-05-02,9.6423,9.7339,9.256,9.6606,1865410.0
2020-05-03,9.6423,9.7339,9.256,9.6606,1865410.0
2020-05-04,9.4315,9.8164,9.2665,9.7339,1399221.0
2020-05-05,9.8898,9.942,9.4956,9.5323,1404139.0
2020-05-06,9.6331,9.9539,9.5598,9.8531,2087620.0
2020-05-07,10.1281,10.1647,9.8989,10.0089,5590674.0
2020-05-08,10.2381,10.2747,9.8623,9.9173,9043420.0
2020-05-09,10.2381,10.2747,9.8623,9.9173,9043420.0
2020-05-10,10.2381,10.2747,9.8623,9.9173,9043420.0
2020-05-11,9.7614,10.1739,9.6698,9.8439,3561932.0
2020-05-12,9.9081,9.9906,9.4956,9.5231,2518916.0
2020-05-13,9.4498,9.4865,8.8907,9.3765,3249258.0
2020-05-14,9.184,9.569,8.854,9.5231,2411055.0
2020-05-15,9.4773,9.6881,9.2298,9.2848,1504859.0
2020-05-16,9.4773,9.6881,9.2298,9.2848,1504859.0
2020-05-17,9.4773,9.6881,9.2298,9.2848,1504859.0
2020-05-18,9.6973,10.2014,9.6606,9.9722,2837074.0
2020-05-19,9.9173,10.1097,9.6514,9.6606,2413673.0
2020-05-20,9.8348,10.4397,9.7614,10.3022,3903826.0
2020-05-21,10.2839,10.4122,9.8989,10.0639,2373220.0
2020-05-22,10.1464,10.3114,9.9722,10.2747,2796749.0
2020-05-23,10.1464,10.3114,9.9722,10.2747,2796749.0
2020-05-24,10.1464,10.3114,9.9722,10.2747,2796749.0
2020-05-25,10.1464,10.3114,9.9722,10.2747,2796749.0
2020-05-26,10.4764,10.9163,10.4214,10.7147,2888786.0
2020-05-27,11.0171,11.3196,10.7467,11.2279,2257627.0
2020-05-28,11.3288,11.3379,10.7147,10.7972,1324553.0
2020-05-29,10.7055,10.8522,10.4764,10.7422,1758154.0
2020-05-30,10.7055,10.8522,10.4764,10.7422,1758154.0
2020-05-31,10.7055,10.8522,10.4764,10.7422,1758154.0
2020-06-01,10.8247,11.0355,10.6413,10.8247,1303987.0
2020-06-02,10.9438,11.063,10.6688,10.9896,1688814.0
2020-06-03,11.2463,11.5212,11.1271,11.4021,2693977.0
2020-06-04,11.2915,11.5035,11.0703,11.2638,5199354.0
2020-06-05,11.6878,12.0473,11.6049,11.9551,3482822.0
2020-06-06,11.6878,12.0473,11.6049,11.9551,3482822.0
2020-06-07,11.6878,12.0473,11.6049,11.9551,3482822.0
2020-06-08,12.2132,12.2225,11.8906,11.9367,2159318.0
2020-06-09,11.8814,11.9459,11.2454,11.3744,2496468.0
2020-06-10,11.2638,11.3284,10.8905,10.9781,2165423.0
2020-06-11,10.5172,10.5909,9.978,10.1301,2362484.0
2020-06-12,10.5264,10.6186,10.1393,10.3421,1786995.0
2020-06-13,10.5264,10.6186,10.1393,10.3421,1786995.0
2020-06-14,10.5264,10.6186,10.1393,10.3421,1786995.0
2020-06-15,10.0379,10.7844,9.9365,10.637,2175110.0
2020-06-16,11.0795,11.0795,10.3882,10.508,3104549.0
2020-06-17,10.5449,10.5909,10.2222,10.3697,1977407.0
2020-06-18,10.2683,10.4896,10.2222,10.3974,1209580.0
2020-06-19,10.5172,10.5633,10.1024,10.1024,2892360.0
2020-06-20,10.5172,10.5633,10.1024,10.1024,2892360.0
2020-06-21,10.5172,10.5633,10.1024,10.1024,2892360.0
2020-06-22,10.0471,10.4343,9.7245,10.3974,1353243.0
2020-06-23,10.5817,10.6923,10.4073,10.4988,1627986.0
2020-06-24,10.3513,10.3513,9.9181,9.9826,1552184.0
2020-06-25,9.8535,10.0655,9.7153,10.0563,2460130.0
2020-06-26,9.9549,10.0563,9.6692,9.7982,1938123.0
2020-06-27,9.9549,10.0563,9.6692,9.7982,1938123.0
2020-06-28,9.9549,10.0563,9.6692,9.7982,1938123.0
2020-06-29,9.8812,10.3836,9.8259,10.3052,1362482.0
2020-06-30,10.2407,10.4158,10.0056,10.2683,1938419.0
2020-07-01,10.2683,10.5356,10.1762,10.2038,1218694.0
2020-07-02,10.4158,10.4988,9.9457,9.9642,1048594.0
2020-07-03,10.4158,10.4988,9.9457,9.9642,1048594.0
2020-07-04,10.4158,10.4988,9.9457,9.9642,1048594.0
2020-07-05,10.4158,10.4988,9.9457,9.9642,1048594.0
2020-07-06,10.1577,10.2407,9.8535,10.0932,1735806.0
2020-07-07,9.9918,10.1485,9.7706,10.0748,1315705.0
2020-07-08,9.9734,10.1577,9.8443,10.0379,1228854.0
2020-07-09,9.9734,9.9918,9.448,9.4756,1233186.0
2020-07-10,9.4941,10.001,9.4941,9.8351,1496967.0
2020-07-11,9.4941,10.001,9.4941,9.8351,1496967.0
2020-07-12,9.4941,10.001,9.4941,9.8351,1496967.0
2020-07-13,9.9181,10.1854,9.6139,9.7614,2086688.0
2020-07-14,9.7337,10.0471,9.66,9.8904,1346045.0
2020-07-15,10.1393,10.7292,10.107,10.6094,1715697.0
2020-07-16,10.5449,10.7845,10.4803,10.7292,1045639.0
2020-07-17,10.6923,10.8306,10.5126,10.5172,2349959.0
2020-07-18,10.6923,10.8306,10.5126,10.5172,2349959.0
2020-07-19,10.6923,10.8306,10.5126,10.5172,2349959.0
2020-07-20,10.4711,10.637,10.1439,10.2591,1049465.0
2020-07-21,10.3882,11.4113,10.3697,10.7753,6848103.0
2020-07-22,10.7016,10.9504,10.6923,10.7569,2290019.0
2020-07-23,10.72,10.8859,10.6739,10.7937,1905546.0
2020-07-24,10.849,10.9689,10.637,10.6923,1026562.0
2020-07-25,10.849,10.9689,10.637,10.6923,1026562.0
2020-07-26,10.849,10.9689,10.637,10.6923,1026562.0
2020-07-27,10.5356,10.8951,10.3974,10.803,1541132.0
2020-07-28,10.7384,11.0103,10.6739,10.7753,933967.0
2020-07-29,10.7753,11.1532,10.7753,11.0979,1084350.0
2020-07-30,10.9228,11.1763,10.8398,11.061,1108166.0
2020-07-31,10.9596,11.0657,10.6555,10.8583,1275193.0
2020-08-01,10.9596,11.0657,10.6555,10.8583,1275193.0
2020-08-02,10.9596,11.0657,10.6555,10.8583,1275193.0
2020-08-03,10.8859,11.0703,10.8214,10.9781,1026894.0
2020-08-04,10.9412,11.2454,10.9136,11.1717,1232983.0
2020-08-05,11.3007,11.3284,10.5817,10.6555,1908527.0
2020-08-06,10.637,10.8721,10.6002,10.7937,1306785.0
2020-08-07,10.6923,10.9781,10.6923,10.9689,1527143.0
2020-08-08,10.6923,10.9781,10.6923,10.9689,1527143.0
2020-08-09,10.6923,10.9781,10.6923,10.9689,1527143.0
2020-08-10,11.0242,11.2638,10.5909,10.7753,2192616.0
2020-08-11,11.2454,11.9459,11.0979,11.4021,3450494.0
2020-08-12,11.5772,11.6878,11.0334,11.2546,2334747.0
2020-08-13,11.144,11.4528,11.1348,11.3376,920111.0
2020-08-14,11.2638,11.5818,11.1901,11.3376,759084.0
2020-08-15,11.2638,11.5818,11.1901,11.3376,759084.0
2020-08-16,11.2638,11.5818,11.1901,11.3376,759084.0
2020-08-17,11.3652,11.6417,11.1532,11.5035,1424560.0
2020-08-18,11.439,11.485,11.1809,11.1993,1081240.0
2020-08-19,11.2638,11.6233,11.2223,11.5035,1498462.0
2020-08-20,11.3652,11.4943,11.1717,11.2362,741115.0
2020-08-21,11.1901,11.4436,11.0979,11.4297,1382992.0
2020-08-22,11.1901,11.4436,11.0979,11.4297,1382992.0
2020-08-23,11.1901,11.4436,11.0979,11.4297,1382992.0
2020-08-24,11.5219,11.7524,11.4021,11.7155,1373786.0
2020-08-25,11.78,11.8906,11.4482,11.6233,682804.0
2020-08-26,11.5772,11.8169,11.5035,11.7155,1285596.0
2020-08-27,11.8445,11.9505,11.7155,11.78,915282.0
2020-08-28,11.8353,11.9367,11.6971,11.8538,970832.0
2020-08-29,11.8353,11.9367,11.6971,11.8538,970832.0
2020-08-30,11.8353,11.9367,11.6971,11.8538,970832.0
2020-08-31,11.8445,11.9137,11.5404,11.5404,1055017.0
2020-09-01,11.4758,11.6187,11.25,11.3652,763299.0
2020-09-02,11.3376,11.5542,11.3099,11.4021,940921.0
2020-09-03,11.5226,11.7265,11.2909,11.365,1342659.0
2020-09-04,11.5782,11.5875,11.1889,11.365,886386.0
2020-09-05,11.5782,11.5875,11.1889,11.365,886386.0
2020-09-06,11.5782,11.5875,11.1889,11.365,886386.0
2020-09-07,11.5782,11.5875,11.1889,11.365,886386.0
2020-09-08,11.3465,11.3557,11.0406,11.1518,1513336.0
2020-09-09,11.2074,11.5411,11.0313,11.4948,1082920.0
2020-09-10,11.4855,11.7034,11.1147,11.1147,925424.0
2020-09-11,11.1611,11.226,10.7717,10.9571,1098539.0
2020-09-12,11.1611,11.226,10.7717,10.9571,1098539.0
2020-09-13,11.1611,11.226,10.7717,10.9571,1098539.0
2020-09-14,11.022,11.4948,10.9571,11.4299,1133216.0
2020-09-15,11.467,11.6246,11.3557,11.4206,1289905.0
2020-09-16,11.4855,11.7451,11.4649,11.6709,1494486.0
2020-09-17,11.4855,11.7636,11.467,11.6895,1270773.0
2020-09-18,11.7914,11.8007,11.5458,11.6895,3022127.0
2020-09-19,11.7914,11.8007,11.5458,11.6895,3022127.0
2020-09-20,11.7914,11.8007,11.5458,11.6895,3022127.0
2020-09-21,11.3557,11.4299,10.8459,10.9849,1843764.0
2020-09-22,10.9849,11.0498,10.7949,10.883,931519.0
2020-09-23,10.8737,10.9849,10.6605,10.6883,1645131.0
2020-09-24,10.7995,11.2723,10.7764,10.9942,1755084.0
2020-09-25,10.883,11.0174,10.832,10.8922,810220.0
2020-09-26,10.883,11.0174,10.832,10.8922,810220.0
2020-09-27,10.883,11.0174,10.832,10.8922,810220.0
2020-09-28,11.0406,11.1982,11.0035,11.0684,930653.0
2020-09-29,11.0498,11.1796,10.846,10.9201,712603.0
2020-09-30,10.9757,11.1333,10.7949,10.8922,1660470.0
2020-10-01,10.883,11.022,10.5029,10.6327,1502062.0
2020-10-02,10.4936,10.8737,10.438,10.642,1461409.0
2020-10-03,10.4936,10.8737,10.438,10.642,1461409.0
2020-10-04,10.4936,10.8737,10.438,10.642,1461409.0
2020-10-05,10.7625,10.9571,10.758,10.9293,1100246.0
2020-10-06,10.9942,11.2074,10.8737,10.9479,1879447.0
2020-10-07,11.022,11.3326,11.022,11.2445,1978332.0
2020-10-08,11.3836,11.4484,11.2723,11.4392,1139052.0
2020-10-09,11.5226,11.6338,11.1889,11.2074,841814.0
2020-10-10,11.5226,11.6338,11.1889,11.2074,841814.0
2020-10-11,11.5226,11.6338,11.1889,11.2074,841814.0
2020-10-12,11.1333,11.2723,11.0498,11.2167,964873.0
2020-10-13,11.0869,11.226,10.8505,10.883,1034641.0
2020-10-14,10.8181,11.0128,10.7532,10.7625,658575.0
2020-10-15,11.3187,11.3557,10.9247,10.9849,1049918.0
2020-10-16,10.9664,11.263,10.9664,11.2167,1189183.0
2020-10-17,10.9664,11.263,10.9664,11.2167,1189183.0
2020-10-18,10.9664,11.263,10.9664,11.2167,1189183.0
2020-10-19,11.3001,11.3094,10.9154,10.9386,1030902.0
2020-10-20,11.0406,11.3048,10.8922,11.263,1267504.0
2020-10-21,11.226,11.5875,11.1982,11.5319,1293277.0
2020-10-22,11.6246,12.0973,11.5782,12.0695,2005984.0
2020-10-23,12.19,12.4867,12.153,12.3198,1711493.0
2020-10-24,12.19,12.4867,12.153,12.3198,1711493.0
2020-10-25,12.19,12.4867,12.153,12.3198,1711493.0
2020-10-26,12.1993,12.1993,11.7914,11.8285,959631.0
2020-10-27,11.7636,11.7636,11.5041,11.5133,10629226.0
2020-10-28,11.226,11.5319,11.1055,11.124,880573.0
2020-10-29,11.0128,11.2909,10.9108,11.1982,837525.0
2020-10-30,11.1518,11.2445,11.0684,11.1518,1074362.0
2020-10-31,11.1518,11.2445,11.0684,11.1518,1074362.0
2020-11-01,11.1518,11.2445,11.0684,11.1518,1074362.0
2020-11-02,11.3001,11.4299,11.0869,11.365,1121864.0
2020-11-03,11.5968,11.7868,11.4716,11.7173,2001629.0
2020-11-04,11.4948,11.7822,11.1333,11.4948,2125906.0
2020-11-05,11.4763,12.102,11.4763,12.0603,1938576.0
2020-11-06,12.0603,12.3893,11.9954,12.2086,2427837.0
2020-11-07,12.0603,12.3893,11.9954,12.2086,2427837.0
2020-11-08,12.0603,12.3893,11.9954,12.2086,2427837.0
2020-11-09,12.4218,13.5342,12.4218,12.6721,1482009.0
2020-11-10,12.9687,13.2468,12.927,13.08,1686105.0
2020-11-11,13.0429,13.0522,12.8019,12.9687,1205525.0
2020-11-12,12.8111,13.0151,12.5516,12.9131,1531423.0
2020-11-13,13.0522,13.219,12.978,13.1819,937466.0
2020-11-14,13.0522,13.219,12.978,13.1819,937466.0
2020-11-15,13.0522,13.219,12.978,13.1819,937466.0
2020-11-16,13.4415,13.6084,13.2654,13.5342,2736698.0
2020-11-17,13.3859,13.8911,13.3859,13.7845,2797775.0
2020-11-18,13.803,13.8585,13.3812,13.3859,1412983.0
2020-11-19,13.3581,13.4693,12.927,12.9873,1703370.0
2020-11-20,12.9038,13.5342,12.9038,13.3488,1858265.0
2020-11-21,12.9038,13.5342,12.9038,13.3488,1858265.0
2020-11-22,12.9038,13.5342,12.9038,13.3488,1858265.0
2020-11-23,13.4971,13.5713,13.3766,13.4322,892976.0
2020-11-24,13.7011,13.8169,13.5805,13.6454,1547025.0
2020-11-25,13.5898,13.6547,13.3673,13.6176,835431.0
2020-11-26,13.5898,13.6547,13.3673,13.6176,835431.0
2020-11-27,13.6176,13.6918,13.3859,13.5342,2530051.0
2020-11-28,13.6176,13.6918,13.3859,13.5342,2530051.0
2020-11-29,13.6176,13.6918,13.3859,13.5342,2530051.0
2020-11-30,13.5249,13.7103,13.3163,13.3581,1363038.0
2020-12-01,13.4137,13.5898,13.3859,13.4415,1985485.0
2020-12-02,13.423,13.562,13.2561,13.5527,1236930.0
2020-12-03,13.5064,13.7103,13.219,13.3117,764622.0
2020-12-04,13.3951,13.7103,13.2839,13.664,1180027.0
2020-12-05,13.3951,13.7103,13.2839,13.664,1180027.0
2020-12-06,13.3951,13.7103,13.2839,13.664,1180027.0
2020-12-07,13.6362,13.7567,13.4461,13.6825,966235.0
2020-12-08,13.5435,13.7845,13.5435,13.6547,974202.0
2020-12-09,13.7381,13.8772,13.5157,13.5805,2323397.0
2020-12-10,13.4595,13.6737,13.4036,13.6457,1621764.0
2020-12-11,13.5153,13.697,13.4222,13.4315,975837.0
2020-12-12,13.5153,13.697,13.4222,13.4315,975837.0
2020-12-13,13.5153,13.697,13.4222,13.4315,975837.0
2020-12-14,13.6364,13.6364,13.2266,13.2359,1308458.0
2020-12-15,13.2732,13.3942,13.0403,13.3197,4348835.0
2020-12-16,13.4595,13.4967,13.031,13.031,1775085.0
2020-12-17,13.1521,13.2427,12.7935,12.9378,1800063.0
2020-12-18,12.9844,12.9937,12.4535,12.4628,4775397.0
2020-12-19,12.9844,12.9937,12.4535,12.4628,4775397.0
2020-12-20,12.9844,12.9937,12.4535,12.4628,4775397.0
2020-12-21,12.3417,12.5233,12.1508,12.5094,1832377.0
2020-12-22,12.5001,12.5001,12.188,12.2206,1017043.0
2020-12-23,12.2672,12.5653,12.2486,12.5559,1475770.0
2020-12-24,12.5746,12.5979,12.379,12.4349,572112.0
2020-12-25,12.5746,12.5979,12.379,12.4349,572112.0
2020-12-26,12.5746,12.5979,12.379,12.4349,572112.0
2020-12-27,12.5746,12.5979,12.379,12.4349,572112.0
2020-12-28,12.5746,12.8913,12.5001,12.8633,1090405.0
2020-12-29,12.9099,12.9285,12.6398,12.7702,652224.0
2020-12-30,12.8354,12.9565,12.8214,12.8354,600383.0
2020-12-31,12.9006,13.0403,12.8261,12.9937,1097038.0
2021-01-01,12.9006,13.0403,12.8261,12.9937,1097038.0
2021-01-02,12.9006,13.0403,12.8261,12.9937,1097038.0
2021-01-03,12.9006,13.0403,12.8261,12.9937,1097038.0
2021-01-04,13.1148,13.166,12.8074,13.0124,1651479.0
2021-01-05,13.003,13.2732,13.003,13.208,1491995.0
2021-01-06,13.5247,14.484,13.4641,14.3909,3059863.0
2021-01-07,14.3536,15.0429,14.0835,14.5679,3034070.0
2021-01-08,14.6797,14.6797,14.037,14.3909,1538001.0
2021-01-09,14.6797,14.6797,14.037,14.3909,1538001.0
2021-01-10,14.6797,14.6797,14.037,14.3909,1538001.0
2021-01-11,14.1301,14.5679,14.1301,14.4188,1140750.0
2021-01-12,14.5586,14.6424,14.2698,14.2698,969731.0
2021-01-13,14.2605,14.2605,13.8041,13.8041,1257141.0
2021-01-14,13.9624,14.0183,13.5153,13.8041,1439161.0
2021-01-15,13.6644,13.9205,13.5897,13.8786,1759133.0
2021-01-16,13.6644,13.9205,13.5897,13.8786,1759133.0
2021-01-17,13.6644,13.9205,13.5897,13.8786,1759133.0
2021-01-18,13.6644,13.9205,13.5897,13.8786,1759133.0
2021-01-19,13.9624,14.5027,13.7855,14.5027,1917751.0
2021-01-20,14.5772,14.6564,14.0835,14.1767,1824623.0
2021-01-21,14.2512,15.2665,14.0742,14.6051,2376142.0
2021-01-22,14.5213,14.661,14.2696,14.6517,928235.0
2021-01-23,14.5213,14.661,14.2696,14.6517,928235.0
2021-01-24,14.5213,14.661,14.2696,14.6517,928235.0
2021-01-25,14.5306,15.0522,14.5027,14.8846,1158926.0
2021-01-26,15.0057,15.0522,14.8101,14.9777,1084342.0
2021-01-27,14.8101,15.1267,14.4095,14.484,1715745.0
2021-01-28,14.5772,14.987,14.4561,14.689,1739561.0
2021-01-29,14.6238,15.0615,14.5864,14.9311,2880405.0
2021-01-30,14.6238,15.0615,14.5864,14.9311,2880405.0
2021-01-31,14.6238,15.0615,14.5864,14.9311,2880405.0
2021-02-01,15.0429,15.5692,14.838,15.4341,1812923.0
2021-02-02,15.5459,15.6437,15.1267,15.341,1698246.0
2021-02-03,15.2665,15.4155,15.1267,15.1826,1166308.0
2021-02-04,15.1826,15.8999,15.1454,15.8533,1812566.0
2021-02-05,16.0023,16.2352,15.8766,16.1048,1832232.0
2021-02-06,16.0023,16.2352,15.8766,16.1048,1832232.0
2021-02-07,16.0023,16.2352,15.8766,16.1048,1832232.0
2021-02-08,16.1327,16.3563,15.9371,16.319,2108151.0
2021-02-09,16.2352,16.3935,16.0209,16.319,955309.0
2021-02-10,16.4121,16.4773,15.9511,16.2538,1461236.0
2021-02-11,16.2445,16.4028,16.0023,16.2724,826193.0
2021-02-12,16.2538,16.6171,16.1886,16.468,899002.0
2021-02-13,16.2538,16.6171,16.1886,16.468,899002.0
2021-02-14,16.2538,16.6171,16.1886,16.468,899002.0
2021-02-15,16.2538,16.6171,16.1886,16.468,899002.0
2021-02-16,16.5705,16.673,16.2538,16.3935,1125708.0
2021-02-17,16.3935,16.8546,16.2538,16.7568,1870260.0
2021-02-18,16.7475,16.9338,16.5472,16.6543,966846.0
2021-02-19,16.6823,16.8499,16.6225,16.8034,1097305.0
2021-02-20,16.6823,16.8499,16.6225,16.8034,1097305.0
2021-02-21,16.6823,16.8499,16.6225,16.8034,1097305.0
2021-02-22,16.8592,17.297,16.7661,17.1573,1658764.0
2021-02-23,17.1666,17.6323,17.0362,17.5951,2048637.0
2021-02-24,17.651,17.8186,17.4833,17.7162,2022102.0
2021-02-25,17.7441,17.949,16.9803,17.0362,3841265.0
2021-02-26,17.0548,17.4554,16.8406,16.9803,2893991.0
2021-02-27,17.0548,17.4554,16.8406,16.9803,2893991.0
2021-02-28,17.0548,17.4554,16.8406,16.9803,2893991.0
2021-03-01,16.9524,16.9524,15.6204,16.8127,5708051.0
2021-03-02,16.8499,16.8499,16.2072,16.468,2049762.0
2021-03-03,16.5332,16.999,16.469,16.7847,1998228.0
2021-03-04,16.8221,17.0933,16.6725,16.8782,1885995.0
2021-03-05,17.0372,17.7479,16.8455,17.6824,2264526.0
2021-03-06,17.0372,17.7479,16.8455,17.6824,2264526.0
2021-03-07,17.0372,17.7479,16.8455,17.6824,2264526.0
2021-03-08,17.7572,18.178,17.4299,17.832,2416544.0
2021-03-09,17.8788,18.1313,17.4019,17.6544,1943873.0
2021-03-10,17.6824,18.4118,17.6731,18.1687,1781400.0
2021-03-11,18.1313,18.6175,17.9068,18.3183,1857376.0
2021-03-12,18.4398,18.5801,18.2902,18.4118,1246165.0
2021-03-13,18.4398,18.5801,18.2902,18.4118,1246165.0
2021-03-14,18.4398,18.5801,18.2902,18.4118,1246165.0
2021-03-15,18.4211,18.524,18.2061,18.3744,1613838.0
2021-03-16,18.3089,18.552,18.0658,18.4398,1673648.0
2021-03-17,18.5614,18.5614,18.2809,18.5146,2083075.0
2021-03-18,18.5614,19.431,18.4492,19.0757,2646082.0
2021-03-19,19.1505,19.3609,18.6175,19.2814,4462578.0
2021-03-20,19.1505,19.3609,18.6175,19.2814,4462578.0
2021-03-21,19.1505,19.3609,18.6175,19.2814,4462578.0
2021-03-22,19.3375,19.3375,18.9541,19.1505,2087180.0
2021-03-23,18.9354,19.1037,18.4398,18.4866,1633879.0
2021-03-24,18.6549,18.8606,17.5702,17.6076,2157195.0
2021-03-25,17.5141,18.0564,17.4486,17.9349,1600924.0
2021-03-26,18.0097,18.1593,16.925,17.4299,3119512.0
2021-03-27,18.0097,18.1593,16.925,17.4299,3119512.0
2021-03-28,18.0097,18.1593,16.925,17.4299,3119512.0
2021-03-29,17.4393,17.6684,17.1073,17.4393,2298577.0
2021-03-30,17.8881,18.5006,17.6357,18.4305,1843896.0
2021-03-31,18.3931,18.4398,17.5983,17.6076,1974575.0
2021-04-01,17.7666,18.2341,17.7105,18.2341,1785940.0
2021-04-02,17.7666,18.2341,17.7105,18.2341,1785940.0
2021-04-03,17.7666,18.2341,17.7105,18.2341,1785940.0
2021-04-04,17.7666,18.2341,17.7105,18.2341,1785940.0
2021-04-05,18.3837,18.5146,18.1874,18.5146,1369950.0
2021-04-06,18.4959,18.898,18.4959,18.8887,1388878.0
2021-04-07,18.9541,19.0102,18.4772,18.6081,1552892.0
2021-04-08,18.683,19.1224,18.4398,19.1131,1771887.0
2021-04-09,19.1318,19.2534,18.7484,19.0757,1326353.0
2021-04-10,19.1318,19.2534,18.7484,19.0757,1326353.0
2021-04-11,19.1318,19.2534,18.7484,19.0757,1326353.0
2021-04-12,19.1692,19.4871,19.1365,19.2721,1522042.0
2021-04-13,19.2159,19.3095,18.6549,18.9915,1028600.0
2021-04-14,19.0009,19.3282,18.8887,19.1037,1728627.0
2021-04-15,19.2627,19.6526,19.2159,19.6087,1260805.0
2021-04-16,19.7676,20.0528,19.6461,20.0201,1298324.0
2021-04-17,19.7676,20.0528,19.6461,20.0201,1298324.0
2021-04-18,19.7676,20.0528,19.6461,20.0201,1298324.0
2021-04-19,20.1043,20.1183,19.4731,19.5245,1597264.0
2021-04-20,19.4404,19.5806,19.2814,19.3095,926120.0
2021-04-21,19.3656,19.936,19.3656,19.8238,1291211.0
2021-04-22,19.8518,19.8939,19.5806,19.7864,1246504.0
2021-04-23,19.9173,19.9173,19.59,19.5993,1149362.0
2021-04-24,19.9173,19.9173,19.59,19.5993,1149362.0
2021-04-25,19.9173,19.9173,19.59,19.5993,1149362.0
2021-04-26,19.7957,19.7957,19.4778,19.5152,817553.0
2021-04-27,19.6087,19.6741,19.4871,19.5432,1111228.0
2021-04-28,19.5058,19.5806,19.1879,19.2066,789184.0
2021-04-29,19.4404,19.4404,19.0663,19.1505,1069244.0
2021-04-30,19.0757,19.1514,18.7578,18.7578,1470208.0
2021-05-01,19.0757,19.1514,18.7578,18.7578,1470208.0
2021-05-02,19.0757,19.1514,18.7578,18.7578,1470208.0
2021-05-03,19.0009,19.1505,18.8513,19.0476,1181740.0
2021-05-04,18.898,19.0383,18.178,18.4492,1620368.0
2021-05-05,18.5427,18.6175,18.2809,18.5707,1049202.0
2021-05-06,18.6455,18.8139,18.4492,18.8045,803941.0
