,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity
2021-08-17,176.365,178.718,175.338,178.231,2957878.0
2021-08-18,177.564,179.808,175.473,175.563,2605790.0
2021-08-19,174.509,176.814,173.49,174.896,2858819.0
2021-08-20,174.362,176.011,174.045,175.077,2222911.0
2021-08-21,174.362,176.011,174.045,175.077,2222911.0
2021-08-22,174.362,176.011,174.045,175.077,2222911.0
2021-08-23,175.983,176.971,174.76,174.86,2248727.0
2021-08-24,175.086,176.382,174.751,175.105,1667456.0
2021-08-25,174.969,175.739,174.144,174.742,1593865.0
2021-08-26,175.213,175.295,174.017,174.28,1969703.0
2021-08-27,174.244,175.657,174.081,175.132,1947942.0
2021-08-28,174.244,175.657,174.081,175.132,1947942.0
2021-08-29,174.244,175.657,174.081,175.132,1947942.0
2021-08-30,175.657,177.225,174.733,175.775,1507893.0
2021-08-31,176.4,177.678,174.769,177.243,2781981.0
2021-09-01,177.324,178.747,175.245,177.94,2381147.0
2021-09-02,178.402,180.523,178.085,179.562,2021357.0
2021-09-03,178.674,179.852,178.421,178.792,1493102.0
2021-09-04,178.674,179.852,178.421,178.792,1493102.0
2021-09-05,178.674,179.852,178.421,178.792,1493102.0
2021-09-06,178.674,179.852,178.421,178.792,1493102.0
2021-09-07,179.068,179.345,176.926,177.179,2266314.0
2021-09-08,177.161,177.161,175.296,176.282,2455327.0
2021-09-09,175.068,176.092,170.375,171.245,3637040.0
2021-09-10,172.577,175.488,172.151,175.096,3094125.0
2021-09-11,172.577,175.488,172.151,175.096,3094125.0
2021-09-12,172.577,175.488,172.151,175.096,3094125.0
2021-09-13,176.409,176.971,174.498,176.119,2136217.0
2021-09-14,176.889,177.469,172.885,173.057,1895330.0
2021-09-15,173.592,175.612,172.912,175.177,1769306.0
2021-09-16,175.186,175.956,173.415,174.833,1657268.0
2021-09-17,174.461,177.805,171.843,172.169,4505342.0
2021-09-18,174.461,177.805,171.843,172.169,4505342.0
2021-09-19,174.461,177.805,171.843,172.169,4505342.0
2021-09-20,170.647,171.761,169.265,171.589,2439518.0
2021-09-21,172.233,172.794,170.339,171.897,2496355.0
2021-09-22,166.57,169.705,165.003,167.884,4229836.0
2021-09-23,168.518,170.185,168.211,169.234,2527523.0
2021-09-24,168.971,170.964,168.337,170.348,2312896.0
2021-09-25,168.971,170.964,168.337,170.348,2312896.0
2021-09-26,168.971,170.964,168.337,170.348,2312896.0
2021-09-27,169.759,170.874,169.107,169.279,1847600.0
2021-09-28,169.134,170.158,168.609,169.206,3093887.0
2021-09-29,169.442,170.285,167.105,167.376,2467478.0
2021-09-30,167.838,169.641,164.894,164.984,2902863.0
2021-10-01,165.7,165.718,162.023,164.432,3014848.0
2021-10-02,165.7,165.718,162.023,164.432,3014848.0
2021-10-03,165.7,165.718,162.023,164.432,3014848.0
2021-10-04,163.535,164.619,160.482,161.65,3512751.0
2021-10-05,161.705,164.024,160.935,162.783,2491819.0
2021-10-06,161.632,164.142,161.116,163.716,2119206.0
2021-10-07,165.782,166.724,164.142,164.531,2518557.0
2021-10-08,163.716,167.159,162.792,166.244,2781719.0
2021-10-09,163.716,167.159,162.792,166.244,2781719.0
2021-10-10,163.716,167.159,162.792,166.244,2781719.0
2021-10-11,166.978,166.996,164.471,164.658,1780192.0
2021-10-12,164.912,165.573,163.653,164.885,2615839.0
2021-10-13,165.057,167.548,163.689,166.76,3780636.0
2021-10-14,170.004,173.755,169.659,173.428,4106546.0
2021-10-15,173.913,175.775,172.785,175.539,3153577.0
2021-10-16,173.913,175.775,172.785,175.539,3153577.0
2021-10-17,173.913,175.775,172.785,175.539,3153577.0
2021-10-18,175.286,177.225,174.923,175.213,2304994.0
2021-10-19,175.675,176.59,174.905,175.576,1974659.0
2021-10-20,176.5,177.17,175.041,176.917,1952014.0
2021-10-21,177.225,181.202,177.057,180.695,2997307.0
2021-10-22,180.178,184.971,180.07,184.654,3735866.0
2021-10-23,180.178,184.971,180.07,184.654,3735866.0
2021-10-24,180.178,184.971,180.07,184.654,3735866.0
2021-10-25,183.938,186.239,182.869,184.735,4829730.0
2021-10-26,193.895,199.54,193.578,197.574,6596459.0
2021-10-27,196.713,197.039,190.706,192.264,3309002.0
2021-10-28,193.243,193.922,191.123,193.796,2236536.0
2021-10-29,192.745,195.762,192.301,193.406,2362109.0
2021-10-30,192.745,195.762,192.301,193.406,2362109.0
2021-10-31,192.745,195.762,192.301,193.406,2362109.0
2021-11-01,194.665,194.665,190.172,191.078,1868585.0
2021-11-02,191.078,191.078,188.844,189.483,2206662.0
2021-11-03,189.175,192.853,187.897,192.745,1765869.0
2021-11-04,193.116,193.46,190.09,190.914,2452223.0
2021-11-05,191.639,191.811,187.598,188.649,2118067.0
2021-11-06,191.639,191.811,187.598,188.649,2118067.0
2021-11-07,191.639,191.811,187.598,188.649,2118067.0
2021-11-08,189.139,190.158,187.789,189.628,2166226.0
2021-11-09,189.891,190.38,188.459,190.226,1552903.0
2021-11-10,190.162,192.933,189.764,191.748,2415516.0
2021-11-11,193.524,196.142,192.328,193.243,2113876.0
2021-11-12,192.681,194.861,192.074,193.152,1600324.0
2021-11-13,192.681,194.861,192.074,193.152,1600324.0
2021-11-14,192.681,194.861,192.074,193.152,1600324.0
2021-11-15,192.853,193.343,191.014,191.639,1378552.0
2021-11-16,191.694,193.805,191.63,191.956,2302791.0
2021-11-17,192.065,192.31,187.988,188.314,2542252.0
2021-11-18,188.686,188.876,186.14,187.97,3919635.0
2021-11-19,189.135,191.812,187.833,189.809,2678289.0
2021-11-20,189.135,191.812,187.833,189.809,2678289.0
2021-11-21,189.135,191.812,187.833,189.809,2678289.0
2021-11-22,189.855,193.296,189.062,192.003,2223195.0
2021-11-23,192.14,194.269,189.855,192.85,2346390.0
2021-11-24,191.748,193.023,189.618,189.809,2518700.0
2021-11-25,191.748,193.023,189.618,189.809,2518700.0
2021-11-26,187.695,190.774,186.449,186.923,1940952.0
2021-11-27,187.695,190.774,186.449,186.923,1940952.0
2021-11-28,187.695,190.774,186.449,186.923,1940952.0
2021-11-29,185.885,187.56,183.463,186.322,3435432.0
2021-11-30,185.284,185.284,180.368,180.613,6267575.0
2021-12-01,182.898,184.055,176.634,176.771,2940454.0
2021-12-02,177.795,182.671,176.47,182.006,2423441.0
2021-12-03,183.044,184.492,180.058,182.762,2606430.0
2021-12-04,183.044,184.492,180.058,182.762,2606430.0
2021-12-05,183.044,184.492,180.058,182.762,2606430.0
2021-12-06,183.909,186.295,183.354,183.973,3006754.0
2021-12-07,186.04,187.46,185.175,187.005,2250692.0
2021-12-08,187.578,188.917,185.184,186.395,1615468.0
2021-12-09,185.785,189.281,185.516,188.052,1931645.0
2021-12-10,189.381,191.075,188.78,190.392,1887872.0
2021-12-11,189.381,191.075,188.78,190.392,1887872.0
2021-12-12,189.381,191.075,188.78,190.392,1887872.0
2021-12-13,188.425,190.583,187.214,187.842,1909805.0
2021-12-14,186.832,188.606,184.902,185.502,1930642.0
2021-12-15,188.152,189.782,186.208,187.351,3703412.0
2021-12-16,189.245,192.868,189.217,189.354,2932554.0
2021-12-17,191.93,193.506,187.924,188.097,5626923.0
2021-12-18,191.93,193.506,187.924,188.097,5626923.0
2021-12-19,191.93,193.506,187.924,188.097,5626923.0
2021-12-20,186.677,187.551,183.39,184.31,2936400.0
2021-12-21,185.976,189.445,185.475,188.562,2316979.0
2021-12-22,188.762,189.9,188.052,189.782,1716495.0
2021-12-23,190.483,194.132,190.483,193.196,2573922.0
2021-12-24,190.483,194.132,190.483,193.196,2573922.0
2021-12-25,190.483,194.132,190.483,193.196,2573922.0
2021-12-26,190.483,194.132,190.483,193.196,2573922.0
2021-12-27,193.833,196.31,193.569,195.855,1807262.0
2021-12-28,195.354,196.798,194.598,195.463,1375697.0
2021-12-29,195.327,196.975,194.671,195.39,1155136.0
2021-12-30,195.5,196.665,193.961,194.753,1207022.0
2021-12-31,194.061,196.137,192.786,195.154,1579937.0
2022-01-01,194.061,196.137,192.786,195.154,1579937.0
2022-01-02,194.061,196.137,192.786,195.154,1579937.0
2022-01-03,195.436,196.349,191.994,194.389,2319592.0
2022-01-04,195.208,199.087,194.48,197.84,2741203.0
2022-01-05,197.393,198.463,195.044,195.354,2710799.0
2022-01-06,195.809,197.694,194.234,197.248,2102310.0
2022-01-07,197.894,199.806,195.918,198.632,3013952.0
2022-01-08,197.894,199.806,195.918,198.632,3013952.0
2022-01-09,197.894,199.806,195.918,198.632,3013952.0
2022-01-10,197.621,197.78,191.757,192.777,2853791.0
2022-01-11,192.568,192.568,189.418,192.358,1771741.0
2022-01-12,192.95,194.352,191.293,192.313,1865718.0
2022-01-13,192.622,194.516,191.138,191.63,1828475.0
2022-01-14,189.591,190.437,187.105,188.052,1921815.0
2022-01-15,189.591,190.437,187.105,188.052,1921815.0
2022-01-16,189.591,190.437,187.105,188.052,1921815.0
2022-01-17,189.591,190.437,187.105,188.052,1921815.0
2022-01-18,186.213,187.597,183.476,187.187,2339871.0
2022-01-19,186.695,188.698,185.248,185.521,1701757.0
2022-01-20,187.296,188.462,184.018,184.182,1706805.0
2022-01-21,184.437,186.231,182.461,183.873,2570643.0
2022-01-22,184.437,186.231,182.461,183.873,2570643.0
2022-01-23,184.437,186.231,182.461,183.873,2570643.0
2022-01-24,181.196,186.486,178.719,185.858,3661700.0
2022-01-25,182.143,185.32,179.53,183.864,3817211.0
2022-01-26,185.12,187.597,179.566,181.187,3074690.0
2022-01-27,182.644,183.677,176.561,177.39,3372077.0
2022-01-28,178.273,180.595,175.487,180.504,3066423.0
2022-01-29,178.273,180.595,175.487,180.504,3066423.0
2022-01-30,178.273,180.595,175.487,180.504,3066423.0
2022-01-31,180.431,184.364,179.266,184.109,4626704.0
2022-02-01,204.864,212.799,202.137,210.04,19125251.0
2022-02-02,210.004,211.515,205.499,211.333,5473955.0
2022-02-03,209.266,211.406,206.89,208.219,3503272.0
2022-02-04,206.944,207.427,202.966,204.668,3623058.0
2022-02-05,206.944,207.427,202.966,204.668,3623058.0
2022-02-06,206.944,207.427,202.966,204.668,3623058.0
2022-02-07,205.306,207.181,201.709,204.914,3295872.0
2022-02-08,204.623,206.262,203.184,205.041,2759577.0
2022-02-09,207.472,209.73,204.495,204.923,2130537.0
2022-02-10,202.683,204.04,199.642,200.926,3379487.0
2022-02-11,200.544,201.463,193.123,194.38,3821050.0
2022-02-12,200.544,201.463,193.123,194.38,3821050.0
2022-02-13,200.544,201.463,193.123,194.38,3821050.0
2022-02-14,194.562,195.691,192.768,194.835,3641417.0
2022-02-15,196.638,199.824,196.392,197.812,3149041.0
2022-02-16,196.528,198.477,194.389,196.037,2226803.0
2022-02-17,194.908,195.149,190.947,191.849,2815556.0
2022-02-18,190.941,193.426,190.345,192.005,2823956.0
2022-02-19,190.941,193.426,190.345,192.005,2823956.0
2022-02-20,190.941,193.426,190.345,192.005,2823956.0
2022-02-21,190.941,193.426,190.345,192.005,2823956.0
2022-02-22,191.427,193.096,189.538,191.647,3558356.0
2022-02-23,192.105,193.471,187.245,187.529,2835997.0
2022-02-24,183.521,190.225,182.549,190.014,3346995.0
2022-02-25,190.06,194.046,189.721,192.546,2657071.0
2022-02-26,190.06,194.046,189.721,192.546,2657071.0
2022-02-27,190.06,194.046,189.721,192.546,2657071.0
2022-02-28,189.079,193.444,187.584,192.977,3536731.0
2022-03-01,192.105,193.151,186.896,188.538,2986129.0
2022-03-02,188.831,195.678,188.685,193.93,2854249.0
2022-03-03,196.15,198.314,194.261,194.82,3019504.0
2022-03-04,193.582,193.692,189.895,192.949,2443440.0
2022-03-05,193.582,193.692,189.895,192.949,2443440.0
2022-03-06,193.582,193.692,189.895,192.949,2443440.0
2022-03-07,190.253,191.665,183.549,184.503,4043092.0
2022-03-08,185.337,191.179,182.072,186.548,4000980.0
2022-03-09,191.674,191.931,189.207,189.638,3097716.0
2022-03-10,187.543,190.179,186.96,190.005,2284340.0
2022-03-11,190.684,191.83,186.823,186.997,2006586.0
2022-03-12,190.684,191.83,186.823,186.997,2006586.0
2022-03-13,190.684,191.83,186.823,186.997,2006586.0
2022-03-14,188.547,191.592,186.401,187.364,2237446.0
2022-03-15,190.29,193.719,189.427,193.078,2865382.0
2022-03-16,194.976,199.937,194.893,199.837,3021978.0
2022-03-17,198.094,204.119,196.957,203.89,3520427.0
2022-03-18,202.661,202.863,198.864,201.561,6278328.0
2022-03-19,202.661,202.863,198.864,201.561,6278328.0
2022-03-20,202.661,202.863,198.864,201.561,6278328.0
2022-03-21,200.103,203.413,198.965,200.442,2244783.0
2022-03-22,201.377,202.129,199.268,200.313,2182136.0
2022-03-23,199.451,199.667,196.462,196.792,1939517.0
2022-03-24,196.948,197.599,195.636,196.865,1882568.0
2022-03-25,196.718,197.672,194.49,197.498,1754601.0
2022-03-26,196.718,197.672,194.49,197.498,1754601.0
2022-03-27,196.718,197.672,194.49,197.498,1754601.0
2022-03-28,198.424,201.616,198.158,201.35,2353428.0
2022-03-29,203.56,205.403,202.207,204.009,3034892.0
2022-03-30,203.597,203.872,200.448,201.946,2200236.0
2022-03-31,200.983,202.524,196.682,196.682,2858818.0
2022-04-01,197.085,197.37,186.832,189.51,3993556.0
2022-04-02,197.085,197.37,186.832,189.51,3993556.0
2022-04-03,197.085,197.37,186.832,189.51,3993556.0
2022-04-04,187.813,189.171,185.796,188.199,3207697.0
2022-04-05,183.65,185.438,179.761,180.862,6270658.0
2022-04-06,179.367,180.596,177.23,178.275,3911689.0
2022-04-07,178.321,178.321,173.809,176.726,3627929.0
2022-04-08,173.085,175.946,170.627,175.139,5465800.0
2022-04-09,173.085,175.946,170.627,175.139,5465800.0
2022-04-10,173.085,175.946,170.627,175.139,5465800.0
2022-04-11,174.02,178.101,173.002,175.02,2787459.0
2022-04-12,175.148,176.203,171.315,172.314,3428787.0
2022-04-13,171.92,174.286,171.199,173.213,2295987.0
2022-04-14,175.277,175.432,172.268,172.434,2624250.0
2022-04-15,175.277,175.432,172.268,172.434,2624250.0
2022-04-16,175.277,175.432,172.268,172.434,2624250.0
2022-04-17,175.277,175.432,172.268,172.434,2624250.0
2022-04-18,172.14,173.149,170.278,171.645,2552639.0
2022-04-19,172.644,175.625,172.103,174.882,2448983.0
2022-04-20,176.065,176.753,174.479,174.644,2526031.0
2022-04-21,175.653,175.653,172.241,173.149,2618321.0
2022-04-22,172.654,175.111,171.446,171.636,3964154.0
2022-04-23,172.654,175.111,171.446,171.636,3964154.0
2022-04-24,172.654,175.111,171.446,171.636,3964154.0
2022-04-25,171.159,174.561,167.995,173.919,5354904.0
2022-04-26,171.214,171.883,165.84,167.876,7811844.0
2022-04-27,167.435,171.81,166.854,170.948,3978579.0
2022-04-28,172.635,175.02,170.691,174.396,3176855.0
2022-04-29,170.719,172.91,164.675,165.06,4853527.0
2022-04-30,170.719,172.91,164.675,165.06,4853527.0
2022-05-01,170.719,172.91,164.675,165.06,4853527.0
2022-05-02,165.335,165.986,160.695,163.776,5026618.0
2022-05-03,164.381,165.042,161.914,163.354,3266264.0
2022-05-04,163.299,168.939,162.336,168.563,3920541.0
2022-05-05,166.592,168.142,163.079,164.886,3249696.0
2022-05-06,164.29,166.041,161.098,165.005,2826706.0
2022-05-07,164.29,166.041,161.098,165.005,2826706.0
2022-05-08,164.29,166.041,161.098,165.005,2826706.0
2022-05-09,162.978,168.389,162.18,166.39,3925443.0
2022-05-10,168.013,169.205,164.794,166.922,3510227.0
2022-05-11,166.252,167.555,162.245,162.749,4934061.0
2022-05-12,161.538,163.941,158.833,163.84,5352393.0
2022-05-13,163.591,165.635,162.559,164.682,3598100.0
2022-05-14,163.591,165.635,162.559,164.682,3598100.0
2022-05-15,163.591,165.635,162.559,164.682,3598100.0
2022-05-16,164.478,168.308,163.572,166.282,3003687.0
2022-05-17,169.27,169.982,166.819,169.399,2640947.0
2022-05-18,166.014,166.62,158.651,159.308,4275294.0
2022-05-19,157.393,158.36,152.935,154.831,4382931.0
2022-05-20,156.496,158.364,154.063,158.207,3483296.0
2022-05-21,156.496,158.364,154.063,158.207,3483296.0
2022-05-22,156.496,158.364,154.063,158.207,3483296.0
2022-05-23,159.733,161.556,158.586,161.306,2837704.0
2022-05-24,159.826,161.62,157.587,161.047,2865264.0
2022-05-25,158.975,161.926,158.272,160.816,3370090.0
2022-05-26,162.323,166.523,162.323,164.996,2628395.0
2022-05-27,165.246,168.854,165.181,168.835,2959828.0
2022-05-28,165.246,168.854,165.181,168.835,2959828.0
2022-05-29,165.246,168.854,165.181,168.835,2959828.0
2022-05-30,165.246,168.854,165.181,168.835,2959828.0
2022-05-31,166.652,170.759,165.283,168.576,8734394.0
2022-06-01,168.567,170.183,165.894,166.708,3253830.0
2022-06-02,168.521,170.278,166.689,170.26,2317916.0
2022-06-03,168.687,171.619,168.41,171.573,3802210.0
2022-06-04,168.687,171.619,168.41,171.573,3802210.0
2022-06-05,168.687,171.619,168.41,171.573,3802210.0
2022-06-06,172.859,174.709,172.544,173.071,2649274.0
2022-06-07,170.981,172.054,168.539,171.592,2983997.0
2022-06-08,168.844,169.501,164.636,165.977,3592190.0
2022-06-09,165.57,167.79,163.248,163.304,2891660.0
2022-06-10,160.298,161.87,158.947,160.066,3220732.0
2022-06-11,160.298,161.87,158.947,160.066,3220732.0
2022-06-12,160.298,161.87,158.947,160.066,3220732.0
2022-06-13,158.013,161.759,156.783,159.761,4302864.0
2022-06-14,160.991,164.613,159.132,161.093,3925494.0
2022-06-15,161.963,166.569,160.427,162.684,3465108.0
2022-06-16,158.3,160.288,157.93,159.271,3355694.0
2022-06-17,158.596,160.677,156.746,158.235,7578296.0
2022-06-18,158.596,160.677,156.746,158.235,7578296.0
2022-06-19,158.596,160.677,156.746,158.235,7578296.0
2022-06-20,158.596,160.677,156.746,158.235,7578296.0
2022-06-21,159.687,161.87,159.484,161.408,2845836.0
2022-06-22,159.9,163.544,159.437,162.934,2671052.0
2022-06-23,164.062,165.579,162.087,165.228,2923593.0
2022-06-24,167.207,170.768,167.207,169.547,4826547.0
2022-06-25,167.207,170.768,167.207,169.547,4826547.0
2022-06-26,167.207,170.768,167.207,169.547,4826547.0
2022-06-27,170.981,171.083,167.466,168.169,1902453.0
2022-06-28,169.048,171.379,166.042,166.421,2380948.0
2022-06-29,166.8,167.993,164.34,167.54,2100952.0
2022-06-30,165.487,170.093,164.243,168.844,3728260.0
2022-07-01,168.141,172.147,167.892,171.111,2962475.0
2022-07-02,168.141,172.147,167.892,171.111,2962475.0
2022-07-03,168.141,172.147,167.892,171.111,2962475.0
2022-07-04,168.141,172.147,167.892,171.111,2962475.0
2022-07-05,168.613,171.092,168.095,170.778,2471842.0
2022-07-06,170.916,172.003,168.999,171.277,2005019.0
2022-07-07,171.98,172.979,169.298,172.221,2961923.0
2022-07-08,171.777,172.318,169.353,171.49,1938350.0
2022-07-09,171.777,172.318,169.353,171.49,1938350.0
2022-07-10,171.777,172.318,169.353,171.49,1938350.0
2022-07-11,169.936,172.803,169.936,170.787,2275957.0
2022-07-12,167.91,168.798,164.7,165.912,4207551.0
2022-07-13,165.043,167.42,163.008,164.571,2414545.0
2022-07-14,163.655,165.089,161.993,164.904,2487076.0
2022-07-15,167.022,169.094,167.022,168.891,5014128.0
2022-07-16,167.022,169.094,167.022,168.891,5014128.0
2022-07-17,167.022,169.094,167.022,168.891,5014128.0
2022-07-18,168.65,170.098,166.245,166.569,2289244.0
2022-07-19,167.651,171.994,167.642,171.869,2710804.0
2022-07-20,171.906,173.432,170.445,172.831,1754944.0
2022-07-21,172.923,174.024,171.888,172.979,2320204.0
2022-07-22,174.487,175.088,171.73,173.876,2255419.0
2022-07-23,174.487,175.088,171.73,173.876,2255419.0
2022-07-24,174.487,175.088,171.73,173.876,2255419.0
2022-07-25,174.783,175.68,172.933,173.811,2816066.0
2022-07-26,165.801,170.042,165.255,167.91,4960953.0
2022-07-27,169.168,171.148,166.55,170.102,2739442.0
2022-07-28,170.805,174.884,170.01,174.117,2452472.0
2022-07-29,174.403,181.045,173.876,180.268,4093070.0
2022-07-30,174.403,181.045,173.876,180.268,4093070.0
2022-07-31,174.403,181.045,173.876,180.268,4093070.0
2022-08-01,178.594,181.128,178.446,180.684,2086269.0
2022-08-02,179.926,180.342,177.539,179.01,2075149.0
2022-08-03,180.083,180.684,178.298,178.908,1916720.0
2022-08-04,178.242,180.037,177.225,179.926,1627484.0
2022-08-05,178.936,182.136,178.936,181.997,1786026.0
2022-08-06,178.936,182.136,178.936,181.997,1786026.0
2022-08-07,178.936,182.136,178.936,181.997,1786026.0
2022-08-08,183.015,184.106,180.934,181.378,2102710.0
2022-08-09,181.729,182.71,180.573,181.896,2022532.0
2022-08-10,184.782,187.459,184.079,187.187,2791362.0
2022-08-11,188.102,190.452,186.613,189.092,2730638.0
2022-08-12,188.747,191.03,187.899,190.937,1883408.0
2022-08-13,188.747,191.03,187.899,190.937,1883408.0
2022-08-14,188.747,191.03,187.899,190.937,1883408.0
2022-08-15,189.959,192.074,189.446,191.86,1618268.0
2022-08-16,190.35,193.556,189.903,192.298,2296069.0
2022-08-17,188.701,192.083,188.57,191.021,1767314.0
2022-08-18,190.471,194.04,190.117,193.882,1913947.0
2022-08-19,194.683,195.131,192.661,194.236,2704307.0
2022-08-20,194.683,195.131,192.661,194.236,2704307.0
2022-08-21,194.683,195.131,192.661,194.236,2704307.0
2022-08-22,191.506,193.495,191.198,192.344,3593555.0
2022-08-23,192.521,193.509,190.518,191.291,2088008.0
2022-08-24,190.015,191.123,189.051,189.213,2024016.0
2022-08-25,189.809,191.077,188.719,191.04,1984492.0
2022-08-26,190.928,191.692,185.327,185.383,2204060.0
2022-08-27,190.928,191.692,185.327,185.383,2204060.0
2022-08-28,190.928,191.692,185.327,185.383,2204060.0
2022-08-29,184.777,185.942,183.761,183.836,1928036.0
2022-08-30,184.209,184.898,181.366,181.767,2238008.0
2022-08-31,181.926,182.82,180.807,181.264,2627678.0
2022-09-01,181.143,183.668,179.959,183.221,2343430.0
2022-09-02,185.84,186.352,181.106,182.699,2665129.0
2022-09-03,185.84,186.352,181.106,182.699,2665129.0
2022-09-04,185.84,186.352,181.106,182.699,2665129.0
2022-09-05,185.84,186.352,181.106,182.699,2665129.0
2022-09-06,181.525,182.839,178.282,182.615,3760607.0
2022-09-07,181.627,183.678,179.782,182.923,2902333.0
2022-09-08,181.944,183.165,180.397,182.774,2166291.0
2022-09-09,184.116,185.83,183.715,185.159,1748040.0
2022-09-10,184.116,185.83,183.715,185.159,1748040.0
2022-09-11,184.116,185.83,183.715,185.159,1748040.0
2022-09-12,185.961,187.275,185.909,186.539,2382580.0
2022-09-13,182.802,184.218,179.055,179.587,2382701.0
2022-09-14,179.708,180.192,176.688,177.956,2608309.0
2022-09-15,177.741,178.151,172.01,172.402,4041764.0
2022-09-16,165.571,166.565,161.405,164.676,12561975.0
2022-09-17,165.571,166.565,161.405,164.676,12561975.0
2022-09-18,165.571,166.565,161.405,164.676,12561975.0
2022-09-19,164.303,168.115,163.688,167.77,3018033.0
2022-09-20,166.214,166.549,162.756,163.716,2827524.0
2022-09-21,165.021,167.351,161.936,161.992,3162889.0
2022-09-22,160.128,160.147,156.298,156.429,5238523.0
2022-09-23,153.652,154.379,150.875,153.139,4252837.0
2022-09-24,153.652,154.379,150.875,153.139,4252837.0
2022-09-25,153.652,154.379,150.875,153.139,4252837.0
2022-09-26,152.217,152.785,149.207,150.735,4163627.0
2022-09-27,152.403,154.775,151.434,153.549,3371306.0
2022-09-28,154.025,156.727,153.204,155.739,2958112.0
2022-09-29,154.994,155.357,152.597,154.062,2494862.0
2022-09-30,153.726,154.062,150.521,150.539,2823331.0
2022-10-01,153.726,154.062,150.521,150.539,2823331.0
2022-10-02,153.726,154.062,150.521,150.539,2823331.0
2022-10-03,149.691,153.354,148.564,151.984,3494731.0
2022-10-04,154.323,157.622,153.736,157.389,3414668.0
2022-10-05,155.674,158.311,155.338,156.494,2811406.0
2022-10-06,155.972,156.96,153.503,154.323,2375039.0
2022-10-07,152.794,152.836,147.557,148.303,3490990.0
2022-10-08,152.794,152.836,147.557,148.303,3490990.0
2022-10-09,152.794,152.836,147.557,148.303,3490990.0
2022-10-10,150.073,150.782,147.613,148.862,3141672.0
2022-10-11,148.526,150.25,147.669,148.554,2164816.0
2022-10-12,149.011,150.716,148.163,148.619,2229201.0
2022-10-13,145.479,153.596,144.325,152.515,2574108.0
2022-10-14,153.363,154.285,150.482,150.67,1937624.0
2022-10-15,153.363,154.285,150.482,150.67,1937624.0
2022-10-16,153.363,154.285,150.482,150.67,1937624.0
2022-10-17,153.046,154.807,152.58,153.503,2274715.0
2022-10-18,156.075,157.258,153.409,155.618,2282616.0
2022-10-19,155.422,155.842,153.447,154.5,2129959.0
2022-10-20,153.447,153.969,149.402,150.017,2832622.0
2022-10-21,150.623,154.733,150.064,154.276,3161038.0
2022-10-22,150.623,154.733,150.064,154.276,3161038.0
2022-10-23,150.623,154.733,150.064,154.276,3161038.0
2022-10-24,155.674,158.637,155.222,156.14,4471270.0
2022-10-25,160.548,162.896,155.18,155.627,7698827.0
2022-10-26,156.093,158.898,154.239,157.482,4820565.0
2022-10-27,158.358,159.029,154.779,155.152,3325307.0
2022-10-28,154.099,156.112,151.425,155.786,4771564.0
2022-10-29,154.099,156.112,151.425,155.786,4771564.0
2022-10-30,154.099,156.112,151.425,155.786,4771564.0
2022-10-31,154.817,158.227,154.155,156.345,2909001.0
2022-11-01,157.454,158.12,153.577,156.0,2454559.0
2022-11-02,154.835,158.992,153.344,153.372,2824737.0
2022-11-03,151.275,154.618,149.169,152.841,2671998.0
2022-11-04,154.705,155.127,151.536,154.407,2401055.0
2022-11-05,154.705,155.127,151.536,154.407,2401055.0
2022-11-06,154.705,155.127,151.536,154.407,2401055.0
2022-11-07,154.593,158.032,154.118,157.612,2624493.0
2022-11-08,158.237,159.653,156.233,157.295,2715740.0
2022-11-09,156.736,157.575,152.72,152.841,2687183.0
2022-11-10,157.554,162.116,157.554,162.087,3338898.0
2022-11-11,162.454,168.357,162.266,167.609,3851510.0
2022-11-12,162.454,168.357,162.266,167.609,3851510.0
2022-11-13,162.454,168.357,162.266,167.609,3851510.0
2022-11-14,167.529,170.713,167.167,167.233,3082494.0
2022-11-15,167.872,170.779,167.486,170.694,3105021.0
2022-11-16,169.65,169.735,165.455,166.546,2713488.0
2022-11-17,164.608,165.633,161.419,165.605,2517525.0
2022-11-18,167.91,168.587,166.264,168.342,3002978.0
2022-11-19,167.91,168.587,166.264,168.342,3002978.0
2022-11-20,167.91,168.587,166.264,168.342,3002978.0
2022-11-21,167.571,170.007,167.336,169.885,2465606.0
2022-11-22,170.694,172.03,169.753,171.889,2210419.0
2022-11-23,172.472,173.008,171.86,171.983,1583827.0
2022-11-24,172.472,173.008,171.86,171.983,1583827.0
2022-11-25,172.74,172.97,171.385,171.682,912447.0
2022-11-26,172.74,172.97,171.385,171.682,912447.0
2022-11-27,172.74,172.97,171.385,171.682,912447.0
2022-11-28,170.224,171.456,167.844,169.227,2047781.0
2022-11-29,173.064,174.193,171.428,173.911,3671448.0
2022-11-30,173.779,178.463,173.008,178.463,7146860.0
2022-12-01,178.322,180.222,177.203,178.896,3934710.0
2022-12-02,176.168,179.15,175.51,178.144,3661709.0
2022-12-03,176.168,179.15,175.51,178.144,3661709.0
2022-12-04,176.168,179.15,175.51,178.144,3661709.0
2022-12-05,176.883,176.921,169.862,170.402,5004804.0
2022-12-06,168.389,168.827,163.555,164.702,5598203.0
2022-12-07,164.044,166.536,163.658,164.298,5124302.0
2022-12-08,164.73,169.829,164.467,168.963,3109657.0
2022-12-09,168.615,169.443,166.837,167.091,3487165.0
2022-12-10,168.615,169.443,166.837,167.091,3487165.0
