,DAL US Equity,DAL US Equity,DAL US Equity,DAL US Equity,DAL US Equity
2020-03-01,45.5998,47.3535,44.7231,45.7088,19860957.0
2020-03-02,45.798,46.8186,43.9252,46.7294,20098724.0
2020-03-03,49.3552,49.5137,45.6196,45.7583,26344102.0
2020-03-04,47.0663,48.1959,45.6008,48.0572,20381792.0
2020-03-05,46.0754,46.1448,44.0119,44.599,22918801.0
2020-03-06,43.0731,46.4998,42.4786,45.471,25809305.0
2020-03-07,43.0731,46.4998,42.4786,45.471,25809305.0
2020-03-08,43.0731,46.4998,42.4786,45.471,25809305.0
2020-03-09,42.647,44.599,42.0376,43.1226,25784749.0
2020-03-10,45.1539,45.4611,41.0814,45.0548,28693308.0
2020-03-11,43.5982,43.9351,41.349,42.2804,23567775.0
2020-03-12,37.1279,38.4259,33.1545,33.4022,36331856.0
2020-03-13,38.1881,38.3863,34.4723,38.0097,33052486.0
2020-03-14,38.1881,38.3863,34.4723,38.0097,33052486.0
2020-03-15,38.1881,38.3863,34.4723,38.0097,33052486.0
2020-03-16,32.5005,37.7323,30.9448,35.483,35535364.0
2020-03-17,35.8992,36.8504,30.3206,31.4502,33097457.0
2020-03-18,29.518,29.518,18.9256,23.2755,64242532.0
2020-03-19,23.1467,23.9295,19.8174,21.3136,44623380.0
2020-03-20,22.9584,26.6048,21.0659,21.1551,55062901.0
2020-03-21,22.9584,26.6048,21.0659,21.1551,55062901.0
2020-03-22,22.9584,26.6048,21.0659,21.1551,55062901.0
2020-03-23,21.9676,22.6215,20.4119,22.0171,44426362.0
2020-03-24,26.0202,28.7154,24.2961,26.6445,65730293.0
2020-03-25,31.2025,32.9761,27.1498,30.816,70733903.0
2020-03-26,32.3122,35.5623,30.1462,31.4106,57913540.0
2020-03-27,30.4395,31.034,28.755,29.2802,34960737.0
2020-03-28,30.4395,31.034,28.755,29.2802,34960737.0
2020-03-29,30.4395,31.034,28.755,29.2802,34960737.0
2020-03-30,28.2299,29.0226,25.7626,28.4082,29527475.0
2020-03-31,29.082,30.2512,28.1605,28.2695,25002296.0
2020-04-01,26.3472,26.3472,23.4737,23.652,56132992.0
2020-04-02,23.7016,24.4249,22.3045,22.4729,39407439.0
2020-04-03,22.8197,23.4341,21.5514,22.2747,48967847.0
2020-04-04,22.8197,23.4341,21.5514,22.2747,48967847.0
2020-04-05,22.8197,23.4341,21.5514,22.2747,48967847.0
2020-04-06,22.1066,23.2854,20.5704,22.1162,95093023.0
2020-04-07,24.9798,25.614,21.7,22.0468,98907230.0
2020-04-08,22.8792,23.4241,22.3243,23.0179,67565194.0
2020-04-09,25.1681,25.2969,23.1368,24.1673,91692855.0
2020-04-10,25.1681,25.2969,23.1368,24.1673,91692855.0
2020-04-11,25.1681,25.2969,23.1368,24.1673,91692855.0
2020-04-12,25.1681,25.2969,23.1368,24.1673,91692855.0
2020-04-13,24.7519,24.8312,21.8784,23.0377,76172968.0
2020-04-14,23.7709,25.0591,23.6124,24.3159,60843593.0
2020-04-15,24.6826,25.2672,23.0972,24.1277,88092459.0
2020-04-16,23.5431,23.5827,22.4234,22.572,57610192.0
2020-04-17,23.9295,24.3853,23.3746,24.0484,52594484.0
2020-04-18,23.9295,24.3853,23.3746,24.0484,52594484.0
2020-04-19,23.9295,24.3853,23.3746,24.0484,52594484.0
2020-04-20,23.226,23.8998,22.7008,23.4241,42950780.0
2020-04-21,22.8098,23.553,22.5918,22.8891,38616713.0
2020-04-22,23.662,23.7214,21.4325,22.2648,70221360.0
2020-04-23,22.4432,22.7504,22.2054,22.2747,43581842.0
2020-04-24,22.3243,22.4729,21.5514,22.2054,43766606.0
2020-04-25,22.3243,22.4729,21.5514,22.2054,43766606.0
2020-04-26,22.3243,22.4729,21.5514,22.2054,43766606.0
2020-04-27,22.6215,23.226,21.7991,21.9577,50561650.0
2020-04-28,22.79,24.6726,22.4432,24.1178,83972146.0
2020-04-29,25.4554,27.348,25.2672,27.0705,81614877.0
2020-04-30,26.4562,26.9814,25.2672,25.6734,63570686.0
2020-05-01,24.7222,25.1681,23.5034,23.8998,45146130.0
2020-05-02,24.7222,25.1681,23.5034,23.8998,45146130.0
2020-05-03,24.7222,25.1681,23.5034,23.8998,45146130.0
2020-05-04,20.9965,22.5819,20.3128,22.3639,91387139.0
2020-05-05,22.8098,23.2854,21.3136,21.5118,51178744.0
2020-05-06,21.5613,21.8982,20.5608,20.8083,52949154.0
2020-05-07,20.8776,22.2946,20.8281,21.482,48328180.0
2020-05-08,22.1558,22.7107,21.8487,22.5125,43366769.0
2020-05-09,22.1558,22.7107,21.8487,22.5125,43366769.0
2020-05-10,22.1558,22.7107,21.8487,22.5125,43366769.0
2020-05-11,21.8982,22.3045,21.3532,21.809,39151906.0
2020-05-12,21.8982,22.1955,20.838,20.838,37466268.0
2020-05-13,20.7785,20.7785,18.9157,19.2328,72264892.0
2020-05-14,18.6283,19.3616,17.3501,19.203,88506252.0
2020-05-15,18.7968,19.4706,18.45,19.0148,46861844.0
2020-05-16,18.7968,19.4706,18.45,19.0148,46861844.0
2020-05-17,18.7968,19.4706,18.45,19.0148,46861844.0
2020-05-18,20.7191,21.7397,20.3624,21.6604,74681701.0
2020-05-19,22.3639,22.3639,21.1253,21.5613,70906353.0
2020-05-20,22.136,22.8891,21.9378,22.5125,50856956.0
2020-05-21,22.5621,23.4638,22.4598,22.9485,46567247.0
2020-05-22,23.0278,23.1863,22.027,22.4828,37139330.0
2020-05-23,23.0278,23.1863,22.027,22.4828,37139330.0
2020-05-24,23.0278,23.1863,22.027,22.4828,37139330.0
2020-05-25,23.0278,23.1863,22.027,22.4828,37139330.0
2020-05-26,24.2565,25.6288,24.0583,25.4158,78557082.0
2020-05-27,27.4174,27.5957,24.5042,26.0797,92711991.0
2020-05-28,26.0103,26.1193,24.7222,25.4257,54071471.0
2020-05-29,24.3952,25.3712,24.1475,24.9798,50687506.0
2020-05-30,24.3952,25.3712,24.1475,24.9798,50687506.0
2020-05-31,24.3952,25.3712,24.1475,24.9798,50687506.0
2020-06-01,25.0987,26.5157,24.8536,25.931,46647202.0
2020-06-02,26.4364,26.7337,25.6982,26.1689,43200422.0
2020-06-03,26.7634,28.3389,26.4562,28.21,65011100.0
2020-06-04,29.9936,32.5104,28.9532,32.0843,134626481.0
2020-06-05,36.8603,36.9,33.1446,33.8481,130685447.0
2020-06-06,36.8603,36.9,33.1446,33.8481,130685447.0
2020-06-07,36.8603,36.9,33.1446,33.8481,130685447.0
2020-06-08,36.2955,36.7414,35.057,36.6324,82137330.0
2020-06-09,34.185,34.4119,32.3519,33.858,60254521.0
2020-06-10,31.9456,32.6888,29.4883,31.3511,90379430.0
2020-06-11,26.4067,29.3,26.3571,26.9516,88001455.0
2020-06-12,29.6171,30.4593,28.4875,30.1521,68352373.0
2020-06-13,29.6171,30.4593,28.4875,30.1521,68352373.0
2020-06-14,29.6171,30.4593,28.4875,30.1521,68352373.0
2020-06-15,28.0416,30.6823,27.7443,30.1819,64288748.0
2020-06-16,32.3321,32.7185,30.3305,31.0142,63426691.0
2020-06-17,30.5584,30.8755,29.8053,30.4395,37722140.0
2020-06-18,29.6072,30.8606,29.3248,30.5089,40662581.0
2020-06-19,31.2223,31.2322,28.755,29.2406,48103860.0
2020-06-20,31.2223,31.2322,28.755,29.2406,48103860.0
2020-06-21,31.2223,31.2322,28.755,29.2406,48103860.0
2020-06-22,28.7649,29.5675,28.2992,29.0424,42192662.0
2020-06-23,29.2604,29.3793,28.4677,29.3694,33474973.0
2020-06-24,28.4875,28.7253,26.6841,27.0904,45272507.0
2020-06-25,26.2776,27.9029,26.0301,27.7542,37309399.0
2020-06-26,27.7642,27.8402,26.0004,26.6643,45683436.0
2020-06-27,27.7642,27.8402,26.0004,26.6643,45683436.0
2020-06-28,27.7642,27.8402,26.0004,26.6643,45683436.0
2020-06-29,26.9516,28.5569,26.3373,28.3488,38727331.0
2020-06-30,28.0911,28.3983,27.348,27.7939,27054771.0
2020-07-01,28.755,29.5774,27.239,27.4471,39305268.0
2020-07-02,28.2794,28.4677,27.348,27.4669,29240138.0
2020-07-03,28.2794,28.4677,27.348,27.4669,29240138.0
2020-07-04,28.2794,28.4677,27.348,27.4669,29240138.0
2020-07-05,28.2794,28.4677,27.348,27.4669,29240138.0
2020-07-06,27.9821,28.3686,27.0309,28.1803,27345163.0
2020-07-07,27.6056,27.6948,26.6147,26.7634,24598050.0
2020-07-08,26.4067,27.026,25.9608,26.7634,27214060.0
2020-07-09,26.5454,26.6742,24.9897,25.4158,31219838.0
2020-07-10,25.069,27.0111,24.9204,26.8426,31349432.0
2020-07-11,25.069,27.0111,24.9204,26.8426,31349432.0
2020-07-12,25.069,27.0111,24.9204,26.8426,31349432.0
2020-07-13,26.9814,27.3678,26.0698,26.5751,34133053.0
2020-07-14,25.4059,26.5058,25.2275,25.8716,42273276.0
2020-07-15,27.2489,28.6163,26.6742,28.3389,47726616.0
2020-07-16,27.3084,27.6948,26.7881,27.0111,25914243.0
2020-07-17,27.0805,27.4768,26.6891,26.803,20982490.0
2020-07-18,27.0805,27.4768,26.6891,26.803,20982490.0
2020-07-19,27.0805,27.4768,26.6891,26.803,20982490.0
2020-07-20,26.7535,27.1696,25.7923,25.9806,21574479.0
2020-07-21,26.258,26.7039,26.1094,26.1887,20958617.0
2020-07-22,25.9905,26.5751,25.8716,26.0103,16710842.0
2020-07-23,25.7626,27.4488,25.5446,26.5355,28110723.0
2020-07-24,26.2382,26.3952,25.6437,25.723,16774945.0
2020-07-25,26.2382,26.3952,25.6437,25.723,16774945.0
2020-07-26,26.2382,26.3952,25.6437,25.723,16774945.0
2020-07-27,25.7131,25.9211,25.1384,25.2672,18849816.0
2020-07-28,25.1185,26.0599,25.1086,25.7031,18615582.0
2020-07-29,25.7824,25.9509,25.1483,25.4852,14459715.0
2020-07-30,25.0194,25.1433,24.5934,24.7123,16843985.0
2020-07-31,24.5736,24.7767,24.202,24.742,17116666.0
2020-08-01,24.5736,24.7767,24.202,24.742,17116666.0
2020-08-02,24.5736,24.7767,24.202,24.742,17116666.0
2020-08-03,24.6231,25.2473,24.1591,24.9699,16590449.0
2020-08-04,25.2176,25.9806,25.0789,25.4356,17216231.0
2020-08-05,25.9806,26.7931,25.5149,26.2283,29661104.0
2020-08-06,26.6544,27.0506,25.8914,26.8327,30682491.0
2020-08-07,26.4562,26.9516,26.2234,26.9318,15254479.0
2020-08-08,26.4562,26.9516,26.2234,26.9318,15254479.0
2020-08-09,26.4562,26.9516,26.2234,26.9318,15254479.0
2020-08-10,27.2093,29.1415,27.125,29.0721,34084899.0
2020-08-11,30.5089,30.5386,29.1613,29.3694,37292963.0
2020-08-12,29.7657,30.0035,28.1011,28.8244,26623874.0
2020-08-13,28.3389,29.3099,28.2249,28.4379,15767696.0
2020-08-14,28.0416,28.9235,27.893,28.6857,13107829.0
2020-08-15,28.0416,28.9235,27.893,28.6857,13107829.0
2020-08-16,28.0416,28.9235,27.893,28.6857,13107829.0
2020-08-17,28.7748,28.7748,27.5065,27.7642,14568990.0
2020-08-18,27.7443,28.0218,27.1241,27.3777,14222500.0
2020-08-19,27.4966,28.8492,27.3034,27.4174,21082131.0
2020-08-20,27.2687,27.5354,26.7733,27.3678,14010161.0
2020-08-21,27.3084,27.6056,26.9219,27.021,10897498.0
2020-08-22,27.3084,27.6056,26.9219,27.021,10897498.0
2020-08-23,27.3084,27.6056,26.9219,27.021,10897498.0
2020-08-24,27.4074,29.5279,27.2885,29.5279,34251032.0
2020-08-25,29.7261,30.0035,29.0622,29.8252,31001948.0
2020-08-26,29.736,29.9441,29.3495,29.6765,18877253.0
2020-08-27,30.5287,31.9159,30.3404,30.5386,31795179.0
2020-08-28,30.9647,31.6979,30.4494,31.6979,20469731.0
2020-08-29,30.9647,31.6979,30.4494,31.6979,20469731.0
2020-08-30,30.9647,31.6979,30.4494,31.6979,20469731.0
2020-08-31,31.5195,31.7177,30.5188,30.5683,18262658.0
2020-09-01,29.7459,31.3214,29.4784,30.4296,20081180.0
2020-09-02,30.1224,31.0142,29.8648,30.8557,16307698.0
2020-09-03,31.3412,32.233,30.1918,30.9349,29474906.0
2020-09-04,31.4997,32.0744,30.3305,31.4799,25878685.0
2020-09-05,31.4997,32.0744,30.3305,31.4799,25878685.0
2020-09-06,31.4997,32.0744,30.3305,31.4799,25878685.0
2020-09-07,31.4997,32.0744,30.3305,31.4799,25878685.0
2020-09-08,31.1133,32.7978,31.0538,32.2429,28129423.0
2020-09-09,31.8763,32.1438,31.034,31.47,19362682.0
2020-09-10,31.8862,32.4097,31.3808,31.4997,17711281.0
2020-09-11,31.5195,31.8366,31.0538,31.4106,14344069.0
2020-09-12,31.5195,31.8366,31.0538,31.4106,14344069.0
2020-09-13,31.5195,31.8366,31.0538,31.4106,14344069.0
2020-09-14,31.9952,32.5996,31.7177,32.5203,16333009.0
2020-09-15,32.8969,34.1633,32.7978,33.204,22656444.0
2020-09-16,33.4914,34.6705,32.8869,34.2543,26076837.0
2020-09-17,33.6598,34.7498,33.3279,33.6499,26014777.0
2020-09-18,32.9167,33.7094,32.2776,32.5401,35079227.0
2020-09-19,32.9167,33.7094,32.2776,32.5401,35079227.0
2020-09-20,32.9167,33.7094,32.2776,32.5401,35079227.0
2020-09-21,30.8755,30.9151,29.1514,29.5477,34449916.0
2020-09-22,29.5378,30.2611,29.4487,29.9441,18035257.0
2020-09-23,30.1621,30.7467,29.2207,29.2901,17358065.0
2020-09-24,28.8541,29.2406,27.6651,28.7451,22257817.0
2020-09-25,28.5569,29.5181,28.5172,29.5081,21831523.0
2020-09-26,28.5569,29.5181,28.5172,29.5081,21831523.0
2020-09-27,28.5569,29.5181,28.5172,29.5081,21831523.0
2020-09-28,30.3206,31.6682,29.8637,31.0538,22098414.0
2020-09-29,30.816,30.8259,30.0233,30.3305,14831172.0
2020-09-30,30.707,31.5592,30.2017,30.3008,16664144.0
2020-10-01,30.707,31.0737,30.2958,30.816,12501909.0
2020-10-02,29.4784,32.0051,29.3396,31.4601,27126005.0
2020-10-03,29.4784,32.0051,29.3396,31.4601,27126005.0
2020-10-04,29.4784,32.0051,29.3396,31.4601,27126005.0
2020-10-05,32.0546,32.1339,31.2322,31.7078,14807074.0
2020-10-06,32.3321,32.4212,30.6278,30.7764,20317102.0
2020-10-07,31.9258,32.0645,31.3511,31.8564,15416576.0
2020-10-08,32.3915,32.6987,31.6236,32.3816,18123840.0
2020-10-09,32.4113,32.9704,31.9952,32.5104,16730616.0
2020-10-10,32.4113,32.9704,31.9952,32.5104,16730616.0
2020-10-11,32.4113,32.9704,31.9952,32.5104,16730616.0
2020-10-12,32.3816,32.5055,32.0051,32.342,12065762.0
2020-10-13,31.6087,32.0943,31.1926,31.4799,22421153.0
2020-10-14,31.4799,32.0249,31.361,31.47,16512630.0
2020-10-15,31.0935,31.1678,30.4048,31.0538,11922260.0
2020-10-16,31.1133,31.47,30.9548,31.1827,11143561.0
2020-10-17,31.1133,31.47,30.9548,31.1827,11143561.0
2020-10-18,31.1133,31.47,30.9548,31.1827,11143561.0
2020-10-19,31.4106,31.9753,31.0241,31.2124,14588703.0
2020-10-20,31.6781,32.1141,31.3016,31.688,14244280.0
2020-10-21,31.5988,31.6484,31.0836,31.2124,11292280.0
2020-10-22,31.579,33.4963,31.4304,33.4121,25713691.0
2020-10-23,33.2139,33.7292,32.5996,33.6896,15247339.0
2020-10-24,33.2139,33.7292,32.5996,33.6896,15247339.0
2020-10-25,33.2139,33.7292,32.5996,33.6896,15247339.0
2020-10-26,33.1941,33.1941,31.2421,31.6385,16558336.0
2020-10-27,31.4601,31.7673,30.4098,30.4296,13442016.0
2020-10-28,29.4883,29.8747,28.4776,29.3793,22720885.0
2020-10-29,29.191,30.6278,29.0723,30.4791,16962290.0
2020-10-30,30.2413,30.707,29.7162,30.3602,15235399.0
2020-10-31,30.2413,30.707,29.7162,30.3602,15235399.0
2020-11-01,30.2413,30.707,29.7162,30.3602,15235399.0
2020-11-02,30.3404,30.3503,29.3991,29.9441,14200869.0
2020-11-03,30.6575,31.0737,30.3602,30.6179,14257917.0
2020-11-04,30.6278,31.0241,29.8351,30.1521,12348478.0
2020-11-05,30.5683,31.9654,30.5188,31.688,13145055.0
2020-11-06,31.3808,31.5527,30.7467,31.1331,11821147.0
2020-11-07,31.3808,31.5527,30.7467,31.1331,11821147.0
2020-11-08,31.3808,31.5527,30.7467,31.1331,11821147.0
2020-11-09,37.0585,38.3367,34.3633,36.4343,58086425.0
2020-11-10,35.7704,36.8306,35.3641,36.7018,28449375.0
2020-11-11,36.3054,36.4541,34.4129,34.7002,20970407.0
2020-11-12,33.7787,35.2254,33.7094,34.0661,21696883.0
2020-11-13,34.6309,36.3401,34.5318,36.1271,20870460.0
2020-11-14,34.6309,36.3401,34.5318,36.1271,20870460.0
2020-11-15,34.6309,36.3401,34.5318,36.1271,20870460.0
2020-11-16,38.0791,38.2971,36.9,37.653,25376587.0
2020-11-17,37.0585,37.7026,36.3253,37.2567,16952696.0
2020-11-18,37.7422,38.9412,37.544,37.5639,21199184.0
2020-11-19,37.2468,37.7818,37.1378,37.5639,13981577.0
2020-11-20,37.6431,37.7422,36.6324,36.791,12490549.0
2020-11-21,37.6431,37.7422,36.6324,36.791,12490549.0
2020-11-22,37.6431,37.7422,36.6324,36.791,12490549.0
2020-11-23,37.4549,38.4953,37.0882,38.4358,14802883.0
2020-11-24,39.6843,40.913,39.0502,40.8833,23817966.0
2020-11-25,40.4275,41.1082,39.6843,40.913,14588870.0
2020-11-26,40.4275,41.1082,39.6843,40.913,14588870.0
2020-11-27,41.4084,41.8048,40.4027,40.6851,10516621.0
2020-11-28,41.4084,41.8048,40.4027,40.6851,10516621.0
2020-11-29,41.4084,41.8048,40.4027,40.6851,10516621.0
2020-11-30,40.1599,40.6752,38.9907,39.8825,16732615.0
2020-12-01,40.4176,40.6851,39.5555,39.5951,13223634.0
2020-12-02,39.4465,40.8981,38.7016,40.695,12937348.0
2020-12-03,41.3192,43.3604,41.1805,42.5578,24526758.0
2020-12-04,42.8055,43.0929,41.686,41.9732,18453376.0
2020-12-05,42.8055,43.0929,41.686,41.9732,18453376.0
2020-12-06,42.8055,43.0929,41.686,41.9732,18453376.0
2020-12-07,42.0129,42.4389,41.3589,41.9633,13169110.0
2020-12-08,41.567,42.4885,41.3886,42.0228,11530276.0
2020-12-09,42.6569,43.083,40.9574,41.7255,16348295.0
2020-12-10,40.7842,42.3597,40.695,42.2308,10680659.0
2020-12-11,41.6264,42.0426,40.7644,41.3589,12223113.0
2020-12-12,41.6264,42.0426,40.7644,41.3589,12223113.0
2020-12-13,41.6264,42.0426,40.7644,41.3589,12223113.0
2020-12-14,41.8642,41.993,40.2987,40.3185,12445160.0
2020-12-15,40.8238,41.5471,39.7909,41.4679,11453773.0
2020-12-16,41.3688,41.4282,40.2887,40.7049,11010586.0
2020-12-17,40.9229,41.0418,40.2392,40.7346,9656677.0
2020-12-18,40.5067,40.6554,39.9122,40.3086,14312415.0
2020-12-19,40.5067,40.6554,39.9122,40.3086,14312415.0
2020-12-20,40.5067,40.6554,39.9122,40.3086,14312415.0
2020-12-21,39.1988,39.9816,38.8024,39.7735,16976838.0
2020-12-22,40.0608,40.1203,38.4854,38.5844,13519977.0
2020-12-23,38.9362,40.1005,38.8223,39.8726,12659678.0
2020-12-24,40.0509,40.0708,39.2434,39.3672,5176408.0
2020-12-25,40.0509,40.0708,39.2434,39.3672,5176408.0
2020-12-26,40.0509,40.0708,39.2434,39.3672,5176408.0
2020-12-27,40.0509,40.0708,39.2434,39.3672,5176408.0
2020-12-28,39.9023,40.4035,39.6447,39.7834,10654383.0
2020-12-29,40.4671,40.4671,39.5357,39.6645,8142801.0
2020-12-30,39.6348,40.5315,39.5258,40.1897,8504632.0
2020-12-31,39.932,40.368,39.397,39.8429,8705736.0
2021-01-01,39.932,40.368,39.397,39.8429,8705736.0
2021-01-02,39.932,40.368,39.397,39.8429,8705736.0
2021-01-03,39.932,40.368,39.397,39.8429,8705736.0
2021-01-04,39.8032,39.9717,37.9806,38.3764,15123448.0
2021-01-05,38.1386,39.719,38.0989,39.1889,12317221.0
2021-01-06,39.2781,40.5266,39.179,40.0113,12881083.0
2021-01-07,40.0807,40.5711,39.8429,39.8627,9136267.0
2021-01-08,40.041,40.3196,39.4019,39.6546,9497467.0
2021-01-09,40.041,40.3196,39.4019,39.6546,9497467.0
2021-01-10,40.041,40.3196,39.4019,39.6546,9497467.0
2021-01-11,38.7232,39.6249,38.5448,39.0502,11754897.0
2021-01-12,39.3276,40.041,38.8024,39.932,9725010.0
2021-01-13,39.6447,40.368,39.268,40.0807,10852467.0
2021-01-14,40.8337,42.2507,40.7445,41.0913,17658314.0
2021-01-15,41.2895,41.2895,39.5951,39.615,15465542.0
2021-01-16,41.2895,41.2895,39.5951,39.615,15465542.0
2021-01-17,41.2895,41.2895,39.5951,39.615,15465542.0
2021-01-18,41.2895,41.2895,39.5951,39.615,15465542.0
2021-01-19,39.9419,40.2788,39.4373,39.9419,11530693.0
2021-01-20,40.3185,41.3886,40.1302,41.24,11335701.0
2021-01-21,40.9328,41.0517,39.8032,40.2987,11155112.0
2021-01-22,39.6348,39.9023,39.4465,39.6348,11310058.0
2021-01-23,39.6348,39.9023,39.4465,39.6348,11310058.0
2021-01-24,39.6348,39.9023,39.4465,39.6348,11310058.0
2021-01-25,39.2681,39.3871,38.0692,38.5448,15964896.0
2021-01-26,38.9015,39.2781,38.6241,38.961,10599373.0
2021-01-27,38.2773,38.8672,37.8125,38.1683,16953392.0
2021-01-28,39.1889,40.0014,38.634,39.714,21654014.0
2021-01-29,38.9114,39.4663,37.3954,37.6134,17989711.0
2021-01-30,38.9114,39.4663,37.3954,37.6134,17989711.0
2021-01-31,38.9114,39.4663,37.3954,37.6134,17989711.0
2021-02-01,37.9998,38.0938,37.0734,37.4747,10332933.0
2021-02-02,38.198,38.525,37.6431,38.4457,11854259.0
2021-02-03,38.5151,39.5357,38.3466,39.4168,12415969.0
2021-02-04,39.5852,40.695,39.5753,40.5563,11431799.0
2021-02-05,41.0022,41.022,40.3779,40.7743,10111937.0
2021-02-06,41.0022,41.022,40.3779,40.7743,10111937.0
2021-02-07,41.0022,41.022,40.3779,40.7743,10111937.0
2021-02-08,41.1706,43.0629,40.9824,42.8452,18296301.0
2021-02-09,42.5677,42.5677,41.4282,42.1219,10432074.0
2021-02-10,42.4488,42.8254,41.775,42.5083,12011062.0
2021-02-11,42.3101,42.7411,41.6116,42.3299,8549181.0
2021-02-12,42.1219,43.5388,42.0228,42.8947,11490112.0
2021-02-13,42.1219,43.5388,42.0228,42.8947,11490112.0
2021-02-14,42.1219,43.5388,42.0228,42.8947,11490112.0
2021-02-15,42.1219,43.5388,42.0228,42.8947,11490112.0
2021-02-16,43.5883,44.4008,43.3803,44.2423,13775480.0
2021-02-17,43.8757,44.0937,43.1375,43.9847,10945652.0
2021-02-18,43.4001,44.1383,42.974,43.9748,8756266.0
2021-02-19,44.2126,45.798,44.1432,45.253,14587720.0
2021-02-20,44.2126,45.798,44.1432,45.253,14587720.0
2021-02-21,44.2126,45.798,44.1432,45.253,14587720.0
2021-02-22,46.3231,48.4832,46.0457,47.3041,21573509.0
2021-02-23,47.6905,48.4287,45.2827,47.8986,19193791.0
2021-02-24,48.4832,49.7416,48.1761,49.1471,17020900.0
2021-02-25,49.5137,49.5435,46.7938,47.8094,15729781.0
2021-02-26,47.2645,48.6913,46.8483,47.5023,14828016.0
2021-02-27,47.2645,48.6913,46.8483,47.5023,14828016.0
2021-02-28,47.2645,48.6913,46.8483,47.5023,14828016.0
2021-03-01,49.0183,49.5028,47.6212,47.6212,13812921.0
2021-03-02,47.6608,48.2354,46.9474,47.7896,11566750.0
2021-03-03,48.1761,48.6368,47.7004,47.9085,13642675.0
2021-03-04,47.8788,47.968,44.9062,46.5312,18062476.0
2021-03-05,46.4817,46.5709,42.6173,45.7881,20611794.0
2021-03-06,46.4817,46.5709,42.6173,45.7881,20611794.0
2021-03-07,46.4817,46.5709,42.6173,45.7881,20611794.0
2021-03-08,46.5015,47.7797,46.2736,47.4428,17272994.0
2021-03-09,47.5221,47.641,45.9169,47.1852,11710072.0
2021-03-10,47.2149,48.1315,46.7294,47.3635,10719321.0
2021-03-11,47.7698,48.513,47.1456,47.8788,11318565.0
2021-03-12,47.9085,49.4047,47.641,49.375,15891751.0
2021-03-13,47.9085,49.4047,47.641,49.375,15891751.0
2021-03-14,47.9085,49.4047,47.641,49.375,15891751.0
2021-03-15,50.3956,51.8026,50.2866,50.5244,19700788.0
2021-03-16,50.574,50.6731,48.5823,48.939,14281495.0
2021-03-17,48.5823,50.1776,48.5625,49.9794,13694381.0
2021-03-18,49.6226,50.5145,48.4832,48.7309,13423574.0
2021-03-19,48.5922,48.7607,47.3933,48.5526,12123552.0
2021-03-20,48.5922,48.7607,47.3933,48.5526,12123552.0
2021-03-21,48.5922,48.7607,47.3933,48.5526,12123552.0
2021-03-22,48.0869,48.1761,47.3091,47.532,10911091.0
2021-03-23,46.5907,47.3933,45.035,45.2233,13616824.0
2021-03-24,46.1151,46.9671,45.144,45.1935,12120762.0
2021-03-25,44.381,46.7839,44.1135,46.5808,14469133.0
2021-03-26,47.0663,47.5023,46.1349,47.2248,12361407.0
2021-03-27,47.0663,47.5023,46.1349,47.2248,12361407.0
2021-03-28,47.0663,47.5023,46.1349,47.2248,12361407.0
2021-03-29,47.2248,47.6608,46.2835,46.8879,9824194.0
2021-03-30,47.2645,48.5922,46.987,48.4535,10787543.0
2021-03-31,48.3544,48.5724,47.6707,47.8392,9469208.0
2021-04-01,48.1463,48.7607,47.8392,48.3841,9569985.0
2021-04-02,48.1463,48.7607,47.8392,48.3841,9569985.0
2021-04-03,48.1463,48.7607,47.8392,48.3841,9569985.0
2021-04-04,48.1463,48.7607,47.8392,48.3841,9569985.0
2021-04-05,49.1273,50.5145,49.0183,49.7912,14599921.0
2021-04-06,50.2371,51.3369,50.0785,51.1784,14652463.0
2021-04-07,51.327,51.3468,49.5732,49.7416,12244346.0
2021-04-08,49.2957,49.7515,48.6913,49.3552,13546947.0
2021-04-09,49.3552,49.3552,48.3841,48.8201,9785393.0
2021-04-10,49.3552,49.3552,48.3841,48.8201,9785393.0
2021-04-11,49.3552,49.3552,48.3841,48.8201,9785393.0
2021-04-12,48.612,48.6913,47.7302,48.3742,11070266.0
2021-04-13,47.0167,48.0571,46.1448,47.8193,18287598.0
2021-04-14,48.622,49.048,47.4825,47.7302,12520419.0
2021-04-15,48.4139,48.6021,45.7286,46.3925,22267879.0
2021-04-16,46.5709,46.9969,45.9169,46.2141,12236394.0
2021-04-17,46.5709,46.9969,45.9169,46.2141,12236394.0
2021-04-18,46.5709,46.9969,45.9169,46.2141,12236394.0
2021-04-19,46.0061,46.0457,45.2134,45.7286,9579430.0
2021-04-20,45.0845,45.1044,43.3604,44.0441,15627772.0
2021-04-21,43.5982,45.3174,42.9443,45.2827,16267118.0
2021-04-22,45.6394,45.907,44.2225,44.2423,17303222.0
2021-04-23,44.4008,45.5205,44.0441,45.3818,9179962.0
2021-04-24,44.4008,45.5205,44.0441,45.3818,9179962.0
2021-04-25,44.4008,45.5205,44.0441,45.3818,9179962.0
2021-04-26,46.0754,46.6699,45.6989,46.1844,11259977.0
2021-04-27,46.234,46.3132,45.6642,45.9169,8151614.0
2021-04-28,45.8277,46.3231,45.6692,46.016,7209179.0
2021-04-29,46.4817,46.5808,45.6395,45.9565,8222250.0
2021-04-30,45.6097,46.6501,45.4809,46.4916,9175237.0
2021-05-01,45.6097,46.6501,45.4809,46.4916,9175237.0
2021-05-02,45.6097,46.6501,45.4809,46.4916,9175237.0
